,date_type,eprintid,rev_number,metadata_visibility,title,subjects,abstract,eprint_status,status_changed,date,dir,creators,divisions,type,uri,full_text_status,ispublished,publisher,documents,datestamp,corp_creators,lastmod,userid,volume,official_url,pagerange,refereed,number,issn,publication,id_number,succeeds,related_url,thesis_name,referencetext,department,thesis_type,institution,contributors
10,published,22797,8,show,Development of Problem Based Learning Model Learner Worksheet To Improve Critical Thinking Ability,"['L1', 'LB1501', 'LC5201']","Development of Problem Based Learning Model Learner Worksheet to Improve Critical Thinking Ability The problem of this research were the students achievement had under score of standard criteria and learner worksheet is not available that meets the needs. The aim of this research was to produce and test the effectiveness of development PBL model learner worksheet to improve critical thinking ability of students in
fourth grade of elementary school. The method used is research and development (R&D) which refers to Borg&Gall’s theory. The population in this research is all of students in fourth grade at Kedamaian subdistrict. The sample used is 70 students with random sampling technique. The collection of data through questionaire and written test. The data were analyzed by using N-Gain formula. The results show that PBL model learner
worksheet is feasible to use and PBL model learner worksheet is effective to improve critical thinking ability of students.",archive,2020-06-26 13:34:34,2018-02-01 00:00:00.000000000,disk0/00/02/27/97,"[{'name': {'given': 'Ragilia', 'lineage': None, 'family': 'Nayank', 'honourific': None}, 'id': None}, {'name': {'family': 'Alben Ambarita', 'honourific': None, 'lineage': None, 'given': 'Alben'}, 'id': 'alben_ambarita57@yahoo.com'}, {'name': {'honourific': None, 'family': 'Nurlaksana eko', 'lineage': None, 'given': 'Nurlaksana eko'}, 'id': None}]",['FKIP3'],article,http://repository.lppm.unila.ac.id/id/eprint/22797,public,pub,IOSR Journal of Research & Method in Education (IOSR-JRME),"[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 22797, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/36302', 'rev_number': 1, 'docid': 36302, 'main': '4. Development of Problem Based Learning Model Learner Worksheet To Improve Critical Thinking Ability.pdf', 'files': [{'objectid': 36302, 'uri': 'http://repository.lppm.unila.ac.id/id/file/209206', 'fileid': 209206, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2020-06-26 04:55:06', 'filename': '4. Development of Problem Based Learning Model Learner Worksheet To Improve Critical Thinking Ability.pdf', 'hash': '129158d2f99f6ae33c55c5b5ad326b68', 'datasetid': 'document', 'filesize': 335802}]}]",2020-06-26 13:34:34,"['Faculty of Teacher Training and Education, University of Lampung']",2020-06-26 13:34:34,825,8.0,http://www.iosrjournals.org/,65-72,TRUE,1.0,"e-ISSN: 2320–7388,p-ISSN: 2320–737X",IOSR Journal of Research & Method in Education (IOSR-JRME),DOI: 10.9790/7388-0801046572,,,,,,,,
11,published,47177,9,show,Development of Problem Based Learning Model Learner Worksheet To Improve Critical Thinking Ability,['L1'],"Development of Problem Based Learning Model Learner Worksheet to Improve Critical Thinking Ability The problem of this research were the students achievement had under score of standard criteria and learner worksheet is not available that meets the needs. The aim of this research was to produce and test the effectiveness of development PBL model learner worksheet to improve critical thinking ability of students in fourth grade of elementary school. The method used is research and development (R&D) which refers to
Borg&Gall’s theory. The population in this research is all of students in fourth grade at Kedamaian subdistrict.
The sample used is 70 students with random sampling technique. The collection of data through questionaire
and written test. The data were analyzed by using N-Gain formula. The results show that PBL model learner worksheet is feasible to use and PBL model learner worksheet is effective to improve critical thinking ability of students.",archive,2022-12-10 05:07:39,2018-02-01 00:00:00.000000000,disk0/00/04/71/77,"[{'name': {'given': 'Ragilia', 'lineage': None, 'honourific': None, 'family': 'Nayank'}, 'id': None}, {'id': 'alben_ambarita57@yahoo.com', 'name': {'lineage': None, 'family': 'Alben Ambarita', 'honourific': None, 'given': 'Alben'}}, {'name': {'lineage': None, 'family': 'Nurlaksana eko', 'honourific': None, 'given': 'Nurlaksana eko'}, 'id': None}]",['FKIP3'],article,http://repository.lppm.unila.ac.id/id/eprint/47177,public,pub,IOSR Journal of Research & Method in Education (IOSR-JRME),"[{'rev_number': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/186149', 'formatdesc': 'Cover Jurnal', 'pos': 1, 'format': 'text', 'files': [{'objectid': 186149, 'uri': 'http://repository.lppm.unila.ac.id/id/file/518104', 'datasetid': 'document', 'filesize': 538304, 'fileid': 518104, 'mime_type': 'application/pdf', 'mtime': '2022-12-09 14:55:30', 'hash_type': 'MD5', 'hash': 'c903bf24f30168209ef378135bb3f516', 'filename': 'IOSR Book Jrme-8(1)(IV)_001.pdf'}], 'main': 'IOSR Book Jrme-8(1)(IV)_001.pdf', 'docid': 186149, 'content': 'coverimage', 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 47177}, {'eprintid': 47177, 'placement': 2, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en', 'content': 'published', 'main': 'K0801046572.pdf', 'docid': 186150, 'files': [{'objectid': 186150, 'uri': 'http://repository.lppm.unila.ac.id/id/file/518106', 'fileid': 518106, 'mime_type': 'application/pdf', 'mtime': '2022-12-09 14:55:55', 'hash_type': 'MD5', 'hash': '129158d2f99f6ae33c55c5b5ad326b68', 'filename': 'K0801046572.pdf', 'datasetid': 'document', 'filesize': 335802}], 'pos': 2, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/186150', 'rev_number': 2, 'formatdesc': 'Artikel'}, {'pos': 3, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/186151', 'rev_number': 2, 'formatdesc': 'Uji Turnitin', 'main': 'Uji Turnitin_Development of Problem Based Learning Model Learner Worksheet To Improve Critical Thinking Ability.pdf', 'docid': 186151, 'files': [{'objectid': 186151, 'uri': 'http://repository.lppm.unila.ac.id/id/file/518108', 'fileid': 518108, 'mime_type': 'application/pdf', 'mtime': '2022-12-09 14:56:21', 'hash_type': 'MD5', 'hash': '36759c8e57b92124242cbdc30de4de86', 'filename': 'Uji Turnitin_Development of Problem Based Learning Model Learner Worksheet To Improve Critical Thinking Ability.pdf', 'datasetid': 'document', 'filesize': 2189041}], 'mime_type': 'application/pdf', 'language': 'en', 'content': 'other', 'eprintid': 47177, 'placement': 3, 'security': 'public'}]",2022-12-10 05:07:39,,2022-12-10 05:07:39,709,8.0,https://www.iosrjournals.org/iosr-jrme/papers/Vol-8%20Issue-1/Version-4/K0801046572.pdf,65-72,FALSE,1.0,"e-ISSN: 2320–7388, p- ISSN: 2320-737x",IOSR Journal of Research & Method in Education (IOSR-JRME),DOI: 10.9790/7388-0801046572,,"[{'url': 'https://www.iosrjournals.org/iosr-jrme/papers/Vol-8%20Issue-1/Version-4/K0801046572.pdf', 'type': 'pub'}]",,,,,,
12,published,10024,6,show,"The Development of Critical Thinking Assesment Instrument on
Elementary School Learning",['L1'],"This study aims to develop a valid, reliable, and effective critical thinking assessment instrument used as an 
assessment instrument for elementary school learning. The used research type was research and development
based on Borg&Gall. The population and sample were 4th grader students with total of 50 students from
Elementary Schools in Bandarlampung City. Data were collected through questionnaires and test questions. The
results  of reliability test is the price of“r” at 0,945. Validity test results  indicate that the instrument meets the
content, construct, and concurrent validity. The result of an instrument test canit was concluded that students'
critical thinking ability was good enough. This can be seen from the average value of the trial results of 36.00 in
a scale of 100.      
Keywords: Instrument, Asessment, Critical Thinking",archive,2018-11-15 08:09:08,1970-01-01 00:00:00.000002018,disk0/00/01/00/24,"[{'id': 'pargito.1959@fkip.unila.ac.id', 'name': {'given': 'Pargito', 'family': 'Pargito', 'honourific': None, 'lineage': None}}, {'id': None, 'name': {'given': 'Lilik', 'honourific': None, 'family': 'Sabdaningtyas', 'lineage': None}}, {'id': None, 'name': {'given': 'Diyan', 'honourific': None, 'family': 'purnamasari', 'lineage': None}}]",['FKIP3'],article,http://repository.lppm.unila.ac.id/id/eprint/10024,public,pub,Journal of Education and Practice,"[{'eprintid': 10024, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en', 'main': 'IISTE VOLUME 9 NO. 18.pdf', 'docid': 23047, 'files': [{'filesize': 130592, 'datasetid': 'document', 'filename': 'IISTE VOLUME 9 NO. 18.pdf', 'hash': '6dad5350871561652bb1843cef71a624', 'hash_type': 'MD5', 'mtime': '2018-11-15 08:05:10', 'mime_type': 'application/pdf', 'fileid': 94158, 'uri': 'http://repository.lppm.unila.ac.id/id/file/94158', 'objectid': 23047}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/23047', 'rev_number': 1}]",2018-11-15 08:09:08,['Universitas Lampung'],2018-11-15 08:09:08,758,9.0,https://www.iiste.org/Journals,157-164,TRUE,18.0,2222-1735,The Implementation of Policies in Developing Four Dimensions of Teacher’s Professionalism,,,,,,,,,
13,published,9885,9,show,"MODEL EVALUASI IMPLEMENTASI KEBIJAKAN STANDAR PELAYANAN
MINIMAL PADA SATUAN PENDIDIKAN JENJANG SD","['H1', 'L1']","Tujuan penelitian ini untuk menghasilkan model evaluasi implementasi kebijakan standar
pelayanan minimal (SPM) jenjang sekolah dasar (SD). Hasil evaluasi diharapkan dapat
memberikan rekomendasi kepada Dinas pendidikan dan para praktisi pendidikan. Desain
penelitian yang digunakan adalah non experimental. Desain penelitian ini terdiri dari 5
variabel laten dan 33 variabel manifest. Populasinya mencakup 307 SD di 11 Kecamatan
wilayah Kabupaten Pesawaran. Sampel sebanyak 24 SD pada 4 Kecamatan diambil secara
purposive. Instrumen pengumpulan data yang digunakan adalah kuesioner yang divalidasi
dan conten validity melalui Focus Group Discucion (FGD). Data yang terkumpul dianalisis 
menggunakan Structural Equation Models (SEM). Hasil penelitian menunjukkan bahwa
Kondisi Lingkungan Sekolah (KLS), Pelaksana Kebijakan Sekolah (PKS), Kelompok Sasaran
Kebijakan (KSK), dan Proses Pengelolaan Organisasi Sekolah (PPOS) merupakan faktor
dinamis pembentuk model yang tepat untuk mengevaluasi IP-SPM SD. 
Kata kunci: model evaluasi, implementasi kebijakan, IP-SPM-SD",archive,2018-11-14 02:41:57,2018-06-01 00:00:00.000000000,disk0/00/00/98/85,"[{'name': {'given': 'Lilik', 'family': 'Sabdaningtyas', 'honourific': None, 'lineage': None}}]",['FKIP3'],article,http://repository.lppm.unila.ac.id/id/eprint/9885,public,pub,,"[{'language': 'en', 'mime_type': 'application/pdf', 'security': 'public', 'placement': 1, 'eprintid': 9885, 'uri': 'http://repository.lppm.unila.ac.id/id/document/22895', 'rev_number': 1, 'format': 'text', 'pos': 1, 'files': [{'objectid': 22895, 'uri': 'http://repository.lppm.unila.ac.id/id/file/93100', 'fileid': 93100, 'mime_type': 'application/pdf', 'mtime': '2018-11-14 02:33:21', 'hash_type': 'MD5', 'hash': '6b487f4cee5268733ef083ab2d2fbc02', 'filename': 'jurnal bu lilik.pdf', 'datasetid': 'document', 'filesize': 425052}], 'docid': 22895, 'main': 'jurnal bu lilik.pdf'}]",2018-11-14 02:41:57,['Universitas Lampung'],2018-11-14 02:41:57,758,22.0,https://journal.uny.ac.id/index.php/jpep/article/view/19638/10886,70-82,TRUE,1.0,,jurnal penelitian dan evaluasi pendidikan,,,,,,,,,
14,,11988,7,show,The Implementation of Two Stay Two Stray and Talking Chips Learning Models to Increase Students Social Skill by Taking Types of Assignment on Economy Subject at XI Grade of SMA Negeri 1 Air Naningan Tanggamus,['L1'],"This research is based on the low social skills of students on economic subjects. This study aims to compare the social skills of students using Two Stay Two Stray and Talking Chips learning model by considering the type of assignment. The method that used is quasi experiment with comparative approach. The research design used factorial design. The population of this study are 103 students with a total sample of 69 students. The sampling technique of this research is used simple random sampling. Technique of collecting data through observation. Hypothesis testing used two way variance analysis and two independent sample t-test. The result of data analysis shows that (1) There is the difference of social skill between students who learning using two stay two stray learning model using the type of talking chips model (2) There is the difference of social skill between students who are given the project assignment technique, with the students assigned the portfolio assignment technique (3) There is an interaction between the learning model and the technique of assignment to social skills; (4) There is the difference social skills of students who are taught using two stay two stray learning models are better than students who are taught using the learning model of talking chips on the students that given the assignment of the project; (5) There is the difference social skills of students who are taught using a model of learning type of talking chips are better than students who are taught using a two stay two stray learning model on the students that given portfolio assignment; (6) There is the  difference social skills of the students that given the assignment of the project are better than the assignment of portfolio to the students using the learning model two stay two stray; (7) There is the  difference social skills of students who are given portfolio assignment is better than the assignment of projects to students using learning models of talking chips.",archive,2019-05-09 01:33:35,1970-01-01 00:00:00.000002018,disk0/00/01/19/88,"[{'id': 'mariadwiretnosari@gmail.com', 'name': {'lineage': None, 'honourific': None, 'family': 'Sari', 'given': 'Maria Dwi Retno'}}, {'id': 'trisna_unila@yahoo.co.id', 'name': {'family': 'Trisnaningsih', 'honourific': None, 'lineage': None, 'given': 'Trisna'}}, {'name': {'family': 'Darsono', 'honourific': None, 'lineage': None, 'given': 'Darsono'}, 'id': 'darsono.1954@fkip.unila.ac.id'}]",['FKIP3'],article,http://repository.lppm.unila.ac.id/id/eprint/11988,restricted,pub,,"[{'security': 'staffonly', 'placement': 1, 'eprintid': 11988, 'content': 'published', 'mime_type': 'application/pdf', 'language': 'en', 'files': [{'hash': '3b9c44e6f6689f22a46a064714fffa36', 'filename': 'The Implementation of Two Stay _Darsono-dikompresi.pdf', 'hash_type': 'MD5', 'mtime': '2019-05-08 02:05:30', 'mime_type': 'application/pdf', 'fileid': 107453, 'filesize': 2785705, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/107453', 'objectid': 24979}], 'main': 'The Implementation of Two Stay _Darsono-dikompresi.pdf', 'docid': 24979, 'formatdesc': 'Juornal of Education and Practice Vol 9 No 17 2018', 'uri': 'http://repository.lppm.unila.ac.id/id/document/24979', 'rev_number': 3, 'format': 'other', 'pos': 1}]",2019-05-09 01:33:35,,2019-05-09 01:33:35,889,9.0,https://www.iiste.org/Journals/index.php/JEP/article/view/43096,,TRUE,17.0,2222-1735,The Implementation of Two Stay Two Stray and Talking Chips Learning Models to Increase Students Social Skill by Taking Types of Assignment on Economy Subject at XI Grade of SMA Negeri 1 Air Naningan Tanggamus,,,[{'url': 'https://www.iiste.org/Journals/index.php/JEP/article/view/43096'}],,,,,,
15,,12635,7,show,"Teaching Material Based on Project Based Learning for 4th
Grader Student of Elementary School",['L1'],"This research and development aims to develop a teaching material and a Student Worksheet based on Project
Based Learning (PjBL) model and to know the difference of learning results between students who use Student
Worksheet and students who only use textbook material. The research and development method used was R and
D (Research and Development). Borg and Gall Steps. The population of this research was 160 students and the
sample of this research with multi stage random sampling technique is 30 students. Data collection techniques
used were questionnaires, the needs analysis, documentation, observation, expert validation sheets and test. The
results showed that the developed Student Worksheet based on PjBL improve students’ learning outcomes and it
was proved that the scores were higher than the learning process that only use textbook material.
Keywords: learning outcome, student worksheet and project based learning",archive,2019-05-14 07:49:43,1970-01-01 00:00:00.000002018,disk0/00/01/26/35,"[{'id': 'Siswanti@gmail.com', 'name': {'given': 'Siswanti', 'family': 'Siswanti', 'honourific': None, 'lineage': None}}, {'name': {'given': 'M. Thoha B. Sampurna', 'lineage': None, 'honourific': None, 'family': 'Jaya'}, 'id': 'thohaunila@yahoo.co.id'}, {'id': 'rochmiyatiazwardi@yahoo.co.id', 'name': {'lineage': None, 'honourific': None, 'family': 'rochmiyati', 'given': 'rochmiyati'}}]",['FKIP3'],article,http://repository.lppm.unila.ac.id/id/eprint/12635,restricted,pub,,"[{'mime_type': 'application/xml', 'language': 'en', 'content': 'published', 'eprintid': 12635, 'security': 'validuser', 'placement': 1, 'format': 'other', 'pos': 1, 'formatdesc': 'Research on Humanities and Social Sciences', 'uri': 'http://repository.lppm.unila.ac.id/id/document/25620', 'rev_number': 3, 'main': 43741, 'docid': 25620, 'files': [{'objectid': 25620, 'uri': 'http://repository.lppm.unila.ac.id/id/file/111913', 'datasetid': 'document', 'filesize': 16846, 'mime_type': 'application/xml', 'fileid': 111913, 'hash': 'bcc6e45a484d290a72d7109c52367909', 'filename': 43741, 'mtime': '2019-05-10 08:12:13', 'hash_type': 'MD5'}]}]",2019-05-14 07:49:43,,2019-05-14 07:49:43,664,8.0,https://www.iiste.org/Journals/index.php/RHSS/article/view/43741,40-46,TRUE,16.0,2224-5766 (Paper) 2225-0484 (Online),Research on Humanities and Social Sciences,,,,,,,,,
16,published,10026,8,show,"Development of Performance Assessment Instrument in Thematic
Learning of 4th Grader Elementary School",['L1'],"This study aims to develop performance assesment instrument in thematic learning of 4th grader elementary school 
students. The type of research used is research and development that refers to Borg & Gall’s theory. The population
of this study is all fourth grade students from the Elementary School of Negeri Agung District, Way Kanan
Regency. Samples were taken by using Random Sampling technique with total of 34 students of Public Elementary
School 01 of Kalipapan. Data were collected through questionnaires and test questions. The results showed that
the developed performance assesment instrument was theoretically valid and empirically reliable. This was proved
from the result of questionnaires by experts and teachers who stated that the developed product was theoretically
valid and the result of reliability test obtained a score of 0.67 which proved that the performance assessment
instrument was empirically valid.
Keywords: Performance assessment, Thematic Learning Instrument.",archive,2018-11-15 08:18:10,1970-01-01 00:00:00.000002018,disk0/00/01/00/26,"[{'id': 'erti.ernawati@fkip.unila.ac.id', 'name': {'given': 'erti', 'lineage': None, 'honourific': None, 'family': 'ernawati'}}, {'id': None, 'name': {'given': 'Lilik', 'lineage': None, 'family': 'Sabdaningtyas', 'honourific': None}}, {'name': {'given': 'Pargito', 'honourific': None, 'family': 'Pargito', 'lineage': None}, 'id': 'pargito.1959@fkip.unila.ac.id'}, {'id': None, 'name': {'honourific': None, 'family': 'Alben Ambarita', 'lineage': None, 'given': 'Alben'}}]",['FKIP3'],article,http://repository.lppm.unila.ac.id/id/eprint/10026,public,pub,Journal of Education and Practice,"[{'language': 'en', 'mime_type': 'application/pdf', 'security': 'public', 'placement': 1, 'eprintid': 10026, 'uri': 'http://repository.lppm.unila.ac.id/id/document/23049', 'rev_number': 1, 'format': 'text', 'pos': 1, 'files': [{'fileid': 94195, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2018-11-15 08:09:05', 'filename': 'IISTE VOLUME 9 NO. 26.pdf', 'hash': '1a2372307d489ed597744262f7d1244c', 'datasetid': 'document', 'filesize': 220250, 'objectid': 23049, 'uri': 'http://repository.lppm.unila.ac.id/id/file/94195'}], 'main': 'IISTE VOLUME 9 NO. 26.pdf', 'docid': 23049}]",2018-11-15 08:18:10,['Universitas Lampung'],2018-11-15 08:18:10,758,9.0,https://www.iiste.org/Journals/index.php/JEP,52-59,TRUE,2018.0,2222-1735 (paper); 2222-288X (online),The Implementation of Policies in Developing Four Dimensions of Teacher’s Professionalism,,,,,,,,,
17,published,9887,9,show,The Development of Students’ Worksheet Based on Guided Inquiry Learning to Foster Students’ Critical Thinking in Elementary School,['L1'],"his research aims to describe the validity and effectiveness of based-guided inquiry learning in fostering students' critical thinking skills. This type of research is research and development that refers to the theory of Borg and Gall. The study population was the fourth grade students of the Raden Intan Front Cluster in Bumi Nabung Subdistrict and the research sample was fourth grade students of Elementary School 5 Bumi Nabung Ilir. Data collection techniques use nontes and test techniques. Data collection tools in the form of questionnaires and test questions. Data were analyzed using validity test and N-Gain effectiveness test. The results showed that (1) worksheet based-guided inquiry learning developed through Borg and Gall theory was valid based on suitability with guided inquiry learning steps and quality of worksheet, conformity with didactic, construction, and technical requirements, and in accordance with grammar rules. (2) worksheet based-guided inquiry learning is effective to foster students' critical thinking skills as indicated by the average N-Gain of 0.67 with the category ""Medium"".

Keywords: student worksheets, guided inquiry learning, critical thinking",archive,2018-11-14 03:04:08,1970-01-01 00:00:00.000002018,disk0/00/00/98/87,"[{'name': {'family': 'ristiana', 'honourific': None, 'lineage': None, 'given': 'ristiana'}, 'id': None}, {'name': {'given': 'Darsono', 'family': 'Darsono', 'honourific': None, 'lineage': None}, 'id': 'darsono.1954@fkip.unila.ac.id'}, {'name': {'lineage': None, 'honourific': None, 'family': 'Sabdaningtyas', 'given': 'Lilik'}, 'id': None}]",['FKIP3'],article,http://repository.lppm.unila.ac.id/id/eprint/9887,public,pub,,"[{'main': 'lilik2.pdf', 'docid': 22898, 'files': [{'datasetid': 'document', 'filesize': 54677, 'fileid': 93180, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2018-11-14 03:00:56', 'filename': 'lilik2.pdf', 'hash': 'bc2de03440f7a5d9cc27e6b4b8b89532', 'objectid': 22898, 'uri': 'http://repository.lppm.unila.ac.id/id/file/93180'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/22898', 'rev_number': 1, 'eprintid': 9887, 'security': 'public', 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",2018-11-14 03:04:08,"['Universitas Lampung', 'universitas lampung', 'universitas lampung']",2018-11-14 03:04:08,758,9.0,,172-177,TRUE,30.0,,https://iiste.org/Journals/index.php/JEP/article/view/44706,,,,,,,,,"[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}]"
18,,12657,7,show,BASED PORTFOLIO ASSESSMENT DEVELOPMENT PROBLEM BASED LEARNING ON CLASS V MATHEMATICAL LEARNING,['L1'],"The problem of this research is that the portfolio assessment instruments have not been implemented in Mathematics subject appropriately. The research objective is to develop a learning model of portfolio assessment on Mathematics subject based on an effective problem-based learning. This research was carried out at SDN 01 Tanjung Rejo and SDN 02 Tanjung Rejo sub-district of Negeri Agung, Way Kanan regency. This research applied Research and Developmet (R & D) method with stages adopted from Borg & Gall. The population and sample size are taken from 30 respondents. The data collection techniques were carried out with questionnaires and tests. The product results are validated by experts of media, material and language. The instrument is being analyzed by item validity and reliability. The results of the research showed that based on the validity by experts of media, material and language, the developed instruments have been proven 'excellent' and 'good' so that it is suitable for use. The results of the large-scale trial of the developed product and the testing showed that the instrument has a good quality so that it can be used to measure the cognitive abilities of fifth grade students of elementary school.
Keywords: assessment, mathematics, problem based learning",archive,2019-05-14 07:50:23,1970-01-01 00:00:00.000002018,disk0/00/01/26/57,"[{'id': None, 'name': {'lineage': None, 'family': 'rohim', 'honourific': None, 'given': 'rohim'}}, {'name': {'lineage': None, 'family': 'rochmiyati', 'honourific': None, 'given': 'rochmiyati'}, 'id': 'rochmiyatiazwardi@yahoo.co.id'}, {'name': {'lineage': None, 'family': 'Caswita', 'honourific': None, 'given': 'Caswita'}, 'id': None}]",['FKIP3'],article,http://repository.lppm.unila.ac.id/id/eprint/12657,restricted,pub,Mathematical Theory and Modeling,"[{'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/112076', 'objectid': 25640, 'hash': '300eae056037f7ac49dac149e979f73c', 'filename': 44936, 'mtime': '2019-05-10 08:58:48', 'hash_type': 'MD5', 'mime_type': 'application/xml', 'fileid': 112076, 'filesize': 17409, 'datasetid': 'document'}], 'docid': 25640, 'main': 44936, 'rev_number': 3, 'uri': 'http://repository.lppm.unila.ac.id/id/document/25640', 'formatdesc': 'Mathematical Theory and Modeling', 'pos': 1, 'format': 'other', 'placement': 1, 'security': 'validuser', 'eprintid': 12657, 'content': 'published', 'mime_type': 'application/xml', 'language': 'en'}]",2019-05-14 07:50:23,,2019-05-14 07:50:23,664,8.0,https://www.iiste.org/Journals/index.php/MTM/article/view/44936,72-77,TRUE,8.0,2224-5804 (Paper) 2225-0522 (Online),Mathematical Theory and Modeling,,,,,,,,,
19,,12654,7,show,"Development of Description Test Instruments Based Saintific
Approach to Measure Ability to Create Critical Participants in
Class V Basic School",['LB'],"This study aims to develop a description test instrument based on a scientific approach to measure students
'critical thinking skills in grade V elementary school and to know the differences in students' critical and reliable
critical thinking abilities. The type of research used is research and development that refers to the theory of Borg
and Gall. The population in this study were all fifth grade elementary school students at SDN Metro Pusat cluster
nusa indah. The sample was taken using simple random sampling technique, taking 2 classes from 14 classes in
the population, which consisted of one class as a trial class totaling 22 students from the VB class of SD Negeri
2 Metro Pusat and one class as a sample. totaling 37 students in VA class at SD Negeri 1 Metro Pusat. Data was
collected through questionnaires and test questions. The results showed that the test instruments developed were
valid and reliable. Based on the assessment of 3 experts, the average is 81.75 including in the very good category.
Whereas based on the results of the empirical test, 20 description questions developed were declared to be 0.90
valid and 0.989 reliability was included in the very strong category.
Keywords: Critical Thinking, Description Test Instrument, Scientific Approach.",archive,2019-05-14 07:50:08,1970-01-01 00:00:00.000002018,disk0/00/01/26/54,"[{'name': {'given': 'dwi widia', 'lineage': None, 'family': 'sari', 'honourific': None}, 'id': None}, {'name': {'given': 'M.Thoha. Sampurna', 'lineage': None, 'honourific': None, 'family': 'jaya'}, 'id': 'thohaunila@yahoo.co.id'}, {'name': {'family': 'rochmiyati', 'honourific': None, 'lineage': None, 'given': 'rochmiyati'}, 'id': 'rochmiyatiazwardi@yahoo.co.id'}, {'id': 'lilik_sabdaningtyas@yahoo.co.id', 'name': {'given': 'Lilik', 'lineage': None, 'family': 'Sabdaningtyas', 'honourific': None}}]",['FKIP3'],article,http://repository.lppm.unila.ac.id/id/eprint/12654,restricted,pub,Journal of Education and Practice,"[{'mime_type': 'application/xml', 'language': 'en', 'content': 'published', 'eprintid': 12654, 'security': 'validuser', 'placement': 1, 'format': 'other', 'pos': 1, 'formatdesc': 'Journal of Education and Practice', 'uri': 'http://repository.lppm.unila.ac.id/id/document/25637', 'rev_number': 3, 'docid': 25637, 'main': 45258, 'files': [{'filesize': 19117, 'datasetid': 'document', 'hash': 'f6d431c1645176dc5d08ef24b6342ab0', 'filename': 45258, 'hash_type': 'MD5', 'mtime': '2019-05-10 08:49:19', 'mime_type': 'application/xml', 'fileid': 112044, 'uri': 'http://repository.lppm.unila.ac.id/id/file/112044', 'objectid': 25637}]}]",2019-05-14 07:50:08,,2019-05-14 07:50:08,664,9.0,https://www.iiste.org/Journals/index.php/JEP/article/view/45258,27-35,TRUE,32.0,2222-1735 (Paper)  2222-288X (Online),Journal of Education and Practice,,,,,,,,,
