,official_url,title,metadata_visibility,event_type,rev_number,eprint_status,status_changed,abstract,subjects,eprintid,event_title,documents,pres_type,ispublished,refereed,uri,full_text_status,lastmod,userid,datestamp,pagerange,creators,dir,date,type,divisions,publisher,number,issn,publication,volume,patent_applicant,id_number,funders,date_type,contact_email,related_url,event_dates,event_location
10,,HKI Program Komputer COMon: Carbon Monitoring System For University Of Lampung Environment,show,,7,archive,2022-12-06 22:28:01,,['AC'],47150,,"[{'files': [{'datasetid': 'document', 'filesize': 770276, 'mime_type': 'application/pdf', 'fileid': 517865, 'hash': 'c201dd0201d0563f4a948e1ffd7443a0', 'filename': 'sertifikat_EC00201857698.pdf', 'mtime': '2022-12-06 22:26:56', 'hash_type': 'MD5', 'objectid': 186111, 'uri': 'http://repository.lppm.unila.ac.id/id/file/517865'}], 'docid': 186111, 'main': 'sertifikat_EC00201857698.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/186111', 'rev_number': 1, 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 47150, 'language': 'en', 'mime_type': 'application/pdf'}]",,pub,,http://repository.lppm.unila.ac.id/id/eprint/47150,public,2022-12-06 22:28:01,1,2022-12-06 22:28:01,,"[{'name': {'given': 'Gigih Forda', 'lineage': None, 'honourific': None, 'family': 'Nama'}, 'id': 'gigih@eng.unila.ac.id'}]",disk0/00/04/71/50,1970-01-01 00:00:00.000002018,patent,['FT8'],,,,,,Gigih Forda Nama,EC00201857698,,published,,,,
11,,HKI Program Komputer ELECTRICITY REAL- TIME ESTIMATION SYSTEM,show,,7,archive,2022-12-06 22:28:06,,['AC'],47148,,"[{'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/186109', 'main': 'sertifikat_EC00201816447.pdf', 'docid': 186109, 'files': [{'objectid': 186109, 'uri': 'http://repository.lppm.unila.ac.id/id/file/517851', 'datasetid': 'document', 'filesize': 770571, 'fileid': 517851, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2022-12-06 22:24:03', 'filename': 'sertifikat_EC00201816447.pdf', 'hash': '52eee5fbd73163bea84a6c2bc12e07a0'}], 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 47148, 'security': 'public', 'placement': 1}]",,pub,,http://repository.lppm.unila.ac.id/id/eprint/47148,public,2022-12-06 22:28:06,1,2022-12-06 22:28:06,,"[{'id': 'gigih@eng.unila.ac.id', 'name': {'given': 'Gigih Forda', 'family': 'Nama', 'honourific': None, 'lineage': None}}]",disk0/00/04/71/48,1970-01-01 00:00:00.000002018,patent,['FT8'],,,,,,Gigih Forda Nama,EC00201816447,,published,,,,
12,,HKI Program Komputer Font Aksara Lampung,show,,7,archive,2022-12-06 22:28:13,,['AC'],47146,,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/186107', 'pos': 1, 'format': 'text', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/517837', 'objectid': 186107, 'filesize': 771743, 'datasetid': 'document', 'hash': 'e91fff70e5822212cd8082c3b2c9bbe6', 'filename': 'sertifikat_EC00201826133.pdf', 'hash_type': 'MD5', 'mtime': '2022-12-06 22:21:21', 'mime_type': 'application/pdf', 'fileid': 517837}], 'main': 'sertifikat_EC00201826133.pdf', 'docid': 186107, 'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 47146}]",,pub,,http://repository.lppm.unila.ac.id/id/eprint/47146,public,2022-12-06 22:28:13,1,2022-12-06 22:28:13,,"[{'name': {'given': 'Gigih Forda', 'lineage': None, 'family': 'Nama', 'honourific': None}, 'id': 'gigih@eng.unila.ac.id'}]",disk0/00/04/71/46,1970-01-01 00:00:00.000002018,patent,['FT8'],,,,,,HKI Program Komputer,EC00201826133,,published,,,,
13,,HKI Program Komputer REAL-TIME ENERGY MONITORING SYSTEM,show,,7,archive,2022-12-06 22:28:09,,['AC'],47147,,"[{'security': 'public', 'placement': 1, 'eprintid': 47147, 'mime_type': 'application/pdf', 'language': 'en', 'files': [{'datasetid': 'document', 'filesize': 770318, 'mime_type': 'application/pdf', 'fileid': 517844, 'filename': 'sertifikat_EC00201816446.pdf', 'hash': '37106c97a428aa0875c88dcc77fc98dd', 'hash_type': 'MD5', 'mtime': '2022-12-06 22:22:34', 'objectid': 186108, 'uri': 'http://repository.lppm.unila.ac.id/id/file/517844'}], 'docid': 186108, 'main': 'sertifikat_EC00201816446.pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/186108', 'format': 'text', 'pos': 1}]",,pub,,http://repository.lppm.unila.ac.id/id/eprint/47147,public,2022-12-06 22:28:09,1,2022-12-06 22:28:09,,"[{'id': 'gigih@eng.unila.ac.id', 'name': {'given': 'Gigih Forda', 'family': 'Nama', 'honourific': None, 'lineage': None}}]",disk0/00/04/71/47,1970-01-01 00:00:00.000002018,patent,['FT8'],,,,,,Gigih Forda Nama,EC00201816446,,published,,,,
14,,The Implementation Internet of Things(IoT) Technology in Real Time Monitoring of Electrical Quantities - similarity check,show,,9,archive,2022-11-14 12:10:30,,['AC'],46636,,"[{'placement': 2, 'security': 'public', 'eprintid': 46636, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/522103', 'objectid': 186737, 'filesize': 860036, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2023-01-09 08:23:19', 'hash': '62a4b2b219774e6f5e02738fd35cf232', 'filename': '2018_IOP_Conf._Ser.__Mater._Sci._Eng._335_012063 (2).pdf.pdf', 'fileid': 522103, 'mime_type': 'application/pdf'}], 'docid': 186737, 'main': '2018_IOP_Conf._Ser.__Mater._Sci._Eng._335_012063 (2).pdf.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/186737', 'rev_number': 1, 'pos': 2, 'format': 'text'}]",,pub,,http://repository.lppm.unila.ac.id/id/eprint/46636,public,2023-01-09 08:23:28,1,2022-11-14 12:10:30,,"[{'id': 'gigih@eng.unila.ac.id', 'name': {'given': 'Gigih Forda', 'family': 'Nama', 'honourific': None, 'lineage': None}}]",disk0/00/04/66/36,1970-01-01 00:00:00.000002018,other,['FT8'],IOP Conference Series: Materials Science and Engineering,,,,,,,,published,,,,
15,,Implementation of K-Means Technique in Data Mining to Cluster Researchers Google Scholar Profile - Corresponding email,show,,8,archive,2022-11-14 07:48:16,,['AC'],46610,,"[{'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 46610, 'uri': 'http://repository.lppm.unila.ac.id/id/document/185500', 'rev_number': 1, 'format': 'text', 'pos': 1, 'files': [{'fileid': 513722, 'mime_type': 'application/pdf', 'mtime': '2022-11-14 07:46:59', 'hash_type': 'MD5', 'hash': '43fcc73524777ec6c042223eb825aae5', 'filename': '2 unila.ac.id Mail - Submit Full _Paper Implementation of K-Means Technique in Data Mining to Cluster Researchers Google Scholar Profile_.pdf', 'datasetid': 'document', 'filesize': 571970, 'objectid': 185500, 'uri': 'http://repository.lppm.unila.ac.id/id/file/513722'}], 'docid': 185500, 'main': '2 unila.ac.id Mail - Submit Full _Paper Implementation of K-Means Technique in Data Mining to Cluster Researchers Google Scholar Profile_.pdf'}, {'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 46610, 'placement': 2, 'security': 'public', 'pos': 2, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/185740', 'docid': 185740, 'main': 'A2708109119.pdf', 'files': [{'filename': 'A2708109119.pdf', 'hash': '46ec7eb2ae23a1266cf4f08bc700737f', 'mtime': '2022-11-23 09:07:39', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 515304, 'filesize': 936691, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/515304', 'objectid': 185740}]}]",,pub,,http://repository.lppm.unila.ac.id/id/eprint/46610,public,2022-11-23 09:07:39,1,2022-11-14 07:48:16,,"[{'name': {'given': 'Gigih Forda', 'lineage': None, 'family': 'Nama', 'honourific': None}, 'id': 'gigih@eng.unila.ac.id'}]",disk0/00/04/66/10,1970-01-01 00:00:00.000002018,other,['FT8'],SPC,,,,,,,,published,,,,
16,,Implementation of Two-Factor Authentication (2FA) to Enhance the Security of Academic Information System - Corresponding Email,show,,7,archive,2022-11-14 08:15:13,,['AC'],46615,,"[{'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/185505', 'rev_number': 1, 'docid': 185505, 'main': '3 unila.ac.id Mail - Request for revised version of article 32597-JEAS.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/513759', 'objectid': 185505, 'filesize': 419817, 'datasetid': 'document', 'filename': '3 unila.ac.id Mail - Request for revised version of article 32597-JEAS.pdf', 'hash': '8cbb0ad50dafbbe5a326b10978d6f178', 'hash_type': 'MD5', 'mtime': '2022-11-14 08:13:58', 'mime_type': 'application/pdf', 'fileid': 513759}], 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 46615, 'security': 'public', 'placement': 1}]",,pub,,http://repository.lppm.unila.ac.id/id/eprint/46615,public,2022-11-14 08:15:13,1,2022-11-14 08:15:13,,"[{'name': {'given': 'Gigih Forda', 'lineage': None, 'family': 'Nama', 'honourific': None}, 'id': 'gigih@eng.unila.ac.id'}]",disk0/00/04/66/15,1970-01-01 00:00:00.000002018,other,['FT8'],Medwell Journal,,,,,,,,,,,,
17,,Web-based real time monitoring of electrical quantities measurement - similarity check,show,,7,archive,2022-11-14 12:29:36,,['AC'],46640,,"[{'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 46640, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/185537', 'pos': 1, 'format': 'text', 'files': [{'datasetid': 'document', 'filesize': 11615646, 'mime_type': 'application/pdf', 'fileid': 513955, 'hash': 'f247a72e8e5106b3bdb53b82d99d00bf', 'filename': 'screencapture-unila-turnitin-viewer-submissions-oid-7867-26858018-2022-11-14-19_27_23.pdf', 'mtime': '2022-11-14 12:28:24', 'hash_type': 'MD5', 'objectid': 185537, 'uri': 'http://repository.lppm.unila.ac.id/id/file/513955'}], 'docid': 185537, 'main': 'screencapture-unila-turnitin-viewer-submissions-oid-7867-26858018-2022-11-14-19_27_23.pdf'}]",,pub,,http://repository.lppm.unila.ac.id/id/eprint/46640,public,2022-11-14 12:29:36,1,2022-11-14 12:29:36,,"[{'name': {'given': 'Gigih Forda', 'family': 'Nama', 'honourific': None, 'lineage': None}, 'id': 'gigih@eng.unila.ac.id'}]",disk0/00/04/66/40,1970-01-01 00:00:00.000002018,other,['FT8'],IEEE,,,,,,,,,,,,
18,,"KOPER APUNG, EC00201857697",show,,7,archive,2020-12-14 00:58:23,"SURAT PENCATATAN CIPTAAN
Dalam rangka pelindungan ciptaan di bidang ilmu pengetahuan, seni dan sastra berdasarkan Undang-Undang Nomor 28 Tahun 2014 tentang Hak Cipta, dengan ini menerangkan:
Nomor dan tanggal permohonan : EC00201857697, 7 Desember 2018. 
Pencipta Nama : Gigih Forda Nama, Mardiana.
Jenis Ciptaan : Permainan Video
Judul Ciptaan : KOPER APUNG",['T1'],27084,,"[{'docid': 41098, 'main': 'sertifikat_EC00201857697-KOPER APUNG.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/242795', 'objectid': 41098, 'filesize': 770056, 'datasetid': 'document', 'hash': '6dc23213306611768c90122bd9fc5ff7', 'filename': 'sertifikat_EC00201857697-KOPER APUNG.pdf', 'mtime': '2020-12-11 13:10:51', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 242795}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/41098', 'rev_number': 1, 'eprintid': 27084, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en'}]",,pub,,http://repository.lppm.unila.ac.id/id/eprint/27084,public,2020-12-14 00:58:23,517,2020-12-14 00:58:23,,"[{'id': 'gigih@eng.unila.ac.id', 'name': {'lineage': None, 'family': 'Nama', 'honourific': None, 'given': 'Gigih Forda'}}, {'name': {'given': 'Mardiana', 'honourific': None, 'family': '.', 'lineage': None}, 'id': 'mardiana@eng.unila.ac.id'}]",disk0/00/02/70/84,2018-12-01 00:00:00.000000000,patent,['FT8'],,,,,,Lembaga Penelitian dan Pengabdian kepada Masyarakat Universitas Lampung,EC00201857697,,published,,,,
19,,Program Komputer KOPER APUNG - Sertifikat dan Deskripsi,show,,7,archive,2022-04-06 01:21:28,"SURAT PENCATATAN CIPTAAN Dalam rangka pelindungan ciptaan di bidang ilmu pengetahuan, seni dan sastra berdasarkan Undang-Undang Nomor 28 Tahun 2014 tentang Hak Cipta, dengan ini menerangkan: Nomor dan tanggal permohonan : EC00201857697, 7 Desember 2018. Pencipta Nama : Gigih Forda Nama, Mardiana. Jenis Ciptaan : Permainan Video Judul Ciptaan : KOPER APUNG",['T1'],41083,,"[{'eprintid': 41083, 'security': 'public', 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf', 'main': 'Koper Apung sertifikat -deskripsi.pdf', 'docid': 162506, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/456212', 'objectid': 162506, 'filesize': 2426845, 'datasetid': 'document', 'filename': 'Koper Apung sertifikat -deskripsi.pdf', 'hash': '5495c25d634a50161d02678a194c39db', 'mtime': '2022-04-05 09:53:33', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 456212}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/162506', 'rev_number': 1}]",,pub,,http://repository.lppm.unila.ac.id/id/eprint/41083,public,2022-04-06 01:21:28,517,2022-04-06 01:21:28,,"[{'name': {'lineage': None, 'family': 'Nama', 'honourific': None, 'given': 'Gigih Forda'}, 'id': 'gigih@eng.unila.ac.id'}, {'name': {'lineage': None, 'family': '.', 'honourific': None, 'given': 'Mardiana'}, 'id': 'mardiana@eng.unila.ac.id'}]",disk0/00/04/10/83,1970-01-01 00:00:00.000002018,patent,['FT8'],,,,,,LPPM Unila,EC00201857697,,published,,,,
20,https://www.medwelljournals.com/abstract/?doi=jeasci.2018.2209.2220,Implementation of Two-Factor Authentication (2FA) to Enhance the Security of Academic Information System,show,,7,archive,2018-06-26 03:52:30,"Abstract: Academic information system play an important role to serve the information technology needs of the academic programs at University of Lampung these system are usually implemented on higher education in order to provide a validity and reliability of academic data. University of Lampung (Unila) has a long history in development of Academic Information System (Siakad), starting with manual system, semi-online and full online. To enhance the security level of Siakad application, further more in this study, described the design and implementation process of two-Factor Authentication (2FA) that was already deployed on Siakad application and running well, since, 2013 it used the account knowledge (username/password) and also account possession (security token on users mobile phone) factors. Both of these factors are implemented for user authentication, it proven that the security become better and made it more difficult to bypass and minimize the possibility of unauthorized access. Data retrieval of system usage statistic conducted, since, April 2014 until April 2016 from the system report shown there were total 29483 time One Time Password (OTP) code sent to user’s mobile phone. Usually on January or August each year there will be an increased number of OTP code sent to user because on January was the end of even semester and August was the end of odd semester. The most popular cellular provider used by user was TELKOMSEL with total 77% registered number, INDOSAT with 18% number used, XL with 3% number registered and TRI with total 2% number registered with this various number of cellular number usage, we analyzed that mean time the OTP code delivery was 22.87 sec, this mean time value was still within the threshold of tolerance time accepted by user, indicated the system research as well.",['AC'],7815,,"[{'files': [{'fileid': 69952, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2018-06-26 03:50:14', 'hash': '897865234b7c48b59241b1eaf2f51b74', 'filename': '2209-2220.pdf', 'datasetid': 'document', 'filesize': 741412, 'objectid': 20853, 'uri': 'http://repository.lppm.unila.ac.id/id/file/69952'}], 'main': '2209-2220.pdf', 'docid': 20853, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/20853', 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 7815, 'language': 'en', 'mime_type': 'application/pdf'}]",,pub,TRUE,http://repository.lppm.unila.ac.id/id/eprint/7815,public,2018-06-26 03:53:44,3,2018-06-26 03:52:30,2209-2220,"[{'name': {'lineage': None, 'honourific': None, 'family': 'Nama', 'given': 'Gigih Forda'}, 'id': 'gigih@eng.unila.ac.id'}, {'id': 'kurnia.muludi@fmipa.unila.ac.id', 'name': {'given': 'Kurnia', 'honourific': None, 'family': 'Muludi', 'lineage': None}}]",disk0/00/00/78/15,2018-06-01 00:00:00.000000000,article,['FT8'],Medwell Journal,8.0,1818-7803 (Online),Journal of Engineering and Applied Sciences,13.0,,,,,,,,
21,https://www.sciencepubco.com/index.php/ijet/article/view/29075,A Real-time Schoolchild Shuttle Vehicle Tracking System Base on Android Mobile-apps,show,,6,archive,2019-05-10 01:14:35,"Indonesians parent widely use private school shuttle services for their schoolchild due to their lack of time and effectiveness, unfortunately mostly of those shuttle vehicles (car or motor cycle) services currently cannot be tracked. From a security point of view, the parent’s need a system that can identified the location of the vehicle in real-time. With rapid technological development today, parents' skepticism can be overcome by tracking the shuttle vehicles through a mobile applications that connected to Global Positioning System (GPS). This research presents the design of a prototype, called “AS-OJEK”, an android-based mobile apps and web technology for schoolchild shuttle applications that used several technology such as Web-services, JSON, PHP, MySQL and bootstrap framework as application builders. The application could be installed on any android smartphone version, it will be able to send the location and displaying the vehicle shuttle location on the smartphone screen and display historical location of the tracked vehicle. Rapid Application Development (RAD) framework was used as a software development method, with its 4 phases; phase 1: requirements planning and specifications, phase 2: user design, phase 3: construction, phase 4: cutover. The application was already appropriate with user’s needs, proven by performing functional testing and User Acceptance Test (UAT). Based on the results of the UAT, this application has been running well and succeed sending vehicle location to the server, and can tracked through mobile-apps or web applications.",['AC'],12394,,"[{'language': 'en', 'mime_type': 'application/pdf', 'security': 'public', 'placement': 1, 'eprintid': 12394, 'uri': 'http://repository.lppm.unila.ac.id/id/document/25372', 'rev_number': 1, 'format': 'text', 'pos': 1, 'files': [{'datasetid': 'document', 'filesize': 536715, 'fileid': 110313, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2019-05-10 01:09:00', 'filename': 'IJET-29075.pdf', 'hash': 'eceec800e31409c48f71875109a75199', 'objectid': 25372, 'uri': 'http://repository.lppm.unila.ac.id/id/file/110313'}], 'docid': 25372, 'main': 'IJET-29075.pdf'}]",,pub,TRUE,http://repository.lppm.unila.ac.id/id/eprint/12394,public,2019-05-10 01:14:35,3,2019-05-10 01:14:35,40-44,"[{'name': {'given': 'Gigih Forda', 'lineage': None, 'family': 'Nama', 'honourific': None}, 'id': 'gigih@eng.unila.ac.id'}, {'id': None, 'name': {'given': 'Fadillah Halim', 'lineage': None, 'honourific': None, 'family': 'Rasyidy'}}, {'id': None, 'name': {'lineage': None, 'family': 'Arum S P', 'honourific': None, 'given': 'Raden'}}, {'id': 'mardiana@eng.unila.ac.id', 'name': {'given': 'Mardiana', 'honourific': None, 'family': '.', 'lineage': None}}]",disk0/00/01/23/94,2018-11-01 00:00:00.000000000,article,['FT8'],Science Publishing,3.36,ISSN 2227-524X,International Journal of Engineering &Technology (IJET),7.0,,,,,,,,
22,https://www.sciencepubco.com/index.php/ijet/article/view/29075/15440,A Real-time Schoolchild Shuttle Vehicle Tracking System Base on Android Mobile-apps- Full Cover,show,,10,archive,2022-04-06 04:19:59,"Indonesians parent widely use private school shuttle services for their schoolchild due to their lack of time and effectiveness, unfortunately mostly of those shuttle vehicles (car or motor cycle) services currently cannot be tracked. From a security point of view, the parent’s need a system that can identified the location of the vehicle in real-time. With rapid technological development today, parents' skepticism can be overcome by tracking the shuttle vehicles through a mobile applications that connected to Global Positioning System (GPS). This research presents the design of a prototype, called “AS-OJEK”, an android-based mobile apps and web technology for schoolchild shuttle applications that used several technology such as Web-services, JSON, PHP, MySQL and bootstrap framework as application builders. The application could be installed on any android smartphone version, it will be able to send the location and displaying the vehicle shuttle location on the smartphone screen and display historical location of the tracked vehicle. Rapid Application Development (RAD) framework was used as a software development method, with its 4 phases; phase 1: requirements planning and specifications, phase 2: user design, phase 3: construction, phase 4: cutover. The application was already appropriate with user’s needs, proven by performing functional testing and User Acceptance Test (UAT). Based on the results of the UAT, this application has been running well and succeed sending vehicle location to the server, and can tracked through mobile-apps or web applications.",['T1'],41101,,"[{'files': [{'filename': 'A Real-time Schoolchild Shuttle Vehicle.pdf', 'hash': '1cfa733a5981f428a9e897e79f454a3c', 'hash_type': 'MD5', 'mtime': '2022-04-06 03:17:55', 'mime_type': 'application/pdf', 'fileid': 456335, 'filesize': 1468272, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/456335', 'objectid': 162522}], 'main': 'A Real-time Schoolchild Shuttle Vehicle.pdf', 'docid': 162522, 'uri': 'http://repository.lppm.unila.ac.id/id/document/162522', 'rev_number': 1, 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 41101, 'language': 'en', 'mime_type': 'application/pdf'}]",,pub,TRUE,http://repository.lppm.unila.ac.id/id/eprint/41101,public,2022-04-06 04:19:59,517,2022-04-06 04:19:59,40-44,"[{'id': 'gigih@eng.unila.ac.id', 'name': {'given': 'Gigih Forda', 'lineage': None, 'family': 'Nama', 'honourific': None}}, {'name': {'given': 'Fadillah Halim', 'lineage': None, 'honourific': None, 'family': 'Rasyidy'}, 'id': None}, {'id': None, 'name': {'given': 'Raden Arum', 'lineage': None, 'honourific': None, 'family': 'Setia Pribadi'}}, {'name': {'family': '.', 'honourific': None, 'lineage': None, 'given': 'Mardiana'}, 'id': 'mardiana@eng.unila.ac.id'}]",disk0/00/04/11/01,1970-01-01 00:00:00.000002018,article,['FT8'],Science Publishing,3.36,ISSN 2227-524X,International Journal of Engineering &Technology (IJET),7.0,,DOI: 10.14419/ijet.v7i3.36.29075,,published,,,,
23,http://sniper.library.unila.ac.id,"UX REQUIREMENT GATHERING UNTUK APLIKASI KIOSKA 
SURVEI KEPUASAN PENGUNJUNG PERPUSTAKAAN",show,conference,7,archive,2019-05-09 03:11:16,"Perpustakaan merupakan pusat pembangunan peradaban dunia yang di dalamnya pengunjung dapat membaca buku serta mencari referensi bagi para penggiat akademisi. Kepuasan pengunjung terhadap pelayanan perpustakaan menjadi hal yang utama untuk pengembangan dan perbaikan perpustakaan. Perpustakaan menggunakan kioska unutk memberi layanan yang berinterksi dengan system otomasi perpustakaan. Interaksi manusia komputer perlu memberikan kenyamanan dalam mencapai tujun layanan. survei sangat dibutuhkan sebagai landasan untuk terus memperbaiki dan mengembangkan fasilitas kenyamanan yang ada di perpustakaan. Survei dilakukan di UPT Perpustakaan Universitas Lampung dengan 100 responden pengunjung perpustakaan yang merupakan mahasiswa Universitas Lampung dari berbagai fakultas. Pengumpulan data dilaksanakan selama dua hari dan didapatkan saran untuk menambahkan beberapa fasilitas seperti buku kuliah sebagai bahan bacaan yang paling banyak diminati. UX Requirement Gathering adalah metode yang dipakai pada penelitian ini, dari hasil survei didapat 92% pengunjung mengoperasikan kioska dengan tangan sebelah kanan, 82% mengatakan tidak sulit menggunakan kioska, serta sebagian besar persentase  menyukai warna biru, putih, dan hitam, 79% lebih menyukai sesuatu yang bergambar dibandingkan dengan tulisan. Hasil survei dapat digunakan sebagai landasan untuk membangun aplikasi survei dengan media kioska  menggunakan Metode User Experience. Penelitian membuka peluang untuk membangun aplikasi layanan kioska yang tepat bagi perpustakaan.

Kata kunci :  perpustakaan , survei kepuasan pengunjung , kioska",['T1'],12059,Prosiding Seminar Nasional Inovasi Perpustakaan,"[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 12059, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/25044', 'rev_number': 1, 'docid': 25044, 'main': 'p-Prosiding SNIPer 2018 UX.pdf', 'files': [{'objectid': 25044, 'uri': 'http://repository.lppm.unila.ac.id/id/file/107952', 'fileid': 107952, 'mime_type': 'application/pdf', 'mtime': '2019-05-08 07:26:47', 'hash_type': 'MD5', 'filename': 'p-Prosiding SNIPer 2018 UX.pdf', 'hash': '17adcf33bb7f8b3c12d947e0b49cc5c0', 'datasetid': 'document', 'filesize': 1132089}]}]",paper,pub,TRUE,http://repository.lppm.unila.ac.id/id/eprint/12059,public,2019-05-09 03:11:16,517,2019-05-09 03:11:16,215-221,"[{'id': None, 'name': {'lineage': None, 'family': 'Pratiwi', 'honourific': None, 'given': 'Restu'}}, {'name': {'given': 'Meizano Ardhi', 'lineage': None, 'honourific': None, 'family': 'Muhammad'}, 'id': 'meizano@eng.unila.ac.id'}, {'id': 'mardiana@eng.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': '.', 'given': 'Mardiana'}}]",disk0/00/01/20/59,2018-12-01 00:00:00.000000000,conference_item,['FT8'],,,,,,,,,,,,,
24,,"Smart Warehouse: Sistem Pemantauan dan Kontrol
Otomatis Suhu serta Kelembaban Gudang",show,conference,8,archive,2019-01-02 08:00:26,"—Penyimpanan beras di dalam gudang perlu
mendapat perhatian yang khusus. Kondisi suhu dan
kelembaban mempengaruhi kualitas dan ketahanan beras
terhadap jamur ataupun kutu. Untuk itu kondisi gudang
penyimpanan beras senantiasa perlu diawasi dan dikondisikan
sesuai dengan standar. Penelitian ini membuat rancang
bangun sistem monitoring dan kontrol suhu dan kelembaban
gudang beras. Perancangan dilakukan dengan membangun
prototipe gudang yang akan diawasi oleh sistem. Teknologi ini
terhubung melalui website yang telah disematkan seluruh
informasi yang diperoleh oleh rancangan sensor. Keunggulan
pemantauan suhu dan kelembaban berbasis Internet of Things
(IoT) yaitu suhu dan kelembaban gudang dapat dipantau
secara real-time melalui website. Hasil pengujian menunjukkan sistem mampu melakukan pemantauan kondisi suhu dan
kelembaban gudang dan mengirimkan datanya kepada
pengguna. Sistem juga mampu mengkondisikan suhu dan
kelembaban gudang dengan menyalakan kipas dan pemanas
jika suhu dan kelembaban telah mencapai ambang batas.
Dengan adanya rancangan sistem pemantauan suhu dan
kelembaban berbasis IoT, mampu membantu menjaga kualitas
hasil pertanian yaitu beras selama penyimpanan",['TK'],10317,"Seminar Nasional Inovasi, Teknologi dan Aplikasi (SeNITiA) 2018","[{'eprintid': 10317, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf', 'docid': 23303, 'main': '2018f-1-31 Hery Dian Septama.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/96153', 'objectid': 23303, 'filesize': 763759, 'datasetid': 'document', 'mtime': '2018-11-19 04:51:47', 'hash_type': 'MD5', 'filename': '2018f-1-31 Hery Dian Septama.pdf', 'hash': '9699ec4952ea19e13c15daf4bfb2ab1c', 'fileid': 96153, 'mime_type': 'application/pdf'}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/23303', 'rev_number': 1}]",paper,pub,TRUE,http://repository.lppm.unila.ac.id/id/eprint/10317,public,2022-12-05 04:24:03,159,2019-01-02 08:00:26,189-192,"[{'name': {'lineage': None, 'family': 'Septama', 'honourific': None, 'given': 'Hery Dian'}, 'id': 'hery@eng.unila.ac.id'}, {'name': {'lineage': None, 'honourific': None, 'family': 'Yulianti', 'given': 'Titin'}, 'id': 'titinyulianti@gmail.com'}, {'id': 'eko@eng.unila.ac.id', 'name': {'given': 'Wahyu Eko', 'honourific': None, 'family': 'Sulistiono', 'lineage': None}}]",disk0/00/01/03/17,2018-09-27 00:00:00.000000000,conference_item,['FT8'],,,,,,,,['Dipa FT Unila'],published,,,27 September 2018,Bengkulu
