,metadata_visibility,rev_number,volume,official_url,title,abstract,subjects,eprint_status,status_changed,date_type,eprintid,refereed,uri,full_text_status,publisher,documents,ispublished,number,datestamp,userid,lastmod,date,dir,creators,issn,publication,divisions,type,id_number,pagerange,related_url,pres_type,event_type,event_dates,event_location,event_title,referencetext,contact_email,place_of_pub,succeeds,corp_creators,note,contributors,patent_applicant
57,show,8,6,,PENGEMBANGAN PERANGKAT FLIPPED CLASSROOM PADA MATA PELAJARAN FISIKA SMA,"Penelitian ini bertujuan untuk menghasilkan multimedia interaktif model simulasi untuk pembelajaran Struktur Bumi dan Bencananya di Kelas VII SMP yang tervalidasi, menarik, mudah, bermanfaat, dan efektif. Penelitian ini menggunakan desain research and development dengan metode uji keefektifan Pretest and Posstest Group. Hasil dari evaluai ahli (materi dan desain) menunjukkan bahwa produk yang dikembangkan berada dalam kategori baik dan valid. Uji kelompok kecil terhadap 27 siswa kelas 7-1 di SMPN 02 Bandar Lampung menyimpulkan bahwa multimedia interaktif simulasi sangat menarik, sangat mudah, sangat bermanfaat, dan efektif sebagai pembelajaran.",['LB'],archive,2019-05-09 08:21:08,published,12292,TRUE,http://repository.lppm.unila.ac.id/id/eprint/12292,public,Universitas Lampung,"[{'main': '5) 14672-32407-1-PB.pdf', 'docid': 25270, 'files': [{'mime_type': 'application/pdf', 'fileid': 109637, 'hash': 'e1ea3a2b6f031eb7a17559ac928d3189', 'filename': '5) 14672-32407-1-PB.pdf', 'mtime': '2019-05-09 07:13:09', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 896187, 'objectid': 25270, 'uri': 'http://repository.lppm.unila.ac.id/id/file/109637'}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/25270', 'rev_number': 1, 'eprintid': 12292, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf'}]",pub,1,2019-05-09 08:21:08,734,2019-05-09 08:21:08,1970-01-01 00:00:00.000002018,disk0/00/01/22/92,"[{'name': {'given': 'Ricca Novita', 'honourific': None, 'family': 'Sari', 'lineage': None}, 'id': 'ricca.07byyy@gmail.com'}, {'id': 'idewaputunyeneng@gmail.com', 'name': {'given': 'I Dewa Putu', 'lineage': None, 'family': 'Nyeneng', 'honourific': None}}, {'id': 'kiss_mu18@yahoo.com', 'name': {'family': 'Wahyudi', 'honourific': None, 'lineage': None, 'given': 'Ismu'}}]",2302-0105,Jurnal Pembelajaran Fisika,['FKIP17'],article,,1-11,,,,,,,,,,,,,,
58,show,6,2,https://www.jurnal.uisu.ac.id/index.php/PASCAL/,PENGEMBANGAN VIDEO TUTORIAL LATIHAN BERPIKIR KRITIS PADA MATERI KELISTRIKAN,Tujuan penelitian pengembangan ini adalah menghasilkan video tutorial penyelesaian soal untuk melatihkan keterampilan berpikir kritis siswa pada materi kelistrikan SMA yang tervalidasi.,['L1'],archive,2018-10-29 04:11:43,published,9013,TRUE,http://repository.lppm.unila.ac.id/id/eprint/9013,public,FKIP Universitas Islam Sumatera Utara,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 9013, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/22094', 'rev_number': 1, 'main': '2018, Raras, Wayan Suana dkk. PASCAL Journal.pdf', 'docid': 22094, 'files': [{'filesize': 242383, 'datasetid': 'document', 'hash': '7f96226e19f6ad55cd4d45790ba37b6f', 'filename': '2018, Raras, Wayan Suana dkk. PASCAL Journal.pdf', 'mtime': '2018-10-27 03:00:07', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 87124, 'uri': 'http://repository.lppm.unila.ac.id/id/file/87124', 'objectid': 22094}]}]",pub,1,2018-10-29 04:11:43,299,2018-10-29 04:11:43,2018-06-01 00:00:00.000000000,disk0/00/00/90/13,"[{'id': None, 'name': {'family': 'Septianty', 'honourific': None, 'lineage': None, 'given': 'Raras Dwi Putri'}}, {'id': 'nengah.maharta@fkip.unila.ac.id', 'name': {'given': 'Nengah', 'lineage': None, 'family': 'Maharta', 'honourific': None}}, {'name': {'lineage': None, 'family': 'Suana', 'honourific': None, 'given': 'Wayan'}, 'id': 'wsuane@gmail.com'}]",2614-0950,PASCAL (Journal of Physics and Science Learning),['FKIP17'],article,,59-68,,,,,,,,,,,,,,
59,show,6,6,,PENGEMBANGAN LEMBAR KERJA SISWA BERBASIS  PREDICT-OBSERVE-EXPLAIN (POE) PADA  MATERI FLUIDA DINAMIS,"The Development of the Student Worksheet Based on Predict-ObserveExplain (POE) for Dynamic Fluid Material. The aims of this research were to describe the validity, attractiveness, and convenience of student worksheet based on POE equipped with power point for Dynamic Fluid material. The research design refers to the research design by Sugiyono. The data in this study were obtained through observation, interview, questionnaire, and scale of the validity, attractiveness, and convenience of the product.  The results of validity test show that student worksheet is valid on the material aspects and very valid on the design aspect, so student worksheet can be used as an alternative media in learning Dynamic Fluid material. The product trial results show that product is excellent on attractiveness test and good on convenience test. Based on the research results, the development of the student worksheet based on POE for Dynamic Fluid materials has been valid, very interesting, and easy to use.",['LB'],archive,2019-05-09 05:14:03,published,12209,TRUE,http://repository.lppm.unila.ac.id/id/eprint/12209,public,Universitas Lampung,"[{'eprintid': 12209, 'security': 'public', 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf', 'docid': 25188, 'main': '1) 2018_16227-36337-1-PB.pdf', 'files': [{'fileid': 109083, 'mime_type': 'application/pdf', 'mtime': '2019-05-09 04:42:04', 'hash_type': 'MD5', 'filename': '1) 2018_16227-36337-1-PB.pdf', 'hash': 'cbb89d3b724f2b4785be3125341f0d7f', 'datasetid': 'document', 'filesize': 103125, 'objectid': 25188, 'uri': 'http://repository.lppm.unila.ac.id/id/file/109083'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/25188', 'rev_number': 1}]",pub,2,2019-05-09 05:14:03,332,2019-05-09 05:14:03,2018-07-18 00:00:00.000000000,disk0/00/01/22/09,"[{'id': 'ekasetiani09@gmail.com', 'name': {'family': 'Setiani', 'honourific': None, 'lineage': None, 'given': 'Eka'}}, {'name': {'given': 'Feriansyah', 'honourific': None, 'family': 'Sesunan', 'lineage': None}, 'id': 'feriansyah_sesunan@yahoo.co.id'}, {'id': 'idewaputunyeneng@gmail.com', 'name': {'family': 'Nyeneng', 'honourific': None, 'lineage': None, 'given': 'I Dewa Putu'}}]",2302-0105,Jurnal Pembelajaran Fisika,['FKIP17'],article,,,,,,,,,,,,,,,,
60,show,7,6,,Pengembangan Lembar Kerja Siswa Berbasis Predict-Observe-Explain (POE) pada Materi Fluida Dinamis,"Penelitian ini bertujuan mendeskripsikan kevalidan, kemenarikan, dan kemudahan Lembar Kerja Siswa (LKS) berbasis PredictObserve-Explain (POE) yang dilengkapi media power point pada materi Fluida Dinamis. Desain penelitian yang digunakan mengacu pada desain penelitian oleh Sugiyono. Data pada penelitian ini diperoleh melalui observasi, wawancara, angket, dan skala penilaian validitas, kemenarikan, dan kemudahan produk. Hasil uji validitas menunjukkan LKS yang dikembangkan valid pada aspek materi dan sangat valid pada aspek desain, sehingga LKS dapat digunakan sebagai media alternatif dalam pembelajaran materi Fluida Dinamis. Hasil uji coba produk menunjukkan kualitas produk sangat baik pada uji kemenarikan dan baik pada uji kemudahan. Berdasarkan hasil penelitian, LKS berbasis Predict-Observe-Explain (POE) pada materi Fluida Dinamis yang dikembangkan telah valid, sangat menarik, dan mudah digunakan.",['LB'],archive,2019-05-09 08:22:44,published,12301,TRUE,http://repository.lppm.unila.ac.id/id/eprint/12301,public,Universitas Lampung,"[{'docid': 25275, 'main': '7) 16227-36337-1-PB.pdf', 'files': [{'mtime': '2019-05-09 07:23:06', 'hash_type': 'MD5', 'filename': '7) 16227-36337-1-PB.pdf', 'hash': 'cbb89d3b724f2b4785be3125341f0d7f', 'fileid': 109680, 'mime_type': 'application/pdf', 'filesize': 103125, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/109680', 'objectid': 25275}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/25275', 'rev_number': 1, 'eprintid': 12301, 'security': 'public', 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",pub,2,2019-05-09 08:22:44,734,2019-05-09 08:22:44,2018-07-19 00:00:00.000000000,disk0/00/01/23/01,"[{'name': {'family': 'Setiani', 'honourific': None, 'lineage': None, 'given': 'Eka'}, 'id': 'ekasetiani09@gmail.com'}, {'id': 'feriansyah_sesunan@yahoo.co.id', 'name': {'given': 'Feriansyah', 'family': 'Sesunan', 'honourific': None, 'lineage': None}}, {'name': {'given': 'I Dewa Putu', 'lineage': None, 'family': 'Nyeneng', 'honourific': None}, 'id': 'idewaputunyeneng@gmail.com'}]",2302-0105,Jurnal Pembelajaran Fisika,['FKIP17'],article,,147-159,,,,,,,,,,,,,,
61,show,8,7,https://ojs.fkip.ummetro.ac.id/index.php/fisika/article/view/1429,PENGARUH PENGGUNAAN MODUL KONTEKSTUAL BERBASIS MULTIREPRESENTASI PADA MATERI GRAVITASI NEWTON TERHADAP KEMAMPUAN BERPIKIR KRITIS SISWA,"Penelitian ini bertujuan untuk mengetahui pengaruh penggunaan modul 
kontekstual berbasis multirepresentasi pada materi Hukum Newton tentang 
gravitasi terhadap kemampuan berpikir kritis siswa. Sampel penelitian ini 
adalah siswa kelas X IPA 1 dan X IPA 2 SMA Muhammadiyah 1 Kotaagung. 
Penelitian ini dilakukan menggunakan quasi eksperimental dengan tipe 
Pretest-Posttest Control Group Design. Data diuji dengan analisis N-gain, uji 
normalitas, uji homogenitas, uji paired sample t test, dan Analysis Of 
Covariance. Berdasarkan hasil analisis data diketahui bahwa kemampuan 
berpikir kritis pada kelas eskperimen sebesar 0,71 dengan kategori tinggi, 
sedangkan kelas kontrol dengan kategori sedang sebesar 0,60. Penggunaan 
modul pembelajaran kontekstual berbasis multirepresentasi pada materi 
Hukum Newton gravitasi mampu meningkatkan kemampuan berpikir kritis 
siswa di SMA Muhammadiyah 1 Kotaagung.",['LB2300'],archive,2023-01-27 03:34:57,published,48083,TRUE,http://repository.lppm.unila.ac.id/id/eprint/48083,public,FKIP UM Metro,"[{'main': '18-7267.pdf', 'docid': 187272, 'files': [{'datasetid': 'document', 'filesize': 547985, 'fileid': 525724, 'mime_type': 'application/pdf', 'mtime': '2023-01-27 03:17:01', 'hash_type': 'MD5', 'filename': '18-7267.pdf', 'hash': 'f2688defd27fcfb0f8537496fd7e07c6', 'objectid': 187272, 'uri': 'http://repository.lppm.unila.ac.id/id/file/525724'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/187272', 'rev_number': 1, 'eprintid': 48083, 'security': 'public', 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf'}, {'placement': 2, 'security': 'public', 'eprintid': 48083, 'language': 'id', 'mime_type': 'application/pdf', 'files': [{'datasetid': 'document', 'filesize': 622033, 'mime_type': 'application/pdf', 'fileid': 525726, 'hash': '591893dd6da9a5ad880564f8cd0d204d', 'filename': '18-7267.pdf.pdf', 'mtime': '2023-01-27 03:17:26', 'hash_type': 'MD5', 'objectid': 187273, 'uri': 'http://repository.lppm.unila.ac.id/id/file/525726'}], 'docid': 187273, 'main': '18-7267.pdf.pdf', 'rev_number': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/187273', 'formatdesc': 'cek similaritas turnitin', 'pos': 2, 'format': 'text'}]",pub,2,2023-01-27 03:34:57,868,2023-01-27 03:34:57,2018-07-04 00:00:00.000000000,disk0_bak/00/04/80/83,"[{'name': {'given': 'Tiara', 'lineage': None, 'family': 'Shavira', 'honourific': None}, 'id': None}, {'name': {'given': 'Chandra', 'lineage': None, 'family': 'Ertikanto', 'honourific': None}, 'id': 'chandra.ertikanto@fkip.unila.ac.id'}, {'name': {'given': 'Agus', 'family': 'Suyatna', 'honourific': None, 'lineage': None}, 'id': 'asuyatna@yahoo.com'}]",2337-5973,Jurnal Pendidikan Fisika,['FKIP17'],article,http://dx.doi.org/10.24127/jpf.v7i2.1429,143-155,[{'type': 'pub'}],,,,,,"Abdurrahman, Liliasari, Rusli, A., &
Bruce, W. (2011). Impelementasi 
Pembelajaran Berbasis 
Multirepresentasi untuk 
Peningkatan Penguasaan Konsep 
Fisika Kuantum. Jurnal 
Cakrawala Pendidikan, 1(1): 30-
45. 
Asfiah, N., Mosik, M., & 
Purwantoyo, E. (2013). 
Pengembangan Modul IPA 
Terpadu Kontekstual Pada Tema 
Bunyi. Unnes Science Education 
Journal, 2(1).
Depdiknas. (2009). Modul/Materi 
DiklatKTSP. Jakarta. 
Fatmala, N. E., Nyeneng, I.D.P., &
Suana, W. (2017). Pengembangan 
modul pembelajaran kontekstual 
berbasis multirepresentasi pada 
materi hukum Newton tentang 
gravitasi. Jurnal Pendidikan Sains. 
1(1) : 22 – 30.
Finnajah, M. (2016). Pengembangan 
Modul Fisika SMA Berbasis 
Multirepresentasi guna 
Meningkatkan Pemahaman 
Konsep dan Hasil Belajar. Jurnal
Radiasi , 8 (1):22-27. 
Irwandani, I. (2014). Multi 
Representasi sebagai Alternatif 
Pembelajaran dalam Fisika. Jurnal 
Ilmiah Pendidikan Fisika Al�BiRuNi, 3(1), 39-48.
Khotimah, K., Nyeneng, I.D.P., &
Sesunan, F. (2017). Pengaruh 
kemampuan berpikir kritis dan 
respon bahan ajar 
multirepresentasi terhadap hasil 
belajar. Jurnal Pendidikan, 5(3) : 
1-12.
Lestari, L., Achmad, A., & Surbakti, 
A. (2016). Penerapan Pendekatan 
Multirepresentasi terhadap 
Kemampuan Kognitif Siswa pada 
Materi Sistem Ekskresi. Jurnal 
Pendidikan Biologi,4(4): 1-12.
Permendikbud nomor 64. (2013). 
Standar Proses Pendidikan Dasar 
dan Menengah. Jakarta: Menteri 
Pendidikan dan Kebudayaan 
Indonesia..
Pohan, J. E., Atmazaki., & Agustina. 
(2014).Pengembangan Modul 
Berbasis Pendekatan Kontekstual 
pada Menulis Resensi di Kelas IX 
SMP 7 Padang Bolak. Jurnal 
Bahasa, Sastra dan Pembelajaran, 
2(2) : 1-11. 
Prasetyo, D., Fauzi, A., & Wiyono, E. 
(2015). Pengaruh Penggunaan 
Modul Fisika Berbasis Empat Pilar 
Pendidikan dengan Spreadsheet 
Excel pada Materi Gerak Osilasi 
Terhadap Kemampuan Kognitif 
Siswa Kelas XI IPA 2 SMA N 1 
Surakarta. Jurnal Pendidikan 1(1): 
1-6.",chandra.ertikanto@fkip.unila.ac.id,,,,,,
62,show,6,,,Pengembangan Lembar Kerja Peserta Didik Berbasis Inkuiri Terbimbing untuk Meningkatkan Kemampuan Multirepresentasi pada Materi Hukum II Newton,"Tujuan dari penelitian ini adalah mengembangkan LKPD berbasis inkuiri terbimbing untuk meningkatkan kemampuan multirepresentasi peserta didik. Metode penelitian yang digunakan terdiri dari analyze, design, development. Teknik analisis data dilakukan dengan menggunakan data campuran (mix method). Hasil penelitian menunjukkan LKPD berbasis inkuiri terbimbing yang dikembangkan layak digunakan dan mampu meningkatkan kemampuan multirepresentasi peserta didik melalui uji validitas dan uji coba kelompok kecil. Hal tersebut dapat dilihat dari skor uji validitas yang terdiri dari uji ahli materi dan desain. Rata-rata skor yang diperoleh pada uji ahli materi dan uji ahli desain sebesar 3,385 dengan kategori sangat valid dan 3,456 dengan kategori sangat valid. Uji kelompok kecil terdiri dari uji keterbacaan dan uji efektivitas. Rata-rata skor pada uji keterbacaan sebesar 3,24 dengan kategori baik. Uji efektivitas dilakukan dengan memberikan soal pretest dan postest dengan indikator soal yang digunakan ialah indikator kemampuan multirepresentasi sehingga diperoleh nilai n-gain sebesar 0,6 dengan kriteria sedang, dan nilai sig. pada uji sample paired t sebesar 0,000 yang artinya terdapat peningkatan kemampuan multirepresentasi setelah menggunakan LKPD berbasis inkuiri terbimbing. Dengan demikian dapat disimpulkan bahwa LKPD berbasis inukiri terbimbing untuk meningkatkan kemampuan multirepresentasi adalah layak digunakan dan dapat dijadikan sebagai bahan ajar.",['L1'],archive,2019-05-10 07:47:52,,12537,FALSE,http://repository.lppm.unila.ac.id/id/eprint/12537,public,,"[{'placement': 1, 'security': 'public', 'eprintid': 12537, 'language': 'en', 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'files': [{'objectid': 25538, 'uri': 'http://repository.lppm.unila.ac.id/id/file/111424', 'fileid': 111424, 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'mtime': '2019-05-10 06:31:16', 'hash_type': 'MD5', 'filename': '1. 3261-Article Text-6993-1-2-20190502.docx', 'hash': '7d7429a4c977f28007ed014a05d09f19', 'datasetid': 'document', 'filesize': 1232250}], 'main': '1. 3261-Article Text-6993-1-2-20190502.docx', 'docid': 25538, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/25538', 'pos': 1, 'format': 'text'}]",unpub,,2019-05-10 07:47:52,435,2019-05-10 07:47:52,1970-01-01 00:00:00.000002018,disk0/00/01/25/37,"[{'id': 'ptrtheresia@gmail.com', 'name': {'lineage': None, 'family': 'Sitopu', 'honourific': None, 'given': 'Putri Theresia'}}, {'name': {'family': 'Abdurrahman', 'honourific': None, 'lineage': None, 'given': 'Abdurrahman'}, 'id': 'abdurrahman.1968@fkip.unila.ac.id'}, {'name': {'lineage': None, 'family': 'Herlina', 'honourific': None, 'given': 'Kartini'}, 'id': 'kkartini.herlina@gmail.com'}]",2549-4147,Jurnal Inspirasi Pendidikan,['FKIP17'],article,,,,,,,,,,,,,,,,
63,show,6,2,https://www.jurnal.uisu.ac.id/index.php/PASCAL/,PENGEMBANGAN INSTRUMEN TES KEMAMPUAN BERPIKIR TINGKAT TINGGI PADA MATERI HUKUM NEWTON TENTANG GERAK,Penelitian ini bertujuan untuk menghasilkan instrumen tes kemampuan berpikir tingkat materi hukum Newton tentang gerak. Metode yang digunakan ialah metode research and development.,['L1'],archive,2018-10-29 04:11:47,published,9016,TRUE,http://repository.lppm.unila.ac.id/id/eprint/9016,public,FKIP Universitas Islam Sumatera Utara,"[{'security': 'public', 'placement': 1, 'eprintid': 9016, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'objectid': 22099, 'uri': 'http://repository.lppm.unila.ac.id/id/file/87150', 'datasetid': 'document', 'filesize': 282977, 'mime_type': 'application/pdf', 'fileid': 87150, 'filename': '2018, Fitri Maratus, Wayan Suana dkk. PASCAL Journal.pdf', 'hash': '7a198cb1eb4ec81397fc603bf4ab0edd', 'hash_type': 'MD5', 'mtime': '2018-10-27 03:31:04'}], 'docid': 22099, 'main': '2018, Fitri Maratus, Wayan Suana dkk. PASCAL Journal.pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/22099', 'format': 'text', 'pos': 1}]",pub,1,2018-10-29 04:11:47,299,2018-10-29 04:11:47,2018-06-01 00:00:00.000000000,disk0/00/00/90/16,"[{'name': {'given': ""Fitri Mar'atus"", 'lineage': None, 'family': 'Solekhah', 'honourific': None}, 'id': None}, {'name': {'family': 'Maharta', 'honourific': None, 'lineage': None, 'given': 'Nengah'}, 'id': 'nengah.maharta@fkip.unila.ac.id'}, {'name': {'family': 'Suana', 'honourific': None, 'lineage': None, 'given': 'Wayan'}, 'id': 'wsuane@gmail.com'}]",2614-0950,PASCAL (Journal of Physics and Science Learning),['FKIP17'],article,,17-26,,,,,,,,,,,,,,
64,show,6,8,http://www.jotse.org/index.php/jotse/index,"STUDENTS’ INTERNET ACCESS, INTERNET SELF-EFFICACY, AND INTERNET FOR LEARNING PHYSICS: GENDER AND GRADE DIFFERENCES","This paper aims to analyze the differences between internet facilities,  internet usage purposes,  internet self-
efficacy (ISE), and internet perceptions in learning physics, regarding students’ gender and grade.",['L1'],archive,2018-10-26 10:12:36,published,8948,TRUE,http://repository.lppm.unila.ac.id/id/eprint/8948,public,Omnia Science,"[{'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/22027', 'main': '2018, Wayan Suana, JOTSE, Internet Self-efficacy....pdf', 'docid': 22027, 'files': [{'hash_type': 'MD5', 'mtime': '2018-10-23 22:54:11', 'filename': '2018, Wayan Suana, JOTSE, Internet Self-efficacy....pdf', 'hash': '60334170f4dd59cab1a028b23709f943', 'fileid': 86569, 'mime_type': 'application/pdf', 'filesize': 227313, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/86569', 'objectid': 22027}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 8948, 'placement': 1, 'security': 'public'}]",pub,4,2018-10-26 10:12:36,299,2018-10-26 10:12:36,2018-09-01 00:00:00.000000000,disk0/00/00/89/48,"[{'id': 'wsuane@gmail.com', 'name': {'given': 'Wayan', 'lineage': None, 'honourific': None, 'family': 'Suana'}}]",Online ISSN: 2013-6374 – Print ISSN: 2014-5349,Journal of Technology and Science Education,['FKIP17'],article,,281-290,,,,,,,,,,,,,,
65,show,7,,,Panduan Blended Learning Materi Kelistrikan,,['L1'],archive,2018-06-21 02:09:29,published,7042,,http://repository.lppm.unila.ac.id/id/eprint/7042,public,,"[{'placement': 1, 'security': 'public', 'eprintid': 7042, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'datasetid': 'document', 'filesize': 3741042, 'mime_type': 'application/pdf', 'fileid': 64428, 'filename': 'Sertifikat Hak Cipta.pdf', 'hash': '1fb316a4f737949ac73d506047dadd1c', 'hash_type': 'MD5', 'mtime': '2018-06-07 03:24:50', 'objectid': 20016, 'uri': 'http://repository.lppm.unila.ac.id/id/file/64428'}], 'main': 'Sertifikat Hak Cipta.pdf', 'docid': 20016, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/20016', 'pos': 1, 'format': 'text'}]",pub,,2018-06-21 02:09:29,299,2018-06-21 02:09:29,2018-01-22 00:00:00.000000000,disk0/00/00/70/42,"[{'id': 'wsuane@gmail.com', 'name': {'family': 'Suana', 'honourific': None, 'lineage': None, 'given': 'Wayan'}}, {'name': {'given': 'Nengah', 'family': 'Maharta', 'honourific': None, 'lineage': None}, 'id': 'nengah.maharta@fkip.unila.ac.id'}, {'id': None, 'name': {'honourific': None, 'family': 'Wijayanti', 'lineage': None, 'given': 'Winda'}}, {'id': None, 'name': {'family': 'Alexandro', 'honourific': None, 'lineage': None, 'given': 'Ignatius'}}]",,,['FKIP17'],patent,100331,,,,,,,,,,,,,Hak Kekayaan Intelektual berupa Hak Cipta,,Wayan Suana
66,show,7,1,,IMPLEMENTATION OF THE STEM LEARNING TO IMPROVE THE CREATIVE THINKING SKILLS OF HIGH SCHOOL STUDENT IN THE NEWTON LAW OF GRAVITY MATERIAL,The purpose of the research is how to know improvement of the ability to think creatively in class X high school students by using the STEM approach. Sample of this research are the students class X science one SMAN 14 Bandarlampung school year 2017/2018. The research design used was the One-Group-Pretest-Posttest. Creative students thinking ability data collected using the instrument’s ability creatively. The result showed that the value of Normalized Gain (N-Gain) around 0.57 with categories are being. As well as the value of the sifnicance test Paires Sample T-test of 0.000 meaning STEM learning approach to implementation is able to improve thinking ability creative students. In this study of the indicators most influential creative thinking towards the implementation of the approach STEM is flexible thinking skills seen indicators of assessment of pretest and posttest students who tested showed increased results significantly.,['L1'],archive,2019-05-10 07:47:44,published,12512,TRUE,http://repository.lppm.unila.ac.id/id/eprint/12512,public,STKIP Santu Paulus,"[{'eprintid': 12512, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf', 'main': '2) 276-Article Text-729-1-10-20181211.pdf', 'docid': 25491, 'files': [{'objectid': 25491, 'uri': 'http://repository.lppm.unila.ac.id/id/file/111123', 'datasetid': 'document', 'filesize': 529785, 'fileid': 111123, 'mime_type': 'application/pdf', 'mtime': '2019-05-10 05:21:56', 'hash_type': 'MD5', 'hash': '8e3f2275f4f36ad1334a115bc45020e8', 'filename': '2) 276-Article Text-729-1-10-20181211.pdf'}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/25491'}]",pub,1,2019-05-10 07:47:44,435,2019-05-10 07:47:44,2018-11-01 00:00:00.000000000,disk0/00/01/25/12,"[{'name': {'given': 'Jeni Prastika', 'honourific': None, 'family': 'Surya', 'lineage': None}, 'id': None}, {'id': 'kiss_mu18@yahoo.com', 'name': {'given': 'Ismu', 'lineage': None, 'family': 'Wahyudi', 'honourific': None}}, {'id': 'abdurrahman.1968@fkip.unila.ac.id', 'name': {'given': 'Abdurrahman', 'lineage': None, 'honourific': None, 'family': 'Abdurrahman'}}]",2621-1238,JOURNAL OF KOMODO SCIENCE EDUCATION,['FKIP17'],article,,106-116,,,,,,,,,,,,,,
67,show,6,1,https://ejournal.stkipsantupaulus.ac.id/index.php,IMPLEMENTATION OF THE STEM LEARNING TO IMPROVE THE CREATIVE THINKING SKILLS OF HIGH SCHOOL STUDENT IN THE NEWTON LAW OF GRAVITY MATERIAL,"The purpose of the research is how to know improvement of the ability to think creatively in class X high school students by using the STEM approach. Sample of this research are the students class X science one SMAN 14 Bandarlampung school year 2017/2018. The research design used was the One-Group-Pretest-Posttest. Creative students thinking ability data collected using the instrument’s ability creatively. The result showed that the value of Normalized Gain (N-Gain) around 0.57 with categories are being. As well as the value of the sifnicance test Paires Sample T-test of 0.000 meaning STEM learning approach to implementation is able to improve thinking ability creative students. In this study of the indicators most influential creative thinking towards the implementation of the approach STEM is flexible thinking skills seen indicators of assessment of pretest and posttest students who tested showed increased results significantly. 
 
Kata Kunci: creative thinking ability;  problem based learning model; STEM approach.",['L1'],archive,2019-05-14 08:04:09,published,12599,TRUE,http://repository.lppm.unila.ac.id/id/eprint/12599,public,STKIP Santu Paulus,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 12599, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/25581', 'rev_number': 1, 'docid': 25581, 'main': 'artikel 6.pdf', 'files': [{'objectid': 25581, 'uri': 'http://repository.lppm.unila.ac.id/id/file/111675', 'mime_type': 'application/pdf', 'fileid': 111675, 'filename': 'artikel 6.pdf', 'hash': '8e3f2275f4f36ad1334a115bc45020e8', 'mtime': '2019-05-10 07:35:07', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 529785}]}]",pub,1,2019-05-14 08:04:09,115,2019-05-14 08:04:09,2018-11-01 00:00:00.000000000,disk0/00/01/25/99,"[{'id': 'suryajenipratika@yahoo.co.id', 'name': {'given': 'Jeni Pratika', 'lineage': None, 'honourific': None, 'family': 'Surya'}}, {'id': 'abdurrahman.1968@fkip.unila.ac.id', 'name': {'given': 'Abdurrahman', 'family': 'Abdurrahman', 'honourific': None, 'lineage': None}}, {'name': {'honourific': None, 'family': 'Wahyudi', 'lineage': None, 'given': 'Ismu'}, 'id': 'kiss_mu18@yahoo.com'}]",2621-1238,JOURNAL OF KOMODO SCIENCE EDUCATION,['FKIP17'],article,,106-116,[{'url': 'https://ejournal.stkipsantupaulus.ac.id/index.php/jkse'}],,,,,,,,,,,,,
