,eprintid,status_changed,eprint_status,subjects,abstract,title,rev_number,metadata_visibility,type,divisions,creators,dir,lastmod,userid,datestamp,ispublished,documents,publisher,full_text_status,uri,related_url,official_url,issn,publication,refereed,event_type,event_dates,date_type,event_title,event_location,pres_type,corp_creators,volume,number,pagerange,contact_email,contributors,referencetext,book_title,pages,isbn,department,institution,monograph_type,output_media,funders,projects,place_of_pub,id_number
39,29051,2021-04-08 07:40:28,archive,['H1'],,Review : Temu Kembali Informasi di Perpustakaan : Studi Dari Pemikiran Michael Foucault,20,show,other,['FISIP4'],"[{'id': 'purwanto.putra@fisip.unila.ac.id', 'name': {'given': 'Putra', 'lineage': None, 'family': 'Purwanto', 'honourific': None}}]",disk0/00/02/90/51,2021-04-08 07:40:28,2792,2021-04-08 07:40:28,pub,"[{'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/257747', 'objectid': 43162, 'hash_type': 'MD5', 'mtime': '2021-04-08 07:02:15', 'filename': 'Temu Kembali Informasi.pdf', 'hash': '410e0987b4cba58fb4031e3cc344a883', 'fileid': 257747, 'mime_type': 'application/pdf', 'filesize': 443895, 'datasetid': 'document'}], 'docid': 43162, 'main': 'Temu Kembali Informasi.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/43162', 'rev_number': 1, 'pos': 2, 'format': 'text', 'placement': 2, 'security': 'public', 'eprintid': 29051, 'mime_type': 'application/pdf', 'language': 'en'}]",Jurusan Ilmu Komunikasi FISIP Universitas Lampung,public,http://repository.lppm.unila.ac.id/id/eprint/29051,,,2715-0089,Temu Kembali Informasi di Perpustakaan : Studi Dari Pemikiran Michael Foucault,,,,published,,,,,3,1,,,,,,,,,,,,,,Universitas Lampung,
40,51871,2023-05-19 09:45:58,archive,['HM'],,HKI- Buku - Manajemen Perpustakaan Desa,7,show,other,['FISIP4'],"[{'id': 'purwanto.putra@fisip.unila.ac.id', 'name': {'given': 'Putra', 'lineage': None, 'family': 'Purwanto', 'honourific': None}}, {'name': {'lineage': None, 'honourific': None, 'family': 'Siti', 'given': 'Khoiriah'}, 'id': 'siti.khoiriah@fh.unila.ac.id'}]",disk0_bak/00/05/18/71,2023-05-19 09:45:58,1138,2023-05-19 09:45:58,pub,"[{'main': 'SITI KHOIRIAH_HKI_2022.pdf', 'docid': 250867, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/614542', 'objectid': 250867, 'filesize': 2091353, 'datasetid': 'document', 'filename': 'SITI KHOIRIAH_HKI_2022.pdf', 'hash': 'c0c1922f07b196f1bd3ccbdd337abd9c', 'hash_type': 'MD5', 'mtime': '2023-05-19 09:08:11', 'mime_type': 'application/pdf', 'fileid': 614542}], 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/250867', 'eprintid': 51871, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en'}]",Kementerian Hukum dan Hak Asasi Manusia,public,http://repository.lppm.unila.ac.id/id/eprint/51871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,17165,2020-02-14 07:04:23,archive,['Z665'],"Penelitian ini bertujuan untuk mengungkapkan bagaimana perilaku komunikasi masyarakat atas ragam penyebaran informasi melalui sosial media tentang fonomena eksistensi program studi ilmu perpustakaan. Upaya untuk menjaga arah dan tujuan dari tulisan ini agar gema resonansinya cukup bergerma perspektif periodesasi pembabakan sejarah perkembangan pendidikan ilmu perpustakaan di Indonesia juga turut diketengahkan dalam penelitian ini.   Penelitian ini juga menggunakan pendekatan kualitatif dengan metode analisis wacana atau berbagai informasi yang tersaji pada berbagai media khususnya sosial media. Hasil penelitian ini mengungkapkan bahwa dengan adanya periodesasi sejarah prodi ilmu perpustakaan di Indonesia akan dapat menggambarkan bagaimana pemahaman masyarakat akan eksistensi program studi ini. Hal lainnya juga bahwa perkembangan sosial media khususnya posting Tirto.id dapat mengkaptur bagaimana pemahaman masyarakat dan sekaligus memotret harapan mereka dengan homogenitasnya program studi ilmu perpustakaan. Kesimpulan terhadap kajian ini bahwa jumlah peminat program studi ilmu perpustakaan kedepan akan semakin besar dengan pertimbangan utama pemilihan karena pasar kerjanya yang sedang berkembang luas. Secara eksistensi program studi ilmu perpustakaan semakin menjadi semakin penting seiring dengan perkembangan teknologi digital.
Kata kunci: Program studi, Ilmu perpustakaan, Prilaku komunikasi",PERILAKU KOMUNIKASI MASYARKAT TERHADAP PROGRAM STUDI ILMU PERPUSTAKAAN: STUDI PEMAKNAAN TERHADAP POSTING INFOGRAFIS TIRTO.ID,9,show,article,['FISIP4'],"[{'id': 'purwanto.putra@fisip.unila.ac.id', 'name': {'honourific': None, 'family': 'Purwanto Putra', 'lineage': None, 'given': 'Anton'}}]",disk0/00/01/71/65,2020-02-14 07:04:23,2792,2020-02-14 07:04:23,inpress,"[{'placement': 1, 'security': 'public', 'eprintid': 17165, 'mime_type': 'application/pdf', 'language': 'en', 'files': [{'filesize': 709614, 'datasetid': 'document', 'filename': 'Sefila_PERILAKU KOMUNIKASI DAN PEMAKNAAN MASYARKAT TERHADAP PROGRAM STUDI ILMU PERPUSTAKAA.pdf', 'hash': '820496791c0bdf6893712294600ec66d', 'hash_type': 'MD5', 'mtime': '2019-11-28 01:13:54', 'mime_type': 'application/pdf', 'fileid': 145757, 'uri': 'http://repository.lppm.unila.ac.id/id/file/145757', 'objectid': 30291}], 'docid': 30291, 'main': 'Sefila_PERILAKU KOMUNIKASI DAN PEMAKNAAN MASYARKAT TERHADAP PROGRAM STUDI ILMU PERPUSTAKAA.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/30291', 'rev_number': 1, 'pos': 1, 'format': 'text'}]",,public,http://repository.lppm.unila.ac.id/id/eprint/17165,,,,SEFILA 3,TRUE,,,,,,,,,,,,[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],,,,,,,,,,,,
42,26325,2020-11-19 17:50:35,archive,['Z665'],"Persoalan yang umum ditemui lembaga kearsipan dengan arsip vital adalah ketidakoptimalan dan belum
mumpuninya lembaga kearsipan universitas dalam merumuskan program dan implementasi pengelolaan arsip
vital. Untuk memenuhi persyaratan standar sesuai peraturan perundang-undangan dan ISO program arsip
vital adalah prioritas juga untuk menyelesaikan persoalan tersebut. Selain dari sisi urgensi implementatif,
tujuan jangka panjang program arsip vital adalah berkaitan dengan peran arsip vital dalam mendukung fungsi
bisnis Unila. Arsip vital dapat berperan signifikan dan bertanggungjawab dalam pencapaian visi-misi dan
rangking universitas. Target khusus yang dapat dicapai penelitian ini adalah mapping manajemen arsip vital
Unila. UPT Kearsipan Unila sebagai lembaga yang bertanggungjawab dan memiliki kewenangan terhadap
penyelenggaraan arsip di lingkungan Unila. Pendekatan kualitatif dengan metode deskriptif akan digunakan
dalam penelitian ini. Secara operasional, strategi pengumpulan data dilakukan denga metode FGD (focus
group discussion) dengan arsiparis dan pimpinan unit kerja. Melalui cara ini dapat digali secara lebih
mendalam kondisi lapangan. Selanjutnya, juga menggunakan metode observasi, wawancara mendalam dan
analisis dokumen arsip-arsip koleksi UPT Kearsipan Unila. Penelitain ini diharapkan akan menghasilkan
dokumen mapping manajemen dan pengelolaan arsip vital di UPT Kearsipan Unila. Hasil lainnya artikel
yang dipresentasikan dalam seminar nasional dan jurnal nasional terakreditasi. Agar pengetahuan tentang
arsip vital semakin diketahui khalayak luas. Diharapkan pula hasilnya dapat digunakan sebagai landasan
melakukan kajian teoritis lebih lanjut dan operasional aplikatif UPT Kearsipan Unila. Dokumen mapping
juga berpeluang untuk didaftarkan sebagai HAKI (Hak Atas Kekayaan Intelektual).",EFISIENSI PENYIMPANAN DAN AKSESIBILITAS ARSIP VITAL DALAM PENYELENGGARAAN KEARSIPAN UNIVERSITAS DI UPT KEARSIPAN UNILA,6,show,article,['FISIP4'],"[{'id': 'purwanto.putra@fisip.unila.ac.id', 'name': {'honourific': None, 'family': 'Purwanto Putra', 'lineage': None, 'given': 'Purwanto'}}, {'name': {'lineage': None, 'family': 'Arnila', 'honourific': None, 'given': 'Purnamayanti'}, 'id': None}, {'id': None, 'name': {'honourific': None, 'family': 'Eri', 'lineage': None, 'given': 'Maryani'}}]",disk0/00/02/63/25,2020-11-19 17:50:35,2792,2020-11-19 17:50:35,submitted,"[{'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 26325, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/40213', 'pos': 1, 'format': 'text', 'files': [{'mime_type': 'application/pdf', 'fileid': 237135, 'hash': 'f5f319890aa725ade71b19254d008451', 'filename': 'EFISIENSI PENYIMPANAN DAN AKSESIBILITAS ARSIP VITAL DALAM PENYELENGGARAAN KEARSIPAN UNIVERSITAS DI UPT KEARSIPAN UNILA _Purwanto Putra_Artikel Jurnal JODIS.pdf', 'hash_type': 'MD5', 'mtime': '2020-11-19 14:42:35', 'datasetid': 'document', 'filesize': 366707, 'objectid': 40213, 'uri': 'http://repository.lppm.unila.ac.id/id/file/237135'}], 'main': 'EFISIENSI PENYIMPANAN DAN AKSESIBILITAS ARSIP VITAL DALAM PENYELENGGARAAN KEARSIPAN UNIVERSITAS DI UPT KEARSIPAN UNILA _Purwanto Putra_Artikel Jurnal JODIS.pdf', 'docid': 40213}]",ISIPII (Ikatan Sarjana Ilmu Perpustakaan Dan Informasi Indonesia),public,http://repository.lppm.unila.ac.id/id/eprint/26325,[{'url': 'http://jodis.isipii.org/'}],,,Journal of Documentation and Information Science,TRUE,,,submitted,,,,"['Universitas Lampung', 'Universitas Lampung', 'Universitas Lampung']",,,,,,,,,,,,,,,,,http://dx.doi.org/10.33505/jodis.v4i1
43,15604,2019-11-14 10:55:14,archive,['HE'],"Penelitian ini bertujuan mengetahui pola konsumsi berita di kota Bandarlampung sekaligus melihat jenis media massa dan jenis berita yang dipercaya dan paling banyak dikonsumsi oleh masyarakat. Penelitian ini adalah penelitian deskriptif dengan pendekatan kuantitatif pada 100 orang responden (18->65 tahun). Indikator penelitian berupa akses dan terpaan media serta motif keaktifan khalayak. Hasilnya, para  digital natives dan digital immigrants memiliki ketertarikan tinggi terhadap berita dan pola konsumsi berita juga sangat tinggi dikarenakan kemampuan mereka dalam menggunakan teknologi digital dan internet dalam konsumsi berita. Berbeda dengan digital settlers yang tingkat ketertarikan dan pola konsumsi beritanya rendah.",POLA KONSUMSI BERITA DI KOTA BANDAR LAMPUNG,7,show,conference_item,['FISIP4'],"[{'id': 'wulansuciska@yahoo.co.id', 'name': {'given': 'Wulan', 'honourific': None, 'family': 'Suciska', 'lineage': None}}]",disk0/00/01/56/04,2019-11-14 10:55:14,661,2019-11-14 10:55:14,submitted,"[{'files': [{'fileid': 134393, 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'hash_type': 'MD5', 'mtime': '2019-11-05 06:55:22', 'hash': 'a872d744c90d2a809ff08a1f6986a470', 'filename': 'artikel.docx', 'datasetid': 'document', 'filesize': 72826, 'objectid': 28724, 'uri': 'http://repository.lppm.unila.ac.id/id/file/134393'}], 'main': 'artikel.docx', 'docid': 28724, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/28724', 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 15604, 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'language': 'en'}]",,public,http://repository.lppm.unila.ac.id/id/eprint/15604,,,,,TRUE,conference,8 Agustus 2019,,Seminar Nasional FISIP Unila Ke-3: Agenda Baru Pembangunan Indonesia Berbasis Local Knowledge,Hotel Bukit Randu,paper,['Eka Yudha Gunawibawa'],,,,,,,,,,,,,,,,,
44,39922,2022-03-08 07:21:00,archive,['H1'],,"The Communication Strategies Of The Pr Staff Of Bumn
Foundation In Socializing The Vaccination Center Program As
An Effort To Form The Image Of The Corporation",6,show,article,['FISIP4'],"[{'name': {'given': 'Rifqi', 'honourific': None, 'family': 'Syahlendra', 'lineage': None}}, {'name': {'lineage': None, 'honourific': None, 'family': 'Trenggo', 'given': 'Nanang'}}, {'name': {'family': 'Aryanti', 'honourific': None, 'lineage': None, 'given': 'Nina Yudha'}}, {'name': {'given': 'Anna Gustina', 'honourific': None, 'family': 'Zainal', 'lineage': None}}]",disk0/00/03/99/22,2022-03-08 07:21:00,357,2022-03-08 07:21:00,pub,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 39922, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/161210', 'main': '2395.pdf', 'docid': 161210, 'files': [{'objectid': 161210, 'uri': 'http://repository.lppm.unila.ac.id/id/file/446989', 'datasetid': 'document', 'filesize': 1099976, 'mime_type': 'application/pdf', 'fileid': 446989, 'filename': '2395.pdf', 'hash': 'b91f4abe9d76d75b174bec8f07a68d77', 'mtime': '2022-03-08 03:09:47', 'hash_type': 'MD5'}]}]",,public,http://repository.lppm.unila.ac.id/id/eprint/39922,,,,International Journal of Progressive Sciences and Technologies (IJPSAT),TRUE,,,,,,,,,,,,,,,,,,,,,,,,
45,3118,2017-06-05 03:08:49,archive,['H1'],"Jamu adalah minuman terbuat dari bahan-bahan dari tanaman seperti jahe, lengkuas, kunyit,
temu lawak, temu ireng, asam, sambiloto, brotowali dan lain-lain. Pembuatan jamu terbagi
menjadi dua yaitu secara manual dengan tangan manusia dan diolah dengan pabrik. Jamu
yang dibuat secara tradisional maupun diolah dengan pabrik dijual dengan cara digendong
disebut dengan jamu gendong, dijual berkeliling dengan sepeda atau dengan sepeda motor.
Penjualan jamu juga dengan menggunakan tempat/toko. Masyarakat Indonesia terbiasa
minum jamu mulai dari anak-anak hingga orang dewasa. Hal ini mereka teruskan dari
generasi ke generasi berikutnya. Tradisi minum jamu ini mereka yakini sebagai bahan obat
yang aman, murah, dan sebagai warisan leluhur bangsa yang perlu dilestarikan. Penyakit
yang dapat diobati dengan jamu antara lain batuk, piluk, pegal linu, sakit kepala, nyeri
tulang/persendian, masalah organ reproduksi alat kelamin dan lain-lain. Kebiasaan minum
jamu dapat dianalisa melalui pendekatan komunikasi kesehatan. Konsep komunikasi
kesehatan memandang tradisi minum jamu adalah pendekatan naturalistik, sistem
penyembuhan penyakit melalui tanaman herbal. Pembentukan pesan dari genersi ke generasi,
mengkontruk pemaknaan tersendiri bagi masyarakat Indonesia tentang minum jamu. Tidak
hanya masyarakat biasa yang terbiasa minum jamu, namun pemerintah Indonesia
memfasilitasi keyakinan masyarakat ini dengan mengeluarkan Peraturan Menteri Kesehatan
No. 03/MENKES/PER/2010 tentang Saintifikasi Jamu. Kemudian untuk melaksanakan
peraturan menteri kesehatn itu dibuat Keputusan Menteri Kesehatan No.1334 Tahun 2010
tentang Komisi Nasional Saintifikasi Jamu, yang salah satu tugasnya adalah menyusun
pedoman metodologi penelitian jamu.
Kata Kunci: Jamu, Masyarakat Indonesia, etnomedicin, Komunikasi Kesehatan","Tradisi Minum Jamu: Konsep Komunikasi Kesehatan Dari Generasi Ke Generasi
Study Masyarakat Di Indonesia",7,show,conference_item,['FISIP4'],"[{'name': {'honourific': None, 'family': 'Tina', 'lineage': None, 'given': 'Kartika'}}]",disk0/00/00/31/18,2017-06-05 03:08:49,604,2017-06-05 03:08:49,inpress,"[{'main': 'BUKU A.pdf', 'docid': 2997, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/21607', 'objectid': 2997, 'filesize': 3414902, 'datasetid': 'document', 'hash': 'd0fd6122ee761412ae6055b3c4e1165c', 'filename': 'BUKU A.pdf', 'hash_type': 'MD5', 'mtime': '2017-06-02 07:11:13', 'mime_type': 'application/pdf', 'fileid': 21607}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/2997', 'eprintid': 3118, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en'}]",,public,http://repository.lppm.unila.ac.id/id/eprint/3118,,,,,TRUE,workshop,,published,Seminar Nasional Magister Ilmu Komunikasi 2016,Bandar Lampung,speech,,,,56-63,,,,,,,,,,,,,,
46,45435,2022-10-03 06:36:20,archive,['H1'],,Brand Image of Papa Toms Cafe (Papa Toms Cafe's Phenomenological Study in Building Brand Image on Instagram),7,show,other,['FISIP4'],"[{'id': 'andy.corry@fisip.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Wardhani', 'given': 'Andy Corry'}}]",disk0/00/04/54/35,2022-10-03 06:36:20,887,2022-10-03 06:36:20,pub,"[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 45435, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/167433', 'rev_number': 1, 'main': 'ARTIKEL Brand Image of Papa Toms Café (ijpast).pdf.pdf', 'docid': 167433, 'files': [{'filename': 'ARTIKEL Brand Image of Papa Toms Café (ijpast).pdf.pdf', 'hash': '4b2d5d9399f2fc8d98c8c4fa8f3e987a', 'mtime': '2022-10-03 02:45:25', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 488029, 'filesize': 331817, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/488029', 'objectid': 167433}]}]",International Journal of Progresive Sciences and Technologies (IJPSAT),public,http://repository.lppm.unila.ac.id/id/eprint/45435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,42857,2022-07-04 02:05:24,archive,['H1'],,The Challenge of Media Business in Indonesia at the Era of Information,7,show,article,['FISIP4'],"[{'id': 'andy.corry@fisip.unila.ac.id', 'name': {'given': 'Andy Corry', 'honourific': None, 'family': 'Wardhani', 'lineage': None}}]",disk0/00/04/28/57,2022-07-04 02:05:24,887,2022-07-04 02:05:24,pub,"[{'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 42857, 'uri': 'http://repository.lppm.unila.ac.id/id/document/164602', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/469492', 'objectid': 164602, 'hash_type': 'MD5', 'mtime': '2022-07-01 02:27:27', 'hash': '86e10d0197c377774922fe598c973d27', 'filename': 'THE CHALLENGE MEDIA (1).pdf', 'fileid': 469492, 'mime_type': 'application/pdf', 'filesize': 9976151, 'datasetid': 'document'}], 'main': 'THE CHALLENGE MEDIA (1).pdf', 'docid': 164602}]",,public,http://repository.lppm.unila.ac.id/id/eprint/42857,,,,The Challenge of Media Business in Indonesia at the Era of Information,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
48,45444,2022-10-03 06:38:32,archive,['H1'],,The Challenge of Media Business in Indonesia at the Era of Information,7,show,other,['FISIP4'],"[{'name': {'given': 'Andy Corry', 'family': 'Wardhani', 'honourific': None, 'lineage': None}, 'id': 'andy.corry@fisip.unila.ac.id'}]",disk0/00/04/54/44,2022-10-03 06:38:32,887,2022-10-03 06:38:32,pub,"[{'files': [{'objectid': 167441, 'uri': 'http://repository.lppm.unila.ac.id/id/file/488079', 'mime_type': 'application/pdf', 'fileid': 488079, 'hash': '0ba75a20849ac9f29d0dd88c3154c413', 'filename': 'PROSIDING INTERNASIONAL UNTAR DI BALI MAKALAH.doc(1).pdf', 'mtime': '2022-10-03 03:08:29', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 484090}], 'main': 'PROSIDING INTERNASIONAL UNTAR DI BALI MAKALAH.doc(1).pdf', 'docid': 167441, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/167441', 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 45444, 'mime_type': 'application/pdf', 'language': 'en'}]",Fakultas Ilmu Komunikasi Universitas Tarumanegara,public,http://repository.lppm.unila.ac.id/id/eprint/45444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,42578,2022-06-20 01:19:36,archive,['H1'],,Communication Experience and Self-Concept of Metrosexual Men in Indonesia,8,show,article,['FISIP4'],"[{'name': {'lineage': None, 'family': 'Wardhani', 'honourific': None, 'given': 'Andy Corry'}, 'id': 'andy.corry@fisip.unila.ac.id'}]",disk0/00/04/25/78,2022-06-20 01:19:36,887,2022-06-20 01:19:36,pub,"[{'files': [{'objectid': 164290, 'uri': 'http://repository.lppm.unila.ac.id/id/file/467457', 'fileid': 467457, 'mime_type': 'text/html', 'hash_type': 'MD5', 'mtime': '2022-06-17 03:39:43', 'filename': 12898, 'hash': '66067acab10fae13c50dbc688c4848c7', 'datasetid': 'document', 'filesize': 37296}], 'main': 12898, 'docid': 164290, 'rev_number': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/164290', 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 42578, 'mime_type': 'text/html', 'language': 'en'}, {'pos': 2, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/164291', 'main': 'COMMUNICATION EXPERIENCE.pdf', 'docid': 164291, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/467459', 'objectid': 164291, 'filesize': 198408, 'datasetid': 'document', 'mtime': '2022-06-17 03:40:54', 'hash_type': 'MD5', 'filename': 'COMMUNICATION EXPERIENCE.pdf', 'hash': '05cb4cae8c07b0ec4caabe5707b46bba', 'fileid': 467459, 'mime_type': 'application/pdf'}], 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 42578, 'placement': 2, 'security': 'public'}]",Richtmann,public,http://repository.lppm.unila.ac.id/id/eprint/42578,,,2281-4612,Academic Journal of Interdisciplinary Studies,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
50,45645,2022-10-12 01:28:27,archive,['H1'],,Communication Experience and Self-Concept of Metrosexual Men in Indonesia,7,show,other,['FISIP4'],"[{'name': {'lineage': None, 'family': 'Wardhani', 'honourific': None, 'given': 'Andy Corry'}, 'id': 'andy.corry@fisip.unila.ac.id'}]",disk0/00/04/56/45,2022-10-12 01:28:27,887,2022-10-12 01:28:27,pub,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 45645, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/184455', 'rev_number': 1, 'main': 'Communication Experience and Self-Concept.pdf', 'docid': 184455, 'files': [{'filesize': 241656, 'datasetid': 'document', 'hash': '67afc65ed5ca57381fe28a9406bbe8bd', 'filename': 'Communication Experience and Self-Concept.pdf', 'hash_type': 'MD5', 'mtime': '2022-10-12 01:17:50', 'mime_type': 'application/pdf', 'fileid': 506455, 'uri': 'http://repository.lppm.unila.ac.id/id/file/506455', 'objectid': 184455}]}]",Richtmann Publishing,public,http://repository.lppm.unila.ac.id/id/eprint/45645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,46511,2022-11-11 09:39:18,archive,['H1'],,Communication Experience and Self-Concept of Metrosexual Men in Indonesia,6,show,article,['FISIP4'],"[{'name': {'lineage': None, 'honourific': None, 'family': 'Wardhani', 'given': 'Andy Corry'}, 'id': 'andy.corry@fisip.unila.ac.id'}]",disk0/00/04/65/11,2022-11-11 09:39:18,887,2022-11-11 09:39:18,pub,"[{'placement': 1, 'security': 'public', 'eprintid': 46511, 'mime_type': 'application/pdf', 'language': 'en', 'files': [{'objectid': 185385, 'uri': 'http://repository.lppm.unila.ac.id/id/file/512985', 'datasetid': 'document', 'filesize': 198408, 'mime_type': 'application/pdf', 'fileid': 512985, 'filename': '12898-Article Text-45663-1-10-20220505 (1).pdf', 'hash': '05cb4cae8c07b0ec4caabe5707b46bba', 'mtime': '2022-11-11 03:56:15', 'hash_type': 'MD5'}], 'main': '12898-Article Text-45663-1-10-20220505 (1).pdf', 'docid': 185385, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/185385', 'pos': 1, 'format': 'text'}]",,public,http://repository.lppm.unila.ac.id/id/eprint/46511,,,,Academic Journal of Interdisciplinary Studies,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
52,42573,2022-06-20 01:19:33,archive,['H1'],,Communication Strategy of Relationship Chat Account Manager in Managing the Follower,6,show,article,['FISIP4'],"[{'id': 'andy.corry@fisip.unila.ac.id', 'name': {'given': 'Andy Corry', 'honourific': None, 'family': 'Wardhani', 'lineage': None}}]",disk0/00/04/25/73,2022-06-20 01:19:33,887,2022-06-20 01:19:33,pub,"[{'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 42573, 'uri': 'http://repository.lppm.unila.ac.id/id/document/164287', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'filesize': 472789, 'datasetid': 'document', 'mtime': '2022-06-17 03:20:59', 'hash_type': 'MD5', 'hash': 'd0434d00f80a62272d9c08983675a40b', 'filename': 'COMMUNICATION STRATEGY.pdf', 'fileid': 467439, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/467439', 'objectid': 164287}], 'docid': 164287, 'main': 'COMMUNICATION STRATEGY.pdf'}]",,public,http://repository.lppm.unila.ac.id/id/eprint/42573,,,,Communication Journal,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
53,45644,2022-10-12 01:28:24,archive,['H1'],,EXPERIENCE OF COMMUNICATION AND SELF-CONCEPT IN  FOODSTAGRAMMER IN BANDAR LAMPUNG CITY  IN PHENOMENOLOGY PERSPECTIVE,7,show,other,['FISIP4'],"[{'name': {'lineage': None, 'honourific': None, 'family': 'Wardhani', 'given': 'Andy Corry'}, 'id': 'andy.corry@fisip.unila.ac.id'}]",disk0/00/04/56/44,2022-10-12 01:28:24,887,2022-10-12 01:28:24,pub,"[{'placement': 1, 'security': 'public', 'eprintid': 45644, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'filesize': 1277211, 'datasetid': 'document', 'hash': 'dee3273924737f95374046958220e3c7', 'filename': 'FINAL TEXT STATE AND DIGITAL SOCIETY .pdf', 'hash_type': 'MD5', 'mtime': '2022-10-12 01:15:16', 'mime_type': 'application/pdf', 'fileid': 506448, 'uri': 'http://repository.lppm.unila.ac.id/id/file/506448', 'objectid': 184454}], 'docid': 184454, 'main': 'FINAL TEXT STATE AND DIGITAL SOCIETY .pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/184454', 'pos': 1, 'format': 'text'}]",Universitas Lampung,public,http://repository.lppm.unila.ac.id/id/eprint/45644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
