,type,divisions,creators,issn,publication,dir,date,lastmod,userid,pagerange,datestamp,publisher,documents,ispublished,number,refereed,full_text_status,uri,eprintid,date_type,eprint_status,status_changed,abstract,subjects,title,metadata_visibility,volume,rev_number,id_number,contact_email,official_url,contributors,corp_creators,event_location,event_title,event_dates,event_type,pres_type,institution,thesis_type,department,pages,thesis_name
10,conference_item,['FP18'],"[{'id': 'agus.haryanto@fp.unila.ac.id', 'name': {'given': 'Agus', 'family': 'Haryanto', 'honourific': None, 'lineage': None}}]",,,disk0/00/04/00/15,1970-01-01 00:00:00.000002015,2022-03-09 01:06:09,988,,2022-03-09 01:06:09,,"[{'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/447665', 'objectid': 161305, 'hash_type': 'MD5', 'mtime': '2022-03-08 15:29:24', 'hash': '4aa72f3bc496515cf4047b491cfc6ec9', 'filename': '33 Prosiding FKPT-TPI 2015 UTM.pdf', 'fileid': 447665, 'mime_type': 'application/pdf', 'filesize': 1386273, 'datasetid': 'document'}], 'docid': 161305, 'main': '33 Prosiding FKPT-TPI 2015 UTM.pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/161305', 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 40015, 'mime_type': 'application/pdf', 'language': 'en'}]",pub,,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/40015,40015,completed,archive,2022-03-09 01:06:09,Kelengkapan Prosiding: Filtrasi Limbah Cair Industri Tahu dengan Media Partikel Batuan Fosfat (FKPT-TPI 2015 UTM Madura),['S1'],Kelengkapan Prosiding: Filtrasi Limbah Cair Industri Tahu dengan Media Partikel Batuan Fosfat (FKPT-TPI 2015 UTM Madura),show,,7,,,,"[{'name': {'lineage': None, 'honourific': None, 'family': 'Haryanto', 'given': 'Agus'}, 'id': 'agus.haryanto@fp.unila.ac.id'}]",['Universitas Lampung'],Madura,Seminar Agroindustri dan Lokakarya Nasional FKPT-TPI,2015,conference,paper,,,,,
11,conference_item,['FP18'],"[{'name': {'lineage': None, 'honourific': None, 'family': 'Haryanto', 'given': 'Agus'}, 'id': 'agus.haryanto@fp.unila.ac.id'}]",,,disk0/00/04/00/16,1970-01-01 00:00:00.000002015,2022-03-09 01:06:11,988,,2022-03-09 01:06:11,,"[{'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 40016, 'uri': 'http://repository.lppm.unila.ac.id/id/document/161306', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'mtime': '2022-03-08 15:34:31', 'hash_type': 'MD5', 'hash': 'cffdf3edc0004f681212ebd72dcf9800', 'filename': '34 Prosiding PERTETA UNSRI 2015.pdf', 'fileid': 447672, 'mime_type': 'application/pdf', 'filesize': 982025, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/447672', 'objectid': 161306}], 'main': '34 Prosiding PERTETA UNSRI 2015.pdf', 'docid': 161306}]",pub,,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/40016,40016,completed,archive,2022-03-09 01:06:11,Kelengkapan Prosiding: Pengaruh Lama Perendaman Jerami dalam Larutan Soda Api dan Penambahan Ragi (Saccharomyces cerevisiae) Terhadap Produksi Biogas,['S1'],Kelengkapan Prosiding: Pengaruh Lama Perendaman Jerami dalam Larutan Soda Api dan Penambahan Ragi (Saccharomyces cerevisiae) Terhadap Produksi Biogas,show,,7,,,,"[{'id': 'agus.haryanto@fp.unila.ac.id', 'name': {'given': 'Agus', 'lineage': None, 'family': 'Haryanto', 'honourific': None}}]",['Universitas Lampung'],UNSRI Palembang,Seminar Nasional PERTETA 2015,2015,conference,paper,,,,,
12,conference_item,['FP18'],"[{'id': 'agus.haryanto@fp.unila.ac.id', 'name': {'family': 'Haryanto', 'honourific': None, 'lineage': None, 'given': 'Agus'}}]",,,disk0/00/01/89/11,2015-11-23 00:00:00.000000000,2020-03-30 01:52:41,988,25-38,2020-03-30 01:52:41,,"[{'placement': 1, 'security': 'public', 'eprintid': 18911, 'mime_type': 'application/pdf', 'language': 'en', 'files': [{'objectid': 32149, 'uri': 'http://repository.lppm.unila.ac.id/id/file/158675', 'datasetid': 'document', 'filesize': 272626, 'fileid': 158675, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2020-03-28 06:27:36', 'filename': '8-ProsidingTakBerindex-07-Pengaruh_Lama_Perendaman.pdf', 'hash': 'e68f474349b023af5c0db17c06ba9bc1'}], 'main': '8-ProsidingTakBerindex-07-Pengaruh_Lama_Perendaman.pdf', 'docid': 32149, 'uri': 'http://repository.lppm.unila.ac.id/id/document/32149', 'rev_number': 1, 'pos': 1, 'format': 'text'}]",pub,,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/18911,18911,published,archive,2020-03-30 01:52:41,"Biogas is a source of renewable energy derived from organic materials such as manure and agricultural wastes. The formation of biogas consists of three stages, namely hydrolysis, acidogenesis, and methanogenesis. The objective of this research was to study the effect of rice straw soaking within caustic soda solution and the addition of yeast (Saccharomyces cerevisiae) on biogas productionin batch digester.Experiment was conducted using 3-L batch digester using 2 L substrate composed of a mixture of cow manure and rice straw with a wet weight ratio of 3: 1 (cow manure:rice straw). The experiment was conducted using completely randomized factorial design of two factors. The first factor is soaking time of ricestraw in 1% caustic
soda solutionwith three levels, namely 0 (without soaking), 1 day (24 hours) soaking, and 2 days (48 hours) soaking. The second factor was yeast dose with three levels, namely 0, 0.5, and 1 gram. All treatment was replicated 3 times. Characteristics of the substrate (water content, total solid, volatile solid, ash, and C/N ratio), and digester
performance (pH and temperature), production and productivity biogas was measured. Results show that cumulative biogas production was significantly affected by soaking time at α = 5%. Yeast addition until 1 gram, however, did not influence the biogas production. The analysis also showed that there is no significant interaction between soaking time and yeast dose on the biogas production. Mixture of cowdung and rice straw without soaking gave the highest cummulative biogas production (6,593 mL for 30 days). Biogas produced from all treatments provide a blue flame indicatinga high methane gas content.",['TP'],PENGARUH LAMA PERENDAMAN JERAMI DALAM LARUTAN SODA API DAN PENAMBAHAN RAGI (Saccharomyces cerevisiae) TERHADAP PRODUKSI BIOGAS,show,,8,,,,"[{'name': {'lineage': None, 'honourific': None, 'family': 'Haryanto', 'given': 'Agus'}, 'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'id': 'agus.haryanto@fp.unila.ac.id'}]",['University of Lampung'],"Fakultas Pertanian, Universitas Sriwijaya, Palembang",Seminar Nasional PERTETA,23-24 November 2015,conference,paper,,,,,
13,other,['FP18'],"[{'id': 'agus.haryanto@fp.unila.ac.id', 'name': {'given': 'Agus', 'honourific': None, 'family': 'Haryanto', 'lineage': None}}]",,,disk0/00/02/84/65,1970-01-01 00:00:00.000002015,2021-03-18 07:14:41,988,,2021-03-18 07:14:41,Fakultas Pertanian,"[{'docid': 42513, 'main': '3POME WST.pdf', 'files': [{'hash_type': 'MD5', 'mtime': '2021-03-18 05:21:01', 'hash': '9574b6cdcf7ec610b47c3128717788ea', 'filename': '3POME WST.pdf', 'fileid': 252854, 'mime_type': 'application/pdf', 'filesize': 570354, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/252854', 'objectid': 42513}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/42513', 'rev_number': 1, 'eprintid': 28465, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf'}]",pub,,,public,http://repository.lppm.unila.ac.id/id/eprint/28465,28465,completed,archive,2021-03-18 07:14:41,Ini lembar penilaian Reviewer,['S1'],Palm oil mill effluent treatment and utilization to ensure the sustainability of palm oil industries,show,,7,,,,"[{'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'id': 'agus.haryanto@fp.unila.ac.id', 'name': {'family': 'Haryanto', 'honourific': None, 'lineage': None, 'given': 'Agus'}}]",['Universitas Lampung'],,,,,,,,,,
14,article,['FP18'],"[{'id': 'agus.haryanto@fp.unila.ac.id', 'name': {'lineage': None, 'family': 'Haryanto', 'honourific': None, 'given': 'Agus'}}, {'name': {'lineage': None, 'honourific': None, 'family': 'Triyono', 'given': 'Sugeng'}, 'id': 'sugeng.triyono@fp.unila.ac.id'}]",0216-0455,AGRITECH,disk0/00/02/73/97,1970-01-01 00:00:00.000002015,2021-01-20 06:45:37,988,234-240,2021-01-20 06:45:37,Fakultas Teknologi Pertanian UGM,"[{'main': '2015 AGRITECH, PRODUKSI BIODIESEL DARI TRANSESTERIFIKASI MINYAK JELANTAH.pdf', 'docid': 41402, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/245039', 'objectid': 41402, 'filename': '2015 AGRITECH, PRODUKSI BIODIESEL DARI TRANSESTERIFIKASI MINYAK JELANTAH.pdf', 'hash': 'e1ab65a8588082dc553566a4de221765', 'mtime': '2021-01-20 03:56:52', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 245039, 'filesize': 445881, 'datasetid': 'document'}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/41402', 'rev_number': 1, 'eprintid': 27397, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en'}]",pub,2.0,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/27397,27397,published,archive,2021-01-20 06:45:37,"Tujuan penelitian ini adalah mempelajari pengaruh intensitas daya dan waktu reaksi terhadap rendemen dan karakteristik biodiesel dari minyak jelantah yang dihasilkan dari proses transesterifikasi yang dibantu dengan pemberian gelombang mikro (microwave). Minyak jelantah diperoleh dari pabrik kerupuk yang berlokasi di Sukarame, Bandar Lampung. Reaksi pembuatan biodiesel dilakukan menggunakan gelas erlenmeyer yang dipanaskan di dalam oven (microwave) berdaya 399 watt dan frekuensi 2.450 MHz yang telah dilengkapi dengan pengaduk listrik berkecepatan 1446 RPM. Penelitian menggunakan rancangan acak faktorial dengan dua faktor. Kedua faktor adalah intensitas daya gelombang mikro dengan tiga taraf [(30, 50, dan 70%) dan waktu reaksi, juga dengan tiga taraf (30, 60, dan 120 detik). Setiap kombinasi perlakuan dilakukan dengan tiga kali ulangan. Reaksi transesterifikasi dilakukan dengan 100 ml minyak jelantah pada perbandingan molar minyak jelantah terhadap metanol 1:6. Parameter yang dianalisis meliputi rendemen, bilangan asam, massa jenis, dan viskositas biodiesel. Data dianalisis menggunakan ANOVA diikuti uji beda nyata pada tingkat signifikansi  = 5% dan  = 1%. Hasil penelitian menunjukkan bahwa intensitas daya gelombang mikro dan waktu reaksi tidak berpengaruh terhadap bilangan asam, viskositas, dan massa jenis biodiesel. Biodiesel yang dihasilkan memiliki bilangan asam 2,98–4,20 mgKOH/g, massa jenis 0,87–0,88 g/mL, dan viskositas 1,9–2,0 cSt. Intensitas daya gelombang mikro dan waktu reaksi serta interaksinya berpengaruh nyata pada rendemen biodiesel. Dalam penelitian ini, tanpa memperhatikan intensitas daya gelombang mikro, waktu reaksi terbaik adalah 30 detik saat rendemen biodiesel rata-rata mencapai 91,1%.",['TP'],PRODUKSI BIODIESEL DARI TRANSESTERIFIKASI MINYAK JELANTAH DENGAN BANTUAN GELOMBANG MIKRO: PENGARUH INTENSITAS DAYA DAN WAKTU REAKSI TERHADAP RENDEMEN DAN KARAKTERISTIK BIODIESEL,show,35.0,6,http://dx.doi.org/10.22146/agritech.13792,,https://jurnal.ugm.ac.id/agritech/article/download/13792/15154,"[{'id': 'agus.haryanto@fp.unila.ac.id', 'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'name': {'given': 'Agus', 'honourific': None, 'family': 'Haryanto', 'lineage': None}}]",['Universitas Lampung'],,,,,,,,,,
15,article,['FP18'],"[{'name': {'honourific': None, 'family': 'Hasanudin', 'lineage': None, 'given': 'Udin'}, 'id': 'udinha65@gmail.com'}, {'name': {'honourific': None, 'family': 'Sugiharto', 'lineage': None, 'given': 'Ribut'}, 'id': None}, {'id': 'agus.haryanto@fp.unila.ac.id', 'name': {'given': 'Agus', 'honourific': None, 'family': 'Haryanto', 'lineage': None}}, {'name': {'given': 'Tjandra', 'family': 'Setiadi', 'honourific': None, 'lineage': None}, 'id': None}, {'name': {'given': 'Koichi', 'lineage': None, 'honourific': None, 'family': 'Fujie'}, 'id': None}]",,Water Science and Technology,disk0/00/00/03/18,1970-01-01 00:00:00.000002015,2016-10-13 15:33:27,988,1089-1095,2016-10-13 15:33:27,IWA,"[{'main': 'WST 2015 Paper Vol.72, No.7.pdf', 'docid': 310, 'files': [{'filename': 'WST 2015 Paper Vol.72, No.7.pdf', 'hash': '9fa8f5695130733c34b4f60c8242df73', 'hash_type': 'MD5', 'mtime': '2016-08-18 03:25:41', 'mime_type': 'application/pdf', 'fileid': 1813, 'filesize': 278017, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/1813', 'objectid': 310}], 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/310', 'eprintid': 318, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en'}]",pub,7.0,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/318,318,published,archive,2016-10-13 15:33:27,"The purpose of this study was to evaluate the current condition of palm oil mill effluent (POME) treatment and utilization and to propose alternative scenarios to improve the sustainability of palm oil industries. The research was conducted through field survey at some palm oil mills in Indonesia, in which different waste management systems were used. Laboratory experiment was also carried out using a 5 m3 pilot-scale wet anaerobic digester. Currently, POME is treated through anaerobic digestion without or with methane capture followed by utilization of treated POME as liquid fertilizer or further treatment (aerobic process) to fulfill the wastewater quality standard. A methane capturing
system was estimated to successfully produce renewable energy of about 25.4–40.7 kWh/ton of fresh fruit bunches (FFBs) and reduce greenhouse gas (GHG) emissions by about 109.41–175.35 kgCO2e/tonFFB (CO2e: carbon dioxide equivalent). Utilization of treated POME as liquid
fertilizer increased FFB production by about 13%. A palm oil mill with 45 ton FFB/hour capacity has potential to generate about 0.95–1.52 MW of electricity. Coupling the POME-based biogas digester and anaerobic co-composting of empty fruit bunches (EFBs) is capable of adding another 0.93 MW. The utilization of POME and EFB not only increases the added value of POME and EFB by producing renewable energy, compost, and liquid fertilizer, but also lowers environmental burden.",['S1'],"Palm oil mill effluent treatment and utilization to ensure
the sustainability of palm oil industries",show,72.0,10,10.2166/wst.2015.311,,,,"['University of Lampung', 'University of Lampung', 'University of Lampung', 'Bandung Institute of Technology', 'Yokohama National University']",,,,,,,,,,
16,article,['FP18'],"[{'id': 'iis.marlina28@yahoo.co.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Iis', 'given': 'Marlina'}}, {'name': {'lineage': None, 'family': 'Triyono', 'honourific': None, 'given': 'Sugeng'}, 'id': 'sugeng.triyono@fp.unila.ac.id'}, {'id': 'ahmad.tusip@fp.unila.ac.id', 'name': {'honourific': None, 'family': 'Tusi', 'lineage': None, 'given': 'Ahmad'}}]",2302- 559X,Jurnal Teknik Pertanian Lampung,disk0/00/04/58/15,2015-10-29 00:00:00.000000000,2022-10-19 02:36:25,832,143-145,2022-10-19 02:36:25,"Jurusan Teknik Pertanian, F Pertanian, Unila","[{'uri': 'http://repository.lppm.unila.ac.id/id/document/184627', 'rev_number': 1, 'format': 'text', 'pos': 1, 'files': [{'objectid': 184627, 'uri': 'http://repository.lppm.unila.ac.id/id/file/507709', 'datasetid': 'document', 'filesize': 1490697, 'fileid': 507709, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2022-10-18 22:23:27', 'hash': '592ed67284d711f4268d4330bd2f2cc8', 'filename': '7 Hidroton lengkap.pdf'}], 'docid': 184627, 'main': '7 Hidroton lengkap.pdf', 'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 45815}]",pub,2.0,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/45815,45815,published,archive,2022-10-19 02:36:25,"ABSTRACT
This study aimed to determine the effect of granule growing media on growth and yield of vegetables in a
hidroponic wick system. The design of this study used Randomized Complete Block (RCB) with factorial
arrangement and three replications. The first factor consisted of three levels : kale (S1), spinach (S2), and
mustard (S3). The second factor were the size of the granules with four levels: 12 mm (M1), 6 mm (M2), 4 mm
(M3) and husk char (M4) as a control. Each plant was grown in a wicked pot. There were 12 treatment
combinations, with three replicates. Parameters observed were physical properties of the media,
evapotranspiration, number of leaves, growth, biomass, and yield. Data was analyzed using the Analysis of
Variance (ANOVA) 1%and 5% levels ofsignificance, followed by LSDcomparision. Resultsshowed thatthere was
no significantinteraction betweenmedia and types of plant. However; sizes of media significantly affected the
evapotranspiration, growth, biomass, and yield.
Keywords: Wicked, hydroponics, granules, media, vegetables",['S1'],"PENGARUH MEDIA TANAM GRANUL DARI TANAH LIAT TERHADAP 
PERTUMBUHAN SAYURAN HIDROPONIK SISTEM SUMBU",show,4.0,6,-,sugeng.triyono@fp.unila.ac.id,https://jurnal.fp.unila.ac.id/index.php/JTP/article/view/829/758,,,,,,,,,,,,
17,article,['FP18'],"[{'name': {'given': 'Iis', 'lineage': None, 'family': 'Marlina', 'honourific': None}, 'id': None}, {'id': 'sugeng.triyono@fp.unila.ac.id', 'name': {'given': 'Sugeng', 'honourific': None, 'family': 'Triyono', 'lineage': None}}, {'name': {'honourific': None, 'family': 'Tusi', 'lineage': None, 'given': 'Ahmad'}, 'id': 'ahmad.tusip@fp.unila.ac.id'}]",2302-559X,Jurnal Teknik Pertanian Lampung,disk0/00/04/61/30,2015-10-15 00:00:00.000000000,2022-10-31 09:47:31,832,143-150,2022-10-31 09:47:31,Jurusan Teknik Pertanian Fakultas Pertanian Unila,"[{'docid': 184957, 'main': '12 Hidroton lengkap (Non Sinta) GEA.pdf', 'files': [{'objectid': 184957, 'uri': 'http://repository.lppm.unila.ac.id/id/file/510134', 'fileid': 510134, 'mime_type': 'application/pdf', 'mtime': '2022-10-31 08:57:39', 'hash_type': 'MD5', 'filename': '12 Hidroton lengkap (Non Sinta) GEA.pdf', 'hash': '1d33f4aa6fb4e4befbca8a4b804ccc66', 'datasetid': 'document', 'filesize': 2653950}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/184957', 'rev_number': 1, 'eprintid': 46130, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en'}]",pub,2.0,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/46130,46130,published,archive,2022-10-31 09:47:31,"This study aimed to determine the effect of granule growing media on growth and yield of vegetables in a
hidroponic wick system.  The design of this study used Randomized Complete Block (RCB) with factorial
arrangement and three replications.  The first factor consisted of three levels : kale (S1), spinach (S2), and
mustard (S3).  The second factor were the size of the granules with four levels : 12 mm (M1), 6 mm (M2), 4 mm
(M3) and husk char (M4) as a control.  Each plant was grown in a wicked pot.  There were 12 treatment
combinations, with three replicates.  Parameters observed were physical properties of the media,
evapotranspiration, number of leaves, growth, biomass, and yield.  Data was analyzed using the Analysis of
Variance (ANOVA) 1% and 5% levels of significance, followed by LSD comparision.  Results showed that there was
no significant interaction between media and types of plant.  However; sizes of media significantly affected the
evapotranspiration, growth, biomass, and yield.
Keywords: Wicked, hydroponics, granules, media, vegetables",['S1'],12.	PENGARUH MEDIA TANAM GRANUL DARI TANAH LIAT TERHADAP PERTUMBUHAN SAYURAN HIDROPONIK SISTEM SUMBU,show,4.0,6,-,sugeng.triyono@fp.unila.ac.id,https://jurnal.fp.unila.ac.id/index.php/JTP/article/view/829/758,,,,,,,,,,,,
18,article,['FP18'],"[{'id': None, 'name': {'given': 'Nadzir', 'family': 'Nadzir', 'honourific': None, 'lineage': None}}, {'id': 'ahmad.tusip@fp.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Tusi', 'given': 'Ahmad'}}, {'id': 'agus.haryanto@fp.unila.ac.id', 'name': {'given': 'Agus', 'lineage': None, 'family': 'Haryanto', 'honourific': None}}]",2302-559X,Jurnal Teknik Pertanian Lampung,disk0_bak/00/05/15/56,2015-10-23 00:00:00.000000000,2023-05-15 01:20:58,480,255-266,2023-05-15 01:20:58,Jurusan Teknik Pertanian Fakultas Pertanian Unila,"[{'content': 'published', 'mime_type': 'application/xml', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 51556, 'uri': 'http://repository.lppm.unila.ac.id/id/document/249210', 'rev_number': 3, 'format': 'text', 'pos': 1, 'files': [{'filename': 903, 'hash': 'a54b190b8f7ce8bf76f72f16c08e899d', 'mtime': '2023-05-13 13:48:15', 'hash_type': 'MD5', 'mime_type': 'application/xml', 'fileid': 610759, 'filesize': 22523, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/610759', 'objectid': 249210}], 'main': 903, 'docid': 249210}]",pub,4.0,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/51556,51556,published,archive,2023-05-15 01:20:58,"The study aims to identify problems in broiler housnd evaluate design to increase productivity of broiler. The study was done from May – Juni 2015 at broiler house at Rejo Binangun, Kecamatan Raman Utara, East Lampung. Parameter observed and measured is: (1) the condition house in the study locations, including material house and size dimensions house; ( 2 ) environment parameter, includring to scatter temperature and RH, and distribution wind speed around the house; ( 3 ) comfort house parameter, including position broiler and mortality broiler; ( 4 ) ergonomic parameter; ( 5 ) evaluation design house. The result shown that design of broiler house was currently good, but need to repair on the floor and the stair. Broiler house performance was good, seen from broiler growth that reached standard weight, and mortality rates at 4 % or 60 broiler.",['S1'],"Evaluasi Desain Kandang Ayam Broiler di Desa Rejo Binangun, Kecamatan Raman Utara, Kabupaten Lampung Timur",show,4.0,8,,,https://jurnal.fp.unila.ac.id/index.php/JTP/article/view/998,,,,,,,,,,,,
19,conference_item,['FP18'],"[{'id': 'oktafri.1964@fp.unila.ac.id', 'name': {'given': 'Oktafri', 'lineage': None, 'honourific': None, 'family': 'Oktafri'}}]",,,disk0/00/02/79/64,2015-11-23 00:00:00.000000000,2021-02-19 07:33:56,602,,2021-02-19 07:33:56,,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/41970', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'mime_type': 'application/pdf', 'fileid': 249099, 'hash': '418004b6c58c74a4c349fe028cf34115', 'filename': 'prosiding perteta 2015 palembang-426-439.pdf', 'mtime': '2021-02-19 06:50:52', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 694974, 'objectid': 41970, 'uri': 'http://repository.lppm.unila.ac.id/id/file/249099'}], 'main': 'prosiding perteta 2015 palembang-426-439.pdf', 'docid': 41970, 'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 27964}]",pub,,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/27964,27964,published,archive,2021-02-19 07:33:56,"Tujuan dari penelitian ini adalah untuk menguji penggunan hidroton, yang terbuat dari
campuran antara tanah bertekstur liat (tanah untuk membuat bata merah) dan padatan digestate,
sebagai media tanam dalam pertanian hidroponik. Komposisi padatan digestate yang digunakan
adalah 0%, 25%, dan 50% dari berat tanah liat (basis massa), sedangkan ukuran granular
(diameter) hidrotonnya adalah 2 – 4 mm, 4 – 8, mm, dan 8 – 12 mm, yang didisain dalam
Rancangan Acak Lengkap (RAL). Granular hidroton dibakar dengan menggunakan tanur pada
suhu ± 550 oC selama dua jam. Selanjutnya hidroton diuji sebagai media tanam pada pertanian
hidroponik system sumbu (wick system), dengan menggunakan tanaman selada.
Hasil pengujian menunjukkan bahwa, komposisi padatan digestate 50% dengan ukuran
hidroton 4 – 8 mm memberikan nilai yang terbaik pada empat variable yang diukur, yaitu: 1.
Kerapatan media tanam sebesar 0.83 g/cm3, 2. Daya serap air maksimum (water holding
capacity) sebesar 25.95% (vol/vol), 3. Kekerasan hidroton sebesar 11.63 N/cm2, dan 4. Berat
basah brangkasan atas adalah 34.33 g/tanaman.",['S1'],"APLIKASI HIDROTON YANG TERBUAT DARI CAMPURAN TANAH
BERTEKSTUR LIAT DAN PADATAN DIGESTATE SEBAGAI MEDIA TANAM PADA
PERTANIAN HIDROPONIK",show,,8,,,https://docplayer.info/55139845-Prosiding-seminar-nasional-perteta-2015-palembang-sumatera-selatan-25-26-nopember-2015.html,[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],,"Palembang, Indonesia",Prosiding Seminar Nasional PERTETA 2015,24-16 November 2015,conference,paper,,,,,
20,article,['FP18'],"[{'name': {'lineage': None, 'family': 'Pakpahan', 'honourific': None, 'given': 'Veronika Y'}, 'id': None}, {'name': {'honourific': None, 'family': 'Tusi', 'lineage': None, 'given': 'Ahmad'}, 'id': 'ahmad.tusip@fp.unila.ac.id'}, {'name': {'lineage': None, 'honourific': None, 'family': 'Oktafri', 'given': 'Oktafri'}, 'id': 'oktafri.1964@fp.unila.ac.id'}]",2302-559X,Jurnal Teknik Pertanian Lampung,disk0_bak/00/05/15/63,2015-07-28 00:00:00.000000000,2023-05-15 01:21:21,480,137-142,2023-05-15 01:21:21,Jurusan Teknik Pertanian Fakultas Pertanian Unila,"[{'security': 'public', 'placement': 1, 'eprintid': 51563, 'content': 'published', 'language': 'en', 'mime_type': 'application/xml', 'files': [{'datasetid': 'document', 'filesize': 22724, 'fileid': 610828, 'mime_type': 'application/xml', 'mtime': '2023-05-13 14:40:42', 'hash_type': 'MD5', 'filename': 757, 'hash': '383f8c92b5719ad72895d677ebc644b6', 'objectid': 249234, 'uri': 'http://repository.lppm.unila.ac.id/id/file/610828'}], 'main': 757, 'docid': 249234, 'rev_number': 3, 'uri': 'http://repository.lppm.unila.ac.id/id/document/249234', 'format': 'text', 'pos': 1}]",pub,2.0,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/51563,51563,published,archive,2023-05-15 01:21:21,"This study aims to determine saturated hydraulic conductivity (Ks) of Petung Bamboo with several treatments.
This studywas conducted inMarch-May2015, intheDepartmentofAgriculturalEngineering, FacultyofAgriculture,
University of Lampung. The treatments consisted of two factors; firstwas bamboo treatment andthe secondwas
bamboo positions. Bamboo treatment consisted of 3 levels; both epidermis and endodermis were not scraped,
epidermiswas scraped and endodermiswas not, and both epidermis and endodermiswere scraped. In the second
factor, bamboo was placed horizontally and vertically. Based on research conducted, Ks of unscraped layers of
the epidermis and endodermiswas 0 cm.sec-1. For the treatment of scraped epidermis and unscraped endodermis,
Kswas 3.04 x 10-10 cm.sec-1. For the treatment of bamboo epidermis and endodermis layers scraped,Kswas 5.40
x 10-10 cm.sec-1. Bamboohorizontally placed had higherKs than bamboo vertically placed. The resultalso showed
that bamboowith higher density had lower hydraulic conductivity.",['S1'],Analisis Konduktivitas Hidrolik Jenuh Bambu Petung (Dendrocalamus asper) pada Beberapa Perlakuan,show,4.0,8,,,https://jurnal.fp.unila.ac.id/index.php/JTP/article/view/828,,,,,,,,,,,,
