,creators,dir,type,divisions,publisher,documents,ispublished,uri,full_text_status,lastmod,userid,datestamp,eprintid,title,place_of_pub,metadata_visibility,rev_number,status_changed,eprint_status,abstract,subjects,official_url,event_type,event_title,pagerange,pres_type,refereed,output_media,funders,event_dates,event_location,date_type,corp_creators,contributors,publication,related_url,issn,number,volume,id_number,contact_email,succeeds,monograph_type,pages,book_title,pedagogic_type,keywords
20,"[{'name': {'family': 'Haryanto', 'honourific': None, 'lineage': None, 'given': 'Agus'}, 'id': 'agus.haryanto@fp.unila.ac.id'}]",disk0/00/02/37/35,other,['FP18'],Fakultas Pertanian,"[{'docid': 37365, 'main': '1Buku Energi Terbarukan.pdf', 'files': [{'mime_type': 'application/pdf', 'fileid': 216648, 'filename': '1Buku Energi Terbarukan.pdf', 'hash': '094a9195cb486289a5bcfde8e00b680c', 'hash_type': 'MD5', 'mtime': '2020-08-28 07:17:36', 'datasetid': 'document', 'filesize': 1932055, 'objectid': 37365, 'uri': 'http://repository.lppm.unila.ac.id/id/file/216648'}], 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/37365', 'eprintid': 23735, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en'}]",pub,http://repository.lppm.unila.ac.id/id/eprint/23735,public,2020-08-31 02:07:07,988,2020-08-31 02:07:07,23735,Lembar Penilaian Karya Ilmiah Agus Haryanto: Buku Referensi Energi Terbarukan,,show,13,2020-08-31 02:07:07,archive,,['S1'],,,,,,,,,,,,['Universitas Lampung'],[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],,,,,,,,,,,,,
21,"[{'id': 'agus.haryanto@fp.unila.ac.id', 'name': {'honourific': None, 'family': 'Haryanto', 'lineage': None, 'given': 'Agus'}}]",disk0/00/00/99/99,conference_item,['FP18'],,"[{'placement': 1, 'security': 'public', 'eprintid': 9999, 'language': 'en', 'mime_type': 'image/jpeg', 'files': [{'filesize': 92756, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2018-11-15 06:32:46', 'hash': '72768cd9a794fb833f489803c676c701', 'filename': 'IMG_20181115_131900.jpg', 'fileid': 94002, 'mime_type': 'image/jpeg', 'uri': 'http://repository.lppm.unila.ac.id/id/file/94002', 'objectid': 23020}], 'docid': 23020, 'main': 'IMG_20181115_131900.jpg', 'uri': 'http://repository.lppm.unila.ac.id/id/document/23020', 'rev_number': 1, 'pos': 1, 'format': 'image'}]",unpub,http://repository.lppm.unila.ac.id/id/eprint/9999,public,2018-11-15 08:09:55,988,2018-11-15 08:09:55,9999,Life cycle assessment of biogas digester in small scale tapioca industry,,show,7,2018-11-15 08:09:55,archive,"Biogas was mentioned to be the source of sustainable energy, but the digester materials could create environmental footprints within the manufacturing and transportation process. Hence, the sustainability of biogas digester need to be evaluated. .....",['TP'],,conference,"International Conference on Science, Technology, Infrastructure and Regional Development (ICoSITeR)",,paper,FALSE,,,19-20 Oktober 2018,ITERA (Institut Teknologi Sumatera),,['University of Lampung'],"[{'name': {'given': 'Agus', 'lineage': None, 'family': 'Haryanto', 'honourific': None}, 'id': 'agus.haryanto@fp.unila.ac.id'}]",,,,,,,,,,,,,
22,"[{'id': 'agus.haryanto@fp.unila.ac.id', 'name': {'given': 'Agus', 'honourific': None, 'family': 'Haryanto', 'lineage': None}}, {'name': {'lineage': None, 'family': 'Hasanudin', 'honourific': None, 'given': 'Udin'}, 'id': 'udinha@fp.unila.ac.id'}, {'id': None, 'name': {'lineage': None, 'family': 'Afrian', 'honourific': None, 'given': 'Chandra'}}, {'name': {'lineage': None, 'family': 'Zulkarnain', 'honourific': None, 'given': 'Iskandar'}, 'id': 'iskandar.zulkarnain@fp.unila.ac.id'}]",disk0/00/00/48/72,article,['FP18'],,"[{'eprintid': 4872, 'security': 'public', 'placement': 1, 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'language': 'en', 'main': 'IOP-ICB Juli 18 ke UH.docx', 'docid': 17792, 'files': [{'fileid': 47261, 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'mtime': '2017-11-08 09:50:15', 'hash_type': 'MD5', 'hash': 'bef51b5bec4a0adc239564f5fa05fa67', 'filename': 'IOP-ICB Juli 18 ke UH.docx', 'datasetid': 'document', 'filesize': 554136, 'objectid': 17792, 'uri': 'http://repository.lppm.unila.ac.id/id/file/47261'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/17792', 'rev_number': 1}]",unpub,http://repository.lppm.unila.ac.id/id/eprint/4872,public,2017-11-16 03:31:34,353,2017-11-16 03:31:34,4872,Biogas production from anaerobic codigestion of cowdung and elephant grass (Pennisetum Purpureum) using batch digester,,show,10,2017-11-16 03:31:34,archive,"This study aimed at determining biogas production from codigestion of Elephant grass and cowdung using batch digester. Fresh grass was manually chopped with a maximum length of 3 cm. Chopped grass (25 kg) was perfectly mixed with fresh cowdung (25 kg). The mixture was introduced into a 220-liter batch drum digester. The substrate was diluted with water at different rates (P1 = 50 L, P2 = 75 L, and P3 = 100 L) and was stirred thoroughly. Six digesters were prepared as duplicate for each treatment. Two other digesters containing only 25 kg cowdung diluted with 25 L water were also provided as control treatment (P0). The digesters were air tightly sealed for 70 days. Observation was conducted on daily temperature, substrate pH (initial and final), TS and VS content, biogas yield and biogas composition. Results showed that final pH of grass containing substrate was in the acidic range, namely 4.50, 4.62, 6.82, whereas that of control (P0) was normal with pH of 7.30. Digester with substrate composition 25:25:100 (cowdung:grass:water) produced the highest biogas total (524.3 L). Biogas yield of codigestion, however, was much lower as compared to that of control, namely 7.35, 16.75, and 111.72 L/kg VSr respectively for treatment P1, P2, P3. with dilution rate of 50, 75, and 100 L. Biogas produced from control digester had methane content of 53.88%. In contrast, biogas resulted from all treatments contained low methane (the highest was 31.37%). Methane yield of 39.3 L/kg TS removal was achieved from digester with dilution 100 L (P3). Mechanical pretreatment is suggested to break Elephant grass down into smaller particles prior to introducing it into the digestion process.",['S1'],,,,,,FALSE,,,,,,,,2nd International Conference on Biomass,,,,,,,,,,,,
23,"[{'id': 'agus.haryanto@fp.unila.ac.id', 'name': {'given': 'Agus', 'lineage': None, 'honourific': None, 'family': 'Haryanto'}}, {'name': {'family': 'Suharyatun', 'honourific': None, 'lineage': None, 'given': 'Siti'}, 'id': 'siti.suharyatun@fp.unila.ac.id'}, {'name': {'lineage': None, 'honourific': None, 'family': 'Rahmawati', 'given': 'Winda'}, 'id': 'winda.rahmawati@fp.unila.ac.id'}, {'id': 'sugeng.triyono@fp.unila.ac.id', 'name': {'given': 'Sugeng', 'lineage': None, 'honourific': None, 'family': 'Triyono'}}]",disk0/00/01/01/43,article,['FP18'],,"[{'pos': 1, 'format': 'image', 'uri': 'http://repository.lppm.unila.ac.id/id/document/23152', 'rev_number': 2, 'docid': 23152, 'main': '001_b.jpg', 'files': [{'fileid': 94939, 'mime_type': 'image/jpeg', 'mtime': '2018-11-16 05:23:32', 'hash_type': 'MD5', 'hash': '34094c6d2eb09ea6a493a6c7475d527f', 'filename': '001_b.jpg', 'datasetid': 'document', 'filesize': 373750, 'objectid': 23152, 'uri': 'http://repository.lppm.unila.ac.id/id/file/94939'}], 'language': 'en', 'mime_type': 'image/jpeg', 'content': 'submitted', 'eprintid': 10143, 'placement': 1, 'security': 'public'}]",unpub,http://repository.lppm.unila.ac.id/id/eprint/10143,public,2018-11-16 17:27:31,45,2018-11-16 17:27:31,10143,Energi Terbarukan dari Jerami Padi Potensi dan Tantangan bagi Indonesia,,show,7,2018-11-16 17:27:31,archive,Jerami merupakan limbah budidaya tanaman padi yang dihasilkan dari proses perontokan dan atau pemanenan padi. Selama ini jerami padi hanya dibuang atau dikelola secara kurang optimal.............,['S1'],,,,,,FALSE,,,,,submitted,,,Seminar Nasional PERTETA Yogya 2018,,,,,,,,,,,,
24,"[{'id': 'saptokuncoro579@gmail.com', 'name': {'given': 'Sapto', 'honourific': None, 'family': 'Kuncoro', 'lineage': None}}, {'name': {'lineage': None, 'family': 'Suhandy', 'honourific': None, 'given': 'Diding'}, 'id': 'diding.sughandy@fp.unila.ac.id'}]",disk0/00/04/22/62,article,['FP18'],Jurusan Teknik Pertanian Fakultas Pertanian Unila,"[{'files': [{'mtime': '2022-06-09 06:39:05', 'hash_type': 'MD5', 'filename': '4741-13102-1-PB.pdf', 'hash': 'f1ba2118d18cc2ee8cc735306a30bf06', 'fileid': 465225, 'mime_type': 'application/pdf', 'filesize': 241648, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/465225', 'objectid': 163963}], 'main': '4741-13102-1-PB.pdf', 'docid': 163963, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/163963', 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 42262, 'mime_type': 'application/pdf', 'language': 'en'}]",pub,http://repository.lppm.unila.ac.id/id/eprint/42262,public,2022-06-09 06:51:57,695,2022-06-09 06:51:57,42262,"APLIKASI UV SPECTROSCOPY DAN METODE SIMCA UNTUK
KLASIFIKASI KOPI LIBERIKA TUNGKAL JAMBI DAN",,show,9,2022-06-09 06:51:57,archive,"Tungkal Composite Jambi Liberika Coffee is one of the top qualities of Indonesian coffees that has received a
geographic indication certificate (IGs). With its limited production and high prices, currently Tungkal Jambi
Liberika coffee is one of the coffees that is prone to being counterfeited. The counterfeiting of Tungkal Jambi
Liberika coffee is increasingly difficult to identify, especially in the form of ground roasted coffee. This study
evaluated the potential application of UV spectroscopy technology to classify Tungkal Jambi Liberika coffee (with
geographic indications) and normal Probolinggo Liberika coffee (non- geographic indications). A total of 120
samples for each Liberika coffee were prepared weighing 1 gram for each sample. Spectra measurements were
carried out in the form of a coffee solution. Spectral data were taken using a UV-visible spectrometer with a
wavelength interval of 200-400 nm (Genesys™ 10S UV-Vis, Thermo Scientific, USA). By using the average
transformed spectra in the 250-350 nm interval, the differences between the two types of Liberika coffee can be
clearly seen, especially at some wavelength peaks, namely 270 nm, 300 nm, 315 nm and 346 nm. The classification
accuracy obtained for the SIMCA classification is 100% for both Tungkal Jambi Liberika and Probolinggo
Liberika coffee.
Keywords: authentication, classification accuracy, Tungkal Jambi Liberika coffee, SIMCA, UV
Spectroscopy",['S1'],,,,,,TRUE,,,,,published,,,Jurnal Teknik Pertanian Lampung,,2302-559X,,10.0,,,,,,,,
25,"[{'id': 'kikidwidiantoro27@gmail.com', 'name': {'family': 'Okvidiantoro', 'honourific': None, 'lineage': None, 'given': 'Kiki Dwi'}}, {'id': 'ahmad.tusip@fp.unila.ac.id', 'name': {'given': 'Ahmad', 'honourific': None, 'family': 'Tusi', 'lineage': None}}, {'id': 'budianto.lanya@fp.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Lanya', 'given': 'Budianto'}}]",disk0/00/00/34/85,article,['FP18'],Universitas padjajaran,"[{'main': '8827-17835-1-PB.pdf', 'docid': 25130, 'files': [{'objectid': 25130, 'uri': 'http://repository.lppm.unila.ac.id/id/file/108732', 'datasetid': 'document', 'filesize': 715186, 'fileid': 108732, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2019-05-09 03:16:27', 'hash': '989b5073937fd085a680e687eb922c2f', 'filename': '8827-17835-1-PB.pdf'}], 'format': 'archive', 'pos': 6, 'formatdesc': 'Aplikasi Irigasi Sprinker Portabel', 'uri': 'http://repository.lppm.unila.ac.id/id/document/25130', 'rev_number': 2, 'eprintid': 3485, 'security': 'public', 'license': 'cc_public_domain', 'placement': 6, 'mime_type': 'application/pdf', 'language': 'en', 'content': 'published'}, {'format': 'archive', 'pos': 7, 'formatdesc': 'Aplikasi Irigasi Sprinker Portabel', 'uri': 'http://repository.lppm.unila.ac.id/id/document/25132', 'rev_number': 4, 'docid': 25132, 'main': 'pdf', 'files': [{'objectid': 25132, 'uri': 'http://repository.lppm.unila.ac.id/id/file/108753', 'fileid': 108753, 'mime_type': 'application/xml', 'mtime': '2019-05-09 03:20:24', 'hash_type': 'MD5', 'hash': '0c9f802f4db79303543ca05c3f0bde0b', 'filename': 'pdf', 'datasetid': 'document', 'filesize': 26896}], 'language': 'id', 'mime_type': 'application/xml', 'content': 'published', 'eprintid': 3485, 'security': 'public', 'license': 'cc_by_nc_4', 'placement': 7}]",pub,http://repository.lppm.unila.ac.id/id/eprint/3485,public,2019-05-15 02:04:46,605,2019-05-15 02:04:46,3485,APLIKASI IRIGASI PORTABLE SPRINKLER PADA TANAMAN PAKCOY (BRASSICA JUNCEA L.) DI DESA MARGA AGUNG KECAMATAN JATI AGUNG LAMPUNG SELATAN,,show,15,2019-05-15 02:04:46,archive,"Mayoritas petani di Desa Marga Agung menggunakan air hujan sebagai sumber air untuk
memenuhi kebutuhan air tanaman. Pada musim kemarau, petani tidak dapat melakukan aktivitas
budidaya tanaman karena terbatasnya sumber air. Upaya yang dapat dilakukan untuk
meningkatkan produksi dan efesiensi pemakaian air irigasi yang tepat guna yaitu dengan
menggunakan irigasi sprinkler. Penelitian bertujuan untuk mengetahui kinerja dan aplikasi portable
sprinkler pada budidaya tanaman pakcoy (Brassica juncea L.). Hasil menunjukkan laju infiltrasi
tanah (52 mm/jam) di lokasi penelitian lebih besar dibandingkan laju aplikasi sprinkler sebesar
(6.49 mm/jam), sehingga pada saat dilakukan penyiraman tidak terjadi aliran permukaan (run off).
Nilai koefisien keseragaman/coeficient uniformity (CU) sebesar 53.13%. Rendahnya nilai koefisien
keseragaman yang diperoleh disebabkan karena penggunaan metode single nozzle head sprinkler
dan tingginya kecepatan angin yang terjadi di lokasi penelitian sebesar 0.66 m/det. Hasil produksi
tanaman pakcoy sebesar 1.7 kg/m2 dengan berat per tanaman 70 gram/tanaman.",['S1'],http://jurnal.unpad.ac.id/teknotan,,,30-36,,TRUE,,,,,published,['Universitas Lampung'],,Jurnal Teknotan,[{'url': 'http://jurnal.unpad.ac.id/teknotan/article/view/8827'}],2528-6285,1.0,10.0,Doi 10.24198/jt,,,,,,,
26,"[{'name': {'honourific': None, 'family': 'Pratama', 'lineage': None, 'given': 'Agung'}, 'id': None}, {'name': {'lineage': None, 'honourific': None, 'family': 'Amin', 'given': 'Mohamad'}, 'id': None}, {'id': 'Shandiasmara@yahoo.com', 'name': {'honourific': None, 'family': 'Asmara', 'lineage': None, 'given': 'Sandi'}}, {'id': None, 'name': {'family': 'Rosadi', 'honourific': None, 'lineage': None, 'given': 'Bustomi'}}]",disk0/00/02/87/28,other,['FP18'],Universitas Lampung,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/42787', 'pos': 1, 'format': 'text', 'files': [{'fileid': 254866, 'mime_type': 'application/pdf', 'mtime': '2021-03-30 17:21:12', 'hash_type': 'MD5', 'hash': '28443199d9076caf01016048c794df58', 'filename': 'Scan2020-Reviewer Penelitian5.pdf', 'datasetid': 'document', 'filesize': 1300536, 'objectid': 42787, 'uri': 'http://repository.lppm.unila.ac.id/id/file/254866'}], 'main': 'Scan2020-Reviewer Penelitian5.pdf', 'docid': 42787, 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 28728}, {'content': 'other', 'language': 'en', 'mime_type': 'application/xml', 'placement': 2, 'security': 'public', 'eprintid': 28728, 'uri': 'http://repository.lppm.unila.ac.id/id/document/42788', 'rev_number': 3, 'pos': 2, 'format': 'text', 'files': [{'objectid': 42788, 'uri': 'http://repository.lppm.unila.ac.id/id/file/254869', 'datasetid': 'document', 'filesize': 26612, 'mime_type': 'application/xml', 'fileid': 254869, 'filename': 2466, 'hash': '64549753779b72354273d57001300d88', 'hash_type': 'MD5', 'mtime': '2021-03-30 17:21:46'}], 'docid': 42788, 'main': 2466}]",unpub,http://repository.lppm.unila.ac.id/id/eprint/28728,public,2021-03-31 02:14:57,432,2021-03-31 02:14:57,28728,Analisis Spasial Lahan Pertanian Pangan Berkelanjutan (LP2B) di Kabupaten Pesawaran,Bandar Lampung,show,10,2021-03-31 02:14:57,archive,Lembar Hasil Penilaian Reviewer Jurnal Teknik Pertanian Lampung,['S1'],,,,,,,,,,,,,,,,,,,,,,,,,,
27,"[{'name': {'given': 'Winda', 'lineage': None, 'family': 'Rahmawati', 'honourific': None}, 'id': 'winda.rahmawati@fp.unila.ac.id'}, {'name': {'lineage': None, 'honourific': None, 'family': 'Suharyatun', 'given': 'Siti'}, 'id': 'siti.suharyatun@fp.unila.ac.id'}, {'name': {'honourific': None, 'family': 'sugianti', 'lineage': None, 'given': 'cicih'}, 'id': 'cicih.sugianti@fp.unila.ac.id'}]",disk0/00/01/68/83,article,['FP18'],,"[{'content': 'presentation', 'mime_type': 'application/msword', 'language': 'en', 'security': 'validuser', 'placement': 1, 'eprintid': 16883, 'date_embargo': '2020-12-18', 'rev_number': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/29986', 'format': 'text', 'pos': 1, 'files': [{'mime_type': 'application/msword', 'fileid': 143436, 'hash': '02c2901d4e7d5b720d49f9a938af76d8', 'filename': 'Makalah-Seminar Palembang-2019 Winda Rahmawati1.doc', 'mtime': '2019-11-18 05:04:18', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 135680, 'objectid': 29986, 'uri': 'http://repository.lppm.unila.ac.id/id/file/143436'}], 'main': 'Makalah-Seminar Palembang-2019 Winda Rahmawati1.doc', 'docid': 29986}]",pub,http://repository.lppm.unila.ac.id/id/eprint/16883,restricted,2019-11-18 07:14:43,1160,2019-11-18 07:14:43,16883,"Model Jaringan Syaraf Tiruan untuk Memprediksi 
Indeks Plastisitas Tanah",,show,9,2019-11-18 07:14:43,archive,"Soil index plasticity is an important soil physical property of the soil related to the tillage intensity , especially if it is done by machine such as a tractor. This study aim is to build an artificial neural network (ANN) model that connects the soil texture with the  soil index plasticity. The research was conducted in several stages, namely: (1) soil texture determination, plastic limit and liquid limit in the laboratory, (2) plasticity index calculation, (3) Soil texture-soil plasticity index ANN model built. ANN models are created using 3 input variables, namely x1: clay content, x2: silt content and x3: sand content. The model uses 2 layers, with a logsig-tangig-purelin activation function. The results of the model training resulted in a RMSE (Root Mean Square Error) value of 1.6542 and an R2 value of 0.9570. Model validation produces a correlation value of predictive data and R2 observation data of 0.9332
Keywords: artificial neural network models, soil consistency, soil physical properties, soil texture",['S1'],,,,,,FALSE,,,,,,,,"Prosiding Seminar Nasional Lahan Suboptimal 2019, Palembang  4-5 September 2019 “Smart Farming yang Berwawasan Lingkungan untuk Kesejahteraan Petani”",,,,,,winda.rahmawati@fp.unila.ac.id,,,,,,
28,"[{'id': 'odiyanti66@gmail.com', 'name': {'lineage': None, 'family': 'Rodiyanti', 'honourific': None, 'given': 'Rodiyanti'}}, {'name': {'lineage': None, 'family': 'Triyono', 'honourific': None, 'given': 'Sugeng'}, 'id': 'sugeng.triyono@fp.unila.ac.id'}, {'name': {'given': 'Nugroho', 'lineage': None, 'family': 'Haryono', 'honourific': None}, 'id': None}]",disk0/00/04/61/27,article,['FP18'],Jurusan Teknik Pertanian Fakultas Pertanian Unila,"[{'files': [{'datasetid': 'document', 'filesize': 2448926, 'mime_type': 'application/pdf', 'fileid': 510109, 'hash': 'd29b5319dac8ecfef879a791750e8235', 'filename': '9 Zeolit Lengkap (Non Sinta) GEA.pdf', 'mtime': '2022-10-31 08:37:45', 'hash_type': 'MD5', 'objectid': 184954, 'uri': 'http://repository.lppm.unila.ac.id/id/file/510109'}], 'main': '9 Zeolit Lengkap (Non Sinta) GEA.pdf', 'docid': 184954, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/184954', 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 46127, 'mime_type': 'application/pdf', 'language': 'en'}]",pub,http://repository.lppm.unila.ac.id/id/eprint/46127,public,2022-10-31 08:48:31,832,2022-10-31 08:48:31,46127,9.	KINETIKA FILTRASI LIMBAH CAIR INDUSTRI TAHU DENGAN MENGGUNAKAN METODE BIOFILTER MEDIA ZEOLIT,,show,6,2022-10-31 08:48:31,archive,"Penelitian ini bertujuan untuk mengetahui kinetika reaksi air limbah industri tahu dengan menggunakan media
zeolit.  Pada penelitian ini dibuat sebuah reaktor biofilter tetap menggunakan media zeolit.  Air limbah tahu
disirkulasi melewati media dengan variasi waktu tinggal atau Hydraulic Retention Times (HRT): 0, 3, 6, 12, 24,
36, 48 jam.  Reaksi orde pertama diterapkan pada kinetika ini.  Hasil penelitian menunjukkan bahwa pH meningkat
dari 4,1 menjadi 8,02.  P total dalam air limbah menurun dari 12,1 mg/L menjadi 6,91 mg/L (penurunan 42%),
sementara P total di media meningkat dari 3,04 mg/L menjadi 5,97 mg/L saat filtrasi 48 jam.  N-NH
 menurun
dari 64,184 mg/L menjadi 12.85 mg/L (penurunan 79,9%).  Total Solids menurun dari 10,404 mg/L menjadi
4003 mg/L (penurunan 61,5%).
Kata kunci : air limbah, biofilter, zeolit
4
+",['S1'],ttps://jurnal.fp.unila.ac.id/index.php/JTP/article/view/662/604,,,,,TRUE,,,,,,,,Jurnal Teknik Pertanian Lampung,,2302-559X,,,,sugeng.triyono@fp.unila.ac.id,,,,,,
29,"[{'id': None, 'name': {'honourific': None, 'family': 'Saputra', 'lineage': None, 'given': 'Tri Wahyu'}}, {'id': 'sri.waluyo@fp.unila.ac.id', 'name': {'given': 'Sri', 'honourific': None, 'family': 'Waluyo', 'lineage': None}}, {'name': {'given': 'Andrie', 'lineage': None, 'family': 'Septiawan', 'honourific': None}, 'id': None}, {'id': None, 'name': {'honourific': None, 'family': 'Ristiyana', 'lineage': None, 'given': 'Suci'}}]",disk0_bak/00/04/98/68,article,['FP18'],Universitas Mataram,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/189525', 'rev_number': 2, 'format': 'text', 'pos': 1, 'files': [{'mime_type': 'application/pdf', 'fileid': 539934, 'filename': 'Jurnal JRPB vol 8 no 2 Thn 2020.pdf', 'hash': '81787bc99d0df820a65d0cd68c584280', 'mtime': '2020-11-15 16:26:21', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 586866, 'objectid': 189525, 'uri': 'http://repository.lppm.unila.ac.id/id/file/539934'}], 'main': 'Jurnal JRPB vol 8 no 2 Thn 2020.pdf', 'docid': 189525, 'language': 'en', 'mime_type': 'application/pdf', 'security': 'public', 'placement': 1, 'eprintid': 49868}, {'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/189531', 'format': 'text', 'pos': 7, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/539941', 'objectid': 189531, 'filesize': 1016670, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2023-04-07 10:30:54', 'filename': 'Turnitin-5. Pengembangan Model Prediksi Laju Pengeringan Pada Irisan Wortel (Daucus carota) Berbasis Regresi .pdf', 'hash': 'd1112a99b7aff882338648ad7f6d1321', 'fileid': 539941, 'mime_type': 'application/pdf'}], 'docid': 189531, 'main': 'Turnitin-5. Pengembangan Model Prediksi Laju Pengeringan Pada Irisan Wortel (Daucus carota) Berbasis Regresi .pdf', 'language': 'en', 'mime_type': 'application/pdf', 'security': 'public', 'placement': 7, 'eprintid': 49868}, {'main': 'Turnitin-5. Pengembangan Model Prediksi Laju Pengeringan Pada Irisan Wortel (Daucus carota) Berbasis Regresi .pdf', 'docid': 189532, 'files': [{'datasetid': 'document', 'filesize': 1016670, 'mime_type': 'application/pdf', 'fileid': 539943, 'hash': 'd1112a99b7aff882338648ad7f6d1321', 'filename': 'Turnitin-5. Pengembangan Model Prediksi Laju Pengeringan Pada Irisan Wortel (Daucus carota) Berbasis Regresi .pdf', 'hash_type': 'MD5', 'mtime': '2023-04-07 10:31:23', 'objectid': 189532, 'uri': 'http://repository.lppm.unila.ac.id/id/file/539943'}], 'pos': 8, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/189532', 'rev_number': 1, 'eprintid': 49868, 'placement': 8, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf'}]",pub,http://repository.lppm.unila.ac.id/id/eprint/49868,public,2023-04-08 13:27:15,439,2023-04-08 13:27:15,49868,PENGEMBANGAN MODEL PREDIKSI LAJU PENGERINGAN PADA IRISAN WORTEL (Daucus carota) BERBASIS REGRESI LINIER BERGANDA (RLB) DAN JARINGAN SYARAF TIRUAN (JST),,show,6,2023-04-08 13:27:15,archive,"Drying is a process of reducing water content as a result of heat transfer and water mass. Carrots (Daucus carota) are one of the ingredients that are often dried for additional instant food serving and their drying rate is an essential part to be studied. This research conducted to analyze the effect of thickness variations of carrot slices and developed prediction models for dry rate. The samples were fresh carrot slices at a thickness of 2 mm, 4 mm, and 6 mm with a water content of 90.72%. The measurement time was every 0.5 hours for 5.5 hours of drying with three replications. The one-way ANOVA test and DMRT resulted in a significant difference of each carrot slices thickness to dry rate with a significance level of 99%. Two prediction models were developed, namely the Multiple Linear Regression model (MLR) and the Artificial Neural Network model (ANN). Training and validation of the RLB model resulted in RMSE values of 10.622 and 10.409, then R2 values of 0.66 and 0.64. While training and validation of the ANN model resulted in RMSE values of 1.237 and 2.099 then R2 values of 0.996 and 0.992.",['S1'],https://jrpb.unram.ac.id/index.php/jrpb/article/view/191,,,209-218,,TRUE,,,,,,,,Jurnal Rekayasa Pertanian dan Biosistem,,"2301-8119,",2.0,8.0,,,25380.0,,,,,
30,"[{'id': 'dodisetiawan323@gmail.com', 'name': {'given': 'Dodi', 'honourific': None, 'family': 'Setiawan', 'lineage': None}}, {'id': None, 'name': {'lineage': None, 'honourific': None, 'family': 'Amin', 'given': 'M'}}, {'name': {'given': 'Sandi', 'lineage': None, 'honourific': None, 'family': 'Asmara'}, 'id': 'Shandiasmara@yahoo.com'}, {'id': 'zahabridwan@gmail.com', 'name': {'given': 'Ridwan', 'family': 'Ridwan', 'honourific': None, 'lineage': None}}]",disk0/00/02/87/83,other,['FP18'],Universitas Lampung,"[{'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/42847', 'rev_number': 1, 'docid': 42847, 'main': 'Scan2020-Reviewer Penelitian9.pdf', 'files': [{'filesize': 1301964, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2021-03-31 05:16:07', 'hash': '33a010a97ea9956f10b6e73d10101bef', 'filename': 'Scan2020-Reviewer Penelitian9.pdf', 'fileid': 255314, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/255314', 'objectid': 42847}], 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 28783, 'placement': 1, 'security': 'public'}, {'content': 'other', 'mime_type': 'application/xml', 'language': 'en', 'security': 'public', 'placement': 2, 'eprintid': 28783, 'uri': 'http://repository.lppm.unila.ac.id/id/document/42849', 'rev_number': 3, 'format': 'text', 'pos': 2, 'files': [{'datasetid': 'document', 'filesize': 26876, 'mime_type': 'application/xml', 'fileid': 255323, 'filename': 2512, 'hash': '55f416d9c281c43875e6fbb2ca0a49b1', 'hash_type': 'MD5', 'mtime': '2021-03-31 05:16:59', 'objectid': 42849, 'uri': 'http://repository.lppm.unila.ac.id/id/file/255323'}], 'docid': 42849, 'main': 2512}]",unpub,http://repository.lppm.unila.ac.id/id/eprint/28783,public,2021-04-01 01:57:10,432,2021-04-01 01:57:10,28783,Aplikasi Sistem Informasi Geografis untuk Analisis Potensi Alat dan Mesin Pertanian Kabupaten Lampung Tengah.,Bandar Lampung,show,13,2021-04-01 01:57:10,archive,Lembar Hasil Penilaian Peer Review Jurnal Teknik Pertanian Lampung,['S1'],,,,,,,,,,,,,,,,,,,,,,,,,,
