,pagerange,datestamp,userid,lastmod,uri,full_text_status,refereed,ispublished,number,documents,publisher,divisions,type,date,dir,publication,issn,creators,subjects,abstract,eprint_status,status_changed,volume,rev_number,metadata_visibility,title,date_type,eprintid,official_url,contact_email,id_number,pres_type,event_title,event_location,event_type,event_dates,corp_creators,related_url,contributors,place_of_pub,isbn,pages,funders,projects,succeeds,keywords,referencetext,output_media
10,,2021-09-13 01:29:56,988,2021-09-13 01:29:56,http://repository.lppm.unila.ac.id/id/eprint/33838,public,,pub,,"[{'eprintid': 33838, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf', 'docid': 154077, 'main': 'Bukti Kehadiran Seminar ICB2 Udin.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/400366', 'objectid': 154077, 'filename': 'Bukti Kehadiran Seminar ICB2 Udin.pdf', 'hash': '68dceb21d1db6a4df2e80b11a39f3636', 'mtime': '2021-09-10 21:42:44', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 400366, 'filesize': 1018386, 'datasetid': 'document'}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/154077'}]",ICB,['FP18'],other,1970-01-01 00:00:00.000002017,disk0/00/03/38/38,,,"[{'name': {'given': 'Agus', 'lineage': None, 'honourific': None, 'family': 'Haryanto'}, 'id': 'agus.haryanto@fp.unila.ac.id'}]",['S1'],Tidak ada,archive,2021-09-13 01:29:56,,7,show,Bukti Kehadiran Seminar ICB2 Udin,completed,33838,,,,,,,,,['Universitas Lampung'],,"[{'name': {'given': 'Agus', 'honourific': None, 'family': 'Haryanto', 'lineage': None}, 'id': 'agus.haryanto@fp.unila.ac.id', 'type': 'http://www.loc.gov/loc.terms/relators/AUT'}]",,,,,,,,,
11,,2021-09-13 01:31:27,988,2021-09-13 01:31:27,http://repository.lppm.unila.ac.id/id/eprint/33860,public,,pub,,"[{'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/154097', 'docid': 154097, 'main': 'Bukti Korespondensi 9 [IJRED1] 2017.pdf', 'files': [{'fileid': 400508, 'mime_type': 'application/pdf', 'mtime': '2021-09-11 02:09:15', 'hash_type': 'MD5', 'filename': 'Bukti Korespondensi 9 [IJRED1] 2017.pdf', 'hash': '2167a85e6981b12bbc88d34a5380adca', 'datasetid': 'document', 'filesize': 307627, 'objectid': 154097, 'uri': 'http://repository.lppm.unila.ac.id/id/file/400508'}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 33860, 'placement': 1, 'security': 'public'}]",Gmail,['FP18'],other,1970-01-01 00:00:00.000002017,disk0/00/03/38/60,,,"[{'name': {'honourific': None, 'family': 'Haryanto', 'lineage': None, 'given': 'Agus'}, 'id': 'agus.haryanto@fp.unila.ac.id'}]",['S1'],Bukti Korespondensi,archive,2021-09-13 01:31:27,,7,show,Bukti Korespondensi: Developing A Family-Size Biogas-Fueled Electricity Generating System,completed,33860,,,,,,,,,['Universitas Lampung'],,"[{'id': 'agus.haryanto@fp.unila.ac.id', 'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'name': {'given': 'Agus', 'lineage': None, 'honourific': None, 'family': 'Haryanto'}}]",,,,,,,,,
12,,2021-09-13 01:31:22,988,2021-09-13 01:31:23,http://repository.lppm.unila.ac.id/id/eprint/33859,public,,pub,,"[{'eprintid': 33859, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en', 'docid': 154096, 'main': 'Bukti Korespondensi 8 [IJRED] 2017.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/400501', 'objectid': 154096, 'filename': 'Bukti Korespondensi 8 [IJRED] 2017.pdf', 'hash': '3866e4e0c0f70a0316a1373cd4c228e4', 'mtime': '2021-09-11 02:07:11', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 400501, 'filesize': 357702, 'datasetid': 'document'}], 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/154096'}]",Gmail,['FP18'],other,1970-01-01 00:00:00.000002017,disk0/00/03/38/59,,,"[{'id': 'agus.haryanto@fp.unila.ac.id', 'name': {'family': 'Haryanto', 'honourific': None, 'lineage': None, 'given': 'Agus'}}]",['S1'],Bukti Korespondensi,archive,2021-09-13 01:31:22,,7,show,Bukti Korespondensi: Economic Benefit and Greenhouse Gas Emission Reduction Potential of A Family-Scale Cowdung Anaerobic Biogas Digester,completed,33859,,,,,,,,,['Universitas Lampung'],,"[{'id': 'agus.haryanto@fp.unila.ac.id', 'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'name': {'lineage': None, 'honourific': None, 'family': 'Haryanto', 'given': 'Agus'}}]",,,,,,,,,
13,,2021-01-21 07:38:50,988,2021-01-21 07:38:50,http://repository.lppm.unila.ac.id/id/eprint/27412,public,TRUE,pub,,"[{'main': 'Energi Terbarukan Front Page Upload repository 2021.pdf', 'docid': 41416, 'files': [{'objectid': 41416, 'uri': 'http://repository.lppm.unila.ac.id/id/file/245151', 'datasetid': 'document', 'filesize': 1266107, 'fileid': 245151, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2021-01-21 05:12:03', 'filename': 'Energi Terbarukan Front Page Upload repository 2021.pdf', 'hash': '0e234e621b4dacc75765a91ca62de833'}], 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/41416', 'eprintid': 27412, 'security': 'public', 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",Innosain,['FP18'],book,1970-01-01 00:00:00.000002017,disk0/00/02/74/12,,,"[{'name': {'family': 'Haryanto', 'honourific': None, 'lineage': None, 'given': 'Agus'}, 'id': 'agus.haryanto@fp.unila.ac.id'}]",['T1'],Buku ini memiliki hak cipta. Hanya diupload bagian front page nya saja.,archive,2021-01-21 07:38:50,,7,show,Energi Terbarukan,published,27412,,,,,,,,,['Universitas Lampung'],,"[{'name': {'given': 'Agus', 'family': 'Haryanto', 'honourific': None, 'lineage': None}, 'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'id': 'agus.haryanto@fp.unila.ac.id'}]",Yogyakarta,978-602-6542-40-3,468.0,,,,,,
14,,2022-03-11 01:17:22,988,2022-03-11 01:17:22,http://repository.lppm.unila.ac.id/id/eprint/40096,public,,unpub,,"[{'files': [{'filesize': 6160955, 'datasetid': 'document', 'filename': 'LaporanPenelitian_Fundamental 2017 dg Kontrak.pdf', 'hash': '377d70d2733f15d949ade75dc7c7ef9f', 'mtime': '2022-03-10 22:37:38', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 448320, 'uri': 'http://repository.lppm.unila.ac.id/id/file/448320', 'objectid': 161386}], 'main': 'LaporanPenelitian_Fundamental 2017 dg Kontrak.pdf', 'docid': 161386, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/161386', 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 40096, 'language': 'en', 'mime_type': 'application/pdf'}]",Jurusan Teknik Pertanian Fakultas Pertanian Unila,['FP18'],other,1970-01-01 00:00:00.000002017,disk0/00/04/00/96,,,"[{'id': 'agus.haryanto@fp.unila.ac.id', 'name': {'given': 'Agus', 'honourific': None, 'family': 'Haryanto', 'lineage': None}}]",['S1'],Laporan Penelitian dengan Kontrak: Kinetika Sintesis Biodiesel dari Minyak Jelantah dengan Metode Transesterifi-kasi Basa yang Diperkuat Gelombang Mikro dan Gelombang Ultrasonik (Tahun II),archive,2022-03-11 01:17:22,,7,show,Laporan Penelitian dengan Kontrak: Kinetika Sintesis Biodiesel dari Minyak Jelantah dengan Metode Transesterifi-kasi Basa yang Diperkuat Gelombang Mikro dan Gelombang Ultrasonik (Tahun II),completed,40096,,,,,,,,,['Universitas Lampung'],,"[{'id': 'agus.haryanto@fp.unila.ac.id', 'name': {'given': 'Agus', 'lineage': None, 'family': 'Haryanto', 'honourific': None}}]",,,,,,,,,
15,,2022-03-09 01:06:22,988,2022-03-09 01:06:22,http://repository.lppm.unila.ac.id/id/eprint/40021,public,,unpub,,"[{'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 40021, 'uri': 'http://repository.lppm.unila.ac.id/id/document/161311', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'objectid': 161311, 'uri': 'http://repository.lppm.unila.ac.id/id/file/447707', 'datasetid': 'document', 'filesize': 5237355, 'fileid': 447707, 'mime_type': 'application/pdf', 'mtime': '2022-03-08 16:01:42', 'hash_type': 'MD5', 'filename': 'LaporanPenelitian_Stranas 2017 dg Kontrak.pdf', 'hash': '2930ae79c32e46394b7dbbe6f7bcfbd6'}], 'docid': 161311, 'main': 'LaporanPenelitian_Stranas 2017 dg Kontrak.pdf'}]",Jurusan Teknik Pertanian Fakultas Pertanian Unila,['FP18'],other,1970-01-01 00:00:00.000002017,disk0/00/04/00/21,,,"[{'name': {'given': 'Agus', 'lineage': None, 'honourific': None, 'family': 'Haryanto'}, 'id': 'agus.haryanto@fp.unila.ac.id'}]",['S1'],Laporan Penelitian dengan Kontrak: Pengembangan Listrik Tenaga Biogas Skala Kecil Melalui Proses “Dry Fermentation” (STRANAS 2017),archive,2022-03-09 01:06:22,,7,show,Laporan Penelitian dengan Kontrak: Pengembangan Listrik Tenaga Biogas Skala Kecil Melalui Proses “Dry Fermentation” (STRANAS 2017),completed,40021,,,,,,,,,['Universitas Lampung'],,"[{'id': 'agus.haryanto@fp.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Haryanto', 'given': 'Agus'}}]",,,,,,,,,
16,,2021-09-13 01:31:47,988,2021-09-13 01:31:47,http://repository.lppm.unila.ac.id/id/eprint/33867,public,,unpub,,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/154104', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'objectid': 154104, 'uri': 'http://repository.lppm.unila.ac.id/id/file/400562', 'fileid': 400562, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2021-09-11 11:53:09', 'hash': '1f69894bb6f28d15629f5787b61d86b0', 'filename': 'AgusHaryanto_UniversitasLampung_PF.pdf', 'datasetid': 'document', 'filesize': 3083087}], 'docid': 154104, 'main': 'AgusHaryanto_UniversitasLampung_PF.pdf', 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 33867}]",,['FP18'],experiment,1970-01-01 00:00:00.000002017,disk0/00/03/38/67,,,"[{'name': {'given': 'Agus', 'lineage': None, 'family': 'Haryanto', 'honourific': None}, 'id': 'agus.haryanto@fp.unila.ac.id'}]",['T1'],"Penelitian ini bertujuan untuk mengetahui kinetika reaksi transesterifikasi dalam pembuatan biodiesel dari minyak jelantah. Kinetika reaksi transesterifikasi diperlukan untuk memprediksi hasil reaksi pada suatu waktu dan kondisi tertentu. Dua variabel yang digunakan untuk menyusun model kinetika reaksi adalah suhu dan lama reaksi. Oleh karena itu penelitian ini akan menitikberatkan pengaruh kedua variabel tersebut. Variabel penting pembuatan biodiesel lainnya seperti jenis alkohol, jumlah alkohol, jenis katalis, dan jumlah
katalis, ditentukan berdasarkan kajian literatur mutakhir. Dalam penelitian ini, minyak jelantah diperoleh dari usaha kecil (pedagang gorengan) di Bandar Lampung. Minyak jelantah ini diendapkan dan dipisahkan dari partikel padat. Transesterifikasi dilakukan menggunakan pereaksi metanol pada rasio molar terhadap bahan baku 4:1, katalis NaOH 0,5% berat minyak jelantah. Setiap unit percobaan dilakukan dengan 100 gram minyak jelantah dan dengan tiga kali ulangan.
Penelitian tahun kedua ditujukan untuk mengetahui pengaruh pemberian gelombang ultrasonik dengan frekwensi 20 dan 40 Hz dalam pembuatan biodiesel dari minyak jelantah. Rancangan penelitian menggunakan variasi suhu 30, 40, 50, dan 60oC yang dikombinasikan dengan variasi lama reaksi 0,5, 1, 2, 3, 5, 6, dan 10 menit. Setelah pengendapan sekitar 1 hari, biodiesel kemudian dicuci dengan aquades hangat hingga bersih. Parameter utama yang dianalisis untuk menyusun model kinetika adalah rendemen biodiesel. Sebagai informasi tambahan, parameter lain yang diamati meliputi viskositas biodiesel, masa jenis biodiesel, bilangan asam biodiesel, dan nilai energi (heating value). Komposisi kimia untuk minyak jelantah dan biodiesel juga akan dianalisis.
Hasil penelitian menunjukkan bahwa dengan ultrasonic bath cleaner dengan frekwensi 40 kHz tidak baik digunakan sebagai sumber gelobang ultrasonic untuk membantu proses
pembuatan biodiesel. Hal ini terlihat dari efek yang ditimbulkannya, dimana gelombang yang dihasilkan tidak mampu mencampur-adukkan minyak jelantah dengan metanol. Akibatnya, biodiesel yang dihasilkan justru lebih sedikit (hanya 62,54%) dibandingkan dengan metode konvensional (mencapai 76,6%). Oleh karena itu, pada penelitian selanjutnya akan kita gunakan ultrasonicator probe yang langsung dipaparkan ke permukaan campuran minyak dan
larutan metoksida. Hasil pengujian dengan ultrasonicator mampu menciptakan putaran arus dari atas ke bawah cairan.",archive,2021-09-13 01:31:47,,7,show,Laporan Penelitian: KINETIKA SINTESIS BIODIESEL DARI MINYAK JELANTAH DENGAN METODE TRANSESTERIFIKASI BASA YANG DIPERKUAT GELOMBANG MIKRO DAN GELOMBANG ULTRASONIK (Tahun II),completed,33867,,,,,,,,,['Universitas Lampung'],,"[{'name': {'family': 'Haryanto', 'honourific': None, 'lineage': None, 'given': 'Agus'}, 'id': 'agus.haryanto@fp.unila.ac.id', 'type': 'http://www.loc.gov/loc.terms/relators/AUT'}]",,,,['DIKTI'],['FUNDAMENTAL'],,,,
17,,2021-09-13 01:31:42,988,2021-09-13 01:31:42,http://repository.lppm.unila.ac.id/id/eprint/33865,public,,unpub,,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/154102', 'pos': 1, 'format': 'text', 'files': [{'filesize': 3059744, 'datasetid': 'document', 'filename': 'AgusHaryanto_UniversitasLampung_STRANAS-dikompresi.pdf', 'hash': '60266b3b2839a19ea2e663601875e461', 'mtime': '2021-09-11 11:37:25', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 400548, 'uri': 'http://repository.lppm.unila.ac.id/id/file/400548', 'objectid': 154102}], 'main': 'AgusHaryanto_UniversitasLampung_STRANAS-dikompresi.pdf', 'docid': 154102, 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 33865}]",,['FP18'],experiment,1970-01-01 00:00:00.000002017,disk0/00/03/38/65,,,"[{'id': 'agus.haryanto@fp.unila.ac.id', 'name': {'family': 'Haryanto', 'honourific': None, 'lineage': None, 'given': 'Agus'}}]",['S1'],"Biogas merupakan sumber energi terbarukan yang dapat menjadi solusi handal bagi pemenuhan listrik di daerah dan pulau-pulau terpencil. Biogas dapat diproduksi dari berbagai bahan organic baik melalui “fermentasi anaerobik basah” maupun “fermentasi anaerobik kering.” Setelah proses clean up, biogas dapat digunakan untuk menjalankan genset guna menghasilkan listrik.
Tujuan jangka panjang dari penelitian ini adalah untuk menghasilkan sistem pembangkitan listrik dengan bahan bakar biogas yang dihasilkan dari bahan organik padat melalui proses “fermentasi kering.” Target khusus yang ingin dicapai adalah memperoleh sistem pembangkit
listrik tenaga biogas skala kecil yang dapat dioperasikan untuk memenuhi kebutuhan listrik rumah tangga di daerah atau pulau-pulau terpencil. Penelitian direncanakan selama tiga tahun dan dilakukan mulai dari laboratorium hingga skala aplikasi.
Pada tahun kedua telah dilakukan penelitian sebagai berikut:
1. Produksi biogas dari campuran rumput gajah dan kotoran sapi pada digester batch dan semi kontinyu.
2. Produksi biogas dari campuran jerami padi dan kotoran sapi pada digester semi kontinyu.
3. Persiapan uji generator skala rumah tangga (kapasitas 2500W). Pengujian akan dilakukan bekerjasama dengan PD Semangat Jaya di Negeri Katon, Kab. Pesawaran dan Prof. Tjokorda Nindhia dari Universitas Udayana, Bali.
4. Instalasi biogas skala rumah tangga dari tangka air kapasitas 2000 L. 
Hasil yang sudah diperoleh dari kegiatan di atas adalah:
(1) Rumput gajah merupakan bahan yang potensial sebagai campuran substrat untuk produksi biogas. Produksi biogas menggunakan digester tipe batch mencapai 111,72 L/kg VS removal dengan kandungan metana 31,37%.
(2) Penambahan urea dapat meningkatkan produksi biogas dari campuran rumput gajah dan kotoran sapi, mencapai 167 L/kg VS removal. Tetapi kandungan metana masih rendah (22,35%).
(3) Masalah yang dihadapi adalah rendahnya kandungan metana pada biogas. Perlakuan awal (pretreatment) perlu dilakukan untuk rumput gajah.
(4) Jerami padi juga berpotensi menjadi bahan campuran produksi biogas. Produksi biogas dari campuran jerami padi dan kotoran sapi pada rasio 1:3 menggunakan
digester semi kontinyu mencapai 885 L/VS removal. Kandungan metana cukup tinggi mencapai 50,12%.",archive,2021-09-13 01:31:42,,7,show,"Laporan Penelitian: PENGEMBANGANLISTRIK TENAGA BIOGAS SKALA
KECILMELALUI PROSES “DRY FERMENTATION” UNTUK MEMENUHI KEBUTUHAN LISTRIK MASYARAKAT TERPENCIL",completed,33865,,,,,,,,,['Universitas Lampung'],,"[{'name': {'given': 'Agus', 'honourific': None, 'family': 'Haryanto', 'lineage': None}, 'id': 'agus.haryanto@fp.unila.ac.id', 'type': 'http://www.loc.gov/loc.terms/relators/AUT'}]",,,,,,,,,
18,29-36,2017-05-29 08:08:09,988,2017-05-29 08:08:09,http://repository.lppm.unila.ac.id/id/eprint/1849,public,TRUE,pub,1,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/1702', 'format': 'text', 'pos': 1, 'files': [{'fileid': 12919, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2017-05-29 07:05:05', 'filename': 'Paper 17, IJRED 2017 Published.pdf', 'hash': 'c405c615778292ad7e2029d08411d7d2', 'datasetid': 'document', 'filesize': 842911, 'objectid': 1702, 'uri': 'http://repository.lppm.unila.ac.id/id/file/12919'}], 'main': 'Paper 17, IJRED 2017 Published.pdf', 'docid': 1702, 'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 1849}]",C-BIORE UNDIP,['FP18'],article,1970-01-01 00:00:00.000002017,disk0/00/00/18/49,Int. Journal of Renewable Energy Development,2252-4940,"[{'id': 'agus.haryanto@fp.unila.ac.id', 'name': {'honourific': None, 'family': 'Haryanto', 'lineage': None, 'given': 'Agus'}}, {'id': None, 'name': {'given': 'Dwi', 'honourific': None, 'family': 'Cahyani', 'lineage': None}}, {'id': None, 'name': {'honourific': None, 'family': 'Triyono', 'lineage': None, 'given': 'Sugeng'}}, {'id': None, 'name': {'given': 'Fauzan', 'family': 'Murdapa', 'honourific': None, 'lineage': None}}, {'name': {'given': 'Dwi', 'lineage': None, 'honourific': None, 'family': 'Haryono'}, 'id': None}]",['S1'],"The objective of this research is to evaluate economic benefit and greenhouse gas (GHG) emission reduction potential of a family-scale anaerobic cowdung biogas digester. Research was conducted at two villages in Lampung Province, namely Marga Lestari, District of South Lampung and Pesawaran Indah, District of Pesawaran. Economic benefit and GHG emission reduction potential were evaluated based on LPG saving due to biogas utilisation for cooking and slurry digestate utilisation for fertilizer substitution. Results showed that a family-scale anaerobic cowdung biogas digester demonstrated a good potential to reduce GHG emission, but not in economic. A digester with 5 heads of cow produced biogas at a rate of 1582 L/day. With average methane content of 53.6%, energy value of the biogas was equivalent to 167 kg LPG and able to substitute 52 bottles LPG annually. A family-scale biogas digester contributed 111.6 USD/year and potentially reduced GHG emission by 2674.8 kg CO2e/year. Development of family scale biogas-digesters should be integrated with organic fertilizer production and smallholder agriculture.",archive,2017-05-29 08:08:09,6.0,9,show,Economic Benefit and Greenhouse Gas Emission Reduction Potential of A Family-Scale Cowdung Anaerobic Biogas Digester,published,1849,http://ejournal.undip.ac.id/index.php/ijred/index,,10.14710/ijred.6.1.29-36,,,,,,"['The University of Lampung', 'Wageningen University', 'The University of Lampung', 'The University of Lampung', 'The University of Lampung']",,[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],,,,,,,,,
19,,2017-11-10 14:08:48,353,2017-11-10 14:08:48,http://repository.lppm.unila.ac.id/id/eprint/4967,public,FALSE,submitted,,"[{'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/18129', 'rev_number': 1, 'docid': 18129, 'main': 'IOP-ICB Juli 18 ke UH.docx', 'files': [{'datasetid': 'document', 'filesize': 554136, 'fileid': 49363, 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'mtime': '2017-11-10 13:53:45', 'hash_type': 'MD5', 'hash': 'bef51b5bec4a0adc239564f5fa05fa67', 'filename': 'IOP-ICB Juli 18 ke UH.docx', 'objectid': 18129, 'uri': 'http://repository.lppm.unila.ac.id/id/file/49363'}], 'language': 'en', 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'eprintid': 4967, 'security': 'public', 'placement': 1}]",,['FP18'],conference_item,2017-07-24 00:00:00.000000000,disk0/00/00/49/67,,,"[{'id': 'agus.haryanto@fp.unila.ac.id', 'name': {'given': 'Agus', 'lineage': None, 'honourific': None, 'family': 'Haryanto'}}, {'id': 'udinha65@gmail.com', 'name': {'given': 'Udin', 'lineage': None, 'honourific': None, 'family': 'Hasanudin'}}, {'name': {'given': 'Chandra', 'lineage': None, 'honourific': None, 'family': 'Afrian'}, 'id': None}, {'id': 'zul2007@gmail.com', 'name': {'given': 'Iskandar', 'lineage': None, 'honourific': None, 'family': 'Zulkarnain'}}]","['S1', 'T1']","This study aimed at determining biogas production from codigestion of Elephant grass and cowdung using batch digester. Fresh grass was manually chopped with a maximum length of 3 cm. Chopped grass (25 kg) was perfectly mixed with fresh cowdung (25 kg). The mixture was introduced into a 220-liter batch drum digester. The substrate was diluted with water at different rates (P1 = 50 L, P2 = 75 L, and P3 = 100 L) and was stirred thoroughly. Six digesters were prepared as duplicate for each treatment. Two other digesters containing only 25 kg cowdung diluted with 25 L water were also provided as control treatment (P0). The digesters were air tightly sealed for 70 days. Observation was conducted on daily temperature, substrate pH (initial and final), TS and VS content, biogas yield and biogas composition. Results showed that final pH of grass containing substrate was in the acidic range, namely 4.50, 4.62, 6.82, whereas that of control (P0) was normal with pH of 7.30. Digester with substrate composition 25:25:100 (cowdung:grass:water) produced the highest biogas total (524.3 L). Biogas yield of codigestion, however, was much lower as compared to that of control, namely 7.35, 16.75, and 111.72 L/kg VSr respectively for treatment P1, P2, P3. with dilution rate of 50, 75, and 100 L. Biogas produced from control digester had methane content of 53.88%. In contrast, biogas resulted from all treatments contained low methane (the highest was 31.37%). Methane yield of 39.3 L/kg TS removal was achieved from digester with dilution 100 L (P3). Mechanical pretreatment is suggested to break Elephant grass down into smaller particles prior to introducing it into the digestion process.",archive,2017-11-10 14:08:48,,8,show,Biogas production from anaerobic codigestion of cowdung and elephant grass (Pennisetum Purpureum) using batch digester,,4967,,,,paper,2nd International Confrence on Biomass,"Bogor, Indonesia",conference,"July 24-25, 2017",,,,,,,,,,,,
20,111-118,2017-11-16 02:20:02,988,2017-11-16 02:20:02,http://repository.lppm.unila.ac.id/id/eprint/4057,public,TRUE,pub,2,"[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 4057, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/16920', 'rev_number': 1, 'main': 'Paper 18, IJRED Agus Haryanto 14692-36204-2-PB.pdf', 'docid': 16920, 'files': [{'mime_type': 'application/pdf', 'fileid': 41391, 'filename': 'Paper 18, IJRED Agus Haryanto 14692-36204-2-PB.pdf', 'hash': '788d6a394fb8f2939a6b2e5dd24fa537', 'mtime': '2017-10-16 10:10:19', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 647013, 'objectid': 16920, 'uri': 'http://repository.lppm.unila.ac.id/id/file/41391'}]}]",C-BIORE UNDIP,['FP18'],article,2017-07-01 00:00:00.000000000,disk0/00/00/40/57,Int. Journal of Renewable Energy Development,2252-4940,"[{'id': 'agus.haryanto@fp.unila.ac.id', 'name': {'given': 'Agus', 'lineage': None, 'honourific': None, 'family': 'Haryanto'}}, {'name': {'given': 'Fadli', 'family': 'Marotin', 'honourific': None, 'lineage': None}, 'id': None}, {'id': 'sugeng.triyono@fp.unila.ac.id', 'name': {'family': 'Triyono', 'honourific': None, 'lineage': None, 'given': 'Sugeng'}}, {'id': 'udinha65@gmail.com', 'name': {'given': 'Udin', 'honourific': None, 'family': 'Hasanudin', 'lineage': None}}]","['S1', 'TP']","The purpose of this study is to develop a family-size biogas-fueled electricity generating system consisting of anaerobic digester, bio-filter scrubber, and power generating engine. Biogas was produced from a pilot scale wet anaerobic digester (5-m3 capacity). The biogas was filtered using bio-scrubber column filled with locally made compost to reduce hydrogen sulfide (H2S) content. Biogas composition was analysed using a gas chromatograph and its H2S level was measured using a H2S detector. A 750-W four stroke power generating engine was used with 100% biogas. Biogas consumed by the generator engine was measured at different load from 100 to 700 W (13.3 to 93.3% of the rated power). Three replications for each load experiment were taken. Results showed that the total biogas yield was 1.91 m3/day with methane content of 56.48% by volume. Bio-filter successfully reduced H2S content in the biogas by 98% (from 400 ppm to 9 ppm). Generator engine showed good performance during the test with average biogas consumption of 415.3 L/h. Specific biogas consumption decreased from 5.05 L/Wh to 1.15 L/Wh at loads of 100 W to 700 W, respectively. Thermal efficiency increased with loads from 6.4% at 100 W to 28.1
at 700 W. The highest thermal efficiency of 30% was achieved at a load of 600 W (80% of the rated power) with specific biogas consumption of 1.07 L/Wh.",archive,2017-11-16 02:20:02,6.0,7,show,Developing A Family-Size Biogas-Fueled Electricity Generating System,published,4057,,,10.14710/ijred.6.2.111-118,,,,,,['University of Lampung'],,[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],,,,,,,,,
