,datestamp,userid,lastmod,full_text_status,uri,refereed,ispublished,number,documents,publisher,divisions,type,dir,publication,creators,issn,subjects,abstract,status_changed,eprint_status,related_url,rev_number,volume,metadata_visibility,title,eprintid,date_type,isbn,pages,book_title,pagerange,official_url,contributors,event_location,event_title,event_dates,event_type,pres_type,monograph_type,succeeds,corp_creators,place_of_pub
10,2023-02-28 01:22:28,709,2023-02-28 01:22:28,public,http://repository.lppm.unila.ac.id/id/eprint/48628,,inpress,,"[{'docid': 187978, 'main': 'Kontrak_Alih Kode dan Campur Kode dalam Grup Whatsapp Berbahasa Indonesia.pdf', 'files': [{'objectid': 187978, 'uri': 'http://repository.lppm.unila.ac.id/id/file/530154', 'fileid': 530154, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2023-02-27 14:55:32', 'filename': 'Kontrak_Alih Kode dan Campur Kode dalam Grup Whatsapp Berbahasa Indonesia.pdf', 'hash': '9b5c554b6dec61dd6abad6c8f83fff29', 'datasetid': 'document', 'filesize': 16318326}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/187978', 'rev_number': 2, 'eprintid': 48628, 'placement': 1, 'security': 'public', 'language': 'id', 'mime_type': 'application/pdf', 'content': 'other'}]",Universitas Lampung,['FKIP14'],other,disk0_bak/00/04/86/28,,"[{'name': {'honourific': None, 'family': 'Nurlaksana eko', 'lineage': None, 'given': 'Nurlaksana eko'}}]",,['L1'],,2023-02-28 01:22:28,archive,,8,,show,Kontrak Penelitian Alih Kode dan Campur Kode dalam Grup Whatsapp Berbahasa Indonesia Sivitas Akademika di FKIP Universitas Lampung,48628,,,,,,,,,,,,,,,,
11,2023-02-28 01:22:26,709,2023-02-28 01:22:26,public,http://repository.lppm.unila.ac.id/id/eprint/48627,,inpress,,"[{'rev_number': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/187977', 'format': 'text', 'pos': 1, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/530146', 'objectid': 187977, 'hash': '319bd3ce842a77c44bd320cd957db577', 'filename': 'Kontrak dan Pengesahan_Analisis Konstrastif Fonologis Bahasa Indonesia dan Bahasa Mahasiswa Asing.pdf', 'hash_type': 'MD5', 'mtime': '2023-02-27 14:46:59', 'mime_type': 'application/pdf', 'fileid': 530146, 'filesize': 17021825, 'datasetid': 'document'}], 'main': 'Kontrak dan Pengesahan_Analisis Konstrastif Fonologis Bahasa Indonesia dan Bahasa Mahasiswa Asing.pdf', 'docid': 187977, 'content': 'other', 'mime_type': 'application/pdf', 'language': 'id', 'security': 'public', 'placement': 1, 'eprintid': 48627}]",Universitas Lampung,['FKIP14'],other,disk0_bak/00/04/86/27,,"[{'name': {'given': 'Nurlaksana eko', 'lineage': None, 'honourific': None, 'family': 'Nurlaksana eko'}}]",,['L1'],,2023-02-28 01:22:26,archive,,8,,show,Kontrak Penelitian Analisis Kontrastif Fonologis Bahasa Indonesia dan Bahasa Mahasiswa Asing Prodi Pendidikan Bahasa dan Sastra Indonesia JPBS FKIP Universitas Lampung,48627,,,,,,,,,,,,,,,,
12,2023-02-28 01:22:30,709,2023-02-28 01:22:30,public,http://repository.lppm.unila.ac.id/id/eprint/48629,,inpress,,"[{'docid': 187979, 'main': 'Kontrak dan Pengesahan_Kesantunan Bertutur dalam Grup Whatsapp Sivitas Akademika Jurusan.pdf', 'files': [{'datasetid': 'document', 'filesize': 16652732, 'mime_type': 'application/pdf', 'fileid': 530162, 'filename': 'Kontrak dan Pengesahan_Kesantunan Bertutur dalam Grup Whatsapp Sivitas Akademika Jurusan.pdf', 'hash': '6e56bed77108a22ec11e535d664a74f1', 'hash_type': 'MD5', 'mtime': '2023-02-27 15:00:29', 'objectid': 187979, 'uri': 'http://repository.lppm.unila.ac.id/id/file/530162'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/187979', 'rev_number': 2, 'eprintid': 48629, 'security': 'public', 'placement': 1, 'language': 'id', 'mime_type': 'application/pdf', 'content': 'other'}]",Universitas Lampung,['FKIP14'],other,disk0_bak/00/04/86/29,,"[{'name': {'honourific': None, 'family': 'Nurlaksana eko', 'lineage': None, 'given': 'Nurlaksana eko'}}]",,['L1'],,2023-02-28 01:22:30,archive,,8,,show,Kontrak Penelitian Kesantunan Bertutur dalam Grup Whatsapp Sivitas Akademika Jurusan Pendidikan Bahasa dan Seni FKIP Universitas Lampung,48629,,,,,,,,,,,,,,,,
13,2023-02-28 01:22:33,709,2023-02-28 01:22:33,public,http://repository.lppm.unila.ac.id/id/eprint/48630,,inpress,,"[{'main': 'Kontrak dan Pengesahan_Tindak Tutur Menolak dalam Bahasa Indonesia.pdf', 'docid': 187980, 'files': [{'objectid': 187980, 'uri': 'http://repository.lppm.unila.ac.id/id/file/530170', 'fileid': 530170, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2023-02-27 15:02:57', 'hash': '25cab47d3e5be844537c527c94ba4eac', 'filename': 'Kontrak dan Pengesahan_Tindak Tutur Menolak dalam Bahasa Indonesia.pdf', 'datasetid': 'document', 'filesize': 16531632}], 'pos': 1, 'format': 'text', 'rev_number': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/187980', 'eprintid': 48630, 'placement': 1, 'security': 'public', 'language': 'id', 'mime_type': 'application/pdf', 'content': 'other'}]",Universitas Lampung,['FKIP14'],other,disk0_bak/00/04/86/30,,"[{'name': {'given': 'Nurlaksana eko', 'family': 'Nurlaksana eko', 'honourific': None, 'lineage': None}}]",,['L1'],,2023-02-28 01:22:33,archive,,8,,show,Kontrak Penelitian Tindak Tutur Menolak dalam Bahasa Indonesia Anak Usia Sekolah Dasar,48630,,,,,,,,,,,,,,,,
14,2023-02-28 01:22:24,709,2023-02-28 01:22:24,public,http://repository.lppm.unila.ac.id/id/eprint/48626,,inpress,,"[{'eprintid': 48626, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'id', 'content': 'other', 'main': 'Kontrak dan Pengesahan_Kesantunan Berbahasa Tulis dalam Diskusi Kelas Kuliah Daring.pdf', 'docid': 187976, 'files': [{'filesize': 15071851, 'datasetid': 'document', 'filename': 'Kontrak dan Pengesahan_Kesantunan Berbahasa Tulis dalam Diskusi Kelas Kuliah Daring.pdf', 'hash': 'b3174f9faa9b310a1cc4b75e1966bf41', 'mtime': '2023-02-27 14:40:57', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 530138, 'uri': 'http://repository.lppm.unila.ac.id/id/file/530138', 'objectid': 187976}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/187976', 'rev_number': 2}]",Universitas Lampung,['FKIP14'],other,disk0_bak/00/04/86/26,,"[{'name': {'given': 'Nurlaksana eko', 'lineage': None, 'honourific': None, 'family': 'Nurlaksana eko'}}]",,['L1'],,2023-02-28 01:22:24,archive,,8,,show,Kontrak Penelitian berjudul Kesantunan Berbahasa Tulis dalam Diskusi Kelas Kuliah Daring Mahasiswa Pendidikan Bahasa dan Seni FKIP Universitas Lampung,48626,,,,,,,,,,,,,,,,
15,2022-01-26 10:04:34,19911,2022-01-26 10:04:34,public,http://repository.lppm.unila.ac.id/id/eprint/38385,FALSE,pub,2.0,"[{'content': 'published', 'mime_type': 'application/xml', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 38385, 'formatdesc': 'Artikel', 'uri': 'http://repository.lppm.unila.ac.id/id/document/159481', 'rev_number': 5, 'format': 'text', 'pos': 1, 'files': [{'objectid': 159481, 'uri': 'http://repository.lppm.unila.ac.id/id/file/435114', 'mime_type': 'application/xml', 'fileid': 435114, 'hash': '940d46058e6b15b556bee3a9fa86d48a', 'filename': 23627, 'hash_type': 'MD5', 'mtime': '2022-01-20 16:54:49', 'datasetid': 'document', 'filesize': 29601}], 'docid': 159481, 'main': 23627}, {'rev_number': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/159484', 'formatdesc': 'Reviewer', 'pos': 2, 'format': 'text', 'files': [{'objectid': 159484, 'uri': 'http://repository.lppm.unila.ac.id/id/file/435130', 'datasetid': 'document', 'filesize': 1994685, 'fileid': 435130, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2022-01-26 05:42:14', 'filename': 'Review Eko dan Iing (Heru).pdf', 'hash': '56d6eea05fa523cbcc626b9f26c5f129'}], 'main': 'Review Eko dan Iing (Heru).pdf', 'docid': 159484, 'mime_type': 'application/pdf', 'language': 'en', 'placement': 2, 'security': 'public', 'eprintid': 38385}]","<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">Pendidikan Bahasa dan Sastra Indonesia</font></font>",['FKIP14'],article,disk0/00/03/83/85,"<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">Jurnal Kata (Bahasa, Sastra, dan Pembelajarannya)</font></font>","[{'name': {'lineage': None, 'family': 'Prasetyo', 'honourific': None, 'given': 'Heru'}, 'id': 'heruprasetyo59@gmail.com'}, {'id': 'ayu.setiyo@fkip.unila.ac.id', 'name': {'given': 'Ayu Setiyo', 'lineage': None, 'family': 'Putri', 'honourific': None}}, {'id': None, 'name': {'honourific': None, 'family': 'Husna', 'lineage': None, 'given': 'Siti Asmaul'}}]","<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">2338-8153</font></font>",['PN'],"Language style in a poem is not only useful as a function of beauty, but also a means to communicate an event. Diction or word choice is raised to present a hidden beauty. This study aims to describe the form of language style that is present in the poem ""Sumpah Abadi"" by Dee Lestari. The method used in this research is descriptive qualitative. The technique used in data collection is observation, reading notes and literature study. The results showed that the poem ""Sumpah Abadi"" displays a number of language styles including language style based on word choice, language style based on tone, language style based on sentence structure, language style based on direct or indirect meaning.",2022-01-26 10:04:34,archive,[{'url': 'http://jurnal.fkip.unila.ac.id/index.php/BINDO1/article/view/23627'}],6,9.0,show,ANALISIS GAYA BAHASA PUISI SUMPAH ABADI KARYA DEE LESTARI: KAJIAN STILISTIKA,38385,,,,,52-58,http://jurnal.fkip.unila.ac.id/index.php/BINDO1/article/view/23627,,,,,,,,38172.0,,
16,2022-01-27 08:01:31,3254,2022-01-27 08:01:31,public,http://repository.lppm.unila.ac.id/id/eprint/38513,TRUE,unpub,,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 38513, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/159626', 'rev_number': 1, 'main': 'PENILAI JURNAL 1 DAN 2.pdf', 'docid': 159626, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/436136', 'objectid': 159626, 'filesize': 1356576, 'datasetid': 'document', 'mtime': '2022-01-27 06:51:27', 'hash_type': 'MD5', 'filename': 'PENILAI JURNAL 1 DAN 2.pdf', 'hash': '413a1dd4e8a16266f689dff05ce5482d', 'fileid': 436136, 'mime_type': 'application/pdf'}]}]",Jurnal Griya Cendekia,['FKIP14'],other,disk0/00/03/85/13,,"[{'name': {'given': 'S. Meirita', 'family': 'Siska Meirita, S.Pd., M.Pd.', 'honourific': None, 'lineage': None}, 'id': 'siska.meirita@fkip.unila.ac.id'}]",,['L1'],Peer Reviewer Jurnal Transformasi Sastra Lisan Syaer dalam Pertunjukan Tari,2022-01-27 08:01:31,archive,,9,,show,Peer Reviewer Jurnal Transformasi Sastra Lisan Syaer dalam Pertunjukan Tari,38513,,,,,,,[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],,,,,,,,['FKIP PRODI PENDIDIKAN BAHASA DAN SASTRA INDONESIA DAN DAERAH'],
17,2022-01-28 08:33:12,538,2022-01-28 08:33:12,public,http://repository.lppm.unila.ac.id/id/eprint/38643,,pub,,"[{'main': 'Lintas Budaya dalam Pembelajaran Berbicara Bagi Peserta BIPA Darmasiswa di Universitas Lampung.pdf', 'docid': 159749, 'files': [{'datasetid': 'document', 'filesize': 1271363, 'fileid': 437087, 'mime_type': 'application/pdf', 'mtime': '2022-01-25 13:41:29', 'hash_type': 'MD5', 'hash': '5cd3684319f75252a65c18a4fdef75fa', 'filename': 'Lintas Budaya dalam Pembelajaran Berbicara Bagi Peserta BIPA Darmasiswa di Universitas Lampung.pdf', 'objectid': 159749, 'uri': 'http://repository.lppm.unila.ac.id/id/file/437087'}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/159749', 'rev_number': 2, 'eprintid': 38643, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en'}]",APPBIPA,['FKIP14'],other,disk0/00/03/86/43,,"[{'name': {'given': 'Sumarti', 'honourific': None, 'family': 'Sumarti', 'lineage': None}, 'id': 'gragemarti@yahoo.co.id'}]",,"['L1', 'LB1501', 'LC5201']",Form Review Lintas Budaya dalam Pembelajaran Berbicara Bagi Peserta BIPA Darmasiswa di Universitas Lampung,2022-01-28 08:33:12,archive,,6,,show,Form Review Lintas Budaya dalam Pembelajaran Berbicara Bagi Peserta BIPA Darmasiswa di Universitas Lampung,38643,,,,,,http://kipbipa.appbipa.or.id,,,,,,,,38341.0,,
18,2022-01-27 01:21:55,538,2022-01-27 01:21:55,public,http://repository.lppm.unila.ac.id/id/eprint/38464,,pub,,"[{'files': [{'datasetid': 'document', 'filesize': 1812965, 'mime_type': 'application/pdf', 'fileid': 435740, 'filename': 'Jurn. Internasional Indonesian Languange Learning.pdf', 'hash': 'ea59f2547e8ff5c5d7dcad25963bd9b7', 'mtime': '2022-01-25 12:50:17', 'hash_type': 'MD5', 'objectid': 159564, 'uri': 'http://repository.lppm.unila.ac.id/id/file/435740'}], 'docid': 159564, 'main': 'Jurn. Internasional Indonesian Languange Learning.pdf', 'rev_number': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/159564', 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 38464, 'language': 'en', 'mime_type': 'application/pdf'}]",academy publisher,['FKIP14'],other,disk0/00/03/84/64,,"[{'id': 'gragemarti@yahoo.co.id', 'name': {'given': 'Sumarti', 'lineage': None, 'honourific': None, 'family': 'Sumarti'}}]",,"['L1', 'LB1501', 'LC5201']",This is a Review Article under the title of Indonesian Language Learning Based on Teacher's Directive Speech Act Strategy,2022-01-27 01:21:55,archive,,6,,show,Review Article of Indonesian Language Learning Based on Teacher's Directive Speech Act Strategy,38464,,,,,,http://www.academypublication.com,,,,,,,,38337.0,,
19,2022-01-26 10:02:17,538,2022-01-26 10:02:17,public,http://repository.lppm.unila.ac.id/id/eprint/38332,,pub,,"[{'security': 'public', 'placement': 1, 'eprintid': 38332, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/434663', 'objectid': 159407, 'filesize': 1777021, 'datasetid': 'document', 'hash': '3298ff3dce0ec7c85d65cbbf8e9b0ade', 'filename': 'Jurn . Internasional Term Of Address.pdf', 'mtime': '2022-01-25 11:37:26', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 434663}], 'docid': 159407, 'main': 'Jurn . Internasional Term Of Address.pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/159407', 'format': 'text', 'pos': 1}]",Universitas degli Studi di Torino,['FKIP14'],other,disk0/00/03/83/32,,"[{'name': {'honourific': None, 'family': 'Sumarti', 'lineage': None, 'given': 'Sumarti'}, 'id': 'gragemarti@yahoo.co.id'}]",,['L1'],This is a Review Form of article under the title of 'Term of Address in the Pubian Dialect of Lampung',2022-01-26 10:02:17,archive,,8,,show,Review Form of Term of Address in the Pubian Dialect of Lampung,38332,,,,,,htttp:/www.ojs.unito.it,,,,,,,,,,
20,2022-01-26 10:03:00,538,2022-01-26 10:03:00,public,http://repository.lppm.unila.ac.id/id/eprint/38347,,pub,,"[{'eprintid': 38347, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en', 'main': 'Strategi Kesantunan Positif dalam Tindak Tutur Direktif Guru.pdf', 'docid': 159422, 'files': [{'objectid': 159422, 'uri': 'http://repository.lppm.unila.ac.id/id/file/434778', 'datasetid': 'document', 'filesize': 1179204, 'fileid': 434778, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2022-01-25 14:45:21', 'hash': 'dd2c0b00ee5b6adbcef11b6e2f398b8b', 'filename': 'Strategi Kesantunan Positif dalam Tindak Tutur Direktif Guru.pdf'}], 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/159422'}]",Pascasarjana UNS,['FKIP14'],other,disk0/00/03/83/47,,"[{'id': 'gragemarti@yahoo.co.id', 'name': {'family': 'Sumarti', 'honourific': None, 'lineage': None, 'given': 'Sumarti'}}]",,['L1'],Review Tindak Tutur Guru,2022-01-26 10:03:00,archive,,7,,show,Review Tindak Tutur Guru,38347,,,,,,,,,,,,,,,,
21,2022-01-26 10:02:30,538,2022-01-26 10:02:30,public,http://repository.lppm.unila.ac.id/id/eprint/38338,,pub,,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/159413', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'objectid': 159413, 'uri': 'http://repository.lppm.unila.ac.id/id/file/434713', 'mime_type': 'application/pdf', 'fileid': 434713, 'hash': '96c32a55d0c9ff7c74f803f14cf7fa99', 'filename': 'Jurn. Nasional Phonological Structure.pdf', 'mtime': '2022-01-25 13:03:00', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 1704384}], 'main': 'Jurn. Nasional Phonological Structure.pdf', 'docid': 159413, 'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 38338}]",FKIP Unila,['FKIP14'],other,disk0/00/03/83/38,,"[{'name': {'lineage': None, 'honourific': None, 'family': 'Sumarti', 'given': 'Sumarti'}, 'id': 'gragemarti@yahoo.co.id'}]",,['L1'],This is Review of Article under the title Phonological Structure,2022-01-26 10:02:30,archive,,7,,show,Review of Phonological Structure,38338,,,,,,http://jurnal.fkip.unila.ac.id/index.php/jpp/,,,,,,,,,,FKIP Unila
22,2022-01-26 10:02:53,538,2022-01-26 10:02:53,public,http://repository.lppm.unila.ac.id/id/eprint/38345,,pub,,"[{'eprintid': 38345, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf', 'main': 'prosiding strategi pembelajaran palafalan.pdf', 'docid': 159420, 'files': [{'objectid': 159420, 'uri': 'http://repository.lppm.unila.ac.id/id/file/434763', 'fileid': 434763, 'mime_type': 'application/pdf', 'mtime': '2022-01-25 14:04:07', 'hash_type': 'MD5', 'hash': '96066db11bc2cdecd28b8d1dce1cd864', 'filename': 'prosiding strategi pembelajaran palafalan.pdf', 'datasetid': 'document', 'filesize': 1635123}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/159420'}]",FKIP Unila,['FKIP14'],other,disk0/00/03/83/45,,"[{'id': 'gragemarti@yahoo.co.id', 'name': {'given': 'Sumarti', 'lineage': None, 'honourific': None, 'family': 'Sumarti'}}]",,['L1'],Review prosiding strategi pembelajaran palafalan,2022-01-26 10:02:53,archive,,8,,show,Review prosiding strategi pembelajaran palafalan,38345,,,,,,,,,,,,,,,,
23,2022-12-30 03:55:21,709,2022-12-30 03:55:21,public,http://repository.lppm.unila.ac.id/id/eprint/47528,FALSE,pub,2.0,"[{'mime_type': 'application/pdf', 'language': 'id', 'content': 'published', 'eprintid': 47528, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'formatdesc': 'Artikel', 'rev_number': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/186589', 'docid': 186589, 'main': 'Artikel Pengabdian Pelatihan Penyusunan Materi Penguatan PPK... JELA.pdf', 'files': [{'fileid': 521045, 'mime_type': 'application/pdf', 'mtime': '2022-12-29 04:30:52', 'hash_type': 'MD5', 'filename': 'Artikel Pengabdian Pelatihan Penyusunan Materi Penguatan PPK... JELA.pdf', 'hash': '0eb8063b81b29ec87af671bf56ab1e30', 'datasetid': 'document', 'filesize': 821150, 'objectid': 186589, 'uri': 'http://repository.lppm.unila.ac.id/id/file/521045'}]}, {'mime_type': 'application/pdf', 'language': 'id', 'eprintid': 47528, 'placement': 2, 'security': 'public', 'pos': 2, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/186590', 'rev_number': 2, 'formatdesc': 'Uji Turnitin', 'main': 'Turnitin_PELATIHAN PENYUSUNAN MATERI PENGUATAN PENDIDIKAN KARAKTER BERBASIS WEB PUSAT PPK KEMDIKBUD BAGI GURU-GURU SMA YP UNILA BANDAR LAMPUNG.pdf', 'docid': 186590, 'files': [{'objectid': 186590, 'uri': 'http://repository.lppm.unila.ac.id/id/file/521047', 'mime_type': 'application/pdf', 'fileid': 521047, 'hash': 'e2abe975bc48d3c074a0a12a2aaad533', 'filename': 'Turnitin_PELATIHAN PENYUSUNAN MATERI PENGUATAN PENDIDIKAN KARAKTER BERBASIS WEB PUSAT PPK KEMDIKBUD BAGI GURU-GURU SMA YP UNILA BANDAR LAMPUNG.pdf', 'mtime': '2022-12-29 04:31:21', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 3856690}]}]",FKIP Universitas Lampung,['FKIP14'],article,disk0_bak/00/04/75/28,Education Language and Arts Jurnal Pengabdian Kepada Masyarakat,"[{'id': 'gragemarti@yahoo.co.id', 'name': {'given': 'Sumarti', 'lineage': None, 'family': 'Sumarti', 'honourific': None}}, {'id': None, 'name': {'honourific': None, 'family': 'Nurlaksana eko', 'lineage': None, 'given': 'Nurlaksana eko'}}, {'id': 'rian.andri@fkip.unila.ac.id', 'name': {'family': 'Rian Andri', 'honourific': None, 'lineage': None, 'given': 'Prasetya'}}, {'name': {'lineage': None, 'honourific': None, 'family': 'Bambang Riyadi', 'given': 'Bambang'}, 'id': None}]","Print: 1234-5678, Online: 1234-5678",['L1'],"Kegiatan pelatihan penyusunan materi penguatan pendidikan karakter berbasis WEB Pusat PPK Kemdibud bagi guru-guru SMA YP Unila ini bertujuan untuk mengembangkan profesionalisme para guru SMA YP Unila  dalam hal penguatan pendidikan karakter (PPK). Pelatihan ini akan menerapkan model penemuan atau discovery learning dan problem base learning, yakni semua peserta aktif menemukan konten atau materi PPK
dalam web Pusata PPK Kemendikbud RI serta menyelesaikan permasalahan karakter negatif peserta didik dengan materi-materi dari web tersebut.  Metode yang digunakan dalam pelatihan ini adalah  ceramah, tanya jawab, diskusi, demonstrasi, dan penyelesaian masalah berupa penugasan. Tempat pelatihan dilaksanakan di SMA Yayasan Pembina
Universitas Lampung. Jumlah peserta pelatihan ini ditargetkan sebanyak 25 orang yang terdiri atas para guru semua mata pelajaran yang ada di SMA YP Unila. Indikator
keberhasilan proses meliputi, keaktifan, kerja sama, dan tanggung jawab yang dinilai melalui pengamatan atau observasi. Penilaian unjuk kerja dilakukan ketika peserta
secara  berkelompok mempresentasikan hasil berselancar dalam web Pusat PPK, meliputi konten/materi penguatan pendidikan karakter, portal praktik baik, serta metode pembentukan karakter tersebut.",2022-12-30 03:55:21,archive,[{'url': 'https://journals.fkip.unila.ac.id/index.php/ela/article/view/29/18'}],8,1.0,show,"PELATIHAN PENYUSUNAN MATERI PENGUATAN PENDIDIKAN KARAKTER
BERBASIS WEB PUSAT PPK KEMDIKBUD BAGI GURU-GURU SMA YP UNILA
BANDAR LAMPUNG",47528,published,,,,73-82,https://journals.fkip.unila.ac.id/index.php/ela/article/view/29/18,,,,,,,,,,
24,2017-11-16 06:52:49,1189,2017-11-16 06:52:49,public,http://repository.lppm.unila.ac.id/id/eprint/5645,FALSE,pub,1.0,"[{'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/52771', 'objectid': 18587, 'filesize': 5021292, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2017-11-16 03:19:34', 'filename': 'ARTIKEL KARAKTER AKSARA.pdf', 'hash': '6146a94ce8c29749df9b4e30b57ade14', 'fileid': 52771, 'mime_type': 'application/pdf'}], 'docid': 18587, 'main': 'ARTIKEL KARAKTER AKSARA.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/18587', 'rev_number': 1, 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 5645, 'mime_type': 'application/pdf', 'language': 'en'}]",Jurusan Pendidikan Bahasa dan Seni FKIP Universitas Lampung,['FKIP14'],article,disk0/00/00/56/45,AKSARA,"[{'name': {'given': 'Mulyanto', 'lineage': None, 'honourific': None, 'family': 'Widodo'}, 'id': 'mulyantowidodo@gmail.com'}, {'name': {'family': 'Riadi', 'honourific': None, 'lineage': None, 'given': 'Bambang'}, 'id': 'bambangriadi.br@gmail.com'}]",1411-20151,['PL'],"Pengembangan karakter sangat penting dilakukan oleh  perguruan tinggi dan stakeholders-nya untuk menjadi pijakan dalam penyelenggaraan pendidikan karakter di perguruan tinggi. Tumbuh dan berkembangnya karakter yang baik akan mendorong peserta didik tumbuh dengan kapasitas dan komitmen untuk melakukan berbagai hal yang terbaik dan melakukan segalanya dengan benar dan memiliki tujuan hidup. Demikian juga dengan berbahasa, seseorang yang memiliki kemampuan berbahasa yang baik, cenderung akan lebih mudah dalam berkomunikasi dan menyelesaikan pendidikannya. Penelitian ini bertujuan untuk mendeskripsikan nilai karakter dan berbahasa mahasiswa FKIP Unila yang menempuh mata kuliah MKU Bahasa Indonesia pada semester Genap 2015/2016. Penelitian ini bersifat deskriptif kulitatif dengan jumlah sampel 41 mahasiswa. Data penelitian dikumpulkan melalui angket. Hasil penelitian menunjukkan bahwa nilai karakter dan berbahasa mahasiswa FKIP Unila tergolong lebih baik dengan skor rata-rata 77. Dengan demikian, secara umum mahasiswa FKIP Unila yang sedang mengambil matakuliah MKU Bahasa Indonesia telah menerapkan nilai-nilai karakter dan berbahasa dalam kehidupannya sehari-hari dengan baik, walaupun masih ada karakter beberapa mahasiswa yang masih perlu ditingkatkan.

Kata Kunci: Nilai Karakter, Berbahasa, MKU Bahasa Indonesia",2017-11-16 06:52:49,archive,[{'url': 'http://jurnal.fkip.unila.ac.id/index.php/aksara/issue/view/727'}],6,18.0,show,Nilai Karakter dan Berbahasa Mhasiswa FKIP Universitas Lampung pada MKU Bahasa Indonesia,5645,,,,,,http://jurnal.fkip.unila.ac.id/,,,,,,,,,,
