,date_type,eprintid,metadata_visibility,rev_number,title,abstract,subjects,status_changed,eprint_status,id_number,dir,date,creators,patent_applicant,divisions,type,full_text_status,uri,documents,ispublished,datestamp,lastmod,userid,pagerange,publisher,number,refereed,issn,publication,official_url,volume,pres_type,event_type,event_dates,event_location,event_title,funders,corp_creators,pages,related_url,place_of_pub,contact_email,projects,contributors,referencetext,keywords,isbn,editors
65,,7618,show,7,Seminar dan Workshop Filogenetik Dasar,,['QD'],2018-06-25 02:33:51,archive,,disk0/00/00/76/18,2018-03-12,"[{'id': 'nur.hasanah@fmipa.unila.ac.id', 'name': {'given': 'Nurhasanah', 'lineage': None, 'honourific': None, 'family': 'Nurhasanah'}}]",,['FMIPA4'],conference_item,public,http://repository.lppm.unila.ac.id/id/eprint/7618,"[{'security': 'public', 'placement': 1, 'eprintid': 7618, 'language': 'en', 'mime_type': 'image/png', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/68511', 'objectid': 20669, 'hash': '95c9b74a629afd84cd6137019152acaa', 'filename': 'workshop filogenetik.png', 'mtime': '2018-06-24 04:43:23', 'hash_type': 'MD5', 'mime_type': 'image/png', 'fileid': 68511, 'filesize': 2676277, 'datasetid': 'document'}], 'main': 'workshop filogenetik.png', 'docid': 20669, 'uri': 'http://repository.lppm.unila.ac.id/id/document/20669', 'rev_number': 1, 'format': 'image', 'pos': 1}]",unpub,2018-06-25 02:33:51,2018-06-25 02:33:51,452,,,,FALSE,,,,,other,workshop,12 Maret 2018,Institut Teknologi Bandung,Seminar dan Workshop Filogenetik Dasar,"['Kelompok Keilmuwan Genetika dan Bioteknologi Molekuler, SITH, ITB']",,,,,nur.hasanah@fmipa.unila.ac.id,,,,,,
66,,7621,show,8,Workshop Olimpiade Nasional Matematika dan Ilmu Pengetahuan Alam Perguruan Tinggi (ON MIPA PT) Tingkat Nasional Tahun 2018,,['QD'],2018-06-25 02:34:48,archive,,disk0/00/00/76/21,2018-05-06,"[{'id': 'nur.hasanah@fmipa.unila.ac.id', 'name': {'given': 'Nurhasanah', 'honourific': None, 'family': 'Nurhasanah', 'lineage': None}}]",,['FMIPA4'],conference_item,public,http://repository.lppm.unila.ac.id/id/eprint/7621,"[{'security': 'public', 'placement': 1, 'eprintid': 7621, 'mime_type': 'image/png', 'language': 'en', 'files': [{'filesize': 2466196, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2018-06-24 06:00:17', 'filename': 'Workshop ON-MIPA.png', 'hash': '7930853957f92a3f327b8e455f9b69c0', 'fileid': 68531, 'mime_type': 'image/png', 'uri': 'http://repository.lppm.unila.ac.id/id/file/68531', 'objectid': 20672}], 'main': 'Workshop ON-MIPA.png', 'docid': 20672, 'uri': 'http://repository.lppm.unila.ac.id/id/document/20672', 'rev_number': 1, 'format': 'image', 'pos': 1}]",unpub,2018-06-25 02:34:48,2018-06-25 02:34:48,452,,,,FALSE,,,,,other,workshop,6 Mei 2018,Universitas Muhammadiyah Malang,Workshop Olimpiade Nasional Matematika dan Ilmu Pengetahuan Alam Perguruan Tinggi (ON MIPA PT) Tingkat Nasional Tahun 2018,['Kemenristek Dikti dan UMM'],,,,,nur.hasanah@fmipa.unila.ac.id,,,,,,
67,,7616,show,7,Workshop on A Good Experimental Design for A Better Product Development,,['QD'],2018-06-25 02:33:49,archive,,disk0/00/00/76/16,2018-04-19,"[{'name': {'given': 'Nurhasanah', 'family': 'Nurhasanah', 'honourific': None, 'lineage': None}, 'id': 'nur.hasanah@fmipa.unila.ac.id'}]",,['FMIPA4'],conference_item,public,http://repository.lppm.unila.ac.id/id/eprint/7616,"[{'mime_type': 'image/png', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 7616, 'uri': 'http://repository.lppm.unila.ac.id/id/document/20667', 'rev_number': 1, 'format': 'image', 'pos': 1, 'files': [{'objectid': 20667, 'uri': 'http://repository.lppm.unila.ac.id/id/file/68496', 'fileid': 68496, 'mime_type': 'image/png', 'mtime': '2018-06-24 04:06:13', 'hash_type': 'MD5', 'hash': '0c05f974f825beb12fe86949cdbd2306', 'filename': 'workshop desain experimental.png', 'datasetid': 'document', 'filesize': 2546272}], 'main': 'workshop desain experimental.png', 'docid': 20667}]",unpub,2018-06-25 02:33:49,2018-06-25 02:33:49,452,,,,FALSE,,,,,other,workshop,19-20 April 2018,"Pusat Studi Biofarmaka IPB, Bogor",Workshop on A Good Experimental Design for A Better Product Development,,,,,,nur.hasanah@fmipa.unila.ac.id,,,,,,
68,,7558,show,11,"AKTIVITAS ANTIBAKTERI EKSTRAK  TUMBUHAN 
BUNGA KUPU-KUPU (Bauhinia purpurea)","Tumbuhan bunga kupu-kupu (Bauhinia) merupakan salah satu famili Fabaceae  yang diketahui memiliki banyak kandungan senyawa bioaktif dan efek farmakologi. Beberapa penelitian terhadap bagian tumbuhan Bauhinia telah dilakukan dan diketahui memiliki kemampuan untuk mengatasi berbagai macam penyakit seperti infeksi, antiinflamasi, analgesic, antitumor dll.  Peneltian ini bertujuan untuk mengetahui kemampuan metabolit sekunder yang dihasilkan  tanaman bunga kupu-kupu (Bauhinia purpurea) sebagai antibakteri.  Untuk mencapai tujuan tersebut, metode yang dilakukan antara lain mengisolasi senyawa metabolit sekunder dari kulit akar tanaman bunga kupu-kupu menggunakan berbagai macam pelarut organik berdasarkan tingkat kepolaran.  Selanjutnya ekstrak kasar yang diperoleh dari masing-masing pelarut diuji aktivitas antibakterinya terhadap bakteri Escherichia coli (bakteri gram negatif) dan Bacillus substilis (bakteri gram positif).   Hasil pengujian menunjukkan bahwa fraksi heksan pada konsentrasi 5 mg/disk memiliki kemampuan antibakteri lebih besar terhadap bakteri gram positif dibandingkan fraksi methanol dan etil asetat.  Sedangkan fraksi methanol pada konsentrasi 5 mg/disk menunjukkan aktivitas antibakteri lebih besar terhadap bakteri gram negative.  Berdasarkan hasil tersebut dapat disimpulkan bahwa ekstrak kasar yang diperoleh dengan variasi kepolaran pelarut memberikan efek antibakteri yang berbeda-beda baik terhadap bakteri gram postitif maupun bakteri gram negative.",['QD'],2018-06-25 02:32:34,archive,,disk0/00/00/75/58,2018-11-23,"[{'name': {'given': 'Nurhasanah', 'honourific': None, 'family': 'Nurhasanah', 'lineage': None}, 'id': 'nur.hasanah@fmipa.unila.ac.id'}, {'name': {'given': 'Andi setiawan', 'honourific': None, 'family': 'Andi Setiawan', 'lineage': None}, 'id': 'andi.setiawan@fmipa.unila.ac.id'}, {'id': 'noviany@fmipa.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Noviany', 'given': 'Noviany'}}, {'id': 'kurnia.nessia11@gmail.com', 'name': {'given': 'Nessia', 'lineage': None, 'family': 'Nessia Kurnia', 'honourific': None}}]",,['FMIPA4'],conference_item,public,http://repository.lppm.unila.ac.id/id/eprint/7558,"[{'language': 'en', 'mime_type': 'image/jpeg', 'eprintid': 7558, 'security': 'public', 'placement': 1, 'format': 'image', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/20593', 'main': 'sertifkat MIPA.jpg', 'docid': 20593, 'files': [{'objectid': 20593, 'uri': 'http://repository.lppm.unila.ac.id/id/file/68077', 'mime_type': 'image/jpeg', 'fileid': 68077, 'filename': 'sertifkat MIPA.jpg', 'hash': 'e0862d1203ffc0b2d635f81bd3f3f9d4', 'hash_type': 'MD5', 'mtime': '2018-06-22 14:05:06', 'datasetid': 'document', 'filesize': 327437}]}, {'mime_type': 'application/msword', 'language': 'en', 'eprintid': 7558, 'security': 'public', 'placement': 2, 'format': 'text', 'pos': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/20594', 'rev_number': 1, 'main': 'Abstrak Seminar Unpad.doc', 'docid': 20594, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/68081', 'objectid': 20594, 'filename': 'Abstrak Seminar Unpad.doc', 'hash': 'c1011c7ca977489ddf0bbcf5ef4169a2', 'mtime': '2018-06-22 14:13:14', 'hash_type': 'MD5', 'mime_type': 'application/msword', 'fileid': 68081, 'filesize': 35840, 'datasetid': 'document'}]}, {'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 7558, 'security': 'public', 'placement': 3, 'format': 'text', 'pos': 3, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/20595', 'main': 'Surat penerimaan_Nurhasanah dll_Kimia Lampung(1).pdf', 'docid': 20595, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/68083', 'objectid': 20595, 'hash_type': 'MD5', 'mtime': '2018-06-22 14:13:28', 'hash': 'b9b69fabdb06e1b09d24aa8681e58544', 'filename': 'Surat penerimaan_Nurhasanah dll_Kimia Lampung(1).pdf', 'fileid': 68083, 'mime_type': 'application/pdf', 'filesize': 91672, 'datasetid': 'document'}]}]",unpub,2018-06-25 02:32:34,2018-06-25 02:32:34,452,,,,FALSE,,,,,speech,conference,23 November 2018,Bandung,Seminar Nasional MIPA Universitas Padjajaran,,,,,,nur.hasanah@fmipa.unila.ac.id,,,"Aderogba, M. A., A. O. Ogundaini dan J. N. Eloff. 2006. Isolation of Two Flavonoids From Bauhinia monandra (Kurz) Leaves and Their Antioxidative Effects, Afr. J. Traditional, Complementary and Alternative Medicines, 3(4): 59-65

Dhale, D. A. 2011.Phytochemical Screening and Antimicrobial Activity of Bauhinia variegata Linn. Journal of Ecobiotechnology. 3(9), 04-07.

Hasan, N., H. Osman., S. Mohamad., dan W.K. Chang. 2012. The Chemical  Components of  Sesbania grandiflora  Root and  Their Antituberculosis Activity. Pharmaceuticals. 5. Hlm 882-889.","antibakteri, tumbuhan bunga kupu-kupu, bakteri gram negative, bakteri gram positif",,
69,,7565,show,7,Pemakalah pada Kegiatan SEMIRATA Bidang MIPA Wilayah Bagian Barat,,['QD'],2018-06-25 02:28:02,archive,,disk0/00/00/75/65,2018-05-04,"[{'name': {'given': 'Kamisah Delilawati', 'honourific': None, 'family': 'Pandiangan', 'lineage': None}, 'id': 'kamisahdelilawati@yahoo.com'}]",,['FMIPA4'],conference_item,public,http://repository.lppm.unila.ac.id/id/eprint/7565,"[{'placement': 1, 'security': 'public', 'eprintid': 7565, 'mime_type': 'application/pdf', 'language': 'en', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/68122', 'objectid': 20602, 'filename': 'Pemakalah SEMIRATA Bidang MIPA Wilayah Bagian Barat.pdf', 'hash': '06d6343e634fdb0e1f95856f98be3c68', 'hash_type': 'MD5', 'mtime': '2018-06-22 15:19:27', 'mime_type': 'application/pdf', 'fileid': 68122, 'filesize': 209471, 'datasetid': 'document'}], 'docid': 20602, 'main': 'Pemakalah SEMIRATA Bidang MIPA Wilayah Bagian Barat.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/20602', 'rev_number': 1, 'pos': 1, 'format': 'text'}]",unpub,2018-06-25 02:28:02,2018-06-25 02:28:02,761,,,,FALSE,,,,,speech,conference,4 Mei 2018,Medan,SEMIRATA Bidang MIPA Wilayah Bagian Barat,,,,,,,,,,,,
70,,7568,show,7,Workshop_SEM_2018,,['QD'],2018-06-25 02:29:24,archive,,disk0/00/00/75/68,2018-03-27,"[{'id': 'kamisahdelilawati@yahoo.com', 'name': {'lineage': None, 'honourific': None, 'family': 'Pandiangan', 'given': 'Kamisah Delilawati'}}]",,['FMIPA4'],conference_item,public,http://repository.lppm.unila.ac.id/id/eprint/7568,"[{'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 7568, 'uri': 'http://repository.lppm.unila.ac.id/id/document/20605', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'objectid': 20605, 'uri': 'http://repository.lppm.unila.ac.id/id/file/68140', 'mime_type': 'application/pdf', 'fileid': 68140, 'filename': 'Workshop_SEM_2018.pdf', 'hash': 'dfcd29ecfe25b031ff5dfb73fc8d0a6e', 'hash_type': 'MD5', 'mtime': '2018-06-22 15:25:48', 'datasetid': 'document', 'filesize': 407312}], 'docid': 20605, 'main': 'Workshop_SEM_2018.pdf'}]",unpub,2018-06-25 02:29:24,2018-06-25 02:29:24,761,,,,FALSE,,,,,other,workshop,27 Maret 2018,LIPI Tanjung Bintang,Workshop_SEM_2018,,,,,,,,,,,,
71,,9143,show,7,"Characteristics and Catalytic Activity of Zeolite-A Synthesized from Rice Husk Silica and Aluminium Metal by
Sol-Gel Method","In this research, sol-gel process was applied to synthesize zeolite-A from rice husk silica and aluminum metal. For preparation of the zeolite, the specified amount of rice husk silica and aluminum metal was separately dissolved in NaOH solution, and both solutions were transfered in to a laboratory mixture for complete mixing and  production of gel. The gel was converted into solid zeolite precursor by oven drying of the gel for 24 hours.  The precursor was transformed into zeolite by subjecting to different calcination temperatures, and then characterized using different techniques.  The zeolites were also tested as catalyst for transesterification of Ricinius communis oil. Development of structure of the zeolite was confirmed using FTIR and XRD techniques analyses, while SEM analysis revealed the characteristic of the samples as porous and multiphasic materials.  The zeolites were found to exhibit good catalytic activity as revealed by the results of transesterification of Ricinius communis oil. Appreciable catalytic activities were also demonstrated by the reaction yields achieved which are in the range of 68 to 82%.",['QD'],2018-10-31 03:57:29,archive,,disk0/00/00/91/43,2018-08-09,"[{'name': {'honourific': None, 'family': 'Pandiangan', 'lineage': None, 'given': 'Kamisah Delilawati'}, 'id': 'kamisahdelilawati@yahoo.com'}, {'id': 'wasinton.simanjuntak@fmipa.unila.ac.id', 'name': {'given': 'Wasinton', 'family': 'Simanjuntak', 'honourific': None, 'lineage': None}}, {'id': 'mita_rilyanti@yahoo.com', 'name': {'given': 'Mita', 'lineage': None, 'honourific': None, 'family': 'Rilyanti'}}]",,['FMIPA4'],conference_item,public,http://repository.lppm.unila.ac.id/id/eprint/9143,"[{'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/22214', 'docid': 22214, 'main': 'ICASMI_Kamisah.pdf', 'files': [{'filesize': 1118214, 'datasetid': 'document', 'filename': 'ICASMI_Kamisah.pdf', 'hash': '5ddcc94406818e0feb9dd9c577938eb2', 'mtime': '2018-10-31 03:28:20', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 88098, 'uri': 'http://repository.lppm.unila.ac.id/id/file/88098', 'objectid': 22214}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 9143, 'security': 'public', 'placement': 1}]",unpub,2018-10-31 03:57:29,2018-10-31 03:57:29,761,,,,FALSE,,,,,paper,conference,9-11 Agustus 2018,"Hotel Horison, Bandar Lampung, Indonesia",The 2nd International Conference on Applied Sciences Mathematics and Informatics,,,,,,,,,,,,
72,,7074,show,8,LIQUID FUEL PRODUCTION BY CO-PYROLYSIS OF SUGARCANE BAGASSE AND RUBBER SEED OIL USING ZEOLITE-A SYNTHESIZED FROM RICE HUSK SILICA AND ALUMINUM METAL AS CATALYST,"In this investigation, a mixture of sugarcane bagasse and rubber seed oil was subjected to pyrolysis for liquid fuel production.  A series of  pyrolysis experiments was conducted using zeolite-A synthesized from rice husk silica and aluminum metal through sol-gel route as catalyst, with the main objective to investigate the effect of calcination temperatures on the chemical composition of the liquid fuel obtained.  The pyrolysis experiments were conducted at the temperature range of 250 to 500 oC, and the liquid fuels produced were analyzed using gas chromatography-mass spectrometry (GC-MS) technique for component identification. The experimental results show that optimum production of liquid took place at the temperature range of 350 to 480 oC, while at lower temperatures gaseous product emerged as the main product.  Analysis of the product using GC-MS technique revealed the presence of a series of compounds in the liquids, and broadly belongs to hydrocarbon, alcohol, ester, ketone, aldehyde, and acid. The results display significant effect of the calcination temperatures  on the composition of the liquid, the hydrocarbon contents in particular, in which the higher  the calcination temperature, the lower the hydrocarbon content. The liquid fuel with the highest hydrocarbon content  was obtained using the catalyst calcined at 800 oC.",['QD'],2018-06-21 02:13:25,archive,,disk0/00/00/70/74,2018-05-05,"[{'name': {'lineage': None, 'family': 'Pandiangan', 'honourific': None, 'given': 'Kamisah Delilawati'}, 'id': 'kamisahdelilawati@yahoo.com'}, {'id': 'wasinton.simanjuntak@fmipa.unila.ac.id', 'name': {'given': 'Wasinton', 'honourific': None, 'family': 'Simanjuntak', 'lineage': None}}, {'name': {'lineage': None, 'family': 'Sembiring', 'honourific': None, 'given': 'Zipora'}, 'id': 'zipora_sembiring@yahoo.com'}, {'name': {'given': 'Rudy T.M', 'lineage': None, 'honourific': None, 'family': 'Situmeang'}, 'id': 'rudy.tahan@fmipa.unila.ac.id'}, {'name': {'given': 'Heri', 'lineage': None, 'family': 'Satria', 'honourific': None}, 'id': 'heri.satria@fmipa.unila.ac.id'}]",,['FMIPA4'],conference_item,public,http://repository.lppm.unila.ac.id/id/eprint/7074,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/20085', 'format': 'text', 'pos': 1, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/64651', 'objectid': 20085, 'hash': '88ed2756c992fd1dc5b5848d7412aee2', 'filename': 'Abstract Semirata, Medan_2018_Kamisah_revisi (1).docx', 'hash_type': 'MD5', 'mtime': '2018-06-08 04:09:38', 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'fileid': 64651, 'filesize': 29928, 'datasetid': 'document'}], 'main': 'Abstract Semirata, Medan_2018_Kamisah_revisi (1).docx', 'docid': 20085, 'language': 'en', 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'security': 'public', 'placement': 1, 'eprintid': 7074}]",unpub,2018-06-21 02:13:25,2018-06-21 02:13:25,320,,,,FALSE,,,,,speech,conference,4-6 May 2018,INDONESIA,SEMIRATA 2018 Bidang MIPA Wilayah Barat,,,,,,,,,,,,
73,,11607,show,7,"STUDI ANALISIS Pb(II) MENGGUNAKAN ASAM TANAT EKSTRAK 
GAMBIR (Uncaria gambir Roxb.) SECARA SPEKTROFOTOMETRI 
ULTRAUNGU-TAMPAK","Penelitian mempelajari reaksi kordinasi logam Pb(II) dari senyawa Pb(NO3)2
dengan asam tanat ekstrak gambir. Penelitian ini bertujuan untuk mengembangkan 
metode analisis mengarah kepada kimia hijau dengan memanfaatkan bahan alam 
dan mendapatkan kondisi optimum dari senyawa kompleks yang terbentuk secara 
spektrofotometri ultraungu-tampak; serta dapat meperkirakan reaksi yang 
terbentuk. Metode analisis digunakan untuk mencari λ maksimum, pH optimum, 
konsentrasi optimum, volume optimum, dan waktu kestabilan optimum. Asam 
tanat diperoleh 10 mM panjang gelombang maksimum sebesar 275 nm, sedangkan 
panjang gelombang maksimum logam Pb(II) diperoleh 277,5 nm. Kondisi 
optimum pembentukan kompleks Pb-asam tanat ekstrak gambir pada kondisi λ 
maksimum 450 nm, pH 9, perbandingan stokiometri konsentrasi (4:1), 
perbandingan stokiometri volume (2:1), dan waktu kestabilan pada menit ke 30-60 
menit. Uji linearitas Pb(II) diperoleh nilai R2
sebesar 0,9996. Uji presisi 
memberikan nilai SD dan RSD sebesar 0,012161 dan 1,1488 %. Nilai persen 
recovery Pb(II) sebesar 109,998%. Hasil perhitungan dari limit deteksi memberikan nilai 0,03 dan nilai 
limit kuantitasi sebesar 0,1.",['QD'],2019-05-08 07:10:44,archive,,disk0/00/01/16/07,2018-10,"[{'id': 'ddindameziaphyska@gmail.com', 'name': {'given': 'Dinda Mezia', 'lineage': None, 'family': 'Physka', 'honourific': None}}, {'id': 'r.supriyanto@fmipa.unila.ac.id', 'name': {'given': 'Supriyanto', 'lineage': None, 'family': 'Supriyanto', 'honourific': None}}, {'name': {'given': 'Ni Luh Gede Ratna', 'lineage': None, 'honourific': None, 'family': 'Juliasih'}, 'id': 'niluhratna.juliasih@fmipa.ac.id'}, {'name': {'given': 'Agung Abadi', 'honourific': None, 'family': 'Kiswandono', 'lineage': None}, 'id': 'agung.abadi@fmipa.unila.ac.id'}]",,['FMIPA4'],article,public,http://repository.lppm.unila.ac.id/id/eprint/11607,"[{'security': 'public', 'placement': 1, 'eprintid': 11607, 'content': 'published', 'language': 'id', 'mime_type': 'text/html', 'files': [{'hash': '2c2802da7259b3503e6b33c3a9bb88e2', 'filename': 1749, 'hash_type': 'MD5', 'mtime': '2019-05-04 04:40:31', 'mime_type': 'text/html', 'fileid': 105134, 'filesize': 20116, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/105134', 'objectid': 24601}], 'docid': 24601, 'main': 1749, 'rev_number': 3, 'uri': 'http://repository.lppm.unila.ac.id/id/document/24601', 'format': 'text', 'pos': 1}]",pub,2019-05-08 07:10:44,2019-05-08 07:10:44,134,104-114,Jurusan Kima FMIPA Unila,2.0,FALSE,2540-8224,Analit: Analytical and Environmental Chemistry,http://jurnal.fmipa.unila.ac.id/analit/article/view/1749/1325,Vol 3,,,,,,,,,,,,,,,,,
74,published,34203,show,7,Peer Reviewed of Immobilization of-Amylase from Bacillus Subtilis ITBCCB148 Using Bentonit,,['QD'],2021-09-29 01:02:37,archive,,disk0/00/03/42/03,2018,"[{'id': 'hardoko.insan@fmipa.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Qudus', 'given': 'Hardoko Insan'}}]",,['FMIPA4'],other,public,http://repository.lppm.unila.ac.id/id/eprint/34203,"[{'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/154702', 'main': '10.PEER REVIEWED.pdf', 'docid': 154702, 'files': [{'objectid': 154702, 'uri': 'http://repository.lppm.unila.ac.id/id/file/403381', 'fileid': 403381, 'mime_type': 'application/pdf', 'mtime': '2021-09-28 16:41:34', 'hash_type': 'MD5', 'hash': 'ae28cc851aebd5deb54568bd5f9a621b', 'filename': '10.PEER REVIEWED.pdf', 'datasetid': 'document', 'filesize': 470715}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 34203, 'security': 'public', 'placement': 1}]",pub,2021-09-29 01:02:37,2021-09-29 01:02:37,726,,Global Publications,,,,,,,,,,,,,,,,,,,,,,,
75,published,33564,show,7,Similarity of Immobilization of-Amylase from Bacillus Subtilis ITBCCB148 Using Bentonit,,['QD'],2021-08-23 12:30:42,archive,,disk0/00/03/35/64,2018,"[{'name': {'given': 'Hardoko Insan', 'honourific': None, 'family': 'Qudus', 'lineage': None}, 'id': 'hardoko.insan@fmipa.unila.ac.id'}]",,['FMIPA4'],other,public,http://repository.lppm.unila.ac.id/id/eprint/33564,"[{'eprintid': 33564, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en', 'docid': 153687, 'main': 'Similarity Index of IMMOBILIZATION_OF_a_AMYLASE_FROM_BACILLUS_SUBTILIS.pdf', 'files': [{'fileid': 397972, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2021-08-23 09:30:57', 'filename': 'Similarity Index of IMMOBILIZATION_OF_a_AMYLASE_FROM_BACILLUS_SUBTILIS.pdf', 'hash': '3d188a70b4d02eef674a9dbaa15de1ed', 'datasetid': 'document', 'filesize': 1818228, 'objectid': 153687, 'uri': 'http://repository.lppm.unila.ac.id/id/file/397972'}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/153687', 'rev_number': 1}]",pub,2021-08-23 12:30:42,2021-08-23 12:30:42,726,,Global Publications,,,,,,,,,,,,,,,,,,,,,,,
76,published,22745,show,9,"Enhancement of students’ creative thinking skills on mixture
separation topic using project based student worksheet",The aim of this study is to describe the effectiveness of project based student worksheet in improving students' creative thinking skills. The research method is using quasi experiment with the matching only pre-test post-test control group design. The population in this research is all students of class VII SMP N 2 Belitang Madang Raya with class VII1 as control class and class VII4 as experiment class. The sample of this research is obtaining by purposive sampling technique. The effectiveness of project based student worksheet is based on significant post-test differences between the control class and the experiment class as well as the effect size. The results show that the using of project based student worksheet is effective in improving students' creative thinking skills on mixture separation topic.,"['L1', 'LB1501', 'LC5201']",2020-06-25 07:57:43,archive,,disk0/00/02/27/45,2018,"[{'id': None, 'name': {'lineage': None, 'family': 'R', 'honourific': None, 'given': 'Nurisalfah'}}, {'id': 'noor.fadiawati@fkip.unila.ac.id', 'name': {'honourific': None, 'family': 'Noor', 'lineage': None, 'given': 'Fadiawati'}}, {'name': {'given': 'Jalmo', 'lineage': None, 'honourific': None, 'family': 'Tri'}, 'id': None}]",,['FMIPA4'],other,public,http://repository.lppm.unila.ac.id/id/eprint/22745,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 22745, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/36250', 'rev_number': 1, 'docid': 36250, 'main': 'Enhancement_of_students__creative_thinking_skills_.pdf', 'files': [{'objectid': 36250, 'uri': 'http://repository.lppm.unila.ac.id/id/file/208745', 'fileid': 208745, 'mime_type': 'application/pdf', 'mtime': '2020-06-25 07:35:26', 'hash_type': 'MD5', 'filename': 'Enhancement_of_students__creative_thinking_skills_.pdf', 'hash': 'f672db4069ce44abb89052551fff4e70', 'datasetid': 'document', 'filesize': 2219730}]}]",pub,2020-06-25 07:57:43,2020-06-25 07:57:43,624,,IOP Conf. Series: Journal of Physics: Conf. Series,,,,,,,,,,,,,"['Faculty of Teacher Training and Education, University of Lampung']",,,,,,,,,,
77,published,9372,show,7,Synthesis Of ZSM-5 By Using Natural Silica From Sugarcane Bagasse Ash By Solid-State Crystallization,"Here, we report the ZSM-5 synthesis technique using the Solid State Crystallization (SSC) method using natural silica precursor from sugarcane bagasse ash (SCBA). Natural silica was obtained by the extraction process using an alkaline NaOH solution and the formation of silica gel was carried out using HNO3 solution. The synthesis of ZSM-5 begins with the preparation of the aluminosilicate gel by the molar ratio of Si / Al = 4,63, NAOH / Si = 0.229 and H2O / Si = 30 reactants through a low temperature sol-gel process and subsequently evaporated to remove the solvent at room temperature. The dried gel is transferred into the teflon-lined autoclave and crystallized without addition of water and other solvents. The performance of ZSM-5 crystalline growth was observed by changing the temperature and time of synthesis. The results show that ZSM-5 based natural silica was well crystallization after heating at 150 ° C for 48 hours confirmed by XRD data. Compared with conventional hydrothermal, SSC method is an ordinary, economical and environmentally friendly synthesis technique.",['QD'],2018-11-03 09:15:56,archive,,disk0/00/00/93/72,2018-08-09,"[{'id': 'mita_rilyanti@yahoo.com', 'name': {'given': 'Mita', 'honourific': None, 'family': 'Rilyanti', 'lineage': None}}, {'name': {'lineage': None, 'family': 'Pandiangan', 'honourific': None, 'given': 'Kamisah Delilawati'}, 'id': 'kamisahdelilawati@yahoo.com'}, {'name': {'lineage': None, 'honourific': None, 'family': '.', 'given': 'Buhani'}, 'id': 'buhani_s@yahoo.co.id'}, {'id': 'ilim@fmipa.unila.ac.id', 'name': {'family': 'Ilim', 'honourific': None, 'lineage': None, 'given': 'Ilim'}}]",,['FMIPA4'],conference_item,public,http://repository.lppm.unila.ac.id/id/eprint/9372,"[{'docid': 22427, 'main': 'ICASMI_MITA.pdf', 'files': [{'datasetid': 'document', 'filesize': 859259, 'fileid': 89553, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2018-11-03 04:24:53', 'hash': 'e95073f51b64d8a43795c72381b20b20', 'filename': 'ICASMI_MITA.pdf', 'objectid': 22427, 'uri': 'http://repository.lppm.unila.ac.id/id/file/89553'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/22427', 'rev_number': 1, 'eprintid': 9372, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en'}]",unpub,2018-11-03 09:15:56,2018-11-03 09:15:56,682,,,,FALSE,,,,,poster,conference,9-11 Agustus 2018,"Hotel Horison, Bandar Lampung, Indonesia",The 2nd International Conference on Applied Sciences Mathematics and Informatics,,,,,,,,,,,,
