,title,official_url,rev_number,metadata_visibility,status_changed,eprint_status,subjects,abstract,eprintid,date_type,ispublished,documents,full_text_status,uri,lastmod,userid,datestamp,patent_applicant,creators,date,dir,id_number,pages,type,divisions,volume,pagerange,publisher,number,refereed,issn,publication,event_type,event_dates,event_title,event_location,pres_type,isbn,place_of_pub,series,succeeds,related_url,contributors,corp_creators,projects,funders,keywords,contact_email,referencetext,book_title,editors
66,Peer Reviewed of The Potency Study of Organotin(IV) 3-Nitrobenzoate Compounds as Antimalarial Agents,,7,show,2021-09-29 01:03:13,archive,['QD'],,34212,published,pub,"[{'files': [{'objectid': 154711, 'uri': 'http://repository.lppm.unila.ac.id/id/file/403444', 'fileid': 403444, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2021-09-28 17:09:52', 'hash': '7693fbca36f32bd1ca28f8532211d5d9', 'filename': '19.PEER REVIEWED.pdf', 'datasetid': 'document', 'filesize': 464679}], 'docid': 154711, 'main': '19.PEER REVIEWED.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/154711', 'rev_number': 1, 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 34212, 'language': 'en', 'mime_type': 'application/pdf'}]",public,http://repository.lppm.unila.ac.id/id/eprint/34212,2021-09-29 01:03:13,726,2021-09-29 01:03:13,,"[{'name': {'honourific': None, 'family': 'Qudus', 'lineage': None, 'given': 'Hardoko Insan'}, 'id': 'hardoko.insan@fmipa.unila.ac.id'}]",1970-01-01 00:00:00.000002019,disk0/00/03/42/12,,,other,['FMIPA4'],,,IOP Publishing,,,,,,,,,,,,,,,,,,,,,,,
67,Peer Reviewed of The potential of derivatives of organotin(IV) benzoate compounds in medicinal chemistry,,7,show,2021-09-29 01:02:06,archive,['QD'],,34213,published,pub,"[{'main': '20.PEER REVIEWED.pdf', 'docid': 154712, 'files': [{'hash': '3119e799cdf65342d5e9621566322494', 'filename': '20.PEER REVIEWED.pdf', 'hash_type': 'MD5', 'mtime': '2021-09-28 17:12:21', 'mime_type': 'application/pdf', 'fileid': 403451, 'filesize': 468432, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/403451', 'objectid': 154712}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/154712', 'rev_number': 1, 'eprintid': 34213, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf'}]",public,http://repository.lppm.unila.ac.id/id/eprint/34213,2021-09-29 01:02:06,726,2021-09-29 01:02:06,,"[{'id': 'hardoko.insan@fmipa.unila.ac.id', 'name': {'given': 'Hardoko Insan', 'family': 'Qudus', 'honourific': None, 'lineage': None}}]",1970-01-01 00:00:00.000002019,disk0/00/03/42/13,,,other,['FMIPA4'],,,IOP Publishing,,,,,,,,,,,,,,,,,,,,,,,
68,Similarity Index of Analysis of Chlorophyll Phalaenopsis amabilis (L.) Bl. Results of the Resistance to Fusarium oxysporum and Drought Stressand Their Modification Result,,7,show,2021-08-23 12:30:33,archive,['QD'],,33562,published,pub,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 33562, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/153684', 'rev_number': 1, 'main': 'Similarity Index of Analysis_of_Chlorophyll_Phalaenopsis_amabilis__L_.pdf', 'docid': 153684, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/397956', 'objectid': 153684, 'mtime': '2021-08-23 09:26:22', 'hash_type': 'MD5', 'filename': 'Similarity Index of Analysis_of_Chlorophyll_Phalaenopsis_amabilis__L_.pdf', 'hash': 'd6008c70ad610a00d3dfe73fb0b6a785', 'fileid': 397956, 'mime_type': 'application/pdf', 'filesize': 1820369, 'datasetid': 'document'}]}]",public,http://repository.lppm.unila.ac.id/id/eprint/33562,2021-08-23 12:30:33,726,2021-08-23 12:30:33,,"[{'id': 'hardoko.insan@fmipa.unila.ac.id', 'name': {'given': 'Hardoko Insan', 'lineage': None, 'family': 'Qudus', 'honourific': None}}]",1970-01-01 00:00:00.000002019,disk0/00/03/35/62,,,other,['FMIPA4'],,,"International Organization Of Scientific Research (IOSR), India",,,,,,,,,,,,,,,,,,,,,,,
69,Similarity Index of The Potency Study of Organotin(IV) 3-Nitrobenzoate Compounds as Antimalarial Agents,,7,show,2021-08-23 12:32:09,archive,['QD'],,33579,published,pub,"[{'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 33579, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/153701', 'pos': 1, 'format': 'text', 'files': [{'datasetid': 'document', 'filesize': 2093675, 'fileid': 398072, 'mime_type': 'application/pdf', 'mtime': '2021-08-23 10:01:51', 'hash_type': 'MD5', 'hash': '5ce5573efdc5edfaf86c3da7d94790c3', 'filename': 'Similarity Index of The_Potency_Study_of_Organotin_IV__3_Nitrobenzoate.pdf', 'objectid': 153701, 'uri': 'http://repository.lppm.unila.ac.id/id/file/398072'}], 'docid': 153701, 'main': 'Similarity Index of The_Potency_Study_of_Organotin_IV__3_Nitrobenzoate.pdf'}]",public,http://repository.lppm.unila.ac.id/id/eprint/33579,2021-08-23 12:32:09,726,2021-08-23 12:32:09,,"[{'id': 'hardoko.insan@fmipa.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Qudus', 'given': 'Hardoko Insan'}}]",1970-01-01 00:00:00.000002019,disk0/00/03/35/79,,,other,['FMIPA4'],,,IOP Publishing,,,,,,,,,,,,,,,,,,,,,,,
70,Similarity Index of The potential of derivatives of organotin(IV) benzoate compounds in medicinal chemistry,,5,show,2021-08-24 02:44:09,archive,['QD'],,33598,,pub,"[{'placement': 1, 'security': 'public', 'eprintid': 33598, 'mime_type': 'application/pdf', 'language': 'en', 'files': [{'filesize': 1492873, 'datasetid': 'document', 'filename': 'Similarity Index of The_potential_of_derivatives_of_organotin_IV__benz.pdf', 'hash': '15281988b2f2e758d88f0c1338dccc72', 'hash_type': 'MD5', 'mtime': '2021-08-23 13:54:11', 'mime_type': 'application/pdf', 'fileid': 398259, 'uri': 'http://repository.lppm.unila.ac.id/id/file/398259', 'objectid': 153723}], 'docid': 153723, 'main': 'Similarity Index of The_potential_of_derivatives_of_organotin_IV__benz.pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/153723', 'pos': 1, 'format': 'text'}]",public,http://repository.lppm.unila.ac.id/id/eprint/33598,2021-08-24 02:44:09,726,2021-08-24 02:44:09,,"[{'id': 'hardoko.insan@fmipa.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Qudus', 'given': 'Hardoko Insan'}}]",1970-01-01 00:00:00.000002019,disk0/00/03/35/98,,,other,['FMIPA4'],,,IOP Publishing,,,,,,,,,,,,,33580.0,,,,,,,,,,
71,Methylene Blue Adsorption Isotherm on Spirulina sp. Microalgae Biomass The coated Silica-Magnetite,http://ic-star.unila.ac.id/ Bandar,7,show,2019-11-04 07:20:36,archive,['QD'],"In this study, it has been performed modification of Spirulina sp. algae biomass with silica (HAS) coated with magnetite particles (HASM) and its adsorption test on a solution of methylene blue dye (MB) in solution.  The identification of HASM adsorbent functional groups was studied using infra-red (IR) spectrophotometer, the degree of crystallinity of the material was determined by X-ray diffraction (XRD), while the morphology and HASM constituent elements were analyzed by Scanning Electron Microscopy-Energy-Dispersive-X-Ray (SEM-EDX).  The HASM adsorption isotherm of MB solution was studied by applying adsorption experiments using the batch method.  The concentrations of MB dye in the adsorption process were analyzed by a UV-Vis spectrometer. Adsorption of 100 mg L-1 MB dye solution by HASM adsorbent at pH of 6 with a contact time of 60 minutes resulted in an adsorbed MB amount of 90.90 mg g-1.  The adsorption isotherm model of the MB dye solution in the HASM adsorbent tends to follow the model of Freundlich adsorption isotherm.  The adsorbent HASM is an effective adsorbent that absorbs MB dye in solution.",14725,,submitted,"[{'placement': 1, 'security': 'public', 'eprintid': 14725, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/127457', 'objectid': 27837, 'filesize': 330561, 'datasetid': 'document', 'mtime': '2019-10-29 12:05:33', 'hash_type': 'MD5', 'filename': 'Abstrac -Methylene Blue - Spirulina sp (ICSTAR).docx.pdf', 'hash': 'ac79be0b2068d847b24737fee58fe7f2', 'fileid': 127457, 'mime_type': 'application/pdf'}], 'docid': 27837, 'main': 'Abstrac -Methylene Blue - Spirulina sp (ICSTAR).docx.pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/27837', 'pos': 1, 'format': 'text'}]",public,http://repository.lppm.unila.ac.id/id/eprint/14725,2019-11-04 07:20:36,1067,2019-11-04 07:20:36,,"[{'name': {'lineage': None, 'honourific': None, 'family': 'R.A', 'given': 'Kausar'}, 'id': 'radhoalkausar@gmail.com'}, {'name': {'lineage': None, 'family': '.', 'honourific': None, 'given': 'Buhani'}, 'id': 'buhani_s@yahoo.co.id'}, {'id': 'suharso_s@yahoo.com', 'name': {'lineage': None, 'family': '.', 'honourific': None, 'given': 'Suharso'}}]",2019-09-24 00:00:00.000000000,disk0/00/01/47/25,,,conference_item,['FMIPA4'],,1-6,,,TRUE,,,conference,23-25 September 2019,"The 5TH International Conference on Science, Technology and Interdisciplinary Research (IC-STAR) 2019",Bandar Lampung,speech,,,,,,,,,,,,,,
72,Peer reviewed of The Improvement of Paclitaxel Cytotoxicity using Nanocellulose based Nature Resources,,8,show,2021-04-12 03:27:19,archive,['QD'],,29092,,pub,"[{'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/43201', 'docid': 43201, 'main': '8-Reviewed Jurnal Internasional.pdf', 'files': [{'filesize': 9107828, 'datasetid': 'document', 'hash': '5b8265d9a758e10ae03a5c9eeed967dd', 'filename': '8-Reviewed Jurnal Internasional.pdf', 'hash_type': 'MD5', 'mtime': '2021-04-12 02:39:31', 'mime_type': 'application/pdf', 'fileid': 258023, 'uri': 'http://repository.lppm.unila.ac.id/id/file/258023', 'objectid': 43201}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 29092, 'security': 'public', 'placement': 1}]",public,http://repository.lppm.unila.ac.id/id/eprint/29092,2021-04-12 03:27:19,564,2021-04-12 03:27:19,,"[{'name': {'given': 'Nahrowi', 'lineage': None, 'honourific': None, 'family': 'Ridho'}, 'id': None}, {'name': {'given': 'Setiawan', 'honourific': None, 'family': 'Andi', 'lineage': None}, 'id': 'andi.setiawan@fmipa.unila.ac.id'}, {'name': {'given': 'Noviany', 'lineage': None, 'family': 'Noviany', 'honourific': None}, 'id': 'noviany@fmipa.unila.ac.id'}, {'id': 'irza.sukmana@eng.unila.ac.id', 'name': {'lineage': None, 'family': 'Irza', 'honourific': None, 'given': 'Sukmana'}}, {'id': None, 'name': {'family': 'Suripto', 'honourific': None, 'lineage': None, 'given': 'D Yuwono'}}]",2019-06-01 00:00:00.000000000,disk0/00/02/90/92,,,other,['FMIPA4'],,,"Faculty of Engineering, University of Lampung",,,,,,,,,,,,,,,,,,,,,,,
73,Similarity index of The Improvement of Paclitaxel Cytotoxicity using Nanocellulose based Nature Resources,,8,show,2021-04-12 03:27:12,archive,['QD'],,29090,,pub,"[{'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/43199', 'main': 'The_Improvement_of_Paclitaxel_Cytotoxicity_using_N.pdf', 'docid': 43199, 'files': [{'datasetid': 'document', 'filesize': 1729181, 'fileid': 258008, 'mime_type': 'application/pdf', 'mtime': '2021-04-12 02:35:12', 'hash_type': 'MD5', 'hash': '94eac195fe6dca8634aab79b37bc9c96', 'filename': 'The_Improvement_of_Paclitaxel_Cytotoxicity_using_N.pdf', 'objectid': 43199, 'uri': 'http://repository.lppm.unila.ac.id/id/file/258008'}], 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 29090, 'security': 'public', 'placement': 1}]",public,http://repository.lppm.unila.ac.id/id/eprint/29090,2021-04-12 03:27:12,564,2021-04-12 03:27:12,,"[{'name': {'given': 'Nahrowi', 'honourific': None, 'family': 'Ridho', 'lineage': None}, 'id': None}, {'id': 'andi.setiawan@fmipa.unila.ac.id', 'name': {'given': 'Setiawan', 'lineage': None, 'family': 'Andi', 'honourific': None}}, {'id': 'noviany@fmipa.unila.ac.id', 'name': {'lineage': None, 'family': 'Noviany', 'honourific': None, 'given': 'Noviany'}}, {'id': 'irza.sukmana@eng.unila.ac.id', 'name': {'lineage': None, 'family': 'Irza', 'honourific': None, 'given': 'Sukmana'}}, {'name': {'lineage': None, 'family': 'Suripto', 'honourific': None, 'given': 'Dwi Yuwono'}, 'id': None}]",2019-06-01 00:00:00.000000000,disk0/00/02/90/90,,,other,['FMIPA4'],,,"Faculty of Engineering, University of Lampung",,,,,,,,,,,,,,,,,,,,,,,
74,PENGARUH PENAMBAHAN HIDROGEN PEROKSIDA (H2O2) TERHADAP EFEKTIVITAS FOTODEGRADASI NAPHTHOL MENGGUNAKAN FOTOKATALIS TIO2,http://jurnal.fmipa.unila.ac.id/analit/article/view/2153/1595,11,show,2019-11-14 09:51:36,archive,['QD'],"Telah dilakukan penelitian tentang fotodegradasi zat warna naphthol menggunakan fotokatalis TiO2 dengan dan tanpa penambahan H2O2. Penelitian ini dilakukan pada sampel buatan dan sampel limbah batik. Penelitian ini bertujuan untuk mengkaji pengaruh penambahan H2O2 terhadap variasi waktu penyinaran, massa TiO2, konsentrasi H2O2 dan pH terhadap efektivitas fotodegradasi zat warna naphthol menggunakan fotokatalis TiO2. Berdasarkan hasil penelitian H2O2 yang ditambahkan berpengaruh  terhadap fotodegradasi naphthol karena laju reaksi dengan penambahan hidrogen peroksida lebih besar daripada laju reaksi tanpa penambahan hidrogen peroksida. Penyinaran selama 90 menit dengan degradasi sebesar 81,1762%. Massa TiO2 berpengaruh signifikan terhadap fotodegradasi dengan efektivitas fotodegradasi tertinggi dicapai pada massa TiO2 95 mg dengan presentase degradasi 85,4468%. Konsentrasi H2O2 berpengaruh signifikan terhadap fotodegradasi ditunjukkan oleh F hitung = 67,2730 > F tabel = 2,8500. Efektivitas fotodegradasi tertinggi yaitu 39, 8339% dengan konsentrasi H2O2 15%. Pada variasi pH efektivitas fotodegradasi tertinggi pada pH 5 dengan persentase degradasi 99,5708%. Pada aplikasi limbah batik, efektifitas degradasi zat warna tertinggi yaitu 91,2186% pada saat ditambahkan TiO2 saja dan untuk persentase penurunan COD tertinggi pada saat ditambahkan TiO2 dan H2O2 yaitu 76,6645%. Konsentrasi H2O2 berpengaruh signifikan terhadap degradasi zat warna pada sampel limbah karena F hitung = 156,375 > F tabel = 5,1400.",15940,published,pub,"[{'placement': 1, 'security': 'validuser', 'eprintid': 15940, 'content': 'published', 'mime_type': 'text/html', 'language': 'id', 'files': [{'mime_type': 'text/html', 'fileid': 136654, 'hash': 'fe6c6b65c3f55666c6798aa33f6ee2e2', 'filename': 1595, 'hash_type': 'MD5', 'mtime': '2019-11-07 23:47:25', 'datasetid': 'document', 'filesize': 23986, 'objectid': 29030, 'uri': 'http://repository.lppm.unila.ac.id/id/file/136654'}], 'docid': 29030, 'main': 1595, 'rev_number': 8, 'uri': 'http://repository.lppm.unila.ac.id/id/document/29030', 'formatdesc': 'Analit: Analytical and Environmental Chemistry', 'pos': 1, 'format': 'text'}]",restricted,http://repository.lppm.unila.ac.id/id/eprint/15940,2019-11-14 09:51:36,364,2019-11-14 09:51:36,,"[{'name': {'lineage': None, 'family': 'Rika', 'honourific': None, 'given': 'Sulistyo Rini'}, 'id': None}, {'name': {'given': 'Fajriati', 'honourific': None, 'family': 'imelda', 'lineage': None}, 'id': None}, {'id': 'agung.abadi@fmipa.unila.ac.id', 'name': {'given': 'Agung Abadi', 'lineage': None, 'family': 'Kiswandono', 'honourific': None}}]",2019-04-30 00:00:00.000000000,disk0/00/01/59/40,http://dx.doi.org/10.23960/aec.v4.i1.2019.p26-40,,article,['FMIPA4'],4,26-40,Jurusan Kima FMIPA Unila,1,TRUE,2540-8224,Analit: Analytical and Environmental Chemistry,,,,,,,,,,,,"['UIN Yogyakarta', 'UIN Yogyakarta', 'Jurusan Kimia FMIPA Universitas Lampung']",,,,imel257_75@yahoo.co.id,,,
75,Adsorption of Polycyclic Aromatic Hydrocarbons using Low-Cost Activated Carbon Derived from Rice Husk,https://iopscience.iop.org/issue/1742-6596/1338/1,8,show,2019-11-04 08:15:57,archive,['QD'],"Polycyclic aromatic hydrocarbons (PAHs) have a great concern as apersistent organic pollutant in the aquatic environment due to their high toxicities, mutagenic and
carcinogenic properties. Among various water treatment methods, adsorption could be a promising technique for 
removing organic pollutant from the aquatic environment. The present study proposes a low-cost activated carbon from rice husk and its potential as an adsorbent for removing PAHs (phenanthreneand fluoranthene) in the aquatic environment. Physical characterization of the activated carbon obtained was performed by Scanning Electron Microscope (SEM) and Fourier Transform Infrared (FT-IR). Effects of dose adsorbent, pH, and contact time on adsorption of PAHs have been investigated. SEM analysis showed that the adsorbent surface was irregular, rough, and highly porous structure. The FT-IR spectra
indicated the presence of hydroxyl group at 3205 cm-1 and carbonyl group at 1565 cm-1. The result revealed that equilibrium time on phenanthrene and fluoranthene at pH 3is found to be 60 and 30 minutes, respectively. The study shows that activated carbon from rice husk has a
future perspective of low- cost adsorbents which effectively removes PAHs from the aquatic environment.",15316,published,pub,"[{'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 15316, 'uri': 'http://repository.lppm.unila.ac.id/id/document/28449', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'objectid': 28449, 'uri': 'http://repository.lppm.unila.ac.id/id/file/131863', 'fileid': 131863, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2019-11-04 07:14:02', 'filename': 'Rinawati_2019_J._Phys.__Conf._Ser._1338_012005.pdf', 'hash': 'b23cd2f809fadee6ef1edc2854ed65e0', 'datasetid': 'document', 'filesize': 806422}], 'main': 'Rinawati_2019_J._Phys.__Conf._Ser._1338_012005.pdf', 'docid': 28449}]",public,http://repository.lppm.unila.ac.id/id/eprint/15316,2019-11-04 08:15:57,489,2019-11-04 08:15:57,,"[{'id': 'rinawati@fmipa.unila.ac.id', 'name': {'given': 'Rinawati', 'lineage': None, 'honourific': None, 'family': 'Rinawati'}}, {'name': {'given': 'Diky', 'lineage': None, 'honourific': None, 'family': 'Hidayat'}, 'id': 'dikyhidayat93@gmail.com'}, {'name': {'given': 'Supriyanto', 'lineage': None, 'family': 'Supriyanto', 'honourific': None}, 'id': 'r.supriyanto@fmipa.unila.ac.id'}, {'id': 'rinawati03@yahoo.com', 'name': {'family': 'Permana', 'honourific': None, 'lineage': None, 'given': 'Ferdian Diky'}}, {'id': 'rinawati@yahoo.com', 'name': {'given': 'Yunita', 'honourific': None, 'family': 'Yunita', 'lineage': None}}]",2019-10-01 00:00:00.000000000,disk0/00/01/53/16,,,conference_item,['FMIPA4'],,,,,TRUE,,,conference,10 Agustus 2018,"International Conference on Applied Sciences Mathematics and Informatics ( ICASMI) , 9 - 11 Agustus 2018","at Horison Hotel, Lampung, Indonesia",paper,,,,,,,,,,,,,,
76,FUNGSIONALISASI SILIKA SEKAM PADI DENGAN DIFENILAMIN UNTUK ADSORPSI POLISIKLIK AROMATIK HIDROKARBON (PHENANTRENA),http://jurnal.fmipa.unila.ac.id/analit/article/view/2155,7,show,2019-11-05 10:56:10,archive,['QD'],"Phenantrena merupakan polutan organik yang termasuk dalam kelompok senyawa polisiklik aromatik hidrokarbon (PAH) dengan toksisitas tinggi, persisten, mutagenik dan karsinogenik.  Karena itu diperlukan metode yang efisien, mudah dan ramah lingkungan untuk penyisihan senyawa polutan tersebut.  Dalam penelitian ini telah dilakukan sintesis silika yang difungsionalisasikan dengan difenilamin (DPA) untuk mengadsorpsi phenantrena.  Karakterisasi silika-DPA dilakukan dengan menggunakan SEM dan FTIR.  Optimasi adsorpsi dilakukan berdasarkan pengaruh massa adsorben, waktu ekstraksi, pH dan konsentrasi phenantrena.  Hasil karakterisasi SEM menunjukkan terbentuknya Si-DPA dengan adanya perubahan morfologi pada permukaan silica dan adanya serapan spesifik gugus aromatic dan ikatan C-N pada spectrum FTIR.  Hasil optimasi adsorpsi diperoleh pada massa adsorben 4 mg, pH 3, waktu kontak 90 menit, dan konsentrasi larutan standar phenantrena 15,88 ppm. Adsoprsi PAH menggunakan silica sekam padi yang difungsionalisasi DPA telah berhasil dilakukan",15516,,pub,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/28635', 'format': 'text', 'pos': 1, 'files': [{'datasetid': 'document', 'filesize': 329204, 'mime_type': 'application/pdf', 'fileid': 133565, 'hash': '567fabc690878de17be6a7b7ae81cd0f', 'filename': 'Rinawati Fungsionalisasi silika sekam padi.pdf', 'hash_type': 'MD5', 'mtime': '2019-11-04 21:21:22', 'objectid': 28635, 'uri': 'http://repository.lppm.unila.ac.id/id/file/133565'}], 'main': 'Rinawati Fungsionalisasi silika sekam padi.pdf', 'docid': 28635, 'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 15516}]",public,http://repository.lppm.unila.ac.id/id/eprint/15516,2019-11-05 10:56:10,489,2019-11-05 10:56:10,,"[{'name': {'lineage': None, 'honourific': None, 'family': 'Rinawati', 'given': 'Rinawati'}, 'id': 'rinawati@fmipa.unila.ac.id'}, {'id': 'rinawati03@yahoo.com', 'name': {'family': 'Sidabalok', 'honourific': None, 'lineage': None, 'given': 'Christian Paul Partogi'}}, {'name': {'given': 'Supriyanto', 'lineage': None, 'honourific': None, 'family': 'Supriyanto'}, 'id': 'r.supriyanto@fmipa.unila.ac.id'}, {'name': {'given': 'Agung Abadi', 'family': 'Kiswandono', 'honourific': None, 'lineage': None}, 'id': 'agung.abadi@fmipa.unila.ac.id'}, {'id': 'dikyhidayat93@gmail.com', 'name': {'given': 'Diky', 'lineage': None, 'honourific': None, 'family': 'Hidayat'}}]",1970-01-01 00:00:00.000002019,disk0/00/01/55/16,,,article,['FMIPA4'],4,51-64,Jurusan Kima FMIPA Unila,1,TRUE,2540-8224,Analit: Analytical and Environmental Chemistry,,,,,,,,,,,,,,,,,,,
77,"Characterization of antioxidative fraction of plant stem Bouea
macrophylla Griff",,8,show,2021-01-18 01:05:30,archive,['QD'],Ethyl acetate extract of gandaria (Bouea macrophylla Griff) has very strong antioxidant activity. The aims of this study are to separate and characterize the active fraction of antioxidants and determine the antioxidant activity quantitatively. Ethyl acetate extract of B. macrophylla was separated by gravity column chromatography. Fraction separating was guided with qualitative testing of antioxidant activity. Active fraction result of separation was characterized by liquid chromatography-mass spectroscopy and quantitatively analyzed antioxidant activity using the 2.2-diphenyl-1-picrylhydrazyl method. Naringenin and luteolin were identified in the D-2 fraction which had very strong antioxidant activity with an IC50 value of 2.13 ppm. The hydroxyl group OH group of naringenin and luteolin compounds was thought to play a role in the reduction of free radicals,17626,published,pub,"[{'placement': 1, 'security': 'public', 'eprintid': 17626, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'objectid': 30764, 'uri': 'http://repository.lppm.unila.ac.id/id/file/148929', 'fileid': 148929, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2020-01-17 09:05:04', 'filename': 'Tarso_Characterization of antioxidative fraction of plant stem Bouea macrophylla Griff.pdf', 'hash': '466b7b4c26d66f27da6911611573cde9', 'datasetid': 'document', 'filesize': 704255}], 'main': 'Tarso_Characterization of antioxidative fraction of plant stem Bouea macrophylla Griff.pdf', 'docid': 30764, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30764', 'rev_number': 1, 'pos': 1, 'format': 'text'}]",public,http://repository.lppm.unila.ac.id/id/eprint/17626,2021-01-18 01:05:30,564,2021-01-18 01:05:30,,"[{'name': {'given': 'Tarso', 'lineage': None, 'family': 'Rudiana', 'honourific': None}, 'id': 'tarso.rudiana@gmail.com'}, {'name': {'given': 'Nani', 'lineage': None, 'honourific': None, 'family': 'Suryani'}, 'id': 'nanisuryani7688@gmail.com'}, {'id': None, 'name': {'given': 'Dimas Danang', 'honourific': None, 'family': 'Indriatmoko', 'lineage': None}}, {'name': {'family': 'Yusransyah', 'honourific': None, 'lineage': None, 'given': 'Yusransyah'}, 'id': None}, {'name': {'given': 'Ane', 'lineage': None, 'family': 'Amelia', 'honourific': None}, 'id': None}, {'name': {'given': 'Noviany', 'family': 'Noviany', 'honourific': None, 'lineage': None}, 'id': 'noviany@fmipa.unila.ac.id'}, {'id': 'sutopohadi@fmipa.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Hadi', 'given': 'Sutopo'}}]",1970-01-01 00:00:00.000002019,disk0/00/01/76/26,,,article,['FMIPA4'],1341,1-8,IOP Publishing,,TRUE,Print : 1742-6588 Online : 1742-6596,Journal of Physics: Conference Series,,,,,,,,,,[{'url': 'doi:10.1088/1742-6596/1341/7/072008'}],,,,,,tarso.rudiana@gmail.com,,,
78,"The potential of derivatives of organotin(IV) benzoate
compounds in medicinal chemistry",https://doi.org/10.1088/1742-6596/1338/1/012014,6,show,2019-11-04 07:40:51,archive,['QD'],"This paper deals with short review about the application of organotin(IV) compounds. The discovery of bacterial resistance to antibiotics drew the attention of chemists to discover new types of chemical compounds that have the antibacterial activity to overcome the resistance. Increased antibiotic resistance is a consequence of the evolution and adaptation of microbes, caused by excessive anthropogenic antibiotic consumption. Increased cases of bacterial resistance will be a bigger problem if not treated with the discovery of new antibiotics. The discovery of medicinal chemicals may contribute to the advancement of treatment, especially antibiotic resistant. Organotin(IV) compounds are part of organometallic compounds that have been studied their pharmacological effects on several types of bacteria. The derivatives of
organotin(IV) benzoate compounds proven to have biological activity against some types of bacteria. The type and structure of the ligand in the compound derivative of organotin(IV)benzoate gives the influence of different biological activity against bacteria.",14939,published,pub,"[{'docid': 28059, 'main': '7_IOP_ICASMI_2019_Samsuar.pdf', 'files': [{'objectid': 28059, 'uri': 'http://repository.lppm.unila.ac.id/id/file/128834', 'datasetid': 'document', 'filesize': 494363, 'fileid': 128834, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2019-11-01 07:22:20', 'hash': 'de611a9ff8ddcd66bb3ae476acdd3e68', 'filename': '7_IOP_ICASMI_2019_Samsuar.pdf'}], 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/28059', 'eprintid': 14939, 'security': 'public', 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",public,http://repository.lppm.unila.ac.id/id/eprint/14939,2019-11-04 07:40:51,761,2019-11-04 07:40:51,,"[{'name': {'family': 'Samsuar', 'honourific': None, 'lineage': None, 'given': 'Samsuar'}, 'id': 'Samsuar@gmail.com'}, {'id': 'wasinton.simanjuntak@fmipa.unila.ac.id', 'name': {'given': 'Wasinton', 'family': 'Simanjuntak', 'honourific': None, 'lineage': None}}, {'id': 'hardoko.insan@fmipa.unila.ac.id', 'name': {'given': 'Hardoko Insan', 'lineage': None, 'family': 'Qudus', 'honourific': None}}, {'id': 'sutopo.hadi@fmipa.unila.ac.id', 'name': {'honourific': None, 'family': 'Hadi', 'lineage': None, 'given': 'Sutopo'}}]",2019-10-23 00:00:00.000000000,disk0/00/01/49/39,,,article,['FMIPA4'],1338,1-5,IOP Publishing,,TRUE,1742-6596,Journal of Physics: Conference Series,,,,,,,,,,,,,,,,,,,
