,eprintid,date_type,official_url,title,rev_number,volume,metadata_visibility,eprint_status,status_changed,subjects,abstract,publication,issn,creators,date,dir,id_number,type,divisions,ispublished,number,publisher,documents,uri,full_text_status,refereed,lastmod,userid,pagerange,datestamp,succeeds,thesis_type,institution,department,thesis_name,place_of_pub,patent_applicant,isbn,pages,related_url,projects,funders,editors
10,28823,,,Leadership in a school context: how leadership styles are associated with leadership outcomes.,9,,show,archive,2021-04-05 04:48:58,"['L1', 'LB1501', 'LC5201']",,,,"[{'name': {'given': 'Hasan', 'family': 'Hariri', 'honourific': None, 'lineage': None}, 'id': 'hasan.hariri@staff.unila.ac.id'}]",2020-09-15 00:00:00.000000000,disk0/00/02/88/23,,other,['FKIP5'],pub,,"International Journal of Financial, Accounting, and Management (IJFAM)","[{'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/42916', 'rev_number': 1, 'docid': 42916, 'main': '3. Leadership in a school context how leadership styles are associated with leadership outcomes.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/255786', 'objectid': 42916, 'filesize': 4504043, 'datasetid': 'document', 'filename': '3. Leadership in a school context how leadership styles are associated with leadership outcomes.pdf', 'hash': '20fcddad45268d935fc0354ae44287e3', 'mtime': '2021-04-01 06:05:16', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 255786}], 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 28823, 'placement': 1, 'security': 'public'}]",http://repository.lppm.unila.ac.id/id/eprint/28823,public,,2021-04-05 04:48:58,214,,2021-04-05 04:48:58,,,,,,,,,,,,,
11,22853,published,,Pembuatan Keputusan Kepala Sekolah: Prediktor Kepuasan Kerja Guru dalam Memantapkan Komitmen Guru dan Meningkatkan Prestasi Siswa,7,,show,archive,2020-06-30 03:33:31,['L1'],"Kualitas pendidikan sangat bergantung kepada pemimpin satuan pendidikan, khususnya, kepala sekolah yang efektif. Kepala sekolah yang efektif cenderung melibatkan guru dalam berbagai aspek dengan harapan terjadi akuisisi program dan kegiatan termasuk pengambilan keputusan. Upaya pelibatan guru dalam pembuatan keputusan bertujuan membantu guru mencapai kepuasan kerjanya. Kepala sekolah yang efektif dan guru yang puas dapat berkontribusi secara signifikan terhadap sekolah yang efektif dan sekolah yang efektif berbanding lurus dengan terciptanya pendidikan yang berkualitas.

Sekalipun ide dan gagasan ini dapat dipahami dengan baik, literatur yang menunjukkan ide dan gagasan, terutama hasil-hasil penelitian tentang gaya pembuatan keputusan kepala sekolah masih sangat sedikit terpublikasi, terlebih dalam konteks sekolah di Indonesia. Oleh karena itu, buku ini hadir dalam upaya mengatasi kesenjangan ini dengan harapan dapat berguna bagi para pembaca, terutama peneliti, dosen, pemimpin pendidikan, guru, dan mereka yang peduli terhadap kualitas Pendidikan di Indonesia.",,,"[{'name': {'lineage': None, 'honourific': None, 'family': 'Hariri', 'given': 'Hasan'}, 'id': 'hasan.hariri@staff.unila.ac.id'}]",2020-01-01 00:00:00.000000000,disk0/00/02/28/53,,book,['FKIP5'],pub,,Aura,"[{'format': 'text', 'pos': 2, 'formatdesc': 'Pembuatan keputusan yang efektif oleh kepala sekolah di berbagai jenjang pendidikan sangat penting karena akan berkontribusi terhadap komitmen guru dan prestasi siswa.', 'rev_number': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/36393', 'main': '0 Hariri 2020 Buku Beferensi Pembuatan Keputusan Kepala Sekolah.pdf', 'docid': 36393, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/209774', 'objectid': 36393, 'filesize': 1708545, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2020-06-29 19:08:48', 'hash': '87491021eea32099ae7771a17ff47bf2', 'filename': '0 Hariri 2020 Buku Beferensi Pembuatan Keputusan Kepala Sekolah.pdf', 'fileid': 209774, 'mime_type': 'application/pdf'}], 'mime_type': 'application/pdf', 'language': 'id', 'content': 'published', 'eprintid': 22853, 'security': 'public', 'placement': 2}]",http://repository.lppm.unila.ac.id/id/eprint/22853,public,TRUE,2020-06-30 03:33:31,214,,2020-06-30 03:33:31,19502.0,,,,,Bandar Lampung,,978-623-211-187-5,109.0,,,,
12,34016,published,,REVIEW dan PENGESAHAN Pembuatan Keputusan Kepala Sekolah: Prediktor Kepuasan Kerja Guru dalam Memantapkan Komitmen Guru dan Meningkatkan Prestasi Siswa,7,,show,archive,2021-09-21 00:57:19,['L1'],,,,"[{'id': 'hasan.hariri@staff.unila.ac.id', 'name': {'honourific': None, 'family': 'Hariri', 'lineage': None, 'given': 'Hasan'}}]",1970-01-01 00:00:00.000002020,disk0/00/03/40/16,EC00202035584,patent,['FKIP5'],pub,,,"[{'eprintid': 34016, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en', 'docid': 154284, 'main': 'HakiReviewPembKep.pdf', 'files': [{'objectid': 154284, 'uri': 'http://repository.lppm.unila.ac.id/id/file/401712', 'fileid': 401712, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2021-09-20 16:18:39', 'filename': 'HakiReviewPembKep.pdf', 'hash': '3a71979d16546d95cdb9191fdf8c0b4d', 'datasetid': 'document', 'filesize': 758876}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/154284', 'rev_number': 1}]",http://repository.lppm.unila.ac.id/id/eprint/34016,public,,2021-09-21 00:57:19,214,,2021-09-21 00:57:19,29334.0,,,,,,Hasan Hariri,,,,,,
13,30008,completed,,"Reviewing manuscript # SO-19-3358 entitled ""Special Education Teachers’ Readiness to Teach Students with Severe Disabilities in Inclusive Classrooms"" for SAGE Open in January 2020",7,,show,archive,2021-05-05 07:39:25,['L1'],"Menjadi reviewer pada jurnal internasional bereputasi SAGE Open: reviewing manuscript # SO-19-3358 entitled ""Special Education Teachers’ Readiness to Teach Students with Severe Disabilities in Inclusive Classrooms"" for SAGE Open (bukti: email dari SAGE Open terlampir tanggal 18-Jan-2020).",,,"[{'name': {'given': 'Hasan', 'family': 'Hariri', 'honourific': None, 'lineage': None}, 'id': 'hasan.hariri@staff.unila.ac.id'}]",1970-01-01 00:00:00.000002020,disk0/00/03/00/08,,other,['FKIP5'],pub,,SAGE open,"[{'main': '3 Reviewer SAGE Open Januari 2020.pdf', 'docid': 134675, 'files': [{'filesize': 59893, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2021-05-05 07:21:15', 'filename': '3 Reviewer SAGE Open Januari 2020.pdf', 'hash': '009f7206b643b537cf1c53abd62b452b', 'fileid': 355682, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/355682', 'objectid': 134675}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/134675', 'eprintid': 30008, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en'}]",http://repository.lppm.unila.ac.id/id/eprint/30008,public,,2021-05-05 07:39:25,214,,2021-05-05 07:39:25,,,,,,,,,,,,,
14,30010,completed,,"Reviewing manuscript # SO-20-3257 entitled ""A CROSS-SECTIONAL MIXED-METHODS STUDY OF PERSONAL AND ENVIRONMENT-RELATED FACTORS AND PERCEIVED STRESS AMONG TEACHERS OF LEARNERS WITH SPECIAL NEEDS"" for SAGE Open in December 2020",7,,show,archive,2021-05-05 07:39:30,['L1'],"Menjadi reviewer pada jurnal internasional bereputasi SAGE Open: reviewing manuscript # SO-20-3257 entitled ""A CROSS-SECTIONAL MIXED-METHODS STUDY OF PERSONAL AND ENVIRONMENT-RELATED FACTORS AND PERCEIVED STRESS AMONG TEACHERS OF LEARNERS WITH SPECIAL NEEDS"" for SAGE Open (bukti: email dari SAGE Open terlampir tanggal 11-Dec-2020).",,,"[{'id': 'hasan.hariri@staff.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Hariri', 'given': 'Hasan'}}]",1970-01-01 00:00:00.000002020,disk0/00/03/00/10,,other,['FKIP5'],unpub,,SAGE open,"[{'security': 'public', 'placement': 1, 'eprintid': 30010, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'filesize': 72375, 'datasetid': 'document', 'hash': 'ca8b204d39066b3c55659b69ae519f84', 'filename': '5 Reviewer Jurnal SAGE Open Desember 2020.pdf', 'hash_type': 'MD5', 'mtime': '2021-05-05 07:29:07', 'mime_type': 'application/pdf', 'fileid': 355705, 'uri': 'http://repository.lppm.unila.ac.id/id/file/355705', 'objectid': 134686}], 'docid': 134686, 'main': '5 Reviewer Jurnal SAGE Open Desember 2020.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/134686', 'rev_number': 1, 'format': 'text', 'pos': 1}]",http://repository.lppm.unila.ac.id/id/eprint/30010,public,,2021-05-05 07:39:30,214,,2021-05-05 07:39:30,,,,,,,,,,,,,
15,30009,completed,,"Running the peer-review process for manuscript # SO-19-3132 entitled ""The Relationship Between School Principals’ Paternalistic Leadership and Teachers’ Job Burnout: An Action Research*"" for SAGE Open Open",7,,show,archive,2021-05-05 07:39:27,['L1'],"Menjadi article editor pada jurnal internasional bereputasi SAGE Open: running the peer-review process for manuscript # SO-19-3132 entitled ""The Relationship Between School Principals’ Paternalistic Leadership and Teachers’ Job Burnout: An Action Research*"" for SAGE Open Open (bukti: email dari SAGE Open terlampir tanggal 19-Jan-2020).",,,"[{'name': {'lineage': None, 'family': 'Hariri', 'honourific': None, 'given': 'Hasan'}, 'id': 'hasan.hariri@staff.unila.ac.id'}]",1970-01-01 00:00:00.000002020,disk0/00/03/00/09,,other,['FKIP5'],pub,,SAGE open,"[{'main': '4 Article Editor  SAGE Open Januari 2020.pdf', 'docid': 134680, 'files': [{'fileid': 355693, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2021-05-05 07:26:23', 'hash': 'f65a13f99d3e2145f26bd7c02e615b7c', 'filename': '4 Article Editor  SAGE Open Januari 2020.pdf', 'datasetid': 'document', 'filesize': 129850, 'objectid': 134680, 'uri': 'http://repository.lppm.unila.ac.id/id/file/355693'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/134680', 'rev_number': 1, 'eprintid': 30009, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en'}]",http://repository.lppm.unila.ac.id/id/eprint/30009,public,,2021-05-05 07:39:27,214,,2021-05-05 07:39:27,,,,,,,,,,,,,
16,24452,published,,Kepemimpinan Sekolah dan Pengaruhnya terhadap Kinerja Guru dalam Mendongkrak Prestasi Siswa,10,,show,archive,2020-11-02 04:20:48,['L1'],,,,"[{'id': 'hasan.hariri@staff.unila.ac.id', 'name': {'given': 'Hasan', 'honourific': None, 'family': 'Hariri', 'lineage': None}}, {'id': 'ridwanrosidimuawi@gmail.com', 'name': {'given': 'Ridwan', 'lineage': None, 'family': 'Ridwan', 'honourific': None}}, {'name': {'honourific': None, 'family': 'Karwan', 'lineage': None, 'given': 'Dedy H.'}, 'id': 'dhkarwan@yahoo.co.id'}]",1970-01-01 00:00:00.000002020,disk0/00/02/44/52,,other,['FKIP5'],pub,,Menkumham,"[{'placement': 1, 'security': 'public', 'eprintid': 24452, 'content': 'published', 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'mime_type': 'application/pdf', 'fileid': 222318, 'filename': 'Hariri et al Sep 2020 Haki sertifikat_EC00202035583 Kepemimpinan Sekolah.pdf', 'hash': 'f7a9e7b27a16d07ceca179c312a8aee6', 'hash_type': 'MD5', 'mtime': '2020-11-01 17:14:23', 'datasetid': 'document', 'filesize': 781802, 'objectid': 38187, 'uri': 'http://repository.lppm.unila.ac.id/id/file/222318'}], 'docid': 38187, 'main': 'Hariri et al Sep 2020 Haki sertifikat_EC00202035583 Kepemimpinan Sekolah.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/38187', 'rev_number': 2, 'formatdesc': 'HAKI', 'pos': 1, 'format': 'text'}]",http://repository.lppm.unila.ac.id/id/eprint/24452,public,,2020-11-02 04:20:48,214,,2020-11-02 04:20:48,,,,,,,,,,,,,
17,34015,published,,Kepemimpinan Sekolah dan Pengaruhnya terhadap Kinerja Guru dalam Mendongkrak Prestasi Siswa,7,,show,archive,2021-09-21 00:57:15,['L1'],,,,"[{'name': {'given': 'Hasan', 'honourific': None, 'family': 'Hariri', 'lineage': None}, 'id': 'hasan.hariri@staff.unila.ac.id'}, {'name': {'lineage': None, 'family': 'Ridwan', 'honourific': None, 'given': 'Ridwan'}, 'id': 'ridwanrosidimuawi@gmail.com'}, {'name': {'honourific': None, 'family': 'Karwan', 'lineage': None, 'given': 'Dedy H.'}, 'id': 'dhkarwan@yahoo.co.id'}]",1970-01-01 00:00:00.000002020,disk0/00/03/40/15,EC00202035583,patent,['FKIP5'],pub,,,"[{'eprintid': 34015, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en', 'main': 'HakiReviewKeppmn.pdf', 'docid': 154278, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/401700', 'objectid': 154278, 'filesize': 873969, 'datasetid': 'document', 'hash': '2e073ec1ba86faeb95b42f37f656aacd', 'filename': 'HakiReviewKeppmn.pdf', 'hash_type': 'MD5', 'mtime': '2021-09-20 16:12:41', 'mime_type': 'application/pdf', 'fileid': 401700}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/154278', 'rev_number': 1}]",http://repository.lppm.unila.ac.id/id/eprint/34015,public,,2021-09-21 00:57:15,214,,2021-09-21 00:57:15,29333.0,,,,,,"Hasan Hariri, Ridwan, Dedy H. Karwan",,,,,,
18,22984,published,https://oxfordre.com/education/view/10.1093/acrefore/9780190264093.001.0001/acrefore-9780190264093-e-697,Teacher Commitment to Teaching,6,,show,archive,2020-07-02 08:13:16,['L1'],"Summary and Keywords
Teachers matter for many reasons, particularly because they can make a difference in student achievement. Student achievement can help improve school and education quality. Teacher commitment to teaching and its associated aspects are explored, including the characteristics of committed teachers. Committed teachers are characterized by four qualities: having a desire to be good teachers, being more fact purveyors and sources, recognizing and accepting individual worth, and meeting professional responsibilities. Thus, committed teachers need to be prepared, to maintain their commitment, and to improve their performance. Principals can help teachers be committed to teaching, for example, by implementing leadership styles that contribute to their commitment. Education policymakers can make the teaching profession be more appealing by elevating its status, similar to that of doctors, to attract the best candidates.

Keywords: teacher commitment, teaching, student, learning, student achievement, committed teachers",Oxford Research Encyclopedia of Education,The online ISBN of the ORE of Education is 9780190264093,"[{'id': 'hasan.hariri@staff.unila.ac.id', 'name': {'given': 'Hasan', 'lineage': None, 'family': 'Hariri', 'honourific': None}}, {'id': 'bambang@um.edu.my', 'name': {'given': 'Bambang', 'honourific': None, 'family': 'Sumintono', 'lineage': None}}]",2020-05-01 00:00:00.000000000,disk0/00/02/29/84,http://dx.doi.org/10.1093/acrefore/9780190264093.013.697,article,['FKIP5'],pub,,Oxford University Press,"[{'placement': 1, 'security': 'public', 'eprintid': 22984, 'content': 'published', 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'datasetid': 'document', 'filesize': 2356217, 'fileid': 210748, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2020-07-02 07:15:52', 'hash': '162c50b94e6f71b47e791d35e33d7425', 'filename': '00 Teacher Commitment_pic_ok.pdf', 'objectid': 36540, 'uri': 'http://repository.lppm.unila.ac.id/id/file/210748'}], 'main': '00 Teacher Commitment_pic_ok.pdf', 'docid': 36540, 'rev_number': 3, 'uri': 'http://repository.lppm.unila.ac.id/id/document/36540', 'pos': 2, 'format': 'text'}]",http://repository.lppm.unila.ac.id/id/eprint/22984,public,TRUE,2020-07-02 08:13:16,214,1-21,2020-07-02 08:13:16,19499.0,,,,,,,,,,,,
19,33991,published,https://doi.org/10.35912/jshe.v1i1.259,The influence of principal performance on teachers’ pedagogical competence,6,1.0,show,archive,2021-09-20 01:07:32,['L1'],"equal of student learning consequences. Principal performances are also in line with teachers' output and self-esteem. In this case, it can be said that the principal's working area creates a feeling of comfort for teachers. The principal performances create the feeling at home in encouraging teachers and employees to work in harmony with the rules and programs that have been delineated so that work output becomes great and pupil learning outcomes also upsurge. One of the teachers’ productivity can be seen from the teachers’ pedagogical proficiency. Pedagogical proficiency is a talent for understanding students and management of educational and dialogical learning. This study targets to determine in what way the impact of the principal’s performance on teachers’ pedagogical competence.
Research Methodology: The method used is the method of search and review. The review process starts with the search engine, Google scholar and reviewing related articles about principal performance and teachers’ pedagogical competence.
Results: The results from 22 reviewed articles are that the role of the principal’s performance is very influential in affecting the teacher's pedagogical competence.
Limitations: Since this study includes many cases, further research could include performing to analyze how principal performance could affect teacher pedagogical competence.
Contribution: This study can be useful in Faculty of Teacher Training and Education Lampung University and secondary education level","Journal of Social, Humanity, and Education (JSHE)",2746-623X,"[{'name': {'given': 'Heru', 'family': 'Heru Siswanto', 'honourific': None, 'lineage': None}}, {'name': {'given': 'Hariri', 'lineage': None, 'honourific': None, 'family': 'Hasan'}}, {'name': {'given': 'Sowiyah', 'family': 'Sowiyah', 'honourific': None, 'lineage': None}}, {'name': {'given': 'Ridwan', 'honourific': None, 'family': 'Ridwan', 'lineage': None}}]",1970-01-01 00:00:00.000002020,disk0/00/03/39/91,,article,['FKIP5'],pub,1,"Journal of Social, Humanity, and Education (JSHE)","[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/154242', 'format': 'text', 'pos': 1, 'files': [{'filesize': 438681, 'datasetid': 'document', 'filename': '3. 259-Full Manuscript-720-2-10-20200930.pdf', 'hash': '5850e043dbaf0af8da7ea200fa62d0be', 'mtime': '2021-09-19 16:29:58', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 401507, 'uri': 'http://repository.lppm.unila.ac.id/id/file/401507', 'objectid': 154242}], 'main': '3. 259-Full Manuscript-720-2-10-20200930.pdf', 'docid': 154242, 'language': 'en', 'mime_type': 'application/pdf', 'security': 'public', 'placement': 1, 'eprintid': 33991}]",http://repository.lppm.unila.ac.id/id/eprint/33991,public,TRUE,2021-09-20 01:07:32,968,13-26,2021-09-20 01:07:32,,,,,,,,,,[{'url': 'https://doi.org/10.35912/jshe.v1i1.259'}],,,
20,22065,published,,INOVASI & KREATIVITAS PENGEMBANGAN INSTITUSI PENDIDIKAN,8,,show,archive,2020-06-08 01:30:24,['L1'],INOVASI & KREATIVITAS PENGEMBANGAN INSTITUSI PENDIDIKAN,,,"[{'id': 'dhkarwan@yahoo.co.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Karwan', 'given': 'Dedy H.'}}]",2020-05-05 00:00:00.000000000,disk0/00/02/20/65,EC00202014492,patent,['FKIP5'],pub,,,"[{'security': 'public', 'placement': 1, 'eprintid': 22065, 'content': 'accepted', 'language': 'id', 'mime_type': 'application/pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/203366', 'objectid': 35460, 'filesize': 769701, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2020-06-08 01:24:09', 'hash': 'd762b26bc9ce2bd4318266fdef340144', 'filename': 'sertifikat_EC00202014492 Dedy.pdf', 'fileid': 203366, 'mime_type': 'application/pdf'}], 'main': 'sertifikat_EC00202014492 Dedy.pdf', 'docid': 35460, 'rev_number': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/35460', 'format': 'text', 'pos': 1}]",http://repository.lppm.unila.ac.id/id/eprint/22065,public,,2020-06-08 01:30:24,685,,2020-06-08 01:30:24,,,,,,,Buku,,,,,,
21,19500,published,http://jss.lppm.unila.ac.id/index.php/ojs/article/view/196,Pelatihan Penulisan Karya Tulis Ilmiah bagi Guru SMK Muhammadiyah,9,4.0,show,archive,2020-05-08 01:54:27,['L1'],"Kegiatan pengabdian kepada masyarakat ini adalah secara khusus ditujukan kepada guru-guru Sekolah
Menengah Kejuruan (SMK) Muhammadiyah Provinsi Lampung, yang secara umum perlu ditingkatkan
pengetahuan dan kemampuannya dalam menulis artikel ilmiah yang merupakan salah satu unsur penting
dalam  pengembangan keprofesian berkelanjutan (PKB) guru. Tujuan kegiatan ini adalah untuk (1)
memberikan pengetahuan dan pemahaman tentang cara-cara menulis karya ilmiah khususnya artikel
jurnal nasional, (2) membantu guru menghasilkan karya ilmiah berupa naskah artikel tentang pendidikan
sesuai bidang dan program keahlian mereka di sekolah untuk layak terbit setidak-tidaknya pada jurnal
nasional.Pelatihan ini diawali dengan penjelasan disertai contoh-contoh (dari judul, latar belakang,
metode, hasil, pembahasan, kesimpulan, implikasi, dan referensi).  Selanjutnya peserta diberi tugas
latihan menulis dengan topik sesuai minat mereka dan dibawa pulang, dan setelah lima hari bertemu lagi
dengan membawa hasil tulisan mereka. Secara umum perubahan pengetahuan dan kemampuan sebagai
hasil pelatihan, yaitu peserta dapat meningkatkan pengetahuan dan kemampuan menulis karya  ilmiah,
dibandingkan sebelum pelatihan, berdasarkan kenaikan skor rata-rata yang meningkat dan hasil
interview setelah mengikuti proses pelatihan. 

Kata kunci:Guru, Karya Ilmiah, Pelatihan, Penulisan",SAKAI SAMBAYAN Jurnal Pengabdian kepada Masyarakat,e-ISSN: 2550-1089,"[{'name': {'given': 'Dedy H.', 'honourific': None, 'family': 'Karwan', 'lineage': None}, 'id': 'dhkarwan@yahoo.co.id'}, {'id': 'hasan.hariri@staff.unila.ac.id', 'name': {'given': 'Hasan', 'honourific': None, 'family': 'Hariri', 'lineage': None}}]",2020-03-27 00:00:00.000000000,disk0/00/01/95/00,,article,['FKIP5'],pub,1,LPPM Unila,"[{'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/32730', 'main': 'Karya Pengabdian Penulisan KTI.pdf', 'docid': 32730, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/162936', 'objectid': 32730, 'mtime': '2020-05-07 11:39:01', 'hash_type': 'MD5', 'hash': '623bfd2e5a5627daed6c83101acd2ce8', 'filename': 'Karya Pengabdian Penulisan KTI.pdf', 'fileid': 162936, 'mime_type': 'application/pdf', 'filesize': 152129, 'datasetid': 'document'}], 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 19500, 'placement': 1, 'security': 'public'}]",http://repository.lppm.unila.ac.id/id/eprint/19500,public,TRUE,2020-05-08 01:54:27,214,66-71,2020-05-08 01:54:27,,,,,,,,,,,,,
22,24451,published,http://jurnal.fkip.unila.ac.id/index.php/JMMP/article/view/21051,Partnership Management in Industry-Based Learning in Vocational Secondary Schools of Lampung Province,7,8.0,show,archive,2020-11-02 04:19:57,['L1'],"Abstract: Partnership Management in Industry-Based Learning in Vocational School,Lampung Province. Objective: Research on implementing partnerships in industry-based learning is a way to find out whether the quality improvement program for vocational secondary
schools in Indonesia still needs improvement. This is because there are still many graduates who cannot be absorbed in industries where graduates apply for work, due to one important issue that learning programs in vocational secondary schools tend to be oriented on teaching subjects, and
do not focus on teaching competencies following the needs of the workforce. Method: This
research used a qualitative research approach considered effective to find out the root of the very basic problems of management and quality and the relevance of learning in vocational secondary
schools to get a solution. Findings: The authors found problems in the following areas: 1)
vocational secondary school learning guidance patterns, 2) reorientation of expertise programs and industry-based learning, 3) dual system education, 4) partnership management model of industry-based learning (teaching factory and production-based training). Conclusion: The
management of vocational high school learning still needs to be improved by its learning system based on the needs of employment in industries, by implementing partnership management together with industry or partner institutions, so that all stakeholders can play an optimal role in producing graduates who are competent in their fields.",Jurnal Manajemen Mutu Pendidikan,e-ISSN: 2716-4616 | p-ISSN 2302-1772,"[{'id': 'dhkarwan@yahoo.co.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Karwan', 'given': 'Dedy H.'}}, {'name': {'lineage': None, 'family': 'Hariri', 'honourific': None, 'given': 'Hasan'}, 'id': 'hasan.hariri@staff.unila.ac.id'}, {'id': 'ridwanrosidimuawi@gmail.com', 'name': {'given': 'Ridwan', 'honourific': None, 'family': 'Ridwan', 'lineage': None}}]",1970-01-01 00:00:00.000002020,disk0/00/02/44/51,DOI: 10.23960/jmmp .v8.i2.2020,article,['FKIP5'],pub,2,FKIP Unila,"[{'rev_number': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/38186', 'format': 'text', 'pos': 1, 'files': [{'datasetid': 'document', 'filesize': 287479, 'mime_type': 'application/pdf', 'fileid': 222310, 'filename': 'Hariri et 2020 JMMP Partnership Management in IndustryBased Learning.pdf', 'hash': '5f781206487c4b2bc32daa6088b7ae31', 'hash_type': 'MD5', 'mtime': '2020-11-01 16:56:51', 'objectid': 38186, 'uri': 'http://repository.lppm.unila.ac.id/id/file/222310'}], 'main': 'Hariri et 2020 JMMP Partnership Management in IndustryBased Learning.pdf', 'docid': 38186, 'content': 'published', 'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 24451}]",http://repository.lppm.unila.ac.id/id/eprint/24451,public,TRUE,2020-11-02 04:19:57,214,8-17,2020-11-02 04:19:57,,,,,,,,,,,,,
23,28832,,,"Principal Visionary Leadership in Public Junior High Schools in Lampung Province, Indonesia.",9,,show,archive,2021-04-05 04:49:44,"['L1', 'LB1501', 'LC5201']",,,,"[{'name': {'given': 'Dedy H.', 'lineage': None, 'family': 'Karwan', 'honourific': None}, 'id': 'dhkarwan@yahoo.co.id'}, {'id': 'hasan.hariri@staff.unila.ac.id', 'name': {'given': 'Hasan', 'lineage': None, 'family': 'Hariri', 'honourific': None}}, {'name': {'lineage': None, 'honourific': None, 'family': 'Ridwan', 'given': 'Ridwan'}, 'id': None}]",2020-03-12 00:00:00.000000000,disk0/00/02/88/32,,other,['FKIP5'],pub,,JPP FKIP Universitas Lampung,"[{'security': 'public', 'placement': 1, 'eprintid': 28832, 'mime_type': 'application/pdf', 'language': 'en', 'files': [{'fileid': 255839, 'mime_type': 'application/pdf', 'mtime': '2021-04-01 08:36:23', 'hash_type': 'MD5', 'hash': 'cb155a3566fd47adb8844dd00bc7db3f', 'filename': 'Principal Visionary Leadership in Public Junior High Schools in Lampung Province, Indonesia.pdf', 'datasetid': 'document', 'filesize': 3711077, 'objectid': 42924, 'uri': 'http://repository.lppm.unila.ac.id/id/file/255839'}], 'main': 'Principal Visionary Leadership in Public Junior High Schools in Lampung Province, Indonesia.pdf', 'docid': 42924, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/42924', 'format': 'text', 'pos': 1}]",http://repository.lppm.unila.ac.id/id/eprint/28832,public,,2021-04-05 04:49:44,214,,2021-04-05 04:49:44,,,,,,,,,,,,,
