,status_changed,eprint_status,subjects,abstract,title,rev_number,metadata_visibility,eprintid,lastmod,userid,datestamp,ispublished,documents,uri,full_text_status,refereed,type,divisions,publication,creators,dir,issn,publisher,corp_creators,funders,number,official_url,volume,date_type,place_of_pub,related_url,pagerange,id_number,contact_email,contributors,event_location,event_title,event_type,event_dates,pres_type,succeeds,referencetext
44,2020-04-28 00:42:15,archive,['TA'],"Many factors greatly influence the learning outcomes for vocational students, but the learning process for non-vocational program students is different. Learning motivation, especially intrinsic motivation, is a determining factor for successful of learning outcomes. The purpose of this study was to analyze the effect of learning motivation on the learning outcomes of vocational students. The study used descriptive correlational methods. A sample comprising 40 students was selected by random sampling.
Data on student motivation was collected using a questionnaire instrument containing 25 statements
concerning four aspects of learning motivation: self-determination, curiosity, challenge, and effort.
Reliability testing showed that all items in the questionnaire were reliable. The influence of the learning
motivation (independent variable) on the learning outcomes (dependent variable) was analyzed using ANOVA. Intrinsic motivation improved the learning outcomes for vocational students. Curiosity was identified as the most important aspect of learning motivation as it had the greatest influence on improving learning outcomes. Therefore, intrinsic motivation should be integrated into learning activities to improve the learning outcomes of vocational students in tertiary institutions.",The Influence of Learning Motivation on the Learning Outcomes of Vocational Students at Lampung University,8,show,19353,2020-04-28 00:42:15,1133,2020-04-28 00:42:15,pub,"[{'eprintid': 19353, 'security': 'public', 'placement': 1, 'mime_type': 'text/rtf', 'language': 'en', 'docid': 32582, 'main': 'Similarity Artikel Gugiyanto, Badar, Her.doc', 'files': [{'objectid': 32582, 'uri': 'http://repository.lppm.unila.ac.id/id/file/161892', 'datasetid': 'document', 'filesize': 132527, 'fileid': 161892, 'mime_type': 'text/rtf', 'mtime': '2020-04-27 08:18:12', 'hash_type': 'MD5', 'filename': 'Similarity Artikel Gugiyanto, Badar, Her.doc', 'hash': '449ff14ab1ab3e56b54c1b093533645b'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/32582', 'rev_number': 1}]",http://repository.lppm.unila.ac.id/id/eprint/19353,public,,other,['FT7'],,"[{'name': {'lineage': None, 'honourific': None, 'family': 'Sugiyanto', 'given': 'Sugiyanto'}, 'id': 'sugiyanto.1957@eng.unila.ac.id'}, {'name': {'lineage': None, 'family': 'Badaruddin', 'honourific': None, 'given': 'Mohammad'}, 'id': 'mbruddin@eng.unila.ac.id'}, {'id': 'herpratiwi.1964@fkip.unila.ac.id', 'name': {'given': 'Herpratiwi', 'lineage': None, 'honourific': None, 'family': 'Herpratiwi'}}, {'id': None, 'name': {'honourific': None, 'family': 'untung', 'lineage': None, 'given': 'slamet'}}, {'name': {'family': 'Sabarudin', 'honourific': None, 'lineage': None, 'given': 'Sabarudin'}, 'id': None}]",disk0/00/01/93/53,,SERSC Australia,,,,http://sersc.org/journals/index.php/IJAST/article/view/8649,,,http://sersc.org/journals/index.php/IJAST/article/view/8649,,,,,,,,,,,,
45,2019-11-18 07:23:55,archive,['T1'],"Abstrak:
Tujuan pengabdian masyarakat ini adalah untuk meningkatkan keterampilan para teknisi laboratorium agar dapat pengembangan kompetensi profesional disamping untuk mendeskripsikan hasil pelatihan pengembangan kompetensi profesional laboratorium Fakultas Teknik. Kegiatan diawali dengan kajian lapangan dilanjutkan dengan pre-test, penyampaian materi di dalam kelas, post-test, dan diakhiri dengan pemberian tugas. 
Pengabdian masyarkat ini telah memberikan pengetahuan dan peningkatan keterampilan dalam mengembangkan kompetensi profesionalnya. Para teknisi juga terbekali dengan panduan untuk membelajarkan dirinya yang didukung dengan manajemen yang baik.

Kata Kunci:  Laboratorium, teknisi, kompetensi profesional",PELATIHAN PENGEMBANGAN KOMPETENSI PROFESIONAL TEKNISI LABORATORIUM FAKULTAS TEKNIK UNIVERSITAS LAMPUNG,10,show,16829,2019-11-18 07:23:55,1133,2019-11-18 07:23:55,unpub,"[{'files': [{'filesize': 752254, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2019-11-17 23:08:06', 'hash': '122368ff6ffb34bd3b85fb0389bff5ca', 'filename': 'REPOSITORY_SUGIYANTO_LAPORAN_PENGABDIAN_DIPA_ FT_2019.pdf', 'fileid': 142988, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/142988', 'objectid': 29916}], 'docid': 29916, 'main': 'REPOSITORY_SUGIYANTO_LAPORAN_PENGABDIAN_DIPA_ FT_2019.pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/29916', 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 16829, 'language': 'en', 'mime_type': 'application/pdf'}]",http://repository.lppm.unila.ac.id/id/eprint/16829,public,FALSE,other,['FT7'],,"[{'name': {'given': 'Sugiyanto', 'honourific': None, 'family': 'Sugiyanto', 'lineage': None}, 'id': 'sugiyanto.1957@eng.unila.ac.id'}, {'id': 'nafrizal_08@yahoo.com', 'name': {'honourific': None, 'family': 'Nafrizal', 'lineage': None, 'given': 'Nafrizal'}}, {'id': None, 'name': {'given': 'savetlana', 'lineage': None, 'honourific': None, 'family': 'shirley'}}, {'name': {'family': 'Irza', 'honourific': None, 'lineage': None, 'given': 'Sukmana'}, 'id': 'irza.sukmana@eng.unila.ac.id'}]",disk0/00/01/68/29,,fakultas teknik,['Universitas Lampung'],,,,,,,,,,,,,,,,,,
46,2020-01-02 02:13:25,archive,['TS'],"Tissue engineering seeks strategies to design polymeric scaffolds that allow high-cell-density cultures with signaling molecules and suitable vascular supply. One major obstacle in tissue engineering is the inability to create thick engineered-tissue constructs. A pre-vascularized tissue scaffold appears to be the most favorable approach to avoid nutrient and oxygen supply limitations as well as to allow waste removal, factors that are often hurdles in developing thick engineered tissues. Vascularization can be achieved using strategies in which cells are cultured in bioactive polymer scaffolds that can mimic extracellular matrix environments. This review addresses recent advances and future challenges in developing and using bioactive polymer scaffolds to promote tissue construct vascularization.",Bioactive Polymer Scaffold For Fabrication of Vascularized Engineering Tissue,7,show,17225,2020-01-02 02:13:25,464,2020-01-02 02:13:25,pub,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 17225, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/30327', 'rev_number': 1, 'main': 'Bioactive Polymer Scaffold For Fabrication of Vascularized Engineering Tissue.pdf', 'docid': 30327, 'files': [{'objectid': 30327, 'uri': 'http://repository.lppm.unila.ac.id/id/file/145982', 'datasetid': 'document', 'filesize': 2198298, 'mime_type': 'application/pdf', 'fileid': 145982, 'filename': 'Bioactive Polymer Scaffold For Fabrication of Vascularized Engineering Tissue.pdf', 'hash': 'f7b769448d4498f75dfa839e6453f793', 'hash_type': 'MD5', 'mtime': '2019-12-03 10:45:22'}]}]",http://repository.lppm.unila.ac.id/id/eprint/17225,public,,other,['FT7'],,"[{'id': 'irza.sukmana@gmail.com', 'name': {'given': 'Irza', 'family': 'Sukmana', 'honourific': None, 'lineage': None}}]",disk0/00/01/72/25,,Laporan Reviewer Publikasi,,,,,,,,,,,,,,,,,,,
47,2023-04-16 02:23:33,archive,['TJ'],"Bukti corresponding auhtor Fauzi Ibrahim dan Irza Sukmana artikel @ Polimesin title, ""Application of Magnesium Alloys in Orthopedic Implant""",Corresponding auhtor artikel Polimesin,7,show,50562,2023-04-16 02:23:33,464,2023-04-16 02:23:33,pub,"[{'files': [{'hash': '59dac8434037a9ee705c381fc38dde04', 'filename': 'corresponding author artikel Polimesin_fauzi_irza lengkap.pdf', 'hash_type': 'MD5', 'mtime': '2023-04-15 14:08:27', 'mime_type': 'application/pdf', 'fileid': 545227, 'filesize': 1042652, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/545227', 'objectid': 190261}], 'docid': 190261, 'main': 'corresponding author artikel Polimesin_fauzi_irza lengkap.pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/190261', 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 50562, 'mime_type': 'application/pdf', 'language': 'en'}]",http://repository.lppm.unila.ac.id/id/eprint/50562,public,,other,['FT7'],,"[{'id': 'irza.sukmana@gmail.com', 'name': {'lineage': None, 'honourific': None, 'family': 'Sukmana', 'given': 'Irza'}}]",disk0_bak/00/05/05/62,,Poltek Negeri Lhoksumawe,,,,,,,,,,,,,,,,,,,
48,2023-04-16 02:22:55,archive,['TJ'],"Bukti Corresponding author irza @ polimesin judul, ""Optimization Design of Bone Screws Biodegradable with Magnesium AZ31B Based on Finite Element Analysis""",Corresponding author @ polimesin,7,show,50565,2023-04-16 02:22:55,464,2023-04-16 02:22:55,pub,"[{'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/545248', 'objectid': 190264, 'filename': 'corresponding author polimesin arif irza.pdf', 'hash': 'be78c576d8012842514142dd95639940', 'mtime': '2023-04-15 14:49:27', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 545248, 'filesize': 2149171, 'datasetid': 'document'}], 'docid': 190264, 'main': 'corresponding author polimesin arif irza.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/190264', 'rev_number': 1, 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 50565, 'language': 'en', 'mime_type': 'application/pdf'}]",http://repository.lppm.unila.ac.id/id/eprint/50565,public,,other,['FT7'],,"[{'name': {'honourific': None, 'family': 'Sukmana', 'lineage': None, 'given': 'Irza'}, 'id': 'irza.sukmana@gmail.com'}]",disk0_bak/00/05/05/65,,Poltek Negeri Lhoksumawe,,,,,,,,,,,,,,,,,,,
49,2023-04-16 02:22:46,archive,['TJ'],"Bukti Corresponding author irza @ JESR dengan judul, ""The Effect of Pin Shape on the Friction Stir Welding Quality of Aluminum AA1100 Series""",Corresponding author JESR irza,7,show,50563,2023-04-16 02:22:46,464,2023-04-16 02:22:46,pub,"[{'files': [{'objectid': 190262, 'uri': 'http://repository.lppm.unila.ac.id/id/file/545234', 'mime_type': 'application/pdf', 'fileid': 545234, 'hash': 'b4bea499036c766b6ea775c2b75a79c4', 'filename': 'Corresponding author_JESR_pin_shape.pdf', 'mtime': '2023-04-15 14:22:41', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 1541756}], 'docid': 190262, 'main': 'Corresponding author_JESR_pin_shape.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/190262', 'rev_number': 1, 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 50563, 'language': 'en', 'mime_type': 'application/pdf'}]",http://repository.lppm.unila.ac.id/id/eprint/50563,public,,other,['FT7'],,"[{'name': {'lineage': None, 'honourific': None, 'family': 'Sukmana', 'given': 'Irza'}, 'id': 'irza.sukmana@gmail.com'}]",disk0_bak/00/05/05/63,,JESR Unila,,,,,,,,,,,,,,,,,,,
50,2023-04-15 13:36:36,archive,['TJ'],Corresponding author JMachine judul PENGARUH KECEPATAN PAHAT LAS (TOOL) TERHADAP KUALITAS HASIL PENGELASAN GESEK PUNTIR (FRICTION STIR WELDING) PADA PROSES PENYAMBUNGAN ALUMINIUM TIDAK SEJENIS (DISSIMILAR) AL1100 DAN AL5052,Corresponding author JMachine,7,show,50553,2023-04-15 13:36:36,464,2023-04-15 13:36:36,pub,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/190251', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'datasetid': 'document', 'filesize': 696625, 'mime_type': 'application/pdf', 'fileid': 545137, 'hash': '14077cb4a95bf5e8ae3a52b9e68636e9', 'filename': 'corresponding autor jmachine lengkap.pdf', 'mtime': '2023-04-15 09:30:00', 'hash_type': 'MD5', 'objectid': 190251, 'uri': 'http://repository.lppm.unila.ac.id/id/file/545137'}], 'docid': 190251, 'main': 'corresponding autor jmachine lengkap.pdf', 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 50553}]",http://repository.lppm.unila.ac.id/id/eprint/50553,public,,other,['FT7'],,"[{'id': 'irza.sukmana@gmail.com', 'name': {'given': 'Irza', 'family': 'Sukmana', 'honourific': None, 'lineage': None}}]",disk0_bak/00/05/05/53,,J Machine,,,,,,,,,,,,,,,,,,,
51,2023-04-15 13:34:16,archive,['TJ'],Bukti Corresponding author artikel jmpm judul Pengaruh Variasi Temperatur Sinter Terhadap Kualitas Produksi Magnesium AZ31 Dengan Tube Furnace,Corresponding author artikel jmpm,7,show,50558,2023-04-15 13:34:16,464,2023-04-15 13:34:16,pub,"[{'eprintid': 50558, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en', 'main': 'corresponding author irza jmpm lengkap.pdf', 'docid': 190257, 'files': [{'mime_type': 'application/pdf', 'fileid': 545176, 'filename': 'corresponding author irza jmpm lengkap.pdf', 'hash': '7e5cff261f445da49e8c76286bc43dd8', 'hash_type': 'MD5', 'mtime': '2023-04-15 10:43:22', 'datasetid': 'document', 'filesize': 1833988, 'objectid': 190257, 'uri': 'http://repository.lppm.unila.ac.id/id/file/545176'}], 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/190257'}]",http://repository.lppm.unila.ac.id/id/eprint/50558,public,,other,['FT7'],,"[{'name': {'given': 'Irza', 'family': 'Sukmana', 'honourific': None, 'lineage': None}, 'id': 'irza.sukmana@gmail.com'}]",disk0_bak/00/05/05/58,,UMY,,,,,,,,,,,,,,,,,,,
52,2023-04-15 13:34:00,archive,['TJ'],Bukti Corresponding author artikel irza JEM judul Pengaruh kedalaman las pada pengelasan gesek puntir dua mukalogam Magnesium,Corresponding author artikel judul Pengaruh kedalaman las pada pengelasan gesek puntir dua mukalogam Magnesium,7,show,50556,2023-04-15 13:34:00,464,2023-04-15 13:34:00,pub,"[{'security': 'public', 'placement': 1, 'eprintid': 50556, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'filesize': 2493874, 'datasetid': 'document', 'hash': 'eba7c52fadcda5d326dc0459b6545a9b', 'filename': 'JEM corresponding lengkap.pdf', 'hash_type': 'MD5', 'mtime': '2023-04-15 09:58:01', 'mime_type': 'application/pdf', 'fileid': 545159, 'uri': 'http://repository.lppm.unila.ac.id/id/file/545159', 'objectid': 190255}], 'docid': 190255, 'main': 'JEM corresponding lengkap.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/190255', 'rev_number': 1, 'format': 'text', 'pos': 1}]",http://repository.lppm.unila.ac.id/id/eprint/50556,public,,other,['FT7'],,"[{'id': 'irza.sukmana@gmail.com', 'name': {'lineage': None, 'honourific': None, 'family': 'Sukmana', 'given': 'Irza'}}]",disk0_bak/00/05/05/56,,Univ Udayana,,,,,,,,,,,,,,,,,,,
53,2023-04-15 13:37:06,archive,['TJ'],Corresponding author file J. ASET title Biomedical Material for Stent Application: Current Status and Future Challenges,Corresponding author file J. ASET,9,show,50554,2023-04-15 13:37:06,464,2023-04-15 13:37:06,pub,"[{'files': [{'datasetid': 'document', 'filesize': 1010295, 'mime_type': 'application/pdf', 'fileid': 545147, 'filename': 'corresponding author j aset irza.pdf', 'hash': '464f5cd6917fc645262295591b3b235c', 'hash_type': 'MD5', 'mtime': '2023-04-15 09:46:59', 'objectid': 190253, 'uri': 'http://repository.lppm.unila.ac.id/id/file/545147'}], 'docid': 190253, 'main': 'corresponding author j aset irza.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/190253', 'rev_number': 1, 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 50554, 'language': 'en', 'mime_type': 'application/pdf'}]",http://repository.lppm.unila.ac.id/id/eprint/50554,public,,other,['FT7'],,"[{'name': {'lineage': None, 'honourific': None, 'family': 'Sukmana', 'given': 'Irza'}, 'id': 'irza.sukmana@gmail.com'}]",disk0_bak/00/05/05/54,,INSTEP Publishing,,,,,,,,,,,,,,,,,,,
54,2023-04-16 02:23:00,archive,['TJ'],"Bukti corresponding author irza @infotekmesin judul, ""Study Analisis Elemen Tetrahedron dan Hexahedron Plat Tulang Material Magnesium AZ31B dengan Finite Element Method (FEM)""",Corresponding author irza @infotekmesin,7,show,50568,2023-04-16 02:23:00,464,2023-04-16 02:23:00,pub,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 50568, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/190266', 'main': 'corresponding author infotekmesin.pdf', 'docid': 190266, 'files': [{'datasetid': 'document', 'filesize': 1221852, 'mime_type': 'application/pdf', 'fileid': 545264, 'hash': '56a0b7f760b0117be42a6daccce78963', 'filename': 'corresponding author infotekmesin.pdf', 'hash_type': 'MD5', 'mtime': '2023-04-15 15:57:09', 'objectid': 190266, 'uri': 'http://repository.lppm.unila.ac.id/id/file/545264'}]}]",http://repository.lppm.unila.ac.id/id/eprint/50568,public,,other,['FT7'],,"[{'name': {'given': 'Irza', 'honourific': None, 'family': 'Sukmana', 'lineage': None}, 'id': 'irza.sukmana@gmail.com'}]",disk0_bak/00/05/05/68,,Infotekmesin,,,,,,,,,,,,,,,,,,,
55,2023-04-16 02:22:43,archive,['TJ'],"Corresponding author irza @ jurnal TURBO JUDUL, ""The Influence of Friction Stir Welding Tool Shape on Quality of AZ31 Magnesium Welding Product""",Corresponding author irza jurnal TURBO,7,show,50567,2023-04-16 02:22:43,464,2023-04-16 02:22:43,pub,"[{'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/190265', 'rev_number': 1, 'main': 'Corresponding author irza TURBO.pdf', 'docid': 190265, 'files': [{'objectid': 190265, 'uri': 'http://repository.lppm.unila.ac.id/id/file/545257', 'datasetid': 'document', 'filesize': 1557533, 'fileid': 545257, 'mime_type': 'application/pdf', 'mtime': '2023-04-15 15:44:31', 'hash_type': 'MD5', 'filename': 'Corresponding author irza TURBO.pdf', 'hash': '26d40d89df0a1050de19a06201a432cb'}], 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 50567, 'security': 'public', 'placement': 1}]",http://repository.lppm.unila.ac.id/id/eprint/50567,public,,other,['FT7'],,"[{'name': {'given': 'Irza', 'family': 'Sukmana', 'honourific': None, 'lineage': None}, 'id': 'irza.sukmana@gmail.com'}]",disk0_bak/00/05/05/67,,um mETRO,,,,,,,,,,,,,,,,,,,
56,2023-04-16 02:22:50,archive,['TJ'],"Bukti Corresponding author irza @ jttm judul, ""THE EFFECT OF PRE-HEATING DISTANCE OF SHIELDED METAL ARC WELDING
(SMAW) ON THE MECHANICAL PROPERTIES OF AISI 1045 STEEL""",Corresponding author jttm,7,show,50564,2023-04-16 02:22:50,464,2023-04-16 02:22:50,pub,"[{'eprintid': 50564, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf', 'main': 'Corresponding author irza jttm.pdf', 'docid': 190263, 'files': [{'mime_type': 'application/pdf', 'fileid': 545241, 'filename': 'Corresponding author irza jttm.pdf', 'hash': '804234dba7051f60782b54abd9384653', 'mtime': '2023-04-15 14:30:44', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 828658, 'objectid': 190263, 'uri': 'http://repository.lppm.unila.ac.id/id/file/545241'}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/190263'}]",http://repository.lppm.unila.ac.id/id/eprint/50564,public,,other,['FT7'],,"[{'name': {'given': 'Irza', 'honourific': None, 'family': 'Sukmana', 'lineage': None}, 'id': 'irza.sukmana@gmail.com'}]",disk0_bak/00/05/05/64,,JTTM,,,,,,,,,,,,,,,,,,,
57,2023-04-15 13:31:28,archive,['TJ'],Bukti Corresponding author title Initial Design of Forging Measuring Instrument for Application of Friction Weld,Corresponding author title Initial Design of Forging Measuring Instrument for Application of Friction Weld,8,show,50552,2023-04-15 13:31:28,464,2023-04-15 13:31:28,pub,"[{'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/190250', 'rev_number': 1, 'docid': 190250, 'main': 'jir corresponing author lengkap.pdf', 'files': [{'mime_type': 'application/pdf', 'fileid': 545129, 'filename': 'jir corresponing author lengkap.pdf', 'hash': '8947155f65267d0e5bd4e2c307c6efd4', 'hash_type': 'MD5', 'mtime': '2023-04-15 09:02:36', 'datasetid': 'document', 'filesize': 1239218, 'objectid': 190250, 'uri': 'http://repository.lppm.unila.ac.id/id/file/545129'}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 50552, 'security': 'public', 'placement': 1}]",http://repository.lppm.unila.ac.id/id/eprint/50552,public,,other,['FT7'],,"[{'name': {'given': 'Irza', 'lineage': None, 'honourific': None, 'family': 'Sukmana'}, 'id': 'irza.sukmana@gmail.com'}]",disk0_bak/00/05/05/52,,BKS PTN,,,,,,,,,,,,,,,,,,,
58,2020-01-02 02:14:11,archive,['TS'],"This work aims to determine the mechanical and biophysical properties of fibrin gel for the purpose of angiogenesis study and microvascular development in a threedimensional (3D) environment. In the human body system, fibrin gel is known to be an extracellular matrix (ECM) that actively promotes homeostasis during blood vessel formation, wound healing and other inflammation processes. In this study, we first test the effect of fibrin and thrombin composition on mechanical and biophysical properties of the gel. Further in vitro experiments using human umbilical vein endothelial cells (HUVECs) were also conducted to find the optimum fibrinogen/thrombin concentration for the angiogenesis assay using a sandwich fibrin gel system. A fibrinogen/thrombin concentration of 2.0/1.0 results in optimum gel properties for three dimensional angiogenesis assay, which does not appear in other fibrinogen/thrombin concentrations. This sandwiched polymer fiber system has a potential future application for angiogenesis assay in tissue engineering and cardiovascular research",EFFECT OF MECHANICAL AND BIOPHYSICAL PROPERTIES OF FIBRIN GEL ON MICROVASCUAL DEVELOPMENT IN A THREE-DIMENSONAL ANGIOGENESIS ASSAY,7,show,17250,2020-01-02 02:14:11,464,2020-01-02 02:14:11,pub,"[{'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30352', 'rev_number': 1, 'docid': 30352, 'main': 'effect of mechanical and biophysical properties of fibrin gel on microvascular development in a three dimensional angiogenesis assay.pdf', 'files': [{'filename': 'effect of mechanical and biophysical properties of fibrin gel on microvascular development in a three dimensional angiogenesis assay.pdf', 'hash': '5830889b7c9bc2720dbd80145e09a716', 'hash_type': 'MD5', 'mtime': '2019-12-03 14:09:01', 'mime_type': 'application/pdf', 'fileid': 146137, 'filesize': 2298258, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/146137', 'objectid': 30352}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 17250, 'security': 'public', 'placement': 1}]",http://repository.lppm.unila.ac.id/id/eprint/17250,public,,other,['FT7'],,"[{'name': {'lineage': None, 'family': 'Sukmana', 'honourific': None, 'given': 'Irza'}, 'id': 'irza.sukmana@gmail.com'}]",disk0/00/01/72/50,,Laporan Reviewer Publikasi,,,,,,,,,,,,,,,,,,,
59,2020-01-02 02:14:00,archive,['TS'],"Austenitic stainless steel 304 (AISI 304) has a good corrosion resistant, but a heat treatment process can cause a sensitization phenomenon and the corrosion resistant will decrease. One of the most serious corrosion problems that can occur is stress corrosion cracking (SCC). This study is to determine the effect of sensitization temperatures (i.e. 500 oC, 670 oC, and 840 oC) on the SCC phenomenon of AISI 304 in sulphate acid environment with total immersion method. It was observed for the specimen with sensitization temperatures of 500 oC and 670 oC, the dominant corrosion form is pitting corrosion, where the highest corrosion rate was occur on the specimen with sensitization temperature of 500 oC after 336 hours of exposure. Average of Corrosion Rate of specimen with sensitization temperatures of 500 oC, 670 oC, and 840 oC after 480 hours of exposure are 2.76 mm/y, 1.58 mm/y, and 0.9 mm/y. Stress corrosion cracking occurs on the specimen with sensitization temperature of 840 oC after 480 hours of exposure",THE EFFECT OF SENSITIZATION TEMPERATURE ON STRESS CORROSION CRACKING OF STAINLESS STEEL AISI 304 IN SULPHATE ACID ENVIRONMENT,7,show,17242,2020-01-02 02:14:00,464,2020-01-02 02:14:00,pub,"[{'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/146085', 'objectid': 30344, 'filesize': 2306301, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2019-12-03 13:34:17', 'hash': '42f4d1dad115566b35bba57065596a21', 'filename': 'the effect of sensitization temperature on stress corrosion cracking of stainless steel AISI 304 in sulphate acid environment.pdf', 'fileid': 146085, 'mime_type': 'application/pdf'}], 'docid': 30344, 'main': 'the effect of sensitization temperature on stress corrosion cracking of stainless steel AISI 304 in sulphate acid environment.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/30344', 'rev_number': 1, 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 17242, 'mime_type': 'application/pdf', 'language': 'en'}]",http://repository.lppm.unila.ac.id/id/eprint/17242,public,,other,['FT7'],,"[{'id': 'irza.sukmana@gmail.com', 'name': {'lineage': None, 'honourific': None, 'family': 'Sukmana', 'given': 'Irza'}}]",disk0/00/01/72/42,,Laporan Reviewer Publikasi,,,,,,,,,,,,,,,,,,,
60,2020-01-02 02:16:15,archive,['TS'],"Friction welding (FW) merupakan teknik pengelasan dengan cara menggesekkan dua permukaan material las hingga mencapai sekitar 60 - 80% titik cair bahan. Dalam proses friction welding, salah satu material berputar, sedangkan material lainnya tetap, sehingga terjadi gaya yang menghasilkan panas. Setelah mencapai temperatur las gesek, kemudian diberikan gaya tekan sehingga terjadi penyambungan kedua material. Penelitian ini dilakukan untuk mengjuji pengaruh variasi waktu kontak selama 3, 5, dan 10 menit terhadap kualitas hasil pengelasan gesek logam tidak sejenis (dissimilar metal) antara Magnesium AZ-31 dan Aluminum AL-13. Hasil uji keras logam las menunjukkan nilai kekerasan rata-rata pada daerah stir zone (SZ) untuk waktu kontak 3 menit adalah sebesar 65,6 HRE, dan sebesar 57,6 HRE dan 51,0 HRE pada masing-masing waktu kontak 5 dan 10 menit. Selanjtnya, hasil uji tarik menunjukkan, waktu kontak las selama 10 menit menhasilkan kekuatan tarik material yang paling optimal, yaitu sebesar 23,264 Mpa, dibandingkan waktu kontak 3 menit (sebesar 14,257 Mpa), maupun 5 menit (sebesar 15,765 Mpa)",Las Gesek (Friction Welding) Logam Tidak Sejenis (Dissimilar Metals) Magnesium AZ-31 Terhadap Aluminum AL-13,7,show,17245,2020-01-02 02:16:15,464,2020-01-02 02:16:15,pub,"[{'eprintid': 17245, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en', 'main': 'las gesek (friction welding) logam tidak sejenis (dissmilar metals) magnesium AZ-31 terhadap Aluminium AL-13.pdf', 'docid': 30347, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/146107', 'objectid': 30347, 'filesize': 2342067, 'datasetid': 'document', 'filename': 'las gesek (friction welding) logam tidak sejenis (dissmilar metals) magnesium AZ-31 terhadap Aluminium AL-13.pdf', 'hash': '277dfcc77e7054d4c38c63ae266e1eeb', 'hash_type': 'MD5', 'mtime': '2019-12-03 13:47:43', 'mime_type': 'application/pdf', 'fileid': 146107}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/30347', 'rev_number': 1}]",http://repository.lppm.unila.ac.id/id/eprint/17245,public,,other,['FT7'],,"[{'name': {'given': 'Irza', 'honourific': None, 'family': 'Sukmana', 'lineage': None}, 'id': 'irza.sukmana@gmail.com'}]",disk0/00/01/72/45,,Laporan Reviewer Publikasi,,,,,,,,,,,,,,,,,,,
