,eprintid,title,official_url,rev_number,volume,metadata_visibility,status_changed,eprint_status,related_url,subjects,abstract,publication,creators,issn,dir,date,type,divisions,ispublished,number,documents,publisher,full_text_status,uri,refereed,lastmod,userid,datestamp,pagerange,referencetext,contact_email,date_type,id_number,patent_applicant,corp_creators,place_of_pub,pages,funders,book_title,contributors,projects,isbn,editors,pres_type,event_title,event_location,event_dates,event_type
10,41778,Peer Reviewer : Analisis Geospasial Perubahan Penggunaan Lahan Sawah Berbasis LP2B Kecamatan Pagelaran Utara,https://ejournal.undiksha.ac.id/index.php/MKG/article/view/27760/0,11,,show,2022-05-24 08:59:47,archive,,['G1'],"Penelitian ini bertujuan untuk menganalisis perubahan penggunaan lahan sawah berbasis Lahan Pertanian Pangan Berkelanjutan (LP2B), faktor penyebab dan arah perubahan lahan di Kecamatan Pagelaran Utara Kabupaten Pringsewu Propinsi Lampung. Penelitian ini menggunakan metode survei dan tumpang susun. Objek dalam penelitian ini adalah lahan sawah yang berubah menjadi permukiman. Pengumpulan data dalam penelitian menggunakan teknik observasi, studi literatur, wawancara, dan dokumentasi yang didukung dengan data dari dinasdinas terkait. Analisis data yang digunakan dalam penelitian ini adalah deskriptif dengan pendekatan geospasial. Hasil dalam penelitian, yaitu: (1) Adanya perubahan lahan sawah seluas 16,08 ha menjadi permukiman; (2) Faktor penyebab terjadinya perubahan penggunaan lahan sawah di Kecamatan Pagelaran Utara Kabupaten Pringsewu terdiri dari faktor fisik dan non fisik; dan (3) Arah perubahan lahan sawah menjadi permukiman di Kecamatan Pagelaran Utara Kabupaten Pringsewu mengarah ke Timur, dengan pola permukiman memanjang yaitu mengikuti jalan raya.",,"[{'name': {'lineage': None, 'honourific': None, 'family': 'Dedy Miswar', 'given': 'DM'}, 'id': 'dedy.miswar@fkip.unila.ac.id'}, {'id': 'igede.sugiyanta@fkip.unila.ac.id', 'name': {'given': 'GS', 'lineage': None, 'family': 'I Gede Sugiyanta', 'honourific': None}}, {'id': 'yarmaidi@fkip.unila.ac.id', 'name': {'given': 'Y', 'lineage': None, 'family': 'Yarmaidi', 'honourific': None}}, {'id': None, 'name': {'given': 'RDY', 'lineage': None, 'family': 'Reno Deri Yasta', 'honourific': None}}]",,disk0/00/04/17/78,2020-12-02 00:00:00.000000000,other,['FKIP18'],pub,,"[{'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/163444', 'rev_number': 1, 'main': 'Analisis Geospasial Perubahan Lahan.pdf', 'docid': 163444, 'files': [{'filename': 'Analisis Geospasial Perubahan Lahan.pdf', 'hash': '00cc9626303e4d5d555c744a7b65069e', 'mtime': '2022-05-24 05:48:20', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 461553, 'filesize': 460324, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/461553', 'objectid': 163444}], 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 41778, 'placement': 1, 'security': 'public'}]",Universitas Pendidikan Ganesha,public,http://repository.lppm.unila.ac.id/id/eprint/41778,,2022-05-24 08:59:47,409,2022-05-24 08:59:47,,,,published,https://doi.org/10.23887/mkg.v21i2.27760,,['Universitas Lampung'],,,,,,,,,,,,,
11,41800,Peer Reviewer: Analisis Geospasial Perubahan Penggunaan Lahan Sawah Berbasis LP2B Kecamatan Pagelaran Utara,https://ejournal.undiksha.ac.id/index.php/MKG/article/view/27760,7,,show,2022-05-31 06:55:08,archive,,['G1'],"Penelitian ini bertujuan untuk menganalisis perubahan penggunaan lahan sawah berbasis Lahan Pertanian Pangan Berkelanjutan (LP2B), faktor penyebab dan arah perubahan lahan di Kecamatan Pagelaran Utara Kabupaten Pringsewu Propinsi Lampung. Penelitian ini menggunakan metode survei dan tumpang susun. Objek dalam penelitian ini adalah lahan sawah yang berubah menjadi permukiman. Pengumpulan data dalam penelitian menggunakan teknik observasi, studi literatur, wawancara, dan dokumentasi yang didukung dengan data dari dinasdinas terkait. Analisis data yang digunakan dalam penelitian ini adalah deskriptif dengan pendekatan geospasial. Hasil dalam penelitian, yaitu: (1) Adanya perubahan lahan sawah seluas 16,08 ha menjadi permukiman; (2) Faktor penyebab terjadinya perubahan penggunaan lahan sawah di Kecamatan Pagelaran Utara Kabupaten Pringsewu terdiri dari faktor fisik dan non fisik; dan (3) Arah perubahan lahan sawah menjadi permukiman di Kecamatan Pagelaran Utara Kabupaten Pringsewu mengarah ke Timur, dengan pola permukiman memanjang yaitu mengikuti jalan raya",,"[{'name': {'given': 'DM', 'family': 'Dedy Miswar', 'honourific': None, 'lineage': None}, 'id': 'dedy.miswar@fkip.unila.ac.id'}, {'name': {'given': 'GS', 'lineage': None, 'honourific': None, 'family': 'I Gede Sugiyanta'}, 'id': 'igede.sugiyanta@fkip.unila.ac.id'}, {'id': 'yarmaidi@fkip.unila.ac.id', 'name': {'lineage': None, 'family': 'Yarmaidi', 'honourific': None, 'given': 'Y'}}, {'name': {'given': 'RDY', 'lineage': None, 'family': 'Reno Deri Yasta', 'honourific': None}, 'id': None}]",,disk0/00/04/18/00,2020-12-05 00:00:00.000000000,other,['FKIP18'],pub,,"[{'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/461718', 'objectid': 163469, 'mtime': '2022-05-24 09:35:55', 'hash_type': 'MD5', 'hash': '00cc9626303e4d5d555c744a7b65069e', 'filename': 'Analisis Geospasial Perubahan Lahan.pdf', 'fileid': 461718, 'mime_type': 'application/pdf', 'filesize': 460324, 'datasetid': 'document'}], 'main': 'Analisis Geospasial Perubahan Lahan.pdf', 'docid': 163469, 'uri': 'http://repository.lppm.unila.ac.id/id/document/163469', 'rev_number': 1, 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 41800, 'language': 'en', 'mime_type': 'application/pdf'}]",Universitas Pendidikan Ganesha,public,http://repository.lppm.unila.ac.id/id/eprint/41800,,2022-05-31 06:55:08,409,2022-05-31 06:55:08,,,,published,http://dx.doi.org/10.23887/mkg.v21i2.27760,,,,,,,,,,,,,,,
12,43252,Peer review: Modul Pengetahuan Dasar SIG,https://pdki-indonesia.dgip.go.id/detail/EC00202002038?type=copyright&keyword=000175531,7,,show,2022-07-12 08:37:16,archive,,['G1'],Modul Pengetahuan Dasar SIG,,"[{'id': 'dedy.miswar@fkip.unila.ac.id', 'name': {'honourific': None, 'family': 'Dedy Miswar', 'lineage': None, 'given': 'DM'}}, {'id': 'sugeng.widodo@fkip.unila.ac.id', 'name': {'lineage': None, 'family': 'Sugeng', 'honourific': None, 'given': 'Widodo'}}, {'name': {'lineage': None, 'family': 'Dian Utami', 'honourific': None, 'given': 'Mrs'}, 'id': 'dian.utami@fkip.unila.ac.id'}, {'name': {'given': 'SR', 'family': 'Salsabila Ramadhania', 'honourific': None, 'lineage': None}, 'id': None}]",,disk0/00/04/32/52,2020-01-16 00:00:00.000000000,patent,['FKIP18'],pub,,"[{'language': 'en', 'mime_type': 'application/pdf', 'security': 'public', 'placement': 1, 'eprintid': 43252, 'uri': 'http://repository.lppm.unila.ac.id/id/document/165112', 'rev_number': 1, 'format': 'text', 'pos': 1, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/472655', 'objectid': 165112, 'filename': 'Review modul SIG.pdf', 'hash': 'fd36d5e740a229ccd82dd48727c34c70', 'hash_type': 'MD5', 'mtime': '2022-07-12 07:16:29', 'mime_type': 'application/pdf', 'fileid': 472655, 'filesize': 104563, 'datasetid': 'document'}], 'docid': 165112, 'main': 'Review modul SIG.pdf'}]",,public,http://repository.lppm.unila.ac.id/id/eprint/43252,,2022-07-12 08:37:16,409,2022-07-12 08:37:16,,,,published,https://e-hakcipta.dgip.go.id/index.php/list/94460,MENTERI HUKUM DAN HAK ASASI MANUSIA DIREKTUR JENDERAL KEKAYAAN INTELEKTUAL,['Universitas Lampung'],,175531.0,,,,,,,,,,,
13,43251,Peer Review: Modul Mitigasi Bencana,https://pdki-indonesia.dgip.go.id/detail/EC00202002029?type=copyright&keyword=000175581,9,,show,2022-07-12 08:37:14,archive,,['G1'],Modul Pendidikan Mitigasi Bencana,,"[{'name': {'honourific': None, 'family': 'Dedy Miswar', 'lineage': None, 'given': 'DM'}, 'id': 'dedy.miswar@fkip.unila.ac.id'}, {'name': {'given': 'Sugeng Widodo', 'family': 'Sugeng Widodo', 'honourific': None, 'lineage': None}, 'id': 'sugeng.widodo@fkip.unila.ac.id'}, {'id': 'nani.suwarni@fkip.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Nani', 'given': 'Suwarni'}}, {'name': {'honourific': None, 'family': 'Amalia Annisafira Budi', 'lineage': None, 'given': 'MAB'}, 'id': None}]",,disk0/00/04/32/51,2020-01-16 00:00:00.000000000,other,['FKIP18'],pub,,"[{'security': 'public', 'placement': 1, 'eprintid': 43251, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'hash': '314373b8dfb8b9116bd18ccb34cda030', 'filename': 'review modul mitigasi.pdf', 'mtime': '2022-07-12 07:08:09', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 472646, 'filesize': 115923, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/472646', 'objectid': 165111}], 'docid': 165111, 'main': 'review modul mitigasi.pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/165111', 'format': 'text', 'pos': 1}]",Kemenkumhan,public,http://repository.lppm.unila.ac.id/id/eprint/43251,,2022-07-12 08:37:14,409,2022-07-12 08:37:14,,,,published,https://e-hakcipta.dgip.go.id/index.php/list/94457,,['Universitas Lampung'],HaKi,,,,,,,,,,,,
14,27095,"IDENTIFYING THE SCHOOL COMMUNITY PREPAREDNESS RATE
OF FLOOD DISASTER OF 34 PUBLIC JUNIOR HIGH SCHOOL
BANDAR LAMPUNG",http://jurnal.fkip.unila.ac.id/index.php/jlg/issue/view/1125,7,1.0,show,2020-12-14 04:58:33,archive,,"['G1', 'GE']","This research aims to describe the school community preparedness in SMP Negeri 34 Bandar Lampung. The populationsin this quantitative descriptive research are the entire school community of SMP Negeri 34 Bandar Lampung; consist of school administrators, teachers, and students. The data were collected by using questionnaires ,observation, interview, and documentation. The preparedness Index Formula from LIPI is used for data analysis. The result indicates that the school community preparedness in SMP Negeri 34 Bandar Lampung was categorized as “prepared” with the index value 72,17, while school community components consist of school as institutions (S1) was categorized as “Prepared” with index value of 73,35, teacher (S2) was categorized as“prepared” with index value of 72,87, and student (S3) was categorized as “prepared” with index value of 65,75.",Journal Learning Geography,"[{'id': 'listumbinang.halengkara@fkip.unila.ac.id', 'name': {'given': 'Listumbinang', 'honourific': None, 'family': 'Halengkara', 'lineage': None}}]",2722-2322,disk0/00/02/70/95,2020-08-28 00:00:00.000000000,article,['FKIP18'],pub,1.0,"[{'eprintid': 27095, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en', 'main': '10. Listumbinang Halengkara - JLG.pdf', 'docid': 41106, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/242865', 'objectid': 41106, 'filesize': 751867, 'datasetid': 'document', 'filename': '10. Listumbinang Halengkara - JLG.pdf', 'hash': '5ee644dc3e033ef7aa45fa2661a31d7d', 'mtime': '2020-12-14 04:09:50', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 242865}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/41106'}]",Prodi Pendidikan Geografi FKIP Unila,public,http://repository.lppm.unila.ac.id/id/eprint/27095,TRUE,2020-12-14 04:58:33,5821,2020-12-14 04:58:33,65-73,,,published,,,,,,,,,,,,,,,,
15,26455,Implementing Jigsaw technique as an effective way for promoting ocean literacy among prospective geography teacher: An action research,https://journals.indexcopernicus.com/search/article?articleId=2644949,6,7.0,show,2020-11-20 06:21:48,archive,,['L1'],"This study was aimed to examine the effectiveness of JIGSAW type cooperative learning models in enhancing student learning outcomes of prospective teachers in Oceanography in the Geography Education Department, Faculty of Teacher Training and Education University of Lampung, Indonesia. This learning model is expected to help students to reduce their cognitive constraints by actively training themselves to collaborate in groups with others in understanding Oceanographic concepts. The number of students involved was 35 people (21 female and 14 male). This study was a classroom action research (CAR) carried out in 2 cycles. Each cycle is a series of activities that include planning, implementing, observing, and reflecting. Data collection techniques are carried out through observation, documentation, and tests. Data analysis was performed using descriptive-quantitative techniques using the principle of normalized gain and paired sample t-test. Each cycle is a series of activities that include planning, implementing, observing, and reflecting. Data collection techniques are carried out through observation, documentation, and tests. Data analysis was performed using descriptive-quantitative techniques using the principle of normalized gain and paired sample t-test. Each cycle is a series of activities that include planning, implementing, observing, and reflecting. Data collection techniques are carried out through observation, documentation, and tests. Data analysis was performed using descriptive-quantitative techniques using the principle of normalized gain and paired sample t-test. The results show that the use of JIGSAW type cooperative learning effectively increased student involvement in learning Oceanography courses that have an impact on growing mastery for Oceanographic concepts. By focusing on giving scaffolding appropriately by lecturers through the participation of peers as ""experts"" it had been able to encourage students' motivation and active participation in ocean literacy.",Journal of Gifted Education and Creativity,"[{'id': None, 'name': {'given': 'Edi', 'lineage': None, 'family': 'Haryono', 'honourific': None}}, {'id': 'abdurrahman.1968@fkip.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Abdurrahman', 'given': 'Abdurrahman'}}]",2149-8350,disk0/00/02/64/55,2020-08-01 00:00:00.000000000,article,['FKIP18'],pub,2.0,"[{'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 26455, 'uri': 'http://repository.lppm.unila.ac.id/id/document/40346', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'filesize': 332618, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2020-11-20 05:31:40', 'hash': '9815f281533679438fcfd2be7059a3c4', 'filename': '7. JGEDC-Edy Haryono-Abe(1).pdf', 'fileid': 238121, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/238121', 'objectid': 40346}], 'main': '7. JGEDC-Edy Haryono-Abe(1).pdf', 'docid': 40346}]",citefactor.org,public,http://repository.lppm.unila.ac.id/id/eprint/26455,TRUE,2020-11-20 06:21:48,435,2020-11-20 06:21:48,53-61,,,published,,,,,,,,,,,,,,,,
16,21920,STUDY OF LANDSLIDE VULNARABLE REGION AND MITIGATION IN TANGGAMUS DISTRICT,https://shield.unila.ac.id/2018/wp-content/uploads/2019/05/7-Edu-KAJIAN-LONGSOR-DAN-MITIGASI-TANGGAMUS-INGGRIS.pdf,12,,show,2023-05-11 03:21:57,archive,[{'url': 'https://shield.unila.ac.id/2018/wp-content/uploads/2019/05/7-Edu-KAJIAN-LONGSOR-DAN-MITIGASI-TANGGAMUS-INGGRIS.pdf'}],['G1'],"Bencana tanah longsor merupakan bencana hidrometeorologi yang sering terjadi di Kabupaten Tanggamus Lampung.Tujuan dari penelitian ini adalah untuk mengetahui tingkat kerawanan longsor di Kabupaten Tanggamus .Metode yang dilakukan adalah metode deskriptif dengan menggunakan variabel (parameter) Kelas kemiringan lereng, curah hujan,geologi dan penggunaan lahan. Analisis yang dilakukan dengan overlay menggunakan ARCGIS dari 4 variabel tersebut yang kemudian didapatkan satuan lahan dan satuan lahan itu lantas diberi pembobotan untuk mendapatkan tingkat kerawanan longsor dengan kelas,rendah,menengah,tinggi.Hasil penelitian menunjukkan bahwa wilayah dengan tingkat kerawanan rendah seluas 13,963 ha (4,89%), kerawanan menengah 175,297 ha (61,39%) dan tingkat kerawanan tinggi seluas 96,286 ha (33,72%).Variabel dominan penyebab longsor adalah curah hujan dan kemiringan lereng serta penggunaan lahan. Mitigasi bencana longsor yang dapat dilakukan adalah dengan memberikan informasi kepada masyarakat yang tinggal di Kabupaten Tanggamus akan wilayah-wilayah mana saja yang tinggi,menengah,rendah terjadinya longsor.Meningkatkan kesadaran masyarakat terhadap bahaya longsor di wilayahnya,kesiapsiagaan menghadapi longsor dengan cara memperhatikan kondisi ketika turun hujan dengan intensitas tinggi,maka untuk masyarakat yang tinggal di wilayah dengan kemiringan lereng curam dan sangat curam hendaknya berhati-hati dan selalu siaga menghindari bahaya longsor.Peningkatan kesadaran masyarakat juga untuk menggunakan lahan pertanian lahan kering untuk digunakan sesuai peruntukkannya,jangan ditanami tanaman-tanamanyangjustrudapatmenimbulkan resikolongsorlebih parahlagi.",Prosiding SHIELD.UNILA.AC.ID,"[{'id': 'irmalusi.nugraheni@fkip.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Irma Lusi', 'given': 'Nugraheni'}}]",,disk0/00/02/19/20,2020-02-27 00:00:00.000000000,book_section,['FKIP18'],pub,,"[{'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/35404', 'rev_number': 1, 'docid': 35404, 'main': '7-Edu-KAJIAN-LONGSOR-DAN-MITIGASI-TANGGAMUS-INGGRIS.pdf', 'files': [{'mime_type': 'application/pdf', 'fileid': 202925, 'filename': '7-Edu-KAJIAN-LONGSOR-DAN-MITIGASI-TANGGAMUS-INGGRIS.pdf', 'hash': 'b09262ba661d3a7d9b9a8255902fecba', 'hash_type': 'MD5', 'mtime': '2020-06-05 08:01:26', 'datasetid': 'document', 'filesize': 620810, 'objectid': 35404, 'uri': 'http://repository.lppm.unila.ac.id/id/file/202925'}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 21920, 'placement': 1, 'security': 'public'}]",2018,public,http://repository.lppm.unila.ac.id/id/eprint/21920,TRUE,2023-05-11 03:21:57,264,2023-05-11 03:21:57,,,,published,,,,,,['UNIVERSITAS LAMPUNG'],STUDY OF LANDSLIDE VULNARABLE REGIONAND MITIGATION IN TANGGAMUS DISTRICT,,,,,,,,,
17,21159,"Community Participation in Flood Disaster Mitigation
Oriented on The Preparedness: A Literature Review",https://iopscience.iop.org/article/10.1088/1742-6596/1467/1/012028,7,1467.0,show,2020-05-30 08:25:31,archive,,"['G1', 'GE']","Abstract. The purpose of this paper is to examine community participation in mitigating flood
preparedness. The method used in the form of meta-analysis from the literature study of
various journal articles in 2011-2019 with the topic of flood disaster mitigation in Indonesia
includes Sumatra, Java, Sulawesi, Kalimantan, taken from the international journal Disaster
risk reduction, Sumatra Journal of disaster, geography and geography education Jamba: Journal
of disaster risk studies, nature science, and from international seminars. The lack of articles in
Indonesia that discusses public participation in English language flooding disasters such as
articles from other countries, causes this research has never been done. The review results
show that of the 9 articles used, it turns out that community participation in dealing with floods
in several regions in Indonesia is included in the active category. Forms of participation
include participation in the form of money, labor contributions, inter-community education,
supervision of infrastructure development and the addition of green open space.",Journal of Physics: Conference Series,"[{'id': 'irmalusi.nugraheni@fkip.unila.ac.id', 'name': {'lineage': None, 'family': 'Irma Lusi', 'honourific': None, 'given': 'Nugraheni'}}, {'id': 'asuyatna@yahoo.com', 'name': {'given': 'AS', 'honourific': None, 'family': 'Agus Suyatna', 'lineage': None}}]",Print : 1742-6588 Online : 1742-6596,disk0/00/02/11/59,2020-02-01 00:00:00.000000000,article,['FKIP18'],pub,12028.0,"[{'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 21159, 'uri': 'http://repository.lppm.unila.ac.id/id/document/34545', 'rev_number': 1, 'format': 'text', 'pos': 1, 'files': [{'objectid': 34545, 'uri': 'http://repository.lppm.unila.ac.id/id/file/197143', 'mime_type': 'application/pdf', 'fileid': 197143, 'filename': 'Nugraheni_2020_J._Phys.__Conf._Ser._1467_012028.pdf', 'hash': '759575be8f8fd208384b5ac472977952', 'mtime': '2020-05-30 07:00:49', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 694725}], 'main': 'Nugraheni_2020_J._Phys.__Conf._Ser._1467_012028.pdf', 'docid': 34545}]",IOP Publishing,public,http://repository.lppm.unila.ac.id/id/eprint/21159,TRUE,2020-05-30 08:25:31,264,2020-05-30 08:25:31,,,,published,,,,,,,,,,,,,,,,
18,26780,Pengantar Hidrologi,,9,,show,2020-11-24 03:07:02,archive,,"['G1', 'GB']","Ilmu hidrologi merupakan salah satu ilmu pendukung yang diperlukan dalam pengetahuan geografi. Kajian tentang air adalah bagian dari hidrosfer. Dalam buku ini terdiri dari 14 bagian bab yang memuat informasi dasar yang dibutuhkan oleh mahasiswa geografi khususnya pendidikan geografi. Pengantar hidrologi, siklus hidrologi dan neraca air, presipitasi, evapotranspirasi, infiltrasi, aliran permukaan, daerah aliran sungai, stasiun pengamatan air sungai, air tanah, kualitas dan parameter kualitas air, danau, waduk, dan rawa, banjir, serta konservasi tanah dan air.",,"[{'name': {'given': 'Nugraheni', 'honourific': None, 'family': 'Irma Lusi', 'lineage': None}, 'id': 'irmalusi.nugraheni@fkip.unila.ac.id'}, {'id': 'annisa.salsabilla@fkip.unila.ac.id', 'name': {'given': 'Mrs', 'lineage': None, 'honourific': None, 'family': 'Annisa Salsabilla'}}]",,disk0/00/02/67/80,2020-02-01 00:00:00.000000000,book,['FKIP18'],pub,,"[{'security': 'public', 'placement': 1, 'eprintid': 26780, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/240564', 'objectid': 40768, 'hash': '0b3119d9f75189e5b1f2f27ca3c040d7', 'filename': 'PENGANTAR HIDROLOGI.pdf', 'mtime': '2020-11-24 02:48:09', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 240564, 'filesize': 3042212, 'datasetid': 'document'}], 'docid': 40768, 'main': 'PENGANTAR HIDROLOGI.pdf', 'rev_number': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/40768', 'format': 'text', 'pos': 1}]",AURA,public,http://repository.lppm.unila.ac.id/id/eprint/26780,TRUE,2020-11-24 03:07:02,1242,2020-11-24 03:07:02,,"Aris Rinaldi, 2015. Modul Perhitungan Neraca Air Studi Kasus Kota
Cirebon.ITB
Asdak, C. 2014. Hidrologi dan Pengelolaan Daerah Aliran Sungai.
Yogyakarta: Gadjah Mada University Press.
Arsyad,S. 2008.Penyelamatan Air,Tanah dan Lingkungan.Yayasan
Obor Indonesia dan Crestpent Press.Jakarta Bogor
Agus, F., A. Abdurachman, A. Rachman, Sidik H.T., A. Dariah, B. R.
Prawiradiputra, B. Hafif, dan S. Wiganda. 1999. Teknik
Konservasi Tanah dan Air. Sekretariat Tim Pengendali Bantuan
Penghijauan dan Reboisasi Pusat. Departemen Kehutanan.
Danaryanto, H. 2005. Air Tanah di Indonesia dan Pengelolaannya.
Direktorat Tata Lingkungan Geologi dan Kawasan
Pertambangan,
Irawan, D. E. and Puradimaja, D. J. 2015. Hidrogeologi Umum.
Yogyakarta: Penerbit Ombak.
Kodoatie, J.K, 2013, Tata Ruang Air Tanah, Andy, Yogyakarta.
Machdar Izarul, 2018. Pengantar Pengendalian Pencemaran:
Pencemaran air, pencemaran udara, dan kebisingan.
Deepublish Publisher.Yogyakarta.
Pusat Pendidikan Dan Pelatihan sumber Daya Air Dan Konstruksi.
2017. Modul Hidrologi Sungai pelatihan perencanaan Teknik
Sungai.PUPR.Bandung.
Sukrianto, T. 1990 Tesis Analisis keberhasilan Kegiatan Konservasi
Tanah dan Air Dalam Rangka Pengelolaan Daerah Aliran
Sungai. IPB. Bogor
134 Pengantar Hidrologi
Satriawan.H.2014.teknologi Konservasi Tanah dan Air. Deepublish.
Yogyakarta
Sanropie, 1984. Pedoman Bidang Studi Penyediaan Air Bersih, APK,
Pusdinakes, Jakarta.
Undang-undang republik Indonesia Nomor 7 tahun 2004 tentang
Sumber daya air.Pustaka Widyatama.Yogyakarta
Yunagardasari,C.et all.2017.Model Infiltrasi Pada Berbagai
Penggunaan Lahan Di Desa Tulo Kecamatan Dolo Kabupaten
Sigi.jurnal e-J. Agrotekbis 5(3) : 315-323, Juni2017
https://rimbakita.com)
https://ilmugeografi.com/ilmu-bumi/hutan/rawa-rawa
https://dediirawan66.blogspot.com/2013/06/penghitungandebit-
air-dalam-tanah.html
https://ilmugeografi.com/ilmu-bumi/waduk/manfaat-waduk",annisa.salsabilla@fkip.unila.ac.id,published,,,,,,,,,,,,,,,,
19,41792,Peer Reviewer: Spatial Based Landslide Modeling,https://ojs.unm.ac.id/Lageografia/article/view/13860,7,,show,2022-05-31 06:54:53,archive,,['G1'],"Tanggamus Regency as one of the regencies in Lampung Province is also one of the areas to landslides. Most areas of Tanggamus Regency have the potential for disasters, especially in coastal areas, rivers and hilly areas. This study aims to create a spatial landslide disaster model in Ulu Belu District, Tanggamus Regency, Lampung Province. The method used is overlay and scoring with a spatial approach. The results showed that the level of landslide hazard in Ulu Belu District was divided into three, namely landslide areas with 11,736 ha or 11%. While areas that are to landslides are 81.319 ha or 77%. Then the high landslide area is 11,907 ha or 12%, and the village that has the highest area for high landslide criteria is in Gunung Tiga Village with an area of 1,930 ha. While the village with the highest area for medium landslide levels is Petay Kayu Village with an area of medium landslide areas is 4,803 ha. As for the area which has the highest area for medium landslide criteria is Sinar Galih Village with an area of 292 ha",,"[{'id': 'irmalusi.nugraheni@fkip.unila.ac.id', 'name': {'given': 'Nugraheni', 'honourific': None, 'family': 'Irma Lusi', 'lineage': None}}, {'name': {'given': 'Suwarni', 'lineage': None, 'family': 'Nani', 'honourific': None}, 'id': 'nani.suwarni@fkip.unila.ac.id'}, {'name': {'honourific': None, 'family': 'Dedy Miswar', 'lineage': None, 'given': 'DM'}, 'id': 'dedy.miswar@fkip.unila.ac.id'}, {'name': {'given': 'MT', 'family': 'M.Thoha B.S. Jaya', 'honourific': None, 'lineage': None}, 'id': None}]",,disk0/00/04/17/92,2020-10-01 00:00:00.000000000,other,['FKIP18'],pub,,"[{'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 41792, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/163461', 'format': 'text', 'pos': 1, 'files': [{'objectid': 163461, 'uri': 'http://repository.lppm.unila.ac.id/id/file/461663', 'datasetid': 'document', 'filesize': 398936, 'mime_type': 'application/pdf', 'fileid': 461663, 'filename': 'Spatial Based Landslide.pdf', 'hash': 'a29815d8e25afd6c45ddf80b4f728298', 'hash_type': 'MD5', 'mtime': '2022-05-24 08:48:30'}], 'main': 'Spatial Based Landslide.pdf', 'docid': 163461}]",Jurusan Geografi FMIPA UNM,public,http://repository.lppm.unila.ac.id/id/eprint/41792,,2022-05-31 06:54:53,409,2022-05-31 06:54:53,,,,published,https://doi.org/10.35580/lageografia.v19i1.13860,,,,,,,,,,,,,,,
