,ispublished,contributors,documents,uri,full_text_status,refereed,corp_creators,lastmod,userid,datestamp,publication,creators,dir,type,divisions,title,rev_number,metadata_visibility,status_changed,eprint_status,subjects,abstract,eprintid,official_url,issn,publisher,place_of_pub,contact_email,referencetext,volume,date_type,output_media,related_url,funders,event_title,event_location,event_dates,event_type,pres_type,number,projects
10,unpub,,"[{'files': [{'fileid': 449142, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2022-03-15 15:45:22', 'filename': 'Penelitian-Pengembangan.pdf', 'hash': '43f3746cd69a0c7f944fe5f292ce998a', 'datasetid': 'document', 'filesize': 454612, 'objectid': 161505, 'uri': 'http://repository.lppm.unila.ac.id/id/file/449142'}], 'main': 'Penelitian-Pengembangan.pdf', 'docid': 161505, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/161505', 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 40197, 'language': 'en', 'mime_type': 'application/pdf'}]",http://repository.lppm.unila.ac.id/id/eprint/40197,public,,,2022-03-16 01:59:19,190,2022-03-16 01:59:19,,"[{'name': {'lineage': None, 'family': 'Basuki', 'honourific': None, 'given': 'Kelik Hendro'}, 'id': 'jaya_setika@yahoo.com'}]",disk0/00/04/01/97,other,['FT9'],"PEER REVIEW : PENGEMBANGAN ""MIXUSE CONCEPT"" PADA LANDMARK KAWASAN DALAM PENGUATAN IDENTITAS KOTA",7,show,2022-03-16 01:59:19,archive,['NA'],Hasil Peer Review,40197,,,Fakultas Teknik Universitas Lampung,,,,,,,,,,,,,,,
11,unpub,,"[{'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 40207, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/161515', 'pos': 1, 'format': 'text', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/449213', 'objectid': 161515, 'filesize': 476436, 'datasetid': 'document', 'hash': '7fd0acd5edf9b9fa20e8027a988e38ac', 'filename': 'Karya-Skatepark.pdf', 'mtime': '2022-03-15 16:02:47', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 449213}], 'main': 'Karya-Skatepark.pdf', 'docid': 161515}]",http://repository.lppm.unila.ac.id/id/eprint/40207,public,,,2022-03-16 02:01:39,190,2022-03-16 02:01:39,,"[{'name': {'given': 'Kelik Hendro', 'lineage': None, 'family': 'Basuki', 'honourific': None}, 'id': 'jaya_setika@yahoo.com'}]",disk0/00/04/02/07,other,['FT9'],PEER REVIEW : PERANCANGAN SKATEPARK UNTUK ARENA OLAHRAGA DAN RUANG TERBUKA MASYARAKAT BANDAR LAMPUNG DI PKOR WAY HALIM,7,show,2022-03-16 02:01:39,archive,['NA'],Hasil Peer Review,40207,,,Fakultas Teknik Universitas Lampung,,,,,,,,,,,,,,,
12,unpub,,"[{'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/161513', 'docid': 161513, 'main': 'Karya- B Hukum.pdf', 'files': [{'objectid': 161513, 'uri': 'http://repository.lppm.unila.ac.id/id/file/449198', 'datasetid': 'document', 'filesize': 471635, 'mime_type': 'application/pdf', 'fileid': 449198, 'hash': 'c37ca1781114f874ce94c5f19fc81c02', 'filename': 'Karya- B Hukum.pdf', 'mtime': '2022-03-15 15:59:09', 'hash_type': 'MD5'}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 40205, 'placement': 1, 'security': 'public'}]",http://repository.lppm.unila.ac.id/id/eprint/40205,public,,,2022-03-16 02:01:29,190,2022-03-16 02:01:29,,"[{'id': 'jaya_setika@yahoo.com', 'name': {'honourific': None, 'family': 'Basuki', 'lineage': None, 'given': 'Kelik Hendro'}}]",disk0/00/04/02/05,other,['FT9'],PEER REVIEW : PRA-DESAIN REHABILITASI GEDUNG B DALAM UPAYA PENINGKATAN KAPASITAS RUANG DI FAKULTAS HUKUM UNIVERSITAS LAMPUNG,8,show,2022-03-16 02:01:29,archive,['NA'],Hasil Peer Review,40205,,,Fakultas Teknik Universitas Lampung,,,,,,,,,,,,,,,
13,pub,,"[{'files': [{'datasetid': 'document', 'filesize': 495226, 'mime_type': 'application/pdf', 'fileid': 449079, 'hash': 'cef527347852081a14bcfc6eb0447d8b', 'filename': 'Jurnal-Ruang Kontemplasi.pdf', 'mtime': '2022-03-15 15:16:17', 'hash_type': 'MD5', 'objectid': 161496, 'uri': 'http://repository.lppm.unila.ac.id/id/file/449079'}], 'main': 'Jurnal-Ruang Kontemplasi.pdf', 'docid': 161496, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/161496', 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 40188, 'mime_type': 'application/pdf', 'language': 'en'}]",http://repository.lppm.unila.ac.id/id/eprint/40188,public,,,2022-03-16 01:57:26,190,2022-03-16 01:57:26,,"[{'name': {'given': 'Kelik Hendro', 'lineage': None, 'honourific': None, 'family': 'Basuki'}, 'id': 'jaya_setika@yahoo.com'}]",disk0/00/04/01/88,other,['FT9'],PEER REVIEW : Ruang Kontemplasi Sebagai Sarana dan Berapresiasi dengan Media Ruang Arsitektur yang Impresif,7,show,2022-03-16 01:57:26,archive,['NA'],Hasil Peer Review,40188,,,Jurnal Arsitektur Universitas Bandar Lampung,,,,,,,,,,,,,,,
14,pub,,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/161504', 'pos': 1, 'format': 'text', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/449135', 'objectid': 161504, 'filename': 'Prosising-Simulasi.pdf', 'hash': '0a28fae8a45dedd5ea9f88c70f47514c', 'mtime': '2022-03-15 15:41:19', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 449135, 'filesize': 482342, 'datasetid': 'document'}], 'main': 'Prosising-Simulasi.pdf', 'docid': 161504, 'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 40196}]",http://repository.lppm.unila.ac.id/id/eprint/40196,public,,,2022-03-16 01:58:16,190,2022-03-16 01:58:16,,"[{'name': {'given': 'Kelik Hendro', 'honourific': None, 'family': 'Basuki', 'lineage': None}, 'id': 'jaya_setika@yahoo.com'}]",disk0/00/04/01/96,other,['FT9'],PEER REVIEW : Simulasi Environment Setting dalam Penyajian Objek Arsitektur Dengan Lumion dalam Pengalaman Interaksi Komunikasi Berbasis 3D Visual di Era Ri 4.0,7,show,2022-03-16 01:58:16,archive,['NA'],Hasil Peer Review,40196,,,Fakultas Teknik Universitas Lampung,,,,,,,,,,,,,,,
15,pub,,"[{'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 40192, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/161500', 'pos': 1, 'format': 'text', 'files': [{'hash_type': 'MD5', 'mtime': '2022-03-15 15:33:41', 'filename': 'Jurnal-Simulasi Visual.pdf', 'hash': 'faaff84c49cb9d891cec83cb9d7def93', 'fileid': 449107, 'mime_type': 'application/pdf', 'filesize': 481879, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/449107', 'objectid': 161500}], 'docid': 161500, 'main': 'Jurnal-Simulasi Visual.pdf'}]",http://repository.lppm.unila.ac.id/id/eprint/40192,public,,,2022-03-16 01:57:47,190,2022-03-16 01:57:47,,"[{'id': 'jaya_setika@yahoo.com', 'name': {'honourific': None, 'family': 'Basuki', 'lineage': None, 'given': 'Kelik Hendro'}}]",disk0/00/04/01/92,other,['FT9'],PEER REVIEW : Simulasi Visual Gedung Serbaguna (GSG) Universitas Lampung Menggunakan Google Earth Dengan Aplikasi 3D Sketchup 2019,7,show,2022-03-16 01:57:47,archive,['NA'],Hasil Peer Review,40192,,,Fakultas Teknik Universitas Lampung,,,,,,,,,,,,,,,
16,pub,,"[{'eprintid': 40193, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf', 'main': 'Jurnal-Struktur Alternatif.pdf', 'docid': 161501, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/449114', 'objectid': 161501, 'filesize': 482047, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2022-03-15 15:35:32', 'filename': 'Jurnal-Struktur Alternatif.pdf', 'hash': 'af843da52aed29393cde15827f649a34', 'fileid': 449114, 'mime_type': 'application/pdf'}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/161501', 'rev_number': 1}]",http://repository.lppm.unila.ac.id/id/eprint/40193,public,,,2022-03-16 01:57:51,190,2022-03-16 01:57:51,,"[{'id': 'jaya_setika@yahoo.com', 'name': {'honourific': None, 'family': 'Basuki', 'lineage': None, 'given': 'Kelik Hendro'}}]",disk0/00/04/01/93,other,['FT9'],PEER REVIEW : Struktur Alternatif Dalam Arsitektur Dengan Menggunakan Teknologi Ferosemen,7,show,2022-03-16 01:57:51,archive,['NA'],Hasil Peer Review,40193,,,Fakultas Teknik Universitas Lampung,,,,,,,,,,,,,,,
17,unpub,,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/161506', 'pos': 1, 'format': 'text', 'files': [{'objectid': 161506, 'uri': 'http://repository.lppm.unila.ac.id/id/file/449149', 'datasetid': 'document', 'filesize': 445833, 'fileid': 449149, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2022-03-15 15:47:14', 'filename': 'Penelitian-Studi Pengembangan.pdf', 'hash': '83ee2fffb1099d4f6502c5e4de83b4cd'}], 'docid': 161506, 'main': 'Penelitian-Studi Pengembangan.pdf', 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 40198}]",http://repository.lppm.unila.ac.id/id/eprint/40198,public,,,2022-03-16 01:59:22,190,2022-03-16 01:59:22,,"[{'id': 'jaya_setika@yahoo.com', 'name': {'family': 'Basuki', 'honourific': None, 'lineage': None, 'given': 'Kelik Hendro'}}]",disk0/00/04/01/98,other,['FT9'],PEER REVIEW : Studi Pengembangan Hutan Mangrove Desa Margasari Lampung Timur Untuk Pendidikan dan Ekowisata,7,show,2022-03-16 01:59:22,archive,['NA'],Hasil Peer Review,40198,,,Fakultas Teknik Universitas Lampung,,,,,,,,,,,,,,,
18,pub,,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 40195, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/161503', 'rev_number': 1, 'docid': 161503, 'main': 'Prosiding-The Tourism.pdf', 'files': [{'mime_type': 'application/pdf', 'fileid': 449128, 'filename': 'Prosiding-The Tourism.pdf', 'hash': 'be4222f4fa5d9cbb1a560a46e1b2094b', 'hash_type': 'MD5', 'mtime': '2022-03-15 15:39:51', 'datasetid': 'document', 'filesize': 484125, 'objectid': 161503, 'uri': 'http://repository.lppm.unila.ac.id/id/file/449128'}]}]",http://repository.lppm.unila.ac.id/id/eprint/40195,public,,,2022-03-16 01:58:09,190,2022-03-16 01:58:09,,"[{'id': 'jaya_setika@yahoo.com', 'name': {'lineage': None, 'family': 'Basuki', 'honourific': None, 'given': 'Kelik Hendro'}}]",disk0/00/04/01/95,other,['FT9'],PEER REVIEW : The Tourism Concept of Emergency Shelter; Strategies for Community Resilence in The Coastal Area of   South Lampung,7,show,2022-03-16 01:58:09,archive,['NA'],Hasil Peer Review,40195,,,Fakultas Teknik Universitas Lampung,,,,,,,,,,,,,,,
19,pub,,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 40194, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/161502', 'main': 'Prosiding-Hortipark.pdf', 'docid': 161502, 'files': [{'fileid': 449121, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2022-03-15 15:38:09', 'filename': 'Prosiding-Hortipark.pdf', 'hash': 'fdb953e7491bb51417495ca659af9ee6', 'datasetid': 'document', 'filesize': 1951344, 'objectid': 161502, 'uri': 'http://repository.lppm.unila.ac.id/id/file/449121'}]}]",http://repository.lppm.unila.ac.id/id/eprint/40194,public,,,2022-03-16 01:58:00,190,2022-03-16 01:58:00,,"[{'id': 'jaya_setika@yahoo.com', 'name': {'lineage': None, 'family': 'Basuki', 'honourific': None, 'given': 'Kelik Hendro'}}]",disk0/00/04/01/94,other,['FT9'],PEER REVIEW :Hortipark Lampung As Environmental Friendly Urban Horticulture Concept in Lampung Province,7,show,2022-03-16 01:58:00,archive,['NA'],Hasil Peer Review,40194,,,Fakultas Teknik Universitas Lampung,,,,,,,,,,,,,,,
20,unpub,,"[{'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 25971, 'uri': 'http://repository.lppm.unila.ac.id/id/document/39798', 'rev_number': 1, 'format': 'text', 'pos': 1, 'files': [{'objectid': 39798, 'uri': 'http://repository.lppm.unila.ac.id/id/file/234366', 'fileid': 234366, 'mime_type': 'application/pdf', 'mtime': '2020-11-18 01:29:43', 'hash_type': 'MD5', 'hash': '41f611017c5c0aa0baa775d12a769108', 'filename': 'Jurnal01_14150120203_KurniaAF.pdf', 'datasetid': 'document', 'filesize': 1431042}], 'docid': 39798, 'main': 'Jurnal01_14150120203_KurniaAF.pdf'}]",http://repository.lppm.unila.ac.id/id/eprint/25971,public,FALSE,,2020-11-18 01:34:15,31,2020-11-18 01:34:15,Jurnal Teknologi dan Inovasi Industri,"[{'id': 'kurniaageng2023@gmail.com', 'name': {'lineage': None, 'honourific': None, 'family': 'Firmanda', 'given': 'Kurnia Ageng'}}, {'name': {'lineage': None, 'family': 'Sesunan', 'honourific': None, 'given': 'M.M. Hizbullah'}, 'id': 'sesunanhiz@ymail.com'}, {'name': {'lineage': None, 'family': 'Nugroho', 'honourific': None, 'given': 'Agung Cahyo'}, 'id': 'agung.cahyo@eng.unila.ac.id'}]",disk0/00/02/59/71,article,['FT9'],Perancangan Pusat Olah Raga Islam dan Kesenian Kaligrafi di Bandar Lampung,6,show,2020-11-18 01:34:15,archive,['NA'],"Fenomena perkembangan destinasi Islami secara berangsur-angsur mengalami peningkatan secara pesat dan dinamis.. Di antara perkembangan wisata muslim yang sedang trend saat ini antara lain adalah bidang olahraga sunnah dan kegemaran. Untuk mendorong hal tersebut, maka diperlukan sebuah fasilitas guna mewadahi aktivitas pengembangan olahraga dan kesenian Islam yang berpedoman pada nilai-nilai Islam dan kaidah syar’i. Perancangan pusat olahraga dan kesenian Islam berlokasi di Kota Bandar Lampung dengan kondisi tapak terletak pada kawasan pengembangan wisata alam sehingga terdapat permasalahan terkait dengan kondisi dan keberlanjutan lingkungan. Diperlukan sebuah bangunan yang dapat memenuhi kebutuhan pengguna dengan tetap memperhatikan nilai estetik dan tetap dapat bernilai positif bagi lingkungan sekitarnya. Konsep Seni Al-Faruqi digunakan sebagai pendekatan perancangan yang mengandung prinsip- prinsip abstraksi, struktur modular, kombinasi berurutan, repetisi (pengulangan), dinamisme dan kerumitan bentuk yang didalamnya mengandung kesesuaian dengan aturan-aturan yang telah ditetapkan Allah. Konsep ini bertujuan untuk menjawab pemasalahan dalam penerapan konsep sebuah pusat olahraga dan kesenian Islam melalui konteks pendekatan filosofis estetika Islam.
Kata Kunci : Pusat Olahraga, Olahraga islami, kesenian kaligrafi, Konsep Seni Islam Al-Faruqi.",25971,http://jtii.eng.unila.ac.id/index.php/ojs,"ISSN 2722-0184, e-ISSN 2722-0192",Fakultas Teknik Unila,,,,,,,,,,,,,,,
21,inpress,,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/162321', 'format': 'text', 'pos': 1, 'files': [{'datasetid': 'document', 'filesize': 989060, 'fileid': 454936, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2022-03-31 12:18:28', 'hash': '8451848c3f5d9b9619fb8e69a1570e5c', 'filename': 'TOURISM-KRAKATAU-SIM.pdf', 'objectid': 162321, 'uri': 'http://repository.lppm.unila.ac.id/id/file/454936'}], 'docid': 162321, 'main': 'TOURISM-KRAKATAU-SIM.pdf', 'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 40926}]",http://repository.lppm.unila.ac.id/id/eprint/40926,public,,"['Universitas Lampung', 'Universitas Lampung', 'Universitas Lampung', 'Universitas Lampung']",2022-04-01 01:04:11,408,2022-04-01 01:04:11,,"[{'name': {'family': 'Hardilla', 'honourific': None, 'lineage': None, 'given': 'Dini'}, 'id': 'dinihd90@gmail.com'}, {'name': {'given': 'Kelik Hendro', 'honourific': None, 'family': 'Basuki', 'lineage': None}, 'id': 'jaya_setika@yahoo.com'}, {'id': 'fadhilah.rusmiati@eng.unila.ac.id', 'name': {'lineage': None, 'family': 'Rusmiati', 'honourific': None, 'given': 'Fadhilah'}}, {'name': {'given': 'Citra', 'lineage': None, 'family': 'Persada', 'honourific': None}, 'id': 'citra.persada@eng.unila.ac.id'}]",disk0/00/04/09/26,other,['FT9'],Similarity Report paper 125957478 -tourism-krakatau.pdf,8,show,2022-04-01 01:04:11,archive,['AC'],17% Overall Similarity untuk judul paper The Tourism Concept of Emergency Shelter: Strategies for Community Resilience in The Coastal Area of South Lampung,40926,,,turnitin,turnitin check,,,,,,,,,,,,,,
22,pub,"[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}]","[{'eprintid': 34020, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf', 'main': '125957478 -tourism-krakatau.pdf', 'docid': 154292, 'files': [{'datasetid': 'document', 'filesize': 931417, 'mime_type': 'application/pdf', 'fileid': 401754, 'hash': 'ae693268838ec87653bdd6f175bf85d5', 'filename': '125957478 -tourism-krakatau.pdf', 'mtime': '2021-09-21 09:56:42', 'hash_type': 'MD5', 'objectid': 154292, 'uri': 'http://repository.lppm.unila.ac.id/id/file/401754'}], 'pos': 1, 'format': 'text', 'rev_number': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/154292'}]",http://repository.lppm.unila.ac.id/id/eprint/34020,public,TRUE,,2021-09-22 01:03:20,3311,2021-09-22 01:03:20,"Advances in Engineering Research, volume 202","[{'id': 'dinihd90@gmail.com', 'name': {'lineage': None, 'honourific': None, 'family': 'Hardilla', 'given': 'Dini'}}, {'name': {'given': 'Kelik Hendro', 'lineage': None, 'family': 'Basuki', 'honourific': None}, 'id': 'jaya_setika@yahoo.com'}, {'id': 'fadhilah.rusmiati@eng.unila.ac.id', 'name': {'given': 'Fadhilah', 'lineage': None, 'honourific': None, 'family': 'Rusmiati'}}, {'name': {'given': 'Citra', 'lineage': None, 'honourific': None, 'family': 'Persada'}, 'id': 'citra.persada@eng.unila.ac.id'}]",disk0/00/03/40/20,article,['FT9'],The Tourism Concept of Emergency Shelter: Strategies for Community Resilience in The Coastal Area of South Lampung,7,show,2021-09-22 01:03:20,archive,['TA'],"Facing vulnerability of disaster in the coastal area, a disaster risk reduction planning is evolved in Kalianda as the capital of South Lampung regency. These district areas close to Mount Anak Krakatoa which one of the most active volcano in Indonesia and caused the underwater landslide then turn generated a tsunami. One of the disaster risk reduction strategies is build an emergency shelter for evacuate residents and improve disaster preparedness infrastructure.
Actually, the effectiveness of emergency shelter was used during disaster and after that it might never be used by
residents. There was an opportunity to develop tourism concept and strategies for improving the effectiveness of
emergency shelter. This paper aims to provide a new perspective and strategies for the effectiveness of emergency shelter as the community-based tourism planning. This paper begins with reviews practical case studies of communitybased tourism in vulnerable areas and concludes the elements for community-based tourism strategies. The analysis shows that four key elements of the community-based tourism strategies: 1) sustainable infrastructure, 2) human attitudes toward disaster, 3) local community empowerment and 4) collaborative governance. Emergency shelter as sustainability infrastructure will become a tourism business incubator, which should provide diverse benefits of social, and economy development strategies. Residents can highlight the neighbourhood’s history and the perseverance of human spirit in the disaster's aftermath. Besides as a new livelihood for residents, the community-based tourism revenue can support the operational cost of emergency shelter and another disaster risk reduction programs.",34020,https://www.atlantis-press.com/proceedings/icsb-19,2352-5401,Atlantis Press,,dini.hardilla@eng.unila.ac.id,"M. Diawati, Y. Sanada, Investigation and Analysis
of Buildings Damage during the September 2007 Sumatera, Indonesia Earthquakes, Journal of Asian
Architecture and Building Engineering, vol.7 no.2.,
2008.
[2] P. Gruber, U. Herbig, Research of Environmental
Adaptation of Traditional Building Constructions
and Techniques in Nias in CIPA 2005 XX
International Symposium, 26 September – 01
October, 2005, Torino, Italy.
[3] Alhamidi, V.H. Pakpahan, J. E. S. Simanjuntak,
Analysis of tsunami disaster resilience in Bandar
Lampung Bay Coastal Zone in The 4th PlanoCosmo
International Conference, 2018, IOP Publishing.
IOP Conf. Series: Earth and Environmental Science
158 (2018) 012037.
[4] T. Giachetti, K.Kelfoun, R. Paris, Tsunami Hazard
related to flank collapsed of Anak Krakatoa
Vulcano, Sunda Strait, Indonesia, 2012.
[5] A.S. Marguerite, Indonesia to investigate origins of
'silent' Sunda Strait tsunami after volcano collapse,
2018. The Jakarta Post.
https://www.thejakartapost.com/news/2018/12/25/
indonesia-to-investigate-origins-of-silent-sundastrait-tsunami-after-volcano-collapse.html.
[6] J. Twigg, Characteristics of a disaster-resilient
community: a guidance note (version 2),
Researchgate, 2009.
https://www.researchgate.net/publication/3056155
92
[7] Y. Morakabati,, S. J. Page, and J. Fletcher,
Emergency Management and Tourism Stakeholder
Responses to Crises: A Global Survey. Journal of
Travel Research, 2017, Vol. 56(3) 299–316.
[8] The Joint Committee of Indonesia and Japan on
Disaster Reduction, Building Resilience of
Indonesia and Its Communities to Disaster for the
Next Generation, 2006.
[9] D. Abramson, Y. Qi, Urban-rural integration in the
earthquake zone: Sichuan’s post-disaster
reconstruction and the expansion of the Chengdu
metropole. Pac. Aff., 2011, 84, 495–523.
[CrossRef].
[10] S. Henly-Shepard, C. Anderson, K. Burnett, L.J.
Cox, J.N. Kittinger, M.A. Ka’aumoana,
Quantifying household social resilience: A placebased approach in a rapidly transforming
community. Nat. Hazards, 2015, 75, 343–363.
[CrossRef].
[11] S. Liu, T.O. Lewis, Cheung, Y.L. Alex, and F. Wei.,
Livelihood Benefits from Post-Earthquake NatureBased Tourism Development: A Survey of Local
Residents in Rural China. MDPI. Sustainable, 2018.
[12] Y. Shao, J. Xu, Regulating post-disaster
reconstruction planning in china: Towards a
resilience-based approach? Asian Geogr. 2017, 34,
71–89. [CrossRef]
[13] K.D. Regmi, The political economy of 2015 Nepal
earthquake: Some critical reflections. Asian Geogr.,
2016, 33, pp77–96. [CrossRef]
[14] Z. Yang, Z. Chun, D. William, O. Robert, Planning
and recovery following the great 1976 Tangshan
earthquake. J. Plan. Hist., 2015, 14, pp 224–243.
[15] E. Hayat, D. Amaratunga, The role of local
government in post-disaster road reconstruction:
Assessment of factors affecting local government
road maintenance capacity. In Disaster Risk
Reduction in Indonesia: Progress, Challenges, and
Issues; Djalante, R., Garschagen, M., Thomalla, F.,
Shaw, R., Eds.; Springer International Publishing:
Cham, Switzerland, 2017; pp. 255–279.
[16] H.J. Boon, Disaster resilience in a flood-impacted
rural Australian town. Nat. Hazards, 2014, 71, 683–
701. [CrossRef]
[17] C.-H. Tsai, T.-C. Wu, G. Wall, S.-C. Linliu,
Perceptions of tourism impacts and community
resilience to natural disasters. Tour. Geogr.,2016,
18, pp 152–173. [CrossRef]
[18] N. Nagai,. Disaster Tourism The Role of Tourism
in Post-Disaster Period of Great East Japan
Earthquake. Institute National Study. The Hague,
The Netherlands, 2012.
[19] H. Sano, Shinsai to Kanko (Earthquake Disaster and
Tourism - Strength and Weakness of Tourism in
Disaster Reconstruction), Koryu Bunka (Cul- tural
Exchange) (12), 2011.
[20] N. Yamada, Fukko no Jiku Ni Resilience
(Resilience can be an Essence of the
Reconstruction)' The Yomiuri Shimbun, 05.15,
2012. p. 28.
[21] R. Govers, From Place Marketing to Place
Branding and Back. Place Branding and Public
Diplomacy, 2011, 7(4) p.227.
[22] A. Oliver-Smith, Anthropological Research on
Hazards and Disasters', Annual Review of
Anthropology, 1996, 25(1) pp.303-328.
[23] H. Ghimire, Disaster Management and Post-quake
Impact on Tourism in Nepal. Journal of Tourism and
Hospitality (vol.7). Article in Geological Society
London Special Publications, January 2012, DOI:
10.1144/SP361.7",202,published,,,,,,,,,,
23,pub,"[{'name': {'given': 'PANJI', 'lineage': None, 'honourific': None, 'family': 'KURNIAWAN'}, 'id': 'panji.kurniawan@eng.unila.ac.id', 'type': 'http://www.loc.gov/loc.terms/relators/ANM'}]","[{'language': 'en', 'mime_type': 'text/html', 'content': 'presentation', 'eprintid': 13336, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'video', 'uri': 'http://repository.lppm.unila.ac.id/id/document/26340', 'rev_number': 3, 'formatdesc': 'Lighting decoration Planning Project Animation', 'docid': 26340, 'main': 'watch_v=zdiZolP-X_s&feature=youtu.be', 'files': [{'filesize': 162012, 'datasetid': 'document', 'hash': '31bb2dbd4503f3c8ec4cc3ce47621be9', 'filename': 'watch_v=zdiZolP-X_s&feature=youtu.be', 'hash_type': 'MD5', 'mtime': '2019-05-28 14:25:28', 'mime_type': 'text/html', 'fileid': 116838, 'uri': 'http://repository.lppm.unila.ac.id/id/file/116838', 'objectid': 26340}]}]",http://repository.lppm.unila.ac.id/id/eprint/13336,public,,,2019-08-01 07:37:49,72,2019-08-01 07:37:49,,"[{'id': 'panji.kurniawan@eng.unila.ac.id', 'name': {'honourific': None, 'family': 'KURNIAWAN', 'lineage': None, 'given': 'PANJI'}}]",disk0/00/01/33/36,video,['FT9'],Lighting decoration Planning Project Animation Kantor Satu Atap Pemkot Bandar lampung & Menara Masjid Al-Furqon Bandar Lampung,15,show,2019-08-01 07:37:49,archive,"['N1', 'NA', 'NC']",,13336,https://www.youtube.com/,,www.panjikurniawan.com,,,,,,Youtube,[{'url': 'https://youtu.be/zdiZolP-X_s'}],,,,,,,,
24,pub,,"[{'main': 'Video Support Website Arsitektur Unila.mp4', 'docid': 38407, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/223861', 'objectid': 38407, 'filesize': 89622436, 'datasetid': 'document', 'mtime': '2020-11-08 01:39:58', 'hash_type': 'MD5', 'filename': 'Video Support Website Arsitektur Unila.mp4', 'hash': '561fbbbd0f5715ae0a45a67ff361b404', 'fileid': 223861, 'mime_type': 'video/mp4'}], 'pos': 1, 'format': 'video', 'uri': 'http://repository.lppm.unila.ac.id/id/document/38407', 'rev_number': 1, 'eprintid': 24662, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'video/mp4'}]",http://repository.lppm.unila.ac.id/id/eprint/24662,public,,,2020-11-09 09:13:20,72,2020-11-09 09:13:20,,"[{'id': 'panji.kurniawan@eng.unila.ac.id', 'name': {'given': 'PANJI', 'honourific': None, 'family': 'KURNIAWAN', 'lineage': None}}]",disk0/00/02/46/62,video,['FT9'],Video Profil Jurusan Arsitektur,7,show,2020-11-09 09:13:20,archive,['N1'],Pembuatan Karya Video Profil Jurusan Arsitektur untuk di Homepage website https://ars.unila.ac.id/,24662,https://ars.unila.ac.id/,,https://ars.unila.ac.id/,,,,,,video,[{'url': 'https://ars.unila.ac.id/'}],,,,,,,,
