,datestamp,lastmod,userid,full_text_status,uri,publisher,documents,ispublished,divisions,type,dir,creators,subjects,status_changed,eprint_status,metadata_visibility,rev_number,title,eprintid,volume,official_url,abstract,refereed,number,contributors,issn,publication,event_type,event_dates,date_type,event_title,event_location,corp_creators,pres_type,pagerange,contact_email,succeeds,related_url,id_number,funders,department,institution,monograph_type,projects
40,2019-11-14 10:14:53,2019-11-14 10:14:53,630,public,http://repository.lppm.unila.ac.id/id/eprint/16212,IOP Publishing,"[{'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/138693', 'objectid': 29315, 'mtime': '2019-11-13 02:50:02', 'hash_type': 'MD5', 'hash': 'cd5a04307032f76ab98a214985e4aa44', 'filename': 12019, 'fileid': 138693, 'mime_type': 'text/html', 'filesize': 69672, 'datasetid': 'document'}], 'docid': 29315, 'main': 12019, 'uri': 'http://repository.lppm.unila.ac.id/id/document/29315', 'rev_number': 3, 'format': 'text', 'pos': 1, 'security': 'public', 'license': 'cc_by', 'placement': 1, 'eprintid': 16212, 'content': 'published', 'language': 'en', 'mime_type': 'text/html'}]",pub,['FT5'],article,disk0/00/01/62/12,"[{'name': {'given': 'Misfa', 'family': 'Susanto', 'honourific': None, 'lineage': None}, 'id': 'misfa@eng.unila.ac.id'}]",['TK'],2019-11-14 10:14:53,archive,show,9,Uplink Power Control Based on SINR for D2D Enabled in Cellular Communication Network,16212,1376.0,https://iopscience.iop.org/journal/1742-6596,"Device-to-device (D2D) communication is a promising technology for achieving the vision of next generation of cellular communication network in which D2D communication is known as one of candidates for fifth generation (5G) cellular network technology. By enabling D2D communication, it allows any two user equipment (UE) to communicate directly without going through enhance Node B (eNB) in Orthogonal Frequency Division Multiple Access (OFDMA) based cellular communication networks. However, with the presence of D2D-enabled UE (DUE) in the macrocell area of OFDMA based cellular network, the fundamental problem of interference arises due to radio resources sharing between conventional UE and DUE. This paper evaluates our two previous proposed power controls (namely, Power Control 1 (PC 1) and Power Control 2 (PC 2)) to reduce that interference effect in the uplink transmission of OFDMA based cellular network. The PC 1 and PC 2 methods were based on the estimated current Signal to Interference plus Noise Ratio (SINR) at the point of interest. Extensive simulation has been carried out to observe the effectiveness of the two power control methods compared to the system without power control. The collected performance parameters in the simulation is SINR and analyses its distribution. The simulation results show that both power control methods on the uplink transmissions outperform the system without power control.",TRUE,1.0,"[{'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'id': 'misfa@eng.unila.ac.id', 'name': {'lineage': None, 'family': 'Susanto', 'honourific': None, 'given': 'Misfa'}}, {'name': {'given': 'Andri', 'honourific': None, 'family': 'Abadi', 'lineage': None}, 'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'id': 'andriabadi@yahoo.co.id'}, {'id': 'herlinawati.rusydi@yahoo.com', 'type': None, 'name': {'given': 'Herlinawati', 'honourific': None, 'family': 'Herlinawati', 'lineage': None}}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'id': 'trisanto@eng.unila.ac.id', 'name': {'given': 'Agus', 'honourific': None, 'family': 'Trisanto', 'lineage': None}}]","Online ISSN: 1742-6596, Print ISSN: 1742-6588",Journal of Physics: Conference Series,,,published,,,"['Jurusan Teknik Elektro, Fakultas Teknik, Universitas Lampung']",,,,,"[{'url': 'https://iopscience.iop.org/article/10.1088/1742-6596/1376/1/012019', 'type': 'pub'}]",10.1088/issn.1742-6596,['FT Unila'],,,,['Interference Management for Device-to-Device Communications']
41,2017-07-20 09:00:08,2017-07-20 09:00:08,630,none,http://repository.lppm.unila.ac.id/id/eprint/3193,,,inpress,['FT5'],conference_item,disk0/00/00/31/93,"[{'name': {'given': 'Misfa', 'lineage': None, 'family': 'Susanto', 'honourific': None}, 'id': 'misfa@eng.unila.ac.id'}, {'name': {'given': 'Dika', 'lineage': None, 'family': 'Fauzia', 'honourific': None}, 'id': 'fauziadika@gmail.com'}, {'id': 'melvi@eng.unila.ac.id', 'name': {'family': 'Ulvan', 'honourific': None, 'lineage': None, 'given': 'Melvi'}}, {'id': 'syaiful.alam@eng.unila.ac.id', 'name': {'given': 'Syaiful', 'honourific': None, 'family': 'Alam', 'lineage': None}}]",['TK'],2017-07-20 09:00:08,archive,show,6,Downlink Power Control for Interference Management in Femtocell-Macrocell Cellular Communication Network,3193,,,,TRUE,,,,,conference,24 - 27 July 2017,,the 15th Quality in Research (QIR) 2017 International Conference,Bali,,paper,,,3004.0,,,,,,,
42,2021-04-06 01:36:22,2021-04-06 01:36:22,668,public,http://repository.lppm.unila.ac.id/id/eprint/28862,Ithenticate (Turnitin),"[{'placement': 1, 'security': 'public', 'eprintid': 28862, 'content': 'supplemental', 'mime_type': 'application/pdf', 'language': 'en', 'files': [{'datasetid': 'document', 'filesize': 1547832, 'mime_type': 'application/pdf', 'fileid': 256112, 'hash': 'afd2fd1b8059fd6ee7cca8d6fb46f27e', 'filename': '03_HIGH_AVAILABLE_TELKOMNIKA___2015_13%.pdf', 'mtime': '2021-04-05 05:58:22', 'hash_type': 'MD5', 'objectid': 42954, 'uri': 'http://repository.lppm.unila.ac.id/id/file/256112'}], 'docid': 42954, 'main': '03_HIGH_AVAILABLE_TELKOMNIKA___2015_13%.pdf', 'rev_number': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/42954', 'formatdesc': 'PLAGIARISM CHECKED JOURNAL', 'pos': 1, 'format': 'archive'}]",pub,['FT5'],other,disk0/00/02/88/62,"[{'id': 'ardian.ulvan@eng.unila.ac.id', 'name': {'family': 'Ulvan', 'honourific': None, 'lineage': None, 'given': 'Ardian'}}]",['TK'],2021-04-06 01:36:22,archive,show,11,03_HIGH_AVAILABLE_TELKOMNIKA___2015_13%,28862,,,,,,,,,,,,,,,,,,,,,,,,,
43,2021-04-06 01:36:30,2021-04-06 01:36:30,668,public,http://repository.lppm.unila.ac.id/id/eprint/28864,Ithenticate (Turnitin),"[{'pos': 1, 'format': 'archive', 'uri': 'http://repository.lppm.unila.ac.id/id/document/42956', 'rev_number': 2, 'formatdesc': 'PLAGIARISM CHECKED JOURNAL', 'docid': 42956, 'main': '05_THE_EFFICIENCY_IFIP_AICT_2009_16%.pdf', 'files': [{'objectid': 42956, 'uri': 'http://repository.lppm.unila.ac.id/id/file/256128', 'mime_type': 'application/pdf', 'fileid': 256128, 'filename': '05_THE_EFFICIENCY_IFIP_AICT_2009_16%.pdf', 'hash': 'aad67c962d08b5fd69761a7b3ed6796a', 'mtime': '2021-04-05 06:07:01', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 2261281}], 'language': 'en', 'mime_type': 'application/pdf', 'content': 'supplemental', 'eprintid': 28864, 'placement': 1, 'security': 'public'}]",pub,['FT5'],other,disk0/00/02/88/64,"[{'id': 'ardian.ulvan@eng.unila.ac.id', 'name': {'lineage': None, 'family': 'Ulvan', 'honourific': None, 'given': 'Ardian'}}]",['TK'],2021-04-06 01:36:30,archive,show,11,05_THE_EFFICIENCY_IFIP_AICT_2009_16%,28864,,,,,,,,,,,,,,,,,,,,,,,,,
44,2021-04-06 01:36:36,2021-04-06 01:36:36,668,public,http://repository.lppm.unila.ac.id/id/eprint/28865,Ithenticate (Turnitin),"[{'pos': 1, 'format': 'archive', 'rev_number': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/42957', 'formatdesc': 'PLAGIARISM CHECKED JOURNAL', 'docid': 42957, 'main': '06_THE_OVERHEAD_IIJ_2009_18%.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/256136', 'objectid': 42957, 'filesize': 2044563, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2021-04-05 06:13:26', 'filename': '06_THE_OVERHEAD_IIJ_2009_18%.pdf', 'hash': 'dc79adc52d2ee51ef28dbdf079affd5b', 'fileid': 256136, 'mime_type': 'application/pdf'}], 'language': 'en', 'mime_type': 'application/pdf', 'content': 'supplemental', 'eprintid': 28865, 'placement': 1, 'security': 'public'}]",pub,['FT5'],other,disk0/00/02/88/65,"[{'id': 'ardian.ulvan@eng.unila.ac.id', 'name': {'given': 'Ardian', 'family': 'Ulvan', 'honourific': None, 'lineage': None}}]",['TK'],2021-04-06 01:36:36,archive,show,11,06_THE_OVERHEAD_IIJ_2009_18%,28865,,,,,,,,,,,,,,,,,,,,,,,,,
45,2021-04-06 01:37:02,2021-04-06 01:37:02,668,public,http://repository.lppm.unila.ac.id/id/eprint/28866,Ithenticate (Turnitin),"[{'files': [{'objectid': 42958, 'uri': 'http://repository.lppm.unila.ac.id/id/file/256144', 'datasetid': 'document', 'filesize': 1329332, 'mime_type': 'application/pdf', 'fileid': 256144, 'filename': '07_MULTIPLE_CELL_IFIP_AICT_2008_8%.pdf', 'hash': '30b8a26cd7a511cc41e5697fcd049afc', 'hash_type': 'MD5', 'mtime': '2021-04-05 06:15:58'}], 'main': '07_MULTIPLE_CELL_IFIP_AICT_2008_8%.pdf', 'docid': 42958, 'formatdesc': 'PLAGIARISM CHECKED JOURNAL', 'uri': 'http://repository.lppm.unila.ac.id/id/document/42958', 'rev_number': 2, 'format': 'archive', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 28866, 'content': 'supplemental', 'language': 'en', 'mime_type': 'application/pdf'}]",pub,['FT5'],other,disk0/00/02/88/66,"[{'id': 'ardian.ulvan@eng.unila.ac.id', 'name': {'family': 'Ulvan', 'honourific': None, 'lineage': None, 'given': 'Ardian'}}]",['TK'],2021-04-06 01:37:02,archive,show,9,07_MULTIPLE_CELL_IFIP_AICT_2008_8%,28866,,,,,,,,,,,,,,,,,,,,,,,,,
46,2021-04-06 01:37:14,2021-04-06 01:37:14,668,public,http://repository.lppm.unila.ac.id/id/eprint/28868,Ithenticate (Turnitin),"[{'security': 'public', 'placement': 1, 'eprintid': 28868, 'content': 'supplemental', 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/256171', 'objectid': 42961, 'hash_type': 'MD5', 'mtime': '2021-04-05 15:38:38', 'hash': 'a2c61a6724e2dc852e953f904454e7a5', 'filename': '08_TRANSMISSION_IFIP_AICT_2007_8%.pdf', 'fileid': 256171, 'mime_type': 'application/pdf', 'filesize': 1704508, 'datasetid': 'document'}], 'main': '08_TRANSMISSION_IFIP_AICT_2007_8%.pdf', 'docid': 42961, 'formatdesc': 'PLAGIARISM CHECKED JOURNAL', 'rev_number': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/42961', 'format': 'archive', 'pos': 1}]",pub,['FT5'],other,disk0/00/02/88/68,"[{'name': {'given': 'Ardian', 'honourific': None, 'family': 'Ulvan', 'lineage': None}, 'id': 'ardian.ulvan@eng.unila.ac.id'}]",['TK'],2021-04-06 01:37:14,archive,show,8,08_TRANSMISSION_IFIP_AICT_2007_8%,28868,,,,,,,,,,,,,,,,,,,,,,,,,
47,2021-04-06 01:37:16,2021-04-06 01:37:16,668,public,http://repository.lppm.unila.ac.id/id/eprint/28869,Ithenticate (Turnitin),"[{'eprintid': 28869, 'security': 'public', 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf', 'content': 'supplemental', 'docid': 42962, 'main': '2018_IOP_Conf_Ser_Mater_Sci_Eng_344_011001_20%.pdf', 'files': [{'datasetid': 'document', 'filesize': 1037808, 'mime_type': 'application/pdf', 'fileid': 256179, 'filename': '2018_IOP_Conf_Ser_Mater_Sci_Eng_344_011001_20%.pdf', 'hash': '4dfc8a575ed90472e73658203d57e106', 'hash_type': 'MD5', 'mtime': '2021-04-05 15:42:18', 'objectid': 42962, 'uri': 'http://repository.lppm.unila.ac.id/id/file/256179'}], 'format': 'archive', 'pos': 1, 'formatdesc': 'PLAGIARISM CHECKED BOOK EDITOR', 'rev_number': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/42962'}]",pub,['FT5'],other,disk0/00/02/88/69,"[{'id': 'ardian.ulvan@eng.unila.ac.id', 'name': {'given': 'Ardian', 'lineage': None, 'family': 'Ulvan', 'honourific': None}}]",['TK'],2021-04-06 01:37:16,archive,show,8,2018_IOP_Conf_Ser_Mater_Sci_Eng_344_011001_20%,28869,,,,,,,,,,,,,,,,,,,,,,,,,
48,2021-04-06 01:37:21,2021-04-06 01:37:21,668,public,http://repository.lppm.unila.ac.id/id/eprint/28871,Ithenticate (Turnitin),"[{'content': 'supplemental', 'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 28871, 'rev_number': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/42964', 'formatdesc': 'PLAGIARISM CHECKED REFERENCE BOOK', 'pos': 1, 'format': 'archive', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/256195', 'objectid': 42964, 'hash': '8104aed31971733f222b84c6c10f7705', 'filename': 'Buku_Referensi_27%.pdf', 'mtime': '2021-04-05 15:49:37', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 256195, 'filesize': 18523259, 'datasetid': 'document'}], 'main': 'Buku_Referensi_27%.pdf', 'docid': 42964}]",pub,['FT5'],other,disk0/00/02/88/71,"[{'name': {'lineage': None, 'honourific': None, 'family': 'Ulvan', 'given': 'Ardian'}, 'id': 'ardian.ulvan@eng.unila.ac.id'}]",['TK'],2021-04-06 01:37:21,archive,show,8,Buku_Referensi_27%,28871,,,,,,,,,,,,,,,,,,,,,,,,,
49,2021-04-06 01:37:27,2021-04-06 01:37:27,668,public,http://repository.lppm.unila.ac.id/id/eprint/28873,Ithenticate (Turnitin),"[{'pos': 1, 'format': 'archive', 'rev_number': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/42966', 'formatdesc': 'PLAGIARISM CHECKED PROCEEDING', 'main': 'IEEE_ICICI_BME_2013_28%.pdf', 'docid': 42966, 'files': [{'filesize': 1901418, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2021-04-05 15:54:39', 'hash': '81611cd1688ac5a19da72edef58d0d37', 'filename': 'IEEE_ICICI_BME_2013_28%.pdf', 'fileid': 256211, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/256211', 'objectid': 42966}], 'language': 'en', 'mime_type': 'application/pdf', 'content': 'supplemental', 'eprintid': 28873, 'placement': 1, 'security': 'public'}]",pub,['FT5'],other,disk0/00/02/88/73,"[{'id': 'ardian.ulvan@eng.unila.ac.id', 'name': {'given': 'Ardian', 'family': 'Ulvan', 'honourific': None, 'lineage': None}}]",['TK'],2021-04-06 01:37:27,archive,show,8,IEEE_ICICI_BME_2013_28%,28873,,,,,,,,,,,,,,,,,,,,,,,,,
50,2021-04-05 04:51:38,2021-04-05 04:51:38,534,public,http://repository.lppm.unila.ac.id/id/eprint/28852,Ithenticate (Turnitin),"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 28852, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'formatdesc': 'PLAGIARISM CHECKED JURNAL', 'rev_number': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/42944', 'docid': 42944, 'main': '01_SPECTRUMLESS_JEAS___2017_13%.pdf', 'files': [{'objectid': 42944, 'uri': 'http://repository.lppm.unila.ac.id/id/file/255995', 'datasetid': 'document', 'filesize': 2129755, 'mime_type': 'application/pdf', 'fileid': 255995, 'hash': '091691cea8ad8a215b5321d6dc6aed49', 'filename': '01_SPECTRUMLESS_JEAS___2017_13%.pdf', 'mtime': '2021-04-05 03:58:15', 'hash_type': 'MD5'}]}]",pub,['FT5'],other,disk0/00/02/88/52,"[{'name': {'lineage': None, 'family': 'Ulvan', 'honourific': None, 'given': 'Ardian'}, 'id': 'ardian.ulvan@eng.unila.ac.id'}, {'id': 'melvi@eng.unila.ac.id', 'name': {'given': 'Melvi', 'lineage': None, 'family': 'Ulvan', 'honourific': None}}]",['TK'],2021-04-05 04:51:38,archive,show,10,01_SPECTRUMLESS_JEAS___2017_13%,28852,,,,,,"[{'id': 'ardian.ulvan@eng.unila.ac.id', 'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'name': {'given': 'Ardian', 'honourific': None, 'family': 'Ulvan', 'lineage': None}}, {'id': 'melvi@eng.unila.ac.id', 'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'name': {'given': 'Melvi', 'family': 'Ulvan', 'honourific': None, 'lineage': None}}]",,,,,,,,,,,,,,,,,,,
51,2021-04-06 01:36:27,2021-04-06 01:36:27,668,public,http://repository.lppm.unila.ac.id/id/eprint/28863,Ithenticate (Turnitin),"[{'files': [{'datasetid': 'document', 'filesize': 5665391, 'fileid': 256120, 'mime_type': 'application/pdf', 'mtime': '2021-04-05 06:03:28', 'hash_type': 'MD5', 'hash': '3de24738863dac3b5db9f631f869efa6', 'filename': '04_HANDOVER_PROCEDUR_TELSYS_2013_19%.pdf', 'objectid': 42955, 'uri': 'http://repository.lppm.unila.ac.id/id/file/256120'}], 'docid': 42955, 'main': '04_HANDOVER_PROCEDUR_TELSYS_2013_19%.pdf', 'rev_number': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/42955', 'formatdesc': 'PLAGIARISM CHECKED JOURNAL', 'pos': 1, 'format': 'archive', 'placement': 1, 'security': 'public', 'eprintid': 28863, 'content': 'supplemental', 'language': 'en', 'mime_type': 'application/pdf'}]",pub,['FT5'],other,disk0/00/02/88/63,"[{'name': {'given': 'Ardian', 'lineage': None, 'honourific': None, 'family': 'Ulvan'}, 'id': 'ardian.ulvan@eng.unila.ac.id'}, {'name': {'given': 'Melvi', 'family': 'Ulvan', 'honourific': None, 'lineage': None}, 'id': 'melvi@eng.unila.ac.id'}]",['TK'],2021-04-06 01:36:27,archive,show,11,04_HANDOVER_PROCEDUR_TELSYS_2013_19%,28863,,,,,,,,,,,,,,,,,,,,,,,,,
52,2022-11-07 01:37:35,2022-11-07 01:37:35,668,public,http://repository.lppm.unila.ac.id/id/eprint/46274,ARPN-JEAS,"[{'files': [{'fileid': 511245, 'mime_type': 'application/pdf', 'mtime': '2022-11-04 09:04:03', 'hash_type': 'MD5', 'filename': 'BUKTI KORESPONDENSI ARPN-JEAS 2017.pdf', 'hash': '67722ee15ccafb8dd9e14635fc10fbbf', 'datasetid': 'document', 'filesize': 480199, 'objectid': 185158, 'uri': 'http://repository.lppm.unila.ac.id/id/file/511245'}], 'main': 'BUKTI KORESPONDENSI ARPN-JEAS 2017.pdf', 'docid': 185158, 'rev_number': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/185158', 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 46274, 'content': 'supplemental', 'mime_type': 'application/pdf', 'language': 'en'}]",pub,['FT5'],other,disk0/00/04/62/74,"[{'name': {'given': 'Ardian', 'honourific': None, 'family': 'Ulvan', 'lineage': None}, 'id': 'ardian.ulvan@eng.unila.ac.id'}, {'name': {'given': 'Melvi', 'lineage': None, 'honourific': None, 'family': 'Ulvan'}, 'id': 'melvi@eng.unila.ac.id'}]",['TK'],2022-11-07 01:37:35,archive,show,8,BUKTI KORESPONDENSI ARPN-JEAS 2017,46274,,,,,,,,,,,,,,,,,,,,,,,,,
53,2022-11-24 01:03:20,2022-11-24 01:03:20,668,public,http://repository.lppm.unila.ac.id/id/eprint/46806,STMIK Darma Wacana,"[{'format': 'text', 'pos': 1, 'formatdesc': 'BUKTI KORESPONDENSI IJAIR 2021', 'uri': 'http://repository.lppm.unila.ac.id/id/document/185730', 'rev_number': 2, 'main': 'KORESPONDENSI IJAIR 2021.pdf', 'docid': 185730, 'files': [{'objectid': 185730, 'uri': 'http://repository.lppm.unila.ac.id/id/file/515249', 'datasetid': 'document', 'filesize': 188520, 'fileid': 515249, 'mime_type': 'application/pdf', 'mtime': '2022-11-23 08:19:00', 'hash_type': 'MD5', 'filename': 'KORESPONDENSI IJAIR 2021.pdf', 'hash': '1bcd20da26655e20f0ccdc74720c81e2'}], 'mime_type': 'application/pdf', 'language': 'en', 'content': 'supplemental', 'eprintid': 46806, 'security': 'public', 'placement': 1}]",pub,['FT5'],other,disk0/00/04/68/06,"[{'id': 'ardian.ulvan@eng.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Ulvan', 'given': 'Ardian'}}, {'name': {'lineage': None, 'honourific': None, 'family': 'Ulvan', 'given': 'Melvi'}, 'id': 'melvi@eng.unila.ac.id'}]",['TK'],2022-11-24 01:03:20,archive,show,8,BUKTI KORESPONDENSI IJAIR 2021,46806,,,,,,,,,,,,,,,,,,,,,,,,,
54,2022-11-24 03:53:16,2022-11-24 03:53:16,668,public,http://repository.lppm.unila.ac.id/id/eprint/46817,Jurnal Rekayasa Elektrika - Universitas Syiah Kuala,"[{'language': 'en', 'mime_type': 'application/pdf', 'content': 'supplemental', 'eprintid': 46817, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'formatdesc': 'BUKTI KORESPONDENSI JRE-2018', 'uri': 'http://repository.lppm.unila.ac.id/id/document/185750', 'rev_number': 2, 'main': 'BUKTI KORESPONDENSI JRE-2018.pdf', 'docid': 185750, 'files': [{'filesize': 126886, 'datasetid': 'document', 'hash': 'ebab29807413d0e79f281c7ca24a1396', 'filename': 'BUKTI KORESPONDENSI JRE-2018.pdf', 'hash_type': 'MD5', 'mtime': '2022-11-24 02:21:28', 'mime_type': 'application/pdf', 'fileid': 515355, 'uri': 'http://repository.lppm.unila.ac.id/id/file/515355', 'objectid': 185750}]}]",pub,['FT5'],other,disk0/00/04/68/17,"[{'name': {'honourific': None, 'family': 'Ulvan', 'lineage': None, 'given': 'Ardian'}, 'id': 'ardian.ulvan@eng.unila.ac.id'}, {'name': {'family': 'Ulvan', 'honourific': None, 'lineage': None, 'given': 'Melvi'}, 'id': 'melvi@eng.unila.ac.id'}]",['TK'],2022-11-24 03:53:16,archive,show,8,BUKTI KORESPONDENSI JRE-2018,46817,,,,,,,,,,,,,,,,,,,,,,,,,
55,2021-04-28 01:06:01,2021-04-28 01:06:01,534,public,http://repository.lppm.unila.ac.id/id/eprint/29685,Ithenticate (Turnitin),"[{'files': [{'objectid': 43884, 'uri': 'http://repository.lppm.unila.ac.id/id/file/262707', 'datasetid': 'document', 'filesize': 2177072, 'mime_type': 'application/pdf', 'fileid': 262707, 'filename': 'PROC_04_INTEGRATED_IEEE_TSP_2013_30%.pdf', 'hash': 'acd578ee871d17023cc8de9dddb31d87', 'hash_type': 'MD5', 'mtime': '2021-04-27 09:24:09'}], 'main': 'PROC_04_INTEGRATED_IEEE_TSP_2013_30%.pdf', 'docid': 43884, 'rev_number': 3, 'uri': 'http://repository.lppm.unila.ac.id/id/document/43884', 'formatdesc': 'PLAGIARISM CHECK PROCEEDING INTERNASIONAL', 'pos': 1, 'format': 'archive', 'placement': 1, 'security': 'public', 'eprintid': 29685, 'content': 'supplemental', 'language': 'en', 'mime_type': 'application/pdf'}]",pub,['FT5'],other,disk0/00/02/96/85,"[{'name': {'family': 'Ulvan', 'honourific': None, 'lineage': None, 'given': 'Ardian'}, 'id': 'ardian.ulvan@eng.unila.ac.id'}, {'id': 'melvi@eng.unila.ac.id', 'name': {'lineage': None, 'family': 'Ulvan', 'honourific': None, 'given': 'Melvi'}}]",['TK'],2021-04-28 01:06:01,archive,show,10,INT_PROC_04_INTEGRATED_IEEE_TSP_2013_30%,29685,,,,,,,,,,,,,,,,,,,,,,,,,
56,2021-04-28 01:06:04,2021-04-28 01:06:04,534,public,http://repository.lppm.unila.ac.id/id/eprint/29686,Ithenticate (Turnitin),"[{'main': 'PROC_07_THE_STUDY_IEEE_WMNC_2010_17%.pdf', 'docid': 43885, 'files': [{'mime_type': 'application/pdf', 'fileid': 262715, 'hash': 'd5dcd1eb3ed41c301da7a81bde470a32', 'filename': 'PROC_07_THE_STUDY_IEEE_WMNC_2010_17%.pdf', 'hash_type': 'MD5', 'mtime': '2021-04-27 09:28:30', 'datasetid': 'document', 'filesize': 2320801, 'objectid': 43885, 'uri': 'http://repository.lppm.unila.ac.id/id/file/262715'}], 'pos': 1, 'format': 'archive', 'rev_number': 3, 'uri': 'http://repository.lppm.unila.ac.id/id/document/43885', 'formatdesc': 'PLAGIARISM CHECK PROCEEDING INTERNASIONAL', 'eprintid': 29686, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en', 'content': 'supplemental'}]",pub,['FT5'],other,disk0/00/02/96/86,"[{'name': {'given': 'Ardian', 'family': 'Ulvan', 'honourific': None, 'lineage': None}, 'id': 'ardian.ulvan@eng.unila.ac.id'}, {'id': 'melvi@eng.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Ulvan', 'given': 'Melvi'}}]",['TK'],2021-04-28 01:06:04,archive,show,12,INT_PROC_07_THE_STUDY_IEEE_WMNC_2010_17%,29686,,,,,,,,,,,,,,,,,,,,,,,,,
57,2021-04-28 01:06:07,2021-04-28 01:06:07,534,public,http://repository.lppm.unila.ac.id/id/eprint/29687,Ithenticate (Turnitin),"[{'language': 'en', 'mime_type': 'application/pdf', 'content': 'supplemental', 'eprintid': 29687, 'security': 'public', 'placement': 1, 'format': 'archive', 'pos': 1, 'formatdesc': 'PLAGIARISM CHECK PROCEEDING INTERNASIONAL', 'rev_number': 3, 'uri': 'http://repository.lppm.unila.ac.id/id/document/43886', 'main': 'PROC_09_IEEE80216_MAC_IEEE_MICC_2009_38%.pdf', 'docid': 43886, 'files': [{'mime_type': 'application/pdf', 'fileid': 262723, 'filename': 'PROC_09_IEEE80216_MAC_IEEE_MICC_2009_38%.pdf', 'hash': '7386fd1c643de30e7c08b042d7b542a8', 'hash_type': 'MD5', 'mtime': '2021-04-27 09:31:03', 'datasetid': 'document', 'filesize': 1894898, 'objectid': 43886, 'uri': 'http://repository.lppm.unila.ac.id/id/file/262723'}]}]",pub,['FT5'],other,disk0/00/02/96/87,"[{'name': {'given': 'Ardian', 'family': 'Ulvan', 'honourific': None, 'lineage': None}, 'id': 'ardian.ulvan@eng.unila.ac.id'}, {'name': {'given': 'Melvi', 'honourific': None, 'family': 'Ulvan', 'lineage': None}, 'id': 'melvi@eng.unila.ac.id'}]",['TK'],2021-04-28 01:06:07,archive,show,10,INT_PROC_09_IEEE80216_MAC_IEEE_MICC_2009_38%,29687,,,,,,,,,,,,,,,,,,,,,,,,,
