,eprintid,date_type,official_url,title,rev_number,volume,metadata_visibility,status_changed,eprint_status,subjects,abstract,publication,creators,issn,date,dir,id_number,type,divisions,ispublished,number,documents,publisher,uri,full_text_status,refereed,lastmod,userid,pagerange,datestamp,patent_applicant,funders,pres_type,event_dates,event_type,event_location,event_title,contact_email,succeeds,referencetext,contributors,corp_creators,related_url,projects,keywords
10,17504,published,,"PENGARUH PENAMBAHAN ZAT ADITIF ZEOLIT
TERKOMPOSISI TEHADAP NILAI TAHANAN PENTANAHAN",7,,show,2020-02-17 03:39:33,archive,['TK'],"One of the factor that greatly affect the value of the grounding resistance is the value of soil resistivity. Soil structure, temperature, the water content in the soil (moisture) and chemical content in the soil are some factors that affect the soil resistivity. Zeolite is one of the aditive that has a great absorption property to keep the soil moisture. In this research, zeolite additive type clinoptilolite had been used to decrease the ground resistance value mixed with soil (composition) and the variation used is 25%, 50%, 75% and 100%. The objectives of this research are to analyze the change of grounding resistance value with zeolite additive substance soil composition and to identify the best composition in decreasing grounding resistance value. Grounding with 100% composed zeolite has the smallest average value compared to the other one which is 61,184 ohm. The value of correlation coefficient (R) between the grounding resistance value (Ω) with the composition of zeolite and soil is 0.636.
Keyword: grounding resistance, soil resistivity, zeolite, clinoptilolite",,"[{'id': None, 'name': {'lineage': None, 'honourific': None, 'family': 'Frian', 'given': 'Daniel'}}, {'name': {'given': 'Martin', 'family': 'Yul', 'honourific': None, 'lineage': None}, 'id': 'yul.martin@eng.unila.ac.id'}, {'name': {'lineage': None, 'honourific': None, 'family': 'Herri', 'given': 'Gusmedi'}, 'id': 'herri.gusmedi@eng.unila.ac.id'}, {'name': {'given': 'Permata', 'lineage': None, 'family': 'Diah', 'honourific': None}, 'id': None}]",,2017-09-01 00:00:00.000000000,disk0/00/01/75/04,,conference_item,['FT5'],pub,,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30632', 'pos': 1, 'format': 'text', 'files': [{'filesize': 2541309, 'datasetid': 'document', 'filename': 'Pengaruh Penambahan Zat Aditif Zeolit Terkomposisi Terhadap Nilai Tahanan Pentanahan.pdf', 'hash': '96e20699ec2d8549fca5bf0fd49e51a1', 'hash_type': 'MD5', 'mtime': '2020-01-06 09:00:37', 'mime_type': 'application/pdf', 'fileid': 147976, 'uri': 'http://repository.lppm.unila.ac.id/id/file/147976', 'objectid': 30632}], 'main': 'Pengaruh Penambahan Zat Aditif Zeolit Terkomposisi Terhadap Nilai Tahanan Pentanahan.pdf', 'docid': 30632, 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 17504}]",,http://repository.lppm.unila.ac.id/id/eprint/17504,public,TRUE,2020-02-17 03:39:33,484,18-23,2020-02-17 03:39:33,,,paper,19 - 20 September 2017,conference,Universitas Lampung,Konferensi Ilmiah Nasional Mahasiswa Indonesia 2017 (KOIN MAS),,,,,,,,
11,4192,published,http://www.arpnjournals.org/jeas/research_papers/rp_2017/jeas_0617_6138.pdf,"OVERHEAD MEDIUM VOLTAGE TWISTED INSULATED CABLE
MODELS FOR THREE-PHASE POWER FLOW ANALYSIS",7,12.0,show,2017-11-02 01:45:59,archive,['TK'],"This paper proposes a modified Carson method for modeling 20 kV overhead medium voltage twisted insulated
cables (MVTIC) commonly found in the distribution systems in Lampung Province, Indonesia. Different cable sizes are
considered in this work. Results are then compared to those obtained from OpenDSS and ETAP (with SPLN library). The
sequence impedances obtained from the method are then utilized in the developed three-phase power flow software to
analyze a real medium voltage distribution feeder consisting 119 buses and serving rural area",Journal of Engineering and Applied Sciences,"[{'id': 'plgsekip@eng.unila.ac.id', 'name': {'given': 'Lukmanul', 'family': 'Hakim', 'honourific': None, 'lineage': None}}, {'id': None, 'name': {'given': 'Alex', 'family': 'Munandar', 'honourific': None, 'lineage': None}}, {'name': {'given': 'Diah', 'lineage': None, 'family': 'Permata', 'honourific': None}, 'id': 'diah.permata@eng,unila.ac.id'}, {'id': 'herri.gusmedi@eng.unila.ac.id', 'name': {'lineage': None, 'family': 'Gusmedi', 'honourific': None, 'given': 'Herri'}}, {'name': {'lineage': None, 'family': 'Khairudin', 'honourific': None, 'given': 'Khairudin'}, 'id': None}, {'name': {'honourific': None, 'family': 'Murdika', 'lineage': None, 'given': 'Umi'}, 'id': 'umi.murdika@eng.unila.ac.id'}]",1819 -6608,2017-06-01 00:00:00.000000000,disk0/00/00/41/92,,article,['FT5'],pub,12.0,"[{'files': [{'objectid': 17087, 'uri': 'http://repository.lppm.unila.ac.id/id/file/42388', 'mime_type': 'application/pdf', 'fileid': 42388, 'filename': 'jeas_0617_6138.pdf', 'hash': '62d9e7457ebfbd382c3947669f872846', 'hash_type': 'MD5', 'mtime': '2017-10-31 00:46:08', 'datasetid': 'document', 'filesize': 329609}], 'main': 'jeas_0617_6138.pdf', 'docid': 17087, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/17087', 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 4192, 'language': 'en', 'mime_type': 'application/pdf'}]",ARPN,http://repository.lppm.unila.ac.id/id/eprint/4192,public,TRUE,2017-11-02 01:45:59,610,3843-3846,2017-11-02 01:45:59,,,,,,,,plgsekip@eng.unila.ac.id,,"L.  Hakim,  M.  Wahidi,  U.  Murdika,  F.  Milano,  J. Kubokawa,  N.  Yorino, “A  three-phase  power  flow analysis  for  electrical  power  distribution  system  with low  voltage  profile,” in  Proc.  2nd Int’l.  Conf.  on Information   Technology,   Computer   and   Electrical Engineering   (ICITACEE),   Semarang,   16-18   Oct. 2015, pp. 303-308.

W.H. Kersting, “Distribution  System  Modeling  and Analysis 3rd Ed.,” CRC Press, 2012. 

R.  C.  Dugan,  T.  E.  McDermott, “An  open  source 
platform  for  collaborating  on  smart  grid  research”, IEEE PES General Meeting 2011, San Diego, 24  - 29 July 2011, pp.1-7. 

ETAP, “Distribution Network Analysis – Distribution Load Flow,”available: http://etap.com/distribution/load-flow.htm?lang=en-US. 

SPLN 43-5-2:1995, “Kabel Pilin Udara Berisolasi XLPE  danBerselubung  PVC Berpenggantung Kawat Baja dengan   Tegangan Pengenal 12/20 (24) kV (Overhead Twisted  Cable  with XLPE Insulated, PVC Sheathed and Steel Messenger Wire Rated Voltage at 12/20 (24) kV”.

Kabelindo, “Medium    Voltage    XLPE    Insulated Cable,”
 PT. KabelindoMurni, Tbk. 2015.",,,,,
12,7448,published,,SIMULASI DAN ANALISIS CYCLOCONVERTER 3 FASA SEBAGAI PENGENDALI KECEPATAN PADA MOTOR INDUKSI 3 FASA,8,,show,2018-06-22 03:52:45,archive,['T1'],"Abstract 
c
1,d
herri.gusmedi@eng.unila.ac.id; 
Technological developments in the industrial field require further analysis of the equipment used. Equipment
such as speed controllers for motors used in industry, for example is cycloconverter. Cycloconverter is a device that
capable to change the frequency of alternating electric voltage, and it can be used to control the induction motor
speed by changing the input frequency of the induction motor. Induction motor is a device that converts electrical
energy into motion energy acting on the basis of electromagnetic induction, and it used in many large industries.
This journal discusses specifically the analysis of the performance and response of 3-phase induction motor when
controlled using a 3- phase cycloconverter using Simulink in Matlab.",,"[{'name': {'given': 'Abdul', 'family': 'Haris', 'honourific': None, 'lineage': None}, 'id': 'aharis@eng.unila.ac.id'}, {'name': {'given': 'Herri', 'family': 'Gusmedi', 'honourific': None, 'lineage': None}, 'id': 'herri.gusmedi@eng.unila.ac.id'}, {'id': 'noersoedjarwanto@gmail.com', 'name': {'lineage': None, 'honourific': None, 'family': 'Soedjarwanto', 'given': 'Noer'}}]",,2017-09-19 00:00:00.000000000,disk0/00/00/74/48,,conference_item,['FT5'],pub,,"[{'docid': 20492, 'main': 'Prosiding Koinmas 2017 isbn.pdf', 'files': [{'objectid': 20492, 'uri': 'http://repository.lppm.unila.ac.id/id/file/67333', 'datasetid': 'document', 'filesize': 17145053, 'mime_type': 'application/pdf', 'fileid': 67333, 'filename': 'Prosiding Koinmas 2017 isbn.pdf', 'hash': '981706e115f955ed7a4fa05bd55750ec', 'mtime': '2018-06-21 08:25:48', 'hash_type': 'MD5'}], 'format': 'text', 'pos': 1, 'formatdesc': 'artikel pada proseding', 'rev_number': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/20492', 'eprintid': 7448, 'security': 'public', 'placement': 1, 'language': 'id', 'mime_type': 'application/pdf', 'content': 'published'}]",,http://repository.lppm.unila.ac.id/id/eprint/7448,public,TRUE,2018-06-22 03:52:45,711,1-31-1-36,2018-06-22 03:52:45,,,paper,19 September 2017,conference,Bandar Lampung,Konferensi Ilmiah Nasional Mahasiswa Indonesia (KOIN-MAS),aharis@eng.unila.ac.id,,,,,,,
13,22290,,,Peer Review Karya Ilmiah : Prosiding dengan Judul A Moving Objects Detection in Underwater Video Using Subtraction of The Background Model,8,,show,2020-06-12 04:03:37,archive,['TK'],,,"[{'name': {'lineage': None, 'honourific': None, 'family': 'Hudayani', 'given': 'Nurul'}, 'id': 'nurul.hudayani@students.unila.ac.id'}, {'name': {'honourific': None, 'family': 'Prabowo', 'lineage': None, 'given': 'M.R. Prabowo'}, 'id': None}, {'id': 'sr_sulistiyanti@eng.unila.ac.id', 'name': {'lineage': None, 'family': 'Sulistiyanti', 'honourific': None, 'given': 'Sri Ratna'}}, {'id': 'fx.arinto@eng.unila.ac.id', 'name': {'lineage': None, 'family': 'Setyawan', 'honourific': None, 'given': 'FX. Arinto'}}]",,2017-09-01 00:00:00.000000000,disk0/00/02/22/90,,other,['FT5'],pub,,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 22290, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/35709', 'docid': 35709, 'main': 'A Moving Objects (P).pdf', 'files': [{'filesize': 913375, 'datasetid': 'document', 'mtime': '2020-06-11 08:57:02', 'hash_type': 'MD5', 'filename': 'A Moving Objects (P).pdf', 'hash': '6f16c710893cb95e8643bf8de8b60e7b', 'fileid': 204985, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/204985', 'objectid': 35709}]}]",LPPI Universitas Ahmad Dahlan,http://repository.lppm.unila.ac.id/id/eprint/22290,public,,2020-06-12 04:03:37,586,,2020-06-12 04:03:37,,,,,,,,,,,,,,,
14,4196,published,,"PHASOR MEASUREMENT TECHNOLOGY BASED POWER SYSTEM
MONITORING AND CONTROL",8,12.0,show,2017-11-10 15:26:07,archive,['TK'],"The concept of phasor measurement and its application in power system monitoring and control are introduced in
this paper. The example of application of PMU in a Campus Wide Area Monitoring System (WAMS) is then elaborated.
With the availability of synchrophasor data measurement, it makes possible to establish the power system monitoring by
directly employing spectral analysis of power or phase angle response signals using Fourier Transforms or Short Time
Fourier Transform, Prony or Wavelet analysis technique or any other combination among those methods. Moreover, using
the wide area signal provided by PMU, power system stability control also gain benefit through the wide area control
technique where the system provide a better response toward the inter-area oscillation compared to the conventional
damping controller. Finally, at the end of this work, the application of phasor measurement technology in the small signal
stability monitoring and the wide area control based on phasor measurement data are discussed.",ARPN Journal of Engineering and Applied Sciences,"[{'name': {'given': 'Khairudin', 'family': 'Khairudin', 'honourific': None, 'lineage': None}, 'id': None}, {'id': 'plgsekip@eng.unila.ac.id', 'name': {'honourific': None, 'family': 'Hakim', 'lineage': None, 'given': 'Lukmanul'}}, {'id': None, 'name': {'lineage': None, 'honourific': None, 'family': 'Mitani', 'given': 'Yasunori'}}, {'name': {'given': 'Masayuki', 'lineage': None, 'honourific': None, 'family': 'Watanabe'}, 'id': None}]",1819-6608,2017-06-12 00:00:00.000000000,disk0/00/00/41/96,,article,['FT5'],pub,12.0,"[{'files': [{'objectid': 17091, 'uri': 'http://repository.lppm.unila.ac.id/id/file/42424', 'datasetid': 'document', 'filesize': 367272, 'fileid': 42424, 'mime_type': 'application/pdf', 'mtime': '2017-10-31 02:14:17', 'hash_type': 'MD5', 'hash': 'c0576f48b60e095865c56ff0416fa547', 'filename': 'Publish_jeas_0617_6139.pdf'}], 'main': 'Publish_jeas_0617_6139.pdf', 'docid': 17091, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/17091', 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 4196, 'language': 'en', 'mime_type': 'application/pdf'}]",Asian Research Publishing Network,http://repository.lppm.unila.ac.id/id/eprint/4196,public,TRUE,2017-11-10 15:26:07,194,,2017-11-10 15:26:07,,,,,,,,,,,,,,,
15,2941,published,http://insist.unila.ac.id/,The influence of change load against fuel cost in coal-fired power tarahan lampung unit 3 and 4,22,2.0,show,2020-06-16 07:02:10,archive,['TK'],"The operation of a power plant depends on fuel where fuel costs are incurred on a generating unit is a function of the plant load. The ability power plant carry the load determine the reliability of an electrical system, hence the power raised always be done equal to needs in side load all the time. Fluctuations demand of electrical power in side load will cause fluctuations change fuel cost. In this paper, the correlation both commonly called input-output characteristics of the power plant needs to be determined. One way to achieve this goal is to match polynomial regression on the data using a second order polynomial. This model allows the study of the  incremental fuel cost resulting from a change load in a coal-fired power plant.
Keywords—Economic dispatch, incremental cost characteristics, input-output characteristics, second order polynomial regression.",INSIST,"[{'name': {'given': 'Endah', 'family': 'Komalasari', 'honourific': None, 'lineage': None}, 'id': 'endah.komalasari@eng.unila.ac.id'}, {'name': {'honourific': None, 'family': 'Rahmattulloh', 'lineage': None, 'given': 'R'}, 'id': None}, {'name': {'given': 'Herri', 'lineage': None, 'honourific': None, 'family': 'Gusmedi'}, 'id': 'herri.gusmedi@eng.unila.ac.id'}]",2502-8588,2017-04-22 00:00:00.000000000,disk0/00/00/29/41,http://dx.doi.org/10.23960/ins.v2i1.27,article,['FT5'],pub,1.0,"[{'content': 'published', 'mime_type': 'application/xml', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 2941, 'rev_number': 3, 'uri': 'http://repository.lppm.unila.ac.id/id/document/35896', 'pos': 1, 'format': 'text', 'files': [{'objectid': 35896, 'uri': 'http://repository.lppm.unila.ac.id/id/file/206168', 'datasetid': 'document', 'filesize': 28312, 'fileid': 206168, 'mime_type': 'application/xml', 'hash_type': 'MD5', 'mtime': '2020-06-16 03:54:56', 'hash': 'f4260dc82e172b833448be420f16d579', 'filename': 87}], 'main': 87, 'docid': 35896}]",University of Lampung,http://repository.lppm.unila.ac.id/id/eprint/2941,public,TRUE,2020-06-16 07:02:10,146,19-22,2020-06-16 07:02:10,,,paper,,conference,,,endah.komalasari@eng.unila.ac.id,,,"[{'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'id': 'endah.komalasari', 'name': {'given': 'Endah', 'lineage': None, 'honourific': None, 'family': 'Komalasari'}}]","['Electrical Engineering Unila', 'Electrical Engineering Unila', 'Electrical Engineering Unila']",[{'url': 'http://insist.unila.ac.id/index.php/ojs/issue/view/4'}],,
16,8330,published,,"Analisis Penggunaan Gipsum Sebagai Zat Aditif 
Untuk Penurunan Tahanan Pentanahan",6,,show,2018-07-03 09:46:57,archive,['TK'],"Tahanan  pentanahan  berbanding  lurus 
dengan besarnya tahanan jenis tanah. Tahanan jenis 
tanah  itu  sendiri  dipengaruhi  beberapa  hal  yaitu 
struktur tanah, temperatur, pengaruh kandungan air 
(kelembaban), dan pengaruh kandungan kimia dalam 
tanah.  Penelitian  ini  untuk  menganalisis  penurunan 
nilai  tahanan  pentanahan  dengan  penambahan  zat 
aditif  berupa  gipsum  tanpa  campuran  tanah  dan 
gipsum yang dicampur dengan tanah. Hasil penelitian 
menunjukkan  nilai  tahanan  pentanahan  dengan 
penambahan gipsum tanpa campuran tanah memiliki 
nilai  yang  lebih  tinggi  dibandingkan  tahanan 
pentanahan  tanpa  penambahan  zat  aditif.  Tahanan 
pentanahan  dengan penambahan gipsum  bercampur 
tanah  secara  rata-rata  dapat  menurunkan  nilai 
tahanan pentanahan sebesar 153,56 ohm dengan 25% 
gipsum,  157,2  ohm  dengan  75%  gipsum  dan  169,91 
ohm dengan 50% gipsum.
Kata kunci--tahanan pentanahan; tahanan jenis tanah;
gipsum",prosiding koin emas 2017,"[{'id': 'yulmartin@eng.unila.ac.id', 'name': {'given': 'Yul', 'honourific': None, 'family': 'Martin', 'lineage': None}}]",978-602-70050-5-1,2017-09-19 00:00:00.000000000,disk0/00/00/83/30,,article,['FT5'],pub,,"[{'main': 'Rundown-Program-KOIN-MAS-2017-r3.pdf', 'docid': 21379, 'files': [{'objectid': 21379, 'uri': 'http://repository.lppm.unila.ac.id/id/file/82478', 'datasetid': 'document', 'filesize': 395641, 'mime_type': 'application/pdf', 'fileid': 82478, 'filename': 'Rundown-Program-KOIN-MAS-2017-r3.pdf', 'hash': '11cfbfb64f6e0db0f2a4f3266466f9a9', 'mtime': '2018-07-01 05:46:55', 'hash_type': 'MD5'}], 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/21379', 'eprintid': 8330, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en'}]",,http://repository.lppm.unila.ac.id/id/eprint/8330,public,TRUE,2018-07-03 09:46:57,518,,2018-07-03 09:46:57,,,,,,,,,,,,,,,
17,8209,published,,Audit Energi dan Analisis Peluang Penghematan Konsumsi Energi Listrik Pada Bangunan Gedung Di Universitas Lampung,6,,show,2018-06-29 04:10:44,archive,['TJ'],"Kebutuhan energi listrik semakin meningkat sesuai dengan perkembangan peralatan modern yang bekerja dengan  sumber  listrik.  Hal  ini  mempengaruhi  tingkat  konsumsi  energi  listrik  semakin  banyak  bahkan  listrik sudah masuk dalam kebutuhan primer. Kegiatan konsevarsi energi dapat meminimalisir atau mengefisiensikan pemanfaatan  energi  listrik,  untuk  mencapai  kegiatan  konsevarsi  energi  ini  dilakukan  audit  energi  yang bertujuan  mengendalikan  penggunaan  energi  listrik.  Proses  audit  yang  dilakukan  memiliki  parameter pengukuran yaitu mengenai tata pencahayaan, tata udara serta Intensitas Konsumsi Energi (IKE). BSNI sudah memberikan  standar  tingkat  pencahayaan  dan  tata  udara  untuk  memberikan  rasa  nyaman  saat  melakukan pekerjaan.
Kata kunci: Konservasi Energi, Audit Energi, Tata pencahyaan, Tata Udara, IKE, SNI",Prosiding Seminar Nasional Energi dan Industri Manufaktur 2017,"[{'name': {'given': 'Yul', 'family': 'Martin', 'honourific': None, 'lineage': None}, 'id': 'yulmartin@eng.unila.ac.id'}]",978-602-5085-10-9,2017-11-07 00:00:00.000000000,disk0/00/00/82/09,,article,['FT5'],pub,,"[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 8209, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/21240', 'rev_number': 1, 'docid': 21240, 'main': 'Prosiding SIGER 2017(2).pdf', 'files': [{'datasetid': 'document', 'filesize': 5007742, 'mime_type': 'application/pdf', 'fileid': 81611, 'hash': '88650c21c566ca69bc5d2c62cc0ff459', 'filename': 'Prosiding SIGER 2017(2).pdf', 'mtime': '2018-06-28 12:43:19', 'hash_type': 'MD5', 'objectid': 21240, 'uri': 'http://repository.lppm.unila.ac.id/id/file/81611'}]}]",Universitas Lampung,http://repository.lppm.unila.ac.id/id/eprint/8209,public,TRUE,2018-06-29 04:10:44,518,59-68,2018-06-29 04:10:44,,,,,,,,,,,,,[{'url': 'https://drive.google.com/file/d/1lNS-Z3ZxR67w33q7N0lKkhzZcv_t32wv/view'}],,
18,8331,published,,"Bentonit Teraktivasi Fisika dan Komposisi Tanah 
untuk Penurunan Nilai Resistansi Grounding",5,,show,2018-07-03 09:47:00,archive,['TK'],"-- Nilai tahanan pentanahan pada sistem pentanahan sangat dipengaruhi oleh nilai tahanan jenistanah. Tahanan jenis tanah yang baik memiliki nilai kandungan air (kelembaban) yang tinggi di dalam tanah. Kelembaban tanah dapat dibuat dan dijaga dengan pemberian zat aditif yang bersifat menyerap air disekitarnya. Penelitian ini menggunakan zat aditif bentonit yang sebelum digunakan di dalam tanah terlebih dahulu diberi perlakuan, yaitu aktivasi secara fisika dengan proses pemanasan dan pencampuran dengan tanah (komposisi). Tujuan dari penelitian ini adalah untuk menganalisis pengaruh dan perubahan tahanan pentanahan yang diberikan bentonit sebelumdan sesudah diberi perlakuan secara fisik. Pentanahan yang diberikan bentonit teraktivasimemiliki nilai tahanan pentanahan terkecil dibandingkan dengan bentonit yang tidak diberikan perlakuan dan bentonit terkomposisi tanah. Persentasi penurunan nilai tahanan pentanahannya berturut-turut adalah 74% untuk bentonit teraktivasi dengan suhu 2000C, 69% untuk bentonit terkomposisi tanah 75% dan 68% untuk bentonit tanpa perlakuan.
Keyword--tahanan pentanahan; tahanan jenis tanah; aktivasi fisika bentonit",prosiding koin emas 2017,"[{'id': 'yulmartin@eng.unila.ac.id', 'name': {'given': 'Yul', 'lineage': None, 'honourific': None, 'family': 'Martin'}}]",978-602-70050-5-1,2017-09-19 00:00:00.000000000,disk0/00/00/83/31,,article,['FT5'],pub,,,,http://repository.lppm.unila.ac.id/id/eprint/8331,none,TRUE,2018-07-03 09:47:00,518,,2018-07-03 09:47:00,,,,,,,,,,,,,,,
19,8164,published,,"MEKANISME SAMBARAN PETIR PADA GEDUNG DAN PENGARUHNYA PADA 
PERALATAN KELISTRIKAN",6,1.0,show,2018-06-28 08:17:29,archive,['TK'],"Badai guruh merupakan fenomena  alam yang dahsyat, dan sambaran petir merupakan  pelepasan  muatan  listrik  akibat  adanya  beda  potensial  antara awan  dan  tanah.  Bangunan  gedung  bertingkat  menjadi  objek  potensial terhadap  sambaran  petir,  oleh  karena  itu  diperlukan  system  perlindungan petir untuk mengamankan gedung, instlasi listrik serta telekomunikasi dari kerusakan  akibat  sambaran  petir.  Penelitian  ini  dilakukan  untuk 
menganalisis  system  proteksi  eksternal  yang  di  pasang  pada  gedung perpustakaan  berupa  batang  venial,  downcondor,  serta  system  grounding. 
Selain itu akan dianalisa resiko sambaran petir pada peralatan kelistrikan dan telekomunikasi. 

Keyword—Sistem  Proteksi  eksternal,  internal,  resiko  sambaran 
petir,ruang proteksi",Tawit Pustaka Jurnal Perpustakaan dan Informasi Ilmiah,"[{'id': 'yulmartin@eng.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Martin', 'given': 'Yul'}}]",25989464,2017-11-01 00:00:00.000000000,disk0/00/00/81/64,,article,['FT5'],pub,3.0,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/21180', 'pos': 1, 'format': 'text', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/81277', 'objectid': 21180, 'filesize': 918805, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2018-06-28 07:03:39', 'hash': 'a6a2691d4464c4e0eeb65a6276459bcb', 'filename': 'Jurnal Tawit Vol 1 No 3.pdf', 'fileid': 81277, 'mime_type': 'application/pdf'}], 'docid': 21180, 'main': 'Jurnal Tawit Vol 1 No 3.pdf', 'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 8164}]",Dinas Perpustakaan dan Kearsipan Provinsi Lampung,http://repository.lppm.unila.ac.id/id/eprint/8164,public,TRUE,2018-06-28 08:17:29,518,1-13,2018-06-28 08:17:29,,,,,,,,,,,,,,,
20,14408,published,https://electrician.unila.ac.id/index.php/ojs/article,Perancangan Dan Simulasi Filter IIR Menggunakan Graphical User Interface (GUI),7,11.0,show,2021-05-27 02:28:36,archive,['Q1'],"Intisari--- Pada makalah ini telah disajikan metode mensimulasikan filter IIR menggunakan GUI. Metode ini tidak hanya tergantung pada kode matlab, tetapi juga menampilkan control penggunaan yang dibangun berdasarkan GUI, sehingga semua operasi pemfilteran dapat diselesaikan oleh GUI. Makalah  ini menggunakan metode Pole-zero placement, Impulse invariant, Matched z-transform , dan Bilinear z-transfor dalam merealisasikan filter IIR dan untuk sebagai contoh untuk merancang filter low-pass, high-pass and band-pass. Dari simulasi menunjukkan bahwa perancangan berdasarkan GUI ini sangatlah nyaman, cepat, dan fleksibel.",ELECTRICIAN – Jurnal Rekayasa dan Teknologi Elektro,"[{'id': 'umi.murdika@eng.unila.ac.id', 'name': {'given': 'Umi', 'lineage': None, 'family': 'Murdika', 'honourific': None}}, {'id': 'yessi.mulyani@eng.unila.ac.id', 'name': {'given': 'Yessi', 'lineage': None, 'honourific': None, 'family': 'Mulyani'}}]",1978-6042,2017-09-01 00:00:00.000000000,disk0/00/01/44/08,,article,['FT5'],pub,3.0,"[{'docid': 27461, 'main': 2060, 'files': [{'objectid': 27461, 'uri': 'http://repository.lppm.unila.ac.id/id/file/124938', 'datasetid': 'document', 'filesize': 17358, 'mime_type': 'text/html', 'fileid': 124938, 'hash': '5a86a586456a5fffe7cc65f46d405e19', 'filename': 2060, 'mtime': '2019-09-28 14:24:55', 'hash_type': 'MD5'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/27461', 'rev_number': 3, 'eprintid': 14408, 'security': 'validuser', 'placement': 1, 'mime_type': 'text/html', 'language': 'id', 'content': 'published'}]",Universitas Lampung,http://repository.lppm.unila.ac.id/id/eprint/14408,restricted,FALSE,2021-05-27 02:28:36,66,114-118,2021-05-27 02:28:36,,,,,,,,,,,,,,,
