,eprint_status,status_changed,subjects,title,rev_number,metadata_visibility,eprintid,lastmod,userid,datestamp,ispublished,contributors,publisher,documents,uri,full_text_status,type,divisions,creators,dir,date,date_type,volume,official_url,abstract,issn,publication,refereed,number,pagerange,corp_creators,related_url,event_title,event_location,event_dates,event_type,pres_type,id_number,succeeds,place_of_pub
10,archive,2021-04-08 06:44:07,"['L1', 'LB', 'LB2300']",LKS Inkuiri Terbimbing Mempengaruhi Peningkatan Keterampilan Mengidentifikasi Variabel dan Menentukan Langkah Kerja.,9,show,29036,2021-04-08 06:44:07,1028,2021-04-08 06:44:07,unpub,"[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}]",FKIP Univeresitas Lampung,"[{'files': [{'mime_type': 'application/pdf', 'fileid': 257600, 'hash': '93426de2a7ece71ecb9995b42ad07187', 'filename': 'LKS Inkuiri Terbimbing Mempengaruhi Peningkatan Keterampilan Mengidentifikasi Variabel dan Menentukan Langkah Kerja.pdf', 'hash_type': 'MD5', 'mtime': '2021-04-08 05:37:58', 'datasetid': 'document', 'filesize': 5382327, 'objectid': 43146, 'uri': 'http://repository.lppm.unila.ac.id/id/file/257600'}], 'docid': 43146, 'main': 'LKS Inkuiri Terbimbing Mempengaruhi Peningkatan Keterampilan Mengidentifikasi Variabel dan Menentukan Langkah Kerja.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/43146', 'rev_number': 1, 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 29036, 'mime_type': 'application/pdf', 'language': 'en'}]",http://repository.lppm.unila.ac.id/id/eprint/29036,public,other,['FKIP4'],"[{'name': {'given': 'Hanni', 'lineage': None, 'honourific': None, 'family': 'Dwiputri'}, 'id': None}, {'id': 'kadaritna@yahoo.com', 'name': {'family': 'Kadaritna', 'honourific': None, 'lineage': None, 'given': 'Nina'}}, {'name': {'given': 'Sunyono', 'lineage': None, 'honourific': None, 'family': 'Sunyono'}, 'id': 'sunyono.1965@fkip.unila.ac.id'}]",disk0/00/02/90/36,2020-12-01 00:00:00.000000000,completed,,,,,,,,,"['Prodi S1 Pendidikan Kimia', 'Prodi S2 Keguruan IPA', 'Prodi S1 Pendidikan Kimia`']",,,,,,,,,
11,archive,2021-04-06 06:36:53,"['L1', 'LB2300']",The Validity of the Online Module of Flipped Classroom Based on Socioscientific Issues Towards Students’ Literacy Skills.,8,show,28906,2021-04-06 06:36:53,1028,2021-04-06 06:36:53,pub,"[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}]",IOSR Journal,"[{'files': [{'hash_type': 'MD5', 'mtime': '2021-04-06 05:05:50', 'hash': '118bc793e3733e80dfbb47daeb4aee2a', 'filename': 'The_Validity_of_the_Online_Module_of_Flipped_Class.pdf', 'fileid': 256484, 'mime_type': 'application/pdf', 'filesize': 1920097, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/256484', 'objectid': 43000}], 'docid': 43000, 'main': 'The_Validity_of_the_Online_Module_of_Flipped_Class.pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/43000', 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 28906, 'language': 'en', 'mime_type': 'application/pdf'}]",http://repository.lppm.unila.ac.id/id/eprint/28906,public,other,['FKIP4'],"[{'id': None, 'name': {'given': 'Zaskia', 'lineage': None, 'family': 'El Shinta', 'honourific': None}}, {'id': 'sunyono.1965@fkip.unila.ac.id', 'name': {'given': 'Sunyono', 'lineage': None, 'family': 'Sunyono', 'honourific': None}}, {'id': 'marina_setyorini@yahoo.com', 'name': {'given': 'M.', 'lineage': None, 'family': 'Setyarini', 'honourific': None}}]",disk0/00/02/89/06,2020-04-01 00:00:00.000000000,published,,http://www.iosrjournals.org/iosr-jrme.html,,,,,,,"['Prodi S2 Keguruan IPA', 'Prodi S1 Pendidikan Kimia', 'Prodi S1 Pendidikan Kimia`']",,,,,,,,,
12,archive,2021-04-08 01:11:49,"['L1', 'LB2300']",The Validity of the Online Module of Flipped Classroom Based on Socioscientific Issues Towards Students’ Literacy Skills.,8,show,29007,2021-04-08 01:11:49,1028,2021-04-08 01:11:49,unpub,"[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}]",FKIP Univeresitas Lampung,"[{'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 29007, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/43110', 'format': 'text', 'pos': 1, 'files': [{'datasetid': 'document', 'filesize': 2998384, 'fileid': 257326, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2021-04-07 09:25:45', 'filename': 'The Validity of the Online Module of Flipped Classroom Based on Socioscientific Issues Towards Students Literacy Skills.pdf', 'hash': '3e67b15b48d80c49699fb317a17d37c2', 'objectid': 43110, 'uri': 'http://repository.lppm.unila.ac.id/id/file/257326'}], 'main': 'The Validity of the Online Module of Flipped Classroom Based on Socioscientific Issues Towards Students Literacy Skills.pdf', 'docid': 43110}]",http://repository.lppm.unila.ac.id/id/eprint/29007,public,other,['FKIP4'],"[{'name': {'lineage': None, 'family': 'El Shinta', 'honourific': None, 'given': 'Zhakia'}, 'id': 'daengelzhakia@gmail.com'}, {'name': {'family': 'Sunyono', 'honourific': None, 'lineage': None, 'given': 'Sunyono'}, 'id': 'sunyono.1965@fkip.unila.ac.id'}, {'id': 'marina_setyorini@yahoo.com', 'name': {'given': 'M.', 'lineage': None, 'honourific': None, 'family': 'Setyarini'}}]",disk0/00/02/90/07,2020-12-01 00:00:00.000000000,completed,,,,,,,,,"['Prodi S2 Keguruan IPA', 'Prodi S2 Keguruan IPA', 'Prodi S1 Pendidikan Kimia`']",,,,,,,,,
13,archive,2021-04-01 01:59:25,"['L1', 'LB1501', 'LC5201']",Analysis of Students Inquiry Skills in Senior High School Though Learning Based on the Hierarchy of Inquiry Model.,9,show,28793,2021-04-01 01:59:26,705,2021-04-01 01:59:25,pub,,Atlantis Press,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/42861', 'pos': 1, 'format': 'text', 'files': [{'filesize': 2828398, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2021-03-31 08:30:00', 'filename': 'Analysis of Students Inquiry Skills in Senior High School Though Learning Based on the Hierarchy of Inquiry Model.pdf', 'hash': '48ff79b5f72eedc014401b1d9b5d832f', 'fileid': 255399, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/255399', 'objectid': 42861}], 'docid': 42861, 'main': 'Analysis of Students Inquiry Skills in Senior High School Though Learning Based on the Hierarchy of Inquiry Model.pdf', 'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 28793}]",http://repository.lppm.unila.ac.id/id/eprint/28793,public,other,['FKIP4'],"[{'name': {'lineage': None, 'honourific': None, 'family': 'Evi', 'given': 'Elisanti'}, 'id': None}, {'name': {'lineage': None, 'family': 'Rudibyani', 'honourific': None, 'given': 'Ratu Betta'}, 'id': 'ratubetta.rudibyani@fkip.unila.ac.id'}, {'name': {'honourific': None, 'family': 'Sajidan', 'lineage': None, 'given': 'Sajidan'}, 'id': None}, {'name': {'lineage': None, 'honourific': None, 'family': 'Perdana', 'given': 'Ryzal'}, 'id': None}]",disk0/00/02/87/93,1970-01-01 00:00:00.000002020,,,,,,,,,,,,,,,,,,,
14,archive,2021-04-08 01:11:56,"['L1', 'LB2300']",Efektivitas Pre-Lecture Quiz untuk Meningkatkan Keterampilan Komunikasi Siswa.,9,show,29011,2021-04-08 01:11:56,1028,2021-04-08 01:11:56,unpub,"[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}]",FKIP Univeresitas Lampung,"[{'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/257356', 'objectid': 43115, 'filename': 'Efektivitas Pre Lecture Quiz untuk Meningkatkan Keterampilan Berpikir Kritis Siswa_compressed.pdf', 'hash': '2901fefec33e48c68d26cab94fb5c1c4', 'hash_type': 'MD5', 'mtime': '2021-04-07 09:31:58', 'mime_type': 'application/pdf', 'fileid': 257356, 'filesize': 537463, 'datasetid': 'document'}], 'main': 'Efektivitas Pre Lecture Quiz untuk Meningkatkan Keterampilan Berpikir Kritis Siswa_compressed.pdf', 'docid': 43115, 'uri': 'http://repository.lppm.unila.ac.id/id/document/43115', 'rev_number': 1, 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 29011, 'mime_type': 'application/pdf', 'language': 'en'}]",http://repository.lppm.unila.ac.id/id/eprint/29011,public,other,['FKIP4'],"[{'name': {'honourific': None, 'family': 'Fitri', 'lineage': None, 'given': 'Nur Qomaril'}, 'id': None}, {'name': {'given': 'Tasviri', 'lineage': None, 'family': 'Efkar', 'honourific': None}, 'id': 'tasviriefkar@yahoo.com.'}, {'id': 'sunyono.1965@fkip.unila.ac.id', 'name': {'given': 'Sunyono', 'family': 'Sunyono', 'honourific': None, 'lineage': None}}]",disk0/00/02/90/11,2020-12-01 00:00:00.000000000,completed,,,,,,,,,"['Prodi S1 Pendidikan Kimia', 'Prodi S1 Pendidikan Kimia', 'Prodi S2 Keguruan IPA']",,,,,,,,,
15,archive,2020-05-31 06:25:39,['L1'],The Importance of Animation inGuided Inquiryof Human Excretory System Material,9,show,21250,2020-05-31 06:25:39,812,2020-05-31 06:25:39,pub,,International Organization of Scientific Research,"[{'language': 'en', 'mime_type': 'application/pdf', 'security': 'public', 'placement': 1, 'eprintid': 21250, 'uri': 'http://repository.lppm.unila.ac.id/id/document/34641', 'rev_number': 1, 'format': 'text', 'pos': 1, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/197776', 'objectid': 34641, 'filename': 'trijalmo-Hamzah.pdf', 'hash': '05da7d1fd69f90e071dd94acbfcacbbe', 'mtime': '2020-05-31 04:43:39', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 197776, 'filesize': 419324, 'datasetid': 'document'}], 'main': 'trijalmo-Hamzah.pdf', 'docid': 34641}, {'pos': 2, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/34642', 'docid': 34642, 'main': 'trijalmo-Hamzah.pdf', 'files': [{'objectid': 34642, 'uri': 'http://repository.lppm.unila.ac.id/id/file/197778', 'mime_type': 'application/pdf', 'fileid': 197778, 'filename': 'trijalmo-Hamzah.pdf', 'hash': '05da7d1fd69f90e071dd94acbfcacbbe', 'hash_type': 'MD5', 'mtime': '2020-05-31 04:43:57', 'datasetid': 'document', 'filesize': 419324}], 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 21250, 'placement': 2, 'security': 'public'}, {'main': 'trijalmo-Hamzah.pdf', 'docid': 34643, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/197780', 'objectid': 34643, 'mtime': '2020-05-31 04:44:33', 'hash_type': 'MD5', 'filename': 'trijalmo-Hamzah.pdf', 'hash': '05da7d1fd69f90e071dd94acbfcacbbe', 'fileid': 197780, 'mime_type': 'application/pdf', 'filesize': 419324, 'datasetid': 'document'}], 'format': 'text', 'pos': 3, 'uri': 'http://repository.lppm.unila.ac.id/id/document/34643', 'rev_number': 1, 'eprintid': 21250, 'security': 'public', 'placement': 3, 'language': 'en', 'mime_type': 'application/pdf'}]",http://repository.lppm.unila.ac.id/id/eprint/21250,public,article,['FKIP4'],"[{'id': None, 'name': {'lineage': None, 'family': 'Hamzah', 'honourific': None, 'given': 'Hamzah'}}, {'id': 'marina_setyorini@yahoo.com', 'name': {'given': 'M.', 'family': 'Setyarini', 'honourific': None, 'lineage': None}}, {'name': {'lineage': None, 'honourific': None, 'family': 'Jalmo', 'given': 'Tri'}, 'id': 'tri.jalmo@fkip.unila.ac.id'}]",disk0/00/02/12/50,2020-03-26 00:00:00.000000000,published,10.0,https://www.iosrjournals.org/iosr-jrme/papers/Vol-10%20Issue-2/Series-3/I1002035155.pdf,"21st century learning demands various skills that must be mastered by students, so education can prepare students to master these skills in order to become successful individuals in their lives. In order for students to have these skills, the teacher must be able to practice using the right strategy in the learning process. One of them is using guided inquiry learning model, because this learning model can have a positive influence on students and the learning process will be more effective and efficient. The skills developed in the guided inquiry learning model can be more interesting and meaningful, if it is performed through the right media. One of the media that can attract attention during the learning process is animation. This preliminary study was conducted on 150 public and private junior high school students in 6 regencies or cities in Lampung Province, Indonesia. This study used descriptive qualitative method and the data was collected by using a questionnaire. The results of the study showed that science learning with guided inquiry learning model was not implemented properly, especially in the following variables, namely the formulation of problems, make hypotheses and prove hypotheses. The animation in the learning process was still rarely used. Therefore the use of animation in learning process is very necessary because it can have a positive impact on the understanding of students on something abstract.",2320-7388,IOSR Journal of Research & Method in Education,TRUE,2.0,51-55,,,,,,,,10.9790/7388-1002035155,,
16,archive,2021-04-08 06:44:24,"['L1', 'LB2300']",The effectiveness of multiple representation-based student worksheet of inheritance properties topic to improve students’ critical thinking skill.,8,show,29043,2021-04-08 06:44:24,1028,2021-04-08 06:44:24,unpub,"[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}]",FKIP Univeresitas Lampung,"[{'eprintid': 29043, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en', 'docid': 43153, 'main': 'The effectiveness of multiple representation based student worksheet of inheritance properties topic to improve students critical thinking skill.pdf', 'files': [{'mime_type': 'application/pdf', 'fileid': 257655, 'filename': 'The effectiveness of multiple representation based student worksheet of inheritance properties topic to improve students critical thinking skill.pdf', 'hash': 'c399ee3bceb7612299c07d817e01feba', 'hash_type': 'MD5', 'mtime': '2021-04-08 06:21:14', 'datasetid': 'document', 'filesize': 2899340, 'objectid': 43153, 'uri': 'http://repository.lppm.unila.ac.id/id/file/257655'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/43153', 'rev_number': 1}]",http://repository.lppm.unila.ac.id/id/eprint/29043,public,other,['FKIP4'],"[{'id': 'dwifebrihidayati@gmail.com', 'name': {'lineage': None, 'honourific': None, 'family': 'Hidayati', 'given': 'D.F.'}}, {'name': {'family': 'Abdurrahman', 'honourific': None, 'lineage': None, 'given': 'Abdurrahman'}, 'id': 'abdurrahman.1968@fkip.unila.ac.id'}, {'id': 'sunyono.1965@fkip.unila.ac.id', 'name': {'given': 'Sunyono', 'lineage': None, 'honourific': None, 'family': 'Sunyono'}}]",disk0/00/02/90/43,2020-12-01 00:00:00.000000000,completed,,,,,,,,,"['Prodi S2 Keguruan IPA', 'Prodi S2 Pendidikan Fisika', 'Prodi S2 Keguruan IPA']",,,,,,,,,
17,archive,2021-04-06 06:36:49,"['L1', 'LB2300']",Validity of Student Worksheets Based on Socioscientific Issues Towards improve Students' Literacy Skills,8,show,28905,2021-04-06 06:36:49,1028,2021-04-06 06:36:49,pub,"[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}]",OSR Journal of Research & Method in Education (IOSR-JRME),"[{'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/42999', 'docid': 42999, 'main': 'Validity_of_Student_Worksheets_Based_on_Socioscien.pdf', 'files': [{'datasetid': 'document', 'filesize': 1707743, 'mime_type': 'application/pdf', 'fileid': 256476, 'hash': 'a4a7d794b4cf49c75dd60858de009d34', 'filename': 'Validity_of_Student_Worksheets_Based_on_Socioscien.pdf', 'hash_type': 'MD5', 'mtime': '2021-04-06 04:59:54', 'objectid': 42999, 'uri': 'http://repository.lppm.unila.ac.id/id/file/256476'}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 28905, 'security': 'public', 'placement': 1}]",http://repository.lppm.unila.ac.id/id/eprint/28905,public,other,['FKIP4'],"[{'name': {'given': 'Nining', 'honourific': None, 'family': 'Kurniasih', 'lineage': None}, 'id': 'nia.nia.generous@gmail.com'}, {'id': 'sunyono.1965@fkip.unila.ac.id', 'name': {'given': 'Sunyono', 'honourific': None, 'family': 'Sunyono', 'lineage': None}}, {'name': {'family': 'Herlina', 'honourific': None, 'lineage': None, 'given': 'Kartini'}, 'id': 'kkartini.herlina@gmail.com'}]",disk0/00/02/89/05,2020-04-06 00:00:00.000000000,published,,http://www.iosrjournals.org/iosr-jrme.html,,,,,,,"['Prodi S2 Keguruan IPA', 'Prodi S2 Keguruan IPA', 'Prodi S2 Pendidikan Fisika']",,,,,,,,,
18,archive,2021-04-08 01:12:07,"['L1', 'LB2300']",Pengaruh Pembelajaran SiMaYang dalam Meningkatkan Sikap Kreatif Siswa pada Materi Larutan Elektrolit dan Non-Elektrolit.,8,show,29017,2021-04-08 01:12:07,1028,2021-04-08 01:12:07,unpub,"[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}]",FKIP Univeresitas Lampung,"[{'placement': 1, 'security': 'public', 'eprintid': 29017, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'filesize': 4883764, 'datasetid': 'document', 'filename': 'Pengaruh Pembelajaran SiMaYang dalam Meningkatkan Sikap Kreatif Siswa pada Materi Larutan Elektrolit dan Non Elektrolit.pdf', 'hash': '2ec3c29271680ee8bc9862c41a573eb6', 'mtime': '2021-04-07 10:14:59', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 257406, 'uri': 'http://repository.lppm.unila.ac.id/id/file/257406', 'objectid': 43123}], 'main': 'Pengaruh Pembelajaran SiMaYang dalam Meningkatkan Sikap Kreatif Siswa pada Materi Larutan Elektrolit dan Non Elektrolit.pdf', 'docid': 43123, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/43123', 'pos': 1, 'format': 'text'}]",http://repository.lppm.unila.ac.id/id/eprint/29017,public,other,['FKIP4'],"[{'name': {'given': 'Fitry', 'lineage': None, 'family': 'Ledyani', 'honourific': None}, 'id': None}, {'name': {'lineage': None, 'family': 'Sunyono', 'honourific': None, 'given': 'Sunyono'}, 'id': 'sunyono.1965@fkip.unila.ac.id'}, {'id': 'ratubetta.rudibyani@fkip.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Rudibyani', 'given': 'Ratu Betta'}}]",disk0/00/02/90/17,2020-12-01 00:00:00.000000000,completed,,,,,,,,,"['Prodi S1 Pendidikan Kimia', 'Prodi S2 Keguruan IPA', 'Prodi S1 Pendidikan Kimia`']",,,,,,,,,
19,archive,2021-04-08 06:42:08,"['L1', 'LB2300']",Efektivitas LKPD Berbasis Project Based Learning untuk Meningkatkan Keterampilan Proses Sains Siswa.,8,show,29033,2021-04-08 06:42:08,1028,2021-04-08 06:42:08,unpub,"[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}]",FKIP Univeresitas Lampung,"[{'eprintid': 29033, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf', 'docid': 43141, 'main': 'Efektivitas LKPD Berbasis Project Based Learning untuk Meningkatkan Keterampilan Proses Sains Siswa.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/257576', 'objectid': 43141, 'hash_type': 'MD5', 'mtime': '2021-04-08 04:09:13', 'hash': '9849bd8d39d583825483babd333bce34', 'filename': 'Efektivitas LKPD Berbasis Project Based Learning untuk Meningkatkan Keterampilan Proses Sains Siswa.pdf', 'fileid': 257576, 'mime_type': 'application/pdf', 'filesize': 4183479, 'datasetid': 'document'}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/43141'}]",http://repository.lppm.unila.ac.id/id/eprint/29033,public,other,['FKIP4'],"[{'id': None, 'name': {'given': 'Maryani', 'lineage': None, 'honourific': None, 'family': 'Maryani'}}, {'id': 'sunyono.1965@fkip.unila.ac.id', 'name': {'given': 'Sunyono', 'family': 'Sunyono', 'honourific': None, 'lineage': None}}, {'id': 'abdurrahman.1968@fkip.unila.ac.id', 'name': {'honourific': None, 'family': 'Abdurrahman', 'lineage': None, 'given': 'Abdurrahman'}}]",disk0/00/02/90/33,2020-12-01 00:00:00.000000000,completed,,,,,,,,,"['Prodi S2 Keguruan IPA', 'Prodi S2 Keguruan IPA', 'Prodi S2 Pendidikan Fisika']",,,,,,,,,
20,archive,2021-04-08 06:44:17,"['L1', 'LB2300']",The Effectiveness of Interactive Media Simayang Model to Increase the Skill of Science Process.,8,show,29041,2021-04-08 06:44:17,1028,2021-04-08 06:44:17,unpub,"[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}]",FKIP Univeresitas Lampung,"[{'eprintid': 29041, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en', 'main': 'The Effectiveness of Interactive Media Simayang Model to Increase the Skill of Science Process.pdf', 'docid': 43151, 'files': [{'objectid': 43151, 'uri': 'http://repository.lppm.unila.ac.id/id/file/257638', 'datasetid': 'document', 'filesize': 3474834, 'mime_type': 'application/pdf', 'fileid': 257638, 'hash': '7f7b6a001db795b3780a4d89eea5ec62', 'filename': 'The Effectiveness of Interactive Media Simayang Model to Increase the Skill of Science Process.pdf', 'mtime': '2021-04-08 06:16:29', 'hash_type': 'MD5'}], 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/43151'}]",http://repository.lppm.unila.ac.id/id/eprint/29041,public,other,['FKIP4'],"[{'name': {'given': 'Mutmainah', 'lineage': None, 'family': 'Mutmainah', 'honourific': None}, 'id': 'mutmainah59@yahoo.co.id'}, {'id': 'sunyono.1965@fkip.unila.ac.id', 'name': {'lineage': None, 'family': 'Sunyono', 'honourific': None, 'given': 'Sunyono'}}, {'id': 'jalmotri@yahoo.com', 'name': {'lineage': None, 'family': 'Jalmo', 'honourific': None, 'given': 'Tri'}}]",disk0/00/02/90/41,2020-12-01 00:00:00.000000000,completed,,,,,,,,,,,,,,,,,,
21,archive,2020-11-10 07:14:00,['LB'],The Use of Vertical Representation in Studens’ Science Book on Matter Particles Topic and Its Impact on Students’ HOTS and Visual Literacy,9,show,24830,2020-11-10 07:14:00,992,2020-11-10 07:14:00,pub,"[{'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'id': None, 'name': {'family': 'Ni Made', 'honourific': None, 'lineage': None, 'given': 'Ratna'}}, {'name': {'honourific': None, 'family': 'Dewi', 'lineage': None, 'given': 'Lengkana'}, 'type': 'http://www.loc.gov/loc.terms/relators/CCP', 'id': 'dewilenglana76@gmail.com'}, {'id': None, 'type': 'http://www.loc.gov/loc.terms/relators/CSL', 'name': {'lineage': None, 'honourific': None, 'family': 'Setyarini', 'given': 'Marina'}}, {'name': {'given': 'Trijalmo', 'family': 'Trijalmo', 'honourific': None, 'lineage': None}, 'id': None, 'type': 'http://www.loc.gov/loc.terms/relators/CSP'}]",,"[{'files': [{'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'fileid': 225074, 'filename': 'representasi vetikal.docx', 'hash': '761df5eff42f7d8f8bd66f2cd353a807', 'hash_type': 'MD5', 'mtime': '2020-11-10 06:45:05', 'datasetid': 'document', 'filesize': 78614, 'objectid': 38583, 'uri': 'http://repository.lppm.unila.ac.id/id/file/225074'}], 'main': 'representasi vetikal.docx', 'docid': 38583, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/38583', 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 24830, 'language': 'en', 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document'}]",http://repository.lppm.unila.ac.id/id/eprint/24830,public,conference_item,['FKIP4'],"[{'id': None, 'name': {'given': 'Ratna', 'lineage': None, 'family': 'Ni Made', 'honourific': None}}, {'id': 'dewilengkana76@gmail.com', 'name': {'lineage': None, 'family': 'Dewi', 'honourific': None, 'given': 'Lengkana'}}, {'id': None, 'name': {'family': 'Setyarini', 'honourific': None, 'lineage': None, 'given': 'Marina'}}, {'id': None, 'name': {'lineage': None, 'family': 'Trijalmo', 'honourific': None, 'given': 'Trijalmo'}}]",disk0/00/02/48/30,2020-10-17 00:00:00.000000000,published,,,"This study aimed to identify the use of vertical representation presented in students’ science book in explaining scientific concepts, theories, and phenomena on matter particles and its impact on students’ HOTS and visual literacy. The method used in this study is quantitatively descriptive method. The samples of this study were one hundred students in ten senior high schools in the city of Bandar Lampung and Central Lampung District. The data collection used questionnaire and students’ science book assessment sheet. The questionnaire was used to know the usage of students learning materials. Students’ science book assessment sheet was used to know the type of vertical representation on science book and determined its impact on HOTS and visual literacy achievement based on evaluation and students’ activities on the book. The result showed that the teaching materials most widely used by student was students’ science book of 2013 curriculum published by Indonesia’ ministry of education and culture in 2018 which in the very high category (96%).  The type of vertical representation that was mostly presented in matter particles topic in the science book was symbolic level which in a very high category (82.22%), while the macro level and sub micro level were in the very low category. The percentage of evaluation and student activities on the science book which accordance with HOTS indicators was in the low category (26.08%), while in accordance with visual literacy indicators was in the very low category (15.21%).
KEYWORDS
Vertical representation, HOTS, visual literacy",,,TRUE,,1-4,,,"The 2nd ICOPE 2020, October 17-18, Lampung, Indonesia",Bandar Lampung,October 17-18,conference,paper,,,
