,creators,dir,date,type,divisions,documents,publisher,ispublished,uri,full_text_status,lastmod,userid,datestamp,eprintid,title,metadata_visibility,rev_number,eprint_status,status_changed,subjects,date_type,official_url,volume,related_url,abstract,publication,issn,funders,number,refereed,pagerange,id_number,pres_type,event_dates,event_type,event_location,event_title,contact_email,corp_creators,contributors,isbn,place_of_pub,pages,book_title,succeeds,projects,referencetext
42,"[{'id': 'lilis.hermida@eng.unila.ac.id', 'name': {'given': 'Lilis', 'lineage': None, 'honourific': None, 'family': 'Hermida'}}, {'name': {'given': 'Joni', 'honourific': None, 'family': 'Agustian', 'lineage': None}, 'id': 'joni.agustian@eng.unila.ac.id'}, {'id': 'rugayah.1961@fp.unila.ac.id', 'name': {'given': 'Rugayah', 'honourific': None, 'family': 'Rugayah', 'lineage': None}}]",disk0/00/01/63/47,2019-09-18 00:00:00.000000000,conference_item,['FT6'],"[{'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/139564', 'objectid': 29449, 'hash': 'b15805ec20db2b58cc32b5bc8ab45466', 'filename': 'aic2019.pdf', 'hash_type': 'MD5', 'mtime': '2019-11-13 16:03:10', 'mime_type': 'application/pdf', 'fileid': 139564, 'filesize': 1754515, 'datasetid': 'document'}], 'main': 'aic2019.pdf', 'docid': 29449, 'uri': 'http://repository.lppm.unila.ac.id/id/document/29449', 'rev_number': 1, 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 16347, 'language': 'en', 'mime_type': 'application/pdf'}]",,unpub,http://repository.lppm.unila.ac.id/id/eprint/16347,public,2019-11-14 11:18:53,397,2019-11-14 11:18:53,16347,Synthesis of slow release urea fertilizer through recrystallization of urea incorporating mesostructured cellular foam (MCF) silica and its release behaviour,show,8,archive,2019-11-14 11:18:53,['TP'],completed,http://aic.unsyiah.ac.id/2019/sciences-engineering/,,,"In the present study, various slow release urea fertilizers (SRUFs) were prepared through recrystallization of urea incorporating mesostructured cellular foam (MCF) silica with various compositions. In the preparation, corn starch (0.2-0.8 g) as a binder was added to a mixture of mesostructured cellular foam (MCF) silica (9.2-9.8 g) and melted urea (90 g). Then, the admixture was put in to a mould and  extruded to obtain MCF/SRUF in  a pellet form. After that, the MCF/SRUF was dried at 50 oC for 8h. The MCF/SRUF was examined in terms of urea desorption mechanism through static release experiments. Characterization of MCF/SRUF was observed through scanning electron microscopy with energy dispersive x-ray (SEM-EDX) analysis and Fourier-transform infrared spectroscopy. All of MCF/SRUFs more slowly released urea in water than conventional urea fertilizer. Release mechanism the MCF/SRUF was Fickian diffusion with urea release kinetic model of Y= 0.015107t0.44371",,,,,TRUE,,,paper,18-19 september 2019,conference,Banda aceh,The 9th annual international conference 2019,,,,,,,,,,
43,"[{'name': {'given': 'Sri', 'honourific': None, 'family': 'Hidayati', 'lineage': None}, 'id': 'srihidayati.unila@gmail.com'}, {'id': 'dewi.agustina@eng.unila.ac.id', 'name': {'given': 'Dewi Agustina', 'honourific': None, 'family': 'Iryani', 'lineage': None}}]",disk0/00/04/16/08,2019-06-01 00:00:00.000000000,other,['FT6'],"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/163264', 'pos': 1, 'format': 'text', 'files': [{'fileid': 460396, 'mime_type': 'application/pdf', 'mtime': '2022-05-12 12:44:31', 'hash_type': 'MD5', 'filename': 'MyReport 12-May-2022_Bamboo_Sri.pdf', 'hash': 'fffd228afea82915d6480432a1def5ca', 'datasetid': 'document', 'filesize': 179088, 'objectid': 163264, 'uri': 'http://repository.lppm.unila.ac.id/id/file/460396'}], 'main': 'MyReport 12-May-2022_Bamboo_Sri.pdf', 'docid': 163264, 'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 41608}]",IOP,pub,http://repository.lppm.unila.ac.id/id/eprint/41608,public,2022-05-13 01:21:24,636,2022-05-13 01:21:24,41608,Similarity_checker_results: Chemistry and Structure Characterization of Bamboo Pulp with Formacell pulping,show,8,archive,2022-05-13 01:21:24,['TA'],published,https://in.booksc.me/book/76462833/fa3acb,,,none,,,,,,,10.1088/1757-899X/532/1/012024,,,,,,,,,,,,,,,
44,"[{'name': {'family': 'Inestia', 'honourific': None, 'lineage': None, 'given': 'Della'}, 'id': 'inestiadella@gmail.com'}, {'name': {'given': 'Herti', 'lineage': None, 'honourific': None, 'family': 'Utami'}, 'id': 'herti.utami@eng.unila.ac.id'}]",disk0/00/01/65/09,2019-10-31 00:00:00.000000000,article,['FT6'],"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/29592', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'fileid': 140926, 'mime_type': 'application/pdf', 'mtime': '2019-11-15 01:53:11', 'hash_type': 'MD5', 'hash': '83ff23541a5350613ebad9ebddd3283f', 'filename': 'Journal Unnes Della Inestia 2019.pdf', 'datasetid': 'document', 'filesize': 714593, 'objectid': 29592, 'uri': 'http://repository.lppm.unila.ac.id/id/file/140926'}], 'main': 'Journal Unnes Della Inestia 2019.pdf', 'docid': 29592, 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 16509}]",Universitas Negeri Semarang (Unnes),pub,http://repository.lppm.unila.ac.id/id/eprint/16509,public,2019-11-15 02:41:44,423,2019-11-15 02:41:44,16509,Pengaruh Kecepatan Pengadukan dan Konsentrasi Katalis Pada Sintesis α-Terpineol dari Terpentin dengan Katalis Asam Trikloroasetat,show,6,archive,2019-11-15 02:41:44,['TP'],published,https://journal.unnes.ac.id/sju/index.php/ijcs,8.0,,"Terpentin adalah salah satu hasil hutan bukan kayu yang diproduksi dari pohon pinus. Terpentin mengandung kandungan tertinggi α-pinene yang dapat dihidrasi menjadi α-terpineol. Terpentin yang digunakan pada penelitian ini mempunyai kadar α-pinene sebesar 74,614%. Reaksi hidrasi α-pinene dengan katalis asam akan menghasilkan  α-terpineol yang biasanya digunakan untuk bahan pembuatan dari parfum, kosmetik, bahan pewangi, shampo, deterjen, dan sabun. Pada penelitian ini, dipelajari pengaruh dari kecepatan pengadukan dan konsentrasi katalis pada sintesis α-terpineol dari terpentin dengan katalis asam trikhloroasetat dengan etanol sebagai solubility promoter. Variable kecepatan pengadukan yang digunakan (500, 600 dan 700 rpm) dengan konsentrasi katalis (0,01, 0,02, 0,03 dan 0,04 mol). Sintesis dilakukan pada suhu 70°C dan 10 mL etanol menggunakan labu leher tiga, pendingin balik, pemanas, pengaduk magnetik dan thermometer. Hasil sintesis dipisahkan dengan corong pisah lalu hasil sampel dianalisis dengan Gas Cromatography. Pada penelitian ini didapatkan konversi tertinggi dari α-terpineol adalah 3,103% dengan kecepatan pengadukan sebesar 600 rpm dan konsentrasi katalis 0,03 mol.
Abstract
Turpentine is one of non-timber forest product derived from pine trees. Turpentine has obtained the highest content of α-pinene to be hydrated to α-terpineol. Turpentine used in this study has a α-pinene content of 74-61%. The α-pinene hydration reaction with the acid catalyst will produce α-terpineol commonly used as an ingredient of perfumes, cosmetics, fragrances, shampoo, detergents, and soaps. This research, studied the effect of stirring rate and catalyst concentration on α-terpineol synthesis of turpentine with triclhoroacetic acid catalyst with ethanol as solubility promoter. The variables are used stirring speed (500, 600, and 700 rpm) and catalyst concentration (0.01, 0.02, 0.03, and 0.04 mol). Synthesis was carried out at 70°C and 10 mL ethanol using a three-neck flask, reversing cooler, hot plate, magnetic stirrer, and thermometer. The synthesis results were separated with separating funnel then the samples were analyzed using Gas Cromatography

Keywords : Turpentine, α-terpineol, α-pinene, trichloroacetic acid catalyst, hydration",Indonesian Journal of Chemical Science,2252-6951,,3.0,FALSE,171-175,,,,,,,,"['Jurusan Teknik Kimia, Fakultas Teknik, Universitas Lampung', 'Jurusan Teknik Kimia, Fakultas Teknik, Universitas Lampung']",,,,,,,,
45,"[{'name': {'honourific': None, 'family': 'Iryani', 'lineage': None, 'given': 'Dewi Agustina'}, 'id': 'dewi.agustina@eng.unila.ac.id'}, {'id': 'brunerova@tf.czu.cz', 'name': {'lineage': None, 'family': 'Brunerová', 'honourific': None, 'given': 'anna'}}, {'id': 'udinha65@gmail.com', 'name': {'given': 'Udin', 'family': 'Hasanudin', 'honourific': None, 'lineage': None}}]",disk0/00/04/15/77,2019-12-13 00:00:00.000000000,other,['FT6'],"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/163237', 'pos': 1, 'format': 'text', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/460178', 'objectid': 163237, 'filesize': 1450395, 'datasetid': 'document', 'mtime': '2022-05-11 08:30:52', 'hash_type': 'MD5', 'hash': 'cc496fee49feb1c95fecceedb66da162', 'filename': 'Nilai_reviewer_valorization_coffee Ground.pdf', 'fileid': 460178, 'mime_type': 'application/pdf'}], 'main': 'Nilai_reviewer_valorization_coffee Ground.pdf', 'docid': 163237, 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 41577}]",MDPI,pub,http://repository.lppm.unila.ac.id/id/eprint/41577,public,2022-05-12 06:55:03,636,2022-05-12 06:55:03,41577,Nilai Reviewer_Valorization of Bio-Briquette Fuel by Using Spent Coffee Ground as an External Additive,show,8,archive,2022-05-12 06:55:03,['TP'],published,https://www.mdpi.com/1996-1073/13/1/54,,[{'url': 'https://doi.org/10.3390/en13010054'}],none,,,,,,,https://doi.org/10.3390/en13010054,,,,,,,,,,MDPI,,,,,
46,"[{'name': {'given': 'Dewi Agustina', 'lineage': None, 'honourific': None, 'family': 'Iryani'}, 'id': 'dewi.agustina@eng.unila.ac.id'}, {'id': 'simparmin@gmail.com', 'name': {'lineage': None, 'honourific': None, 'family': 'Ginting', 'given': 'Simparmin'}}, {'name': {'honourific': None, 'family': 'Darmansyah', 'lineage': None, 'given': 'Darmansyah'}, 'id': 'darmansyah82@gmail.com'}]",disk0/00/02/74/26,2019-04-01 00:00:00.000000000,other,['FT6'],"[{'main': 'Nilai_Reviewer_Efek_xhantasi RKL Journal.pdf', 'docid': 41431, 'files': [{'fileid': 245266, 'mime_type': 'application/pdf', 'mtime': '2021-01-22 06:15:59', 'hash_type': 'MD5', 'filename': 'Nilai_Reviewer_Efek_xhantasi RKL Journal.pdf', 'hash': 'e4b95f4390aad88be3d5e889d447e5ed', 'datasetid': 'document', 'filesize': 818455, 'objectid': 41431, 'uri': 'http://repository.lppm.unila.ac.id/id/file/245266'}], 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/41431', 'eprintid': 27426, 'security': 'public', 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",Journal Rekayasa Kimia dan Lingkungan,pub,http://repository.lppm.unila.ac.id/id/eprint/27426,public,2021-01-25 02:20:35,636,2021-01-25 02:20:35,27426,Nilai Reviewer: Efek Temperatur Reaksi Xhanthasi Terhadap Kinerja Adsorben Selulosa Xhanthat berbasis Bagas Tebu Untuk Penjerapan Logam Berat,show,8,archive,2021-01-25 02:20:35,['TA'],published,http://jurnal.unsyiah.ac.id/RKL/article/view/12520,,[{'url': 'https://doi.org/10.23955/rkl.v14i1.12520'}],"Adsorben berbasis biomassa efektif dipergunakan sebagai penjerap untuk pengurangan pencemaran limbah logam berat. Limbah bagas tebu menawarkan keunggulan sebagai bahan baku pembuatan penjerap karena mempunyai afinitas tinggi dalam penjerapan logam berat. Peningkatan adsorpsi ionnya dilakukan dengan konversi bagas tebu menjadi selulosa xanthat melalui 3 tahap, yaitu isolasi, alkalisasi, dan xanthasi. Penelitian ini fokus pada proses xanthasi yang dijalankan dengan penambahan karbon disulfide (CS2) sebanyak 180% (b/b) terhadap berat selulosa pada kisaran suhu 35-45oC. Pengaruh suhu xanthasi terhadap nilai derajat substitusi (DS), derajat polimerisasi (DP) dan kapasitas adsorpsi ion Zn+2 dan Pb+2 oleh selulosa xanthat dipelajari pada penelitian ini secara kualitatif dan kuantitatif. Proses karakterisasi terhadap perubahan gugus fungsi dan sifat morfologi selulosa xanthat diamati menggunakan FTIR (Fourier Transform Infra Red) dan SEM (Scanning Electron Microscopy). Hasil penelitian menunjukkan bahwa sintesa selulosa xanthat pada suhu 35oC menghasilkan nilai DS dan DP tertinggi, yaitu berturut-turut sebesar 0,389 dan 299,27. Uji kinerja selulosa xanthat tersebut menunjukkan kapasitas adsorpsi ion Zn+2 sebesar 48,353 mg/g dan ion Pb+2 sebesar 51,763 mg/g.",,,,,,,Doi. 10.23955,,,,,,,,,,,,,,,
47,"[{'id': 'dewi.agustina@eng.unila.ac.id', 'name': {'given': 'Dewi Agustina', 'lineage': None, 'family': 'Iryani', 'honourific': None}}, {'id': 'simparmin@gmail.com', 'name': {'lineage': None, 'honourific': None, 'family': 'Ginting', 'given': 'Simparmin'}}, {'name': {'given': 'Darmansyah', 'lineage': None, 'honourific': None, 'family': 'Darmansyah'}, 'id': 'darmansyah82@gmail.com'}, {'id': None, 'name': {'lineage': None, 'honourific': None, 'family': 'Risthy', 'given': 'Nisa Mutia'}}]",disk0/00/01/63/33,2019-06-05 00:00:00.000000000,article,['FT6'],"[{'eprintid': 16333, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en', 'docid': 29437, 'main': '12520-38675-1-PB_RKL_Dewi_Xhantat2019.pdf', 'files': [{'datasetid': 'document', 'filesize': 497401, 'fileid': 139477, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2019-11-13 15:02:18', 'hash': '381b44922bd07b5285d48ed4c08a29d1', 'filename': '12520-38675-1-PB_RKL_Dewi_Xhantat2019.pdf', 'objectid': 29437, 'uri': 'http://repository.lppm.unila.ac.id/id/file/139477'}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/29437', 'rev_number': 1}]",Universitas Syiah Kuala Aceh Darussalam,pub,http://repository.lppm.unila.ac.id/id/eprint/16333,public,2019-11-14 10:34:13,636,2019-11-14 10:34:13,16333,Efek Temperatur Reaksi Xhanthasi Terhadap Kinerja Adsorben Selulosa Xhanthat berbasis Bagas Tebu Untuk Penjerapan Logam Berat,show,6,archive,2019-11-14 10:34:13,['TA'],published,http://www.jurnal.unsyiah.ac.id/RKL,14.0,[{'url': 'https://doi.org/10.23955/rkl.v14i1.12520'}],"Adsorben berbasis biomassa efektif dipergunakan sebagai penjerap untuk pengurangan pencemaran limbah logam berat. Limbah bagas tebu menawarkan keunggulan sebagai bahan baku pembuatan penjerap karena mempunyai afinitas tinggi dalam penjerapan logam berat. Peningkatan adsorpsi ionnya dilakukan dengan konversi bagas tebu menjadi selulosa xanthat melalui 3 tahap, yaitu isolasi, alkalisasi, dan xanthasi. Penelitian ini fokus pada proses xanthasi yang dijalankan dengan penambahan karbon disulfide (CS2) sebanyak 180% (b/b) terhadap berat selulosa pada kisaran suhu 35-45oC. Pengaruh suhu xanthasi terhadap nilai derajat substitusi (DS), derajat polimerisasi (DP) dan kapasitas adsorpsi ion Zn+2 dan Pb+2 oleh selulosa xanthat dipelajari pada penelitian ini secara kualitatif dan kuantitatif. Proses karakterisasi terhadap perubahan gugus fungsi dan sifat morfologi selulosa xanthat diamati menggunakan FTIR (Fourier Transform Infra Red) dan SEM (Scanning Electron Microscopy). Hasil penelitian menunjukkan bahwa sintesa selulosa xanthat pada suhu 35oC menghasilkan nilai DS dan DP tertinggi, yaitu berturut-turut sebesar 0,389 dan 299,27. Uji kinerja selulosa xanthat tersebut menunjukkan kapasitas adsorpsi ion Zn+2 sebesar 48,353 mg/g dan ion Pb+2 sebesar 51,763 mg/g.",Rekayasa Kimia  dan Lingkungan,"1412-5064, e-ISSN 2356-1661",,1.0,TRUE,81-87,https://doi.org/10.23955/rkl.v14i1.12520,,,,,,,,,,,,,,,
48,"[{'name': {'honourific': None, 'family': 'Iryani', 'lineage': None, 'given': 'Dewi Agustina'}, 'id': 'dewi.agustina@eng.unila.ac.id'}, {'id': 'agusharyid65@gmail.com', 'name': {'lineage': None, 'honourific': None, 'family': 'Hariyanto', 'given': 'Agus'}}, {'id': 'wahyu.hidayat@fp.unila.ac.id', 'name': {'given': 'Wahyu', 'lineage': None, 'honourific': None, 'family': 'Hidayat'}}, {'id': 'udinha65@gmail.com', 'name': {'given': 'Udin', 'honourific': None, 'family': 'Hasanudin', 'lineage': None}}]",disk0/00/04/15/80,2019-09-01 00:00:00.000000000,other,['FT6'],"[{'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/163239', 'main': 'MyReport 11-May-2022_TAEConference.pdf', 'docid': 163239, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/460197', 'objectid': 163239, 'hash_type': 'MD5', 'mtime': '2022-05-11 09:23:38', 'hash': '6ba09ac4711c44d6ce4899eac2c1d8e3', 'filename': 'MyReport 11-May-2022_TAEConference.pdf', 'fileid': 460197, 'mime_type': 'application/pdf', 'filesize': 163214, 'datasetid': 'document'}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 41580, 'security': 'public', 'placement': 1}]",Chezh University of Life science,pub,http://repository.lppm.unila.ac.id/id/eprint/41580,public,2022-05-12 06:55:09,636,2022-05-12 06:55:09,41580,Similarity_Check_result: TORREFACTION UPGRADING OF PALM OIL EMPTY FRUIT BUNCHES BIOMASS PELLETS FOR GASIFICATION FEEDSTOCK BY USING COMB (COUNTER FLOW MULTI-BAFFLE) REACTOR,show,7,archive,2022-05-12 06:55:09,['TA'],,https://2019.tae-conference.cz/proceeding/TAE2019-038-Dewi-Agustina-Iryani.pdf,,,none,,,,,,,,,,,,,,,,,Chezh University of Life science,,,,,
49,"[{'id': 'dewi.agustina@eng.unila.ac.id', 'name': {'given': 'Dewi Agustina', 'lineage': None, 'honourific': None, 'family': 'Iryani'}}, {'name': {'given': 'Agus', 'lineage': None, 'honourific': None, 'family': 'Haryanto'}, 'id': 'agus.haryanto@fp.unila.ac.id'}, {'name': {'given': 'Wahyu', 'lineage': None, 'family': 'Hidayat', 'honourific': None}, 'id': 'wahyu.hidayat@fp.unila.ac.id'}, {'id': 'udinha65@gmail.com', 'name': {'given': 'Udin', 'lineage': None, 'honourific': None, 'family': 'Hasanudin'}}, {'id': 'amrul@eng.unila.ac.id', 'name': {'given': 'Amrul', 'lineage': None, 'family': 'Amrul', 'honourific': None}}, {'name': {'given': 'Mareli', 'family': 'talambanua', 'honourific': None, 'lineage': None}, 'id': None}, {'name': {'honourific': None, 'family': 'Triyono', 'lineage': None, 'given': 'Sugeng'}, 'id': 'sugeng.triyono@fp.unila.ac.id'}, {'id': None, 'name': {'given': 'Sihyun', 'lineage': None, 'family': 'Lee', 'honourific': None}}]",disk0/00/01/70/84,2019-09-17 00:00:00.000000000,conference_item,['FT6'],"[{'placement': 1, 'security': 'public', 'eprintid': 17084, 'language': 'en', 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'files': [{'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'fileid': 144972, 'hash': 'a62c42bc877dab12b39e82f51ffa9c8b', 'filename': 'Paper_TAE_Dewi_2019_edit.docx', 'mtime': '2019-11-18 13:45:08', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 710450, 'objectid': 30175, 'uri': 'http://repository.lppm.unila.ac.id/id/file/144972'}], 'docid': 30175, 'main': 'Paper_TAE_Dewi_2019_edit.docx', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30175', 'pos': 1, 'format': 'text'}]",,pub,http://repository.lppm.unila.ac.id/id/eprint/17084,public,2019-11-19 05:19:44,636,2019-11-19 05:19:44,17084,TORREFACTION UPGRADING  OF PALM OIL EMPTY FRUIT BUNCHES BIOMASS PELLETS FOR GASIFICATION FEEDSTOCK BY USING COMB (COUNTER FLOW MULTI-BAFFLE) REACTOR,show,8,archive,2019-11-19 05:19:44,['TD'],published,,,,"The paper is focused on upgrading of Palm oil empty fruit bunches (EFB) pellets by using rapid torrefaction process. This study aims to evaluate the effects of torrefaction on the main energy properties of EFB pellets. The torrefaction process was conducted on range temperature of 250-350 ˚C by using COMB (Counter Flow Multy-Baffle) Reactor with 3 minutes of residence time. The properties of raw pellets and torrefied pellets such as the caloric value, energy density, ash content and mineral compositions, fixed carbon, volatile materials, lignin, holocellulose, extractives,  and water immersion of pellets were analyzed in order to study the effect of torrefaction process on the pellets properties changes. The analytical results showed that the initiating heating value and carbon content of raw EFB pellet are 15.82MJ/kg, and 47 .24 % increased up to 16.20 MJ/kg. 17.90 MJ/kg, 47.70 and 62,06 wt%d.b, subsecquentially for brown and black pellets. In case of moisture content, the initial EFB pellets has 9.21% decreased up to 8.97,  and 7.80 %, subsecquentially for brown and black pellets.  The obtained results revealed significant differences for all of main physical and energy properties of pellets. The torrefaction is able to upgrade the EFB pellets which having higher caloric value, carbon content, and lower water adsorption.. Therefore, the torrefied EFB pellets are potential to apply as a solid fuel for gasification feedstock or others thermal applications.",,,['BPDPKS'],,TRUE,1-6,,paper,17 September,conference,"Prague, Chezh Republic",Trend in Agricultural Engineering,,,,,,,,,,
50,"[{'name': {'given': 'Dewi Agustina', 'lineage': None, 'family': 'Iryani', 'honourific': None}, 'id': 'dewi.agustina@eng.unila.ac.id'}, {'id': 'udinha65@gmail.com', 'name': {'given': 'Udin', 'honourific': None, 'family': 'Hasanudin', 'lineage': None}}]",disk0/00/02/74/32,2019-07-18 00:00:00.000000000,other,['FT6'],"[{'files': [{'fileid': 245313, 'mime_type': 'application/pdf', 'mtime': '2021-01-22 09:23:44', 'hash_type': 'MD5', 'filename': 'Nilai_Reviewer_Karakterisasi sampah kota.pdf', 'hash': '8d54e1128e1700ca70e3b3535456ba24', 'datasetid': 'document', 'filesize': 933421, 'objectid': 41438, 'uri': 'http://repository.lppm.unila.ac.id/id/file/245313'}], 'docid': 41438, 'main': 'Nilai_Reviewer_Karakterisasi sampah kota.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/41438', 'rev_number': 1, 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 27432, 'language': 'en', 'mime_type': 'application/pdf'}]",Journal of Natural Resources and Environmental Management,pub,http://repository.lppm.unila.ac.id/id/eprint/27432,public,2021-01-25 02:21:12,636,2021-01-25 02:21:12,27432,hasil review: Karakterisasi Sampah Padat Kota Dan Estimasi Emisi Gas Rumah Kaca di Tempat Pembuangan Akhir (TPA) Bakung Kota Bandarlampung,show,8,archive,2021-01-25 02:21:12,['TA'],submitted,http://journal.ipb.ac.id/index.php/jpsl/article/view/18395/17187,,,"Municipal Solid Waste (MSW) which is disposed to unmanaged landfill site generates the large quantities of greenhouse gas (GHG) called landfill gas. This Landfill gas is composed from various type of gases, one of those gases is methane (CH4 ) that is 21 times more effective than carbon dioxide (CO2) which contributes to global warming. The number of methane gas generated from organic waste has different values depending on the waste characteristics. This study is aimed to calculate the GHG of Bakung landfill which is located at Bandar Lampung city by considering about the waste characterization using various analytical testing such as water, ash and carbon content which werethen use to calculate Degradable Organic Carbon or DOC (% wet weight). The percentage of DOC and the default data of IPCC Inventory software 2012 ver. 2.11 were then used to estimate emission rates for totallandfill gas.The software is based on the 2006 IPCC Guidelines for National Green House Gas inventories. The estimation calculation results showed that the Bakung landfill is able to generate an average of 2 665 m3 Million methane during 2018 – 2032",,,,,,,http://dx.doi.org/10.29244/jpsl.9.2.218-228,,,,,,,,,,,,,,,
51,"[{'id': 'dewi.agustina@eng.unila.ac.id', 'name': {'lineage': None, 'family': 'Iryani', 'honourific': None, 'given': 'Dewi Agustina'}}, {'name': {'given': 'Udin', 'honourific': None, 'family': 'Hasanudin', 'lineage': None}, 'id': 'udinha65@gmail.com'}, {'name': {'given': 'Dikpride', 'family': 'Despa', 'honourific': None, 'lineage': None}, 'id': 'despa@eng.unila.ac.id'}]",disk0/00/04/15/93,2019-07-18 00:00:00.000000000,other,['FT6'],"[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 41593, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/163253', 'rev_number': 1, 'docid': 163253, 'main': 'MyReport 02-Sep-2021_sampah.pdf', 'files': [{'datasetid': 'document', 'filesize': 250218, 'mime_type': 'application/pdf', 'fileid': 460290, 'hash': '35aad2b87919d8b9fc87e5f450e838d5', 'filename': 'MyReport 02-Sep-2021_sampah.pdf', 'mtime': '2022-05-12 06:15:18', 'hash_type': 'MD5', 'objectid': 163253, 'uri': 'http://repository.lppm.unila.ac.id/id/file/460290'}]}]",Journal of Natural resources and Environment Management,pub,http://repository.lppm.unila.ac.id/id/eprint/41593,public,2022-05-12 06:55:40,636,2022-05-12 06:55:40,41593,Similarity_Check_result: Karakterisasi Sampah Padat Kota Dan Estimasi Emisi Gas Rumah Kaca di Tempat Pembuangan Akhir (TPA) Bakung Kota Bandarlampung,show,7,archive,2022-05-12 06:55:40,['TD'],published,https://journal.ipb.ac.id/index.php/jpsl/article/download/18395/17187/,,[{'url': 'http://journal.ipb.ac.id/index.php/jpsl'}],None,,,,,,,http://journal.ipb.ac.id/index.php/jpsl,,,,,,,,,,IPB,,,,,
52,"[{'id': 'dewi.agustina@eng.unila.ac.id', 'name': {'honourific': None, 'family': 'Iryani', 'lineage': None, 'given': 'Dewi Agustina'}}, {'id': 'udinha65@gmail.com', 'name': {'honourific': None, 'family': 'Hasanudin', 'lineage': None, 'given': 'Udin'}}, {'id': 'simparmin@gmail.com', 'name': {'lineage': None, 'honourific': None, 'family': 'Ginting', 'given': 'Simparmin'}}]",disk0/00/04/11/66,2019-06-27 00:00:00.000000000,other,['FT6'],"[{'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/162627', 'rev_number': 1, 'docid': 162627, 'main': 'MyReport 07-Apr-2022_RKL_Xhnatat.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/456909', 'objectid': 162627, 'mtime': '2022-04-07 09:01:05', 'hash_type': 'MD5', 'hash': 'f07797e87ce85a4ad301351ff6e3bbb3', 'filename': 'MyReport 07-Apr-2022_RKL_Xhnatat.pdf', 'fileid': 456909, 'mime_type': 'application/pdf', 'filesize': 169413, 'datasetid': 'document'}], 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 41166, 'security': 'public', 'placement': 1}]",Universitas Syiah kuala,pub,http://repository.lppm.unila.ac.id/id/eprint/41166,public,2022-04-08 01:14:18,636,2022-04-08 01:14:18,41166,"Plagiarsm_checker Efek Temperatur Reaksi
Xhanthasi Terhadap Kinerja Adsorben Selulosa Xhanthat berbasis Bagas Tebu Untuk Penjerapan Logam Berat",show,8,archive,2022-04-08 01:14:18,['TP'],published,http://jurnal.unsyiah.ac.id/RKL/article/view/12520,,,,,,,,,,10.23955/rkl.v14i1.12520,,,,,,,,,,,,,,,
