,status_changed,eprint_status,subjects,title,rev_number,metadata_visibility,eprintid,lastmod,userid,datestamp,ispublished,publisher,documents,full_text_status,uri,type,divisions,creators,date,dir,abstract,succeeds,date_type,patent_applicant,id_number,pages,official_url,issn,publication,pagerange,refereed,number,related_url,volume,place_of_pub,funders,corp_creators,event_type,event_dates,event_title,event_location,pres_type
10,2022-04-08 01:14:13,archive,['TA'],plagiarms Chceker: Briquetting of sugarcane bagasse as a proper waste management technology in Vietnam,9,show,41164,2022-04-08 01:14:13,636,2022-04-08 01:14:13,pub,pubmed.gov,"[{'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/162625', 'rev_number': 1, 'docid': 162625, 'main': 'MyReport 07-Apr-2022_Briquetting.pdf', 'files': [{'filesize': 292238, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2022-04-07 07:51:40', 'filename': 'MyReport 07-Apr-2022_Briquetting.pdf', 'hash': '329fb68f08576b509892350cf275a0a0', 'fileid': 456893, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/456893', 'objectid': 162625}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 41164, 'placement': 1, 'security': 'public'}]",public,http://repository.lppm.unila.ac.id/id/eprint/41164,other,['FT6'],"[{'name': {'lineage': None, 'honourific': None, 'family': 'Brunerová', 'given': 'anna'}, 'id': 'brunerova@tf.czu.cz'}, {'id': 'udinha65@gmail.com', 'name': {'family': 'Hasanudin', 'honourific': None, 'lineage': None, 'given': 'Udin'}}, {'id': 'dewi.agustina@eng.unila.ac.id', 'name': {'given': 'Dewi Agustina', 'honourific': None, 'family': 'Iryani', 'lineage': None}}, {'name': {'lineage': None, 'family': 'Herák', 'honourific': None, 'given': 'david'}, 'id': 'herak@tf.czu.cz'}]",2020-10-01 00:00:00.000000000,disk0/00/04/11/64,,,published,,10.1177/0734242X20938438,,https://pubmed.ncbi.nlm.nih.gov/32686610/,,,,,,,,,,,,,,,
11,2020-05-28 02:16:54,archive,['TP'],"Valorization of Bio-Briquette Fuel by Using Spent
Co�ee Ground as an External Additive",9,show,20749,2020-05-28 02:16:54,636,2020-05-28 02:16:54,pub,MDPI,"[{'language': 'en', 'mime_type': 'application/pdf', 'security': 'public', 'placement': 1, 'eprintid': 20749, 'uri': 'http://repository.lppm.unila.ac.id/id/document/34100', 'rev_number': 1, 'format': 'text', 'pos': 1, 'files': [{'filename': 'energies-13-00054_Anna_bricket.pdf', 'hash': '3bd595e8c2b14b12fb979ac3e23117c4', 'hash_type': 'MD5', 'mtime': '2020-05-27 14:48:16', 'mime_type': 'application/pdf', 'fileid': 194374, 'filesize': 3502762, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/194374', 'objectid': 34100}], 'main': 'energies-13-00054_Anna_bricket.pdf', 'docid': 34100}]",public,http://repository.lppm.unila.ac.id/id/eprint/20749,article,['FT6'],"[{'id': 'brunerova@tf.czu.cz', 'name': {'honourific': None, 'family': 'Brunerová', 'lineage': None, 'given': 'anna'}}, {'name': {'given': 'Hynex', 'family': 'Roubik', 'honourific': None, 'lineage': None}, 'id': None}, {'name': {'given': 'Agus', 'family': 'Haryanto', 'honourific': None, 'lineage': None}, 'id': 'agus.haryanto@fp.unila.ac.id'}, {'id': 'udin.hasanudin@fp.unila.ac.id', 'name': {'family': 'udin', 'honourific': None, 'lineage': None, 'given': 'Hasanudin'}}, {'id': 'dewi.agustina@eng.unila.ac.id', 'name': {'honourific': None, 'family': 'Iryani', 'lineage': None, 'given': 'Dewi Agustina'}}, {'name': {'given': 'David', 'family': 'Herak', 'honourific': None, 'lineage': None}, 'id': None}]",2020-12-20 00:00:00.000000000,disk0/00/02/07/49,"The present study investigates the quality changes of wood bio-briquette fuel after the
addition of spent co�ee ground (SCG) into the initial feedstock materials (sawdust, shavings) in
di�erent mass ratios (1:1, 1:3). Analysis of SCGs fuel parameter proved great potential for energy
generation by a process of direct combustion. Namely, level of calorific value (GCV = 21.58 MJ�kg",,published,,doi:10.3390/en13010054,,https://www.mdpi.com/1996-1073/13/1/54,1996-1073,Energies,1-15,TRUE,54,,13.0,,,,,,,,
12,2020-11-18 01:26:19,archive,['TP'],"Implementation of biogas-based energy security program and Implementation of biogas-based energy security program and evaluation of its sustainability in Kediri village, Pringsewu district, evaluation of its sustainability in Kediri village, Pringsewu district, Lampung province",7,show,25849,2020-11-18 01:26:19,4371,2020-11-18 01:26:19,pub,UNIVERSITAS INDONESIA,"[{'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/39645', 'rev_number': 1, 'main': 'downloadfile.pdf', 'docid': 39645, 'files': [{'fileid': 232474, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2020-11-17 09:43:37', 'filename': 'downloadfile.pdf', 'hash': 'd9987c87c41f59116b46cefde67622c4', 'datasetid': 'document', 'filesize': 1004333, 'objectid': 39645, 'uri': 'http://repository.lppm.unila.ac.id/id/file/232474'}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 25849, 'security': 'public', 'placement': 1}]",public,http://repository.lppm.unila.ac.id/id/eprint/25849,article,['FT6'],"[{'name': {'honourific': None, 'family': 'Damayanti', 'lineage': None, 'given': 'Sri Ismiyati'}, 'id': 'mya_wid@yahoo.com'}, {'name': {'given': 'Simparmin', 'family': 'Ginting', 'honourific': None, 'lineage': None}, 'id': 'simparmin@gmail.com'}, {'id': 'otiknawansih@yahoo.com', 'name': {'given': 'Otik', 'lineage': None, 'family': 'Nawansih', 'honourific': None}}, {'name': {'given': 'Siti', 'lineage': None, 'family': 'Hudaidah', 'honourific': None}, 'id': 'siti.hudaidah@fp.unila.ac.id'}]",2020-07-01 00:00:00.000000000,disk0/00/02/58/49,"The Biogas-based energy security program in Kediri Village, Pringsewu District, Lampung Province, aims to provide awareness and knowledge to villagers about the potential of cow dung to be made into biogas and promote awareness of good environment quality. An evaluation of the sustainability of the program in the community was conducted. The methods that were used in this program are (1) socialization to provide awareness of good environment quality and energy security, (2) digester construction and stove and biogas lamp installation, which was carried out by the community together with certified trainers, (3) creation of a master design of the digester layout to ensure the maximum utilization of the digesters, and (4) evaluation to determine opportunities for program sustainability. Results show that the Biogas-based Energy Security Program has succeeded in making the community aware of and accept and apply the technology of processing cow manure into biogas. Biogas has met 100% of the fuel needs for cooking and electricity of biogas-fed houses. The environment quality has also improved, as shown by clean cages and home environments, and methane emissions have reduced. Over the five-year program, 11 out of 20 planned digesters have been built. The program's future sustainability can be continued by the community, provided that alternative sources of funds that can be pursued by the community are available.   
Keywords: energy security; biogas; cow dung; environmental quality; sustainability.",,published,,,,https://scholarhub.ui.ac.id/ajce/,E ISSN 2581 0030,Asean Journal of Community Engagement,80-103,TRUE,1,,4.0,,,,,,,,
13,2020-06-10 00:55:10,archive,['TP'],Pengaruh Proses Ultrasonikasi terhadap Ukuran Serat Selulosa dari Batang Sorgum,8,show,22147,2020-06-10 00:55:10,32,2020-06-10 00:55:10,pub,,"[{'eprintid': 22147, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'id', 'content': 'published', 'main': 'JTII Vol 1. No.1 (2020)_Darni_Yuli.pdf', 'docid': 35562, 'files': [{'datasetid': 'document', 'filesize': 364860, 'mime_type': 'application/pdf', 'fileid': 203996, 'filename': 'JTII Vol 1. No.1 (2020)_Darni_Yuli.pdf', 'hash': '964ea76bf3ad89e03177dcea25ad195e', 'mtime': '2020-06-09 09:46:48', 'hash_type': 'MD5', 'objectid': 35562, 'uri': 'http://repository.lppm.unila.ac.id/id/file/203996'}], 'format': 'text', 'pos': 1, 'rev_number': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/35562'}]",public,http://repository.lppm.unila.ac.id/id/eprint/22147,article,['FT6'],"[{'name': {'honourific': None, 'family': 'Darni', 'lineage': None, 'given': 'Yuli'}, 'id': 'darni_yuli@yahoo.com'}, {'name': {'given': 'Lia', 'family': 'Lismeri', 'honourific': None, 'lineage': None}, 'id': 'lismeri@yahoo.co.id'}, {'name': {'given': 'Gitri', 'family': 'Devi', 'honourific': None, 'lineage': None}, 'id': None}, {'name': {'lineage': None, 'family': 'Hanif', 'honourific': None, 'given': 'Muhammad'}, 'id': 'muhammad.hanif@eng.unila.ac.id'}, {'name': {'given': 'Muhammad Ridho', 'family': 'Ulya', 'honourific': None, 'lineage': None}, 'id': None}]",2020-04-01 00:00:00.000000000,disk0/00/02/21/47,"Penelitian ini bertujuan untuk mensintesis serat selulosa dari batang sorgum dengan metode alkali–hidrolisis asam–mekanik. Pada proses kimia serat diektraksi dari batang sorgum dengan KOH 4%. Variasi dilakukan pada perlakuan mekanik yaitu waktu ultrasonikasi selama 60, 90, dan 120 menit. Serat selulosa yang diperoleh selanjutnya dianalisis morfologinya dengan menggunakan SEM. Hasil pengamatan morfologi ini menunjukkan bahwa serat tanpa sonikasi berukuran 10,21 mikron, sedangkan serat dengan ultasonikasi 60 menit, 90 menit, dan 120 menit berturut-turut berukuran 10,64 mikron, 9,253 mikron, dan 4,887 mikron. Hasil penelitian ini menunjukkan bahwa semakin lama waktu sonikasi pada rentang yang dilakukan diperoleh ukuran serat selulosa yang semakin kecil.",,,,,,,"ISSN 2722-0184, e-ISSN 2722-0192",Jurnal Teknologi dan Inovasi Industri,1-7,FALSE,1,,1.0,,,,,,,,
14,2020-05-28 11:48:50,archive,['TD'],"PENINGKATAN EKONOMIS LIMBAH PRODUKSI JAMUR MERANG
MENJADI BRIKET SEBAGAI SUMBER ENERGI ALTERNATIF DI DESA
BAYUR KECAMATAN RAJABASA",6,show,20874,2020-05-28 11:48:50,462,2020-05-28 11:48:50,pub,LPPM UNILA,,none,http://repository.lppm.unila.ac.id/id/eprint/20874,article,['FT6'],"[{'name': {'given': 'Yuli', 'family': 'Darni', 'honourific': None, 'lineage': None}, 'id': 'yuli.darni@eng.unila.ac.id'}, {'name': {'given': 'Herti', 'lineage': None, 'honourific': None, 'family': 'Utami'}, 'id': 'herti.utami@eng.unila.ac.id'}, {'name': {'given': 'Darmansyah', 'family': 'Darmansyah', 'honourific': None, 'lineage': None}, 'id': 'darmansyah82@gmail.com'}, {'id': 'lismeri@yahoo.co.id', 'name': {'honourific': None, 'family': 'Lismeri', 'lineage': None, 'given': 'Lia'}}, {'id': 'nandi.haerudin@eng.unila.ac.id', 'name': {'family': 'Haerudin', 'honourific': None, 'lineage': None, 'given': 'Nandi'}}]",2020-03-01 00:00:00.000000000,disk0/00/02/08/74,,,published,,,,,2550-1089,Jurnal Sakai Sambayan,28-33,TRUE,1,,4.0,,['DIPA BLU UNILA'],,,,,,
15,2021-01-27 05:03:08,archive,['TP'],Penerapan Alat Pengering untuk Peningkatan Efisiensi Waktu dan Minimasi Lahan pada Pengolahan Sampah Plastik di Jati Agung Kabupaten Lampung Selatan,6,show,27477,2021-01-27 05:03:08,423,2021-01-27 05:03:08,pub,LPPM UNILA,"[{'docid': 41479, 'main': 'document.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/245645', 'objectid': 41479, 'mtime': '2021-01-27 04:38:33', 'hash_type': 'MD5', 'filename': 'document.pdf', 'hash': '649df2d3cd325c2c2ccaccc55e78bb5a', 'fileid': 245645, 'mime_type': 'application/pdf', 'filesize': 545211, 'datasetid': 'document'}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/41479', 'rev_number': 1, 'eprintid': 27477, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en'}]",public,http://repository.lppm.unila.ac.id/id/eprint/27477,article,['FT6'],"[{'name': {'honourific': None, 'family': 'Darni', 'lineage': None, 'given': 'Yuli'}, 'id': 'darni_yuli@yahoo.com'}, {'name': {'given': 'Herti', 'family': 'Utami', 'honourific': None, 'lineage': None}, 'id': 'herti.utami@eng.unila.ac.id'}, {'name': {'given': 'Sri Ratna', 'family': 'Sulistiyanti', 'honourific': None, 'lineage': None}, 'id': 'sr_sulistiyanti@eng.unila.ac.id'}]",2020-12-09 00:00:00.000000000,disk0/00/02/74/77,"Kegiatan pengabdian ini bertujuan meningkatkan dan mengembangkan unit usaha mitra dalam mengolah sampah plastik untuk menghasilkan produk dengan nilai ekonomis lebih tinggi. Demikian juga, kegiatan ini akan berefek langsung terhadap usaha penanganan limbah plastik. Metode yang dilakukan dalam kegiatan pengabdian ini meliputi sosialisasi, pelatihan dan aplikasi penggunaan alat pengering sampah plastik jenis centrifugal dryer.  Dalam sosialisasi akan dijelaskan secara singkat tentang pemanfaatan dan penanganan limbah plastik. Pelatihan dan aplikasi alat diberikan kepada unit usaha mitra tentang cara penggunaan alat pengering plastik. Kegiatan dilakukan di Desa Sumber Jaya Jati Agung, dengan sasaran khususnya adalah mitra pengelola limbah plastik. Permasalahan yang dihadapi mitra adalah belum efisiennya waktu pengeringan hasil cacahan plastik dan membutuhkan lahan yang luas untuk penjemuran produk. Hal ini berefek langsung terhadap kapasitas penjualan produk. Dengan kegiatan PKM ini mitra pengelola daur ulang plastik dapat menggunakan alat pengering sentrifugal untuk meningkatkan efisiensi waktu pengeringan cacahan plastik dan akan memberikan keuntungan bagi mitra.
Kata kunci: teknologi tepat guna; alat pengering sentrifugal; limbah plastik",,published,,,,http://jss.lppm.unila.ac.id/index.php/ojs/article/view/268/168,2550-1089,Jurnal Sakai Sambayan,219-223,TRUE,3,,4.0,,,"['Jurusan Teknik Kimia, Fakultas Teknik, Universitas Lampung', 'Jurusan Teknik Kimia, Fakultas Teknik, Universitas Lampung', 'Jurusan Teknik Elektro, Fakultas Teknik, Universitas Lampung']",,,,,
16,2021-02-02 04:41:54,archive,['TP'],Penerapan Teknologi Tepat Guna Alat Pengering Cacahan Sampah Plastik pada Proses Daur Ulang Plastik,6,show,27614,2021-02-02 04:41:54,423,2021-02-02 04:41:54,pub,,"[{'eprintid': 27614, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf', 'docid': 41620, 'main': 'Kompasiana 2020.pdf', 'files': [{'fileid': 246714, 'mime_type': 'application/pdf', 'mtime': '2021-02-02 04:19:31', 'hash_type': 'MD5', 'filename': 'Kompasiana 2020.pdf', 'hash': '5ab21604b001e1df212891c2f8298f5f', 'datasetid': 'document', 'filesize': 2394908, 'objectid': 41620, 'uri': 'http://repository.lppm.unila.ac.id/id/file/246714'}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/41620'}]",public,http://repository.lppm.unila.ac.id/id/eprint/27614,article,['FT6'],"[{'id': 'darni_yuli@yahoo.com', 'name': {'given': 'Yuli', 'family': 'Darni', 'honourific': None, 'lineage': None}}, {'name': {'given': 'Herti', 'honourific': None, 'family': 'Utami', 'lineage': None}, 'id': 'herti.utami@eng.unila.ac.id'}, {'name': {'lineage': None, 'family': 'Sulistiyanti', 'honourific': None, 'given': 'Sri Ratna'}, 'id': 'sr_sulistiyanti@eng.unila.ac.id'}]",2020-08-10 00:00:00.000000000,disk0/00/02/76/14,"Dilihat dari komposisinya, jenis sampah yang paling dominan dihasilkan di Indonesia adalah sampah organik atau sisa makanan dan sisa tumbuhan sebesar 50%, plastik sebesar 15%, dan kertas sebesar 10%. Sampah plastik tersebut berasal dari kemasan baik kemasan makanan dan minuman, kemasan consumer goods, kantong belanja, dan pembungkus barang lainnya. Total timbunan sampah plastik, yang didaur ulang diperkirakan baru 10-15%, 60-70% ditimbun di TPA, dan 15-30% belum terkelola dan terbuang ke lingkungan terutama ke lingkungan perairan seperti sungai, danau, pantai, dan laut. Untuk mengatasi permasalahan sampah plastik ini salah satunya dengan melakukan proses daur ulang sampah plastik.
Pemanfaatan dan penanganan limbah plastik ini perlu banyak disosialisasikan, selain kampanye pengurangan penggunaan bahan plastik. Sampah plastik sebaiknya dikumpulkan untuk didaur ulang. Biasanya sampah ini dikumpulkan oleh pemulung dan dijual ke kelompok pengolah limbah plastik. Di tempat pengolah limbah plastik inilah dilakukan pencacahan limbah plastik, pencucian dan pengeringan, sebelum masuk ke pengolahan daur ulang plastik.",,published,,,,,1234,Kompasiana,1-2,FALSE,123,,123.0,,,"['Jurusan Teknik Kimia, Fakultas Teknik, Universitas Lampung', 'Jurusan Teknik Kimia, Fakultas Teknik, Universitas Lampung', 'Jurusan Teknik Elektro, Fakultas Teknik, Universitas Lampung']",,,,,
17,2022-10-17 01:26:31,archive,['TA'],hasil_review: Torrefaction to Improve Biomass pellet made of Palm Empty Fruit Bunch,7,show,45707,2022-10-17 01:26:31,636,2022-10-17 01:26:31,pub,IOP,"[{'main': 'CamScanner _nilai reviewer_torrefaction_to Improve biomass_pak Agus.pdf', 'docid': 184517, 'files': [{'objectid': 184517, 'uri': 'http://repository.lppm.unila.ac.id/id/file/506911', 'datasetid': 'document', 'filesize': 1019392, 'fileid': 506911, 'mime_type': 'application/pdf', 'mtime': '2022-10-14 14:47:30', 'hash_type': 'MD5', 'filename': 'CamScanner _nilai reviewer_torrefaction_to Improve biomass_pak Agus.pdf', 'hash': '7b9f9ed80ae86185dab14b3e989ab74b'}], 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/184517', 'eprintid': 45707, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en'}]",public,http://repository.lppm.unila.ac.id/id/eprint/45707,other,['FT6'],"[{'name': {'family': 'Haryanto', 'honourific': None, 'lineage': None, 'given': 'Agus'}, 'id': 'agus.haryanto@fp.unila.ac.id'}, {'name': {'family': 'Hidayat', 'honourific': None, 'lineage': None, 'given': 'Wahyu'}, 'id': 'wahyu.hidayat@fp.unila.ac.id'}, {'name': {'given': 'Udin', 'lineage': None, 'family': 'Hasanudin', 'honourific': None}, 'id': 'udinha65@gmail.com'}, {'id': 'dewi.agustina@eng.unila.ac.id', 'name': {'given': 'Dewi Agustina', 'family': 'Iryani', 'honourific': None, 'lineage': None}}]",2020-08-11 00:00:00.000000000,disk0/00/04/57/07,none,,published,,,,https://iopscience.iop.org/article/10.1088/1755-1315/749/1/012047,,,,,,,,,,,,,,,
18,2021-06-04 01:34:42,archive,['TP'],"Pengolahan limbah cair industry karet secara elektrokoagulasi dengan 
rancangan percobaan Taguchi fractional factorial",6,show,31934,2021-06-04 01:34:42,397,2021-06-04 01:34:42,pub,"Fakultas teknik, universitas lampung","[{'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 31934, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/144664', 'format': 'text', 'pos': 1, 'files': [{'fileid': 377975, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2021-06-03 13:35:08', 'hash': 'bac4fe3eb9870af6862abfdb769a8e35', 'filename': 'Hermida2020Pengolahan limbah cair industry karet secara elektrokoagulasi dengan .pdf', 'datasetid': 'document', 'filesize': 525323, 'objectid': 144664, 'uri': 'http://repository.lppm.unila.ac.id/id/file/377975'}], 'main': 'Hermida2020Pengolahan limbah cair industry karet secara elektrokoagulasi dengan .pdf', 'docid': 144664}]",public,http://repository.lppm.unila.ac.id/id/eprint/31934,article,['FT6'],"[{'name': {'given': 'Lilis', 'lineage': None, 'family': 'Hermida', 'honourific': None}, 'id': 'lilis.hermida@eng.unila.ac.id'}]",2020-10-01 00:00:00.000000000,disk0/00/03/19/34,"Penelitian pengolahan limbah cair indutri karet telah dilakukan dengan cara elektrokoagulasi 
menggunakan lima elektroda besi yang disusun secara bipolar. .Rancangan percobaan menggunakan 
Taguchi fractional factorial untuk mengetahui kondisi optimal tingkat penurunan kekeruhan. Adapun 
parameter-parameter kondisi operasi yang di variasikan adalah: jarak antar elektroda, kuat arus dan 
koduktivitas limbah cair. Berdasarkan hasil penelitian diketahui bahwa persentase penurunan kekeruhan 
optimal diperoleh sebesar 96,57% pada kondisi operasi: konduktivitas limbah cair 1400 μs/cm, jarak
antar elektroda 1,5 cm, pemakaian kuat arus 0,2 A dan waktu operasi selama 180 menit.",,published,,,,http://jtii.eng.unila.ac.id/index.php/ojs/article/view/17,"ISSN 2722-0184, e-ISSN 2722-0192",Jurnal Teknologi dan Inovasi Industri,001-005,TRUE,2,,1.0,,,,,,,,
19,2020-04-06 01:16:13,archive,['TP'],PATEN PEMBUATAN PUPUK UREA LEPAS LAMBAT SECARA BATCH DENGAN SUBSTRAT BENTONIT ALAM LAMPUNG DAN BAHAN PENGIKAT TEPUNG JAGUNG ATAU HYDROXYLPROPYL METHYL CELLULOSE (HPMC) MELALUI METODE INTERKALASI,7,show,18977,2020-04-06 01:16:13,390,2020-04-06 01:16:13,pub,,"[{'eprintid': 18977, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf', 'main': 'Paten SRUF Granted.pdf', 'docid': 32217, 'files': [{'objectid': 32217, 'uri': 'http://repository.lppm.unila.ac.id/id/file/159225', 'datasetid': 'document', 'filesize': 1913062, 'fileid': 159225, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2020-04-05 13:23:49', 'filename': 'Paten SRUF Granted.pdf', 'hash': '96f1faa64bd6cff4a772c853cd8677a6'}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/32217', 'rev_number': 1}]",public,http://repository.lppm.unila.ac.id/id/eprint/18977,patent,['FT6'],"[{'name': {'given': 'Lilis', 'lineage': None, 'family': 'Hermida', 'honourific': None}, 'id': 'lilis.hermida@eng.unila.ac.id'}, {'id': 'joni.agustian@eng.unila.ac.id', 'name': {'honourific': None, 'family': 'Agustian', 'lineage': None, 'given': 'Joni'}}]",2020-02-06 00:00:00.000000000,disk0/00/01/89/77,,,completed,"Lilis Hermida, Joni Agustian",IDP000067125,,,,,,,,,,,,,,,,,
20,2021-03-09 02:47:53,archive,['TP'],PEMBUATAN PUPUK UREA LEPAS LAMBAT SECARA BATCH DENGAN SUBSTRAT BENTONIT ALAM LAMPUNG DAN BAHAN PENGIKAT TEPUNG JAGUNG ATAU HYDROXYLPROPYL METHYL CELLULOSE (HPMC) MELALUI METODE INTERKALASI,8,show,28285,2021-03-09 02:47:53,390,2021-03-09 02:47:53,pub,,"[{'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 28285, 'uri': 'http://repository.lppm.unila.ac.id/id/document/42330', 'rev_number': 1, 'format': 'text', 'pos': 1, 'files': [{'filesize': 15612037, 'datasetid': 'document', 'mtime': '2021-03-08 22:00:44', 'hash_type': 'MD5', 'filename': 'P00201800483-IDP000067125-Lilis-Joni.pdf', 'hash': '6a598c8de7b39c87002c88745c70a0c2', 'fileid': 251563, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/251563', 'objectid': 42330}], 'main': 'P00201800483-IDP000067125-Lilis-Joni.pdf', 'docid': 42330}]",public,http://repository.lppm.unila.ac.id/id/eprint/28285,patent,['FT6'],"[{'name': {'lineage': None, 'family': 'Hermida', 'honourific': None, 'given': 'Lilis'}, 'id': 'lilis.hermida@eng.unila.ac.id'}, {'id': 'joni.agustian@eng.unila.ac.id', 'name': {'family': 'Agustian', 'honourific': None, 'lineage': None, 'given': 'Joni'}}]",2020-02-06 00:00:00.000000000,disk0/00/02/82/85,Invensi ini berhubungan dengan pembuatan pupuk lepas lambat yang dihasilkan dari proses interkalasi senyawa urea kedalam bentonit alam Lampung dengan menggunakan bahan pengikat (binder) tepung jagung atau hydroxylpropyl methyl cellulose (HPMC) dimana jumlah bentonit alam Lampung dan bahan binder divariasikan agar didapat komposisi pupuk lepas lambat dengan waktu desorpsi yang lama.,,published,LPPM Unila,67125,18.0,https://pdki-indonesia.dgip.go.id/detail/P00201800483?type=patent&keyword=urea+lepas+lambat,,,,,,,,,,,,,,,
21,2021-03-22 01:42:59,archive,['TP'],"Evaluasi Kinerja Sistem Elektrokoagulasi Batch Recycle Dengan Susunan
Eleltroda Monopolar Dalam Mengolah Limbah Cair Tapioka",6,show,28517,2021-03-22 01:42:59,397,2021-03-22 01:42:59,pub,Fakultas Teknik Universitas Lampung,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/42563', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'objectid': 42563, 'uri': 'http://repository.lppm.unila.ac.id/id/file/253198', 'datasetid': 'document', 'filesize': 942084, 'fileid': 253198, 'mime_type': 'application/pdf', 'mtime': '2021-03-21 10:13:07', 'hash_type': 'MD5', 'hash': 'fb4cb52602b8ab6a46f05143316ac727', 'filename': 'Gabung PPI 2020.pdf'}], 'main': 'Gabung PPI 2020.pdf', 'docid': 42563, 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 28517}]",public,http://repository.lppm.unila.ac.id/id/eprint/28517,article,['FT6'],"[{'id': 'lilis.hermida@eng.unila.ac.id', 'name': {'family': 'Hermida', 'honourific': None, 'lineage': None, 'given': 'Lilis'}}, {'name': {'family': 'Kustiani', 'honourific': None, 'lineage': None, 'given': 'Ika'}, 'id': 'ikakustiani@yahoo.com'}, {'name': {'family': 'Suharno', 'honourific': None, 'lineage': None, 'given': 'Suharno'}, 'id': 'suharno@eng.unila.ac.id'}]",1970-01-01 00:00:00.000002020,disk0/00/02/85/17,"Pada penelitian ini elektrokoagulasi limbah cair tapioka dilakukan di reaktor yang beroperasi
secara batch recycle, yang menggunakan beberapa pasang elektroda dalam susunan monopolar. Pengaruh
variasi parameter operasi (besarnya arus listrik, jarak antar elektroda dan konduktivitas limbah cair
tapioka) terhadap persentase penurunan kekeruhan air limbah diamati. Kemudian kondisi operasi yang
optimal di investigasi menggunakan rancangan percobaan fractional factorial taguchi. Berdasarkan hasil
percobaan dapat disimpulkan bahwa arus listrik sangat mempengaruhi persentase penurunan kekeruhan
limbah cair tapioka. Kenaikan pH limbah terjadi selama proses berlangsung. Dengan pH influent tetap pada
7, setelah waktu reaksi selama 5 jam pH effluent menjadi 9,4 -9,6. Kondisi optimum diperoleh pada arus
listrik 0,4 A, jarak antar elektroda 1,5 cm, dan konduktivitas influent 2500 mS dengan pH 7, laju alir 9 l/jam
dan waktu pengolahan 5 jam. Persentase penurunan kekeruhan pada kondisi optimum bisa mencapai
97,227%.",,published,,,,,2722-5771,Jurnal Profesi insinyur Universitas Lampung,20-28,TRUE,1,,1.0,,,,,,,,
