,eprint_status,status_changed,subjects,title,metadata_visibility,rev_number,eprintid,lastmod,userid,datestamp,documents,publisher,ispublished,full_text_status,uri,type,divisions,creators,dir,abstract,official_url,publication,issn,refereed,date_type,pagerange,event_type,event_dates,event_title,event_location,pres_type,volume,id_number,number,projects,related_url,referencetext,funders,contact_email,contributors,department,institution,monograph_type,corp_creators
57,archive,2021-07-12 07:08:41,['TP'],"Hasil review artikel prosiding nasional ""Uji aplikasi berbagai jenis pupuk urea lepas lambat terhadap pertumbuhan tanaman kalian (Brassica oleraceae L.)""",show,7,33216,2021-07-12 07:08:41,397,2021-07-12 07:08:41,"[{'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/151656', 'main': '22 Hasil Review Artikel SINTA2 Lilis.pdf', 'docid': 151656, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/393459', 'objectid': 151656, 'filename': '22 Hasil Review Artikel SINTA2 Lilis.pdf', 'hash': '0bf626012c48bef20fbd195ff112fc87', 'hash_type': 'MD5', 'mtime': '2021-07-11 08:03:17', 'mime_type': 'application/pdf', 'fileid': 393459, 'filesize': 880754, 'datasetid': 'document'}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 33216, 'placement': 1, 'security': 'public'}]",FT Unila,unpub,public,http://repository.lppm.unila.ac.id/id/eprint/33216,other,['FT6'],"[{'name': {'lineage': None, 'honourific': None, 'family': 'Hermida', 'given': 'Lilis'}, 'id': 'lilis.hermida@eng.unila.ac.id'}]",disk0/00/03/32/16,,,,,,,,,,,,,,,,,,,,,,,,,
58,archive,2021-07-12 07:08:42,['TP'],"Hasil review artikel prosiding nasional ""Uji aplikasi berbagai jenis pupuk urea lepas lambat terhadap pertumbuhan tanaman pakcoy (Brassica rapachinensis)""",show,7,33215,2021-07-12 07:08:42,397,2021-07-12 07:08:42,"[{'files': [{'mtime': '2021-07-11 08:01:53', 'hash_type': 'MD5', 'hash': '5b642f22a371104add6b47125245cdcf', 'filename': '21 Hasil Review Artikel SINTA1 Lilis.pdf', 'fileid': 393447, 'mime_type': 'application/pdf', 'filesize': 848828, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/393447', 'objectid': 151650}], 'main': '21 Hasil Review Artikel SINTA1 Lilis.pdf', 'docid': 151650, 'uri': 'http://repository.lppm.unila.ac.id/id/document/151650', 'rev_number': 1, 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 33215, 'language': 'en', 'mime_type': 'application/pdf'}]",FT Unila,unpub,public,http://repository.lppm.unila.ac.id/id/eprint/33215,other,['FT6'],"[{'id': 'lilis.hermida@eng.unila.ac.id', 'name': {'given': 'Lilis', 'lineage': None, 'family': 'Hermida', 'honourific': None}}]",disk0/00/03/32/15,,,,,,,,,,,,,,,,,,,,,,,,,
59,archive,2021-07-12 07:09:28,['TP'],"Hasil review artikel prosiding terindeks scopus ""Application of Taguchi optimization on the cassava starch wastewater electrocoagulation using batch recycle method""",show,7,33209,2021-07-12 07:09:28,397,2021-07-12 07:09:28,"[{'eprintid': 33209, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf', 'docid': 151645, 'main': '16 Hasil Review Artikel API Cass WWT Lilis.pdf', 'files': [{'fileid': 393410, 'mime_type': 'application/pdf', 'mtime': '2021-07-11 07:52:44', 'hash_type': 'MD5', 'filename': '16 Hasil Review Artikel API Cass WWT Lilis.pdf', 'hash': '19344c92e9aedfc94f3f0210efaef91e', 'datasetid': 'document', 'filesize': 919401, 'objectid': 151645, 'uri': 'http://repository.lppm.unila.ac.id/id/file/393410'}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/151645', 'rev_number': 1}]",FT Unila,unpub,public,http://repository.lppm.unila.ac.id/id/eprint/33209,other,['FT6'],"[{'name': {'honourific': None, 'family': 'Hermida', 'lineage': None, 'given': 'Lilis'}, 'id': 'lilis.hermida@eng.unila.ac.id'}]",disk0/00/03/32/09,,,,,,,,,,,,,,,,,,,,,,,,,
60,archive,2021-07-12 07:09:36,['TP'],"Hasil review jurnal internasional ""Reusability study of sulfated zirconia functionalized SBA-15 catalyst for biolubricant oil production from oleic acid""",show,7,33201,2021-07-12 07:09:36,397,2021-07-12 07:09:36,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/151563', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'fileid': 393285, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2021-07-11 05:04:20', 'filename': '12 Hasil Review Artikel JESR Lilis.pdf', 'hash': '79583f28a3f2de6429a6e299f54b8163', 'datasetid': 'document', 'filesize': 860197, 'objectid': 151563, 'uri': 'http://repository.lppm.unila.ac.id/id/file/393285'}], 'docid': 151563, 'main': '12 Hasil Review Artikel JESR Lilis.pdf', 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 33201}]",FT Unila,unpub,public,http://repository.lppm.unila.ac.id/id/eprint/33201,other,['FT6'],"[{'id': 'lilis.hermida@eng.unila.ac.id', 'name': {'given': 'Lilis', 'honourific': None, 'family': 'Hermida', 'lineage': None}}]",disk0/00/03/32/01,,,,,,,,,,,,,,,,,,,,,,,,,
61,archive,2021-07-12 07:09:35,['TP'],"Hasil review jurnal internasional ""Synthesis and characterization of mesostructured cellular foam (MCF) silica loaded with nickel nanoparticles as a novel catalyst""",show,7,33202,2021-07-12 07:09:35,397,2021-07-12 07:09:35,"[{'docid': 151573, 'main': '9 Hasil Review Artikel MSA Lilis.pdf', 'files': [{'filesize': 839217, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2021-07-11 05:06:58', 'hash': 'ad802b9301eb2eef235851a0a3569d73', 'filename': '9 Hasil Review Artikel MSA Lilis.pdf', 'fileid': 393301, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/393301', 'objectid': 151573}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/151573', 'eprintid': 33202, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en'}]",FT Unila,unpub,public,http://repository.lppm.unila.ac.id/id/eprint/33202,other,['FT6'],"[{'name': {'lineage': None, 'honourific': None, 'family': 'Hermida', 'given': 'Lilis'}, 'id': 'lilis.hermida@eng.unila.ac.id'}]",disk0/00/03/32/02,,,,,,,,,,,,,,,,,,,,,,,,,
62,archive,2021-07-12 07:07:54,['TP'],"Hasil review jurnal internasional reputasi ""Effects of functionalization conditions of sulfonic acid grafted SBA-15 on catalytic activity in the esterification of glycerol to monoglyceride: a factorial design approach""",show,7,33194,2021-07-12 07:07:54,397,2021-07-12 07:07:54,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/151530', 'rev_number': 1, 'format': 'text', 'pos': 1, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/393210', 'objectid': 151530, 'hash_type': 'MD5', 'mtime': '2021-07-11 04:51:47', 'filename': '5 Hasil Review Artikel JoPM Lilis.pdf', 'hash': 'bbab6b68d9a4a0cdd76756b9a6046951', 'fileid': 393210, 'mime_type': 'application/pdf', 'filesize': 862687, 'datasetid': 'document'}], 'docid': 151530, 'main': '5 Hasil Review Artikel JoPM Lilis.pdf', 'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 33194}]",FT Unila,unpub,public,http://repository.lppm.unila.ac.id/id/eprint/33194,other,['FT6'],"[{'id': 'lilis.hermida@eng.unila.ac.id', 'name': {'family': 'Hermida', 'honourific': None, 'lineage': None, 'given': 'Lilis'}}]",disk0/00/03/31/94,,,,,,,,,,,,,,,,,,,,,,,,,
63,archive,2021-07-12 07:10:28,['TP'],"Hasil review jurnal internasional reputasi ""Saccharification Kinetics at Optimised Conditions of Tapioca by Glucoamylase Immobilised on Mesostructured Cellular Foam Silica""",show,7,33196,2021-07-12 07:10:28,397,2021-07-12 07:10:28,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/151537', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'hash': 'c4b18fc28424d16e1aa4e649814e9ccd', 'filename': '7 Hasil Review Artikel ECTJ Lilis.pdf', 'hash_type': 'MD5', 'mtime': '2021-07-11 04:55:51', 'mime_type': 'application/pdf', 'fileid': 393229, 'filesize': 784846, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/393229', 'objectid': 151537}], 'main': '7 Hasil Review Artikel ECTJ Lilis.pdf', 'docid': 151537, 'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 33196}]",FT Unila,unpub,public,http://repository.lppm.unila.ac.id/id/eprint/33196,other,['FT6'],"[{'name': {'honourific': None, 'family': 'Hermida', 'lineage': None, 'given': 'Lilis'}, 'id': 'lilis.hermida@eng.unila.ac.id'}]",disk0/00/03/31/96,,,,,,,,,,,,,,,,,,,,,,,,,
64,archive,2021-07-12 07:09:42,['TP'],"Hasil review jurnal internasional reputasi ""Synthesis and characterization of mesostructured cellular foam (MCF) silica loaded with nickel nanoparticles as a novel catalyst""",show,7,33198,2021-07-12 07:09:42,397,2021-07-12 07:09:42,"[{'eprintid': 33198, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf', 'main': '9 Hasil Review Artikel MSA Lilis.pdf', 'docid': 151549, 'files': [{'objectid': 151549, 'uri': 'http://repository.lppm.unila.ac.id/id/file/393253', 'datasetid': 'document', 'filesize': 839217, 'mime_type': 'application/pdf', 'fileid': 393253, 'hash': 'ad802b9301eb2eef235851a0a3569d73', 'filename': '9 Hasil Review Artikel MSA Lilis.pdf', 'mtime': '2021-07-11 04:59:37', 'hash_type': 'MD5'}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/151549', 'rev_number': 1}]",FT Unila,unpub,public,http://repository.lppm.unila.ac.id/id/eprint/33198,other,['FT6'],"[{'name': {'given': 'Lilis', 'lineage': None, 'family': 'Hermida', 'honourific': None}, 'id': 'lilis.hermida@eng.unila.ac.id'}]",disk0/00/03/31/98,,,,,,,,,,,,,,,,,,,,,,,,,
65,archive,2021-07-12 07:10:25,['TP'],"Hasil review jurnal internasional reputasi ""Synthesis of monoglyceride through glycerol esterification with lauric acid over propyl sulfonic acid post-synthesis functionalized SBA-15 mesoporous catalyst""",show,7,33193,2021-07-12 07:10:25,397,2021-07-12 07:10:25,"[{'files': [{'fileid': 393203, 'mime_type': 'application/pdf', 'mtime': '2021-07-11 04:50:15', 'hash_type': 'MD5', 'filename': '4 Hasil Review Artikel CEJ Lilis.pdf', 'hash': '63761d08e50d9e3382e97b091d4d186f', 'datasetid': 'document', 'filesize': 860476, 'objectid': 151529, 'uri': 'http://repository.lppm.unila.ac.id/id/file/393203'}], 'main': '4 Hasil Review Artikel CEJ Lilis.pdf', 'docid': 151529, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/151529', 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 33193, 'language': 'en', 'mime_type': 'application/pdf'}]",FT Unila,unpub,public,http://repository.lppm.unila.ac.id/id/eprint/33193,other,['FT6'],"[{'name': {'lineage': None, 'family': 'Hermida', 'honourific': None, 'given': 'Lilis'}, 'id': 'lilis.hermida@eng.unila.ac.id'}]",disk0/00/03/31/93,,,,,,,,,,,,,,,,,,,,,,,,,
66,archive,2021-07-12 07:10:30,['TP'],"Hasil review jurnal internasional reputasi ""The Optimised Statistical Model for Enzymatic Hydrolysis of Tapioca by Glucoamylase Immobilised on Mesostructured Cellular Foam Silica""",show,7,33197,2021-07-12 07:10:30,397,2021-07-12 07:10:30,"[{'placement': 1, 'security': 'public', 'eprintid': 33197, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'objectid': 151543, 'uri': 'http://repository.lppm.unila.ac.id/id/file/393241', 'datasetid': 'document', 'filesize': 932606, 'mime_type': 'application/pdf', 'fileid': 393241, 'hash': '2ab40882f352ae2f9df8bb0c4ffdaae6', 'filename': '8 Hasil Review Artikel BCREC Lilis.pdf', 'mtime': '2021-07-11 04:58:11', 'hash_type': 'MD5'}], 'docid': 151543, 'main': '8 Hasil Review Artikel BCREC Lilis.pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/151543', 'pos': 1, 'format': 'text'}]",FT Unila,unpub,public,http://repository.lppm.unila.ac.id/id/eprint/33197,other,['FT6'],"[{'name': {'given': 'Lilis', 'lineage': None, 'honourific': None, 'family': 'Hermida'}, 'id': 'lilis.hermida@eng.unila.ac.id'}]",disk0/00/03/31/97,,,,,,,,,,,,,,,,,,,,,,,,,
67,archive,2021-07-12 07:09:33,['TP'],"Hasil review jurnal nasional ""Evaluasi kinerja sistem elektrokoagulasi batch recycle dengan susunan elektroda monopolar dalam mengolah limbah cair tapioka""",show,7,33203,2021-07-12 07:09:33,397,2021-07-12 07:09:33,"[{'security': 'public', 'placement': 1, 'eprintid': 33203, 'mime_type': 'application/pdf', 'language': 'en', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/393323', 'objectid': 151589, 'filename': '13 Hasil Review Artikel PII Lilis.pdf', 'hash': 'b4d61bc4ee22ea6cc0300c6d3a793776', 'mtime': '2021-07-11 05:12:06', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 393323, 'filesize': 838529, 'datasetid': 'document'}], 'main': '13 Hasil Review Artikel PII Lilis.pdf', 'docid': 151589, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/151589', 'format': 'text', 'pos': 1}]",FT Unila,unpub,public,http://repository.lppm.unila.ac.id/id/eprint/33203,other,['FT6'],"[{'id': 'lilis.hermida@eng.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Hermida', 'given': 'Lilis'}}]",disk0/00/03/32/03,,,,,,,,,,,,,,,,,,,,,,,,,
68,archive,2021-07-12 07:08:36,['TP'],"Hasil review paten ""Pembuatan Pupuk Urea Lepas Lambat Secara Batch Dengan Substrat Bentonit Alam Lampung Dan Bahan Pengikat Tepung Jagung Atau Hydroxylpropyl Methyl Celullolse (HPMC) Melalui Metode Interkalasi""",show,7,33219,2021-07-12 07:08:36,397,2021-07-12 07:08:36,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 33219, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/151669', 'rev_number': 1, 'docid': 151669, 'main': '25 Hasil Review Artikel Paten SRUF Lilis.pdf', 'files': [{'filesize': 834505, 'datasetid': 'document', 'mtime': '2021-07-11 08:07:58', 'hash_type': 'MD5', 'hash': 'c0e1e0eb84bfdf7cd5ffa59f92bfd71d', 'filename': '25 Hasil Review Artikel Paten SRUF Lilis.pdf', 'fileid': 393490, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/393490', 'objectid': 151669}]}]",FT Unila,unpub,public,http://repository.lppm.unila.ac.id/id/eprint/33219,other,['FT6'],"[{'id': 'lilis.hermida@eng.unila.ac.id', 'name': {'family': 'Hermida', 'honourific': None, 'lineage': None, 'given': 'Lilis'}}]",disk0/00/03/32/19,,,,,,,,,,,,,,,,,,,,,,,,,
69,archive,2021-07-12 07:08:38,['TP'],"Hasil review paten ""Proses Pembuatan Enzim Alfa-Amilase Terimobilisasi Pada Penyangga Silika Busa Seluler Mesostruktur""",show,7,33218,2021-07-12 07:08:38,397,2021-07-12 07:08:38,"[{'security': 'public', 'placement': 1, 'eprintid': 33218, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/393479', 'objectid': 151664, 'hash_type': 'MD5', 'mtime': '2021-07-11 08:06:14', 'hash': '1de39a30bbc7754348c2bc1088d9072e', 'filename': '24 Hasil Review Artikel Paten ALFA Lilis.pdf', 'fileid': 393479, 'mime_type': 'application/pdf', 'filesize': 849038, 'datasetid': 'document'}], 'docid': 151664, 'main': '24 Hasil Review Artikel Paten ALFA Lilis.pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/151664', 'format': 'text', 'pos': 1}]",FT Unila,unpub,public,http://repository.lppm.unila.ac.id/id/eprint/33218,other,['FT6'],"[{'id': 'lilis.hermida@eng.unila.ac.id', 'name': {'given': 'Lilis', 'lineage': None, 'honourific': None, 'family': 'Hermida'}}]",disk0/00/03/32/18,,,,,,,,,,,,,,,,,,,,,,,,,
70,archive,2021-07-12 07:08:39,['TP'],"Hasil review paten ""Proses Pembuatan Enzim Glukoamilase Terimobilisasi Pada Penyangga Silika Busa Seluler Mesostruktur Secara Adsorpsi""",show,7,33217,2021-07-12 07:08:39,397,2021-07-12 07:08:39,"[{'placement': 1, 'security': 'public', 'eprintid': 33217, 'mime_type': 'application/pdf', 'language': 'en', 'files': [{'fileid': 393471, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2021-07-11 08:05:00', 'hash': '14514e577d152c826cba982ce87d98bf', 'filename': '23 Hasil Review Artikel Paten GLUKO Lilis.pdf', 'datasetid': 'document', 'filesize': 829736, 'objectid': 151662, 'uri': 'http://repository.lppm.unila.ac.id/id/file/393471'}], 'main': '23 Hasil Review Artikel Paten GLUKO Lilis.pdf', 'docid': 151662, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/151662', 'pos': 1, 'format': 'text'}]",FT Unila,unpub,public,http://repository.lppm.unila.ac.id/id/eprint/33217,other,['FT6'],"[{'id': 'lilis.hermida@eng.unila.ac.id', 'name': {'given': 'Lilis', 'honourific': None, 'family': 'Hermida', 'lineage': None}}]",disk0/00/03/32/17,,,,,,,,,,,,,,,,,,,,,,,,,
71,archive,2021-02-01 05:00:27,['TP'],Penulis Korespondensi OC,show,7,27526,2021-02-01 05:00:27,397,2021-02-01 05:00:27,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/41533', 'rev_number': 1, 'format': 'text', 'pos': 1, 'files': [{'filesize': 269916, 'datasetid': 'document', 'filename': 'Corresponding author OC.pdf', 'hash': 'e78791057f5acf30bf64a6aa5d67d169', 'mtime': '2021-01-28 10:27:36', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 245992, 'uri': 'http://repository.lppm.unila.ac.id/id/file/245992', 'objectid': 41533}], 'main': 'Corresponding author OC.pdf', 'docid': 41533, 'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 27526}]",FT Unila,unpub,public,http://repository.lppm.unila.ac.id/id/eprint/27526,other,['FT6'],"[{'name': {'lineage': None, 'family': 'Hermida', 'honourific': None, 'given': 'Lilis'}, 'id': 'lilis.hermida@eng.unila.ac.id'}]",disk0/00/02/75/26,,,,,,,,,,,,,,,,,,,,,,,,,
72,archive,2021-02-01 05:00:30,['TP'],Penulis korespondensi Saintiks 1,show,7,27527,2021-02-01 05:00:30,397,2021-02-01 05:00:30,"[{'main': 'Corresponding author saintiks indah.pdf', 'docid': 41535, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/246001', 'objectid': 41535, 'filesize': 109859, 'datasetid': 'document', 'filename': 'Corresponding author saintiks indah.pdf', 'hash': '6ac4638a49effc9ffbcd2851fd975b3a', 'hash_type': 'MD5', 'mtime': '2021-01-28 10:29:28', 'mime_type': 'application/pdf', 'fileid': 246001}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/41535', 'rev_number': 1, 'eprintid': 27527, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en'}]",FT Unila,unpub,public,http://repository.lppm.unila.ac.id/id/eprint/27527,other,['FT6'],"[{'name': {'honourific': None, 'family': 'Hermida', 'lineage': None, 'given': 'Lilis'}, 'id': 'lilis.hermida@eng.unila.ac.id'}]",disk0/00/02/75/27,,,,,,,,,,,,,,,,,,,,,,,,,
73,archive,2021-02-01 05:00:32,['TP'],Penulis korespondensi Saintiks 2,show,7,27528,2021-02-01 05:00:32,397,2021-02-01 05:00:32,"[{'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/41536', 'rev_number': 1, 'docid': 41536, 'main': 'Corresponding author saintiks laila.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/246008', 'objectid': 41536, 'hash': '3cba5ab70d0c43aeaac29062d61ff770', 'filename': 'Corresponding author saintiks laila.pdf', 'mtime': '2021-01-28 10:31:14', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 246008, 'filesize': 160209, 'datasetid': 'document'}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 27528, 'placement': 1, 'security': 'public'}]",FT Unila,unpub,public,http://repository.lppm.unila.ac.id/id/eprint/27528,other,['FT6'],"[{'name': {'family': 'Hermida', 'honourific': None, 'lineage': None, 'given': 'Lilis'}, 'id': 'lilis.hermida@eng.unila.ac.id'}]",disk0/00/02/75/28,,,,,,,,,,,,,,,,,,,,,,,,,
74,archive,2021-02-01 05:00:34,['TP'],Penulis korespondensi Sinta 2019 1,show,7,27529,2021-02-01 05:00:34,397,2021-02-01 05:00:34,"[{'docid': 41537, 'main': 'Corresponding author Sinta 2019 1.pdf', 'files': [{'objectid': 41537, 'uri': 'http://repository.lppm.unila.ac.id/id/file/246016', 'mime_type': 'application/pdf', 'fileid': 246016, 'hash': '7b8e3d45e021815e798dad5a8eff3e2b', 'filename': 'Corresponding author Sinta 2019 1.pdf', 'mtime': '2021-01-28 10:32:07', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 173748}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/41537', 'eprintid': 27529, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf'}]",FT Unila,unpub,public,http://repository.lppm.unila.ac.id/id/eprint/27529,other,['FT6'],"[{'name': {'honourific': None, 'family': 'Hermida', 'lineage': None, 'given': 'Lilis'}, 'id': 'lilis.hermida@eng.unila.ac.id'}]",disk0/00/02/75/29,,,,,,,,,,,,,,,,,,,,,,,,,
75,archive,2021-02-01 05:00:36,['TP'],Penulis korespondensi Sinta 2019 2,show,7,27530,2021-02-01 05:00:36,397,2021-02-01 05:00:36,"[{'eprintid': 27530, 'security': 'public', 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf', 'main': 'Corresponding author Sinta 2019 2.pdf', 'docid': 41538, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/246023', 'objectid': 41538, 'filesize': 173428, 'datasetid': 'document', 'hash': '852ca252de6c23b444b9e3ff59de0939', 'filename': 'Corresponding author Sinta 2019 2.pdf', 'mtime': '2021-01-28 10:33:18', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 246023}], 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/41538'}]",FT Unila,unpub,public,http://repository.lppm.unila.ac.id/id/eprint/27530,other,['FT6'],"[{'id': 'lilis.hermida@eng.unila.ac.id', 'name': {'given': 'Lilis', 'lineage': None, 'honourific': None, 'family': 'Hermida'}}]",disk0/00/02/75/30,,,,,,,,,,,,,,,,,,,,,,,,,
76,archive,2021-02-01 04:56:39,['TP'],Similarity check  Application of Taguchi optimization on the cassava starch wastewater electrocoagulation using batch recycle method,show,7,27479,2021-02-01 04:56:39,397,2021-02-01 04:56:39,"[{'main': 'Similarity check  Application of Taguchi optimization on the cassava starch wastewater electrocoagulation using batch recycle method AIP 2017 2.pdf', 'docid': 41481, 'files': [{'datasetid': 'document', 'filesize': 1681392, 'mime_type': 'application/pdf', 'fileid': 245661, 'filename': 'Similarity check  Application of Taguchi optimization on the cassava starch wastewater electrocoagulation using batch recycle method AIP 2017 2.pdf', 'hash': 'f4a04780d310776c71100a8c35883eed', 'mtime': '2021-01-27 06:26:44', 'hash_type': 'MD5', 'objectid': 41481, 'uri': 'http://repository.lppm.unila.ac.id/id/file/245661'}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/41481', 'rev_number': 1, 'eprintid': 27479, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en'}]",FT Unila,unpub,public,http://repository.lppm.unila.ac.id/id/eprint/27479,other,['FT6'],"[{'id': 'lilis.hermida@eng.unila.ac.id', 'name': {'given': 'Lilis', 'lineage': None, 'honourific': None, 'family': 'Hermida'}}]",disk0/00/02/74/79,,,,,,,,,,,,,,,,,,,,,,,,,
77,archive,2021-02-01 04:56:41,['TP'],Similarity check Application of Taguchi optimisation of electro metal – electro winning (EMEW) for nickel metal from laterite,show,7,27480,2021-02-01 04:56:41,397,2021-02-01 04:56:41,"[{'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/245668', 'objectid': 41482, 'mtime': '2021-01-27 06:30:39', 'hash_type': 'MD5', 'hash': '04584f7072349aabda0ba144bebfef28', 'filename': 'Similarity check Application of Taguchi optimisation of electro metal – electro winning (EMEW) for nickel metal from laterite AIP 2017 1.pdf', 'fileid': 245668, 'mime_type': 'application/pdf', 'filesize': 1292174, 'datasetid': 'document'}], 'main': 'Similarity check Application of Taguchi optimisation of electro metal – electro winning (EMEW) for nickel metal from laterite AIP 2017 1.pdf', 'docid': 41482, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/41482', 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 27480, 'mime_type': 'application/pdf', 'language': 'en'}]",FT Unila,unpub,public,http://repository.lppm.unila.ac.id/id/eprint/27480,other,['FT6'],"[{'name': {'family': 'Hermida', 'honourific': None, 'lineage': None, 'given': 'Lilis'}, 'id': 'lilis.hermida@eng.unila.ac.id'}]",disk0/00/02/74/80,,,,,,,,,,,,,,,,,,,,,,,,,
78,archive,2021-02-01 04:56:43,['TP'],Similarity check Application of Taguchi optimization for nickel electrowinning using batch recycle methods,show,7,27481,2021-02-01 04:56:43,397,2021-02-01 04:56:43,"[{'files': [{'filename': 'Similarity check Application of Taguchi optimization for nickel electrowinning using batch recycle methods AIP 2018.pdf', 'hash': '8922da053fea3cf42a04f6336f2d6b67', 'hash_type': 'MD5', 'mtime': '2021-01-27 06:46:59', 'mime_type': 'application/pdf', 'fileid': 245675, 'filesize': 1361161, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/245675', 'objectid': 41483}], 'docid': 41483, 'main': 'Similarity check Application of Taguchi optimization for nickel electrowinning using batch recycle methods AIP 2018.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/41483', 'rev_number': 1, 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 27481, 'mime_type': 'application/pdf', 'language': 'en'}]",FT Unila,unpub,public,http://repository.lppm.unila.ac.id/id/eprint/27481,other,['FT6'],"[{'id': 'lilis.hermida@eng.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Hermida', 'given': 'Lilis'}}]",disk0/00/02/74/81,,,,,,,,,,,,,,,,,,,,,,,,,
