,type,divisions,publication,creators,issn,dir,lastmod,userid,datestamp,pagerange,number,ispublished,documents,publisher,full_text_status,uri,refereed,eprintid,eprint_status,status_changed,subjects,abstract,title,rev_number,metadata_visibility,volume,official_url,date_type,succeeds,place_of_pub,isbn,pages,book_title,pres_type,related_url,event_title,event_location,event_type,event_dates,contributors,corp_creators
10,article,['FKIP16'],jurnal ekonomi dan bisnis,"[{'name': {'lineage': None, 'family': 'Rizqi', 'honourific': None, 'given': 'Fadhiel'}}, {'name': {'honourific': None, 'family': 'Erlina', 'lineage': None, 'given': 'Rufaidah'}}, {'name': {'family': 'Tedi', 'honourific': None, 'lineage': None, 'given': 'Rusman'}}]",1412-4467,disk0/00/04/35/58,2022-07-21 08:23:48,1000,2022-07-21 08:23:48,,,pub,"[{'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 43558, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/165503', 'pos': 1, 'format': 'text', 'files': [{'filesize': 286185, 'datasetid': 'document', 'filename': '19644-45668-1-PB.pdf', 'hash': '4fe906d2e7fe1c8c74ea7f976f1aa4ae', 'mtime': '2022-07-21 05:52:36', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 475292, 'uri': 'http://repository.lppm.unila.ac.id/id/file/475292', 'objectid': 165503}], 'main': '19644-45668-1-PB.pdf', 'docid': 165503}]",,public,http://repository.lppm.unila.ac.id/id/eprint/43558,TRUE,43558,archive,2022-07-21 08:23:48,['HB'],"Penilitian ini bertujuan untuk mengetahui pengaruh budaya organisasi, komunikasi, motivasi, dan knowledge sharing terhadap kinerja pegawai Otoritas Jasa Keuangan (OJK) Lampung. Metode yang digunakan dalam penelitian ini adalah metode deskriptif verifikatif dengan pendekatan ex post facto and survey. Populasi dalam penelitian ini berjumlah 52 responden. Sampel yang diperoleh berjumlah 34 responden. Pengumpulan data menggunakan angket/ kuisioner. Pengujian hipotesis secara parsial uji T dan secara simultan uji F. Berdasarkan analisis data menunjukan kinerja pegawai Otoritas Jasa Keuangan (OJK) Lampung dipengaruhi budaya organisasi, komunikasi, motivasi, dan knowledge
sharing sebesar 93,3%.","PENGARUH BUDAYA ORGANISASI, KOMUNIKASI, MOTIVASI DAN KNOWLEDGE SHARING TERHADAP KINERJA PEGAWAI OTORITAS JASA KEUANGAN LAMPUNG",11,show,,,published,,,,,,,,,,,,"[{'name': {'given': 'Yoga', 'family': 'Rizqi Fadhiel Pamula', 'honourific': None, 'lineage': None}, 'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'name': {'honourific': None, 'family': 'Erlina', 'lineage': None, 'given': 'Rufaidah'}}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'name': {'honourific': None, 'family': 'Tedi', 'lineage': None, 'given': 'Rusman'}}]","['Rizqi Fadhiel Pamula Yoga', 'Erlina Rufaidah', 'Tedi Rusman']"
11,article,['FKIP16'],MENUMBUHKAN MINAT BERWIRAUSAHA MELALUI TEKNOLOGI DIGITAL PADA PEMBELAJARAN KEWIRAUSAHAAN MAHASISWA DI ERA INDUSTRI 4.0,"[{'name': {'given': 'Suroto', 'family': 'Suroto', 'honourific': None, 'lineage': None}, 'id': 'suroto.1993@fkip.unila.ac.id'}]",,disk0/00/02/14/54,2020-06-02 04:59:03,2431,2020-06-02 04:59:03,,,pub,"[{'content': 'published', 'language': 'en', 'mime_type': 'application/pdf', 'security': 'public', 'placement': 3, 'eprintid': 21454, 'rev_number': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/34859', 'format': 'text', 'pos': 3, 'files': [{'objectid': 34859, 'uri': 'http://repository.lppm.unila.ac.id/id/file/199171', 'fileid': 199171, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2020-06-02 04:24:51', 'filename': '19903-45876-1-PB (1).pdf', 'hash': '2de919902840e0b030c5a9e90a494aaf', 'datasetid': 'document', 'filesize': 299853}], 'main': '19903-45876-1-PB (1).pdf', 'docid': 34859}]",,public,http://repository.lppm.unila.ac.id/id/eprint/21454,TRUE,21454,archive,2020-06-02 04:59:03,['L1'],"Menumbuhkan minat berwirausaha mahasiswa dianggap suatu hal yang sangat penting.
Mahasiswa diharapkan dapat memiliki keterampilan, sikap percaya diri, berani menghadapi
resiko dan berkualitas serta siap menghadapi perubahan seperti era industry 4.0. Penelitian ini
bertujuan untuk menumbuhkan minat berwirausaha mahasiswa melalui pemanfaatan
teknologi digital pada pembelajaran kewirausahaan. Penelitian ini merupakan jenis penelitian
eksperimen dengan menggunakan metode kuantitatif. Teknik analisis data yang digunakan
pada penelitian ini adalah paired sample t-test. Hasil penelitian menunjukkan nilai thitung
5.209 > ttabel 2.010, sehingga Ho ditolak dan Ha diterima. Dengan demikian, dapat
disimpulkan bahwa terdapat perbedaan minat berwirausaha mahasiswa sesudah pemanfaatan
teknologi digital dalam pembelajaran kewirausahaan. Dengan demikian pembelajaran
kewirausahaan melalui pemanfaatan teknologi digital mampu untuk meningkatkan minat
berwirausaha mahasiswa.","MENUMBUHKAN MINAT BERWIRAUSAHA MELALUI TEKNOLOGI DIGITAL
PADA PEMBELAJARAN KEWIRAUSAHAAN MAHASISWA
DI ERA INDUSTRI 4.0",13,show,,,,,,,,,,,,,,,,
12,conference_item,['FKIP16'],,"[{'id': 'suroto.1993@fkip.unila.ac.id', 'name': {'given': 'Suroto', 'honourific': None, 'family': 'Suroto', 'lineage': None}}]",,disk0_bak/00/04/86/86,2023-03-01 07:45:58,2431,2023-03-01 07:45:58,,,pub,"[{'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 48686, 'rev_number': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/188056', 'format': 'text', 'pos': 1, 'files': [{'objectid': 188056, 'uri': 'http://repository.lppm.unila.ac.id/id/file/530624', 'fileid': 530624, 'mime_type': 'application/pdf', 'mtime': '2023-03-01 05:08:06', 'hash_type': 'MD5', 'hash': 'dc718712518b440c25a28f066e955a4a', 'filename': '125968300.pdf', 'datasetid': 'document', 'filesize': 263110}], 'main': '125968300.pdf', 'docid': 188056}]",,public,http://repository.lppm.unila.ac.id/id/eprint/48686,TRUE,48686,archive,2023-03-01 07:45:58,['L1'],"Vocational High School (SMK) graduates should find it easier to find work. This is because the skills and abilities of students are prioritized when studying at SMK. However, when viewed from the last level of education, unemployment in Indonesia is dominated by SMK graduates. This phenomenon shows that learning in SMK must be corrected immediately. This study aims to provide an overview of multimedia learning in improving the business presentation competence of vocational students. This study uses a literature study related to multimedia business presentations from several online research sources. Research reveals that multimedia that is designed according to the criteria of need can be effective in increasing the competence of business presentations. Making multimedia learning should be based on two strategic principles, namely giving control to students and giving visual cues.",Multimedia for Improving Competency of Business Presentations: A Brief Literature Review,8,show,,,,,,,,,paper,,Proceedings of the Universitas Lampung International Conference on Social Sciences,,conference,,,
13,article,['FKIP16'],Lentera: Jurnal Ilmiah Kependidikan,"[{'name': {'given': 'Suroto', 'lineage': None, 'honourific': None, 'family': 'Suroto'}, 'id': 'suroto.1993@fkip.unila.ac.id'}]",,disk0_bak/00/04/86/87,2023-03-01 07:45:59,2431,2023-03-01 07:45:59,,,pub,"[{'main': '12+Fredi+Irawan-suroto-1813031038 (1).pdf', 'docid': 188058, 'files': [{'objectid': 188058, 'uri': 'http://repository.lppm.unila.ac.id/id/file/530636', 'mime_type': 'application/pdf', 'fileid': 530636, 'hash': 'c383bb670d8fb1b91682b6ec6f43a447', 'filename': '12+Fredi+Irawan-suroto-1813031038 (1).pdf', 'hash_type': 'MD5', 'mtime': '2023-03-01 05:15:19', 'datasetid': 'document', 'filesize': 261658}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/188058', 'eprintid': 48687, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en'}]",,public,http://repository.lppm.unila.ac.id/id/eprint/48687,TRUE,48687,archive,2023-03-01 07:45:59,['L1'],"The Faculty of Teacher Training and Education, University of Lampung is one of the faculties that produces student output as teachers. Students must have an interest in becoming a teacher when they have graduated from the Faculty of Teacher Training and Education, University of Lampung. Therefore, this study aims to determine the effect of Perceptions of the Teaching Campus Program (KM), Family Environment, and Family Economic Conditions on interest in becoming a teacher in FKIP students at the University of Lampung. This research was conducted using a survey method with a quantitative approach. The total population in this study was 112 students. The sampling technique used is simple random sampling, which is 88 samples. The data were tested using partial analysis (t test) and simultaneously (f test). The results of the research hypothesis indicate that there is a partial and simultaneous influence on the perception of campus teaching programs, family environment and family economic conditions on interest in becoming a teacher in FKIP students at the University of Lampung. The results of this study are expected to be a reference in learning, especially to increase interest in becoming a teacher for FKIP students at the University of Lampung.","Pengaruh Persepsi Kampus Program Mengajar, Lingkungan Keluarga, dan Kondisi Ekonomi Keluarga terhadap Minat Menjadi Guru",7,show,,,,,,,,,,,,,,,,
14,conference_item,['FKIP16'],,"[{'id': 'suroto.1993@fkip.unila.ac.id', 'name': {'given': 'Suroto', 'family': 'Suroto', 'honourific': None, 'lineage': None}}, {'id': 'fanni.rahmawati93@fkip.unila.ac.id', 'name': {'given': 'Fanni', 'lineage': None, 'family': 'Rahmawati', 'honourific': None}}, {'id': 'ikomang.winatha@fkip.unila.ac.id', 'name': {'given': 'I Komang', 'family': 'Winatha', 'honourific': None, 'lineage': None}}]",,disk0_bak/00/04/86/80,2023-03-01 07:45:43,2431,2023-03-01 07:45:43,,,pub,"[{'docid': 188038, 'main': '125968258.pdf', 'files': [{'objectid': 188038, 'uri': 'http://repository.lppm.unila.ac.id/id/file/530561', 'datasetid': 'document', 'filesize': 476333, 'fileid': 530561, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2023-03-01 04:48:30', 'filename': '125968258.pdf', 'hash': '453e0f6fb797b59685f0ec01f2405707'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/188038', 'rev_number': 2, 'eprintid': 48680, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en'}]",,public,http://repository.lppm.unila.ac.id/id/eprint/48680,TRUE,48680,archive,2023-03-01 07:45:43,['L1'],"Online lectures are often identified with the number of assignments given to students, resulting in an ineffective lecture process. The obstacle often complained about is online learning by teachers only by providing material on online/virtual tolls without paying attention to Self-Directed Learning. This article aims to understand students’ Self-Directed Learning, especially with Virtual Learning and Flipped Classrooms. This article uses literary study methods related to Virtual and Flipped Classrooms to help students improve their ability to diagnose learning needs, formulate goals, identify learning materials and references, and implement strategies and evaluate learning outcomes.",Building Student Self-Directed Learning Through Virtual and Flipped Classroom,9,show,,https://www.atlantis-press.com/proceedings/ulicoss-21/125968258,,,,,,,paper,,Proceedings of the Universitas Lampung International Conference on Social Sciences (ULICoSS,Bandar Lampung,conference,,,
15,conference_item,['FKIP16'],,"[{'id': 'suroto.1993@fkip.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Suroto', 'given': 'Suroto'}}, {'id': 'yusuf.perdana@fkip.unila.ac.id', 'name': {'honourific': None, 'family': 'Yusuf Perdana', 'lineage': None, 'given': 'Yusuf Perdana'}}, {'id': 'sumargono.1988@fkip.unila.ac.id', 'name': {'given': 'Sumargono', 'honourific': None, 'family': 'Sumargono', 'lineage': None}}]",,disk0/00/03/10/66,2021-05-28 01:00:33,2431,2021-05-28 01:00:33,,,pub,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 31066, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/140279', 'docid': 140279, 'main': 'Article 119_3452144.3453775.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/368328', 'objectid': 140279, 'filesize': 167368, 'datasetid': 'document', 'filename': 'Article 119_3452144.3453775.pdf', 'hash': '0a7298a4b68798fd076c48246a66a408', 'mtime': '2021-05-27 13:52:14', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 368328}]}]",,public,http://repository.lppm.unila.ac.id/id/eprint/31066,TRUE,31066,archive,2021-05-28 01:00:33,['L1'],"This study attempts to identify the characteristics and design of learning media needed to improve the competency of business presentations of vocational students. The research was conducted on class X students at the Vocational School of Marketing, Surakarta City. A qualitative method with a descriptive approach was employed in this study. Data collection was undertaken through observation, interviews, literature study, and documentation. Besides, data were analyzed through data reduction, data presentation, and concluding. The validity of the data analysis technique used source triangulation. The results of this study reveal the character and media design that can support the improvement of vocational students' business presentations, including explanatory, manipulative, interactive, supporting learning materials, easy to use, and can foster student interest in learning. All of the characteristics of the learning media should be designed into a single unit of media or commonly known as multimedia.",Character and Design of Education Learning Competence Business Presentation of Vocational School Students,7,show,,,,,,,,,paper,,ICLIQE,,conference,,,
16,conference_item,['FKIP16'],,"[{'name': {'given': 'Suroto', 'lineage': None, 'honourific': None, 'family': 'Suroto'}, 'id': 'suroto.1993@fkip.unila.ac.id'}, {'name': {'given': 'I Komang', 'honourific': None, 'family': 'winatha', 'lineage': None}, 'id': 'ikomang.winatha@fkip.unila.ac.id'}, {'name': {'honourific': None, 'family': 'Maydiantoro', 'lineage': None, 'given': 'Albet'}, 'id': 'albet.maydiantoro@fkip.unila.ac.id'}, {'id': 'fanni.rahmawati93@fkip.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Rahmawati', 'given': 'Fanni'}}]",,disk0/00/03/10/67,2021-05-28 01:00:36,2431,2021-05-28 01:00:36,,,pub,"[{'files': [{'mime_type': 'application/pdf', 'fileid': 368336, 'filename': 'Article 120_3452144.3452263.pdf', 'hash': '01afec043ff74df1c569ba6898d92bde', 'mtime': '2021-05-27 13:55:10', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 183240, 'objectid': 140281, 'uri': 'http://repository.lppm.unila.ac.id/id/file/368336'}], 'main': 'Article 120_3452144.3452263.pdf', 'docid': 140281, 'uri': 'http://repository.lppm.unila.ac.id/id/document/140281', 'rev_number': 1, 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 31067, 'mime_type': 'application/pdf', 'language': 'en'}]",,public,http://repository.lppm.unila.ac.id/id/eprint/31067,TRUE,31067,archive,2021-05-28 01:00:36,['L1'],"This study points out to analyze the learning problems faced by repatriation students in Lampung Province. Repatriation students are children of Indonesian Workers (TKI) who come from Malaysia. They have the same rights as other Indonesian children. In general, due to differences in learning places, they face many obstacles in the learning process. Therefore, further research is needed regarding the problems faced by repatriation students, especially in Lampung Province. A Qualitative descriptive approach was employed in this research. Related to data collection techniques, observation, interviews, literature study, and documentation were conducted. Data were analyzed through data reduction, data presentation, and concluding. The validity of the data analysis technique performed source triangulation. This study shows that repatriated students experience several learning constraints including language, customs, culture, food, relationships, and ways of learning. Therefore, educators are expected to provide special treatment so that learning objectives can be achieved optimally.",Problem Learning Repatriation Students In The Lampung Province,7,show,,,,,,,,,paper,,ICLIQE,,conference,,,
17,article,['FKIP16'],Jurnal Pengembangan Profesi Pendidik Indonesia,"[{'id': None, 'name': {'honourific': None, 'family': 'Virginia', 'lineage': None, 'given': 'Salsabila'}}, {'name': {'given': 'yon', 'family': 'rizal', 'honourific': None, 'lineage': None}, 'id': 'yon.rizal@fkip.unila.ac.id'}, {'id': 'albet.maydiantoro@fkip.unila.ac.id', 'name': {'honourific': None, 'family': 'Maydiantoro', 'lineage': None, 'given': 'Albet'}}]",2776-303X,disk0/00/03/09/64,2021-06-02 01:03:48,1109,2021-06-02 01:03:48,26-32,1.0,pub,"[{'language': 'en', 'mime_type': 'application/pdf', 'security': 'public', 'placement': 1, 'eprintid': 30964, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/139832', 'format': 'text', 'pos': 1, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/367325', 'objectid': 139832, 'filesize': 175476, 'datasetid': 'document', 'mtime': '2021-05-27 03:05:40', 'hash_type': 'MD5', 'hash': '21d930684029260fb81d816781d4891c', 'filename': 'artikel anisa-albet.pdf', 'fileid': 367325, 'mime_type': 'application/pdf'}], 'main': 'artikel anisa-albet.pdf', 'docid': 139832}]",Program Studi Pendidikan Profesi Guru FKIP Unila,public,http://repository.lppm.unila.ac.id/id/eprint/30964,TRUE,30964,archive,2021-06-02 01:03:48,['L1'],"Penelitian ini bertujuan untuk mengetahui pengaruh minat dan kesiapan belajar terhadap hasil belajar siswa pada mata pelajaran IPS Terpadu kelas VIII di SMP Negeri 31 Bandar Lampung. Metode dalam penelitian ini menggunakan deskriptif verifikatif dengan pendekatan survei dengan populasi 275 responden. Sampel penelitian ditentukan dengan menggunakan teknik sampling yaitu sampel probabilitas dengan simple random sampling dengan jumlah 73 responden. Data yang dikumpulkan melalui kuesioner diolah dengan menggunakan SPSS. Pengujian hipotesis parsial uji t dan uji F secara simultan. Hasil penelitian ini menunjukkan bahwa terdapat pengaruh minat belajar dan kesiapan belajar terhadap hasil belajar siswa kelas VIII IPS Terpadu di SMP Negeri 31 Bandar Lampung. Berdasarkan analisis data diperoleh Fhitung 1482,634> Ftabel 3,13 dengan tingkat determinasi 0,977 yang artinya hasil belajar dipengaruhi oleh minat belajar dan kesiapan belajar sebesar 97,7% dan sisanya 2,3% dipengaruhi oleh variabel lain yang tidak diteliti dalam penelitian ini.",Pengaruh Minat dan Kesiapan Belajar terhadap Hasil Belajar Siswa Pada Mata Pelajaran IPS Terpadu Kelas VIII di SMP Negeri 31 Bandar Lampung,6,show,1.0,http://jurnal.fkip.unila.ac.id/index.php/JPPPI/article/view/22304,,,,,,,,,,,,,,
18,article,['FKIP16'],"Efikasi Diri, Lingkungan Keluarga dan Kebebasan Dalam Bekerja dan Pengaruhnya Terhadap Minat Berwirausaha Mahasiswa","[{'name': {'lineage': None, 'honourific': None, 'family': 'Winatha', 'given': 'I Komang'}, 'id': 'ikomang.winatha@fkip.unila.ac.id'}, {'id': 'suroto.1993@fkip.unila.ac.id', 'name': {'family': 'Suroto', 'honourific': None, 'lineage': None, 'given': 'Suroto'}}]",ISSN: 2621-5098 (Online)  ISSN: 2355-1038 (Print),disk0_bak/00/04/86/77,2023-03-01 07:45:32,2431,2023-03-01 07:45:32,17-23,1.0,pub,"[{'docid': 188033, 'main': '3196-11599-1-PB.pdf', 'files': [{'mime_type': 'application/pdf', 'fileid': 530539, 'hash': 'e729834d14c7dc38a0522b2b725b2fdd', 'filename': '3196-11599-1-PB.pdf', 'hash_type': 'MD5', 'mtime': '2023-03-01 04:37:21', 'datasetid': 'document', 'filesize': 572588, 'objectid': 188033, 'uri': 'http://repository.lppm.unila.ac.id/id/file/530539'}], 'pos': 1, 'format': 'text', 'rev_number': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/188033', 'eprintid': 48677, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf'}]",FEB Universitas Muhammadiyah Pontianak,public,http://repository.lppm.unila.ac.id/id/eprint/48677,TRUE,48677,archive,2023-03-01 07:45:32,['L1'],"Penelitian ini bertujuan untuk mengetahui pengaruh efikasi diri, lingkungan keluarga dan kebebasan dalam bekerja terhadap minat berwirausaha pada mahasiswa Pendidikan Ekonomi. Metode dalam penelitian ini menggunakan deskriptif verifikatif dengan pendekatan ex post facto dan survey. Populasi dalam penelitiaan ini adalah mahasiswa aktif Pendidikan Ekonomi angkatan 2017-2020. Jumlah sampel pada penelitian ini berjumlah 73 orang mahasiswa dengan teknik pengambilan sampel nonprobability sampling dengan menggunakan purposive sampling. Pengumpulan data menggunakan angket/kuesioner. Pengujian hipotesis dilakukan dengan uji t dan F serta diolah dengan program SPSS. Hasil analisis menunjukkan bahwa ada pengaruh efikasi diri, lingkungan keluarga dan kebebasan dalam bekerja terhadap minat berwirausaha pada mahasiswa Pendidikan Ekonomi dengan kadar determinasi sebesar 0,523 atau 52,3% minat berwirausaha dipengaruhi oleh efikasi diri, lingkungan keluarga dan kebebasan dalam bekerja, sisanya yaitu sebesar 47,7% dipengaruhi oleh faktor lain.","Efikasi Diri, Lingkungan Keluarga dan Kebebasan Dalam Bekerja dan Pengaruhnya Terhadap Minat Berwirausaha Mahasiswa",7,show,9.0,https://openjurnal.unmuhpnk.ac.id/index.php/jp/article/view/3196,,,,,,,,,,,,,,
19,conference_item,['FKIP16'],,"[{'id': 'ikomang.winatha@fkip.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Winatha', 'given': 'I Komang'}}, {'id': 'suroto.1993@fkip.unila.ac.id', 'name': {'honourific': None, 'family': 'Suroto', 'lineage': None, 'given': 'Suroto'}}, {'id': 'fanni.rahmawati93@fkip.unila.ac.id', 'name': {'given': 'Fanni', 'lineage': None, 'family': 'Rahmawati', 'honourific': None}}]",,disk0_bak/00/04/86/85,2023-03-01 07:45:52,2431,2023-03-01 07:45:52,,,pub,"[{'security': 'public', 'placement': 11, 'eprintid': 48685, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/530603', 'objectid': 188055, 'filesize': 324564, 'datasetid': 'document', 'hash': '0b8944f72b7481b25b6e27d877285098', 'filename': '125968237 (6).pdf', 'mtime': '2023-03-01 05:00:31', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 530603}], 'main': '125968237 (6).pdf', 'docid': 188055, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/188055', 'format': 'text', 'pos': 11}]",,public,http://repository.lppm.unila.ac.id/id/eprint/48685,TRUE,48685,archive,2023-03-01 07:45:52,['L1'],"The level of student literacy skills greatly influences student ability. Literacy skills are considered very important because students are deemed to have good knowledge and skills. Utilizing academic literacy will invite many positive impacts in learning activities. However, if students do not have academic literacy skills, they will be left behind. This article aims to reveal the importance of academic literacy and video, websites, and peer guidance in improving student academic literacy. This article was written using the literature study method related to videos, websites, and peer tutors in enhancing students’ literacy. In the end, this article reveals that the proper and correct use of videos, websites, and peer tutors can influence students in utilizing literacy sources for various purposes.",Video Website and Peer Tutoring to Improve Student Academic Literacy Skills,13,show,,,,,,,,,paper,,Proceedings of the Universitas Lampung International Conference on Social Sciences,,conference,,,
20,conference_item,['FKIP16'],,"[{'name': {'lineage': None, 'honourific': None, 'family': 'Yusuf Perdana', 'given': 'Yusuf Perdana'}, 'id': 'yusuf.perdana@fkip.unila.ac.id'}, {'name': {'family': 'Suroto', 'honourific': None, 'lineage': None, 'given': 'Suroto'}, 'id': 'suroto.1993@fkip.unila.ac.id'}, {'name': {'given': 'Sumargono', 'lineage': None, 'family': 'Sumargono', 'honourific': None}, 'id': 'sumargono.1988@fkip.unila.ac.id'}]",,disk0/00/03/10/65,2021-05-28 01:00:30,2431,2021-05-28 01:00:30,,,pub,"[{'docid': 140278, 'main': 'Article 144_3452144.3452286.pdf', 'files': [{'objectid': 140278, 'uri': 'http://repository.lppm.unila.ac.id/id/file/368321', 'fileid': 368321, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2021-05-27 13:46:26', 'hash': 'b2876e19b6aafae7f508c6adebb3b3aa', 'filename': 'Article 144_3452144.3452286.pdf', 'datasetid': 'document', 'filesize': 206776}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/140278', 'eprintid': 31065, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf'}]",,public,http://repository.lppm.unila.ac.id/id/eprint/31065,TRUE,31065,archive,2021-05-28 01:00:30,['L1'],"This study examines the existence of co-19 pandemic learning guidance institutions as well as its socio-economic impact. Various formal and non-formal institutions including their routines are forced to conduct face-to-face learning and they are directed towards online learning. The implementation of online learning itself can not be undertaken optimally due to several things such as inadequate networking until teachers who are not ready for the technology. The impact of the Covid-19 Pandemic was not only affected in formal education, but a great effect was also gotten by non-formal education such as tutoring institutions. Due to the importance of learning guidance on student achievement, the existence of institutional education and guidance on learning must always be a concern. A qualitative method with a descriptive approach was employed in this research. Data collection was undertaken through observation, interviews, literature study, concluding. The validity of the data analysis and documentation. Data were analyzed through data reduction, data presentation, and concluding. The validity of the data analysis technique used source triangulation. The results indicated that the existence of a tutoring institution in the city of Bandar Lampung tended to delay because of the increasing demand for online learning. The pandemic period participated in providing socio-economic impacts for tutoring institutions in the city of Bandar Lampung, including reduced income because of the small number of registrants, as well as additional costs for meeting facilities in online learning. Some of these impacts are quite influential in the existence of tutoring institutions in Bandar Lampung during the Covid-19 Pandemic Period.",Existence of Covid-19 Pandemic Learning Institution In Bandar Lampung City,7,show,,https://doi.org/10.1145/3452144.3452286,published,,,,,,paper,,ICLIQE,,conference,,,
21,article,['FKIP16'],"Pekobis : Jurnal Pendidikan, Ekonomi, dan Bisnis","[{'name': {'given': 'novita', 'honourific': None, 'family': 'sari', 'lineage': None}, 'id': None}, {'name': {'given': 'Tedi', 'family': 'Rusman', 'honourific': None, 'lineage': None}, 'id': 'tedi.rusman@fkip.unila.ac.id'}, {'id': 'yon.rizal@fkip.unila.ac.id', 'name': {'given': 'yon', 'lineage': None, 'family': 'rizal', 'honourific': None}}, {'name': {'honourific': None, 'family': 'Suroto', 'lineage': None, 'given': 'Suroto'}, 'id': 'suroto.1993@fkip.unila.ac.id'}]",,disk0/00/03/10/70,2021-05-28 01:00:40,2431,2021-05-28 01:00:40,,,pub,"[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 31070, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/140304', 'rev_number': 1, 'main': '9479-20832-1-SM.pdf', 'docid': 140304, 'files': [{'objectid': 140304, 'uri': 'http://repository.lppm.unila.ac.id/id/file/368376', 'datasetid': 'document', 'filesize': 334360, 'fileid': 368376, 'mime_type': 'application/pdf', 'mtime': '2021-05-27 14:30:23', 'hash_type': 'MD5', 'filename': '9479-20832-1-SM.pdf', 'hash': '50369916cf37ff8a2720ede8f364f38a'}]}]",,public,http://repository.lppm.unila.ac.id/id/eprint/31070,TRUE,31070,archive,2021-05-28 01:00:40,['L1'],"Penelitian ini bertujuan untuk menganalisis perbedaan hasil belajar dan interaksi siswa yang menggunakan model pembelajaran kooperatif tipe Course Review Horay (CRH) dan Make A Match. Adapun penggunaan kedua model tersebut juga diteliti dengan memperhatikan motivasi belajar siswa. Metode yang diterapkan dalam penelitian ini adalah metode Quasi Eksperiment dengan desain treatment by level. Data dikumpulkan dengan cara observasi, angket, tes, dan dokumentasi. Teknik analisis data menggunakan t-test Independen Dua Sampel dan Analisis Varian Dua Jalan (ANOVA). Penelitian ini dilakukaan di SMPN 2 Tulang Bawang Tengah yang memiliki populasi 6 (enam) kelas dengan sejumlah 188 siswa dan diambil sampel 2 (dua) kelas sebanyak 63 siswa yang di tentukkan melalui teknik Cluster Random Sampling. Penelitian ini menunjukkan terdapat perbedaan hasil belajar siswa yang menggunakan model pembelajaran CRH dan Make A Match dengan nilai Fhitung > Ftabel atau 33,687 > 3,14, model pembelajaran CRH lebih efektif daripada Make A Match pada siswa baik yang memiliki motivasi belajar tinggi (thitung > ttabel atau 2,943 > 2,109), sedang (Thitung > Ttabel atau 2,389 > 2,063) dan rendah (Thiting > Ttabel atau 4,525 > 2,119), serta terdapat interaksi antara model pembelajaran yang diterapkan dengan motivasi belajar siswa pada mata pelajaran IPS Terpadu yang ditunjukkan oleh Fhiting > Ftabel atau 4,316 > 3,16.",HASIL BELAJAR MENGGUNAKAN CRH DAN MAKE A MATCH DENGAN MEMPERHATIKAN MOTIVASI BELAJAR SISWA,6,show,,http://openjournal.unpam.ac.id/index.php/Pekobis/article/view/9479,published,,,,,,,,,,,,,
