,creators,dir,date,type,divisions,funders,pres_type,documents,contributors,ispublished,refereed,uri,full_text_status,userid,lastmod,datestamp,event_location,eprintid,event_title,date_type,event_dates,title,metadata_visibility,rev_number,event_type,eprint_status,status_changed,abstract,subjects,pagerange,publisher,publication,issn,volume,id_number,pages,patent_applicant,official_url,place_of_pub,related_url,referencetext,contact_email,keywords,number,succeeds,corp_creators
52,"[{'id': None, 'name': {'given': 'Umy', 'lineage': None, 'honourific': None, 'family': 'Mayasari'}}, {'name': {'lineage': None, 'honourific': None, 'family': 'Dewi', 'given': 'Bainah Sari'}, 'id': None}, {'id': 'lusmelia.afriani@eng.unila.ac.id', 'name': {'family': 'Afriani', 'honourific': None, 'lineage': None, 'given': 'Lusmeilia'}}, {'name': {'lineage': None, 'family': 'Harianto', 'honourific': None, 'given': 'Sugeng P.'}, 'id': None}]",disk0/00/03/83/86,2019-04-25 00:00:00.000000000,other,['FT4'],,,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 38386, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/159482', 'main': 'Plagiarisme_Prosiding Tidak Terindeks (17)_Karakteristik Tanah Terhadap Habitat Dung Beetle Yang Berperan Sebagai Penyebar Biji.pdf', 'docid': 159482, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/435121', 'objectid': 159482, 'filesize': 1398495, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2022-01-26 05:38:52', 'filename': 'Plagiarisme_Prosiding Tidak Terindeks (17)_Karakteristik Tanah Terhadap Habitat Dung Beetle Yang Berperan Sebagai Penyebar Biji.pdf', 'hash': '3f1a4c66cbd22c288721b51c9c2f1c6e', 'fileid': 435121, 'mime_type': 'application/pdf'}]}]",,pub,,http://repository.lppm.unila.ac.id/id/eprint/38386,public,808,2022-01-26 06:19:11,2022-01-26 06:19:11,,38386,,published,,Karakteristik Tanah Terhadap Habitat Dung Beetle Yang Berperan Sebagai Penyebar Biji,show,7,,archive,2022-01-26 06:19:11,Similarity Cek,['TA'],,Seminar Nasional (Sem Bio) UIN Sunan Gunung Jati,,,,,,,,,,,,,,,
53,"[{'id': 'chatarinaniken@yahoo.com', 'name': {'lineage': None, 'family': 'Niken', 'honourific': None, 'given': 'Chatarina'}}, {'id': None, 'name': {'family': 'Heriyanto', 'honourific': None, 'lineage': None, 'given': 'Ahmad'}}, {'name': {'honourific': None, 'family': 'Sulistyorini', 'lineage': None, 'given': 'Rahayu'}, 'id': 'sulistyorini.smd@gmail.com'}, {'id': 'muhammad.karami@eng.unila.ac.id', 'name': {'honourific': None, 'family': 'Karami', 'lineage': None, 'given': 'Muhammad'}}, {'id': 'aleksander.purba@eng.unila.ac.id', 'name': {'given': 'Aleksander', 'lineage': None, 'family': 'Purba', 'honourific': None}}]",disk0/00/01/67/78,2019-09-25 00:00:00.000000000,conference_item,['FT4'],,paper,"[{'docid': 29852, 'main': 'Niken dkk-Lubang FP.docx', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/142615', 'objectid': 29852, 'filesize': 13738272, 'datasetid': 'document', 'hash': '74ca88ab5730af4904019794b2cddc41', 'filename': 'Niken dkk-Lubang FP.docx', 'mtime': '2019-11-17 12:30:34', 'hash_type': 'MD5', 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'fileid': 142615}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/29852', 'eprintid': 16778, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document'}]",,inpress,TRUE,http://repository.lppm.unila.ac.id/id/eprint/16778,public,1015,2019-11-18 07:22:24,2019-11-18 07:22:24,Bandar Lampung,16778,SINTA 2019,published,25 September 2019,Penggunaan IRI dan SDI dalam menentukan perbaikan cacat lubang pada perkerasan lentur di daerah tropis dengan curah hujan tinggi,show,9,conference,archive,2019-11-18 07:22:24,"Cuaca panas di daerah tropis menyebabkan aspal melunak. Dengan bekerjanya beban trafik perkerasan lentur akan berdeformasi. Ketidakmampuan permukaan perkerasan kaku dalam menahan deformasi akan muncul sebagai retak. Retak ini menjadi pintu masuk bagi air hujan. Aksi air hujan ini akan mengikis ikatan antar partikel sehingga timbul desintegrasi yang muncul sebagai lubang. Pertumbuhan lubang berlangsung sangat cepat pada daerah dengan curah hujan tinggi sehingga harus ditangani dengan segera. Jenis penanganan biasanya tergantung dari besaran IRI dan SDI. Penelitian ini dilakukan pada ruas jalan Simpang Penawar- Aji Baru sepanjang 20.300m. Hasil penelitian menunjukkan bahwa terdapat perbedaan kategori kerusakan jalan antara IRI dan SDI. Menurut IRI 92.3% jalan yang berlubang termasuk kategori kurang baik dan 7.7% masuk kategori cukup baik. Sedangkan menurut SDI 19.2% baik, 38.5% cukup baik, dan 42.3% buruk. Kategori kurang baik menurut SDI justru tidak ada. Perbaikan akan lubang lebih tepat didasarkan pada pengamatan lapangan daripada IRI dan SDI",['TE'],,,,,,,,,,,,,,,,,
54,"[{'name': {'given': 'Chatarina', 'honourific': None, 'family': 'Niken', 'lineage': None}, 'id': 'chatarinaniken@yahoo.com'}, {'name': {'given': 'Akhmad', 'honourific': None, 'family': 'Heriyanto', 'lineage': None}, 'id': None}, {'name': {'given': 'Rahayu', 'honourific': None, 'family': 'Sulistyorini', 'lineage': None}, 'id': 'sulistyorini.smd@gmail.com'}, {'id': 'muhammad.karami@eng.unila.ac.id', 'name': {'given': 'Muhammad', 'lineage': None, 'family': 'Karami', 'honourific': None}}, {'id': 'aleksander.purba@eng.unila.ac.id', 'name': {'honourific': None, 'family': 'Purba', 'lineage': None, 'given': 'Aleksander'}}]",disk0/00/01/67/63,2019-09-25 00:00:00.000000000,conference_item,['FT4'],,paper,"[{'language': 'en', 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'eprintid': 16763, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/29839', 'rev_number': 1, 'docid': 29839, 'main': 'Niken dkk-Sinta Hubungan SDI & IRI.docx', 'files': [{'filename': 'Niken dkk-Sinta Hubungan SDI & IRI.docx', 'hash': 'bf9107083c5021bfc4a3cfb44f69f546', 'hash_type': 'MD5', 'mtime': '2019-11-17 09:57:18', 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'fileid': 142529, 'filesize': 2780725, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/142529', 'objectid': 29839}]}]",,inpress,TRUE,http://repository.lppm.unila.ac.id/id/eprint/16763,public,1015,2019-11-18 07:22:20,2019-11-18 07:22:20,Emersia Hotel Lampung,16763,"Seminar Nasional Hasil Penelitian Sains, Teknik dan Aplikasi Industri (SINTA 2019)",published,25 September 2019,Hubungan SDI dan IRI pada perkerasan flexible studi kasus: Jalan Nasional Lampung Indonesia,show,9,conference,archive,2019-11-18 07:22:20,"Penelitian ini dilakukan di Indonesia daerah dengan curah hujan tinggi pada ruas jalan nasional di Lampung Indonesia sepanjang 23,000 m. Panjang jalan dibagi dalam ruas dimana panjang setiap ruas 100 m. Kecacatan jalan seperti retak, lubang, tambalan, amblas, dan kondisi hancur per segmen diamati dan diukur untuk mendapatkan nilai SDI. Analisis statistik digunakan untuk mendapatkan hubungan antara IRI dan SDI. Kerusakan dikategorikan sesuai NAASRA. Prosentase kategori jalan mantap dan tidak mantap metode IRI memiliki selisih 5% terhadap SDI sehingga dapat dipakai sebagai rujukan awal dalam menggambarkan kondisi jalan. Untuk rencana perbaikan selanjutnya sebaiknya didukung data SDI. Prosentase kategori jalan baik, cukup, kurang dan buruk menurut SDI merupakan refleksi dari IRI dengan kategori sama. Hubungan antara SDI dan IRI dinyatakan dalam bentuk rentang nilai IRI. SDI sangat dipengaruhi oleh kecacatan jalan berupa lubang yang mencapai 53.7% dari total panjang yang diamati",['TE'],,,,,,,,,,,,,,,,,
55,"[{'id': 'chatarinaniken@yahoo.com', 'name': {'given': 'Chatarina', 'honourific': None, 'family': 'Niken', 'lineage': None}}, {'name': {'family': 'Rainal', 'honourific': None, 'lineage': None, 'given': 'Rainal'}, 'id': None}, {'name': {'lineage': None, 'honourific': None, 'family': 'Karami', 'given': 'Muhammad'}, 'id': 'muhammad.karami@eng.unila.ac.id'}, {'name': {'given': 'Vera A.', 'family': 'Noorhidana', 'honourific': None, 'lineage': None}, 'id': 'vera.agustriana@eng.unila.ac.id'}]",disk0/00/01/67/74,2019-09-25 00:00:00.000000000,conference_item,['FT4'],,paper,"[{'security': 'public', 'placement': 1, 'eprintid': 16774, 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'language': 'en', 'files': [{'filesize': 2682465, 'datasetid': 'document', 'hash': '43ff1a7e1ef6d8c1268674eb6c0a9a2d', 'filename': 'Niken dkk-Kekesatan.docx', 'hash_type': 'MD5', 'mtime': '2019-11-17 12:09:37', 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'fileid': 142593, 'uri': 'http://repository.lppm.unila.ac.id/id/file/142593', 'objectid': 29848}], 'main': 'Niken dkk-Kekesatan.docx', 'docid': 29848, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/29848', 'format': 'text', 'pos': 1}]",,inpress,TRUE,http://repository.lppm.unila.ac.id/id/eprint/16774,public,1015,2019-11-18 07:22:22,2019-11-18 07:22:22,Bandar Lampung,16774,SINTA 2019,published,25 September 2019,Kekesatan perkerasan kaku pada jalan tol dengan retak melintang pertengahan jalan,show,8,conference,archive,2019-11-18 07:22:22,"Penelitian ini dilakukan pada ruas jalan tol Bakauheni-Sidomulyo Lampung sepanjang 30.000 km. Nilai kekesatan diukur sepanjang jalan tersebut sebelum jalan dipergunakan oleh umum. Pengukuran dilakukan dengan alat yang ditarik mobil sehingga dapat dilakukan dengan mudah dan cepat. Jenis kecacatan jalan diamati secara visual pada setiap segmen. Hubungan segmen dengan retak melintang pertengahan jalan dan nilai kekesatannya diperoleh. Dari hubungan tersebut dicari batasan apakah kekesatan yang ditinjau termasuk jalan utama atau berkecepatan tinggi, jalan dengan kategori sulit dan sangat sulit. Dengan memakai nilai kekesatan, pelaksana dapat dengan cepat dan mudah mengetahui segmen yang masuk kategori sulit dan sangat sulit. Segmen dengan retak melintang ganda memberikan kontribusi pada peningkatan nilai kekesatan dan dapat mengubah kategori jalan menjadi kategori sulit dan sangat sulit. Jalur terluar lebih rentan terhadap timbulnya retak ganda daripada jalur dalam. Dengan demikian, pelaksanaan pengecoran pada jalur luar memerlukan perhatian yang lebih tinggi dibanding jalur dalam",['TE'],,,,,,,,,,,,,,,,,
56,"[{'id': 'vera.agustriana@eng.unila.ac.id', 'name': {'honourific': None, 'family': 'Noorhidana', 'lineage': None, 'given': 'Vera A.'}}]",disk0/00/02/13/55,1970-01-01 00:00:00.000002019,article,['FT4'],,,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 21355, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/34755', 'docid': 34755, 'main': 'Noorhidana_2019_IOP_Conf._Ser.__Mater._Sci._Eng._669_012034.pdf', 'files': [{'filesize': 587503, 'datasetid': 'document', 'hash': '13126e9e2f4d74abc69d678dcd4fd760', 'filename': 'Noorhidana_2019_IOP_Conf._Ser.__Mater._Sci._Eng._669_012034.pdf', 'hash_type': 'MD5', 'mtime': '2020-06-01 07:22:47', 'mime_type': 'application/pdf', 'fileid': 198569, 'uri': 'http://repository.lppm.unila.ac.id/id/file/198569', 'objectid': 34755}]}]",,pub,TRUE,http://repository.lppm.unila.ac.id/id/eprint/21355,public,1032,2020-06-01 08:58:25,2020-06-01 08:58:25,,21355,,published,,Experimental study of precast concrete beam-to-column connection under sustained loading,show,7,,archive,2020-06-01 08:58:25,"The long-term behaviour of an exterior precast concrete beam-column (PCBC) connection has been investigated in this study.  The connection consists of a precast U-beam, precast column with corbel, and interlocking bars to connect the precast column and precast beam.  The specimen was tested under sustained loading for 120days. The crack propagation, the development of strain and the deflection of the beam was observed throughout the test.  The results show that the PCBC connection behaved in similar manner to correctly designed conventional reinforced concrete members under long-term loading.  Flexural cracks occurred within the plastic hinge region of the beam. No cracks occurred in the joint core and column. The long-term behaviour of the PCBC connection was influenced by shrinkage and creep.  The significant increase of deflection occurred in the first 15 days of testing, which is 37% of the total long-term deflection. The experimental long-term deflection has bigger value than the theoretical deflection evaluated using ACI 318-08.","['TA', 'TH']",1-7,IOP Publishing,IOP Conference Series: Materials Science and Engineering,1757-899X,669.0,doi:10.1088/1757-899X/669/1/012034,,,https://iopscience.iop.org/issue/1757-899X/669/1,,,,,,,,
57,"[{'name': {'honourific': None, 'family': 'Ofrial', 'lineage': None, 'given': 'Siti Anugrah M.P.'}, 'id': 'siti.ofrial@eng.unila.ac.id'}, {'name': {'given': 'Chatarina', 'lineage': None, 'family': 'Niken', 'honourific': None}, 'id': 'chatarinaniken@yahoo.com'}, {'name': {'lineage': None, 'honourific': None, 'family': 'Herianto', 'given': 'Dwi'}, 'id': 'dwyc@yahoo.com'}]",disk0/00/01/56/49,1970-01-01 00:00:00.000002019,conference_item,['FT4'],,paper,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 15649, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/28766', 'main': 'sinta2019-putriofrial.pdf', 'docid': 28766, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/134659', 'objectid': 28766, 'filesize': 201746, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2019-11-05 08:55:19', 'hash': 'f0cf5813fc8ee9217f3b843d2228d550', 'filename': 'sinta2019-putriofrial.pdf', 'fileid': 134659, 'mime_type': 'application/pdf'}]}]",[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],inpress,TRUE,http://repository.lppm.unila.ac.id/id/eprint/15649,public,2763,2019-11-08 10:31:17,2019-11-08 10:31:17,Bandar Lampung,15649,SINTA 2019,,25 September 2019,"Model Matematis Kualitas Udara Ambien di Pelabuhan (Studi
Kasus Pelabuhan Bakauheni Provinsi Lampung)",show,9,conference,archive,2019-11-08 10:31:17,"Tol Trans Sumatera Seksi 1 yaitu Ruas Bakauheni – Sidomulyo adalah gerbang tol terdekat dari
Pelabuhan Bakauheni memiliki panjang jalan 38 km merupakan salah satu penyumbang emisi CO yang
cukup besar diprovinsi lampung. CO adalah salah satu parameter pencemar udara yang memiliki
prosentase pencemaran tertinggi yang dihasilkan dari kegiatan transportasi di Provinsi Lampung. Fokus
dari penelitian ini adalah mengidentifikasi jarak aman pemukiman agar terhindar dari emisi CO dengan
membandingkan antara model matematis kualitas udara ambien yang dikembangkan oleh Tuner dengan
pengamatan langsung dilapangan. Kesimpulan dari penelitian ini adalah didapat hasil bahwa faktor emisi
untuk kendaran berbahan bakar bensin sebesar 25,2 g/kg dan solar sebesar 7,7 g/kg. Kemudian didapat
jarak minimum aman pemukiman dari emisi CO yang didapat berdasarkan hasil perhitungan dari analisis
lapangan kendaraan berbahan bakar bensin 92,76 meter dan kendaraan berbahan bakar solar sebesar
86,46 meter.","['TA', 'TD']",,,,,,,,,,,,,,,,,
58,"[{'name': {'lineage': None, 'family': 'Ofrial', 'honourific': None, 'given': 'Siti Anugrah M.P.'}, 'id': 'siti.ofrial@eng.unila.ac.id'}, {'name': {'family': 'Ofrial', 'honourific': None, 'lineage': None, 'given': 'Siti Anugrah M.P.'}, 'id': 'siti.ofrial@eng.unila.ac.id'}]",disk0/00/02/13/71,2019-10-25 00:00:00.000000000,article,['FT4'],,,"[{'docid': 34770, 'main': 'PROSIDING_SINTA_2019.pdf', 'files': [{'objectid': 34770, 'uri': 'http://repository.lppm.unila.ac.id/id/file/198653', 'mime_type': 'application/pdf', 'fileid': 198653, 'hash': 'ff89040e212d84db96ab280c9fadcd4f', 'filename': 'PROSIDING_SINTA_2019.pdf', 'hash_type': 'MD5', 'mtime': '2020-06-01 09:50:39', 'datasetid': 'document', 'filesize': 19374226}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/34770', 'eprintid': 21371, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en'}]",[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],pub,TRUE,http://repository.lppm.unila.ac.id/id/eprint/21371,public,2763,2020-06-01 10:29:13,2020-06-01 10:29:13,,21371,,published,,"PROSIDING SINTA 2020 .Model Matematis Kualitas Udara Ambien di Pelabuhan (Studi Kasus
Pelabuhan Bakauheni Provinsi Lampung)",show,9,,archive,2020-06-01 10:29:13,"Abstrak. Tol Trans Sumatera Seksi 1 yaitu Ruas Bakauheni – Sidomulyo adalah gerbang tol terdekat dari Pelabuhan
Bakauheni memiliki panjang jalan 38 km merupakan salah satu penyumbang emisi CO yang cukup besar diprovinsi
lampung.  CO adalah salah satu parameter pencemar udara yang memiliki prosentase pencemaran tertinggi yang
dihasilkan dari kegiatan transportasi di Provinsi Lampung. Fokus dari penelitian ini adalah mengidentifikasi jarak
aman pemukiman agar terhindar dari emisi CO dengan membandingkan antara model matematis kualitas udara
ambien yang dikembangkan oleh Tuner dengan pengamatan langsung dilapangan. Kesimpulan dari penelitian ini
adalah didapat hasil bahwa faktor emisi untuk kendaran berbahan bakar bensin sebesar 25,2 g/kg dan solar sebesar
7,7 g/kg. Kemudian didapat jarak minimum aman pemukiman dari emisi CO yang didapat berdasarkan hasil
perhitungan dari analisis lapangan kendaraan berbahan bakar bensin 92,76 meter dan kendaraan berbahan bakar
solar sebesar 86,46 meter.","['TA', 'TD', 'TF']",228-238,"Engineering Faculty, the University of Lampung",PROSIDING_SINTA_2019.,2655-2914,2.0,,,,http://sinta.eng.unila.ac.id/index.php/2020/03/23/prosiding-seminar-nasional-hasil-penelitian-sains-teknik-dan-aplikasi-industri-ft-unila-sinta-2019/,,,"Kementerian Perhubungan (2006), Kategori Indeks Tingkat Pelayanan Jalan, No. 14, Dinas Perhubungan,
Jakarta. 
Kementerian Perhubungan (2006), Manajemen dan Rekayasa Lalu Lintas di Jalan, No.14, Dinas
Perhubungan, Jakarta 
Mathew, Dr. Tom V (2012),  IIT Bombay, India
Morlok, (1991), Pengantar Teknik dan Perencanaan Transportasi, Erlangga, Jakarta.
Ofrial, (2016), Analisis Pengaruh Jumlah Kendaraan Pada Simpang Bersinyal Terhadap Emisi Polutan
Karbon Monoksida (CO) Sektor Transportasi (Studi Kasus simpang JL. Dr. Ir. Soekarno –
MERR dan Jl. Semolowaru, Surabaya), Surabaya
Pemerintah  Republik   Indonesia  (1999),  Pengendalian  Pencemaran   Udara,  No.  49, Pemerintah
Republik Indonesia, Jakarta.
Pradiphet, Padet (2009), Air Pollution Prevention Applications for the Transport Sector by Integrating
Urban Area Transport and Vehicle Emission Models with the Case Study of Bangkok, Thailand
,Chulalongkorn University,Thailand
Soedomo, 2001, M. Pencemaran Udara. Institut Teknilogi Bandung, Bandung
Tarigan, Abner, 2009, Estimasi Emisi Kendaraan Bermotor di Beberapa Ruas Jalan Kota Medan.
Universitas Sumatera Utara (Medan).
Wardhana, Wisnu Arya, 2004, Dampak Pencemaran Lingkungan, Edisi Revisi Andi, Yogyakarta.",,,,,
59,"[{'name': {'honourific': None, 'family': 'Prayogo', 'lineage': None, 'given': 'Tri B'}, 'id': 'tribudip@yahoo.com'}, {'name': {'lineage': None, 'family': 'Solichin', 'honourific': None, 'given': 'M.'}, 'id': None}, {'id': 'gatot89@yahoo.ca', 'name': {'given': 'Gatot E', 'lineage': None, 'honourific': None, 'family': 'Susilo'}}]",disk0/00/01/46/27,2019-01-01 00:00:00.000000000,article,['FT4'],,,"[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 14627, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/27726', 'docid': 27726, 'main': 'IJCIET Vol.10(1), 2019.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/126724', 'objectid': 27726, 'filesize': 306849, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2019-10-25 03:45:36', 'filename': 'IJCIET Vol.10(1), 2019.pdf', 'hash': 'd9db5e2876c4767ba20960d1a60cdbc1', 'fileid': 126724, 'mime_type': 'application/pdf'}]}]",,pub,TRUE,http://repository.lppm.unila.ac.id/id/eprint/14627,public,874,2019-11-04 02:56:40,2019-11-04 02:56:40,,14627,,published,,SITUATION ANALYSIS OF THE SIMPLE RECYCLE FACILITY ROLE IN SOLID WASTE MANAGEMENT,show,7,,archive,2019-11-04 02:56:40,"The simple recycle facility named TPST 3R Dadaprejo Mandiri was established at March 2016, located at the Dadaprejo Village, Batu Municipality, Indonesia. The facility was conducting the collecting the waste from the villager as the member of the waste management system and separate the waste to the valuable material and the residual of waste that transported to the landfill site. This facility was reduced around 60% of the waste that produced from the society. This facility was operated by the non-government, non-profit and self-financial organization that the committee member was came from the village society as the social activity. There were several constrain that faced when operating this facility. Constrains were came from the management of the facility; financial aspect; the society’s social and culture; and the municipality agency coordination. As the self-financial organization, this facility committee needs the supporting from the entire member of the society and the municipality government to continuing the waste management system of this village.The SWOT analysis was conducted to analyze the possibility to increase the performance of this facility operation to maintain the waste management system. This analysis was shown the role of the society member, facility committee board, and the agency of municipality government. The synergy of these parties to collaborate can increase the performance of the facility and to minimize the waste production that will collect to the landfill site.","['TA', 'TD']",1253-1263,IAEME Publication,International Journal of Civil Engineering and Technology (IJCIET),0976-6316,10.0,,,,https://www.iaeme.com/ijciet/index.asp,,,,tribudip@yahoo.com,,1,,
60,"[{'name': {'family': 'Prayogo', 'honourific': None, 'lineage': None, 'given': 'Tri B'}, 'id': 'Tribudip@yahoo.com'}, {'name': {'given': 'Gatot Eko', 'lineage': None, 'family': 'Susilo', 'honourific': None}, 'id': 'gatot89@yahoo.ca'}]",disk0/00/01/46/25,2019-10-01 00:00:00.000000000,article,['FT4'],,,"[{'files': [{'objectid': 27725, 'uri': 'http://repository.lppm.unila.ac.id/id/file/126715', 'fileid': 126715, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2019-10-25 03:30:14', 'hash': '373bb4da240022aa2b1d643f4ed5f80c', 'filename': 'Geomate Vol.17(62), 2019.pdf', 'datasetid': 'document', 'filesize': 410615}], 'main': 'Geomate Vol.17(62), 2019.pdf', 'docid': 27725, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/27725', 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 14625, 'mime_type': 'application/pdf', 'language': 'en'}]",,pub,TRUE,http://repository.lppm.unila.ac.id/id/eprint/14625,public,874,2019-11-04 02:56:21,2019-11-04 02:56:21,,14625,,published,,RAINWATER HARVESTING AND ELECTRICITY SAVING ON HOUSEHOLD SCALE,show,8,,archive,2019-11-04 02:56:21,"Rainwater harvesting (RWH) is an effort to utilize rainwater for various purposes, especially to meet domestic water needs. Research on this paper will look at RWH as an effort to save electricity on a household scale. The RWH method used in this study is Rooftop Rainwater Harvesting (RRWH). The research location is Natar area, a sub-district in Southern Lampung, Indonesia. A simulation involving daily rainfall data, the rooftop area of the building, number inhabitants, reservoir capacity, and volume of water demands per capita, will be undertaken to find Supporting Capacity of RWH. The simulation is applied for the houses with type 45, 60, and 70. Inhabitants of every house in this simulation are assumed 5 persons with water demand per capita of 70 liters per day. The results show, by applying RWH and using 3 or 4 years old pumps, in the wet year's houses type 45 can save electricity of 43.1%, 46.7%, and 49.5%, in a year for reservoir sizes of 2, 3 and 5 m3, respectively. With the same condition, houses type 60 and 70 can save electricity of 53.9%, 58.0%, 62.8%, and 57.6%, 63.3%, 68.7%, respectively. When analyzed from its nominal value, it seems that the KWh value of electricity savings from RWH applications is not large. But if the value is multiplied by the number of houses in a city, the electricity savings made will be significant. The advantage of saving electricity produced in wet years is 1.4 to 1.6 times from the ones produced in dry years.","['TA', 'TC', 'TD']",92-100,The Geomate International Society,International Journal of GEOMATE,2186-2982,17.0,DOI: https://doi.org/10.21660/2019.62.91544,,,https://www.geomatejournal.com/,,,,gatot89@yahoo.ca,,62,,
61,"[{'name': {'lineage': None, 'honourific': None, 'family': 'Purba', 'given': 'Aleksander'}, 'id': 'aleksander.purba@eng.unila.ac.id'}]",disk0/00/02/36/11,2019-11-20 00:00:00.000000000,conference_item,['FT4'],,paper,"[{'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/215690', 'objectid': 37248, 'filesize': 595457, 'datasetid': 'document', 'mtime': '2020-08-13 04:07:43', 'hash_type': 'MD5', 'hash': '3eeef7f79b7419bb33c3682d3ad7a403', 'filename': 'PROCEEDINGS GEOMATE TOKYO 2019-Aleksander Purba.pdf', 'fileid': 215690, 'mime_type': 'application/pdf'}], 'docid': 37248, 'main': 'PROCEEDINGS GEOMATE TOKYO 2019-Aleksander Purba.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/37248', 'rev_number': 1, 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 23611, 'mime_type': 'application/pdf', 'language': 'en'}]",,unpub,TRUE,http://repository.lppm.unila.ac.id/id/eprint/23611,public,392,2020-08-13 07:25:03,2020-08-13 07:25:03,Tokyo,23611,"The 9th International Conference on Geotechnique, Construction Materials and Environment",,20 - 22 November 2019,"THE CHALLENGE OF DEVELOPING HIGH-SPEED RAIL
PROJECTS: RECENT EVIDENCE FROM DEVELOPING COUNTRIES",show,7,conference,archive,2020-08-13 07:25:03,"The plan by Indonesian government to build a high-speed rail (HSR) has previously existed for years. Both the
Japanese and Chinese government had both showed interest in the project, and both of them have the technological
capacity to build a railway that would connect Jakarta and Bandung. This project was however awarded to China
because they made a provision of soft loans for the project, while Japan on the other hand wanted the Indonesian government to completely provide the fund required to execute the project from the beginning to the end of the project. The proposed construction of the railway lines will cut travel time between Jakarta and Bandung from about three hours by car to just 45 minutes only. The project will include integration of the HSR with developments along its corridor through transit oriented developments. The line would attract around 10 million passengers per year in first year of operation, this is because of Jakarta’s huge population size in addition to the number of pairs of destinations that the HSR would connect.",['TA'],1225-1230,,,,,,,,http://www.geomate.org/index.html,,,,,,,,
