,event_title,eprintid,event_location,subjects,abstract,status_changed,eprint_status,event_type,rev_number,metadata_visibility,official_url,title,event_dates,divisions,contact_email,type,dir,creators,datestamp,lastmod,userid,full_text_status,uri,refereed,ispublished,documents,pres_type,completion_time,funders,pedagogic_type,skill_areas,corp_creators,publication,publisher,date_type,contributors,keywords,referencetext,pagerange,succeeds,volume,number,issn,output_media,id_number,note,book_title,place_of_pub,related_url
63,,46930,,['TA'],,2022-11-28 02:14:17,archive,,7,show,,Similarity Check: Turnitin Buku Kereta Cepat Evolusi dan Perkembangan Terkini,,['FT4'],,book,disk0/00/04/69/30,"[{'id': 'aleksander.purba@eng.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Purba', 'given': 'Aleksander'}}]",2022-11-28 02:14:17,2022-11-28 02:14:17,392,public,http://repository.lppm.unila.ac.id/id/eprint/46930,TRUE,pub,"[{'docid': 185871, 'main': 'Buku Kereta Cepat..turnitin result.pdf', 'files': [{'datasetid': 'document', 'filesize': 752134, 'mime_type': 'application/pdf', 'fileid': 516125, 'hash': 'b329327c759cadd27635074f2cba78c3', 'filename': 'Buku Kereta Cepat..turnitin result.pdf', 'hash_type': 'MD5', 'mtime': '2022-11-26 09:18:21', 'objectid': 185871, 'uri': 'http://repository.lppm.unila.ac.id/id/file/516125'}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/185871', 'eprintid': 46930, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en'}]",,,,,,,,Graha Ilmu-Lembaga Penelitian dan Pengabdian Kepada Masyarakat Universitas Lampung,published,,,,,,,,,,,,,,
64,,46931,,['TA'],"This project focused on designing traffic signal monitoring tools, based on ideas and concepts developed previously. Authors used the Arduino Nano module with ATmega328P as the microcontroller, which was chosen because it simplifies the scenario of traffic signal anomalies, short messages service (SMS) news content, and time settings. A microcontroller was used to process data from the interference detection
result, and processing the SMS content, therefore, it is able to quickly inform the types of traffic signal
disruptions. This research highlights the ability to autonomously diagnose traffic signal device systems,
especially in its work function, with the intent to detect interference on the device, and provide report via SMS
to a monitoring unit that is located under its respective division. Based on result findings it is possible to utilize
this development in building an integrated traffic signal monitoring system services, in the form of mobile
applications in the near future.",2022-11-28 02:14:19,archive,,6,show,,Similarity Check: Turnitin DESIGN AND IMPLEMENT A MONITORING SYSTEM OF TRAFFIC SIGNAL USING MICROCONTROLLER DEVICES,,['FT4'],,article,disk0/00/04/69/31,"[{'name': {'lineage': None, 'honourific': None, 'family': 'Purba', 'given': 'Aleksander'}, 'id': 'aleksander.purba@eng.unila.ac.id'}]",2022-11-28 02:14:19,2022-11-28 02:14:19,392,public,http://repository.lppm.unila.ac.id/id/eprint/46931,TRUE,pub,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/185872', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'hash': '4cd482978519a73bb5c7370ed0b05eb5', 'filename': 'Design and Implement A Monitoring System....turnitin result.pdf', 'mtime': '2022-11-26 09:24:17', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 516131, 'filesize': 238595, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/516131', 'objectid': 185872}], 'docid': 185872, 'main': 'Design and Implement A Monitoring System....turnitin result.pdf', 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 46931}]",,,,,,,International Journal of GEOMATE,The Geomate International Society,published,,,,,,,,2186-2982,,,,,,
65,EASTS Conference,3279,"Ho Chi Minh, Vietnam",['TA'],"This paper developed and applied a conceptual framework highlighting the established agency to evaluate the current progress of new urban bus reforms in Jogjakarta and Palembang, Indonesia. Both cities explored regulatory reform from unregulated to a hybrid model, proposing a project implementation unit (PIU) as a lead institution with a certain degree of regulatory touch. As demonstrated by TfL of London, LTA of Singapore, TransLink of Vancouver and MTA of Seoul, a created public transport authority ideally should to have overall responsibility for the planning, design, and implementation of public transport infrastructure and services. An effective lead institution, can contribute to the success of an urban transport reform, because members’ diverse skill, roles and responsibilities, management structure and accountability, and financing arrangements can complement each other.",2017-06-12 03:53:24,archive,conference,7,show,,Comparison of Functions Performed of Transport Authorities: Similarities and Differences,September 2017,['FT4'],,conference_item,disk0/00/00/32/79,"[{'id': 'aleksander.purba@eng.unila,ac,id', 'name': {'given': 'Aleksander', 'lineage': None, 'family': 'Purba', 'honourific': None}}, {'name': {'given': 'Fumihiko', 'lineage': None, 'honourific': None, 'family': 'Nakamura'}, 'id': 'f-naka@ynu.ac.jp'}, {'name': {'honourific': None, 'family': 'Herianto', 'lineage': None, 'given': 'Dwi'}, 'id': None}, {'id': None, 'name': {'given': 'I Wayan', 'honourific': None, 'family': 'Diana', 'lineage': None}}]",2017-06-12 03:53:24,2017-06-12 03:53:24,392,public,http://repository.lppm.unila.ac.id/id/eprint/3279,TRUE,submitted,"[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 3279, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/3182', 'rev_number': 1, 'main': 'EASTS_Paper_2017_Aleksander Purba.pdf', 'docid': 3182, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/22849', 'objectid': 3182, 'filesize': 864763, 'datasetid': 'document', 'mtime': '2017-06-03 09:55:46', 'hash_type': 'MD5', 'filename': 'EASTS_Paper_2017_Aleksander Purba.pdf', 'hash': '64210af95e46d0f7e0a722ec4d72b668', 'fileid': 22849, 'mime_type': 'application/pdf'}]}]",speech,,,,,,,,submitted,,,,1-18,,,,,,,,,,
66,,5116,,['TA'],"Quality service is a key performance indicator of a system. There are a lot of elements that define the transport system service quality. Customer point of view is at the center of policy, planning and delivery decisions. As an education city, Jogjakarta’s customers comes from all over Indonesia and as an international tourism, Jogjakarta has world guest. As a business city, customers in Palembang have a different character to Jogjakarta. The aim of this research is to obtain the main aspect of transit system service quality of international- education city and business city.",2017-11-14 07:57:52,archive,,7,show,http://ijtech.eng.ui.ac.id/,TRANSIT SYSTEM SERVICE QUALITY OF TOURISM-EDUCATION CITY AND BUSINESS CITY CASE STUDY: TRANSJOGJA AND TRANSMUSI INDONESIA),,['FT4'],,article,disk0/00/00/51/16,"[{'id': 'aleksander.purba@eng.unila.ac.id', 'name': {'honourific': None, 'family': 'Purba', 'lineage': None, 'given': 'Aleksander'}}, {'name': {'family': 'Nakamura', 'honourific': None, 'lineage': None, 'given': 'Fumihiko'}, 'id': 'f-naka@ynu.ac.jp'}, {'name': {'given': 'Dwi', 'lineage': None, 'honourific': None, 'family': 'Herianto'}, 'id': 'dwyc@yahoo.com'}, {'id': None, 'name': {'lineage': None, 'honourific': None, 'family': 'Diana', 'given': 'I Wayan'}}, {'name': {'given': 'Muhammad', 'lineage': None, 'family': 'Jafri', 'honourific': None}, 'id': 'jafri.unila@gmail.com'}, {'id': 'chatarinaniken@yahoo.com', 'name': {'given': 'Chatarina', 'family': 'Niken', 'honourific': None, 'lineage': None}}]",2017-11-14 07:57:52,2017-11-14 07:57:52,392,public,http://repository.lppm.unila.ac.id/id/eprint/5116,TRUE,submitted,"[{'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 5116, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/18037', 'pos': 1, 'format': 'text', 'files': [{'filesize': 687400, 'datasetid': 'document', 'mtime': '2017-11-10 08:21:46', 'hash_type': 'MD5', 'filename': 'Aleksander Purba-IJTech-2017.pdf', 'hash': 'bca4b62e0ffbc6ef301c3df3b5865b71', 'fileid': 48836, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/48836', 'objectid': 18037}], 'docid': 18037, 'main': 'Aleksander Purba-IJTech-2017.pdf'}]",,,,,,,International Journal of Technology,"Faculty of Engineering, Universitas Indonesia",submitted,,,,,,,,p-ISSN : 2086-9614 e-ISSN : 2087-2100,,,,,,[{'url': 'http://ijtech.eng.ui.ac.id/'}]
67,"IC-STAR 2016, The 2nd International Conference on Science, Technology, and Interdisciplonary Research 2017",7996,Bandar Lampung,['TA'],"China’s offer to build the Jakarta-Bandung high speed rail line (HSR) without requiring loan neither guarantee nor funding. This paper examines the prospects for HSR in Indonesia, since building HSR has its proponents and its critics. How HSR operates around the world and to determine whether a HSR system could actually succeed are explored.",2018-06-28 02:02:29,archive,conference,7,show,http://ic-star.unila.ac.id/2016/list-of-abstractfull-paper-accepted-for-presentation-term-1-and-term-2/,High Speed Rail in Asia and Europe: Lesson Learned for Indonesia,18-20 September 2016,['FT4'],,conference_item,disk0/00/00/79/96,"[{'name': {'lineage': None, 'honourific': None, 'family': 'Purba', 'given': 'Aleksander'}, 'id': 'aleksander.purba@eng.unila.ac.id'}, {'name': {'given': 'Gatot Eko', 'lineage': None, 'family': 'Susilo', 'honourific': None}, 'id': None}]",2018-06-28 02:02:29,2018-06-28 02:02:29,392,public,http://repository.lppm.unila.ac.id/id/eprint/7996,TRUE,unpub,"[{'files': [{'filesize': 500413, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2018-06-27 06:20:39', 'hash': '3ed3951424409d6cc61fc7667fc24645', 'filename': 'IC STAR.Aleksander Purba-High Speed Rail....pdf', 'fileid': 71158, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/71158', 'objectid': 21030}], 'docid': 21030, 'main': 'IC STAR.Aleksander Purba-High Speed Rail....pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/21030', 'rev_number': 1, 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 7996, 'mime_type': 'application/pdf', 'language': 'en'}]",paper,,,,,,,,submitted,,,,,,,,,,,,,,
68,,5363,,['TA'],"The aims of this study is to create a traffic lights system with the ability to self-diagnose the function of the electronic circuit work, which if disturbed, can be detected immediately and report it using Short Message Service (SMS) service to a monitoring unit that can be placed anywhere as far as affordable of wireless communication services Global System for Mobile communications (GSM).  To detect the disturbance that happened, it use microcontroller as main controller. The expected output obtained from this research is a traffic light monitoring system capable of informing the type of traffic light disturbance that occurs, the time (hours, days and dates) of disturbance and location of the traffic light. The expected output of this research is traffic light monitoring system in Bandar Lampung which can be useful to inform the kind and the time of disturbance for Transportation Department, Bappeda, Public Works Department, Police and Academic World. The other expected output is we can develop the integration of traffic light monitoring system service into mobile application service in just seconds.",2017-11-16 04:44:58,archive,,10,show,http://www.ft.unsri.ac.id/,PENGEMBANGAN SISTEM MONITORING LAMPU LALU-LINTAS BERBASIS MICROCONTROLLER DENGAN SMS JARINGAN GSM,,['FT4'],,article,disk0/00/00/53/63,"[{'name': {'honourific': None, 'family': 'Purba', 'lineage': None, 'given': 'Aleksander'}, 'id': 'aleksander.purba@eng.unila.ac.id'}, {'name': {'given': 'rahayu', 'family': 'sulistyorini', 'honourific': None, 'lineage': None}, 'id': 'sulistyorini.smd@gmail.com'}, {'id': None, 'name': {'given': 'Ageng', 'lineage': None, 'family': 'Sadnowo', 'honourific': None}}]",2017-11-16 04:44:58,2017-11-16 04:44:58,392,public,http://repository.lppm.unila.ac.id/id/eprint/5363,TRUE,submitted,"[{'main': 'AVoER-Full-paper.pdf', 'docid': 18311, 'files': [{'filename': 'AVoER-Full-paper.pdf', 'hash': 'cac32da58a0115f202b40c2cd1056234', 'hash_type': 'MD5', 'mtime': '2017-11-13 04:36:36', 'mime_type': 'application/pdf', 'fileid': 50713, 'filesize': 730655, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/50713', 'objectid': 18311}], 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/18311', 'eprintid': 5363, 'security': 'public', 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",,,,,,,http://cantilever.unsri.ac.id,,submitted,,,,,,,,"1907-4247(Print), 2477-4863 (Online)",,,,,,[{'url': 'http://www.ft.unsri.ac.id/'}]
69,,35861,,['TD'],"Teknologi pemanenan air hujan sangat diperlukan saat ini. Keterbatasan sumber air tentu akan terjadi di masa mendatang. Padatnya pembangunan yang terjadi membawa dampak semakin semaraknya penggunaan air tanah. Hal ini akan menyebabkan semakin menurunnya elevasi permukaan air tanah. Tentu ketersediaan air tanah tidaklah selalu dapat stabil dalam kondisi tingginya kebutuhan air saat ini. Teknologi pemanenan air hujan (rainwater harvesting) menjadi solusi utama dalam hal ini. Selain sebagai sumber air juga dapat mengembalikan elevasi muka air tanah kepada kondisi semula. Teknologi pemanenan air hujan saat ini masih butuh banyak pengembangan agar menghasilkan kualitas air hujan yang lebih baik. Untuk itu, dalam penelitian ini akan dilakukan modifikasi pada saringan awal untuk memisahkan sedimen awal dari air hujan murni disaat hujan. Sistem sentrifugal dalam hal ini akan digunakan untuk mengambil peranan dalam memisahkan sedimen terhadap air hujan. Sistem penyaringan sentrifugal dibuat dengan menggunakan beberapa alat dan bahan yang mudah didapat. Berdasarkan hasil penelitian ini diketahui tingkat penurunan TDS dari sebelum penggunaan filter sentrifugal terhadap setelah penggunaan ialah 62,2%. Penurunan tersebut terlihat dari nilai TDS sebelum penggunaan rata-rata 12,2, sedangkan setelah penggunaan filter sentrifugal TDS rata-rata sebesar 4,6. Hal ini menunjukkan bahwa penggunaan filter sentrifugal sangat efektif dalam menurunkan tingkat TDS pada pengolahan air.",2022-11-16 09:17:08,archive,,6,show,,Modifikasi Sistem Penyaringan Pada Teknologi Rainwater Harvesting Dengan Sistem Sentrifugal Untuk Mengurangi Tingkat Dissolved Solid,,['FT4'],,article,disk0/00/03/58/61,"[{'name': {'given': 'Riki', 'honourific': None, 'family': 'Riki Chandra Wijaya', 'lineage': None}, 'id': 'riki.chandra@eng.unila.ac.id'}]",2022-11-16 09:17:08,2022-11-16 09:17:08,2899,public,http://repository.lppm.unila.ac.id/id/eprint/35861,TRUE,submitted,"[{'eprintid': 35861, 'security': 'public', 'placement': 1, 'language': 'en', 'mime_type': 'application/msword', 'main': 'JURNAL TEKNOLOGI LINGKUNGAN 2019.doc', 'docid': 156812, 'files': [{'objectid': 156812, 'uri': 'http://repository.lppm.unila.ac.id/id/file/416579', 'datasetid': 'document', 'filesize': 229376, 'fileid': 416579, 'mime_type': 'application/msword', 'mtime': '2021-11-11 01:41:54', 'hash_type': 'MD5', 'hash': '52bee9af2673af4fdc14002abc989787', 'filename': 'JURNAL TEKNOLOGI LINGKUNGAN 2019.doc'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/156812', 'rev_number': 1}]",,,,,,,JURNAL TEKNOLOGI LINGKUNGAN,Assessment and Application of Technology (BPPT),submitted,,,,,,,,2548-6101,,,,,,
70,,35871,,['TD'],"Kebutuhan akan air bersih semakin lama semakin meningkat seiring dengan pertambahan penduduk yang semakin pesat. Penggunaan air tanah menjadi prioritas masyarakat perdesaan maupun perkotaan, disebabkan karena kualitas air permukaan yang begitu buruk. Air hujan merupakan air yang murni tercipta dari siklus hidrologi secara alami dan tergolong air bersih yang dapat dikonsumsi. Namun rendahnya pengetahuan masyarakat dalam pengelolaan air hujan membuat potensi ini belum dapat diketahui secara umum. Untuk itu, sosialisasi pemanfaatan air hujan menjadi prioritas pengabdian saat ini. Perumahan Natar Residence terletak di Kabupaten Natar dan berdekatan dengan Kota Bandar Lampung. Pada lokasi ini semua penduduknya menggunakan pemanfaatan air tanah, setiap rumah membuat sumur bor sehingga air tanah merupakan sumber air satu-satunya pada lokasi ini. Masyarakat lokasi ini belum banyak mengenal penggunaan teknologi rainwater harvesting sebagai sumber air alternatif dikala musim kemarau sekaligus pelestarian elevasi muka air tanah. Pendidikan dini akan pelestarian lingkungan hendaknya dimiliki masyarakat Perumahan Natar Residence mengingat area ini perkembangannya semakin padat sehingga dikhawatirkan akan mempengaruhi kondisi air tanah pada masa mendatang. Kegiatan pelatihan ini dilaksanakan pada hari minggu tanggal 4 Juli 2021 bertempat di masjid Al-Marzukiyah dihadiri oleh 15 orang warga perumahan pesona natar residence di desa Natar . masyarakat sangat antusias dalam mengikuti kegiatan ini hal ini ditunjukkan berdasarkan hasil kuesioner dan dokumentasi kegiatan. Berdasarkan hasil kuesioner menunjukkan nilai rata-rata pada skala 6 dan 7 untuk kriteria kepemahaman, kemenarikan, antusiasme dalam menerapkan teknologi di rumah masing-masing. Berdasarkan hasil pengabdian ini menunjukkan bahwa masyarakat memang perlu diberi pelatihan dalam upaya mencerdaskan kehidupan bangsa sesuai dengan UUD 45.",2022-11-16 09:17:05,archive,,6,show,,"PELATIHAN TEKNOLOGI RAINWATER HARVESTING DI PERUMAHAN PESONA NATAR RESIDENCE DALAM  UPAYA MENJAGA STABILITAS 
LEVEL MUKA AIR TANAH",,['FT4'],,article,disk0/00/03/58/71,"[{'id': 'riki.chandra@eng.unila.ac.id', 'name': {'lineage': None, 'family': 'Riki Chandra Wijaya', 'honourific': None, 'given': 'Riki'}}]",2022-11-16 09:17:05,2022-11-16 09:17:05,2899,public,http://repository.lppm.unila.ac.id/id/eprint/35871,TRUE,submitted,"[{'files': [{'mtime': '2021-11-11 02:14:22', 'hash_type': 'MD5', 'hash': '2b04992e3890fad7e01d2e1b0383c010', 'filename': 'Jurnal Sakai Sembayan.pdf', 'fileid': 416622, 'mime_type': 'application/pdf', 'filesize': 388992, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/416622', 'objectid': 156820}], 'main': 'Jurnal Sakai Sembayan.pdf', 'docid': 156820, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/156820', 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 35871, 'language': 'en', 'mime_type': 'application/pdf'}]",,,,,,,SAKAI SAMBAYAN,Lembaga Penelitian dan Pengabdian Kepada Masyarakat,submitted,,,,,,,,e-ISSN 2550-1089,,,,,,
71,,22520,,"['TA', 'TD']","A The need for data in the engineering field is very important especially in infrastructure planning and disaster mitigation. The level of accuracy and effectiveness of the tool is very important for the ease of surveyors in obtaining the required data. By using this data, there are many things that researchers can do, from predicting flood disasters to planning the use of water resources. At present the development of sensory technology is so rapid, especially in processor hardware in data processing. With the development of this Information Technology, this research will create a prototype of an internet-based automatic rain gauge. This tool will be very useful for research in the field of hydrology, especially in the acquisition of rain data and meteorological. In the development that has been done in the making of this tool, researchers have only just reached the process of assembling tools and laboratory tests. Laboratory test results show a very good level of tool accuracy with good data normality results. some variables such as humidity and air quality are well read. On reading the visible intensity of light has a mean value of 562.6 lux with a standard deviation of 102.7 lux. Humidity has a stable value in the laboratory and has no errors. Whereas the temperature reading has a mean of 29.03 oC with a standard deviation of 0.23 oC.",2020-06-17 02:02:57,archive,,7,show,http://ejournal.forda-mof.org/ejournal-litbang/index.php/JPPDAS/about/submissions#onlineSubmissions,"PEMBUATAN ALAT UKUR CURAH HUJAN OTOMATIS TERKONEKSI INTERNET DALAM UPAYA EFISIENSI PENGELOLAAN DAS
(DEVELOPMENT OF INTERNET-BASED AUTOMATIC RAIN MEASURING IN THE EFFICIENCY OF WATERSHED MANAGEMENT)",,['FT4'],,article,disk0/00/02/25/20,"[{'id': 'riki.chandra.wijaya@gmail.com', 'name': {'given': 'Riki', 'lineage': None, 'honourific': None, 'family': 'Riki Chandra Wijaya'}}]",2020-06-17 02:02:57,2020-06-17 02:02:57,2899,public,http://repository.lppm.unila.ac.id/id/eprint/22520,TRUE,unpub,"[{'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'language': 'en', 'eprintid': 22520, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/35976', 'rev_number': 1, 'docid': 35976, 'main': 'Jurnal Submit JPPDAS.docx', 'files': [{'hash_type': 'MD5', 'mtime': '2020-06-17 01:50:18', 'filename': 'Jurnal Submit JPPDAS.docx', 'hash': '7c55b558103147fc0d93e21ee46d214e', 'fileid': 206547, 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'filesize': 1255123, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/206547', 'objectid': 35976}]}]",,,,,,,jurnal penelitian pengelolaan daerah aliran sungai (journal of watershed management research),JPPDAS,,,,,,,,,2579-5511,,,,,,
72,,11558,,['TA'],"Forest provides basic ecosystem servicesto adjacent local peoplewelfare. Ecotourism is one of the goverment program to improve the livelihood, by full local people involvement on planning, management and evaluation. The purpose of this analysis is to find out what ecotourism resources can be developed, analyze tourism suitability, calculate the carrying capacity of ecotourism areas and map ecotourism potential of Margasari, East Lampung. The method of this analysis is by conducting direct observations of the potential of mangrove forests, interviewing tourists, the community and related institutions, calculating the carrying capacity of the area and calculating the suitability index of tourist mangrove forests in the village of Margasari, Labuhan Maringgai Subdistrict. The collected data was analyzed qualitatively using SWOT in the hope that it could obtain a picture of the potential of mangrove forests for development The conclusion of this analysis is that the community knows the importance of the role of mangrove forests for remote communities by utilizing natural resources that are used as ecotourism to increase the income of the surrounding community and to preserve nature.",2019-05-08 07:08:50,archive,,6,show,,"ANALISIS MANFAAT SUMBER DAYA ALAM HUTAN MANGROVE UNTUK PENGEMBANGAN EKOWISATA DI LAMPUNG MANGROVE CENTER (LMC)
(Studi Kasus Hutan Mangrove Pada Kabupaten Lampung Timur)",,['FT4'],ahmadherison@yahoo.com,article,disk0/00/01/15/58,"[{'name': {'lineage': None, 'family': 'Riyan Heriadi', 'honourific': None, 'given': 'riyadi'}, 'id': None}, {'id': 'ahmadherison@yahoo.com', 'name': {'given': 'ahmad', 'lineage': None, 'family': 'ahmad herison', 'honourific': None}}]",2019-05-08 07:08:50,2019-05-08 07:08:50,686,public,http://repository.lppm.unila.ac.id/id/eprint/11558,FALSE,submitted,"[{'eprintid': 11558, 'placement': 1, 'security': 'public', 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'language': 'en', 'docid': 24553, 'main': 'JURNAL_RIYAN HERIADI_1615011024.docx', 'files': [{'objectid': 24553, 'uri': 'http://repository.lppm.unila.ac.id/id/file/104826', 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'fileid': 104826, 'filename': 'JURNAL_RIYAN HERIADI_1615011024.docx', 'hash': 'a969776746c24daf4925fa78f44da77e', 'hash_type': 'MD5', 'mtime': '2019-05-03 06:31:50', 'datasetid': 'document', 'filesize': 331792}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/24553'}]",,,,,,['universitas lampung'],ANALISIS MANFAAT SUMBER DAYA ALAM HUTAN MANGROVE UNTUK PENGEMBANGAN EKOWISATA DI LAMPUNG MANGROVE CENTER (LMC) (Studi Kasus Hutan Mangrove Pada Kabupaten Lampung Timur),,,"[{'name': {'given': 'riyadi', 'honourific': None, 'family': 'Riyan Heriadi', 'lineage': None}, 'id': None}, {'id': 'ahmadherison@yahoo.com', 'name': {'family': 'ahmad herison', 'honourific': None, 'lineage': None, 'given': 'ahmad'}}]",Ekowisata Berbasis Mayarakat; Indeks Kesesuaian Wisata; Daya,"Abidin, H.Z. 2007. Penentuan Posisi dengan GPS dan Aplikasinya. Jakarta: PT Pradnya Paramita.
Acy. 2012. Lokakarya Strategi Nasional Pengelolaan Hutan Mangove di Indonesia. Departemen Kehutanan. Jakarta, Indonesia
Aksornkoae, 1993. Yuliasmaya. 2014. Ecology and Management of Mangroves.Bangkok: International Union for
Botto.Bunt 1981. Tidal export to participate organic matter from a Northern Australia mangrove system. Estuarine, Coast.e
Budiman.Kartawinata 1986. Pola pemukiman dan menggunakan dalam bakau dengan referensi khusus untuk Indonesia.
Budhyana. 2008. Seminar Pembangunan Kepariwisataan di Jawa Barat. Bandung: Universitas Pendidikan Indonesia
Darsidi. 1987. Perkembanganpemanfaatan hutan mangrove di Indonesia. Universitas Gadjah Mada Yogyakarta
Fandeli.Steri. 2000. Pengusahaan Ekowisata. Yogyakarta: Fakultas kehutanan.Universitas Gadjah mada
Giesen. 1993. Indonesian mangroves: An update on remaining area and main management issues. Presented at Interna-tional Seminar on Coastal zone Man-agement of Small Island Ecosystem. Ambon, Indonesia.
Kementrian Kebudayaan dan Pariwisata Republik Indonesia. 2002. Jakarta: Kementerian Kebudayaan dan Pariwisata.
Kustanti, A. 2007. Manajemen Hutan Mangrove.Kecamatan Labuhan Maringgai, KabupatenLampung Timur, Provinsi Lampung.
Muhammad, Fuad dan Sambas Basuni. 2012. Kajian Daya Dukung Ekowisata Hutan Mangrove Blanakan, Subang, Jawa Barat. Jurnal BIOMA, Desember 2012. Institut Pertanian Bogor: Bogor.
Odum. dan Heald 1972. Tropic analysis of an estuarine mangrove community. Bull.
Parry. 1996. Lokakarya Strategi Nasional Pengelolaan Hutan Mangrove di Indonesia. Departemen Kehutanan, Direktorat Jenderal Reboisasi dan Reabilitasi Lahan. Jakarta.
Rusita dan Elly. 2016. Kajian Potensi Hutan Mangrove di Lampung Mangrove Center Untuk Pengembangan Ekowisata Berbasis Masyarakat. Universitas Lampung: Bandar Lampung, Indonesia.
Saparinto. 2007. Pendayagunaan EkosistemMangrove.Semarang, Indonesia.
Setiawan, Toni. 2016. Analisis SWOT (Strenght, Weaknesses, Opportunities, Threats) Dalam Strategi Pengelolaan Dana Zakat Di Badan Amil Zakat Nasional Tulungagung. Fakyltas Ekonomi dan Bisnis Islam. Institut Agama Islam Negeri Tulungagung. Jawa Timur.
Suharni. 2004. Ekologi Kuantitatif. Institut Teknologi Sepuluh November. Surabaya.
Suardjo dan Parry, 1996. .Sumberdaya Hutan Mangrove di Indonesia. Bogor
Sudiarta, 2006; Wiharyanto dan Laga, 2010. Kajian Potensi Hutan Mangrove di Lampung Mangrove Center Untuk Pengembangan Ekowisata Berbasis Masyarakat. Universitas Lampung: Bandar Lampung, Indonesia.
Supriyatno, 2004. Eksploitasi Hutan Mangrove Di Indonesia: Dampak Dan Upaya Untuk Penanggulangannya. Oseana, Volume XXVII, Nomor 3, 2002:11-17..
Tansley. 1935. Dampak Perilaku Manusia Pada Ekosistem Hutan Mangrove Di Indonesia. Jurnal Oseana, Volume XX5, Nomor 2, 2000:13-20.
UU RI No 27 Tahun 2007 tentang Pengelolaan Wilayah Pesisir dan Pulau-pulau Kecil.
Willy, B. (2018). Analisis Zonasi Kawasan Ekowisata Bahari Pesisir Barat. Jurusan Teknik Sipil,   Fakultas Teknik, Universitas Lampung.
Winarno, Kusumo dan Ahmad Dwi Setyawan. 2002. Penyudetan Sungai Citanduy, Buah Simalakama Konservasi Ekosistem Mangrove Segara Anakan. Surakarta, Indonesia.
Yulianda. 2007. Ekowisata bahari sebagai alternatif pemanfaatan sumberdaya pesisir berbasis konservasi.Institut Pertranian Bogor: Bogor, Indonesia.
Yulisa, Eka Noerma dan Yar Johan. 2016. Analisis Kesesuaian Dan Daya Dukung Ekowisata Pantai Kategori Rekreasi Pantai Laguna, Desa Merpas, Kabupaten Kaur. Universitas Bengkulu. Bengkulu: Indonesia.",,,,,,,,,,,
