,datestamp,lastmod,userid,refereed,uri,full_text_status,documents,publisher,ispublished,divisions,type,dir,date,creators,publication,abstract,subjects,status_changed,eprint_status,metadata_visibility,rev_number,title,eprintid,issn,pagerange,book_title,number,pages,pres_type,event_title,event_type,patent_applicant,id_number,date_type,monograph_type,succeeds,official_url,place_of_pub,copyright_holders,isbn,editors,funders,volume,related_url,corp_creators,projects,contact_email,keywords,institution,note
33,2021-05-27 02:31:13,2021-05-27 02:31:13,836,FALSE,http://repository.lppm.unila.ac.id/id/eprint/30749,public,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/138676', 'pos': 1, 'format': 'text', 'files': [{'datasetid': 'document', 'filesize': 1150417, 'fileid': 364666, 'mime_type': 'application/pdf', 'mtime': '2021-05-25 06:07:31', 'hash_type': 'MD5', 'filename': 'Review Pertanggungjwbn.pdf', 'hash': '66ffd5d0e0141532ab439f263e36d37b', 'objectid': 138676, 'uri': 'http://repository.lppm.unila.ac.id/id/file/364666'}], 'docid': 138676, 'main': 'Review Pertanggungjwbn.pdf', 'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 30749}]",AURA CV. Anugrah Utama Raharja Anggota IKAPI,pub,['FH1'],book_section,disk0/00/03/07/49,2019-01-01 00:00:00.000000000,"[{'name': {'lineage': None, 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'honourific': None, 'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali'}}]",,Hasil Penilaian Sejawat Sebidang atau Peer Review,['K1'],2021-05-27 02:31:13,archive,show,7,Pertanggungjawaban Korporasi dalam Pembuatan Kolam Tambak Undang Tanpa Izin Lingkungan di Kawasan Pesisir,30749,,135-149,Pertanggungjawaban Korporasi dalam Pembuatan Kolam Tambak Undang Tanpa Izin Lingkungan di Kawasan Pesisir,,,,,,,,,,,,,,,,,,,,,,,,
34,2021-06-08 08:20:41,2021-06-08 08:20:41,807,FALSE,http://repository.lppm.unila.ac.id/id/eprint/32299,public,"[{'main': 'reviewer politik hukum.pdf', 'docid': 146494, 'files': [{'objectid': 146494, 'uri': 'http://repository.lppm.unila.ac.id/id/file/382260', 'datasetid': 'document', 'filesize': 361903, 'fileid': 382260, 'mime_type': 'application/pdf', 'mtime': '2021-06-08 07:32:08', 'hash_type': 'MD5', 'filename': 'reviewer politik hukum.pdf', 'hash': 'a7957b72420ea03b55e1047ff25dad9e'}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/146494', 'eprintid': 32299, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf'}]",AURA CV. Anugrah Utama Raharja Angota IKAPI,pub,['FH1'],book_section,disk0/00/03/22/99,2019-10-01 00:00:00.000000000,"[{'id': '<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">maroniunila@gmail.com</font></font>', 'name': {'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'lineage': None, 'honourific': None, 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali'}}]",,Hasil Penilaian sejawat Sebing atau Peer Review,['K1'],2021-06-08 08:20:41,archive,show,7,Politik Hukum Penanggulangan Kejahatan di Bidang Perikanan,32299,,,Politik Hukum Penanggulangan Kejahatan di Bidang Perikanan,,,,,,,,,,,,,,,,,,,,,,,,
35,2021-12-16 10:16:29,2021-12-16 10:16:29,873,FALSE,http://repository.lppm.unila.ac.id/id/eprint/37338,public,"[{'files': [{'mime_type': 'application/pdf', 'fileid': 427196, 'filename': 'Reviewer Politik Hk..pdf', 'hash': '9a75072b39df39815247ec3d0fb8a1a8', 'hash_type': 'MD5', 'mtime': '2021-12-16 03:08:04', 'datasetid': 'document', 'filesize': 805324, 'objectid': 158242, 'uri': 'http://repository.lppm.unila.ac.id/id/file/427196'}], 'main': 'Reviewer Politik Hk..pdf', 'docid': 158242, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/158242', 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 37338, 'mime_type': 'application/pdf', 'language': 'en'}]",AURA CV. Anugrah Utama Raharja Anggota IKAPI,pub,['FH1'],book_section,disk0/00/03/73/38,1970-01-01 00:00:00.000002019,"[{'name': {'honourific': None, 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'lineage': None, 'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali'}, 'id': '<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">erna.dewi@fh.unila.ac.id</font></font>'}]",,hasil Penilaian Sejawat Sebidang atau Peer Review,['K1'],2021-12-16 10:16:29,archive,show,7,Politik Hukum Pidana,37338,,,Politik Hukum Pidana,,,,,,,,,,,,,,,,,,,,,,,,
36,2022-02-11 10:21:57,2022-02-11 10:21:57,873,FALSE,http://repository.lppm.unila.ac.id/id/eprint/39153,public,"[{'eprintid': 39153, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en', 'docid': 160445, 'main': 'img20220211_14035057.pdf', 'files': [{'mime_type': 'application/pdf', 'fileid': 441283, 'hash': '2defd881e140e9bb7cd91e59e3686368', 'filename': 'img20220211_14035057.pdf', 'hash_type': 'MD5', 'mtime': '2022-02-11 07:07:27', 'datasetid': 'document', 'filesize': 523310, 'objectid': 160445, 'uri': 'http://repository.lppm.unila.ac.id/id/file/441283'}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/160445', 'rev_number': 1}]",Pusaka Media Anggota IKAPI,pub,['FH1'],book_section,disk0/00/03/91/53,1970-01-01 00:00:00.000002019,"[{'name': {'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'honourific': None, 'lineage': None}, 'id': '<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">emilia.susanti@fh.unila.ac.id</font></font>'}]",,Penilaian Sejawat Sebidang atau Peer Review,['K1'],2022-02-11 10:21:57,archive,show,7,Politik Hukum Pidana,39153,,,Politik Hukum Pidana,,,,,,,,,,,,,,,,,,,,,,,,
37,2021-10-05 01:18:42,2021-10-05 01:18:42,873,FALSE,http://repository.lppm.unila.ac.id/id/eprint/34260,public,"[{'security': 'public', 'placement': 1, 'eprintid': 34260, 'mime_type': 'application/pdf', 'language': 'en', 'files': [{'objectid': 154769, 'uri': 'http://repository.lppm.unila.ac.id/id/file/403890', 'mime_type': 'application/pdf', 'fileid': 403890, 'hash': '55cec6f8ef37f179a4ad499860720c5b', 'filename': 'Buku Politik Hukum Pidana.pdf', 'mtime': '2021-10-04 08:48:38', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 1548772}], 'docid': 154769, 'main': 'Buku Politik Hukum Pidana.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/154769', 'rev_number': 1, 'format': 'text', 'pos': 1}]",Anugrah Utama Raharja Anggota IKAPI,pub,['FH1'],book_section,disk0/00/03/42/60,2019-08-01 00:00:00.000000000,"[{'name': {'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'honourific': None, 'lineage': None}, 'id': '<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">erna.dewi@fh.unila.ac.id</font></font>'}]",,,['K1'],2021-10-05 01:18:42,archive,show,7,Politik Hukum PidanaPolitik Hukum Pidana,34260,,,Politik Hukum Pidana,,,,,,,,,,,,,,,,,,,,,,,,
38,2021-04-05 04:52:02,2021-04-05 04:52:02,955,FALSE,http://repository.lppm.unila.ac.id/id/eprint/28859,public,"[{'eprintid': 28859, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf', 'main': 'Progressive_Juvenile.pdf', 'docid': 42951, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/256047', 'objectid': 42951, 'filesize': 3900443, 'datasetid': 'document', 'mtime': '2021-04-05 04:09:35', 'hash_type': 'MD5', 'filename': 'Progressive_Juvenile.pdf', 'hash': '60d003c1e8a93eca04ed1fd1f14e04b8', 'fileid': 256047, 'mime_type': 'application/pdf'}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/42951', 'rev_number': 1}]",Primrose Hall Publishing Group,pub,['FH1'],article,disk0/00/02/88/59,2019-08-01 00:00:00.000000000,"[{'id': '<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">amnawaty@yahoo.com</font></font>', 'name': {'lineage': None, 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'honourific': None, 'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali'}}]","International Journal of Innovation, Creativity and Change",Hasil Check Similarity,['K1'],2021-04-05 04:52:02,archive,show,6,Progressive Juvenile Court Judges: Reform of the Juvenile Criminal Justice System in Indonesia through a Socio-Legal Approach,28859,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,2021-04-06 06:35:17,2021-04-06 06:35:17,955,FALSE,http://repository.lppm.unila.ac.id/id/eprint/28875,public,"[{'main': 'Progressive.pdf', 'docid': 42968, 'files': [{'objectid': 42968, 'uri': 'http://repository.lppm.unila.ac.id/id/file/256237', 'fileid': 256237, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2021-04-06 02:39:23', 'filename': 'Progressive.pdf', 'hash': '70487c05fee4ff969641baab6ee25d59', 'datasetid': 'document', 'filesize': 600248}], 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/42968', 'eprintid': 28875, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en'}]",Primrose Hall Publishing Group,pub,['FH1'],article,disk0/00/02/88/75,2019-08-01 00:00:00.000000000,"[{'name': {'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'honourific': None, 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'lineage': None}, 'id': '<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">amnawaty@yahoo.com</font></font>'}]","International Journal of Innovation, Creativity and Change",Hasil Penilaian Sejawat Sebidang atau Peer Review,['K1'],2021-04-06 06:35:17,archive,show,6,Progressive Juvenile Court Judges: Reform of the Juvenile Criminal Justice System in Indonesia through a Socio-Legal Approach,28875,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,2021-04-20 08:34:51,2021-04-20 08:34:51,955,FALSE,http://repository.lppm.unila.ac.id/id/eprint/29522,public,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/43669', 'format': 'text', 'pos': 1, 'files': [{'objectid': 43669, 'uri': 'http://repository.lppm.unila.ac.id/id/file/261453', 'fileid': 261453, 'mime_type': 'application/pdf', 'mtime': '2021-04-20 04:06:14', 'hash_type': 'MD5', 'filename': 'Reviewer Progressive.pdf', 'hash': '3da9522415abdc6681b732d1e29f35e8', 'datasetid': 'document', 'filesize': 530426}], 'docid': 43669, 'main': 'Reviewer Progressive.pdf', 'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 29522}]",Primrose Hall Publishing Group,pub,['FH1'],article,disk0/00/02/95/22,2019-08-01 00:00:00.000000000,"[{'id': '<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">amnawaty@yahoo.com</font></font>', 'name': {'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'lineage': None, 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'honourific': None}}]","International Journal of Innovation, Creativity and Ch",Hasil Penilaian Sejawat Sebidang atau Peer Reviewer,['K1'],2021-04-20 08:34:51,archive,show,6,Progressive Juvenile Court Judges: Reform of the Juvenile Criminal Justice System in Indonesia through a Socio-Legal Approach,29522,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,2021-03-29 09:04:28,2021-03-29 09:04:28,1065,FALSE,http://repository.lppm.unila.ac.id/id/eprint/28696,public,"[{'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 28696, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/42751', 'format': 'text', 'pos': 1, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/254586', 'objectid': 42751, 'mtime': '2021-03-29 08:52:04', 'hash_type': 'MD5', 'hash': '8ed55e3ca07f3c900db2b836a30d7e24', 'filename': 'Reviewer Publik Policy.pdf', 'fileid': 254586, 'mime_type': 'application/pdf', 'filesize': 275930, 'datasetid': 'document'}], 'docid': 42751, 'main': 'Reviewer Publik Policy.pdf'}]",KLIBEL,pub,['FH1'],article,disk0/00/02/86/96,2019-12-01 00:00:00.000000000,"[{'name': {'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'honourific': None, 'lineage': None, 'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali'}}]","International Journal of Business, Economics and Law",Hasil Penilaian Sejawat Sebidang atau Peer Review,['K1'],2021-03-29 09:04:28,archive,show,6,Public Policy Analysis of Regional Tax regulation In Energy and Mineral Resources Based on Local Government Concurrent Affairs,28696,,49-52,,,,,,,,,,,,,,,,,,,,,,,,,
42,2021-06-07 02:15:32,2021-06-07 02:15:32,807,FALSE,http://repository.lppm.unila.ac.id/id/eprint/32151,public,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/145722', 'pos': 1, 'format': 'text', 'files': [{'datasetid': 'document', 'filesize': 1468127, 'mime_type': 'application/pdf', 'fileid': 380433, 'filename': 'Regulatory_Sandbox_Analysis_To_Prevent_Money_Laund.pdf', 'hash': '6ac1e9b3f7dd158dd5622395e622b763', 'mtime': '2021-06-07 01:08:19', 'hash_type': 'MD5', 'objectid': 145722, 'uri': 'http://repository.lppm.unila.ac.id/id/file/380433'}], 'docid': 145722, 'main': 'Regulatory_Sandbox_Analysis_To_Prevent_Money_Laund.pdf', 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 32151}]","<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">IJSTR</font></font>",pub,['FH1'],article,disk0/00/03/21/51,2019-12-01 00:00:00.000000000,"[{'id': '<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">maroniunila@gmail.com</font></font>', 'name': {'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'honourific': None, 'lineage': None, 'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali'}}]","<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">Jurnal Internasional Penelitian Ilmiah & Teknologi</font></font>",Hasil Check Similarity,['K1'],2021-06-07 02:15:32,archive,show,6,Regulatory Sandbox Analysis To Prevent Money Laundering Crime Of Financial Technology In Indonesia,32151,"<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">2277-8616</font></font>",,,,,,,,,,,,,,,,,,,,,,,,,,
43,2021-06-08 08:21:28,2021-06-08 08:21:28,807,FALSE,http://repository.lppm.unila.ac.id/id/eprint/32306,public,"[{'eprintid': 32306, 'security': 'public', 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf', 'docid': 146513, 'main': 'reviewer regulatory sandbox.pdf', 'files': [{'filesize': 405042, 'datasetid': 'document', 'mtime': '2021-06-08 07:44:31', 'hash_type': 'MD5', 'filename': 'reviewer regulatory sandbox.pdf', 'hash': '123c5a07840f88ca8190853b9f004677', 'fileid': 382326, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/382326', 'objectid': 146513}], 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/146513'}]",,pub,['FH1'],article,disk0/00/03/23/06,2019-12-01 00:00:00.000000000,"[{'id': '<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">maroniunila@gmail.com</font></font>', 'name': {'lineage': None, 'honourific': None, 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali'}}]",Regulatory Sandbox Analysis To Prevent Money Laundering Crime Of Financial Technology In Indonesia,Hasil Penilaian Sejawat Sebidang atau Peer Review,['K1'],2021-06-08 08:21:28,archive,show,6,Regulatory Sandbox Analysis To Prevent Money Laundering Crime Of Financial Technology In Indonesia,32306,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,2022-02-09 10:24:22,2022-02-09 10:24:22,807,FALSE,http://repository.lppm.unila.ac.id/id/eprint/39100,public,"[{'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 39100, 'uri': 'http://repository.lppm.unila.ac.id/id/document/160392', 'rev_number': 1, 'format': 'text', 'pos': 1, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/440876', 'objectid': 160392, 'filesize': 901182, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2022-02-09 07:42:09', 'hash': '634b054fb92acbf68953be6fae874068', 'filename': 'Korespondensi IJST.pdf', 'fileid': 440876, 'mime_type': 'application/pdf'}], 'main': 'Korespondensi IJST.pdf', 'docid': 160392}]",IJSTR,pub,['FH1'],article,disk0/00/03/91/00,2019-12-01 00:00:00.000000000,"[{'id': '<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">maroniunila@gmail.com</font></font>', 'name': {'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'honourific': None, 'lineage': None}}]",International Journal Of Scientific & Technology Research,Korespondensi,['K1'],2022-02-09 10:24:22,archive,show,6,Regulatory Sandbox Analysis To Prevent Money Laundering Crime Of Financial Technology In Indonesia,39100,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,2022-02-10 02:03:32,2022-02-10 02:03:32,807,FALSE,http://repository.lppm.unila.ac.id/id/eprint/39109,public,"[{'security': 'public', 'placement': 1, 'eprintid': 39109, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/440943', 'objectid': 160401, 'hash': '7a9e1be3c9e429845beb6ce4afde837f', 'filename': 'Reviewer Regulatory.pdf', 'hash_type': 'MD5', 'mtime': '2022-02-10 02:00:11', 'mime_type': 'application/pdf', 'fileid': 440943, 'filesize': 415806, 'datasetid': 'document'}], 'docid': 160401, 'main': 'Reviewer Regulatory.pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/160401', 'format': 'text', 'pos': 1}]",IJSTR,pub,['FH1'],article,disk0/00/03/91/09,2019-12-01 00:00:00.000000000,"[{'id': '<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">maroniunila@gmail.com</font></font>', 'name': {'lineage': None, 'honourific': None, 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali'}}]",International Journal Of Scientific & Technology Research,Hasil Penilaian Sejawat Sebidang atau Peer Review,['K1'],2022-02-10 02:03:32,archive,show,6,Regulatory Sandbox Analysis To Prevent Money Laundering Crime Of Financial Technology In Indonesia,39109,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,2021-03-17 08:52:20,2021-03-17 08:52:20,1065,FALSE,http://repository.lppm.unila.ac.id/id/eprint/28440,public,"[{'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/252681', 'objectid': 42488, 'mtime': '2021-03-17 01:07:04', 'hash_type': 'MD5', 'filename': '5. Softfile Buku Rekomposisi Pajak Daerah Yuswantodkk.pdf', 'hash': '0874facea58babf2e17f061feba75fa9', 'fileid': 252681, 'mime_type': 'application/pdf', 'filesize': 2543850, 'datasetid': 'document'}], 'docid': 42488, 'main': '5. Softfile Buku Rekomposisi Pajak Daerah Yuswantodkk.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/42488', 'rev_number': 1, 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 28440, 'mime_type': 'application/pdf', 'language': 'en'}]",AURA CV. Anugrah Utama Raharja Anggota IKAPAI,pub,['FH1'],book_section,disk0/00/02/84/40,2019-06-01 00:00:00.000000000,"[{'name': {'lineage': None, 'honourific': None, 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali'}}]",,,['K1'],2021-03-17 08:52:20,archive,show,7,Rekomposisi Pajak Daerah Bidang Energi dan Sumber Daya Mineral Berbasis Urusan Konkuren Pemerintah Daerah,28440,,,Rekomposisi Pajak Daerah Bidang Energi dan Sumber Daya Mineral Berbasis Urusan Konkuren Pemerintah Daerah,,,,,,,,,,,,,,,,,,,,,,,,
47,2021-03-29 09:04:36,2021-03-29 09:04:36,1065,FALSE,http://repository.lppm.unila.ac.id/id/eprint/28691,public,"[{'security': 'public', 'placement': 1, 'eprintid': 28691, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'mime_type': 'application/pdf', 'fileid': 254556, 'hash': 'f2c70d993938ae27d3416d77302987e8', 'filename': 'Reviewer Rekomposisi Pajak.pdf', 'mtime': '2021-03-29 08:43:08', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 254083, 'objectid': 42746, 'uri': 'http://repository.lppm.unila.ac.id/id/file/254556'}], 'main': 'Reviewer Rekomposisi Pajak.pdf', 'docid': 42746, 'uri': 'http://repository.lppm.unila.ac.id/id/document/42746', 'rev_number': 1, 'format': 'text', 'pos': 1}]",AURA CV. Anugrah Utama Raharja Anggota IKAPAI,pub,['FH1'],book_section,disk0/00/02/86/91,2019-01-01 00:00:00.000000000,"[{'name': {'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'lineage': None, 'honourific': None, 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali'}}]",,Hasil Penialian Sejawat Sebidang atau Peer Review,['K1'],2021-03-29 09:04:36,archive,show,7,Rekomposisi Pajak Daerah Bidang Energi dan Sumber Daya Mineral Berbasis Urusan Konkuren Pemerintah Daerah,28691,,,Rekomposisi Pajak Daerah Bidang Energi dan Sumber Daya Mineral Berbasis Urusan Konkuren Pemerintah Daerah,,102.0,,,,,,,,,,,,,,,,,,,,,,
48,2021-05-18 04:24:42,2021-05-18 04:24:42,1065,,http://repository.lppm.unila.ac.id/id/eprint/30183,public,"[{'eprintid': 30183, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf', 'main': 'Rekomposisi Pajak.pdf', 'docid': 135594, 'files': [{'filesize': 367513, 'datasetid': 'document', 'mtime': '2021-05-18 04:21:03', 'hash_type': 'MD5', 'filename': 'Rekomposisi Pajak.pdf', 'hash': 'bc9bf03fd9cca092dfeea19b5ef51e10', 'fileid': 357816, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/357816', 'objectid': 135594}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/135594'}]",AURA CV. Anugrah Utama Raharja Anggota IKAPI,pub,['FH1'],monograph,disk0/00/03/01/83,2019-06-01 00:00:00.000000000,"[{'name': {'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'honourific': None, 'lineage': None, 'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali'}}]",,Hasil Penilaian Sejawat Sebidang atau atau Peer Review,['K1'],2021-05-18 04:24:42,archive,show,7,Rekomposisi Pajak Daerah Bidang Energi dan Sumber Daya Mineral Berbasis Urusan Konkuren Pemerintah Daerah,30183,,,,,,,,,,,,other,,,,,,,,,,,,,,,
49,2022-02-23 07:25:32,2022-02-23 07:25:32,1065,FALSE,http://repository.lppm.unila.ac.id/id/eprint/39758,public,"[{'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 39758, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/161034', 'format': 'text', 'pos': 1, 'files': [{'objectid': 161034, 'uri': 'http://repository.lppm.unila.ac.id/id/file/445872', 'datasetid': 'document', 'filesize': 612229, 'fileid': 445872, 'mime_type': 'application/pdf', 'mtime': '2022-02-23 03:45:17', 'hash_type': 'MD5', 'filename': 'REKOMPOSISI.pdf', 'hash': '198c02a534158f07aa75fade8de687f4'}], 'main': 'REKOMPOSISI.pdf', 'docid': 161034}]",AURA CV. Anugrah Utama Raharja Anggota IKAPAI,pub,['FH1'],book_section,disk0/00/03/97/58,1970-01-01 00:00:00.000002019,"[{'name': {'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'lineage': None, 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'honourific': None}}]",,Hasil Penilaian Sejawat Sebidang atau Peer Review,['K1'],2022-02-23 07:25:32,archive,show,7,Rekomposisi Pajak Daerah Bidang Energi dan Sumber Daya Mineral Berbasis Urusan Konkuren Pemerintah Daerah,39758,,,Rekomposisi Pajak Daerah Bidang Energi dan Sumber Daya Mineral Berbasis Urusan Konkuren Pemerintah Daerah,,,,,,,,,,,,,,,,,,,,,,,,
50,2022-02-15 02:24:04,2022-02-15 02:24:04,276,FALSE,http://repository.lppm.unila.ac.id/id/eprint/39234,public,"[{'docid': 160521, 'main': 'Reviewer Transformasi.pdf', 'files': [{'fileid': 441914, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2022-02-15 01:13:17', 'hash': '4321264b92b729c76c9c0d9beb2cb94a', 'filename': 'Reviewer Transformasi.pdf', 'datasetid': 'document', 'filesize': 392133, 'objectid': 160521, 'uri': 'http://repository.lppm.unila.ac.id/id/file/441914'}], 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/160521', 'eprintid': 39234, 'security': 'public', 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",PKKP-HAM FH Unila,pub,['FH1'],book_section,disk0/00/03/92/34,1970-01-01 00:00:00.000002019,"[{'name': {'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'lineage': None, 'honourific': None, 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali'}}]",,Hasil Penilaian Sejawat Sebidang atau Peer Review,['K1'],2022-02-15 02:24:04,archive,show,7,Transformasi File Sharing Bussines dan Public Policy: Suatu Tinjauan Yuridis dan Sosiologis,39234,,,Jalan Sunyi Sang Guru: Mendidik Dengan Cinta-Membentuk Insan Hukum,,,,,,,,,,,,,,,,,,,,,,,,
