,userid,lastmod,datestamp,ispublished,documents,full_text_status,uri,type,divisions,patent_applicant,creators,date,dir,id_number,eprint_status,status_changed,subjects,title,rev_number,metadata_visibility,eprintid,date_type,abstract,refereed,publisher,publication,book_title,pres_type,event_title,event_type,pagerange,event_location,event_dates,pages,issn,monograph_type,number,keywords,volume,official_url,related_url,succeeds
47,69,2021-05-21 05:46:55,2021-05-21 05:46:55,pub,"[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 30383, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/136623', 'docid': 136623, 'main': 'INSTRUMEN HUKUM PENANGGULANGAN(2).pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/360091', 'objectid': 136623, 'mtime': '2021-05-21 05:45:06', 'hash_type': 'MD5', 'filename': 'INSTRUMEN HUKUM PENANGGULANGAN(2).pdf', 'hash': '60f80497932030bad4bcbc2985695b09', 'fileid': 360091, 'mime_type': 'application/pdf', 'filesize': 1640576, 'datasetid': 'document'}]}]",public,http://repository.lppm.unila.ac.id/id/eprint/30383,book_section,['FH1'],,"[{'name': {'lineage': None, 'honourific': None, 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali'}}]",2020-06-01 00:00:00.000000000,disk0/00/03/03/83,,archive,2021-05-21 05:46:55,['K1'],Instrumen Hukum Penanggulangan Illegal Fishing di Indoensia,7,show,30383,,,FALSE,PUSAKA MEDIA Anggota IKAPI,,Instrumen Hukum Penanggulangan Illegal Fishing di Indoensia,,,,,,,,,,,,,,,
48,69,2021-05-27 02:40:23,2021-05-27 02:40:23,pub,"[{'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/139657', 'rev_number': 1, 'docid': 139657, 'main': 'Review Irzal Instrumen.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/366778', 'objectid': 139657, 'filesize': 359505, 'datasetid': 'document', 'filename': 'Review Irzal Instrumen.pdf', 'hash': 'e632e6b45e6642d1b000d609dc4421f2', 'hash_type': 'MD5', 'mtime': '2021-05-27 02:11:01', 'mime_type': 'application/pdf', 'fileid': 366778}], 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 30941, 'security': 'public', 'placement': 1}]",public,http://repository.lppm.unila.ac.id/id/eprint/30941,book_section,['FH1'],,"[{'name': {'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'lineage': None, 'honourific': None, 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali'}}]",2020-06-01 00:00:00.000000000,disk0/00/03/09/41,,archive,2021-05-27 02:40:23,['K1'],Instrumen Hukum Penanggulangan Illegal Fishing di Indoensia,7,show,30941,,Hasil Penilaian Sejawat Sebidang atau Peer Review,FALSE,PUSAKA MEDIA Anggota IKAPI,,Instrumen Hukum Penanggulangan Illegal Fishing di Indoensia,,,,,,,130.0,,,,,,,,
49,873,2021-05-24 01:43:37,2021-05-24 01:43:37,pub,"[{'eprintid': 30553, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf', 'main': '7389-Article Text-14453-1-10-20210401.pdf', 'docid': 137527, 'files': [{'datasetid': 'document', 'filesize': 230770, 'mime_type': 'application/pdf', 'fileid': 362067, 'hash': '8a249bfa514f8305a4f08d55e0da9097', 'filename': '7389-Article Text-14453-1-10-20210401.pdf', 'hash_type': 'MD5', 'mtime': '2021-05-24 01:06:24', 'objectid': 137527, 'uri': 'http://repository.lppm.unila.ac.id/id/file/362067'}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/137527', 'rev_number': 1}]",public,http://repository.lppm.unila.ac.id/id/eprint/30553,article,['FH1'],,"[{'id': '<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">erna.dewi@fh.unila.ac.id</font></font>', 'name': {'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'honourific': None, 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'lineage': None}}]",2020-12-01 00:00:00.000000000,disk0/00/03/05/53,,archive,2021-05-24 01:43:37,['K1'],JURIDICAL ANALYSIS OF FRAUDS IN BANKS WHICH RESULTED BY PROMBLEM BANKS,6,show,30553,,,FALSE,"<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">PJAEE</font></font>","<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">JURNAL ARKEOLOGI MESIR / EGIPTOLOGI PALARCH</font></font>",,,,,,,,,"<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">1567-214x</font></font>",,,,,,,
50,873,2021-12-16 10:16:11,2021-12-16 10:16:11,pub,"[{'eprintid': 37332, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en', 'docid': 158236, 'main': 'Reviewer Juridical.pdf', 'files': [{'filesize': 1915646, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2021-12-16 02:51:31', 'hash': '2a2902e9f38be07bb3e1fa2c67568434', 'filename': 'Reviewer Juridical.pdf', 'fileid': 427159, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/427159', 'objectid': 158236}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/158236'}]",public,http://repository.lppm.unila.ac.id/id/eprint/37332,article,['FH1'],,"[{'name': {'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'lineage': None, 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'honourific': None}, 'id': '<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">erna.dewi@fh.unila.ac.id</font></font>'}]",1970-01-01 00:00:00.000002020,disk0/00/03/73/32,,archive,2021-12-16 10:16:11,['K1'],Juridical Analysis Of Frauds In Banks Which Resulted By Promblem Banks,6,show,37332,,Hasil Penilaian Sejawat Sebidang atau Peer Review,FALSE,PJAEE,JURIDICAL ANALYSIS OFFRAUDSIN BANKSWHICHRESULTEDBY PROMBLEMBANKS,,,,,,,,,,,,,,,,
51,873,2021-12-20 06:40:40,2021-12-20 06:40:40,pub,"[{'docid': 158286, 'main': 'Juridal.pdf', 'files': [{'objectid': 158286, 'uri': 'http://repository.lppm.unila.ac.id/id/file/427423', 'fileid': 427423, 'mime_type': 'application/pdf', 'mtime': '2021-12-20 04:02:27', 'hash_type': 'MD5', 'hash': '3cd7e4961576287f0cdd5b0c89f6991b', 'filename': 'Juridal.pdf', 'datasetid': 'document', 'filesize': 3342060}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/158286', 'rev_number': 1, 'eprintid': 37372, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en'}]",public,http://repository.lppm.unila.ac.id/id/eprint/37372,article,['FH1'],,"[{'name': {'honourific': None, 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'lineage': None, 'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali'}, 'id': '<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">erna.dewi@fh.unila.ac.id</font></font>'}]",1970-01-01 00:00:00.000002020,disk0/00/03/73/72,,archive,2021-12-20 06:40:40,['K1'],Juridical Analysis Of Frauds In Banks Which Resulted By Promblem Banks,6,show,37372,,Hasil Check Similarity,FALSE,PJAEE,JURIDICAL ANALYSIS OFFRAUDSIN BANKSWHICHRESULTEDBY PROMBLEMBANKS,,,,,,,,,,,,,,,,
52,873,2022-01-21 01:36:09,2022-01-21 01:36:09,pub,"[{'main': 'JURIDICAL ANALYSIS OF FRAUDS IN BANKS WHICH RESULTED BY PROMBLEM BANKS (4).pdf', 'docid': 159141, 'files': [{'objectid': 159141, 'uri': 'http://repository.lppm.unila.ac.id/id/file/433210', 'mime_type': 'application/pdf', 'fileid': 433210, 'hash': '15f1365e7915196ae2659d8a91039272', 'filename': 'JURIDICAL ANALYSIS OF FRAUDS IN BANKS WHICH RESULTED BY PROMBLEM BANKS (4).pdf', 'mtime': '2022-01-20 09:14:08', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 3441669}], 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/159141', 'eprintid': 38142, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en'}]",public,http://repository.lppm.unila.ac.id/id/eprint/38142,article,['FH1'],,"[{'id': '<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">erna.dewi@fh.unila.ac.id</font></font>', 'name': {'lineage': None, 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'honourific': None, 'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali'}}]",2020-12-01 00:00:00.000000000,disk0/00/03/81/42,,archive,2022-01-21 01:36:09,['K1'],Juridical Analysis Of Frauds In Banks Which Resulted By Promblem Banks,8,show,38142,,Hasil Check Similarity,FALSE,PJAEE,JURIDICAL ANALYSIS OFFRAUDSIN BANKSWHICHRESULTEDBY PROMBLEMBANKS,,,,,,,,,,,,,,,,
53,276,2022-02-15 02:24:39,2022-02-15 02:24:39,pub,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/160534', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/441984', 'objectid': 160534, 'filesize': 402485, 'datasetid': 'document', 'hash': '29b50859d58cb60fc02829363323880c', 'filename': 'Reviewer Kebijakan.pdf', 'hash_type': 'MD5', 'mtime': '2022-02-15 02:00:21', 'mime_type': 'application/pdf', 'fileid': 441984}], 'docid': 160534, 'main': 'Reviewer Kebijakan.pdf', 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 39249}]",public,http://repository.lppm.unila.ac.id/id/eprint/39249,article,['FH1'],,"[{'name': {'lineage': None, 'honourific': None, 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali'}}]",1970-01-01 00:00:00.000002020,disk0/00/03/92/49,,archive,2022-02-15 02:24:39,['K1'],Kebijakan Penanggulangan Tindak Pidana Penyelundupan Benih Lobster di Provinsi Lampung.,6,show,39249,,Hasil Penilaian Sejawat Sebidang atau Peer Reviewe,FALSE,FISIP Unila,Jurnal Ilmiah Administrasi Publik dan Pembangunan,,,,,,,,,,,,,,,,
54,276,2021-04-17 05:20:41,2021-04-17 05:20:41,pub,"[{'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/260574', 'objectid': 43544, 'filesize': 513515, 'datasetid': 'document', 'hash': 'bb64dbba7effd68572482463bb039c3a', 'filename': 'Review Kebijakan Penyelundupan Benih_Jurnal Nasional Sinta 4.pdf', 'mtime': '2021-04-16 06:31:13', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 260574}], 'main': 'Review Kebijakan Penyelundupan Benih_Jurnal Nasional Sinta 4.pdf', 'docid': 43544, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/43544', 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 29413, 'mime_type': 'application/pdf', 'language': 'en'}]",public,http://repository.lppm.unila.ac.id/id/eprint/29413,article,['FH1'],,"[{'name': {'honourific': None, 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'lineage': None, 'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali'}}]",2020-12-01 00:00:00.000000000,disk0/00/02/94/13,,archive,2021-04-17 05:20:41,['K1'],Kebijakan Penanggulangan Tindak Pidana Penyelundupan Benih Lobster di Provinsi Lampung. Jurnal Administratio: Jurnal Ilmiah Administrasi Publik dan Pembangunan,6,show,29413,,Hasil Penilaian Sejawat Sebidang atau Peer Review,FALSE,FISIP Unila,Jurnal Ilmiah Administrasi Publik dan Pembangunan,,,,,,,,,,,,,,,,
55,1065,2021-03-18 07:10:58,2021-03-18 07:10:58,pub,"[{'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 28464, 'uri': 'http://repository.lppm.unila.ac.id/id/document/42512', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'filesize': 547515, 'datasetid': 'document', 'mtime': '2021-03-18 05:07:38', 'hash_type': 'MD5', 'filename': 'Local Regulation.pdf', 'hash': 'ed78da06c70c6b26286ad68e515f1d42', 'fileid': 252847, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/252847', 'objectid': 42512}], 'main': 'Local Regulation.pdf', 'docid': 42512}]",public,http://repository.lppm.unila.ac.id/id/eprint/28464,article,['FH1'],,"[{'name': {'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'lineage': None, 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'honourific': None}}]",2020-04-01 00:00:00.000000000,disk0/00/02/84/64,,archive,2021-03-18 07:10:58,['K1'],Local Regulation Patterns Towards Competitive Coastal Tourism In West Coastal Village,6,show,28464,,,FALSE,"<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">Fakultas Hukum, Universitas Hang Tuah, Surabaya, Indonesia</font></font>","<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">Jurnal Hukum Hang Tuah</font></font>",,,,,1-10,,,,"<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">2549-2071</font></font>",,,,,,,
56,1065,2021-03-29 09:04:33,2021-03-29 09:04:33,pub,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/42753', 'format': 'text', 'pos': 1, 'files': [{'filesize': 278794, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2021-03-29 08:56:32', 'hash': '693e3e9280c9e64dae224dca28914ea7', 'filename': 'Reviewer Local Regulation.pdf', 'fileid': 254603, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/254603', 'objectid': 42753}], 'docid': 42753, 'main': 'Reviewer Local Regulation.pdf', 'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 28698}]",public,http://repository.lppm.unila.ac.id/id/eprint/28698,article,['FH1'],,"[{'name': {'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'lineage': None, 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'honourific': None}}]",2020-04-01 00:00:00.000000000,disk0/00/02/86/98,,archive,2021-03-29 09:04:33,['K1'],Local Regulation Patterns Towards Competitive Coastal Tourism In West Coastal Village,6,show,28698,,Hasil Penilaian Sejawat Sebidang atau Peer Review,FALSE,FH Universitas Hang Tuah,HANG TUAH LAW JOURNAL,,,,,1-10,,,,,,,,,,,
57,1065,2022-02-23 07:25:45,2022-02-23 07:25:45,pub,"[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 39764, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/161039', 'docid': 161039, 'main': 'LOCAL.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/445904', 'objectid': 161039, 'filename': 'LOCAL.pdf', 'hash': '6f8bf573d96df6fb886d0bfbaf76dd97', 'mtime': '2022-02-23 03:56:38', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 445904, 'filesize': 661145, 'datasetid': 'document'}]}]",public,http://repository.lppm.unila.ac.id/id/eprint/39764,article,['FH1'],,"[{'name': {'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'honourific': None, 'lineage': None}}]",1970-01-01 00:00:00.000002020,disk0/00/03/97/64,,archive,2022-02-23 07:25:45,['K1'],Local Regulation Patterns Towards Competitive Coastal Tourism In West Coastal Village,6,show,39764,,Hasil Penilaian Sejawat Sebidang atau Peer Review,FALSE,Fakultas Hukum Universitas Hang Tuah,"HANG TUAH LAW JOURNAL,",,,,,,,,,,,,,,,,
58,786,2021-04-30 01:12:15,2021-04-30 01:12:15,pub,"[{'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 29767, 'uri': 'http://repository.lppm.unila.ac.id/id/document/43969', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'objectid': 43969, 'uri': 'http://repository.lppm.unila.ac.id/id/file/263408', 'fileid': 263408, 'mime_type': 'application/pdf', 'mtime': '2021-04-29 02:58:48', 'hash_type': 'MD5', 'filename': 'sertifikat_EC00202046373-nunungR-AdeOK.pdf', 'hash': '8687ac58b1b7ac325df3a102e855d7c8', 'datasetid': 'document', 'filesize': 765524}], 'docid': 43969, 'main': 'sertifikat_EC00202046373-nunungR-AdeOK.pdf'}]",public,http://repository.lppm.unila.ac.id/id/eprint/29767,patent,['FH1'],LPPM UNILA,"[{'id': '<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">nunungradliyah@yahoo.com</font></font>', 'name': {'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'honourific': None, 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'lineage': None}}]",2020-11-01 00:00:00.000000000,disk0/00/02/97/67,EC00202046373,archive,2021-04-30 01:12:15,['K1'],Management Of Sharia Mutul Fund In Islamic Economic Law Of Indonesia (Study Collective Investment Contract (CIC) Mutul Fund),7,show,29767,submitted,,,,,,,,,,,,,,,,,,,,
59,786,2021-05-04 01:42:24,2021-05-04 01:42:24,pub,"[{'docid': 64356, 'main': 'reviewer nunung management of sharia.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/284687', 'objectid': 64356, 'filename': 'reviewer nunung management of sharia.pdf', 'hash': '6dbbd7dd8bb0c9ce759f360f85684608', 'mtime': '2021-05-03 07:14:11', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 284687, 'filesize': 461527, 'datasetid': 'document'}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/64356', 'eprintid': 29902, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en'}]",public,http://repository.lppm.unila.ac.id/id/eprint/29902,patent,['FH1'],LPPM UNILA,"[{'id': '<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">nunungradliyah@yahoo.com</font></font>', 'name': {'honourific': None, 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'lineage': None, 'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali'}}]",2020-11-01 00:00:00.000000000,disk0/00/02/99/02,EC002020,archive,2021-05-04 01:42:24,['K1'],Management Of Sharia Mutul Fund In Islamic Economic Law Of Indonesia (Study Collective Investment Contract (CIC) Mutul Fund),7,show,29902,submitted,Hasil Penilaian Sejawat Sebidang atau Peer Review,,,,,,,,,,,,,,,,,,,
60,786,2021-11-05 01:50:43,2021-11-05 01:50:43,pub,"[{'files': [{'filesize': 1779065, 'datasetid': 'document', 'hash': 'a07aaa00377867650fbf4da23c5e4e49', 'filename': 'Management of.pdf', 'mtime': '2021-11-05 01:16:50', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 409880, 'uri': 'http://repository.lppm.unila.ac.id/id/file/409880', 'objectid': 155757}], 'docid': 155757, 'main': 'Management of.pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/155757', 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 35028, 'language': 'en', 'mime_type': 'application/pdf'}]",public,http://repository.lppm.unila.ac.id/id/eprint/35028,patent,['FH1'],LPPM UNILA,"[{'name': {'honourific': None, 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'lineage': None, 'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali'}, 'id': '<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">nunungradliyah@yahoo.com</font></font>'}]",1970-01-01 00:00:00.000002020,disk0/00/03/50/28,EC00202046373,archive,2021-11-05 01:50:43,['K1'],Management Of Sharia Mutul Fund In Islamic Economic Law Of Indonesia (Study Collective Investment Contract (CIC) Mutul Fund) (haki),7,show,35028,published,,,,,,,,,,,,,,,,,,,,
61,786,2021-04-30 01:12:19,2021-04-30 01:12:19,pub,"[{'files': [{'objectid': 43970, 'uri': 'http://repository.lppm.unila.ac.id/id/file/263415', 'mime_type': 'application/pdf', 'fileid': 263415, 'filename': 'sertifikat_EC00202046374-nunungR.pdf', 'hash': '84e17f1ddc6ef206d533686111290420', 'mtime': '2021-04-29 03:00:12', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 765428}], 'docid': 43970, 'main': 'sertifikat_EC00202046374-nunungR.pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/43970', 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 29768, 'language': 'en', 'mime_type': 'application/pdf'}]",public,http://repository.lppm.unila.ac.id/id/eprint/29768,patent,['FH1'],LPPM UNILA,"[{'name': {'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'lineage': None, 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'honourific': None}, 'id': '<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">nunungradliyah@yahoo.com</font></font>'}]",2020-11-01 00:00:00.000000000,disk0/00/02/97/68,EC00202046374,archive,2021-04-30 01:12:19,['K1'],Manusia & Agama dalam Kerangka Dasar Ajaran Islam,7,show,29768,submitted,,,,,,,,,,,,,,,,,,,,
62,786,2021-05-04 01:42:27,2021-05-04 01:42:27,pub,"[{'eprintid': 29903, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en', 'main': 'reviewer nunung manusia & agama.pdf', 'docid': 64636, 'files': [{'fileid': 284973, 'mime_type': 'application/pdf', 'mtime': '2021-05-03 07:18:48', 'hash_type': 'MD5', 'hash': '56754ddb6d7c7aa7a670cd3fa2377348', 'filename': 'reviewer nunung manusia & agama.pdf', 'datasetid': 'document', 'filesize': 440461, 'objectid': 64636, 'uri': 'http://repository.lppm.unila.ac.id/id/file/284973'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/64636', 'rev_number': 1}]",public,http://repository.lppm.unila.ac.id/id/eprint/29903,patent,['FH1'],LPPM UNILA,"[{'name': {'honourific': None, 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'lineage': None, 'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali'}, 'id': '<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">nunungradliyah@yahoo.com</font></font>'}]",2020-11-01 00:00:00.000000000,disk0/00/02/99/03,EC00202046373,archive,2021-05-04 01:42:27,['K1'],Manusia & Agama dalam Kerangka Dasar Ajaran Islam,7,show,29903,submitted,Hasil Penilaian Sejawat Sebidang atau Peer Review,,,,,,,,,,,,,,,,,,,
63,786,2021-11-19 06:32:48,2021-11-19 06:32:48,pub,"[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 37035, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/157946', 'docid': 157946, 'main': 'Manusia dan Agama.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/424961', 'objectid': 157946, 'hash': '24d78d463505bd63d26420c02a38f4b3', 'filename': 'Manusia dan Agama.pdf', 'mtime': '2021-11-19 04:17:54', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 424961, 'filesize': 4345553, 'datasetid': 'document'}]}]",public,http://repository.lppm.unila.ac.id/id/eprint/37035,patent,['FH1'],LPPM UNILA,"[{'id': '<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">nunungradliyah@yahoo.com</font></font>', 'name': {'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'honourific': None, 'lineage': None, 'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali'}}]",2020-11-01 00:00:00.000000000,disk0/00/03/70/35,EC00202046374,archive,2021-11-19 06:32:48,['K1'],Manusia & Agama dalam Kerangka Dasar Ajaran Islam,7,show,37035,published,,,,,,,,,,,,,,,,,,,,
64,276,2021-04-20 01:00:27,2021-04-20 01:00:27,pub,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 29508, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/43654', 'docid': 43654, 'main': 'Editor Buku _Pemetaan Provinsi Lampung.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/261365', 'objectid': 43654, 'filesize': 1670987, 'datasetid': 'document', 'filename': 'Editor Buku _Pemetaan Provinsi Lampung.pdf', 'hash': '978af4e8902160215c35ffcf9293bdc8', 'mtime': '2021-04-19 05:24:55', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 261365}]}]",public,http://repository.lppm.unila.ac.id/id/eprint/29508,book_section,['FH1'],,"[{'name': {'lineage': None, 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'honourific': None, 'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali'}}]",1970-01-01 00:00:00.000002020,disk0/00/02/95/08,,archive,2021-04-20 01:00:27,['K1'],Pemetaan Provinsi Lampung Dalam Berkelanjutan,7,show,29508,,,FALSE,Graha Ilmu Yogyakarta,,Pemetaan Provinsi Lampung Dalam Berkelanjutan,,,,,,,,,,,,,,,
65,276,2021-04-17 05:20:36,2021-04-17 05:20:36,pub,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 29412, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/43543', 'docid': 43543, 'main': 'Review Pemetaan Provinsi Lampung_Editor Buku.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/260567', 'objectid': 43543, 'filesize': 505767, 'datasetid': 'document', 'filename': 'Review Pemetaan Provinsi Lampung_Editor Buku.pdf', 'hash': '63d1455dd530d9011de5c4890ffc4210', 'mtime': '2021-04-16 06:26:10', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 260567}]}]",public,http://repository.lppm.unila.ac.id/id/eprint/29412,article,['FH1'],,"[{'name': {'lineage': None, 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'honourific': None, 'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali'}}]",1970-01-01 00:00:00.000002020,disk0/00/02/94/12,,archive,2021-04-17 05:20:36,['K1'],Pemetaan Provinsi Lampung Dalam Berkelanjutan IMT–GT 2036 Edisi Pertama 2020. 112 Halaman. ISBN 978-623-228-706-8 . Penerbit.Graha Ilmu Yogyakarta (editor),6,show,29412,,Penelaian Sejawat Sebidang atau Peer Review,FALSE,Graha Ilmu Yogyakarta (editor),Pemetaan Provinsi Lampung Dalam Berkelanjutan,,,,,,,,,,,,,,,,
