,eprint_status,status_changed,subjects,abstract,title,rev_number,metadata_visibility,eprintid,lastmod,userid,datestamp,ispublished,publisher,documents,full_text_status,uri,refereed,type,divisions,publication,creators,dir,date,pagerange,pres_type,event_type,event_title,event_dates,event_location,pages,book_title,number,monograph_type,date_type,issn,volume,isbn,place_of_pub,institution
10,archive,2022-02-23 07:25:30,['K1'],Hasil Penilaian Sejawat Sebidang atau Peer Review,Dinamika Penegakan Hukum Pemerintahan Daerah,7,show,39757,2022-02-23 07:25:30,1065,2022-02-23 07:25:30,pub,AURA CV. Anugrah Utama Raharja Anggota IKAPAI,"[{'eprintid': 39757, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf', 'docid': 161033, 'main': 'DINAMIKA.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/445865', 'objectid': 161033, 'hash': '28ff42194720d77826a0109049412c8d', 'filename': 'DINAMIKA.pdf', 'mtime': '2022-02-23 03:42:45', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 445865, 'filesize': 590607, 'datasetid': 'document'}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/161033'}]",public,http://repository.lppm.unila.ac.id/id/eprint/39757,FALSE,book_section,['FH1'],,"[{'name': {'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'honourific': None, 'lineage': None, 'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali'}}]",disk0/00/03/97/57,1970-01-01 00:00:00.000002017,,,,,,,,Dinamika Penegakan Hukum Pemerintahan Daerah,,,,,,,,
11,archive,2021-04-06 06:35:35,['K1'],Hasil Penilaian Sejawat Sebidang atau Peer Review,Implementasi Gadai Emas Syariah dengan Akad Rahn Sebagai Alternatif Pembiayaan Masyarakat Non Bank di Indonesia,7,show,28882,2021-04-06 06:35:35,955,2021-04-06 06:35:35,pub,,"[{'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 28882, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/42976', 'pos': 1, 'format': 'text', 'files': [{'objectid': 42976, 'uri': 'http://repository.lppm.unila.ac.id/id/file/256279', 'datasetid': 'document', 'filesize': 523413, 'fileid': 256279, 'mime_type': 'application/pdf', 'mtime': '2021-04-06 03:06:00', 'hash_type': 'MD5', 'hash': '446dc9ff3ae88474cac02f9055829af2', 'filename': 'Implementasi Gadai.pdf'}], 'docid': 42976, 'main': 'Implementasi Gadai.pdf'}]",public,http://repository.lppm.unila.ac.id/id/eprint/28882,FALSE,conference_item,['FH1'],,"[{'name': {'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'honourific': None, 'lineage': None}, 'id': '<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">amnawaty@yahoo.com</font></font>'}]",disk0/00/02/88/82,2017-02-01 00:00:00.000000000,,speech,conference,Seminar International,,,,,,,,,,,,
12,archive,2021-02-15 08:12:41,['K1'],Hasil Penilaian Sejawat Sebidang atau Peer Review,Konflik Lahan Perkebunan Mengungkap Perjuangan Rakyat Melawan Kooptasi Tanah HGU Sugar Group Companies,7,show,27888,2021-02-15 08:12:41,324,2021-02-15 08:12:41,pub,CV. Cita Inttans Selaras Wisma Kalimetro,"[{'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/41868', 'docid': 41868, 'main': 'Review Yus Konflik Lahan.pdf', 'files': [{'datasetid': 'document', 'filesize': 135788, 'fileid': 248523, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2021-02-15 07:46:56', 'filename': 'Review Yus Konflik Lahan.pdf', 'hash': '4374917af1c4e4512cfe529df4e409cd', 'objectid': 41868, 'uri': 'http://repository.lppm.unila.ac.id/id/file/248523'}], 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 27888, 'security': 'public', 'placement': 1}]",public,http://repository.lppm.unila.ac.id/id/eprint/27888,FALSE,book_section,['FH1'],,"[{'name': {'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'honourific': None, 'lineage': None, 'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali'}}]",disk0/00/02/78/88,1970-01-01 00:00:00.000002017,,,,,,,,Monograf,,,,,,,,
13,archive,2021-07-05 01:11:50,['K1'],Hasil Penilaian Sejawat Sebidang atau Peer Review,Konflik Lahan Perkebunan Mengungkap Perjuangan Rakyat Melawan Kooptasi Tanah HGU Sugar Group Companies,7,show,33056,2021-07-05 01:11:50,324,2021-07-05 01:11:50,pub,CV. Cita Inttans Selaras Wisma Kalimetro,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 33056, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/150808', 'rev_number': 1, 'main': 'Review Yus Konflik Lahan.pdf', 'docid': 150808, 'files': [{'fileid': 391492, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2021-07-02 08:25:28', 'hash': '297d35ae2a52b03f92168866fc4ea358', 'filename': 'Review Yus Konflik Lahan.pdf', 'datasetid': 'document', 'filesize': 314121, 'objectid': 150808, 'uri': 'http://repository.lppm.unila.ac.id/id/file/391492'}]}]",public,http://repository.lppm.unila.ac.id/id/eprint/33056,FALSE,book_section,['FH1'],,"[{'name': {'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'honourific': None, 'lineage': None, 'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali'}}]",disk0/00/03/30/56,2017-12-01 00:00:00.000000000,,,,,,,,Konflik Lahan Perkebunan Mengungkap Perjuangan Rakyat Melawan Kooptasi Tanah HGU Sugar Group Companies,,,,,,,,
14,archive,2022-02-22 01:08:19,['K1'],,Pengantar Hukum Internasional Teknologi Informasi Internasional,7,show,39680,2022-02-22 01:08:19,276,2022-02-22 01:08:19,pub,ZAM-ZAM TOWER,"[{'language': 'en', 'mime_type': 'application/pdf', 'security': 'public', 'placement': 1, 'eprintid': 39680, 'uri': 'http://repository.lppm.unila.ac.id/id/document/160956', 'rev_number': 1, 'format': 'text', 'pos': 1, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/445207', 'objectid': 160956, 'filesize': 1557649, 'datasetid': 'document', 'mtime': '2022-02-21 10:34:27', 'hash_type': 'MD5', 'hash': '409c3310280787229ab84fdcd59e3e44', 'filename': 'Pengantar Hukum Internasional Teknologi Informasi Internasional.pdf', 'fileid': 445207, 'mime_type': 'application/pdf'}], 'docid': 160956, 'main': 'Pengantar Hukum Internasional Teknologi Informasi Internasional.pdf'}]",public,http://repository.lppm.unila.ac.id/id/eprint/39680,FALSE,book_section,['FH1'],,"[{'name': {'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'honourific': None, 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'lineage': None}}]",disk0/00/03/96/80,1970-01-01 00:00:00.000002017,,,,,,,,Pengantar Hukum Internasional Teknologi Informasi Internasional,,,,,,,,
15,archive,2022-02-22 02:14:21,['K1'],Hasil Penilaian Sejawat Sebidang atau Peer Review,Pengantar Hukum Teknologi Informasi Internasional,7,show,39707,2022-02-22 02:14:21,276,2022-02-22 02:14:21,pub,Zam-zam Tower,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/160984', 'pos': 1, 'format': 'text', 'files': [{'objectid': 160984, 'uri': 'http://repository.lppm.unila.ac.id/id/file/445457', 'mime_type': 'application/pdf', 'fileid': 445457, 'hash': '67c7e71b8b082cab11aeee7fd4eb92c0', 'filename': 'Reviewer PHTI.pdf', 'hash_type': 'MD5', 'mtime': '2022-02-22 01:29:30', 'datasetid': 'document', 'filesize': 494612}], 'docid': 160984, 'main': 'Reviewer PHTI.pdf', 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 39707}]",public,http://repository.lppm.unila.ac.id/id/eprint/39707,FALSE,book_section,['FH1'],,"[{'name': {'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'honourific': None, 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'lineage': None}}]",disk0/00/03/97/07,1970-01-01 00:00:00.000002017,,,,,,,,Pengantar Hukum Teknologi Informasi Internasional,,,,,,,,
16,archive,2019-12-16 02:56:43,['K1'],Hasil Penilaian Sejawat Sebidang atau Peer Review,Implementasi Gadai Emas Syariah sebagai Alternatif Pembiayaan bagi Masyarakat Indonesia,7,show,17315,2019-12-16 02:56:43,955,2019-12-16 02:56:43,pub,,"[{'language': 'en', 'mime_type': 'application/pdf', 'security': 'public', 'placement': 1, 'eprintid': 17315, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30425', 'format': 'text', 'pos': 1, 'files': [{'objectid': 30425, 'uri': 'http://repository.lppm.unila.ac.id/id/file/146569', 'fileid': 146569, 'mime_type': 'application/pdf', 'mtime': '2019-12-13 07:30:49', 'hash_type': 'MD5', 'filename': 'Review Amnawati Implementasi Gadai Emas Syariah.pdf', 'hash': 'ce9bfbe07eccd97245ce6ad99efb8fde', 'datasetid': 'document', 'filesize': 472784}], 'docid': 30425, 'main': 'Review Amnawati Implementasi Gadai Emas Syariah.pdf'}]",public,http://repository.lppm.unila.ac.id/id/eprint/17315,FALSE,conference_item,['FH1'],,"[{'id': 'amnawaty@yahoo.com', 'name': {'given': 'S.H., M.H', 'honourific': None, 'family': 'Amnawaty', 'lineage': None}}]",disk0/00/01/73/15,2017-02-01 00:00:00.000000000,746-756,paper,conference,Seminar Internasional Center for Islamic Philanthropy and Social Finance (CIPSF) University Teknologi Mara Malaka Malaysia,February 2017,Malaysia,,,,,published,,,,,
17,archive,2019-12-26 02:49:19,['K1'],Hasil Similarity Check,Formula of Local Regulation on Legal Aid For The Poor as an Effort to Fulfillment of Equality Before the Law Rights,7,show,17390,2019-12-26 02:49:19,561,2019-12-26 02:49:19,pub,,"[{'eprintid': 17390, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en', 'main': 'Formula_of_Local_Regulation_on_Legal_Aid_for_the_P.pdf', 'docid': 30507, 'files': [{'objectid': 30507, 'uri': 'http://repository.lppm.unila.ac.id/id/file/147137', 'datasetid': 'document', 'filesize': 2922255, 'fileid': 147137, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2019-12-23 04:31:40', 'hash': '07028703e81ae5c2c8925759908f31ff', 'filename': 'Formula_of_Local_Regulation_on_Legal_Aid_for_the_P.pdf'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30507', 'rev_number': 1}]",public,http://repository.lppm.unila.ac.id/id/eprint/17390,FALSE,conference_item,['FH1'],,"[{'name': {'honourific': None, 'family': 'Budiyono', 'lineage': None, 'given': 'Budiyono'}}]",disk0/00/01/73/90,1970-01-01 00:00:00.000002017,12-16,paper,conference,IISTE,,,,,,,,,,,,
18,archive,2020-01-08 03:15:04,['K1'],,Formula of Local Regulation on Legal Aid For The Poor as an Effort to Fulfillment of Equality Before the Law Rights,6,show,17464,2020-01-08 03:15:04,561,2020-01-08 03:15:04,pub,IISTE,"[{'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 17464, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30592', 'format': 'text', 'pos': 1, 'files': [{'hash': '3680f40983a5f01c3f625f6734998a73', 'filename': 'budiyono,.formula of local requalition on legal.pdf', 'mtime': '2020-01-03 06:48:04', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 147726, 'filesize': 2945325, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/147726', 'objectid': 30592}], 'docid': 30592, 'main': 'budiyono,.formula of local requalition on legal.pdf'}]",public,http://repository.lppm.unila.ac.id/id/eprint/17464,FALSE,article,['FH1'],Public Policy and Administration Research,"[{'name': {'family': 'Budiyono', 'honourific': None, 'lineage': None, 'given': 'Budiyono'}}]",disk0/00/01/74/64,1970-01-01 00:00:00.000002017,12-16,,,,,,,,,,,ISSN 2224-5731(Paper) ISSN 2225-0972(Online),,,,
19,archive,2020-01-08 03:15:23,['K1'],Hasil Similarity Check,Formula of Local Regulation on Legal Aid For The Poor as an Effort to Fulfillment of Equality Before the Law Rights,6,show,17468,2020-01-08 03:15:23,561,2020-01-08 03:15:23,pub,IISTE,"[{'placement': 1, 'security': 'public', 'eprintid': 17468, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'mime_type': 'application/pdf', 'fileid': 147745, 'filename': 'Formula_of_Local_Regulation_on_Legal_Aid_for_the_P.pdf', 'hash': '07028703e81ae5c2c8925759908f31ff', 'hash_type': 'MD5', 'mtime': '2020-01-03 07:06:47', 'datasetid': 'document', 'filesize': 2922255, 'objectid': 30595, 'uri': 'http://repository.lppm.unila.ac.id/id/file/147745'}], 'docid': 30595, 'main': 'Formula_of_Local_Regulation_on_Legal_Aid_for_the_P.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/30595', 'rev_number': 1, 'pos': 1, 'format': 'text'}]",public,http://repository.lppm.unila.ac.id/id/eprint/17468,FALSE,article,['FH1'],Public Policy and Administration Research,"[{'name': {'lineage': None, 'family': 'Budiyono', 'honourific': None, 'given': 'Budiyono'}}]",disk0/00/01/74/68,1970-01-01 00:00:00.000002017,,,,,,,,,,,,2225-0972,,,,
