,refereed,uri,full_text_status,documents,publisher,ispublished,datestamp,lastmod,userid,dir,date,creators,publication,divisions,type,metadata_visibility,rev_number,title,abstract,subjects,status_changed,eprint_status,eprintid,pagerange,date_type,id_number,patent_applicant,book_title,isbn,place_of_pub,pages,monograph_type,institution,event_type,event_dates,event_title,event_location,pres_type,volume,issn,number,funders,contact_email,corp_creators,projects,official_url,related_url
10,FALSE,http://repository.lppm.unila.ac.id/id/eprint/27100,public,"[{'eprintid': 27100, 'security': 'public', 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf', 'main': 'Review Peranan Piagam Pembentukan Wilayah.pdf', 'docid': 41111, 'files': [{'objectid': 41111, 'uri': 'http://repository.lppm.unila.ac.id/id/file/242898', 'mime_type': 'application/pdf', 'fileid': 242898, 'hash': '1642f289394369bae039261834935ac5', 'filename': 'Review Peranan Piagam Pembentukan Wilayah.pdf', 'hash_type': 'MD5', 'mtime': '2020-12-15 03:03:17', 'datasetid': 'document', 'filesize': 145632}], 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/41111'}]",Indepth Publishing,pub,2020-12-15 03:26:07,2020-12-15 03:26:07,697,disk0/00/02/71/00,2015-02-01 00:00:00.000000000,"[{'name': {'lineage': None, 'family': 'Rudi Natamiharja', 'honourific': None, 'given': 'Rudi Natamiharja'}, 'id': 'rudi.natamiharja@unila.fh.ac.id'}]",,['FH1'],book_section,show,7,Peranan Piagam Pembentukan Wilayah Regional dalam rangka Penguatan terhadap Lingkungan Hidup (Studi terhadap Piagam Pembentukan Uni Eropa),Hasil Penilaian Sejawat Sebidang atau Peer Review,['K1'],2020-12-15 03:26:07,archive,27100,,,,,(Studi terhadap Piagam Pembentukan Uni Eropa),,,,,,,,,,,,,,,,,,,
11,,http://repository.lppm.unila.ac.id/id/eprint/17493,public,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30621', 'format': 'text', 'pos': 1, 'files': [{'filesize': 35707347, 'datasetid': 'document', 'mtime': '2020-01-06 02:56:29', 'hash_type': 'MD5', 'hash': 'dafa0a0263c607309e7a9cc52d4b7c89', 'filename': '6_DINAMIKA HUKUM LINGKUNGAN.pdf', 'fileid': 147906, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/147906', 'objectid': 30621}], 'docid': 30621, 'main': '6_DINAMIKA HUKUM LINGKUNGAN.pdf', 'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 17493}]",Indepth Publishing,pub,2020-01-14 02:47:38,2020-01-14 02:47:38,347,disk0/00/01/74/93,2015-02-01 00:00:00.000000000,"[{'name': {'lineage': None, 'honourific': None, 'family': 'Rudy', 'given': 'Rudy'}, 'id': 'rudy.1981@fh.unila.ac.id'}]",,['FH1'],monograph,show,7,Dari Putusan Hijau Mahkamah Konstitusi ke Green (Reflaksi Dinamika Putusan MK danPenguatan Perlindungan Konstitusional dalam UUD 1945,,['K1'],2020-01-14 02:47:38,archive,17493,,,,,,,Bandar Lampung,10.0,discussion_paper,,,,,,,,,,,,,,,
12,,http://repository.lppm.unila.ac.id/id/eprint/17431,public,"[{'security': 'public', 'placement': 1, 'eprintid': 17431, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'objectid': 30556, 'uri': 'http://repository.lppm.unila.ac.id/id/file/147465', 'datasetid': 'document', 'filesize': 9367444, 'mime_type': 'application/pdf', 'fileid': 147465, 'filename': 'nu mengawal zaman(1).pdf', 'hash': '61194b901da4220eb0c0941076044273', 'hash_type': 'MD5', 'mtime': '2019-12-27 08:11:45'}], 'main': 'nu mengawal zaman(1).pdf', 'docid': 30556, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30556', 'rev_number': 1, 'format': 'text', 'pos': 1}]",Lajnah Ta'lif  Wan Nasyr (LTN) PWNU Lampung,pub,2020-01-14 01:26:19,2020-01-14 01:26:19,347,disk0/00/01/74/31,2015-12-01 00:00:00.000000000,"[{'name': {'given': 'Rudy', 'family': 'Rudy', 'honourific': None, 'lineage': None}, 'id': 'rudy.1981@fh.unila.ac.id'}]",,['FH1'],monograph,show,7,Dinamika Perubahan NU dalam Mengawal Zaman,,['K1'],2020-01-14 01:26:19,archive,17431,,,,,,,,13.0,manual,,,,,,,,,,,,,,,
13,FALSE,http://repository.lppm.unila.ac.id/id/eprint/18534,public,"[{'docid': 31690, 'main': 'RUDY NU.pdf', 'files': [{'filesize': 2124043, 'datasetid': 'document', 'mtime': '2020-03-10 06:50:00', 'hash_type': 'MD5', 'filename': 'RUDY NU.pdf', 'hash': '63b62a558a77723a3b974147da2818e4', 'fileid': 155733, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/155733', 'objectid': 31690}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/31690', 'rev_number': 1, 'eprintid': 18534, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en'}]",Lajnah Ta'lif  Wan Nasyr (LTN) PWNU Lampung,pub,2020-03-12 03:54:13,2020-03-12 03:54:13,347,disk0/00/01/85/34,2015-12-01 00:00:00.000000000,"[{'name': {'given': 'Rudy', 'lineage': None, 'family': 'Rudy', 'honourific': None}, 'id': 'rudy.1981@fh.unila.ac.id'}]",,['FH1'],book_section,show,7,Dinamika Perubahan NU dalam Mengawal Zaman dalam Buku NU Mengawal Perubahan Zaman,,['K1'],2020-03-12 03:54:13,archive,18534,1-10,,,,NU MENGAWAL PERUBAHAN ZAMAN,,,,,,,,,,,,,,,,,,,
14,,http://repository.lppm.unila.ac.id/id/eprint/17456,public,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 17456, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30584', 'docid': 30584, 'main': '7_GOTONG ROYONG MELAWAN POLITIK UANG.pdf', 'files': [{'filesize': 14680367, 'datasetid': 'document', 'mtime': '2020-01-03 02:04:45', 'hash_type': 'MD5', 'filename': '7_GOTONG ROYONG MELAWAN POLITIK UANG.pdf', 'hash': '3210ef820b8f7c3d31cb0e0d8d72db4b', 'fileid': 147674, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/147674', 'objectid': 30584}]}]",Sai Wawai Publishing,pub,2020-01-14 01:27:09,2020-01-14 01:27:09,347,disk0/00/01/74/56,2015-10-01 00:00:00.000000000,"[{'name': {'given': 'Rudy', 'lineage': None, 'honourific': None, 'family': 'Rudy'}, 'id': 'rudy.1981@fh.unila.ac.id'}]",,['FH1'],monograph,show,7,Normativisme Versus Kenyataan Hukum,,['K1'],2020-01-14 01:27:09,archive,17456,,,,,,,Bandar Lampung,5.0,manual,Universitas Lampung,,,,,,,,,,,,,,
15,FALSE,http://repository.lppm.unila.ac.id/id/eprint/17459,public,"[{'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30587', 'main': '33_ASLI 2015.pdf', 'docid': 30587, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/147695', 'objectid': 30587, 'filesize': 13387244, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2020-01-03 02:35:45', 'hash': 'bdb5533e263f1e9c91c92fad07367067', 'filename': '33_ASLI 2015.pdf', 'fileid': 147695, 'mime_type': 'application/pdf'}], 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 17459, 'security': 'public', 'placement': 1}]",,pub,2020-01-14 02:47:53,2020-01-14 02:47:53,347,disk0/00/01/74/59,2015-05-01 00:00:00.000000000,"[{'id': 'rudy.1981@fh.unila.ac.id', 'name': {'given': 'Rudy', 'lineage': None, 'honourific': None, 'family': 'Rudy'}}]",,['FH1'],conference_item,show,7,"Patways to Customary Rights Recognition in Indonesia: Past, Present and Future Challenges",,['K1'],2020-01-14 02:47:53,archive,17459,,,,,,,,,,,conference,21-22 Mei 2015,Proceeding 12th ASLI Conference 2015 Law 2.0 New Challenges in Asia,Collage of Law National Taiwan University,paper,,,,,,,,,
16,FALSE,http://repository.lppm.unila.ac.id/id/eprint/17910,public,"[{'placement': 1, 'security': 'public', 'eprintid': 17910, 'mime_type': 'application/pdf', 'language': 'en', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/150885', 'objectid': 31049, 'filename': 'PATHWAYS TO CUSTOMARY RIGHTS RECOGNITION IN INDONESIA_ PAST, PRESENT, AND FUTURE CHALLENGES.pdf', 'hash': '6259acc4bd279bb0a5e39d2bc2fc170b', 'hash_type': 'MD5', 'mtime': '2020-02-06 02:33:59', 'mime_type': 'application/pdf', 'fileid': 150885, 'filesize': 5745283, 'datasetid': 'document'}], 'main': 'PATHWAYS TO CUSTOMARY RIGHTS RECOGNITION IN INDONESIA_ PAST, PRESENT, AND FUTURE CHALLENGES.pdf', 'docid': 31049, 'uri': 'http://repository.lppm.unila.ac.id/id/document/31049', 'rev_number': 1, 'pos': 1, 'format': 'text'}]",,pub,2020-02-06 05:21:33,2020-02-06 05:21:33,347,disk0/00/01/79/10,1970-01-01 00:00:00.000002015,"[{'name': {'honourific': None, 'family': 'Rudy', 'lineage': None, 'given': 'Rudy'}, 'id': 'rudy.1981@fh.unila.ac.id'}]",,['FH1'],conference_item,show,7,"Patways to Customary Rights Recognition in Indonesia: Past, Present and Future Challenges",Hasil Check Similarity,['K1'],2020-02-06 05:21:33,archive,17910,,,,,,,,,,,conference,21-22 Mei 2015,Proceeding 12th ASLI Conference 2015 Law 2.0 New Challenges in Asia,Collage of Law National Taiwan University,paper,,,,,,,,,
17,FALSE,http://repository.lppm.unila.ac.id/id/eprint/17491,public,"[{'eprintid': 17491, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en', 'main': '34_EAST ASIAN LAW.pdf', 'docid': 30619, 'files': [{'hash_type': 'MD5', 'mtime': '2020-01-06 02:46:39', 'filename': '34_EAST ASIAN LAW.pdf', 'hash': '77168d0dcc44c10b1eb4b19a16bfcfaa', 'fileid': 147892, 'mime_type': 'application/pdf', 'filesize': 14074860, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/147892', 'objectid': 30619}], 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30619'}]",,pub,2020-01-14 02:48:17,2020-01-14 02:48:17,347,disk0/00/01/74/91,2015-08-01 00:00:00.000000000,"[{'name': {'given': 'Rudy', 'family': 'Rudy', 'honourific': None, 'lineage': None}, 'id': 'rudy.1981@fh.unila.ac.id'}]",,['FH1'],conference_item,show,7,Reconstruction of Indonesia Legislation Development: Law on Land,,['K1'],2020-01-14 02:48:17,archive,17491,,,,,,,,,,,conference,4-6 Agustus 2015,Proceeding The 4th East Asian Law and Society Conference The Role of Law in Bridging Chasms in and Among Asian Societies,"tokyo, jepang",paper,,,,,,,,,
18,FALSE,http://repository.lppm.unila.ac.id/id/eprint/17731,public,"[{'eprintid': 17731, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en', 'main': 'peer review rudy reconstruction of indonesia.pdf', 'docid': 30849, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/149552', 'objectid': 30849, 'hash': 'd59c91e1ceb3ec845fbbe231fbb253f0', 'filename': 'peer review rudy reconstruction of indonesia.pdf', 'hash_type': 'MD5', 'mtime': '2020-01-29 03:47:28', 'mime_type': 'application/pdf', 'fileid': 149552, 'filesize': 125309, 'datasetid': 'document'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30849', 'rev_number': 1}]",,pub,2020-02-06 05:21:50,2020-02-06 05:21:50,347,disk0/00/01/77/31,2015-08-01 00:00:00.000000000,"[{'name': {'given': 'Rudy', 'lineage': None, 'honourific': None, 'family': 'Rudy'}, 'id': 'rudy.1981@fh.unila.ac.id'}]",,['FH1'],conference_item,show,7,Reconstruction of Indonesia Legislation Development: Law on Land,Hasil penilaian sejawat sebidang atau peer review,['K1'],2020-02-06 05:21:50,archive,17731,,,,,,,,,,,conference,4-6 Agustus 2015,Proceeding The 4th East Asian Law and Society Conference The Role of Law in Bridging Chasms in and Among Asian Societies,"tokyo, jepang",paper,,,,,,,,,
19,FALSE,http://repository.lppm.unila.ac.id/id/eprint/17843,public,"[{'files': [{'objectid': 30964, 'uri': 'http://repository.lppm.unila.ac.id/id/file/150329', 'mime_type': 'application/pdf', 'fileid': 150329, 'hash': 'bdfe1f3d90bfc7fe01c1cbc62f48651b', 'filename': 'RECONSTRUCTION OF LEGAL DEVELOPMENT IN INDONESIA_ LAWS ON LAND.pdf', 'hash_type': 'MD5', 'mtime': '2020-01-31 06:53:06', 'datasetid': 'document', 'filesize': 4875670}], 'main': 'RECONSTRUCTION OF LEGAL DEVELOPMENT IN INDONESIA_ LAWS ON LAND.pdf', 'docid': 30964, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30964', 'rev_number': 1, 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 17843, 'mime_type': 'application/pdf', 'language': 'en'}]",,pub,2020-02-06 05:21:38,2020-02-06 05:21:38,347,disk0/00/01/78/43,2015-08-01 00:00:00.000000000,"[{'name': {'lineage': None, 'family': 'Rudy', 'honourific': None, 'given': 'Rudy'}, 'id': 'rudy.1981@fh.unila.ac.id'}]",,['FH1'],conference_item,show,7,Reconstruction of Indonesia Legislation Development: Law on Land,Hasil Check Similarity,['K1'],2020-02-06 05:21:38,archive,17843,,,,,,,,,,,conference,,Proceeding The 4th East Asian Law and Society Conference The Role of Law in Bridging Chasms in and Among Asian Societies,,paper,,,,,,,,,
