,ispublished,number,documents,publisher,full_text_status,uri,refereed,lastmod,userid,pagerange,datestamp,publication,issn,creators,date,dir,type,divisions,official_url,title,rev_number,volume,metadata_visibility,eprint_status,status_changed,subjects,abstract,eprintid,event_type,event_dates,event_title,event_location,pres_type,place_of_pub,date_type,succeeds,contributors,corp_creators,related_url
10,pub,4.0,"[{'eprintid': 6772, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en', 'docid': 19739, 'main': 'JURNAL MH CR SAPI BALI.pdf', 'files': [{'mime_type': 'application/pdf', 'fileid': 62069, 'filename': 'JURNAL MH CR SAPI BALI.pdf', 'hash': 'fccaec994e8eedd78d4ec66f66438a35', 'mtime': '2018-04-20 03:21:58', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 191372, 'objectid': 19739, 'uri': 'http://repository.lppm.unila.ac.id/id/file/62069'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/19739', 'rev_number': 1}]",Jurusan Peternakan Unila,public,http://repository.lppm.unila.ac.id/id/eprint/6772,TRUE,2018-04-25 07:51:47,787,239-244,2018-04-25 07:51:47,JURNAL ILMIAH PETERNAKAN TERPADU,2303 1956,"[{'id': None, 'name': {'family': 'Febrianthoro', 'honourific': None, 'lineage': None, 'given': 'Frandy'}}, {'id': 'madi.hartono@fp.unila.ac.id', 'name': {'given': 'Madi', 'lineage': None, 'family': 'Hartono', 'honourific': None}}, {'id': None, 'name': {'lineage': None, 'family': 'Suharyati', 'honourific': None, 'given': 'Sri'}}]",2015-11-01 00:00:00.000000000,disk0/00/00/67/72,article,['FP17'],http://jurnal.fp.unila.ac.id/index.php/JIPT,FAKTOR-FAKTOR YANG MEMENGARUHI CONCEPTION RATE PADA SAPI BALI DI KABUPATEN PRINGSEWU,6,3.0,show,archive,2018-04-25 07:51:47,['SF'],"The purpose of this reserch are to know value conception rate and the factors and magnitude factors which disturb conception Rate of Bali Cattles in Pringsewu Regency. This Research was held on December 2014 until January 2015 by using Bali Cattles that had been inseminated of 100 farmers as much 131 Bali Cattles and secondary data IB result from 5 Inseminators. Data was analysis by multifactors regression with SPSS (Statistics Packet for Social Science) program. The result showed that Conception Rate of Bali Cattles at Pringsewu Regency is 50,38%.  Factors that affect the conception rate are the system of provision of  water that positively associated with factor value 0,255, shape of enclosure wall that negatively associated with  factor value 0,142; Age of Bali Cattles that negatively associated with factor value 0,015, service per conception  that negatively associated with factor value 0,295.

Keywords : conception rates, Bali cattle, factors.",6772,,,,,,,published,,"[{'id': 'madihartono66@yahoo.co.id', 'name': {'given': 'Madi', 'lineage': None, 'honourific': None, 'family': 'Hartono'}}]",['Universitas Lampung'],[{'url': 'http://jurnal.fp.unila.ac.id/index.php/JIPT'}]
11,pub,3.0,"[{'eprintid': 6763, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf', 'main': 'JURNAL MH SC SAPI BALI.pdf', 'docid': 19730, 'files': [{'objectid': 19730, 'uri': 'http://repository.lppm.unila.ac.id/id/file/62018', 'fileid': 62018, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2018-04-20 02:39:37', 'hash': '070ea832603f4a75ab073144c47a65b3', 'filename': 'JURNAL MH SC SAPI BALI.pdf', 'datasetid': 'document', 'filesize': 225768}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/19730', 'rev_number': 1}]",Jurusan Peternakan Unila,public,http://repository.lppm.unila.ac.id/id/eprint/6763,TRUE,2018-04-25 07:53:43,787,145-150,2018-04-25 07:53:43,JURNAL ILMIAH PETERNAKAN TERPADU,2303 1956,"[{'name': {'given': 'Dwi', 'lineage': None, 'honourific': None, 'family': 'Haryanto'}, 'id': None}, {'id': 'madi.hartono@fp.unila.ac.id', 'name': {'given': 'Madi', 'family': 'Hartono', 'honourific': None, 'lineage': None}}, {'id': None, 'name': {'given': 'Sri', 'lineage': None, 'family': 'Suharyati', 'honourific': None}}]",2015-08-01 00:00:00.000000000,disk0/00/00/67/63,article,['FP17'],http://jurnal.fp.unila.ac.id/index.php/JIPT,BEBERAPA FAKTOR YANG MEMENGARUHI SERVICE PER CONCEPTION PADA SAPI BALI DI KABUPATEN PRINGSEWU,6,3.0,show,archive,2018-04-25 07:53:43,['SF'],"Research on service per conception  in Bali Cattles in Pringsewu Regency was held on December 2014 until January 2015 with 5 inseminators, 100 farmers and 131 Bali Cattles that had been inseminated. The purpose of this reserch are to know: 1) value service per conception  of Bali Cattles in Pringsewu Regency,  2) the factors and magnitude factors which disturb service per conception  of Bali Cattles in Pringsewu Regency. Data was analysis by multifactors regression with SPSS (Statistics Packet for Social Science) program. The result showed that service per conception of Bali Cattles at Pringsewu Regency is 1,79 ± 1,03.  Factors that affect the service per conception are distance to acceptors that positively associated with  factor value 0,034; correctly inseminator that negatively associated with factor value 1,460; the system of provision of  water that positively associated with factor value 1,293; and large cage that negatively associated with factor value 0,008.

(Keywords : Service per conception , Bali Cattles,  Factor)",6763,,,,,,,published,,"[{'name': {'given': 'Madi', 'family': 'Hartono', 'honourific': None, 'lineage': None}, 'id': 'madihartono66@yahoo.co.id'}]",['Universitas Lampung'],[{'url': 'http://jurnal.fp.unila.ac.id/index.php/JIPT'}]
12,pub,1.0,"[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 6788, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/19757', 'rev_number': 1, 'docid': 19757, 'main': 'JURNAL MH DAUN BINAHONG.pdf', 'files': [{'datasetid': 'document', 'filesize': 256077, 'fileid': 62174, 'mime_type': 'application/pdf', 'mtime': '2018-04-20 06:18:01', 'hash_type': 'MD5', 'hash': '09fcd2f6e6b34647a6af7cb196617e57', 'filename': 'JURNAL MH DAUN BINAHONG.pdf', 'objectid': 19757, 'uri': 'http://repository.lppm.unila.ac.id/id/file/62174'}]}]",Jurusan Peternakan Unila,public,http://repository.lppm.unila.ac.id/id/eprint/6788,TRUE,2018-04-25 04:39:38,787,14-22,2018-04-25 04:39:38,JURNAL ILMIAH PETERNAKAN TERPADU,2303 1956,"[{'id': None, 'name': {'given': 'Etha ‘Azizah', 'lineage': None, 'family': 'Hasiib', 'honourific': None}}, {'id': None, 'name': {'given': 'Riyanti', 'lineage': None, 'family': 'Riyanti', 'honourific': None}}, {'name': {'family': 'Hartono', 'honourific': None, 'lineage': None, 'given': 'Madi'}, 'id': 'madi.hartono@fp.unila.ac.id'}]",2015-02-01 00:00:00.000000000,disk0/00/00/67/88,article,['FP17'],http://jurnal.fp.unila.ac.id/index.php/JIPT,PENGARUH PEMBERIAN EKSTRAK DAUN BINAHONG (ANREDERA CORDIFOLIA (TEN.) STEENIS) DALAM AIR MINUM TERHADAP PERFORMA BROILER,7,3.0,show,archive,2018-04-25 04:39:38,['SF'],"The purpose of this study were to 1) investigate the effects of heartleaf maderavine madevine (Anredera cordifolia (Ten.) Steenis) extract in water on performance of broiler 2) determine the optimal dose of heartleaf maderavine madevine leave extract in water on performance of broiler. This research use Completely Randomized Design (CRD), with 5 treatments (0 mg heartleaf maderavine madevine exract/kg bw, 100 mg heartleaf maderavine madevine exract kg bw, 150 mg heartleaf maderavine madevine exract /kg bw, 200 mg heartleaf maderavine madevine exract /kg bw, and 250 mg heartleaf maderavine madevine exract kg bw) and 4 replications. The material used 100 broilers age 15 days and was carried out for 14 days. Polynomal orthogonal test done if there is a signification variable. Based on result showed that the treatments did not provide significant effect on performance of broiler.


(Key words : Heartleaf maderavine madevine extract, Performance, broiler)",6788,,,,,,,published,,"[{'id': 'madihartono66@yahoo.co.id', 'name': {'given': 'Madi', 'lineage': None, 'honourific': None, 'family': 'Hartono'}}]",['Universitas Lampung'],[{'url': 'http://jurnal.fp.unila.ac.id/index.php/JIPT'}]
13,pub,1.0,"[{'mime_type': 'application/xml', 'language': 'en', 'eprintid': 1069, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'other', 'uri': 'http://repository.lppm.unila.ac.id/id/document/959', 'rev_number': 3, 'formatdesc': 'Journal', 'docid': 959, 'main': 617, 'files': [{'fileid': 7060, 'mime_type': 'application/xml', 'mtime': '2016-11-05 02:15:16', 'hash_type': 'MD5', 'filename': 617, 'hash': 'a0d22ba949a1d9dd6b4b2f3c3cf754fe', 'datasetid': 'document', 'filesize': 15194, 'objectid': 959, 'uri': 'http://repository.lppm.unila.ac.id/id/file/7060'}]}]",Jurusan Peternakan Unila,public,http://repository.lppm.unila.ac.id/id/eprint/1069,TRUE,2016-11-07 01:17:26,444,61-68,2016-11-07 01:17:26,JURNAL ILMIAH PETERNAKAN TERPADU,2303 1956,"[{'name': {'given': 'Deni', 'honourific': None, 'family': 'Hernando', 'lineage': None}, 'id': None}, {'name': {'given': 'Dian', 'honourific': None, 'family': 'Septinova', 'lineage': None}, 'id': None}, {'id': '.', 'name': {'given': 'Kusuma', 'family': 'Adhianto', 'honourific': None, 'lineage': None}}]",1970-01-01 00:00:00.000002015,disk0/00/00/10/69,article,['FP17'],http://jurnal.fp.unila.ac.id/index.php/JIPT/index,"KADAR
AIR
DAN
TOTAL
MIKROBA
PADA
DAGING
SAPI
DI
TEMPAT
PEMOTONGAN
HEWAN
(TPH)
BANDAR
LAMPUNG",7,3.0,show,archive,2016-11-07 01:17:26,['SF'],"The aim of this research was: 1) to determine the water content of the meat in Bandar Lapung abattoirs; 2) 
to determine the microbial quality of the meat in Bandar Lampung abattoirs.  The research was conducted at 
March 2014 continously from Bandar Lampung
abattoirs.  The analysis of the water content was conducted 
in Laboratorium Nutrisi Ternak, Jurusan Peternakan while the analysis of the microbial quality conducted in 
Laboratorium Penguji Balai Veteriner Lampung.  The method of research was survey.  
The 
obtain data was 
analyzed by using the descriptive quantitative analysis.
The  analysis  shows  that  water  content  of  the  meat in  Mrs. Mul’s  abattoir  were  71,92%  and  71,55%.    The 
total  microbial  count  were 
0,67  x10
5
CFU/g 
and  1,2  x10
5
CFU/g.
The  water  content
of  the  meat  in  H. 
Bustomi’s abattoir were 74,84% and 74,43%.  The total microbial count were 0,46x10
5
CFU/g 
and 5,9 x10
5
CFU/g.  The water content of the meat in H. Udin’s abattoir were 
74,24% and 73,14%.  The total microbial 
count  were  4,9x  10
5 
CFU/g  and
0,088x10
5 
CFU/g.   The  water content  of the  meat  in Mr. Ampan’s  abattoir 
were 
72,22% dan 72,65%.  The total microbial count
were 
4,4x10
5
CFU/g and 
0,075x10
5
CFU/g.  Based on 
the result, it was concluded that the meat from Bandar Lampung abattoirs were stil
l proper for consumption
.",1069,,,,,,,,,,,
14,pub,2.0,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/19728', 'rev_number': 1, 'format': 'text', 'pos': 1, 'files': [{'hash_type': 'MD5', 'mtime': '2018-04-20 01:58:53', 'filename': 'JURNAL MH RB SAPI BALI.pdf', 'hash': 'd9458dcec7bf77a686732c80fe3ece16', 'fileid': 62006, 'mime_type': 'application/pdf', 'filesize': 350333, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/62006', 'objectid': 19728}], 'main': 'JURNAL MH RB SAPI BALI.pdf', 'docid': 19728, 'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 6761}]",Jurusan Peternakan Unila,public,http://repository.lppm.unila.ac.id/id/eprint/6761,TRUE,2018-04-25 07:54:06,787,42-47,2018-04-25 07:54:06,JURNAL ILMIAH PETERNAKAN TERPADU,2303 1956,"[{'name': {'given': 'Amita', 'lineage': None, 'honourific': None, 'family': 'Juliana'}, 'id': None}, {'name': {'honourific': None, 'family': 'Hartono', 'lineage': None, 'given': 'Madi'}, 'id': 'madi.hartono@fp.unila.ac.id'}, {'name': {'given': 'Sri', 'lineage': None, 'family': 'Suharyati', 'honourific': None}, 'id': None}]",2015-05-01 00:00:00.000000000,disk0/00/00/67/61,article,['FP17'],http://jurnal.fp.unila.ac.id/index.php/JIPT,REPEAT BREEDER PADA SAPI BALI DI KABUPATEN PRINGSEWU,6,3.0,show,archive,2018-04-25 07:54:06,['SF'],"Research on repeat breeders in Bali Cattles in Pringsewu Regency was held on December 2014 until January 2015 with 5 inseminators, 131 Bali Cattles that had been inseminated belong to 100 farmers. The  purpose  of  this  reserch  are  to  know:  1)  value  repeat  breeder  of  Bali  Cattles  in  Pringsewu Regency,    2)  the  factors  and magnitude  factors which  disturb  repeat  breeder  of  Bali  Cattles  in Pringsewu Regency. Data was analysis by logistic regression with SPSS (Statistics Packet for Social Science)  program.  The  result  showed  that  repeat  breeder  of  Bali  Cattles  at  Pringsewu  Regency  is 19,85%. Factors  that  affect  the  repeat  breeder  are education inseminator  that  negatively  associated with factor value  1,466; the number of acceptors that negatively  associated with factor value  0,390; old ranching that positively associated with factor value 0,067; the amount of provision of water that negatively associated with factor value 0,106; large cage that negatively associated with factor value 
0,114; and sanitation stall that negatively associated with factor value 0,805.
(Keywords : Repeat Breeder, Bali Cattle)",6761,,,,,,,published,,"[{'name': {'given': 'Madi', 'family': 'Hartono', 'honourific': None, 'lineage': None}, 'id': 'madihartono66@yahoo.co.id'}]",['Universitas Lampung'],[{'url': 'http://jurnal.fp.unila.ac.id/index.php/JIPT'}]
15,pub,,"[{'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/928', 'rev_number': 1, 'docid': 928, 'main': '01 Agung Kusuma Wijaya.pdf', 'files': [{'fileid': 6718, 'mime_type': 'application/pdf', 'mtime': '2016-11-02 04:36:43', 'hash_type': 'MD5', 'hash': '29fed8ca909708be4001048a25361568', 'filename': '01 Agung Kusuma Wijaya.pdf', 'datasetid': 'document', 'filesize': 614482, 'objectid': 928, 'uri': 'http://repository.lppm.unila.ac.id/id/file/6718'}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 1038, 'placement': 1, 'security': 'public'}]",,public,http://repository.lppm.unila.ac.id/id/eprint/1038,TRUE,2016-11-03 04:35:04,1111,1-10,2016-11-03 04:35:04,,,"[{'name': {'given': 'Agung', 'honourific': None, 'family': 'Kusuma Wijaya', 'lineage': None}}]",2015-11-03 00:00:00.000000000,disk0/00/00/10/38,conference_item,['FP17'],http://satek.unila.ac.id/?page_id=323,"PENGARUH PENGGUNAAN SABUT BUAH KELAPA SAWIT AMONIASI SEBAGAI SUMBER SERAT DALAM RANSUM TERHADAP
KECERNAAN IN VITRO",7,,show,archive,2016-11-03 04:35:04,['SF'],"The purpose of this study to determine the effect of differences in the level of use urea and palm without amoniasi as a forage substitute. To get the optimum level of use of oil palm fruit fiber amoniasi that gives the best response to digestibility in vitro. The results are expected to be used as information about the utilization of oil palm fruit waste as an alternative to cattle feed.
The experiment was conducted at the Animal Nutrition Laboratory and field laboratory, Animal Husbandry faculty, Brawijaya University Malang for making the oil palm fruit fiber amoniasi and analysis of nutrient content and digestibility in vitro is carried out from July to August 2011.
Materials on research are oil palm fruit fiber and urea as a feed ingredient substitutions. The research method is experimental by design Factorial Randomized Block Design, study the influence of the addition of urea level and duration of incubation in the oil palm fruit fiber for nutrient content and digestibility in vitro. Variables measured, a research study nutrient content, digestibility of DM and digestibility of OM of oil palm fruit fiber amoniasi. Data were analyzed by variance and if the real test followed byDuncan.
The results of the research showed that the addition of urea level and duration of incubation significant effect (P <0.05) to 50.74% DM and 49.04% OM which is in U4I14.
It can be concluded that higher levels of urea and the incubation period and digestibility of DM and OM increase. Suggested the use of oil palm fruit fiber is to field research to know how impact in dairy cattle.",1038,conference,3 Nopember 2015,SATEK VI,Bandarlampung,paper,,,,,,
16,pub,3.0,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 6764, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/19731', 'rev_number': 1, 'docid': 19731, 'main': 'JURNAL MH PROBIOTIK DAN GAMBARAN DARAH.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/62024', 'objectid': 19731, 'mtime': '2018-04-20 02:49:14', 'hash_type': 'MD5', 'filename': 'JURNAL MH PROBIOTIK DAN GAMBARAN DARAH.pdf', 'hash': '8863bd0d277e62e94bcff288568b0e71', 'fileid': 62024, 'mime_type': 'application/pdf', 'filesize': 289067, 'datasetid': 'document'}]}]",Jurusan Peternakan Unila,public,http://repository.lppm.unila.ac.id/id/eprint/6764,TRUE,2018-04-25 07:53:28,787,151-156,2018-04-25 07:53:28,JURNAL ILMIAH PETERNAKAN TERPADU,2303 1956,"[{'name': {'given': 'Konita', 'honourific': None, 'family': 'Lutfiana', 'lineage': None}, 'id': None}, {'id': None, 'name': {'given': 'Tintin', 'honourific': None, 'family': 'Kurtini', 'lineage': None}}, {'id': 'madi.hartono@fp.unila.ac.id', 'name': {'given': 'Madi', 'lineage': None, 'honourific': None, 'family': 'Hartono'}}]",2015-08-01 00:00:00.000000000,disk0/00/00/67/64,article,['FP17'],http://jurnal.fp.unila.ac.id/index.php/JIPT,PENGARUH PEMBERIAN PROBIOTIK DARI MIKROBA LOKAL TERHADAP GAMBARAN DARAH AYAM PETELUR,6,3.0,show,archive,2018-04-25 07:53:28,['SF'],"The purpose of this research was 1) investigated the effect of additional probiotic from local microbial to blood description of layer, especially erythrocytes and hemoglobin; 2) investigated the level of optimalitation additional probiotic from local microbial of layer. The research was conducted on 20th of December 2014 until 19th of January 2015 in Varia Agung Jaya village, Seputih Mataram subdistrict, Lampung Tengah.  The fabrication of probiotic from local mikrobial at 8th until 19th December 2014 in the Laboratory of Molecular Biology, Lampung University. This experiment arranged a completely randomized design (CRD) with 4 probiotic levels of local microbes (0%, 1%, 2%, and 3%) and 5 replications. The data obtained were analyzed using Analysis of Variance at 1% and continued with Polynom Orthogonal test at 1%. The result of this research showed that the additional of probiotic from local microbial (0%, 1%, 2%, and 3%) was not significant effect (P>0,05) to the number of erythrocytes of layer, but highly significant effect (P <0,01) to the number of hemoglobin. Probiotic levels of local microbial (0%, 1%, 2%, and 3%) can increase the number of hemoglobin with regression equality (Ŷ = 6,68 + 0,48X).

(Keywords : Layer, Probiotics from local microbial,The number of erythrocytes and Hemoglobin)",6764,,,,,,,published,,"[{'id': 'madihartono66@yahoo.co.id', 'name': {'given': 'Madi', 'lineage': None, 'honourific': None, 'family': 'Hartono'}}]",['Universitas Lampung'],[{'url': 'http://jurnal.fp.unila.ac.id/index.php/JIPT'}]
17,pub,1.0,"[{'eprintid': 6790, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf', 'main': 'JURNAL MH CI SAPI PERAH BATURADEN.pdf', 'docid': 19759, 'files': [{'mtime': '2018-04-20 06:32:22', 'hash_type': 'MD5', 'filename': 'JURNAL MH CI SAPI PERAH BATURADEN.pdf', 'hash': '6309f42a51e8fe2b4fd97106b42f0097', 'fileid': 62187, 'mime_type': 'application/pdf', 'filesize': 379500, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/62187', 'objectid': 19759}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/19759', 'rev_number': 1}]",Jurusan Peternakan Unila,public,http://repository.lppm.unila.ac.id/id/eprint/6790,TRUE,2018-04-25 04:39:15,787,54-60,2018-04-25 04:39:15,JURNAL ILMIAH PETERNAKAN TERPADU,2303 1956,"[{'id': None, 'name': {'given': 'Yuli', 'lineage': None, 'family': 'Prasetyo', 'honourific': None}}, {'id': 'madi.hartono@fp.unila.ac.id', 'name': {'given': 'Madi', 'lineage': None, 'honourific': None, 'family': 'Hartono'}}, {'id': None, 'name': {'honourific': None, 'family': 'Siswanto', 'lineage': None, 'given': 'Siswanto'}}]",2015-02-01 00:00:00.000000000,disk0/00/00/67/90,article,['FP17'],http://jurnal.fp.unila.ac.id/index.php/JIPT,CALVING INTERVAL SAPI PERAH LAKTASI DI BALAI BESAR PEMBIBITAN TERNAK UNGGUL DAN HIJAUAN PAKAN TERNAK (BBPTU-HPT) BATURRADEN PURWOKERTO JAWA TENGAH,9,3.0,show,archive,2018-04-25 04:39:15,['SF'],"The aim of this research are to know calving interval and factor´s at lactation dairy cattle in BBPTU-HPT Baturraden Purwokerto Central Java. This research was conducted on April 29 th -- May 13 th 2014 to on 151 heads lactating dairy cattle. This research used sensus method, data obtained was real data that present and accuread in BBPTU-HPT Baturraden. Analysis data used regression analysis with SPSS (Statistik Packet for Social Science). The result showed that the calving interval at lactating dairy cattle in BBPTU-HPT Baturraden is 14.80 ± 3.36 months. Factor that effect calving interval at lactating dairy cattle in BBPTU-HPT Baturraden from the herds man level are the number of cattle that maintain positively associated with factor value 0.177 and the distance between the cow shed with office that negatively assosiated with factor value 0.243. factor that efect calving interval on dairy cattle at the level of cattle are the age dairy cattle that positively associated with factor value 0,247;, periode lactation that negatively assosiated with factor value 0,287;, mating partus that positively associated with factor value 0,057;, lactating period that positively associated with factor value 0,904;, and dry priod that positively associated with factor value 0,961.

(Key words:  Calving interval, Lactating dairy cattle, Factors and value)",6790,,,,,,,published,,"[{'name': {'given': 'Madi', 'family': 'Hartono', 'honourific': None, 'lineage': None}, 'id': 'madihartono66@yahoo.co.id'}]",['Universitas Lampung'],[{'url': 'http://jurnal.fp.unila.ac.id/index.php/JIPT'}]
18,pub,3.0,"[{'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/220579', 'objectid': 37936, 'filesize': 190337, 'datasetid': 'document', 'hash': '0c49df7ad900cc15dd29972fb9224c8f', 'filename': 'JN 18 2015 Pengaruh pemberian probiotik.pdf', 'mtime': '2020-09-28 17:44:55', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 220579}], 'docid': 37936, 'main': 'JN 18 2015 Pengaruh pemberian probiotik.pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/37936', 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 24229, 'language': 'en', 'mime_type': 'application/pdf'}, {'files': [{'datasetid': 'document', 'filesize': 24138, 'mime_type': 'application/xml', 'fileid': 220582, 'hash': 'ea97f9136cdb5586481443728372d2a9', 'filename': 'index.html', 'hash_type': 'MD5', 'mtime': '2020-09-28 17:45:17', 'objectid': 37937, 'uri': 'http://repository.lppm.unila.ac.id/id/file/220582'}], 'main': 'index.html', 'docid': 37937, 'uri': 'http://repository.lppm.unila.ac.id/id/document/37937', 'rev_number': 3, 'formatdesc': 'Probiotik', 'pos': 2, 'format': 'text', 'placement': 2, 'security': 'public', 'eprintid': 24229, 'content': 'published', 'mime_type': 'application/xml', 'language': 'id'}]",Jurusan Peternakan Unila,public,http://repository.lppm.unila.ac.id/id/eprint/24229,TRUE,2020-10-01 01:05:31,965,180-184,2020-10-01 01:05:31,JURNAL ILMIAH PETERNAKAN TERPADU,2303 1956,"[{'name': {'given': 'Arista', 'lineage': None, 'honourific': None, 'family': 'Pribadi'}, 'id': None}, {'name': {'lineage': None, 'honourific': None, 'family': 'Kurtini', 'given': 'Tintin'}, 'id': None}, {'name': {'given': 'Sumardi', 'honourific': None, 'family': 'Sumardi', 'lineage': None}, 'id': 'sumardi_bio@yahoo.co.id'}]",2015-08-01 00:00:00.000000000,disk0/00/02/42/29,article,['FP17'],http://jurnal.fp.unila.ac.id/index.php/JIPT/,"PENGARUH PEMBERIAN PROBIOTIK DARI MIKROBA LOKAL TERHADAP KUALITAS INDEKS ALBUMEN, INDEKS YOLK, DAN WARNA YOLK PADA UMUR TELUR 10 HARI",9,3.0,show,archive,2020-10-01 01:05:31,['SF'],"The purpose of this research were to know 1) the effect of probiotic local microbial to quality of albumen index, yolk index and yolk color; 2) the optimal of probiotic level in feed against to albumen index, yolk index and yolk color. The research was conducted on December 20th 2014-- January 19th 2015 in CV.Varia Agung Jaya , Varia Agung Village, Seputih Mataram Sub district, Central Lampung regency. Manufacture of probiotic from local microbial was made on 8 to 19 December 2014 at the Laboratory of Microbiology Faculty, University of Lampung. This research used completely randomized design (CRD) with four probiotic treatments of local microbial (0%, 1%, 2% and 3%) with 5 replications and use 40 layers. The data were analyzed with the assumptions of variance. Based on these result it can be concluded that probiotic local microbial (0%, 1%, 2% and 3%) was not significant (P> 0.05) on the quality of albumen index, yolk index and yolk color.",24229,,,,,,,published,,,,
19,pub,3.0,"[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 6768, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/19735', 'main': 'JURNAL MHPROBIOTIK DAN KUALITAS TELUR.pdf', 'docid': 19735, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/62045', 'objectid': 19735, 'mtime': '2018-04-20 03:12:23', 'hash_type': 'MD5', 'filename': 'JURNAL MHPROBIOTIK DAN KUALITAS TELUR.pdf', 'hash': '41e4ece8e06195e43c5eb5cb11efe8bd', 'fileid': 62045, 'mime_type': 'application/pdf', 'filesize': 337680, 'datasetid': 'document'}]}]",Jurusan Peternakan Unila,public,http://repository.lppm.unila.ac.id/id/eprint/6768,TRUE,2018-04-25 07:52:40,787,157-162,2018-04-25 07:52:40,JURNAL ILMIAH PETERNAKAN TERPADU,2303 1956,"[{'name': {'given': 'Jenny Marthika', 'lineage': None, 'honourific': None, 'family': 'Sari'}, 'id': None}, {'name': {'family': 'Kurtini', 'honourific': None, 'lineage': None, 'given': 'Tintin'}, 'id': None}, {'id': 'madi.hartono@fp.unila.ac.id', 'name': {'honourific': None, 'family': 'Hartono', 'lineage': None, 'given': 'Madi'}}]",2015-08-01 00:00:00.000000000,disk0/00/00/67/68,article,['FP17'],http://jurnal.fp.unila.ac.id/index.php/JIPT,"PENGARUH PEMBERIAN PROBIOTIK DARI MIKROBA LOKAL TERHADAP TEBAL KERABANG, PENURUNAN BERAT, DAN NILAI HAUGH UNIT TELUR YANG DISIMPAN SEPULUH HARI",6,3.0,show,archive,2018-04-25 07:52:40,['SF'],"This study was conducted to 1) determine the effect local of probiotic supplements on shell thickness, weight loss persentage, and Haugh unit of eggs which stored ten days; 2) determine the optimal  level of supplements local of probiotic on shell thickness, weight loss presentage, and Haugh unit of eggs which stored ten days. This research was held on 08--19 December 2014  in the CV. Varia Agung Jaya henhouse laying  in  the District of  Seputih Mataram, Center of Lampung  Regency and continued on 20 December 2014--18 January 2015 in the Laboratory of Microbiology, Laboratory of Molecular Biology Faculty, University of Lampung. The study used completely randomized design (CRD) with 4 treatments of  local  probiotics in the diet (0%, 1%, 2%, and 3%) and 5 replications. Data obtained was analyzed using analysis of variance at 5% level and continued Orthogonal Polynomial test at 5% level. Based on these results we can conclude: effect of local probiotics in the diet (0,1,2, and 3%) no significant (P> 0.05) on the weight loss presentage and  Haugh unit of eggs which stored ten days, but significant (P <0.05) on  shell thickness. Increasing the percentage of local probiotic on the ration will improve shell thickness indicated by the regression equation ŷ = 0.42 + 0,24x, with r = 0.68 and R2 = 0.47.

(Keywords: Local of  probiotic, Shell thickness, Weight loss, and  Haugh unit).",6768,,,,,,,published,,"[{'name': {'given': 'Madi', 'lineage': None, 'honourific': None, 'family': 'Hartono'}, 'id': 'madihartono66@yahoo.co.id'}]",['Universitas Lampung'],[{'url': 'http://jurnal.fp.unila.ac.id/index.php/JIPT'}]
