,refereed,uri,full_text_status,documents,publisher,ispublished,number,pagerange,datestamp,corp_creators,userid,lastmod,dir,date,issn,creators,publication,divisions,type,metadata_visibility,rev_number,volume,title,abstract,subjects,eprint_status,status_changed,date_type,eprintid,event_title,event_location,event_type,event_dates,official_url,funders,pres_type,referencetext,related_url,id_number,place_of_pub
10,,http://repository.lppm.unila.ac.id/id/eprint/29162,public,"[{'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 29162, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/43271', 'pos': 1, 'format': 'text', 'files': [{'objectid': 43271, 'uri': 'http://repository.lppm.unila.ac.id/id/file/258560', 'fileid': 258560, 'mime_type': 'application/pdf', 'mtime': '2021-04-12 05:20:51', 'hash_type': 'MD5', 'hash': 'f36a0c48ede6807de8645dadd821f707', 'filename': 'Internasional_Worker performance from perspective of profit, quality and work  accuracy in traditional fishery business in Lampung Province.pdf', 'datasetid': 'document', 'filesize': 2000742}], 'main': 'Internasional_Worker performance from perspective of profit, quality and work  accuracy in traditional fishery business in Lampung Province.pdf', 'docid': 43271}]",International Journal of Social Science and Economic Research,pub,,,2021-04-13 01:09:14,,301,2021-04-13 01:09:14,disk0/00/02/91/62,2018-02-01 00:00:00.000000000,,"[{'name': {'lineage': None, 'family': 'Helvi Yanfika', 'honourific': None, 'given': 'HY'}, 'id': 'helviyanfika@yahoo.co.id'}, {'name': {'given': 'Amanah', 'lineage': None, 'honourific': None, 'family': 'Siti Amanah'}, 'id': None}, {'id': None, 'name': {'family': 'Anna Fatchiya', 'honourific': None, 'lineage': None, 'given': 'Anna'}}, {'id': None, 'name': {'given': 'PSA', 'honourific': None, 'family': 'Pang S. Asngari', 'lineage': None}}]",,['FP26'],other,show,7,,"Hasil Review_Worker Performence From Perspective of Profit, Quality and Work Accuracy in Traditional Fishery Businnes in Lampung Province",Hasil Review International Journal of Social Science & Economic Research,['S1'],archive,2021-04-13 01:09:14,,29162,,,,,http://ijsser.org/more2018.php?id=40,,,,[{'url': 'http://ijsser.org/more2018.php?id=40'}],,
11,TRUE,http://repository.lppm.unila.ac.id/id/eprint/28204,public,"[{'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 28204, 'uri': 'http://repository.lppm.unila.ac.id/id/document/42250', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'hash_type': 'MD5', 'mtime': '2021-03-05 08:40:18', 'filename': 'Art_J2_Helvi_Semilaritas_WORKER PERFORMANCE FROM PERSPECTIVE OF PROFIT, QUALITY AND WORK ACCURACY IN TRADITIONAL FISHERY BUSINESS IN LAMPUNG PROVINCE.pdf', 'hash': 'dc0d6924528a770ea73cef2b61e80a8d', 'fileid': 250958, 'mime_type': 'application/pdf', 'filesize': 2355426, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/250958', 'objectid': 42250}], 'docid': 42250, 'main': 'Art_J2_Helvi_Semilaritas_WORKER PERFORMANCE FROM PERSPECTIVE OF PROFIT, QUALITY AND WORK ACCURACY IN TRADITIONAL FISHERY BUSINESS IN LAMPUNG PROVINCE.pdf'}]",International Journal of Social Science and Economic Research,pub,,579-587,2021-03-05 08:47:11,,301,2021-03-05 08:47:11,disk0/00/02/82/04,2018-02-01 00:00:00.000000000,2455-8834,"[{'name': {'given': 'HY', 'lineage': None, 'family': 'Helvi Yanfika', 'honourific': None}, 'id': 'helviyanfika@yahoo.co.id'}, {'name': {'lineage': None, 'honourific': None, 'family': 'Siti Amanah', 'given': 'Amanah'}, 'id': None}, {'name': {'given': 'Anna', 'family': 'Anna Fatchiya', 'honourific': None, 'lineage': None}, 'id': None}, {'id': None, 'name': {'given': 'PSA', 'family': 'Pang S. Asngari', 'honourific': None, 'lineage': None}}]",International Journal of Social Science and Economic Research,['FP26'],article,show,6,3.0,"WORKER PERFORMANCE FROM PERSPECTIVE OF PROFIT, QUALITY AND WORK ACCURACY IN TRADITIONAL FISHERY BUSINESS IN LAMPUNG PROVINCE","The purposes of this study were to (1) analyze the performance of the profit, quality, and worker behavior in the traditional fishery business and; (2) analyze the factors affecting performance. The location of the research was conducted in three districts in Lampung Province, namely
Tanggamus, Pringsewu and East Lampung. The research population was 570 traditional fishery workers (pemindangan, salting, fumigation and fermentation). The number of research samples was calculated by Slovin formula and obtained as many as 235 respondents. The number of respondents for each business unit was determined using proportional random sampling technique. Technical analysis of data using SPSS was multiple linear regression analysis. The variables in this research were motivation (X1) technical competence (X2), managerial competence (X3), social competence (X4), Performance of processor (Y). Field data were collected in July-September 2017. The results of this research were (1) Performance of processor when viewed from good profit perspective, especially in East Lampung, whereas in Kabupaten
Tanggamus and Pringsewu still low, if seen from aspect of quality and work behavior worker in the three districts are good. Processing performance in Lampung Province seen from the aspect of profit was influenced by motivation and technical competence, quality and work behavior influenced by motivation, technical competence and social competence",['S1'],archive,2021-03-05 08:47:11,,28204,,,,,http://ijsser.org/more2018.php?id=40,,,,[{'url': 'http://ijsser.org/more2018.php?id=40'}],,
12,TRUE,http://repository.lppm.unila.ac.id/id/eprint/22279,public,"[{'placement': 1, 'security': 'public', 'eprintid': 22279, 'mime_type': 'application/pdf', 'language': 'en', 'files': [{'objectid': 35695, 'uri': 'http://repository.lppm.unila.ac.id/id/file/204885', 'fileid': 204885, 'mime_type': 'application/pdf', 'mtime': '2020-06-11 07:49:19', 'hash_type': 'MD5', 'hash': '38e2d8a9e02cfd303bf50e3e976b4f36', 'filename': '2490-5870-1-SM (1).pdf', 'datasetid': 'document', 'filesize': 117053}], 'docid': 35695, 'main': '2490-5870-1-SM (1).pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/35695', 'rev_number': 1, 'pos': 1, 'format': 'text'}]",JIIA,pub,1.0,1-8,2020-06-11 08:37:09,,966,2020-06-11 08:37:09,disk0/00/02/22/79,2018-02-01 00:00:00.000000000,2337 - 7070,"[{'id': None, 'name': {'given': 'Riandari', 'honourific': None, 'family': 'Irsa', 'lineage': None}}, {'name': {'lineage': None, 'family': 'Nikmatullah', 'honourific': None, 'given': 'Dewangga'}, 'id': None}, {'id': 'korrangga@yahoo.com', 'name': {'given': 'Kordiyana', 'honourific': None, 'family': 'Rangga', 'lineage': None}}]",PERSEPSI PETANI DAN EFEKTIVITAS KELOMPOK TANI DALAM PROGRAM UPSUS PAJALE DI KECAMATAN BANJAR BARU KABUPATEN TULANG BAWANG,['FP26'],article,show,6,6.0,Persepsi Petani dan Efektivtas Kelompok Tani dalam Program Upsus Pajale di Kecamatan Banjar Baru Kabupaten Tulang Bawang,"The purposes of this research are to analyze farmer’s perception in Upsus Pajale Program, to find out the
factors related with farmer’s perception in Upsus Pajale Program, effectiveness of farmer groups on Upsus
Pajale Program, and the relationship between the perception and the effectiveness in implementation of
Upsus Pajale Program in Banjar Baru. This research was conducted in Banjar Baru subdistrict, Tulang
Bawang district with 67 respondents of rice farmers following the Program. Data were collected using a
suvey method with descriptive analysis and use nonparametric statistics test rank Spearman correlation to
examine the hypotesis. The results showed that farmer’s perception in Upsus Pajale Program is included in
the profitable calssification, the factors related are education, motivation, social environment and the
support of government agencies, while the unrelated factor is knowledge level. The effectiveness of farmer
group is in effective category and farmer’s perception is related with farmer group effectiveness.",['S1'],archive,2020-06-11 08:37:09,,22279,,,,,http://jurnal.fp.unila.ac.id/index.php/JIA/article/view/2490,,,,[{'url': 'http://jurnal.fp.unila.ac.id/index.php/JIA/article/view/2490'}],,
13,,http://repository.lppm.unila.ac.id/id/eprint/29238,public,"[{'files': [{'datasetid': 'document', 'filesize': 2047171, 'mime_type': 'application/pdf', 'fileid': 259095, 'filename': 'PROSIDING_The behavior of extension agents in utilizing information and technology to improve the performence of extension agent in Lampung province.pdf', 'hash': '3195a276108548dd6f8c30e2e3da3cd2', 'mtime': '2021-04-12 08:50:34', 'hash_type': 'MD5', 'objectid': 43344, 'uri': 'http://repository.lppm.unila.ac.id/id/file/259095'}], 'docid': 43344, 'main': 'PROSIDING_The behavior of extension agents in utilizing information and technology to improve the performence of extension agent in Lampung province.pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/43344', 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 29238, 'language': 'en', 'mime_type': 'application/pdf'}]",Young Scholar Symposium on Transdisciplinary in Education and Environment,pub,,,2021-04-13 01:13:24,,609,2021-04-13 01:13:24,disk0/00/02/92/38,2018-11-01 00:00:00.000000000,,"[{'id': 'indahlistiana@yahoo.com', 'name': {'given': 'Indah', 'lineage': None, 'family': 'Listiana', 'honourific': None}}, {'name': {'family': 'Mutolib', 'honourific': None, 'lineage': None, 'given': 'Abdul'}, 'id': 'amutolib24@yahoo.com'}, {'name': {'given': 'IRWAN', 'lineage': None, 'family': 'EFFENDI', 'honourific': None}, 'id': None}, {'id': None, 'name': {'family': 'Rahmat', 'honourific': None, 'lineage': None, 'given': 'Ali'}}]",,['FP26'],other,show,7,,hasil review_The behavior of extension agents in utilizing information and technology to improve the performence of extension agent in Lampung province,hasil review Young Scholar Symposium on Transdisciplinary in Education and Environment,['S1'],archive,2021-04-13 01:13:24,,29238,,,,,https://iopscience.iop.org/article/10.1088/1742-6596/1155/1/012004/meta,,,,[{'url': 'https://iopscience.iop.org/article/10.1088/1742-6596/1155/1/012004/meta'}],,
14,TRUE,http://repository.lppm.unila.ac.id/id/eprint/9059,public,"[{'docid': 22587, 'main': 'ID 17611.pdf', 'files': [{'datasetid': 'document', 'filesize': 409477, 'fileid': 90903, 'mime_type': 'application/pdf', 'mtime': '2018-11-06 05:41:13', 'hash_type': 'MD5', 'hash': '8b090ddb1868ad3da404665ecdf95015', 'filename': 'ID 17611.pdf', 'objectid': 22587, 'uri': 'http://repository.lppm.unila.ac.id/id/file/90903'}], 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/22587', 'eprintid': 9059, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en'}]","Center for Promoting Ideas (CPI), USA",pub,1.0,1-10,2018-11-06 08:41:48,,609,2019-10-08 02:34:47,disk0/00/00/90/59,2018-01-01 00:00:00.000000000,2219-1993,"[{'name': {'given': 'Indah', 'lineage': None, 'honourific': None, 'family': 'Listiana'}, 'id': 'indahlistiana@yahoo.com'}, {'name': {'given': 'Sumardjo', 'lineage': None, 'family': 'Sumardjo', 'honourific': None}, 'id': 'sumardjo252@gmail.com'}, {'id': None, 'name': {'given': 'Sadono', 'lineage': None, 'honourific': None, 'family': 'Dwi'}}, {'id': None, 'name': {'given': 'Tjitropronoto', 'lineage': None, 'family': 'Prabowo', 'honourific': None}}]",International Journal of Business and Social ScienceInternational Journal of Business and Social Science,['FP26'],article,show,7,9.0,Affecting Factors the Capacity of Freelance Extension Agents and Its Impacts on Farmers,"Over the next decade, most of the civil servant extension agents will retire, thus it is necessary to prepare reliable freelance extension agents called THL extension agents. However, the capacity building process of extension agents faces many obstacles, therefore, the right solution is required by appropriate utilization of information technology (IT). This study aimed to determine the relationship between the satisfaction level of the farmer and the capacity of THL extension agents using spearman correlation analysis and to study the factors that influence the capacity of extension agents by IT utilization using path analysis. Respondents in this study amounted to 172 THL extension agents and assisted farmers in facilitated BPP (Agricultural Extension Agency) of Lampung Province. The results showed that farmers’ satisfaction level of extension activity was low, THL extension agents’ capacity was in a high category, and there was a significant relationship between farmer satisfaction and THL extension agents’ capacity level. Factors that directly influence extension agents’ capacity level are IT utilization, availability of non-cyber IT, and support of extension agencies.",['H1'],archive,2018-11-06 08:41:48,published,9059,,,,,http://ijbssnet.com/journal/index/3921,,,,"[{'url': 'http://ijbssnet.com/journal/index/3921', 'type': 'pub'}]",,
15,TRUE,http://repository.lppm.unila.ac.id/id/eprint/9066,public,"[{'eprintid': 9066, 'placement': 3, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en', 'docid': 22590, 'main': '18673-71053-1-PB.pdf', 'files': [{'datasetid': 'document', 'filesize': 355883, 'mime_type': 'application/pdf', 'fileid': 90911, 'hash': '3e738e597e5d8f307f767b9baf982d90', 'filename': '18673-71053-1-PB.pdf', 'hash_type': 'MD5', 'mtime': '2018-11-06 05:45:31', 'objectid': 22590, 'uri': 'http://repository.lppm.unila.ac.id/id/file/90911'}], 'pos': 3, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/22590', 'rev_number': 1}]",IPB,pub,2.0,244-258,2018-11-06 08:41:58,,609,2019-10-08 02:25:36,disk0/00/00/90/66,2018-09-01 00:00:00.000000000,2442-4110,"[{'id': 'indahlistiana@yahoo.com', 'name': {'lineage': None, 'honourific': None, 'family': 'Listiana', 'given': 'Indah'}}, {'name': {'lineage': None, 'honourific': None, 'family': 'Sumardjo', 'given': 'Sumardjo'}, 'id': 'sumardjo252@gmail.com'}, {'name': {'honourific': None, 'family': 'Dwi', 'lineage': None, 'given': 'Sadono'}, 'id': None}, {'name': {'given': 'Tjitropranoto', 'family': 'Probowo', 'honourific': None, 'lineage': None}, 'id': None}]","Jurnal Penyuluhan, September 2018 Vol. 14 No. 2",['FP26'],article,show,11,14.0,Hubungan Kapasitas Penyuluh dengan Kepuasan Petani dalam Kegiatan Penyuluhan,"The marginalization of extension institution in line with the publication of Laws no. 23/2014 concerning the local government has the potential to decrease the performance of extension workers and their capacity. Extension worker reliability is closely related to the capacity level. Problems in the field are the decrease of farmers’ satisfaction with agricultural extension activities. Lampung Province is in the era of the institutional extension dissolution at the district and provincial levels, which leads to a decreasing number of extension workers and a decrease in the commitment to financing extension. The purpose of this study was to analyze the relationship between the extension capacity of farmers and farmers’ satisfaction. This research is an explanatory research using quantitative approach and supported by qualitative information. The research was conducted in Lampung Province with 355 counselors and 355 farmers. The scoring method is used to measure the extension capacity level with indicators based on the extension function in Laws no. 16/ 2006. There is a significant difference between the government extension workers and contract employee workers. The level of agricultural extension capacity in Lampung Province is from the medium to the low category, and the farmers’ satisfaction of extension activities is still low. Extension level of extension capacity is very evident from the farmers’ satisfaction with extension activities. The loss of institutional counseling at the district and provincial levels means the weakening of extension capacity, which has a significant impact on the weakening of farmers’ satisfaction.",['H1'],archive,2018-11-06 08:41:58,published,9066,,,,,http://jurnal.ipb.ac.id/index.php/jupe/article/view/18673,,,,"[{'type': 'pub', 'url': 'http://jurnal.ipb.ac.id/index.php/jupe/article/view/18673'}]",,
16,,http://repository.lppm.unila.ac.id/id/eprint/29235,public,"[{'main': 'NASIONAL_Hubungan kapasitas penyuluh dengan kepuasan petani dalam kegiatan penyuluhan.pdf', 'docid': 43342, 'files': [{'filesize': 1910677, 'datasetid': 'document', 'hash': '6cf3923497c49b0f45b00c6170d54269', 'filename': 'NASIONAL_Hubungan kapasitas penyuluh dengan kepuasan petani dalam kegiatan penyuluhan.pdf', 'hash_type': 'MD5', 'mtime': '2021-04-12 08:40:10', 'mime_type': 'application/pdf', 'fileid': 259076, 'uri': 'http://repository.lppm.unila.ac.id/id/file/259076', 'objectid': 43342}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/43342', 'eprintid': 29235, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf'}]",Jurnal Penyuluhan,pub,,,2021-04-13 01:11:10,,609,2021-04-13 01:11:10,disk0/00/02/92/35,2018-09-01 00:00:00.000000000,,"[{'name': {'honourific': None, 'family': 'Listiana', 'lineage': None, 'given': 'Indah'}, 'id': 'indahlistiana@yahoo.com'}, {'id': 'sumardjo252@gmail.com', 'name': {'lineage': None, 'family': 'Sumardjo', 'honourific': None, 'given': 'Sumardjo'}}, {'id': None, 'name': {'given': 'dwi', 'honourific': None, 'family': 'sadono', 'lineage': None}}, {'id': None, 'name': {'lineage': None, 'honourific': None, 'family': 'Tjitropranoto', 'given': 'Prabowo'}}]",,['FP26'],other,show,7,,Hasil Review_Hubungan Kapasitas Penyuluh dengan Kepuasan Petani dalam Kegiatan Penyuluhan,Hasil Review Jurnal Penyuluhan,['S1'],archive,2021-04-13 01:11:10,,29235,,,,,http://jurnal.ipb.ac.id/index.php/jupe,,,,[{'url': 'http://jurnal.ipb.ac.id/index.php/jupe'}],,
17,,http://repository.lppm.unila.ac.id/id/eprint/29150,public,"[{'security': 'public', 'placement': 1, 'eprintid': 29150, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'datasetid': 'document', 'filesize': 2017765, 'fileid': 258468, 'mime_type': 'application/pdf', 'mtime': '2021-04-12 04:54:16', 'hash_type': 'MD5', 'filename': 'INTERNASIONAL_Affecting factors the capacity of freelance extension agents and its impacts on farmers.pdf', 'hash': 'd97974642ff9400ccc53c430fb3ea580', 'objectid': 43258, 'uri': 'http://repository.lppm.unila.ac.id/id/file/258468'}], 'main': 'INTERNASIONAL_Affecting factors the capacity of freelance extension agents and its impacts on farmers.pdf', 'docid': 43258, 'uri': 'http://repository.lppm.unila.ac.id/id/document/43258', 'rev_number': 1, 'format': 'text', 'pos': 1}]",International Journal of Business and Social Science,pub,,,2021-04-13 01:11:14,,609,2021-04-13 01:11:14,disk0/00/02/91/50,2018-01-01 00:00:00.000000000,,"[{'id': 'indahlistiana@yahoo.com', 'name': {'honourific': None, 'family': 'Listiana', 'lineage': None, 'given': 'Indah'}}, {'name': {'lineage': None, 'honourific': None, 'family': 'Sumardjo', 'given': 'Sumardjo'}, 'id': 'sumardjo252@gmail.com'}, {'name': {'given': 'dwi', 'lineage': None, 'family': 'sadono', 'honourific': None}, 'id': None}, {'name': {'honourific': None, 'family': 'Tjitropranoto', 'lineage': None, 'given': 'Prabowo'}, 'id': None}]",,['FP26'],other,show,7,,Hasil review_Affecting factors the capacity of freelance extension agents and its impacts on farmers,Hasil review International Journal of Business and Social Science,['S1'],archive,2021-04-13 01:11:14,,29150,,,,,http://ijbssnet.com/journal/index/3938,,,,[{'url': 'http://ijbssnet.com/journal/index/3938'}],,
18,,http://repository.lppm.unila.ac.id/id/eprint/28241,public,"[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 28241, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/42289', 'rev_number': 1, 'docid': 42289, 'main': 'Affecting_Factors_The_Capacity_Of_Freelance_Extent.pdf', 'files': [{'mtime': '2021-03-07 08:03:57', 'hash_type': 'MD5', 'filename': 'Affecting_Factors_The_Capacity_Of_Freelance_Extent.pdf', 'hash': 'f6bf1837e1813affb1a552b1810ff761', 'fileid': 251219, 'mime_type': 'application/pdf', 'filesize': 2609763, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/251219', 'objectid': 42289}]}]",http://ijbssnet.com/journal,pub,,,2021-03-07 11:06:37,,609,2021-03-07 11:06:37,disk0/00/02/82/41,2018-01-01 00:00:00.000000000,,"[{'id': 'indahlistiana@yahoo.com', 'name': {'lineage': None, 'honourific': None, 'family': 'Listiana', 'given': 'Indah'}}, {'id': 'sumardjo252@gmail.com', 'name': {'lineage': None, 'honourific': None, 'family': 'Sumardjo', 'given': 'Sumardjo'}}, {'id': None, 'name': {'lineage': None, 'family': 'sadono', 'honourific': None, 'given': 'dwi'}}, {'name': {'honourific': None, 'family': 'Tjitropranoto', 'lineage': None, 'given': 'Prabowo'}, 'id': None}]",,['FP26'],other,show,7,,"SIMILARITY 
Affecting Factors the Capacity of Freelance Extension Agents and Its Impacts on Farmers","Over the next decade, most of the civil servant extension agents will retire, thus it is necessary to prepare reliable freelance extension agents called THL extension agents. However, the capacity building process of extension agents faces many obstacles, therefore, the right solution is required by appropriate utilization of information technology (IT). This study aimed to determine the relationship between the satisfaction level of the farmer and the capacity of THL extension agents using spearman correlation analysis and to study the factors that influence the capacity of extension agents by IT utilization using path analysis. Respondents in this study amounted to 172 THL extension agents and assisted farmers in facilitated BPP (Agricultural Extension Agency) of Lampung Province. The results showed that farmers’ satisfaction level of extension activity was low, THL extension agents’ capacity was in a high category, and there was a significant relationship between farmer satisfaction and THL extension agents’ capacity level. Factors that directly influence extension agents’ capacity level are IT utilization, availability of non-cyber IT, and support of extension agencies.",['H1'],archive,2021-03-07 11:06:37,published,28241,,,,,http://ijbssnet.com/journal/index/3938,,,,,,
19,TRUE,http://repository.lppm.unila.ac.id/id/eprint/28358,public,"[{'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/252070', 'objectid': 42397, 'filesize': 2171969, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2021-03-14 07:43:10', 'filename': '(9) HASIL PENILAIAN KINERJA PPL.pdf', 'hash': 'f4a18427588dad0ce2b414c74d6e6595', 'fileid': 252070, 'mime_type': 'application/pdf'}], 'main': '(9) HASIL PENILAIAN KINERJA PPL.pdf', 'docid': 42397, 'uri': 'http://repository.lppm.unila.ac.id/id/document/42397', 'rev_number': 1, 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 28358, 'language': 'en', 'mime_type': 'application/pdf'}]",Juruan Agribisnis Fakultas Pertanian Universitas Lampung,pub,4.0,384-392,2021-03-15 01:42:30,"['Universitas Lampung', 'Universitas Lampung', 'Universitas Lampung']",930,2021-03-15 01:42:30,disk0/00/02/83/58,2018-11-01 00:00:00.000000000,2337 7070,"[{'id': None, 'name': {'given': 'Tri', 'lineage': None, 'family': 'Pujiana', 'honourific': None}}, {'name': {'lineage': None, 'honourific': None, 'family': 'Hasanuddin', 'given': 'Tubagus'}, 'id': 'tb_sijati@yahoo.com'}, {'name': {'honourific': None, 'family': 'Gitosaputra', 'lineage': None, 'given': 'Sumaryo'}, 'id': None}]",Jurnal Ilmu-Ilmu Agribisnis,['FP26'],article,show,6,6.0,"KINERJA PENYULUH PERTANIAN LAPANGAN DAN PRODUKTIVITAS USAHATANI PADI SAWAH (KASUS PETANI PADI DI KECAMATAN KALIREJO KABUPATEN LAMPUNG TENGAH)
Tri Pujiana, Tubagus Hasanuddin, Sumaryo Gitosaputro","Abstract

The objectives of this study were to analyze the performance of agricultural extension agents (PPL), factors related to PPL performance, the relationship between PPL performance and productivity of the rice and the relationship between the productivity and paddy rice income in Kalirejo.  This study uses a survey method on rice farming in Kalirejo, Central Lampung. The data was collected in October 2017 by interviewing 53 respondents consist of 8 PPLs and 45 rice farmer who were drawn by purposive sampling method.  The data was analyzed by qualitative-descriptive analysis, tabulation and Rank Spearman correlation. The study showed that the performance of PPL in BPP Kalirejo was considered high. The competence, work environment, motivation and leadership PPL are related to the performance of PPL. The performance of PPL was related to the productivity of rice.  However the productivity was not related to the income of rice farming.  Although, the productivity of the rice was increasing, income of the rice farmer was considered low due to low price of rice.
 
Key words: income, performance, productivity",['S1'],archive,2021-03-15 01:42:30,published,28358,,,,,,,,,,,
20,TRUE,http://repository.lppm.unila.ac.id/id/eprint/48565,public,"[{'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/187878', 'main': 'KINERJA PENYULUH PERTANIAN LAPANGAN DAN PRODUKTIVITAS USAHATANI PADI.pdf', 'docid': 187878, 'files': [{'objectid': 187878, 'uri': 'http://repository.lppm.unila.ac.id/id/file/529613', 'mime_type': 'application/pdf', 'fileid': 529613, 'filename': 'KINERJA PENYULUH PERTANIAN LAPANGAN DAN PRODUKTIVITAS USAHATANI PADI.pdf', 'hash': '37f9e33baf106c70038e262b84e1c25b', 'mtime': '2023-02-25 08:14:18', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 677185}], 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 48565, 'placement': 1, 'security': 'public'}]",Universitas Lampung,pub,4.0,,2023-02-27 01:01:53,"['Universitas Lampung', 'Universitas Lampung', 'Universitas Lampung']",930,2023-02-27 01:01:53,disk0_bak/00/04/85/65,2018-11-01 00:00:00.000000000,2337-7070,"[{'name': {'lineage': None, 'family': 'Pujiana', 'honourific': None, 'given': 'Tri'}, 'id': None}, {'name': {'given': 'Tubagus', 'lineage': None, 'family': 'Hasanuddin', 'honourific': None}, 'id': 'tb_sijati@yahoo.com'}, {'name': {'honourific': None, 'family': 'Gitosaputro', 'lineage': None, 'given': 'Sumaryo'}, 'id': 'sumaryo.gitosaputro@fp.unila.ac.id'}]",JIIA (Jurnal Ilmu-Ilmu Agribisnis),['FP26'],article,show,6,6.0,"KINERJA PENYULUH PERTANIAN LAPANGAN DAN PRODUKTIVITAS USAHATANI PADI
SAWAH (KASUS PETANI PADI DI KECAMATAN KALIREJO
KABUPATEN LAMPUNG TENGAH)","The objectives of this study were to analyze the performance of agricultural extension agents (PPL), factors
related to PPL performance, the relationship between PPL performance and productivity of the rice and the
relationship between the productivity and paddy rice income in Kalirejo. This study uses a survey method on
rice farming in Kalirejo, Central Lampung. The data was collected in October 2017 by interviewing 53
respondents consist of 8 PPLs and 45 rice farmer who were drawn by purposive sampling method. The data
was analyzed by qualitative-descriptive analysis, tabulation and Rank Spearman correlation. The study
showed that the performance of PPL in BPP Kalirejo was considered high. The competence, work
environment, motivation and leadership PPL are related to the performance of PPL. The performance of
PPL was related to the productivity of rice. However the productivity was not related to the income of rice
farming. Although, the productivity of the rice was increasing, income of the rice farmer was considered low
due to low price of rice.
Key words: income, performance, productivity",['S1'],archive,2023-02-27 01:01:53,published,48565,,,,,,,,,,,
