,title,rev_number,metadata_visibility,eprint_status,status_changed,subjects,abstract,eprintid,ispublished,publisher,documents,uri,full_text_status,refereed,userid,corp_creators,lastmod,datestamp,publication,creators,issn,dir,type,divisions,official_url,related_url,date_type,place_of_pub,event_title,event_type,pres_type,referencetext,volume,number,keywords,id_number,department,institution,monograph_type,event_location,event_dates,pagerange,contributors
10,"PEMBERDAYAAN PETERNAK SAPI PENDUKUNG PROGRAM SWASEMBADA
PANGAN DI KABUPATEN LAMPUNG UTARA",6,show,archive,2023-05-12 09:29:08,['H1'],"Empowerment of Cattle Breeders Supporting the Food Self-Sufficiency Program in North Lampung
Regency. Lampung is one of the potential provinces for the development of the livestock sub-sector, which is
one of the leading sectors in Lampung, especially as a provider of employment and a source of foreign
exchange. Community empowerment activities that emphasize the importance of the role of field extension
workers are expected to be able to improve group performance through technical aspects, institutional aspects
and business aspects. Based on the goals and targets that have been targeted by the government to increase
meat self-sufficiency, it is hoped that farmer groups who receive assistance can improve the performance of
their farmer groups and meat production so that the income of farmer group members will increase. The
purpose of the study was to analyze the role of field agricultural extension workers (PPL) in strengthening the
capacity of cattle farmers and to analyze the impact of empowerment on the level of performance of cattle
farmers. The research location was determined purposively with the consideration that North Lampung
Regency is one of the areas that has high potential in the development of the livestock sub-sector and is
currently activating various farmer empowerment programs, especially cattle breeders. The research was
conducted in July-August 2019, with the research areas being Abung Timur Subdistrict and North Sungkai
Subdistrict. The population of the Cattle Breeder Strengthening Program participants was 65 farmers and 4
PPL assistants who were all taken as respondents. The data used consisted of primary data and secondary data,
testing hypotheses about differences in the performance of farmers in managing their cattle business before
and after obtaining the Livestock Area Development Program with McNemar test annon-parametric statistics
and descriptive tabulation. The results showed that the level of PPL's role in assisting farmers including good
classification, the level of performance of farmers in the use of natural resources and efforts to increase
livestock populations experienced a significant increase, and the income of farmers who belonged to farmer
groups increased after participating in the Cattle Farmer Area Development Program.
Keywords: Empowerment, Cattle Breeding, PPL Performance, Institutional.",51490,pub,universitas kristen satya wacana,"[{'main': 'Prosiding.pdf', 'docid': 248849, 'files': [{'fileid': 609961, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2023-05-12 06:51:31', 'hash': '290dd38b3a7d19a4f923b14754238b83', 'filename': 'Prosiding.pdf', 'datasetid': 'document', 'filesize': 5141369, 'objectid': 248849, 'uri': 'http://repository.lppm.unila.ac.id/id/file/609961'}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/248849', 'rev_number': 1, 'eprintid': 51490, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en'}]",http://repository.lppm.unila.ac.id/id/eprint/51490,public,TRUE,828,,2023-05-12 09:29:08,2023-05-12 09:29:08,Seminar Nasional Hitek,"[{'id': 'dewangganikmatullah@yahoo.com', 'name': {'given': 'DN', 'lineage': None, 'family': 'Dewangga Nikmatullah', 'honourific': None}}, {'name': {'honourific': None, 'family': 'Silviyanti', 'lineage': None, 'given': 'serly'}, 'id': 'serly0607@gmail.com'}, {'id': 'rio_tprayitno@yahoo.co.id', 'name': {'given': 'RTP', 'lineage': None, 'honourific': None, 'family': 'Rio Tedi Prayitno'}}]",2460-5506,disk0_bak/00/05/14/90,article,['FP26'],,,,,,,,,,,,,,,,,,,
11,KeikutsertaanProgram Asuransi Usaha Tani Padi (AUTP) di Pekon Tulung Agung Kecamatan Gadingrejo Kabupaten Pringsewu,7,show,archive,2023-05-15 06:47:35,['H1'],"The purpose of this study is to:1) knowing the participation of the AUTP Program, 2) analyzing factocrs that affect the participationof the AUTP Program, 3) knowing the obstacles faced by farmers in participatingthe   AUTP   Program.This   study   uses   a   survey methodson  farmers  who  are  members  of  farmers  group  and follow the AUTP Program.  Respondents to this study numbered 39 farmers.    Data  analysis  methods  use  descriptive  analysis  and multiple  linear  regression  analysis.The  results  of  this  study showed  that  the  participation of  the  AUTP  Program  in  Pekon Tulung Agung, Gadingrejo District, Pringsewu Regency belongs to the  low  category.  The  average  farmer  follows  the  AUTP  Program only  seven  to  eight  times  with  the  land  area  registered  st  50 percent of the land owned. Factors that have a real effect on the participation of the AUTP Program include the level of complexity of the AUTP Program, the social environmental influence of farmers, and the role of the extension as a facilitator.  The obstacles faced by  farmers  in  participatingthe  AUTP  Program  lie  at  the  time  of registration and filing of claims",51624,pub,Universitas Jember,"[{'files': [{'objectid': 249497, 'uri': 'http://repository.lppm.unila.ac.id/id/file/611519', 'mime_type': 'application/pdf', 'fileid': 611519, 'hash': '726dc4a8c5bb0c0897b7d09bc1a21e68', 'filename': '4498.pdf', 'hash_type': 'MD5', 'mtime': '2023-05-15 02:48:13', 'datasetid': 'document', 'filesize': 925690}], 'docid': 249497, 'main': '4498.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/249497', 'rev_number': 1, 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 51624, 'mime_type': 'application/pdf', 'language': 'en'}]",http://repository.lppm.unila.ac.id/id/eprint/51624,public,TRUE,719,,2023-05-15 06:47:35,2023-05-15 06:47:35,jurnal kirana,"[{'name': {'given': 'Maria', 'honourific': None, 'family': 'Ditha', 'lineage': None}, 'id': '-'}, {'name': {'given': 'Dame Trully', 'family': 'Gultom', 'honourific': None, 'lineage': None}, 'id': 'trully.dame@yahoo.co.id'}, {'name': {'given': 'Sumaryo', 'family': 'Gitosaputro', 'honourific': None, 'lineage': None}, 'id': 'sumaryo.gitosaputro@fp.unila.ac.id'}]",2747-2264,disk0_bak/00/05/16/24,article,['FP26'],,,,,,,,,,,,,,,,,,,
12,"Hasil Similarity : Knowledge Level of Agricultural Extension Agent and Farmers’ to Response the Climate Change in Pringsewu Distric, Lampung Province, Indonesia",8,show,archive,2020-11-01 00:30:33,['S1'],"The objective of this research is to analyze the knowledge level of agricultural extension agency and farmers about climate change and its effects on their perception and response in Pringsewu Regency, Lampung Province, Indonesia. The research was conducted in Enggalrejo Villages from April to May 2018. The research location was chosen purposively since both villages are agricultural centers of the regency. The method used a qualitative research approach. The data was collected through in-depth interviews from 3 key informants consisting of agricultural extension staff and 30 farmers. Key informants were identified using snowball sampling. This research applied KAP (Knowledge, Attitude, Practice) approach with three classifications namely low, medium, and high. The results showed that the staff knowledge, attitude, and practice of agricultural extension related to climate change and its relation to agriculture was low. It was also found that farmers have been aware of climate change due to rainfall uncertainty and adjusted it through changing/shifting the cropping period. Farmers agree that climate change affects agriculture. The response of farmers to climate change: shortage varieties, farming without tillage, early harvesting period, use of herbicides to accelerate weeding, and diversification of agricultural commodities as the adaptation strategy.",24434,pub,International Journal of Multicultural and Multireligious Understanding,"[{'files': [{'datasetid': 'document', 'filesize': 1775018, 'mime_type': 'application/pdf', 'fileid': 222131, 'filename': 'Knowledge_level_of_agricultural_Extension__Agent_a.pdf', 'hash': '45ba514e67f34f2fbfe63603e4add650', 'hash_type': 'MD5', 'mtime': '2020-10-30 09:40:27', 'objectid': 38160, 'uri': 'http://repository.lppm.unila.ac.id/id/file/222131'}], 'main': 'Knowledge_level_of_agricultural_Extension__Agent_a.pdf', 'docid': 38160, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/38160', 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 24434, 'language': 'en', 'mime_type': 'application/pdf'}]",http://repository.lppm.unila.ac.id/id/eprint/24434,public,,966,,2020-11-01 00:30:33,2020-11-01 00:30:33,,"[{'name': {'given': 'IRWAN', 'lineage': None, 'family': 'EFFENDI', 'honourific': None}, 'id': None}, {'id': 'amutolib24@yahoo.com', 'name': {'given': 'Abdul', 'honourific': None, 'family': 'Mutolib', 'lineage': None}}, {'id': 'indahlistiana@yahoo.com', 'name': {'family': 'Listiana', 'honourific': None, 'lineage': None, 'given': 'Indah'}}, {'name': {'honourific': None, 'family': 'Yanfika', 'lineage': None, 'given': 'Helvi'}, 'id': 'helviyanfika@yahoo.co.id'}, {'id': 'korrangga@yahoo.com', 'name': {'given': 'Kordiyana', 'lineage': None, 'family': 'Rangga', 'honourific': None}}, {'id': '-', 'name': {'family': 'Rahmat', 'honourific': None, 'lineage': None, 'given': 'Ali'}}]",,disk0/00/02/44/34,other,['FP26'],,[{'url': 'https://ijmmu.com/index.php/ijmmu/article/view/993'}],published,International Journal of Multicultural and Multireligious Understanding,,,,,,,,,,,,,,,
13,hasil review_Has empowerment program been appropriate for the need of fisheries business player case study in Lampung province Indonesia,8,show,archive,2021-04-13 01:13:19,['S1'],hasil review International Journal of Multicultural and Multireligious Understanding,29187,pub,International Journal of Multicultural and Multireligious Understanding,"[{'placement': 1, 'security': 'public', 'eprintid': 29187, 'mime_type': 'application/pdf', 'language': 'en', 'files': [{'fileid': 258731, 'mime_type': 'application/pdf', 'mtime': '2021-04-12 06:32:55', 'hash_type': 'MD5', 'filename': 'INTERNASIONAL_Has empowerment program been appropriate for the need of fisheries business player case study in Lampung province Indonesia.pdf', 'hash': 'd6ae1920099f6e279d8a72bada717a85', 'datasetid': 'document', 'filesize': 2060003, 'objectid': 43295, 'uri': 'http://repository.lppm.unila.ac.id/id/file/258731'}], 'docid': 43295, 'main': 'INTERNASIONAL_Has empowerment program been appropriate for the need of fisheries business player case study in Lampung province Indonesia.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/43295', 'rev_number': 1, 'pos': 1, 'format': 'text'}]",http://repository.lppm.unila.ac.id/id/eprint/29187,public,,609,,2021-04-13 01:13:19,2021-04-13 01:13:19,,"[{'id': None, 'name': {'family': 'EFFENDI', 'honourific': None, 'lineage': None, 'given': 'IRWAN'}}, {'name': {'given': 'Helvi', 'family': 'Yanfika', 'honourific': None, 'lineage': None}, 'id': 'helviyanfika@yahoo.co.id'}, {'id': 'indahlistiana@yahoo.com', 'name': {'lineage': None, 'family': 'Listiana', 'honourific': None, 'given': 'Indah'}}, {'name': {'honourific': None, 'family': 'Mutolib', 'lineage': None, 'given': 'Abdul'}, 'id': 'amutolib24@yahoo.com'}, {'id': None, 'name': {'given': 'Ali', 'honourific': None, 'family': 'Rahmat', 'lineage': None}}]",,disk0/00/02/91/87,other,['FP26'],https://ijmmu.com/index.php/ijmmu/article/view/982,[{'url': 'https://ijmmu.com/index.php/ijmmu/article/view/982'}],,,,,,,,,,,,,,,,,
14,"Hubungan Performa Kerja Petani Dengan Produktivitas Padi
di Desa Sidosari Kecamatan Natar Kabupaten Lampung Selatan",8,show,archive,2022-12-16 07:17:07,['S1'],"Penelitian ini bertujuan untuk mengetahui hubungan performa kerja petani dan produktivitas
masyarakat petani di Kecamatan Natar Kabupaten Lampung Selatan. Penelitian ini dilakukan di Desa
Sidosari Kecamatan Natar Kabupaten Lampung Selatan pada bulan Oktober 2020 sampai Januari
2021. Dua puluh petani sebagai responden dipilih dengan metode Accidental sampling. Metode
analisis yang digunakan dalam penelitian ini adalah metode analisis deskriptif kuantitatif, sedangkan
pengujian hipotesis dilakukan menggunakan uji statistik non parametrik korelasi Rank Spearman.
Hasil penelitian menunjukkan bahwa Terdapat hubungan yang nyata antara performa kerja dengan
produktivitas pada masyarakat petani di Desa Sidosari Kecamatan Natar Kabupaten Lampung Selatan
dengan nilai koefisien korelasi 0,503*, memiliki tingkat korelasi yang kuat dengan arah hubungan
positif dan signifikan. Jika performa kerja petani meningkat maka produktivitas masyarakat petani
padi di Desa Sidosari Kecamatan Natar Kabupaten Lampung Selatan juga meningkat.
Kata kunci: petani, performa kerja petani, produktivitas",46867,pub,"Magister Penyuluhan dan Komunikasi Pertanian, Fakultas Pertanian Universitas Lampung","[{'pos': 2, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/186270', 'docid': 186270, 'main': '46867.pdf', 'files': [{'objectid': 186270, 'uri': 'http://repository.lppm.unila.ac.id/id/file/518957', 'fileid': 518957, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2022-12-16 06:57:46', 'hash': '930833d6cf2e48d1690e885c4dae2ee4', 'filename': '46867.pdf', 'datasetid': 'document', 'filesize': 507121}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 46867, 'placement': 2, 'security': 'public'}]",http://repository.lppm.unila.ac.id/id/eprint/46867,public,TRUE,930,"['Universitas Lampung', 'Universitas Lampung', 'Universitas Lampung']",2022-12-16 07:17:07,2022-12-16 07:17:07,Suluh Pembangunan: Journal of Extension and Development,"[{'name': {'honourific': None, 'family': 'Fajar', 'lineage': None, 'given': 'Surya'}, 'id': None}, {'name': {'given': 'Tubagus', 'honourific': None, 'family': 'Hasanuddin', 'lineage': None}, 'id': 'tb_sijati@yahoo.com'}, {'id': 'indahlistiana@yahoo.com', 'name': {'honourific': None, 'family': 'Listiana', 'lineage': None, 'given': 'Indah'}}]",ISSN (online) 2686-1488,disk0/00/04/68/67,article,['FP26'],,,,,,,,,,,,,,,,,,,
15,Persepsi Pemuda dan Pemudi Terhadap Pekerjaan Di Sektor Pertanian dan Non Pertanian di Kabupaten Lampung Selatan,7,show,archive,2023-05-15 06:47:42,['H1'],"The objectives of the research were to study (1) the perception of youth generation on the agriculture and non agriculture job (2) the contribution of youth generation income taken from agriculture job and non agriculture on the household income (3) the factors related to the youth perception in agriculture and non agriculture job. The research was conducted using survey method in Tanjung Bintang sub district central, South Lampung District. The samples were 140 peoples. They were proportionately randomly seleceted with 10% precision from 417 peoples population. The data corrected were analyzed descriptively and statsticaly using Rank Spearman Correlation. The study showed that (1) the perception of youth generation in agriculture job are not good enough in economicaly, phisycally, and prestige. The participan of youth generation in non agriculture job are economically and prestige good but phisycally not good enough. (2) Cobtribution of youth generation income taken from non agriculture job bigger than agriculture job. (3) There was correlation between socialization and the youth perception in non agriculture job.",51628,pub,,"[{'placement': 1, 'security': 'public', 'eprintid': 51628, 'mime_type': 'application/pdf', 'language': 'en', 'files': [{'objectid': 249520, 'uri': 'http://repository.lppm.unila.ac.id/id/file/611567', 'fileid': 611567, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2023-05-15 03:06:31', 'filename': '14236.pdf', 'hash': 'f678e1ef319cb4570b9be01413c45244', 'datasetid': 'document', 'filesize': 6541482}], 'main': '14236.pdf', 'docid': 249520, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/249520', 'pos': 1, 'format': 'text'}]",http://repository.lppm.unila.ac.id/id/eprint/51628,public,TRUE,719,,2023-05-15 06:47:42,2023-05-15 06:47:42,,"[{'name': {'family': 'Gultom', 'honourific': None, 'lineage': None, 'given': 'Dame Trully'}, 'id': 'trully.dame@yahoo.co.id'}, {'name': {'honourific': None, 'family': 'Viantimala', 'lineage': None, 'given': 'Begem'}, 'id': None}]",,disk0_bak/00/05/16/28,conference_item,['FP26'],,,,,Seminar Nasional Teknologi Tepat Guna Agroindustri dan Diseminasi Hasil-Hasil Penelitian Dosen Polinela 2009,conference,paper,,,,,,,,,,,,
16,"PENDAPATAN USAHATANI DAN TINGKAT KETAHANAN PANGAN
RUMAH TANGGA PETANI LADA HITAM DI DESA SUKADANA BARU,
KECAMATAN MARGA TIGA, LAMPUNG TIMUR",8,show,archive,2022-12-19 07:18:00,['S1'],"This study aims to analyze black pepper farming income, food security,correlation between income and
energy consumption level, and correlation between proportion of food expenditure and food security. This
research was held in Sukadana Baru Village, Marga Tiga Subdistrict, East Lampung using a survey method.
Fourty three respondents of black pepper farmers were chosen by a simple random sampling. Data of this
research were collected in February-March 2018 and analyzed using descriptive qualitative and quantitative
analysis, and also Pearson product moment corelation. The study showed that the average income of black
pepper farming was Rp23,820,391.86 per year. The total expenditure was Rp1,499,011.00 per month. In
addition, there were 70 percent households in food secure category and 30 percent households in food
vulnerable category. Proportion of food expenditure has a correlation with food security, and income has a
correlation with level of energy consumption.
Key words: food expenditure, food security, household income",46857,pub,Jurusan Agribisnis Fakultas Pertanian Universitas Lampung,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 46857, 'placement': 2, 'security': 'public', 'pos': 2, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/186273', 'main': 'Pendapatan Usahatani Dan Tingkat Ketahanan Pangan Rumah Tangga Petani Lada Hitam Di Desa Sukadana Baru, Kecamatan Marga Tiga, Lampung Timur.pdf', 'docid': 186273, 'files': [{'objectid': 186273, 'uri': 'http://repository.lppm.unila.ac.id/id/file/518967', 'mime_type': 'application/pdf', 'fileid': 518967, 'hash': '895ee41fbc5c57d6a220ad68002b9ef5', 'filename': 'Pendapatan Usahatani Dan Tingkat Ketahanan Pangan Rumah Tangga Petani Lada Hitam Di Desa Sukadana Baru, Kecamatan Marga Tiga, Lampung Timur.pdf', 'mtime': '2022-12-16 07:11:20', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 1144495}]}]",http://repository.lppm.unila.ac.id/id/eprint/46857,public,TRUE,930,"['Universitas Lampung', 'Universitas Lampung', 'Universitas Lampung']",2022-12-19 07:18:00,2022-12-19 07:18:00,"Jurnal Ilmu Ilmu Agribisnis: Journal of Agribusiness Science,","[{'name': {'given': 'Laras N', 'lineage': None, 'honourific': None, 'family': 'Handini'}, 'id': 'larasnurhandidi@gmail.com'}, {'id': 'zainal.abidin@fp.unila.ac.id', 'name': {'given': 'Zainal', 'lineage': None, 'honourific': None, 'family': 'Abidin'}}, {'id': 'tb_sijati@yahoo.com', 'name': {'given': 'Tubagus', 'family': 'Hasanuddin', 'honourific': None, 'lineage': None}}]",26204177,disk0/00/04/68/57,article,['FP26'],,,,,,,,,,,,,,,,,,,
17,"Perceptions of farmers, Effectiveness of Farmers Group,
and Diffusion of Innovation of Organic Farming System in Lampung Province",6,show,archive,2022-12-19 07:19:38,['S1'],"The use of pesticides and chemical fertilizers in improving crop productivity has effected on soil fertility and
environmental pollution and the loss of natural predators that actually play a role in creating a balance of ecosystems. This
research aims to find out: 1) farmer perception on organic farming system, 2) farmer group effectiveness in diffusion of
organic farming system, 3) relationship farmer perception and farmer group effectivity with diffusion of innovation
organic farming system, 4) factors most related to diffusion of innovation organic farming system, and 5) advantages of
organic farming system and nonorganic farming system in rice cultivation. This research was conducted in Central
Lampung District and Pringsewu District. The research method used was census and survey method. The results showed
that: 1) The perception of farmers on organic rice is very profitable, easy to apply, produce healthy products for the body,
can restore soil fertility, environmentally friendly, and can produce the same level of production non organic rice (2)
Farmer group is very effective to disseminate new innovation of organic rice system to farmer society, 3) farmer
perception, farmer fulfillment requirement, farmer group effectively have relation with diffusion of innovation of organic
rice cultivation system 4 ) Organic rice cultivation is currently more profitable than non-organic rice because high
productivity, high production prices, total farming costs are lower than non-organic rice farming and marketing of organic
rice yields are easy.",47015,pub,,"[{'files': [{'datasetid': 'document', 'filesize': 161097, 'fileid': 516795, 'mime_type': 'application/pdf', 'mtime': '2022-11-29 13:50:10', 'hash_type': 'MD5', 'filename': 'Perceptions of farmers, Effectiveness of Farmers Group, and Diffusion of Innovation-7-10.pdf.pdf', 'hash': '70db4dfcb1fd3a131bcd7063fdc5574e', 'objectid': 185958, 'uri': 'http://repository.lppm.unila.ac.id/id/file/516795'}], 'main': 'Perceptions of farmers, Effectiveness of Farmers Group, and Diffusion of Innovation-7-10.pdf.pdf', 'docid': 185958, 'uri': 'http://repository.lppm.unila.ac.id/id/document/185958', 'rev_number': 1, 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 47015, 'mime_type': 'application/pdf', 'language': 'en'}]",http://repository.lppm.unila.ac.id/id/eprint/47015,public,TRUE,930,['Universitas Lampung'],2022-12-19 07:19:38,2022-12-19 07:19:38,Proceedings of IC-GU 12 UGSUS-GU,"[{'name': {'lineage': None, 'family': 'Hasanuddin', 'honourific': None, 'given': 'Tubagus'}, 'id': 'tb_sijati@yahoo.com'}]",,disk0/00/04/70/15,article,['FP26'],,,,,,,,,,,,,,,,,,,
18,Hasil Similarity : The Community Food Development Program (PUPM) and Food Price Stabilization in South Lampung,7,show,archive,2020-11-01 00:30:21,['S1'],"Food is very important for human life, including in Indonesia. Fluctuations in food prices affect the ability of consumers. The purpose of this research are: 1) The success of the Community Food Development Program (PUPM) in stabilizing food prices, 2) the factors most related to the participation of farmers in the PUPM program and successfull of the PUPM Program. The study was conducted from February-March 2018. The research method used a survey method, and respondents were purposive determined are 66 farmers participating in PUPM. Data were analyzed using Kendall Partial Correlation. The results showed 1) The PUPM program successful in stabilizing food prices, 2) Communication of farmers and knowledge of farmer about The Community Food Development Program are variable most related to participation of farmers and sucsessful The Community Food Development Program and The Community Food Development Program can be continued.",24432,pub,TEST Engineering &  Manajemen,"[{'language': 'en', 'mime_type': 'application/pdf', 'security': 'public', 'placement': 1, 'eprintid': 24432, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/38158', 'format': 'text', 'pos': 1, 'files': [{'fileid': 222116, 'mime_type': 'application/pdf', 'mtime': '2020-10-30 09:36:19', 'hash_type': 'MD5', 'hash': '05e937831eb6116e685bdf30b4591ffe', 'filename': 'The_Community_Food_Development_Program__PUPM__and_.pdf', 'datasetid': 'document', 'filesize': 3035260, 'objectid': 38158, 'uri': 'http://repository.lppm.unila.ac.id/id/file/222116'}], 'docid': 38158, 'main': 'The_Community_Food_Development_Program__PUPM__and_.pdf'}]",http://repository.lppm.unila.ac.id/id/eprint/24432,public,,966,,2020-11-01 00:30:21,2020-11-01 00:30:21,,"[{'id': 'tb_sijati@yahoo.com', 'name': {'family': 'Hasanuddin', 'honourific': None, 'lineage': None, 'given': 'Tubagus'}}, {'id': None, 'name': {'family': 'Anggraini', 'honourific': None, 'lineage': None, 'given': 'Resti'}}, {'name': {'family': 'Rangga', 'honourific': None, 'lineage': None, 'given': 'Kordiyana'}, 'id': 'korrangga@yahoo.com'}]",,disk0/00/02/44/32,other,['FP26'],,[{'url': 'https://testmagzine.biz/index.php/testmagzine/article/view/2447'}],published,TEST Engineering &  Manajemen,,,,,,,,,,,,,,,
19,"PERANAN PENYULUH PERTANIAN LAPANGAN (PPL)
DAN RESPON PETANI KARET
TERHADAP PROGRAM PENCETAKAN SAWAH BARU",8,show,archive,2022-12-19 07:17:58,['S1'],"Pertumbuhan penduduk membutuhkan ketersediaan pangan yang semakin
meningkat. Untuk memenuhi kebutuhan ini, pemerintah Indonesia membuat program
percetakan sawah baru. Tujuan Penelitian ini adalah mengetahui Peranan Penyuluh
Pertanian Lapangan (PPL) dalam program percetakan sawah baru, Motivasi Petani karet
mengikuti program pembuatan sawah baru, dan Respon Petani Karet terhadap program
pembuatan sawah baru. Penelitian dilakukan dari bulan April-Mei 2021 di Kecamatan
Belitang II Kabupaten OKU Timur Sumatera Selatan. Metode penelitian yang digunakan
adalah metode survai. Pengumpulan data dilakukan dengan menggunakan kuisioner dan
wawancara. Jumlah responden sebanyak 45 responden ditentukan secara proporsional
random sampling. Analisis data digunakan analisis Korelasi Rank Spearman. Hasil
penelitian menunjukkan Penyuluh Pertanian Lapangan cukup berperan dalam sosialisasi
program percetakan sawah baru, Motivasi petani karet mengikuti program percetakan
sawah baru cukup tinggi, dan Respon petani terhadap program percetakan sawah baru
cukup baik. Terdapat hubungan antara peranan penyuluh pertanian lapangan (PPL) dan
motivasi petani karet dengan respon petani karet terhadap program percetakan sawah baru.
Kata Kunci: Penyuluh Pertanian Lapangan, Motivasi, Respon, Petani Karet",46855,pub,"Jurusan Agribisnis, Fakultas Pertanian, Universitas Lampung","[{'files': [{'datasetid': 'document', 'filesize': 665059, 'fileid': 518990, 'mime_type': 'application/pdf', 'mtime': '2022-12-16 07:33:27', 'hash_type': 'MD5', 'hash': '3515e9d283fd46388df24cd86e0108d1', 'filename': 'Peranan Penyuluh Pertanian Lapangan (Ppl) Dan Respon Petani Karet Terhadap Program Pencetakan Sawah Baru.pdf', 'objectid': 186280, 'uri': 'http://repository.lppm.unila.ac.id/id/file/518990'}], 'docid': 186280, 'main': 'Peranan Penyuluh Pertanian Lapangan (Ppl) Dan Respon Petani Karet Terhadap Program Pencetakan Sawah Baru.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/186280', 'rev_number': 1, 'format': 'text', 'pos': 2, 'security': 'public', 'placement': 2, 'eprintid': 46855, 'mime_type': 'application/pdf', 'language': 'en'}]",http://repository.lppm.unila.ac.id/id/eprint/46855,public,TRUE,930,"['Universitas Lampung', 'Universitas Lampung']",2022-12-19 07:17:58,2022-12-19 07:17:58,Prosiding SnaIL (Seminar Nasional Ilmu Lingkungan),"[{'name': {'lineage': None, 'family': 'Hasanuddin', 'honourific': None, 'given': 'Tubagus'}, 'id': 'tb_sijati@yahoo.com'}, {'name': {'given': 'Ardi Yanti', 'lineage': None, 'honourific': None, 'family': 'Kusuma'}, 'id': None}]",,disk0/00/04/68/55,article,['FP26'],,,,,,,,,,,,,,,,,,,
