,uri,full_text_status,refereed,ispublished,number,documents,publisher,datestamp,pagerange,userid,lastmod,date,dir,publication,creators,issn,divisions,type,rev_number,volume,metadata_visibility,title,official_url,subjects,abstract,status_changed,eprint_status,related_url,date_type,eprintid,corp_creators,id_number,event_dates,event_type,event_title,event_location,pres_type
10,http://repository.lppm.unila.ac.id/id/eprint/32677,public,,pub,,"[{'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/148457', 'rev_number': 1, 'main': 'Jurnal Nasional_Pengelollan Usaha dan Branding Produk Perikanan Bernilai Ekonomis di Kecamatan Pagelaran, Kabupaten Pringsewu.pdf', 'docid': 148457, 'files': [{'datasetid': 'document', 'filesize': 2350625, 'mime_type': 'application/pdf', 'fileid': 386611, 'filename': 'Jurnal Nasional_Pengelollan Usaha dan Branding Produk Perikanan Bernilai Ekonomis di Kecamatan Pagelaran, Kabupaten Pringsewu.pdf', 'hash': '71a943be8a5e333216eae8d5fd87310d', 'mtime': '2021-06-18 05:49:16', 'hash_type': 'MD5', 'objectid': 148457, 'uri': 'http://repository.lppm.unila.ac.id/id/file/386611'}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 32677, 'placement': 1, 'security': 'public'}]",Jurnal Pengabdian pada Masyarakat,2021-06-18 07:58:30,,301,2021-06-18 07:58:30,2021-05-01 00:00:00.000000000,disk0/00/03/26/77,,"[{'name': {'lineage': None, 'honourific': None, 'family': 'Helvi Yanfika', 'given': 'HY'}, 'id': 'helviyanfika@yahoo.co.id'}, {'name': {'given': 'Mutolib, Abdul', 'honourific': None, 'family': 'Abdul Mutolib', 'lineage': None}, 'id': None}, {'id': 'beggem_vh@yahoo.com', 'name': {'given': 'BV', 'lineage': None, 'family': 'Begem Viantimala', 'honourific': None}}, {'id': None, 'name': {'lineage': None, 'honourific': None, 'family': 'Oktora Susanti', 'given': 'OS'}}]",,['FP26'],other,9,,show,"Hasil Review_Pengelolaan Usaha dan Branding Produk Perikanan Bernilai Ekonomis di Kecamatan Pagelaran, Kabupaten Pringsewu",http://ppm.ejournal.id/index.php/pengabdian/article/view/766,['S1'],Hasil Review Jurnal Pengabdian pada Masyarakat,2021-06-18 07:58:30,archive,[{'url': 'http://ppm.ejournal.id/index.php/pengabdian/article/view/766'}],,32677,,,,,,,
11,http://repository.lppm.unila.ac.id/id/eprint/32618,public,TRUE,pub,2.0,"[{'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 32618, 'uri': 'http://repository.lppm.unila.ac.id/id/document/148195', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'objectid': 148195, 'uri': 'http://repository.lppm.unila.ac.id/id/file/386018', 'datasetid': 'document', 'filesize': 549033, 'fileid': 386018, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2021-06-16 05:01:19', 'hash': 'd1006e5d51c55dda8da2247379a6f7e2', 'filename': 'document (2).pdf'}], 'docid': 148195, 'main': 'document (2).pdf'}]","LEMBAGA PENELITIAN, PENGABDIAN, DAN PENGEMBANGAN MASYARAKAT UNIVERSITAS MATHLA’UL ANWAR BANTEN",2021-06-17 08:04:42,405-415,301,2021-06-17 08:04:42,1970-01-01 00:00:00.000002021,disk0/00/03/26/18,JURNAL PENGABDIAN PADA MASYARAKAT,"[{'name': {'given': 'HY', 'honourific': None, 'family': 'Helvi Yanfika', 'lineage': None}, 'id': 'helviyanfika@yahoo.co.id'}, {'name': {'given': 'Mutolib, Abdul', 'honourific': None, 'family': 'Abdul Mutolib', 'lineage': None}, 'id': None}, {'name': {'lineage': None, 'honourific': None, 'family': 'Begem Viantimala', 'given': 'BV'}, 'id': 'beggem_vh@yahoo.com'}, {'id': None, 'name': {'lineage': None, 'family': 'Oktora Susanti', 'honourific': None, 'given': 'OS'}}]",2540-8747,['FP26'],article,6,6.0,show,"Pengelolaan Usaha dan Branding Produk Perikanan Bernilai Ekonomis di Kecamatan Pagelaran, Kabupaten Pringsewu",http://ppm.ejournal.id/index.php/pengabdian/article/view/766,['S1'],"Fish processors in Pagelaran District, Pringsewu, are mostly still running on simple businesses. processing fish from their parents’ tradition, so that they have ability to run a processed fish business. Processors have not been able to produce a variety of processed products, the processing group has not been able to carry out business management properly, their lack on knowledge to understand the dynamics in the group, and still low in the utilization of information technology in online marketing. Therefore, it is necessary to conduct Community Service activities (PKM) to increase the income and welfare of members of the processing group. The main problem of fish processing capacity development is because of low knowledge and skills of the community related to more modern processed technology, business management, and information technology, especially online marketing. The dedication aims to help increase the capacity of fish processing in optimizing processed fish business as a source of income. In the service will be carried out mentoring in fish processing activities with product variations, business management such as bookkeeping, and information technology. The empowerment target that will be carried out is to increase the knowledge and skills of fish processors about the quality of processed products, about business management analysis, the importance of group dynamics for the development of fish processing groups, and related to online marketing information technology is still low members of the Erwina Fish Processing Group and has not certified products.",2021-06-17 08:04:42,archive,[{'url': 'http://ppm.ejournal.id/index.php/pengabdian/article/view/766'}],,32618,,,,,,,
12,http://repository.lppm.unila.ac.id/id/eprint/34094,public,,pub,,"[{'placement': 1, 'security': 'public', 'eprintid': 34094, 'mime_type': 'application/pdf', 'language': 'en', 'files': [{'objectid': 154549, 'uri': 'http://repository.lppm.unila.ac.id/id/file/402415', 'datasetid': 'document', 'filesize': 206713, 'mime_type': 'application/pdf', 'fileid': 402415, 'hash': '308ea4a29681046b3208457ccd135fb6', 'filename': 'Nasional_Kesetaraan Gender dan Strategi Nafkah Penyusunan Program Penyuluhan pada Masyarakat Pesisir di Kabupaten Tanggamus.pdf', 'mtime': '2021-09-22 08:29:48', 'hash_type': 'MD5'}], 'main': 'Nasional_Kesetaraan Gender dan Strategi Nafkah Penyusunan Program Penyuluhan pada Masyarakat Pesisir di Kabupaten Tanggamus.pdf', 'docid': 154549, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/154549', 'pos': 1, 'format': 'text'}]",Jurnal Penyuluhan,2021-09-22 09:37:27,,301,2021-09-22 09:37:27,2021-07-02 00:00:00.000000000,disk0/00/03/40/94,,"[{'id': 'helviyanfika@yahoo.co.id', 'name': {'lineage': None, 'family': 'Helvi Yanfika', 'honourific': None, 'given': 'HY'}}, {'name': {'honourific': None, 'family': 'Begem Viantimala', 'lineage': None, 'given': 'BV'}, 'id': 'beggem_vh@yahoo.com'}, {'name': {'given': 'IN', 'lineage': None, 'honourific': None, 'family': 'Indah Nurmayasari'}, 'id': 'indahnurma1@gmail.com'}, {'name': {'family': 'Abdul Mutolib', 'honourific': None, 'lineage': None, 'given': 'Mutolib, Abdul'}, 'id': None}]",,['FP26'],other,7,,show,Hasil Review_Kesetaraan Gender dan Strategi Nafkah Penyusunan Program Penyuluhan pada Masyarakat Pesisir di Kabupaten Tanggamus Kota Bandar Lampung,https://journal.ipb.ac.id/index.php/jupe/article/view/33523,['S1'],Hasil Review Jurnal Penyuluhan,2021-09-22 09:37:27,archive,,,34094,,,,,,,
13,http://repository.lppm.unila.ac.id/id/eprint/33905,public,TRUE,pub,2.0,"[{'main': '33523-Article Text-141629-1-10-20210712.pdf', 'docid': 154143, 'files': [{'filesize': 244200, 'datasetid': 'document', 'hash': '34653fc4688de40d3d5306396a84a9af', 'filename': '33523-Article Text-141629-1-10-20210712.pdf', 'hash_type': 'MD5', 'mtime': '2021-09-12 23:40:43', 'mime_type': 'application/pdf', 'fileid': 400821, 'uri': 'http://repository.lppm.unila.ac.id/id/file/400821', 'objectid': 154143}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/154143', 'rev_number': 1, 'eprintid': 33905, 'security': 'public', 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",Institut Pertanian Bogor,2021-09-13 01:34:32,126-135,301,2021-09-13 01:34:32,2021-07-01 00:00:00.000000000,disk0/00/03/39/05,Jurnal Penyuluhan,"[{'name': {'given': 'HY', 'lineage': None, 'honourific': None, 'family': 'Helvi Yanfika'}, 'id': 'helviyanfika@yahoo.co.id'}, {'id': 'beggem_vh@yahoo.com', 'name': {'family': 'Begem Viantimala', 'honourific': None, 'lineage': None, 'given': 'BV'}}, {'id': 'indahnurma1@gmail.com', 'name': {'lineage': None, 'honourific': None, 'family': 'Indah Nurmayasari', 'given': 'IN'}}, {'id': None, 'name': {'given': 'Mutolib, Abdul', 'lineage': None, 'family': 'Abdul Mutolib', 'honourific': None}}]",2442-4110,['FP26'],article,6,17.0,show,"Kesetaraan Gender dan Strategi Nafkah untuk Penyusunan Program Penyuluhan pada Masyarakat Pesisir di Kabupaten Tanggamus, Provinsi Lampung",https://journal.ipb.ac.id/index.php/jupe/article/view/33523,['S1'],"Penelitian ini bertujuan untuk mengetahui strategi nafkah ganda, kolaborasi strategi nafkah, serta penyusunan program  penyuluhan  dalam  perspektif  kesetaraan  gender pada masyarakat  nelayan.  Metode  penelitian menggunakan pendekatan  kuantitatif  dan  kualitatif. Data  dianalisis secara deskriptifdan  statistik.  Lokasi penelitian  di Kecamatan  Limau  Kabupaten  Tanggamusdengan  responden  sebanyak  80  nelayan.  Data  yang digunakan adalah data primer dan  sekunder. Hasil Penelitian ini menunjukkan bahwa masyarakat menerapkan strategi nafkah ganda dan kolaborasi strategi nafkah yangterdiri atas On Farm, On-Farmdan Off-Farm, serta strategi On-Farm dan Non-Farm.  Secara akumulatif  relasi  gender  keluarga  nelayan  di  Kecamatan  Limau mencakup  kegiatan domestik,  publik, dan  kemasyarakatan telah  menunjukkan  adanya  kesetaraan pembagian kerja antara  istri  dan suami  yaitu  sebesar  76,30  persen. Program  penyuluhan  hendaknya  mengarah  pada kesetaraan  gender sehingga  dapat  meningkatkan  partisipasi,  akses,  dan kontrol  yang  dimiliki,  serta  manfaat yang  dinikmati  perempuan  dalam  pembangunan  wilayah  pesisir.  Dengan  demikian,  hasil  pembangunan kelautan  dan  perikanan  dapat  menyentuh  seluruh  lapisan  masyarakat  dan  membawa masyarakat  kepada kesejahteraan serta kehidupan yang lebih baik.",2021-09-13 01:34:32,archive,[{'url': 'https://journal.ipb.ac.id/index.php/jupe/article/view/33523'}],,33905,,,,,,,
14,http://repository.lppm.unila.ac.id/id/eprint/42362,public,TRUE,pub,3.0,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/164074', 'pos': 1, 'format': 'text', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/465955', 'objectid': 164074, 'hash_type': 'MD5', 'mtime': '2022-06-12 11:53:55', 'filename': 'JSEP.pdf', 'hash': 'b0275b5c1872bde3dcc518d7f4496372', 'fileid': 465955, 'mime_type': 'application/pdf', 'filesize': 1374380, 'datasetid': 'document'}], 'main': 'JSEP.pdf', 'docid': 164074, 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 42362}]",DEPARTEMEN SOSIAL EKONOMI PERTANIAN  UNIVERSITAS HASANUDDIN MAKASSAR INDONESIA,2022-06-13 01:17:28,,179,2022-06-13 01:17:28,2021-10-01 00:00:00.000000000,disk0/00/04/23/62,JURNAL SOSIAL EKONOMI PERTANIAN,"[{'name': {'family': 'Ibnu', 'honourific': None, 'lineage': None, 'given': 'Muhammad'}, 'id': 'muhammad.ibnu@fp.unila.ac.id'}]",2598-5922,['FP26'],article,6,17.0,show,"Dampak Kebijakan Billing System Penebusan Pupuk Subsidi
di Provinsi Lampung",https://journal.unhas.ac.id/index.php/jsep/article/view/14994,['S1'],"To address the problems of the distribution of subsidized fertilizers, the Government of Lampung Province implements an innovative Billing System policy through which farmer groups redeem subsidized fertilizer online. However, the impact of the policy has not been reviewed scientifically. Therefore, this study aims to answer questions (1) what are the impacts of the Billing System Policy on the quantity use and prices of subsidized fertilizer in Lampung? and (2) what are the impacts of the Billing System Policy on rice production in Lampung? The study was conducted in June 2020 until February 2021. Total respondents were 314 rice farmers surveyed with systematic random sampling in the districts of East dan South Lampung and Metro. The impacts of Billing Systems were evaluated with the Propensity Score Matching (PSM) technique, which is a credible quantitative method for correcting selection bias and other variable biases. The results showed that, at the farmer group level, the Billing System significantly increases the average use of Urea and reduces the average prices of Urea and SP36. However, the Billing System has little impact on rice production, although the production has increased after the Billing System policy. The findings further imply that enhancing the institutional capacity of farmers is still necessary.",2022-06-13 01:17:28,archive,"[{'type': 'pub', 'url': 'https://doi.org/10.20956/jsep.v17i3.14994'}]",published,42362,,https://doi.org/10.20956/jsep.v17i3.14994,,,,,
15,http://repository.lppm.unila.ac.id/id/eprint/42363,public,TRUE,pub,2.0,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/164075', 'format': 'text', 'pos': 1, 'files': [{'fileid': 465961, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2022-06-12 12:21:18', 'filename': '12248-56913-4-PB.pdf', 'hash': '1b3ffb83b4c031622304db4a1e696e56', 'datasetid': 'document', 'filesize': 16539137, 'objectid': 164075, 'uri': 'http://repository.lppm.unila.ac.id/id/file/465961'}], 'docid': 164075, 'main': '12248-56913-4-PB.pdf', 'language': 'en', 'mime_type': 'application/pdf', 'security': 'public', 'placement': 1, 'eprintid': 42363}]",Pusat Penelitian dan Pengembangan Tanaman Pangan,2022-06-13 01:17:30,159-170,179,2022-06-13 01:17:30,2021-08-01 00:00:00.000000000,disk0/00/04/23/63,Jurnal Penelitian Pertanian Tanaman Pangan,"[{'name': {'given': 'Muhammad', 'honourific': None, 'family': 'Ibnu', 'lineage': None}, 'id': 'muhammad.ibnu@fp.unila.ac.id'}]",2541-5174,['FP26'],article,6,5.0,show,Sustainable Partnerships in Cassava Production and Industrial Sector: A Heckprobit Analysis of Indonesian Farmers,http://ejurnal.litbang.pertanian.go.id/index.php/jpptp/article/view/12248/9932,['S1'],"Kemitraan merupakan instrumen untuk mengatasi ketidakmampuan perorangan untuk menyelesaikan masalah pembangunan yang terkait dengan sektor pertanian dan rantai komoditas. Meskipun sangat dianjurkan, kemitraan berkelanjutan jarang terjadi di sektor ubi kayu Indonesia. Pengetahuan juga terbatas karena kurangnya literatur yang relevan mengenai kemitraan di sektor ubi kayu. Studi ini mengkaji alasan penghentian kemitraan (antara industri dan petani produsen ubi kayu) yang pernah ada di sistemproduksi ubi kayu dan mengkaji apa yang menentukan kesediaan petani untuk ikut serta dalam kemitraan dimasa datang. Studi ini menggunakan sampling acak sistematis untuk menyurvei 140 petani produsen ubi kayu di Kabupaten Lampung Tengah dan Lampung Timur pada bulan November 2018 hingga April 2019. Petani di wawancarai dan diberikan kuesioner. Data kuantitatif dianalisis dengan analisis heckprobilt. Hasil studi menunjukkan bahwa kemitraan berakhir karena kedua belah pihak tidak memiliki visi yang sejalan dalam bekerja sama. Berbagai variabel (seperti hambatan penjualan, rendahnya harga, ketidakakuratan timbangan, tingginya harga transaksi, dan potongan penjualan) menunjukkan kompleksnya pertimbangan petani untuk mengikuti kemitraan. Implikasi dari penelitian ini adalah sulit tercipta kemitraan dimasa datang bila petani dan industri memiliki visi dan prioritas yang berbeda.",2022-06-13 01:17:30,archive,"[{'url': 'http://ejurnal.litbang.pertanian.go.id/index.php/jpptp/article/view/12248/9932', 'type': 'pub'}]",published,42363,,DOI: http//dx.doi.org/10.21082/jpptp.v5n2.2021.p159-170,,,,,
16,http://repository.lppm.unila.ac.id/id/eprint/47808,public,TRUE,pub,1.0,"[{'files': [{'filesize': 307379, 'datasetid': 'document', 'hash': '0176218354f87b2df18f69f1896722ba', 'filename': 'analisis usahatani dan ketahanan pangan.pdf', 'hash_type': 'MD5', 'mtime': '2023-01-14 05:34:23', 'mime_type': 'application/pdf', 'fileid': 523361, 'uri': 'http://repository.lppm.unila.ac.id/id/file/523361', 'objectid': 186908}], 'main': 'analisis usahatani dan ketahanan pangan.pdf', 'docid': 186908, 'uri': 'http://repository.lppm.unila.ac.id/id/document/186908', 'rev_number': 1, 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 47808, 'language': 'en', 'mime_type': 'application/pdf'}]",Juruan Agribisnis Fakultas Pertanian Universitas Lampung,2023-01-16 01:53:19,9-16,930,2023-01-16 01:53:19,2021-02-01 00:00:00.000000000,disk0_bak/00/04/78/08,Jurnal Ilmu-Ilmu Agribisnis,"[{'name': {'lineage': None, 'family': 'Ihsan', 'honourific': None, 'given': 'Chairil'}, 'id': None}, {'name': {'given': 'Rabiatul', 'family': 'Adawiyah', 'honourific': None, 'lineage': None}, 'id': 'rabiatul.adawiyah@fp.unila.ac.id'}, {'id': 'tb_sijati@yahoo.com', 'name': {'honourific': None, 'family': 'Hasanuddin', 'lineage': None, 'given': 'Tubagus'}}]",2337 7070,['FP26'],article,6,9.0,show,"ANALISIS USAHATANI DAN KETAHANAN PANGAN RUMAH TANGGA PETANI KUBIS
DI KECAMATAN SUMBEREJO KABUPATEN TANGGAMUS",,['S1'],"This study aims to analyze the farming income, household income, farming constraints, contribution of 
farming income, household food security level, correlation between household food security level and 
farming production as well as cabbage farmers’ income. This research has been carried out in the village of 
Dadapan and Simpang Kanan, Sumberejo Sub District, Tanggamus Regency. This research is a survey 
involving 56 cabbage farmers selected using simple random sampling. Data were collected in July-August 
2019. The research data were analyzed using qualitative descriptive and quantitative methods. The results of 
this research shows that cabbage farming income is IDR15,643,452.38 per area of 0,36 hectare annually
which contributed to 64.54 percent of IDR28,017,440.48 household income per year. Constraints faced by 
cabbage farmers are the handling of leaf worms, armyworms, leaf spots, club roots, out model equipment, 
delayed distribution of fertilizer from farmer groups, decreased cabbage price that is fluctuated every 
season, and lack of attention from extension agencies. Food security status of cabbage farmer households is 
50.00 percent in food secure, 26.79 percent in less secure, 14.8 percent in food vulnerable, and 8.93 percent
in food insecure. There is a significant correlation between household food security level and farming 
production as well as cabbage farmers’ income.
Key words: cabbage farming, food security, household income",2023-01-16 01:53:19,archive,,,47808,"['universitas lampung', 'universitas lampung', 'universitas lampung']",,,,,,
17,http://repository.lppm.unila.ac.id/id/eprint/39359,public,,pub,,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/160643', 'pos': 1, 'format': 'text', 'files': [{'mime_type': 'application/pdf', 'fileid': 442686, 'filename': 'Fix_Peer Review_ Institutional Strengthening f Farmer Group010.pdf', 'hash': 'fe033cb2f3c1239690f48062d58ad3c0', 'mtime': '2022-02-15 23:35:16', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 1333219, 'objectid': 160643, 'uri': 'http://repository.lppm.unila.ac.id/id/file/442686'}], 'main': 'Fix_Peer Review_ Institutional Strengthening f Farmer Group010.pdf', 'docid': 160643, 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 39359}]",Young Scholar Symposium on Science Education and Environment (YSSSEE) 2020,2022-02-17 01:15:36,,609,2022-02-17 01:15:36,1970-01-01 00:00:00.000002021,disk0/00/03/93/59,,"[{'name': {'given': 'IL', 'lineage': None, 'honourific': None, 'family': 'Indah Listiana'}, 'id': 'indahlistiana1@gmail.com'}, {'name': {'given': 'Mutolib, Abdul', 'lineage': None, 'honourific': None, 'family': 'Abdul Mutolib'}, 'id': None}, {'name': {'given': 'RB', 'lineage': None, 'honourific': None, 'family': 'Rinaldi Bursan'}, 'id': None}, {'id': 'helviyanfika@yahoo.co.id', 'name': {'given': 'HY', 'family': 'Helvi Yanfika', 'honourific': None, 'lineage': None}}, {'id': None, 'name': {'given': 'RADW', 'lineage': None, 'family': 'Raden Ajeng Diana Widyastuti', 'honourific': None}}, {'name': {'given': 'Rahmat, Ali', 'honourific': None, 'family': 'Ali Rahmat', 'lineage': None}, 'id': None}]",,['FP26'],other,8,,show,Hasil Review_Institutional strengthening of farmer group to support sustainable agriculture and food security in Pesawaran regency,https://iopscience.iop.org/article/10.1088/1742-6596/1796/1/012028/meta,['S1'],Hasil Review Young Scholar Symposium on Science Education and Environment (YSSSEE) 2020,2022-02-17 01:15:36,archive,,,39359,,,,,,,
18,http://repository.lppm.unila.ac.id/id/eprint/32675,public,,pub,,"[{'main': 'Jurnal Nasional_Pelayanan dan Manfaat Koperasi serta Pengaruhnya Terhadap Partisipasi Anggota (Studi Kasus pada Koperasi Jurai Siwo Ragem Kota Metro).pdf', 'docid': 148451, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/386595', 'objectid': 148451, 'filesize': 2286034, 'datasetid': 'document', 'filename': 'Jurnal Nasional_Pelayanan dan Manfaat Koperasi serta Pengaruhnya Terhadap Partisipasi Anggota (Studi Kasus pada Koperasi Jurai Siwo Ragem Kota Metro).pdf', 'hash': '37b6cbcef30ec16cf8c832f57a347ab6', 'hash_type': 'MD5', 'mtime': '2021-06-18 05:39:37', 'mime_type': 'application/pdf', 'fileid': 386595}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/148451', 'eprintid': 32675, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en'}]",Jurnal Ekonomi Pertanian dan Agribisnis,2021-06-18 07:58:40,,301,2021-06-18 07:58:40,1970-01-01 00:00:00.000002021,disk0/00/03/26/75,,"[{'id': None, 'name': {'given': 'IL', 'family': 'Indah Listiana', 'honourific': None, 'lineage': None}}, {'id': 'ktut.murniati@fp.unila.ac.id', 'name': {'given': 'Ktut', 'lineage': None, 'honourific': None, 'family': 'Murniati'}}, {'name': {'lineage': None, 'honourific': None, 'family': 'Abdul Mutolib', 'given': 'Mutolib, Abdul'}, 'id': None}, {'id': 'helviyanfika@yahoo.co.id', 'name': {'honourific': None, 'family': 'Helvi Yanfika', 'lineage': None, 'given': 'HY'}}]",,['FP26'],other,8,,show,Hasil Review_Pelayanan dan Manfaat Koperasi serta Pengaruhnya Terhadap Partisipasi Anggota (Studi Kasus pada Koperasi Jurai Siwo Ragem Kota Metro),https://jepa.ub.ac.id/index.php/jepa/article/view/600,['S1'],Hasil Review Jurnal Ekonomi Pertanian dan Agribisnis,2021-06-18 07:58:40,archive,[{'url': 'https://jepa.ub.ac.id/index.php/jepa/article/view/600'}],,32675,,,,,,,
19,http://repository.lppm.unila.ac.id/id/eprint/32621,public,TRUE,pub,1.0,"[{'eprintid': 32621, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en', 'docid': 148238, 'main': '600-2527-1-PB.pdf', 'files': [{'objectid': 148238, 'uri': 'http://repository.lppm.unila.ac.id/id/file/386086', 'datasetid': 'document', 'filesize': 358819, 'mime_type': 'application/pdf', 'fileid': 386086, 'filename': '600-2527-1-PB.pdf', 'hash': 'b147e232456673c8bbad294ebbf2e188', 'mtime': '2021-06-16 07:12:40', 'hash_type': 'MD5'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/148238', 'rev_number': 1}]",Universitas Brawijaya,2021-06-17 08:04:47,168-179,301,2021-06-17 08:04:47,1970-01-01 00:00:00.000002021,disk0/00/03/26/21,Jurnal Ekonomi Pertanian dan Agribisnis (JEPA),"[{'name': {'honourific': None, 'family': 'Indah Listiana', 'lineage': None, 'given': 'IL'}, 'id': None}, {'id': 'ktut.murniati@fp.unila.ac.id', 'name': {'given': 'Ktut', 'lineage': None, 'family': 'Murniati', 'honourific': None}}, {'name': {'given': 'Mutolib, Abdul', 'honourific': None, 'family': 'Abdul Mutolib', 'lineage': None}, 'id': None}, {'name': {'lineage': None, 'honourific': None, 'family': 'Helvi Yanfika', 'given': 'HY'}, 'id': 'helviyanfika@yahoo.co.id'}]","2614-4670 (p), 2598-8174 (e)",['FP26'],article,6,5.0,show,Pelayanan dan Manfaat Koperasi serta Pengaruhnya terhadap Partisipasi Anggota (Studi Kasus pada Koperasi Jurai Siwo Ragem Kota Metro),https://jepa.ub.ac.id/index.php/jepa/article/view/600,['S1'],"Penelitian ini bertujuan untuk menganalisis kualitas pelayanan pada Koperasi Jurai Siwo Ragem, menganalisis manfaat Koperasi dan menganalisis pengaruh kualitas pelayanan
dan manfaat koperasi terhadap partisipasi anggota Koperas yang dilaksanakan di Koperasi Jurai Siwo Ragem. Pengambilan data dilaksanakan pada bulan Juli-Agustus 2019. Penelitian
dilakukan dengan pendekatan kualitatifi dengan informan dan responden penelitian sebanyak 12 orang yang merupakan pengurus dan anggota koperasi. Data yang digunakan terdiri atas data primer dan data sekunder. Data dianalisis dengan pendekatan deskriptif kualitatif dengan menggunakan tabulasi. Pelayanan Koperasi Jurai Siwo Ragem Metro dinilai berdasarkan
persepsi anggota koperasi. Penilaian didasarkan pada 5 (lima) aspek yang meliputi (1) aspek tampilan fisik (tangibles), (2) aspek keterandalan (realibilities), (3) aspek daya tanggap
(esponsiveness), (4) kemampuan dalam memberikan jaminan (assurance), dan (5) aspek kemampuan memberikan perhatian personal (emphaty). Secara umum pelayanan Koperasi dinilai cukup memuaskan hingga sangat memuaskan. Anggota koperasi Jurai Siwo Ragem memperoleh manfaat ekonomi dan non-ekonomi. Bentuk manfaat yang dirasakan anggota diantaranya anggota memiliki tempat untuk memenuhi kebutuhan rumah tangga dan memiliki lembaga simpan pinjam untuk memenuhi kebutuhannya. Anggota Koperasi Jurai Siwo Ragem Metro menilai manfaat pada kategori memuaskan dan sangat. Patisipasi anggota Koperasi
Jurai Siwo Ragem Kota Metro terbagi atas 3 (tiga) hal yaitu: 1) Hadir dalam Rapat Anggota Tahunan, 2) Pembayaran simpanan yang meliputi simpanan pokok, simpanan wajib, dan simpanan lain, 3) Pemanfaatan pelayanan pada unit usaha simpan pinjam dan pengadaan barang serta jasa. Partisipasi anggota koperasi dipengaruhi kualitas layanan dan manfaatan yang diterima anggota koperasi.",2021-06-17 08:04:47,archive,[{'url': 'https://jepa.ub.ac.id/index.php/jepa/article/view/600'}],,32621,,,,,,,
20,http://repository.lppm.unila.ac.id/id/eprint/32673,public,,pub,,"[{'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 32673, 'uri': 'http://repository.lppm.unila.ac.id/id/document/148437', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'objectid': 148437, 'uri': 'http://repository.lppm.unila.ac.id/id/file/386570', 'fileid': 386570, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2021-06-18 05:27:23', 'hash': 'd03f6bd69a32bbed0641cb7fcf7aa002', 'filename': 'Jurnal Nasional_Kinerja Pendamping Program Keluarga Harapan (PKH) di Kota Bandar Lampung.pdf', 'datasetid': 'document', 'filesize': 2331172}], 'main': 'Jurnal Nasional_Kinerja Pendamping Program Keluarga Harapan (PKH) di Kota Bandar Lampung.pdf', 'docid': 148437}]",Jurnal Sosial Humaniora dan Pendidikan,2021-06-18 07:58:11,,301,2021-06-18 07:58:11,2021-01-01 00:00:00.000000000,disk0/00/03/26/73,,"[{'name': {'honourific': None, 'family': 'Isti Putri Utami', 'lineage': None, 'given': 'IPU'}, 'id': None}, {'id': 'korrangga@yahoo.com', 'name': {'given': 'KKR', 'lineage': None, 'family': 'Kordiyana K Rangga', 'honourific': None}}, {'id': 'helviyanfika@yahoo.co.id', 'name': {'family': 'Helvi Yanfika', 'honourific': None, 'lineage': None, 'given': 'HY'}}, {'id': None, 'name': {'lineage': None, 'honourific': None, 'family': 'Abdul Mutolib', 'given': 'Mutolib, Abdul'}}]",,['FP26'],other,8,,show,Hasil Review_Kinerja Pendamping Program Keluarga Harapan (PKH) di Kota Bandar Lampung,https://jurnal.poltekba.ac.id/index.php/jsh/article/view/901,['S1'],Hasil Review Jurnal Sosial Humaniora dan Pendidikan,2021-06-18 07:58:11,archive,[{'url': 'https://jurnal.poltekba.ac.id/index.php/jsh/article/view/901'}],,32673,,,,,,,
