,creators,dir,date,type,divisions,ispublished,documents,publisher,uri,full_text_status,lastmod,userid,datestamp,eprintid,date_type,title,rev_number,place_of_pub,metadata_visibility,status_changed,eprint_status,subjects,pagerange,refereed,pres_type,event_title,abstract,related_url,event_type,official_url,issn,publication,number,corp_creators,volume,id_number,contact_email,contributors,institution,monograph_type,pages,event_location,event_dates
21,"[{'name': {'lineage': None, 'family': 'EFFENDI', 'honourific': None, 'given': 'IRWAN'}, 'id': None}, {'id': 'helviyanfika@yahoo.co.id', 'name': {'honourific': None, 'family': 'Yanfika', 'lineage': None, 'given': 'Helvi'}}, {'id': 'sumaryo.1964@fp.unila.ac.id', 'name': {'given': 'Sumaryo', 'lineage': None, 'family': 'Sumaryo', 'honourific': None}}, {'name': {'honourific': None, 'family': 'Listiana', 'lineage': None, 'given': 'Indah'}, 'id': 'indahlistiana@yahoo.com'}, {'name': {'family': 'Mutolib', 'honourific': None, 'lineage': None, 'given': 'Abdul'}, 'id': 'amutolib24@yahoo.com'}, {'name': {'given': 'Ali', 'family': 'Rahmat', 'honourific': None, 'lineage': None}, 'id': None}]",disk0/00/03/00/99,2019-08-01 00:00:00.000000000,article,['FP26'],pub,"[{'main': 'Has Empowerment Program Been Appropriate for the Need of Fisheries Business.pdf', 'docid': 135156, 'files': [{'objectid': 135156, 'uri': 'http://repository.lppm.unila.ac.id/id/file/356833', 'datasetid': 'document', 'filesize': 889204, 'fileid': 356833, 'mime_type': 'application/pdf', 'mtime': '2021-05-10 01:41:19', 'hash_type': 'MD5', 'filename': 'Has Empowerment Program Been Appropriate for the Need of Fisheries Business.pdf', 'hash': '09425d205c9c92b0893fa0d040640e32'}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/135156', 'eprintid': 30099, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf'}]",International Journal of Multicultural and Multireligious Understanding,http://repository.lppm.unila.ac.id/id/eprint/30099,public,2021-05-10 05:55:28,609,2021-05-10 05:55:28,30099,,"Has Empowerment Program Been Appropriate for the Need of Fisheries Business Player? : Case Study in Lampung Province, Indonesia",7,,show,2021-05-10 05:55:28,archive,['S1'],332-341,TRUE,,,"This study analyzed the appropriateness of empowerment program regarding the needs of traditional fish processors. This study applied the descriptive qualitative method using the model of Context–Input– Process – Product (CIPP) and Focus Group Discussion. Various activities were described based on observation and interview data. This study was conducted in three areas in Lampung Province, namely: East Lampung Regency, Pringsewu Regency, and Tanggamus Regency. Those areas are
considered as a center the traditional fish processing with activities include fish salting, fish smoking, fish
salty steamed, and fish fermentation. The research was conducted from July until September 2017. The result show, Generally, empowerment program for fisheries business players has been quite appropriate to their need, particularly in the sector of fish capture, aquaculture, and fish processing as seen from the high
value in the aspect of context (appropriateness of program and problem, needs, and solving problem) and
input (number and capability of extension officer, facility and infrastructure, fund). However, the value
obtained in the aspect of process (socialization activity, assistance, appropriateness of implementation and plan) and product (target achievement, fulfillment of needs, and increasing income of fish processor) was
still limited and need to be increased through intensive assistance by extension agent to achieve the objective of empowerment program of food self-sufficiency and welfare improvement of business players
in fisheries sector.",[{'url': 'https://ijmmu.com/index.php/ijmmu/article/view/982'}],,https://ijmmu.com/index.php/ijmmu/article/view/982,2364-5369,International Journal of Multicultural and Multireligious Understanding,4.0,,6,,,,,,,,
22,"[{'name': {'family': 'EFFENDI', 'honourific': None, 'lineage': None, 'given': 'IRWAN'}, 'id': None}, {'id': None, 'name': {'given': 'leni sepri', 'lineage': None, 'family': 'yanti', 'honourific': None}}, {'name': {'lineage': None, 'honourific': None, 'family': 'Listiana', 'given': 'Indah'}, 'id': 'indahlistiana@yahoo.com'}]",disk0/00/02/82/47,2019-10-01 00:00:00.000000000,other,['FP26'],pub,"[{'eprintid': 28247, 'security': 'public', 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf', 'docid': 42294, 'main': 'Effect_of_infrastructure_development_in_the_progra.pdf', 'files': [{'fileid': 251253, 'mime_type': 'application/pdf', 'mtime': '2021-03-07 08:42:46', 'hash_type': 'MD5', 'hash': '8e7016b82bd8abb8fc2ecc0a1ee8c232', 'filename': 'Effect_of_infrastructure_development_in_the_progra.pdf', 'datasetid': 'document', 'filesize': 1464609, 'objectid': 42294, 'uri': 'http://repository.lppm.unila.ac.id/id/file/251253'}], 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/42294'}]",https://www.ssbfnet.com/ojs/,http://repository.lppm.unila.ac.id/id/eprint/28247,public,2021-03-07 11:10:47,609,2021-03-07 11:10:47,28247,published,Similarity check Effect of infrastructure development in the program of simultaneous movement for village development on economic growth,7,,show,2021-03-07 11:10:47,archive,['H1'],,,,,"The Regency of Tulang Bawang develops program called Simultaneous Movement for Village Development (Gerakan Serentak Membangun Kampung), that is a movement carried out by, from, and for the community of Tulang Bawang to do the right thing together in an effort to accelerate the development of village infrastructure for economic development of village community. Infrastructure limitation leads to the high poverty rate in rural area. The study of Simultaneous Movement for Village Development Program or Gerakan Serentak Membangun Kampung (GSMK) aims to assess the effect of Direct Cash Transfer for Community (BLM, Dana Bantuan Langsung Masyarakat), and community initiative in GSMK Program on economic growth of the community in Tulang Bawang Regency. The type of research applied was quantitative research using multiple regression analysis. This study was conducted using secondary data in 2011-2016 sourced from Lampung dalam angka, result of previous studies, and other supporting data. Moreover, the data required in this study included total amount of BLM and community initiative in GSMK Program conducted in Tulang Bawang Regency, and community initiative. The study conducted in Tulang Bawang Regency showed that: (1) There was significant correlation between Direct Cas Transfer for Community and Community Initiative on Economic Growth Rate of Community; (2) Direct Cash Transfer for Community significantly affected the Gross Regional Domestic Product (PDRB) at confidence level of 99%, and (3) Community Initiative did not significantly affect economic growth rate of community since confidence level only reached a value of 11.5%",,,https://www.ssbfnet.com/ojs/index.php/ijrbs/article/view/505/464,,,,,,,,,,,,,
23,"[{'id': None, 'name': {'honourific': None, 'family': 'EFFENDI', 'lineage': None, 'given': 'IRWAN'}}, {'id': None, 'name': {'given': 'leni sepri', 'lineage': None, 'honourific': None, 'family': 'yanti'}}, {'name': {'given': 'Indah', 'family': 'Listiana', 'honourific': None, 'lineage': None}, 'id': 'indahlistiana@yahoo.com'}]",disk0/00/02/91/76,1970-01-01 00:00:00.000002019,other,['FP26'],pub,"[{'eprintid': 29176, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en', 'main': 'INTERNASIONAL_Effect of infrastucture development in the program of silmutaneous movement for village development on economic growth.pdf', 'docid': 43285, 'files': [{'mime_type': 'application/pdf', 'fileid': 258658, 'hash': 'ba97690f11207e2ab7d1c1afa0193634', 'filename': 'INTERNASIONAL_Effect of infrastucture development in the program of silmutaneous movement for village development on economic growth.pdf', 'hash_type': 'MD5', 'mtime': '2021-04-12 06:08:18', 'datasetid': 'document', 'filesize': 2098768, 'objectid': 43285, 'uri': 'http://repository.lppm.unila.ac.id/id/file/258658'}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/43285', 'rev_number': 1}]",international journal of research in business and social science,http://repository.lppm.unila.ac.id/id/eprint/29176,public,2021-04-13 01:13:35,609,2021-04-13 01:13:35,29176,,hasil review_Effect of infrastucture development in the program of silmutaneous movement for village development on economic growth,7,,show,2021-04-13 01:13:35,archive,['S1'],,,,,hasil review international journal of research in business and social science,[{'url': 'https://www.ssbfnet.com/ojs/index.php/ijrbs/article/view/505/464'}],,https://www.ssbfnet.com/ojs/index.php/ijrbs/article/view/505/464,,,,,,,,,,,,,
24,"[{'name': {'honourific': None, 'family': 'Effendi', 'lineage': None, 'given': 'Iwan'}, 'id': 'irwaneffendi@gmail.com'}, {'name': {'given': 'Abdul', 'lineage': None, 'family': 'Mutolib', 'honourific': None}, 'id': 'amutolib24@yahoo.com'}, {'id': 'indahlistiana@yahoo.com', 'name': {'given': 'Indah', 'honourific': None, 'family': 'Listiana', 'lineage': None}}, {'name': {'given': 'Helvi', 'family': 'Yanfika', 'honourific': None, 'lineage': None}, 'id': 'helviyanfika@yahoo.co.id'}, {'name': {'lineage': None, 'family': 'Rangga', 'honourific': None, 'given': 'Kordiyana'}, 'id': 'korrangga@yahoo.com'}, {'id': None, 'name': {'given': 'Ali', 'lineage': None, 'family': 'Rahmat', 'honourific': None}}]",disk0/00/01/44/58,2019-02-01 00:00:00.000000000,article,['FP26'],pub,"[{'placement': 1, 'security': 'public', 'eprintid': 14458, 'mime_type': 'application/pdf', 'language': 'en', 'files': [{'datasetid': 'document', 'filesize': 535622, 'fileid': 125306, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2019-10-03 06:23:52', 'filename': 'Artikel_Prof.Irwan_et al.pdf', 'hash': 'c943b5b7f47cc5c322b05fde11088361', 'objectid': 27531, 'uri': 'http://repository.lppm.unila.ac.id/id/file/125306'}], 'main': 'Artikel_Prof.Irwan_et al.pdf', 'docid': 27531, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/27531', 'pos': 1, 'format': 'text'}]",,http://repository.lppm.unila.ac.id/id/eprint/14458,public,2019-10-08 02:43:06,301,2019-10-03 07:26:56,14458,published,"Knowledge Level of Agricultural Extension Agent and Farmers’ to Response the Climate Change in Pringsewu Distric, Lampung Province, Indonesia",10,,show,2019-10-03 07:26:56,archive,['H1'],423-429,TRUE,,,"The objective of this research is to analyze the knowledge level of agricultural extension agency and farmers about climate change and its effects on their perception and response in Pringsewu Regency, Lampung Province, Indonesia. The research was conducted in Enggalrejo Villages from April to May 2018. The research location was chosen purposively since both villages are agricultural centers of the regency. The method used a qualitative research approach. The data was collected through in-depth interviews from 3 key informants consisting of agricultural extension staff and 30 farmers. Key informants were identified using snowball sampling. This research applied KAP (Knowledge, Attitude, Practice) approach with three classifications namely low, medium, and high. The results showed that the staff knowledge, attitude, and practice of agricultural extension related to climate change and its relation to agriculture was low. It was also found that farmers have been aware of climate change due to rainfall uncertainty and adjusted it through changing/shifting the cropping period. Farmers agree that climate change affects agriculture. The response of farmers to climate change: shortage varieties, farming without tillage, early harvesting period, use of herbicides to accelerate weeding, and diversification of agricultural commodities as the adaptation strategy.  
Keywords: Climate Change; Agricultural Extension Staff; KAP Approach; Farmers",,,http://ijmmu.com,2364-5369,International Journal of Multicultural and Multireligious Understanding,1.0,,6,,,"[{'id': 'irwaneffendi@gmail.com', 'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'name': {'lineage': None, 'family': 'Effendi', 'honourific': None, 'given': 'Iwan'}}, {'name': {'given': 'Abdul', 'lineage': None, 'family': 'Mutolib', 'honourific': None}, 'id': 'amutolib24@yahoo.com', 'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'name': {'given': 'lndah', 'honourific': None, 'family': 'Listiana', 'lineage': None}, 'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'id': 'indahlistiana@yahoo.com'}, {'name': {'honourific': None, 'family': 'Yanfika', 'lineage': None, 'given': 'Helvi'}, 'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'id': 'helviyanfika@yahoo.co.id'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'id': 'korrangga@yahoo.com', 'name': {'lineage': None, 'family': 'Rangga', 'honourific': None, 'given': 'Kordiyana'}}, {'name': {'given': 'Ali', 'lineage': None, 'family': 'Rahmat', 'honourific': None}, 'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'id': None}]",,,,,
25,"[{'name': {'given': 'Alviani', 'lineage': None, 'family': 'Erika Dwi Alviani', 'honourific': None}, 'id': None}, {'name': {'honourific': None, 'family': 'Tri Puji', 'lineage': None, 'given': 'Puji'}, 'id': None}, {'name': {'honourific': None, 'family': 'Dwi Arianti', 'lineage': None, 'given': 'Arianti'}, 'id': None}, {'id': 'helviyanfika@yahoo.co.id', 'name': {'given': 'HY', 'lineage': None, 'family': 'Helvi Yanfika', 'honourific': None}}]",disk0/00/02/91/95,2019-07-01 00:00:00.000000000,other,['FP26'],pub,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/43301', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/258779', 'objectid': 43301, 'filesize': 2001190, 'datasetid': 'document', 'hash': '48e6a9ac18980c11dbb47b44d59e39c3', 'filename': 'Nasional_Komunikasi dalam Penerapan Sistem Jajar Legowo di Desa Murni Jaya Kecamatan Tumijajar Kabupaten Tulang Bawang Barat.pdf', 'mtime': '2021-04-12 06:54:15', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 258779}], 'docid': 43301, 'main': 'Nasional_Komunikasi dalam Penerapan Sistem Jajar Legowo di Desa Murni Jaya Kecamatan Tumijajar Kabupaten Tulang Bawang Barat.pdf', 'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 29195}]",Mimbar Agribisnis Jurnal Pemikiran Masyarakat Ilmiah Berwawasan Agribisnis,http://repository.lppm.unila.ac.id/id/eprint/29195,public,2021-04-13 01:12:05,301,2021-04-13 01:12:05,29195,,Hasil Review_Komunikasi dalam Penerapan Sistem Jajar Legowo di Desa Murni Jaya Kecamatan Tumijajar Kabupaten Tulang Bawang Barat,8,,show,2021-04-13 01:12:05,archive,['S1'],,,,,Hasil Review Mimbar Agribisnis Jurnal Pemikiran Masyarakat Ilmiah Berwawasan Agribisnis,[{'url': 'https://jurnal.unigal.ac.id/index.php/mimbaragribisnis/article/view/1906'}],,https://jurnal.unigal.ac.id/index.php/mimbaragribisnis/article/view/1906,,,,,,,,,,,,,
26,"[{'name': {'given': 'Feby', 'lineage': None, 'honourific': None, 'family': 'Erviza'}}, {'name': {'given': 'Tubagus', 'lineage': None, 'family': 'Hasanuddin', 'honourific': None}}, {'name': {'given': 'Indah', 'lineage': None, 'family': 'Nurmayasari', 'honourific': None}}]",disk0/00/02/13/85,2019-08-01 00:00:00.000000000,article,['FP26'],pub,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/34785', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/198745', 'objectid': 34785, 'hash_type': 'MD5', 'mtime': '2020-06-01 16:00:21', 'hash': 'e685dcc918fd7c400af02c4cd979ca3c', 'filename': 'PERSEPSIPETANIKOPITERHADAPPROGRAMSERTIFIKASI.pdf', 'fileid': 198745, 'mime_type': 'application/pdf', 'filesize': 21036474, 'datasetid': 'document'}], 'docid': 34785, 'main': 'PERSEPSIPETANIKOPITERHADAPPROGRAMSERTIFIKASI.pdf', 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 21385}]",Juruan Agribisnis Fakultas Pertanian Universitas Lampung,http://repository.lppm.unila.ac.id/id/eprint/21385,public,2020-06-02 01:01:00,930,2020-06-02 01:01:00,21385,published,PERSEPSI PETANI KOPI TERHADAP PROGRAM SERTIFIKASI RAINFOREST ALLIANCE COFFEE (RFA) DI KECAMATAN PULAU PANGGUNG KABUPATEN TANGGAMUS,8,,show,2020-06-02 01:01:00,archive,['S1'],397-404,TRUE,,,"Abstract

This research aims to find out: farmers' perception on Rainforest Alliance (RFA) coffee certification program, Factors related to the perception,income of farmers joining the program, andorrelation between the perception and coffee farming income. This research was conducted in TanjungRejo Village, PulauPanggung Subdistrict, Tanggamus District in August-September 2017. The selection of the location was determined purposively considering that the area has the highest number of farmers who join RFA certification. The respondents were 64 coffee farmers who have RFA Coffee certificate. The method used is a survey method. Data are analyzed descriptively and using rank Spearman correlation. Results indicated that: perception of coffee farmers on RFA certification program is included in the high classification. Factors significantly correlated to coffee farmers' perception on the RFA certification program are farmers’ knowledge and social interaction. Coffee farming income in 2017 was Rp19,908,000.00 per hectare per year, decreased from Rp21,092,375.00 per hectare per year in 2016. The decline is due to bad weather and pest/disease outbreak.
Key words: coffee farmers, farm income, perception, RFA",,,,2337 7070,Jurnal Ilmu-Ilmu Agribisnis,3.0,"['Universitas Lampung', 'Universitas Lampung', 'Universitas Lampung']",7,,,,,,,,
27,"[{'id': None, 'name': {'given': 'Ade', 'lineage': None, 'honourific': None, 'family': 'Fitriyani'}}, {'id': 'tb_sijati@yahoo.com', 'name': {'honourific': None, 'family': 'Hasanuddin', 'lineage': None, 'given': 'Tubagus'}}, {'name': {'lineage': None, 'honourific': None, 'family': 'Viantimala', 'given': 'Begem'}, 'id': None}]",disk0_bak/00/04/78/10,2019-11-01 00:00:00.000000000,article,['FP26'],pub,"[{'eprintid': 47810, 'security': 'public', 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf', 'main': 'kinerja penyuluhan pertanian lapangan.pdf', 'docid': 186910, 'files': [{'objectid': 186910, 'uri': 'http://repository.lppm.unila.ac.id/id/file/523373', 'fileid': 523373, 'mime_type': 'application/pdf', 'mtime': '2023-01-14 05:41:51', 'hash_type': 'MD5', 'hash': '37a17d8cd8c40b70d6d4a8f7e134c33a', 'filename': 'kinerja penyuluhan pertanian lapangan.pdf', 'datasetid': 'document', 'filesize': 593148}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/186910', 'rev_number': 1}]",Juruan Agribisnis Fakultas Pertanian Universitas Lampung,http://repository.lppm.unila.ac.id/id/eprint/47810,public,2023-01-16 01:53:23,930,2023-01-16 01:53:23,47810,,"KINERJA PENYULUH PERTANIAN LAPANGAN DAN TINGKAT KEPUASAN 
PETANI JAGUNG DI BPPP KECAMATAN NATAR 
KABUPATEN LAMPUNG SELATAN",6,,show,2023-01-16 01:53:23,archive,['S1'],537-543,TRUE,,,"This research aims to know corn productivity level in the working area of the extension center (BPPP) Natar
Subdistrict, the level of Agricultural Extension Workers (AEWs) in the BPPP, factors related to the level of 
the performance of AEWs, the level of satisfaction of corn farmers on the performance of AEWs, and the 
relationship between the level of performance of AEWs and the level of satisfaction of corn farmers. 
Research conducted in BPPP Natar Subdistrict, South Lampung Subdistrict uses a survey method. The 
sample in this study consisted of eight AEWs and 54 corn farmers. Data analysis method uses a descriptive 
method and Rank Spearman correlation. The results showed the average level of corn farming productivity 
in the Natar Subdistrict is 6,49 tons/ha. The performance of AEWs is good. The factors related to the 
performance of AEWs are the age of the AEWs, working period of the AEWs, and availability of facilities 
and infrastructure. The level of satisfaction of corn farmers on the performance of AEWs in Natar
Subdistrict is moderately satisfied, and the level of performance of AEWs has a significant relationship with 
the level of satisfaction of corn farmers in the Natar Subdistrict.
Key words: agriculture extension workers, farmer satisfaction, performance",,,,2337 7070,Jurnal Ilmu-Ilmu Agribisnis,4.0,"['universitas lampung', 'universitas lampung', 'universitas lampung']",7,,,,,,,,
28,"[{'name': {'given': 'Laras N', 'honourific': None, 'family': 'Handini', 'lineage': None}, 'id': 'larasnurhandidi@gmail.com'}, {'id': 'zainal.abidin@fp.unila.ac.id', 'name': {'given': 'Zainal', 'lineage': None, 'family': 'Abidin', 'honourific': None}}, {'name': {'given': 'Tubagus', 'lineage': None, 'family': 'Hasanuddin', 'honourific': None}, 'id': 'tb_sijati@yahoo.com'}]",disk0_bak/00/04/78/07,2019-11-04 00:00:00.000000000,article,['FP26'],pub,"[{'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/186907', 'rev_number': 1, 'docid': 186907, 'main': 'pendapatan usahatani.pdf', 'files': [{'mime_type': 'application/pdf', 'fileid': 523355, 'filename': 'pendapatan usahatani.pdf', 'hash': 'bf91797c65110fd0e186483cfd408b87', 'mtime': '2023-01-14 05:30:45', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 634719, 'objectid': 186907, 'uri': 'http://repository.lppm.unila.ac.id/id/file/523355'}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 47807, 'security': 'public', 'placement': 1}]",Juruan Agribisnis Fakultas Pertanian Universitas Lampung,http://repository.lppm.unila.ac.id/id/eprint/47807,public,2023-01-16 01:53:17,930,2023-01-16 01:53:17,47807,,"PENDAPATAN USAHATANI DAN TINGKAT KETAHANAN PANGAN 
RUMAH TANGGA PETANI LADA HITAM DI DESA SUKADANA BARU,
KECAMATAN MARGA TIGA, LAMPUNG TIMUR",6,,show,2023-01-16 01:53:17,archive,['S1'],507-514,TRUE,,,"This study aims to analyze black pepper farming income, food security,correlation between income and 
energy consumption level, and correlation between proportion of food expenditure and food security. This 
research was held in Sukadana Baru Village, Marga Tiga Subdistrict, East Lampung using a survey method. 
Fourty three respondents of black pepper farmers were chosen by a simple random sampling. Data of this 
research were collected in February-March 2018 and analyzed using descriptive qualitative and quantitative
analysis, and also Pearson product moment corelation. The study showed that the average income of black 
pepper farming was Rp23,820,391.86 per year. The total expenditure was Rp1,499,011.00 per month. In 
addition, there were 70 percent households in food secure category and 30 percent households in food
vulnerable category. Proportion of food expenditure has a correlation with food security, and income has a
correlation with level of energy consumption.
Key words: food expenditure, food security, household income",,,,2337 7070,Jurnal Ilmu-Ilmu Agribisnis,4.0,"['universitas lampung', 'universitas lampung', 'universitas lampung']",7,,,,,,,,
29,"[{'id': 'htyiluh@yahoo.co.id', 'name': {'given': 'Hartoyo', 'family': 'Hartoyo', 'honourific': None, 'lineage': None}}, {'id': 'profdrsudjarwo@gmail.com', 'name': {'lineage': None, 'honourific': None, 'family': 'SUDJARWO', 'given': 'SUDJARWO'}}, {'id': 'sumaryo.1964@fp.unila.ac.id', 'name': {'given': 'Sumaryo', 'family': 'Sumaryo', 'honourific': None, 'lineage': None}}, {'name': {'lineage': None, 'family': 'Cahyadi', 'honourific': None, 'given': 'Robi'}, 'id': 'robi_ck@yahoo.com'}, {'id': 'widiarti08@gmail.com', 'name': {'given': 'Widiarti', 'lineage': None, 'honourific': None, 'family': 'Widiarti'}}, {'name': {'lineage': None, 'family': 'Mutolib', 'honourific': None, 'given': 'Abdul'}, 'id': 'amutolib24@yahoo.com'}]",disk0/00/01/60/29,1970-01-01 00:00:00.000002019,monograph,['FP26'],pub,"[{'files': [{'objectid': 29125, 'uri': 'http://repository.lppm.unila.ac.id/id/file/137404', 'mime_type': 'application/pdf', 'fileid': 137404, 'hash': 'd343618cfb75d20b74c92536f58b68bd', 'filename': 'Buku Manfaat Dana Desa Lampung.pdf', 'hash_type': 'MD5', 'mtime': '2019-11-08 12:40:42', 'datasetid': 'document', 'filesize': 12970704}], 'docid': 29125, 'main': 'Buku Manfaat Dana Desa Lampung.pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/29125', 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 16029, 'language': 'en', 'mime_type': 'application/pdf'}]","Badan Penelitian dan Pengembangan, Pendidikan dan Pelatihan, dan Informasi Kementerian Desa, Pembangunan Daerah Tertinggal dan Tranmigrasi Republik Indonesia dengan Universitas Lampung",http://repository.lppm.unila.ac.id/id/eprint/16029,public,2019-11-08 13:09:55,985,2019-11-08 13:09:55,16029,,"Data dan Informasi Manfaat Dana Desa
di Provinsi Lampung",8,Jakarta,show,2019-11-08 13:09:55,archive,['S1'],,,,,,,,,,,,['Universitas Lampung'],,978-623-7129-39-4,,,universitas lampung,technical_report,151.0,,
30,"[{'name': {'family': 'Hasanuddin', 'honourific': None, 'lineage': None, 'given': 'Tubagus'}, 'id': 'tb_sijati@yahoo.com'}, {'name': {'family': 'Kiki Ambarwati', 'honourific': None, 'lineage': None, 'given': 'KA'}, 'id': None}]",disk0/00/04/67/45,1970-01-01 00:00:00.000002019,article,['FP26'],pub,"[{'docid': 185659, 'main': 'Utilization informations and pepper production.pdf.pdf', 'files': [{'hash_type': 'MD5', 'mtime': '2022-11-18 08:40:29', 'filename': 'Utilization informations and pepper production.pdf.pdf', 'hash': '70b65331a9ffea339de75b4bb0ecaf48', 'fileid': 514787, 'mime_type': 'application/pdf', 'filesize': 375242, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/514787', 'objectid': 185659}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/185659', 'rev_number': 1, 'eprintid': 46745, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en'}]",Devartement of Extention and Community Development,http://repository.lppm.unila.ac.id/id/eprint/46745,public,2022-12-19 07:17:52,930,2022-12-19 07:17:52,46745,published,"UTILIZATION INFORMATION AND PEPPER PRODUCTION
IN EAST LAMPUNG",6,,show,2022-12-19 07:17:52,archive,['S1'],,TRUE,,,"The availability of information about farming is needed by farmers. The purpose
of this study was to analyze the the correlation between information utilization of
farmer and pepper production. This research was conducted in Sukadana Baru
Village, Marga Tiga District, East Lampung regency. This location was chosen
purposively with the consideration that Sukadana Baru Village with the largest
amount of pepper production in East Lampung. The number of samples in this
study were 43 pepper farmers randomly determined. This study used a survey
method, and data were analyzed using descriptive analysis and rank Spearman
test. The results showed that there was a significant relationship correlation
between the types of information and media information used by farmers and
pepper production, while the source of information is not correlated with pepper
production.
Keywords: information, pepper, production",[{'url': 'https://pasca.unila.ac.id/seminar-internasional-shield'}],,,ISBN : 978-602-51393-9-0,Proceeding International Conference of 4thSHIELD 2019,,"['Universitas Lampung', 'Universitas Lampung']",,,,,,,,,
