,status_changed,volume,rev_number,metadata_visibility,title,isbn,pagerange,userid,full_text_status,uri,refereed,documents,funders,dir,subjects,abstract,eprint_status,place_of_pub,official_url,date_type,eprintid,projects,datestamp,lastmod,ispublished,number,contributors,publisher,divisions,book_title,type,editors,series,date,pages,id_number,creators,patent_applicant,publication,event_title,event_type,pres_type,issn,referencetext,keywords,related_url,corp_creators,event_dates,event_location
10,2021-05-27 02:30:31,,6,show,The Legal Politics of Recall Right of Political Parties Relevance with the System of Popular Sovereignty In Dynamics of the Constitution of Indonesia,,20-23,1229,public,http://repository.lppm.unila.ac.id/id/eprint/30739,FALSE,"[{'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 30739, 'uri': 'http://repository.lppm.unila.ac.id/id/document/138619', 'rev_number': 1, 'format': 'text', 'pos': 1, 'files': [{'mime_type': 'application/pdf', 'fileid': 364562, 'hash': 'aa7f313dab311cafa4b040f43e5ae2f8', 'filename': 'Cia The Legal.pdf', 'hash_type': 'MD5', 'mtime': '2021-05-25 04:40:14', 'datasetid': 'document', 'filesize': 394709, 'objectid': 138619, 'uri': 'http://repository.lppm.unila.ac.id/id/file/364562'}], 'main': 'Cia The Legal.pdf', 'docid': 138619}]",,disk0/00/03/07/39,['K1'],Hasil Penilaian Sejawat Sebidang atau Peer Review,archive,,,,30739,,2021-05-27 02:30:31,2021-05-27 02:30:31,pub,,,Pattimura University,['FH2'],,article,,,2020-09-01 00:00:00.000000000,,,"[{'id': '<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">maliciaevendia@yahoo.com</font></font>', 'name': {'honourific': None, 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'lineage': None, 'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali'}}]",,Pattimura Law Journal,,,,,,,,,,
11,2021-06-17 07:37:48,,6,show,"Pencegahan Penyalahgunaan Gadget dan Perlindungan
Anak pada Siswa SMAIT Daarul’ Ilmi Bandar Lampung",,,114,public,http://repository.lppm.unila.ac.id/id/eprint/32644,FALSE,"[{'files': [{'mtime': '2021-06-17 02:18:55', 'hash_type': 'MD5', 'filename': '3405-16467-1-PB.pdf', 'hash': 'cb42e152fadcd1a4d5b427078efbee33', 'fileid': 386236, 'mime_type': 'application/pdf', 'filesize': 404724, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/386236', 'objectid': 148290}], 'docid': 148290, 'main': '3405-16467-1-PB.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/148290', 'rev_number': 1, 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 32644, 'language': 'en', 'mime_type': 'application/pdf'}]",,disk0/00/03/26/44,['K1'],,archive,,,,32644,,2021-06-17 07:37:48,2021-06-17 07:37:48,pub,,,LPPM UNMER MALANG,['FH2'],,article,,,2020-11-01 00:00:00.000000000,,,"[{'name': {'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'lineage': None, 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'honourific': None}, 'id': '<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">rini.fathonah@fh.unila.ac.id</font></font>'}]",,Jurnal Pengabdian Masyarakat Universitas Merdeka Malang,,,,,,,,,,
12,2022-02-16 01:16:07,,6,show,"Penegakan Hukum dalam Pengadaan Barang dan Jasa Pemerintah Oleh Komisi Pengawas Persaingan Usaha (KPPU)
DAN KOMISI PEMBERANTASAN KORUPSI (KPK)",,,318,public,http://repository.lppm.unila.ac.id/id/eprint/39323,FALSE,"[{'eprintid': 39323, 'security': 'public', 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf', 'main': 'Reviewer Penegakan Hukum.pdf', 'docid': 160606, 'files': [{'objectid': 160606, 'uri': 'http://repository.lppm.unila.ac.id/id/file/442440', 'fileid': 442440, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2022-02-15 08:46:51', 'hash': '6e58778393f549d49f635a08c51fabb7', 'filename': 'Reviewer Penegakan Hukum.pdf', 'datasetid': 'document', 'filesize': 397141}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/160606', 'rev_number': 1}]",,disk0/00/03/93/23,['K1'],Hasil Penilaian Sejawat Sebidang atau Peer Review,archive,,,,39323,,2022-02-16 01:16:07,2022-02-16 01:16:07,pub,,,"Magister Ilmu Hukum, Fakultas Hukum, Universitas Lampung",['FH2'],,article,,,2020-12-01 00:00:00.000000000,,,"[{'id': '<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">mayashafira@fh.unila.ac.id</font></font>', 'name': {'lineage': None, 'honourific': None, 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali'}}]",,Jurnal Cepalo,,,,,,,,,,
13,2021-03-01 04:54:07,,6,show,Recruitment of Law Faculty Lecturers and the Implications of Output Graduates in the Manpower Sector,,,4440,public,http://repository.lppm.unila.ac.id/id/eprint/28082,FALSE,"[{'eprintid': 28082, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf', 'main': 'Review Rifka.pdf', 'docid': 42139, 'files': [{'datasetid': 'document', 'filesize': 126945, 'fileid': 250053, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2021-02-25 07:01:54', 'filename': 'Review Rifka.pdf', 'hash': 'cbf0bb07c16fbf819e2c742b56a26c21', 'objectid': 42139, 'uri': 'http://repository.lppm.unila.ac.id/id/file/250053'}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/42139', 'rev_number': 1}]",,disk0/00/02/80/82,['K1'],Hasil Penilaian Sejawat Sebidang atau Peer Review,archive,,,,28082,,2021-03-01 04:54:07,2021-03-01 04:54:07,pub,,,,['FH2'],,article,,,2020-11-01 00:00:00.000000000,,,"[{'name': {'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'honourific': None, 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'lineage': None}}]",,Jurnal Progressive Law Review,,,,,,,,,,
14,2022-02-16 01:17:14,,6,show,Rekonstruksi Sistem Peradilan Pidana Korupsi Dalam Rangka Menunjang Pembangunan Nasional (Studi Di Pengadilan Tindak Pidana Korupsi Pada Pengadilan Negeri Kelas Ia Tanjung Karang),,,114,public,http://repository.lppm.unila.ac.id/id/eprint/39371,FALSE,"[{'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/442751', 'objectid': 160653, 'mtime': '2022-02-16 00:53:12', 'hash_type': 'MD5', 'hash': 'bff59768eeade429e3b2e0f19899a36f', 'filename': 'REVIEW REKONSTRUKSI.pdf', 'fileid': 442751, 'mime_type': 'application/pdf', 'filesize': 654479, 'datasetid': 'document'}], 'docid': 160653, 'main': 'REVIEW REKONSTRUKSI.pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/160653', 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 39371, 'language': 'en', 'mime_type': 'application/pdf'}]",,disk0/00/03/93/71,['K1'],Hasil Penilaian Sejawat Sebidang atau Peer Review,archive,,,,39371,,2022-02-16 01:17:14,2022-02-16 01:17:14,pub,,,Fakultas Hukum Universitas Indonesia,['FH2'],,article,,,1970-01-01 00:00:00.000002020,,,"[{'name': {'lineage': None, 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'honourific': None, 'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali'}, 'id': '<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">rini.fathonah@fh.unila.ac.id</font></font>'}]",,Jurnal Hukum & Pembangunan,,,,,,,,,,
15,2021-06-17 07:37:55,,6,show,"Sosialisasi dan FGD Penanggulangan Perdagangan Orang
pada Masyarakat Raman Utara Kabupaten Lampung Timur",,,114,public,http://repository.lppm.unila.ac.id/id/eprint/32647,FALSE,"[{'docid': 148302, 'main': '3367-13404-1-PB.pdf', 'files': [{'objectid': 148302, 'uri': 'http://repository.lppm.unila.ac.id/id/file/386263', 'mime_type': 'application/pdf', 'fileid': 386263, 'filename': '3367-13404-1-PB.pdf', 'hash': 'cbf235038a1fc67e1b442ace2e027355', 'hash_type': 'MD5', 'mtime': '2021-06-17 02:33:38', 'datasetid': 'document', 'filesize': 950058}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/148302', 'eprintid': 32647, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en'}]",,disk0/00/03/26/47,['K1'],,archive,,,,32647,,2021-06-17 07:37:55,2021-06-17 07:37:55,pub,,,LPPM UNMER MALANG,['FH2'],,article,,,1970-01-01 00:00:00.000002020,,,"[{'id': '<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">rini.fathonah@fh.unila.ac.id</font></font>', 'name': {'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'honourific': None, 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'lineage': None}}]",,Jurnal Pengabdian Masyarakat Universitas Merdeka Malang,,,,,,,,,,
16,2020-11-17 05:38:53,4,9,show,PENEGAKAN HUKUM DALAM PENGADAAN BARANG DAN JASA PEMERINTAH OLEH KOMISI PENGAWAS PERSAINGAN USAHA (KPPU) DAN KOMISI PEMBERANTASAN KORUPSI (KPK),,95-110,318,public,http://repository.lppm.unila.ac.id/id/eprint/25767,TRUE,"[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 25767, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/39558', 'rev_number': 1, 'main': 'CEPALO-ADAM-20.pdf', 'docid': 39558, 'files': [{'objectid': 39558, 'uri': 'http://repository.lppm.unila.ac.id/id/file/231900', 'datasetid': 'document', 'filesize': 841152, 'mime_type': 'application/pdf', 'fileid': 231900, 'filename': 'CEPALO-ADAM-20.pdf', 'hash': 'b3f2f685419214b2314658d9fd164f65', 'hash_type': 'MD5', 'mtime': '2020-11-17 05:21:53'}]}]",,disk0/00/02/57/67,['K1'],"Persekongkolan tender dan tindak pidana korupsi memiliki hubungan erat karena berkaitan dengan pengadaan barang dan jasa yang dilakukan pemerintah, karena sebagian atau seluruhnya pengadaan dibiayai dari APBN/APBD atau anggaran negara lainnya. Perbuatan dalam persekongkolan tender juga dapat dikategorikan sebagai perbuatan tindak pidana korupsi. Oleh karena itu, terdapat dua lembaga penegak hukum yang berwenang menindak para pelakunya, yakni KPPU dan KPK. Tujuan dari penulisan jurnal ini untuk mengetahui bagaimana upaya penegakan hukum dalam pengadaan barang dan jasa pemerintah yang dilakukan oleh KPPU dan KPK, serta apa saja faktor-faktor yang mempengaruhi proses penegakan hukumnya. Penelitian ini menggunakan metode penulisan hukum normatif yang didukung dengan data dan informasi dari wawancara/kuisioner. Sementara itu, pendekatan yang dilakukan yakni menggunakan pendekatan perundang-undangan (statue approach) dan pendekatan komparatif (comparative approach). Hasil dari penelitian ini menerangkan bahwa penegakan hukum dalam pengadaan barang dan jasa pemerintah yang dilakukan oleh KPPU terhadap perkara persekongkolan tender dilaksanakan berdasarkan Undang-Undang Anti Monopoli, Perkom No.1/2019 dan Perkom No.2/2010 (Pedoman Pasal 22). Sedangkan, penegakan hukum dalam pengadaan barang dan jasa pemerintah dilakukan oleh KPK terhadap perkara tindak pidana korupsi berdasarkan Undang-Undang Tipikor, Undang-Undang KPK dan KUHAP. Kedua lembaga tersebut memang memiliki ruang lingkup dan kewenangannya masing-masing, namun keduanya juga memiliki kerjasama dalam hal pengawasan dan penegakan hukum dalam pengadaan barang dan jasa pemerintah yang tertuang dalam Memorandum of Understanding (MoU) antara KPPU dan KPK. Sementara itu, faktor-faktor yang mempengaruhi penegakan hukum dalam pengadaan barang dan jasa pemerintah yang dilakukan oleh KPPU dan KPK, antara lain faktor peraturan perundang-undangan (substansi hukum), faktor penegak hukum, faktor sarana/fasilitas, faktor masyarakat dan faktor kebudayaan. 
 
Kata Kunci: KPK, KPPU, Penegakan, Pengadaan.",archive,,,published,25767,,2020-11-17 05:38:53,2020-11-17 05:38:53,pub,2,,"Magister Ilmu Hukum, Fakultas Hukum, Universitas Lampung",['FH2'],,article,,,1970-01-01 00:00:00.000002020,,,"[{'id': 'adamkferdinand12@gmail.com', 'name': {'given': 'Adam', 'lineage': None, 'family': 'Adam Khafi Ferdinand', 'honourific': None}}, {'id': 'sunarto54@fh.unila.ac.id', 'name': {'given': 'Sunarto', 'honourific': None, 'family': 'Sunarto DM', 'lineage': None}}, {'id': 'mayashafira2@gmail.com', 'name': {'given': 'Maya Shafira', 'family': 'Maya Shafira', 'honourific': None, 'lineage': None}}]",,Cepalo,,,,E-ISSN: 2598-3105,"A. Jurnal Asmah. “PENERAPAN SANKSI DENDA TERHADAP KASUS PERSEKONGKOLAN TENDER JALAN NASIONAL”, Jurnal Yudisial12, no. 2, 2019: 197-214, http://dx.doi.org/10.29123/jy.v12i2.280. Beridiansyah. “ANALISIS YURIDIS TERHADAP PENGADAAN BARANG DAN JASA GUNA MENCEGAH KORUPSI”, Integritas 3, no. 2, 2017: 79-103, https://doi.org/10.32697/integritas.v3i2.103. Bukido, Rosdalina., Bamatraf, Laila F. “PERANAN KOMISI PENGAWAS PERSAIANGAN USAHA (KPPU) DALAM MENEGAKAN UNDANG-UNDANG NOMOR 5 TAHUN 1999 TENTANG LARANGAN PRAKTIK MONOPOLI DAN PERSAINGAN USAHA TIDAK SEHAT”, Jurnal Ilmiah Al-Syir’ah 15, no. 1, 2017: 56-73. Habibi, Muhammad. “INDEPENDENSI KEWENANGAN KOMISI PEMBERANTASAN KORUPSI PASCA PERUBAHAN UNDANG-UNDANG NOMOR 30 TAHUN 2002 TENTANG KOMISI PEMBERANTASAN KORUPSI”, Jurnal Cepalo 4, no. 1, 2020: 41-51, https://doi.org/10.25041/cepalo.v4no1.1962. Haryati, Dwi, Anugrah Anditya., Wibowo, Richo Andi. “PELAKSANAAN PENGADAAN BARANG/JASA SECARA ELEKTRONIK (E-PROCUREMENT) PADA PEMERINTAH KOTA YOGYAKARTA”, Mimbar Hukum 23, no. 2, 2011: 328-342, https://doi.org/10.22146/jmh.16192. Indriana, Yayan. “PENGEMBALIAN GANTI RUGI KEUANGAN NEGARA PADA PERKARA TINDAK PIDANA KORUPSI”, Jurnal Cepalo 2, no. 2, 2018: 121-128, https://doi.org/10.25041/cepalo.v2no2.1769. Kurniawan, Muhammad Rezza., Pujiyono. “MODUS OPERANDI KORUPSI PENGADAAN BARANG DAN JASA PEMERINTAH OLEH PNS”. Jurnal Law Reform 14, no. 1, 2018: 115131, https://doi.org/10.14710/lr.v14i1.20241. Mahardika., Wijaya, Firman. “KAJIAN YURIDIS FUNGSI PENCEGAHAN KOMISI PEMBERANTASAN KORUPSI DALAM PEMBERANTASAN TINDAK PIDANA KORUPSI PENGADAAN BARANG DAN JASA SECARA ELEKTRONIK DI PROVINSI DKI JAKARTA”. Jurnal Hukum Adigama 1, no. 2, 2018: 1-25, 6, http://dx.doi.org/10.24912/adigama.v1i2.2925. 
Penegakan Hukum dalam Pengadaan Barang dan Jasa Pemerintah Oleh …   Adam Khafi F, Sunarto DM, Maya S 
 
  
108 
Mantili, Rai., Kusmayanti, Hazar., Afriana, Anita. “PROBLEMATIKA PENEGAKAN HUKUM PERSAINGAN USAHA DI INDONESIA DALAM RANGKA MENCIPTAKAN KEPASTIAN HUKUM”, Padjajaran Jurnal Ilmu Hukum 3, no. 1, 2016: 116-132, https://doi.org/10.22304/pjih.v3n1.a7. Mulyono, Purnomo Edy. “ANALISIS PELAKSANAAN PENGADAAN BARANG/JASA SECARA ELEKTRONIK PADA PEMERINTAH KABUPATEN GRESIK”. Airlangga Development Journal 1, no. 1, 2017: 32-42, http://dx.doi.org/10.20473/adj.v1i1.18010. Nayabarani, Sabrina Dyah. “MEMBANGUN TRANSPARANSI PENGADAAN BARANG DAN JASA MELALUI PENINGKATAN PERAN ICT DALAM MEREDUKSI KORUPSI”. Jurnal Hukum & Pembangunan 47, no. 4, 2017: 477-496, 483, http://dx.doi.org/10.21143/.vol47.no4.1586. Pane, Musa Darwin. “ASPEK HUKUM PENGADAAN BARANG DAN JASA PEMERINTAH SUATU TINJAUAN YURIDIS PERATURAN PENGADAAN BARANG DAN JASA PEMERINTAH”, Jurnal Media Hukum 2, no. 2, 2017: 147-155, 10.18196/ jmh.2017.0090.147- 155. Sitorus, Rendra Alfonso, Syafruddin Kalo, Mahmul Siregar, M. Ekaputra. “TINJAUAN YURIDIS PERTANGGUNGJAWABAN PIDANA KORUPSI PENGADAAN ALAT KESEHATAN RSUD SIDIKALANG: STUDI PUTUSAN PENGADILAN NEGERI MEDAN NO. 61/PID.SUS-TPK/2016/PN-MDN”, USU Law Journal 7, no. 7, 2019: 80-91. Wisny. “PENERAPAN SANKSI ADMINISTRATIF OLEH KOMISI PENGAWAS PERSAINGAN USAHA (KPPU) TERHADAP PELAKU USAHA YANG MELAKUKAN PERSEKONGKOLAN DALAM TENDER”. Pakuan Law Review 1, no. 2, 2015: 359-381, 10.33751/palar.v2i2.941. Zihaningrum, Apectriyas., Kholil, Munawar. ""PENEGAKAN HUKUM PERSEKONGKOLAN TENDER BERDASARKAN UNDANG-UNDANG NOMOR 5 TAHUN 1999 TENTANG LARANGAN PRAKTIK MONOPOLI DAN PERSAINGAN USAHA TIDAK SEHAT."" Privat Law 4, no. 1, 2016:107-116. 
 
B. Buku Deputi Penelitian dan Pengembangan KPK. Laporan Hasil: Kajian Pencegahan Korupsi Pada Pengadaan Barang dan Jasa Pemerintah. Jakarta: KPK, 2014. Lubis, Andi Fahmi. et al., Hukum Persaingan Usaha, ed.2, Jakarta: KPPU, 2017. Muladi., Arief, Barda Nawawi. Bunga Rampai Kebijakan Hukum Pidana, Bandung: Citra Aditiya Bakti, 2009. Murniati, Rilda. Hukum Persaingan Usaha, Bandar Lampung: Justice Publisher, 2014. Pusat Edukasi Antikorupsi (KPK). Modul Materi Tindak Pidana Korupsi. Jakarta: Komisi Pemberantasan Korupsi, 2020. Raharjo, Satjipto. Penegakan Hukum Sebagai Tinjauan Sosiologis. Yogyakarta: Genta Publishing, 2009. Saleh, Roeslan. Pembinaan Cita Hukum Dan Asas-Asas Hukum Nasional, Jakarta: Karya Dunia Piker, 1996. Soekanto, Soerjono. Faktor-Faktor Yang Mempengaruhi Penegakan Hukum, Jakarta: Raja Grafindo Persada, 1983. 
 
C. Internet  https://jdih.lkpp.go.id/news/14/siaran-pers-peraturan-presiden-nomor-16-tahun-2018-tentangpengadaan-barangjasa-pemerintah, diakses pada 31 Mei 2020, 12.36 WIB. https://news.detik.com/berita/d-3885311/icw-korupsi-pengadaan-barang-2017-meningkat, diakses pada 31 Mei 2020, Pukul 12.50 WIB. https://news.detik.com/berita/d-4748948/uu-kpk-baru-berlaku-ini-pasal-pasal-yang-mulai-aktif diakses pada Selasa, 14 April 2020, 15.33 WIB. https://www.kppu.go.id/id/blog/2014/07/kppu-kpk-sepakat-kerjasama-penegakan-hukum-persaingan/, diakses pada 14 Mei 2020, 01.32 WIB. https://inilah.com/news/253014 2/19-tahun-kppu-tetap-saja-macan-ompong, diakses pada 4 Mei 2020. http://putusan.kppu.go.id/, diakses pada tanggal 8 September 2020, 19.40 WIB. 
Cepalo Volume 4, Nomor 2, Juli-Desember 2020  E-ISSN: 2598-3105 P-ISSN: 2723-2581",,,,,
17,2021-03-01 04:54:18,,8,show,Recruitment of Law Faculty Lecturers and the Implications of Output Graduates in the Manpower Sector,,,4439,public,http://repository.lppm.unila.ac.id/id/eprint/28083,FALSE,"[{'main': 'Agung Recruitment.pdf', 'docid': 42140, 'files': [{'objectid': 42140, 'uri': 'http://repository.lppm.unila.ac.id/id/file/250059', 'datasetid': 'document', 'filesize': 129321, 'fileid': 250059, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2021-02-25 07:13:04', 'hash': '22fc6d9d4a74d896472244c19ec4d05f', 'filename': 'Agung Recruitment.pdf'}], 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/42140', 'eprintid': 28083, 'security': 'public', 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",,disk0/00/02/80/83,['K1'],Hasil Penilaian Sejawat Sebidang atau Peer Review,archive,,,,28083,,2021-03-01 04:54:18,2021-03-01 04:54:18,pub,,,UBL,['FH2'],,article,,,2020-11-01 00:00:00.000000000,,,"[{'id': 'agung.prasetyo@fh.unila.ac.id', 'name': {'given': 'Prasetyo', 'honourific': None, 'family': 'Agung Budi', 'lineage': None}}]",,Jurnal Progressive Law Review,,,,,,,,,,
18,2023-05-02 07:35:46,,6,show,REINFORCEMENT AND REVITALIZATION OF ASEAN DISPUTE SETTLEMENT BODY,,,230,public,http://repository.lppm.unila.ac.id/id/eprint/50941,FALSE,"[{'files': [{'objectid': 190655, 'uri': 'http://repository.lppm.unila.ac.id/id/file/548216', 'datasetid': 'document', 'filesize': 2039130, 'mime_type': 'application/pdf', 'fileid': 548216, 'hash': '655a62cf25e0ee1878f90a579b29aeef', 'filename': 'REINFORCEMENT AND REVITALIZATION OF ASEAN DISPUTE SETTLEMENT BODY.pdf', 'hash_type': 'MD5', 'mtime': '2023-05-02 06:52:18'}], 'docid': 190655, 'main': 'REINFORCEMENT AND REVITALIZATION OF ASEAN DISPUTE SETTLEMENT BODY.pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/190655', 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 50941, 'language': 'en', 'mime_type': 'application/pdf'}]",,disk0_bak/00/05/09/41,['K1'],,archive,,,,50941,,2023-05-02 07:35:46,2023-05-02 07:35:46,pub,,,,['FH2'],,article,,,1970-01-01 00:00:00.000002020,,,"[{'name': {'family': 'Ahmad Syofyan', 'honourific': None, 'lineage': None, 'given': 'Ahmad S'}, 'id': 'ahmad.syofyan@fh.unila.ac.id'}]",,REINFORCEMENT AND REVITALIZATION OF ASEAN DISPUTE SETTLEMENT BODY,,,,,,,,,,
19,2020-05-30 09:44:22,,6,show,"Covid-19 Wabah, Fitnah dan Hikmah",,199-208,955,public,http://repository.lppm.unila.ac.id/id/eprint/21172,TRUE,"[{'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 21172, 'uri': 'http://repository.lppm.unila.ac.id/id/document/34556', 'rev_number': 1, 'format': 'text', 'pos': 1, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/197213', 'objectid': 34556, 'filename': 'buku Merging+Result 2020 all.pdf', 'hash': 'b3c5d84d6e7365e37f14993da45d3263', 'hash_type': 'MD5', 'mtime': '2020-05-30 08:57:22', 'mime_type': 'application/pdf', 'fileid': 197213, 'filesize': 2922100, 'datasetid': 'document'}], 'main': 'buku Merging+Result 2020 all.pdf', 'docid': 34556}]",,disk0/00/02/11/72,['K1'],"Agama Islam melalui pemikiran ulama menetapkan bahwa Agama Islam dilaksanakan dengan berpegang pada 3 unsur ajaran  yaitu ajaran tentang (1) Aqidah (Iman), (2) syariah(Islam), (3) Ihsan (ahlak). Ajaran tenntang keimanan disampaikan/didakwahkan  lebih awal oleh rasulullah setelah ajaran ini mantap barulah masuk pada ajaran Islam yang berisi hukum hukum syariat. Apabila kedua ajaran ini sudah dikuasai hamba Allah, maka menyampaikan ajaran tentang Ahlak akan lebih mudah. Ketiga ajaran ini dapat diibaratkan seperti membnagun sebuah rumah, maka membangun Iman sama dengan membaagun fondasi dan lantai rumah yang harus kuat, dan kokoh, dinding bangunan diibaratkan dengan membangun hukum yang berisi dengan aturan syara’ tentang hidup dan kehidupan hingga bangunan rumah menjadi “home” dan “baiti jannati”.  Lalu atap atau genteng atau bubungan adalah membangun sikap dan perilaku yang ahlakul karimah.",archive,,,published,21172,,2020-05-30 09:44:22,2020-05-30 09:44:22,pub,,,Majelis penulis,['FH2'],,article,,,2020-05-10 00:00:00.000000000,,,"[{'name': {'honourific': None, 'family': 'Amnawaty', 'lineage': None, 'given': 'S.H., M.H'}, 'id': 'amnawaty@yahoo.com'}]",,Covid-19 Wabah,,,,978-623-.92323-5-1,,virus corona,,,,
20,2023-05-22 06:56:47,,6,show,Penegakan Hukum Jangan Tebang Pilih,,,292,public,http://repository.lppm.unila.ac.id/id/eprint/51958,FALSE,"[{'files': [{'datasetid': 'document', 'filesize': 139265, 'fileid': 615607, 'mime_type': 'application/pdf', 'mtime': '2023-05-22 06:28:14', 'hash_type': 'MD5', 'filename': 'Penegakan Hukum Jangan Tebang Pilih.pdf', 'hash': '560a81d246f202d04cfa96ec6a76ed42', 'objectid': 251325, 'uri': 'http://repository.lppm.unila.ac.id/id/file/615607'}], 'main': 'Penegakan Hukum Jangan Tebang Pilih.pdf', 'docid': 251325, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/251325', 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 51958, 'language': 'en', 'mime_type': 'application/pdf'}]",,disk0_bak/00/05/19/58,['K1'],,archive,,,,51958,,2023-05-22 06:56:47,2023-05-22 06:56:47,submitted,,,TRIBUN,['FH2'],,article,,,1970-01-01 00:00:00.000002020,,,"[{'name': {'given': 'Husin', 'lineage': None, 'family': 'Budi Rizki', 'honourific': None}, 'id': 'budi.rizki@fh.unila.ac.id'}]",,Penegakan Hukum Jangan Tebang Pilih,,,,,,,,,,
21,2023-05-22 06:57:03,,6,show,Studi Lembaga Penegak Hukum,,,292,public,http://repository.lppm.unila.ac.id/id/eprint/51961,FALSE,"[{'docid': 251332, 'main': 'Studi Lembaga Penegak Hukum.pdf', 'files': [{'filesize': 7879021, 'datasetid': 'document', 'mtime': '2023-05-22 06:36:03', 'hash_type': 'MD5', 'hash': '695f3b7725c77edeaa87708ecb1a45ad', 'filename': 'Studi Lembaga Penegak Hukum.pdf', 'fileid': 615626, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/615626', 'objectid': 251332}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/251332', 'rev_number': 1, 'eprintid': 51961, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en'}]",,disk0_bak/00/05/19/61,['K1'],,archive,,,,51961,,2023-05-22 06:57:03,2023-05-22 06:57:03,submitted,,,Heroes FC,['FH2'],,article,,,1970-01-01 00:00:00.000002020,,,"[{'id': 'budi.rizki@fh.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Budi Rizki', 'given': 'Husin'}}]",,studi Lembaga Penegak Hukum,,,,,,,,,,
