,metadata_visibility,rev_number,title,related_url,status_changed,dir,creators,funders,refereed,uri,full_text_status,pres_type,documents,pagerange,userid,event_location,projects,date_type,eprintid,event_title,event_type,official_url,event_dates,abstract,subjects,eprint_status,date,divisions,type,ispublished,datestamp,corp_creators,lastmod,publisher,book_title,volume,keywords,issn,publication,number,isbn,place_of_pub,department,institution,monograph_type,pages,id_number,contact_email
10,show,7,Prosiding Seri Diskusi II MIH UNILA,,2018-08-03 07:42:30,disk0/00/00/86/21,"[{'name': {'lineage': None, 'honourific': None, 'family': 'Sujadmiko', 'given': 'Bayu'}, 'id': 'bayu.sujadmiko@fh.unila.ac.id'}, {'name': {'lineage': None, 'family': 'Tisnanta', 'honourific': None, 'given': 'HS'}, 'id': None}]",,,http://repository.lppm.unila.ac.id/id/eprint/8621,public,,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/21675', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'objectid': 21675, 'uri': 'http://repository.lppm.unila.ac.id/id/file/84267', 'datasetid': 'document', 'filesize': 113535, 'fileid': 84267, 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'mtime': '2018-07-16 04:46:56', 'hash_type': 'MD5', 'hash': '7c5a5770ea999f89257c4484da678741', 'filename': 'KATA PENGANTAR.docx'}], 'docid': 21675, 'main': 'KATA PENGANTAR.docx', 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 8621}]",,276,,,published,8621,,,,,,['K1'],archive,2018-03-13 00:00:00.000000000,['FH2'],monograph,pub,2018-08-03 07:42:30,,2018-08-03 07:42:30,Justice Publisher,,,,,,,,Bandar Lampung,Fakultas Hukum,Magister Hukum Unila,discussion_paper,358.0,,
11,show,7,ANALISIS TERHADAP PENYELESAIAN SENGKETA TANAH DAN BLOKIR TANAH OLEH KANTOR PERTANAHAN DI WILAYAH PROVINSI LAMPUNG,[{'url': 'http://repository.lppm.unila.ac.id'}],2018-06-21 02:25:10,disk0/00/00/71/26,"[{'name': {'given': 'FX', 'family': 'Sumarja', 'honourific': None, 'lineage': None}, 'id': 'fxsmj.unila@gmail.com'}]",['Ombudsman Republik Indonesia Perwakilan Provinsi lampung'],TRUE,http://repository.lppm.unila.ac.id/id/eprint/7126,public,speech,"[{'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'language': 'en', 'eprintid': 7126, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/20121', 'main': 'Blokir Sertipikat Tanah.docx', 'docid': 20121, 'files': [{'datasetid': 'document', 'filesize': 37211, 'fileid': 64907, 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'hash_type': 'MD5', 'mtime': '2018-06-09 06:47:05', 'filename': 'Blokir Sertipikat Tanah.docx', 'hash': '6e8617c54447d6d3e0dcbe59adb4037a', 'objectid': 20121, 'uri': 'http://repository.lppm.unila.ac.id/id/file/64907'}]}]",1-7,940,Bandar Lampung,['FGD Penyelenggaran Pelayanan Penyelesaian Sengketa Tanah dan Blokir Tanah Oleh Kantor Pertanahan di Wilayah Provinsi Lampung'],completed,7126,FGD Penyelenggaran Pelayanan Penyelesaian Sengketa Tanah dan Blokir Tanah Oleh Kantor Pertanahan di Wilayah Provinsi Lampung,workshop,http://repository.lppm.unila.ac.id,26 April 2018,"Pelayanan bidang pertanahan, khususnya dalam hal penanganan kasus pertanahan dan blokir sertipikat tanah sudah mendapatkan pengaturan yang begitu jelas (lebih detail dibanding peraturan sebelumnya) dan tegas, meskipun di sana sini masih ada kekurangan atau ketidak jelasan pengaturan, namun dengan kewenangan yang dimiliki oleh pejabat kantor pertanahan, tidak mustahil dapat diselesaiakan dengan baik. Sepanjang pelaksanaan wewenang dijalankan sungguh-sungguh sesuai peraturan perundang-undangan yang berlaku dan asas-asas umum pemerintahan yang baik",['K1'],archive,2018-04-26 00:00:00.000000000,['FH2'],conference_item,unpub,2018-06-21 02:25:10,['Fakultas Hukum Unila'],2018-06-21 02:25:10,,,,,,,,,,,,,,,
12,show,7,"HAK ULAYAT MASYARAKAT HUKUM ADAT SEBUAH KAJIAN FILOSOFIS, YURIDIS DAN SOSIOLOGIS",[{'url': 'http://repository.lppm.unila.ac.id'}],2018-06-21 02:25:08,disk0/00/00/71/25,"[{'name': {'family': 'Sumarja', 'honourific': None, 'lineage': None, 'given': 'FX'}, 'id': 'fxsmj.unila@gmail.com'}]",['Fakultas Hukum Unila'],FALSE,http://repository.lppm.unila.ac.id/id/eprint/7125,public,speech,"[{'language': 'en', 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'eprintid': 7125, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/20120', 'rev_number': 1, 'main': 'Hak_Ulayat_semnas_Unila_Mei-2018.docx', 'docid': 20120, 'files': [{'filesize': 66600, 'datasetid': 'document', 'hash': '34349afd71276ccb2b9e5c907b9383f7', 'filename': 'Hak_Ulayat_semnas_Unila_Mei-2018.docx', 'hash_type': 'MD5', 'mtime': '2018-06-09 06:35:26', 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'fileid': 64900, 'uri': 'http://repository.lppm.unila.ac.id/id/file/64900', 'objectid': 20120}]}]",1-19,940,Bandar Lampung,"['Seminar Nasional ""Dinamika Eksistensi Masyarakat Hukum Adat "" Oleh UKM-F Mahkamah FH Unila']",completed,7125,Dinamika Eksistensi Masyarakat Hukum Adat,conference,http://repository.lppm.unila.ac.id,5 Mei 2018,"Negara Kesatuan Republik Indonesia mengakui dan melindungi hak tradisional dan/atau hak asal-usul masyarakat adat, tidak terkecuali hak-hak dalam konteks pemerintahan daerah, hak asasi manusia, dan kebudayaan guna mewujudkan masyarakat adil dan makmur sebagaimana dimaksud dalam Undang-Undang Dasar Negara Republik Indonesia Tahun 1945.",['K1'],archive,2018-05-05 00:00:00.000000000,['FH2'],conference_item,unpub,2018-06-21 02:25:08,['Fakultas Hukum Unila'],2018-06-21 02:25:08,,,,,,,,,,,,,,,
13,show,7,Implikasi Kekeliruan Dalam Memberikan Pelayanan Penyelesaian Sengketa Tanah Dan Blokir Tanah,[{'url': 'http://repository.lppm.unila.ac.id'}],2018-10-09 07:56:12,disk0/00/00/88/61,"[{'name': {'given': 'FX', 'lineage': None, 'honourific': None, 'family': 'Sumarja'}, 'id': 'fxsmj.unila@gmail.com'}]",['Ombusman Perwakilan Lampung'],,http://repository.lppm.unila.ac.id/id/eprint/8861,public,,"[{'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 8861, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/21942', 'pos': 1, 'format': 'text', 'files': [{'datasetid': 'document', 'filesize': 216149, 'fileid': 85998, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2018-10-05 03:44:32', 'hash': 'c03c16c66902e1387a15c5fb2e69c400', 'filename': 'Implikasi kekeliruan dalam pelayanan pertanahan.pdf', 'objectid': 21942, 'uri': 'http://repository.lppm.unila.ac.id/id/file/85998'}], 'docid': 21942, 'main': 'Implikasi kekeliruan dalam pelayanan pertanahan.pdf'}]",,940,,['Sistemik Reveiw'],,8861,,,http://repository.lppm.unila.ac.id,,"Kekeliruan dalam memberikan pelayanan bidang pertanahan, khususnya dalam hal penanganan kasus pertanahan dan blokir sertipikat tanah dapat berakibat: putusan tersebut cacat hukum sehingga tidak sah atau dapat dibatalkan, dengan implikasi yang berbeda. Jika tidak sah, maka tidak mengikat sejak Keputusan dan/atau Tindakan tersebut ditetapkan, dan  segala akibat hukum yang ditimbulkan dianggap tidak pernah ada. Jika dibatalkan, maka tidak mengikat sejak saat dibatalkan atau tetap sah sampai adanya pembatalan, dan berakhir setelah ada pembatalan",['K1'],archive,2018-10-04 00:00:00.000000000,['FH2'],other,unpub,2018-10-09 07:56:12,['Fakultas Hukum Unila'],2018-10-09 07:56:12,LPPM Unila,,,,,,,,http://repository.lppm.unila.ac.id,,,,,940,
14,show,7,"JANGKAUAN, ARAH PENGATURAN, DAN RUANG LINGKUP MATERI MUATAN UNDANG-UNDANG",[{'url': 'http://repository.lppm.unila.ac.id'}],2018-06-21 02:25:17,disk0/00/00/71/29,"[{'name': {'given': 'FX', 'lineage': None, 'family': 'Sumarja', 'honourific': None}, 'id': 'fxsmj.unila@gmail.com'}]",['Sekjen DPD RI'],,http://repository.lppm.unila.ac.id/id/eprint/7129,public,,"[{'language': 'en', 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'eprintid': 7129, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/20124', 'docid': 20124, 'main': 'Makalah_Jogya_Mei2018.docx', 'files': [{'fileid': 64928, 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'hash_type': 'MD5', 'mtime': '2018-06-09 07:09:26', 'hash': '442685b0161d49832d273b7ec53896f9', 'filename': 'Makalah_Jogya_Mei2018.docx', 'datasetid': 'document', 'filesize': 37565, 'objectid': 20124, 'uri': 'http://repository.lppm.unila.ac.id/id/file/64928'}]}]",,940,,['Pra finalisasi RUU Hak Ulayat Masyarakat Hukum Adat'],completed,7129,,,http://repository.lppm.unila.ac.id,,"Jangkauan pengaturan hak ulayat masyarakat adat adalah untuk mewujudkan jaminan kepastin hukum kepada masyarakat hukum adat yang senyatanya masih memiliki wilayah adat sebagai tempat mengambil atau mendapatkan sumber penghidupan secara turun-temurun. Hal demikian berarti perwujudan kewajiban konstitusional negara yang termuat dalam Pasal 18B ayat (2) UUDNRI 1945, bahwa: “Negara mengakui dan menghormati kesatuan-kesatuanvmasyarakat hukum adat beserta hak-hak tradisionalnya sepanjang masih hidup dan sesuai dengan perkembangan masyarakat dan prinsip Negara Kesatuan Republik Indonesia, yang diatur dalam undang-undang”.",['K1'],archive,2018-05-11 00:00:00.000000000,['FH2'],other,unpub,2018-06-21 02:25:17,['Fakultas Hukum Unila'],2018-06-21 02:25:17,DPD-RI,,,,,,,,Yogyakarta,,,,,---,
15,show,7,OPTIMALISASI PEMANFAATAN TANAH DALAM PENGEMBANGAN PARIWISATA BERKELANJUTAN,[{'url': 'http://repository.lppm.unila.ac.id'}],2018-11-02 01:53:31,disk0/00/00/91/58,"[{'id': 'fxsmj.unila@gmail.com', 'name': {'lineage': None, 'family': 'Sumarja', 'honourific': None, 'given': 'FX'}}]",['Universitas Warmadewa Denpasar Bali'],TRUE,http://repository.lppm.unila.ac.id/id/eprint/9158,public,paper,"[{'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 9158, 'uri': 'http://repository.lppm.unila.ac.id/id/document/22229', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'filesize': 157384, 'datasetid': 'document', 'filename': 'Naskah_Bali_Optimalisasi_pemanfaatan_tanah_30_Okt_2018.pdf', 'hash': '1176a6173fefc87ad9b59392f0f983bb', 'mtime': '2018-10-31 07:08:03', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 88195, 'uri': 'http://repository.lppm.unila.ac.id/id/file/88195', 'objectid': 22229}], 'docid': 22229, 'main': 'Naskah_Bali_Optimalisasi_pemanfaatan_tanah_30_Okt_2018.pdf'}]",1-11,940,Denpasar Bali,"['Seminar Nasional : Pemanfaatan Tanah dalam Rencana Tata Ruang Wilayah dan Investasi untuk Pengembangan Pariwisata Berkelanjutan di Bali, di Universitas Warmadewa, Denpasar Bali 30 Oktober 2018.']",published,9158,"Seminar Nasional ""Pemanfaatan Tanah dalam Rencana Tata Ruang Wilayah dan Investasi untuk Pengembangan Pariwisata Berkelanjutan di Bali, di Universitas Warmadewa, Denpasar Bali 30 Oktober 2018.",conference,http://repository.lppm.unila.ac.id,30 Oktober 2018,"Pemanfaatan tanah, merupakan salah satu hak yang dimiliki oleh individu/ kelompok orang atau badan hukum yang memiliki hak atas tanah menurut UU No. 5 Tahun 1960 tentang Peraturan Dasar Pokok-Pokok Agraria (UUPA). Hak atas tanah yang diatur UUPA diantaranya, Hak Milik, Hak Guna Usaha, Hak Guna Bangunan, Hak Pakai, dan Hak Sewa untuk Bangunan. Seringkali dijumpai dalam praktik bermasyarakat, mengingat tidak semua pemegang hak atas tanah dapat memanfaatkan tanahnya secara optimal, sementara ia memerlukan dana, kemudian mengambil jalan pintas, yaitu tanah dijual (jual lepas). Padahal Pasal 10, 24, 35, 41 dan 53 UUPA memungkinkan seseorang yang memiliki hak atas tanah dan tidak mampu memanfaatkannya sendiri diperbolehkan untuk dikerjasamakan dengan pihak lain dengan perjanjian  pembebanan hak atau perjanjian kerjasama pemanfaatan tanah. Tentu saja bentuknya tergantung dari jenis tanahnya, pertanian atau non-pertanian. Salah satu kerjasama pemanfaatan tanah non-pertanian  adalah dengan perjanjian Bangun Guna Serah, selain perjanjian pembebanan hak-hak atas tanah yang lain.",['K1'],archive,2018-10-30 00:00:00.000000000,['FH2'],conference_item,pub,2018-11-02 01:53:31,['Fakultas Hukum Unila'],2018-11-02 01:53:31,,,,,,,,,,,,,,,
16,show,12,Optimalisasi Pemanfaatan Tanah Dalam Pengembangan                                Pariwisata Berkelanjutan,[{'url': 'http://repository.lppm.unila.ac.id'}],2019-04-09 02:29:47,disk0/00/01/08/94,"[{'id': 'fxsmj.unila@gmail.com', 'name': {'given': 'FX', 'lineage': None, 'family': 'Sumarja', 'honourific': None}}]",['Universitas Warmadewa- Denpasar bali'],TRUE,http://repository.lppm.unila.ac.id/id/eprint/10894,public,speech,"[{'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/23900', 'main': 'PROSIDING ISBN SEMNAS LEMLIT-Warmadewa 2018 (mandiri).pdf', 'docid': 23900, 'files': [{'datasetid': 'document', 'filesize': 156562, 'mime_type': 'application/pdf', 'fileid': 100157, 'filename': 'PROSIDING ISBN SEMNAS LEMLIT-Warmadewa 2018 (mandiri).pdf', 'hash': '4a11f43aff5071edbefe154d9255ad93', 'mtime': '2019-03-08 04:03:36', 'hash_type': 'MD5', 'objectid': 23900, 'uri': 'http://repository.lppm.unila.ac.id/id/file/100157'}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 10894, 'security': 'public', 'placement': 1}, {'uri': 'http://repository.lppm.unila.ac.id/id/document/23903', 'rev_number': 1, 'format': 'text', 'pos': 2, 'files': [{'filesize': 158173, 'datasetid': 'document', 'mtime': '2019-03-08 04:05:33', 'hash_type': 'MD5', 'filename': 'Naskah_Bali_Optimalisasi_pemanfaatan_tanah_30_Okt_2018.pdf', 'hash': '3ac125a56d42ab0c1dab9ef2e21dd2f7', 'fileid': 100165, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/100165', 'objectid': 23903}], 'main': 'Naskah_Bali_Optimalisasi_pemanfaatan_tanah_30_Okt_2018.pdf', 'docid': 23903, 'language': 'en', 'mime_type': 'application/pdf', 'security': 'public', 'placement': 2, 'eprintid': 10894}]",1-13,940,Denpasar-bali,['Seminar nasional'],published,10894,Pemanfaatan Tanah Dalam Rencana Tata Ruang Wilayah dan Investasi untuk Pengembangan Pariwisata Berkelanjutan di Bali,conference,http://repository.lppm.unila.ac.id,30 Oktober 2018,"Pemanfaatan tanah, merupakan salah satu hak yang dimiliki oleh individu/ kelompok orang atau badan hukum yang memiliki hak atas tanah menurut UU No. 5 Tahun 1960 tentang Peraturan Dasar Pokok-Pokok Agraria (UUPA). Hak atas tanah yang diatur UUPA diantaranya,Hak Milik, Hak Guna Usaha, Hak Guna Bangunan, Hak Pakai, dan Hak Sewa untuk Bangunan. Seringkali dijumpai dalam praktik bermasyarakat, mengingat tidak semua pemegang hak atas tanah dapat memanfaatkan tanahnya secara optimal, sementara ia memerlukan dana, kemudian mengambil jalan pintas, yaitu tanah dijual (jual lepas). Padahal Pasal 10, 24, 35, 41 dan 53 UUPA memungkinkan seseorang yang memiliki hak atas tanah dan tidak mampu memanfaatkannya sendiri diperbolehkan untuk dikerjasamakan dengan pihak lain dengan perjanjian pembebanan hak atau perjanjian kerjasama pemanfaatan tanah. Tentu saja bentuknya tergantung dari jenis tanahnya, pertanian atau non-pertanian. Salah satu kerjasama pemanfaatan tanah non-pertanian adalah dengan perjanjian Bangun Guna Serah, selain perjanjian pembebanan hak-hak atas tanah yang lain.",['K1'],archive,2018-10-30 00:00:00.000000000,['FH2'],conference_item,pub,2019-04-09 02:29:47,['Fakultas Hukum Universitas Lampung'],2019-04-09 02:29:47,,,,,,,,,,,,,,,
17,show,8,PENELITIAN EMPIRIK DALAM RANGKA PENYUSUNAN RANCANGAN UNDANG-UNDANG TENTANG HAK ATAS TANAH ADAT,[{'url': 'http://repository.lppm.unila.ac.id/cgi/users/home?screen=EPrint::Edit&eprintid=6602&stage=core#t'}],2018-03-13 07:41:13,disk0/00/00/66/02,"[{'id': 'fxsmj.unila@gmail.com', 'name': {'given': 'FX', 'lineage': None, 'family': 'Sumarja', 'honourific': None}}]",['Sekjen DPD RI'],,http://repository.lppm.unila.ac.id/id/eprint/6602,public,,"[{'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/19556', 'main': 'RUU Hak atas tanah adat.pdf', 'docid': 19556, 'files': [{'objectid': 19556, 'uri': 'http://repository.lppm.unila.ac.id/id/file/60916', 'datasetid': 'document', 'filesize': 87663, 'fileid': 60916, 'mime_type': 'application/pdf', 'mtime': '2018-03-13 04:07:16', 'hash_type': 'MD5', 'hash': 'a1e20630b5f1c98944b7e95fbc5ecea7', 'filename': 'RUU Hak atas tanah adat.pdf'}], 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 6602, 'security': 'public', 'placement': 1}]",,940,,['Penyusunan RUU Hak Atas Tanah Adat'],published,6602,,,http://repository.lppm.unila.ac.id,,"Dalam rangka penyusunan RUU Hak Atas Tanah Adat perlu dilakukan kajian empirik. Kajian empirik tidak hanya dari sisi peraturan perundang-undangan, namun juga kondisi riil di lapangan terkait keberadaan/pengakuan hak atas tanah adat dan masyarakat adat.",['KZ'],archive,2018-02-22 00:00:00.000000000,['FH2'],monograph,pub,2018-03-13 07:41:13,['Fakultas Hukum Unila'],2018-03-13 07:41:13,Fakultas Hukum Unila,,,,,,,,Bandarlampung,Fakultas Hukum,Univeristas Lampung,discussion_paper,13.0,940,
18,show,7,PENELITIAN EMPIRIK DALAM RANGKA PENYUSUNAN RANCANGAN UNDANG-UNDANG TENTANG HAK ATAS TANAH ADAT,[{'url': 'http://repository.lppm.unila.ac.id'}],2018-06-21 02:25:14,disk0/00/00/71/28,"[{'name': {'honourific': None, 'family': 'Sumarja', 'lineage': None, 'given': 'FX'}, 'id': 'fxsmj.unila@gmail.com'}]",['Sekjen DPD RI'],,http://repository.lppm.unila.ac.id/id/eprint/7128,public,,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/20123', 'format': 'text', 'pos': 1, 'files': [{'fileid': 64921, 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'mtime': '2018-06-09 07:02:50', 'hash_type': 'MD5', 'hash': '6391634c718e11f236329b6188a8d98e', 'filename': 'Penelitian empirik_USU.docx', 'datasetid': 'document', 'filesize': 51512, 'objectid': 20123, 'uri': 'http://repository.lppm.unila.ac.id/id/file/64921'}], 'main': 'Penelitian empirik_USU.docx', 'docid': 20123, 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 7128}]",,940,,"['Focus Group Discussion  Panitia Perancang Undang-Undang Dalam Rangka Penelitian Empirik  Penyusunan RUU Tentang Hak Atas Tanah Adat  di Universitas Sumatera Utara, Provinsi Sumatera Utara']",completed,7128,,,http://repository.lppm.unila.ac.id,,"Secara empirik peraturan perundang-undangan (UU) yang ada, hak ulayat/tanah adat diakui keberadaannya, namun siapa yang berwenang mengakui dan bagaimana prosedurnya tidak diatur. Selain itu unsur-unsur sebagai sebuah sistematika hak penguasaan atas tanah (hak penguasaan atas tanah sebagai lembaga hukum dan sebagai lembaga hukum konkrit) juga belum diatur.",['K1'],archive,2018-02-22 00:00:00.000000000,['FH2'],other,unpub,2018-06-21 02:25:14,['Fakultas Hukum Unila'],2018-06-21 02:25:14,DPD-RI,,,,,,,,Medan,,,,,---,
19,show,7,"PENGEMBALIAN HAK ATAS TANAH MASYARAKAT 
YANG DIPERGUNAKAN OLEH PEMDA KABUPATEN PRINGSEWU",[{'url': 'http://repository.lppm.unila.ac.id'}],2018-06-22 03:52:00,disk0/00/00/74/55,"[{'id': 'fxsmj.unila@gmail.com', 'name': {'lineage': None, 'honourific': None, 'family': 'Sumarja', 'given': 'FX'}}]",['Sekretariat DPRD Kabuparten Pringsewu'],,http://repository.lppm.unila.ac.id/id/eprint/7455,public,,"[{'security': 'public', 'placement': 1, 'eprintid': 7455, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'filesize': 231794, 'datasetid': 'document', 'hash': '6d3386065492d8c165bb4ad945e53d2b', 'filename': 'Pengembalian_Tanah Suster SFGM, Mei-2018.pdf', 'hash_type': 'MD5', 'mtime': '2018-06-21 09:30:03', 'mime_type': 'application/pdf', 'fileid': 67367, 'uri': 'http://repository.lppm.unila.ac.id/id/file/67367', 'objectid': 20496}], 'docid': 20496, 'main': 'Pengembalian_Tanah Suster SFGM, Mei-2018.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/20496', 'rev_number': 1, 'format': 'text', 'pos': 1}]",,940,,['Tim Ahli DPRD Kab Pringsewu'],completed,7455,,,http://repository.lppm.unila.ac.id,,"Pengembalian hak atas tanah milik Kongregasi Suster-suster SFGM yang dipergunakan Pemda Pringsewu untuk mendirikan rumah dinas dokter dan terlanjur tanahnya didaftarkan sebagai Barang Milik Daerah dapat dilakukan melalui hibah. Hibah dapat dilakukan melalui sebuah proses, yaitu harus direncanakan sejak awal melalui perencanaan yang dimuat dalam Dokumen Pelaksanaan Anggaran oleh pengguna barang. 

Kata kunci: pengembalian, hibah, hak atas tanah",['K1'],archive,2018-05-07 00:00:00.000000000,['FH2'],other,unpub,2018-06-22 03:52:00,['Fakultas Hukum Universitas Lampung'],2018-06-22 03:52:00,Universitas lampung,,,,,,,,http://repository.lppm.unila.ac.id,,,,,---,
20,show,7,Pengakuan Masyarakat Hukum Adat,[{'url': 'http://repository.lppm.unila.ac.id'}],2018-10-09 07:56:21,disk0/00/00/88/62,"[{'name': {'lineage': None, 'honourific': None, 'family': 'Sumarja', 'given': 'FX'}, 'id': 'fxsmj.unila@gmail.com'}]",['Kanwil KumHam prov Lampung'],,http://repository.lppm.unila.ac.id/id/eprint/8862,public,,"[{'files': [{'fileid': 86010, 'mime_type': 'application/pdf', 'mtime': '2018-10-09 05:08:36', 'hash_type': 'MD5', 'filename': 'Pengakuan Masyarakat Hukum Adat_naskah.pdf', 'hash': '564979cd05f9e2e0b52013a498104445', 'datasetid': 'document', 'filesize': 145394, 'objectid': 21943, 'uri': 'http://repository.lppm.unila.ac.id/id/file/86010'}], 'docid': 21943, 'main': 'Pengakuan Masyarakat Hukum Adat_naskah.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/21943', 'rev_number': 1, 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 8862, 'language': 'en', 'mime_type': 'application/pdf'}]",,940,,['Kajian Revisi Perda 5-2013 ttg masyarakat adat lampung'],,8862,,,http://repository.lppm.unila.ac.id,,"Pengakuan dan perlindungan konstitusional terhadap masyarakat hukum adat pun tidak hilang setelah UUD 1945 diamandemen dimana pengakuan dan perlindungan terhadap masyarakat adat setidaknya tercantum di dalam Pasal 18 B ayat (2) dan Pasal 28 I ayat (3) UUD 1945. Namun demikian, teks pengakuan dan perlindungan konstitusional terhadap masyarakat hukum adat masih menyisakan dua persoalan pokok. Pertama, pengakuan masyarakat hukum adat dengan syarat. Kedua, pengakuan hak-hak masyarakat hukum adat utamanya hak ulayat atas wilayah juga bersyarat.",['K1'],archive,2018-07-26 00:00:00.000000000,['FH2'],other,unpub,2018-10-09 07:56:21,['Fakultas Hukum Universitas Lampung'],2018-10-09 07:56:21,---,,,,,,,,http://repository.lppm.unila.ac.id,,,,,940,
21,show,7,REKOMENDASI KAJIAN RENCANA REVISI PERDA NO. 5 TAHUN 2103 TENTANG KELEMBAGAAN MASYARAKAT ADAT LAMPUNG,[{'url': 'http://repository.lppm.unila.ac.id'}],2018-11-02 01:52:22,disk0/00/00/91/63,"[{'name': {'given': 'FX', 'honourific': None, 'family': 'Sumarja', 'lineage': None}, 'id': 'fxsmj.unila@gmail.com'}]",['Kanwil KUMHAM Provinsi Lampung'],,http://repository.lppm.unila.ac.id/id/eprint/9163,public,,"[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 9163, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/22233', 'rev_number': 1, 'main': 'Rekomendasi.pdf', 'docid': 22233, 'files': [{'fileid': 88227, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2018-10-31 07:35:03', 'hash': '6decbc26375c95c22b977405303e6bf8', 'filename': 'Rekomendasi.pdf', 'datasetid': 'document', 'filesize': 219420, 'objectid': 22233, 'uri': 'http://repository.lppm.unila.ac.id/id/file/88227'}]}]",,940,,['Kajian Revis Perda No 5 Tahun 2013 tentang Kelembagaan Masyarakat Adat Lampung'],,9163,,,http://repository.lppm.unila.ac.id,,Perda No 5 tahun 2013 masih dapat dipertahankan sampai menunggu tiga RUU untuk disahkan menjadi undang-undang dengan cacatan kepengurusan organisasi Majelis Penyimbang Adat Lampung (MPAL) diperbaiki sesuai dengan Perdanya. Perda direvisi dengan mengganti istilah “Majelis Penyimbang Adat Lampung” yang disingkat MPAL menjadi “Majelis Masyarakat Adat Lampung” yang disingkat M2AL,['K1'],archive,2018-10-11 00:00:00.000000000,['FH2'],other,unpub,2018-11-02 01:52:22,['Fakultas Hukum Unila'],2018-11-02 01:52:22,---,,,,,,,,Fakultas Hukum Unila,,,,,940,
