,place_of_pub,official_url,subjects,abstract,eprint_status,projects,date_type,eprintid,number,ispublished,publisher,datestamp,lastmod,date,pages,id_number,divisions,book_title,editors,series,type,rev_number,volume,metadata_visibility,title,status_changed,isbn,full_text_status,uri,refereed,documents,pagerange,userid,dir,funders,publication,creators,pres_type,event_type,event_title,issn,related_url,corp_creators,department,institution,monograph_type,event_location,event_dates
10,,,['K1'],Hasil Penilaian Sejawat sebidang atau Peer Review,archive,,,39325,,pub,"Faculty of Law, Universitas Lampung",2022-02-16 01:16:11,2022-02-16 01:16:11,1970-01-01 00:00:00.000002021,,,['FH2'],,,,article,6,,show,Implications of the Omnibus Law on Job Creation towards the Indonesian Forestry Sector,2022-02-16 01:16:11,,public,http://repository.lppm.unila.ac.id/id/eprint/39325,FALSE,"[{'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/160608', 'rev_number': 1, 'main': 'Reviewer Implications.pdf', 'docid': 160608, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/442452', 'objectid': 160608, 'filesize': 394761, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2022-02-15 08:52:37', 'hash': '94ed61ded942114935985ccf07bc449c', 'filename': 'Reviewer Implications.pdf', 'fileid': 442452, 'mime_type': 'application/pdf'}], 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 39325, 'security': 'public', 'placement': 1}]",,318,disk0/00/03/93/25,,Fiat Justisia,"[{'id': '<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">mayashafira@fh.unila.ac.id</font></font>', 'name': {'honourific': None, 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'lineage': None, 'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali'}}]",,,,,,,,,,,
11,,,['K1'],Hasil Chcek Similarity,archive,,,39812,,pub,"Faculty of Law, Universitas Lampung",2022-02-25 10:03:44,2022-02-25 10:03:44,1970-01-01 00:00:00.000002021,,,['FH2'],,,,article,6,,show,Implications of the Omnibus Law on Job Creation towards the Indonesian Forestry Sector,2022-02-25 10:03:44,,public,http://repository.lppm.unila.ac.id/id/eprint/39812,FALSE,"[{'files': [{'filesize': 2577674, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2022-02-25 06:11:45', 'hash': '474db9436c31e47f5b2c88214965b617', 'filename': 'Implications_of_the_Omnibus_Law_on_Job_Creation_to.pdf', 'fileid': 446245, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/446245', 'objectid': 161090}], 'docid': 161090, 'main': 'Implications_of_the_Omnibus_Law_on_Job_Creation_to.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/161090', 'rev_number': 1, 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 39812, 'mime_type': 'application/pdf', 'language': 'en'}]",,318,disk0/00/03/98/12,,Fiat Justisia,"[{'name': {'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'lineage': None, 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'honourific': None}, 'id': '<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">mayashafira@fh.unila.ac.id</font></font>'}]",,,,,,,,,,,
12,,,['K1'],,archive,,,33759,,pub,UNES,2021-09-03 02:04:21,2021-09-03 02:04:21,2021-04-01 00:00:00.000000000,,,['FH2'],,,,article,6,,show,Kebijakan Perlindungan Anak Binaan Lembaga Pemasyarakatan Di Masa  Pandemi Covid-19,2021-09-03 02:04:21,,public,http://repository.lppm.unila.ac.id/id/eprint/33759,FALSE,"[{'files': [{'hash': '3ab752172833bf307a37f3ec6b407dc2', 'filename': '191-1-476-1-10-20210819.pdf', 'mtime': '2021-09-02 04:58:02', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 399747, 'filesize': 406894, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/399747', 'objectid': 153990}], 'docid': 153990, 'main': '191-1-476-1-10-20210819.pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/153990', 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 33759, 'language': 'en', 'mime_type': 'application/pdf'}]",,114,disk0/00/03/37/59,,Swara Justisia,"[{'id': '<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">rini.fathonah@fh.unila.ac.id</font></font>', 'name': {'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'lineage': None, 'honourific': None, 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali'}}]",,,,,,,,,,,
13,,,['K1'],Hasil Penilaian Sejawat Sebidang atau Peer Reviewe,archive,,,37726,,pub,Magister Hukum Universitas Bandar Lampung,2022-01-07 07:16:17,2022-01-07 07:16:17,2021-07-01 00:00:00.000000000,,,['FH2'],,,,article,6,,show,Lampung Provincial Government Synergy And Bnn In P4gn Program,2022-01-07 07:16:17,,public,http://repository.lppm.unila.ac.id/id/eprint/37726,FALSE,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/158654', 'pos': 1, 'format': 'text', 'files': [{'hash_type': 'MD5', 'mtime': '2022-01-07 01:28:30', 'hash': '78e86f57e9c2ad3c5e778e314790c7f1', 'filename': 'Reviewer Jurnal Sri Riski.pdf', 'fileid': 430068, 'mime_type': 'application/pdf', 'filesize': 256657, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/430068', 'objectid': 158654}], 'docid': 158654, 'main': 'Reviewer Jurnal Sri Riski.pdf', 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 37726}]",,1231,disk0/00/03/77/26,,PRANATA HUKUM,"[{'name': {'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'honourific': None, 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'lineage': None}}]",,,,,,,,,,,
14,,,['K1'],Hasil Penilaian Sejawat Sebidang atau Peer Review,archive,,,30737,,pub,"<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">FH Universitas Syiahkuala</font></font>",2021-05-27 02:30:24,2021-05-27 02:30:24,2021-04-01 00:00:00.000000000,,,['FH2'],,,,article,6,,show,Legal Redesignation of Central and Regional Authorities to Strengthen Sinergity in Public Services,2021-05-27 02:30:24,,public,http://repository.lppm.unila.ac.id/id/eprint/30737,FALSE,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/138603', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/364540', 'objectid': 138603, 'filesize': 395669, 'datasetid': 'document', 'hash': 'f94c553fc406b0f53a97b4934b738556', 'filename': 'Cia Legal.pdf', 'hash_type': 'MD5', 'mtime': '2021-05-25 04:37:19', 'mime_type': 'application/pdf', 'fileid': 364540}], 'main': 'Cia Legal.pdf', 'docid': 138603, 'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 30737}]",23-48,1229,disk0/00/03/07/37,,"<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">Kanun Jurnal Ilmu Hukum</font></font>","[{'id': '<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">maliciaevendia@yahoo.com</font></font>', 'name': {'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'lineage': None, 'honourific': None, 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali'}}]",,,,"<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">0854-5499</font></font>",,,,,,,
15,,,['K1'],Hasil Penilaian Sejawat Sebidang atau Peer Reviewe,archive,,,37819,,pub,JIAI Jurnal Ilmu Agama Islam,2022-01-11 10:13:27,2022-01-11 10:13:27,1970-01-01 00:00:00.000002021,,,['FH2'],,,,article,6,,show,MEDIA PEMBELAJARAN PENDIDIKAN AGAMA ISLAM (PAI) PADA SISTEM PEMBELAJARAN DALAM JARINGAN (DARING) DI MASA PANDEMI COVID-19,2022-01-11 10:13:27,,public,http://repository.lppm.unila.ac.id/id/eprint/37819,FALSE,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 37819, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/158748', 'main': 'Reviewer Rohani.pdf', 'docid': 158748, 'files': [{'mime_type': 'application/pdf', 'fileid': 430766, 'filename': 'Reviewer Rohani.pdf', 'hash': '3c1751587fe826528ee7b40b8545c66a', 'hash_type': 'MD5', 'mtime': '2022-01-11 03:33:03', 'datasetid': 'document', 'filesize': 395751, 'objectid': 158748, 'uri': 'http://repository.lppm.unila.ac.id/id/file/430766'}]}]",,3486,disk0/00/03/78/19,,JIAI Jurnal Ilmu Agama Islam,"[{'name': {'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'honourific': None, 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'lineage': None}, 'id': '<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">rohani@fh.unila.ac.id</font></font>'}]",,,,,,,,,,,
16,,,['K1'],,archive,,,32646,,pub,Universitas Pattimura,2021-06-17 07:37:53,2021-06-17 07:37:53,1970-01-01 00:00:00.000002021,,,['FH2'],,,,article,6,,show,"Menelaah Keadilan dalam Kebijakan Penanggulangan Illegal 
Fishing Di Indonesia: Perspektif Konsep Keadilan Thomas 
Aquinas",2021-06-17 07:37:53,,public,http://repository.lppm.unila.ac.id/id/eprint/32646,FALSE,"[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 32646, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/148301', 'main': '357-1750-1-PB.pdf', 'docid': 148301, 'files': [{'objectid': 148301, 'uri': 'http://repository.lppm.unila.ac.id/id/file/386257', 'fileid': 386257, 'mime_type': 'application/pdf', 'mtime': '2021-06-17 02:29:35', 'hash_type': 'MD5', 'hash': '2e13bb3d496331f7012c1db67ee74d81', 'filename': '357-1750-1-PB.pdf', 'datasetid': 'document', 'filesize': 785113}]}]",,114,disk0/00/03/26/46,,S A S I,"[{'name': {'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'honourific': None, 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'lineage': None}, 'id': '<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">rini.fathonah@fh.unila.ac.id</font></font>'}]",,,,,,,,,,,
17,,,['K1'],Hasil Penilaian Sejawat Sebidang atau Peer Review,archive,,,39326,,pub,Balai Besar Riset Sosial Ekonomi Kelautan dan Perikanan,2022-02-16 01:16:13,2022-02-16 01:16:13,1970-01-01 00:00:00.000002021,,,['FH2'],,,,article,6,,show,Model Kebijakan Pengelolaan Wilayah Pesisir Lampung Berbasis Masyarakat,2022-02-16 01:16:13,,public,http://repository.lppm.unila.ac.id/id/eprint/39326,FALSE,"[{'security': 'public', 'placement': 1, 'eprintid': 39326, 'mime_type': 'application/pdf', 'language': 'en', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/442458', 'objectid': 160609, 'filesize': 402419, 'datasetid': 'document', 'mtime': '2022-02-15 08:55:44', 'hash_type': 'MD5', 'filename': 'Reviewer Model.pdf', 'hash': '67d0f7391dd26bb1f98a80b93fd4ee26', 'fileid': 442458, 'mime_type': 'application/pdf'}], 'main': 'Reviewer Model.pdf', 'docid': 160609, 'uri': 'http://repository.lppm.unila.ac.id/id/document/160609', 'rev_number': 1, 'format': 'text', 'pos': 1}]",,318,disk0/00/03/93/26,,Jurnal Kebijakan Sosek KP,"[{'id': '<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">mayashafira@fh.unila.ac.id</font></font>', 'name': {'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'honourific': None, 'lineage': None}}]",,,,,,,,,,,
18,,,['K1'],,archive,,,39020,,pub,PUSAKA MEDIA Anggota IKAPI No. 008/LPU/2020,2022-02-04 07:51:16,2022-02-04 07:51:16,2021-11-01 00:00:00.000000000,,,['FH2'],PENDEKATAN HUKUM HUMANIS BERBASIS PANCASILA DALAM PENEGAKAN HUKUM TERHADAP ANAK PELAKU TINDAK PIDANA EXTRA ORDINARY,,,book_section,7,,show,PENDEKATAN HUKUM HUMANIS BERBASIS PANCASILA DALAM PENEGAKAN HUKUM TERHADAP ANAK PELAKU TINDAK PIDANA EXTRA ORDINARY,2022-02-04 07:51:16,,public,http://repository.lppm.unila.ac.id/id/eprint/39020,FALSE,"[{'security': 'public', 'placement': 1, 'eprintid': 39020, 'mime_type': 'application/pdf', 'language': 'en', 'files': [{'objectid': 160307, 'uri': 'http://repository.lppm.unila.ac.id/id/file/440252', 'fileid': 440252, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2022-02-04 07:35:32', 'filename': 'Pendekatan Hukum HBP.pdf', 'hash': '4da083e1e77e5fea77c47bd4e1f27a17', 'datasetid': 'document', 'filesize': 2223967}], 'main': 'Pendekatan Hukum HBP.pdf', 'docid': 160307, 'uri': 'http://repository.lppm.unila.ac.id/id/document/160307', 'rev_number': 1, 'format': 'text', 'pos': 1}]",,114,disk0/00/03/90/20,,,"[{'name': {'honourific': None, 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'lineage': None, 'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali'}, 'id': '<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">rini.fathonah@fh.unila.ac.id</font></font>'}]",,,,,,,,,,,
19,,,['K1'],,archive,,,32912,,pub,IJISRT,2021-06-28 03:21:02,2021-06-28 03:21:02,1970-01-01 00:00:00.000002021,,,['FH2'],,,,article,6,,show,"Partnership Agreement for Business Actors in
Improving the Economy in Indonesia",2021-06-28 03:21:02,,public,http://repository.lppm.unila.ac.id/id/eprint/32912,FALSE,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/150021', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'hash_type': 'MD5', 'mtime': '2021-06-28 02:41:11', 'hash': '94eefba9b5fe9b46e775d15f60a1e0a4', 'filename': 'IJISRT21JUN331.pdf', 'fileid': 389736, 'mime_type': 'application/pdf', 'filesize': 371935, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/389736', 'objectid': 150021}], 'docid': 150021, 'main': 'IJISRT21JUN331.pdf', 'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 32912}]",,61,disk0/00/03/29/12,,International Journal of Innovative Science and Research Technology,"[{'name': {'honourific': None, 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'lineage': None, 'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali'}}]",,,,,,,,,,,
20,,,['K1'],Hasil Penilaian Sejawat Sebidang atau Peer Review,archive,,,39314,,pub,PUSAKA MEDIA Anggota IKAPI,2022-02-15 08:15:44,2022-02-15 08:15:44,1970-01-01 00:00:00.000002021,,,['FH2'],Sistem Peradilan Pidana Anak,,,book_section,7,,show,Perlindungan Hukum terhadap Anak yang Berkonflik dengan Hukum di dalam Sistem Peradilan Pidana Anak di Indonesia pada Masa Pandemi Covid-19,2022-02-15 08:15:44,,public,http://repository.lppm.unila.ac.id/id/eprint/39314,FALSE,"[{'docid': 160598, 'main': 'Reviewer Perlindungan.pdf', 'files': [{'objectid': 160598, 'uri': 'http://repository.lppm.unila.ac.id/id/file/442377', 'datasetid': 'document', 'filesize': 382339, 'mime_type': 'application/pdf', 'fileid': 442377, 'filename': 'Reviewer Perlindungan.pdf', 'hash': 'b0bcd5a13fa8c1ef459b8552614a8992', 'mtime': '2022-02-15 08:03:36', 'hash_type': 'MD5'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/160598', 'rev_number': 1, 'eprintid': 39314, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en'}]",,318,disk0/00/03/93/14,,,"[{'id': '<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">mayashafira@fh.unila.ac.id</font></font>', 'name': {'lineage': None, 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'honourific': None, 'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali'}}]",,,,,,,,,,,
21,,,['K1'],,archive,,,32522,,pub,,2021-06-11 04:11:29,2021-06-11 04:11:29,1970-01-01 00:00:00.000002021,,,['FH2'],,,,article,6,,show,The Policy of Cooperative and Small and Medium Enterprises Office in Improving Cooperative Achievement in Lampung Province,2021-06-11 04:11:29,,public,http://repository.lppm.unila.ac.id/id/eprint/32522,FALSE,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/147689', 'pos': 1, 'format': 'text', 'files': [{'mime_type': 'application/pdf', 'fileid': 384966, 'hash': '60a87184a0f6ad048de54466571fa90a', 'filename': '2201-Article Text-8385-1-10-20210521.pdf', 'hash_type': 'MD5', 'mtime': '2021-06-11 03:43:29', 'datasetid': 'document', 'filesize': 349065, 'objectid': 147689, 'uri': 'http://repository.lppm.unila.ac.id/id/file/384966'}], 'docid': 147689, 'main': '2201-Article Text-8385-1-10-20210521.pdf', 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 32522}]",,1232,disk0/00/03/25/22,,"<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">TINJAUAN HUKUM ADMINISTRATIF DAN LINGKUNGAN</font></font>","[{'name': {'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'honourific': None, 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'lineage': None}}]",,,,"<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">E-ISSN: 2745-9330</font></font>",,,,,,,
22,,,['K1'],Hasil Penilaian Sejawat Sebidang atau Peer Review,archive,,,32654,,pub,Bagian Hukum Administrasi Negara,2021-06-18 01:49:37,2021-06-18 01:49:37,1970-01-01 00:00:00.000002021,,,['FH2'],,,,article,6,,show,The Policy of Cooperative and Small and Medium Enterprises Office in Improving Cooperative Achievement in Lampung Province,2021-06-18 01:49:37,,public,http://repository.lppm.unila.ac.id/id/eprint/32654,FALSE,"[{'security': 'public', 'placement': 1, 'eprintid': 32654, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'objectid': 148350, 'uri': 'http://repository.lppm.unila.ac.id/id/file/386371', 'mime_type': 'application/pdf', 'fileid': 386371, 'hash': 'f5e9e6f916c194aa07651aa4615aaf1c', 'filename': 'Review Fenny.pdf', 'mtime': '2021-06-17 08:52:23', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 409275}], 'docid': 148350, 'main': 'Review Fenny.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/148350', 'rev_number': 1, 'format': 'text', 'pos': 1}]",,1232,disk0/00/03/26/54,,ADMINISTRATIVE AND ENVIRONMENTAL LAW REVIEW,"[{'name': {'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'honourific': None, 'lineage': None, 'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali'}}]",,,,,,,,,,,
23,,,['K1'],Hasil Check Similarity,archive,,,39805,,pub,Science Research Society,2022-02-25 10:03:33,2022-02-25 10:03:33,1970-01-01 00:00:00.000002021,,,['FH2'],,,,article,6,,show,Problematics Of The Establishment Of Indonesian Fisheries Specific Court,2022-02-25 10:03:33,,public,http://repository.lppm.unila.ac.id/id/eprint/39805,FALSE,"[{'language': 'en', 'mime_type': 'application/pdf', 'security': 'public', 'placement': 1, 'eprintid': 39805, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/161084', 'format': 'text', 'pos': 1, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/446212', 'objectid': 161084, 'mtime': '2022-02-25 04:06:43', 'hash_type': 'MD5', 'filename': 'Problematics_Of_The_Establishment_Of_Indonesian_Fi.pdf', 'hash': 'f17e92b22c274c0c2617028ce18f5dd8', 'fileid': 446212, 'mime_type': 'application/pdf', 'filesize': 2102256, 'datasetid': 'document'}], 'docid': 161084, 'main': 'Problematics_Of_The_Establishment_Of_Indonesian_Fi.pdf'}]",,318,disk0/00/03/98/05,,Turkish Online Journal of Qualitative Inquiry (TOJQI),"[{'id': '<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">mayashafira@fh.unila.ac.id</font></font>', 'name': {'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'lineage': None, 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'honourific': None}}]",,,,,,,,,,,
24,,,['K1'],Hasil Check Similarity,archive,,,29062,,pub,IJISRT,2021-04-09 04:25:25,2021-04-09 04:25:25,2021-03-01 00:00:00.000000000,,,['FH2'],,,,article,6,,show,"Separation of Assets (Land and Buildings) between
Indonesian Citizens and Foreign Citizens Conducting
Mixed Marriages",2021-04-09 04:25:25,,public,http://repository.lppm.unila.ac.id/id/eprint/29062,FALSE,"[{'placement': 1, 'security': 'public', 'eprintid': 29062, 'mime_type': 'application/pdf', 'language': 'en', 'files': [{'fileid': 257826, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2021-04-09 04:10:08', 'hash': '7398706abf9d5dc3b5f6ada7b334ddf4', 'filename': 'Separation_of_Assets.pdf', 'datasetid': 'document', 'filesize': 2168835, 'objectid': 43176, 'uri': 'http://repository.lppm.unila.ac.id/id/file/257826'}], 'main': 'Separation_of_Assets.pdf', 'docid': 43176, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/43176', 'pos': 1, 'format': 'text'}]",,769,disk0/00/02/90/62,,International Journal of Innovative Science and Research Technology,"[{'name': {'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'honourific': None, 'lineage': None, 'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali'}}]",,,,,,,,,,,
25,,,['K1'],Hasil Penilaian sejawat Sebidang atau Peer Reviewer,archive,,,34842,,pub,IJISRT,2021-11-02 08:45:59,2021-11-02 08:45:59,1970-01-01 00:00:00.000002021,,,['FH2'],,,,article,6,,show,Separation of Assets (Land and Buildings) between Indonesian Citizens and Foreign Citizens Conducting Mixed Marriages,2021-11-02 08:45:59,,public,http://repository.lppm.unila.ac.id/id/eprint/34842,FALSE,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/155525', 'format': 'text', 'pos': 1, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/408511', 'objectid': 155525, 'filesize': 427891, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2021-11-02 07:12:58', 'filename': 'Separtion.pdf', 'hash': '8642cdfca7760fd78d64893c2b6c5306', 'fileid': 408511, 'mime_type': 'application/pdf'}], 'docid': 155525, 'main': 'Separtion.pdf', 'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 34842}]",,769,disk0/00/03/48/42,,International Journal of Innovative Science and Research Technology,"[{'name': {'honourific': None, 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'lineage': None, 'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali'}}]",,,,,,,,,,,
26,,,['K1'],,archive,,,33682,,pub,POSKO LEGNAS,2021-08-27 08:55:21,2021-08-27 08:55:21,1970-01-01 00:00:00.000002021,,,['FH2'],,,,article,6,,show,"Undang-Undang Cipta Kerja: Berbaju Pancasila, Bernapas Kolonial",2021-08-27 08:55:21,,public,http://repository.lppm.unila.ac.id/id/eprint/33682,FALSE,"[{'placement': 1, 'security': 'public', 'eprintid': 33682, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'datasetid': 'document', 'filesize': 763824, 'fileid': 399061, 'mime_type': 'application/pdf', 'mtime': '2021-08-27 06:57:09', 'hash_type': 'MD5', 'filename': '19725-66143-1-PB.pdf', 'hash': '432c00f348b12db4a3b5d5b376f8b001', 'objectid': 153873, 'uri': 'http://repository.lppm.unila.ac.id/id/file/399061'}], 'docid': 153873, 'main': '19725-66143-1-PB.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/153873', 'rev_number': 1, 'pos': 1, 'format': 'text'}]",,114,disk0/00/03/36/82,,ADALAH Buletin Hukum & Keadilan,"[{'id': '<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">rini.fathonah@fh.unila.ac.id</font></font>', 'name': {'lineage': None, 'honourific': None, 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali'}}]",,,,,,,,,,,
27,,,['K1'],Hasil Penilaian Sejawat Sebidang atau Peer Review,archive,,,39373,,pub,POSKO LEGNAS,2022-02-16 01:17:17,2022-02-16 01:17:17,1970-01-01 00:00:00.000002021,,,['FH2'],,,,article,6,,show,"Undang-Undang Cipta Kerja: Berbaju Pancasila, Bernapas Kolonial",2022-02-16 01:17:17,,public,http://repository.lppm.unila.ac.id/id/eprint/39373,FALSE,"[{'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/160655', 'main': 'REVIEW UNDANG.pdf', 'docid': 160655, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/442763', 'objectid': 160655, 'filesize': 595782, 'datasetid': 'document', 'filename': 'REVIEW UNDANG.pdf', 'hash': 'e1a6f8792406ff137587f114e51c61af', 'mtime': '2022-02-16 01:04:22', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 442763}], 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 39373, 'security': 'public', 'placement': 1}]",,114,disk0/00/03/93/73,,ADALAH Buletin Hukum & Keadilan,"[{'name': {'honourific': None, 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'lineage': None, 'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali'}, 'id': '<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">rini.fathonah@fh.unila.ac.id</font></font>'}]",,,,,,,,,,,
