,eprintid,date_type,eprint_status,status_changed,subjects,abstract,title,volume,rev_number,metadata_visibility,type,divisions,publication,issn,creators,date,dir,corp_creators,lastmod,userid,datestamp,pagerange,ispublished,number,contributors,documents,publisher,uri,full_text_status,refereed,official_url,related_url,event_type,event_dates,event_title,event_location,pres_type,contact_email,id_number,monograph_type,pages,referencetext,succeeds,isbn,place_of_pub,institution,department,book_title,series
72,20221,published,archive,2020-05-22 01:50:08,['HF5601'],"This research is purposed to analyze the effect of investigative auditor's knowledge and experience on the effectiveness of the implementation of audit procedures in proving fraudulence. Using the quantitative method, with data number obtained through survey using questionnaire as a data collection tool. The respondent in this research is all of the auditors at Financial and Development Supervisor Agency (BPKP) that has conducted investigative audit, obtained through sampling using the purposive sampling technique. 
The research result shows that auditor investigative knowledge and the auditor investigative experience influence the effectiveness of the implementation of audit procedures in proving fraud. It is hoped that further research can use wider respondents so that it can be generalized to all investigative auditors.",The Effect of Investigative Auditor's Quality on Audit Effectiveness in Proving Fraudulence in the Public Sector,82,9,show,article,['FEB4'],"TEST, ENGINEERING & MANAGEMEN",0193-4120,"[{'name': {'family': 'Sembiring', 'honourific': None, 'lineage': None, 'given': 'Sari Indah Oktanti'}, 'id': 'sariindahoktanti@yahoo.co.id'}, {'id': None, 'name': {'family': 'Metalia', 'honourific': None, 'lineage': None, 'given': 'Mega'}}, {'id': 'adew93@yahoo.com', 'name': {'lineage': None, 'honourific': None, 'family': 'Widiyanti', 'given': 'Ade'}}, {'id': None, 'name': {'given': 'Rialdi', 'family': 'Azhar', 'honourific': None, 'lineage': None}}]",2020-02-17 00:00:00.000000000,disk0/00/02/02/21,,2020-05-22 01:50:08,2814,2020-05-22 01:50:08,10027-10038,pub,,,"[{'files': [{'datasetid': 'document', 'filesize': 673889, 'mime_type': 'application/pdf', 'fileid': 190647, 'filename': 'Artikel SOLO.pdf', 'hash': '7ff86b9c7c70c87542e4015fc71ff9ac', 'mtime': '2020-05-20 06:45:30', 'hash_type': 'MD5', 'objectid': 33564, 'uri': 'http://repository.lppm.unila.ac.id/id/file/190647'}], 'docid': 33564, 'main': 'Artikel SOLO.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/33564', 'rev_number': 1, 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 20221, 'mime_type': 'application/pdf', 'language': 'en'}]",The Mattingley Publishing Co.Inc,http://repository.lppm.unila.ac.id/id/eprint/20221,public,TRUE,http://www.testmagzine.biz/index.php/testmagzine/issue/view/7,,,,,,,,,,,,,,,,,,
73,18816,,archive,2020-03-24 02:32:59,['HJ'],"This study aims to determine differences in the quality of financial reporting of local governments in Indonesia before and after implementation of the e-budgeting system and government internal control systems in the preparation and management of regional finances that are measured from the achievement of the Unqualified Opinion from the Audit Report of the Supreme Audit Board (LHP BPK) on the Local Government Financial Report (LKPD). The population of this research is all 542 local governments in Indonesia with a sample of research the local government in Indonesia that has implemented e-budgeting from 2017 until 2018. This research method is a quantitative empirical research method using secondary data with data analysis using an Independent sample T-test using SPSS 23 software. The results of testing the hypothesis with a Independent Sample T-test using the SPSS 23 software indicate that there are significant differences between regions that have implemented e-budgeting system to the quality of its financial reporting with t value of 8.287 with 0.000 level of significance. Local governments that have implemented an e-budgeting have been able to obtain Unqualified opinions of 105 local Governments or around 96%, while the remaining 4 local governments have not been able to achieve Unqualified opinions or around 4%. While the average value of the quality of local government financial reporting that has not implemented e-budgeting with a score that is, 1.7354 were able to obtain Unqualified opinions of 284 local Governments or around 66%, while the remaining 149 local governments were only able to obtain Non Unqualified opinions or around 34%.  The results of hypothesis testing with different T-test also showed that there was a significant difference between the average value of the quality of financial reporting of local governments that obtained Unqualified opinion with SPIP score of 2.4890, namely 367 local governments or about 92%, while the remaining 34 local governments have not been able to reach the Unqualified opinion or around 8%. While the average quality of the financial reporting of local governments that have an effective SPIP score of 1.7035 or at the SPIP pilot stage is only 22 local governments or around 16% capable of obtaining Unqualified opinion, while the remaining 119 local governments have not been able to achieve Unqualified opinion or around 84% with t value of 14,036 with 0.000 level of significance.",The Quality of Financial Reporting and Internal Control System before and after the Implementation of E-budgeting in Indonesia Local Government,14,6,show,article,['FEB4'],"Asian Journal of Economics, Business and Accounting",ISSN: 2456-639X,"[{'name': {'honourific': None, 'family': 'Setyawan', 'lineage': None, 'given': 'Wahyu'}, 'id': None}, {'name': {'lineage': None, 'family': 'Gamayuni', 'honourific': None, 'given': 'Rindu Rika'}, 'id': 'rindu.gamayuni@yahoo.com'}]",2020-03-01 00:00:00.000000000,disk0/00/01/88/16,,2020-03-24 02:32:59,571,2020-03-24 02:32:59,22-31,pub,3,,"[{'security': 'public', 'placement': 1, 'eprintid': 18816, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'objectid': 32020, 'uri': 'http://repository.lppm.unila.ac.id/id/file/157952', 'datasetid': 'document', 'filesize': 224889, 'fileid': 157952, 'mime_type': 'application/pdf', 'mtime': '2020-03-20 15:34:24', 'hash_type': 'MD5', 'filename': 'AJEBA 2020- Wahyu, Rindu.pdf', 'hash': 'be8a9dfad02f9da04fd1e6484c2d5555'}], 'main': 'AJEBA 2020- Wahyu, Rindu.pdf', 'docid': 32020, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/32020', 'format': 'text', 'pos': 1}]",copernicus,http://repository.lppm.unila.ac.id/id/eprint/18816,public,FALSE,,[{'url': 'http://www.journalajeba.com/index.php/AJEBA/article/view/30194/56649'}],,,,,,,,,,,,,,,,,
74,31202,published,archive,2021-05-29 00:35:58,['HG'],"Implementation of PSAK 69 Agriculture was second year
implemented, since 1 January 2018. Mostly, every new regulation have a pro and contra for assumed this regulation. PSAK 69 is the hope of agriculture business actors regarding the clarity of regulations that accommodate agricultural business activities. Because before PSAK 69 was inforced, there is no regulation can
accommodate the agriculture business on specific. So, this study wants to explain how implementation PSAK 69 for annual report in many agriculture companies, and give an explanation what’s the difference of the regulation before implementation PSAK 69 and after implementation PSAK 69.","ANALISIS PERBANDINGAN REGULASI DI SEKTOR PERTANIAN SEBELUM
DAN SESUDAH IMPLEMENTASI PSAK 69 AGRIKULTUR",,7,show,article,['FEB4'],CURRENT Jurnal Kajian Akuntansi dan Bisnis,E ISSN 2721-1819 | P ISSN 2721-2416,"[{'id': None, 'name': {'given': 'Samuel', 'lineage': None, 'family': 'Simanjuntak', 'honourific': None}}, {'id': 'lindrianasari@feb.unila.ac.id', 'name': {'lineage': None, 'family': 'Lindrianasari', 'honourific': None, 'given': 'Lindrianasari'}}, {'name': {'given': 'Ninuk Dewi', 'lineage': None, 'family': 'Kesumaningrum', 'honourific': None}, 'id': 'ninukdewi@gmail.com'}, {'id': 'reni.oktavia@feb.unila.ac.id', 'name': {'given': 'Reni', 'family': 'Oktavia', 'honourific': None, 'lineage': None}}]",1970-01-01 00:00:00.000002020,disk0/00/03/12/02,"['Universitas Lampung', 'Universitas Lampung', 'Universitas Lampung', 'Universitas Lampung']",2021-05-29 00:35:58,901,2021-05-29 00:35:58,,pub,,"[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}]","[{'docid': 140998, 'main': '2020 Simanjuntak et al..pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/369912', 'objectid': 140998, 'hash': '77e2b3896c607bd43baaacc63d9598d5', 'filename': '2020 Simanjuntak et al..pdf', 'hash_type': 'MD5', 'mtime': '2021-05-28 14:38:06', 'mime_type': 'application/pdf', 'fileid': 369912, 'filesize': 441311, 'datasetid': 'document'}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/140998', 'rev_number': 1, 'eprintid': 31202, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf'}]","Program Studi Akuntansi, Fakultas Ekonomi dan Bisnis, Universitas Ria",http://repository.lppm.unila.ac.id/id/eprint/31202,public,TRUE,,,,,,,,,,,,,,,,,,,
75,25786,,archive,2020-11-17 06:38:10,['H1'],"Implementation of PSAK 69 Agriculture was second year implemented, since 1 January 2018. Mostly, every new regulation have a pro and contra for assumed this regulation. PSAK 69 is the hope of agriculture business actors regarding the clarity of regulations that accommodate agricultural business activities.
Because before PSAK 69 was inforced, there is no regulation can accommodate the agriculture business on specific. So, this study wants to explain how
implementation PSAK 69 for annual report in many agriculture companies, and give an explains what’s the difference of the regulation before implementation 
PSAK 69 and after implementation PSAK 69.
Keywords: Earnings response coefficient, agriculture, implementation PSAK 69, and regulation.",THE COMPARATIVE ANALYSIS OF AGRICULTURE SECTOR REGULATIONS BEFORE AND AFTER IMPLEMENTATION OF PSAK 69 AGRICULTURE,,7,show,monograph,['FEB4'],,,"[{'id': None, 'name': {'lineage': None, 'honourific': None, 'family': 'Simanjuntak', 'given': 'Samuel'}}, {'id': 'sari_170870@yahoo.com', 'name': {'lineage': None, 'honourific': None, 'family': 'Lindrianasari', 'given': 'Lindrianasari'}}, {'name': {'given': 'Ninuk Dewi', 'honourific': None, 'family': 'Kesumaningrum', 'lineage': None}, 'id': 'ninukdewi@gmail.com'}, {'name': {'given': 'Reni', 'lineage': None, 'family': 'Oktavia', 'honourific': None}, 'id': None}]",1970-01-01 00:00:00.000002020,disk0/00/02/57/86,,2020-11-17 06:38:10,202,2020-11-17 06:38:10,,pub,,,"[{'language': 'en', 'mime_type': 'application/pdf', 'security': 'public', 'placement': 1, 'eprintid': 25786, 'uri': 'http://repository.lppm.unila.ac.id/id/document/39575', 'rev_number': 1, 'format': 'text', 'pos': 1, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/232018', 'objectid': 39575, 'filesize': 894748, 'datasetid': 'document', 'mtime': '2020-11-17 06:14:17', 'hash_type': 'MD5', 'hash': '345f1819a2c43413a100f6a242d3e20d', 'filename': 'Monograf_Samuel.pdf', 'fileid': 232018, 'mime_type': 'application/pdf'}], 'main': 'Monograf_Samuel.pdf', 'docid': 39575}]",Pusaka Media,http://repository.lppm.unila.ac.id/id/eprint/25786,public,,,,,,,,,,9786237560920,technical_report,23.0,,,,,,,,
76,26729,published,archive,2020-11-24 01:29:55,['HG'],,"THE RELATION OF CARBON EMISSION DISCLOSURE AND R&D
EXPENSES ON FIRM PERFORMANCE",,10,show,conference_item,['FEB4'],,,"[{'id': 'arifmahasinsondani@gmail,com', 'name': {'given': 'Arif Mahasin', 'lineage': None, 'honourific': None, 'family': 'Sondani'}}, {'id': 'fitra.dharma@feb.unila.ac.id', 'name': {'given': 'Fitra', 'family': 'Dharma', 'honourific': None, 'lineage': None}}, {'name': {'given': 'Yuztitya', 'lineage': None, 'honourific': None, 'family': 'Asmaranti'}, 'id': 'yuztitya@yahoo.com'}, {'name': {'lineage': None, 'family': 'Septiyanti', 'honourific': None, 'given': 'Ratna'}, 'id': 'rseptiyanti@yahoo.com'}]",1970-01-01 00:00:00.000002020,disk0/00/02/67/29,,2020-11-24 01:29:55,175,2020-11-24 01:29:55,18-18,pub,,,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/40704', 'pos': 1, 'format': 'text', 'files': [{'mime_type': 'application/pdf', 'fileid': 240128, 'hash': '05b9f7a863c143e330e45be3ccc21457', 'filename': 'abstrak book 9 Nov 2020.pdf', 'mtime': '2020-11-23 11:33:19', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 3030806, 'objectid': 40704, 'uri': 'http://repository.lppm.unila.ac.id/id/file/240128'}], 'docid': 40704, 'main': 'abstrak book 9 Nov 2020.pdf', 'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 26729}, {'security': 'public', 'placement': 2, 'eprintid': 26729, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/240130', 'objectid': 40705, 'hash': '4251a4aeec366442f3599888a3e4081a', 'filename': 'LoA_ULICoss 2020.pdf', 'hash_type': 'MD5', 'mtime': '2020-11-23 11:33:28', 'mime_type': 'application/pdf', 'fileid': 240130, 'filesize': 127744, 'datasetid': 'document'}], 'docid': 40705, 'main': 'LoA_ULICoss 2020.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/40705', 'rev_number': 1, 'format': 'text', 'pos': 2}, {'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 26729, 'security': 'public', 'placement': 3, 'format': 'text', 'pos': 3, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/40706', 'main': 'Certificate for Presenter ULICoss  2020.pdf', 'docid': 40706, 'files': [{'datasetid': 'document', 'filesize': 488182, 'mime_type': 'application/pdf', 'fileid': 240132, 'hash': 'b9b1037a0f90b554e07b6a19f22cece4', 'filename': 'Certificate for Presenter ULICoss  2020.pdf', 'hash_type': 'MD5', 'mtime': '2020-11-23 11:33:39', 'objectid': 40706, 'uri': 'http://repository.lppm.unila.ac.id/id/file/240132'}]}]",,http://repository.lppm.unila.ac.id/id/eprint/26729,public,TRUE,,,conference,,Universitas Lampung International Conference of Social Science 2020,Bandar Lampung,paper,,,,,,,,,,,,
77,38251,published,archive,2022-01-24 01:16:45,['H1'],"This study aims to analyze the effect of asset structure, free cash flow and Investment Opportunity Set (IOS) on debt policy. The population in this study were all state-owned companies listed on the Indonesia Stock Exchange (BEI) in 2014-2018, totaling 20 companies. This study uses quantitative methods with secondary data obtained from the websites of each BUMN company. The number of samples in this study amounted to 94 after deducting outlier data. Data analysis used multiple linear regression analysis with IBM SPSS Statistics 26 program. The results of this study indicate that asset structure has a negative effect on debt policy, free cash flow has a positive effect on debt policy. Meanwhile, the Investment Opportunity Set (IOS) has no effect on debt policy. Keywords: Asset Structure, Free Cash Flow, Investment Opportunity Set (IOS), Debt Policy","STRUKTUR ASET, FREE_CASH FLOW DAN INVESTMENT OPPORTUNITY SET (IOS) TERHADAP KEBIJAKAN HUTANG PERUSAHAAN BUMN DI INDONESIA",1,8,show,book_section,['FEB4'],,,"[{'name': {'lineage': None, 'honourific': None, 'family': 'Sucita', 'given': 'Atma'}, 'id': None}, {'name': {'given': 'Reni', 'honourific': None, 'family': 'Oktavia', 'lineage': None}, 'id': 'reni.oktavia@feb.unila.ac.id'}, {'name': {'given': 'Ninuk Dewi', 'lineage': None, 'family': 'Kesumaningrum', 'honourific': None}, 'id': 'ninukdewi@gmail.com'}, {'name': {'lineage': None, 'family': 'Lindrianasari', 'honourific': None, 'given': 'Lindrianasari'}, 'id': 'sari_170870@yahoo.com'}]",1970-01-01 00:00:00.000002020,disk0/00/03/82/51,['Universitas Lampung'],2022-01-24 01:16:45,260,2022-01-24 01:16:45,1-19,pub,,,"[{'main': 'Book Chapter Kemanfaatan Informasi Akuntansi.pdf', 'docid': 159265, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/433963', 'objectid': 159265, 'filename': 'Book Chapter Kemanfaatan Informasi Akuntansi.pdf', 'hash': '4e3a3fef30373ed7b842e113fda0db53', 'hash_type': 'MD5', 'mtime': '2022-01-23 23:11:11', 'mime_type': 'application/pdf', 'fileid': 433963, 'filesize': 430162, 'datasetid': 'document'}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/159265', 'rev_number': 1, 'eprintid': 38251, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en'}]",Pustaka Media,http://repository.lppm.unila.ac.id/id/eprint/38251,public,TRUE,,,,,,,,,,,163.0,,,978-623-6569-28-3,Lampung,,,Kemanfaatan Informasi Akuntansi dalam Korporasi,Special Edition
78,26507,submitted,archive,2020-11-20 09:23:07,['HJ'],"This study aims to prove the factors that can reduce fraud in the public sector in Indonesia, especially in Lampung Province. Fraud is an action that endangers the sustainability of an organization because the organization will massively be destroyed when fraudulent practices cannot be detected. Collecting data in this study through a questionnaire with respondents internal and external auditors of local government in Lampung Province. The data were processed using the PLS Structural Equational Model (SEM). 
The results showed that gender and task complexity did not affect fraud. The audit process is conducted in accordance with State Financial Audit Standards so that whoever carries out the audit, will give the same conclusion. The complexity of the auditor's duties does not affect fraud practice. When the auditor has several duties, the completion process will always go through the supervision of the supervisor so that the audit process still in high quality.

Keyword: fraud, gender, task complexity",FRAUD PHENOMENON IN THE GOVERNMENT SECTOR  IN INDONESIA,,9,show,conference_item,['FEB4'],,,"[{'name': {'family': 'Sudrajat', 'honourific': None, 'lineage': None, 'given': 'Sudrajat'}, 'id': 'drajat239@gmail.com'}, {'id': 'rindu.gamayuni@yahoo.com', 'name': {'given': 'Rindu Rika', 'honourific': None, 'family': 'Gamayuni', 'lineage': None}}, {'name': {'family': 'Qodri', 'honourific': None, 'lineage': None, 'given': 'Lailatul'}, 'id': None}]",2020-10-01 00:00:00.000000000,disk0/00/02/65/07,,2020-11-20 09:23:07,571,2020-11-20 09:23:07,57-57,submitted,,,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/40398', 'pos': 1, 'format': 'text', 'files': [{'objectid': 40398, 'uri': 'http://repository.lppm.unila.ac.id/id/file/238469', 'fileid': 238469, 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'mtime': '2020-11-20 09:09:13', 'hash_type': 'MD5', 'filename': 'ICEBE2020_paper_82, sudrajad, rindu, qodri.docx', 'hash': '6627a4630b7aaaaa9d7bc2e1fc4bf8ec', 'datasetid': 'document', 'filesize': 131593}], 'docid': 40398, 'main': 'ICEBE2020_paper_82, sudrajad, rindu, qodri.docx', 'language': 'en', 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'placement': 1, 'security': 'public', 'eprintid': 26507}, {'format': 'text', 'pos': 2, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/40399', 'main': 'ISBN Abstract Book_ICEBE 2020.pdf', 'docid': 40399, 'files': [{'datasetid': 'document', 'filesize': 1241493, 'fileid': 238471, 'mime_type': 'application/pdf', 'mtime': '2020-11-20 09:09:23', 'hash_type': 'MD5', 'hash': '82e771d4216feebe06ac38b5a9c1ff1c', 'filename': 'ISBN Abstract Book_ICEBE 2020.pdf', 'objectid': 40399, 'uri': 'http://repository.lppm.unila.ac.id/id/file/238471'}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 26507, 'security': 'public', 'placement': 2}, {'docid': 40400, 'main': 'ICEBE_Conference_Program_Guide_2020 (3).pdf', 'files': [{'fileid': 238473, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2020-11-20 09:10:43', 'filename': 'ICEBE_Conference_Program_Guide_2020 (3).pdf', 'hash': 'd9ff7670b4b2d94bce415567fd330655', 'datasetid': 'document', 'filesize': 590830, 'objectid': 40400, 'uri': 'http://repository.lppm.unila.ac.id/id/file/238473'}], 'pos': 3, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/40400', 'eprintid': 26507, 'placement': 3, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en'}]",,http://repository.lppm.unila.ac.id/id/eprint/26507,public,FALSE,,,conference,"October 1 st , 2020,",The 3rd International Conference of Economics Business & Entrepreneurship (ICEBE) 2020,Hotel Horison,paper,,,,,,,,,,,,
79,32359,published,archive,2021-06-08 16:21:52,['HJ'],,A Study of village fund management to achieve good governance,,7,show,conference_item,['FEB4'],,,"[{'id': None, 'name': {'given': 'Faila', 'honourific': None, 'family': 'Suffah', 'lineage': None}}, {'id': 'rindu.gamayuni@yahoo.com', 'name': {'given': 'Rindu Rika', 'lineage': None, 'family': 'Gamayuni', 'honourific': None}}, {'id': 'fajargd@yahoo.com', 'name': {'family': 'Gustiawaty Dewi', 'honourific': None, 'lineage': None, 'given': 'Fajar'}}]",1970-01-01 00:00:00.000002020,disk0/00/03/23/59,,2021-06-08 16:21:52,571,2021-06-08 16:21:52,249-252,pub,,,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 32359, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/146778', 'rev_number': 1, 'main': 'Faila Suffah ICEBE.pdf', 'docid': 146778, 'files': [{'filesize': 3234401, 'datasetid': 'document', 'hash': '2ffd51ec11a67d7700a7d21fe4093323', 'filename': 'Faila Suffah ICEBE.pdf', 'mtime': '2021-06-08 14:32:00', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 382897, 'uri': 'http://repository.lppm.unila.ac.id/id/file/382897', 'objectid': 146778}]}]",,http://repository.lppm.unila.ac.id/id/eprint/32359,public,FALSE,,,conference,1 November 2019,International Conference of Economics and Business and Entrepreneurship,Bandar Lampung,paper,,,,,,,,,,,,
80,31936,,archive,2021-06-04 01:34:44,['AI'],"Profitability has information to determine the level of profit that the company recieves in a certain period of time and the productivity of the use of comapny’s funds, both loan capital and own capital, which can be used by investors and potential investors as a basis for making decision in investing.This studi aims to determine the extent to which the application of fintech affects the profitability, finding out to what extent third party funds affects the profitability, and to find out to what extent does operational efficiency affects profitability of Banking Companies listed in IDX in year 2014-2018. Samples in this research is chosen using purposive sampling method, and obtained 102 samples. The result shows that the application of financial technology, third party funds, and operational efficiency has a positive and significant effect on profitability.","Pengaruh Penerapan Fintech, Dana Pihak Ketiga dan Efisiensi Operasional Terhadap Profitabilitas",25,8,show,article,['FEB4'],Jurnal Akuntansi dan Keuangan,1410-1831,"[{'name': {'family': 'Suwanderi', 'honourific': None, 'lineage': None, 'given': 'Ilham'}, 'id': None}, {'id': None, 'name': {'family': 'Lindrianari', 'honourific': None, 'lineage': None, 'given': 'Lindrianasari'}}, {'id': 'niken.kusumawardani@feb.unila.ac.id', 'name': {'given': 'Niken', 'lineage': None, 'family': 'Kusumawardani', 'honourific': None}}]",2020-07-01 00:00:00.000000000,disk0/00/03/19/36,,2021-06-04 01:34:44,1129,2021-06-04 01:34:44,20-30,pub,2,,"[{'language': 'en', 'mime_type': 'application/pdf', 'security': 'public', 'placement': 1, 'eprintid': 31936, 'uri': 'http://repository.lppm.unila.ac.id/id/document/144671', 'rev_number': 1, 'format': 'text', 'pos': 1, 'files': [{'hash': '5418f100fca8dcf06791fcccf1bd44aa', 'filename': 'JAK-Juli-2020_compressed.pdf', 'mtime': '2021-06-03 13:52:54', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 377990, 'filesize': 1188857, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/377990', 'objectid': 144671}], 'main': 'JAK-Juli-2020_compressed.pdf', 'docid': 144671}]",Fakultas Ekonomi Universitas Lampung,http://repository.lppm.unila.ac.id/id/eprint/31936,public,TRUE,,,,,,,,,,,,,,,,,,,
81,41269,published,archive,2022-04-12 03:49:50,"['H1', 'HC']","This study aims to examine the effect of family ownership on company performance. The independent variable in this study is family ownership. The dependent variable in this study is company performance which is reflected by return on assets (ROA). This study uses control variables where the control variables are leverage and company size (size). The sample selected in this study amounted to 39 property, real estate, and building construction companies with the observation year 2011-2013, so the total sample observed was 117. The data were analyzed using Statistical Package for Social Science (SPSS) with linear regression analysis method multiple. Hypothesis testing results indicate that family ownership has a positive effect on company performance.",Lembar Hasil Penilaian Sejawat Sebidang Karya Ilmiah - International Journal for Innovation Education and Research - Vol.8 No. 8 (2020) - Analysis Of Influence of Family Ownership Towards Performance of The Company,,8,show,other,['FEB4'],,,"[{'id': 'usep.syaipudin@feb.unila.ac.id', 'name': {'given': 'Usep', 'family': 'Syaipudin', 'honourific': None, 'lineage': None}}]",2020-08-01 00:00:00.000000000,disk0/00/04/12/69,,2022-04-12 03:49:50,291,2022-04-12 03:49:50,,pub,,"[{'id': None, 'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'name': {'lineage': None, 'honourific': None, 'family': 'Yuda', 'given': 'Yudastio'}}, {'name': {'given': 'Fajar', 'honourific': None, 'family': 'Gustiawaty Dewi', 'lineage': None}, 'type': 'http://www.loc.gov/loc.terms/relators/CTB', 'id': None}, {'name': {'lineage': None, 'honourific': None, 'family': 'Syaippudin', 'given': 'Usep'}, 'id': 'usep.syaipudin@feb.unila.ac.id', 'type': 'http://www.loc.gov/loc.terms/relators/CTB'}]","[{'main': '11. Analysis of Influence of family ownership Towards_Usep S.pdf', 'docid': 162799, 'files': [{'objectid': 162799, 'uri': 'http://repository.lppm.unila.ac.id/id/file/457709', 'mime_type': 'application/pdf', 'fileid': 457709, 'hash': 'c7ed8d8e848b5ae7682e9b0758478acf', 'filename': '11. Analysis of Influence of family ownership Towards_Usep S.pdf', 'hash_type': 'MD5', 'mtime': '2022-04-12 03:42:32', 'datasetid': 'document', 'filesize': 266745}], 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/162799', 'eprintid': 41269, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en'}]",International Educative Research Foundation and Publisher (IERFP),http://repository.lppm.unila.ac.id/id/eprint/41269,public,,https://ijier.net/index.php/ijier/article/view/2537,,,,,,,,https://doi.org/10.31686/ijier.vol8.iss8.2537,,,,,,International Journal for Innovation Education and Research (IJIER),,,,
82,41256,published,archive,2022-04-12 03:49:01,"['HB', 'HC']",,Lembar Hasil Penilaian Sejawat Sebidang Karya Ilmiah Karya Ilmiah - Jurnal Sumbangsih -Vol.1 (2020) - Pelatihan Serta Pendampingan Penyusunan Akuntansi dasar bagi Lembaga Mikro dan Usaha Kecil dan Menengah (UMKM) di Tiuh Gunung Katun Malay Tulang Bawang Barat,,9,show,other,['FEB4'],,,"[{'name': {'lineage': None, 'honourific': None, 'family': 'Syaipudin', 'given': 'Usep'}, 'id': 'usep.syaipudin@feb.unila.ac.id'}]",2020-01-01 00:00:00.000000000,disk0/00/04/12/56,,2022-04-12 03:49:01,291,2022-04-12 03:49:01,,pub,,"[{'name': {'given': 'Usep', 'honourific': None, 'family': 'Syaipudin', 'lineage': None}, 'id': 'usep.syaipudin@feb.unila.ac.id', 'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'name': {'lineage': None, 'family': 'Tubarat', 'honourific': None, 'given': 'Chara  Pratami'}, 'id': None, 'type': 'http://www.loc.gov/loc.terms/relators/CTB'}, {'type': 'http://www.loc.gov/loc.terms/relators/CTB', 'id': None, 'name': {'given': 'Agus Zahron', 'family': 'Idris', 'honourific': None, 'lineage': None}}]","[{'eprintid': 41256, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en', 'docid': 162771, 'main': '7. Pelatihan serta pendampingan penyusunan akt dasar_Usep S.pdf', 'files': [{'objectid': 162771, 'uri': 'http://repository.lppm.unila.ac.id/id/file/457603', 'datasetid': 'document', 'filesize': 256416, 'mime_type': 'application/pdf', 'fileid': 457603, 'filename': '7. Pelatihan serta pendampingan penyusunan akt dasar_Usep S.pdf', 'hash': '438f81875ac1e21c576be3739b847ec4', 'mtime': '2022-04-12 01:56:22', 'hash_type': 'MD5'}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/162771', 'rev_number': 1}]",LPPM Unila,http://repository.lppm.unila.ac.id/id/eprint/41256,public,,https://sumbangsih.lppm.unila.ac.id/index.php/jsh/index,,,,,,,,,,,,,,LPPM Unila,,,,
