,rev_number,metadata_visibility,place_of_pub,title,subjects,abstract,status_changed,eprint_status,date_type,eprintid,uri,full_text_status,ispublished,publisher,documents,datestamp,lastmod,userid,dir,creators,divisions,type,publication,refereed,event_dates,event_type,event_title,event_location,pagerange,pres_type,contributors,corp_creators,issn,referencetext,keywords,funders,official_url,id_number,related_url,pages,book_title,editors,isbn,volume,number,succeeds
56,7,show,Bandar Lampung,The Effect of Silica and Manganese Application on Rice Growth and Yield,['S1'],Lembar Hasil Penilaian Peer Reviewer Jurnal Agrivita. The Effect of Silica and Manganese Application on Rice Growth and Yield,2021-04-08 01:10:29,archive,,28979,http://repository.lppm.unila.ac.id/id/eprint/28979,public,unpub,Universitas Lampung,"[{'eprintid': 28979, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en', 'main': 'Scan2021-03-24_Publikasi1.pdf', 'docid': 43073, 'files': [{'objectid': 43073, 'uri': 'http://repository.lppm.unila.ac.id/id/file/257098', 'datasetid': 'document', 'filesize': 1086529, 'mime_type': 'application/pdf', 'fileid': 257098, 'hash': '6979bdcbe2dcb5180b8cd73bb3427613', 'filename': 'Scan2021-03-24_Publikasi1.pdf', 'hash_type': 'MD5', 'mtime': '2021-04-07 04:43:14'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/43073', 'rev_number': 1}]",2021-04-08 01:10:29,2021-04-08 01:10:29,1003,disk0/00/02/89/79,"[{'id': 'paul.timotiwu@gmail.com', 'name': {'given': 'Paul B.', 'family': 'Timotiwu', 'honourific': None, 'lineage': None}}, {'id': None, 'name': {'lineage': None, 'honourific': None, 'family': 'Dewi', 'given': 'Maya'}}]",['FP25'],other,,,,,,,,,,,,,,,,,,,,,,,,
57,14,show,Malang,Similarity THE EFFECT OF SILICA AND MANGANESE APPLICATION ON RICE GROWTH AND YIELD,['S1'],"The application of silica and manganese through 
the leaves can be directly absorbed by the rice 
plants for growth and yield. This study aimed to 
determine the effect of the increasing silica and 
manganese concentration and their interaction 
on plant growth and rice yield. The greenhouse 
research was conducted in the Seed and Plant 
Breeding Laboratory, Agriculture Faculty, 
Lampung University from June–September 
2013. The treatments were arranged in a 5x2 
factorial consisting of five concentrations of Si 
[(0, 50, 100, 150, and 200 ppm), and two 
concentrations of Mn (0 and 5ppm)] in a 
randomized complete block design with three 
replications. The results showed that increasing 
concentration of Si increased the green of 
leaves, the number of productive tillers, dry
weight, filled grains number, and decreased 
angle of the tiller and the number of empty 
grains. The application of Mn increased the 
growth and rice yield, except angle of tillers and 
the number of empty grains. In addition, the 
effect of Mn depended on the level of Si 
concentration. Application of Mn with increasing 
Si concentration increased plant growth and rice
yield.",2021-05-29 00:33:30,archive,published,31157,http://repository.lppm.unila.ac.id/id/eprint/31157,public,pub,Universitas Brawijaya,"[{'placement': 1, 'security': 'public', 'eprintid': 31157, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'objectid': 140750, 'uri': 'http://repository.lppm.unila.ac.id/id/file/369370', 'datasetid': 'document', 'filesize': 1071633, 'fileid': 369370, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2021-05-28 08:20:05', 'filename': 'Similalirity AGRIVITA Journa.pdf', 'hash': '6795eac90e695aa245cc04ec5ccf12b5'}], 'main': 'Similalirity AGRIVITA Journa.pdf', 'docid': 140750, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/140750', 'pos': 1, 'format': 'text'}, {'security': 'public', 'placement': 2, 'eprintid': 31157, 'content': 'other', 'mime_type': 'application/xml', 'language': 'en', 'files': [{'mtime': '2021-05-28 08:21:01', 'hash_type': 'MD5', 'hash': '69fac33693799f4e689f8fd5dfb4fd45', 'filename': 406, 'fileid': 369377, 'mime_type': 'application/xml', 'filesize': 31121, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/369377', 'objectid': 140752}], 'docid': 140752, 'main': 406, 'uri': 'http://repository.lppm.unila.ac.id/id/document/140752', 'rev_number': 3, 'format': 'text', 'pos': 2}]",2021-05-29 00:33:30,2021-05-29 00:33:30,1003,disk0/00/03/11/57,"[{'name': {'given': 'Paul B.', 'family': 'Timotiwu', 'honourific': None, 'lineage': None}, 'id': 'paul.timotiwu@gmail.com'}, {'name': {'given': 'Maya Maeistia', 'lineage': None, 'honourific': None, 'family': 'Dewi'}, 'id': None}]",['FP25'],other,,,,,,,,,,,,,,,,,,,,,,,,
58,9,show,Bandar Lampung,Analisis Jalur Respons Hasil Kedelai (Glycine max (L.) Merr) Varietas Unggul Nasional terhadap Dua Cara Pemberian Kombinasi Pupuk Npk.,['S1'],Lembar hasil Penilaian Peer Reviewer Jurnal Penelitian Pertanian Terapan,2021-04-08 01:11:40,archive,,29005,http://repository.lppm.unila.ac.id/id/eprint/29005,public,unpub,Universitas Lampung,"[{'files': [{'objectid': 43106, 'uri': 'http://repository.lppm.unila.ac.id/id/file/257309', 'datasetid': 'document', 'filesize': 1189594, 'mime_type': 'application/pdf', 'fileid': 257309, 'hash': 'dcdbd69f10997a674e1c3b797142f708', 'filename': 'Scan2021-03-24_Publikasi8.pdf', 'hash_type': 'MD5', 'mtime': '2021-04-07 09:13:49'}], 'docid': 43106, 'main': 'Scan2021-03-24_Publikasi8.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/43106', 'rev_number': 1, 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 29005, 'language': 'en', 'mime_type': 'application/pdf'}, {'security': 'public', 'placement': 2, 'eprintid': 29005, 'content': 'other', 'language': 'en', 'mime_type': 'text/html', 'files': [{'filesize': 56068, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2021-04-07 09:14:08', 'hash': 'f4481b78d74d72f33021c04c3553c7fc', 'filename': 82, 'fileid': 257312, 'mime_type': 'text/html', 'uri': 'http://repository.lppm.unila.ac.id/id/file/257312', 'objectid': 43107}], 'docid': 43107, 'main': 82, 'rev_number': 3, 'uri': 'http://repository.lppm.unila.ac.id/id/document/43107', 'format': 'text', 'pos': 2}]",2021-04-08 01:11:40,2021-04-08 01:11:40,1003,disk0/00/02/90/05,"[{'name': {'given': 'Paul B.', 'family': 'Timotiwu', 'honourific': None, 'lineage': None}, 'id': 'paul.timotiwu@gmail.com'}, {'name': {'family': 'Nurmiaty', 'honourific': None, 'lineage': None, 'given': 'Nurmiaty'}, 'id': 'yayuk_nurmiaty@yahoo.com'}, {'name': {'family': 'Pramono', 'honourific': None, 'lineage': None, 'given': 'Eko'}, 'id': 'pramono.e61@gmail.com'}, {'name': {'honourific': None, 'family': 'Kusuma', 'lineage': None, 'given': 'Yosep Riando'}, 'id': None}]",['FP25'],other,,,,,,,,,,,,,,,,,,,,,,,,
59,10,show,Los Angeles,Similarity : Effect of Storage Periods on Physical Quality and Seed Vigor of Four Varieties of Sorghum (Sorghum Bicolor (L.) Moech.,['S1'],"The availability of good physical quality and high seed vigor is expected to occur with good handling of 
storage. The purpose of this study was to determine the effect of two storage periods [10 months (p1) and 
12 months (p2)] and different sorghum varieties of Kawali (V1), Talaga Bodas (V2), Super-1 (V3), and 
Pahat (V4) on the physical quality and sorghum seed vigor. This experiment was conducted at the 
Laboratory of Seeds and Plant Breeding, Faculty of Agriculture, the University of Lampung during 
November 2015 to November 2016. The experiment was laid out in Randomized Complete Block Design 
(RCBD) with two replications. The variable damaged seed was higher by 24.19% compared to seeds 
stored for 10 months at 14.73%. The percentage of total normal seedling after store 12 months (59.50%) 
was lower than 10 months (78.00%). Speed germination of seed after store 12 months (24.58%/day) was 
lower than the stored 10 months (36.47%/day). Tetrazolium test for vigor showed no different results 
from germination test results. The variety that has the best seedling vigor was Super-1 indicated by 
primary root length and dry weight of normal seedlings",2021-05-29 00:34:07,archive,published,31166,http://repository.lppm.unila.ac.id/id/eprint/31166,public,pub,SCHOLINK INC,"[{'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 31166, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/140798', 'format': 'text', 'pos': 1, 'files': [{'objectid': 140798, 'uri': 'http://repository.lppm.unila.ac.id/id/file/369482', 'datasetid': 'document', 'filesize': 3326722, 'fileid': 369482, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2021-05-28 09:29:56', 'hash': 'a4675a68239e56a844ae7407439d72fa', 'filename': 'Similarity Effect_of_Storage.pdf'}], 'main': 'Similarity Effect_of_Storage.pdf', 'docid': 140798}, {'language': 'en', 'mime_type': 'application/xml', 'content': 'other', 'eprintid': 31166, 'placement': 2, 'security': 'public', 'pos': 2, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/140799', 'rev_number': 3, 'main': 1110, 'docid': 140799, 'files': [{'datasetid': 'document', 'filesize': 20197, 'mime_type': 'application/xml', 'fileid': 369485, 'filename': 1110, 'hash': 'c4decb193013ff9c16980095175a43fa', 'hash_type': 'MD5', 'mtime': '2021-05-28 09:30:15', 'objectid': 140799, 'uri': 'http://repository.lppm.unila.ac.id/id/file/369485'}]}]",2021-05-29 00:34:07,2021-05-29 00:34:07,1003,disk0/00/03/11/66,"[{'id': 'paul.timotiwu@gmail.com', 'name': {'honourific': None, 'family': 'Timotiwu', 'lineage': None, 'given': 'Paul B.'}}, {'name': {'given': 'Eko', 'lineage': None, 'honourific': None, 'family': 'Pramono'}, 'id': 'pramono.e61@gmail.com'}, {'id': 'agustiansyah.1972@fp.unila.ac.id', 'name': {'given': 'Agustiansyah', 'family': 'Agustiansyah', 'honourific': None, 'lineage': None}}, {'id': None, 'name': {'given': 'N.W.A.S', 'lineage': None, 'family': 'Asih', 'honourific': None}}]",['FP25'],other,,,,,,,,,,,,,,,,,,,,,,,,
60,10,show,Bandar Lampung,Effect of Storage Periods on Physical Quality and Seed Vigor of Four Varieties of Sorghum (Sorghum Bicolor (L.) Moech.,['S1'],Lembar Hasil Penilaian Peer Reviewer Jurnal : Effect of Storage Periods on Physical Quality and Seed Vigor of Four Varieties of Sorghum (Sorghum Bicolor (L.) Moech.,2021-04-08 01:10:45,archive,,28985,http://repository.lppm.unila.ac.id/id/eprint/28985,public,unpub,Universitas Lampung,"[{'content': 'other', 'language': 'en', 'mime_type': 'application/xml', 'security': 'public', 'placement': 1, 'eprintid': 28985, 'rev_number': 3, 'uri': 'http://repository.lppm.unila.ac.id/id/document/43083', 'format': 'text', 'pos': 1, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/257153', 'objectid': 43083, 'filesize': 20410, 'datasetid': 'document', 'hash': '63b98777d51678988cbabf0775d566b5', 'filename': 'index.php/ra/article/view/703', 'mtime': '2021-04-07 04:57:42', 'hash_type': 'MD5', 'mime_type': 'application/xml', 'fileid': 257153}], 'docid': 43083, 'main': 'index.php/ra/article/view/703'}]",2021-04-08 01:10:45,2021-04-08 01:10:45,1003,disk0/00/02/89/85,"[{'id': 'paul.timotiwu@gmail.com', 'name': {'family': 'Timotiwu', 'honourific': None, 'lineage': None, 'given': 'Paul B.'}}, {'name': {'given': 'Eko', 'family': 'Pramono', 'honourific': None, 'lineage': None}, 'id': 'pramono.e61@gmail.com'}, {'id': 'agustiansyah.1972@fp.unila.ac.id', 'name': {'given': 'Agustiansyah', 'honourific': None, 'family': 'Agustiansyah', 'lineage': None}}, {'id': None, 'name': {'given': 'Wayan', 'lineage': None, 'honourific': None, 'family': 'Surya Asih'}}]",['FP25'],other,,,,,,,,,,,,,,,,,,,,,,,,
61,6,show,,Pengaruh Jenis  Kemasan Terhadap Viabilitas Benih Tiga Varietas Sorgum (Sorghum bicolor [L]. Moench Pada Suhu Ruang Simpan,['S1'],"The aim of this research were (1) To know the influence of a combination of the types of packing and varieties  of sorghum seed viability after storage, (2) To know the combination of packing types and best varieties to manitain the sorghum seed viability after storge at room temperature a different storage. Research conducted at Laboratory of Seed and Plant Breeding, Faculty of Agriculture, University of Lampung, from October 2013 until January 2014.  The result showed that the seed of sorghum varieties Numbu on the packaging cloth flour stored at refrigerator tempertaur and sorghum seed varieties Numbu can stored at room temperatur generally has the most excellent viability after storage for four months than other treatments.",2018-04-25 08:37:00,archive,,6569,http://repository.lppm.unila.ac.id/id/eprint/6569,public,pub,Poloiteknik Negeri Lampung,"[{'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 6569, 'uri': 'http://repository.lppm.unila.ac.id/id/document/19517', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/60649', 'objectid': 19517, 'mtime': '2018-03-06 02:10:14', 'hash_type': 'MD5', 'hash': '81e8f1000b4fba7c0eb0432f20acb94a', 'filename': 'Pengaruh jenis kemasan terhadap viabilitas benih tiga var. sorgum.pdf', 'fileid': 60649, 'mime_type': 'application/pdf', 'filesize': 1716936, 'datasetid': 'document'}], 'docid': 19517, 'main': 'Pengaruh jenis kemasan terhadap viabilitas benih tiga var. sorgum.pdf'}]",2018-04-25 08:37:00,2018-04-25 08:37:00,53,disk0/00/00/65/69,"[{'id': None, 'name': {'lineage': None, 'honourific': None, 'family': 'Utamako', 'given': 'A'}}, {'id': 'agustiansyah.1972@fp.unila.ac.id', 'name': {'given': 'Agustiansyah', 'lineage': None, 'honourific': None, 'family': 'Agustiansyah'}}, {'id': 'mkamal1961@yahoo.com', 'name': {'given': 'Muhammad', 'family': 'Kamal', 'honourific': None, 'lineage': None}}]",['FP25'],article,Jurnal Penelitian Pertanian Terapan,TRUE,,,,,81-89,,,,1410-5020,,,,,,,,,,,15.0,2.0,
62,4,show,,Cassava Breeding Update : UNIVERSITY OF LAMPUNG,['SB'],,2018-04-25 02:33:11,archive,,6308,http://repository.lppm.unila.ac.id/id/eprint/6308,public,pub,,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/19224', 'rev_number': 2, 'format': 'text', 'pos': 1, 'files': [{'filesize': 1799616, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2017-12-26 14:04:30', 'filename': 'Setyo Dwi Utomo & Kukuh Unila  4 DEC17.pdf', 'hash': '10486efb5cf199d7dbece01f9ec9d2d6', 'fileid': 57519, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/57519', 'objectid': 19224}], 'main': 'Setyo Dwi Utomo & Kukuh Unila  4 DEC17.pdf', 'docid': 19224, 'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 6308}]",2018-04-25 02:33:11,2018-04-25 02:33:11,1078,disk0/00/00/63/08,"[{'id': 'setyo.dwiutomo@fp.unila.ac.id', 'name': {'family': 'Utomo', 'honourific': None, 'lineage': None, 'given': 'Setyo Dwi'}}, {'id': None, 'name': {'given': 'Akari', 'family': 'Edy', 'honourific': None, 'lineage': None}}, {'id': 'kukuhsetiawan38@gmail.com', 'name': {'given': 'Kukuh', 'lineage': None, 'family': 'Setiawan', 'honourific': None}}, {'name': {'family': 'Yuliadi', 'honourific': None, 'lineage': None, 'given': 'Erwin'}, 'id': None}, {'name': {'lineage': None, 'family': 'Warsono', 'honourific': None, 'given': 'Warsono'}, 'id': 'klppm@kpa.unila.ac.id'}]",['FP25'],conference_item,,FALSE,3-6 December 2017,workshop,Asian Cassava Breeder Network Meeting,"Bangkok, Thailand",,speech,[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],['University of Lampung'],,,,,,,,,,,,,,6208.0
63,10,show,,"Yield of 23 Cassava Clones In Muara Putih Village, Natar, South Lampung",['S1'],"Abstract. This research aims to examine the yield of 23 cassava clones compared to the standard clone which is UJ5 clone. This research consist of 2 experiments which are Experiments A and B. This research was conducted in May 2017 to April 2018 in Muara Putih Village, Natar, South Lampung. Cyanide acid test was carried out at the Lampung State Polytechnic Agricultural Product Technology Laboratory, Bandar Lampung. This research was arranged by using randomized block design (RBD); that consist of two replications for experiment A, and three replications for experiment B. Quantitative characters were analyzed and tested by using the Least Significant Difference (LSD) test and Dunnett's 5% significance level. The results of experiment A showed that CMM clones 96-1-102, 19-Daniel, BL-1, Spinach Liwa 5, and SL-36 have more root than UJ5 clones. CMM clones 96-1-102, UJ 6, UK R&D 2, SL-36, Korem Gatam, and UJ6 have bigger weight of fresh root per plant than UJ5 clones. UK R&D clones 2, SL-106, UJ3, UJ6, and CMM 96-1-102 have a higher harvest index than UJ5 clones. High starch levels are CMM clones 25-27-23-10-25, CMM 96-1-102, Spinach Liwa 5, BL-1, and SL-36. Meanwhile experiment B showed that UJ 5 clone has the bigger number of root followed by Nibung clone. MU 55 clones, Gajah, Nibung, UJ 3, and Korem Gatam have bigger weight of fresh root per plant than UJ 5 clone. UJ 5 clone has the highest starch content followed by Nibung and Koram Gatam clones.

Keywords: Cassava clones, diversity, Manihot esculenta Crantz, yield trial",2019-11-14 04:08:12,archive,,16169,http://repository.lppm.unila.ac.id/id/eprint/16169,public,unpub,,"[{'security': 'public', 'placement': 1, 'eprintid': 16169, 'language': 'en', 'mime_type': 'application/msword', 'files': [{'datasetid': 'document', 'filesize': 205824, 'mime_type': 'application/msword', 'fileid': 138380, 'filename': 'sdu Makalah Seminar Nasional Lahan Kering (1).doc', 'hash': '1f60269719e7e88312763af87d61dca2', 'mtime': '2019-11-12 12:35:22', 'hash_type': 'MD5', 'objectid': 29272, 'uri': 'http://repository.lppm.unila.ac.id/id/file/138380'}], 'docid': 29272, 'main': 'sdu Makalah Seminar Nasional Lahan Kering (1).doc', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/29272', 'format': 'text', 'pos': 1}]",2019-11-14 04:08:12,2019-11-14 04:08:12,1078,disk0/00/01/61/69,"[{'name': {'honourific': None, 'family': 'Utomo', 'lineage': None, 'given': 'Setyo Dwi'}, 'id': 'setyo.dwiutomo@fp.unila.ac.id'}, {'name': {'given': 'A.M.', 'family': 'Fiska', 'honourific': None, 'lineage': None}, 'id': None}, {'name': {'given': 'I.N.', 'family': 'Jinggan', 'honourific': None, 'lineage': None}, 'id': None}, {'name': {'given': 'Akari', 'family': 'Edy', 'honourific': None, 'lineage': None}, 'id': 'akari.edy@fp.unila.ac.id'}, {'name': {'given': 'Kukuh', 'family': 'Setiawan', 'honourific': None, 'lineage': None}, 'id': 'kukuhsetiawan38@gmail.com'}, {'name': {'family': 'Sunyoto,', 'honourific': None, 'lineage': None, 'given': '.'}, 'id': 'sunyoto_1955@yahoo.co.id'}]",['FP25'],conference_item,,TRUE,09-11 September 2019,conference,Seminar,Bandar Lampung,,paper,"[{'name': {'family': 'Utomo', 'honourific': None, 'lineage': None, 'given': 'Setyo Dwi'}, 'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'name': {'given': 'Anggista Mega', 'lineage': None, 'honourific': None, 'family': 'Fiska'}}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'name': {'given': 'Ihsania Niluh', 'honourific': None, 'family': 'Jinggan', 'lineage': None}}, {'name': {'given': 'Akari', 'lineage': None, 'family': 'Edy', 'honourific': None}, 'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'name': {'lineage': None, 'family': 'Setiawan', 'honourific': None, 'given': 'Kukuh'}}, {'name': {'given': 'sunyoto', 'honourific': None, 'family': 'Sunyoto', 'lineage': None}, 'type': 'http://www.loc.gov/loc.terms/relators/AUT'}]",['Universitas Lampung'],,,,,,,,,,,,,,
64,8,show,,"Viabilitas Benih Pra dan Pascasimpan Lima Genotipe Sorgum
(Sorghum bicolor (L.)Moench) yang Dipanen dari Pertanaman
Monokultur dan Tumpangsari dengan Singkong",['S1'],"The viability of sorghum seeds is a very important parameter of seed quality, both the viability of
pre-stored and post-stored seeds. This study aimed to determine the viability of pre-stored and
post-stored seeds for four months and five genotypes of sorghum harvested from
monocultureand intercropping with cassava. The research was conducted from January 2019 to
January 2020 in Karang Endah Village, Jati Agung Sub-District, South Lampung Regency (5.28
5, LS 105.27 East Longitude) with an altitude of 82.3 masl andat the Seed and Plant Breeding
Laboratory, Faculty of Agriculture, University of Lampung,Bandar Lampung. This study used a
split plot design with 3 replications. The main plots were monoculture cropping systems and
intercropping systems. Subplots are genotypes consisting of Talaga Bodas, Samurai-1, Suri, P /
F-10-90A, and GH-10. The results showed that the cropping system had no effect (P> 0.05) on
the viability of pre-stored and post-stored sorghum seeds for four months. Genotype had no
significant effect (P> 0.05) on the viability of pre-stored and post-stored seeds for four months
but had a significant effect on the electrical conductivity and dry weight of normal sprouts. The
effect of the interaction between the cropping system and the genotype was not significant (P
<0.05) on the viability of pre-stored and post-stored seeds for four months.",2020-11-16 01:19:09,archive,submitted,25365,http://repository.lppm.unila.ac.id/id/eprint/25365,public,inpress,,"[{'eprintid': 25365, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf', 'main': 'LoA_PGN-27_Semnasperagi2020.pdf', 'docid': 39146, 'files': [{'filename': 'LoA_PGN-27_Semnasperagi2020.pdf', 'hash': 'd9b535d5e983269f4105c62dd7df594c', 'mtime': '2020-11-15 14:56:07', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 228911, 'filesize': 387557, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/228911', 'objectid': 39146}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/39146', 'rev_number': 1}]",2020-11-16 01:19:09,2020-11-16 01:19:09,859,disk0/00/02/53/65,"[{'id': None, 'name': {'given': 'A.E.', 'lineage': None, 'honourific': None, 'family': 'Widiastuti'}}, {'name': {'honourific': None, 'family': 'Pramono', 'lineage': None, 'given': 'Eko'}, 'id': 'pramono.e61@gmail.com'}, {'id': 'mkamal1961@yahoo.com', 'name': {'lineage': None, 'honourific': None, 'family': 'Kamal', 'given': 'Muhammad'}}]",['FP25'],article,Prosiding Seminar Nasional 2020,TRUE,,,,,,,,,,,,,,,,,,,,,,
65,7,show,,Sertifikat Pendidik a.n. Soesiladi Esti Widodo,['S1'],Sertifikat Pendidik a.n. Soesiladi Esti Widodo,2022-01-17 01:32:06,archive,,37426,http://repository.lppm.unila.ac.id/id/eprint/37426,public,unpub,,"[{'eprintid': 37426, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf', 'main': 'Serdik SEW.pdf', 'docid': 158350, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/427879', 'objectid': 158350, 'filesize': 404264, 'datasetid': 'document', 'mtime': '2021-12-25 01:27:14', 'hash_type': 'MD5', 'hash': '44835fb24f71ed6aaf5644b44f66cd81', 'filename': 'Serdik SEW.pdf', 'fileid': 427879, 'mime_type': 'application/pdf'}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/158350'}]",2022-01-17 01:32:06,2022-01-17 01:32:06,1038,disk0/00/03/74/26,"[{'id': 'sestiwidodo@gmail.com', 'name': {'given': 'Soesiladi E.', 'lineage': None, 'family': 'Widodo', 'honourific': None}}]",['FP25'],image,,,,,,,,,,,,,,,,,,,,,,,,
66,8,show,,SIMILARITY PENGARUH BEBERAPA KONSENTRASI KNO3 PADA CABAI MERAH (CAPSICUM ANNUUM L.) DI DATARAN TINGGI,['S1'],"Penelitian ini bertujuan untuk mempelajari pengaruh beberapa konsetrasi kalium nitrat (KNO3) terhadap pertumbuhan dan hasil cabai merah (Capsicum annuum L.). Rancangan perlakuan disusun secara terstruktur dengan menggunakan beberapa konsentrasi KNO3. K0 = 0g/l, K1= 2 g/l, K2= 4 g/l, K3= 6 g/l, K4= 8 g/l. Penelitian diterapkan dalam Rancangan Teracak Sempurna (RTS) dengan 3 ulangan. Homogenitas ragam diuji dengan uji Bartlett, sedangkan aditivitas ragam dengan uji Tukey. Hasil penelitian menunjukkan bahwa di dataran tinggi perlakuan KNO3 pada konsentrasi 4 g/l meningkatkan jumlah buah, jumlah bunga dan bobot buah yang lebih tinggi dibandingkan konsentrasi lainnya. di dataran rendah KNO3 dengan konsentrasi 6 g/l meningkatkan bobot buah, jumlah bunga, jumlah buah dibandingkan konsentrasi lainnya. Kata Kunci : Capsicum annuum L., dan Kalium Nitrat",2021-03-26 01:41:09,archive,published,28575,http://repository.lppm.unila.ac.id/id/eprint/28575,public,pub,Universitas Lampung,"[{'main': 'Scan2021-03-02_145408Publikasi05 kno3.pdf', 'docid': 42633, 'files': [{'filesize': 196829, 'datasetid': 'document', 'hash': 'b9d41bc7917a39d3ca92c990e3f76c76', 'filename': 'Scan2021-03-02_145408Publikasi05 kno3.pdf', 'mtime': '2021-03-25 14:40:52', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 253614, 'uri': 'http://repository.lppm.unila.ac.id/id/file/253614', 'objectid': 42633}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/42633', 'rev_number': 1, 'eprintid': 28575, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en'}]",2021-03-26 01:41:09,2021-03-26 01:41:09,131,disk0/00/02/85/75,"[{'name': {'lineage': None, 'honourific': None, 'family': 'Widyastuti', 'given': 'diana'}, 'id': 'radianawidyastuti@yahoo.co.id'}]",['FP25'],other,,,,,,,,,,['Universitas Lampung'],,,,,https://repository.lppm.unila.ac.id/28557/,,,,,,,,,
