,date,dir,creators,divisions,type,uri,full_text_status,contributors,ispublished,publisher,documents,datestamp,lastmod,corp_creators,userid,date_type,eprintid,rev_number,metadata_visibility,title,subjects,abstract,eprint_status,status_changed,official_url,id_number,number,volume,related_url,publication,issn,contact_email,refereed,pagerange,succeeds,pres_type,event_type,event_title,event_location
10,2021-02-01 00:00:00.000000000,disk0/00/03/32/29,"[{'id': None, 'name': {'honourific': None, 'family': 'Leonita', 'lineage': None, 'given': 'Vinka'}}, {'id': 'deny.utomo@fp.unila.ac.id', 'name': {'given': 'Deny Sapto Chondro', 'lineage': None, 'honourific': None, 'family': 'Utomo'}}, {'name': {'given': 'Hilma Putri', 'honourific': None, 'family': 'Fidyandini', 'lineage': None}, 'id': 'hilma.putri@fp.unila.ac.id'}]",['FP3'],article,http://repository.lppm.unila.ac.id/id/eprint/33229,public,,pub,Fakultas Perikanan dan Kelautan. Universitas Riau,"[{'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 33229, 'uri': 'http://repository.lppm.unila.ac.id/id/document/151743', 'rev_number': 1, 'format': 'text', 'pos': 1, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/393644', 'objectid': 151743, 'filename': 'Uji Komparatif .pdf', 'hash': 'cceb86dfe759685d114a5659715375f3', 'mtime': '2021-07-13 10:09:34', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 393644, 'filesize': 363817, 'datasetid': 'document'}], 'main': 'Uji Komparatif .pdf', 'docid': 151743}]",2021-07-14 03:49:45,2021-07-14 03:49:45,,3281,published,33229,6,show,"Comparative Test of Ovaprim, Spawnprim, and HCG
in the ProcessSpawning of Pangasianodon hypophthalmus",['SH'],"Abstract
Pangasianodon hypophthalmus is a type of freshwater fish that has potential and has economic value. Its production target which increases every year causes farmers to spawn with the help of hormonal stimulation. The aimed of this research was to test and find out the results of the use of three different hormones namely Ovaprim, Spawnprim, and HCG in P. hypopthalmus spawning. This research was conducted in January 2020 at the Trimurjo Fish Seed Center, Central Lampung. This research used a randomized complete design method with the 3 treatments, P1 (Ovaprim 0,5 ml / kg), P2 (Spawnprim 0,5 ml / kg), P3 (HCG 500 IU / kg) and 3 replications. The results of this research indicate a significant difference (p <0,05) in the relative fecundity parameters, fertilization rate, and hatching rate, but not significantly different in the parameters of latensi periode and diameter of eggs. In P1, Ovaprim hormone injections provide better reproductive performance compared to Spawnprim and HCG injections.

Keyword: Pangasianodon hypophthalmus, Ovaprim, Spawnprim, HCG",archive,2021-07-14 03:49:45,https://jpk.ejournal.unri.ac.id/index.php/JPK/article/view/6750,10.31258/jpk.26.1.17-25,1.0,26.0,,Jurnal Perikanan dan Kelautan,0853-7607,,TRUE,17-25,,,,,
11,1970-01-01 00:00:00.000002021,disk0/00/03/32/28,"[{'name': {'given': 'Sefi Desfeni', 'honourific': None, 'family': 'Mawati', 'lineage': None}, 'id': None}, {'id': 'edypeni@yahoo.com', 'name': {'honourific': None, 'family': 'Harpeni', 'lineage': None, 'given': 'Esti'}}, {'name': {'given': 'Hilma Putri', 'lineage': None, 'family': 'Fidyandini', 'honourific': None}, 'id': 'hilma.putri@fp.unila.ac.id'}]",['FP3'],article,http://repository.lppm.unila.ac.id/id/eprint/33228,public,,pub,"Jurusan Akuakultur, Universitas Bangka Belitung","[{'security': 'public', 'placement': 1, 'eprintid': 33228, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'objectid': 151737, 'uri': 'http://repository.lppm.unila.ac.id/id/file/393633', 'datasetid': 'document', 'filesize': 624770, 'fileid': 393633, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2021-07-13 09:57:24', 'filename': 'SCREENING OF AMYLOLITIC POTENTIAL THERMOPHILIC BACTERIA FROM WAY BELERANG HOT SPRING KALIANDA LAMPUNG SELATAN.pdf', 'hash': '09f399417a61467c94fc654ec38a7e9e'}], 'main': 'SCREENING OF AMYLOLITIC POTENTIAL THERMOPHILIC BACTERIA FROM WAY BELERANG HOT SPRING KALIANDA LAMPUNG SELATAN.pdf', 'docid': 151737, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/151737', 'format': 'text', 'pos': 1}]",2021-07-14 03:49:40,2021-07-14 03:49:40,,3281,published,33228,6,show,SCREENING OF AMYLOLITIC POTENTIAL THERMOPHILIC BACTERIA FROM WAY BELERANG HOT SPRING KALIANDA LAMPUNG SELATAN,['SH'],"Thermophilic bacteria that produced amylase and protease have been isolated from Way Belerang hot spring, Kalianda, South Lampung. This research aims to screen and identify thermophilic bacteria that have the potential to produce thermostable amylase and protease enzymes.The research procedures included sampling, isolation of enzyme-producing thermophilic bacteria, a series of phenotypic and biochemical tests, and molecular identification by 16s rRNA. This study used 2 treatments, namely incubation temperature 37 and 50 ºC with 3 repetitions. The results showed that the optimum temperature for growth of thermophilic bacterial isolates and thermophilic bacterial isolates producing amylase enzymes was 50ºC. The bacteria isolate that had the best amylolytic enzyme activity was Isolate A.WB.50.1 with a diameter of the inhibitory zone was 15.44 mm. Isolate A.WB.50.1 has been identified by the species Pseudomonas stutzeri.
Keywords: Amylase, Thermophilic bacteria, Thermostable enzymes, Pseudomonas stutzeri",archive,2021-07-14 03:49:40,https://journal.ubb.ac.id/index.php/aquatropica/article/view/2458,https://doi.org/10.33019/aquatropica.v6i1.2458,1.0,6.0,,Journal of Aquatropica Asia,2721-7574,,TRUE,1-7,,,,,
12,2021-07-09 00:00:00.000000000,disk0/00/03/54/43,"[{'name': {'given': 'Sefi Desfeni', 'family': 'Mawati', 'honourific': None, 'lineage': None}, 'id': None}, {'id': 'edypeni@yahoo.com', 'name': {'lineage': None, 'family': 'Harpeni', 'honourific': None, 'given': 'Esti'}}, {'id': 'hilma.putri@fp.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Fidyandini', 'given': 'Hilma Putri'}}]",['FP3'],article,http://repository.lppm.unila.ac.id/id/eprint/35443,public,"[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}]",pub,"Jurusan Akuakultur, Universitas Bangka Belitung","[{'eprintid': 35443, 'placement': 1, 'security': 'public', 'mime_type': 'text/html', 'language': 'id', 'content': 'published', 'docid': 156308, 'main': 2458, 'files': [{'objectid': 156308, 'uri': 'http://repository.lppm.unila.ac.id/id/file/413207', 'mime_type': 'text/html', 'fileid': 413207, 'hash': 'b4bcb32b9378117f0ab7019759d0b623', 'filename': 2458, 'mtime': '2021-11-07 16:15:51', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 30144}], 'pos': 1, 'format': 'text', 'rev_number': 3, 'uri': 'http://repository.lppm.unila.ac.id/id/document/156308'}, {'files': [{'objectid': 156309, 'uri': 'http://repository.lppm.unila.ac.id/id/file/413209', 'mime_type': 'application/pdf', 'fileid': 413209, 'hash': '09f399417a61467c94fc654ec38a7e9e', 'filename': 'SKRINING BAKTERI TERMOFILIK POTENSIAL AMILOLITIK DARI SUMBER AIR PANAS WAY BELERANG KALIANDA LAMPUNG SELATAN (2).pdf', 'hash_type': 'MD5', 'mtime': '2021-11-07 16:17:02', 'datasetid': 'document', 'filesize': 624770}], 'main': 'SKRINING BAKTERI TERMOFILIK POTENSIAL AMILOLITIK DARI SUMBER AIR PANAS WAY BELERANG KALIANDA LAMPUNG SELATAN (2).pdf', 'docid': 156309, 'uri': 'http://repository.lppm.unila.ac.id/id/document/156309', 'rev_number': 1, 'format': 'text', 'pos': 2, 'security': 'public', 'placement': 2, 'eprintid': 35443, 'mime_type': 'application/pdf', 'language': 'en'}]",2021-11-08 01:37:07,2021-11-08 01:37:07,,3281,published,35443,9,show,SKRINING BAKTERI TERMOFILIK POTENSIAL AMILOLITIK DARI SUMBER AIR PANAS WAY BELERANG KALIANDA LAMPUNG SELATAN,['SH'],"Bakteri termofilik telah diisolasi dari sumber air panas Way Belerang, Kalianda, Lampung Selatan 
merupakan penghasil enzim amilase. Penelitian ini bertujuan untuk melakukan skrining bakteri termofilik 
yang berpotensi menghasilkan enzim amilase dan protease termostabil. Prosedur penelitian yang 
dilakukan meliputi, pengambilan sampel, isolasi bakteri termofilik, isolasi bakteri termofilik penghasil 
enzim, rangkaian uji morfologi dan biokimia, serta identifikasi secara molekuler. Penelitian ini dilakukan 
menggunakan 2 perlakuan yaitu suhu inkubasi 37 dan 50 ºC dengan 3 kali ulangan. Hasil yang diperoleh 
menunjukan bahwa suhu optimum pertumbuhan isolat bakteri termofilik dan isolat bakteri temofilik 
penghasil enzim amilase adalah 50ºC. Isolat bakteri yang menghasilkan enzim amilase terbesar adalah 
isolat dengan nama A.WB.50.1. dengan besar diameter zona hambat 15,44 mm. Isolat A.WB.50.1 telah 
diidentifikasi dengan nama spesies Pseudomonas stutzeri.  
Kata Kunci: Amilase, Bakteri termofilik, Enzim termostabil, Pseudomonas stutzeri",archive,2021-11-08 01:37:07,https://journal.ubb.ac.id/index.php/aquatropica/article/view/2458/1510,https://doi.org/10.33019/aquatropica.v6i1,1.0,6.0,[{'url': 'https://journal.ubb.ac.id/index.php/aquatropica/article/view/2458'}],Journal of Aquatropica Asia,2721-7574,,TRUE,,,,,,
13,1970-01-01 00:00:00.000002021,disk0/00/03/38/00,"[{'id': None, 'name': {'given': 'Thia', 'honourific': None, 'family': 'Monica', 'lineage': None}}, {'id': 'supono_unila@yahoo.com', 'name': {'given': 'Supono', 'lineage': None, 'family': 'Supono', 'honourific': None}}, {'name': {'given': 'E.L.', 'lineage': None, 'honourific': None, 'family': 'Widiastuti'}, 'id': 'elwidi@yahoo.com'}]",['FP3'],other,http://repository.lppm.unila.ac.id/id/eprint/33800,public,,pub,IOP Publishing,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/154035', 'rev_number': 1, 'format': 'text', 'pos': 1, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/400083', 'objectid': 154035, 'hash': '9435d10080467a887e3d5abe2ecea265', 'filename': 'Artemia enrichment with vit.pdf', 'mtime': '2021-09-07 11:58:57', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 400083, 'filesize': 629398, 'datasetid': 'document'}], 'main': 'Artemia enrichment with vit.pdf', 'docid': 154035, 'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 33800}]",2021-09-08 01:48:28,2021-09-08 01:48:28,,333,published,33800,7,show,Artemia sp. enrichment with vitamin C and taurine to support growth and  survival rate of vaname (Litopenaeus vannamei) larvae: early study,['SH'],Hasil Review Artikel,archive,2021-09-08 01:48:28,,,,,,,,,,,,,,,
14,1970-01-01 00:00:00.000002021,disk0/00/03/41/78,"[{'id': None, 'name': {'given': 'Thia', 'family': 'Monica', 'honourific': None, 'lineage': None}}, {'name': {'lineage': None, 'honourific': None, 'family': 'Widiastuti', 'given': 'E.L.'}, 'id': 'elwidi@yahoo.com'}, {'name': {'honourific': None, 'family': 'Supono', 'lineage': None, 'given': 'Supono'}, 'id': 'supono_unila@yahoo.com'}]",['FP3'],other,http://repository.lppm.unila.ac.id/id/eprint/34178,public,,pub,IOP Publishing,"[{'eprintid': 34178, 'security': 'public', 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf', 'main': '13. Artemis sp enrichment.pdf', 'docid': 154675, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/403129', 'objectid': 154675, 'filename': '13. Artemis sp enrichment.pdf', 'hash': '7bd682008fd982430f91c962db368610', 'hash_type': 'MD5', 'mtime': '2021-09-26 06:28:42', 'mime_type': 'application/pdf', 'fileid': 403129, 'filesize': 694416, 'datasetid': 'document'}], 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/154675'}]",2021-09-27 01:02:00,2021-09-27 01:02:00,,333,published,34178,7,show,Review Artikel: Artemia sp. enrichment with vitamin C and taurine to support growth and  survival rate of vaname (Litopenaeus vannamei) larvae: early study,['SH'],Hasil review,archive,2021-09-27 01:02:00,,,,,,,,,,,,,,,
15,1970-01-01 00:00:00.000002021,disk0/00/03/41/80,"[{'name': {'given': 'Thia', 'lineage': None, 'honourific': None, 'family': 'Monica'}, 'id': None}, {'name': {'given': 'E.L.', 'honourific': None, 'family': 'Widiastuti', 'lineage': None}, 'id': 'elwidi@yahoo.com'}, {'name': {'family': 'Supono', 'honourific': None, 'lineage': None, 'given': 'Supono'}, 'id': 'supono_unila@yahoo.com'}]",['FP3'],other,http://repository.lppm.unila.ac.id/id/eprint/34180,public,,pub,IOP Publishing,"[{'placement': 1, 'security': 'public', 'eprintid': 34180, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'filesize': 483102, 'datasetid': 'document', 'filename': 'Sertifikat  presenter.pdf', 'hash': '22d825b30546a48d22b1f003646cfd21', 'mtime': '2021-09-26 13:33:00', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 403144, 'uri': 'http://repository.lppm.unila.ac.id/id/file/403144', 'objectid': 154677}], 'docid': 154677, 'main': 'Sertifikat  presenter.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/154677', 'rev_number': 1, 'pos': 1, 'format': 'text'}]",2021-09-27 01:02:05,2021-09-27 01:02:05,,333,published,34180,7,show,Serifikat presenter Seminar: Artemia sp. enrichment with vitamin C and taurine to support growth and  survival rate of vaname (Litopenaeus vannamei) larvae: early study,['SH'],Sertifikat Presenter,archive,2021-09-27 01:02:05,,,,,,,,,,,,,,,
16,2021-06-01 00:00:00.000000000,disk0/00/03/56/38,"[{'name': {'lineage': None, 'family': 'Nainggolan', 'honourific': None, 'given': 'Tio Naomi'}, 'id': 'naominggln@gmail.com'}, {'name': {'honourific': None, 'family': 'Harpeni', 'lineage': None, 'given': 'Esti'}, 'id': None}, {'name': {'lineage': None, 'honourific': None, 'family': 'Santoso', 'given': 'Limin'}, 'id': 'limin.sentiko@gmail.com'}]",['FP3'],article,http://repository.lppm.unila.ac.id/id/eprint/35638,public,,pub,Fakultas Perikanan dan Kelautan Universitas Riau,"[{'security': 'public', 'placement': 1, 'eprintid': 35638, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'datasetid': 'document', 'filesize': 443633, 'fileid': 414840, 'mime_type': 'application/pdf', 'mtime': '2021-11-09 04:53:20', 'hash_type': 'MD5', 'filename': 'Jurnal Perikanan dan Kelautan Unri, Naomi Ninggolan dkk.pdf', 'hash': '1d0ee0402d37c3ab8e8c09378a43f39a', 'objectid': 156559, 'uri': 'http://repository.lppm.unila.ac.id/id/file/414840'}], 'docid': 156559, 'main': 'Jurnal Perikanan dan Kelautan Unri, Naomi Ninggolan dkk.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/156559', 'rev_number': 1, 'format': 'text', 'pos': 1}]",2021-11-09 10:05:08,2021-11-09 10:05:08,['PS. Budidaya Perairan Unila'],651,published,35638,6,show,"Respon Imun Non-Spesifik dan Performa Pertumbuhan Lele
Clarias gariepinus (Burchell, 1822) yang Diberi Pakan
dengan Suplementasi Tepung Daun Kelor
Moringa oleifera (Lamk, 1785)",['SH'],"Lele sangkuriang (Clarias gariepinus) yakni spesies budidaya yang digemari
masyarakat Indonesia dan memiliki potensi besar untuk dikembangkan. Namun
hambatan keberhasilan budidaya lele yakni penyakit. Salah satu alternatif untuk
mengatasi permasalahan tersebut dengan cara pemberian imunostimulan dari
bahan alami. Tujuan penelitian ini untuk menguji efektivitas pemberian pakan
yang ditambahkan tepung daun kelor terhadap imunitas non-spesifik dan performa
pertumbuhan lele sangkuriang. Penelitian menggunakan rancangan acak lengkap
(RAL) dengan 4 perlakuan (pakan komersil 100%), pakan komersil dengan
suplementasi daun kelor 1,5%, Pakan komersil dengan suplementasi daun kelor
3%, dan pakan komersil dengan suplementasi daun kelor 4,5% dengan 3 ulangan.
Hasil penelitian menunjukkan bahwa pakan komersil dengan suplementasi daun
kelor 4,5% memberikan hasil terbaik terhadap total eritrosit sebesar 5,97x104
sel/mm3
dan MCV (Mean Corpuscular Volume) sebesar 92,10 fl, serta
meningkatkan pertumbuhan berat mutlak sebesar 46,42 g. Namun, tidak
menunjukkan pengaruh nyata terhadap total eritrosit, hemoglobin, hematokrit,
MCHC, MCH, MCV, total leukosit, differensiasi leukosit, aktifitas fagositosis,
indeks fagositosis, pertumbuhan berat mutlak, tingkat kelangsungan hidup, dan
nilai feed convention ratio (FCR).

Kata kunci: Clarias gariepinus, suplementasi, hematologi, Moringa oleifera",archive,2021-11-09 10:05:08,https://jpk.ejournal.unri.ac.id/index.php/JPK/issue/archive,,2.0,26.0,[{'url': 'https://jpk.ejournal.unri.ac.id/index.php/JPK/issue/view/709'}],"<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">Jurnal Perikanan dan Kelautan</font></font>",2721 - 8902,,TRUE,102-114,,,,,
17,2021-04-01 00:00:00.000000000,disk0/00/02/98/73,"[{'id': None, 'name': {'given': 'Nuning Mahmudah', 'lineage': None, 'honourific': None, 'family': 'Noor'}}, {'name': {'family': 'Utomo', 'honourific': None, 'lineage': None, 'given': 'Deny Sapto Chondro'}, 'id': 'deny.utomo@fp.unila.ac.id'}, {'id': None, 'name': {'given': 'Andrya Yunila', 'honourific': None, 'family': 'Hastuti', 'lineage': None}}, {'name': {'given': 'Ahmad', 'family': 'Habibi', 'honourific': None, 'lineage': None}, 'id': None}, {'name': {'given': 'Mahrus', 'lineage': None, 'honourific': None, 'family': 'Ali'}, 'id': None}]",['FP3'],article,http://repository.lppm.unila.ac.id/id/eprint/29873,public,,pub,Badan Penelitian dan Pengembangan Daerah Provinsi Lampung,"[{'security': 'public', 'placement': 1, 'eprintid': 29873, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'datasetid': 'document', 'filesize': 368732, 'fileid': 264174, 'mime_type': 'application/pdf', 'mtime': '2021-05-02 10:53:10', 'hash_type': 'MD5', 'filename': '219-Article Text-838-1-10-20210426.pdf', 'hash': 'd18c9ce8774ca7bee76fcc2cfe72b398', 'objectid': 44074, 'uri': 'http://repository.lppm.unila.ac.id/id/file/264174'}], 'docid': 44074, 'main': '219-Article Text-838-1-10-20210426.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/44074', 'rev_number': 1, 'format': 'text', 'pos': 1}]",2021-05-03 01:22:50,2021-05-03 01:22:50,,1193,published,29873,7,show,"PENGEMBANGAN POTENSI WISATA BAHARI BERBASIS MASYARAKAT DI PULAU PASARAN, BANDAR LAMPUNG",['SH'],"Pasaran Island is not only well-known as a major producer of anchovies in Lampung province, but also as a mariculture location of some fish and green mussel. The island which only covers  ​​12.5 hectares is located in urban areas, in Bandar Lampung City, the capital of Lampung province. Pasaran Island has the potential as a fishery production center and marine tourism (minawisata). The minawisata concept emphasizing the active role and rights of the local communities in the management of tourism in their area (community-based marine tourism). Several programs for the development of minawisata on Pasaran island have been successfully implemented, including: designing minawisata, enhancing sanitation, strengthening institutions, building facilities and infrastructure, developing fishery products, and strengthening promotions. Pasaran Island would therefore be a new marine-tourism icon that beneficial to Bandar Lampung City and directly boost the local community's welfare",archive,2021-05-03 01:22:50,https://jurnal.balitbangda.lampungprov.go.id/index.php/jip/article/view/219,10.35450/jip.v9i01.219,1.0,9.0,,Inovasi Pembangunan - Jurnal Kelitbangan,P-ISSN 2354-5704; E-ISSN 2622-190X,,TRUE,103-114,,,,,
18,2021-06-25 00:00:00.000000000,disk0/00/03/50/45,"[{'id': 'adityakusuma189@gmail.com', 'name': {'given': 'Aditya Kusuma', 'lineage': None, 'honourific': None, 'family': 'Nugroho'}}, {'id': 'siti.hudaidah@fp.unila.ac.id', 'name': {'given': 'Siti', 'honourific': None, 'family': 'Hudaidah', 'lineage': None}}, {'id': 'limin.sentiko@gmail.com', 'name': {'given': 'Limin', 'honourific': None, 'family': 'Santoso', 'lineage': None}}]",['FP3'],article,http://repository.lppm.unila.ac.id/id/eprint/35045,public,,pub,Universitas Sriwijaya,"[{'eprintid': 35045, 'placement': 1, 'security': 'public', 'language': 'id', 'mime_type': 'text/html', 'content': 'published', 'main': 'scholar_oi=bibs&cluster=13203160593820487805&btnI=1&hl=id', 'docid': 155781, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/410052', 'objectid': 155781, 'hash_type': 'MD5', 'mtime': '2021-11-05 05:13:47', 'filename': 'scholar_oi=bibs&cluster=13203160593820487805&btnI=1&hl=id', 'hash': '66d9d65c6465d17f0831b8ba5ec84728', 'fileid': 410052, 'mime_type': 'text/html', 'filesize': 319, 'datasetid': 'document'}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/155781', 'rev_number': 3}]",2021-11-05 08:08:38,2021-11-05 08:08:38,,614,published,35045,7,show,"KAJIAN PEMBERIAN PAKAN BERBAHAN BAKU LOKAL DENGAN
KANDUNGAN PROTEIN YANG BERBEDA TERHADAP PERTUMBUHAN IKAN
GURAME (Osphronemus goramy Lac.)",['SH'],"ABSTRACT
Gourami fish (Osphronemus goramy Lac.) is a freshwater fish commodity that has high
economic value because its very popular with all people. But the feed commonly used by
gourami fish cultivators is factory-made feed, which is a commercial feed that usually costs
quite a lot of money due to the material for making commercial feed, some of which still import
from abroad. Therefore it is necessary to find a solution to reduce the cost of cultivation
production by replacing commercial feed with homemade feed made from local raw materials.
The purpose of this study was to examine the use of local raw materials formulated to make feed
suitable for the growth of gourami fish (Osphronemus goramy Lac.) And to analyze the
production costs of goramy feed made from local raw materials. This study consisted of 4
treatments and 3 replications using the completely randomized design (CRD) method. The
treatments consisted of treatment A (30% protein), treatment B (33% protein), treatment C (36%
protein), and treatment D (commercial). The results of this study indicate that the treatment of
feed A, B, and C produced the same growth as commercial feed, and treatment of feed A resulted
in the lowest feed production costs compared to other treatments.
Key word: feed, growth, local raw materials, Oshphronemus goramy",archive,2021-11-05 08:08:38,https://ejournal.unsri.ac.id/index.php/jari/article/view/14257,,1.0,9.0,,Jurnal Akuakultur Rawa Indonesia,2303-2960,,TRUE,49-59,,,,,
19,2021-07-07 00:00:00.000000000,disk0/00/03/47/80,"[{'id': None, 'name': {'honourific': None, 'family': 'Rahmasari', 'lineage': None, 'given': 'Firsta'}}, {'name': {'lineage': None, 'honourific': None, 'family': 'Utomo', 'given': 'Deny Sapto Chondro'}, 'id': 'deny.utomo@fp.unila.ac.id'}, {'name': {'given': 'Siti', 'honourific': None, 'family': 'Hudaidah', 'lineage': None}, 'id': 'siti.hudaidah@fp.unila.ac.id'}]",['FP3'],article,http://repository.lppm.unila.ac.id/id/eprint/34780,public,,pub,"Jurusan Akuakultur, Universitas Bangka Belitung","[{'pos': 1, 'format': 'text', 'rev_number': 3, 'uri': 'http://repository.lppm.unila.ac.id/id/document/155453', 'docid': 155453, 'main': 2460, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/408036', 'objectid': 155453, 'filesize': 32158, 'datasetid': 'document', 'mtime': '2021-11-01 06:09:17', 'hash_type': 'MD5', 'filename': 2460, 'hash': '2e3b6a0fc127d3980432dd06ae6e291c', 'fileid': 408036, 'mime_type': 'text/html'}], 'mime_type': 'text/html', 'language': 'id', 'content': 'accepted', 'eprintid': 34780, 'placement': 1, 'security': 'public'}]",2021-11-02 01:22:26,2021-11-02 01:22:26,,614,,34780,7,show,EFEKTIFITAS EKSTRAK CABE JAWA (Piper retrofactrum Vahl) UNTUK MASKULINISASI IKAN CUPANG (Betta splendens),['SH'],"Betta fish in one spawning period produce a higher ratio of female fish, while male betta fish will produce a higher amount of profit in cultivation. So it is necessary to increase the production of male betta fish with sex reversal. This study aims to evaluate the effect of java long pepper (Piper retrovactrum Vahl) extract and determine the right time in the masculinization process of betta fish. The research design used was a randomized block design (RBD) with 4 doses of java long pepper extract and 3 age groups. The dosage levels used for treatment were P1 (without additional dose/control), P2 (0,5 mg/L), P3 (1 mg/L), and P4 (2 mg/L) with larvae age groups of 3, 5, and 7 days after hatching. Soaking was carried out for 5 hours in each age group of larvae. The results showed that the use of java long pepper extract was able to direct the percentage of males (p<0,05) with the highest value of 43,67±9,92%. The dose of ajava long ppper extract of 2 mg/L (P4) is considered the best dose in producing the percentage of male betta fish. Meanwhile, different age groups had the same effect on the percentage of male betta fish (p>0,05).

Kata Kunci: Ekstrak cabe jawa, Ikan cupang, Maskulinisasi, Perendaman larva, Tingkat kelangsungan hidup",archive,2021-11-02 01:22:26,https://www.journal.ubb.ac.id/index.php/aquatropica/index,,1.0,6.0,[{'url': 'https://www.journal.ubb.ac.id/index.php/aquatropica/article/view/2460/1512'}],Journal of Aquatropica Asia,2721-7574,,TRUE,26-33,,,,,
