,eprintid,subjects,eprint_status,status_changed,metadata_visibility,rev_number,title,divisions,type,dir,creators,publication,datestamp,userid,lastmod,refereed,uri,full_text_status,documents,ispublished,abstract,issn,publisher,corp_creators,pres_type,event_title,event_location,event_dates,event_type,date_type,contact_email,volume,pagerange,number,succeeds,official_url
10,51118,['SH'],archive,2023-05-05 11:46:50,show,6,"Mangrove Snail (Telescopium telescopium) Meat Enhances Maturation
and Berried-Egg Broodstovk of Three Species of Spiny Lobster
(Panulirus) from Lampung Waters",['FP3'],article,disk0_bak/00/05/11/18,"[{'id': 'yudha.trinoegraha@fp.unila.ac.id', 'name': {'given': 'Y. T.', 'family': 'Adiputra', 'honourific': None, 'lineage': None}}]",International Journal of Research Publication and Reviews,2023-05-05 11:46:50,405,2023-05-05 11:46:50,TRUE,http://repository.lppm.unila.ac.id/id/eprint/51118,public,"[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 51118, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/190836', 'rev_number': 1, 'docid': 190836, 'main': 'Korespondensi.pdf', 'files': [{'objectid': 190836, 'uri': 'http://repository.lppm.unila.ac.id/id/file/549549', 'datasetid': 'document', 'filesize': 391007, 'mime_type': 'application/pdf', 'fileid': 549549, 'filename': 'Korespondensi.pdf', 'hash': 'ae5e36251c092a5b7d902157252bb459', 'hash_type': 'MD5', 'mtime': '2023-05-05 11:24:46'}]}]",pub,,,,,,,,,,,,,,,,
11,51117,['SH'],archive,2023-05-05 11:46:48,show,6,"Mangrove Snail (Telescopium telescopium) Meat Enhances Maturation
and Berried-Egg Broodstovk of Three Species of Spiny Lobster
(Panulirus) from Lampung Waters-Similarity",['FP3'],article,disk0_bak/00/05/11/17,"[{'name': {'given': 'Y. T.', 'family': 'Adiputra', 'honourific': None, 'lineage': None}, 'id': 'yudha.trinoegraha@fp.unila.ac.id'}]",International Journal of Research Publication and Reviews,2023-05-05 11:46:48,405,2023-05-05 11:46:48,TRUE,http://repository.lppm.unila.ac.id/id/eprint/51117,public,"[{'language': 'en', 'mime_type': 'application/pdf', 'security': 'public', 'placement': 1, 'eprintid': 51117, 'uri': 'http://repository.lppm.unila.ac.id/id/document/190835', 'rev_number': 1, 'format': 'text', 'pos': 1, 'files': [{'objectid': 190835, 'uri': 'http://repository.lppm.unila.ac.id/id/file/549543', 'datasetid': 'document', 'filesize': 271061, 'fileid': 549543, 'mime_type': 'application/pdf', 'mtime': '2023-05-05 11:23:04', 'hash_type': 'MD5', 'filename': 'Similarity-Yudha Adiputra-Internasional 2023d.pdf.pdf', 'hash': '4617c5efb323e0573a5d1efa4f096a17'}], 'main': 'Similarity-Yudha Adiputra-Internasional 2023d.pdf.pdf', 'docid': 190835}]",pub,,,,,,,,,,,,,,,,
12,51122,['SH'],archive,2023-05-05 11:46:57,show,6,"OPTIMIZATION FEEDING RATE OF SPINY LOBSTER (Panulirus
penicillatus) CULTURED IN FLOATING CAGES",['FP3'],article,disk0_bak/00/05/11/22,"[{'name': {'given': 'Y. T.', 'family': 'Adiputra', 'honourific': None, 'lineage': None}, 'id': 'yudha.trinoegraha@fp.unila.ac.id'}]",e-Jurnal Rekayasa dan Teknologi Budidaya Perairan,2023-05-05 11:46:57,405,2023-05-05 11:46:57,TRUE,http://repository.lppm.unila.ac.id/id/eprint/51122,public,"[{'eprintid': 51122, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf', 'main': 'Adiputra-2021-Sinta 5.pdf', 'docid': 190840, 'files': [{'objectid': 190840, 'uri': 'http://repository.lppm.unila.ac.id/id/file/549573', 'datasetid': 'document', 'filesize': 153969, 'mime_type': 'application/pdf', 'fileid': 549573, 'hash': 'f119faab2eb1e598447252c31c9d5d27', 'filename': 'Adiputra-2021-Sinta 5.pdf', 'hash_type': 'MD5', 'mtime': '2023-05-05 11:33:07'}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/190840', 'rev_number': 1}]",pub,"Spiny lobster (Panulirus penicillatus) is one of luxury seafood product that
cultured in floating cage. There is no information about feeding rate of this species
in particular feed with fresh mangrove snail meat. This study aimed to optimized
level of feeding rate in spiny lobster during limited periods of cultured. Feeding
rate of 10, 20 and 30% were used as treatments. Three floating cages with 120
individuals of pre-adult of spiny lobster was used. Sixty days of cultured periods
with absolute growth, specific growth rate and survival rate were analysed to
determined optimized growth rate. Results showed that 10% of feeding rate was
supported highest absolute growth and specific growth rate compared to 20% and
30 % feeding rate. Moreover, all level of feeding rate can support 100 % of survival
rate. This study recommends feeding rate 10% is sufficient feed percentage per day
that able to support culture performance of spiny lobster grow-out in floating cage.",,,,,,,,,,,,,,,
13,51110,['SH'],archive,2023-05-05 11:46:36,show,9,"Puerulus Quality and Viruses Disease Identification from Cultured
Spiny Lobster (Panulirus homarus) with Polymerase Chain Reaction",['FP3'],article,disk0_bak/00/05/11/10,"[{'id': 'yudha.trinoegraha@fp.unila.ac.id', 'name': {'given': 'Y. T.', 'family': 'Adiputra', 'honourific': None, 'lineage': None}}]",International Journal of Research Publication and Reviews,2023-05-05 11:46:36,405,2023-05-05 11:46:36,TRUE,http://repository.lppm.unila.ac.id/id/eprint/51110,public,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 51110, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/190827', 'docid': 190827, 'main': 'Yudha Adiputra-2023_Internasionalb.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/549496', 'objectid': 190827, 'filesize': 177773, 'datasetid': 'document', 'hash': 'b70e19c047d0461cc9b0490e822a08d4', 'filename': 'Yudha Adiputra-2023_Internasionalb.pdf', 'mtime': '2023-05-05 11:05:22', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 549496}]}]",pub,"Indonesia waters endowed with huge number of puerulus. Fisheries of puerulus able to supported wealthy of fisherman. Puerulus previously was sold as abroad
trade commodity and seed for aquaculture of spiny lobster in Indonesia. Commercialization of aquatic product always related with quality and free from virus
disease that may support aquaculture of spiny lobster sustainability. This study aimed to evaluate physical quality and white spot syndrome virus disease detection
of spiny lobsters puerulus from Sukabumi Regency, Palabuhan Ratu waters. Second aimed of studied was to detect viruses disease infection on cultured juveniles
scalloped spiny lobster (Panulirus homarus). Binocular microscope and polymerase chain reaction were methods used for physical assessment and viruses disease
infection. Results showed that variety of puerulus organs damages due to catching methods. Puerulus also showed empty gut (hepatopancreas and intestines) due
to non-feeding phase. Moreover, high quality of puerulus also showed with free from White Spot Syndrome Virus and fulfil national quarantine requirement. After
culture within one month in floating cages, juveniles of scalloped spiny lobster also free from viruses disease except from Taura Syndrome Virus. TSV disease that
infected juveniles scalloped spiny lobster need to respond with new standard operational procedure of mariculture within parameters of source, transmission pathway
and pathogenicity of virus in captive environment.",,,,,,,,,,,,,,,
14,51112,['SH'],archive,2023-05-05 11:46:38,show,6,"Puerulus Quality and Viruses Disease Identification from Cultured
Spiny Lobster (Panulirus homarus) with Polymerase Chain Reaction-Korespondensi",['FP3'],article,disk0_bak/00/05/11/12,"[{'id': 'yudha.trinoegraha@fp.unila.ac.id', 'name': {'family': 'Adiputra', 'honourific': None, 'lineage': None, 'given': 'Y. T.'}}]",International Journal of Research Publication and Reviews,2023-05-05 11:46:38,405,2023-05-05 11:46:38,TRUE,http://repository.lppm.unila.ac.id/id/eprint/51112,public,"[{'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/190830', 'rev_number': 1, 'main': 'Korespondensi.pdf', 'docid': 190830, 'files': [{'objectid': 190830, 'uri': 'http://repository.lppm.unila.ac.id/id/file/549512', 'datasetid': 'document', 'filesize': 638904, 'mime_type': 'application/pdf', 'fileid': 549512, 'hash': 'cb00170987e232503b6c4d203cfbc040', 'filename': 'Korespondensi.pdf', 'mtime': '2023-05-05 11:12:14', 'hash_type': 'MD5'}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 51112, 'security': 'public', 'placement': 1}]",pub,,,,,,,,,,,,,,,,
15,51111,['SH'],archive,2023-05-05 11:46:28,show,6,"Puerulus Quality and Viruses Disease Identification from Cultured
Spiny Lobster (Panulirus homarus) with Polymerase Chain Reaction-Similarity Checked",['FP3'],article,disk0_bak/00/05/11/11,"[{'name': {'given': 'Y. T.', 'lineage': None, 'family': 'Adiputra', 'honourific': None}, 'id': 'yudha.trinoegraha@fp.unila.ac.id'}]",International Journal of Research Publication and Reviews,2023-05-05 11:46:28,405,2023-05-05 11:46:28,TRUE,http://repository.lppm.unila.ac.id/id/eprint/51111,public,"[{'eprintid': 51111, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf', 'main': 'Similarity-Yudha Adiputra-2023_Internasional 2.pdf.pdf', 'docid': 190829, 'files': [{'hash': '917c31d8d533650f462b784c9deb55fb', 'filename': 'Similarity-Yudha Adiputra-2023_Internasional 2.pdf.pdf', 'hash_type': 'MD5', 'mtime': '2023-05-05 11:10:05', 'mime_type': 'application/pdf', 'fileid': 549506, 'filesize': 205340, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/549506', 'objectid': 190829}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/190829'}]",pub,"Indonesia waters endowed with huge number of puerulus. Fisheries of puerulus able to supported wealthy of fisherman. Puerulus previously was sold as abroad
trade commodity and seed for aquaculture of spiny lobster in Indonesia. Commercialization of aquatic product always related with quality and free from virus
disease that may support aquaculture of spiny lobster sustainability. This study aimed to evaluate physical quality and white spot syndrome virus disease detection
of spiny lobsters puerulus from Sukabumi Regency, Palabuhan Ratu waters. Second aimed of studied was to detect viruses disease infection on cultured juveniles
scalloped spiny lobster (Panulirus homarus). Binocular microscope and polymerase chain reaction were methods used for physical assessment and viruses disease
infection. Results showed that variety of puerulus organs damages due to catching methods. Puerulus also showed empty gut (hepatopancreas and intestines) due
to non-feeding phase. Moreover, high quality of puerulus also showed with free from White Spot Syndrome Virus and fulfil national quarantine requirement. After
culture within one month in floating cages, juveniles of scalloped spiny lobster also free from viruses disease except from Taura Syndrome Virus. TSV disease that
infected juveniles scalloped spiny lobster need to respond with new standard operational procedure of mariculture within parameters of source, transmission pathway
and pathogenicity of virus in captive environment",,,,,,,,,,,,,,,
16,48904,['Q1'],archive,2023-03-13 03:20:41,show,6,"Similarity document for publication entitled Identification of steroid hormones and fatty
acids during gonadal maturation of spiny lobster
Panulirus homarus",['FP3'],article,disk0_bak/00/04/89/04,"[{'id': 'yudha.trinoegraha@fp.unila.ac.id', 'name': {'given': 'Y. T.', 'lineage': None, 'honourific': None, 'family': 'Adiputra'}}]",Identification of steroid hormones and fatty acids during gonadal maturation of spiny lobster Panulirus homarus,2023-03-13 03:20:41,405,2023-03-13 03:20:41,FALSE,http://repository.lppm.unila.ac.id/id/eprint/48904,public,"[{'placement': 1, 'security': 'public', 'eprintid': 48904, 'mime_type': 'application/pdf', 'language': 'en', 'files': [{'objectid': 188342, 'uri': 'http://repository.lppm.unila.ac.id/id/file/532295', 'fileid': 532295, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2023-03-10 12:16:44', 'filename': 'Publikasi 15.pdf', 'hash': 'e88cd927eca880c7fbc20f8bb63dbe5f', 'datasetid': 'document', 'filesize': 1390079}], 'main': 'Publikasi 15.pdf', 'docid': 188342, 'uri': 'http://repository.lppm.unila.ac.id/id/document/188342', 'rev_number': 1, 'pos': 1, 'format': 'text'}]",unpub,,,,,,,,,,,,,,,,
17,51113,['SH'],archive,2023-05-05 11:46:40,show,7,"The Study of Resistance Aeromonas Hydrophila to Antibiotics from
Aquaculture Systems in Banten Province, Indonesia",['FP3'],article,disk0_bak/00/05/11/13,"[{'name': {'given': 'Y. T.', 'lineage': None, 'family': 'Adiputra', 'honourific': None}, 'id': 'yudha.trinoegraha@fp.unila.ac.id'}]",International Journal of Research Publication and Reviews,2023-05-05 11:46:40,405,2023-05-05 11:46:40,TRUE,http://repository.lppm.unila.ac.id/id/eprint/51113,public,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/190831', 'pos': 1, 'format': 'text', 'files': [{'filesize': 201758, 'datasetid': 'document', 'filename': 'Yudha Adiputra_Internasionac.pdf', 'hash': 'de968db64b5d804826b057d184821402', 'hash_type': 'MD5', 'mtime': '2023-05-05 11:14:16', 'mime_type': 'application/pdf', 'fileid': 549518, 'uri': 'http://repository.lppm.unila.ac.id/id/file/549518', 'objectid': 190831}], 'docid': 190831, 'main': 'Yudha Adiputra_Internasionac.pdf', 'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 51113}]",pub,"Motile Aeromonas Septicaemia (MAS) is a disease that has the potential to become an epidemic in freshwater cultured fish and is caused by Aeromonas hydrophila.
Farmers use antibiotics as treatment and are considered the most effective countermeasures. Antibiotics that are not as recommended can cause bacteria to become
resistant. The purpose of this study was to evaluate the resistance of A. hydrophila bacteria to three antibiotics i.e. oxytetracycline, tetracycline, and enrofloxacine.
The research was conducted by explorative method. A. hydrophila was isolated from samples of pond water, inlet water, outlet water, pond sediment, catfish
(Clarias sp.), and tilapia (Oreochromis niloticus). The samples were taken from fish farm in Banten Province. A. hydrophila isolates were identified by biochemical
tests using Vitek 2 compact, then A.hydrophila susceptibility test to three antibiotics was carried out in vitro using the disc diffusion method. A. hydrophila which
is known to be resistant to certain antibiotics is continued with the Minimum Inhibitory Concentration (MIC) test. Results of this study, 31 A. hydrophila isolates
were obtained, where the percentage of oxytetracycline was 6.4%, tetracycline was 3.2% and enrofloxacin not shown resistance. MIC value of tetracycline and
oxytetracycline in the A. hydrophila isolates was 16 µg/mL.",,,,,,,,,,,,,,,
18,51115,['SH'],archive,2023-05-05 11:46:46,show,6,"The Study of Resistance Aeromonas Hydrophila to Antibiotics from
Aquaculture Systems in Banten Province, Indonesia-Korespondensi",['FP3'],article,disk0_bak/00/05/11/15,"[{'id': 'yudha.trinoegraha@fp.unila.ac.id', 'name': {'given': 'Y. T.', 'lineage': None, 'honourific': None, 'family': 'Adiputra'}}]",International Journal of Research Publication and Reviews,2023-05-05 11:46:46,405,2023-05-05 11:46:46,TRUE,http://repository.lppm.unila.ac.id/id/eprint/51115,public,"[{'eprintid': 51115, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf', 'docid': 190833, 'main': 'Korespondensi.pdf', 'files': [{'fileid': 549531, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2023-05-05 11:18:41', 'hash': 'ddb30042b4ef7c3ec62c6891b2ca9617', 'filename': 'Korespondensi.pdf', 'datasetid': 'document', 'filesize': 687899, 'objectid': 190833, 'uri': 'http://repository.lppm.unila.ac.id/id/file/549531'}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/190833', 'rev_number': 1}]",pub,,,,,,,,,,,,,,,,
19,51114,['SH'],archive,2023-05-05 11:46:42,show,6,"The Study of Resistance Aeromonas Hydrophila to Antibiotics from
Aquaculture Systems in Banten Province, Indonesia-Similarity",['FP3'],article,disk0_bak/00/05/11/14,"[{'name': {'lineage': None, 'family': 'Adiputra', 'honourific': None, 'given': 'Y. T.'}, 'id': 'yudha.trinoegraha@fp.unila.ac.id'}]",International Journal of Research Publication and Reviews,2023-05-05 11:46:42,405,2023-05-05 11:46:42,TRUE,http://repository.lppm.unila.ac.id/id/eprint/51114,public,"[{'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 51114, 'uri': 'http://repository.lppm.unila.ac.id/id/document/190832', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'mime_type': 'application/pdf', 'fileid': 549525, 'hash': '5ac5a129f77a170d71dd7b9840388d04', 'filename': 'Similarity-Yudha Adiputra_Internasioanl 3.pdf.pdf', 'hash_type': 'MD5', 'mtime': '2023-05-05 11:16:49', 'datasetid': 'document', 'filesize': 235679, 'objectid': 190832, 'uri': 'http://repository.lppm.unila.ac.id/id/file/549525'}], 'main': 'Similarity-Yudha Adiputra_Internasioanl 3.pdf.pdf', 'docid': 190832}]",pub,,,,,,,,,,,,,,,,
20,51105,['Q1'],archive,2023-05-05 10:11:44,show,6,Identification and Predictive Bioconversion of Cholesterol to Estran and Androst Hormones from Scalloped Spiny Lobster  (Panulirus homarus) Gonads,['FP3'],article,disk0_bak/00/05/11/05,"[{'name': {'lineage': None, 'honourific': None, 'family': 'Adiputra', 'given': 'Yudha'}}]","International Advanced Research Journal in Science, Engineering and Technology",2023-05-05 10:11:44,535,2023-05-05 10:11:44,TRUE,http://repository.lppm.unila.ac.id/id/eprint/51105,public,"[{'main': 'Similarity-Yudha-IARJSET.2023.10503.pdf.pdf', 'docid': 190822, 'files': [{'objectid': 190822, 'uri': 'http://repository.lppm.unila.ac.id/id/file/549460', 'fileid': 549460, 'mime_type': 'application/pdf', 'mtime': '2023-05-05 10:05:35', 'hash_type': 'MD5', 'hash': '579fac053e6f05bcc880f772d6287a99', 'filename': 'Similarity-Yudha-IARJSET.2023.10503.pdf.pdf', 'datasetid': 'document', 'filesize': 275081}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/190822', 'rev_number': 1, 'eprintid': 51105, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf'}]",pub,"Steroidal hormones process from gonadal maturation of scalloped spiny lobster (Panulirus homarus) not established due to undeveloped practice of hatchery technology. Two steroid hormones i.e. estran and androst were elucidated previously and involved on gonadal maturation of scalloped spiny lobster. This study aimed to identified and evaluate role of cholesterol as raw material of estran and androst hormones. Eighteen individuals of immature and mature female scalloped spiny lobster gonads were used and analysed with pyrolysis gas chromatography mass spectrometry (py-GCMS). Results found that cholesta-8,24-dien-3-ol, 4-methyl-3ß-4α (C28H46O) with molecular weight 368 assumed as raw materials for estran and androst hormones. Scalloped spiny lobster may process the enzymatic systems that able to catalysed the bioconversion of cholesta-8,24-dien-3-ol, 4-methyl-3ß-4α to estran and androst hormones.",,,,,,,,,,,,,,,
21,48900,['ZA4450'],archive,2023-03-13 03:20:30,show,7,Korespondesi dengan editor Malaysian Journal of Science,['FP3'],other,disk0_bak/00/04/89/00,"[{'name': {'honourific': None, 'family': 'Adiputra', 'lineage': None, 'given': 'Yudha'}, 'id': 'yudha.trinoegraha@fp.unila.ac.id'}]",,2023-03-13 03:20:30,405,2023-03-13 03:20:30,,http://repository.lppm.unila.ac.id/id/eprint/48900,public,"[{'eprintid': 48900, 'security': 'public', 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf', 'main': 'MJSSubmission.pdf', 'docid': 188338, 'files': [{'hash_type': 'MD5', 'mtime': '2023-03-10 11:56:25', 'filename': 'MJSSubmission.pdf', 'hash': '55e708a8b4bbcbbc379389c8d1d44c28', 'fileid': 532273, 'mime_type': 'application/pdf', 'filesize': 519328, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/532273', 'objectid': 188338}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/188338', 'rev_number': 1}]",pub,,,University of Malaya,,,,,,,,,,,,,
22,48901,['Q1'],archive,2023-03-13 03:20:35,show,6,"Similarity document for publication of THE EFFECTS OF THYROXINE HORMONE ON GONADAL
MATURATION AND GROWTH OF MALE SPINY LOBSTER
(PANULIRUS HOMARUS)",['FP3'],article,disk0_bak/00/04/89/01,"[{'id': 'yudha.trinoegraha@fp.unila.ac.id', 'name': {'given': 'Yudha', 'lineage': None, 'family': 'Adiputra', 'honourific': None}}]",Malaysian Journal of Science,2023-03-13 03:20:35,405,2023-03-13 03:20:35,TRUE,http://repository.lppm.unila.ac.id/id/eprint/48901,public,"[{'files': [{'filesize': 591085, 'datasetid': 'document', 'hash': '13972b9b68fef624277941059d8fbc39', 'filename': 'Publikasi 19.pdf', 'mtime': '2023-03-10 12:02:17', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 532277, 'uri': 'http://repository.lppm.unila.ac.id/id/file/532277', 'objectid': 188339}], 'docid': 188339, 'main': 'Publikasi 19.pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/188339', 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 48901, 'mime_type': 'application/pdf', 'language': 'en'}]",unpub,"The present experiments were designed to find the optimum dose of
thyroxine hormone to enhance the gonadal maturation and growth of male spiny lobsters
(Panulirus homarus). The maturation study used 30 male spiny lobsters divided into two
treatments of weekly thyroxine hormone injections of 0 and 0.1 µg/g, respectively. Samples
were taken to determine the following parameters: the gonadosomatic index (GSI), the
anatomy, and the histology of the gonads. The growth study used 44 male spiny lobsters
divided into four treatments of weekly thyroxine injections of 0, 0.1, 0.2, and 0.5 µg/g,
respectively, over 70 days of culture. The following growth parameters were observed: the
specific growth rate (SGR), the growth of carapace length (GCL), the number of molted male
spiny lobsters, the feed conversion ratio (FCR), and the survival rate (SR). The results showed
that injection of thyroxine hormone at a dose of 0.1 µg/g supported optimum SGR, GCL, FCR,
molting, and SR. Moreover, male spiny lobsters injected with thyroxine at a dose of 0.1 µg/g
experienced increased GSI (P<0.05), showing better gonad development and a higher number
of spermatogonia.",1394-3065,"Faculty of Science, University of Malaya",,,,,,,,,,,,,
23,48902,['Q1'],archive,2023-03-13 03:20:37,show,6,"Similarity document publication Effect of partial replacement of fish meal with Spirulina platensis meal in
practical diets and culture location on growth, survival, and color enhancement of percula clownfish Amphiprion percul",['FP3'],article,disk0_bak/00/04/89/02,"[{'id': 'yudha.trinoegraha@fp.unila.ac.id', 'name': {'given': 'Yudha', 'lineage': None, 'honourific': None, 'family': 'Adiputra'}}]",IOP Conference Series 236,2023-03-13 03:20:37,405,2023-03-13 03:20:37,FALSE,http://repository.lppm.unila.ac.id/id/eprint/48902,public,"[{'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/188340', 'rev_number': 1, 'main': 'Publikasi 12.pdf', 'docid': 188340, 'files': [{'objectid': 188340, 'uri': 'http://repository.lppm.unila.ac.id/id/file/532283', 'mime_type': 'application/pdf', 'fileid': 532283, 'filename': 'Publikasi 12.pdf', 'hash': 'f49bfba50199c87f9946f67bd3b79376', 'hash_type': 'MD5', 'mtime': '2023-03-10 12:08:13', 'datasetid': 'document', 'filesize': 663577}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 48902, 'placement': 1, 'security': 'public'}]",unpub,,,,,,,,,,,,,,,,
24,5121,['SH'],archive,2017-11-16 03:43:58,show,5,PENGARUH PENAMBAHAN TEPUNG BUNGA MARIGOLD (Tagetes sp) SEBAGAI SUMBER KAROTENOID UNTUK MENINGKATKAN WARNA IKAN KOMET (Carrasius auratus auratus),['FP3'],article,disk0/00/00/51/21,"[{'id': 'limin.sentiko@gmail.com', 'name': {'family': 'Barlian', 'honourific': None, 'lineage': None, 'given': 'Sandi Putra'}}, {'name': {'lineage': None, 'honourific': None, 'family': 'Maharani', 'given': 'Wijayanti Henni'}, 'id': 'limin.sentiko@gmail.com'}, {'id': 'limin.sentiko@gmail.com', 'name': {'given': 'Limin', 'family': 'Santoso', 'honourific': None, 'lineage': None}}]",e-Jurnal Rekayasa dan Teknologi Budidaya Perairan,2017-11-16 03:43:58,651,2017-11-16 03:43:58,FALSE,http://repository.lppm.unila.ac.id/id/eprint/5121,none,,pub,"Ikan komet merupakan salah satu jenis ikan hias air tawar yang banyak diminatioleh masyarakat. Peningkatan kualitas warna diperlukan untuk ikan ini agar dapat menghasilkan kualitas warna terbaik. Metode yang signifikanuntuk meningkatkan kualitas warna adalah dengan menambahkan tepung bunga Marigold sebagai sumber karotenoid ke dalam pakan buatan agar dapat meningkatkan kecerahan warna pada ikan komet. Tujuan penelitian ini adalah untuk mempelajari dosis terbaik dalam penambahan tepung bunga marigold pada intensitas warna yang diukur dengan Toca Colour Finder Modified (M-TCF) dan spektrofotometer. Penelitian ini dilakukan dengan merekatkan tepung bunga marigold pada pakan komersil menggunakan minyak ikan. Penelitian menggunakan rancangan acak lengkap (RAL) dengan 4 perlakuan dan 3 ulangan yaitu : 0 % (A atau kontrol), 0,6 % (B), 0,9 % (C), dan 1,2 % (D). Padat tebar adalah 15 ekor/ cm 3 selama 40 hari di akuarium ukuran 60x40x40 cm
3 . Tepung bunga Marigold memberikan dampak yang signifikan pada warna ikan komet. Data pertumbuhan mutlak panjang dan berat untuk studi ikan komet tidak memberikan pengaruh signifikan, namun tepung bunga Marigold secara signifikan mempengaruhi tingkat kelangsungan hidup. Hasil penelitian menunjukkan bahwa perlakuan terbaik adalah C yang memberikan kecerahan tertinggi.",2597-5315,,"['Aquaculture Departement', 'Aquaculture Departement', 'Aquaculture Departement']",,,,,,,,,,,,
