,ispublished,publisher,documents,full_text_status,uri,lastmod,userid,datestamp,creators,dir,date,type,divisions,title,rev_number,metadata_visibility,eprint_status,status_changed,succeeds,subjects,abstract,eprintid,place_of_pub,institution,department,date_type,pages,monograph_type,publication,issn,corp_creators,pagerange,number,refereed,official_url,volume,id_number,related_url,contributors,referencetext,keywords,contact_email,event_type,event_title,pres_type
50,pub,Juruan Agribisnis Fakultas Pertanian Universitas Lampung,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/141145', 'rev_number': 1, 'format': 'text', 'pos': 1, 'files': [{'mime_type': 'application/pdf', 'fileid': 370266, 'hash': 'ff47b38a8648156b8e587c854a5be365', 'filename': '4711-12338-1-SM.pdf', 'mtime': '2021-05-28 16:47:27', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 572934, 'objectid': 141145, 'uri': 'http://repository.lppm.unila.ac.id/id/file/370266'}], 'docid': 141145, 'main': '4711-12338-1-SM.pdf', 'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 31242}]",public,http://repository.lppm.unila.ac.id/id/eprint/31242,2021-05-29 00:37:35,344,2021-05-29 00:37:35,"[{'name': {'lineage': None, 'honourific': None, 'family': 'Endaryanto', 'given': 'Teguh'}, 'id': 'teguh.endaryanto@fp.unila.ac.id'}, {'name': {'lineage': None, 'family': 'Arifin', 'honourific': None, 'given': 'Bustanul'}, 'id': 'barifin@uwalumni.com'}]",disk0/00/03/12/42,1970-01-01 00:00:00.000002020,article,['FP1'],ANALISIS DAMPAK EKONOMI KEGIATAN WISATA YOUTH CAMP DI TAMAN HUTAN RAYA WAN ABDUL RACHMAN (TAHURA WAR),6,show,archive,2021-05-29 00:37:35,,['S1'],"The main purposes of this research is to find out the characteristic of visitors, local workforces and business owners, the factors that affect the frequency of tourist visits, and to analyze the economic impact caused by the Youth Camp tourism activities. The location for the research is intentionally chosen Youth Camp in Taman Hutan Raya Wan Abdul Rachman. Contributing toward this research consists of 40 visitors, 10 people of local workforce, and 15 business owners. The data for the research were generated in December 2018 to February 2019 and analyzed using methods of descriptive qualitative and descriptive quantitative. The research findings showed that the Youth Camp visitors’ages range between 17-35 years old, originally came from Lampung Province, and on their final year in SMA or equivalent. Majority of them are students employed with income above IDR2,000,000.00, single and no liabilities responsibilities. The frequency of visitors who came to visit was mostly influenced by the distance, age and well known of the tourism place. The value impact obtained from the value of Keynesian Income Multiplier is 5.33, value of Ratio Income Multiplier Type I is 2.70, and value of Ratio Income Multiplier Type II is 3.83.

Key words: economic impact, Keynesian multiplier, Youth Camp",31242,,,,,,,Jurnal Ilmu-Ilmu Agribisnis,2337 7070,['Universitas Lampung'],,4.0,TRUE,,8.0,,,,,,,,,
51,pub,Redwhite Press,"[{'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 31244, 'uri': 'http://repository.lppm.unila.ac.id/id/document/141162', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'objectid': 141162, 'uri': 'http://repository.lppm.unila.ac.id/id/file/370302', 'mime_type': 'application/pdf', 'fileid': 370302, 'filename': 'snbip-2020-434.pdf', 'hash': '5bb233ba8ce825d03ef55bf5f5c939e5', 'mtime': '2021-05-28 17:05:40', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 322170}], 'main': 'snbip-2020-434.pdf', 'docid': 141162}]",public,http://repository.lppm.unila.ac.id/id/eprint/31244,2021-05-29 00:37:42,344,2021-05-29 00:37:42,"[{'id': 'teguh.endaryanto@fp.unila.ac.id', 'name': {'given': 'Teguh', 'honourific': None, 'family': 'Endaryanto', 'lineage': None}}, {'name': {'given': 'Wan Abbas', 'family': 'Zakaria', 'honourific': None, 'lineage': None}, 'id': 'Wan_abbas@yahoo.com'}, {'id': 'irfan.affandi@fp.unila.ac.id', 'name': {'lineage': None, 'family': 'Affandi', 'honourific': None, 'given': 'Muhammad Irfan'}}, {'id': 'lidya_masindah@yahoo.com', 'name': {'given': 'Lidya Sari Mas', 'lineage': None, 'family': 'Indah', 'honourific': None}}]",disk0/00/03/12/44,1970-01-01 00:00:00.000002020,article,['FP1'],Pengaruh keberadaan pabrik tapioka terhadap daya saing ubikayu,10,show,archive,2021-05-29 00:37:42,,['S1'],"In 2017-2019 (BPS RI, 2019), it was determined that the price of raw cassava in Lampung province could drop to IDR 700.00 per kg and reach IDR 2,000 per kg. The price fluctuations cause great uncertainty in cassava cultivation. Today there are around 80 tapioca factories (Dinas Perindustrian Lampung province, 2017). A survey method research conducted in Lampung Central and East Lampung regency. The location was chosen on purpose, considering that the two regencies are the largest cassava production centers in Lampung province, with 39 factories in Central Lampung and 12in Eeast of Lampung. The number of respondents for this study was 120 respondents. The data was analyzed descriptively and quantitatively by analyzing the competitiveness of products using PAM (Policy Analysis Matrix). The results showed that cassava still had competitive and comparative advantages in Lampung province. The Central District of Lampung has a PCR value of 0.700 and a DRCR of 0.641, which is lower than that of East Lampung Regency with a PCR value of 0.630 and a DRCR of 0.593.

Keywords
cassava; competitive; comparative; PAM; tapioca factories",31244,,,,published,,,Global Conferences Series: Sciences and Technology (GCSST),ISSN 2685-5984  e-ISSN 2685-5933,['Universitas Lampung'],,,TRUE,,5.0,,,,,,,,,
52,pub,jss.lppm.unila.ac.id,"[{'main': 'Jurnal 023.pdf', 'docid': 165448, 'files': [{'datasetid': 'document', 'filesize': 192719, 'mime_type': 'application/pdf', 'fileid': 474848, 'hash': '054dbaa524ed2cb9032eb3f735ea63d4', 'filename': 'Jurnal 023.pdf', 'mtime': '2022-07-20 08:32:18', 'hash_type': 'MD5', 'objectid': 165448, 'uri': 'http://repository.lppm.unila.ac.id/id/file/474848'}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/165448', 'eprintid': 43509, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en'}]",public,http://repository.lppm.unila.ac.id/id/eprint/43509,2022-07-20 09:49:01,1000,2022-07-20 09:49:01,"[{'id': '-', 'name': {'honourific': None, 'family': 'Erllina', 'lineage': None, 'given': 'Rufaidah'}}, {'name': {'lineage': None, 'family': 'Nurdin', 'honourific': None, 'given': '-'}, 'id': '-'}]",disk0/00/04/35/09,1970-01-01 00:00:00.000002020,article,['FP1'],"OPTIMALISASI RUMAH BELAJAR DI PEKON SUKAMARGA 
KECAMATAN SUOH KABUPATEN LAMPUNG BARAT",6,show,archive,2022-07-20 09:49:01,,['L1'],"Rendahnya tingkat pembelajaran anak disebabkan karena minimnya informasi pembelajaran serta waktu 
belajar yang terbatas hanya di jam sekolah dan paradigma masyarakat tentang pentingnya dunia 
pendidikan bagi masa depan anak masih tergolong rendah. Tujuan pengabdian masyarakat ini adalah 
untuk memberi semangat bagi anak-anak untuk lebih giat belajar lagi serta menambah pemahaman serta 
memberikan wawasan tambahan pelajaran sekolah bagi peserta didik. Pengabdian masyarakat ini 
menerapkan model pelatihan dengan Multilevel Training. Dengan model pelatihan tersebut, diharapkan 
dapat meningkatkan pemahaman masyarakat terhadap Rumah Belajar sebagai salah satu Pusat Sumber 
Belajar bagi anak-anak. Secara keseluruhan dengan adanya Rumah Belajar dan aplikasi Manajemen 
Pelatihan dapat menjadi wahana pengembangan dan peningkatan kompetensi peserta didik. Hasil yang 
diharapkan dari pengabdian masyarakat ini ialah Rumah belajar diciptakan untuk bisa memberi 
semangat bagi masyarakat dan anak-anak untuk lebih giat belajar lagi. Anak-anak juga akan merasa 
nyaman dalam belajar karena mereka dapat belajar dengan model PAIKEM. Konsep pembelajaran tidak 
hanya difokuskan pada pencapaian materi belajar namun aplikasi setiap materi pelajaran dalam dunia 
nyata sehingga pada jangka panjang akan menimbulkan budaya belajar yang relevan",43509,,,,published,,,SAKAI SAMBAYAN —Jurnal Pengabdian kepada Masyarakat,2550-1089,"['Erlina Rufaidah', 'Nurdin']",83-85,2.0,TRUE,http://jss.lppm.unila.ac.id/index.php/ojs/article/view/210/156,4.0,,,"[{'name': {'lineage': None, 'honourific': None, 'family': 'Erlina', 'given': 'Rufaidah'}, 'id': '-', 'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'id': None, 'name': {'family': 'Nurdin', 'honourific': None, 'lineage': None, 'given': '-'}}]",,,,,,
53,pub,Universitas Lampung,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 25111, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/38897', 'rev_number': 1, 'docid': 38897, 'main': '4060-10521-1-SM.pdf', 'files': [{'hash_type': 'MD5', 'mtime': '2020-11-12 18:42:45', 'filename': '4060-10521-1-SM.pdf', 'hash': 'b17c467f8b876900430d1a51a4ce7c6f', 'fileid': 227266, 'mime_type': 'application/pdf', 'filesize': 676896, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/227266', 'objectid': 38897}]}]",public,http://repository.lppm.unila.ac.id/id/eprint/25111,2020-11-13 01:21:19,344,2020-11-13 01:21:19,"[{'id': None, 'name': {'given': 'Dela', 'lineage': None, 'honourific': None, 'family': 'Fitriana'}}, {'id': 'teguh.endaryanto@fp.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Endaryanto', 'given': 'Teguh'}}, {'name': {'given': 'Rabiatul', 'lineage': None, 'honourific': None, 'family': 'Adawiyah'}, 'id': 'rabiatul.adawiyah@fp.unila.ac.id'}]",disk0/00/02/51/11,2020-05-01 00:00:00.000000000,article,['FP1'],KEPUASAN KONSUMEN RUMAH TANGGA TERHADAP BERAS PADI ASAL LAMPUNG SELATAN (BERAS “PALAS”) DI KABUPATEN LAMPUNG SELATAN,6,show,archive,2020-11-13 01:21:19,,['S1'],"This research aimed to find out consumption pattern and level of satisfaction of household consumers on “Palas” rice. The research was done in South Lampung with a survey method. The data was collected in Mei 2018. The technique used for sampling was nonprobability sampling with 40 respondents. The analysis methods used were descriptive analysis, Customer Satisfaction Index (CSI) and Importance Performance Analysis (IPA). The research showed that the household consumers of “Palas” rice consumed 9.12 kg per month. They consume “Palas” rice because the quality of “Palas” rice is quite good such as the color, the cleanliness, and the price. The CSI value obtained is 73,60 percent which is in satisfying category. According to the results of IPA attributes that should be top priorities are taste and texture of rice.",25111,,,,published,,,JIIA (Jurnal Ilmu-Ilmu Agribisnis),2337-7070,['Universitas Lampung'],248-255,2.0,TRUE,https://jurnal.fp.unila.ac.id/index.php/JIA/article/view/4060,8.0,,,,,,,,,
54,pub,Centre for Environment & Socio-Economic Research Publications,"[{'content': 'published', 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 20981, 'uri': 'http://repository.lppm.unila.ac.id/id/document/34357', 'rev_number': 2, 'pos': 1, 'format': 'text', 'files': [{'fileid': 195911, 'mime_type': 'application/pdf', 'mtime': '2020-05-29 04:55:23', 'hash_type': 'MD5', 'filename': 'Jurnal Fitri.pdf', 'hash': '071341c1f2638b43f9c4ae3d25a52984', 'datasetid': 'document', 'filesize': 205377, 'objectid': 34357, 'uri': 'http://repository.lppm.unila.ac.id/id/file/195911'}], 'main': 'Jurnal Fitri.pdf', 'docid': 34357}]",public,http://repository.lppm.unila.ac.id/id/eprint/20981,2020-05-29 06:54:02,728,2020-05-29 06:54:02,"[{'name': {'given': 'Fitriani', 'family': 'Fitriani', 'honourific': None, 'lineage': None}, 'id': 'fitriani@polinela.ac.id'}, {'id': 'barifin@uwalumni.com', 'name': {'given': 'Bustanul', 'lineage': None, 'honourific': None, 'family': 'Arifin'}}, {'id': 'Wan_abbas@yahoo.com', 'name': {'given': 'Wan Abbas', 'family': 'Zakaria', 'honourific': None, 'lineage': None}}, {'name': {'family': 'Ismono', 'honourific': None, 'lineage': None, 'given': 'R Hanung'}, 'id': 'hismono@fp.unila.ac.id'}, {'name': {'honourific': None, 'family': 'Prasmatiwi', 'lineage': None, 'given': 'Fembriarti Erry'}, 'id': 'fembriarti.erry@fp.unila.ac.id'}]",disk0/00/02/09/81,1970-01-01 00:00:00.000002020,article,['FP1'],"Sustainable Production of Lampung Robusta Coffee: A
Cost-Benefit Analysis",8,show,archive,2020-05-29 06:54:02,,['AC'],"The application of coffee agroforestry system in upstream watersheds is essential to analyze more
deeply to answer global the demand for sustainable production. Information on the evaluation of
agroforestry coffee systems sustainability in Sekampung upper watershed is still limited. This study
aimed to analyze the economic sustainability of coffee production systems in the upper watershed.
The research took place in Sekampung upper watershed located Air Naningan sub-district of
Tanggamus, selected purposively. Datar Lebuay and SinarJawa villages were selected because
both regions have most extensive dry land use. Besides, mainly the two villages are crossed with
two large rivers flowing water into Way Sekampung and Batu Tegi Dam watersheds: Sangharus
River and Sekampung Hulu River. The respondents were coffee farmers, selected based on land
management status including private/clan holders, IUPHKm permits, and non-HKm. Respondent
sampling was conducted randomly based on the land status of 400 people. Data was collected by
interviewing individual respondents using a questionnaire. The method of measuring the economic
feasibility of coffee production systems used was Cost Benefit Analysis (CBA) with sustainability
indicators of NPV, Net Benefit, and EIRR. Considering the results of the analysis, it could be
concluded that coffee farming in agroforestry cultivation systems and coffee monoculture systems
in the different land tenure met the eligibility criteria and provided long-term economic benefits. The
application of agroforestry coffee was a strategic option to increase the farmers’ land productivity.
Agroforestry coffee production in the long run was relatively resistant to the changing coffee prices
despite extreme price declines. The option to increase the diversity of intercropping populations
and MPTS could increase the farmers' land productivity.
Keywords: benefit, cost, analysis, coffee, agroforestry, HKm, Sekampung",20981,,,,published,,,International Journal of Ecology & Development,0973-7308,['Universitas Lampung'],44-58,1.0,TRUE,http://ceser.in/ceserp/index.php/ijed/article/view/6412,35.0,,,,,,,,,
55,pub,Juruan Agribisnis Fakultas Pertanian Universitas Lampung,"[{'security': 'public', 'placement': 1, 'eprintid': 28345, 'language': 'id', 'mime_type': 'application/pdf', 'files': [{'fileid': 251984, 'mime_type': 'application/pdf', 'mtime': '2021-03-11 06:11:41', 'hash_type': 'MD5', 'hash': 'b4f6716db20ff0ed7b72317d35d8a3d9', 'filename': 'Marita Nop 2020.pdf', 'datasetid': 'document', 'filesize': 572383, 'objectid': 42384, 'uri': 'http://repository.lppm.unila.ac.id/id/file/251984'}], 'docid': 42384, 'main': 'Marita Nop 2020.pdf', 'rev_number': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/42384', 'format': 'text', 'pos': 1}]",public,http://repository.lppm.unila.ac.id/id/eprint/28345,2021-03-12 02:16:18,728,2021-03-12 02:16:18,"[{'id': None, 'name': {'given': 'Marita Infia', 'family': 'Fitriani', 'honourific': None, 'lineage': None}}, {'id': 'fembriarti.erry@fp.unila.ac.id', 'name': {'given': 'Fembriarti Erry', 'lineage': None, 'honourific': None, 'family': 'Prasmatiwi'}}, {'name': {'honourific': None, 'family': 'Adawiyah', 'lineage': None, 'given': 'Rabiatul'}, 'id': 'rabiatul.adawiyah@fp.unila.ac.id'}]",disk0/00/02/83/45,2020-11-01 00:00:00.000000000,article,['FP1'],"KETAHANAN PANGAN RUMAH TANGGA PETANI ANGGOTA LUMBUNG
DI KECAMATAN GADING REJO, KABUPATEN PRINGSEWU",7,show,archive,2021-03-12 02:16:18,,['AC'],"This study aims to analyze food security level, the factors affecting food security, and the efforts to increase
food security of farmer household of granary member. The location of this study is chosen purposively as
consideration that the group of granaries received the granary development program in Gading Rejo
Subdistrict, Pringsewu Regency with 44 farmers of granary members who are selected by proportional
random sampling method. Data were collected in April 2018. Food security level is analyzed using cross
classification between food expenditure and food sufficiency level, factors affecting the level of food security
is analyzed using ordinal logistic regression, and the efforts to increase the level of food security is analyzed
using descriptive qualitative analysis. The study shows that food security according to BPS category as
much as 22.,73% is in secure category, 15.91% less secure, 34.09% vulnerable, and 27.27% insecure. Food
security according to nutrition science and the 2012 Constitution of Food as much as 45.45% is in secure
category, 27,27% less secure, 15.91% vulnerable, and 11.36% insecure. Factors that influence the level of
food security are rice production, price of rice, and side occupation. Efforts to increase food security are
programs on increasing income through irrigation and crop indexes, improving nutrition through education
on nutrition and food by the government, accelerating food diversification, and development of food barns.
Farmer’s effort to overcome food shortages is by changing habit in the quality of food consumed.
Key words: food security, granary member",28345,,,,published,,,Jurnal Ilmu-Ilmu Agribisnis,2337 7070,['Universitas Lampung'],673-680,4.0,TRUE,http://jurnal.fp.unila.ac.id/index.php/JIA/article/view/4713/3327,8.0,http://jurnal.fp.unila.ac.id/index.php/JIA/article/view/4713/3327,,,,,,,,
56,pub,International Journal of Sciences:  Basic and Applied Research  (IJSBAR),"[{'eprintid': 41477, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en', 'main': 'Preview Penilaian_The Role of Cyber.pdf', 'docid': 163111, 'files': [{'filesize': 306132, 'datasetid': 'document', 'mtime': '2022-04-26 15:25:46', 'hash_type': 'MD5', 'filename': 'Preview Penilaian_The Role of Cyber.pdf', 'hash': 'b3ac7d53d7da4c09e21521af623855de', 'fileid': 459355, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/459355', 'objectid': 163111}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/163111', 'rev_number': 1}]",public,http://repository.lppm.unila.ac.id/id/eprint/41477,2022-05-11 07:29:48,719,2022-05-11 07:29:48,"[{'id': 'trully.dame@yahoo.co.id', 'name': {'given': 'Dame Trully', 'family': 'Gultom', 'honourific': None, 'lineage': None}}, {'name': {'lineage': None, 'honourific': None, 'family': 'Sumardjo', 'given': 'Sumardjo'}, 'id': 'sumardjo252@gmail.com'}, {'name': {'given': 'Sarwititi', 'lineage': None, 'honourific': None, 'family': 'Sarwoprasojo'}, 'id': 'sarwititi@gmail.com'}, {'name': {'given': 'Pudji', 'lineage': None, 'family': 'Muljono', 'honourific': None}, 'id': '-'}]",disk0/00/04/14/77,2020-05-01 00:00:00.000000000,other,['FP1'],"Hasil Peer Review_The Roles of Cyber Extension Communication Media inStrengthening Horticulture Farmers in Facing
Globalization in Lampung Province, Indonesia",7,show,archive,2022-05-11 07:29:48,,['S1'],"Hasil Peer Review International Journal of Sciences: 
Basic and Applied Research (IJSBAR)",41477,,,,,,,,,,,,,,,,,,,,,,,
57,pub,Universitas Lampung,"[{'security': 'public', 'placement': 1, 'eprintid': 24928, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'objectid': 38673, 'uri': 'http://repository.lppm.unila.ac.id/id/file/225760', 'mime_type': 'application/pdf', 'fileid': 225760, 'filename': 'Jurnal Satria-Irfan.pdf', 'hash': 'bd88f7ace4b7e2009508fc287404e254', 'mtime': '2020-11-11 06:50:02', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 727525}], 'docid': 38673, 'main': 'Jurnal Satria-Irfan.pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/38673', 'format': 'text', 'pos': 1}]",public,http://repository.lppm.unila.ac.id/id/eprint/24928,2020-11-11 07:38:18,620,2020-11-11 07:38:18,"[{'id': None, 'name': {'given': 'Satria Arif', 'lineage': None, 'honourific': None, 'family': 'Gumelar'}}, {'id': 'irfan.affandi@fp.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Affandi', 'given': 'Muhammad Irfan'}}, {'id': 'suriaty.situmorang@fp.unila.ac.id', 'name': {'family': 'Situmorang', 'honourific': None, 'lineage': None, 'given': 'Suriaty'}}]",disk0/00/02/49/28,2020-02-01 00:00:00.000000000,article,['FP1'],Pengaruh Hambatan Nontarif di Pasar Uni Eropa Terhadap Ekspor Komoditas CPO Indonesia,7,show,archive,2020-11-11 07:38:18,,['S1'],"This research aims to analyze which trade barriers are implemented by European Union (EU) on Indonesian Crude Palm Oil (CPO) commodity and did the non-tariff barrier named “Report on Palm Oil and Deforestation of Rainforrest” which has been ratified by the European Comission (EC) have a significant effects on Indonesian CPO export or not. This research used literature study method with secondary and primary data obtained from BPS, Indonesian National Export Development Agency, Central Bank of Indonesia, Eurostat, WTO, FAO, PASPI, Indonesian Ministry of Agriculture, Indonesian Ministry of Trade and Indonesian Palm Oil Assosiation (IPOA). The results of this research show that the EU has implemented non-tariff barriers on Indonesian CPO since 1905 with various kinds of issues such as health, social and environment. The non-tariff barrier which has been ratified in April 2017 by the European Comission did not significantly affect on Indonesian CPO export.",24928,,,,published,,,JIIA (Jurnal Ilmu-Ilmu Agribisnis),2337-7070,,86-92,1.0,TRUE,https://jurnal.fp.unila.ac.id/index.php/JIA/article/view/4347,8.0,,,,,,,,,
58,pub,Universitas Lampung,"[{'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 31750, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/143763', 'pos': 1, 'format': 'text', 'files': [{'filesize': 767978, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2021-06-02 12:15:47', 'hash': '6ba88db389f54aaf0f199d836d21533d', 'filename': 'MEGI ADI GUNA.pdf', 'fileid': 376128, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/376128', 'objectid': 143763}], 'docid': 143763, 'main': 'MEGI ADI GUNA.pdf'}]",public,http://repository.lppm.unila.ac.id/id/eprint/31750,2021-06-03 01:05:19,908,2021-06-03 01:05:19,"[{'id': None, 'name': {'given': 'Megi Adi', 'honourific': None, 'family': 'Guna', 'lineage': None}}, {'name': {'lineage': None, 'family': 'Lestari', 'honourific': None, 'given': 'Dyah Aring Hepiana'}, 'id': 'dyaharing@fp.unila.ac.id'}, {'id': None, 'name': {'family': 'Suryani', 'honourific': None, 'lineage': None, 'given': 'Ani'}}]",disk0/00/03/17/50,2020-11-01 00:00:00.000000000,article,['FP1'],ANALISIS SISTEM AGRIBISNIS TERNAK KAMBING (Studi Kasus pada Usaha Peternakan Prima Aqiqah di Kota Bandar Lampung),7,show,archive,2021-06-03 01:05:19,,"['AC', 'S1']","This research aims to analyze procurement system of production facilities that are appropriate to six preciseness (on time, place, quality, quantity, type, and price), income from the goat livestock business, added value of goat processed products, the marketing channels of goat livestock, and supporting services
for goat farming. This research uses a case study method carried out at Prima Aqiqah Farm in Bandar Lampung City. This location is chosen purposively as consideration that Prima Aqiqah Farm is a goat breeding business that processes goat products. Data were collected in April—May 2017 and analyzed using
a qualitative and quantitative desctiptive analysis. The results of this research shows that the procurement of production facilities for the goat farm business at Prima Aqiqah Farm has fulfilled the six preciseness. The goat of Prima Aqiqah Farm is profitable and feasible because R/C value ≥ 1. Therefore, processed products at Prima Aqiqah Farm have positive added value. The marketing channel for goat livestock products has two marketing channels, namely direct marketing channels to consumers and indirect. While processed products only have one marketing channel which is a direct marketing channel to consumers. Supporting service institutions that support the business activities of goats are financial institutions, transportation facilities, and information and communication technologies that provide benefits for Prima Aqiqah Farm.

Key words : agribusiness system, aqiqah, goat",31750,,,,published,,,JIIA (Jurnal Ilmu-Ilmu Agribisnis),2337-7070,,592-599,4.0,TRUE,http://jurnal.fp.unila.ac.id/index.php/JIA/article/view/4703,8.0,,,,,,,,,
59,pub,Universitas Lampung,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/36942', 'rev_number': 1, 'format': 'text', 'pos': 1, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/213580', 'objectid': 36942, 'filesize': 591040, 'datasetid': 'document', 'hash': '4fd36478d2850e141fbdb0bdcb98bffa', 'filename': '4163-10653-1-SM.pdf', 'mtime': '2020-07-23 08:55:37', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 213580}], 'main': '4163-10653-1-SM.pdf', 'docid': 36942, 'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 23348}]",public,http://repository.lppm.unila.ac.id/id/eprint/23348,2020-07-24 00:55:49,908,2020-07-24 00:55:49,"[{'name': {'honourific': None, 'family': 'Handayani', 'lineage': None, 'given': 'Rahmawati'}, 'id': 'dyah.aring@fp.unila.ac.id'}, {'id': 'dyaharing@fp.unila.ac.id', 'name': {'family': 'Lestari', 'honourific': None, 'lineage': None, 'given': 'Dyah Aring Hepiana'}}, {'id': 'ktut.murniati@fp.unila.ac.id', 'name': {'family': 'Murniati', 'honourific': None, 'lineage': None, 'given': 'Ktut'}}]",disk0/00/02/33/48,2020-02-01 00:00:00.000000000,article,['FP1'],TINGKAT KEPUASAN ANGGOTA DAN FAKTOR-FAKTOR YANG BERPENGARUH TERHADAP PARTISIPASI ANGGOTA KUD MINA JAYA KECAMATAN BUMI WARAS DI KOTA BANDAR LAMPUNG,7,show,archive,2020-07-24 00:55:49,,"['H1', 'S1']","This research aims to analyze the level of satisfaction members, and the factors that affect on the level of participation members of KUD Mina Jaya in Bumi Waras subsdistrict of Bandar Lampung City. This research is condutedby survey method. Respondents of this research consist of fishermen (ship owner, sailor, ship crew, and ship machine) and nonfisherman (fish merchant). The research respondents constitutes of 87 people, consist of 68 fishermen and 19 nonfisherman and the research data is colledcted inJanuary to May 2017. The results of this research showed that the satisfaction felt by members of the inner ministry RAT, mandatory savings, and utilization of business unit services in categories “satisfied”. Based on the results of IPA, the main priority attributes were sufficient physical infrastructure, staff support, and availability of information boards. The age, length of membership, gender, jobs, and member’s satisfaction of cooperation services were positively correlated to the level of member participation of RAT attending. The length of membership was positively correlatedto the level of member participation in purchasing obligatory deposits. Family burden, jobs, and member’s satisfaction of cooperation services alsopositively correlatedto the level of member’s participation on untilised the business unit services.

Key words: cooperative, participation, satisfaction",23348,,,,published,,,JIIA (Jurnal Ilmu-Ilmu Agribisnis),2337-7070,,38-46,1.0,TRUE,https://jurnal.fp.unila.ac.id/index.php/JIA/article/view/4163,8.0,,,,,,,,,
