,eprintid,eprint_status,status_changed,abstract,subjects,official_url,title,metadata_visibility,rev_number,volume,type,divisions,issn,creators,publication,date,dir,lastmod,userid,pagerange,datestamp,documents,publisher,number,ispublished,refereed,full_text_status,uri,succeeds,pages,editors,place_of_pub,copyright_holders,isbn,date_type,book_title,corp_creators,institution,contact_email,monograph_type,event_title,event_location,event_dates,event_type,pres_type,id_number,related_url,contributors,funders,referencetext,keywords,projects
103,44113,archive,2022-08-18 00:50:18,"Penelitian ini bertujuan untuk mengetahui pengaruh komitmen organisasi, job stress, semangat kerja dan kepuasan kerja terhadap kinerja pegawai Otoritas Jasa Keuangan (OJK) Lampung. Metode yang digunakan dalam penelitian ini adalah metode deskriptif verifikatif dengan pendekatan ex post facto dan survey. Populasi dalam penelitian ini berjumlah 52 responden. Sampel yang diperoleh adalah 34 responden. Pengumpulan data dilakukan melalui observasi, wawancara, dokumentasi dan kuisioner/angket. pengujian hipotesis secara parsial uji T dan secara simultan uji F. Hasil analisis menunjukkan bahwa ada pengaruh komitmen organisasi, job stress, semangat kerja dan kepuasan kerja terhadap kinerja pegawai sebesar 70,6%.",['H1'],http://jurnal.fkip.unila.ac.id/index.php/JEE/article/view/19087,"Pengaruh Komitmen Organisasi, Job Stress, Semangat Kerja dan Kepuasan Kerja Terhadap Kinerja Pegawai",show,10,,other,['FP1'],,"[{'id': None, 'name': {'given': 'Pandu', 'honourific': None, 'family': 'Pandu Harbiansyah', 'lineage': None}}, {'name': {'given': 'ER', 'honourific': None, 'family': 'Erlina Rufaidah', 'lineage': None}, 'id': 'erlinarufaidah1958@gmail.com'}, {'name': {'given': 'Yon', 'family': 'yon Rizal', 'honourific': None, 'lineage': None}, 'id': 'yon.rizal@fkip.unila.ac.id'}]",,1970-01-01 00:00:00.000002019,disk0/00/04/41/13,2022-08-18 00:50:18,1000,,2022-08-18 00:50:18,"[{'placement': 1, 'security': 'public', 'eprintid': 44113, 'content': 'bibliography', 'language': 'id', 'mime_type': 'application/xml', 'files': [{'objectid': 166136, 'uri': 'http://repository.lppm.unila.ac.id/id/file/479712', 'datasetid': 'document', 'filesize': 19734, 'mime_type': 'application/xml', 'fileid': 479712, 'hash': 'd444fc7db40569f1fbdeae4cdc1d1017', 'filename': 19087, 'hash_type': 'MD5', 'mtime': '2022-08-16 09:35:15'}], 'main': 19087, 'docid': 166136, 'rev_number': 4, 'uri': 'http://repository.lppm.unila.ac.id/id/document/166136', 'formatdesc': 'URL Jurnal', 'pos': 1, 'format': 'text'}, {'eprintid': 44113, 'security': 'public', 'placement': 2, 'language': 'en', 'mime_type': 'application/pdf', 'docid': 166137, 'main': 'Ekobis_Pengaruh Komitmen Organisasi, Job Stress, Semangat Kerja, dan Kepuasan Kerja Terhadap Kinerja Pegawai.pdf', 'files': [{'mime_type': 'application/pdf', 'fileid': 479715, 'filename': 'Ekobis_Pengaruh Komitmen Organisasi, Job Stress, Semangat Kerja, dan Kepuasan Kerja Terhadap Kinerja Pegawai.pdf', 'hash': '3d4ebfbc7ac7cae82e142bd3aff919e6', 'mtime': '2022-08-16 09:36:21', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 1346123, 'objectid': 166137, 'uri': 'http://repository.lppm.unila.ac.id/id/file/479715'}], 'format': 'text', 'pos': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/166137', 'rev_number': 1}]",Jurnal Edukasi Ekobis,,pub,,public,http://repository.lppm.unila.ac.id/id/eprint/44113,,,,,,,published,,,,,,,,,,,,,,,,,
104,19848,archive,2020-05-18 02:23:28,"This research aims to find outsupply chain, flow patterns of goods, information, and finance, supply chain performance, and marketing efficiency. The research was carried out in two villages namely Tanjung Raya Village and Hanakau Village of Sukau District.  Determination of the location of the study was conducted purposively considering the area as a center for vegetable production in West Lampung Regency.  The respondents involved were 74 people, consisting of 30 vegetable farmers, 10 agents, 12 wholesalers, and 22 retailers.  The first and second objectives were analyzed using a descriptive method, the third objective was analyzed using supply chain performance measurement, and the fourth objective was analyzed using marketing efficiency.  The results proved that stakeholders involved in the tomato supply chain consist of farmers, agents, wholesalers, retailers, and consumers.  The flow of goods occured from upstream to downstream, and the flow of information occurs from upstream to downstream.  Meanwhile, financial flow occured from downstream to upstream.  The tomato supply chain performance was in a good criteria, because it reaches the foodscor card value, but the distribution is inefficient because the overall ratio of profit margins among marketing institutions is spread unevenly and less than zero.",['S1'],http://jurnal.fp.unila.ac.id/index.php/JIA/article/view/3865/2833,Analisis Rantai Pasok Tomat di Kecamatan Sukau Kabupaten Lampung Barat,show,7,7.0,article,['FP1'],2337 7070,"[{'id': None, 'name': {'lineage': None, 'honourific': None, 'family': 'Paramita', 'given': 'Yulita Siska'}}, {'name': {'given': 'Ali Ibrahim', 'family': 'Hasyim', 'honourific': None, 'lineage': None}, 'id': None}, {'id': 'irfan.affandi@fp.unila.ac.id', 'name': {'given': 'Muhammad Irfan', 'family': 'Affandi', 'honourific': None, 'lineage': None}}]",Jurnal Ilmu-Ilmu Agribisnis,2019-11-01 00:00:00.000000000,disk0/00/01/98/48,2020-05-18 02:23:28,620,499-506,2020-05-18 02:23:28,"[{'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/33150', 'rev_number': 1, 'main': 'Jurnal Yulita SP.pdf', 'docid': 33150, 'files': [{'objectid': 33150, 'uri': 'http://repository.lppm.unila.ac.id/id/file/187911', 'mime_type': 'application/pdf', 'fileid': 187911, 'hash': '86b7c70e787db697ff43a1f684323401', 'filename': 'Jurnal Yulita SP.pdf', 'hash_type': 'MD5', 'mtime': '2020-05-17 05:11:22', 'datasetid': 'document', 'filesize': 546624}], 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 19848, 'security': 'public', 'placement': 1}]",Juruan Agribisnis Fakultas Pertanian Universitas Lampung,4.0,pub,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/19848,,,,,,,published,,,,,,,,,,,,,,,,,
105,20629,archive,2020-05-27 02:49:15,"ABSTRACT
 
This research aims to analyze the income structure, income distribution, and household welfare level of palm
oil smallholders in Tulang Bawang Regency.  This research used a survey method.  The study sample
consisted of 54 independent palm oil farmers in Penawar Tama Sub-District and 22 independent palm oil
farmers in Gedung AjiBaru Sub-District.  Data were collected in July - August 2017 and analyzed using
quantitative and qualitative descriptive analysis.  The results showed that the income structures of palm oil
smallholders consist of contribution from on farm income, which is the highest, i.e. 55.10 percent in scenario
1 and 49.11 percent in scenario 2. The following income sources are from non farm, and off farm activities
respectively. The household income of palm oil smallholders is relatively evenly distributed in scenario 1
with Gini Index of 0.17 which shows low inequality, and distributed in the medium category in scenario 2
with a Gini Index of 0.31 which shows moderate inequality.  The level of welfare of palm oil
smallholdersaccording to Sajogyo (1997) criteria shows that the majority of farmers are categorized as poor
and almost poor, reaching 68.42 percent.  According to the Badan Pusat Statistik (2014) shows that the
majority of palm oil smallholdersis categorized as not prosperous (64.47 percent), and the rest is in
prosperous category.

Key words: farming, income, oil palm, welfare",['S1'],https://jurnal.fp.unila.ac.id/index.php/JIA/article/view/3773,"STRUKTUR DAN DISTRIBUSI PENDAPATAN SERTA TINGKAT KESEJAHTERAAN PETANI
KELAPA SAWIT RAKYAT DI KABUPATEN TULANG BAWANG 

(Structure and Distribution of Income and Level of Welfare of Palm Oil Small holders 
 in Tulang Bawang Regency)",show,6,7.0,article,['FP1'],2337-7070,"[{'name': {'lineage': None, 'family': 'Patra', 'honourific': None, 'given': 'Reki Septian'}, 'id': None}, {'name': {'family': 'Ismono', 'honourific': None, 'lineage': None, 'given': 'R Hanung'}, 'id': 'hismono@fp.unila.ac.id'}, {'name': {'honourific': None, 'family': 'Nugraha', 'lineage': None, 'given': 'Adia'}, 'id': None}]",JIIA (Jurnal Ilmu-Ilmu Agribisnis),2019-08-01 00:00:00.000000000,disk0/00/02/06/29,2020-05-27 02:49:15,479,354-360,2020-05-27 02:49:15,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/33976', 'pos': 1, 'format': 'text', 'files': [{'filename': 'Reki.pdf', 'hash': 'd14241b7ef985949950754ab252ba431', 'hash_type': 'MD5', 'mtime': '2020-05-27 02:41:02', 'mime_type': 'application/pdf', 'fileid': 193517, 'filesize': 771942, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/193517', 'objectid': 33976}], 'docid': 33976, 'main': 'Reki.pdf', 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 20629}]",Universitas Lampung,3.0,pub,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/20629,,,,,,,published,,,,,,,,,,,,,,,,,
106,20149,archive,2020-05-19 13:59:31,"This research aims to analyze the efficiency of black pepper marketing system in West Lampung Regency of
Lampung Province.  The research was conducted purposively at Fajar Bulan and Mutar Alam Village of
Way Tenong Subdistrict, Sukajadi and Rigis Jaya Village of Air Hitam Subdistrict in October-December
2017.  Farmer respondents and marketing agent respondents were taken by tracing marketing networks. 
Data analysis included analysis of marketing system efficiency was conducted by employing SCP method. 
The results showed that the marketing system of black pepper in West Lampung Regency weren’t efficient
based on: the market structure was an imperfect competition, the market conduct showed pepper price
determination by pepper buyers, but there was still negotiation system.  There were two payment systems
that were cash and credit system.  The analysis of market performance showed that there were three
marketing channelsin which marketing margin were relatively high, Ratio Profit Margin not spread evenly,
and the elasticity of price transmission (Et) was less than one, although producer share (PS) value was high
(above 80 percent).

Key words : black pepper, efficiency, marketing system, SCP method",['AC'],,"SISTEM PEMASARAN LADA HITAM DI KABUPATEN LAMPUNG BARAT 
PROVINSI LAMPUNG",show,6,7.0,article,['FP1'],2337 7070,"[{'id': None, 'name': {'given': 'M Pandu', 'honourific': None, 'family': 'Pradyatama', 'lineage': None}}, {'name': {'given': 'Ali Ibrahim', 'lineage': None, 'family': 'Hasyim', 'honourific': None}, 'id': None}, {'name': {'lineage': None, 'honourific': None, 'family': 'Situmorang', 'given': 'Suriaty'}, 'id': 'suriaty.situmorang@fp.unila.ac.id'}]",Jurnal Ilmu-Ilmu Agribisnis,2019-08-01 00:00:00.000000000,disk0/00/02/01/49,2020-05-19 13:59:31,519,491-498,2020-05-19 13:59:31,"[{'placement': 1, 'security': 'public', 'eprintid': 20149, 'mime_type': 'application/pdf', 'language': 'en', 'files': [{'hash_type': 'MD5', 'mtime': '2020-05-19 09:39:24', 'hash': '415b91beb71febfc0424c17631c5b86a', 'filename': 'JIIA, Vol-7 No. 4, Nov - 2019.pdf', 'fileid': 190139, 'mime_type': 'application/pdf', 'filesize': 500469, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/190139', 'objectid': 33490}], 'docid': 33490, 'main': 'JIIA, Vol-7 No. 4, Nov - 2019.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/33490', 'rev_number': 1, 'pos': 1, 'format': 'text'}]",Juruan Agribisnis Fakultas Pertanian Universitas Lampung,4.0,pub,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/20149,,,,,,,published,,"['Prodi Agribisnis FP Unila', 'Prodi Agribisnis FP Unila', 'Prodi Agribisnis FP Unila']",,,,,,,,,,,,,,,
107,21163,archive,2020-05-30 08:25:35,"ABSTRACT
This research aims to analyze the household income and the prosperity grade of pepper farmers’ household
in Tanjung Raja District of North Lampung Regency. This research was conducted in Tanjung Raja Village
and Sinar Jaya Village of Tanjung Raja District, North Lampung Regency in January - February 2018 using
a survey method. The samples were 62 pepper farmers taken by using simple random sampling. This
research uses descriptive quantitative method to determine the income and the expenditure. Factors
influencing the prosperity were analyzed by using binary logit in which the influential factors were found by
looking at the significant values in Z-Statistics. The results showed that the household income of pepper
farmers in the research area was categorized as high because the household income has reached for about
two million five hundred thousand until three million five hundred thousand rupiah per month. The most
contributed income was derived from pepper farming activities and the rest was contributed from nonpepper farming, off-farming, and non-farming activities. Based on BPS criteria, pepper farmer households
at Tanjung Raja District were categorized as prosperous as many as 85.48 percent and were not prosperous
as many as 14.52 percent. Based on the regression analysis using binary logit, there were two factors
influencing the prosperity grade of pepper farmers, i.e household income and the number of jobs.
Key words: household income, pepper farming, prosperity grade.",['S1'],https://jurnal.fp.unila.ac.id/index.php/JIA/article/view/3777,"ANALISIS PENDAPATAN DAN TINGKAT KESEJAHTERAAN RUMAH TANGGA
PETANI LADA DI KECAMATAN TANJUNG RAJA, KABUPATEN LAMPUNG UTARA
(Analysis of Income and Welfare of Pepper Farmer Households in Tanjung Raja District
of North Lampung Regency)",show,6,7.0,article,['FP1'],2337-7070,"[{'id': None, 'name': {'given': 'Yudi', 'lineage': None, 'honourific': None, 'family': 'Pranata'}}, {'name': {'honourific': None, 'family': 'Widjaya', 'lineage': None, 'given': 'Sudarma'}, 'id': 'sudarmawidjaya@gmail.com'}, {'id': None, 'name': {'given': 'Serly', 'family': 'Silviyanti', 'honourific': None, 'lineage': None}}]",JIIA (Jurnal Ilmu-Ilmu Agribisnis),2019-08-01 00:00:00.000000000,disk0/00/02/11/63,2020-05-30 08:25:35,70,383-390,2020-05-30 08:25:35,"[{'main': '3777-9490-1-SM.pdf', 'docid': 34546, 'files': [{'objectid': 34546, 'uri': 'http://repository.lppm.unila.ac.id/id/file/197166', 'fileid': 197166, 'mime_type': 'application/pdf', 'mtime': '2020-05-30 07:36:33', 'hash_type': 'MD5', 'filename': '3777-9490-1-SM.pdf', 'hash': '7bc4c9ec12a69e53d9b9af26acad4389', 'datasetid': 'document', 'filesize': 720355}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/34546', 'rev_number': 1, 'eprintid': 21163, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en'}]",Universitas Lampung,3.0,pub,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/21163,,,,,,,published,,,,,,,,,,,,,,,,,
108,17075,archive,2019-11-19 05:21:43,"Perkebunan kelapa sawit rakyat di Provinsi Lampung baik pola kemitraan maupun pola mandiri yang dirintis sejak tahun 1990-an telah memasuki masa akhir umur ekonomisnya. Petani kelapa sawit sedang bersiap untuk melaksanakan peremajaan kebun kelapa sawitnya. Penelitian ini bertujuan untuk menganalisis struktur pendapatan petani kelapa sawit rakyat pola kemitraan dan mandiri di Provinsi Lampung memasuki masa peremajaan. Penelitian menggunakan metode survei. Lokasi penelitian di-enam kabupaten sentra produksi kelapa sawit yaitu di Kabupaten Mesuji, Tulang Bawang, Way Kanan, Lampung Selatan, Lampung Tengah, dan Kabupaten Pesisir Barat. Responden penelitian ini adalah petani yang mengusahakan kebun kelapa sawit memasuki masa peremajaan. Jumlah responden adalah 1008 yang terbagi 605 petani mandiri dan 403 petani mitra. Waktu pengamblan data penelitian adalah bulan November 2018 sampai bulan Mei 2019. Hasil penelitian menunjukkan bahwa umur rata-rata tanaman kelapa sawit yang diusahakan petani baik pola kemitraan maupun pola mandiri adalah 23 tahun. Pendapatan usahatani kelapa sawit pola kemitraan lebih tinggi dibanding pola mandiri yaitu  Rp10.861.220/hektare/tahun untuk petani mitra dan Rp6.966.086,23/hektare/tahun untuk  petani mandiri. Kontribusi pendapatan dari kebun kelapa sawit terhadap pendapatan rumah tangga adalah masing-masing 29,75% untuk pola kemitraan dan 29,32 untuk petani mandiri.

Kata kunci: struktur  pendapatan, kelapa sawit rakyat, peremajaan",['AC'],,"STRUKTUR PENDAPATAN PETANI KELAPA SAWIT RAKYAT 
MEMASUKI MASA PEREMAJAAN DI PROVINSI LAMPUNG",show,8,,conference_item,['FP1'],,"[{'name': {'given': 'Fembriarti Erry', 'lineage': None, 'honourific': None, 'family': 'Prasmatiwi'}, 'id': 'feprasmatiwi@yahoo.com'}, {'name': {'family': 'Ismono', 'honourific': None, 'lineage': None, 'given': 'R Hanung'}, 'id': 'hismono@yahoo.com'}, {'id': 'dyaharing@yahoo.com', 'name': {'lineage': None, 'honourific': None, 'family': 'Lestari', 'given': 'Dyah Aring Hepiana'}}, {'id': 'diaanzen@gmail.com', 'name': {'given': 'Dian', 'honourific': None, 'family': 'Rahmalia', 'lineage': None}}, {'name': {'lineage': None, 'honourific': None, 'family': 'Fitriani', 'given': 'Fitriani'}, 'id': '.fitriani@polinela.ac.id'}]",,2019-11-06 00:00:00.000000000,disk0/00/01/70/75,2019-11-19 05:21:43,948,,2019-11-19 05:21:43,"[{'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30168', 'main': 'Fembriarti Erry  Kelapa sawit Jambi  -Unila.pdf', 'docid': 30168, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/144914', 'objectid': 30168, 'mtime': '2019-11-18 13:08:05', 'hash_type': 'MD5', 'hash': 'c5295ec87c99685d58a3f58fe091526f', 'filename': 'Fembriarti Erry  Kelapa sawit Jambi  -Unila.pdf', 'fileid': 144914, 'mime_type': 'application/pdf', 'filesize': 1985298, 'datasetid': 'document'}], 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 17075, 'security': 'public', 'placement': 1}]",,,unpub,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/17075,,,,,,,,,,,,,Seminar Nasional CSSPO Universitas Jambi Tahun 2019,"Hotel BW Luxury, Kota Jambi",6 November 2019,other,speech,,,,,,,
109,15435,archive,2019-11-07 04:38:24,"Abstract. Determination of production standard cost of coffee farming is important. Farmers can decide whether to sell their coffee immediately or to delay until the selling price is higher than the standard cost. This research is to calculate the standard cost of production and the income of coffee farming in Bulok Subdistrict of Tanggamus District of Lampung Province. This is a survey conducted in two villages as coffee production centers, namely Napal and Pematang Nebak.  Samples were 30 coffee farmers taken simply randomly. Data are analyzed using a descriptive qualitative method. Production standard cost is determined using variable costing method.  Results showed that coffee production standard cost in Bulok Subdistrict was Rp.13,598/kg which is lower than selling price.  Coffee farming was profitable with R/C value of 2.97 and the farming income was Rp.11,407.951/hektare.
Keywords: production standard cost, income of coffee farming",['AC'],,"Penentuan Harga Pokok Produksi dan Pendapatan Usahatani Kopi di Kecamatan Bulok 
Kabupaten Tanggamus",show,9,,conference_item,['FP1'],,"[{'id': 'fembriarti.erry@fp.unila.ac.id', 'name': {'given': 'Fembriarti Erry', 'family': 'Prasmatiwi', 'honourific': None, 'lineage': None}}, {'id': 'dyaharing@fp.unila.ac.id', 'name': {'given': 'Dyah Aring Hepiana', 'honourific': None, 'family': 'Lestari', 'lineage': None}}, {'name': {'honourific': None, 'family': 'Ismono', 'lineage': None, 'given': 'R Hanung'}, 'id': 'hismono@fp.unila.ac.id'}, {'id': 'indah.nurmayasari.unila.ac.id', 'name': {'given': 'Indah', 'lineage': None, 'family': 'Nurmayasari', 'honourific': None}}, {'id': 'rusdi.evizal@fp.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Evizal', 'given': 'Rusdi'}}]",,1970-01-01 00:00:00.000002019,disk0/00/01/54/35,2019-11-07 04:38:24,728,1-7,2019-11-07 04:38:24,"[{'pos': 1, 'format': 'text', 'rev_number': 3, 'uri': 'http://repository.lppm.unila.ac.id/id/document/28557', 'docid': 28557, 'main': 'Naskah Fembriarti Erry Prasmatiwi-Seminar Lahan Kering.pdf', 'files': [{'hash_type': 'MD5', 'mtime': '2019-11-04 13:48:57', 'hash': 'd462d2b9e112a911bfe6061236140f7a', 'filename': 'Naskah Fembriarti Erry Prasmatiwi-Seminar Lahan Kering.pdf', 'fileid': 133062, 'mime_type': 'application/pdf', 'filesize': 93442, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/133062', 'objectid': 28557}], 'language': 'id', 'mime_type': 'application/pdf', 'eprintid': 15435, 'placement': 1, 'security': 'public'}]",,,unpub,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/15435,,,,,,,published,,['Universitas Lampung'],,,,SEMINAR NASIONAL PENGEMBANGAN WILAYAH LAHAN KERING,Bandar Lampung,10 September 2019,conference,speech,,,,,,,
110,13838,archive,2019-08-30 08:11:44,"The aim of this research are to analyze the level of food security, the factors that affect the level of food security, and efforts to increase the level of food security of fisherman household. The location of this research is chosen purposively in Sukajaya Lempasing Village, Teluk Pandan Subdistrict, Pesawaran Regency in which respondents are 51 fisherman households. The data of this research was primary data and secondary data, collected in February – May 2018 and analyzed by cross-classification between the share of food expenditure and energy adequacy level, ordinal logistic regression, and descriptive qualitative analysis. The results of the research showed that the majority of respondent (68.63%) were classified as less food, and the rest were classified as food secure (13.73%), vulnerable to food (5.88%), and food insecure (11.76%). The affecting factors on the level of food security were formal education level of housewives and household food expenditure.  The efforts to increase the level of food security by Government were through monitoring food availability and food reserves, developing food distribution and stabilization of food prices, Program Keluarga Harapan (PKH), and Raskin.  Whereas, the efforts by fisherman household themselves were food loan (92.16%) and changing dietary habit (7.84%).

Key words: cross-classification, fisherman household, food security",['AC'],,TINGKAT KETAHANAN PANGAN RUMAH TANGGA NELAYAN DI DESA SUKAJAYA LEMPASING KECAMATAN TELUK PANDAN KABUPATEN PESAWARAN,show,8,7.0,article,['FP1'],2337 7070,"[{'name': {'honourific': None, 'family': 'Prasmatiwi', 'lineage': None, 'given': 'Fembriarti Erry'}, 'id': 'fembriarti.erry@fp.unila.ac.id'}, {'name': {'honourific': None, 'family': 'Rio Tedi Prayitno', 'lineage': None, 'given': 'RTP'}, 'id': 'rio_tprayitno@yahoo.co.id'}, {'id': 'deflineputri@gmail.com', 'name': {'lineage': None, 'honourific': None, 'family': 'Defline Putri Delly', 'given': 'DPD'}}]",Jurnal Ilmu-Ilmu Agribisnis,2019-05-01 00:00:00.000000000,disk0/00/01/38/38,2019-08-30 08:11:44,1194,141-148,2019-08-30 08:11:44,"[{'eprintid': 13838, 'security': 'public', 'placement': 2, 'mime_type': 'application/pdf', 'language': 'en', 'main': 'Ketahanan Pangan Keluarga Nelayan.pdf', 'docid': 27001, 'files': [{'objectid': 27001, 'uri': 'http://repository.lppm.unila.ac.id/id/file/121745', 'mime_type': 'application/pdf', 'fileid': 121745, 'filename': 'Ketahanan Pangan Keluarga Nelayan.pdf', 'hash': '67de1e76259b86d9a5afdf4f0a4102fc', 'mtime': '2019-08-26 01:47:38', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 1380416}], 'format': 'text', 'pos': 2, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/27001'}]",Juruan Agribisnis Fakultas Pertanian Universitas Lampung,2.0,pub,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/13838,,,,,,,published,,"['Universitas Lampung', 'Universitas Lampung', 'Universitas Lampung']",,,,,,,,,,,,,,,
111,16262,archive,2019-11-14 03:43:22,"ABSTRACT
This research aims to analyze the cooperative economic and noneconomic benefits received by members of
LKM-A Gapoktan Sari Makmur Cooperative, the household income of cooperative members, and welfare
level of cooperative members. This research was conducted by case study method in LKM-A Gapoktan Sari
Makmur Cooperative, East Metro subdistrict. The locations were selected purposively. Data was collected
from January to February 2018. The 42 research samples were taken by simple random sampling. Data
was analyzed by the economic benefits of cooperative analysis, analysis of noneconomic benefits using
Customer Satisfaction Index and Importance Performance Analysis, the household income of cooperative
members, and analysis of welfare level. The results showed that the economic benefits received cooperative
members was on low category and members were satisfied with the service of cooperative and fulfilled their
needs. The household income of cooperative members was on high category. All of cooperative members
considered as welfare families.

Key word : benefits, cooperative, income, welfare",['AC'],http://jurnal.fp.unila.ac.id/index.php/JIA/article/view/3375,"ANALISIS MANFAAT KOPERASI, PENDAPATAN, DAN TINGKAT KESEJAHTERAAN
ANGGOTA KOPERASI LEMBAGA KEUANGAN MIKRO AGRIBISNIS (LKM-A)
GAPOKTAN SARI MAKMUR KECAMATAN METRO TIMUR KOTA METRO",show,8,7.0,article,['FP1'],2337 7070,"[{'id': None, 'name': {'given': 'Dewi Lestari', 'lineage': None, 'family': 'Putri', 'honourific': None}}, {'id': 'dyaharing@fp.unila.ac.id', 'name': {'given': 'Dyah Aring Hepiana', 'family': 'Lestari', 'honourific': None, 'lineage': None}}, {'id': 'eka.kasymir@fp.unila.ac.id', 'name': {'lineage': None, 'family': 'Kasymir', 'honourific': None, 'given': 'Eka'}}]",Jurnal Ilmu-Ilmu Agribisnis,2019-05-01 00:00:00.000000000,disk0/00/01/62/62,2019-11-14 03:43:22,908,157-164,2019-11-14 03:43:22,"[{'mime_type': 'application/pdf', 'language': 'id', 'eprintid': 16262, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'rev_number': 3, 'uri': 'http://repository.lppm.unila.ac.id/id/document/29367', 'main': 'Dewi.pdf', 'docid': 29367, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/139007', 'objectid': 29367, 'hash': '5db6f31be6e824cd9ab77cb5898c62b3', 'filename': 'Dewi.pdf', 'hash_type': 'MD5', 'mtime': '2019-11-13 06:59:08', 'mime_type': 'application/pdf', 'fileid': 139007, 'filesize': 774407, 'datasetid': 'document'}]}]",Juruan Agribisnis Fakultas Pertanian Universitas Lampung,2.0,pub,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/16262,,,,,,,published,,['Universitas Lampung'],,,,,,,,,http://jurnal.fp.unila.ac.id/index.php/JIA/article/view/3021/2410,[{'url': 'http://jurnal.fp.unila.ac.id/index.php/JIA/article/view/3375'}],,,,,
112,21421,archive,2020-06-02 04:57:44,"This research aimed to analyze the decision-making process on the vegetables food choise, the pattern of processed vegetables consumption, and factors that affected the amount of vegetables consumption among households (HH) at Gisting Atas Village. This research was conducted by survey method. Location of this research was determined purposively at Gisting Atas Village Gisting Subdistrict of Tanggamus district.  The amount of research samples was as many as 65 HH who were selected by simple random sampling.  The data was collected in month of April 2018. The result showed that HH decision making on processed local food consisted of introduction needs, seeking information, evaluation of the alternative, selection and consumption decision, post-selection evaluation. Cabbage and kale vegetables were the most consumed vegetables in which frequency was in sufficient category. The level of education and nutrition knowledge of housewives significantly influenced the amount of vegetables consumption.",['H1'],http://jurnal.fp.unila.ac.id/index.php/JIA/article/view/3782,PENGAMBILAN KEPUTUSAN DALAM PEMILIHAN SAYURAN DAN  POLA KONSUMSI SAYURAN RUMAH TANGGA PETANI SAYURAN DI DESA GISTING ATAS KECAMATAN GISTING KABUPATEN TANGGAMUS,show,6,7.0,article,['FP1'],237770,"[{'name': {'given': 'Dian Wahyu', 'lineage': None, 'family': 'Putri', 'honourific': None}, 'id': None}, {'name': {'given': 'Wuryaningsih Dwi', 'family': 'Sayekti', 'honourific': None, 'lineage': None}, 'id': 'sayekti_wur@yahoo.co.id'}, {'name': {'given': 'Kordiyana', 'lineage': None, 'honourific': None, 'family': 'Rangga'}, 'id': 'korrangga@yahoo.com'}]",Jurnal Ilmu Ilmu Agribisnis,2019-08-01 00:00:00.000000000,disk0/00/02/14/21,2020-06-02 04:57:44,942,420-427,2020-06-02 04:57:44,"[{'eprintid': 21421, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf', 'docid': 34832, 'main': 'DIAN PUTRI 7 (3) WDS.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/199009', 'objectid': 34832, 'hash': '2647055984b8094f9dfab8a5efb6bbff', 'filename': 'DIAN PUTRI 7 (3) WDS.pdf', 'hash_type': 'MD5', 'mtime': '2020-06-02 03:39:53', 'mime_type': 'application/pdf', 'fileid': 199009, 'filesize': 437195, 'datasetid': 'document'}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/34832'}]","Department Agribusiness, Fakultas Pertanian Unila, Unila",3.0,pub,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/21421,,,,,,,published,,,,,,,,,,,,,,,,,
