,creators,dir,date,type,divisions,publisher,documents,ispublished,full_text_status,uri,lastmod,userid,datestamp,eprintid,title,metadata_visibility,rev_number,succeeds,status_changed,eprint_status,abstract,subjects,event_type,official_url,event_dates,date_type,event_title,event_location,pagerange,refereed,pres_type,funders,volume,publication,issn,number,related_url,corp_creators,contact_email,contributors,place_of_pub,isbn,editors,book_title,keywords,id_number
10,"[{'name': {'honourific': None, 'family': 'Andala', 'lineage': None, 'given': 'Angga'}, 'id': None}, {'name': {'family': 'Abidin', 'honourific': None, 'lineage': None, 'given': 'Zainal'}, 'id': 'zainal.abidin@fp.unila.ac.id'}, {'name': {'given': 'Suriaty', 'lineage': None, 'family': 'Situmorang', 'honourific': None}, 'id': 'suriatysitumorang@yahoo.com'}]",disk0/00/00/27/61,2016-06-01 00:00:00.000000000,article,['FP1'],"Department Agribusiness, Fakultas Pertanian Unila, Unila","[{'eprintid': 2761, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en', 'main': 'vol 2 no 3 juni 2014 kompetitiveness manggis.pdf', 'docid': 2620, 'files': [{'objectid': 2620, 'uri': 'http://repository.lppm.unila.ac.id/id/file/18907', 'datasetid': 'document', 'filesize': 572723, 'mime_type': 'application/pdf', 'fileid': 18907, 'filename': 'vol 2 no 3 juni 2014 kompetitiveness manggis.pdf', 'hash': '497182d88897923689cdd102342ed957', 'mtime': '2017-06-01 07:00:42', 'hash_type': 'MD5'}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/2620', 'rev_number': 1}]",pub,public,http://repository.lppm.unila.ac.id/id/eprint/2761,2017-06-02 06:51:09,933,2017-06-02 06:51:09,2761,"KEUNGGULAN KOMPETITIF DAN KOMPARATIF USAHATANI MANGGIS
DI KABUPATEN TANGGAMUS",show,6,,2017-06-02 06:51:09,archive,"This study aims to analyze the competitive and comparative advantages of mangosteen farm in Tanggamus Regency. The respondents were 45 farmers. Sample based on the age of the plant, from a number of farmers who have the same age plants and selecting a simple random sampling. The data was analyzed by PAM (Policy Analysis Matrix) analysis model. Assumption for the economic age of the mangosteen plant was 20 years. The results showed that the private revenue was Rp164,288,020 and social revenue was Rp397,293,431. Private profit was Rp35,207,465 and social profit was Rp266,725,184. Based on the analysis of competitiveness, it showed that mangosteen farm in Tanggamus Regency had comparative and competitive advantages, in which PCR values 0.764 and DRCR 0.300. Mangosteen farm in Tanggamus was sensitive to a decrease in output production by 20%, and a decrease in output prices by 30%.",['S1'],,http://jurnal.fp.unila.ac.id/index.php/JIA,,published,,,214-222,TRUE,,,2.0,Jurnal Ilmu Ilmu Agribisnis,237770,3.0,,,zainal.abidin@fp.unila.ac.id,,,,,,,
11,"[{'id': 'tunjung_andarwangi@yahoo.co.id', 'name': {'family': 'Andarwangi', 'honourific': None, 'lineage': None, 'given': 'Tunjung'}}, {'id': 'yakti_indriani@yahoo.com', 'name': {'lineage': None, 'honourific': None, 'family': 'Indriani', 'given': 'Yaktiworo'}}, {'name': {'given': 'Fembriarti Erry', 'lineage': None, 'honourific': None, 'family': 'Prasmatiwi'}, 'id': 'feprasmatiwi@yahoo.com'}]",disk0/00/00/61/64,1970-01-01 00:00:00.000002016,article,['FP1'],Universitas Lampung,"[{'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/19089', 'rev_number': 5, 'docid': 19089, 'main': 1116, 'files': [{'datasetid': 'document', 'filesize': 18772, 'mime_type': 'application/xml', 'fileid': 56662, 'hash': '15ded5336896ec9cbf301a1ad0e7d059', 'filename': 1116, 'hash_type': 'MD5', 'mtime': '2017-11-30 07:35:21', 'objectid': 19089, 'uri': 'http://repository.lppm.unila.ac.id/id/file/56662'}], 'language': 'id', 'mime_type': 'application/xml', 'content': 'published', 'eprintid': 6164, 'placement': 1, 'security': 'public'}]",pub,public,http://repository.lppm.unila.ac.id/id/eprint/6164,2018-04-26 02:07:16,938,2018-04-26 02:07:16,6164,"GAYA HIDUP RUMAH TANGGA DALAM MENGONSUMSI BUAH-BUAHAN
DI BANDAR LAMPUNG",show,17,,2018-04-26 02:07:16,archive,"This research aims to determine the fruit consumption lifestyle and eating pattern of fruits, and the affecting
factors on the demand of fruits in the household having primary school age children in Bandar lampung.
This research samples are 60 households that have primary school age children. The data is collected in
November 2014-April 2015 and analyzed descriptively and statistically by seemingly unrelated regression
(SUR). The results of this research showed as follows. The household lifestyle in consuming fruits in side of
activity was indicated that 75.0% of the households bought fruits routinely, but 66.7% were rarely
consuming fruits in various serving and 73.3% preferred local than import fruits. As much as 98.3%
households had opinions that fruits contains a lot of vitamins, minerals and fibers. Banana, papaya,
watermelon, snakeskin fruit and avocado were the most consumed fruits in the households in which monthly
average consumption was 2-8 times with each weight were 3.8 kg, 2.5 kg, 1.9 kg, 0.9 kg, 0.8 kg. The demand
of banana was influenced by the price of banana and total income; of papaya was influenced by the price of
papaya, banana and avocado; of watermelon was influenced by the price of watermelon and avocado; of
snakeskin fruit was influenced by the price of watermelon and sugar; and of avocado was influenced by the
price of avocado.
Key words: demand, eating pattern, fruits, lifestyle",['S1'],,http://jurnal.fp.unila.ac.id/index.php/JIA/article/view/1219/1116,,published,,,94-103,TRUE,,,4.0,JIIA (Jurnal Ilmu-Ilmu Agribisnis),2337-7070,1.0,,"['Jurusan Agribisnis Fakultas Pertanian Universitas Lampung', 'Jurusan Agribisnis Fakultas Pertanian Universitas Lampung', 'Jurusan Agribisnis Fakultas Pertanian Universitas Lampung']",,,,,,,,
12,"[{'id': 'icaraneftasari@gmail.com', 'name': {'given': 'Ica Rizki', 'lineage': None, 'family': 'Aneftasari', 'honourific': None}}, {'name': {'given': 'Bustanul', 'family': 'Arifin', 'honourific': None, 'lineage': None}, 'id': 'barifin@uwalumni.com'}, {'name': {'lineage': None, 'family': 'Indriani', 'honourific': None, 'given': 'Yaktiworo'}, 'id': 'yakti_indriani@yahoo.com'}]",disk0/00/00/61/67,1970-01-01 00:00:00.000002016,article,['FP1'],Universitas Lampung,"[{'docid': 19093, 'main': 1359, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/56688', 'objectid': 19093, 'mtime': '2017-11-30 07:57:01', 'hash_type': 'MD5', 'hash': '3d60a3c0644783097e4f47c2f817c4a6', 'filename': 1359, 'fileid': 56688, 'mime_type': 'application/xml', 'filesize': 18882, 'datasetid': 'document'}], 'format': 'text', 'pos': 1, 'rev_number': 3, 'uri': 'http://repository.lppm.unila.ac.id/id/document/19093', 'eprintid': 6167, 'security': 'public', 'placement': 1, 'mime_type': 'application/xml', 'language': 'id', 'content': 'published'}]",pub,public,http://repository.lppm.unila.ac.id/id/eprint/6167,2018-04-26 02:07:56,938,2018-04-26 02:07:56,6167,DETERMINAN POLA PANGAN HARAPAN PADA RUMAH TANGGA BURUH PENGASIN IKAN DI PULAU PASARAN,show,8,,2018-04-26 02:07:56,archive,"This research aims to know the household income, the distribution of food expenditure, the score of
Desirable Dietary Pattern (DDP), and to analyze the determinant of household’s DDP of fish salting labor.
The study was conducted in Pasaran Island, Teluk Betung Timur Sub Districts of Bandar Lampung City.
The total samples were 50 fish salting labor drawn by simple random sampling method. The data were
collected in June to August 2015 and analyzed by qualitative and quantitative analysis. The data of
household nutritional intake were collected by 2x24 hours food recall. The DDP score was counted by
measuring the energy contents of each food groups consumed by labor households then compared to the
recommended dietary allowance and multiply by the weight of each food group. This research results
showed that the household income of fish salting labor in Pasaran Island was derived from salting labor
activities and non-salting labor activities with an average income of Rp36,697,428.56 per year. The average
food expenditure of fish salting labor in Pasaran Island was Rp22,971,080.00 per year. The DDP score of
fish salting labor household in Pasaran Island was 74.38, this was below the DDP score of Bandar Lampung
City (80.60). The DDP determinant of fish salting labor household was income, food expenditure, the age of
husband,the wife’s education and nutrition knowledge.
Key words: consumption, Desirable Dietary Pattern, determinant",['S1'],,http://jurnal.fp.unila.ac.id/index.php/JIA/article/view/1505/1359,,published,,,301-308,TRUE,,,4.0,JIIA (Jurnal Ilmu-Ilmu Agribisnis),2337-7070,3.0,,,,,,,,,,
13,"[{'id': 'nimade404@gmail.com', 'name': {'given': 'Ni Made', 'lineage': None, 'honourific': None, 'family': 'Anggiasari'}}, {'id': 'yakti_indriani@yahoo.com', 'name': {'lineage': None, 'honourific': None, 'family': 'Indriani', 'given': 'Yaktiworo'}}, {'id': 'teguh.endaryanto@fp.unila.ac.id', 'name': {'honourific': None, 'family': 'Endaryanto', 'lineage': None, 'given': 'Teguh'}}]",disk0/00/00/61/69,1970-01-01 00:00:00.000002016,article,['FP1'],Universitas Lampung,"[{'format': 'text', 'pos': 1, 'rev_number': 3, 'uri': 'http://repository.lppm.unila.ac.id/id/document/19095', 'docid': 19095, 'main': 1375, 'files': [{'datasetid': 'document', 'filesize': 25969, 'mime_type': 'application/xml', 'fileid': 56704, 'filename': 1375, 'hash': '265d1197f0018b22cf9b26eae5a56373', 'mtime': '2017-11-30 08:40:19', 'hash_type': 'MD5', 'objectid': 19095, 'uri': 'http://repository.lppm.unila.ac.id/id/file/56704'}], 'mime_type': 'application/xml', 'language': 'id', 'content': 'published', 'eprintid': 6169, 'security': 'public', 'placement': 1}]",pub,public,http://repository.lppm.unila.ac.id/id/eprint/6169,2018-04-26 02:12:35,938,2018-04-26 02:12:35,6169,SIKAP DAN PENGAMBILAN KEPUTUSANPEMBELIAN SAYURAN ORGANIK OLEH KONSUMEN DI KOTA BANDAR LAMPUNG,show,9,,2018-04-26 02:12:35,archive,"This study aims to determine the characteristics of consumers, their attitudes, the stages of the purchasing
decision, and the factors that influence the purchase of organic vegetables at Chandra Supermarket in
Bandar Lampung City. The research was conducted purposively in Chandra Supermarket of Bandar Lampung city. The number of consumer respondents was 60 people recruited accidentally. Research data were analyzed by using descriptive qualitative and quantitative Fishbein-Multiattribute Model, and Seemingly Unrelated Regression (SUR) analysis. The results showed that the characteristics of consumers of organic vegetables at Chandra Supermarket were dominated by women 25-50 years old. Most consumers
were housewives, Senior High School graduates, monthly family income of Rp5.000.000,00 or less,and
organic vegetable purchase of 1-4 times a month. The consumer attitude (Ao) was to provide the highest
value to the cleanliness. Stages of purchasingdecisions on organic vegetables were the need recognition, information searching,evaluation of alternatives, and post-purchase behavior.Factor that influenced positively on the purchase of organic vegetables was freshness, while factors that influenced negativelywere the ratio of price andincome, the cleanliness, and wholeness of vegetables.
Key words: attitude, cleanliness, organic vegetables, purchasing decisions.",['S1'],,http://jurnal.fp.unila.ac.id/index.php/JIA/article/view/1521/1375,,published,,,391-297,TRUE,,,4.0,JIIA (Jurnal Ilmu-Ilmu Agribisnis),2337-7070,4.0,,"['Jurusan Agribisnis Fakultas Pertanian Universitas Lampung', 'Jurusan Agribisnis Fakultas Pertanian Universitas Lampung', 'Jurusan Agribisnis Fakultas Pertanian Universitas Lampung']",,,,,,,,
14,"[{'id': None, 'name': {'given': 'Fuury Tiara', 'family': 'Anggunanda', 'honourific': None, 'lineage': None}}, {'id': 'tb_sijati@yahoo.com', 'name': {'lineage': None, 'family': 'Hasanuddin', 'honourific': None, 'given': 'Tubagus'}}, {'id': None, 'name': {'given': 'Indah', 'family': 'Nurmayasari', 'honourific': None, 'lineage': None}}]",disk0/00/02/79/33,2016-11-01 00:00:00.000000000,article,['FP1'],"Jurusan Agribisnis, Fakultas Pertanian, Universitas Lampung","[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 27933, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/41925', 'docid': 41925, 'main': 'EFEKTIV KEPEMIMPINAN KETUA KELOMPOK TANI.pdf', 'files': [{'objectid': 41925, 'uri': 'http://repository.lppm.unila.ac.id/id/file/248877', 'mime_type': 'application/pdf', 'fileid': 248877, 'hash': '05e5b0d1c67d4cf517490912b31001da', 'filename': 'EFEKTIV KEPEMIMPINAN KETUA KELOMPOK TANI.pdf', 'hash_type': 'MD5', 'mtime': '2021-02-17 07:29:11', 'datasetid': 'document', 'filesize': 124378}]}]",pub,public,http://repository.lppm.unila.ac.id/id/eprint/27933,2021-02-17 07:37:35,930,2021-02-17 07:37:35,27933,"EFEKTIVITAS KEPEMIMPINAN KETUA KELOMPOK TANI DALAM DIFUSI INOVASI PENGELOLAAN TANAMAN TERPADU PADI DI KABUPATEN LAMPUNG SELATAN
Furi Tiara Anggunanda, Tubagus Hasanuddin, Indah Nurmayasari",show,6,,2021-02-17 07:37:35,archive,"Abstract

This study aims to determine: the leadership effectiveness of farmer groups leader, factors related to the leadership effectiveness of farmer groups leader, diffusion of innovation rate of integrated paddy crop cultivation, and related between the leadership effectiveness and the speed of diffusion of innovation integrated paddy crop cultivation. This research was conducted in the Palas Jaya Village and Pulau Tengah Village Palas District of South Lampung regency. The research samples were drawn by purposive sampling in whiich the total sample were 64 farmers, 16 leadership of farmer groups and 48 members of farmer groups. The study was conducted from January to February 2016 by survey method.  The relationship between variables was tested by Spearman Rank correlation test.  The results showed that the leadership effectiveness of farmer groups leader at Palas Jaya Village and Pulau Tengah Village was effective,  factors related to the leadership effectiveness of farmer groups leader were motivation of farmer groups leader, enthusiastic of farmer groups leader, and the responsibilities of farmer groups leader, the rate of diffusion of integrated paddy crop cultivation in the Palas Jaya Village and Pulau Tengah Village included in the category of fast enough,  there wasn’t relation between the leadership effectiveness of farmer groups leader and the speed of diffusion of integrated paddy crop cultivation in the Palas Jaya Village and Pulau Tengah Village.
Key words: diffusion of innovation, integrated paddy crop cultivation, leadership",['S1'],,,,published,,,423-429,TRUE,,,4.0,Jurnal Ilmu-Ilmu Agribisnis (JIIA),2337-7070,4.0,,"['Universitas Lampung', 'Universitas Lampung', 'Universitas Lampung']",,,,,,,,
15,"[{'name': {'given': 'Windi', 'honourific': None, 'family': 'Ariesta', 'lineage': None}, 'id': None}, {'name': {'family': 'Lestari', 'honourific': None, 'lineage': None, 'given': 'Dyah Aring Hepiana'}, 'id': 'dyaharing@yahoo.com'}, {'id': 'sayekti_wur@yahoo.co.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Sayekti', 'given': 'Wuryaningsih Dwi'}}]",disk0/00/00/52/82,1970-01-01 00:00:00.000002016,article,['FP1'],Universitas Lampung,"[{'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/18226', 'docid': 18226, 'main': 'Windi.pdf', 'files': [{'fileid': 50166, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2017-11-11 14:05:41', 'hash': 'fe323284b957e4ef3d0d03bfec7a8fa0', 'filename': 'Windi.pdf', 'datasetid': 'document', 'filesize': 93094, 'objectid': 18226, 'uri': 'http://repository.lppm.unila.ac.id/id/file/50166'}], 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 5282, 'security': 'public', 'placement': 1}]",pub,public,http://repository.lppm.unila.ac.id/id/eprint/5282,2017-11-16 04:36:17,942,2017-11-16 04:36:17,5282,"PERILAKU KONSUMEN DAN STRATEGI PENGEMBANGAN AGROINDUSTRI BERAS SIGER
TUNAS BARU DI KELURAHAN PINANG JAYA KEMILING KOTA BANDAR LAMPUNG
(Consumen’s Behavior and Development Strategy of Siger Rice Tunas Baru Agroindustry in
Pinang Jaya Village, Kemiling District, Bandar Lampung Town)",show,6,,2017-11-16 04:36:17,archive,"This research aims to analyze consumen’s behavior and strategies in the development of siger rice
agroindustry. This research used a case study method.The samples are stakeholder on agroindustry and
consumen of siger rice. Technique sampling for consumers is snowballing. The method of data analyzes
used descriptive analysis and SWOT analysis. The results of this research showed that: The consumen’s
satisfaction that seen from the repay of siger rice product and consumers have information and knowledge
about the characteristics of siger rice, Combination value IFE was 0.19 and value of EFE was-0.05 in the
IE matrix shows that the position the businessin quadran II. Its mean the agroindustry are in the a
readiversification. The best priority strategies for developing the agroindustry are in creasing the capital of
agroindustry from agroindustry fund and government institutions to fullfill the demand of siger rice.
Key words: consumen, development strategy, siger rice, SWOT analysis",['AC'],,http://jurnal.fp.unila.ac.id/index.php/JIA/article/view/1508/1362,,published,,,326-334,TRUE,,,4.0,JIIA (Jurnal Ilmu-Ilmu Agribisnis),2337-7070,3.0,,['Universitas Lampung'],dyaharing@yahoo.com,,,,,,,
16,"[{'id': None, 'name': {'given': 'Berliantara', 'honourific': None, 'family': 'Berliantara', 'lineage': None}}, {'id': None, 'name': {'given': 'Wan Abbas', 'family': 'Zakaria', 'honourific': None, 'lineage': None}}, {'name': {'honourific': None, 'family': 'Lestari', 'lineage': None, 'given': 'Dyah Aring Hepiana'}, 'id': 'dyaharing@fp.unila.ac.id'}]",disk0/00/00/59/83,1970-01-01 00:00:00.000002016,article,['FP1'],Juruan Agribisnis Fakultas Pertanian Universitas Lampung,"[{'language': 'en', 'mime_type': 'application/pdf', 'security': 'public', 'placement': 1, 'eprintid': 5983, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/18903', 'format': 'text', 'pos': 1, 'files': [{'hash_type': 'MD5', 'mtime': '2017-11-18 09:35:39', 'filename': 'berliantara.pdf', 'hash': '1e78f81ddcf4b8a28214fb54d3790203', 'fileid': 55443, 'mime_type': 'application/pdf', 'filesize': 188472, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/55443', 'objectid': 18903}], 'main': 'berliantara.pdf', 'docid': 18903}]",pub,public,http://repository.lppm.unila.ac.id/id/eprint/5983,2018-04-25 06:49:12,908,2018-04-25 06:49:12,5983,"ANALISIS EFISIENSI PRODUKSI DAN KEUNTUNGAN USAHATANI
TOMAT DATARAN RENDAH DI KABUPATEN LAMPUNG SELATAN",show,7,,2018-04-25 06:49:12,archive,"ABSTRACT
This study aimed to analyze: the level of profit and the gain difference of tomato’s lowland farming between
members and nonmembers of the farmer group and the factors of production, production scale and efficiency
of farm production of lowland tomatoes in both members and nonmembers of farmer group. The number of
respondents in this study was taken by cencus method, in which all 62 farmer members and all 35 farmer
nonmembers were involved. The research data was collected during October 2015 - January 2016 and was
analyzed by R / C ratios, different test (independent t-test), multiple linear regression using the Cobb
Douglas production function and NPM / Px ratio. The results showed that tomato farming was profitable
business and profitability of farmer group members was higher than nonmembers’ farmers. Land and labor
significantly affected the production of tomatoes. Tomato farming of farmer group members currently on the
scale of production decreased (decreasing returns to scale) and the nonmembers’ farmers that were in
production scale fixed (constant return to scale). The production process tomato farming of both farmer
group members and nonmembers farmer groups were not yet efficient.
Key Words: efficiency, profits, tomatoes",['AC'],,,,published,,,342-350,TRUE,,,4.0,Jurnal Ilmu-Ilmu Agribisnis,2337 7070,4.0,,['Universitas Lampung'],,,,,,,,
17,"[{'id': None, 'name': {'lineage': None, 'family': 'Budianto', 'honourific': None, 'given': 'Hilman'}}, {'id': 'sumaryo.1964@fp.unila.ac.id', 'name': {'given': 'Sumaryo', 'lineage': None, 'family': 'Sumaryo', 'honourific': None}}, {'id': None, 'name': {'lineage': None, 'family': 'Viantimala', 'honourific': None, 'given': 'Begem'}}]",disk0/00/00/61/62,2016-05-01 00:00:00.000000000,article,['FP1'],Universitas Lampung,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 6162, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/19085', 'docid': 19085, 'main': 'Isi-Hilman.pdf.pdf', 'files': [{'filesize': 11037764, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2017-11-30 07:05:04', 'filename': 'Isi-Hilman.pdf.pdf', 'hash': '6445f143446df5494e5452e387870346', 'fileid': 56616, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/56616', 'objectid': 19085}]}]",pub,public,http://repository.lppm.unila.ac.id/id/eprint/6162,2017-11-30 07:14:02,7,2017-11-30 07:14:02,6162,RESPON ANGGOTA KELOMPOK TANI TERHADAP PROGRAM PENGEMBANGAN USAHA AGRIBISNIS PERDESAAN (PUAP) DI KECAMATAN KEBUN TEBU KABUPATEN LAMPUNG BARAT,show,6,,2017-11-30 07:14:02,archive,"This research aimed to assess the response of farmers group member towards PUAP program in Kebun Tebu District; investigate the factors related to farmer's response towards the implementation of the PUAP Program in Kebun Tebu District; know the suitability between the planning and implementation of PUAP Program. The research was conducted in Pekon Cipta Mulya, Kebun Tebu District, West Lampung Regency. The population of this research were all farmers who take part in RADP in Kebun Tebu District. The sample of this research were 100 farmers who became member of Gapoktan Mulya Mandiri in Pekon Cipta Mulya which choosen using cluster sampling method. The research data collection was conducted from August until September 2015. The research data wascolleceted by questionnaire and anylized by descriptive analysis method. The results of this research showed thatt the response of farmers group member categorized as quite good. factors related to farmer’s response towards the implementation of PUAP Program were the level of formal education of farmers, farmers' knowledge, motivation of farmers joint in PUAP Program and farmers’ farming experience. There have been a suitability between the planning and implementation of the PUAP Program in Pekon Cipta Mulya but practically PUAP program still needed to be developed in order to touch the whole subsystem agribusiness.

Key words: PUAP/RADP, response, subsystem agribusiness",['S1'],,http://jurnal.fp.unila.ac.id/index.php/JIA/article/view/1239,,published,,,209-217,TRUE,,,4.0,JIIA (Jurnal Ilmu-Ilmu Agribisnis),2337-7070,2.0,,,,,,,,,,
18,"[{'id': None, 'name': {'lineage': None, 'family': 'Cholqiyati', 'honourific': None, 'given': 'Faridatu'}}, {'id': 'sayekti_wur@yahoo.co.id', 'name': {'lineage': None, 'family': 'Sayekti', 'honourific': None, 'given': 'Wuryaningsih Dwi'}}, {'id': None, 'name': {'family': 'Achdiansyah', 'honourific': None, 'lineage': None, 'given': 'Sulaiman'}}]",disk0/00/00/52/80,1970-01-01 00:00:00.000002016,article,['FP1'],Universitas Lampung,"[{'main': 'faridatu.pdf', 'docid': 18225, 'files': [{'filesize': 109495, 'datasetid': 'document', 'filename': 'faridatu.pdf', 'hash': '6386b6d521a5c043ae18b44a18c23e69', 'hash_type': 'MD5', 'mtime': '2017-11-11 13:59:15', 'mime_type': 'application/pdf', 'fileid': 50158, 'uri': 'http://repository.lppm.unila.ac.id/id/file/50158', 'objectid': 18225}], 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/18225', 'eprintid': 5280, 'security': 'public', 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",pub,public,http://repository.lppm.unila.ac.id/id/eprint/5280,2017-11-16 04:35:54,942,2017-11-16 04:35:54,5280,"HUBUNGAN GAYA KEPEMIMPINAN MANDOR PANEN DAN MOTIVASI KERJA PEMANEN
DENGAN KINERJA PEMANEN DI PT PERKEBUNAN NUSANTARA VII
UNIT KEBUN KELAPA SAWIT (UKKS) REJOSARI NATAR, LAMPUNG SELATAN
(The Relation of Harvest Foreman Leadership Style and Work Motivation of Harvesters on Performance of
Harvesters at PT Perkebunan Nusantara VII Part of Palm Oil Plantation atRejosari Natar
of South Lampung)",show,6,,2017-11-16 04:35:54,archive,"This research aims to know the harvest foreman leadership style, motivation and performance level
of harvesters, relation between harvest foreman leadership style and performance of harvester,
relation between work motivation of harvesters and performance of harvester, and relation between
harvest foreman leadership style and work motivation of harvesters. This research was conducted
by survey method at PT Perkebunan Nusantara VII UKKS Rejosari Natar of South Lampung. The
research samples consisted of 50 people who were drawn from the population by proporsional
random sampling. The data was collected from June to July 2015 and analyzed by descriptive and
rank spearman correlation analysis. The results showed as follows. The harvest foreman
leadership style was democratic leadership style. The work motivation of harvesters was in high
category. The performance of harvesters was in high category. The leadership style of harvest
foreman was related to the performance of harvesters. The work motivation of harvesters was
related to the performance of harvesters. The leadership style of harvest foreman was related to the
motivation of harvesters.
Key words: leadership style, performance of harvester, work motivation",['AC'],,http://jurnal.fp.unila.ac.id/index.php/JIA/article/view/1508/1362,,published,,,294-300,TRUE,,,4.0,JIIA (Jurnal Ilmu-Ilmu Agribisnis),2337-7070,3.0,,['Universitas Lampung'],sayekti_wur@yahoo.co.id,,,,,,,
19,"[{'id': 'yunarni.martha@yahoo.com', 'name': {'given': 'Yunarni Martha', 'honourific': None, 'family': 'Doloksaribu', 'lineage': None}}, {'name': {'honourific': None, 'family': 'Indriani', 'lineage': None, 'given': 'Yaktiworo'}, 'id': 'yakti_indriani@yahoo.com'}, {'id': 'umi.kalsum@fp.unila.ac.id', 'name': {'family': 'Kalsum', 'honourific': None, 'lineage': None, 'given': 'Umi'}}]",disk0/00/00/61/68,1970-01-01 00:00:00.000002016,article,['FP1'],Universitas Lampung,"[{'files': [{'datasetid': 'document', 'filesize': 18776, 'mime_type': 'application/xml', 'fileid': 56696, 'filename': 1363, 'hash': 'e0db42a51e928c5107aa4a8e86a92384', 'hash_type': 'MD5', 'mtime': '2017-11-30 08:07:09', 'objectid': 19094, 'uri': 'http://repository.lppm.unila.ac.id/id/file/56696'}], 'docid': 19094, 'main': 1363, 'rev_number': 3, 'uri': 'http://repository.lppm.unila.ac.id/id/document/19094', 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 6168, 'content': 'published', 'mime_type': 'application/xml', 'language': 'id'}]",pub,public,http://repository.lppm.unila.ac.id/id/eprint/6168,2018-04-26 02:08:07,938,2018-04-26 02:08:07,6168,"SIKAP, KEPUASAN, DAN LOYALITAS KONSUMEN PRODUK OLAHAN BEBEK
(KASUS DI RUMAH MAKAN BEBEK BELUR DI BANDAR LAMPUNG)",show,8,,2018-04-26 02:08:07,archive,"The aims of this research are to determine the consumers’ pattern on purchasing, attitudes, satisfaction, and
loyalty to duck products at Bebek Belur Restaurant. This research was conducted at two purposive location
of Bebek Belur Restaurant in Bandar Lampung, at Z.A Pagar Alam Street Gedung Meneng and at Pramuka Street. The samples of this research are 60 peoples who were selected by accidental sampling. Research data was analyzed by descriptive, qualitative, and quantitative Fishbein Multiatribut Model, Consumer Satisfaction Index (CSI), and the loyalty pyramid. The result of this research showed that purchasing patterns consisted of the total spending amounted Rp31,000-Rp50,000 per payment including only one portion of duck, the eating time was at noon (40%), and came to the restaurant alone or accompanied by one person. The consumer attitude score (Ao) of duck products at Bebek Belur Restaurant amounted 16.42. Consumer of duck products were in the satisfied criteria amounted 72.69 percent. Consumers of duck products on the loyalty pyramid were categorized as loyal, because 83.33 percent of them were committed
buyer.
Key words: attitude, duck products, loyalty, satisfaction",['S1'],,http://jurnal.fp.unila.ac.id/index.php/JIA/article/view/1509/1363,,published,,,336-341,TRUE,,,4.0,JIIA (Jurnal Ilmu-Ilmu Agribisnis),2337-7070,3.0,,"['Jurusan Agribisnis Fakultas Pertanian Universitas Lampung', 'Jurusan Agribisnis Fakultas Pertanian Universitas Lampung', 'Jurusan Agribisnis Fakultas Pertanian Universitas Lampung']",,,,,,,,
