,eprintid,status_changed,eprint_status,subjects,abstract,title,rev_number,metadata_visibility,type,divisions,creators,dir,lastmod,userid,datestamp,ispublished,documents,publisher,full_text_status,uri,date_type,refereed,publication,issn,pres_type,event_location,event_title,event_type,event_dates,official_url,corp_creators,pagerange,number,volume,referencetext,contributors,related_url,id_number,keywords,contact_email,funders,place_of_pub
17,6114,2018-04-26 02:05:40,archive,['S1'],"The objective of this research were to know the effect of bottled chilli sauche atributes to decision making of
buying bottled chili sauce and the influencing buying factors on bottled chilli sauce in Bandar Lampung.
This research employed qualitative and quantitative survey method. The location was determined by using
stage groups method. The total samples of 81 household whose housewives served as respondents were
chosen by simple random sampling from the groups. This research data was collected in April - May 2014.
The data was analyzed by conjoint and multiple linear regression analysis. The result of conjoint analysis
showed that the most preferred attributes of bottled chili sauce were spicy, reddish orange color, bigger than
250 ml and packaging in glass bottle. Most of the respondents choose ABC and Indofood brands as their
bottled chili sauce because of the quality, hot taste and good price. The factors that significantly influenced
the buying of bottled chili sauce were the price, wife’s education, household income, the dummy variables of
brand and advertisement.
Key words: bottled chili sauce, conjoint, decision making",PENGAMBILAN KEPUTUSAN RUMAH TANGGA DALAM MEMBELI SAUS SAMBAL BOTOL DI BANDAR LAMPUNG,8,show,article,['FP1'],"[{'id': 'sastradelila@yahoo.co.id', 'name': {'given': 'Sastra', 'lineage': None, 'family': 'Delila', 'honourific': None}}, {'name': {'lineage': None, 'family': 'Indriani', 'honourific': None, 'given': 'Yaktiworo'}, 'id': 'yakti_indriani@yahoo.com'}, {'id': 'suriatysitumorang@yahoo.com', 'name': {'given': 'Suriaty', 'lineage': None, 'family': 'Situmorang', 'honourific': None}}]",disk0/00/00/61/14,2018-04-26 02:05:40,938,2018-04-26 02:05:40,pub,"[{'placement': 1, 'security': 'public', 'eprintid': 6114, 'content': 'published', 'language': 'id', 'mime_type': 'application/xml', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/56269', 'objectid': 19020, 'hash_type': 'MD5', 'mtime': '2017-11-23 07:56:35', 'filename': 928, 'hash': '59b978bb48659e9b10596d50eb853d9e', 'fileid': 56269, 'mime_type': 'application/xml', 'filesize': 18682, 'datasetid': 'document'}], 'docid': 19020, 'main': 928, 'uri': 'http://repository.lppm.unila.ac.id/id/document/19020', 'rev_number': 3, 'pos': 1, 'format': 'text'}]",Universitas Lampung,public,http://repository.lppm.unila.ac.id/id/eprint/6114,published,TRUE,JIIA (Jurnal Ilmu-Ilmu Agribisnis),2337-7070,,,,,,http://jurnal.fp.unila.ac.id/index.php/JIA/article/view/1023/928,"['Jurusan Agribisnis Fakultas Pertanian Universitas Lampung', 'Jurusan Agribisnis Fakultas Pertanian Universitas Lampung', 'Jurusan Agribisnis Fakultas Pertanian Universitas Lampung']",100-106,1.0,3.0,,,,,,,,
18,36630,2021-11-13 10:10:15,archive,['HB'],"Abstract

This study aims to analyze the impact of the Upsus program on those three variables. The sample of this study were chosen by the simple random sampling method. The total respondents were 66 farmers of soybean from two districts in three villages for each district. They were interviewed for their farm budget in dry season2014 for non-upsus and dry season 2018 for Upsus. Therefore, the total observations were 132. There are three dependent variables, i.e. yield, production standard cost (HPP), and profit. The independent variables were Upsus and location as a control variable. Data were analyzed by the multiple linear regression model. The results of this study revealed that the Upsus program had statiscally significant (α= 1%) impact on increasing the yield, decreasing the production standard cost, and increasing the profit of the soybean farming. Its yield increased 16%, i.e. from 1.35 ton/ha to 1.57 ton/ha. Its production standard cost decreased 19%, i.e. from IDR4.690/kg to IDR3,820/kg.  Its profit increased 57%, i.e. from IDR3.21 million/ha to IDR5.05 million/ha.","PENGARUH PROGRAM UPAYA KHUSUS TERHADAP PRODUKTIVITAS, BIAYA POKOK PRODUKSI DAN PENDAPATAN USAHATANI KEDELAI DI KABUPATEN LAMPUNG TIMUR",6,show,article,['FP1'],"[{'id': None, 'name': {'lineage': None, 'family': 'Dharma', 'honourific': None, 'given': 'Fajar Setya'}}, {'id': 'agus.hudoyo@gmail.com', 'name': {'given': 'Agus', 'lineage': None, 'honourific': None, 'family': 'Hudoyo'}}, {'name': {'lineage': None, 'family': 'Soelaiman', 'honourific': None, 'given': 'Achdiansyah'}, 'id': None}]",disk0/00/03/66/30,2021-11-13 10:10:15,543,2021-11-13 10:10:15,pub,"[{'placement': 1, 'security': 'public', 'eprintid': 36630, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'datasetid': 'document', 'filesize': 692433, 'fileid': 422092, 'mime_type': 'application/pdf', 'mtime': '2021-11-13 06:22:32', 'hash_type': 'MD5', 'hash': '4de7539081ee493540e794f309a799e8', 'filename': '5095-14693-1-PB.pdf', 'objectid': 157546, 'uri': 'http://repository.lppm.unila.ac.id/id/file/422092'}], 'main': '5095-14693-1-PB.pdf', 'docid': 157546, 'uri': 'http://repository.lppm.unila.ac.id/id/document/157546', 'rev_number': 1, 'pos': 1, 'format': 'text'}]",Juruan Agribisnis Fakultas Pertanian Universitas Lampung,public,http://repository.lppm.unila.ac.id/id/eprint/36630,,TRUE,Jurnal Ilmu-Ilmu Agribisnis,2337 7070,,,,,,https://jurnal.fp.unila.ac.id/index.php/JIA/article/view/5095,,,2.0,9.0,,,,,,,,
19,19129,2020-04-13 03:30:49,archive,['S1'],Check Similarity Result,Check Similarity Result: Agricultural Sector And Agroindustry Linkage In Creating Regional Economic Multiplier In New Regional Autonomy.,8,show,conference_item,['FP1'],"[{'name': {'given': 'Teguh', 'honourific': None, 'family': 'Endaryanto', 'lineage': None}, 'id': 'teguh.endaryanto@fp.unila.ac.id'}]",disk0/00/01/91/29,2020-04-13 03:30:49,344,2020-04-13 03:30:49,pub,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/32369', 'pos': 1, 'format': 'text', 'files': [{'filesize': 2094244, 'datasetid': 'document', 'hash': 'b881fa26f41df003c2438a78e78bc114', 'filename': 'Agricultural_Sector_and_Agroindustry_Linkage_in_Cr.pdf', 'mtime': '2020-04-13 03:14:25', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 160393, 'uri': 'http://repository.lppm.unila.ac.id/id/file/160393', 'objectid': 32369}], 'docid': 32369, 'main': 'Agricultural_Sector_and_Agroindustry_Linkage_in_Cr.pdf', 'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 19129}, {'eprintid': 19129, 'placement': 2, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en', 'docid': 32373, 'main': 'Agricultural_Sector_and_Agroindustry_Linkage_in_Cr.pdf', 'files': [{'objectid': 32373, 'uri': 'http://repository.lppm.unila.ac.id/id/file/160416', 'datasetid': 'document', 'filesize': 2094244, 'mime_type': 'application/pdf', 'fileid': 160416, 'hash': 'b881fa26f41df003c2438a78e78bc114', 'filename': 'Agricultural_Sector_and_Agroindustry_Linkage_in_Cr.pdf', 'mtime': '2020-04-13 03:28:46', 'hash_type': 'MD5'}], 'pos': 2, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/32373', 'rev_number': 1}]",,public,http://repository.lppm.unila.ac.id/id/eprint/19129,,TRUE,,,paper,,ISAE International 2017,workshop,,,['Universitas Lampung'],,,,,,,,,,,
20,19139,2020-04-13 03:48:26,archive,['S1'],Check Similarity Result,Check Similarity Result: Corn Peasents Empowerment Through Enhancing Entrepreneurial Competence In The District Grobogan Central Of Java.,7,show,conference_item,['FP1'],"[{'id': 'teguh.endaryanto@fp.unila.ac.id', 'name': {'given': 'Teguh', 'lineage': None, 'family': 'Endaryanto', 'honourific': None}}]",disk0/00/01/91/39,2020-04-13 03:48:26,344,2020-04-13 03:48:26,pub,"[{'eprintid': 19139, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en', 'main': 'Corn_Peasent_Empowerment_Through_Enhancing_Entrepr.pdf', 'docid': 32379, 'files': [{'objectid': 32379, 'uri': 'http://repository.lppm.unila.ac.id/id/file/160461', 'datasetid': 'document', 'filesize': 1940451, 'fileid': 160461, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2020-04-13 03:40:56', 'hash': '48b5cfd1afeaee7bf9d882801baf1f04', 'filename': 'Corn_Peasent_Empowerment_Through_Enhancing_Entrepr.pdf'}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/32379'}]",,public,http://repository.lppm.unila.ac.id/id/eprint/19139,,TRUE,,,paper,,The 1st International Conference on Social Sciencess (ICSS) 2017,conference,,,['Universitas Lampung'],,,,,,,,,,,
21,19064,2020-04-13 01:55:47,archive,['HJ'],Hasil Penilaian Sejawat Sebidang atau Peer Review Karya Ilmiah: Jurnal Ilmiah Nasional,Peer Review : Analisis Kinerja Ekonomi Dan Keuangan Daerah Di Provinsi Lampung,6,show,article,['FP1'],"[{'id': 'teguh.endaryanto@fp.unila.ac.id', 'name': {'given': 'Teguh', 'honourific': None, 'family': 'Endaryanto', 'lineage': None}}]",disk0/00/01/90/64,2020-04-13 01:55:47,344,2020-04-13 01:55:47,pub,"[{'eprintid': 19064, 'security': 'public', 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf', 'main': 'Jurnal TE-4.pdf', 'docid': 32304, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/159861', 'objectid': 32304, 'hash_type': 'MD5', 'mtime': '2020-04-10 01:20:17', 'filename': 'Jurnal TE-4.pdf', 'hash': 'c4b926bfcfe6b3843dd3d686f0fa3998', 'fileid': 159861, 'mime_type': 'application/pdf', 'filesize': 1070359, 'datasetid': 'document'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/32304', 'rev_number': 1}]",,public,http://repository.lppm.unila.ac.id/id/eprint/19064,,TRUE,Ilmu-ilmu Sosial dan Humaniora,,,,,,,,['Universitas Lampung'],,,,,,,,,,,
22,19063,2020-04-13 01:55:30,archive,['H1'],Hasil Penilaian Sejawat Sebidang atau Peer Review Karya Ilmiah: Jurnal Ilmiah Internasional,"Peer Review : The Impact of Regional Expansion on Economic Structure: A Case Study in Lampung Province, Indonesia",6,show,article,['FP1'],"[{'name': {'given': 'Teguh', 'lineage': None, 'family': 'Endaryanto', 'honourific': None}, 'id': 'teguh.endaryanto@fp.unila.ac.id'}]",disk0/00/01/90/63,2020-04-13 01:55:30,344,2020-04-13 01:55:30,pub,"[{'eprintid': 19063, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en', 'docid': 32303, 'main': 'Jurnal TE-3.pdf', 'files': [{'objectid': 32303, 'uri': 'http://repository.lppm.unila.ac.id/id/file/159855', 'mime_type': 'application/pdf', 'fileid': 159855, 'hash': 'bcb934bcc82cca7397fcb3a2a295662d', 'filename': 'Jurnal TE-3.pdf', 'mtime': '2020-04-10 01:15:46', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 1036177}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/32303', 'rev_number': 1}]",,public,http://repository.lppm.unila.ac.id/id/eprint/19063,,TRUE,International Journal of Sciences: Basic and Applied Research (IJSBAR),,,,,,,,['Universitas Lampung'],,,,,,,,,,,
23,19072,2020-04-13 02:09:04,archive,['S1'],Hasil Penilaian Sejawat Sebidang atau Peer Review Karya Ilmiah: Proceding Internasional,Peer Review: Agricultural Sector And Agroindustry Linkage In Creating Regional Economic Multiplier In New Regional Autonomy.,10,show,conference_item,['FP1'],"[{'name': {'lineage': None, 'family': 'Endaryanto', 'honourific': None, 'given': 'Teguh'}, 'id': 'teguh.endaryanto@fp.unila.ac.id'}]",disk0/00/01/90/72,2020-04-13 02:09:04,344,2020-04-13 02:09:04,pub,"[{'content': 'published', 'language': 'en', 'mime_type': 'application/pdf', 'security': 'public', 'placement': 1, 'eprintid': 19072, 'rev_number': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/32312', 'format': 'text', 'pos': 1, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/159909', 'objectid': 32312, 'filesize': 1205506, 'datasetid': 'document', 'hash': 'a0c985dfd6b04f4f76a34f2072460c4b', 'filename': 'Jurnal TE-12.pdf', 'mtime': '2020-04-10 02:20:05', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 159909}], 'main': 'Jurnal TE-12.pdf', 'docid': 32312}]",,public,http://repository.lppm.unila.ac.id/id/eprint/19072,,TRUE,,,paper,,ISAE International 2017,conference,,,['Universitas Lampung'],,,,,,,,,,,
24,19094,2020-04-13 02:10:33,archive,['S1'],Hasil Penilaian Sejawat Sebidang atau Peer Review Karya Ilmiah: Proceding Internasional,Peer Review: Agricultural Sector And Agroindustry Linkage In Creating Regional Economic Multiplier In New Regional Autonomy.,7,show,conference_item,['FP1'],"[{'name': {'given': 'Teguh', 'honourific': None, 'family': 'Endaryanto', 'lineage': None}, 'id': 'teguh.endaryanto@fp.unila.ac.id'}]",disk0/00/01/90/94,2020-04-13 02:10:33,344,2020-04-13 02:10:33,pub,"[{'files': [{'filesize': 1194093, 'datasetid': 'document', 'filename': 'Jurnal TE-14.pdf', 'hash': 'cfba044a48126112d20d610d83dac517', 'hash_type': 'MD5', 'mtime': '2020-04-10 05:20:16', 'mime_type': 'application/pdf', 'fileid': 160075, 'uri': 'http://repository.lppm.unila.ac.id/id/file/160075', 'objectid': 32334}], 'docid': 32334, 'main': 'Jurnal TE-14.pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/32334', 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 19094, 'language': 'en', 'mime_type': 'application/pdf'}]",,public,http://repository.lppm.unila.ac.id/id/eprint/19094,,TRUE,,,paper,Bandar Lampung,ISAE International Seminar 2017,conference,9-12 August 2017,,['Universitas Lampung'],,,,,,,,,,,
25,19112,2020-04-13 02:04:03,archive,['S1'],Hasil Penilaian Sejawat Sebidang atau Peer Review Karya Ilmiah: Jurnal Ilmiah Nasional,"Peer Review: Akar penyebab kemiskinan petani hortikultura di Kabupaten Tanggamus, Propinsi Lampung",9,show,article,['FP1'],"[{'id': 'teguh.endaryanto@fp.unila.ac.id', 'name': {'honourific': None, 'family': 'Endaryanto', 'lineage': None, 'given': 'Teguh'}}]",disk0/00/01/91/12,2020-04-13 02:04:03,344,2020-04-13 02:04:03,pub,"[{'files': [{'fileid': 160207, 'mime_type': 'application/pdf', 'mtime': '2020-04-10 06:52:46', 'hash_type': 'MD5', 'filename': 'Jurnal TE-6.pdf', 'hash': '0ed8a167c1555aa3296930af9dd5b2b4', 'datasetid': 'document', 'filesize': 1081981, 'objectid': 32354, 'uri': 'http://repository.lppm.unila.ac.id/id/file/160207'}], 'docid': 32354, 'main': 'Jurnal TE-6.pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/32354', 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 19112, 'mime_type': 'application/pdf', 'language': 'en'}]",,public,http://repository.lppm.unila.ac.id/id/eprint/19112,,TRUE,Agrikultura,,,,,,,,['Universitas Lampung'],,,,,,,,,,,
26,19069,2020-04-13 01:57:17,archive,['H1'],Hasil Penilaian Sejawat Sebidang atau Peer Review Karya Ilmiah: Jurnal Ilmiah Nasional,Peer Review: Analisis Kelayakan Finansial Unit Usaha Jasa Mesin Penanam Padi (Rice Transplanter) Di Kecamatan Seputih Raman Kabupaten Lampung Tengah,6,show,article,['FP1'],"[{'name': {'lineage': None, 'honourific': None, 'family': 'Endaryanto', 'given': 'Teguh'}, 'id': 'teguh.endaryanto@fp.unila.ac.id'}]",disk0/00/01/90/69,2020-04-13 01:57:17,344,2020-04-13 01:57:17,pub,"[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 19069, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/32309', 'rev_number': 1, 'docid': 32309, 'main': 'Jurnal TE-9.pdf', 'files': [{'datasetid': 'document', 'filesize': 1069667, 'fileid': 159891, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2020-04-10 02:02:43', 'filename': 'Jurnal TE-9.pdf', 'hash': '02569853f7e7aa5c5164fab7c3222f9e', 'objectid': 32309, 'uri': 'http://repository.lppm.unila.ac.id/id/file/159891'}]}]",,public,http://repository.lppm.unila.ac.id/id/eprint/19069,,TRUE,Jurnal Ilmu-Ilmu Agribisnis (JIIA),,,,,,,,['Universitas Lampung'],,,,,,,,,,,
27,19068,2020-04-13 01:57:05,archive,['H1'],Hasil Penilaian Sejawat Sebidang atau Peer Review Karya Ilmiah: Jurnal Ilmiah Nasional,Peer Review: Analisis Kelayakan Finansial Usaha Penggilingan Padi Keliling Di Kabupaten Pringsewu Provinsi Lampung,6,show,article,['FP1'],"[{'id': 'teguh.endaryanto@fp.unila.ac.id', 'name': {'given': 'Teguh', 'lineage': None, 'honourific': None, 'family': 'Endaryanto'}}]",disk0/00/01/90/68,2020-04-13 01:57:05,344,2020-04-13 01:57:05,pub,"[{'docid': 32308, 'main': 'Jurnal TE-8.pdf', 'files': [{'datasetid': 'document', 'filesize': 1074981, 'mime_type': 'application/pdf', 'fileid': 159885, 'filename': 'Jurnal TE-8.pdf', 'hash': '0bcba703f3c3d212f710e6c78c4b2596', 'mtime': '2020-04-10 01:50:25', 'hash_type': 'MD5', 'objectid': 32308, 'uri': 'http://repository.lppm.unila.ac.id/id/file/159885'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/32308', 'rev_number': 1, 'eprintid': 19068, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en'}]",,public,http://repository.lppm.unila.ac.id/id/eprint/19068,,TRUE,http://repository.lppm.unila.ac.id/id/eprint/19067,,,,,,,,['Universitas Lampung'],,,,,,,,,,,
28,19076,2020-04-13 02:00:23,archive,['HJ'],Hasil Penilaian Sejawat Sebidang atau Peer Review Karya Ilmiah: Jurnal Ilmiah Nasional,Peer Review: Analisis Kelayakan Finansial Usaha Penggilingan Padi Keliling Di Kabupaten Pringsewu Provinsi Lampung,6,show,article,['FP1'],"[{'id': 'teguh.endaryanto@fp.unila.ac.id', 'name': {'given': 'Teguh', 'lineage': None, 'family': 'Endaryanto', 'honourific': None}}]",disk0/00/01/90/76,2020-04-13 02:00:23,344,2020-04-13 02:00:23,pub,"[{'placement': 1, 'security': 'public', 'eprintid': 19076, 'mime_type': 'application/pdf', 'language': 'en', 'files': [{'fileid': 159943, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2020-04-10 04:47:11', 'filename': 'Jurnal TE-8.pdf', 'hash': '0bcba703f3c3d212f710e6c78c4b2596', 'datasetid': 'document', 'filesize': 1074981, 'objectid': 32317, 'uri': 'http://repository.lppm.unila.ac.id/id/file/159943'}], 'docid': 32317, 'main': 'Jurnal TE-8.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/32317', 'rev_number': 1, 'pos': 1, 'format': 'text'}]",,public,http://repository.lppm.unila.ac.id/id/eprint/19076,,TRUE,Jurnal Ilmu-Ilmu Agribisnis (JIIA),,,,,,,,['Universitas Lampung'],,,,,,,,,,,
29,19075,2020-04-13 02:09:46,archive,['HJ'],Hasil Penilaian Sejawat Sebidang atau Peer Review Karya Ilmiah: Proceding Nasional,Peer Review: Analisis Kelayakan Finansial dan Manajemen Pemasaran Usaha Ternak Kambing Perah di Kabupaten Lampung Timur,7,show,conference_item,['FP1'],"[{'name': {'given': 'Teguh', 'family': 'Endaryanto', 'honourific': None, 'lineage': None}, 'id': 'teguh.endaryanto@fp.unila.ac.id'}]",disk0/00/01/90/75,2020-04-13 02:09:46,344,2020-04-13 02:09:46,pub,"[{'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 19075, 'uri': 'http://repository.lppm.unila.ac.id/id/document/32315', 'rev_number': 1, 'format': 'text', 'pos': 1, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/159934', 'objectid': 32315, 'hash': '33aa3f6fa8f08c0262aa81c592cc45fb', 'filename': 'Jurnal TE-15.pdf', 'hash_type': 'MD5', 'mtime': '2020-04-10 02:51:54', 'mime_type': 'application/pdf', 'fileid': 159934, 'filesize': 1208418, 'datasetid': 'document'}], 'main': 'Jurnal TE-15.pdf', 'docid': 32315}]",,public,http://repository.lppm.unila.ac.id/id/eprint/19075,,TRUE,,,paper,,Seminar Nasional Pengembangan Agribisnis 2018 Dan Lokakarya Nasional FKPTPI Kawasan Timur Indonesia,conference,,,['Universitas Lampung'],,,,,,,,,,,
30,19109,2020-04-13 02:12:18,archive,['HJ'],Hasil Penilaian Sejawat Sebidang atau Peer Review Karya Ilmiah: Proceding Nasional,Peer Review: Analisis Kelayakan Finansial dan Manajemen Pemasaran Usaha Ternak Kambing Perah di Kabupaten Lampung Timur,7,show,conference_item,['FP1'],"[{'name': {'given': 'Teguh', 'honourific': None, 'family': 'Endaryanto', 'lineage': None}, 'id': 'teguh.endaryanto@fp.unila.ac.id'}]",disk0/00/01/91/09,2020-04-13 02:12:18,344,2020-04-13 02:12:18,pub,"[{'security': 'public', 'placement': 1, 'eprintid': 19109, 'mime_type': 'application/pdf', 'language': 'en', 'files': [{'filesize': 1218195, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2020-04-10 06:36:03', 'hash': 'f4c539b9a94767a7ee66e0e5b96ac75a', 'filename': 'Jurnal TE-17.pdf', 'fileid': 160186, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/160186', 'objectid': 32351}], 'docid': 32351, 'main': 'Jurnal TE-17.pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/32351', 'format': 'text', 'pos': 1}]",,public,http://repository.lppm.unila.ac.id/id/eprint/19109,,TRUE,,,paper,,Seminar Nasional Pengembangan Agribisnis 2018 Dan Lokakarya Nasional FKPTPI Kawasan Timur Indonesia,conference,,,['Universitas Lampung'],,,,,,,,,,,
31,19086,2020-04-13 02:10:16,archive,['S1'],Hasil Penilaian Sejawat Sebidang atau Peer Review Karya Ilmiah: Proceding Internasional,Peer Review: Basic Causes Of Horticultural Farmer Poverty (Cabbage And Chilli) In Gisting District Of Tanggamus Regency,7,show,conference_item,['FP1'],"[{'name': {'lineage': None, 'family': 'Endaryanto', 'honourific': None, 'given': 'Teguh'}, 'id': 'teguh.endaryanto@fp.unila.ac.id'}]",disk0/00/01/90/86,2020-04-13 02:10:16,344,2020-04-13 02:10:16,pub,"[{'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 19086, 'uri': 'http://repository.lppm.unila.ac.id/id/document/32328', 'rev_number': 1, 'format': 'text', 'pos': 1, 'files': [{'filesize': 1181937, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2020-04-10 05:13:17', 'hash': 'f6ca67a58dd867c3cef3954a23d9eff8', 'filename': 'Jurnal TE-13.pdf', 'fileid': 160031, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/160031', 'objectid': 32328}], 'docid': 32328, 'main': 'Jurnal TE-13.pdf'}]",,public,http://repository.lppm.unila.ac.id/id/eprint/19086,,TRUE,,,paper,,International Seminar on Horticulture to Support Food Security (ISHSFS 2010),conference,,,['Universitas Lampung'],,,,,,,,,,,
32,19113,2020-04-13 02:12:38,archive,['S1'],Hasil Penilaian Sejawat Sebidang atau Peer Review Karya Ilmiah: Proceding Internasional,Peer Review: Corn Peasents Empowerment Through Enhancing Entrepreneurial Competence In The District Grobogan Central Of Java.,7,show,conference_item,['FP1'],"[{'name': {'lineage': None, 'family': 'Endaryanto', 'honourific': None, 'given': 'Teguh'}, 'id': 'teguh.endaryanto@fp.unila.ac.id'}]",disk0/00/01/91/13,2020-04-13 02:12:38,344,2020-04-13 02:12:38,pub,"[{'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 19113, 'uri': 'http://repository.lppm.unila.ac.id/id/document/32355', 'rev_number': 1, 'format': 'text', 'pos': 1, 'files': [{'datasetid': 'document', 'filesize': 1182920, 'mime_type': 'application/pdf', 'fileid': 160217, 'hash': '579ccd9b942864b022648b9b4b92a7a9', 'filename': 'Jurnal TE-14.pdf', 'mtime': '2020-04-10 06:58:22', 'hash_type': 'MD5', 'objectid': 32355, 'uri': 'http://repository.lppm.unila.ac.id/id/file/160217'}], 'main': 'Jurnal TE-14.pdf', 'docid': 32355}]",,public,http://repository.lppm.unila.ac.id/id/eprint/19113,,TRUE,,,paper,,The 1st International Conference on Social Sciencess (ICSS) 2017,conference,,,['Universitas Lampung'],,,,,,,,,,,
33,19083,2020-04-13 02:10:00,archive,['S1'],Hasil Penilaian Sejawat Sebidang atau Peer Review Karya Ilmiah: Proceding Internasional,Peer Review: Financial Feasibility Of Several Agricultural Equipment And Machinery Business Unit Services In Lampung Province,7,show,conference_item,['FP1'],"[{'name': {'honourific': None, 'family': 'Endaryanto', 'lineage': None, 'given': 'Teguh'}, 'id': 'teguh.endaryanto@fp.unila.ac.id'}]",disk0/00/01/90/83,2020-04-13 02:10:00,344,2020-04-13 02:10:00,pub,"[{'security': 'public', 'placement': 1, 'eprintid': 19083, 'mime_type': 'application/pdf', 'language': 'en', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/159985', 'objectid': 32322, 'filename': 'Jurnal TE-12.pdf', 'hash': 'a0c985dfd6b04f4f76a34f2072460c4b', 'hash_type': 'MD5', 'mtime': '2020-04-10 05:02:20', 'mime_type': 'application/pdf', 'fileid': 159985, 'filesize': 1205506, 'datasetid': 'document'}], 'main': 'Jurnal TE-12.pdf', 'docid': 32322, 'uri': 'http://repository.lppm.unila.ac.id/id/document/32322', 'rev_number': 1, 'format': 'text', 'pos': 1}]",,public,http://repository.lppm.unila.ac.id/id/eprint/19083,,TRUE,,,paper,,International Conference And Congress Of The Indonesian Society Of Agricultural Economics (ICC – ISAE),conference,,,['Universitas Lampung'],,,,,,,,,,,
34,19062,2020-04-13 01:55:10,archive,['Q1'],Hasil Penilaian Sejawat Sebidang atau Peer Review Karya Ilmiah: Jurnal Ilmiah Internasional,Peer Review: Kemenyan (Styrax benzoin Dryand) extract as green inhibitor of calcium carbonate (CaCO3) crystallization.,6,show,article,['FP1'],"[{'name': {'family': 'Endaryanto', 'honourific': None, 'lineage': None, 'given': 'Teguh'}, 'id': 'teguh.endaryanto@fp.unila.ac.id'}]",disk0/00/01/90/62,2020-04-13 01:55:10,344,2020-04-13 01:55:10,pub,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 19062, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/32302', 'docid': 32302, 'main': 'Jurnal TE-2.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/159849', 'objectid': 32302, 'filename': 'Jurnal TE-2.pdf', 'hash': '516c7a4af24f82f2edf448d1324ae7b6', 'hash_type': 'MD5', 'mtime': '2020-04-10 01:08:42', 'mime_type': 'application/pdf', 'fileid': 159849, 'filesize': 1058572, 'datasetid': 'document'}]}]",,public,http://repository.lppm.unila.ac.id/id/eprint/19062,,TRUE,Desalination and Water Treatment,,,,,,,,['Universitas Lampung'],,,,,,,,,,,
