,userid,lastmod,datestamp,documents,ispublished,number,refereed,full_text_status,uri,type,divisions,creators,issn,publication,dir,status_changed,eprint_status,abstract,subjects,official_url,title,metadata_visibility,volume,rev_number,eprintid,publisher,date_type,related_url,pagerange,contributors,corp_creators,pres_type,event_type,event_dates,event_title,event_location,id_number,contact_email,isbn,place_of_pub,keywords,referencetext
10,391,2019-05-14 08:05:23,2019-05-14 08:05:23,"[{'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/25597', 'rev_number': 1, 'docid': 25597, 'main': '17162-38668-1-PB.pdf', 'files': [{'objectid': 25597, 'uri': 'http://repository.lppm.unila.ac.id/id/file/111782', 'fileid': 111782, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2019-05-10 07:50:45', 'hash': 'bb15bfa9b088e1fcc3f34fd22194abd7', 'filename': '17162-38668-1-PB.pdf', 'datasetid': 'document', 'filesize': 373458}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 12616, 'placement': 1, 'security': 'public'}]",pub,,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/12616,article,['FKIP15'],"[{'name': {'given': 'Rini Rita', 'lineage': None, 'honourific': None, 'family': 'Marpaung'}, 'id': 'ritamarpaung15@yahoo.co.id'}, {'id': None, 'name': {'given': 'Darlen', 'honourific': None, 'family': 'Sikumbang', 'lineage': None}}]",2621-5594,Jurnal Bioterdidik: Wahana Ekspresi Ilmiah,disk0/00/01/26/16,2019-05-14 08:05:23,archive,"Penelitian ini bertujuan untuk menentukanpengaruh modelDiscovery learning terhadap keterampilan metakognisi dan hasil belajar siswa. Penelitian ini menggunakan nonequivalent pretest-posttest control group design. Sampel penelitian adalah peserta didik kelas VIIB dan VIIDyang berjumlah 64 dan dipilih dengan teknik cluster random sampling. Data keterampilan metakognisi diperoleh dari angket dan data hasil belajar (aspek kognitif) diperoleh dari pretest dan posttest. Angket dianalisis secara deskriptif sedangkan hasil belajar dianalisis dengan uji Independent Sample t-Test pada taraf kepercayaan 5%. Hasil penelitian menunjukkan bahwa keterampilan metakognisi baik tahap perencanaan, pemantauan maupun evaluasi pada kelas eksperimen (N-gain=0,59) lebih tinggi dibandingkan kelas kontrol (N-gain=0,52).Jadi dapat disimpulkan bahwa Discovery learning berpengaruh terhadap peningkatan keterampilan metakognisi tetapi tidak signifikan terhadap hasil belajar siswa.",['L1'],,Pengaruh Discovery Learning Terhadap Keterampilan Metakognisi dan Hasil Belajar Siswa SMP,show,,6,12616,Prodi Pendidikan Biologi FKIP Unila,,,,,,,,,,,,,,,,
11,48,2023-01-16 01:53:40,2023-01-16 01:53:40,"[{'placement': 1, 'security': 'public', 'eprintid': 47821, 'mime_type': 'application/pdf', 'language': 'en', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/523445', 'objectid': 186921, 'filename': '2. unila.ac.id Mail - [BIOEDUKATIKA] Submission Acknowledgement-digabungkan.pdf', 'hash': 'e48d8bfdb349a15541b9c666d1393d6b', 'hash_type': 'MD5', 'mtime': '2023-01-15 07:10:23', 'mime_type': 'application/pdf', 'fileid': 523445, 'filesize': 1864623, 'datasetid': 'document'}], 'docid': 186921, 'main': '2. unila.ac.id Mail - [BIOEDUKATIKA] Submission Acknowledgement-digabungkan.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/186921', 'rev_number': 2, 'pos': 1, 'format': 'text'}]",pub,,,public,http://repository.lppm.unila.ac.id/id/eprint/47821,other,['FKIP15'],"[{'name': {'lineage': None, 'honourific': None, 'family': 'Maulina', 'given': 'Dina'}, 'id': 'dina.maulina@fkip.unila.ac.id'}]",,,disk0_bak/00/04/78/21,2023-01-16 01:53:40,archive,,['L1'],,Bukti Corresponding Author pada jurnal BIOEDUKATIKA Tekareditasi SINTA 2,show,,8,47821,Universitas Ahmad Dahlan,,,,,,,,,,,,,,,,
12,48,2023-03-21 09:04:15,2023-03-21 09:04:15,,unpub,,,none,http://repository.lppm.unila.ac.id/id/eprint/49086,other,['FKIP15'],"[{'id': 'dina.maulina@fkip.unila.ac.id', 'name': {'given': 'Dina', 'lineage': None, 'family': 'Maulina', 'honourific': None}}]",,,disk0_bak/00/04/90/86,2023-03-21 09:04:15,archive,"This study aimed to assess junior high school students' critical thinking skills in biology learning using Liveworksheet E-LKPD  based on a scientific approach. Critical thinking skills assessments, teacher interviews, and student response questionnaires were used as data
collection techniques. The n-gain, normality test, homogeneity test, and independent sample t-test were used to assess critical thinking skills data. The questionnaire and interview data were analyzed descriptively in percentage form. The results revealed significant differences in critical thinking skills between students in the experimental and control groups (Sig. < 0.05). The learning process and teaching materials employed produce differences in students' critical thinking skills, students are not
accustomed to working on critical thinking problems, and teachers have not maximized learning activities with the scientific approach.",['L1'],,Bukti Corresponding Author; Jurnal Biosfer: Jurnal Tadris Biologi,show,,6,49086,UIN Radin Inten Lampung,,,,,,,,,,,,,,,,
13,48,2023-04-25 11:23:17,2023-04-25 11:23:17,"[{'pos': 1, 'format': 'text', 'rev_number': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/190421', 'main': 'J.Bioedusiana 2023 maulina.pdf.pdf', 'docid': 190421, 'files': [{'hash': '05cd6915eac495a6b07fbd1cf5fa9b85', 'filename': 'J.Bioedusiana 2023 maulina.pdf.pdf', 'mtime': '2023-04-24 08:22:48', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 546474, 'filesize': 425325, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/546474', 'objectid': 190421}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 50716, 'placement': 1, 'security': 'public'}]",pub,,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/50716,article,['FKIP15'],"[{'name': {'family': 'Maulina', 'honourific': None, 'lineage': None, 'given': 'Dina'}, 'id': 'dina.maulina@fkip.unila.ac.id'}]",2684-7604,Bioedusiana,disk0_bak/00/05/07/16,2023-04-25 11:23:17,archive,,['L1'],,Cek Similariti Artikel: Integrasi TPACK Dalam Flipped Learning Untuk Meningkatkan Keterampilan Berpikir Kritis Peserta Didik Pada Pembelajaran Biologi di SMAN 1 Metro,show,,7,50716,Universitas Siliwangi,,,,,,,,,,,,,,,,
14,48,2023-04-26 03:24:00,2023-04-26 03:24:00,"[{'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 50748, 'uri': 'http://repository.lppm.unila.ac.id/id/document/190450', 'rev_number': 2, 'format': 'text', 'pos': 1, 'files': [{'filesize': 765403, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2023-04-25 23:44:10', 'hash': '1d94beb05ee347b74e2019f9ed0cf61f', 'filename': 'Bioedusains Maulina.pdf', 'fileid': 546770, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/546770', 'objectid': 190450}], 'main': 'Bioedusains Maulina.pdf', 'docid': 190450}]",pub,,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/50748,article,['FKIP15'],"[{'id': 'dina.maulina@fkip.unila.ac.id', 'name': {'lineage': None, 'family': 'Maulina', 'honourific': None, 'given': 'Dina'}}]",2598-7453,BIOEDUSAINS:Jurnal Pendidikan Biologi dan Sains,disk0_bak/00/05/07/48,2023-04-26 03:24:00,archive,,['L1'],,Cek Similaritu Artikel: Kajian Kemampuan Argumentasi Siswa Pada Materi Pokok Animalia Melalui Pendekatan Saintifik Di SMA Dengan Peringkat Akreditasi Yang Berbeda,show,,7,50748,"esearch institute of mathematics, computer, nursering, education and economics (IPM2KPE)",,,,,,,,,,,,,,,,
15,48,2023-04-25 11:24:33,2023-04-25 11:24:33,"[{'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 50739, 'uri': 'http://repository.lppm.unila.ac.id/id/document/190444', 'rev_number': 2, 'pos': 1, 'format': 'text', 'files': [{'mime_type': 'application/pdf', 'fileid': 546633, 'hash': '3164ebc3756778abdcb13cbc537ccbda', 'filename': 'Aritikel Biolokus.pdf (1).pdf', 'hash_type': 'MD5', 'mtime': '2023-04-25 10:28:50', 'datasetid': 'document', 'filesize': 468922, 'objectid': 190444, 'uri': 'http://repository.lppm.unila.ac.id/id/file/546633'}], 'docid': 190444, 'main': 'Aritikel Biolokus.pdf (1).pdf'}]",pub,,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/50739,article,['FKIP15'],"[{'id': 'dina.maulina@fkip.unila.ac.id', 'name': {'family': 'Maulina', 'honourific': None, 'lineage': None, 'given': 'Dina'}}]",2621-7538,Biolokus,disk0_bak/00/05/07/39,2023-04-25 11:24:33,archive,,['L1'],,Cek Similarity Artikel : Argumentation skill through a scientific approach: Study at different school accreditations rating,show,,7,50739,Universitas Negeri Sumatera Selatan,,,,,,,,,,,,,,,,
16,48,2023-04-25 11:24:36,2023-04-25 11:24:36,"[{'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 50740, 'rev_number': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/190445', 'pos': 1, 'format': 'text', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/546640', 'objectid': 190445, 'filesize': 616869, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2023-04-25 10:32:38', 'filename': 'Edusains Maulina.pdf.pdf', 'hash': 'e3c904dfdd1cda0379ccc1e5f6f1c0f0', 'fileid': 546640, 'mime_type': 'application/pdf'}], 'main': 'Edusains Maulina.pdf.pdf', 'docid': 190445}]",pub,,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/50740,article,['FKIP15'],"[{'name': {'family': 'Maulina', 'honourific': None, 'lineage': None, 'given': 'Dina'}, 'id': 'dina.maulina@fkip.unila.ac.id'}]",2443-1281,EDUSAINS,disk0_bak/00/05/07/40,2023-04-25 11:24:36,archive,,['L1'],,Cek Similarity Artikel: ANALYSIS OF PRIMARY SCHOOL SCIENCE TEACHERS' PERCEPTIONS IN NORTH LAMPUNG ON SCIENCE LITERACY BASED ON EIGHT SCIENCE LITERACY INDICATORS,show,,7,50740,"Departement of Natural Science Education, Faculty of Educational Sciences, UIN (State Islamic University) Syarif Hidayatullah Jakarta",,,,,,,,,,,,,,,,
17,48,2023-05-02 03:25:54,2023-05-02 03:25:54,"[{'eprintid': 50911, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf', 'docid': 190624, 'main': 'An Analysis of Biology Oral Communication Skills and Cognitive Learning Outcomes_ The Impact of Prac (1).pdf', 'files': [{'objectid': 190624, 'uri': 'http://repository.lppm.unila.ac.id/id/file/548005', 'datasetid': 'document', 'filesize': 522022, 'mime_type': 'application/pdf', 'fileid': 548005, 'filename': 'An Analysis of Biology Oral Communication Skills and Cognitive Learning Outcomes_ The Impact of Prac (1).pdf', 'hash': 'e01792386d205d66255c2f027e676daa', 'hash_type': 'MD5', 'mtime': '2023-05-02 01:43:09'}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/190624', 'rev_number': 2}]",pub,,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/50911,article,['FKIP15'],"[{'name': {'given': 'Dina', 'lineage': None, 'honourific': None, 'family': 'Maulina'}, 'id': 'dina.maulina@fkip.unila.ac.id'}]",2540-7562,BIOSFER: Jurnal Tadris Biologi,disk0_bak/00/05/09/11,2023-05-02 03:25:54,archive,,['L1'],,Cek Similarity Artikel: An Analysis of Biology Oral Communication Skills and Cognitive Learning Outcomes: The Impact of Practicum-Based Two-Stay Two-Stray Learning Model,show,,7,50911,Jurusan Pendidikan Biologi Fakultas Tarbiyah dan Keguruan UIN Raden Intan Lampun,,,,,,,,,,,,,,,,
18,48,2023-04-25 11:24:01,2023-04-25 11:24:01,"[{'language': 'en', 'mime_type': 'application/pdf', 'security': 'public', 'placement': 1, 'eprintid': 50718, 'rev_number': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/190424', 'format': 'text', 'pos': 1, 'files': [{'objectid': 190424, 'uri': 'http://repository.lppm.unila.ac.id/id/file/546494', 'fileid': 546494, 'mime_type': 'application/pdf', 'mtime': '2023-04-24 08:50:26', 'hash_type': 'MD5', 'hash': '3f56f23137a28ee5e0b592ec1112c35b', 'filename': 'Bioedukatika 2022.pdf (1).pdf', 'datasetid': 'document', 'filesize': 689570}], 'main': 'Bioedukatika 2022.pdf (1).pdf', 'docid': 190424}]",pub,,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/50718,article,['FKIP15'],"[{'name': {'given': 'Dina', 'honourific': None, 'family': 'Maulina', 'lineage': None}, 'id': 'dina.maulina@fkip.unila.ac.id'}]",,bioedukatika,disk0_bak/00/05/07/18,2023-04-25 11:24:01,archive,,['L1'],,Cek Similarity Artikel: Guided inquiry model assisted HOTS-Based worksheet for critical thinking ability in online learning during pandemic covid-19,show,,7,50718,,,,,,,,,,,,,,,,,
19,48,2023-04-25 11:24:30,2023-04-25 11:24:30,"[{'rev_number': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/190443', 'pos': 1, 'format': 'text', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/546626', 'objectid': 190443, 'mtime': '2023-04-25 10:20:35', 'hash_type': 'MD5', 'hash': '9af3343d617aa8f96aeaa673c38e2cba', 'filename': 'JPP Mulina.pdf.pdf', 'fileid': 546626, 'mime_type': 'application/pdf', 'filesize': 5653678, 'datasetid': 'document'}], 'docid': 190443, 'main': 'JPP Mulina.pdf.pdf', 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 50738}]",pub,,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/50738,article,['FKIP15'],"[{'id': 'dina.maulina@fkip.unila.ac.id', 'name': {'given': 'Dina', 'lineage': None, 'family': 'Maulina', 'honourific': None}}]",2087-9849,Jurnal Pendidikan Progresif,disk0_bak/00/05/07/38,2023-04-25 11:24:30,archive,,['L1'],,Cek Similarity Artikel: Integrated STEM 3.0 Approach to Enhance Critical Thinking Skills: An Empirical Evidence,show,,7,50738,Unit Database dan Publikasi Ilmiah FKIP kerjasama dengan ISPI,,,,,,,,,,,,,,,,
20,48,2023-05-02 07:34:56,2023-05-02 07:34:56,"[{'eprintid': 50919, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en', 'docid': 190633, 'main': 'KAJIAN FAKTOR INTRINSIK DAN KEMAMPUAN LITERASI SAINS SISWA SMP DI KOTA BANDAR LAMPUNG .pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/548072', 'objectid': 190633, 'filesize': 415093, 'datasetid': 'document', 'filename': 'KAJIAN FAKTOR INTRINSIK DAN KEMAMPUAN LITERASI SAINS SISWA SMP DI KOTA BANDAR LAMPUNG .pdf', 'hash': 'a93661aee6587ab5f27d36aa10009a25', 'mtime': '2023-05-02 03:23:43', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 548072}], 'format': 'text', 'pos': 1, 'rev_number': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/190633'}]",pub,,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/50919,article,['FKIP15'],"[{'name': {'lineage': None, 'honourific': None, 'family': 'Maulina', 'given': 'Dina'}, 'id': 'dina.maulina@fkip.unila.ac.id'}]",2301-5071,Lensa (Lentera Sains),disk0_bak/00/05/09/19,2023-05-02 07:34:56,archive,,['L1'],,Cek Similarity Artikel: KAJIAN FAKTOR INTRINSIK DAN KEMAMPUAN LITERASI SAINS SISWA SMP DI KOTA BANDAR LAMPUNG,show,,7,50919,,,,,,,,,,,,,,,,,
21,48,2023-05-02 01:43:40,2023-05-02 01:43:40,"[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 50904, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/190617', 'rev_number': 2, 'docid': 190617, 'main': 'TPACK_ Analysis of Biology Learning Outcomes at Senior High School Level`s in the Bandar Lampung Cit.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/547894', 'objectid': 190617, 'mtime': '2023-05-02 01:16:31', 'hash_type': 'MD5', 'filename': 'TPACK_ Analysis of Biology Learning Outcomes at Senior High School Level`s in the Bandar Lampung Cit.pdf', 'hash': '0ff1a85ec8898654b305876a1651c61a', 'fileid': 547894, 'mime_type': 'application/pdf', 'filesize': 489223, 'datasetid': 'document'}]}]",pub,,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/50904,article,['FKIP15'],"[{'name': {'given': 'Dina', 'lineage': None, 'family': 'Maulina', 'honourific': None}, 'id': 'dina.maulina@fkip.unila.ac.id'}]",2684-7604,Bioedusiana,disk0_bak/00/05/09/04,2023-05-02 01:43:40,archive,,['L1'],,"Cek Similarity Artikel: TPACK: Analysis of Biology Learning Outcomes at Senior High School Level`s in the Bandar
Lampung City During Online Learning",show,,7,50904,Universitas Siliwangi,,,,,,,,,,,,,,,,
22,48,2023-04-25 11:24:11,2023-04-25 11:24:11,"[{'pos': 1, 'format': 'text', 'rev_number': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/190423', 'main': 'JoA Edu 2023.pdf.pdf', 'docid': 190423, 'files': [{'fileid': 546489, 'mime_type': 'application/pdf', 'mtime': '2023-04-24 08:40:10', 'hash_type': 'MD5', 'filename': 'JoA Edu 2023.pdf.pdf', 'hash': '7ab9e9a9d80b99b110d4f40b25e56e89', 'datasetid': 'document', 'filesize': 343444, 'objectid': 190423, 'uri': 'http://repository.lppm.unila.ac.id/id/file/546489'}], 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 50717, 'placement': 1, 'security': 'public'}]",pub,,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/50717,article,['FKIP15'],"[{'name': {'lineage': None, 'honourific': None, 'family': 'Maulina', 'given': 'Dina'}, 'id': 'dina.maulina@fkip.unila.ac.id'}]",2985-8135,JoAEdu,disk0_bak/00/05/07/17,2023-04-25 11:24:11,archive,,['L1'],,Cek Similarity: Students' Science Literacy Ability: Study on the Topic of Environmental Pollution at SMPN 2 Merbau Mataram,show,,12,50717,Program Doktor Pendidikan FKIP Universitas Lampung,,,,,,,,,,,,,,,,
23,48,2023-04-26 03:23:58,2023-04-26 03:23:58,"[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 50747, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'rev_number': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/190449', 'main': 'Biosfer Tadris Maulina.pdf.pdf', 'docid': 190449, 'files': [{'mime_type': 'application/pdf', 'fileid': 546763, 'filename': 'Biosfer Tadris Maulina.pdf.pdf', 'hash': 'a7b4d0c04231e97ea10242355d5c39f5', 'hash_type': 'MD5', 'mtime': '2023-04-25 23:40:24', 'datasetid': 'document', 'filesize': 384236, 'objectid': 190449, 'uri': 'http://repository.lppm.unila.ac.id/id/file/546763'}]}]",pub,,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/50747,article,['FKIP15'],"[{'id': 'dina.maulina@fkip.unila.ac.id', 'name': {'given': 'Dina', 'family': 'Maulina', 'honourific': None, 'lineage': None}}]",2540-7562,BIOSFER: Jurnal Tadris Biologi,disk0_bak/00/05/07/47,2023-04-26 03:23:58,archive,,['L1'],,Cek Similatiry Artikel: Junior High School Students' Critical Thinking Ability in Biology Learning through Liveworksheet E-LKPD Based on Scientific Approach,show,,7,50747,Jurusan Pendidikan Biologi Fakultas Tarbiyah dan Keguruan UIN Raden Intan Lampun,,,,,,,,,,,,,,,,
24,48,2023-05-02 01:43:15,2023-05-02 01:43:15,"[{'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 50894, 'uri': 'http://repository.lppm.unila.ac.id/id/document/190608', 'rev_number': 2, 'format': 'text', 'pos': 1, 'files': [{'filesize': 298587, 'datasetid': 'document', 'hash': '5787b88a3e6a9d520fc0feecc863df84', 'filename': 'Identification of coral reef cover and invertebrate diversity in Pahawang Island Lampung Indonesia.pdf', 'mtime': '2023-05-01 13:03:39', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 547838, 'uri': 'http://repository.lppm.unila.ac.id/id/file/547838', 'objectid': 190608}], 'main': 'Identification of coral reef cover and invertebrate diversity in Pahawang Island Lampung Indonesia.pdf', 'docid': 190608}]",pub,,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/50894,article,['FKIP15'],"[{'id': 'dina.maulina@fkip.unila.ac.id', 'name': {'lineage': None, 'family': 'Maulina', 'honourific': None, 'given': 'Dina'}}]",,Biological Environment and Pollution,disk0_bak/00/05/08/94,2023-05-02 01:43:15,archive,,['L1'],,Cek Simililarity Artikel: Identification of coral reef cover and invertebrate diversity in Pahawang Island Lampung Indonesia,show,,7,50894,,,,,,,,,,,,,,,,,
25,48,2023-05-02 01:43:07,2023-05-02 01:43:07,"[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 50892, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'rev_number': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/190606', 'docid': 190606, 'main': 'International Journal of Educational Studies in Social Sciences (Linda 2021).pdf', 'files': [{'filename': 'International Journal of Educational Studies in Social Sciences (Linda 2021).pdf', 'hash': '10bec3862db060f4b3488f7d6a891d15', 'mtime': '2023-05-01 12:04:01', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 547824, 'filesize': 649368, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/547824', 'objectid': 190606}]}]",pub,,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/50892,article,['FKIP15'],"[{'name': {'lineage': None, 'family': 'Maulina', 'honourific': None, 'given': 'Dina'}, 'id': 'dina.maulina@fkip.unila.ac.id'}]",,lighthouse publishing company,disk0_bak/00/05/08/92,2023-05-02 01:43:07,archive,,['L1'],,Cek Simlarity Artikel:PQ4R-based E-LKPD to improve the fourth grade students’ higher order thinking skills,show,,7,50892,,,,,,,,,,,,,,,,,
26,48,2023-05-02 01:44:00,2023-05-02 01:44:00,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/190620', 'rev_number': 2, 'format': 'text', 'pos': 1, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/547914', 'objectid': 190620, 'mtime': '2023-05-02 01:29:32', 'hash_type': 'MD5', 'filename': ""Effectiveness of argument-driven inquiry (ADI) learning model on students' creative thinking skill_ .pdf"", 'hash': 'a1192c0bfc02a7ea6274ff79b43d8730', 'fileid': 547914, 'mime_type': 'application/pdf', 'filesize': 592623, 'datasetid': 'document'}], 'docid': 190620, 'main': ""Effectiveness of argument-driven inquiry (ADI) learning model on students' creative thinking skill_ .pdf"", 'language': 'en', 'mime_type': 'application/pdf', 'security': 'public', 'placement': 1, 'eprintid': 50907}]",pub,,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/50907,article,['FKIP15'],"[{'name': {'given': 'Dina', 'family': 'Maulina', 'honourific': None, 'lineage': None}, 'id': 'dina.maulina@fkip.unila.ac.id'}]",E-ISSN: 2614-3984,Biosfer: Jurnal Pendidikan Biologi,disk0_bak/00/05/09/07,2023-05-02 01:44:00,archive,,['L1'],,Cek similarity artikel: Effectiveness of argument-driven inquiry (ADI) learning model on students' creative thinking skill: Environmental pollution,show,,7,50907,© 2019 Universitas Negeri Jakarta.,,,,,,,,,,,,,,,,
27,48,2020-05-27 01:41:23,2020-05-27 01:41:23,"[{'rev_number': 6, 'uri': 'http://repository.lppm.unila.ac.id/id/document/33914', 'pos': 1, 'format': 'text', 'files': [{'objectid': 33914, 'uri': 'http://repository.lppm.unila.ac.id/id/file/193065', 'datasetid': 'document', 'filesize': 26087, 'mime_type': 'text/html', 'fileid': 193065, 'hash': '3d8ffbd35d5f9068206dce38ae9cd62f', 'filename': 125940661, 'hash_type': 'MD5', 'mtime': '2020-05-26 13:13:26'}], 'docid': 33914, 'main': 125940661, 'content': 'accepted', 'mime_type': 'text/html', 'language': 'en', 'placement': 1, 'security': 'validuser', 'eprintid': 20567}]",pub,,TRUE,restricted,http://repository.lppm.unila.ac.id/id/eprint/20567,article,['FKIP15'],"[{'name': {'honourific': None, 'family': 'Maulina', 'lineage': None, 'given': 'Dina'}, 'id': 'dina.maulina@fkip.unila.ac.id'}]",,Proceedings of the Tarumanagara International Conference on the Applications of Social Sciences and Humanities (TICASH 2019),disk0/00/02/05/67,2020-05-27 01:41:23,archive,"Bioinformatics is one of the elective courses in the master degree of Biology study program, Universitas Negeri Malang, which prepares student technology literacy skills related to the field of biology through the use of available technology and information. This is in accordance with the learning outcomes (LO) that must be possessed by students and contained in the lecture plan for the semester course. Bioinformatics modules have been developed and the purpose of this study is to test the effectiveness of using bioinformatics modules with problem-based learning (PBL) models of technology literacy skills. The research method was pre-experimental with a one group pretest-posttest study design and using the observation sheet of technology literacy skills as an instrument of data collection. The test results of the effectiveness of bioinformatics modules obtained N-gain value of 0.71 with the category of module effectiveness classified as high. Descriptive analysis results also showed that bioinformatics modules were able to improve student technology literacy skills based on four aspects, namely aspects of computer-based technology, design aspects, aspects of selection and use, and product aspects.",['LB2300'],,The Effectiveness of Bioinformatic Module Based on Problem-Based Learning Toward Technology Literation Skills of Biology Master Program Students,show,,12,20567,,,,,,,,,,,,10.2991/assehr.k.200515.121,,,,,
