,subjects,abstract,eprint_status,status_changed,rev_number,event_type,metadata_visibility,official_url,title,event_dates,date_type,event_title,eprintid,event_location,pagerange,datestamp,lastmod,userid,uri,full_text_status,refereed,ispublished,documents,pres_type,divisions,type,dir,date,creators,volume,issn,publication,funders,contact_email,projects,publisher,number,corp_creators,id_number,related_url,place_of_pub,patent_applicant,pages,isbn,contributors,series,book_title,succeeds
10,['S1'],"Penelitian ini bertujuan mendapatkan konsentrasi optimal ekstrak pegagan yang ditambahkan dalam pembuatan nasi instan agar didapatkan tingkat hidrolisis pati rendah, dengan aktivitas antioksidan yang tinggi dan sifat sensoriter baik. Hasil penelitian menunjukkan bahwa perlakuan terbaik yaitu beras instant dengan penambahan ekstrak daun pegagan sebesar 15% dengan karakteristik yaitu tingkat hidrolisis pati 15,50%, aktivitas antioksidan 67,88%, total fenol 0,27 ppm GAE dan persentase uji sensori panelis suka terhadap aroma 12,22%, rasa 24, 44%, warna 13,33% dan kepulenan 22,22 %.",archive,2017-05-24 06:45:36,8,,show,http://jurnal.fp.unila.ac.id/index.php/JTHP/index,"AKTIVITAS ANTIOKSIDAN DAN SIFAT SENSORI DARI NASI INSTAN HASIL HIDROLISIS PATI YANG DIPERKAYA DENGAN
EKSTRAK PEGAGAN (Centella asiatica)",,published,,1628,,77-88,2017-05-24 06:45:27,2017-05-24 06:45:36,1027,http://repository.lppm.unila.ac.id/id/eprint/1628,public,TRUE,pub,"[{'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 1628, 'uri': 'http://repository.lppm.unila.ac.id/id/document/1492', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'objectid': 1492, 'uri': 'http://repository.lppm.unila.ac.id/id/file/11271', 'fileid': 11271, 'mime_type': 'application/pdf', 'mtime': '2017-05-19 07:19:17', 'hash_type': 'MD5', 'hash': '2e9b21b6eda98e0b5afc96dd02d8f063', 'filename': 'Hidayati, beras instan.pdf', 'datasetid': 'document', 'filesize': 425541}], 'main': 'Hidayati, beras instan.pdf', 'docid': 1492}]",,['FP19'],article,disk0/00/00/16/28,2016-09-01 00:00:00.000000000,"[{'name': {'lineage': None, 'honourific': None, 'family': 'Hidayati', 'given': 'Sri'}, 'id': 'srihidayati.unila@gmail.com'}, {'id': None, 'name': {'lineage': None, 'family': 'Nurdin', 'honourific': None, 'given': 'Samsu Udayana'}}, {'name': {'given': 'Ryan Aji', 'lineage': None, 'honourific': None, 'family': 'Nugroho'}, 'id': None}]",21.0,ISSN 1410-3044 (print) and ISSN 2304-4399 (online),Jurnal Teknologi Industri & Hasil Pertanian,,,,Jurusan Teknologi Hasil Pertanian Unila,2.0,,ISSN 1410-3044 (print) and ISSN 2304-4399 (online),,,,,,,,,
11,['S1'],"This aim of the research  was to obtain an optimal concentration of Centella asiatica [H1] extract were added in processing instant rice in order to obtain low levels of digestibility starch, with high antioxidant activity and the best sensory properties. The results showed that the best treatment was found in instant rice with the addition of Centella asiatica [H2] leaf extract at 15%. This instant rce has the  characteristics of  starch hydrolysis rate of 15.50%, the antioxidant activity was 67,876%, total of phenolic content was 0,271 ppm GAE, the percentage of panelists with  gave ‘like criteria’ to rice aroma, taste color and texture were 12,22%,  24,44%, 13,33% and 22,22%.",archive,2020-12-03 04:40:56,7,,show,http://jurnal.fp.unila.ac.id/index.php/JTHP/article/view/1392,similarity: AKTIVITAS ANTIOKSIDAN DAN SIFAT SENSORIDARI NASI INSTAN HASIL HIDROLISIS PATI YANG DIPERKAYA DENGAN EKSTRAK PEGAGAN (Centella asiatica),,published,,26978,,,2020-12-03 04:40:56,2020-12-03 04:40:56,1027,http://repository.lppm.unila.ac.id/id/eprint/26978,public,,pub,"[{'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/40991', 'rev_number': 1, 'main': 'Turnitin 16. AKTIVITAS ANTIOKSIDAN DAN SIFAT SENSORI DARI NASI INSTAN HASIL HIDROLISIS PATI YANG DIPERKAYA DENGAN EKSTRAK PEGAGAN (Centella asiatica)-2.pdf', 'docid': 40991, 'files': [{'objectid': 40991, 'uri': 'http://repository.lppm.unila.ac.id/id/file/242010', 'datasetid': 'document', 'filesize': 3121463, 'mime_type': 'application/pdf', 'fileid': 242010, 'hash': 'f4fb034284232e9bb9ac354c6c7584bc', 'filename': 'Turnitin 16. AKTIVITAS ANTIOKSIDAN DAN SIFAT SENSORI DARI NASI INSTAN HASIL HIDROLISIS PATI YANG DIPERKAYA DENGAN EKSTRAK PEGAGAN (Centella asiatica)-2.pdf', 'mtime': '2020-12-03 04:31:08', 'hash_type': 'MD5'}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 26978, 'placement': 1, 'security': 'public'}]",,['FP19'],other,disk0/00/02/69/78,1970-01-01 00:00:00.000002016,"[{'name': {'given': 'Sri', 'lineage': None, 'family': 'Hidayati', 'honourific': None}, 'id': 'srihidayati.unila@gmail.com'}, {'id': 'samsu.udayana@fp.unila.ac.id', 'name': {'given': 'Samsu Udayana', 'family': 'Nurdin', 'honourific': None, 'lineage': None}}, {'name': {'family': 'Nugroho', 'honourific': None, 'lineage': None, 'given': 'Ryan Aji'}, 'id': None}]",,,,,,,jurusan Teknologi Hasil Pertanian Unila,,,DOI: http://dx.doi.org/10.23960/jtihp.v21i2.77%20-%2088,,Jurnal Teknologi & industri hasil pertanian,,,,,,,
12,['S1'],"An experiment of sulfonation process of methyl ester to produce methyl ester sulfonates (MES) was caried out using methyl ester palm oil in factorial design and NaHSO as sulfonating agent with variation of ratio mol NaHSO : methyl ester (1:1.25, 1:1.5, 1:1.75 and 1:2 ) and sulfonation time (3 hour (L1), 4.5 hour (L2) and 6 hour (L3). The result showed that the best sulfonation condition present in 1:1,5 mol ratio and sulfonation time of 4,5 hour. The best characteristic of MES was produced emulsion stability of 68.25%, acid value of 2.57 mg KOH/g, iod value 10.91 g 1od/100 g sample, interfacial tension of 1.806 dyne/cm at MES concentration of 1% (w/w). The optimal salinity occured at concentration of 20.000 ppm which 1FT value of 0.0055 dyne/cm. Heating at a temperature of 800 C for 30 days with the addition of 2 3.Keywords: MES, sulfonation, NaHSOÂ ABSTRAKSebuah penelitian tentang proses produksi metil ester sulfonat menggunakan bahan baku metil ester minyak kelapa sawit dilakukan secara faktorial menggunakan NaHSO sebagai agen pensulfonasi dengan variasi rasio mol NaHSO 1:1,25, 1:1,5, 1:1,75 dan 1:2 dan lama sulfonasi.dengan variasi 3; 45; dan 6 jam. Hasil penelitian menunjukkan bahwa kondisi proses sulfonasi terbaik terdapat pada rasio metil ester dan mol reaktan 1:1,5 dan Â lama reaksi Â 4,5 jam dan suhu reaksi lOOoC yang menghasilkan nilai stabilitas emulsi 68,25%, bilangan asam 2,57 mg KOH/g sampel, bilangan iod 10,91 g 1od/100 g sampel. Konsentrasi metil ester sulfonat MES terbaik untuk menghasilkan 1FT terendah adalah 1% (b/b) yaitu 1,806 dyne/cm, salinitas optimal terjadi pada 20.000 ppm NaCl dengan nilai 1FT 0,0055 dyne/cm. 0,098 dyne/cm.Kata kunci: MES, proses sulfonasi, NaHSOÂ",archive,2016-11-08 03:47:21,6,,show,https://jurnal.ugm.ac.id/agritech/,"PENGARUH RASIO MOL REAKTAN DAN LAMA SULFONASI TERHADAP
KARAKTERISTIK METHYL ESTER SULFONIC (MES) DARI
METIL ESTER MINYAK SAWIT",,published,,1076,,38-47,2016-11-08 03:47:21,2016-11-08 03:47:21,1027,http://repository.lppm.unila.ac.id/id/eprint/1076,public,TRUE,pub,"[{'main': 'ipi409621_2.pdf', 'docid': 967, 'files': [{'hash_type': 'MD5', 'mtime': '2016-11-07 06:32:27', 'filename': 'ipi409621_2.pdf', 'hash': '71fefeaf961c72890d1ad4bb911cdce2', 'fileid': 7132, 'mime_type': 'application/pdf', 'filesize': 445960, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/7132', 'objectid': 967}], 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/967', 'eprintid': 1076, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en'}]",,['FP19'],article,disk0/00/00/10/76,2016-02-01 00:00:00.000000000,"[{'id': 'srihidayati.unila@gmail.com', 'name': {'honourific': None, 'family': 'Hidayati', 'lineage': None, 'given': 'Sri'}}, {'name': {'honourific': None, 'family': 'Permadi', 'lineage': None, 'given': 'Pudji'}, 'id': '.'}, {'name': {'honourific': None, 'family': 'Eni', 'lineage': None, 'given': 'Hestuti'}, 'id': '.'}]",36.0,0216-0455,AGRITECH,,,,Fakultas Teknologi Pertanian UGM,1.0,"['Universitas Lampung', 'ITB', 'Lemigas']",,,,,,,,,,
13,['S1'],"Rusip adalah makanan fermentasi dari ikan yang beraroma khas sehingga potensial untuk dikembangkan
menjadi bumbu instan. Tujuan penelitian ini adalah melakukan optimasi proses pembuatan rusip bubuk
dengan penambahan alginat. Perlakuannya yaitu konsentrasi alginat ( 5%,10%,15% dan 20% b/b) dan suhu
pemanasan (50oC, 60oC, 70oC dan 80oC). Data dianalisis menggunakan uji lanjut Beda Nyata Jujur (BNJ)
pada taraf 5%. Hasil penelitian menunjukkan bahwa rusip bubuk yang terbaik menggunakan penambahan
alginat sebesar 5% pada pemanasan suhu 50oC dan 70oC. Adapun masing-masing karakternya yaitu kadar
air 5,98% dan 7,57%, pH 5,69 dan 5,85, kadar garam 7,77% dan 8,77%, kadar protein 28% dan 27,65%.
Penelitian ini dapat membuktikan bahwa penambahan alginat sebanyak 5% (b/b) dengan pemanasan pada
suhu 50oC dan 70oC dapat memerangkap senyawa volatil yang terbentuk selama fermentasi pada pengolahan
rusip menjadi bubuk.",archive,2017-05-31 04:47:40,12,,show,http://journal.ipb.ac.id/index.php/jphpi,RUSIP DENGAN PENAMBAHAN ALGINAT SEBAGAI BUMBU,,,,2211,,277-287,2017-05-31 04:47:40,2017-05-31 04:47:40,994,http://repository.lppm.unila.ac.id/id/eprint/2211,public,TRUE,pub,"[{'security': 'public', 'placement': 2, 'eprintid': 2211, 'language': 'id', 'mime_type': 'text/html', 'files': [{'hash': '38a9a10a88ba0ce6166c18dd666ea11e', 'filename': 'jphpi', 'hash_type': 'MD5', 'mtime': '2017-05-30 13:49:55', 'mime_type': 'text/html', 'fileid': 15314, 'filesize': 26309, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/15314', 'objectid': 2103}], 'main': 'jphpi', 'docid': 2103, 'uri': 'http://repository.lppm.unila.ac.id/id/document/2103', 'rev_number': 3, 'format': 'text', 'pos': 2}]",,['FP19'],article,disk0/00/00/22/11,1970-01-01 00:00:00.000002016,"[{'name': {'honourific': None, 'family': 'Koesoemawardani', 'lineage': None, 'given': 'Dyah'}, 'id': 'dyah.koesoemawardani@fp.unila.ac.id'}, {'name': {'family': 'Ali', 'honourific': None, 'lineage': None, 'given': 'Mahrus'}, 'id': None}]",19.0,0854-9230,JURNAL PENGOLAHAN HASIL PERIKANAN INDONESIA,,,,Indonesian Fishery Products Processing Society Fishery Products Processing Indonesia (MPHPI),3.0,,,,,,,,,,,
14,['S1'],"Iptek bagi Masyarakat (IbM) adalah salah satu kegiatan Tri Darma Perguruan Tinggi yaitu pengabdian. Desa Adiluwih menjadi sasaran pengabdian Kami. Salah satu makanan tradisonal yang  tersedia adalah geblek.  Permasalahan yang timbul adalah kurangnya sanitasi higienitas selama proses, keamanan pangan kurang diperhatikan, kurang inovasi olahan geblek  dan jangkauan pemasaran yang terbatas. Metode yang digunakan adalah penyuluhan, pelatihan dan pemberian paket teknologi. Kegiatan pengabdian melalui tiga aspek yaitu aspek produksi (perbaikan proses geblek baik sarana dan prasarana, serta inovasi), aspek manajemen (analisis biaya keuntungan geblek) dan aspek pemasaran (memperluas jangkauan pemasaran).  Setelah pengabdian IbM dilaksanakan dapat meningkatkan kualitas geblek, geblek  ikan mempunyai tekstur yang lunak, dan ada peningkatan pendapatan sebesar 60% - 100%.",archive,2017-05-31 04:49:44,8,conference,show,http://lppm.unila.ac.id,IbM GEBLEK IKAN SEBAGAI CEMILAN SEHAT,Desember 2016,,SEMINAR NASIONAL HASIL-HASIL PENGABDIAN KEPADA MASYARAKAT,2220,Bandar Lampung,336-343,2017-05-31 04:49:44,2017-05-31 04:49:44,994,http://repository.lppm.unila.ac.id/id/eprint/2220,public,TRUE,pub,"[{'format': 'text', 'pos': 1, 'rev_number': 3, 'uri': 'http://repository.lppm.unila.ac.id/id/document/2112', 'docid': 2112, 'main': 'index.html', 'files': [{'objectid': 2112, 'uri': 'http://repository.lppm.unila.ac.id/id/file/15383', 'mime_type': 'text/html', 'fileid': 15383, 'filename': 'index.html', 'hash': '7569b9662c96f2cebe40e993f51ed065', 'hash_type': 'MD5', 'mtime': '2017-05-30 14:27:33', 'datasetid': 'document', 'filesize': 89092}], 'language': 'id', 'mime_type': 'text/html', 'eprintid': 2220, 'security': 'public', 'placement': 1}]",lecture,['FP19'],conference_item,disk0/00/00/22/20,2016-12-01 00:00:00.000000000,"[{'name': {'given': 'Dyah', 'lineage': None, 'family': 'Koesoemawardani', 'honourific': None}}, {'name': {'given': 'Ani', 'lineage': None, 'family': 'Suryani', 'honourific': None}}, {'name': {'given': 'M', 'lineage': None, 'family': 'Fakih', 'honourific': None}}]",,,,,,,,,,,,,,,,,,,
15,['S1'],"Kabupaten Pringsewu merupakan salah satu sentra olahan tradisional, salah satunya adalah geblek yang diproduksi di Desa Adiluwih Kecamatan Adiluwih. Geblek yang dihasilkan masih perlu sentuhan teknologi pada proses pengolahannya maupun peningkatan nilai gizinya.  Geblek adalah makanan yang dibuat dari singkong (pati basah, ampas singkong dan bumbu), yang enak dikonsumsi saat panas, kelemahanya jika sudah dingin tekstur geblek menjadi keras. Oleh karena itu dosen Universitas Lampung yaiti Dyah Koesoemawardani, Ani Suryani dan M. Fakih melakukan kegiatan IbM (Iptek Bagi Masyarakat) dengan tujuan meningkatkan kualitas mutu geblek dengan memperbaiki sarana dan perlatan pengolahan geblek dan menambahkan ikan pada pengolahan geblek untuk memperbaiki tekstur geblek.  Selain itu juga memperbaiki kemasan geblek sehingga dapat menjangkau pemasaran yang luas serta dapat menambah nilai jual geblek.",archive,2017-06-02 02:20:10,11,,show,https://issuu.com/lampungpost0/docs/lampung_post_senin__21_november_201,Mengolah singkong menjadi geblek ikan,,,,2269,,6,2017-06-02 02:17:32,2017-06-02 02:20:10,994,http://repository.lppm.unila.ac.id/id/eprint/2269,none,TRUE,pub,,,['FP19'],article,disk0/00/00/22/69,2016-11-21 00:00:00.000000000,"[{'name': {'honourific': None, 'family': 'Koesoemawardani', 'lineage': None, 'given': 'Dyah'}, 'id': 'dyahthp@gmail.com'}, {'name': {'lineage': None, 'honourific': None, 'family': 'Suryani', 'given': 'Ani'}, 'id': None}, {'id': None, 'name': {'honourific': None, 'family': 'Fakih', 'lineage': None, 'given': 'M'}}]",,,Mengolah singkong menjadi geblek ikan,,,,Koran Lampung Post,,,,,,,,,,,,
16,['S1'],"Tujuan penelitian ini adalah mengetahui pengaruh penambahan konsentrasi gula aren yang berbeda terhadap sifat kimia, mikrobilogi dan sensori pada joruk. Perlakuannya yaitu konsentrasi gula aren 10% (G1), 15% (G2), 20% (G3), 25% (G4), 30% (G5), dan 35% (G6) per berat bahan (b/b).  Data dianalisis menggunakan uji Beda Nyata Terkecil pada taraf 5%.  Hasil penelitian menunjukkan bahwa perlakuan terbaik diperoleh pada joruk dengan penambahan 20% gula aren yang mempunyai sifat kimia dan mikrobiologi yang lebih baik dibandingkan dengan joruk komersial. Adapun kriteria sifat kimia dan mikrobiologi joruk terbaik yaitu total asam laktat = 0,71%; pH = 5,43; kadar air = 61,04%; total bakteri asam laktat = 10,19 log cfu/g; total  mikroba = 11,36 log cfu/g; kadar lemak 4,21%; kadar abu = 10,29%; kadar protein = 10,21%,dan sensori joruk mentah memiliki berwarna coklat (skala 5,5),  aroma amis (skala 5,4), dan kenampakan utuh (skala 6,8), sedangkan joruk matang memiliki warna coklat dengan intensitas lebih rendah (skala 3,2), aroma khas joruk (skala 5,8), rasa asin (skala 6,6) dan khas joruk (skala 4,4) dan kenampakan tidak utuh (skala 1,4).",archive,2017-05-31 04:48:50,12,conference,show,http://jurnal.polinela.ac.id/index/php/semtek,PENAMBAHAN KONSENTRASI GULA AREN PADA JORUK (PRODUK IKAN FERMENTASI),8 September 2016,,Seminar Nasional Pengembangan Teknologi Pertanian 2016,2216,Bandar lampung,187-195,2017-05-31 04:48:50,2017-05-31 04:48:50,994,http://repository.lppm.unila.ac.id/id/eprint/2216,public,TRUE,pub,"[{'main': 'index.html', 'docid': 2109, 'files': [{'objectid': 2109, 'uri': 'http://repository.lppm.unila.ac.id/id/file/15353', 'datasetid': 'document', 'filesize': 41091, 'mime_type': 'text/html', 'fileid': 15353, 'hash': '4c3865311ac4f2a8c6437664172df110', 'filename': 'index.html', 'mtime': '2017-05-30 14:11:57', 'hash_type': 'MD5'}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/2109', 'rev_number': 2, 'eprintid': 2216, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'text/html'}]",lecture,['FP19'],conference_item,disk0/00/00/22/16,2016-09-08 00:00:00.000000000,"[{'id': 'dyah.koesoemawardani.fp.unila.ac.id', 'name': {'honourific': None, 'family': 'Koesoemawardani', 'lineage': None, 'given': 'Dyah'}}, {'id': None, 'name': {'given': '-', 'honourific': None, 'family': 'marniza', 'lineage': None}}, {'name': {'family': 'Rizal', 'honourific': None, 'lineage': None, 'given': 'Samsul'}, 'id': None}, {'id': None, 'name': {'lineage': None, 'family': 'sella', 'honourific': None, 'given': 'novia'}}]",,,,,,,,,,,,,,,,,,,
17,['S1'],"Rusip adalah ikan fermentasi yang dibuat dari ikan teri, garam dan gula aren. Rasa rsuip sangat asin sehingga kerang begitu disukai konsumen.  Tujuan penelitian ini adalah menurunkan rasa asin rusip dengan penambahan asam cuka.  Rancangan yang digunakan adalah rancangan teracak kelompok teracak sempurna dengan dua faktor dan tiga ulangan. Faktor pertama konsentrasi garam yang terdiri atas 4 taraf yaitu 10%, 15%, 20%, dan 25 persen (b/b).  Faktor kedua konsentrasi asam cuka yang terdiri atas 4 taraf yaitu 0,5%; 1,5%; 2,5%; dan 3,5 persen.  Data dianalisis lebih lanjut dengan polinonial ortogonal pada taraf 5 persen.  HAsil penelitian menunjukkan bahwa kedua perlakuakn berinteraksi nyata mempengaruhi pH, total bakteri asam laktat, total mikroba dan total kapang, sedangkan pada total asam laktat dan kadar garam tidak berinteraksi.  Rusip yang terbaik yaitu rusip dengan penambahan kadar garam 20 persen dan asam cuka sebesar 2,5 persen (v/b) dengan kriteria total bakteri asam laktat = 7,95 log cfu/g; total mikroba= 7,51 log cfu/g; total kapang = 2,52 log cfu/g; kadar garam 18,27%; pH= 5,15; total asam laktat= 3,48%; kadar protein 29,58% dan kadr air= 68,55%",archive,2018-02-15 04:14:05,7,conference,show,,Penambahan asam cuka dalam pengolahan rusip (The addition comercial acetic in processing of rusip),28 Mei 2016,published,Seminar Nasional Tempe,6448,"Bandar Lampung, Indonesia",173-183,2018-02-15 04:14:05,2018-02-15 04:14:05,994,http://repository.lppm.unila.ac.id/id/eprint/6448,public,TRUE,pub,"[{'files': [{'datasetid': 'document', 'filesize': 10976391, 'mime_type': 'application/pdf', 'fileid': 59733, 'hash': '6864b3de07fa3813c492302a11f9b93d', 'filename': 'PROSIDING SEMNAS HARI TEMPE-2016.pdf', 'hash_type': 'MD5', 'mtime': '2018-02-09 01:29:12', 'objectid': 19388, 'uri': 'http://repository.lppm.unila.ac.id/id/file/59733'}], 'main': 'PROSIDING SEMNAS HARI TEMPE-2016.pdf', 'docid': 19388, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/19388', 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 6448, 'language': 'en', 'mime_type': 'application/pdf'}]",paper,['FP19'],conference_item,disk0/00/00/64/48,2016-05-28 00:00:00.000000000,"[{'id': None, 'name': {'given': 'Dyah', 'family': 'Koesoemawardani', 'honourific': None, 'lineage': None}}, {'id': 'marrizal@yahoo.com', 'name': {'given': 'marniza', 'honourific': None, 'family': 'marniza', 'lineage': None}}, {'id': None, 'name': {'family': 'Nurainy', 'honourific': None, 'lineage': None, 'given': 'Fibra'}}]",,,,,,,,,,,,,,,,,,,
18,['S1'],"This study is determine the effect of different concentrations of brown sugar to the chemical
properties, microbiological, and sensory on joruk. The treatment is concentration palm
sugar 10% (G1), 15% (G2), 20% (G3), 25% (G4), 30% (G5), and 35% (G6) per weight of
ingredients (w/w). Outputs were analyzed using the least significant difference test at 5%
level. The results showed that the best treatment was obtained in 20% joruk with the addition
of palm sugar that have the nature of chemistry and microbiology are better than the
commercial joruk. The best criteria for chemical and microbiological joruk contain total
lactic acid = 0.71%; pH = 5.43; water = 61.04%; total lactic acid bacteria = 10.19 log cfu /
g; total microbial = 11.36 log cfu / g; fat 4.21%; ash = 10.29%; protein = 10.21%, and
sensory joruk has brown crude (5.5 scale), the smell of fish (5.4 scale), and the appearance
of the whole (6.8 scale), whereas mature joruk has a brown color with low intensity (3.2
scale), distinctive the smell of joruk (5.8 scale), saltiness (6.6 scale) and characteristic of
joruk (4.4 scale) and the appearance is not intact (1.4 scale).",archive,2018-02-15 04:14:43,8,conference,show,,"Penambahan Konsentrasi Gula Aren pada Joruk (Produk Ikan
Fermentasi)",8 September 2016,published,Seminar Nasional Pengembangan Teknologi Pertanian 2016,6454,Bandar lampung,187-185,2018-02-15 04:14:43,2018-02-15 04:14:43,994,http://repository.lppm.unila.ac.id/id/eprint/6454,public,TRUE,pub,"[{'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/19394', 'rev_number': 1, 'docid': 19394, 'main': 'prosiding tektan polinela 2016.pdf', 'files': [{'objectid': 19394, 'uri': 'http://repository.lppm.unila.ac.id/id/file/59773', 'fileid': 59773, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2018-02-09 03:58:33', 'filename': 'prosiding tektan polinela 2016.pdf', 'hash': '2f5b2310496ab3d5a5f733036c21e7d7', 'datasetid': 'document', 'filesize': 7189293}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 6454, 'placement': 1, 'security': 'public'}]",paper,['FP19'],conference_item,disk0/00/00/64/54,2016-09-08 00:00:00.000000000,"[{'name': {'given': 'Dyah', 'honourific': None, 'family': 'Koesoemawardani', 'lineage': None}, 'id': None}, {'id': 'marrizal@yahoo.com', 'name': {'family': 'marniza', 'honourific': None, 'lineage': None, 'given': 'marniza'}}, {'id': None, 'name': {'lineage': None, 'honourific': None, 'family': 'Rizal', 'given': 'Samsul'}}]",,,,,,,,,,,,,,,,,,,
19,['S1'],,archive,2017-06-02 07:30:12,8,,show,http://www.plantaxia.com,Signifikansi Khamir dalam Pangan,,published,,2383,,,2017-06-02 07:30:12,2017-06-02 07:30:12,1017,http://repository.lppm.unila.ac.id/id/eprint/2383,public,TRUE,pub,"[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 2383, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/2260', 'main': 'Buku Referensi.pdf', 'docid': 2260, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/16486', 'objectid': 2260, 'hash_type': 'MD5', 'mtime': '2017-05-31 04:04:59', 'filename': 'Buku Referensi.pdf', 'hash': '483a598c0611c3b61c753bf0fbcfdf74', 'fileid': 16486, 'mime_type': 'application/pdf', 'filesize': 5952541, 'datasetid': 'document'}]}]",,['FP19'],book,disk0/00/00/23/83,1970-01-01 00:00:00.000002016,"[{'id': 'maria.erna@fp.unila.ac.id', 'name': {'given': 'Maria Erna', 'lineage': None, 'honourific': None, 'family': 'Kustyawati'}}]",,,,,,,Plantaxia,,,,,Yogyakarta,,100.0,"ISBN: 978-602-6912-41-1, E-ISBN : 978- 602-6912-42-8","[{'name': {'lineage': None, 'honourific': None, 'family': 'Kustyawati', 'given': 'Maria Erna'}, 'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'id': 'maria.erna@fp.unila.ac.id'}]",Mikroorganisme-Fungsi,,
20,['S1'],,archive,2021-02-08 01:11:46,8,,show,https://www.plantaxia.com,Signifikansi Khamir dalam Pangan,,,,27719,,,2021-02-08 01:11:46,2021-02-08 01:11:46,1017,http://repository.lppm.unila.ac.id/id/eprint/27719,public,TRUE,pub,"[{'eprintid': 27719, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en', 'main': 'Buku_ Signifikansi Khamir Dalam Pangan.pdf', 'docid': 41688, 'files': [{'mime_type': 'application/pdf', 'fileid': 247289, 'filename': 'Buku_ Signifikansi Khamir Dalam Pangan.pdf', 'hash': 'b3618ec5589723299af5a35b58a1c7f2', 'hash_type': 'MD5', 'mtime': '2021-02-05 08:34:52', 'datasetid': 'document', 'filesize': 17977426, 'objectid': 41688, 'uri': 'http://repository.lppm.unila.ac.id/id/file/247289'}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/41688', 'rev_number': 1}]",,['FP19'],book,disk0/00/02/77/19,1970-01-01 00:00:00.000002016,"[{'id': 'maria.erna@fp.unila.ac.id', 'name': {'honourific': None, 'family': 'Kustyawati', 'lineage': None, 'given': 'Maria Erna'}}]",,,,,,,Plataxia,,,,,,,88.0,978-602-6912-41-1,,,,
