,dir,date,editors,type,divisions,publisher,documents,ispublished,refereed,full_text_status,uri,userid,lastmod,datestamp,eprintid,title,metadata_visibility,rev_number,status_changed,eprint_status,abstract,subjects,event_type,event_title,corp_creators,pres_type,creators,date_type,volume,official_url,id_number,issn,publication,pagerange,number,pages,patent_applicant,place_of_pub,event_location,event_dates,related_url,institution,department,monograph_type,contact_email,referencetext,keywords,projects,funders,contributors,succeeds
27,disk0/00/00/40/13,2017-04-01 00:00:00.000000000,,article,['FP19'],"Faculty of Food Science & Technology, UPM.","[{'files': [{'objectid': 3872, 'uri': 'http://repository.lppm.unila.ac.id/id/file/28091', 'datasetid': 'document', 'filesize': 698935, 'mime_type': 'application/pdf', 'fileid': 28091, 'hash': 'a7184cbb1c4884642b95769ab79f65c8', 'filename': 'Cetak IFRJ tempe.pdf', 'mtime': '2017-10-04 02:51:51', 'hash_type': 'MD5'}], 'docid': 3872, 'main': 'Cetak IFRJ tempe.pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/3872', 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 4013, 'mime_type': 'application/pdf', 'language': 'en'}]",pub,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/4013,1017,2017-11-05 02:53:39,2017-11-05 02:53:39,4013,Profile of aroma compounds and acceptability of modified tempeh,show,6,2017-11-05 02:53:39,archive,"Modified tempeh was prepared by the addition of Saccharomyces cerevisiae during the
fermentation of soybeans for tempeh production. The sensory characteristics of modified
tempeh were tested for their acceptability using hedonic test and descriptive test with Free
Choice Profiling/FCP. The volatile compounds of tempeh were analyzed using GC-MS. The
result showed that tempeh modified by the addition of 2% S.cerevisiae was acceptable by
the panelists and had the scored of like for its color, flavor, aroma, and overall acceptability.
These sensory characteristics were not different from those of non-modified tempeh. The
raw modified tempeh had pleasant yeast/tapai aroma. This aroma was persisted after frying.
On the other hand, the regular tempeh had beany aroma. The aroma compounds of modified
tempeh were dominated by alcohol, ester, and aromatic group such as styrene, caryophyllene,
phenol, and maltol; whereas, the aroma compounds of the regular tempeh were characterized
by furan and sulfur. Nevertheless, both regular and modified tempeh contained 1-octen-3-ol,
butanoic acid, and caryophyllene. Deeper and more comprehensive research for understanding
the mechanisms of volatile compounds metabolism affected by the addition of S.cerevisiae is
needed.",['S1'],,,,,"[{'name': {'honourific': None, 'family': 'Kustyawati', 'lineage': None, 'given': 'Maria Erna'}, 'id': 'maria.erna@fp.unila.ac.id'}]",published,24.0,http://www.ifrj.upm.edu.my,,ISSN (Print): 1985 4668 ISSN (Online): 2231 7546,International Food Research Journal 24(2): 734-740 (April 2017),734-740,2,,,,,,,,,,,,,,,,
28,disk0/00/00/23/12,1970-01-01 00:00:00.000002017,,article,['FP19'],UPM,"[{'main': 'IFRJ 2017(38).pdf', 'docid': 2198, 'files': [{'datasetid': 'document', 'filesize': 352655, 'fileid': 16083, 'mime_type': 'application/pdf', 'mtime': '2017-05-31 02:23:57', 'hash_type': 'MD5', 'hash': 'ef30ab52c90f8392b3f7c00b52861055', 'filename': 'IFRJ 2017(38).pdf', 'objectid': 2198, 'uri': 'http://repository.lppm.unila.ac.id/id/file/16083'}], 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/2198', 'eprintid': 2312, 'security': 'public', 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",pub,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/2312,565,2017-06-02 02:05:12,2017-06-02 02:05:12,2312,Profile of aroma compounds and acceptability of modified tempeh,show,6,2017-06-02 02:05:12,archive,"Modified tempeh was prepared by the addition of Saccharomyces cerevisiae during the fermentation of soybeans for tempeh production. The sensory characteristics of modified tempeh were tested for their acceptability using hedonic test and descriptive test with Free Choice Profiling/FCP. The volatile compounds of tempeh were analyzed using GC-MS. The result showed that tempeh modified by the addition of 2% S.cerevisiae was acceptable by the panelists and had the scored of like for its color, flavor, aroma, and overall acceptability. These sensory characteristics were not different from those of non-modified tempeh. The raw modified tempeh had pleasant yeast/tape aroma. This aroma was persisted after frying. On the other hand, the regular tempeh had beany aroma. The aroma compounds of modified tempeh were dominated by alcohol, ester, and aromatic group such as styrene, carryophyllen, phenol, and maltol; whereas, the aroma compounds of the regular tempeh were characterized by furan and sulfur. Nevertheless, both regular and modified tempeh contained 1-Octen-3-ol, butanoic acid, and carryophelene. Deeper and more comprehensive research for understanding the mechanisms of volatile compounds metabolism affected by the addition of S.cerevisiae is needed.
Key words: aroma compound, modified tempeh, S.cerevisiae.",['QR'],,,,,"[{'name': {'honourific': None, 'family': 'Kustyawati', 'lineage': None, 'given': 'Maria Erna'}, 'id': 'maria.erna@fp.unila.ac.id'}, {'name': {'given': 'Otik', 'lineage': None, 'family': 'Nawansih', 'honourific': None}, 'id': 'otiknawansih@yahoo.com'}, {'name': {'given': 'Siti', 'family': 'Nurdjanah', 'honourific': None, 'lineage': None}, 'id': 'siti.nurdjanah@fp.unila.ac.id'}]",published,24.0,http://ifrj.upm.edu.my/,,,International  Food Research Journal,734-740,2,,,,,,,,,,,,,,,,
29,disk0/00/04/38/34,1970-01-01 00:00:00.000002017,,other,['FP19'],International Food Research Journal 24(2): 734-740.,"[{'security': 'public', 'placement': 1, 'eprintid': 43834, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/477411', 'objectid': 165791, 'hash': '7a738d7baa054517be35ffae1fc6dd2c', 'filename': '22_21%Profile of aroma compounds and acceptability of modified tempeh.pdf', 'mtime': '2022-08-02 15:19:34', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 477411, 'filesize': 414563, 'datasetid': 'document'}], 'main': '22_21%Profile of aroma compounds and acceptability of modified tempeh.pdf', 'docid': 165791, 'uri': 'http://repository.lppm.unila.ac.id/id/document/165791', 'rev_number': 1, 'format': 'text', 'pos': 1}]",pub,,public,http://repository.lppm.unila.ac.id/id/eprint/43834,565,2022-08-03 01:21:42,2022-08-03 01:21:42,43834,Similarity: Profile of aroma compounds and acceptability of modified tempeh,show,7,2022-08-03 01:21:42,archive,"Modified tempeh was prepared by the addition of accharomyces cerevisiae during the fermentation of soybeans for tempeh production. The sensory characteristics of modified tempeh were tested for their acceptability using hedonic test and descriptive test with Free Choice Profiling/FCP. The volatile compounds of tempeh were analyzed using GC-MS. The result showed that tempeh modified by the addition of 2% S.cerevisiae was acceptable by the panelists and had the scored of like for its color, flavor, aroma, and overall acceptability. These sensory characteristics were not different from those of non-modified tempeh. The raw modified tempeh had pleasant yeast/tapai aroma. This aroma was persisted after frying. On the other hand, the regular tempeh had beany aroma. The aroma compounds of modified tempeh were dominated by alcohol, ester, and aromatic group such as styrene, caryophyllene, phenol, and maltol; whereas, the aroma compounds of the regular tempeh were characterized by furan and sulfur. Nevertheless, both regular and modified tempeh contained 1-octen-3-ol, butanoic acid, and caryophyllene. Deeper and more comprehensive research for understanding the mechanisms of volatile compounds metabolism affected by the addition of S.cerevisiae is needed.",['S1'],,,,,"[{'id': 'maria.erna@fp.unila.ac.id', 'name': {'given': 'Maria Erna', 'family': 'Kustyawati', 'honourific': None, 'lineage': None}}, {'name': {'given': 'Otik', 'family': 'Nawansih', 'honourific': None, 'lineage': None}, 'id': 'otiknawansih@yahoo.com'}, {'id': 'siti.nurdjanah@fp.unila.ac.id', 'name': {'given': 'Siti', 'lineage': None, 'family': 'Nurdjanah', 'honourific': None}}]",published,,,,,,,,,,,,,,,,,,,,,,,
30,disk0/00/00/60/24,2017-11-01 00:00:00.000000000,,conference_item,['FP19'],,"[{'files': [{'objectid': 18939, 'uri': 'http://repository.lppm.unila.ac.id/id/file/55676', 'datasetid': 'document', 'filesize': 4615443, 'mime_type': 'application/pdf', 'fileid': 55676, 'hash': '57b71e787720044b286428096b51504b', 'filename': 'banner kopi-3543x9448.pdf', 'hash_type': 'MD5', 'mtime': '2017-11-18 13:25:08'}], 'main': 'banner kopi-3543x9448.pdf', 'docid': 18939, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/18939', 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 6024, 'language': 'en', 'mime_type': 'application/pdf'}]",unpub,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/6024,1017,2018-04-25 02:48:53,2018-04-25 02:48:53,6024,Hi_Link: Usaha kopi bubuk terintegrasi untuk meningkatkan mutu pada mitra tani di Tanggamus,show,7,2018-04-25 02:48:53,archive,"Untuk meningkatkan keamanan proses produksi kopi bubuk dan meningkatkan mutu kopi bubuk di mitra KSU Srikandi di Pekon Ngarip, Kecamatan Ulu Belu, Kab. Tanggamus, tim Hi-Link Unila bekerja sama dengan Pemda Tanggamus memberikan teknologi penyangraian terkontrol, design pelabelan, hygiene personal, perolehan PIRT, dan sanitasi tempat produksi dengan pendirian Rumah Industri kopi. Delta menunjukkan keuntungan Rp 59, 285 juta. Luaran adalah kopi bubuk ""Dark coffee dan Light coffee"", publikasi media cetak, prosiding seminar dan jurnal pengabdian Batoboh ISI, Padang Panjang. 
Kata kunci: Dark coffee, light coffee, UluBelu, Kopi Srikandi.",['S1'],other,Seminar Hasil Pengabdian,,poster,"[{'name': {'given': 'Maria Erna', 'family': 'Kustyawati', 'honourific': None, 'lineage': None}, 'id': 'maria.erna@fp.unila.ac.id'}, {'id': 'setyani57@gmail.com', 'name': {'family': 'Setyani', 'honourific': None, 'lineage': None, 'given': 'Sri'}}, {'id': None, 'name': {'lineage': None, 'honourific': None, 'family': 'Sugiharto', 'given': 'R.'}}]",completed,,,,,,,,,,,Surabaya,"November 10, 2017",,,,,,,,,,,
31,disk0/00/00/59/92,2017-10-10 00:00:00.000000000,,article,['FP19'],,"[{'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/18908', 'rev_number': 1, 'docid': 18908, 'main': 'Koran LampungPost.pdf', 'files': [{'fileid': 55482, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2017-11-18 10:58:43', 'filename': 'Koran LampungPost.pdf', 'hash': '1d0e15fde254727135bab8aae2765ad9', 'datasetid': 'document', 'filesize': 119027, 'objectid': 18908, 'uri': 'http://repository.lppm.unila.ac.id/id/file/55482'}], 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 5992, 'placement': 1, 'security': 'public'}]",pub,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/5992,1017,2018-04-25 06:50:13,2018-04-25 06:50:13,5992,Kopi Srikandi Miliki Kwalitas Super,show,8,2018-04-25 06:50:13,archive,,['S1'],,,,,"[{'id': 'maria.erna@fp.unila.ac.id', 'name': {'given': 'Maria Erna', 'lineage': None, 'family': 'Kustyawati', 'honourific': None}}, {'name': {'family': 'Setyani', 'honourific': None, 'lineage': None, 'given': 'Sri'}, 'id': 'setyani57@gmail.com'}, {'id': None, 'name': {'given': 'Ribut', 'lineage': None, 'honourific': None, 'family': 'Sugiharto'}}]",published,,https://issuu.com/lampungpost0/docs/lar,,,Koran Lapung Post,,,,,,,,,,,,,,,,,,
32,disk0/00/00/60/21,2017-10-30 00:00:00.000000000,,monograph,['FP19'],LPPM Unila,"[{'placement': 1, 'security': 'public', 'eprintid': 6021, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'datasetid': 'document', 'filesize': 1570065, 'fileid': 55661, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2017-11-18 13:16:43', 'filename': 'MariaErna_LaporanAkhir_Unila_2017_2.pdf', 'hash': 'cbaf7f8705727fafd6bb1160f51eaedb', 'objectid': 18937, 'uri': 'http://repository.lppm.unila.ac.id/id/file/55661'}], 'main': 'MariaErna_LaporanAkhir_Unila_2017_2.pdf', 'docid': 18937, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/18937', 'pos': 1, 'format': 'text'}]",submitted,,public,http://repository.lppm.unila.ac.id/id/eprint/6021,1017,2018-04-25 04:03:03,2018-04-25 04:03:03,6021,Usaha Produksi Kopi Bubuk Terintegrasi Untuk Meningkatkan Mutu dan Keamanan Produk Pada Mitra Tani di Kabupaten Tanggamus,show,7,2018-04-25 04:03:03,archive,"Pengabdian Kepada Masyarakat Program Hi-Link yang berjudul Usaha Produksi Kopi Bubuk Terintegrasi Untuk Meningkatkan Mutu dan Keamanan Produk Pada Mitra Tani di Kabupaten Tanggamus telah dilakukan. Kelompok Serba Usaha Srikandi yang menjadi mitra telah melakukan perbaikan mutu kopi sangrai menggunakan alat sangrai yang dilengkapi dengan pengatur suhu. Disamping itu, mutu kopi bubuk yang terindikasi dari warna kopi bubuk telah mengalami perbaikan yaitu kopi bubuk berwarna kayu manis sesuai standard nasional Indonesia dan Internasional, melalui proses penyosohan dan pengaturan suhu penyangraian. Pelatihan terhadap anggota Kelompok Sera Usaha Srikandi untuk memperoleh PIRT akan dilakukan bersama oleh Mitra Pemerintah Daerah dan Tim Hi-Link, dengan mendatangkan nara sumber dari Dinas terkait. Kelompok Serba Usaha Srikandi telah melakukan perbaikan pengemasan dengan pelabelan produk Kopi Bubuk yang sesuai. Pemusatan lokasi peralatan produksi kopi bubuk akan dilakukan dalam satu ruang produksi. Untuk itu anggota Kelompok Serba Usaha Srikandi menyediakan lahan dan Tim Hi-Link memberikan dukungan dengan sharing pendirian bangunan ruangan produksi agar terintegrasi dalam satu alur produksi. Permasalahn baru yang timbul dengan adanya proses pengaturan suhu alat penyangrai telah dan sedang dilakukan penelitian yang melibatkan mahasiswa strata S1 sebanyak dua orang yaitu mengenai efeknya terhadap kafein dan daya kesukaan masyarakat. 
Produk kopi bubuk yang diproduksi oleh Kelompok Serba Usaha (KSU) Srikandi Pekon Ngarip Kecamatan Ulu Belu Kabupaten Tanggamus dan Pemkab Tanggamus mempunyai kelemahan dalam hal warna, aroma serta rasa. Demikian juga harga yang masih rendah. Penyuluhan teknik tahapan produksi kopi bubuk dan pelatihan serta pendampingan untuk memperoleh PIRT dilakukan untuk meningkatkan mutu dan keamanan produk kopi bubuk. Target luaran yang ingin dicapai yaitu kopi bubuk dengan warna kayumanis, dan rasa khas kopi bubuk dengan harga meningkat 50%. Metode pelaksanaannya dengan penyuluhan dan pelatihan dilanjutkan dengan pendampingan pada Kelompok Serba Usaha Srikandi pada lokasi dengan jarak lebih kurang 90 km dari Bandar Lampung. Hasil kegiatan menunjukkan bahwa 90% anggota mitra melakukan pengolahan kopi beras sesuai tahapan dengan baik. Sebanyak 80% anggota melakukan praktek penyiapan dan pengolahan kopi bubuk secara higien. Perolehan PIRT masih 60%. Keuntungan yang diperoleh dari penjualan produk (100g/kemasan) adalah 87,5%. Dengan demikian peningkatan mutu dan pengemasan kopi bubuk telah tercapai. Usaha untuk memperoleh PIRT diperlukan lay out peralatan produksi di dalam rumah produksi yang sesuai dengan higienitas sehingga diperlukan rumah produksi yang sesuai. 
Luaran yang dihasilkan adalah produk kopi bubuk dalam kemasan dengan mutu yang lebih baik yaitu warna kayu manis dengan kadar air sesuai SNI. Disamping itu, luaran berupa jurnal Pengabdian Batoboh, Koran dan Prosiding Seminar Pengabdian. 

Kata kunci: alat sangrai dengan regulator suhu, kemasan kopi bubuk warna kayu manis, PIRT, sharing pendirian ruang produksi",['S1'],,,,,"[{'name': {'lineage': None, 'family': 'Kustyawati', 'honourific': None, 'given': 'Maria Erna'}, 'id': 'maria.erna@fp.unila.ac.id'}, {'name': {'given': 'Sri', 'family': 'Setyani', 'honourific': None, 'lineage': None}, 'id': 'setyani57@gmail.com'}, {'id': None, 'name': {'lineage': None, 'honourific': None, 'family': 'Sugiharto', 'given': 'Ribut'}}]",submitted,,,,,,,,123.0,,Bandar Lampung,,,,University of Lampung,Teknologi Hasil Pertanian,project_report,,,,,,,
33,disk0/00/02/39/28,1970-01-01 00:00:00.000002017,,other,['FP19'],Perhimpunan Mikrobiologi Indonesia (Indonesian Society of Microbiology)  » http://www.permi.or.id,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 23928, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/37607', 'rev_number': 1, 'docid': 37607, 'main': 'The_Dynamic_Growth_and_Chemical_Change_of_Mixed_Cu.pdf', 'files': [{'datasetid': 'document', 'filesize': 2297330, 'fileid': 218128, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2020-09-08 05:24:59', 'hash': '66824cddf02ad1973fd608f1047e6ed9', 'filename': 'The_Dynamic_Growth_and_Chemical_Change_of_Mixed_Cu.pdf', 'objectid': 37607, 'uri': 'http://repository.lppm.unila.ac.id/id/file/218128'}]}]",pub,,public,http://repository.lppm.unila.ac.id/id/eprint/23928,1017,2020-09-08 07:03:32,2020-09-08 07:03:32,23928,"The Dynamic Growth and Chemical Change of Mixed Cultures
 Inoculation on Tapioka Fermentation",show,7,2020-09-08 07:03:32,archive,"Saccharomyces cerevisiae and Lactobacillus plantarum possess several of extracellular and intracellular
 enzymes beneficial for cassava fermentation. Tapioka (cassava starch) has limited uses in food industries due to its low pasting properties, therefore, biomodification by the use of fermentation is needed. The research was aimed to monitor the growth of S. cerevisiae and L. plantarum during tapioca fermentation, and to evaluate the chemical change of the fermented tapioka. Mixed cultures was inoculated at the designed concentration into tapioca suspension and incubated at room temperature (30±2 C) in facultative aerobic condition for 0, 24, 48, 60, 72, 96,120, and 144 h. The growth change of S. cerevisiae and L. plantarum was monitored, and the change of pH,residual sugar, and starch granule was investigate. The result showed that S. cerevisiae had longer lag phase as well as stationary than L. plantarum did; nevertheless, they both reached log phase at the same time. Coinoculated mixed cultures did not affect the change on pH and reducing sugar but increased pronouncely protein content at stationary period. Besides, there was sign of erosion to the structure of cassava starch granules which was an indication of changes in the pasting property of the cassava starch.",['S1'],,,,,"[{'id': 'maria.erna@fp.unila.ac.id', 'name': {'lineage': None, 'family': 'Kustyawati', 'honourific': None, 'given': 'Maria Erna'}}, {'id': 'setyani57@gmail.com', 'name': {'given': 'Sri', 'honourific': None, 'family': 'Setyani', 'lineage': None}}, {'id': 'azhari.rangga@fp.unila.ac.id', 'name': {'given': 'azhari', 'family': 'rangga', 'honourific': None, 'lineage': None}}, {'id': None, 'name': {'given': 'Mutia', 'honourific': None, 'family': 'Irfa', 'lineage': None}}]",,,http://jurnal.permi.or.id/index.php/mionline,2087-8575,,,,,,,Tangerang Selatan,,,,,,,,,,,,,
34,disk0/00/00/64/28,2017-09-01 00:00:00.000000000,,article,['FP19'],Permi,"[{'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/19365', 'rev_number': 1, 'docid': 19365, 'main': 'MI Jurnal 2017.pdf', 'files': [{'hash': '66f27bf7c6ba60ab87504191417a5e11', 'filename': 'MI Jurnal 2017.pdf', 'mtime': '2018-02-05 12:05:17', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 59584, 'filesize': 623955, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/59584', 'objectid': 19365}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 6428, 'security': 'public', 'placement': 1}]",pub,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/6428,1017,2018-02-15 08:44:51,2018-02-15 08:44:51,6428,"The Dynamic Growth and Chemical Change of Mixed Cultures
Inoculation on Tapioka Fermentation",show,6,2018-02-15 08:44:51,archive,"Saccharomyces cerevisiae and Lactobacillus plantarum possess several of extracellular and intracellular
enzymes beneficial for cassava fermentation. Tapioka (cassava starch) has limited uses in food industries due to its low pasting properties, therefore, biomodification by the use of fermentation is needed. The research was aimed to monitor the growth of S. cerevisiae and L. plantarum during tapioca fermentation, and to evaluate the chemical change of the fermented tapioka. Mixed cultures was inoculated at the designed concentration into tapioca suspension and incubated at room temperature (30±2 C) in facultative aerobic condition for 0, 24, 48, 60, 72, 96,120, and 144 h. The growth change of S. cerevisiae and L. plantarum was monitored, and the change of pH,residual sugar, and starch granule was investigate. The result showed that S. cerevisiae had longer lag phase as well as stationary than L. plantarum did; nevertheless, they both reached log phase at the same time. Coinoculated mixed cultures did not affect the change on pH and reducing sugar but increased pronouncely protein content at stationary period. Besides, there was sign of erosion to the structure of cassava starch granules which was an indication of changes in the pasting property of the cassava starch.",['S1'],,,,,"[{'name': {'given': 'Maria Erna', 'lineage': None, 'family': 'Kustyawati', 'honourific': None}, 'id': 'maria.erna@fp.unila.ac.id'}, {'name': {'given': 'Sri', 'family': 'Setyani', 'honourific': None, 'lineage': None}, 'id': 'setyani57@gmail.com'}, {'name': {'lineage': None, 'family': 'rangga', 'honourific': None, 'given': 'azhari'}, 'id': 'azhari.rangga@fp.unila.ac.id'}, {'name': {'lineage': None, 'family': 'Mutia', 'honourific': None, 'given': 'Irfa Rista'}, 'id': None}]",published,11.0,http://jurnal.permi.or.id/index.php/mionline,DOI: 10.5454/mi.11.3.5,1978-3477,Microbiology Indonesia,103-109,3,,,,,,,,,,,,,,,,
35,disk0/00/02/70/34,1970-01-01 00:00:00.000002017,,other,['FP19'],"Faculty of Agricultural Technology, Universitas Gadjah Mada, Yogyakarta","[{'files': [{'fileid': 242388, 'mime_type': 'application/pdf', 'mtime': '2020-12-07 04:35:43', 'hash_type': 'MD5', 'hash': 'b44cf045bc8af94d2be21f3e485d242b', 'filename': 'Turnitin 23. Pengaruh Jenis Asam dan Waktu Reaksi Pemanasan terhadap Karakteristik Produk Etanolisis PKO (Palm Kernel Oil).pdf', 'datasetid': 'document', 'filesize': 2246653, 'objectid': 41051, 'uri': 'http://repository.lppm.unila.ac.id/id/file/242388'}], 'docid': 41051, 'main': 'Turnitin 23. Pengaruh Jenis Asam dan Waktu Reaksi Pemanasan terhadap Karakteristik Produk Etanolisis PKO (Palm Kernel Oil).pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/41051', 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 27034, 'mime_type': 'application/pdf', 'language': 'en'}]",pub,,public,http://repository.lppm.unila.ac.id/id/eprint/27034,1027,2020-12-07 05:05:19,2020-12-07 05:05:19,27034,similarity: Pengaruh Jenis Asam dan Waktu Reaksi Pemanasan terhadap Karakteristik Produk Etanolisis PKO (Palm Kernel Oil),show,8,2020-12-07 05:05:19,archive,"Production of ethanolisis product of Palm Kernel Oil (PKO) treatment with the addition of organic acids and different heating times have conducted. Effects of organic acids used and time of heating on characteristics of PKO ethanolisis product were studied. The organic acids used are succinic acid 40 % (w/v) and lactic acid 40 % (w/v). Heating time consists of 15, 30, 45 and 60 minutes. The pH value of the reaction products ranged from 4,88 (± 0,01) to 5,27 (± 0,02). The best antimicrobial activity of product reaction is by addition of succinic acid 40% (w/v) and heating for 30 minutes with zone of inhibitions (d, mm) against Staphylococus aureus ATCC 25923, Escherichia coli ATCC 25922, mixed cultures of natural microbial and Saccharomyces cerevisiae are 20,88 (± 0,50) mm, 25,64 (± 0,81) mm, 6,46 (± 0,24) mm, and 8,84 (± 0,08) mm, respectively. The average value of the power increase emulsion stability in coconut milk (water in oil, w/o) ranged from 5,20 (± 0,65) % to 20,00 (± 2,55) %. Keywords: Antimicrobial activity; emulsion stability; ethanolisis; Palm Kernel Oil (PKO)",['S1'],,,,,"[{'id': 'murhadiburcik@gmail.com', 'name': {'lineage': None, 'family': 'Murhadi', 'honourific': None, 'given': 'Murhadi'}}, {'name': {'given': 'Sri', 'lineage': None, 'family': 'Hidayati', 'honourific': None}, 'id': 'srihidayati.unila@gmail.com'}, {'id': None, 'name': {'given': 'Ridwan', 'lineage': None, 'family': 'Kurniawan', 'honourific': None}}]",published,,https://jurnal.ugm.ac.id/agritech/article/view/170...,//dx.doi.org/10.22146/agritech.17012,,,,,,,Agritech,,,,,,,,,,,,,
36,disk0/00/00/18/41,2017-02-01 00:00:00.000000000,,article,['FP19'],Fakultas Teknologi Pertanian UGM,"[{'eprintid': 1841, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en', 'docid': 1694, 'main': 'jurnal murhadi.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/12854', 'objectid': 1694, 'hash': 'c0e05f677129da2cb48b1809720744a6', 'filename': 'jurnal murhadi.pdf', 'mtime': '2017-05-29 06:40:43', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 12854, 'filesize': 498808, 'datasetid': 'document'}], 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/1694'}]",pub,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/1841,1027,2017-05-29 08:04:53,2017-05-29 08:04:53,1841,"Pengaruh Jenis Asam dan Waktu Reaksi Pemanasan terhadap Karakteristik
Produk Etanolisis PKO (Palm Kernel Oil)
Effect of Organic Acids and Reaction Times on Characteristics of Palm Kernel Oil (PKO) Derivative Product
by Ethanolisis Reaction",show,6,2017-05-29 08:04:53,archive,"Production of ethanolisis product of Palm Kernel Oil (PKO) treatment with the addition of organic acids and different
heating times have conducted. Effects of organic acids used and time of heating on characteristics of PKO ethanolisis
product were studied. The organic acids used are succinic acid 40 % (w/v) and lactic acid 40 % (w/v). Heating time
consists of 15, 30, 45 and 60 minutes. The pH value of the reaction products ranged from 4,88 (± 0,01) to 5,27 (± 0,02).
The best antimicrobial activity of product reaction is by addition of succinic acid 40% (w/v) and heating for 30 minutes with zone of inhibitions (d, mm) against Staphylococus aureus ATCC 25923, Escherichia coli ATCC 25922, mixed
cultures of natural microbial and Saccharomyces cerevisiae are 20,88 (± 0,50) mm, 25,64 (± 0,81) mm, 6,46 (± 0,24)
mm, and 8,84 (± 0,08) mm, respectively. The average value of the power increase emulsion stability in coconut milk
(water in oil, w/o) ranged from 5,20 (± 0,65) % to 20,00 (± 2,55) %.
Keywords: Antimicrobial activity; emulsion stability; ethanolisis; Palm Kernel Oil (PKO)",['S1'],,,,,"[{'id': 'murhadiburcik@gmail.com', 'name': {'given': 'none', 'honourific': None, 'family': 'Murhadi', 'lineage': None}}, {'name': {'family': 'Hidayati', 'honourific': None, 'lineage': None, 'given': 'Sri'}, 'id': 'srihidayati.unila@gmail.com'}, {'name': {'given': 'Ridwan', 'lineage': None, 'family': 'Kurniawan', 'honourific': None}, 'id': None}]",published,37.0,https://jurnal.ugm.ac.id/agritech/article/view/17012/15189,terakreditasi No: 56/DIKTI/Kep/2012,0216-0455,AGRITECH,69-76,1,,,,,,,,,,,,,,,,
