,date_type,eprintid,metadata_visibility,volume,rev_number,title,official_url,abstract,subjects,status_changed,eprint_status,dir,date,creators,publication,divisions,type,refereed,full_text_status,uri,documents,publisher,ispublished,number,pagerange,datestamp,userid,lastmod,issn,event_location,event_title,event_dates,event_type,pres_type,corp_creators,related_url
10,published,6821,show,1.0,6,Representasi Turnamen Round-Robin dengan Menggunakan Graf Hamiltonian dan Matriks,,"Turnamen Round-Robin adalah turnamen yang memiliki sistem pertandingan dimana setiap tim dalam turnamen akan bertanding dengan tim lainnya sebanyak satu kali. Turnamen Round-Robin akan direpresentasikan ke dalam bentuk graf lengkap berarah dengan orde 10 dan11 dengan menggunakan dua metode, yaitu untuk turnamen dengan jumlah vertex genap digunakan Metode Penjadwalan dengan menggunakan Kongruen Modulo, dan turnamen dengan jumlah vertex ganjil digunakan Metode Rotational Turnament. Penelitian ini bertujuan untuk mengkaji aplikasi graf Hamiltonian dan merepresentasikan turnamen Round-Robin dalam bentuk matriks turnamen. Dari hasil penelitian ini dapat disimpulkan bahwa bentuk graf turnamen yang diperoleh dengan jumlah vertex genap yaitu 10
vertex, sirkuit Hamiltonian yang terbentuk sebanyak 3 buah, sedangkan untuk turnamen dengan jumlah vertex ganjil yaitu 11 vertex, sirkuit Hamiltonian yang terbentuk sebanyak 5 buah.",['QA'],2018-04-25 06:38:19,archive,disk0/00/00/68/21,2013-05-10 00:00:00.000000000,"[{'name': {'given': 'Novenza', 'honourific': None, 'family': 'Harisman', 'lineage': None}, 'id': None}, {'id': 'wamiliana@gmail.com', 'name': {'given': 'Wamiliana', 'lineage': None, 'honourific': None, 'family': 'Wamiliana'}}, {'id': 'fitriani_mathunila@yahoo.co.id', 'name': {'given': 'Fitriani', 'honourific': None, 'family': 'Fitriani', 'lineage': None}}]",Prosiding Seminar dan Rapat Tahunan BKS PTN Barat 2013,['FMIPA9'],article,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/6821,"[{'eprintid': 6821, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf', 'main': 'Novenza Harisman_Wamiliana_Fitriani.pdf', 'docid': 19794, 'files': [{'objectid': 19794, 'uri': 'http://repository.lppm.unila.ac.id/id/file/62493', 'mime_type': 'application/pdf', 'fileid': 62493, 'filename': 'Novenza Harisman_Wamiliana_Fitriani.pdf', 'hash': 'fab8bf33e9c712f3515309bc63ebbaa2', 'hash_type': 'MD5', 'mtime': '2018-04-25 04:36:57', 'datasetid': 'document', 'filesize': 584114}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/19794', 'rev_number': 1}]",FMIPA Unila,pub,1.0,1-8,2018-04-25 06:38:19,263,2018-04-25 06:38:19,,,,,,,,
11,published,6336,show,,7,Analisis Profil Populasi Penduduk Pulau Jawa Berdasarkan Kelompok Umur,,"Analisis profil merupakan salah satu teknik analisis peubah ganda yang telah diaplikasikan ke berbagai bidang, salah satunya bidang pemerintahan yang biasanya digunakan untuk mengetahui karakteristik kesamaan beberapa kota atau negara. Penelitian ini bertujuan untuk mengetahui kesamaan karakteristik populasi pada masing-masing provinsi di Pulau Jawa berdasarkan enam belas kelompok umur. Pulau Jawa
terdiri dari empat provinsi, yaitu Jawa Barat, Jawa Tengah, Jawa Timur, dan Banten, serta dua wilayah khusus, yaitu DKI Jakarta dan DI Yogyakarta. Pada penelitian ini, analisis profil digunakan untuk membandingkan profil populasi penduduk keenam provinsi di Pulau Jawa berdasarkan enam belas kelompok umur. Berdasarkan uji kesejajaran profil, diketahui bahwa profil keenam provinsi tidak sejajar atau dengan kata lain proporsi penduduk berdasarkan kelompok umur pada beberapa provinsi berbeda. Perbandingan berpasangan dengan metode Tukey juga menunjukkan bahwa ada beberapa perbedaan yang nyata pada beberapa provinsi pada masing-masing kelompok umur.",['QA'],2018-01-11 05:33:24,archive,disk0/00/00/63/36,2013-05-10 00:00:00.000000000,"[{'name': {'given': 'Mutiara', 'honourific': None, 'family': 'Hati Agustia', 'lineage': None}, 'id': None}, {'id': 'usman_alfha@yahoo.com', 'name': {'lineage': None, 'honourific': None, 'family': 'Usman', 'given': 'Mustofa'}}, {'name': {'given': 'Widiarti', 'lineage': None, 'honourific': None, 'family': 'Widiarti'}, 'id': 'widiarti08@gmail.com'}]",,['FMIPA9'],conference_item,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/6336,"[{'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 6336, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/19261', 'pos': 1, 'format': 'text', 'files': [{'hash': 'fabdae852f4814e1c1b7962dc0579579', 'filename': 'Mutiara Hati.pdf', 'hash_type': 'MD5', 'mtime': '2018-01-11 05:07:48', 'mime_type': 'application/pdf', 'fileid': 58934, 'filesize': 2829379, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/58934', 'objectid': 19261}], 'docid': 19261, 'main': 'Mutiara Hati.pdf'}]",,pub,,,2018-01-11 05:33:24,33,2018-01-11 05:33:24,,Bandar Lampung,"SEMINAR DAN RAPAT TAHUNAN (SEMIRATA) BIDANG ILMU MIPA 2013 BKS PTN BARAT (10 - 12 Mei) Universitas Lampung, Bandar Lampung",10 - 12 Mei 2013,conference,paper,,
12,published,19189,show,,7,Application of factor analysis to public sector integrity  in Indonesia,,Hasil Penilaian Sejawat Sebidang atau Peer Review Karya Ilmiah Prosiding dan Makalah yang di Presentasikan,['AC'],2020-04-15 04:06:43,archive,disk0/00/01/91/89,1970-01-01 00:00:00.000002013,"[{'id': 'dksari13@gmail.com', 'name': {'lineage': None, 'family': 'Kurniasari', 'honourific': None, 'given': 'Dian'}}]",,['FMIPA9'],other,,public,http://repository.lppm.unila.ac.id/id/eprint/19189,"[{'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 19189, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/32426', 'pos': 1, 'format': 'text', 'files': [{'hash_type': 'MD5', 'mtime': '2020-04-15 03:25:16', 'hash': '5aef8e7b6cb8e4e3125d1215fdbd8896', 'filename': '19. Application of factor analysis to public sector integrity  in Indonesia.pdf', 'fileid': 160824, 'mime_type': 'application/pdf', 'filesize': 1074401, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/160824', 'objectid': 32426}], 'docid': 32426, 'main': '19. Application of factor analysis to public sector integrity  in Indonesia.pdf'}]","The First International Confrence on Law, Bussiness & Governance",pub,,,2020-04-15 04:06:43,752,2020-04-15 04:06:43,,,,,,,,
13,published,19186,show,,7,Implementasi Algoritma Backtrack untuk Pencarian Solusi Knight's Tour Problem pada Papan Catur m x n,,Hasil Penilaian Sejawat Sebidang atau Peer Review Karya Ilmiah Jurnal Ilmiah Nasional,['AC'],2020-04-15 04:02:41,archive,disk0/00/01/91/86,1970-01-01 00:00:00.000002013,"[{'name': {'given': 'Dian', 'lineage': None, 'family': 'Kurniasari', 'honourific': None}, 'id': 'dksari13@gmail.com'}]",,['FMIPA9'],other,,public,http://repository.lppm.unila.ac.id/id/eprint/19186,"[{'placement': 1, 'security': 'public', 'eprintid': 19186, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'mime_type': 'application/pdf', 'fileid': 160803, 'hash': 'f0cf7d58bd70970b27b52be8e4579194', 'filename': ""16. Implementasi Algoritma Backtrack untuk Pencarian Solusi Knight's Tour Problem pada Papan Catur m x n.pdf"", 'mtime': '2020-04-15 03:19:59', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 520973, 'objectid': 32423, 'uri': 'http://repository.lppm.unila.ac.id/id/file/160803'}], 'docid': 32423, 'main': ""16. Implementasi Algoritma Backtrack untuk Pencarian Solusi Knight's Tour Problem pada Papan Catur m x n.pdf"", 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/32423', 'pos': 1, 'format': 'text'}]",Jurnal Komputasi,pub,,,2020-04-15 04:02:41,752,2020-04-15 04:02:41,,,,,,,,
14,published,19185,show,,7,Implementasi Metode Dynamic Programming pada Aplikasi Penentuan Jarak Minimum,,Hasil Penilaian Sejawat Sebidang atau Peer Review Karya Ilmiah Jurnal Ilmiah Nasional,['AC'],2020-04-15 04:02:29,archive,disk0/00/01/91/85,1970-01-01 00:00:00.000002013,"[{'id': 'dksari13@gmail.com', 'name': {'lineage': None, 'family': 'Kurniasari', 'honourific': None, 'given': 'Dian'}}]",,['FMIPA9'],other,,public,http://repository.lppm.unila.ac.id/id/eprint/19185,"[{'docid': 32422, 'main': '15. Implementasi Metode Dynamic Programming pada Aplikasi Penentuan Jarak Minimum.pdf', 'files': [{'datasetid': 'document', 'filesize': 513731, 'fileid': 160796, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2020-04-15 03:17:59', 'filename': '15. Implementasi Metode Dynamic Programming pada Aplikasi Penentuan Jarak Minimum.pdf', 'hash': 'e28db2441ef9b10bd369883072df1fc7', 'objectid': 32422, 'uri': 'http://repository.lppm.unila.ac.id/id/file/160796'}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/32422', 'rev_number': 1, 'eprintid': 19185, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf'}]",Jurnal Komputasi,pub,,,2020-04-15 04:02:29,752,2020-04-15 04:02:29,,,,,,,,
15,published,19195,show,,7,Karakteristik Pendugaan Empirical Best Linear Unbased Prediction (EBLUP) pada Pendugaan Area Kecil,,Hasil Penilaian Sejawat Sebidang atau Peer Review Karya Ilmiah Prosiding dan Makalah yang di Presentasikan,['AC'],2020-04-15 04:08:03,archive,disk0/00/01/91/95,1970-01-01 00:00:00.000002013,"[{'id': 'dksari13@gmail.com', 'name': {'given': 'Dian', 'honourific': None, 'family': 'Kurniasari', 'lineage': None}}]",,['FMIPA9'],other,,public,http://repository.lppm.unila.ac.id/id/eprint/19195,"[{'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 19195, 'uri': 'http://repository.lppm.unila.ac.id/id/document/32431', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'datasetid': 'document', 'filesize': 595258, 'mime_type': 'application/pdf', 'fileid': 160861, 'hash': '1ab2db476b4ace3ca67047044a18fea8', 'filename': '24. Karakteristik Pendugaan Empirical Best Linear Unbased Prediction (EBLUP) pada Pendugaan Area Kecil.pdf', 'mtime': '2020-04-15 03:38:43', 'hash_type': 'MD5', 'objectid': 32431, 'uri': 'http://repository.lppm.unila.ac.id/id/file/160861'}], 'docid': 32431, 'main': '24. Karakteristik Pendugaan Empirical Best Linear Unbased Prediction (EBLUP) pada Pendugaan Area Kecil.pdf'}]",Prosiding Seminar Nasional dalam rangka SEMIRATA BKS-PTN wilayah Barat,pub,,,2020-04-15 04:08:03,752,2020-04-15 04:08:03,,,,,,,,
16,published,19184,show,,7,Pembuatan Media Pembelajaran Pengenalan Tata Surya dan Exoplanet Dengan Mengunakan Unity untuk Sekolah Menengah Pertama,,Hasil Penilaian Sejawat Sebidang atau Peer Review Karya Ilmiah Jurnal Ilmiah Nasional,['AC'],2020-04-15 04:02:16,archive,disk0/00/01/91/84,1970-01-01 00:00:00.000002013,"[{'name': {'lineage': None, 'honourific': None, 'family': 'Kurniasari', 'given': 'Dian'}, 'id': 'dksari13@gmail.com'}]",,['FMIPA9'],other,,public,http://repository.lppm.unila.ac.id/id/eprint/19184,"[{'eprintid': 19184, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en', 'docid': 32421, 'main': '14. Pembuatan Media Pembelajaran Pengenalan Tata Surya dan Exoplanet Dengan Mengunakan Unity untuk Sekolah Menengah Pertama.pdf', 'files': [{'filename': '14. Pembuatan Media Pembelajaran Pengenalan Tata Surya dan Exoplanet Dengan Mengunakan Unity untuk Sekolah Menengah Pertama.pdf', 'hash': '60600051b57a89345e4ae12cc8735538', 'hash_type': 'MD5', 'mtime': '2020-04-15 03:16:10', 'mime_type': 'application/pdf', 'fileid': 160789, 'filesize': 518457, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/160789', 'objectid': 32421}], 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/32421'}]",Jurnal Komputasi,pub,,,2020-04-15 04:02:16,752,2020-04-15 04:02:16,,,,,,,,
17,published,6709,show,,6,Ketakbiasan Dalam Model Analisis Faktor Konfirmatori Pada Metode Pendugaan Kuadrat Terkecil Tak Terboboti (Unweighted Least Square) Untuk Data Ordinal,,"Dalam penelitian di bidang ilmu-ilmu sosial sering kali peneliti dihadapkan pada permasalahan tentang
hubungan kausal yang melibatkan faktor yang tidak dapat diukur secara langsung (unobservable factor), maka dapat
dilakukan dengan menggunakan Analisis Faktor Konfirmatori. Bagi pengguna kadang kala mengabaikan ketakbiasan,
padahal hal ini adalah hal terpenting dalam penelitian. Untuk itu dilakukan metode pendugaan Kuadrat Terkecil Tak
Terboboti atau metode Unweighted Least Square (ULS) dengan kelebihan Metode ULS tidak memerlukan asumsi
khusus dari sebaran peubah yang diamati sepanjang parameternya teridentifikasi. Metode ULS merupakan penduga
yang konsisten. Sehingga pada ukuran sampel yang bertambah besar, maka θ head umumnya konvergen ke θ. Sifat
penduga ULS yaitu tak bias dan konsisten. Penelitian ini bertujuan untuk melihat ketakbiasan pada sampel berukuran
150, 200, 250 dan 300 menggunakan metode ULS dan membuktikan dalil limit pusat yang mengatakan ukuran
sampel semakin besar maka akan semakin normal pada data ordinal. Dari hasil penelitian ini dapat disimpulkan
bahwa pendugaan parameter dengan menggunakan metode kuadrat terkecil tak terboboti (ULS) sesuai dengan dalil
limit pusat yang menyatakan bahwa semakin besar ukuran sampel, maka sebaran dari parameter dugaan akan
mendekati normal. Sehingga parameter hasil dugaan mendekati parameter model. Ketakbiasan dengan menggunakan
metode kuadrat terkecil tak terboboti (ULS) pada analisis faktor konfirmatori tidak dipengaruhi oleh besarnya ukuran
sampel. Karena pada ukuran sampel 150, 200, 250, dan 300 grafik ketakbiasan mendekati linear, maka bias semakin
kecil.",['QA'],2018-04-25 08:18:16,archive,disk0/00/00/67/09,2013-05-10 00:00:00.000000000,"[{'id': None, 'name': {'given': 'Sinda', 'honourific': None, 'family': 'Maryamma', 'lineage': None}}, {'name': {'given': 'Eri', 'lineage': None, 'honourific': None, 'family': 'Setiawan'}, 'id': None}, {'id': 'Nusyirwan@fmipa.unila.ac.id', 'name': {'given': 'Nusyirwan', 'lineage': None, 'honourific': None, 'family': 'Nusyirwan'}}]",Ketakbiasan Dalam Model Analisis Faktor Konfirmatori Pada Metode Pendugaan Kuadrat Terkecil Tak Terboboti (Unweighted Least Square) Untuk Data Ordinal,['FMIPA9'],article,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/6709,"[{'placement': 1, 'security': 'public', 'eprintid': 6709, 'mime_type': 'application/pdf', 'language': 'en', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/61706', 'objectid': 19678, 'filesize': 782958, 'datasetid': 'document', 'hash': '05c46aa34319c3e094e78f521c259ca8', 'filename': 'Prosiding BKS PTN B 2013 SINDA MARYAMA_ERI SETIAWAN_Nusyirwan.pdf', 'mtime': '2018-04-16 05:43:51', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 61706}], 'docid': 19678, 'main': 'Prosiding BKS PTN B 2013 SINDA MARYAMA_ERI SETIAWAN_Nusyirwan.pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/19678', 'pos': 1, 'format': 'text'}]","Fakultas Matematika dan Ilmu Pengetahuan Alam, Universitas Lampung",pub,,1-8,2018-04-25 08:18:16,713,2018-04-25 08:18:16,,,,,,,,
18,published,6799,show,1.0,6,Ketakbiasan Dalam Model Analisis Faktor Konfirmatori Pada Metode Pendugaan Kuadrat Terkecil Tak Terboboti (Unweighted Least Square) Untuk Data Ordinal,http://fmipa.unila.ac.id/,"Dalam penelitian di bidang ilmu-ilmu sosial sering kali peneliti dihadapkan pada permasalahan tentang hubungan kausal yang melibatkan faktor yang tidak dapat diukur secara langsung (unobservable factor), maka dapat dilakukan dengan menggunakan Analisis Faktor Konfirmatori. Bagi pengguna kadang kala mengabaikan ketakbiasan, padahal hal ini adalah hal terpenting dalam penelitian. Untuk itu dilakukan metode pendugaan Kuadrat Terkecil Tak Terboboti atau metode Unweighted Least Square (ULS) dengan kelebihan Metode ULS tidak memerlukan asumsi khusus dari sebaran peubah yang diamati sepanjang parameternya teridentifikasi. Metode ULS merupakan penduga yang konsisten. Sehingga pada ukuran sampel yang bertambah besar, maka penduga θ umumnya konvergen ke θ. Sifat penduga ULS yaitu tak bias dan konsisten. Penelitian ini bertujuan untuk melihat ketakbiasan pada sampel berukuran 150, 200, 250 dan 300 menggunakan metode ULS dan membuktikan dalil limit pusat yang mengatakan ukuran sampel semakin besar maka akan semakin normal pada data ordinal. Dari hasil penelitian ini dapat disimpulkan bahwa pendugaan parameter dengan menggunakan metode kuadrat terkecil tak terboboti (ULS) sesuai dengan dalil limit pusat yang menyatakan bahwa semakin besar ukuran sampel, maka sebaran dari parameter dugaan akan mendekati normal. Sehingga parameter hasil dugaan mendekati parameter model. Ketakbiasan dengan menggunakan metode kuadrat terkecil tak terboboti (ULS) pada analisis faktor konfirmatori tidak dipengaruhi oleh besarnya ukuran sampel. Karena pada ukuran sampel 150, 200, 250, dan 300 grafik ketakbiasan mendekati linear, maka bias semakin kecil.",['QA'],2018-04-25 04:35:45,archive,disk0/00/00/67/99,2013-05-10 00:00:00.000000000,"[{'id': None, 'name': {'given': 'Sinda', 'lineage': None, 'family': 'Maryamma', 'honourific': None}}, {'id': None, 'name': {'lineage': None, 'family': 'Setiawan', 'honourific': None, 'given': 'Eri'}}, {'id': 'Nusyirwan@fmipa.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Nusyirwan', 'given': 'Nusyirwan'}}]",Prosiding Seminar dan Rapat Tahunan BKS PTN Barat 2013,['FMIPA9'],article,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/6799,"[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 6799, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/19771', 'rev_number': 1, 'main': 'Prosiding BKS PTN B 2013 SINDA MARYAMA_ERI SETIAWAN_Nusyirwan.pdf', 'docid': 19771, 'files': [{'mime_type': 'application/pdf', 'fileid': 62256, 'filename': 'Prosiding BKS PTN B 2013 SINDA MARYAMA_ERI SETIAWAN_Nusyirwan.pdf', 'hash': '05c46aa34319c3e094e78f521c259ca8', 'mtime': '2018-04-24 06:06:37', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 782958, 'objectid': 19771, 'uri': 'http://repository.lppm.unila.ac.id/id/file/62256'}]}]",FMIPA Universitas Lampung,pub,1.0,1-8,2018-04-25 04:35:45,433,2018-04-25 04:35:45,,,,,,,,
19,published,6337,show,,7,"Identifikasi Karakteristik Hazard Rate Distribusi Gamma Dengan
Menggunakan Teorema Glaser",,"Waktu kelangsungan hidup adalah data yang mengukur waktu untuk kejadian tertentu. Distribusi dari waktu
kelangsungan hidup biasanya digambarkan atau digolongkan oleh tiga fungsi yaitu : fungsi kelangsungan hidup(Survival
Function), fungsi kepekatan peluang (fkp) dan fungsi Hazard. Laju kegagalan (hazard rate) mempunyai bentuk-bentuk kurva
yang telah diketahui, yaitu Increasing (I), Decreasing (D), Bathtub (∪),Upside-down Bathtub (∩) dan konstan. Dengan demikian tujuan dari penelitian ini adalah mengkaji karakteristik laju kegagalan (hazard rate) pada distribusi Gamma dengan menggunakan Teorema Glaser.",['QA'],2018-01-11 05:33:34,archive,disk0/00/00/63/37,2013-05-10 00:00:00.000000000,"[{'name': {'given': 'Selvi', 'honourific': None, 'family': 'Nila Puspita', 'lineage': None}, 'id': None}, {'name': {'lineage': None, 'honourific': None, 'family': 'Warsono', 'given': 'Warsono'}, 'id': 'klppm@kpa.unila.ac.id'}, {'name': {'given': 'Widiarti', 'family': 'Widiarti', 'honourific': None, 'lineage': None}, 'id': 'widiarti08@gmail.com'}]",,['FMIPA9'],conference_item,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/6337,"[{'main': 'Selvi Nila.pdf', 'docid': 19262, 'files': [{'mime_type': 'application/pdf', 'fileid': 58941, 'hash': '7908bcad32538522dd28bf36bdcac0b2', 'filename': 'Selvi Nila.pdf', 'hash_type': 'MD5', 'mtime': '2018-01-11 05:15:45', 'datasetid': 'document', 'filesize': 2812184, 'objectid': 19262, 'uri': 'http://repository.lppm.unila.ac.id/id/file/58941'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/19262', 'rev_number': 1, 'eprintid': 6337, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en'}]",,pub,,,2018-01-11 05:33:34,33,2018-01-11 05:33:34,,Bandar Lampung,"SEMINAR DAN RAPAT TAHUNAN (SEMIRATA) BIDANG ILMU MIPA 2013 BKS PTN BARAT (10 - 12 Mei) Universitas Lampung, Bandar Lampung",10 - 12 Mei 2013,conference,paper,,
20,published,6700,show,,6,Identifikasi Karakteristik Hazard Rate Distribusi Gamma Dengan Menggunakan Teorema Glaser,,"Waktu kelangsungan hidup adalah data yang mengukur waktu untuk kejadian tertentu. Distribusi dari waktu kelangsungan hidup biasanya digambarkan atau digolongkan oleh tiga fungsi yaitu : fungsi kelangsungan hidup(Survival Function), fungsi kepekatan peluang (fkp) dan fungsi Hazard. Laju kegagalan (hazard rate) mempunyai bentuk-bentuk kurva yang telah diketahui, yaitu Increasing (I), Decreasing (D), Bathtub (∪),Upside-down Bathtub (∩) dan konstan. Dengan demikian tujuan dari penelitian ini adalah mengkaji karakteristik laju kegagalan (hazard rate) pada distribusi Gamma dengan menggunakan Teorema Glaser. Hasil dari penelitian ini menunjukkan bahwa pola atau bentuk laju hazard dapat diduga oleh ߟ′(ݐ) = 0 dan tanda dari koefisien-koefisiennya dan karakteristik hazard rate distribusi gamma adalah konstan, Increasing, dan Decreasing.

Kata kunci: Distribusi Gamma, Survival Function, Hazard Rate.",['QA'],2018-04-25 08:10:09,archive,disk0/00/00/67/00,2013-05-10 00:00:00.000000000,"[{'id': None, 'name': {'given': 'Selvi Nila', 'lineage': None, 'family': 'Puspita', 'honourific': None}}, {'id': 'klppm@kpa.unila.ac.id', 'name': {'given': 'Warsono', 'lineage': None, 'honourific': None, 'family': 'Warsono'}}, {'id': 'widiarti08@gmail.com', 'name': {'given': 'Widiarti', 'lineage': None, 'family': 'Widiarti', 'honourific': None}}]",Identifikasi Karakteristik Hazard Rate Distribusi Gamma Dengan Menggunakan Teorema Glaser,['FMIPA9'],article,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/6700,"[{'main': 'Prosiding BKS BTN B 2013 Selvi Nila P_Warsono_Widiarti.pdf', 'docid': 19667, 'files': [{'objectid': 19667, 'uri': 'http://repository.lppm.unila.ac.id/id/file/61649', 'datasetid': 'document', 'filesize': 209297, 'fileid': 61649, 'mime_type': 'application/pdf', 'mtime': '2018-04-16 03:24:11', 'hash_type': 'MD5', 'hash': '52bcec2b91c5fa371b0fd47ec56dc5a9', 'filename': 'Prosiding BKS BTN B 2013 Selvi Nila P_Warsono_Widiarti.pdf'}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/19667', 'rev_number': 1, 'eprintid': 6700, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en'}]","Fakultas Matematika dan Ilmu Pengetahuan Alam, Universitas Lampung",pub,,1-4,2018-04-25 08:10:09,33,2018-04-25 08:10:09,,,,,,,,
21,published,6723,show,1.0,8,Identifikasi Karakteristik Hazard Rate Distribusi Gamma Dengan Menggunakan Teorema Glaser,http://fmipa.unila.ac.id/,"Waktu kelangsungan hidup adalah data yang mengukur waktu untuk kejadian tertentu. Distribusi dari waktu kelangsungan hidup biasanya digambarkan atau digolongkan oleh tiga fungsi yaitu : fungsi kelangsungan hidup(Survival Function), fungsi kepekatan peluang (fkp) dan fungsi Hazard. Laju kegagalan (hazard rate) mempunyai bentuk-bentuk kurva yang telah diketahui, yaitu Increasing (I), Decreasing (D), Bathtub (∪),Upside-down Bathtub (∩) dan konstan. Dengan demikian tujuan dari penelitian ini adalah mengkaji karakteristik laju kegagalan (hazard rate) pada distribusi Gamma dengan menggunakan Teorema Glaser. Hasil dari penelitian ini menunjukkan bahwa pola atau bentuk laju hazard dapat diduga oleh Ƞ'(t)= 0 dan tanda dari koefisien-koefisiennya dan karakteristik hazard rate distribusi gamma adalah konstan, Increasing, dan Decreasing.",['QA'],2018-04-25 08:05:28,archive,disk0/00/00/67/23,2013-05-10 00:00:00.000000000,"[{'id': 'cime_raykad@yahoo.com', 'name': {'lineage': None, 'family': 'Puspita', 'honourific': None, 'given': 'Selvi Nila'}}, {'id': 'klppm@kpa.unila.ac.id', 'name': {'lineage': None, 'family': 'Warsono', 'honourific': None, 'given': 'Warsono'}}, {'id': 'widiarti08@gmail.com', 'name': {'honourific': None, 'family': 'Widiarti', 'lineage': None, 'given': 'Widiarti'}}]",Prosiding Seminar dan Rapat Tahunan BKS PTN Barat 2013,['FMIPA9'],article,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/6723,"[{'placement': 1, 'security': 'public', 'eprintid': 6723, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'hash_type': 'MD5', 'mtime': '2018-04-24 05:53:32', 'filename': 'Prosiding BKS BTN B 2013 Selvi Nila P_Warsono_Widiarti.pdf', 'hash': '52bcec2b91c5fa371b0fd47ec56dc5a9', 'fileid': 62247, 'mime_type': 'application/pdf', 'filesize': 209297, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/62247', 'objectid': 19769}], 'docid': 19769, 'main': 'Prosiding BKS BTN B 2013 Selvi Nila P_Warsono_Widiarti.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/19769', 'rev_number': 1, 'pos': 1, 'format': 'text'}]",FMIPA Universitas Lampung,pub,1.0,1-4,2018-04-25 08:05:28,516,2018-04-25 08:05:28,,,,,,,,
