,eprintid,rev_number,metadata_visibility,title,subjects,abstract,eprint_status,status_changed,dir,date,creators,divisions,type,uri,full_text_status,ispublished,publisher,documents,datestamp,lastmod,userid,number,corp_creators,id_number,official_url,date_type,refereed,pagerange,publication,issn,funders,volume,referencetext,related_url,patent_applicant,pages,isbn,event_location,event_title,event_type,event_dates,contributors,pres_type,succeeds,place_of_pub
21,50901,7,show,"Hasil Cek Similarity Artikel ""A Generalization of Projective Module""",['QA'],,archive,2023-05-02 01:43:36,disk0_bak/00/05/09/01,1970-01-01 00:00:00.000002022,"[{'name': {'given': 'Fitriani', 'family': 'Fitriani', 'honourific': None, 'lineage': None}, 'id': 'fitriani_mathunila@yahoo.co.id'}, {'id': 'ind_wijayanti@ugm.ac.id', 'name': {'honourific': None, 'family': 'Wijayanti', 'lineage': None, 'given': 'Indah Emilia'}}, {'name': {'given': 'Ahmad', 'lineage': None, 'honourific': None, 'family': 'Faisol'}, 'id': 'ahmadfaisol@fmipa.unila.ac.id'}]",['FMIPA9'],other,http://repository.lppm.unila.ac.id/id/eprint/50901,public,unpub,Canadian Center of Science and Education,"[{'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 50901, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/190614', 'format': 'text', 'pos': 1, 'files': [{'datasetid': 'document', 'filesize': 166007, 'fileid': 547879, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2023-05-02 00:45:00', 'hash': '6ffededfe210d47924664d7eb8d0d3cc', 'filename': 'Similarity - Journal of Mathematics Reseach_Fitriani_2022.pdf', 'objectid': 190614, 'uri': 'http://repository.lppm.unila.ac.id/id/file/547879'}], 'main': 'Similarity - Journal of Mathematics Reseach_Fitriani_2022.pdf', 'docid': 190614}]",2023-05-02 01:43:36,2023-05-02 01:43:36,300,,,,,,,,,,,,,,,,,,,,,,,,
22,46605,6,show,Penerapan Algoritma Bellman-Ford dalam Menentukan Rute Terpendek Objek Wisata Kabupaten Lampung Timur,['QA'],"Rute terpendek dapat mengefisienkan jarak yang harus ditempuh seseorang untuk mencapai lokasi 
tujuan, sehingga dapat menghemat waktu dan biaya. Pada artikel ini untuk mencari rute terpendek 
menuju objek wisata di Kabupaten Lampung Timur akan digunakan algoritma Bellman-Ford, dimana 
algoritma ini dapat menghitung jarak terpendek dari satu sumber pada sebuah graf berbobot dan 
berarah. Maksud dari satu sumber ialah dapat dihitung semua jarak terpendek yang berawal dari satu 
titik. Pada artikel ini dapat ditentukan rute terpendek untuk menuju objek wisata di Kabupaten 
Lampung Timur. Lokasi objek wisata di Kabupaten Lampung Timur yang terdiri dari 28 objek wisata 
direpresentasikan menjadi satu model graf, dan juga dari 28 objek wisata dikelompokkan dan 
direpresentasikan menjadi tiga model graf berbobot dan berarah. Perhitungan dengan menggunakan 
algoritma Bellman-Ford dilakukan dengan dua cara yaitu tanpa menggunakan bantuan program 
MATLAB dan dengan menggunakan bantuan program MATLAB.",archive,2022-11-14 06:41:30,disk0/00/04/66/05,2022-09-01 00:00:00.000000000,"[{'name': {'lineage': None, 'family': 'Fitriani', 'honourific': None, 'given': 'Silvi'}, 'id': 'silvifitriani978@gmail.com'}, {'name': {'given': 'Notiragayu', 'honourific': None, 'family': 'Notiragayu', 'lineage': None}, 'id': 'notiragayu@fmipa.unila.ac.id'}, {'name': {'lineage': None, 'honourific': None, 'family': 'Wamiliana', 'given': 'Wamiliana'}, 'id': 'wamiliana@gmail.com'}, {'name': {'honourific': None, 'family': 'Faisol', 'lineage': None, 'given': 'Ahmad'}, 'id': 'ahmadfaisol@fmipa.unila.ac.id'}]",['FMIPA9'],article,http://repository.lppm.unila.ac.id/id/eprint/46605,public,pub,"Jurusan Matematika, Universitas Lampung","[{'files': [{'filesize': 375331, 'datasetid': 'document', 'hash': '198108f334d632ec830d11e80d6572ef', 'filename': '2022-09--Siger Matematika--Penerapan Algoritma Bellman-Ford dalam Menentukan Rute Terpendek Objek Wisata.pdf', 'hash_type': 'MD5', 'mtime': '2022-11-14 06:02:49', 'mime_type': 'application/pdf', 'fileid': 513682, 'uri': 'http://repository.lppm.unila.ac.id/id/file/513682', 'objectid': 185493}], 'docid': 185493, 'main': '2022-09--Siger Matematika--Penerapan Algoritma Bellman-Ford dalam Menentukan Rute Terpendek Objek Wisata.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/185493', 'rev_number': 1, 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 46605, 'language': 'en', 'mime_type': 'application/pdf'}]",2022-11-14 06:41:30,2022-11-14 06:41:30,300,2.0,,,https://jurnal.fmipa.unila.ac.id/JSM/article/view/3151,published,TRUE,53-60,Jurnal Siger Matematika,"2721-5849 (p), 2721-6853(e)",,3.0,,,,,,,,,,,,,
23,42431,6,show,Peramalan Jumlah Klaim Di Bpjs Kesehatan Cabang Metro Menggunakan Metode Double Exponential Smoothing,['QA'],"Peramalan merupakan suatu proses atau metode dalam meramal suatu peristiwa yang akan terjadi pada masa yang akan datang. Exponensial smoothing adalah suatu metode peramalan rata-rata bergerak yang melakukan pembobotan menurun secara eksponensial terhadap nilai observasi yang lebih lama. Pada
penelitian ini membahas tentang metode yang lebih baik dalam peramalan yaitu antara metode double exponential smoothing satu parameter dari Brown dan double exponential smoothing dua parameter dari Holt dalam meramalkan jumlah klaim pasien rawat inap RS Islam Metro yang diajukan ke BPJS Kesehatan cabang Metro. Melalui trial and error dihasilkan untuk double exponential smooting satu parameter dari Brown yaitu α  0,11 dengan nilai MAPE sebesar 19.89. Sedangkan metode double exponential smooting dua parameter dari Holt dengan α  0,1 dan   0.1 menghasilkan nilai MAPE sebesar 19.60, sehingga metode double exponential smooting dua parameter dari Holt menjadi metode terbaik yang digunakan dalam meramalkan jumlah kasus rawat inap RS Islam Metro karena memiliki nilai MAPE yang lebih kecil. Setelah dilakukan peramalan menggunakan metode double exponential smooting dua parameter dari Holt menghasilkan ramalan jumlah peserta pada bulan Desember 2021 adalah 91 kasus, bulan Januari 2022 adalah 83, bulan Februari 2022 adalah 75, bulan Maret 2022 adalah 68, dan April 2022 adalah 60.",archive,2022-06-14 04:23:18,disk0/00/04/24/31,2022-03-01 00:00:00.000000000,"[{'id': None, 'name': {'family': 'Fitriyani', 'honourific': None, 'lineage': None, 'given': 'Anisa'}}, {'name': {'family': 'Usman', 'honourific': None, 'lineage': None, 'given': 'Mustofa'}, 'id': ': usman_alfha@yahoo.com'}, {'name': {'given': 'M. Taufiq', 'lineage': None, 'honourific': None, 'family': 'Sofrizal'}, 'id': None}, {'id': 'dian.kurniasari@fmipa.unila.ac.id', 'name': {'given': 'Dian', 'lineage': None, 'honourific': None, 'family': 'Kurniasar'}}]",['FMIPA9'],article,http://repository.lppm.unila.ac.id/id/eprint/42431,public,pub,"Jurusan Matematika, Universitas Lampung","[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/164140', 'pos': 1, 'format': 'text', 'files': [{'objectid': 164140, 'uri': 'http://repository.lppm.unila.ac.id/id/file/466427', 'mime_type': 'application/pdf', 'fileid': 466427, 'hash': 'f26ec9b1293980a14c96eed6e1e572eb', 'filename': '2969-7591-1-PB.pdf', 'hash_type': 'MD5', 'mtime': '2022-06-14 02:09:43', 'datasetid': 'document', 'filesize': 522145}], 'docid': 164140, 'main': '2969-7591-1-PB.pdf', 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 42431}]",2022-06-14 04:23:18,2022-06-14 04:23:18,752,1.0,,,https://jurnal.fmipa.unila.ac.id/JSM/article/view/2969/2109,published,TRUE,17-22,Jurnal Siger Matematika,"2721-5849 (p), 2721-6853(e)",,3.0,,,,,,,,,,,,,
24,45728,6,show,PERAMALAN JUMLAH KLAIM DI BPJS KESEHATAN CABANG METRO MENGGUNAKAN METODE DOUBLE EXPONENTIAL SMOOTHING,['QA'],"Peramalan merupakan suatu proses atau metode dalam  meramal suatu peristiwa yang akan terjadi pada masa yang akan datang. Exponensial smoothing adalah suatu metode peramalan rata-rata bergerak yang melakukan pembobotan menurun secara eksponensial terhadap nilai observasi yang lebih lama. Pada penelitian ini membahas tentang metode yang lebih baik dalam peramalan yaitu antara metode double exponential smoothing satu parameter dari Brown dan double exponential smoothing dua parameter dari Holt dalam meramalkan jumlah klaim pasien rawat inap RS Islam Metro yang diajukan ke BPJS Kesehatan cabang Metro. Melalui trial and error dihasilkan untuk double exponential smooting satu parameter dari Brown yaitu α = 0,11dengan nilai MAPE sebesar 19.89. Sedangkan metode double exponential smooting dua parameter dari Holt dengan α = 0,1 dan g= 0.1 menghasilkan nilai MAPE sebesar 19.60, sehingga metode double exponential smooting dua parameter dari Holt  menjadi metode terbaik yang digunakan dalam meramalkan jumlah kasus rawat inap RS Islam Metro karena memiliki nilai MAPE yang lebih kecil. Setelah dilakukan peramalan menggunakan metode double exponential smooting dua parameter dari Holtmenghasilkan ramalan jumlah peserta pada bulan Desember 2021 adalah 91 kasus, bulan Januari 2022 adalah 83, bulan Februari 2022 adalah 75, bulan Maret 2022 adalah 68, dan April 2022 adalah 60.

Key Word: Double Exponential Smoothing Dua Parameter dari Holt, Double Exponential Smoothing Satu Parameter dari Brown, MAPE",archive,2022-10-17 01:27:49,disk0/00/04/57/28,2022-03-31 00:00:00.000000000,"[{'name': {'lineage': None, 'family': 'Fitriyani', 'honourific': None, 'given': 'Anisa'}, 'id': None}, {'name': {'given': 'Mustofa', 'family': 'Usman', 'honourific': None, 'lineage': None}, 'id': 'usman_alfha@yahoo.com'}, {'name': {'lineage': None, 'honourific': None, 'family': 'Sofrizal', 'given': 'Muhammad Taufiq'}, 'id': None}, {'id': 'dian.kurniasari@fmipa.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Kurniasari', 'given': 'Dian'}}]",['FMIPA9'],article,http://repository.lppm.unila.ac.id/id/eprint/45728,public,pub,"Jurusan Matematika, Universitas Lampung","[{'security': 'public', 'placement': 1, 'eprintid': 45728, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'mtime': '2022-10-16 05:19:14', 'hash_type': 'MD5', 'filename': 'Peramalan Jumlah Klaim di BPJS Kesehatan Cabang Metro Menggunakan Metode Double Exponential Smoothing.pdf', 'hash': 'a73d7249b458f6d69c04d2b874b64c3c', 'fileid': 507029, 'mime_type': 'application/pdf', 'filesize': 522000, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/507029', 'objectid': 184542}], 'main': 'Peramalan Jumlah Klaim di BPJS Kesehatan Cabang Metro Menggunakan Metode Double Exponential Smoothing.pdf', 'docid': 184542, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/184542', 'format': 'text', 'pos': 1}]",2022-10-17 01:27:49,2022-10-17 01:27:49,752,1.0,,,,published,TRUE,17-22,Jurnal Siger Matematika,"2721-5849 (p), 2721-6853(e)",,3.0,,,,,,,,,,,,,
25,44051,7,show,Implementasi Artificial Neural Network dengan Algoritma Backpropagation untuk Klasifikasi Penilaian Rating pada Penjualan Blackmores di Tokopedia,['QA76'],,archive,2022-08-15 01:37:06,disk0/00/04/40/51,2022-08-03 00:00:00.000000000,"[{'id': 'dalfahabibah@gmail.com', 'name': {'lineage': None, 'family': 'Habibah Nurul Aini', 'honourific': None, 'given': 'Dalfa'}}, {'id': 'dian.kurniasari@fmipa.unila.ac.id', 'name': {'lineage': None, 'family': 'Kurniasari', 'honourific': None, 'given': 'Dian'}}, {'id': 'aang.nuryaman@fmipa.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Nuryaman', 'given': 'Aang'}}, {'id': 'usman_alfha@yahoo.com', 'name': {'lineage': None, 'family': 'Usman', 'honourific': None, 'given': 'Mustofa'}}]",['FMIPA9'],patent,http://repository.lppm.unila.ac.id/id/eprint/44051,public,pub,,"[{'files': [{'filesize': 2094709, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2022-08-14 15:56:42', 'filename': '5. Sertifikat_Haki_Dalfa Habibah.pdf', 'hash': '433befd9e9c79426d52e63e53f07310f', 'fileid': 479075, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/479075', 'objectid': 166056}], 'main': '5. Sertifikat_Haki_Dalfa Habibah.pdf', 'docid': 166056, 'uri': 'http://repository.lppm.unila.ac.id/id/document/166056', 'rev_number': 1, 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 44051, 'mime_type': 'application/pdf', 'language': 'en'}]",2022-08-15 01:37:06,2022-08-15 01:37:06,752,,,EC00202250292,,published,,,,,,,,,SURAT PENCATATAN CIPTAAN,,,,,,,,,,
26,46688,7,show,Bukti Korespondensi artikel The Properties of Rough V-Coexact Sequence in Rough Group,['QA'],,archive,2022-11-17 04:42:11,disk0/00/04/66/88,2022-09-01 00:00:00.000000000,"[{'id': None, 'name': {'family': 'Hafifullah', 'honourific': None, 'lineage': None, 'given': 'Desfan'}}, {'name': {'lineage': None, 'honourific': None, 'family': 'Fitriani', 'given': 'Fitriani'}, 'id': 'fitriani_mathunila@yahoo.co.id'}, {'name': {'lineage': None, 'honourific': None, 'family': 'Faisol', 'given': 'Ahmad'}, 'id': 'ahmadfaisol@fmipa.unila.ac.id'}]",['FMIPA9'],other,http://repository.lppm.unila.ac.id/id/eprint/46688,public,pub,Universitas Pattimura,"[{'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/185598', 'main': 'Bukti Korespondensi _THE PROPERTIES OF ROUGH V-COEXACT SEQUENCE IN ROUGH GROUP.pdf', 'docid': 185598, 'files': [{'datasetid': 'document', 'filesize': 469904, 'fileid': 514366, 'mime_type': 'application/pdf', 'mtime': '2022-11-17 03:37:37', 'hash_type': 'MD5', 'hash': 'efdd4c94c92cfc59a161eb47a6fbcaf2', 'filename': 'Bukti Korespondensi _THE PROPERTIES OF ROUGH V-COEXACT SEQUENCE IN ROUGH GROUP.pdf', 'objectid': 185598, 'uri': 'http://repository.lppm.unila.ac.id/id/file/514366'}], 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 46688, 'placement': 1, 'security': 'public'}]",2022-11-17 04:42:11,2022-11-17 04:42:11,263,,,,,published,,,,,,,,,,,,,,,,,,,
27,45399,6,show,Hasil cek similaritas artikel 'The Properties of Rough V Coexact Sequence',['QA'],"In ring and module theory, the concept of an exact sequence is commonly employed. The exact sequence is generalized into the",archive,2022-10-03 01:36:57,disk0/00/04/53/99,2022-09-01 00:00:00.000000000,"[{'id': None, 'name': {'given': 'Desfan', 'lineage': None, 'family': 'Hafifullah', 'honourific': None}}, {'name': {'lineage': None, 'family': 'Fitriani', 'honourific': None, 'given': 'Fitriani'}, 'id': 'fitriani_mathunila@yahoo.co.id'}, {'name': {'given': 'Ahmad', 'family': 'Faisol', 'honourific': None, 'lineage': None}, 'id': 'ahmadfaisol@fmipa.unila.ac.id'}]",['FMIPA9'],article,http://repository.lppm.unila.ac.id/id/eprint/45399,public,unpub,Universitas Pattimura,"[{'placement': 1, 'security': 'public', 'eprintid': 45399, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'objectid': 167388, 'uri': 'http://repository.lppm.unila.ac.id/id/file/487770', 'datasetid': 'document', 'filesize': 525495, 'fileid': 487770, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2022-09-30 01:17:26', 'filename': 'Transkrip Nilai IndoMS School 2022_Andreas Syaloom Kurniawan.pdf', 'hash': '9ef00090be0ab204a066a9a735ae5b19'}], 'docid': 167388, 'main': 'Transkrip Nilai IndoMS School 2022_Andreas Syaloom Kurniawan.pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/167388', 'pos': 1, 'format': 'text'}]",2022-10-03 01:36:57,2022-10-03 01:36:57,263,3.0,,,,published,TRUE,1069-1078,Barekeng: Jurnal Ilmu Matematika dan Terapan,P-ISSN: 1978-7227 E-ISSN: 2615-3017,,16.0,,,,,,,,,,,,,
28,45482,8,show,Hasil cek similaritas artikel 'The Properties of Rough V-Coexact Sequence in Rough Group',['QA'],,archive,2022-10-05 02:29:43,disk0/00/04/54/82,2022-09-01 00:00:00.000000000,"[{'name': {'given': 'Desfan', 'honourific': None, 'family': 'Hafifullah', 'lineage': None}, 'id': None}, {'name': {'honourific': None, 'family': 'Fitriani', 'lineage': None, 'given': 'Fitriani'}, 'id': 'fitriani_mathunila@yahoo.co.id'}, {'name': {'honourific': None, 'family': 'Faisol', 'lineage': None, 'given': 'Ahmad'}, 'id': 'ahmadfaisol@fmipa.unila.ac.id'}]",['FMIPA9'],other,http://repository.lppm.unila.ac.id/id/eprint/45482,public,pub,Universitas Pattimura,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/184257', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/505189', 'objectid': 184257, 'filesize': 1503752, 'datasetid': 'document', 'filename': 'The Properties of Rough V Coexact Sequence.pdf', 'hash': '2f2ebe4c4d4824ebb9700caee0415376', 'mtime': '2022-10-04 13:47:42', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 505189}], 'docid': 184257, 'main': 'The Properties of Rough V Coexact Sequence.pdf', 'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 45482}]",2022-10-05 02:29:43,2022-10-05 02:29:43,263,,,,,,,,,,,,,,,,,,,,,,,,
29,45589,6,show,The Properties of Rough V-Coexact Sequence in Rough Group,['QA'],"In ring and module theory, the concept of an exact sequence is commonly employed. The exact sequence is generalized into the U-exact sequence and the V-coexact sequence. Rough set theory has also been applied to a variety of algebraic structures, including groups, rings, modules, and others. In this study, we investigated characteristics of a rough V-coexact sequence in rough groups",archive,2022-10-07 03:47:22,disk0/00/04/55/89,2022-09-01 00:00:00.000000000,"[{'id': None, 'name': {'honourific': None, 'family': 'Hafifullah', 'lineage': None, 'given': 'Desfan'}}, {'name': {'honourific': None, 'family': 'Fitriani', 'lineage': None, 'given': 'Fitriani'}, 'id': 'fitriani_mathunila@yahoo.co.id'}, {'id': 'ahmadfaisol@fmipa.unila.ac.id', 'name': {'family': 'Faisol', 'honourific': None, 'lineage': None, 'given': 'Ahmad'}}]",['FMIPA9'],article,http://repository.lppm.unila.ac.id/id/eprint/45589,public,pub,Universitas Pattimura,"[{'security': 'public', 'placement': 1, 'eprintid': 45589, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/506033', 'objectid': 184392, 'hash_type': 'MD5', 'mtime': '2022-10-07 03:03:35', 'filename': '6341-Article Text-32581-1-10-20220926 (1).pdf', 'hash': '558b7999c311e271ce038fe752468fd0', 'fileid': 506033, 'mime_type': 'application/pdf', 'filesize': 465492, 'datasetid': 'document'}], 'main': '6341-Article Text-32581-1-10-20220926 (1).pdf', 'docid': 184392, 'uri': 'http://repository.lppm.unila.ac.id/id/document/184392', 'rev_number': 1, 'format': 'text', 'pos': 1}]",2022-10-07 03:47:22,2022-10-07 03:47:22,263,3.0,,,,published,TRUE,1069-1078,Barekeng: Jurnal Ilmu Matematika dan Terapan,P-ISSN: 1978-7227 E-ISSN: 2615-3017,,16.0,"[1] W. A. Adkins and S. H. Weintraub, Algebra, An Approach via Module Theory. New York: Springer-Verlag, 1992. 

[2] B. Davvaz and Y. A. Parnian-Garamaleky, “A Note on Exact Sequences,” Bull. Malaysian Math. Soc., vol. 22, pp. 53–56, 1999.

[3] S. M. Anvanriyeh and B. Davvaz, “U-Split Exact Sequences,” Far East J. Math. Sci., vol. 4, no. 2, pp. 209–219, 2002.

[4] S. M. Anvanriyeh and B. Davvaz, “On Quasi-Exact Sequences,” Bull. Korean Math. Soc, vol. 42, no. 1, pp. 149–155, 2005, [Online]. Available: http://www.koreascience.or.kr/article/ArticleFullRecord.jsp?cn=E1BMAX_2005_v42n1_149

[5] S. Sripatmi and Y. Septriana Anwar, “Perumuman Lemma Snake dan Lemma Lima,” J. Pijar MIPA, vol. X, no. 1, pp. 76–79, 2015.

[6] Fitriani, B. Surodjo, and I. E. Wijayanti, “On Sub-Exact Sequences,” Far East J. Math. Sci., vol. 100, no. 7, pp. 1055–1065, 2016, doi: dx.doi.org/10.17654/MS100071055.

[7] Fitriani, B. Surodjo, and I. E. Wijayanti, “On X-sub-linearly independent modules,” J. Phys. Conf. Ser., vol. 893, 2017, doi: https://doi.org/10.1088/1742-6596/893/1/012008.

[8] Fitriani, I. E. Wijayanti, and B. Surodjo, “Generalization of U -Generator and M -Subgenerator Related to Category σ[M],” J. Math. Res., vol. 10, no. 4, pp. 101–106, 2018.

[9] Fitriani, I. E. Wijayanti, and B. Surodjo, “A Generalization of Basis and Free Modules Relatives to a Family of R-Modules,” J. Phys. Conf. Ser., vol. 1097, no. 1, 2018, doi: 10.1088/1742-6596/1097/1/012087.

[10] Z. Pawlak, “Rough Sets,” Rough Sets, pp. 1–51, 1991, doi: 10.1007/978-94-011-3534-4.

[11] L. Jesmalar, “Homomorphism and Isomorphism of Rough Group,” Int. J. Adv. Res. Ideas Innov. Technol., vol. 3, no. 3, pp. 1382–1387, 2017.

[12] A. A. Nugraha, F. Fitriani, M. Ansori, and A. Faisol, “The Implementation of Rough Set on a Group Structure,” vol. 8, no. 1, pp. 45–52, 2022.

[13] D. Miao, S. Han, D. Li, and L. Sun, “Rough Group, Rough Subgroup and Their Properties,” in Lecture Notes in Computer Science, vol. 3641, Springer-Verlag Berlin Heidelberg, 2005, pp. 104–113. doi: https://doi.org/10.1007/11548669_11.

[14] C. Wang and D. Chen, “A short note on some properties of rough groups,” Comput. Math. with Appl., vol. 59, no. 1, pp. 431–436, 2010, doi: 10.1016/j.camwa.2009.06.024.

[15] A. K. Sinha and A. Prakash, “Rough Projective Module,” pp. 35–38, 2014.

[16] P. Isaac and C. A. Neelima, “Rough ideals and their properties,” no. 1, pp. 1–8, 2013.

[17] Q. Wang and J. Zhan, “Rough semigroups and rough fuzzy semigroups based on fuzzy ideals,” Open Math., vol. 14, no. 1, pp. 1114–1121, 2016, doi: 10.1515/math-2016-0102.

[18] A. K. Sinha, “Rough Exact Sequences of Modules,” vol. 11, no. 4, pp. 2513–2517, 2016.",,,,,,,,,,,,
30,46236,7,show,Corespondiog Author Performane high fuzy American Journal,['AC'],,archive,2022-11-03 09:57:30,disk0/00/04/62/36,1970-01-01 00:00:00.000002022,"[{'id': 'netti.herawati@fmipa.unila.ac.id', 'name': {'lineage': None, 'family': 'Herawati', 'honourific': None, 'given': 'Netti'}}]",['FMIPA9'],other,http://repository.lppm.unila.ac.id/id/eprint/46236,public,pub,Scientific & Academic Publishing,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/185125', 'pos': 1, 'format': 'text', 'files': [{'objectid': 185125, 'uri': 'http://repository.lppm.unila.ac.id/id/file/510973', 'datasetid': 'document', 'filesize': 931799, 'mime_type': 'application/pdf', 'fileid': 510973, 'filename': 'corresponding author Performanco high.pdf', 'hash': '501fbe8c6bb2d40d6bbd4b5951cb5751', 'hash_type': 'MD5', 'mtime': '2022-11-03 09:36:21'}], 'main': 'corresponding author Performanco high.pdf', 'docid': 185125, 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 46236}]",2022-11-03 09:57:30,2022-11-03 09:57:30,959,,,,,,,,,,,,,,,,,,,,,,,,
31,46234,7,show,Similarity Cjhek modelling witg GLM,['AC'],,archive,2022-11-03 09:57:26,disk0/00/04/62/34,1970-01-01 00:00:00.000002022,"[{'name': {'family': 'Herawati', 'honourific': None, 'lineage': None, 'given': 'Netti'}, 'id': 'netti.herawati@fmipa.unila.ac.id'}]",['FMIPA9'],other,http://repository.lppm.unila.ac.id/id/eprint/46234,public,pub,Universitas Islam Negeri Raden Intan Lampung,"[{'eprintid': 46234, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf', 'docid': 185122, 'main': 'Modeling with generalized linear model on covid-19 Cases in Indonesia.pdf.pdf', 'files': [{'hash_type': 'MD5', 'mtime': '2022-11-03 09:14:09', 'filename': 'Modeling with generalized linear model on covid-19 Cases in Indonesia.pdf.pdf', 'hash': 'fbec82ffa5d7c029d4d09a1e90a8f05c', 'fileid': 510954, 'mime_type': 'application/pdf', 'filesize': 402662, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/510954', 'objectid': 185122}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/185122'}]",2022-11-03 09:57:26,2022-11-03 09:57:26,959,,,,,,,,,,,,,,,,,,,,,,,,
32,46232,7,show,Similarity chek Performance of Hih order,['AC'],,archive,2022-11-03 09:57:21,disk0/00/04/62/32,1970-01-01 00:00:00.000002022,"[{'name': {'given': 'Netti', 'honourific': None, 'family': 'Herawati', 'lineage': None}, 'id': 'netti.herawati@fmipa.unila.ac.id'}]",['FMIPA9'],other,http://repository.lppm.unila.ac.id/id/eprint/46232,public,pub,Scientific & Academic Publishing,"[{'docid': 185121, 'main': 'Performance of High-Order Chen Fuzzy Time Series Forecasting Method and Feedforward Backpropagation - Netti Herawati (2).pdf', 'files': [{'filesize': 4149485, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2022-11-03 09:10:29', 'filename': 'Performance of High-Order Chen Fuzzy Time Series Forecasting Method and Feedforward Backpropagation - Netti Herawati (2).pdf', 'hash': '4ea85a2239dd1b80ddb8ba66b77cb834', 'fileid': 510946, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/510946', 'objectid': 185121}], 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/185121', 'eprintid': 46232, 'security': 'public', 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",2022-11-03 09:57:21,2022-11-03 09:57:21,959,,,,,,,,,,,,,,,,,,,,,,,,
33,45907,7,show,corresponding author AXIOMS,['AC'],,archive,2022-10-24 06:31:15,disk0/00/04/59/07,2022-06-21 00:00:00.000000000,"[{'id': 'netti.herawati@fmipa.unila.ac.id', 'name': {'given': 'Netti', 'lineage': None, 'family': 'Herawati', 'honourific': None}}]",['FMIPA9'],other,http://repository.lppm.unila.ac.id/id/eprint/45907,public,unpub,none,"[{'eprintid': 45907, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf', 'main': 'coressponding Aouthor AXIOMS.pdf', 'docid': 184718, 'files': [{'filesize': 4474632, 'datasetid': 'document', 'filename': 'coressponding Aouthor AXIOMS.pdf', 'hash': '2f43b0c636c6f9ce9aed1880af52854e', 'hash_type': 'MD5', 'mtime': '2022-10-24 05:44:53', 'mime_type': 'application/pdf', 'fileid': 508443, 'uri': 'http://repository.lppm.unila.ac.id/id/file/508443', 'objectid': 184718}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/184718', 'rev_number': 1}]",2022-10-24 06:31:15,2022-10-24 06:31:15,959,,,,,,,,,,,,,,,,,,,,,,,,
