,divisions,type,date,dir,publication,issn,creators,pagerange,datestamp,lastmod,userid,full_text_status,uri,refereed,ispublished,number,documents,publisher,date_type,eprintid,subjects,abstract,eprint_status,status_changed,rev_number,volume,metadata_visibility,title,official_url,id_number,pages,patent_applicant,related_url
10,['FMIPA9'],article,2023-06-11 00:00:00.000000000,disk0_bak/00/05/24/13,BAREKENG: Journal of Mathematics and Its Applications,2615-3017,"[{'name': {'given': 'Dian', 'lineage': None, 'honourific': None, 'family': 'Kurniasari'}, 'id': 'dian.kurniasari@fmipa.unila.ac.id'}, {'name': {'given': 'Zaenal', 'honourific': None, 'family': 'Mukhlisin', 'lineage': None}, 'id': None}, {'id': 'wamiliana@gmail.com', 'name': {'family': 'Wamiliana', 'honourific': None, 'lineage': None, 'given': 'Wamiliana'}}, {'id': 'warsono.1963@fmipa.unila.ac.id', 'name': {'given': 'Warsono', 'lineage': None, 'family': 'Warsono', 'honourific': None}}]",931-944,2023-08-21 02:46:32,2023-08-21 02:46:32,752,public,http://repository.lppm.unila.ac.id/id/eprint/52413,TRUE,pub,2.0,"[{'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/253918', 'rev_number': 1, 'docid': 253918, 'main': 'PERFORMANCE OF THE ACCURACY OF FORECASTING THE CONSUMER PRICE INDEX USING THE GARCH AND ANN METHODS.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/621239', 'objectid': 253918, 'filename': 'PERFORMANCE OF THE ACCURACY OF FORECASTING THE CONSUMER PRICE INDEX USING THE GARCH AND ANN METHODS.pdf', 'hash': '00ed10521cccd6c38f70cd5d61c71864', 'hash_type': 'MD5', 'mtime': '2023-08-20 20:45:21', 'mime_type': 'application/pdf', 'fileid': 621239, 'filesize': 472174, 'datasetid': 'document'}], 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 52413, 'security': 'public', 'placement': 1}]",Pattimura University,published,52413,['QA76'],"The Consumer Price Index (CPI) is the most widely used indicator of the inflation rate. Then, 
the value of CPI in the future must be known to be the basis of the government's making 
appropriate and accurate policies. The CPI data used in this study was taken from the Central 
Statistics Agency (BPS) from January 2006 - to December 2021. The CPI data used has a data 
pattern containing symptoms of heteroskedasticity. To overcome the symptoms of 
heteroskedasticity, the author uses the GARCH and ANN methods to determine the value of CPI 
in the future. The GARCH method can overcome the symptoms of heteroskedasticity in the time 
series forecasting process, while ANN is an effective method in time series forecasting because 
of its high level of accuracy. In this study, MAPE calculation results were obtained with the 
ARIMA model (4,2,2)~GARCH(1.1) of 3.19% or with an accuracy of 96.81%, and ANN using 
two hidden layers of 1.24% or with an accuracy of 98.76%. Thus, the results of this study show 
that the ANN method is the best method of forecasting Consumer Price Index (CPI) data",archive,2023-08-21 02:46:32,6,17.0,show,"PERFORMANCE OF THE ACCURACY OF FORECASTING THE 
CONSUMER PRICE INDEX USING THE GARCH AND ANN METHODS",https://ojs3.unpatti.ac.id/index.php/barekeng,,,,
11,['FMIPA9'],article,2023-06-13 00:00:00.000000000,disk0_bak/00/05/24/14,Indonesian Journal of Artificial Intelligence and Data Mining (IJAIDM),2614-6150,"[{'id': 'dian.kurniasari@fmipa.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Kurniasari', 'given': 'Dian'}}, {'id': None, 'name': {'honourific': None, 'family': 'Oskavina', 'lineage': None, 'given': 'Sulistian'}}, {'id': 'wamiliana@gmail.com', 'name': {'lineage': None, 'family': 'Wamiliana', 'honourific': None, 'given': 'Wamiliana'}}, {'id': 'warsono.1963@fmipa.unila.ac.id', 'name': {'given': 'Warsono', 'lineage': None, 'honourific': None, 'family': 'Warsono'}}]",71-83,2023-08-21 02:46:34,2023-08-21 02:46:34,752,public,http://repository.lppm.unila.ac.id/id/eprint/52414,TRUE,pub,1.0,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/253919', 'rev_number': 1, 'format': 'text', 'pos': 1, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/621245', 'objectid': 253919, 'filesize': 634425, 'datasetid': 'document', 'filename': 'Forecasting The Value of Indonesian Oil-Non-Oil and Gas Imported Using The Gated Recurrent Unit (GRU).pdf', 'hash': '1e3d943f32c6561235f4c300b5558297', 'hash_type': 'MD5', 'mtime': '2023-08-20 20:54:07', 'mime_type': 'application/pdf', 'fileid': 621245}], 'docid': 253919, 'main': 'Forecasting The Value of Indonesian Oil-Non-Oil and Gas Imported Using The Gated Recurrent Unit (GRU).pdf', 'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 52414}]",Puzzle Research Data Technology (Predatech) UIN Sultan Syarif Kasim Riau,published,52414,['QA76'],"In Indonesia, various factors play a role in economic development. Oil-non-oil and gas imports are one of the main factors. However, the value of oil-non-oil and gas imports in Indonesia fluctuates monthly. Therefore, an appropriate method is required to monitor changes in the value of oil-non-oil and gas imports in Indonesia so that the government can make the right choices. This study uses the GRU method to estimate the amount of oil-non-oil and gas imports in 
Indonesia. The best model for forecasting over the next two years has an optimum structure of 32 GRU units, 16 batch sizes, and 100 epochs, with a dropout of 0.2 and uses 80% training data and 20% test data. The MAPE value obtained is 0.999955%, with an accuracy of 99.000044%. Forecast results suggest an improvement from June 2022 to July 2024.",archive,2023-08-21 02:46:34,8,6.0,show,"Forecasting The Value of Indonesian Oil-Non-Oil and Gas 
Imported Using The Gated Recurrent Unit (GRU)",https://ejournal.uin-suska.ac.id/index.php/IJAIDM/index,,,,
12,['FMIPA9'],article,2023-06-01 00:00:00.000000000,disk0_bak/00/05/24/15,JSI : Jurnal Sistem Informasi (E-Journal),2355-4614,"[{'id': 'dian.kurniasari@fmipa.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Kurniasari', 'given': 'Dian'}}, {'id': None, 'name': {'lineage': None, 'family': 'Putri', 'honourific': None, 'given': 'Amelia Fallizia'}}, {'id': 'warsono.1963@fmipa.unila.ac.id', 'name': {'family': 'Warsono', 'honourific': None, 'lineage': None, 'given': 'Warsono'}}, {'name': {'family': 'Notiragayu', 'honourific': None, 'lineage': None, 'given': 'Notiragayu'}, 'id': 'notiragayu@fmipa.unila.ac.id'}]",2981-2998,2023-08-21 02:46:38,2023-08-21 02:46:38,752,public,http://repository.lppm.unila.ac.id/id/eprint/52415,TRUE,pub,1.0,"[{'eprintid': 52415, 'security': 'public', 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf', 'docid': 253925, 'main': 'APPLICATION OF ARTIFICIAL NEURAL NETWORK METHOD USING HYPERPARAMETER TUNING FOR PREDICTION OF EURO EXCHANGE RUPIAH.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/621258', 'objectid': 253925, 'filename': 'APPLICATION OF ARTIFICIAL NEURAL NETWORK METHOD USING HYPERPARAMETER TUNING FOR PREDICTION OF EURO EXCHANGE RUPIAH.pdf', 'hash': '7432487a7bb443a51cee908740169608', 'mtime': '2023-08-20 21:22:11', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 621258, 'filesize': 1138284, 'datasetid': 'document'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/253925', 'rev_number': 1}]",Jurusan Sistem Informasi Fakultas Ilmu Komputer Universitas Sriwijaya,published,52415,['QA76'],"The Covid-19 pandemic has significantly impacted the economic decline in many countries, such as Italy, 
the United States and the European Union. Indonesia, also affected by Covid-19, was not spared from economic turmoil, especially in the foreign exchange market, where the rupiah exchange rate against the Euro experienced significant fluctuations in early 2020, hampering international trade and investment activities. Therefore, an appropriate method is needed to predict changes in the rupiah exchange rate against the Euro to minimize the obstacles. This study uses the ANN model to predict the Rupiah (Rp) exchange rate against the Euro (€). The best model is obtained through the hyper-tuning process. The optimal parameter values obtained are the input layer with 10 nodes, 2 hidden layers with 19 nodes and 13 nodes, the output layer, dropout of 0.2, 32 batch sizes, 100 epochs, and the Tanh activation function in the distribution scheme of 90% training data and 10 % testing data. Based on the MAPE value of 0.0042% and 0.0041% obtained, the prediction results on the selling and buying rates of the Rupiah against the Euro, it can be concluded that the model has good predictive ability with an accuracy value of 99.996%.",archive,2023-08-21 02:46:38,6,15.0,show,"APPLICATION OF ARTIFICIAL NEURAL NETWORK METHOD USING 
HYPERPARAMETER TUNING FOR PREDICTION OF EURO EXCHANGE 
RUPIAH",https://ejournal.unsri.ac.id/index.php/jsi/index,,,,
13,['FMIPA9'],article,2023-07-31 00:00:00.000000000,disk0_bak/00/05/24/25,Journal of  Mathematical Sciences and Optimization,,"[{'id': 'mira.mustika@ma.itera.ac.id', 'name': {'given': 'Mira', 'lineage': None, 'honourific': None, 'family': 'Mustika'}}, {'id': 'wamiliana@gmail.com', 'name': {'given': 'Wamiliana', 'lineage': None, 'family': 'Wamiliana', 'honourific': None}}, {'id': None, 'name': {'given': 'Roni', 'honourific': None, 'family': 'Setiawan', 'lineage': None}}]",1-10,2023-08-22 01:57:35,2023-08-22 01:57:35,791,public,http://repository.lppm.unila.ac.id/id/eprint/52425,TRUE,pub,1.0,"[{'eprintid': 52425, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en', 'main': 'MODELLING AND SOLVING COURSE SCHEDULING PROBLEMS.pdf', 'docid': 253990, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/621409', 'objectid': 253990, 'mtime': '2023-08-21 13:29:15', 'hash_type': 'MD5', 'filename': 'MODELLING AND SOLVING COURSE SCHEDULING PROBLEMS.pdf', 'hash': '9d68d069bfee62f7146e7e361bd5e998', 'fileid': 621409, 'mime_type': 'application/pdf', 'filesize': 441921, 'datasetid': 'document'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/253990', 'rev_number': 1}]",Universitas Riau,,52425,['QA'],"Every educational institution has a standard process for scheduling courses. In scheduling,
there are a lot of constraints that must be fulfilled, including hard and soft constraints. Hard
constraints are constraints that must be met and cannot be disregarded; a lecturer, for instance,
is limited to teaching one course in one room at a time. Soft constraints, on the other hand, are
a type of restriction that can be broken, but breaks are minimized to the greatest extent possible.
The aim of this research is to produce an optimal lecture schedule and to provide alternative solutions. The case study taken is the even semester at Institut Teknologi Sumatera (ITERA) Mathematics Study Program. The problem is modelled using Goal Programming and solved using LINGO. The result shows that the scheduling can fulfill every requirement.
Keywords: scheduling, hard constraint, soft constraint, goal programming",archive,2023-08-22 01:57:35,6,1.0,show,"MODELLING AND SOLVING COURSE SCHEDULING 
PROBLEMS (CASE STUDY: MATHEMATICS STUDY PROGRAM,
INSTITUT TEKNOLOGI SUMATERA)",,,,,
14,['FMIPA9'],article,2023-04-03 00:00:00.000000000,disk0_bak/00/04/96/96,"Proceedings of the 5th International Conference on Networking, Information Systems & Security: Envisage Intelligent Systems in 5G/6G-based Interconnected Digital Worlds NISS 2022",978-1-6654-5363-9,"[{'name': {'honourific': None, 'family': 'Ningsih', 'lineage': None, 'given': 'Febi Siti Sutria'}, 'id': None}, {'name': {'family': 'Khotimah', 'honourific': None, 'lineage': None, 'given': 'Purnomo Husnul'}, 'id': 'purn005@brin.go.id'}, {'name': {'family': 'Arisal', 'honourific': None, 'lineage': None, 'given': 'Andria'}, 'id': None}, {'name': {'given': 'Andri Fachrur', 'honourific': None, 'family': 'Rozie', 'lineage': None}, 'id': None}, {'name': {'given': 'Devi', 'honourific': None, 'family': 'Munandar', 'lineage': None}, 'id': None}, {'id': None, 'name': {'lineage': None, 'family': 'Riswantini', 'honourific': None, 'given': 'Dianadewi'}}, {'id': None, 'name': {'given': 'Ekasari', 'family': 'Nugraheni', 'honourific': None, 'lineage': None}}, {'name': {'given': 'Wiwin', 'honourific': None, 'family': 'Suwarningsih', 'lineage': None}, 'id': None}, {'id': 'dian.kurniasari@fmipa.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Kurniasari', 'given': 'Dian'}}]",,2023-04-06 00:53:24,2023-04-06 00:53:24,752,public,http://repository.lppm.unila.ac.id/id/eprint/49696,TRUE,pub,,"[{'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 49696, 'uri': 'http://repository.lppm.unila.ac.id/id/document/189336', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'datasetid': 'document', 'filesize': 778608, 'fileid': 538622, 'mime_type': 'application/pdf', 'mtime': '2023-04-05 08:31:08', 'hash_type': 'MD5', 'hash': '0e65ec012e4af5e0e59086caeb6528ca', 'filename': 'Synonym-based_Text_Generation_in_Restructuring_Imbalanced_Dataset_for_Deep_Learning_Models.pdf', 'objectid': 189336, 'uri': 'http://repository.lppm.unila.ac.id/id/file/538622'}], 'docid': 189336, 'main': 'Synonym-based_Text_Generation_in_Restructuring_Imbalanced_Dataset_for_Deep_Learning_Models.pdf'}]",IEEE,published,49696,['QA75'],"One of which machine learning data processing problems is imbalanced classes. Imbalanced classes could potentially cause bias towards the majority classes due to the nature of machine learning algorithms that presume that the object cardinality in classes is around similar number. Oversampling or generating new objects in minority class are common approaches for balancing the dataset. In text oversampling method, semantic meaning loses often occur when deep learning algorithms are used. We propose synonym-based text generation for restructuring the imbalanced COVID-19 online-news dataset. Three deep learning models (MLP, CNN, and LSTM) using TF/IDF and word embedding (WE) feature are tested with the original and balanced dataset. The results indicate that the balance condition of the dataset and the use of text representative features affect the performance of the deep learning model. Using balanced data and deep learning models with WE greatly affect the classification significantly higher performances as high as 4%, 5%, and 6% in accuracy, precision, recall, and f1-score, respectively.",archive,2023-04-06 00:53:24,8,,show,Synonym-based Text Generation in Restructuring Imbalanced Dataset for Deep Learning Models,https://ieeexplore.ieee.org/xpl/conhome/1848749/all-proceedings,,,,
15,['FMIPA9'],article,2023-01-30 00:00:00.000000000,disk0_bak/00/04/96/02,Jurnal Transformatika,2460-6731,"[{'id': None, 'name': {'given': 'Ferzy Tryanda', 'honourific': None, 'family': 'Nosa', 'lineage': None}}, {'name': {'given': 'Dian', 'honourific': None, 'family': 'Kurniasari', 'lineage': None}, 'id': 'dian.kurniasari@fmipa.unila.ac.id'}, {'id': 'amanto.1973@fmipa.unila.ac.id', 'name': {'honourific': None, 'family': 'Amanto', 'lineage': None, 'given': 'Amanto'}}, {'id': 'warsono.1963@fmipa.unila.ac.id', 'name': {'given': 'Warsono', 'family': 'Warsono', 'honourific': None, 'lineage': None}}]",30-41,2023-04-04 00:56:42,2023-04-04 00:56:42,752,public,http://repository.lppm.unila.ac.id/id/eprint/49602,TRUE,pub,2.0,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 49602, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/189235', 'docid': 189235, 'main': 'Robusta London Coffee Price Forecasting AnalysisUsing Recurrent Neural Network –Long Short Term Memory (RNN –LSTM).pdf', 'files': [{'mime_type': 'application/pdf', 'fileid': 537849, 'filename': 'Robusta London Coffee Price Forecasting AnalysisUsing Recurrent Neural Network –Long Short Term Memory (RNN –LSTM).pdf', 'hash': '8daabe6127859350dd712a409df1fc43', 'mtime': '2023-04-03 23:10:34', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 697578, 'objectid': 189235, 'uri': 'http://repository.lppm.unila.ac.id/id/file/537849'}]}]","Department of Information Technology, Faculty of Information Technology and Communication, Semarang University",published,49602,['QA76'],"Coffee price forecasting has a significant role in preventing price fluctuations at a time. Therefore, a method is needed that can be used to forecast the price of coffee. This study discusses the analysis of coffee price forecasting using the Recurrent Neural Network – Long Short-Term Memory (RNN – LSTM) method. This study will be determined the best LSTM model that aims to get the results of forecasting the price of London Robusta coffee with the smallest Root Mean Square Error (RMSE) and Mean Absolute Percentage Error (MAPE) values. Using the LSTM model with units of 128 and dropouts of 0.1, forecasting the price of London Robusta coffee has an RMSE value of 1,303 and MAPE of 3.53%. Therefore, the LSTM model can indicate the cost of London Robusta coffee with an accuracy rate of 96.47%.

Keywords: Coffee price forecasting, LSTM, Units, Dropout, RMSE, MAP.",archive,2023-04-04 00:56:42,6,20.0,show,Robusta London Coffee Price Forecasting Analysis Using Recurrent Neural Network – Long Short Term Memory (RNN – LSTM),https://journals.usm.ac.id/index.php/transformatika/index,,,,
16,['FMIPA9'],patent,2023-05-23 00:00:00.000000000,disk0_bak/00/05/20/30,,,"[{'id': None, 'name': {'honourific': None, 'family': 'Pradana', 'lineage': None, 'given': 'Fiqih Aulia'}}, {'id': 'dian.kurniasari@fmipa.unila.ac.id', 'name': {'given': 'Dian', 'family': 'Kurniasari', 'honourific': None, 'lineage': None}}, {'name': {'lineage': None, 'honourific': None, 'family': 'Wamiliana', 'given': 'Wamiliana'}, 'id': 'wamiliana@gmail.com'}, {'name': {'given': 'Warsono', 'family': 'Warsono', 'honourific': None, 'lineage': None}, 'id': 'warsono.1963@fmipa.unila.ac.id'}]",,2023-05-29 01:32:41,2023-05-29 01:32:41,752,public,http://repository.lppm.unila.ac.id/id/eprint/52030,,pub,,"[{'security': 'public', 'placement': 1, 'eprintid': 52030, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'objectid': 251722, 'uri': 'http://repository.lppm.unila.ac.id/id/file/616463', 'datasetid': 'document', 'filesize': 2110057, 'mime_type': 'application/pdf', 'fileid': 616463, 'hash': 'ec34e0fdb3972c8337fc4853815958ac', 'filename': '17. SERTIFIKAT HAKI_Fiqih.pdf', 'hash_type': 'MD5', 'mtime': '2023-05-26 19:58:28'}], 'docid': 251722, 'main': '17. SERTIFIKAT HAKI_Fiqih.pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/251722', 'format': 'text', 'pos': 1}]",,published,52030,['QA76'],,archive,2023-05-29 01:32:41,7,,show,"Perbandingan Word Embedding Word2Vec, GloVe, Dan FastText
Menggunakan Deep Learning (LSTM) Pada Data Drugs Review",,EC00202337407,,Program Komputer,
17,['FMIPA9'],patent,2023-05-23 00:00:00.000000000,disk0_bak/00/05/24/17,,,"[{'id': None, 'name': {'given': 'Fiqih Aulia', 'honourific': None, 'family': 'Pradana', 'lineage': None}}, {'id': 'dian.kurniasari@fmipa.unila.ac.id', 'name': {'lineage': None, 'family': 'Kurniasari', 'honourific': None, 'given': 'Dian'}}, {'id': 'wamiliana@gmail.com', 'name': {'given': 'Wamiliana', 'family': 'Wamiliana', 'honourific': None, 'lineage': None}}, {'name': {'lineage': None, 'honourific': None, 'family': 'Warsono', 'given': 'Warsono'}, 'id': 'warsono.1963@fmipa.unila.ac.id'}]",,2023-08-21 02:46:40,2023-08-21 02:46:40,752,public,http://repository.lppm.unila.ac.id/id/eprint/52417,,pub,,"[{'files': [{'mime_type': 'application/pdf', 'fileid': 621284, 'filename': 'SERTIFIKAT_HaKI Fiqih.pdf', 'hash': 'ec34e0fdb3972c8337fc4853815958ac', 'mtime': '2023-08-20 21:45:41', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 2110057, 'objectid': 253937, 'uri': 'http://repository.lppm.unila.ac.id/id/file/621284'}], 'main': 'SERTIFIKAT_HaKI Fiqih.pdf', 'docid': 253937, 'uri': 'http://repository.lppm.unila.ac.id/id/document/253937', 'rev_number': 1, 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 52417, 'mime_type': 'application/pdf', 'language': 'en'}]",,published,52417,['QA76'],-,archive,2023-08-21 02:46:40,7,,show,"Perbandingan Word Embedding Word2Vec, GloVe, Dan FastText
Menggunakan Deep Learning (LSTM) Pada Data Drugs Review",,EC00202337407,2.0,Program Komputer,
18,['FMIPA9'],article,2023-07-01 00:00:00.000000000,disk0_bak/00/05/23/44,Jurnal Sains Matematika dan Statistika,2460-4542,"[{'id': 'rachma.adjiramadanti01@gmail,com', 'name': {'honourific': None, 'family': 'Rachma Adji', 'lineage': None, 'given': 'Ramadanti'}}, {'id': 'Nusyirwan@fmipa.unila.ac.id', 'name': {'honourific': None, 'family': 'Nusyirwan', 'lineage': None, 'given': 'Nusyirwan'}}, {'name': {'lineage': None, 'family': 'Pandri', 'honourific': None, 'given': 'Ferdias'}, 'id': 'pandri.ferdias@fmipa.unila.ac.id'}, {'id': 'khoirin.nisa@fmipa.unila.ac.id', 'name': {'lineage': None, 'family': 'Khoirin', 'honourific': None, 'given': 'Nisa'}}]",1-20,2023-08-09 02:04:10,2023-08-09 02:04:10,433,public,http://repository.lppm.unila.ac.id/id/eprint/52344,TRUE,pub,2.0,"[{'eprintid': 52344, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en', 'main': 'jurnal JSMS nusyirwan 23.pdf', 'docid': 253513, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/620429', 'objectid': 253513, 'filesize': 716197, 'datasetid': 'document', 'filename': 'jurnal JSMS nusyirwan 23.pdf', 'hash': 'db44a8194171872a75d274a79495ea35', 'hash_type': 'MD5', 'mtime': '2023-08-08 01:48:14', 'mime_type': 'application/pdf', 'fileid': 620429}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/253513', 'rev_number': 1}]","Program Studi Matematika, Universitas Islam Negeri Sultan Syarif Kasim Riau",published,52344,['QA'],"Indeks Harga Konsumen (IHK) merupakan indikator ekonomi penting terhadap
pasar keuangan dan menjadi indikator umum tingkat inflasi di Indonesia yang
dihitung dan dipublikasikan setiap bulannya oleh Badan Pusat Statistik (BPS).
Perkembangan IHK dapat memperlihatkan perkembangan tingkat harga suatu
barang dan jasa yang dibeli masyarakat dari waktu ke waktu. Berdasarkan hal
tersebut, IHK perlu diprediksi agar harga barang dan jasa di masyarakat bisa
dikontrol sehingga bisa menstabilkan inflasi dan jumlah uang yang beredar yang
terjadi di Indonesia, maka oleh karena itu prediksi IHK pada penelitian ini digunakan
variabel prediktor yaitu inflasi dan uang beredar pada beberapa periode deret waktu.
Dalam prediksi pada penelitian ini digunakan metode Adaptive Neuro Fuzzy Inference
System (ANFIS). ANFIS merupakan salah satu metode yang dapat digunakan untuk
melakukan prediksi pada data time series, ANFIS sendiri merupakan salah satu jenis
neural network yang berbasis pada sistem inferensi fuzzy Takagi Sugeno. Tujuan dari
penelitian ini adalah menerapkan ANFIS untuk memprediksi IHK menggunakan
fungsi keanggotaan generalized bell. Selanjutnya menduga model ANFIS dan
memperoleh tingkat akurasi dari model prediksi Indeks Harga Konsumen (IHK)
dengan metode ANFIS. Variabel prediktor yang digunakan adalah inflasi dan uang
beredar, untuk variabel respon yang digunakan adalah IHK. Model terbaik dipilih
berdasarkan pada nilai RMSE. Hasil analisis menunjukan bahwa penggunaan metode
ANFIS sudah baik untuk prediksi data karena hasil prediksi sudah cukup mendekati
data aktual dan RMSE model ANFIS dengan 2-cluster memberikan tingkat keakuratan
yang baik untuk meramalkan IHK. Dengan kasus data IHK yang nilainya berubah
cukup jauh pada awal tahun 2020 yang diakibatkan oleh perbedaan tahun dasar
perhitungan nilai IHK, hasil ramalan dengan model ANFIS ini sudah cukup
mengikuti dengan data aktualnya, ini sudah cukup menunjukan bahwa metode
ANFIS cocok untuk diterapkan untuk menyelesaikan kasus prediksi IHK.",archive,2023-08-09 02:04:10,6,9.0,show,"Penerapan Adaptive Neuro Fuzzy Inference System
Menggunakan Fungsi Keanggotaan Generalized Bell
untuk Prediksi Indeks Harga Konsumen",,,,,[{'url': 'https://ejournal.uin-suska.ac.id/index.php/JSMS/index'}]
19,['FMIPA9'],article,2023-05-18 00:00:00.000000000,disk0_bak/00/05/18/99,Jurnal Siger Matematika,"2721-5849 (p), 2721-6853(e)","[{'name': {'given': 'Hilda L', 'family': 'Ramadhania', 'honourific': None, 'lineage': None}, 'id': None}, {'name': {'honourific': None, 'family': 'Widiarti', 'lineage': None, 'given': 'Widiarti'}, 'id': 'widiarti08@gmail.com'}, {'id': 'lazakaria.1969@fmipa.unila.ac.id', 'name': {'family': 'Zakaria', 'honourific': None, 'lineage': None, 'given': 'L'}}, {'name': {'honourific': None, 'family': 'Nusyirwan', 'lineage': None, 'given': 'Nusyirwan'}, 'id': 'Nusyirwan@fmipa.unila.ac.id'}]",1-10,2023-05-21 03:44:42,2023-05-21 03:44:42,33,public,http://repository.lppm.unila.ac.id/id/eprint/51899,TRUE,pub,1.0,"[{'security': 'public', 'placement': 1, 'eprintid': 51899, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'objectid': 251024, 'uri': 'http://repository.lppm.unila.ac.id/id/file/614875', 'mime_type': 'application/pdf', 'fileid': 614875, 'filename': 'Aplikasi Metode Sillhoute Coefficint_Hilda, Widiarti, dkk_Jurnal Siger.pdf', 'hash': '9c718f95f9082e0c6574b604209bf25f', 'mtime': '2023-05-20 13:01:44', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 741337}], 'main': 'Aplikasi Metode Sillhoute Coefficint_Hilda, Widiarti, dkk_Jurnal Siger.pdf', 'docid': 251024, 'uri': 'http://repository.lppm.unila.ac.id/id/document/251024', 'rev_number': 1, 'format': 'text', 'pos': 1}]","Jurusan Matematika, Universitas Lampung",published,51899,['QA'],"The K-Medoids method is a non-hierarchical cluster analysis method where information on the exact number of clusters is required. The data used in this study uses simulation data from reference data on the percentage of households according to drinking water sources. The simulation data used uses a multivariate normal distribution, so that the simulation data allows for negative data. In this study, two options were carried out on negative data results, namely being zero and absolute. The method in determining the optimal number of clusters used the Sillhouette Coefficient method, the Elbow method and the Gap Statistics method. The average Dunn Index value from the data on the zeroed option produces the largest Dunn Index value in determining the optimal number of clusters using the Gap Statistic method, which is 0,125734, while in the second option data, the Dunn Index average is greatest in determining the number of clusters optimally using the Sillhouette Coefficient method, which is 0,113315.",archive,2023-05-21 03:44:42,6,4.0,show,"Aplikasi Metode Sillhouette Coefficient, Metode Elbow dan Metode Gap Staticstic dalam Menentukan K Optimal pada Analisis K-Medoids",https://jurnal.fmipa.unila.ac.id/JSM,,,,
20,['FMIPA9'],patent,2023-05-23 00:00:00.000000000,disk0_bak/00/05/20/29,,,"[{'id': None, 'name': {'given': 'Azzahra Zulfa', 'honourific': None, 'family': 'Riswinda', 'lineage': None}}, {'id': 'dian.kurniasari@fmipa.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Kurniasari', 'given': 'Dian'}}, {'name': {'lineage': None, 'honourific': None, 'family': 'Wamiliana', 'given': 'Wamiliana'}, 'id': 'wamiliana@gmail.com'}, {'name': {'lineage': None, 'honourific': None, 'family': 'Warsono', 'given': 'Warsono'}, 'id': 'warsono.1963@fmipa.unila.ac.id'}]",,2023-05-29 01:32:36,2023-05-29 01:32:36,752,public,http://repository.lppm.unila.ac.id/id/eprint/52029,,pub,,"[{'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 52029, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/251721', 'pos': 1, 'format': 'text', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/616454', 'objectid': 251721, 'filesize': 2109765, 'datasetid': 'document', 'mtime': '2023-05-26 19:52:11', 'hash_type': 'MD5', 'filename': '16. Sertifikat Haki Azzahra.pdf', 'hash': 'fd5f857266dede0a1bbeb4114834e437', 'fileid': 616454, 'mime_type': 'application/pdf'}], 'docid': 251721, 'main': '16. Sertifikat Haki Azzahra.pdf'}]",,published,52029,['QA76'],,archive,2023-05-29 01:32:36,9,,show,"Hybrid Convolutional Neural Network (CNN)-Long Short Term
Memory (LSTM) Untuk Klasifikasi Data Text Penilaian Produk
Nutrimax Food Supplement",,EC00202337386,2.0,Program Komputer,
