,datestamp,lastmod,userid,full_text_status,uri,refereed,ispublished,documents,publisher,divisions,type,date,dir,id_number,publication,issn,creators,subjects,abstract,status_changed,eprint_status,volume,rev_number,metadata_visibility,title,date_type,eprintid,number,pagerange,official_url,event_title,event_location,event_type,event_dates,pres_type,related_url,contact_email,referencetext,corp_creators,contributors,patent_applicant,pages,succeeds,place_of_pub
22,2022-01-27 08:01:20,2022-01-27 08:01:20,644,public,http://repository.lppm.unila.ac.id/id/eprint/38508,TRUE,pub,"[{'language': 'en', 'mime_type': 'application/pdf', 'security': 'public', 'placement': 1, 'eprintid': 38508, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/159617', 'format': 'text', 'pos': 1, 'files': [{'datasetid': 'document', 'filesize': 495282, 'fileid': 436077, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2022-01-27 06:11:06', 'hash': '59f5f5942650e3f4707fcb60b69d729e', 'filename': 'Faulina dkk Siger.pdf', 'objectid': 159617, 'uri': 'http://repository.lppm.unila.ac.id/id/file/436077'}], 'docid': 159617, 'main': 'Faulina dkk Siger.pdf'}]","Jurusan Matematika, Universitas Lampung",['FMIPA9'],article,2021-09-02 00:00:00.000000000,disk0/00/03/85/08,,Jurnal Siger Matematika,"2721-5849 (p), 2721-6853(e)","[{'name': {'given': 'Naflah', 'lineage': None, 'family': 'Faulina', 'honourific': None}, 'id': None}, {'name': {'given': 'Khoirin', 'lineage': None, 'family': 'Nisa', 'honourific': None}, 'id': 'khoirin.nisa@fmipa.unila.ac.id'}, {'id': None, 'name': {'honourific': None, 'family': 'Aziz', 'lineage': None, 'given': 'Dorrah'}}, {'id': None, 'name': {'given': 'Eri', 'family': 'Setiawan', 'honourific': None, 'lineage': None}}]",['HA'],"The confounding factor can be defined as a bias in estimating the effect of a risk factor on the incidence of
the disease being studied.  One method that can handle confounding factors is propensity score matching
which is used to balance the data for the treatment and control groups by looking at the value in the
estimation results of the propensity score using logistic regression, then matching analysis and postmatching.
The
purpose
of
this
study
was
to
obtain
the
results
of
a
propensity
score
matching
analysis
that

contained

confounding factors and knowing the risk factors that cause diabetes mellitus in Hospital 
Mayjend HM Ryacudu Kotabumi with R software. The data used are diabetes mellitus (Y), gender(",2022-01-27 08:01:20,archive,2.0,6,show,Analisis Propensity Score Matching Pada Kejadian Diabetes Melitus Yang Memuat Faktor Confounding,published,38508,2.0,43-51,https://jurnal.fmipa.unila.ac.id/JSM/issue/current,,,,,,[{'url': 'https://jurnal.fmipa.unila.ac.id/JSM/article/view/2810'}],,,,,,,,
23,2022-02-07 01:25:06,2022-02-07 01:25:06,2742,public,http://repository.lppm.unila.ac.id/id/eprint/39063,TRUE,pub,"[{'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/160352', 'rev_number': 2, 'docid': 160352, 'main': 'fulltext.pdf', 'files': [{'objectid': 160352, 'uri': 'http://repository.lppm.unila.ac.id/id/file/440588', 'datasetid': 'document', 'filesize': 601897, 'mime_type': 'application/pdf', 'fileid': 440588, 'filename': 'fulltext.pdf', 'hash': '718bf1b2e0d0bbfc73db8b3dd995f206', 'mtime': '2022-02-06 02:18:43', 'hash_type': 'MD5'}], 'language': 'en', 'mime_type': 'application/pdf', 'content': 'published', 'eprintid': 39063, 'placement': 1, 'security': 'public'}]",Libraries at University of Nebraska-Lincoln,['FMIPA9'],article,2021-12-27 00:00:00.000000000,disk0/00/03/90/63,,Library Philosophy and Practice (e-journal),1522-0222,"[{'id': 'pandri.ferdias@fmipa.unila.ac.id', 'name': {'lineage': None, 'family': 'Ferdias Pandri', 'honourific': None, 'given': 'Ferdias'}}, {'id': None, 'name': {'honourific': None, 'family': 'dede', 'lineage': None, 'given': 'sutisna'}}, {'name': {'family': 'R', 'honourific': None, 'lineage': None, 'given': 'Rusli'}, 'id': None}, {'name': {'given': 'Daengs GS', 'lineage': None, 'family': 'Achmad', 'honourific': None}, 'id': None}, {'name': {'family': 'Abdul', 'honourific': None, 'lineage': None, 'given': 'Rahman'}, 'id': None}]",['Z665'],"This study is a quantitative research using bibliometric analysis. The purpose of this study was to identify and describe the profile of publications in the field of literacy in Indonesia. The data in this study were obtained from the Scopus database. The results obtained from the Scopus database are 1080 documents, the highest number of documents issued related to literacy by authors in Indonesia in 2020 is 305 documents and the lowest in 2016 is 27 documents. Most of the papers are dominated by Conference Papers (649 documents) and the top 5 affiliates in Indonesia that have the highest publications are Universitas Pendidikan Indonesia, Universitas Negeri Malang, Universitas Negeri Semarang, Universitas Negeri Yogyakarta, dan Universitas Negeri Jakarta with research topics dominated by topics: scientific literacy (101 articles); mathematical literacy (44 articles); dan digital literacy (10 articles).
Keywords: literacy; scientific literacy; mathematical literacy; digital literacy; bibliometric.",2022-02-07 01:25:06,archive,1.0,10,show,Literacy in Indonesian: A Bibliometric Analysis,published,39063,,,https://digitalcommons.unl.edu/libphilprac/6800/,,,,,,"[{'type': 'pub', 'url': 'https://digitalcommons.unl.edu/libphilprac/6800/'}]",pandri.ferdias@fmipa.unila.ac.id,,"['Universitas Lampung', 'UIN Sunan Gunung Djati Bandung', 'Universitas Negeri Makassar', 'Universitas 45 Surabaya']","[{'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'name': {'given': 'Ferdias', 'honourific': None, 'family': 'Ferdias Pandri', 'lineage': None}}, {'name': {'given': 'Ferdias Pandri', 'family': 'Ferdias Pandri', 'honourific': None, 'lineage': None}, 'type': None}, {'name': {'family': 'Ferdias Pandri', 'honourific': None, 'lineage': None, 'given': 'Ferdias Pandri'}, 'type': None}, {'name': {'lineage': None, 'honourific': None, 'family': 'Ferdias Pandri', 'given': 'Ferdias Pandri'}, 'type': None}]",,,,
24,2022-01-17 09:59:03,2022-01-17 09:59:03,33,public,http://repository.lppm.unila.ac.id/id/eprint/37944,FALSE,unpub,"[{'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/158885', 'main': 'Publikasi SEMNAS BERSAMA FMIPA.pdf', 'docid': 158885, 'files': [{'datasetid': 'document', 'filesize': 2701354, 'mime_type': 'application/pdf', 'fileid': 431689, 'filename': 'Publikasi SEMNAS BERSAMA FMIPA.pdf', 'hash': '79f57611c8db3809fb0ff7fe0149cd6a', 'mtime': '2022-01-17 04:42:02', 'hash_type': 'MD5', 'objectid': 158885, 'uri': 'http://repository.lppm.unila.ac.id/id/file/431689'}], 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 37944, 'security': 'public', 'placement': 1}]",,['FMIPA9'],conference_item,1970-01-01 00:00:00.000002021,disk0/00/03/79/44,,,,"[{'name': {'family': 'Fitriani', 'honourific': None, 'lineage': None, 'given': 'Eka Aditya'}, 'id': None}, {'name': {'lineage': None, 'family': 'Widiarti', 'honourific': None, 'given': 'Widiarti'}, 'id': 'widiarti08@gmail.com'}, {'name': {'given': 'Dian', 'lineage': None, 'honourific': None, 'family': 'Kurniasari'}, 'id': 'dksari13@gmail.com'}, {'name': {'given': 'Mustofa', 'lineage': None, 'family': 'Usman', 'honourific': None}, 'id': 'usman_alfha@yahoo.com'}]",['QA'],"Spatial Autoregresive (SAR) merupakan salah satu metode
analisis spasial atau kewilayahan yang terdapat pengaruh spasial pada variabel terikatnya. Salah satu metode yang digunakan pada pendugaan parameter SAR adalah dengan metode Bayes yang memberikan dugaan dengan ketepatan lebih tinggi dibandingkan dengan metode klasik. Pendugaan parameter Bayes dengan cara numerik adalah dengan metode Integrated Nested Laplace Approximation (INLA). Penerapan metode SAR menggunakan INLA yaitu memodelkan Indeks Pembangunan Manusia (IPM) di Provinsi Lampung tahun 2020 dengan menggunakan matriks pembobot kesinggungan antar lokasi yaitu queen continguity dan rook continguity serta matriks pembobot jarak K-NN paling optimum berdasarkan nilai Moran’s I terbesar. Penelitian ini bertujuan untuk mengetahui faktor-faktor yang mempengaruhi IPM di Provinsi Lampung. Faktor yang digunakan dalam penelitian ini yaitu pengeluaran perkapita, persentase penduduk miskin, rata-rata lama sekolah, jumlah tenaga kesehatan, dan angka partisipasi sekolah usia 16-18 tahun. Hasil pemodelan didapat matriks pembobot yang paling optimum adalah K-NN 2. Pemodelan SAR dengan INLA menggunakan matriks pembobot K-NN 2 didapat faktor yang paling signifikan terhadap model yaitu pengeluaran perkapita dan rata-rata lama sekolah dengan
nilai R-Square sebesar 88,74788%.",2022-01-17 09:59:03,archive,,7,show,PEMODELAN SPATIAL AUTOREGRESSIVE (SAR)MENGGUNAKAN INTEGRATED NESTED LAPLACE APPROXIMATION (INLA),,37944,,,,Seminar Nasional Bersama FMIPA Unila Tahun 2021,Bandar Lampung,conference,8-9 September 2021,other,,,,,,,,,
25,2021-07-28 08:03:13,2021-07-28 08:03:13,263,public,http://repository.lppm.unila.ac.id/id/eprint/33265,TRUE,pub,"[{'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 33265, 'uri': 'http://repository.lppm.unila.ac.id/id/document/152052', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'filesize': 92208, 'datasetid': 'document', 'mtime': '2021-07-28 06:27:38', 'hash_type': 'MD5', 'hash': 'a621c15da0dbbf3d7f153dc9526f72a6', 'filename': 'Published Online JMR Vol 13 No. 4 2021_Fitriani.pdf', 'fileid': 394267, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/394267', 'objectid': 152052}], 'docid': 152052, 'main': 'Published Online JMR Vol 13 No. 4 2021_Fitriani.pdf'}]",Canadian Center of Science and Education,['FMIPA9'],article,2021-07-27 00:00:00.000000000,disk0/00/03/32/65,doi:10.5539/jmr.v13n4p81,Journal of Mathematics Research,1916-9795,"[{'name': {'given': 'Fitriani', 'family': 'Fitriani', 'honourific': None, 'lineage': None}, 'id': 'fitriani_mathunila@yahoo.co.id'}, {'name': {'lineage': None, 'honourific': None, 'family': 'Emilia Wijayanti', 'given': 'Indah'}, 'id': 'ind_wijayanti@ugm.ac.id'}, {'name': {'lineage': None, 'honourific': None, 'family': 'Surodjo', 'given': 'Budi'}, 'id': 'surodjo_b@ugm.ac.id'}, {'id': 'ahmadfaisol@fmipa.unila.ac.id', 'name': {'given': 'Ahmad', 'family': 'Faisol', 'honourific': None, 'lineage': None}}]",['QA'],"Let U be a nonempty set of R-modules and V be a submodule of ��U�, U� 2 U for all � 2 �. A UV generated
module is a generalization of U-generated module by using the concept of V-coexact sequence. We say that an R-module
N is generated by UV if there is an epimorphism from V to N. In this paper, we introduce the definition of rank of
UV-generated modules. Furthermore, we investigate some properties of rank of UV-generated modules.",2021-07-28 08:03:13,archive,13.0,6,show,The Rank of UV-Generated Modules,published,33265,4.0,81-84,https://doi.org/10.5539/jmr.v13n4p81,,,,,,[{'url': 'https://doi.org/10.5539/jmr.v13n4p81'}],fitriani.1984@fmipa.unila.ac.id,"Adkins, W. A., & Weintraub, S. H. (1992). Algebra ”An Approach via Module Theory”. New York: Springer-Verlag.
https://doi.org/10.1007/978-1-4612-0923-2

Anderson, F. W., & Fuller, K. R. (1992). Rings and categories of Modules. New York: Springer-Verlag.
https://doi.org/10.1007/978-1-4612-4418-9

Anvariyeh, S. M., & Davvaz, B. (2005). On Quasi-Exact Sequences. Bull. Korean Math. Soc., 42(1), 149-155. https:
//doi.org/10.4134/BKMS.2005.42.1.149

Anvariyeh, S. M., & Davvaz, B. (2002). U-Split-Exact Sequences. Far East J. Math. Sci.(FJMS), 4(2), 209-219.

Davvaz, B., & Parnian-Garamaleky, Y. A. (1999). A Note on Exact Sequences, Bull.Malays. Math. Sci. Soc. 22(1),
53-56.

Davvaz, B., & Shabani-Solt, H. (2002). A generalization of homological algebra. Journal of the Korean Mathematical
Society, 39(6), 881-898.

Fitriani, Surodjo, B., & Wijayanti, I. E. (2016). On X-sub-exact Sequences. Far East J. Math. Sci.(FJMS), 100(7),
1055-1065. http://dx.doi.org/10.17654/MS100071055

Fitriani, Surodjo, B., & Wijayanti, I. E. (2017, October). On X-sub-linearly independent modules. In Journal of Physics:
Conference Series (Vol. 893, No. 1, p. 012008). IOP Publishing.ttps://doi.org/10.1088/1742-6596/893/1/012008

Fitriani, Wijayanti, I. E., & Surodjo, B. (2018). Generalization of U-Generator and M-Subgenerator Related to Category
[M]. Journal of Mathematics Research, 10(4), 101-106. https://doi.org/10.5539/jmr.v10n4p101

Fitriani, Wijayanti, I. E., & Surodjo, B. (2018b). A Generalization of Basis and Free Modules Relatives to a Family U of
R-Modules. J. Phys. Conf. Series, 1097, 012087, 2018. https://doi.org/10.1088/1742-6596/1097/1/012087

Wisbauer, R. (1991). Foundation of Module and Ring Theory. Philadelphia: Gordon and Breach.",,,,,,
26,2022-11-16 09:17:32,2022-11-16 09:17:32,263,public,http://repository.lppm.unila.ac.id/id/eprint/46679,,pub,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/185588', 'format': 'text', 'pos': 1, 'files': [{'objectid': 185588, 'uri': 'http://repository.lppm.unila.ac.id/id/file/514290', 'datasetid': 'document', 'filesize': 759224, 'mime_type': 'application/pdf', 'fileid': 514290, 'hash': '0d03a8f95b7db6e5cccbafd90141a30d', 'filename': 'Bukti Korespondensi _ The Rank of Uv Generated Module.pdf', 'hash_type': 'MD5', 'mtime': '2022-11-16 04:56:34'}], 'main': 'Bukti Korespondensi _ The Rank of Uv Generated Module.pdf', 'docid': 185588, 'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 46679}]",Canadian Center of Science and Education,['FMIPA9'],other,2021-07-01 00:00:00.000000000,disk0/00/04/66/79,,,,"[{'id': 'fitriani_mathunila@yahoo.co.id', 'name': {'given': 'Fitriani', 'lineage': None, 'honourific': None, 'family': 'Fitriani'}}, {'id': 'ind_wijayanti@ugm.ac.id', 'name': {'given': 'Indah Emilia', 'lineage': None, 'honourific': None, 'family': 'Wijayanti'}}, {'id': 'surodjo_b@ugm.ac.id', 'name': {'given': 'Budi', 'lineage': None, 'honourific': None, 'family': 'Surodjo'}}, {'id': 'ahmadfaisol@fmipa.unila.ac.id', 'name': {'lineage': None, 'family': 'Faisol', 'honourific': None, 'given': 'Ahmad'}}]",['QA'],,2022-11-16 09:17:32,archive,,7,show,Bukti Korespondensi artikel The Rank of Uv Generated Module,,46679,,,,,,,,,,,,,,,,,
27,2023-02-28 03:25:19,2023-02-28 03:25:19,263,public,http://repository.lppm.unila.ac.id/id/eprint/48639,,unpub,"[{'security': 'public', 'placement': 1, 'eprintid': 48639, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'fileid': 530250, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2023-02-28 03:03:53', 'hash': 'c4e8517d70e5acc0ff53a30c822ac579', 'filename': 'Bukti Korespondensi_The Rank of Uv Generated Modules.pdf', 'datasetid': 'document', 'filesize': 2794661, 'objectid': 187989, 'uri': 'http://repository.lppm.unila.ac.id/id/file/530250'}], 'main': 'Bukti Korespondensi_The Rank of Uv Generated Modules.pdf', 'docid': 187989, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/187989', 'format': 'text', 'pos': 1}]",Canadian Center of Science and Education,['FMIPA9'],other,1970-01-01 00:00:00.000002021,disk0_bak/00/04/86/39,,,,"[{'name': {'lineage': None, 'honourific': None, 'family': 'Fitriani', 'given': 'Fitriani'}, 'id': 'fitriani_mathunila@yahoo.co.id'}, {'id': 'ind_wijayanti@ugm.ac.id', 'name': {'honourific': None, 'family': 'Wijayanti', 'lineage': None, 'given': 'Indah Emilia'}}, {'name': {'given': 'Budi', 'honourific': None, 'family': 'Surodjo', 'lineage': None}, 'id': 'surodjo_b@ugm.ac.id'}, {'name': {'given': 'Ahmad', 'lineage': None, 'family': 'Faisol', 'honourific': None}, 'id': 'ahmadfaisol@fmipa.unila.ac.id'}]",['QA'],,2023-02-28 03:25:19,archive,,7,show,Bukti Korespondensi artikel The Rank of Uv-Generated Modules,,48639,,,,,,,,,,,,,,,,,
28,2022-11-16 09:17:30,2022-11-16 09:17:30,263,public,http://repository.lppm.unila.ac.id/id/eprint/46678,,unpub,"[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 46678, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/185587', 'docid': 185587, 'main': 'Bukti Korespondensi Artikel-Category of Submodules of a Uniserial Module.pdf', 'files': [{'hash_type': 'MD5', 'mtime': '2022-11-16 04:28:07', 'filename': 'Bukti Korespondensi Artikel-Category of Submodules of a Uniserial Module.pdf', 'hash': '8b67d8beacec1313af92192f0cad2e75', 'fileid': 514281, 'mime_type': 'application/pdf', 'filesize': 320460, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/514281', 'objectid': 185587}]}]",Horizon Research Publishing Corporation,['FMIPA9'],other,2021-08-01 00:00:00.000000000,disk0/00/04/66/78,,,,"[{'name': {'lineage': None, 'family': 'Fitriani', 'honourific': None, 'given': 'Fitriani'}, 'id': 'fitriani_mathunila@yahoo.co.id'}, {'name': {'given': 'Indah Emilia', 'lineage': None, 'honourific': None, 'family': 'Wijayanti'}, 'id': None}, {'id': 'surodjo_b@ugm.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Surodjo', 'given': 'Budi'}}, {'name': {'lineage': None, 'family': 'Wahyuni', 'honourific': None, 'given': 'Sri'}, 'id': 'swahyuni@ugm.ac.id'}, {'name': {'family': 'Faisol', 'honourific': None, 'lineage': None, 'given': 'Ahmad'}, 'id': 'ahmadfaisol@fmipa.unila.ac.id'}]",['QA'],,2022-11-16 09:17:30,archive,,9,show,Bukti Korespondensi Artikel Category of Submodules of a Uniserial Module,,46678,,,,,,,,,,,,,,,,,
29,2023-02-28 03:25:23,2023-02-28 03:25:23,263,public,http://repository.lppm.unila.ac.id/id/eprint/48642,,unpub,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/187991', 'rev_number': 1, 'format': 'text', 'pos': 1, 'files': [{'mtime': '2023-02-28 03:18:31', 'hash_type': 'MD5', 'filename': 'Bukti Korespondensi_Category of Submodules of a Uniserial Module.pdf', 'hash': '2b547d2f3c26dbdd7eca2f5bed142ccc', 'fileid': 530262, 'mime_type': 'application/pdf', 'filesize': 379570, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/530262', 'objectid': 187991}], 'main': 'Bukti Korespondensi_Category of Submodules of a Uniserial Module.pdf', 'docid': 187991, 'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 48642}]",Horizon Research Publishing Corporation,['FMIPA9'],other,1970-01-01 00:00:00.000002021,disk0_bak/00/04/86/42,,,,"[{'id': 'fitriani_mathunila@yahoo.co.id', 'name': {'family': 'Fitriani', 'honourific': None, 'lineage': None, 'given': 'Fitriani'}}, {'id': 'ind_wijayanti@ugm.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Wijayanti', 'given': 'Indah Emilia'}}, {'name': {'family': 'Surodjo', 'honourific': None, 'lineage': None, 'given': 'Budi'}, 'id': 'surodjo_b@ugm.ac.id'}, {'name': {'lineage': None, 'family': 'Wahyuni', 'honourific': None, 'given': 'Sri'}, 'id': 'swahyuni@ugm.ac.id'}, {'id': 'ahmadfaisol@fmipa.unila.ac.id', 'name': {'given': 'Ahmad', 'honourific': None, 'family': 'Faisol', 'lineage': None}}]",['QA'],,2023-02-28 03:25:23,archive,,8,show,Bukti Korespondensi Artikel Category of Submodules of a Uniserial Module,,48642,,,,,,,,,,,,,,,,,
30,2022-07-11 02:14:02,2022-07-11 02:14:02,300,public,http://repository.lppm.unila.ac.id/id/eprint/43161,TRUE,pub,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/165021', 'pos': 1, 'format': 'text', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/471954', 'objectid': 165021, 'filename': 'MS14-13424409 (2).pdf', 'hash': 'ef61b424fdfc7097fde7dd4c75a3c887', 'hash_type': 'MD5', 'mtime': '2022-07-09 07:18:54', 'mime_type': 'application/pdf', 'fileid': 471954, 'filesize': 333908, 'datasetid': 'document'}], 'docid': 165021, 'main': 'MS14-13424409 (2).pdf', 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 43161}]",Horizon Research Publishing,['FMIPA9'],article,2021-09-01 00:00:00.000000000,disk0/00/04/31/61,10.13189/ms.2021.090514,Mathematics and Statistics,2332-2071,"[{'name': {'given': 'Fitriani', 'lineage': None, 'family': 'Fitriani', 'honourific': None}, 'id': 'fitriani_mathunila@yahoo.co.id'}, {'id': None, 'name': {'honourific': None, 'family': 'Wijayanti', 'lineage': None, 'given': 'Indah Emilia'}}, {'id': 'surodjo_b@ugm.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Surodjo', 'given': 'Budi'}}, {'name': {'given': 'Sri', 'family': 'Wahyuni', 'honourific': None, 'lineage': None}, 'id': 'swahyuni@ugm.ac.id'}, {'name': {'lineage': None, 'honourific': None, 'family': 'Faisol', 'given': 'Ahmad'}, 'id': 'ahmadfaisol@fmipa.unila.ac.id'}]",['QA'],"Let R be a ring, K, M be R-modules, L a
uniserial R-module, and X a submodule of L. The triple
(K, L, M) is said to be X-sub-exact at L if the sequence
K → X → M is exact. Let σ(K, L, M) is a set of all
submodules Y of L such that (K, L, M) is Y -sub-exact. The
sub-exact sequence is a generalization of an exact sequence.
We collect all triple (K, L, M) such that (K, L, M) is an
X-sub exact sequence, where X is a maximal element of
σ(K, L, M). In a uniserial module, all submodules can be
compared under inclusion. So, we can find the maximal
element of σ(K, L, M). In this paper, we prove that the
set σ(K, L, M) form a category, and we denoted it by CL.
Furthermore, we prove that CY is a full subcategory of CL, for
every submodule Y of L. Next, we show that if L is a uniserial
module, then CL is a pre-additive category. Every morphism
in CL has kernel under some conditions. Since a module
factor of L is not a submodule of L, every morphism in a
category CL does not have a cokernel. So, CL is not an abelian
category. Moreover, we investigate a monic X-sub-exact
and an epic X-sub-exact sequence. We prove that the triple
(K, L, M) is a monic X-sub-exact if and only if the triple
Z-modules (HomR(N, K), HomR(N, L), HomR(N, M))
is a monic HomR(N, X)-sub-exact sequence, for all
R-modules N. Furthermore, the triple (K, L, M) is an
epic X-sub-exact if and only if the triple Z-modules
(HomR(M, N), HomR(L, N), HomR(K, N)) is a monic
HomR(X, N)-sub-exact, for all R-module N.",2022-07-11 02:14:02,archive,9.0,7,show,Category of Submodules of a Uniserial Module,published,43161,5.0,744-748,https://www.hrpub.org/journals/article_info.php?aid=11244,,,,,,,,,,,,,,
31,2022-10-05 02:30:34,2022-10-05 02:30:34,263,public,http://repository.lppm.unila.ac.id/id/eprint/45496,,pub,"[{'eprintid': 45496, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en', 'main': 'Category of Submodules of a Uniserial Module (2).pdf', 'docid': 184270, 'files': [{'objectid': 184270, 'uri': 'http://repository.lppm.unila.ac.id/id/file/505280', 'datasetid': 'document', 'filesize': 353461, 'fileid': 505280, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2022-10-05 01:29:32', 'hash': 'dfcd5761f1f56f45ad9064c8eec8c2da', 'filename': 'Category of Submodules of a Uniserial Module (2).pdf'}], 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/184270'}]",Horizon Research Publishing Corporation,['FMIPA9'],other,1970-01-01 00:00:00.000002021,disk0/00/04/54/96,,,,"[{'name': {'given': 'Fitriani', 'family': 'Fitriani', 'honourific': None, 'lineage': None}, 'id': 'fitriani_mathunila@yahoo.co.id'}, {'id': 'ind_wijayanti@ugm.ac.id', 'name': {'given': 'Indah Emilia', 'lineage': None, 'honourific': None, 'family': 'Wijayanti'}}, {'id': 'surodjo_b@ugm.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Surodjo', 'given': 'Budi'}}, {'name': {'given': 'Sri', 'lineage': None, 'honourific': None, 'family': 'Wahyuni'}, 'id': 'swahyuni@ugm.ac.id'}, {'id': 'ahmadfaisol@fmipa.unila.ac.id', 'name': {'given': 'Ahmad', 'lineage': None, 'family': 'Faisol', 'honourific': None}}]",['QA'],,2022-10-05 02:30:34,archive,,8,show,Hasil cek similaritas artikel 'Category of Submodules of a Uniserial Module',published,45496,,,,,,,,,,,,,,,,,
32,2022-11-07 01:37:41,2022-11-07 01:37:41,959,public,http://repository.lppm.unila.ac.id/id/eprint/46277,,pub,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/185162', 'format': 'text', 'pos': 1, 'files': [{'objectid': 185162, 'uri': 'http://repository.lppm.unila.ac.id/id/file/511275', 'fileid': 511275, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2022-11-04 10:02:30', 'hash': '53c9a424902875ae76baba593eeef7f7', 'filename': 'Kontrak dan Laporan Penelitian terapan 2021.pdf', 'datasetid': 'document', 'filesize': 2583000}], 'main': 'Kontrak dan Laporan Penelitian terapan 2021.pdf', 'docid': 185162, 'language': 'en', 'mime_type': 'application/pdf', 'security': 'public', 'placement': 1, 'eprintid': 46277}]",universitas Lampung,['FMIPA9'],other,1970-01-01 00:00:00.000002021,disk0/00/04/62/77,,,,"[{'id': 'netti.herawati@fmipa.unila.ac.id', 'name': {'given': 'Netti', 'lineage': None, 'family': 'Herawati', 'honourific': None}}]",['AC'],,2022-11-07 01:37:41,archive,,7,show,Kontrak dan Laporan Penelitian terapan 2021,completed,46277,,,,,,,,,,,,,,,,,
33,2022-10-17 01:24:49,2022-10-17 01:24:49,959,public,http://repository.lppm.unila.ac.id/id/eprint/45694,,pub,"[{'eprintid': 45694, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf', 'docid': 184504, 'main': 'Modeling with generalized linear model on covid-19 Cases in Indonesia.pdf.pdf', 'files': [{'datasetid': 'document', 'filesize': 233010, 'fileid': 506818, 'mime_type': 'application/pdf', 'mtime': '2022-10-14 09:21:28', 'hash_type': 'MD5', 'filename': 'Modeling with generalized linear model on covid-19 Cases in Indonesia.pdf.pdf', 'hash': '24146281e7f3e90e6efa1501fce4c26a', 'objectid': 184504, 'uri': 'http://repository.lppm.unila.ac.id/id/file/506818'}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/184504', 'rev_number': 1}]",Universitas Islam Negeri Raden Intan,['FMIPA9'],other,1970-01-01 00:00:00.000002021,disk0/00/04/56/94,,,,"[{'id': 'netti.herawati@fmipa.unila.ac.id', 'name': {'given': 'Netti', 'family': 'Herawati', 'honourific': None, 'lineage': None}}]",['AC'],Hasil Similarity,2022-10-17 01:24:49,archive,,7,show,Modeling with generalized linear model on covid-19: Cases in Indonesia,published,45694,,,,,,,,,,,,,,,,,
