,subjects,abstract,status_changed,eprint_status,volume,rev_number,metadata_visibility,title,date_type,eprintid,pagerange,datestamp,corp_creators,lastmod,userid,full_text_status,uri,refereed,ispublished,number,publisher,documents,divisions,type,date,dir,publication,creators,issn,id_number,official_url,pres_type,event_title,event_location,event_type,event_dates,contact_email,referencetext,keywords,related_url,succeeds,funders,note
10,['QA'],"Metode Vector Autoregressive merupakan salah satu analisis yang digunakan pada data deret waktu yang stasioner dan tidak ada kointegrasi. Tujuan dari penelitian ini adalah menganalisis metode VAR untuk mengetahui hubungan antara nilai kurs mata uang (USD/IDR) dan harga saham PT Indofood Sukses Makmur Tbk. Hasil penelitian memperlihatkan bahwa data tersebut memiliki hubungan jangka pendek yang saling memengaruhi ditunjukkan pada model VAR(1).


Kata Kunci: Stasioner, Kointegrasi ,VAR",2020-11-17 01:02:53,archive,,7,show,ANALISIS METODE VECTOR AUTOREGRESSIVE (VAR) TERHADAP DATA KURS MATA UANG DAN HARGA SAHAM,submitted,25661,,2020-11-17 01:02:53,,2020-11-17 01:02:53,433,public,http://repository.lppm.unila.ac.id/id/eprint/25661,FALSE,submitted,,,"[{'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 25661, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/39457', 'format': 'text', 'pos': 1, 'files': [{'objectid': 39457, 'uri': 'http://repository.lppm.unila.ac.id/id/file/231148', 'mime_type': 'application/pdf', 'fileid': 231148, 'hash': '09e644c58fc0163940386fafc9f73a05', 'filename': 'haykal.pdf', 'hash_type': 'MD5', 'mtime': '2020-11-17 00:13:33', 'datasetid': 'document', 'filesize': 6318}], 'main': 'haykal.pdf', 'docid': 39457}]",['FMIPA9'],conference_item,2020-11-05 00:00:00.000000000,disk0/00/02/56/61,,"[{'id': 'dhaykalp@gmail.com', 'name': {'given': 'Haykal', 'lineage': None, 'honourific': None, 'family': 'Dwi Purnomo'}}, {'id': 'nusyirwan.1966@fmipa.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Nusyirwan', 'given': 'Nusyirwan'}}, {'name': {'given': 'Subian', 'family': 'Saidi', 'honourific': None, 'lineage': None}, 'id': 'subian.saidi@gmail.com'}, {'id': 'netti.herawati@fmipa.unila.ac.id', 'name': {'family': 'Netti', 'honourific': None, 'lineage': None, 'given': 'Herawati'}}]",,,http://matematika.fmipa.unila.ac.id/?p=4898,paper,Seminar Nasional Matematika Kuantitatif 3,FMIPA UNILA,conference,5 November 2020,,,,,,,
11,['QA'],"The Generalized Autoregressive Conditional Heteroskedasticity (GARCH) model has  beenwidely  used in  time  seriesforecastingespecially  with  asymmetric volatilitydata.     As     the     generalization     of     autoregressive     conditional heteroskedasticity model, GARCH is known to be more flexible to lag structures. Some enhancements of GARCH modelswere introduced in literatures, among them are   Exponential   GARCH   (EGARCH),   Threshold   GARCH   (TGARCH)   and Asymmetric Power GARCH (APGARCH) models. This paper aims to compare the performance  of  the  three  enhancements  of  the asymmetric  volatility  modelsby means  of  applying  the  three  models  to  estimate  real daily  stock  return  volatility data. The presence of leverage effects in empirical series is investigated. Based on the value of Akaike information and Schwarz criterions, the result showed that the best forecasting model for our daily stockreturn data is the APARCHmodel.Keywords:  Volatility, GARCH,TGARCH, EGARCH,  APARCH, AIC and SC",2021-05-06 06:47:37,archive,9.0,6,show,Modeling Stock Return Data using AsymmetricVolatility Models: A Performance Comparison based on the Akaike Information Criterion andSchwarz Criterion,published,30023,,2021-05-06 06:47:37,,2021-05-06 06:47:37,959,public,http://repository.lppm.unila.ac.id/id/eprint/30023,TRUE,pub,9.0,Ess & Ess Research Publications,"[{'eprintid': 30023, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en', 'docid': 134763, 'main': '8-Article Text-25-1-10-20201217.pdf', 'files': [{'datasetid': 'document', 'filesize': 948415, 'mime_type': 'application/pdf', 'fileid': 355891, 'filename': '8-Article Text-25-1-10-20201217.pdf', 'hash': 'e67ed1dcaab82b5a48b9ae42ef199c7c', 'mtime': '2021-05-06 03:13:12', 'hash_type': 'MD5', 'objectid': 134763, 'uri': 'http://repository.lppm.unila.ac.id/id/file/355891'}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/134763'}]",['FMIPA9'],article,2020-09-01 00:00:00.000000000,disk0/00/03/00/23,Journal of Engineering and Scientific Research (JESR),"[{'id': None, 'name': {'given': 'Setiawan', 'honourific': None, 'family': 'E', 'lineage': None}}, {'name': {'lineage': None, 'honourific': None, 'family': 'Netti', 'given': 'Herawati'}, 'id': 'netti.herawati@fmipa.unila.ac.id'}, {'name': {'lineage': None, 'honourific': None, 'family': 'khoirun', 'given': 'Nisa'}, 'id': None}]",2319-8753,,http://www.ijirset.com/upload/2020/september/91_Nusyirwan_NC.PDF,,,,,,,,,,,,
12,['QA75'],"Pada tahun 1998, He mengusulkan sebuah metode analisis untuk menyelesaikan persamaan maupun sistem persamaan yang bernama homotopi perturbasi yang menghasilkan konvergensi deret solusi yang sangat cepat dalam hampir setiap kasus. Pada tahun 1999, He mengusulkan suatu metode lainnya bernama metode iterasi variasional yang memiliki proses efisien dalam menyelesaikan berbagai persamaan maupun sistem persamaan. Kemudian, muncul suatu metode bernama metode varisional homotopi perturbasi yang merupakan kombinasi dari kedua metode sebelumnya. Metode ini mengambil keunggulan dari kedua metode tersebut secara penuh. Dari sejumlah hasil penelitian yang telah dihasilkan, aplikasi metode ini dapat dikatakan efisien. Meskipun begitu, belum ada penelitian yang menerapkan metode ini untuk menyelesaikan sistem persamaan differensial parsial. Dengan menerapkan metode variasional homotopi perturbasi ke dalam sistem persamaan diferensial parsial linear homogen
 u_t- v_x+(u+v)=0, v_t-u_x+(u+v)=0 dengan syarat awal u(x,0)=sinh⁡x  dan  v(x,0)=cosh⁡x, didapatkan solusi yang konvergen ke solusi u(x,t)=sinh⁡(x-t) dan  v(x,t)=cosh⁡(x-t). Kemudian dengan menerapkan metode variasional homotopi perturbasi ke dalam sistem persamaan diferensial parsial nonlinear homogen u_t+u_x v_x+u_y v_y+u=0, v_t+v_x w_x-v_y w_y-v=0, w_t+w_x u_x+w_y u_y-w=0 dengan syarat awal u(x,0)=e^(x+y),v(x,0)=e^(x-y)  dan  w(x,0)=e^(-x+y), didapatkan solusi yang konvergen ke solusi u(x,t)=e^(x+y-t), v(x,t)=e^(x-y+t), dan w(x,t)=e^(-x+y+t).",2020-11-17 04:24:54,archive,,7,show,METODE VARIASIONAL HOMOTOPI PERTURBASI PADA SISTEM PERSAMAAN DIFERENSIAL PARSIAL LINEAR DAN NONLINEAR HOMOGEN,submitted,25739,,2020-11-17 04:24:54,"['Universitas Lampung', 'Universitas Lampung', 'Universitas Lampung']",2020-11-17 04:24:54,163,public,http://repository.lppm.unila.ac.id/id/eprint/25739,FALSE,submitted,,,"[{'files': [{'objectid': 39528, 'uri': 'http://repository.lppm.unila.ac.id/id/file/231699', 'mime_type': 'application/pdf', 'fileid': 231699, 'hash': '55519167e7b9279807d2c410b13b608c', 'filename': 'Abstrak_ArtikelSNMK20.pdf', 'hash_type': 'MD5', 'mtime': '2020-11-17 04:12:15', 'datasetid': 'document', 'filesize': 326688}], 'main': 'Abstrak_ArtikelSNMK20.pdf', 'docid': 39528, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/39528', 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 25739, 'language': 'en', 'mime_type': 'application/pdf'}]",['FMIPA9'],conference_item,2020-11-05 00:00:00.000000000,disk0/00/02/57/39,,"[{'name': {'given': 'Atika', 'lineage': None, 'honourific': None, 'family': 'Faradilla'}, 'id': 'atika.faradila@yahoo.com'}, {'id': 'aangnuryaman@gmail.com', 'name': {'given': 'Aang', 'honourific': None, 'family': 'Nuryaman', 'lineage': None}}, {'id': 'asmiati308@yahoo.com', 'name': {'lineage': None, 'honourific': None, 'family': 'Asmiati', 'given': 'Asmiati'}}]",,,,speech,Seminar Nasional Metode Metode Kuantitatif,FMIPA Universitas lampung,conference,5 November 2020,,,,,,,
13,['QA'],"Perubahan   dan   peluang   bisnis   yang   baru   didorong   dengan   perkembangan penggunaan internet. Dimana peluang ini juga disadari oleh para pelaku bisnis untuk memanfaatkan  internet  dalam  proses  berbisnis.  Mulai  dari  pertukaran  informasi secara elektronik ke aplikasi, strategi bisnis, pemasaran, penjualan, hingga pelayanan pelanggan. Salah satu sarana komunikasi  yang digunakan oleh pelaku bisnis dalam melakukan  advertising    adalah  media  sosial  salah  satunya  yaitu  Twitter.  Pelaku bisnis dapat memanfaatkan followers akun Twitter mereka sebagai sarana melakukan advertising .    Dengan menggunakan  perintah retweet pada Twitter followers dapat menyebarkan  tweet yang dibuat oleh pelaku bisnis. Dalam penelitian ini, dilakukan penerapan  metode K-means  untuk  melakukan  sebuah proses  Text Mining  dengan metode clustering pada tweet Tokopedia  Indonesia untuk mengetahui jenis  konten yang banyak di respon positif oleh followers dan juga menentukan konten apa yang tepat dikeluarkan agar sesuai dengan keadaan konsumen.

Kata Kunci : K-means,  Clustering, Text Mining, Data Mining,  Twitter",2020-11-16 01:48:54,archive,,10,show,ANALISA TEXT MINING MENGGUNAKAN METODE CLUSTERING DATA TWEET TOKOPEDIA INDONESIA,,25127,,2020-11-16 01:48:54,"['Universitas Lampung', 'Universitas Lampung', 'Universitas Lampung']",2020-11-16 01:48:54,2742,public,http://repository.lppm.unila.ac.id/id/eprint/25127,TRUE,unpub,,,"[{'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/38914', 'rev_number': 1, 'docid': 38914, 'main': 'Abstrak.docx', 'files': [{'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'fileid': 227417, 'hash': 'e52c96b5da4302f1ce0ea62bd09a6923', 'filename': 'Abstrak.docx', 'mtime': '2020-11-13 04:08:53', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 16180, 'objectid': 38914, 'uri': 'http://repository.lppm.unila.ac.id/id/file/227417'}], 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'language': 'en', 'eprintid': 25127, 'security': 'public', 'placement': 1}]",['FMIPA9'],conference_item,2020-11-05 00:00:00.000000000,disk0/00/02/51/27,,"[{'id': 'pandri.ferdias@fmipa.unila.ac.id', 'name': {'given': 'Pandri', 'family': 'Ferdias', 'honourific': None, 'lineage': None}}, {'name': {'given': 'Dina Eka', 'family': 'Nurvazly', 'honourific': None, 'lineage': None}, 'id': 'dina.eka@fmipa.unila.ac.id'}, {'id': 'siti.chasanah@fmipa.unila.ac.id', 'name': {'given': 'Siti Laelatul', 'family': 'Chasanah', 'honourific': None, 'lineage': None}}]",,,,paper,Seminar Nasional Metode Metode Kuantitatif,FMIPA Universitas lampung,conference,5 November 2020,pandri.ferdias@fmipa.unila.ac.id,,,,,,
14,['QA'],"Setiap tahun pemerintah membuat rencana besaran dana alokasi khusus dari pendapatan APBN.  Namun dalam praktiknya rencana yang dibuat tidak selalu sesuai yang diharapkan, sehingga selalu timbul perbedaan antara rencana yang telah disusun dengan realisasinya. Sehingga penelitian ini bertujuan untuk meramalkan jumlah realisasi dana alokasi khusus menggunakan metode Single Moving Average dan Single Exponential Smoothing. Hasil peramalan menggunakan kedua metode ini dibandingkan berdasarkan nilai error peramalannya menggunakan Mean Absolute Precentage Error (MAPE). Berdasarkan penelitian yang dilakukan diperoleh kesimpulan bahwa metode terbaik adalah metode Single Moving Average length 7 karena nilai errornya (MAPE) terkecil yaitu sebesar 9,46952E+01 dan hasil peramalan realisasi dana alokasi khusus yang didapat adalah Rp12.320.800.000.000
	
Kata kunci: peramalan, moving average, exponential smoothing",2020-11-16 15:09:35,archive,,7,show,PERBANDINGAN SINGLE MOVING AVERAGE DENGAN SINGLE EXPONENTIAL SMOOTHING DALAM PERAMALAN JUMLAH REALISASI DANA ALOKASI KHUSUS,,25600,,2020-11-16 15:09:35,,2020-11-16 15:09:35,433,public,http://repository.lppm.unila.ac.id/id/eprint/25600,FALSE,submitted,,,"[{'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/39406', 'rev_number': 1, 'docid': 39406, 'main': 'firman.pdf', 'files': [{'fileid': 230702, 'mime_type': 'application/pdf', 'mtime': '2020-11-16 12:42:18', 'hash_type': 'MD5', 'hash': '8160be7e39d240ce9551ad041f1a6b55', 'filename': 'firman.pdf', 'datasetid': 'document', 'filesize': 7930, 'objectid': 39406, 'uri': 'http://repository.lppm.unila.ac.id/id/file/230702'}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 25600, 'security': 'public', 'placement': 1}]",['FMIPA9'],conference_item,2020-11-05 00:00:00.000000000,disk0/00/02/56/00,,"[{'name': {'honourific': None, 'family': 'Firman', 'lineage': None, 'given': 'Richardo'}, 'id': '1firmanrichard99@gmail.com'}, {'name': {'given': 'Nusyirwan', 'honourific': None, 'family': 'Nusyirwan', 'lineage': None}, 'id': 'nusyirwan.1966@fmipa.unila.ac.id'}]",,,,speech,Seminar Nasional Matematika Kuantitatif 3,FMIPA UNILA,conference,5 November 2020,,,,,,,
15,['QA'],Let,2020-08-02 19:40:15,archive,17.0,6,show,Kategori Modul yang Dibangun oleh,published,23483,1-8,2020-08-02 19:40:15,,2020-08-02 19:40:15,263,public,http://repository.lppm.unila.ac.id/id/eprint/23483,TRUE,pub,1.0,Departemen Matematika FMKSD-ITS,"[{'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/37108', 'docid': 37108, 'main': 'Limits Jurnal Fitriani_Ahmad Faisol published.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/214749', 'objectid': 37108, 'filename': 'Limits Jurnal Fitriani_Ahmad Faisol published.pdf', 'hash': '217cdd737ee59ca55e131d2eb2a858bb', 'mtime': '2020-08-02 03:22:29', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 214749, 'filesize': 190900, 'datasetid': 'document'}], 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 23483, 'placement': 1, 'security': 'public'}]",['FMIPA9'],article,2020-07-01 00:00:00.000000000,disk0/00/02/34/83,Limits: Journal of Mathematics and Its Applications,"[{'name': {'honourific': None, 'family': 'Fitriani', 'lineage': None, 'given': 'Fitriani'}, 'id': 'fitriani_mathunila@yahoo.co.id'}, {'id': 'ahmadfaisol@fmipa.unila.ac.id', 'name': {'given': 'faisol', 'lineage': None, 'family': 'Ahmad', 'honourific': None}}]",2579-8936,,http://iptek.its.ac.id/index.php/limits/index,,,,,,,,,,,,
16,['QA'],"Dalam penelitian ini diselidiki sifat-sifat modul U-bebas dengan memperhatikan sifat-sifat modul pada keluarga U. Andaikan M modul U-bebas. Berdasarkan hasil penelitian
diperoleh bahwa jika K modul V -injektif (V -proyektif), maka K modul M-injektif (M-proyektif). Selanjutnya, jika V modul semisederhana, maka M semisederhana dan jika V
modul Noether (Artin), maka M Noether (Artin). Selain itu, jika V modul duo, quasi-injektif
dan quasi-proyektif, maka M modul duo dan V-proyektif.",2020-12-18 01:31:00,archive,,7,show,Sifat-Sifat Modul U-Bebas,published,27120,65-70,2020-12-18 01:31:00,,2020-12-18 01:31:00,263,public,http://repository.lppm.unila.ac.id/id/eprint/27120,TRUE,pub,,,"[{'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/41134', 'rev_number': 1, 'docid': 41134, 'main': 'Proceeding_KNM_XIX Final-Fitriani.pdf', 'files': [{'datasetid': 'document', 'filesize': 235979, 'mime_type': 'application/pdf', 'fileid': 243137, 'hash': '381df8f9050e2ac77bd32a49e8ad0bb4', 'filename': 'Proceeding_KNM_XIX Final-Fitriani.pdf', 'mtime': '2020-12-17 14:16:52', 'hash_type': 'MD5', 'objectid': 41134, 'uri': 'http://repository.lppm.unila.ac.id/id/file/243137'}], 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 27120, 'security': 'public', 'placement': 1}]",['FMIPA9'],conference_item,2020-07-04 00:00:00.000000000,disk0/00/02/71/20,,"[{'id': 'fitriani_mathunila@yahoo.co.id', 'name': {'lineage': None, 'family': 'Fitriani', 'honourific': None, 'given': 'Fitriani'}}, {'id': 'ind_wijayanti@ugm.ac.id', 'name': {'lineage': None, 'family': 'Emilia Wijayanti', 'honourific': None, 'given': 'Indah'}}, {'name': {'given': 'Budi', 'honourific': None, 'family': 'Surodjo', 'lineage': None}, 'id': 'surodjo_b@ugm.ac.id'}]",,,https://indoms.id/download/knm-xix-2018-new/,paper,Konferensi Nasional Matematika 2018- Unibraw Malang,Malang,conference,24-26 Juli 2018,,"[1] W.A. Adkins, S. H. Weintraub, Algebra: An Approach via Module Theory. Springer-Verlag, 1992.

[2] D.S. Dummit, R.M. Foote, Abstract Algebra. John Wiley and Sons Inc., 2004.

[3] B. Davvaz, Y. A. Parnian-Garamaleky, A Note on Exact Sequences, Bull.Malays. Math. Sci. Soc., 22(2) No.1, 53–56, 1999.

[4] S. M. Anvariyeh, B. Davvaz, On Quasi-Exact Sequences, Bull. Korean Math. Soc, 42, No.1, 149–155, 2005.

[5] B. Davvaz, H. Shabani Solt, A Generalization of Homological Algebra, J. Korean Math.Soc., 39 No. 6, 881–898, 2002.

[6] S. M. Anvariyeh, B. Davvaz, U-Split-Exact Sequences, Far East J. Math. Sci (FJMS), 4 No. 2, 209–219, 2002.

[7] A. Madanshekaf, Quasi-Exact Sequence and Finitely Presented Modules, Iranian Journal of Mathematical Sciences and Informatics, 3 No. 2, 49–53, 2008.

[8] R. Aminizadeh, H. Rasouli, A. Tehranian, Quasi-exact Sequences of S-Acts, Bull.Malaysian Math. Soc, 1–11, 2018.

[9] Fitriani, B. Surodjo, I.E. Wijayanti, On X-Sub-Exact Sequences, Far East J. Math. Sci.,100, 1055–1065, 2016.

[10] Fitriani, B. Surodjo, I.E. Wijayanti, On X-Sub-Linearly Independet Modules, J. Phys.Conf. Ser., 893, 2017.

[11] Suprapto, Structure of Family of Linearly Independent Modules and Cohereditary Modules on a Category � [M], Disertasi, Universitas Gadjah Mada, 2015.

[12] Fitriani, I.E. Wijayanti, B. Surodjo, Generalization of U-Generator and M-Subgenerator Related to Category �[M] , Journal of Mathematics Research, 10, No. 4, 101–106, 2018.

[13] J. Clark, C. Lomp, N. Vanaja, R.Wisbauer, Lifting Modules: Supplements and Projectivity in Module Theory. Birkhauser Verlag, 2006.

[14] R. Wisbauer, Foundation of Module and Ring Theory. Gordon and Breach, Philadelphia, 1991.

[15] A. C¸ . O¨ zcan, A. Harmanci, P. F. Smith, Duo Modules, Glasgow Math. J., 48, 533–545, 2006.","pembangun, sub-bebas linear, U-basis, modul U-bebas",,,,
17,['QA'],,2022-11-16 09:17:41,archive,,7,show,Bukti Korespondensi Artikel 'Kategori Modul yang Dibangun oleh U_V',published,46683,,2022-11-16 09:17:41,,2022-11-16 09:17:41,263,public,http://repository.lppm.unila.ac.id/id/eprint/46683,,pub,,Institut Teknologi Sepuluh November,"[{'eprintid': 46683, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en', 'docid': 185592, 'main': 'Bukti Korespondensi_Kategori Modul yang Dibangun oleh U_V.pdf', 'files': [{'filename': 'Bukti Korespondensi_Kategori Modul yang Dibangun oleh U_V.pdf', 'hash': '4b1b2ec0f91c2c8d06f9b20e84861246', 'hash_type': 'MD5', 'mtime': '2022-11-16 06:29:07', 'mime_type': 'application/pdf', 'fileid': 514316, 'filesize': 160592, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/514316', 'objectid': 185592}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/185592'}]",['FMIPA9'],other,2020-01-01 00:00:00.000000000,disk0/00/04/66/83,,"[{'id': 'fitriani_mathunila@yahoo.co.id', 'name': {'given': 'Fitriani', 'family': 'Fitriani', 'honourific': None, 'lineage': None}}, {'id': 'ahmadfaisol@fmipa.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Faisol', 'given': 'Ahmad'}}]",,,,,,,,,,,,,,,
18,['QA'],,2023-02-28 07:55:03,archive,,7,show,"Bukti Korespondensi artikel ""Kategori Modul yang Dibangun oleh Uv""",,48645,,2023-02-28 07:55:03,,2023-02-28 07:55:03,263,public,http://repository.lppm.unila.ac.id/id/eprint/48645,,unpub,,"Departemen Matematika, Institut Teknologi Sepuluh Nopember","[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/187994', 'format': 'text', 'pos': 1, 'files': [{'objectid': 187994, 'uri': 'http://repository.lppm.unila.ac.id/id/file/530297', 'datasetid': 'document', 'filesize': 3753340, 'fileid': 530297, 'mime_type': 'application/pdf', 'mtime': '2023-02-28 03:47:09', 'hash_type': 'MD5', 'hash': 'aba0a46802ada8ec94344333a32e16d3', 'filename': 'Bukti Korespondensi_Kategori Modul yang Dibangun oleh U_V new.pdf'}], 'docid': 187994, 'main': 'Bukti Korespondensi_Kategori Modul yang Dibangun oleh U_V new.pdf', 'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 48645}]",['FMIPA9'],other,1970-01-01 00:00:00.000002020,disk0_bak/00/04/86/45,,"[{'name': {'family': 'Fitriani', 'honourific': None, 'lineage': None, 'given': 'Fitriani'}, 'id': 'fitriani_mathunila@yahoo.co.id'}, {'name': {'family': 'Faisol', 'honourific': None, 'lineage': None, 'given': 'Ahmad'}, 'id': 'ahmadfaisol@fmipa.unila.ac.id'}]",,,,,,,,,,,,,,,
19,['QA'],,2022-10-05 04:06:53,archive,,7,show,Hasil cek similaritas artikel 'Kategori Modul yang Dibangun oleh Uv',,45512,,2022-10-05 04:06:53,,2022-10-05 04:06:53,263,public,http://repository.lppm.unila.ac.id/id/eprint/45512,,pub,,Pusat Publikasi Ilmiah LPPM Institut Teknologi Sepuluh Nopember,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/184288', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/505426', 'objectid': 184288, 'filesize': 229306, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2022-10-05 03:57:20', 'filename': 'Kategori Modul yang Dibangun oleh Uv .pdf', 'hash': 'a4f01c0a260f4374f9fd141acefd352e', 'fileid': 505426, 'mime_type': 'application/pdf'}], 'docid': 184288, 'main': 'Kategori Modul yang Dibangun oleh Uv .pdf', 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 45512}]",['FMIPA9'],other,1970-01-01 00:00:00.000002020,disk0/00/04/55/12,,"[{'id': 'fitriani_mathunila@yahoo.co.id', 'name': {'given': 'Fitriani', 'lineage': None, 'family': 'Fitriani', 'honourific': None}}, {'name': {'honourific': None, 'family': 'Faisol', 'lineage': None, 'given': 'Ahmad'}, 'id': 'ahmadfaisol@fmipa.unila.ac.id'}]",,,,,,,,,,,,,,,
20,['QA'],"Suatu Graf G disebut graf terhubung jika untuk setiap dua titik yang berbeda di G terdapat suatu path yang emnghuungkan dua titik tersebut, jika tidak, maka disebut graf tak terhubung. Garis paralel adala dua garis atau lebih yang memiliki dau titik ujung yang sama. Garis yang titik-titik ujungnya sama disebut loop. Jika diberi n titik dan m garis, maka banyak graf yang dapat dibentuk, baik graf terhubung atau tak terhubung. Pada penelitian ini diperoleh rumus untuk menghitung banyaknya graf tak terhubung berlabel titik tanpa loop berorde enam dengan maksimal enam belas garis paralel.",2020-11-20 04:38:32,archive,,9,show,Penentuan Banyaknya Graf Tak Terhubung Berlabel Titik tanpa Loop Berorde Enam dengan Maksimal Enam BElas Garis Paralel,,26437,,2020-11-20 04:38:32,,2020-11-20 04:38:32,263,public,http://repository.lppm.unila.ac.id/id/eprint/26437,TRUE,unpub,,,"[{'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/40330', 'rev_number': 1, 'main': 'ABSTRAK Hasana-Wamiliana-Fitriani-Asmiati SNMK III 5 November 2020.pdf', 'docid': 40330, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/238010', 'objectid': 40330, 'filesize': 2515374, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2020-11-20 04:21:09', 'hash': 'c03df6132ec89cc336210dd218db9d9e', 'filename': 'ABSTRAK Hasana-Wamiliana-Fitriani-Asmiati SNMK III 5 November 2020.pdf', 'fileid': 238010, 'mime_type': 'application/pdf'}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 26437, 'security': 'public', 'placement': 1}]",['FMIPA9'],conference_item,2020-11-06 00:00:00.000000000,disk0/00/02/64/37,,"[{'name': {'given': 'Hanna', 'lineage': None, 'family': 'Hasana', 'honourific': None}, 'id': 'hannahasana56@gmail.com'}, {'id': 'wamiliana@gmail.com', 'name': {'given': 'Wamiliana', 'family': 'Wamiliana', 'honourific': None, 'lineage': None}}, {'name': {'given': 'Fitriani', 'honourific': None, 'family': 'Fitriani', 'lineage': None}, 'id': 'fitriani_mathunila@yahoo.co.id'}, {'id': 'asmiati308@yahoo.com', 'name': {'honourific': None, 'family': 'Asmiati', 'lineage': None, 'given': 'Asmiati'}}]",,,,paper,SNMK III 2020,,conference,,,,,,,,
21,['HA'],,2020-09-10 01:13:08,archive,14.0,7,show,The Effectiveness of Quantile Regression in Dealing with Potential Outliers,published,23951,305-312,2020-09-10 01:13:08,,2020-09-10 01:13:08,959,public,http://repository.lppm.unila.ac.id/id/eprint/23951,TRUE,pub,2.0,Mathematics Department University of Pattimura,"[{'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/37635', 'rev_number': 3, 'docid': 37635, 'main': 2004, 'files': [{'filesize': 37595, 'datasetid': 'document', 'mtime': '2020-09-09 02:43:20', 'hash_type': 'MD5', 'filename': 2004, 'hash': '88a3860c93f4821e48af2cab0bab430a', 'fileid': 218311, 'mime_type': 'text/html', 'uri': 'http://repository.lppm.unila.ac.id/id/file/218311', 'objectid': 37635}], 'language': 'en', 'mime_type': 'text/html', 'content': 'published', 'eprintid': 23951, 'placement': 1, 'security': 'public'}]",['FMIPA9'],article,2020-09-05 00:00:00.000000000,disk0/00/02/39/51,Barekeng jurnal Ilmu Matematika dan Terapan,"[{'name': {'lineage': None, 'honourific': None, 'family': 'Herawati', 'given': 'Netti'}, 'id': 'netti.herawati@fmipa.unila.ac.id'}]",19787227,,https://ojs3.unpatti.ac.id/index.php/barekeng,,,,,,,,,[{'url': 'https://ojs3.unpatti.ac.id/index.php/barekeng/article/view/2004'}],,,
