,refereed,full_text_status,uri,documents,ispublished,datestamp,lastmod,userid,dir,date,creators,issn,publication,divisions,type,metadata_visibility,rev_number,official_url,title,abstract,subjects,related_url,status_changed,eprint_status,date_type,eprintid,isbn,book_title,pagerange,publisher,corp_creators,keywords,monograph_type,id_number,pages,place_of_pub,department,institution,contact_email,volume,number,funders,contributors,event_dates,event_type,event_location,event_title,pres_type,projects,succeeds
10,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/3538,"[{'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/3408', 'main': '950-2646-1-PB_2.pdf', 'docid': 3408, 'files': [{'mime_type': 'application/pdf', 'fileid': 24575, 'filename': '950-2646-1-PB_2.pdf', 'hash': '0ce25572d76503bf00f017224e2effe1', 'hash_type': 'MD5', 'mtime': '2017-06-08 07:21:52', 'datasetid': 'document', 'filesize': 827010, 'objectid': 3408, 'uri': 'http://repository.lppm.unila.ac.id/id/file/24575'}], 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 3538, 'placement': 1, 'security': 'public'}]",pub,2017-06-12 01:55:34,2017-06-12 01:55:34,1026,disk0/00/00/35/38,1970-01-01 00:00:00.000002016,"[{'name': {'given': 'Tisnanta', 'lineage': None, 'honourific': None, 'family': 'HS'}}, {'name': {'lineage': None, 'family': 'Rahmatul', 'honourific': None, 'given': 'Ummah'}}]",,Kontekstualita,['FH3'],article,show,6,,"Ruang Terbuka Hijau Kota Metro Lampung dan 
Pandangan Aspek Keagamaan","Metamorfosis  organisasi  publik  dalam  merespon  tututan 
internal  dan eksternal diwujudkan dalam bentuk reformasi,  revitalisasi 
dan  pembentukan  jejaring  pemerintahan.  Pemerintah  dituntut  untuk 
selalu  menyesuaikan  dengan  perkembangan  lingkungan.  Penyesuaian 
tersebut sebagai upaya untuk merespon perkembangan masyarakat dan 
lingkungan global. Faktor eksternal menuntut organisasi publik menjadi 
lebih  fleksibel  dalam  penyelenggaraan  pemerintahan.  Artikel  ini  ingin 
membahas  upaya  pemerintah  Kota  Metro  dan  kolaborasi  yang 
dilakukan dalam rangka membenahi ruang terbuka hijau di Kota Metro 
Lampung.  Pendekatan  yang  digunakan  dalam  penulisan  makalah  ini 
adalah  pendekatan  sosio  legal  yang  menggabungkan  pendekatan 
normatif  dengan    hasil  penelitian,  hasil  pengkajian,  dan  referensi 
lainnya dan diperkuat dengan penelitian empiris yang dilakukan melalui 
wawancara  dan  observasi.  Penelitian  ini  menemukan  adannya  upaya  
pemerintah kota membangun regulasi terkait pengaturan ruang terbuka 
hijau  sekaligus  berbagai  upaya  kolaborasi  antara  government,  civil 
society,  dan  private  sector  dalam  implementasi  pengembangan  ruang 
terbuka  hijau  di  Kota  Metro.  Penyiapan  instrumen  hukum  dan 
pembentukan    jejaring  pemerintahan sesungguhnya  merupakan  bagian 
dari  paradigma  new  public  governance  yang  berupaya  mengoptimalkan 
peran-peran pemerintah dan stake holders dalam pengembangan ruang 
terbuka  hijau.  Penelitian  ini  juga  menemukan  adanya    peranan 
komunitas  sebagai  civil  society  dirasa  cukup  penting  dalam  mendorong  
penyelenggaraan  pemerintahan  yang  demokratis,  efektifitas  regulasi 
yang berorientasi pada kepentingan publik.",['K1'],,2017-06-12 01:55:34,archive,published,3538,,,,,,,,,,,,,,31,1.0,,,,,,,,,
11,FALSE,public,http://repository.lppm.unila.ac.id/id/eprint/3302,"[{'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'language': 'en', 'eprintid': 3302, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/3287', 'rev_number': 1, 'docid': 3287, 'main': 'HAK PERDATA ANAK DALAM DUA SISTEM HUKUM 17 unisab.docx', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/23722', 'objectid': 3287, 'filesize': 52486, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2017-06-05 09:25:02', 'filename': 'HAK PERDATA ANAK DALAM DUA SISTEM HUKUM 17 unisab.docx', 'hash': '319ed6aac5217a1f00425811e99fbc42', 'fileid': 23722, 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document'}]}]",pub,2017-06-12 02:15:32,2017-06-12 02:15:32,955,disk0/00/00/33/02,2016-11-01 00:00:00.000000000,"[{'name': {'given': 'Amnawati', 'family': 'Hamid', 'honourific': None, 'lineage': None}, 'id': 'amnawatiunila@gmail.com'}]",150 602 351 574,Pemikiran hukum spiritual pluralistik,['FH3'],article,show,6,,perlindungan hak anak muslim yang lahir pada perkawinan tidak dicatat,realitas di masyarakat terdapat perkawinan yang tidak dicatat.Perkawinan tidak dicatat  tersebut melahirkan anak-anak.bagaimanakah perlbdungan hukum terhadap hak anak-anak tersebut pasca putusan MK No.46 /PU -VIII/2010 yang melindungi anak-anak tersebut dan Putusan PA Jaksel N0.1243/Pdt-G/2012/PAJS yang tidak mengakomodir putusan MK tersebut,['K1'],,2017-06-12 02:15:32,archive,published,3302,,,,universita diponegoro,,,,,,,,,,,,['.'],"[{'name': {'family': 'Hamid', 'honourific': None, 'lineage': None, 'given': 'Amnawati'}, 'id': 'amnawatiunila@gmail.com'}]",,,,,,,
12,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/13752,"[{'eprintid': 13752, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf', 'docid': 26763, 'main': 'peerreview upik pengendalian alih.pdf', 'files': [{'objectid': 26763, 'uri': 'http://repository.lppm.unila.ac.id/id/file/119917', 'fileid': 119917, 'mime_type': 'application/pdf', 'mtime': '2019-08-08 02:02:48', 'hash_type': 'MD5', 'filename': 'peerreview upik pengendalian alih.pdf', 'hash': '94ce1204c1f305851a8cadccf6b59c74', 'datasetid': 'document', 'filesize': 272314}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/26763', 'rev_number': 1}]",pub,2019-08-08 02:38:45,2019-08-08 02:38:45,769,disk0/00/01/37/52,2016-02-01 00:00:00.000000000,"[{'name': {'given': 'Upik', 'lineage': None, 'honourific': None, 'family': 'Hamidah'}}]",,,['FH3'],book_section,show,7,,pengendalian alih fungsi  lahan pertanian pangan berkelanjutan di provinsi lampung dalam buku tebaran pemikiran,hasil penilaian sejawat sebidang atau peer review,['K1'],,2019-08-08 02:38:45,archive,,13752,,pengendalian alih fungsi  lahan pertanian pangan berkelanjutan di provinsi lampung dalam buku tebaran pemikiran,,sai wawai publishing,['universitas lampung'],,,,,,,,,,,,,,,,,,,
13,FALSE,public,http://repository.lppm.unila.ac.id/id/eprint/8896,"[{'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/21977', 'main': 'hamzah baru-bokchapter.pdf', 'docid': 21977, 'files': [{'hash': '253628fe278190671340be0f70611309', 'filename': 'hamzah baru-bokchapter.pdf', 'mtime': '2018-10-18 02:32:13', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 86215, 'filesize': 10325802, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/86215', 'objectid': 21977}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 8896, 'security': 'public', 'placement': 1}]",pub,2018-10-29 04:14:16,2018-10-29 04:14:16,923,disk0/00/00/88/96,2016-05-01 00:00:00.000000000,"[{'name': {'given': 'Hamzah', 'family': 'Hamzah', 'honourific': None, 'lineage': None}}]",,,['FH3'],book_section,show,7,,Pembaharuan Hukum Asuransi: Studi Terhadap Kemungkinan Penerapan Lembaga Risk Retention Groups (RRG) dan Purchasing Group (PG) Pada Asuransi Tanggung Jawab Produk Di Indonesia,,['K1'],,2018-10-29 04:14:16,archive,,8896,78-979-8972-67-6,Erman Rajagukguk 70 Tahun Hukum Ekonomi Indonesia (Kumpulan Karangan),207-234,Badan Penerbit FHUI,,,,,,,,,,,,,,,,,,,,
14,FALSE,public,http://repository.lppm.unila.ac.id/id/eprint/8897,"[{'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 8897, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/21978', 'pos': 1, 'format': 'text', 'files': [{'filesize': 9311697, 'datasetid': 'document', 'filename': 'hamzah uunes.pdf', 'hash': '7c4fe2486eb5d1c414906dfee3b97dc5', 'mtime': '2018-10-18 02:45:13', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 86221, 'uri': 'http://repository.lppm.unila.ac.id/id/file/86221', 'objectid': 21978}], 'main': 'hamzah uunes.pdf', 'docid': 21978}]",pub,2018-10-26 10:12:07,2018-10-26 10:12:07,923,disk0/00/00/88/97,2016-06-01 00:00:00.000000000,"[{'name': {'given': 'Hamzah', 'family': 'Hamzah', 'honourific': None, 'lineage': None}}]",2527-3507,Unes Journal of law,['FH3'],article,show,6,,Perlindungan Terhadap Konsumen Perusahaan Listrik Negara (PLN) Dalam Memperoleh Hak Informasi,,['K1'],,2018-10-26 10:12:07,archive,,8897,,,105-121,"Faculty of law ekasakti university padang, west Sumatra, Indonesia",,,,,,,,,,1,,,,,,,,,,
15,,public,http://repository.lppm.unila.ac.id/id/eprint/3423,"[{'placement': 1, 'security': 'public', 'eprintid': 3423, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'objectid': 3278, 'uri': 'http://repository.lppm.unila.ac.id/id/file/23656', 'fileid': 23656, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2017-06-05 08:21:10', 'filename': 'ShieldProceeding-min(1).pdf', 'hash': 'f69b5f0e71bcf2ba97351cbad35e16c7', 'datasetid': 'document', 'filesize': 418869}], 'main': 'ShieldProceeding-min(1).pdf', 'docid': 3278, 'uri': 'http://repository.lppm.unila.ac.id/id/document/3278', 'rev_number': 1, 'pos': 1, 'format': 'text'}]",pub,2017-06-12 02:18:37,2017-06-12 02:18:37,1138,disk0/00/00/34/23,1970-01-01 00:00:00.000002016,"[{'id': 'siti.khoiriah@fh.unila.ac.id', 'name': {'family': 'Khoiriah', 'honourific': None, 'lineage': None, 'given': 'Siti'}}]",,,['FH3'],other,show,8,,Village Of Financial Management,"This village is the pioneer of the democratic system of autonomous and sovereignty. The village government is an integral part of the local government. Rural finance is the hierarchy of the financial structure of the central government above the district; provincial and central government have a significant role in the allocation of financial resources of the village.
To support this, the budget of each village throughout Indonesia will receive budget calculations based on the number of villages; with such considerations are the number of population, poverty, regional and geographical difficulty level, in order to improve the welfare of the village and equitable development.","['K1', 'KZ']",,2017-06-12 02:18:37,archive,,3423,,,,"Post Graduate Program, Universitas lampung",,,,,,,,,,,,,,,,,,,,
16,,public,http://repository.lppm.unila.ac.id/id/eprint/3409,"[{'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 3409, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/3270', 'pos': 1, 'format': 'text', 'files': [{'datasetid': 'document', 'filesize': 920819, 'fileid': 23582, 'mime_type': 'application/pdf', 'mtime': '2017-06-05 07:27:47', 'hash_type': 'MD5', 'hash': 'fe1768f80fa31b76f5bcd03fcecb22cb', 'filename': 'Prosiding Khoir.pdf', 'objectid': 3270, 'uri': 'http://repository.lppm.unila.ac.id/id/file/23582'}], 'main': 'Prosiding Khoir.pdf', 'docid': 3270}]",pub,2017-06-12 02:20:46,2017-06-12 02:20:46,1138,disk0/00/00/34/09,1970-01-01 00:00:00.000002016,"[{'name': {'given': 'Siti', 'lineage': None, 'honourific': None, 'family': 'Khoiriah'}, 'id': 'siti.khoiriah@fh.unila.ac.id'}, {'id': 'zulkarnainridlwan@gmail.com', 'name': {'given': 'Zulkarnain', 'lineage': None, 'honourific': None, 'family': 'Ridlwan'}}, {'name': {'given': 'Rudy', 'family': 'Lukman Hakim', 'honourific': None, 'lineage': None}, 'id': 'rudy.1981@fh.unila.ac.id'}]",,,['FH3'],other,show,8,,PERENCANAAN PENGELOLAAN KEUANGAN DESA,"Undang-Undang Nomor 6 Tahun 2014 tentang Desa beserta peraturan pelaksanaanya telah mengamanatkan pemerintah Desa untuk lebih mandiri dalam mengelola pemerintahan dan berbagai sumber daya alam yang dimiliki, termasuk di dalamnya pengelolaan keuangan dan kekayaan milik desa.

Peran besar yang diterima oleh Desa, tentunya disertai dengan tanggung jawab yang besar pula. Oleh karena itu pemerintah desa harus bisa menerapkan prinsip akuntabilitas dalam tata pemerintahannya, dimana semua akhir kegiatan penyelenggaraan pemerintahan desa harus dapat dipertanggungjawabkan kepada masyarakat Desa sesuai dengan ketentuan.","['K1', 'KZ']",,2017-06-12 02:20:46,archive,published,3409,,,,Bagian Hukum Tata Negara FH UNILA,,,,,,,,,,,,,,,,,,,,
17,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/3625,"[{'main': 'ShieldProceeding_2016_1opt.pdf', 'docid': 3483, 'files': [{'filesize': 1140457, 'datasetid': 'document', 'hash': '668e33eb5e8f0e4dac34ade81c0013df', 'filename': 'ShieldProceeding_2016_1opt.pdf', 'mtime': '2017-07-03 04:42:56', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 25343, 'uri': 'http://repository.lppm.unila.ac.id/id/file/25343', 'objectid': 3483}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/3483', 'eprintid': 3625, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en'}]",pub,2017-07-31 08:14:09,2017-07-31 08:14:09,940,disk0/00/00/36/25,2016-11-01 00:00:00.000000000,"[{'name': {'given': 'Dwi Putri', 'family': 'Kurnia Martini', 'honourific': None, 'lineage': None}}, {'name': {'honourific': None, 'family': 'Akib', 'lineage': None, 'given': 'Muhammad'}}, {'name': {'given': 'FX', 'lineage': None, 'family': 'Sumarja', 'honourific': None}}]",,,['FH3'],conference_item,show,8,http://shield.unila.ac.id/,The Legal Status of Land Title Transfer That is Obtained by Auction Based on Country’s Precedence Right,"Tax is one of the biggest fund sources proponent in Indonesia’s development activities. Tax payment is an obligation for every Tax Subject. They would be reputed to have debt to Country once they don’t pay the tax. Tax liability is a debt that particularly arise because of law, so it has the precedence characteristic over other debts. If a Taxpayer don’t pay their tax, Government can sell their valuable assets off by the auction based on Country’s recedence Right. In Bandar Lampung City, land title transfer registration that is obtained by auction based on Country’s Precedence Right happened to the ownership land of a personal property on behalf of individual belonging, which became a company’s tax liability payment, and also an object of inheritance dispute. The land title transfer registration validity then became legally questionable, because the auction object is recorded on behalf of individual ownership, not the Company’s. Moreover, it was under inheritance dispute and has been blockaged at The Bandar Lampung Land Affair Office.
Keywords: Country’s Precedence Right, Auction, Land Certificate Blockage.",['K1'],"[{'url': 'http://repository.lppm.unila.ac.id', 'type': 'org'}]",2017-07-31 08:14:09,archive,published,3625,,,255-264,,,,,,,,,,,,,,,2-3 Nov 2016,conference,"Universitas Lampung, Bandar Lampung",1st Shield International Conference,paper,,
18,,public,http://repository.lppm.unila.ac.id/id/eprint/2745,"[{'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 2745, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/2605', 'pos': 1, 'format': 'text', 'files': [{'objectid': 2605, 'uri': 'http://repository.lppm.unila.ac.id/id/file/18806', 'fileid': 18806, 'mime_type': 'application/pdf', 'mtime': '2017-06-01 06:09:23', 'hash_type': 'MD5', 'filename': 'Rudy_Universitas Lampung_Hikom 29 11 2016.pdf', 'hash': '025ad3661af9292ceb62835266f82ea7', 'datasetid': 'document', 'filesize': 4029320}], 'main': 'Rudy_Universitas Lampung_Hikom 29 11 2016.pdf', 'docid': 2605}, {'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 2745, 'placement': 2, 'security': 'public', 'pos': 2, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/2608', 'main': 'Rudy_Universitas Lampung_Hikom 29 11 2016.pdf', 'docid': 2608, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/18818', 'objectid': 2608, 'filename': 'Rudy_Universitas Lampung_Hikom 29 11 2016.pdf', 'hash': '025ad3661af9292ceb62835266f82ea7', 'hash_type': 'MD5', 'mtime': '2017-06-01 06:13:40', 'mime_type': 'application/pdf', 'fileid': 18818, 'filesize': 4029320, 'datasetid': 'document'}]}]",submitted,2017-06-02 11:56:34,2017-06-02 11:56:34,347,disk0/00/00/27/45,2016-12-29 00:00:00.000000000,"[{'name': {'lineage': None, 'family': 'Lukman Hakim', 'honourific': None, 'given': 'Rudy'}, 'id': 'rudy.1981@fh.unila.ac.id'}]",,,['FH3'],other,show,16,,"REKONSTRUKSI PEMBANGUNAN LEGISLASI BERBASIS 
HUKUM PENGAYOMAN","Pembangunan Legislasi sampai saat ini hanya mementingkan target kuantitas tanpa grand design dan kontruksi yang berkeadilan dan mengayomi. Keadaan karut marut pembangunan legislasi didasarkan pada hasil-hasil penelitian peneliti terdahulu. Bebearapa penelitian Ketua Peneliti dan Anggota Peneliti menghasilkan kesimpulan bahwa telah terjadi pembangunan legislasi yang masif namun tidak terarah.
Pembangunan legislasi yang tidak berintikan hukum pengayoman menyebabkan keadaan pembangunan legislasi saat ini. Dalam konteks pembangunan legislasi tersebut, penelitian ini bertujuan untuk merekonstruksi pembangunan legislasi saat ini dan menciptakan konstruksi baru pembangunan hukum yang berbasis hukum pengayoman yang berkeadilan. Urgensi penelitian ini terletak pada fakta bahwa pembangunan legislasi akan menentukan pembangunan hukum dan pembangunan hukum akan berimplikasi besar terhadap Pembangunan Bangsa dan Negara.
Penelitian ini menggunakan metode penelitian socio legal dengan cara  mengevaluasi konstruksi pembangunan legislasi saat ini baik kuantitas maupun kualitas.  Evaluasi konstruksi secara spesifik dilakukan terhadap institusi kelembagaan kekuasaan pembentuk legislasi,  jumlah dan rumpun legislasi yang pernah dibentuk, instrumen hukum utama sebagai landasan pembentukan legislasi, konstruksi prosedural pembentukan legislasi, dan terakhir adalah politik legislasi.  Komponen-komponen tersebut merupakan elemen yang sangat mempengaruhi pembangunan legislasi.
Penelitian ini sampai saat ini telah mendapatkan konstruksi pembangunan legislasi saat ini mencakup ambiguitas kekuasaan pembentuk legislasi, hasil data legislasi sejak mulai kemerdekaan sampai dengan saat ini, proses penyusunan legislasi, serta politik legislasi.  Namun demikian perlu dicatat bahwa data pada era orde baru tidak sampai menemukan sampai judul legislasi. Penelitian ini mempunyai luaran yang berupa draft jurnal internasional yang akan yang telah dipresentasikan di 1stALSA meeting Singapore dan Workshop on Constitutionalism, State, and Citizenship in Banyuwangi, draft jurnal konstitusi, buku referensi, dan naskah akademik RUU tentang Pembentukan Undang-Undang.","['K1', 'KZ']",,2017-06-02 11:56:34,archive,completed,2745,,,,Kemenristekdikti,,,,,,,,,,,,['Kemenristekdikti'],,,,,,,['Penelitian Hibah Kompetensi'],
19,,public,http://repository.lppm.unila.ac.id/id/eprint/51859,"[{'language': 'en', 'mime_type': 'application/pdf', 'security': 'public', 'placement': 1, 'eprintid': 51859, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/250789', 'format': 'text', 'pos': 1, 'files': [{'hash': '41e9f4fe789385ead085893c78f2a060', 'filename': '18241.pdf', 'mtime': '2023-05-19 06:23:49', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 614366, 'filesize': 1054746, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/614366', 'objectid': 250789}], 'docid': 250789, 'main': '18241.pdf'}]",unpub,2023-05-19 07:38:58,2023-05-19 07:38:58,212,disk0_bak/00/05/18/59,2016-10-01 00:00:00.000000000,"[{'name': {'given': 'Eka Putri', 'lineage': None, 'honourific': None, 'family': 'Marlia'}}, {'name': {'given': 'yuswanto', 'family': 'Yuswanto', 'honourific': None, 'lineage': None}}, {'name': {'given': 'Nurmayani', 'honourific': None, 'family': 'Nurmayani', 'lineage': None}}]",,,['FH3'],other,show,7,,Pengelolaan Anggaran Pendapatan Dan Belanja Daerah Menurut Undang-Undang Nomor 23 Tahun 2014 Tentang Pemerintahan Daerah,,['K1'],,2023-05-19 07:38:58,archive,completed,51859,,,,LPPM Unila,,,,,,,,,,,,,,,,,,,,
20,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/2783,"[{'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/2639', 'rev_number': 1, 'docid': 2639, 'main': 'Prosiding HI 2016.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/19023', 'objectid': 2639, 'hash': '9c8929b4353c787c36c0b4b3f76b1de5', 'filename': 'Prosiding HI 2016.pdf', 'hash_type': 'MD5', 'mtime': '2017-06-01 07:40:51', 'mime_type': 'application/pdf', 'fileid': 19023, 'filesize': 5515364, 'datasetid': 'document'}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 2783, 'security': 'public', 'placement': 1}]",pub,2017-06-02 12:02:39,2017-06-02 12:02:39,276,disk0/00/00/27/83,2016-09-01 00:00:00.000000000,"[{'name': {'family': 'Meutia', 'honourific': None, 'lineage': None, 'given': 'Intan Fitri'}, 'id': 'intan.fitri@fisip.unila.ac.id'}, {'name': {'given': 'Bayu', 'lineage': None, 'honourific': None, 'family': 'Sujadmiko'}, 'id': 'bayu.sujadmiko@fh.unila.ac.id'}]",,,['FH3'],book_section,show,8,,Interrelation Between Sambang and Koban,"The objectives of this article is to present the description of community policing with using the rich field data collected by the author and to analyze it by examining the history and the present situation towards the role of police and its relation with community neighborhood especially in Indonesia. The article compared and analyzed the potential problems and challenges in applying police strategies approach to maintain public and social order. Additionally, this research referred to community policing implementation in Japan as comparative information. This study also examined the possibility of community policing approach in ethnic conflict resolution cases in Indonesia. This research is expected to offer a foundation for further research in analyzing the relation between police officers and community demands for the community policing implementation.This research was conducted qualitatively, in the form of ethnographic study, by using interview, observation and documentary, which were done purposively. The result of this research showed that community policing ultimately needed active participation from both police and community.It was found that Indonesia has implemented community policing firstly by establishing bhabinkamtibmas and sambang which is a form of community policing strategies in Indonesia. It is a representative of Indonesian police officer, which is assigned in each foster area due to, preemptive, preventive, and provides early warning of a threat to the community.In Japan which has homogeneous community, the establishment of Koban system—a form of community policing—has minimized the number of other conflicts and crimes.This success could be learned by other countries including Indonesia. Therefore, it is more challenging to organize community policing in Indonesia because of the cultural differences in which each ethnic community has its own customs and values.","['H1', 'K1']",,2017-06-02 12:02:39,archive,published,2783,978-602-61528-0-0,Prosiding Hukum Internasional 2016,116-142,Fakultas Hukum Universitas Lampung,,,,,142.0,Lampung,,,bayu.sujadmiko@fh.unila.ac.id,,,,,,,,,,,
21,,public,http://repository.lppm.unila.ac.id/id/eprint/3419,"[{'language': 'en', 'mime_type': 'application/pdf', 'security': 'public', 'placement': 1, 'eprintid': 3419, 'uri': 'http://repository.lppm.unila.ac.id/id/document/3276', 'rev_number': 1, 'format': 'text', 'pos': 1, 'files': [{'datasetid': 'document', 'filesize': 24901894, 'fileid': 23632, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2017-06-05 08:08:29', 'filename': 'BUKU HKI.pdf', 'hash': 'a504d6d3e8bafaa5ddab702fcbf63542', 'objectid': 3276, 'uri': 'http://repository.lppm.unila.ac.id/id/file/23632'}], 'main': 'BUKU HKI.pdf', 'docid': 3276}]",pub,2017-06-12 01:55:15,2017-06-12 01:55:15,147,disk0/00/00/34/19,2016-11-01 00:00:00.000000000,"[{'name': {'lineage': None, 'honourific': None, 'family': 'RISWANDI', 'given': 'AGUS BUDI'}}]",,,['FH3'],monograph,show,8,,EFEKTIVITAS DATABASE DALAM MELINDUNGAI PENGETAHUAN TRADISIONAL DARI TINDAKAN BIO PIRACY,"SEBAGAI BENTUK PERLINDUNAGN BAGI PENGETAHUAN TRADISIONAL PADA LEVEL INTERNASIONAL DIKEMBANGKAN DUA MODEL PERLINDUNGAN, YAITU POSITIF DAN DEFENSIF.

TULISAN INI DIFOKUSKAN UNTUK MENGETAHUI SEJAUH MANA EFEKTIFITAS PERLINDUNGAN SECARA DEFENSIF DALAM MELINDUNGI PENGETAHUAN TRADISIONAL DARI TINDAKAN BIO PIRACY",['K1'],,2017-06-12 01:55:15,archive,,3419,,,,PUSAT STUDY HKI UII,['PUSAT HKI UII YOGYAKARTA'],,manual,ISBN 978-602-60202-0-8,9.0,YOGYAKARTA,SENTRA HKI,UNIVERSITAS ISLAM INDONESIA,,,,,"[{'name': {'given': 'ROHAINI', 'lineage': None, 'family': 'ROHAINI', 'honourific': None}, 'id': 'rohaini.arifien81@gmail.com', 'type': 'http://www.loc.gov/loc.terms/relators/AUT'}]",,,,,,,
22,,public,http://repository.lppm.unila.ac.id/id/eprint/3421,"[{'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/3410', 'rev_number': 1, 'main': 'BUKU HKI_2.pdf', 'docid': 3410, 'files': [{'fileid': 24589, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2017-06-08 09:01:46', 'filename': 'BUKU HKI_2.pdf', 'hash': 'c0164b6318c774c7fafb0eb17f395725', 'datasetid': 'document', 'filesize': 24903776, 'objectid': 3410, 'uri': 'http://repository.lppm.unila.ac.id/id/file/24589'}], 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 3421, 'placement': 1, 'security': 'public'}]",pub,2017-06-12 01:55:05,2017-06-12 01:55:05,147,disk0/00/00/34/21,2016-11-01 00:00:00.000000000,"[{'name': {'given': 'ROHAINI', 'family': 'ROHAINI', 'honourific': None, 'lineage': None}, 'id': 'rohaini.arifien81@gmail.com'}]",,,['FH3'],monograph,show,8,,EFEKTIVITAS DATABASE DALAM MELINDUNGI PENGETAHUAN TRADISIONAL DARI TINDAKAN BIO PIRACY,"PADA LEVEL INTERNASIONAL DIKENAL DUA MODEL PERLINDUNGAN DALAM MELINDUNGI PENGETAHUAN TRADISIONAL, YAITU DEFENSIF DAN POSITIF. TULISAN DILAKUKAN UNTUK MENGTAHUI EFEKTIFITAS PERLINDUNGAN SECARA DEFENSIF YAITU MELALLUI PENGEMBANGAN DATABEASE PENGETAHUAN TRADISIONAL DALAM MELINDUNGI PENGETAHUAN TRADISIONAL DARI TINDAKAN BIO PIRACY",['K1'],,2017-06-12 01:55:05,archive,,3421,,,,PUSAT STUDY HKI UII,['PUSAT HKI UII YOGYAKARTA'],,manual,ISBN 978-602-60202-0-8,9.0,YOGYAKARTA,PUSAT STUDY HKI,UNIVERSITAS ISLAM INDONESIA,,,,,,,,,,,,
