,creators,dir,type,divisions,publisher,documents,ispublished,uri,full_text_status,lastmod,userid,datestamp,eprintid,title,metadata_visibility,rev_number,eprint_status,status_changed,abstract,subjects,refereed,monograph_type,publication,issn,official_url,volume,pres_type,event_title,event_type,event_location,event_dates,succeeds,editors,isbn,date_type,corp_creators,pagerange,keywords,related_url,number,book_title,pages,place_of_pub,institution,department,contributors,referencetext,id_number,contact_email,series
60,"[{'name': {'given': 'Yuniati', 'honourific': None, 'family': 'Ati', 'lineage': None}}, {'name': {'given': 'Jodi Iryansyah K', 'lineage': None, 'family': 'Ahmad', 'honourific': None}}]",disk0/00/03/03/23,article,['FH3'],,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/136322', 'pos': 1, 'format': 'text', 'files': [{'filesize': 13859, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2021-05-20 15:06:28', 'filename': 'Prosiding Pelaksanaan Perda No 1 Tahun 2016.docx', 'hash': '32ac0fcf126dd30ed5d3d02fab655e0c', 'fileid': 359441, 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/359441', 'objectid': 136322}], 'main': 'Prosiding Pelaksanaan Perda No 1 Tahun 2016.docx', 'docid': 136322, 'language': 'en', 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'placement': 1, 'security': 'public', 'eprintid': 30323}]",unpub,http://repository.lppm.unila.ac.id/id/eprint/30323,public,2021-05-21 01:08:15,278,2021-05-21 01:08:15,30323,"PELAKSANAAN PERATURAN DAERAH ‎KABUPATEN LAMPUNG UTARA NOMOR I TAHUN 2016 TENTANG KEWAJIBAN 
SOSIAL PELAKU USAHA DALAM PEMBERDAYAAN 
MASYARAKAT DAN LINGKUNGAN",show,6,archive,2021-05-21 01:08:15,"Salah satu permasalahan yang terjadi di ‎Kabupaten Lampung Utara adalah belum maksimalnya pelaksanaan Peraturan Daerah ‎Kabupaten Lampung Utara Nomor I Tahun 2016 tentang Kewajiban Sosial Pelaku Usaha Dalam Pemberdayaan Masyarakat dan Lingkungan, salah satunya oleh PT. Nakau yang diduga belum Kewajiban Sosial Pelaku Usaha dalam Pemberdayaan Masyarakat dan Lingkungan terhadap lingkungan masyarakat Desa Candimas",['K1'],FALSE,,Repository,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,"[{'id': 'atiyuniati78@gmail.com', 'name': {'given': 'Yuniati', 'lineage': None, 'family': 'Ati', 'honourific': None}}, {'id': 'andikasaputrafh@gmail.com', 'name': {'given': 'Saputra', 'lineage': None, 'honourific': None, 'family': 'Andika'}}]",disk0/00/03/44/47,article,['FH3'],Lembaga Penelitian dan Pengabdian Kepada Masyarakat,"[{'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'language': 'en', 'eprintid': 34447, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/154964', 'main': 'IMPLEMENTASI PERATURAN DAERAH KABUPATEN LAMPUNG BARAT NOMOR 3 TAHUN 2018.docx', 'docid': 154964, 'files': [{'fileid': 405360, 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'mtime': '2021-10-09 01:42:38', 'hash_type': 'MD5', 'filename': 'IMPLEMENTASI PERATURAN DAERAH KABUPATEN LAMPUNG BARAT NOMOR 3 TAHUN 2018.docx', 'hash': '6d55bce5eeb8560e42445d107889e9d4', 'datasetid': 'document', 'filesize': 46906, 'objectid': 154964, 'uri': 'http://repository.lppm.unila.ac.id/id/file/405360'}]}]",submitted,http://repository.lppm.unila.ac.id/id/eprint/34447,public,2021-10-11 00:57:51,278,2021-10-11 00:57:51,34447,IMPLEMENTASI PERATURAN DAERAH KABUPATEN LAMPUNG BARAT NOMOR 3 TAHUN 2018 TENTANG KABUPATEN LAYAK ANAK,show,8,archive,2021-10-11 00:57:51,"Kabupaten layak anak adalah Kabupaten yang memiliki sistem pembangunan dan pelayanan publik dari pemerintah Kabupaten dengan dukungan dari orang tua, keluarga, masyarakat, swasta dan forum anak guna pemenuhan hak anak melalui pengintegrasian berkelanjutan melalui kebijakan, program, kegiatan dan penganggaran untuk kesejahteraan anak. Maka atas dasar tersebut dan dalam rangka penyadaran semua pihak akan hak-hak anak serta pembangunan yang responsif maka Pemerintah Kabupaten Lampung Barat menetapkan perda Nomor 3 tahun 2018 tentang kabupaten layak anak yang bertujuan sebagai acuan dalam pelaksanaan pemenuhan hak-hak anak. Permasalahan anak di daerah menjadi perhatian tersendiri mengingat saat ini berkembang berbagai perlakuan tak layak terhadap anak seperti kekerasan, penyakit Stunting, kenakalan anak, Eksploitasi anak, pekerja anak dan kondisi traumatis terhadap anak","['K1', 'KD']",TRUE,,SAKAI SAMBAYAN,e-ISSN 2550-1089,,,,,,,,,,,,,,,,,,,,,,,,,,
62,"[{'name': {'lineage': None, 'family': 'Ati', 'honourific': None, 'given': 'Yuniati'}}, {'name': {'given': 'Trijayanti', 'lineage': None, 'honourific': None, 'family': 'Dita'}}]",disk0/00/03/03/24,article,['FH3'],,"[{'eprintid': 30324, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'docid': 136323, 'main': 'Prosiding IMPLIKASI HUKUM PUTUSAN PERADILAN TATA USAHA NEGARA.docx', 'files': [{'datasetid': 'document', 'filesize': 14261, 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'fileid': 359447, 'filename': 'Prosiding IMPLIKASI HUKUM PUTUSAN PERADILAN TATA USAHA NEGARA.docx', 'hash': '9e4f8e96a7e3be6bca8c63cf54c53475', 'hash_type': 'MD5', 'mtime': '2021-05-20 15:15:01', 'objectid': 136323, 'uri': 'http://repository.lppm.unila.ac.id/id/file/359447'}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/136323'}]",unpub,http://repository.lppm.unila.ac.id/id/eprint/30324,public,2021-05-21 01:08:18,278,2021-05-21 01:08:18,30324,"IMPLIKASI HUKUM PUTUSAN PERADILAN TATA USAHA NEGARA 
NOMOR 14/G/2019/PTUN-BL TENTANG SENGKETA PENERBITAN 
SERTIFIKAT HAK MILIK PENGGANTI TERHADAP 
KEPASTIAN HUKUM KEPEMILIKAN TANAH",show,6,archive,2021-05-21 01:08:18,"Dalam Pasal 4 ayat (1) Peraturan Pemerintah No. 24 Tahun 1997 tentang Pendaftaran Tanah dijelaskan bahwa untuk memberikan kepastian dan perlindungan hukum bagi pemegang hak atas tanah yang bersangkutan maka diberikan sertifikat hak atas tanah. Putusan atas gugatan No. 14/G/2019/PTUN-BL yang diajukan oleh penggugat tentang Sertifikat Hak Milik Pengganti yang dikeluarkan oleh Kepala Kantor Pertanahan Kabupaten Lampung Timur sebagai Tergugat, dalam hal ini Penggugat yang merupakan pemilik sah atas sebidang tanah yang dibuktikan dengan sertifikat hak milik atas nama penggugat dan merasa tidak pernah memindahtangankan kepada orang lain. Penggugat merasa haknya telah dirugikan dengan diterbitkannya sertifikat hak milik pengganti oleh Tergugat",['K1'],FALSE,,Repository,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,"[{'name': {'given': 'Yuniati', 'lineage': None, 'honourific': None, 'family': 'Ati'}}, {'name': {'lineage': None, 'honourific': None, 'family': 'sepriyadi', 'given': 'adhan'}}, {'name': {'given': 'Hamidah', 'lineage': None, 'family': 'Upik', 'honourific': None}}, {'name': {'family': 'deviani', 'honourific': None, 'lineage': None, 'given': 'eka'}}, {'name': {'given': 'Eka Putri', 'family': 'Marlia', 'honourific': None, 'lineage': None}}]",disk0/00/04/02/48,article,['FH3'],Fakultas Hukum Universitas kuningan,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/161569', 'format': 'text', 'pos': 1, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/449505', 'objectid': 161569, 'mtime': '2022-03-16 16:41:56', 'hash_type': 'MD5', 'hash': '2bb51435680196466e2714dc170b8d17', 'filename': 'Jurnal Unifikasi Universitas Kuningan_ Ati Yuniati.docx', 'fileid': 449505, 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'filesize': 25534, 'datasetid': 'document'}], 'main': 'Jurnal Unifikasi Universitas Kuningan_ Ati Yuniati.docx', 'docid': 161569, 'language': 'en', 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'security': 'public', 'placement': 1, 'eprintid': 40248}]",submitted,http://repository.lppm.unila.ac.id/id/eprint/40248,public,2022-03-17 00:58:56,278,2022-03-17 00:58:56,40248,Law Enforcement Against Environmental Pollution By the Way Kanan District Environmental Service,show,7,archive,2022-03-17 00:58:56,"Environmental management and protection is currently a fundamental problem in Indonesia. The form of environmental protection regulation is Law Number 32 of 2009 concerning Environmental Protection and Management. One form of environmental pollution found in Way Kanan Regency is environmental pollution caused by the manufacture of liquid rubber waste. The research method used is a normative-empirical research method, using a statute approach and an in-depth interview approach related to environmental law enforcement against environmental pollution. The problems that will be discussed in this study are How is Law Enforcement by the Environmental Service against environmental pollution in Way Kanan Regency and what are the inhibiting factors for the Environmental Service in implementing environmental pollution law enforcement in Way Kanan Regency.
Keywords: Environmental Pollution, Law Enforcement",['K1'],TRUE,,Unifikasi Jurnal: Jurnal Ilmu Hukum,2580-7382,https://journal.uniku.ac.id/index.php/unifikasi/author,,,,,,,,,,submitted,,,,,,,,,,,,,,,
64,"[{'name': {'lineage': None, 'honourific': None, 'family': 'Budiyono', 'given': 'Budiyono'}}]",disk0/00/01/46/03,book,['FH3'],CV Anugrah Utama Raharja (AURA),"[{'eprintid': 14603, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en', 'docid': 27696, 'main': 'Review Budiyono Pemetaan Legal Frame Work dalam Pembentukan Peraturan Daerah.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/126511', 'objectid': 27696, 'filesize': 731891, 'datasetid': 'document', 'mtime': '2019-10-22 07:59:50', 'hash_type': 'MD5', 'filename': 'Review Budiyono Pemetaan Legal Frame Work dalam Pembentukan Peraturan Daerah.pdf', 'hash': 'db3d72e81ffb5293158330b56ee006f0', 'fileid': 126511, 'mime_type': 'application/pdf'}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/27696', 'rev_number': 1}]",pub,http://repository.lppm.unila.ac.id/id/eprint/14603,public,2019-10-22 08:46:05,561,2019-10-22 08:46:05,14603,Pemetaan Legal Framework dalam Pembentukan Peraturan Daerah tentang Perlindungan dan Pemenuhan Hak Penyandang Disabilitas,show,9,archive,2019-10-22 08:46:05,Peer Review,['K1'],TRUE,,,,,,,,,,,,,978-623-211-017-5,,,,,,,AURA,,,,,,,,,
65,"[{'name': {'lineage': None, 'honourific': None, 'family': 'Budiyono', 'given': 'Budiyono'}}]",disk0/00/00/65/77,book,['FH3'],Justice Publisher,"[{'eprintid': 6577, 'security': 'public', 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf', 'main': '1. Pengatur Kebebasan Beragama & Berkepercayaan-Budiyono.pdf', 'docid': 19527, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/60706', 'objectid': 19527, 'filesize': 11058458, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2018-03-09 08:06:03', 'filename': '1. Pengatur Kebebasan Beragama & Berkepercayaan-Budiyono.pdf', 'hash': '7eca705c059f1a9008181b6c24a04982', 'fileid': 60706, 'mime_type': 'application/pdf'}], 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/19527'}, {'security': 'public', 'placement': 2, 'eprintid': 6577, 'mime_type': 'application/pdf', 'language': 'en', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/60708', 'objectid': 19528, 'filesize': 3441667, 'datasetid': 'document', 'hash': '5ebcedc046f6f8bc741b1b3913a2e88b', 'filename': '2. Pengatur Kebebasan Beragama & Berkepercayaan-Budiyono 2.pdf', 'hash_type': 'MD5', 'mtime': '2018-03-09 08:06:14', 'mime_type': 'application/pdf', 'fileid': 60708}], 'main': '2. Pengatur Kebebasan Beragama & Berkepercayaan-Budiyono 2.pdf', 'docid': 19528, 'uri': 'http://repository.lppm.unila.ac.id/id/document/19528', 'rev_number': 1, 'format': 'text', 'pos': 2}]",pub,http://repository.lppm.unila.ac.id/id/eprint/6577,public,2018-04-25 02:23:07,561,2018-04-25 02:23:07,6577,Pengaturan Kebebasan Beragama dan Berkepercayaan,show,9,archive,2018-04-25 02:23:07,,['K1'],FALSE,,,,,,,,,,,,,978-602-1071-12-0,,,,,,,,140.0,,,,,,,,
66,"[{'name': {'given': 'Budiyono', 'lineage': None, 'honourific': None, 'family': 'Budiyono'}}]",disk0/00/00/64/33,book,['FH3'],Justice Publisher,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 6433, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/19369', 'rev_number': 1, 'main': 'Pengatur Kebebasan Beragama & Berkepercayaan-Budiyono.pdf', 'docid': 19369, 'files': [{'mime_type': 'application/pdf', 'fileid': 59613, 'filename': 'Pengatur Kebebasan Beragama & Berkepercayaan-Budiyono.pdf', 'hash': '7eca705c059f1a9008181b6c24a04982', 'mtime': '2018-02-06 03:00:59', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 11058458, 'objectid': 19369, 'uri': 'http://repository.lppm.unila.ac.id/id/file/59613'}]}, {'security': 'public', 'placement': 2, 'eprintid': 6433, 'mime_type': 'application/pdf', 'language': 'en', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/59615', 'objectid': 19370, 'filename': 'Pengatur Kebebasan Beragama & Berkepercayaan-Budiyono 2.pdf', 'hash': '5ebcedc046f6f8bc741b1b3913a2e88b', 'hash_type': 'MD5', 'mtime': '2018-02-06 03:01:16', 'mime_type': 'application/pdf', 'fileid': 59615, 'filesize': 3441667, 'datasetid': 'document'}], 'docid': 19370, 'main': 'Pengatur Kebebasan Beragama & Berkepercayaan-Budiyono 2.pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/19370', 'format': 'text', 'pos': 2}]",pub,http://repository.lppm.unila.ac.id/id/eprint/6433,public,2018-04-25 02:23:28,561,2018-04-25 02:23:28,6433,Pengaturan Kebebasan Beragama dan Kepercayaan,show,8,archive,2018-04-25 02:23:28,,['K1'],TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,"[{'name': {'given': 'Budiyono', 'honourific': None, 'family': 'Budiyono', 'lineage': None}}, {'name': {'family': 'Ade', 'honourific': None, 'lineage': None, 'given': 'Arif Firmansyah'}}, {'name': {'honourific': None, 'family': 'Ahmad', 'lineage': None, 'given': 'Saleh'}}, {'name': {'family': 'Muhtadi', 'honourific': None, 'lineage': None, 'given': 'Muhtadi'}}]",disk0/00/01/08/16,conference_item,['FH3'],,"[{'main': 'SHIELD 3.pdf', 'docid': 23827, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/99629', 'objectid': 23827, 'hash': '0652e34ab1f976246b670f7dbe87267e', 'filename': 'SHIELD 3.pdf', 'mtime': '2019-02-22 01:25:57', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 99629, 'filesize': 173439, 'datasetid': 'document'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/23827', 'rev_number': 1, 'eprintid': 10816, 'security': 'public', 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",pub,http://repository.lppm.unila.ac.id/id/eprint/10816,public,2019-05-02 04:15:50,1153,2019-05-02 04:15:50,10816,MAPPING OF LEGAL FRAMEWORK AND LEGAL REGIME OF LOCAL GOVERNMENT AUTHORITY IN THE REGIONAL TAX COLLECTION,show,7,archive,2019-05-02 04:15:50,,['K1'],TRUE,,,,,,paper,3rd SHIELD Conference,conference,,,,,,,,,,,,,,,,,,,,,
68,"[{'id': None, 'name': {'given': 'Budiyono', 'lineage': None, 'honourific': None, 'family': 'Budiyono'}}, {'name': {'given': 'Arif Firmansyah', 'family': 'Ade', 'honourific': None, 'lineage': None}, 'id': None}, {'name': {'given': 'Saleh', 'family': 'Ahmad', 'honourific': None, 'lineage': None}, 'id': None}, {'name': {'lineage': None, 'family': 'Muhtadi', 'honourific': None, 'given': 'Muhtadi'}, 'id': None}, {'id': 'yulia.neta@fh.unila.ac.id', 'name': {'given': 'Yulia', 'family': 'Yulia Neta', 'honourific': None, 'lineage': None}}]",disk0/00/01/08/18,article,['FH3'],KLIBEL,"[{'docid': 23829, 'main': 'SEAJBEL Budi.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/99642', 'objectid': 23829, 'filename': 'SEAJBEL Budi.pdf', 'hash': '2e228aea451c6fa6e12e16e2814674f7', 'mtime': '2019-02-22 01:42:12', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 99642, 'filesize': 127898, 'datasetid': 'document'}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/23829', 'rev_number': 1, 'eprintid': 10818, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en'}]",pub,http://repository.lppm.unila.ac.id/id/eprint/10818,public,2019-03-15 02:53:25,1153,2019-03-15 02:53:25,10818,LOCAL REGULATION CONSTRUCTION OF REGIONAL TAX PAYMENT BASED ON GOOD PUBLIC SERVICES,show,7,archive,2019-03-15 02:53:25,,['K1'],TRUE,,"South East Asia Journal of Contemporary Business, Economics and Law",2289-1560,,,,,,,,,,,,,,,,,,,,,,,,,,
69,"[{'name': {'given': 'Budiyono', 'lineage': None, 'family': 'Budiyono', 'honourific': None}}, {'name': {'honourific': None, 'family': 'Ahmad', 'lineage': None, 'given': 'Saleh'}}, {'name': {'lineage': None, 'family': 'Ade', 'honourific': None, 'given': 'Arif Firmansyah'}}]",disk0_bak/00/05/13/49,other,['FH3'],Universitas Lampung,"[{'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/248103', 'rev_number': 1, 'main': 'Budiyono_Hukum_PU - Final Report.pdf', 'docid': 248103, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/608331', 'objectid': 248103, 'mtime': '2023-05-10 03:45:43', 'hash_type': 'MD5', 'filename': 'Budiyono_Hukum_PU - Final Report.pdf', 'hash': 'e5beb8d9eab1a28dc2c2d2d93a53eb8c', 'fileid': 608331, 'mime_type': 'application/pdf', 'filesize': 854098, 'datasetid': 'document'}], 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 51349, 'placement': 1, 'security': 'public'}]",unpub,http://repository.lppm.unila.ac.id/id/eprint/51349,public,2023-05-10 04:16:50,1153,2023-05-10 04:16:50,51349,Laporan Penelitian: Desain Peraturan Daerah Perlindungan Lahan Pertanian Pangan Berkelanjutan Yang Responsif Untuk Mendukung Kebijakan Kedaulatan Pangan,show,7,archive,2023-05-10 04:16:50,,['K1'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,"[{'name': {'lineage': None, 'family': 'Budiyono', 'honourific': None, 'given': 'Budiyono'}, 'id': None}, {'name': {'lineage': None, 'family': 'Ahmad saleh', 'honourific': None, 'given': 'saleh'}, 'id': 'ahmad.saleh@fh.unila.ac.id'}, {'id': None, 'name': {'lineage': None, 'honourific': None, 'family': 'Martha', 'given': 'Riananda'}}]",disk0_bak/00/05/15/23,other,['FH3'],LAPORAN PENELITIAN,"[{'placement': 1, 'security': 'public', 'eprintid': 51523, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'filesize': 10060164, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2023-05-12 12:40:30', 'filename': 'PROGRAM HIBAH PENELITIAN SENIOR - KONSTRUKSI PERDA BANTUAN HUKUM.pdf', 'hash': '77430e4f8fc4b42385db6b23dae08e3b', 'fileid': 610377, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/610377', 'objectid': 249040}], 'main': 'PROGRAM HIBAH PENELITIAN SENIOR - KONSTRUKSI PERDA BANTUAN HUKUM.pdf', 'docid': 249040, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/249040', 'pos': 1, 'format': 'text'}]",unpub,http://repository.lppm.unila.ac.id/id/eprint/51523,public,2023-05-15 01:19:47,101,2023-05-15 01:19:47,51523,"KONSTRUKSI PERATURAN DAERAH BANTUAN HUKUM UNTUK MASYARAKAT MISKIN SEBAGAI UPAYA PEMENUHAN HAK ASASI PERSAMAAN KEDUDUKAN DIHADAPAN HUKUM,",show,7,archive,2023-05-15 01:19:47,,['K1'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,"[{'name': {'lineage': None, 'honourific': None, 'family': 'Budiyono', 'given': 'Budiyono'}}, {'name': {'honourific': None, 'family': 'Erina', 'lineage': None, 'given': 'Pane'}}]",disk0/00/02/79/96,article,['FH3'],,"[{'main': 'Revitalization-Policy-to-Overcome-the-Climate-Crisis-Post-CovidPandemic-19.pdf', 'docid': 42014, 'files': [{'filesize': 345617, 'datasetid': 'document', 'filename': 'Revitalization-Policy-to-Overcome-the-Climate-Crisis-Post-CovidPandemic-19.pdf', 'hash': 'eaab98ea3a0a95f622e0c2db238a1232', 'mtime': '2021-02-21 03:00:33', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 249339, 'uri': 'http://repository.lppm.unila.ac.id/id/file/249339', 'objectid': 42014}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/42014', 'rev_number': 1, 'eprintid': 27996, 'security': 'public', 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",pub,http://repository.lppm.unila.ac.id/id/eprint/27996,public,2021-02-22 02:35:59,561,2021-02-22 02:35:59,27996,REVITALIZATION POLICY TO OVERCOME THE CLIMATE CRISIS POST COVID PANDEMIC-19,show,6,archive,2021-02-22 02:35:59,,['K1'],TRUE,,International Journal of Entrepreneurship,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,"[{'name': {'lineage': None, 'honourific': None, 'family': 'Budiyono', 'given': 'Budiyono'}}, {'name': {'given': 'Riananda', 'honourific': None, 'family': 'Martha', 'lineage': None}}, {'name': {'given': 'Firmansyah', 'lineage': None, 'family': 'Ade Arif', 'honourific': None}}]",disk0_bak/00/05/15/19,other,['FH3'],LAPORAN PENELITIAN,"[{'eprintid': 51519, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en', 'main': 'LAPORAN PENELITIAN DESAIN PERDA SANITASI TOTAL BERBASIS MASYARAKAT UNTUK MENINGKATKAN DERAJAT KESEHATAN DI KABUPATEN LAMTIM.pdf', 'docid': 249021, 'files': [{'objectid': 249021, 'uri': 'http://repository.lppm.unila.ac.id/id/file/610332', 'datasetid': 'document', 'filesize': 21524629, 'mime_type': 'application/pdf', 'fileid': 610332, 'filename': 'LAPORAN PENELITIAN DESAIN PERDA SANITASI TOTAL BERBASIS MASYARAKAT UNTUK MENINGKATKAN DERAJAT KESEHATAN DI KABUPATEN LAMTIM.pdf', 'hash': 'f7fc39ec38583ddca8bcd9d28ae0d9cb', 'mtime': '2023-05-12 12:14:55', 'hash_type': 'MD5'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/249021', 'rev_number': 1}]",unpub,http://repository.lppm.unila.ac.id/id/eprint/51519,public,2023-05-15 01:19:35,101,2023-05-15 01:19:35,51519,DESAIN PERATURAN DAERAH SANITASI TOTAL BERBASIS MASYARAKAT UNTU MENINGKATKAN DERJAT KESEHATAN DIKABUPATEN LAMPUNG TIMUR,show,7,archive,2023-05-15 01:19:35,,['K1'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,"[{'name': {'lineage': None, 'honourific': None, 'family': 'Budiyono', 'given': 'Budiyono'}, 'id': None}, {'id': 'yulia.neta@fh.unila.ac.id', 'name': {'given': 'Yulia', 'lineage': None, 'family': 'Yulia Neta', 'honourific': None}}, {'id': None, 'name': {'lineage': None, 'family': 'Ahmad', 'honourific': None, 'given': 'Saleh'}}, {'name': {'given': 'Riananda', 'lineage': None, 'honourific': None, 'family': 'Martha'}, 'id': None}, {'id': None, 'name': {'honourific': None, 'family': 'Ade', 'lineage': None, 'given': 'Arif Firmansyah'}}]",disk0/00/00/43/92,article,['FH3'],,"[{'main': '39442-42558-1-PB.pdf', 'docid': 17292, 'files': [{'filename': '39442-42558-1-PB.pdf', 'hash': 'd0f33dcd21dcae41dacd56888cb0249e', 'mtime': '2017-11-03 06:33:33', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 43799, 'filesize': 184820, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/43799', 'objectid': 17292}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/17292', 'rev_number': 1, 'eprintid': 4392, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en'}]",pub,http://repository.lppm.unila.ac.id/id/eprint/4392,public,2017-11-09 07:31:24,1153,2017-11-09 07:31:24,4392,"Formula of Local Regulation on Legal Aid for the Poor as an
Effort to Fulfillment of Equality Before the Law Rights",show,7,archive,2017-11-09 07:31:24,,['K1'],FALSE,,Public Policy and Administration Research,ISSN 2224-5731(Paper) ISSN 2225-0972(Online),,,,,,,,,,,,,,,,,,,,,,,,,,
