,divisions,type,dir,date,creators,datestamp,corp_creators,lastmod,userid,refereed,uri,full_text_status,publisher,documents,ispublished,date_type,eprintid,abstract,subjects,status_changed,eprint_status,place_of_pub,metadata_visibility,rev_number,title,publication,issn,book_title,isbn,monograph_type,number,pagerange,volume,official_url,related_url,id_number,pages,institution,department,contact_email,editors,contributors,funders,projects,keywords,referencetext,succeeds,pres_type,event_type,event_title
34,['FH3'],monograph,disk0_bak/00/04/91/28,2022-12-01 00:00:00.000000000,"[{'id': 'emilia.susanti@fh.unila.ac.id', 'name': {'lineage': None, 'family': 'Emilia susanti', 'honourific': None, 'given': 'susanti'}}, {'name': {'family': 'dona raisa monica', 'honourific': None, 'lineage': None, 'given': 'DRM'}, 'id': 'draisamonica@gmail.com'}]",2023-03-24 01:29:23,,2023-03-24 01:29:23,37,,http://repository.lppm.unila.ac.id/id/eprint/49128,public,Pusaka Media,"[{'main': 'monograf prof narto.pdf', 'docid': 188567, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/533959', 'objectid': 188567, 'filesize': 6674817, 'datasetid': 'document', 'filename': 'monograf prof narto.pdf', 'hash': 'cb358e0ba1e876ca9e2f4a9d48de3fd8', 'mtime': '2023-03-22 12:35:33', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 533959}], 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/188567', 'eprintid': 49128, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en'}]",unpub,completed,49128,"Pemberlakuan Peraturan Mahkamah Agung Nomor 1 Tahun
2020 tentang Pedoman Pelaksanaan Tugas Selama Masa
Pencegahan Penyebaran Corona Virus Disease 2019 (COVID-19) di
Lingkungan Mahkamah Agung dan Badan Peradilan yang Berada di 
Bawahnya dilaksanakan Secara Elektronik menjadikan proses 
berperkara di pengadilan dapat dilakukan secara online. Penulisan
ini membahas bagaimana efektivitas pelaksanaan persidangan
online (teleconference) dalam perkara pidana korupsi. Penulis
menggunakan pendekatan metode penulisan yuridis normatif.
Analisis data dilakukan dengan analisis kualitatif. Pengumpulan data
dilakukan dengan teknik studi pustaka dan studi lapangan. Hasil
penulisan ini menunjukan bahwa problema persidangan korupsi 
berbasis online di masa pandemi Covid-19 antara lain terletak di 
peraturan perundangan-undangan serta sarana dan fasilitas. 
Problema terkait perundang- undangan terkait beberapa pasal di
dalam Perma yang bertentangan dengan KUHAP. Selain itu 
problema terkait sarana dan fasilitas yang acapkali terjadi ialah 
pengumpulan para pihak yang hendak beracara dan jaringan 
internet yang sering kali tidak stabil.
Kata Kunci: Persidangan Korupsi, Persidangan Online,
Teleconference",['K1'],2023-03-24 01:29:23,archive,Bandar Lampung,show,7,Problema Persidangan Korupsi Berbasis Online pada Masa Darurat Negara,,,,,project_report,,,,,,978-623-418-135-7,281.0,Universitas Lampung,Fakultas Hukum,,,,,,,,,,,
35,['FH3'],article,disk0/00/04/64/47,2022-11-10 00:00:00.000000000,"[{'id': 'franciscus.sumarja@fh.unila.ac.id', 'name': {'given': 'Sumarja', 'lineage': None, 'family': 'FX', 'honourific': None}}, {'id': 's.nymus@yahoo.co.id', 'name': {'lineage': None, 'family': 'HS Tisnanta', 'honourific': None, 'given': 'Tisnanta'}}, {'name': {'lineage': None, 'honourific': None, 'family': 'Agus Trisanto', 'given': 'Agus'}, 'id': None}]",2022-11-10 01:09:21,"['FH Unila', 'FH Unila', 'FH Unila']",2022-11-10 01:09:21,940,TRUE,http://repository.lppm.unila.ac.id/id/eprint/46447,public,TechniumScienc,"[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 46447, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/185325', 'rev_number': 1, 'docid': 185325, 'main': 'D5.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/512473', 'objectid': 185325, 'hash': '4b19d718914fc138aa59fa27858a0f2c', 'filename': 'D5.pdf', 'mtime': '2022-11-09 22:43:44', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 512473, 'filesize': 1978916, 'datasetid': 'document'}]}]",pub,published,46447,"This research is to examine related to land acquisition for housing development and the importance of legal protection for sustainable food agricultural land. The main development
development is the factors that increase the population, which means the number of needs becomes greater, one of which is the need for land. Because most of Indonesia's population is in the field of livelihood, the arable land is getting narrower because agriculture will be used to save
money, roads, industry and others. This is intended so that the area of agricultural land for food does not continue to shrink every year. Responding to the conversion of sustainable agricultural land and to ensure the consistency of the availability of replacement land as a result of land
conversion, such as the formulation of input for approval for the presence of free land provided. This is necessary to maintain as well as the availability of the converted free facilities. The problem that will be discussed in this study is how the regulation of land acquisition for development development is related to the guarantee of sustainable agricultural land. The research method used is a normative research method with a statute approach and analyzed using
content analysis.",['K1'],2022-11-10 01:09:21,archive,,show,6,"Agricultural land conversion for housing development and
sustainable food agricultural land",Technium Social Sciences Journal,2668-7798,,,,---,216-233,37,https://techniumscience.com/index.php/socialsciences/issue/view/113,[{'url': 'http://repository.lppm.unila.ac.id/'}],940,,,,,,,['Magister Ilmu Hukum Unila'],['Penelitian DIPA FH Unila 2021'],,,,,,
36,['FH3'],article,disk0_bak/00/05/08/33,2022-06-30 00:00:00.000000000,"[{'id': None, 'name': {'given': 'M', 'honourific': None, 'family': 'Fakih', 'lineage': None}}, {'name': {'family': 'Selvia', 'honourific': None, 'lineage': None, 'given': 'Oktaviana'}, 'id': None}, {'name': {'lineage': None, 'honourific': None, 'family': 'Elly', 'given': 'Nurlaili'}, 'id': None}, {'name': {'given': 'Febrianto', 'lineage': None, 'family': 'Dita', 'honourific': None}, 'id': 'dita.febrianto@fh.unila.ac.id'}]",2023-05-02 01:38:23,['Fakultas hukum'],2023-05-02 01:38:23,143,TRUE,http://repository.lppm.unila.ac.id/id/eprint/50833,public,"Magister Ilmu Hukum, Fakultas Hukum, Universitas Lampung","[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/190543', 'pos': 1, 'format': 'text', 'files': [{'hash_type': 'MD5', 'mtime': '2023-04-29 00:57:30', 'filename': '2584-Article Text-10783-2-10-20221214.pdf', 'hash': 'd1c6e77dc9b7db92adc3990e0c38c5c7', 'fileid': 547434, 'mime_type': 'application/pdf', 'filesize': 280477, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/547434', 'objectid': 190543}], 'main': '2584-Article Text-10783-2-10-20221214.pdf', 'docid': 190543, 'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 50833}]",pub,published,50833,"The COVID-19 Pandemic has significantly impacted the health sector and the economy. As an affected country, the Indonesian Government has issued many policies to prevent and control the Covid-19 virus. However, substantial problems arise, with the absence of compliance from some people in certain areas, such as Bandar Lampung City, Lampung Province. Although the local Government issued Regional Regulation Number 3 of 2020 concerning Adaptation of New Habits in the Prevention and Control of Corona Virus Disease 2019 to regulate the community's obligations in implementing the 3M are still Health Protocol in public spaces, the main problem in this study is the people of Lampung Province's lack of discipline in implementing the 3M Health Protocol and the dynamics of implementing e-Court during the Pandemic.",['K1'],2023-05-02 01:38:23,archive,,show,6,THE IMPLEMENTATION OF HEALTH PROTOCOLS ON    E-COURT SYSTEMS DURING THE COVID-19 PANDEMIC ERA(InBandar Lampung City),Cepalo,E-ISSN: 2598-3105,,,,1,23-26,6,https://jurnal.fh.unila.ac.id/index.php/cepalo/article/view/2584,,,,,,,,,,,"Covid -19 Health Protocol, Court, Effectiveness",,,,,
37,['FH3'],article,disk0_bak/00/05/14/76,2022-01-02 00:00:00.000000000,"[{'name': {'honourific': None, 'family': 'Fakih', 'lineage': None, 'given': 'M'}, 'id': None}, {'name': {'honourific': None, 'family': 'Selvia', 'lineage': None, 'given': 'Oktaviana'}, 'id': None}, {'id': None, 'name': {'honourific': None, 'family': 'elly', 'lineage': None, 'given': 'nurlaili'}}, {'id': 'dita.febrianto@fh.unila.ac.id', 'name': {'given': 'Febrianto', 'lineage': None, 'honourific': None, 'family': 'Dita'}}]",2023-05-12 07:07:38,"['Universitas Lampung', 'Universitas Lampung', 'Universitas Lampung', 'Universitas Lampung']",2023-05-12 07:07:38,287,TRUE,http://repository.lppm.unila.ac.id/id/eprint/51476,public,cepalo,"[{'eprintid': 51476, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en', 'main': '2584-Article Text-10783-2-10-20221214.pdf', 'docid': 248774, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/609825', 'objectid': 248774, 'filesize': 280477, 'datasetid': 'document', 'hash': 'd1c6e77dc9b7db92adc3990e0c38c5c7', 'filename': '2584-Article Text-10783-2-10-20221214.pdf', 'hash_type': 'MD5', 'mtime': '2023-05-12 03:37:43', 'mime_type': 'application/pdf', 'fileid': 609825}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/248774', 'rev_number': 1}]",submitted,submitted,51476,"The COVID-19 Pandemic has significantly impacted the health sector and the economy. As an affected
country, the Indonesian Government has issued many policies to prevent and control the Covid-19 virus.
However, substantial problems arise, with the absence of compliance from some people in certain areas,
such as Bandar Lampung City, Lampung Province. Although the local Government issued Regional
Regulation Number 3 of 2020 concerning Adaptation of New Habits in the Prevention and Control of
Corona Virus Disease 2019 to regulate the community's obligations in implementing the 3M are still
Health Protocol in public spaces, the main problem in this study is the people of Lampung Province's
lack of discipline in implementing the 3M Health Protocol and the dynamics of implementing e-Court
during the Pandemic. Therefore, there needs to be a review regarding the effectiveness of implementing
the 3M Health Protocol to prevent the spread of Covid-19 in Bandar Lampung, as well as the application
of e-Court in the perspective of other laws and regulations. The research method used in this study is
empirical law research, taking a problem-based approach to a behavioral approach supported by
primary data sourced from data sources. The implementation of the 3M health protocol through
Regional Regulation Number 3 of 2020 shows quite effective results in its application in public spaces
based on a survey of 86 respondents from the people of Bandar Lampung City. It was recorded that 83.5% of 86 respondents stated that public services at the Court had been carried out online, while 16.5% stated that they were done online through e-Court but limited. However, when taken as a whole, the implementation of health protocols and e-Courts as part of the effort to prevent the spread of Covid19 is relatively good; it's just that certain obstacles must be evaluated.
Keywords:Covid -19 Health Protocol, E-Court, Effectiveness",['K1'],2023-05-12 07:07:38,archive,,show,7,"THE IMPLEMENTATION OF HEALTH PROTOCOLS ON E-COURT
SYSTEMS DURING THE COVID-19 PANDEMIC ERA (In Bandar Lampung City)",Cepalo,2598-3105,,,,1,23-36,6,https://jurnal.fh.unila.ac.id/index.php/cepalo/article/view/2584/1857,,,,,,,,,,,,,,,,
38,['FH3'],book,disk0/00/04/62/89,2022-10-01 00:00:00.000000000,"[{'id': 'friyansyah01@fh.ac.id', 'name': {'given': 'Friyansyah', 'honourific': None, 'family': 'Friyansyah', 'lineage': None}}]",2022-11-07 01:38:06,,2022-11-07 01:38:06,23059,TRUE,http://repository.lppm.unila.ac.id/id/eprint/46289,public,AURA,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/185173', 'pos': 1, 'format': 'text', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/511351', 'objectid': 185173, 'filesize': 4730383, 'datasetid': 'document', 'mtime': '2022-11-04 14:26:32', 'hash_type': 'MD5', 'hash': '2673e671fe4f77748235ce4daf910e43', 'filename': 'Responsi_PAI_2022[1].pdf', 'fileid': 511351, 'mime_type': 'application/pdf'}], 'main': 'Responsi_PAI_2022[1].pdf', 'docid': 185173, 'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 46289}]",pub,published,46289,"Buku Panduan Responsi dan Praktikum Mata Kuliah Pendidikan Agama Islam berisi Tahsin Al Qur'an, Thaharaoh, Shalat dan Do'a.",['L1'],2022-11-07 01:38:06,archive,,show,7,PANDUAN RESPONSI PENDIDIKAN AGAMA ISLAM,,,,978-623-211-087-8,,,,2,,,,140.0,,,,,[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],,,,,,,,
39,['FH3'],artefact,disk0/00/04/57/73,2022-05-29 00:00:00.000000000,"[{'id': 'friyansyah01@fh.ac.id', 'name': {'family': 'Friyansyah', 'honourific': None, 'lineage': None, 'given': 'Friyansyah'}}]",2022-10-18 06:51:58,,2022-10-18 06:51:58,23059,,http://repository.lppm.unila.ac.id/id/eprint/45773,public,,"[{'files': [{'objectid': 184587, 'uri': 'http://repository.lppm.unila.ac.id/id/file/507396', 'datasetid': 'document', 'filesize': 872189, 'fileid': 507396, 'mime_type': 'application/pdf', 'mtime': '2022-10-18 03:46:35', 'hash_type': 'MD5', 'filename': 'Peer Review 01.pdf', 'hash': '5fca921be033b94db2209f20ee699640'}], 'main': 'Peer Review 01.pdf', 'docid': 184587, 'uri': 'http://repository.lppm.unila.ac.id/id/document/184587', 'rev_number': 1, 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 45773, 'language': 'en', 'mime_type': 'application/pdf'}]",,completed,45773,Peer Review Friyansyah,['L1'],2022-10-18 06:51:58,archive,,show,9,Peer Review Friyansyah,,,,,,,,,,,,,,,,,"[{'id': 'friyansyah01@fh.unila.ac.id', 'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'name': {'given': 'friyansyah', 'honourific': None, 'family': 'friyansyah', 'lineage': None}}]",,,,,,,,
40,['FH3'],other,disk0/00/04/54/67,2022-05-29 00:00:00.000000000,"[{'name': {'honourific': None, 'family': 'Friyansyah', 'lineage': None, 'given': 'Friyansyah'}, 'id': 'friyansyah01@fh.ac.id'}]",2022-10-04 07:33:22,,2022-10-04 07:33:22,23059,,http://repository.lppm.unila.ac.id/id/eprint/45467,public,STIT DARUL FATTAH,"[{'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/183255', 'main': 'SKP20,21,peer review.pdf', 'docid': 183255, 'files': [{'filesize': 5908514, 'datasetid': 'document', 'hash': '663fd7ef20b2bcb1163a916f1c1ec9ea', 'filename': 'SKP20,21,peer review.pdf', 'mtime': '2022-10-03 15:04:51', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 504093, 'uri': 'http://repository.lppm.unila.ac.id/id/file/504093', 'objectid': 183255}], 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 45467, 'placement': 1, 'security': 'public'}]",pub,published,45467,"SKP 2020, 
SKP 2021
Peer Review",['L1'],2022-10-04 07:33:22,archive,,show,7,"SKP 2020, 
SKP 2021
Peer Review",,,,,,,,,https://ejurnal.darulfattah.ac.id/index.php/Annaba/article/view/121,"[{'type': 'pub', 'url': 'https://ejurnal.darulfattah.ac.id/index.php/Annaba/article/view/121'}]",,,,,,,[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],,,,,,,,
41,['FH3'],article,disk0/00/04/53/90,2022-05-28 00:00:00.000000000,"[{'id': 'friyansyah01@fh.unila.ac.id', 'name': {'given': 'friyansyah', 'honourific': None, 'family': 'Friyansyah', 'lineage': None}}]",2022-10-04 07:33:36,,2022-10-04 07:33:36,23059,TRUE,http://repository.lppm.unila.ac.id/id/eprint/45390,restricted,STIT DARUL FATTAH,"[{'security': 'staffonly', 'placement': 1, 'eprintid': 45390, 'content': 'published', 'language': 'id', 'mime_type': 'inode/x-empty', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/487728', 'objectid': 167379, 'filename': '121-Article Text-637-1-10-20220529.pdf', 'mtime': '2022-09-29 07:16:22', 'mime_type': 'inode/x-empty', 'fileid': 487728, 'filesize': 0, 'datasetid': 'document'}], 'main': '121-Article Text-637-1-10-20220529.pdf', 'docid': 167379, 'rev_number': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/167379', 'format': 'archive', 'pos': 1}]",pub,published,45390,"Islamic Religious Education Teachers have a big role in improving the quality of learning. Those who have competence in teaching, it is possible that they will be able to arouse the interest in learning students in participating in teaching and learning activities. The purpose of this study is to know and understand about the role of Islamic Religious Education Teachers in increasing students' learning interest in Islamic Religious Education subjects In this study researchers used qualitative research methods, located at SDN 2 Way Muli Rajabasa District, South Lampung. Researchers conducted structured interviews and unstructured interviews with data sources, namely Islamic Religious Education teachers, principals, students and PAI teacher supervisors supported by documentation and observation data directly. The conclusion of the study, that the role of Islamic Religious Education teachers by observing the review of the role of Islamic Religious Education Teachers in increasing students' interest in Islamic Religious Education subjects, it can be concluded that the three roles that are not performed by teachers of Islamic Religious Education SDN 2 Way Muli are the role of teachers as an educator, coach and supervisor, does not cause student learning interest to be bad. This is because the role of PAI teachers is taken over by their respective class teachers, in addition, students also follow Islamic religious education in Madrasah which is held after zuhur time and landfill after maghrib time. 
Keywords: Teacher Role, PAI, Learning",['L1'],2022-10-04 07:33:36,archive,,show,10,PERAN GURU PAI DALAM MENINGKATKAN MINAT BELAJAR SISWA PADA MATA PELAJARAN PENDIDIKAN AGAMA ISLAM DI SDN 2 WAY MULI KECAMATAN RAJABASA LAMPUNG SELATAN,AN NABA,2721-1843,,,,1,51-62,5,https://ejurnal.darulfattah.ac.id/index.php/Annaba/authorDashboard/submission/121,"[{'type': 'pub', 'url': 'https://ejurnal.darulfattah.ac.id/index.php/Annaba/authorDashboard/submission/121'}]",,,,,,,"[{'id': 'friyansyah01@fh.unila.ac.id', 'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'name': {'lineage': None, 'family': 'friyansyah', 'honourific': None, 'given': 'friyansyah'}}]",,,,,,,,
42,['FH3'],monograph,disk0_bak/00/05/16/41,1970-01-01 00:00:00.000002022,"[{'name': {'lineage': None, 'family': 'Gunawan Jatmiko', 'honourific': None, 'given': 'Gunawan Jatmiko'}, 'id': None}, {'name': {'family': 'Emilia susanti', 'honourific': None, 'lineage': None, 'given': 'susanti'}, 'id': 'emilia.susanti@fh.unila.ac.id'}, {'name': {'given': 'firganefi', 'honourific': None, 'family': 'firganefi', 'lineage': None}, 'id': 'firganefi.unila@gmail.com'}]",2023-05-15 06:48:07,,2023-05-15 06:48:07,903,,http://repository.lppm.unila.ac.id/id/eprint/51641,public,LPPM Universitas Lampung,"[{'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/249598', 'rev_number': 2, 'main': '20583.pdf', 'docid': 249598, 'files': [{'datasetid': 'document', 'filesize': 1385677, 'mime_type': 'application/pdf', 'fileid': 611733, 'hash': 'dcf38badc8bfc7c790d37529affe7e0d', 'filename': '20583.pdf', 'mtime': '2023-05-15 04:41:31', 'hash_type': 'MD5', 'objectid': 249598, 'uri': 'http://repository.lppm.unila.ac.id/id/file/611733'}], 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 51641, 'security': 'public', 'placement': 1}]",unpub,submitted,51641,,['K1'],2023-05-15 06:48:07,archive,,show,8,Konstruksi Kebijakan Perlindungan Perempuan KorbanKekerasan dalam Rumah Tangga Berbasis Comunity Policing,,,,,documentation,,,,,,,,,,,,,,,,,,,,
43,['FH3'],other,disk0_bak/00/05/18/00,2022-10-01 00:00:00.000000000,"[{'name': {'given': 'Gunawan Jatmiko', 'lineage': None, 'family': 'Gunawan Jatmiko', 'honourific': None}, 'id': None}, {'id': 'firganefi.unila@gmail.com', 'name': {'honourific': None, 'family': 'firganefi', 'lineage': None, 'given': 'firganefi'}}, {'name': {'honourific': None, 'family': 'Emilia susanti', 'lineage': None, 'given': 'susanti'}, 'id': 'emilia.susanti@fh.unila.ac.id'}]",2023-05-19 01:29:31,"['Universitas Lampung', 'Unila', 'unila']",2023-05-19 01:29:31,2268,,http://repository.lppm.unila.ac.id/id/eprint/51800,public,https://ulicoss.unila.ac.id/,"[{'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/613682', 'objectid': 250469, 'filesize': 1497286, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2023-05-18 08:08:13', 'filename': '18214.pdf', 'hash': '2162f12143a531e15e48139b34f36b33', 'fileid': 613682, 'mime_type': 'application/pdf'}], 'docid': 250469, 'main': '18214.pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/250469', 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 51800, 'language': 'en', 'mime_type': 'application/pdf'}]",pub,published,51800,"The Covid-19 pandemic that has occurred since the beginning of 2020 has
affected various aspects. the new problems within the household including acts of
violence, and usually violence that occurs within the household. One of the policies that
can minimize the occurrence of domestic violence is the Community Policing this
policy is to try to improve public security and order by seeking steps to detect, identify,
and resolve security and social security problems in the surrounding community. The
problem of this research will be to examine how community policing-based women's
protection policies for victims of domestic violence can be carried. The method used in
this study uses the Normative Empirical method with a statute approach. Community
policing is a framework that aims to improve the quality of life and public safety
through collaboration between law enforcement and community members. regarding
community policing have been regulated in the National Police Chief Regulation No. 3
of 2015. The essence of community policing is to focus on prevention efforts by
positioning the community not only as an object of guidance, but also as a subject or
implementer to create situations that remind each other of the awareness of the
applicable law.",['K1'],2023-05-19 01:29:31,archive,LP2M UNILA,show,7,"Women's Protection Policy Based On Community Policing Against
Victims Of Domestic Victims In The Time Of The Covid-19 Pandemic",,,,,,,,,https://ulicoss.unila.ac.id/,,,,,,,,"[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}]",,,,,,,,
44,['FH3'],article,disk0_bak/00/05/19/13,2022-11-18 00:00:00.000000000,"[{'name': {'given': 'Hamzah', 'lineage': None, 'family': 'Hamzah', 'honourific': None}, 'id': 'agizaddien@gmail.com'}]",2023-05-21 03:45:36,['Fakultas hukum'],2023-05-21 03:45:36,923,TRUE,http://repository.lppm.unila.ac.id/id/eprint/51913,public,Magister of legal science,"[{'files': [{'filesize': 246769, 'datasetid': 'document', 'hash': '51c1dc189346fdb9d6e72abeb0a18846', 'filename': 'Artikel Hamzah di Jurnal Idea Hukum MIH Unsoed.pdf', 'hash_type': 'MD5', 'mtime': '2023-05-20 23:34:13', 'mime_type': 'application/pdf', 'fileid': 615049, 'uri': 'http://repository.lppm.unila.ac.id/id/file/615049', 'objectid': 251099}], 'main': 'Artikel Hamzah di Jurnal Idea Hukum MIH Unsoed.pdf', 'docid': 251099, 'uri': 'http://repository.lppm.unila.ac.id/id/document/251099', 'rev_number': 1, 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 51913, 'mime_type': 'application/pdf', 'language': 'en'}]",pub,published,51913,"After the issuance of Law Number 25 of 2007 concerning Investment, foreign and domestic investors were given equal treatment. Equal treatment of domestic and foreign capital is an important principle of investment policy. Article 6 paragraph (1) of Law Number 25 of 2007 states that the Government provides equal treatment to all investors originating from any country conducting investment activities in Indonesia in accordance with the provisions of the legislation. Furthermore, paragraph (2) states that such treatment does not apply to investors from a country that obtains special rights based on an agreement with Indonesia. Law No. 11 of 2020 concerning Job Creation is expected to be able to absorb the widest possible Indonesian workforce in the midst of increasingly competitive competition and the demands of economic globalization. With the ease and simplification of the entry of foreign investment and foreign workers in Indonesia, it is able to attract the interest and desire of foreign investors to invest in Indonesia. Keywords: Job Creation, Investment, Investment.",['K1'],2023-05-21 03:45:36,archive,,show,6,Implemntasi penataan regulasi penanaman modal dalam hukum investasi di indonesia melalui undang-undang nomor 11 tahun 2020 tentang cipta kerja,Jurnal idea Hukum,2442-7241,,,,8,1-16,8,http://jih.fh.unsoed.ac.id/index.php/jih/article/view/286/pdf_70,,,,,,,,,,,,,,,,
45,['FH3'],other,disk0_bak/00/05/20/79,2022-11-08 00:00:00.000000000,"[{'id': 'agizaddien@gmail.com', 'name': {'family': 'Hamzah', 'honourific': None, 'lineage': None, 'given': 'Hamzah'}}, {'id': None, 'name': {'given': 'Kasmawati', 'lineage': None, 'honourific': None, 'family': 'Kasmawati'}}, {'name': {'given': 'Liber Sonata', 'lineage': None, 'honourific': None, 'family': 'Depri'}, 'id': None}]",2023-06-05 01:20:19,"['Universitas Lampung', 'Universitas Lampung', 'Universitas Lampung']",2023-06-05 01:20:19,923,,http://repository.lppm.unila.ac.id/id/eprint/52079,public,Pusaka Media,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 52079, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/252010', 'main': 'Buku Ajar Kewirausahaan up.pdf', 'docid': 252010, 'files': [{'fileid': 617086, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2023-05-31 15:00:47', 'hash': 'fa7b96761b1850e1b66d78ae78a64194', 'filename': 'Buku Ajar Kewirausahaan up.pdf', 'datasetid': 'document', 'filesize': 4438225, 'objectid': 252010, 'uri': 'http://repository.lppm.unila.ac.id/id/file/617086'}]}]",pub,published,52079,"Dalam kehidupan sehari-hari kita sering menyaksikan
berbagai aktiviyas sebagai berikut. Seorang atau kelompok orang
mengeluarkan sejumlah uang untuk membeli sejumlah barang,
kemudian barang tersebut dipajang disuatu lokasi tertentu untuk
dijual kembali kepada konsumennya. Atau seseorang membeli
sejumlah barang, kemudian diolah atau diproses lalu disajikan dalam
bentuk makanan disuatu lokasi untuk dinikmati konsumennya. Atau
seseorang membeli berbagai bahan baku, diolah dan diproses
menjadi barang tertentu kemudian diperjual belikan ke berbagai
daerah yang membutuhkan. Atau seseorang membuka suatu usaha
jasa, dan menunggu kedatangan konsumen yang membutuhkan
pelayanan dengan balas jasa tertentu. Kemudian pada sore hari atau
suatu waktuatau periode tertentu mereka memulai menghitung
jumlah uang yang telah dikeluarkan dan jumlah uang yang masuk.
Dari perhitungan ini ada kelebihan dan ada kekurangan, jika uang
yang masuk lebih besar dari pada yang dikeluarkan, mereka
menyebutnya sebagai keuntungan. Namun jika yang terjadi
sebaliknya, mereka menyebutnya sebagai kerugian.1
Jika kita perhatikan, kegiatan keseharian mereka tampaknya
sederhana. Namun, jika kita lihat teliti lagi, ternyata mereka begitu
pandai mengatur waktu, memilih bahan atau barang yang akan
dijual. Mereka pandai mengolah, mengemas, sampai menciptakan produk yang dapat diterima masyarakat. mereka pandai membaca
keinginan, kebutuhan, dan selera konsumennya. Mereka pun pandai
menentukan komposisi produk, jumlah, dan jenis biaya yang akan
dikeluarkan. Mereka juga pandai dalam menentukan harga yang
harus dibayar oleh pelanggan (harga jual) sehingga menghasilkan
keuntungan. Mereka pun pandai melayani konsumennya sehingga
merasa nyaman dan melakukan transaksi secara terus menerus.",['K1'],2023-06-05 01:20:19,archive,,show,7,Buku Ajar Kewirausahaan,,,,,,,,,,,,,,,,,,,,,,,,,
