,title,metadata_visibility,rev_number,status_changed,eprint_status,abstract,subjects,eprintid,date_type,documents,publisher,ispublished,refereed,uri,full_text_status,corp_creators,lastmod,userid,datestamp,creators,publication,date,dir,type,divisions,volume,official_url,event_type,event_title,pagerange,pres_type,number,event_location,event_dates,related_url,projects,funders,issn,contributors,contact_email,isbn,book_title,series,pages,id_number,place_of_pub
10,Lembar Plagiarism: INTERPRETATION OF CURIE POINT DEPTH AND THERMAL GRADIENT BASED ON MAGNETIC ANOMALY DATA AT SOUTHERN SUMATRA GEOTHERMAL AREA,show,8,2021-06-30 01:16:52,archive,"Curie point depth (CPD) is Curie temperature depth where magnetic mineral lost its magneticity.
Curie temperature generally higher on mafic frozen rock than on any other rock. because of its
higher titano-magnetic content. The magnetic field induction value depends on rock minerals, so it
can be used to determine the depth of the rock. Magnetic field anomaly are series of signals
magnitude as the respon of rock composing material under the surface. Power spectrum application
for that signals magnitude can be used to determine lower surface rock mass depth including CPD
and thermal gradient. Tectonic activity along Sumatra Fault System (SFS) allow the emergence of
CPD depth variation and thermal gradient. Southern Sumatera as part of this system become the
focus of this research, because it has geothermal potential indicated by numbers of fluid manifest
distribution on the surface. Result of thermal gradient analysis obtained from CPD variation
informed that value of thermal gradient was 40-750C/km on shallow CPD area (8-15 km). That area
divided Sumatera island and extended to North West – South East direction. Geologically, southern
Sumatera also part of magmatic arc area as the SFS product, so it is possibly become geothermal
prospect area.","['TA', 'TN']",32939,,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/150168', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'datasetid': 'document', 'filesize': 462370, 'fileid': 390086, 'mime_type': 'application/pdf', 'mtime': '2021-06-29 10:35:44', 'hash_type': 'MD5', 'filename': '2013_Prosiding_UPN_Interpretation Curie Depth PLG.pdf', 'hash': '8c276a98c7470fde54cd041f5140d0c3', 'objectid': 150168, 'uri': 'http://repository.lppm.unila.ac.id/id/file/390086'}], 'main': '2013_Prosiding_UPN_Interpretation Curie Depth PLG.pdf', 'docid': 150168, 'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 32939}]",Fakultas Teknologi Mineral UPN Yogyakarta,pub,,http://repository.lppm.unila.ac.id/id/eprint/32939,public,['Teknik Geofisika FT UNILA'],2021-06-30 01:16:52,886,2021-06-30 01:16:52,"[{'id': 'syamsurijal.rasimeng@eng.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Rasimeng', 'given': 'Syamsurijal'}}]",,1970-01-01 00:00:00.000002013,disk0/00/03/29/39,other,['FT1'],,,,,,,,,,,,,,"[{'id': 'syamsurijal.rasimeng@eng.unila.ac.id', 'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'name': {'given': 'Syamsurijal', 'lineage': None, 'family': 'Rasimeng', 'honourific': None}}]",syamsurijal.rasimeng@eng.unila.ac.id,,,,,,
11,Peer Reviewer: Interpretation of Curie Point Depth and Thermal Gradient Based on Magnetic Anomaly Data at Southern Sumatera Geothermal Area.,show,7,2021-07-05 01:09:38,archive,,['TN'],33016,,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/150603', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'mime_type': 'application/pdf', 'fileid': 391046, 'filename': '2013 UPN Interpretation Gab-X.pdf', 'hash': '5709eba3656282ea06c4c48991517b9a', 'hash_type': 'MD5', 'mtime': '2021-07-01 23:31:40', 'datasetid': 'document', 'filesize': 3715327, 'objectid': 150603, 'uri': 'http://repository.lppm.unila.ac.id/id/file/391046'}], 'docid': 150603, 'main': '2013 UPN Interpretation Gab-X.pdf', 'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 33016}]",Fakultas Teknologi Mineral UPN Yogyakarta,pub,,http://repository.lppm.unila.ac.id/id/eprint/33016,public,['Teknik Geofisika FT UNILA'],2021-07-05 01:09:38,886,2021-07-05 01:09:38,"[{'name': {'honourific': None, 'family': 'Rasimeng', 'lineage': None, 'given': 'Syamsurijal'}, 'id': 'syamsurijal.rasimeng@eng.unila.ac.id'}]",,1970-01-01 00:00:00.000002013,disk0/00/03/30/16,other,['FT1'],,,,,,,,,,,,,,"[{'id': 'syamsurijal.rasimeng@eng.unila.ac.id', 'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'name': {'honourific': None, 'family': 'Rasimeng', 'lineage': None, 'given': 'Syamsurijal'}}]",syamsurijal.rasimeng@eng.unila.ac.id,,,,,,
12,INTERPRETATION OF CURIE POINT DEPTH AND THERMAL GRADIENT BASED ON MAGNETIC ANOMALY DATA AT SOUTHERN SUMATRA GEOTHERMAL AREA,show,8,2021-06-09 14:35:46,archive,"Curie point depth (CPD) is Curie temperature depth where magnetic mineral lost its magneticity. Curie temperature generally higher on mafic frozen rock than on any other rock. because of its higher titano-magnetic content. The magnetic field induction value depends on rock minerals, so it can be used to determine the depth of the rock. Magnetic field anomaly are series of signals magnitude as the responds of rock composing material under the surface. Power spectrum application for that signals magnitude can be used to determine lower surface rock mass depth including CPD and thermal gradient. Tectonic activity along Sumatra Fault System (SFS) allow the emergence of CPD depth variation and thermal gradient. Southern Sumatera as part of this system become the focus of this research, because it has geothermal potential indicated by numbers of fluid manifest distribution on the surface. Result of thermal gradient analysis obtained from CPD variation informed that value of thermal gradient was 40-750C/km on shallow CPD area (8-15 km). That area divided Sumatera island and extended to North West – South East direction. Geologically, southern Sumatera also part of magmatic arc area as the SFS product, so it is possibly become geothermal prospect area.","['TA', 'TN']",32444,published,"[{'language': 'en', 'mime_type': 'application/pdf', 'security': 'public', 'placement': 1, 'eprintid': 32444, 'uri': 'http://repository.lppm.unila.ac.id/id/document/147243', 'rev_number': 1, 'format': 'text', 'pos': 1, 'files': [{'datasetid': 'document', 'filesize': 1545588, 'mime_type': 'application/pdf', 'fileid': 383945, 'hash': '042b1371ec8920d4e01470b9cb3fd080', 'filename': '2013_Prosiding_UPN_Interpretation Curie Depth.pdf', 'mtime': '2021-06-09 12:57:13', 'hash_type': 'MD5', 'objectid': 147243, 'uri': 'http://repository.lppm.unila.ac.id/id/file/383945'}], 'main': '2013_Prosiding_UPN_Interpretation Curie Depth.pdf', 'docid': 147243}]",,pub,TRUE,http://repository.lppm.unila.ac.id/id/eprint/32444,public,['Teknik Geofisika FT UNILA'],2021-06-09 14:35:46,886,2021-06-09 14:35:46,"[{'name': {'given': 'Syamsurijal', 'lineage': None, 'family': 'Rasimeng', 'honourific': None}, 'id': 'syamsurijal.rasimeng@eng.unila.ac.id'}, {'name': {'family': 'Wawan G.A. Kadir', 'honourific': None, 'lineage': None, 'given': 'WGA Kadir'}, 'id': None}, {'id': None, 'name': {'given': 'Hendra', 'family': 'Grandis', 'honourific': None, 'lineage': None}}]",,2013-09-05 00:00:00.000000000,disk0/00/03/24/44,conference_item,['FT1'],,https://upnyk.ac.id/berita/seminar-nasional-kebumian-viii-2013,conference,Seminar Nasional Kebumian-VII UPN Yogyakarta,209-217,paper,,Yogyakarta,5 September 2013,"[{'type': 'pub', 'url': 'https://upnyk.ac.id/berita/seminar-nasional-kebumian-viii-2013'}]",,,,"[{'name': {'given': 'Syamsurijal', 'family': 'Rasimeng', 'honourific': None, 'lineage': None}, 'id': 'syamsurijal.rasimeng@eng.unila.ac.id', 'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'id': None, 'name': {'family': 'WGA Kadir', 'honourific': None, 'lineage': None, 'given': 'Wawan'}}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'id': None, 'name': {'given': 'Hendra', 'lineage': None, 'family': 'Grandis', 'honourific': None}}]",syamsurijal.rasimeng@eng.unila.ac.id,,,,,,
13,"Understanding the Time-Lapse Microgravity
Response due to Subsidence and Groundwater
Level Lowering",show,8,2023-04-28 02:06:31,archive,"Currently, Indonesia has several environmental and energy sustainability problems. Some 
environmental problems are in highly-populated cities that have a high potential for natural 
disasters and energy resources problem due to the geological condition of Indonesia as an 
active island arc. The increasing population and industry have greatly imparted the excessive 
extracting of groundwater and energy. These matters cause natural disasters, such as 
subsidence and groundwater level lowering. To handle these situations, it is important to 
improve and develop 4D geophysical methods used for solving environmental and energy 
problems. In this research, we have applied and developed the time-lapse (4D) microgravity 
method to identify and deeper the understanding of the subsidence and groundwater level 
lowering areas, especially in densely-populated residential areas.",['T1'],50816,published,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/190526', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'objectid': 190526, 'uri': 'http://repository.lppm.unila.ac.id/id/file/547301', 'mime_type': 'application/pdf', 'fileid': 547301, 'filename': 'BookChapterF.pdf', 'hash': '9fe5ed4d08e0d9a6f83b4278845b8ffb', 'hash_type': 'MD5', 'mtime': '2023-04-27 23:54:30', 'datasetid': 'document', 'filesize': 1880187}], 'docid': 190526, 'main': 'BookChapterF.pdf', 'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 50816}]",Logos Verlag,pub,TRUE,http://repository.lppm.unila.ac.id/id/eprint/50816,public,,2023-04-28 02:06:31,816,2023-04-28 02:06:31,"[{'id': None, 'name': {'given': 'Djoko', 'family': 'Santoso', 'honourific': None, 'lineage': None}}, {'id': None, 'name': {'given': 'W.G.A', 'family': 'Kadir,', 'honourific': None, 'lineage': None}}, {'name': {'lineage': None, 'honourific': None, 'family': 'Alawiyah', 'given': 'Susanti'}, 'id': None}, {'name': {'lineage': None, 'honourific': None, 'family': 'Setianingsih', 'given': 'Setianingsih'}, 'id': None}, {'id': None, 'name': {'given': 'Eko', 'lineage': None, 'honourific': None, 'family': 'Wahyudi'}}, {'name': {'lineage': None, 'honourific': None, 'family': 'Sarkowi', 'given': 'Muh'}, 'id': 'muhsarkowi@gmail.com'}, {'id': None, 'name': {'family': 'Suhayat Minardi', 'honourific': None, 'lineage': None, 'given': 'SM'}}]",,2013-06-01 00:00:00.000000000,disk0_bak/00/05/08/16,book_section,['FT1'],1.0,https://www.amazon.com/Contribution-Geosciences-Human-Security/dp/3832531130,,,27-49,,1,,,,,,,,,978-602-262-308-3,The Contribution of Geoscience to Human Security,978-602-262-308-3,260.0,978-602-262-308-3,Jepang
14,"ANALISA ANOMALI 4D MICROGRAVITY DAERAH PANASBUMI ULUBELU
LAMPUNG PERIODE 2010 - 2013",show,7,2020-06-12 08:45:54,archive,"Telah  dilakukan  pengukuran  gayaberat  mikro  secara  berulang  di  daerah  panas
bumi 
Ulubelu  sebanyak  tiga  kali  yaitu  Januari  2010,  Juli  2012  dan  September  2013  dengan 
tujuan untuk mengetahui dinamika fluida di bawah permukaan. Pengukuran gayab
erat 
mikro   digunakan   gravimeter   Scintrex   Autograv   CG
-
5   dengan   ketelitian   1   mGal. 
Anomali  4D  microgravity  merupakan  selisih  nilai  gayaberat  observasi  pengukuran 
periode  1  dengan  pe
riode  berikutnya.  Hasil  pengolahan  data  4D microgravity  periode Juli  2012 – Januari  2010 
mempunyai  nilai  dari - anomali  rendah  berada  di  bagian  Timur  daerah  penelitian,  sedangkan  anomali  tinggi berada di bagian Barat dan Selatan daerah penelitian. Kontur anomali mempunyai pola melebar yang menunjukkan bahwa perubahan dinamika fluida terjadi pada daerah yang dangkal  bukan  dari  bagian  dalam  (reservoir).  Hal  ini  karena  pada  periode  tersebut 
belum terjadi proses produksi steam dan brine dari sumur produksi panasbumi. Anomali  4D  microgravity  periode  September  2013 – Juli  2013 mempunyai  nilai  dari -
penelitian  sesuai  dengan  keberadaan  sumur  produksi  di  daerah  tersebut.  Anomali  ini kemungkinan  disebabkan  oleh  proses  produksi  steam  dan  brine  dari  sumur  produksi yang  ada  pada  daerah  tersebut,  hal  ini  karena  pada  periode  tersebut  proses  produksi steam  dan  brine  telah  dilakukan.  Proses  produksi  steam  dan  brine  menyebabkan terjadinya  pengurangan  fluida sehingga  menyebabkan  penurunan  nilai  gayaberat  di daerah tersebut. Sedangkan  anomali  tinggi  berada  di  bagian  Barat  dan  Timur  daerah penelitian serta pada dua buah cluster sumur injeksi yaitu : UBL 23, UBL 18 dan UBL 21 
– UBL17.  Anomali  positif  ini  kemungkinan  disebabkan  oleh  adanya  proses  injeksi brine di kedua sumur tersebut dan kemungkinan juga karena adanya proses recharge di 
daerah tersebut.",['T1'],22360,published,"[{'files': [{'objectid': 35780, 'uri': 'http://repository.lppm.unila.ac.id/id/file/205442', 'mime_type': 'application/pdf', 'fileid': 205442, 'hash': 'ceb8c3e989a6a6ace03cdec06f8aa5ee', 'filename': 'Paper-Sarkowi-2013-ANALISA ANOMALI 4D MICROGRAVITY DAERAH PANASBUMI ULUBELU LAMPUN.pdf', 'mtime': '2020-06-12 06:48:34', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 877512}], 'docid': 35780, 'main': 'Paper-Sarkowi-2013-ANALISA ANOMALI 4D MICROGRAVITY DAERAH PANASBUMI ULUBELU LAMPUN.pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/35780', 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 22360, 'mime_type': 'application/pdf', 'language': 'en'}]",,pub,TRUE,http://repository.lppm.unila.ac.id/id/eprint/22360,public,,2020-06-12 08:45:54,816,2020-06-12 08:45:54,"[{'id': 'sarkov323@yahoo.com', 'name': {'given': 'Muh', 'family': 'Sarkowi', 'honourific': None, 'lineage': None}}]",,2013-11-01 00:00:00.000000000,disk0/00/02/23/60,conference_item,['FT1'],,https://docplayer.info/29910812-Analisa-anomali-4d-microgravity-daerah-panasbumi-ulubelu-lampung-periode-muh-sarkowi.html,conference,Seminar Nasional Sains dan Teknologi V,232-240,paper,,Bandar Lampung Indonesia,19 - 20 November 2013,[{'url': 'https://docplayer.info/29910812-Analisa-anomali-4d-microgravity-daerah-panasbumi-ulubelu-lampung-periode-muh-sarkowi.html'}],,,,,,,,,,,
15,SImilirity Analisa Anomali 4D Microgravity Daerah Panasbumi Ulubelu Periode 2010 - 2013,show,7,2023-05-02 07:35:45,archive,SImilirity Analisa Anomali 4D Microgravity Daerah Panasbumi Ulubelu Periode 2010 - 2013,['AC'],50934,completed,"[{'main': 'PaperFullSantek4DUlubeluF2013.pdf', 'docid': 190648, 'files': [{'fileid': 548192, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2023-05-02 04:23:23', 'filename': 'PaperFullSantek4DUlubeluF2013.pdf', 'hash': '431b30ec40f837b6f955bef7e004016a', 'datasetid': 'document', 'filesize': 1486490, 'objectid': 190648, 'uri': 'http://repository.lppm.unila.ac.id/id/file/548192'}], 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/190648', 'eprintid': 50934, 'security': 'public', 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",Sarkowi,unpub,,http://repository.lppm.unila.ac.id/id/eprint/50934,public,,2023-05-02 07:35:45,816,2023-05-02 07:35:45,"[{'name': {'honourific': None, 'family': 'Sarkowi', 'lineage': None, 'given': 'Muh'}, 'id': 'muhsarkowi@gmail.com'}]",,1970-01-01 00:00:00.000002013,disk0_bak/00/05/09/34,other,['FT1'],,,,,,,,,,,,,,,,,,,,,
16,Similirity Identifikasi Zona Pengurangan Air Tanah Berdasarkan Model 3D Gayaberat Mikro Antar Waktu,show,7,2023-05-02 09:02:49,archive,Similirity Identifikasi Zona Pengurangan Air Tanah Berdasarkan Model 3D Gayaberat Mikro Antar Waktu,['AC'],50953,,"[{'eprintid': 50953, 'security': 'public', 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf', 'main': '31-JurnalMipaIdentifikasiZonaPenguranganAIr.pdf', 'docid': 190666, 'files': [{'hash': 'f19b79442af7aca903d2c1fa6b58cf1f', 'filename': '31-JurnalMipaIdentifikasiZonaPenguranganAIr.pdf', 'mtime': '2023-05-02 07:51:30', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 548312, 'filesize': 1325192, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/548312', 'objectid': 190666}], 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/190666'}]",sarkowi,unpub,,http://repository.lppm.unila.ac.id/id/eprint/50953,public,,2023-05-02 09:02:49,816,2023-05-02 09:02:49,"[{'id': 'muhsarkowi@gmail.com', 'name': {'honourific': None, 'family': 'Sarkowi', 'lineage': None, 'given': 'Muh'}}]",,1970-01-01 00:00:00.000002013,disk0_bak/00/05/09/53,other,['FT1'],,,,,,,,,,,,,,,,,,,,,
17,"Similirity Microseismic Data Analysis Using Matlab 2010 For The Determination Of Hydrocarbon Presence In The Field ""LLCY"" Ombilin Basin",show,7,2023-05-02 07:35:08,archive,"Similirity Microseismic Data Analysis Using Matlab 2010 For The Determination Of Hydrocarbon Presence In The Field ""LLCY"" Ombilin Basin",['AC'],50922,completed,"[{'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/190636', 'docid': 190636, 'main': '13-PaperIPA-LUCY.pdf', 'files': [{'datasetid': 'document', 'filesize': 1271320, 'fileid': 548103, 'mime_type': 'application/pdf', 'mtime': '2023-05-02 03:38:19', 'hash_type': 'MD5', 'filename': '13-PaperIPA-LUCY.pdf', 'hash': '3b98ec790b59d4f7c41e6c0c5fc18330', 'objectid': 190636, 'uri': 'http://repository.lppm.unila.ac.id/id/file/548103'}], 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 50922, 'security': 'public', 'placement': 1}]",Sarkowi,unpub,,http://repository.lppm.unila.ac.id/id/eprint/50922,public,,2023-05-02 07:35:08,816,2023-05-02 07:35:08,"[{'name': {'family': 'Sarkowi', 'honourific': None, 'lineage': None, 'given': 'Muh'}, 'id': 'muhsarkowi@gmail.com'}]",,1970-01-01 00:00:00.000002013,disk0_bak/00/05/09/22,other,['FT1'],,,,,,,,,,,,,,,,,,,,,
18,EKSPLORASI GEOTHERMAL,show,6,2021-03-03 02:05:36,archive,,['TN'],28156,,,"LEMBAGA PENELITIAN UNIVERSITAS LAMPUNG, Bandar Lampung",pub,TRUE,http://repository.lppm.unila.ac.id/id/eprint/28156,none,['Universitas Lampung'],2021-03-03 02:05:36,1070,2021-03-03 02:05:36,"[{'id': 'suharno@eng.unila.ac.id', 'name': {'given': 'Suharno', 'lineage': None, 'family': 'Suharno', 'honourific': None}}]",,2013-10-01 00:00:00.000000000,disk0/00/02/81/56,book,['FT1'],,,,,,,,,,,,,,,,9789798510649,,,,,
19,PEMANFAATAN HASIL-HASIL RISET PANASBUMI UNTUK MEMPERKAYA MATERI PEMBELAJARAN FISIKA,show,6,2021-03-04 03:23:35,archive,"Indonesia memiliki cadangan energi panas bumi terbesar di dunia mencapai 40% dari seluruh
cadangan sumber energi panas bumi dunia. Indonesia merencanakan power plant dengan
tenaga panas bumi berkapasitas 9500 MWe pada tahun 2025 yang didukung oleh UU No 27
tahun 2003 tentang energi panas bumi. Sumber panasbumi berasal dari distribusi suhu dan
energi panas di bawah permukaan bumi. Energi panasbumi dapat diklasifikasikan berdasarkan
sumber panasnya menjadi lima bagian: (1) energi magma (magma energy), (2) energi panas
batuan kering (hot dry rock energy), (3) energi bumi (earth energy), (4) energi tekanan bumi
(geopresure energy), dan (5) energi hidrotermal (hydrothermal energy). Energi hidrotermal
adalah energi panas bumi, yang berupa energi panas yang tersimpan di dalam fluida dan
batuan di bawah permukaan bumi. Sumber panasbumi berasal dari distribusi suhu dan energi
panas di bawah permukaan bumi. Suhu di permukaan ditentukan oleh konduksi panas melalui
batuan padat dan konveksi di dalam sirkulasi fluida. Berdasarkan pada kelengkapan data hasil
penelitian, tingkat klasifikasi estimasi potensi dapat dikelompokkan sebagai berikut: (1) Klas
sumber daya spekulatif, (2) Klas sumber daya hipotesis, (3) Klas Cadangan terduga
(possible), (4) Klas Cadangan mungkin (probable), (5) Cadangan terbukti (proven). Contoh
riset panas bumi di wilayah Sumatera Barat antara laian: Prospek Paasbumi Gunung Talang dan Bukit Kili Sumatra Barat. Besarnya potensi energi listrik Prospek Panas Bumi Gunung Talang adalah sekitara 145 MWe sedangkan Prospek Panas Bumi Bukit Kili adalah sekitar 75 MWe, sehingga ke dua lapangan panas bumi tersebut dapat dimanfaatkan sebagai pembangkit tenaga listrik. Hal ini sangat baik untuk memperkaya materi pemebelajaran Fisika.
Kata kunci: panas bumi, klasifikasi sumberdaya & cadangan, Gunung Talang & Bukit Kili",['QC'],28128,published,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 28128, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/42181', 'main': 'KeyNotePanasBumiUNP.pdf', 'docid': 42181, 'files': [{'hash_type': 'MD5', 'mtime': '2021-02-28 08:22:57', 'hash': 'dfaab998302bcaa36285b774255c14b1', 'filename': 'KeyNotePanasBumiUNP.pdf', 'fileid': 250311, 'mime_type': 'application/pdf', 'filesize': 1203751, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/250311', 'objectid': 42181}]}]","Key Note Paper , Seminar Nasional Pembelajaran Fisika UNP Padang, 2 November 2013",pub,TRUE,http://repository.lppm.unila.ac.id/id/eprint/28128,public,['Universitas Lampung'],2021-03-04 03:23:35,1070,2021-03-04 03:23:35,"[{'name': {'honourific': None, 'family': 'Suharno', 'lineage': None, 'given': 'Suharno'}, 'id': 'suharno@eng.unila.ac.id'}]","Key Note Paper , Seminar Nasional Pembelajaran Fisika UNP Padang, 2 November 2013",2013-11-02 00:00:00.000000000,disk0/00/02/81/28,article,['FT1'],,,,,1-19,,,,,,,,,,,,,,,,
20,"Panas bumi merupakan sumber energi yang ramah lingkungan dan berpotensi 
besar untuk dikembangkan di Indonesia. Potensi panas bumi yang dimiliki 
Indonesia adalah sebesar 29 GWe atau setara dengan sekitar 12 miliar barel 
minyak bumi. Oleh karena itu perlu disusun buku ajar yang membahas materi 
perkuliahan tentang Panasbumi. Buku ajar ini diharapkan dapat diguanakan oleh 
mahasiswa yang mempelajari materi yang berkaitan dengan pertambangan, 
khususnya pertambangan energy panas bumi. Lebih dari itu buku ini dapat 
digunakan oleh kalangan profesi dan pengembang panas bumi.
Struktur buku ini meliputi: BAB I. Pendahuluan, BAB II. Sistem Panas Bumi, 
BAB III. Eksplorasi Prospek Panas Bumi, BAB IV. Estimasi Sumber Daya, 
Cadangan dan Potensi Energi Listrik Lapangan Panas Bumi, BAB V. Penentuan 
Daya Listrik.
Bab I membahas tentang cadangan energi panas bumi di Indonesi, masa depan 
energi panas bumi dan dasar hukum yang mendukung, pengembangn energi panas 
bumi. Bab II membahas tentang system panas bumi, bagaimana system panas 
bumi bisa terbentuk dan menghasilkan energi. Bab III membahas eksplorasi 
peospek panas bumi sampai siap untuk bisa diproduksi. Bab IV membahas cara 
menghitung besarnya sumber daya, cadangan dan potensi energi istrik pada 
lapangan panas bumi. Bab V membahas cara menentuan daya listrik dari energi 
panas bumi.",show,15,2023-05-29 01:32:50,archive,"Panas bumi merupakan sumber energi yang ramah lingkungan dan berpotensi besar untuk dikembangkan di Indonesia. Potensi panas bumi yang dimiliki Indonesia adalah sebesar 29 GWe atau setara dengan sekitar 12 miliar barel 
minyak bumi. Oleh karena itu perlu disusun buku ajar yang membahas materi perkuliahan tentang Panasbumi. Buku ajar ini diharapkan dapat diguanakan oleh mahasiswa yang mempelajari materi yang berkaitan dengan pertambangan, khususnya pertambangan energy panas bumi. Lebih dari itu buku ini dapat digunakan oleh kalangan profesi dan pengembang panas bumi.
Struktur buku ini meliputi: BAB I. Pendahuluan, BAB II. Sistem Panas Bumi, BAB III. Eksplorasi Prospek Panas Bumi, BAB IV. Estimasi Sumber Daya, Cadangan dan Potensi Energi Listrik Lapangan Panas Bumi, BAB V. Penentuan Daya Listrik.
Bab I membahas tentang cadangan energi panas bumi di Indonesi, masa depan energi panas bumi dan dasar hukum yang mendukung, pengembangn energi panas bumi. Bab II membahas tentang system panas bumi, bagaimana system panas bumi bisa terbentuk dan menghasilkan energi. Bab III membahas eksplorasi peospek panas bumi sampai siap untuk bisa diproduksi. Bab IV membahas cara menghitung besarnya sumber daya, cadangan dan potensi energi istrik pada lapangan panas bumi. Bab V membahas cara menentuan daya listrik dari energi 
panas bumi.",['TN'],52034,,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/251804', 'pos': 8, 'format': 'text', 'files': [{'filesize': 5558825, 'datasetid': 'document', 'filename': 'BukuEsplorasiGeothermalSUHARNO.pdf', 'hash': '9184f5dcd30d7f0fef71710adb739680', 'mtime': '2023-05-28 09:50:24', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 616621, 'uri': 'http://repository.lppm.unila.ac.id/id/file/616621', 'objectid': 251804}], 'docid': 251804, 'main': 'BukuEsplorasiGeothermalSUHARNO.pdf', 'language': 'en', 'mime_type': 'application/pdf', 'placement': 8, 'security': 'public', 'eprintid': 52034}]",PENERBIT LEMBAGA PENELITIAN UNIVERSITAS LAMPUNG,pub,TRUE,http://repository.lppm.unila.ac.id/id/eprint/52034,public,,2023-05-29 01:32:50,1070,2023-05-29 01:32:50,"[{'name': {'given': 'Suharno', 'lineage': None, 'family': 'Suharno', 'honourific': None}, 'id': 'suharno@eng.unila.ac.id'}]",,1970-01-01 00:00:00.000002013,disk0_bak/00/05/20/34,book,['FT1'],1.0,,,,,,1,,,,,,,,,978-979-8510-64-9,,1,87.0,,BANDAR LAMPUNG
