,date_type,eprintid,abstract,subjects,status_changed,eprint_status,metadata_visibility,rev_number,volume,title,divisions,type,dir,date,issn,creators,publication,pagerange,datestamp,userid,lastmod,refereed,full_text_status,uri,documents,publisher,number,ispublished,event_title,event_location,event_type,event_dates,corp_creators,pres_type,official_url,related_url,contributors,id_number,referencetext,contact_email,succeeds,place_of_pub,isbn,pages,book_title,editors,patent_applicant,funders,series
18,published,41531,"Simnilarity index 16%
The relationship between bureaucracy and politics is important to discuss again after Indonesia experienced the heated atmosphere of the 2019 elections. The political situation that created polarization had shaken the neutrality of the public servants (ASN). There is an ASN who openly declares political preferences while simultaneously spreading hoaxes in the public sphere. This is because of factors other than the political temperature, also the post-truth phenomenon which also attacked Indonesia. This study was conducted to revisit the discourse on the importance of bureaucratic neutrality to maintain performance in public services and care for democracy. The writer used the desk study method by collecting data and information based on examining and analyzing secondary data. The results emphasized the importance of re-maintaining neutrality for ASN. The alternative step to maintain the ASN neutrality is collaborative supervision conducted by various elements of government and society. In addition, this study offers the importance of ASN being given critical, scientific and literacy education to stem hoaxes in a bureaucratic environment. The ASN can also actively take part in building an anti-hoax community in the bureaucratic environment so that the ASN continues to know of responding to the hoax phenomenon.",['H1'],2022-05-09 01:30:09,archive,show,6,15,"Similarity index Birokrasi dan Hoax: Studi Upaya Menjaga Netralitas Aparatur Sipil Negara di Era Post-Truth
(Bureaucracy and Hoax: Study of Effort to Maintain the Neutrality of Public Servants in The Post-Truth Era)",['FISIP2'],article,disk0/00/04/15/31,2019-12-01 00:00:00.000000000,24076767,"[{'name': {'lineage': None, 'family': 'Dodi', 'honourific': None, 'given': 'Faedlulloh'}, 'id': 'dodi.faedlulloh@fisip.unila.ac.id'}, {'name': {'lineage': None, 'family': 'noverman duadji', 'honourific': None, 'given': 'noverman'}, 'id': 'noverman.duadji@fisip.unila.ac.id'}]",Jurnal Borneo Administrator,313-332,2022-05-09 01:30:09,544,2022-05-09 01:30:09,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/41531,"[{'files': [{'filesize': 5187389, 'datasetid': 'document', 'mtime': '2022-05-04 09:27:04', 'hash_type': 'MD5', 'filename': 'SIMILARITY INDEX_Birokrasi HOAX.pdf', 'hash': 'bef05c0133f5fe12d9dc841c562697fc', 'fileid': 459750, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/459750', 'objectid': 163179}], 'main': 'SIMILARITY INDEX_Birokrasi HOAX.pdf', 'docid': 163179, 'uri': 'http://repository.lppm.unila.ac.id/id/document/163179', 'rev_number': 1, 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 41531, 'language': 'en', 'mime_type': 'application/pdf'}]",PKP2A III Lembaga Administrasi Negara Samarinda,3,pub,,,,,"['Universitas Lampung', 'Universitas Lampung']",,http://www.samarinda.lan.go.id/jba/index.php/jba/article/view/566,[{'url': 'http://www.samarinda.lan.go.id/jba/index.php/jba/article/view/566/291'}],,https://doi.org/https://doi.org/10.24258/jba.v15i3.566,,,,,,,,,,,
19,published,21205,"Healthy Indonesia program with the approach of the family (PIS-PK) is intended to increase the degree of public health through health and community empowerment efforts are supported with financial protection and equitable health services. Implementation of PIS-PK is in fact outside the building health care Clinics. Through family visits, Team Clinics at once can provide early intervention against health problems that exist in every Member of the family. An expected data referable in conducting evaluations and interventions.Sub Gadingrejo Regency Pringsewu is one area which did not escape from the target program national PK PIS. During the implementation of the programme of the PIS-PK in Gadingrejo yet little-known by the public, so that the less response occurred at the beginning of the implementation of home visits. This research focuses on the problems of implementation of the programme of the PIS-PK as a health development efforts in Pringsewu Regency Gadingrejo. In order to reveal these problems, researchers using public policy implementation theory belongs to Van Meter and Van Horn, the kind of this research is descriptive research with qualitative approach. In this study it was found that the implementation of the programme of the PIS-PK are in the category of either Category either because it already has standards and a clear policy objectives and is scalable to support the success of the program in accordance with the expected goal, communication and coordination went smoothly, the characteristics of the implementing agency is in compliance with the objectives of the program, an attitude or disposition of implementing good environmental factors, social, economic and political support against the implementation of PIS-PK at Sub Gadingrejo.",['H1'],2020-05-30 19:59:24,archive,show,6,1,Analisis Program Indonesia Sehat dengan Pendekatan Keluarga di Kecamatan Gadingrejo Kabupaten Pringsewu,['FISIP2'],article,disk0/00/02/12/05,1970-01-01 00:00:00.000002019,2714-7673,"[{'name': {'family': 'Duadji', 'honourific': None, 'lineage': None, 'given': 'Noverman'}, 'id': 'noverman.duadji@fisip.unila.ac.id'}]","Administrativa: Jurnal Birokrasi, Kebijakan dan Pelayanan Publik",63-73,2020-05-30 19:59:24,544,2020-05-30 19:59:24,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/21205,"[{'main': 'Artikel Noverman.pdf', 'docid': 34590, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/197431', 'objectid': 34590, 'hash_type': 'MD5', 'mtime': '2020-05-30 14:15:36', 'hash': '1edb1e2c418371d1bd2de3b2facfab9b', 'filename': 'Artikel Noverman.pdf', 'fileid': 197431, 'mime_type': 'application/pdf', 'filesize': 510201, 'datasetid': 'document'}], 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/34590', 'eprintid': 21205, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en'}]",Jurusan Administrasi Negara,1,pub,,,,,['universitas lampung'],,http://administrativa.fisip.unila.ac.id/index.php/1/article/view/7/7,,,,,,,,,,,,,,
20,published,28050,"This paper is intended to present a comparative analysis of the implementation of a community empowerment based Kampung Climate's Leading Program (ProKlim) in Jati Village, East Jakarta and Kebon Kosong Village, Central Jakarta. The result of this research indicates that both in Kebon Kosong Village and Kelurahan Jati have emphasized aspects of community empowerment in the implementation of ProKlim mainly in climate change adaptation and mitigation activities. Empowerment and participation of communities in Jati Village is considered improperly managed, while in Kebon Kosong Village, the implementation of ProKlim is more coherent and sustainable. However in substance, ProKlim has been well implemented in each locus. Further in practice, ProKlim, with a persistent management, is perceived to be able to manage a microclimate which gives a wider impact on temperature deterioration in the capital city.",['H1'],2021-02-23 02:12:58,archive,show,6,4,Program unggulan kampung iklim (proklim) berbasis pemberdayaan masyarakat,['FISIP2'],article,disk0/00/02/80/50,1970-01-01 00:00:00.000002019,2541-2035,"[{'name': {'honourific': None, 'family': 'Faedlulloh', 'lineage': None, 'given': 'Dodi'}, 'id': 'dodi.faedlulloh@fisip.unila.ac.id'}]",Publisia: Jurnal Ilmu Administrasi Publik,28-44,2021-02-23 02:12:58,2755,2021-02-23 02:12:58,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/28050,"[{'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 28050, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/42106', 'pos': 1, 'format': 'text', 'files': [{'filesize': 150808, 'datasetid': 'document', 'hash': '200eb6fb9c118944cad589e587b0b98e', 'filename': 'Promote_Good_Governance_in_Public_Financial_compressed.pdf', 'hash_type': 'MD5', 'mtime': '2021-02-22 17:22:27', 'mime_type': 'application/pdf', 'fileid': 249823, 'uri': 'http://repository.lppm.unila.ac.id/id/file/249823', 'objectid': 42106}], 'docid': 42106, 'main': 'Promote_Good_Governance_in_Public_Financial_compressed.pdf'}]","Fakultas Ilmu Sosial dan Ilmu Politik, Universitas Merdeka Malang",1,pub,,,,,,,http://jurnal.unmer.ac.id/index.php/jkpp/,,"[{'id': 'dodi.faedlulloh@fisip.unila.ac.id', 'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'name': {'honourific': None, 'family': 'Faedlulloh', 'lineage': None, 'given': 'Dodi'}}]",,,,,,,,,,,,
21,published,19862,"The relationship between bureaucracy and politics is important to discuss again after Indonesia experienced the heated atmosphere of the 2019 elections. The political situation that created polarization had shaken the neutrality of the public servants (ASN). There is an ASN who openly declares political preferences while simultaneously spreading hoaxes in the public sphere. This is because of factors other than the political temperature, also the post-truth phenomenon which also attacked Indonesia. This study was conducted to revisit the discourse on the importance of bureaucratic neutrality to maintain performance in public services and care for democracy. The writer used the desk study method by collecting data and information based on examining and analyzing secondary data. The results emphasized the importance of re-maintaining neutrality for ASN. The alternative step to maintain the ASN neutrality is collaborative supervision conducted by various elements of government and society. In addition, this study offers the importance of ASN being given critical, scientific and literacy education to stem hoaxes in a bureaucratic environment. The ASN can also actively take part in building an anti-hoax community in the bureaucratic environment so that the ASN continues to know of responding to the hoax phenomenon.",['H1'],2020-05-18 02:24:08,archive,show,6,15,Birokrasi dan Hoax: Studi Upaya Menjaga Netralitas Aparatur Sipil Negara di Era Post-Truth,['FISIP2'],article,disk0/00/01/98/62,2019-12-13 00:00:00.000000000,24076767,"[{'name': {'honourific': None, 'family': 'Faedlulloh', 'lineage': None, 'given': 'Dodi'}, 'id': 'dodi.faedlulloh@fisip.unila.ac.id'}, {'id': 'noverman.duadji@fisip.unila.ac.id', 'name': {'given': 'Noverman', 'honourific': None, 'family': 'Duadji', 'lineage': None}}]",Jurnal Borneo Administrator,313-332,2020-05-18 02:24:08,2755,2020-05-18 02:24:08,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/19862,"[{'files': [{'mtime': '2020-05-17 07:22:53', 'hash_type': 'MD5', 'filename': 'Birokrasi dan Hoax.pdf', 'hash': 'fbdefa850c32ec02ce44495411ce2fc0', 'fileid': 188006, 'mime_type': 'application/pdf', 'filesize': 595816, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/188006', 'objectid': 33165}], 'docid': 33165, 'main': 'Birokrasi dan Hoax.pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/33165', 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 19862, 'mime_type': 'application/pdf', 'language': 'en'}]",PKP2A III Lembaga Administrasi Negara Samarinda,3,pub,,,,,,,http://samarinda.lan.go.id/jba/index.php/jba/,,"[{'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'id': 'dodi.faedlulloh@fisip.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Faedlulloh', 'given': 'Dodi'}}, {'name': {'given': 'Noverman', 'lineage': None, 'honourific': None, 'family': 'Duadji'}, 'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'id': 'noverman.duadji@fisip.unila.ac.id'}]",https://doi.org/10.24258/jba.v15i3.566,,,,,,,,,,,
22,,18202,"The Pesawaran District governance conduct and cultivate the tourism potential in the coastal villages areas, through Integrated coastal zone management for sustainable by Department of Tourism and Creative economy. This research is focus on ""how the strategy of local governance in managing the local wisdom being potential assets for tourism industry??"".The method is qualitative descriptive, using data obtained through a large visit to the relevant key informant. The location of this research is in Pesawaran district. The results of the research are as follows: The tourism-management of the Pesawaran District develops into independent tourism industry based on local wisdom. The strategy undertaken through One Village One Destination (OVOD) program for tourism destination carried out by natives. Pesawaran governance is trying to develop villages in the District to serve as a tourist destination. Nowdays, among 148 villages are already develop as 50 top tourist destinations, among others: Sungai Langka Village in GedungTataan sub-district as agrotourism, village (Pekon) Ampai in MargaPunduh sub-district as natives house cultural destinations, NegeriKaton village as center handcrafter of SulamTapis, Muncak village in TelukPandan sub district has sea binoculars and the center of maritime tourism, GunungRejo village in Way Ratai sub-district has waterfalls, agro tourism and other destinations. The OVOD program is expected to provide tourist attraction to the potential of the each destination area. However, local governments still need to fix supporting facilities, such as the availability of shops, souvenir vending shops, restaurant, and other supporting facilities. Therefore, it is needed inter sector cooperation and coordination among others.",['H1'],2020-02-25 04:08:39,archive,show,12,,Tourism Policy: Local Wisdom and Integrated Coastal Zone Management,['FISIP2'],other,disk0/00/01/82/02,2019-08-31 00:00:00.000000000,,"[{'id': 'infimeutia@yahoo.com', 'name': {'given': 'Intan', 'honourific': None, 'family': 'Fitri Meutia', 'lineage': None}}]",,,2020-02-25 04:08:39,205,2020-02-25 04:08:39,,public,http://repository.lppm.unila.ac.id/id/eprint/18202,"[{'placement': 1, 'security': 'public', 'eprintid': 18202, 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'language': 'en', 'files': [{'objectid': 31340, 'uri': 'http://repository.lppm.unila.ac.id/id/file/153233', 'datasetid': 'document', 'filesize': 1834217, 'fileid': 153233, 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'hash_type': 'MD5', 'mtime': '2020-02-25 03:33:14', 'hash': '77ee89fce63e7ddc2d0254a4a11cfb7d', 'filename': 'TourismPolicy.docx'}], 'docid': 31340, 'main': 'TourismPolicy.docx', 'uri': 'http://repository.lppm.unila.ac.id/id/document/31340', 'rev_number': 3, 'formatdesc': 'Penilaian rekan sejawat', 'pos': 1, 'format': 'text'}, {'eprintid': 18202, 'security': 'public', 'placement': 2, 'mime_type': 'application/pdf', 'language': 'en', 'docid': 31341, 'main': 'Tourism_Policy__Local_Wisdom_and_Integrated_Coasta.pdf', 'files': [{'objectid': 31341, 'uri': 'http://repository.lppm.unila.ac.id/id/file/153236', 'datasetid': 'document', 'filesize': 1945985, 'fileid': 153236, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2020-02-25 03:35:08', 'filename': 'Tourism_Policy__Local_Wisdom_and_Integrated_Coasta.pdf', 'hash': 'bb614c2a0b700d148f42c707c9f6e645'}], 'format': 'text', 'pos': 2, 'formatdesc': 'Similarity Check', 'uri': 'http://repository.lppm.unila.ac.id/id/document/31341', 'rev_number': 3}, {'eprintid': 18202, 'security': 'public', 'placement': 3, 'language': 'en', 'mime_type': 'application/pdf', 'docid': 31342, 'main': 'Jurnal Law 2019_Tourism Policy Local Wisdom and Integrated CoastalZone.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/153239', 'objectid': 31342, 'filesize': 182629, 'datasetid': 'document', 'filename': 'Jurnal Law 2019_Tourism Policy Local Wisdom and Integrated CoastalZone.pdf', 'hash': '45a3ac25ce4000acef4b00ad972ed3d9', 'hash_type': 'MD5', 'mtime': '2020-02-25 03:36:49', 'mime_type': 'application/pdf', 'fileid': 153239}], 'format': 'text', 'pos': 3, 'formatdesc': 'File Jurnal', 'rev_number': 3, 'uri': 'http://repository.lppm.unila.ac.id/id/document/31342'}]","International Institute for Science, Technology & Education",,pub,,,,,,,https://www.iiste.org/Journals/index.php/JLPG/article/view/49330,,,ISSN 2224-3240 (Paper) ISSN 2224-3259 (Online),,,,,,,,,,,
23,published,14916,"Distributive politics is part of the concept of patronage or clientelism, term of clientelism commonly referred to in some scientific literature. Research on distributive politics in the context of local politics, especially in the election of regional heads is still rare. Previous studies are still conducted within the national scope, such as presidential and legislative elections. This research tries to answer the question of how the process of distributive politics and manipulative policies runs in the local context of Bandar Lampung Local Election in 2015.The study was conducted in Bandar Lampung City in September 2016 until January 2017. This research used qualitative method through in-depth interview approach to informants related to the research. The informant consisted of several political actors, Herman HN's successful team and academics. The result of this research indicates that politics of distributive among voters occurs in the selection of Bandar Lampung Mayor. There is a symbiotic mutualism between candidate and the voters in Bandar Lampung Local Election. Voters can be influenced by the choice of imaging of candidate, through the concept of distributive politics or pork barrels politics or provide necessary needs for the voting community with infrastructure policy; roads and bridges, free education, free health and religious social assistance. Other results indicate that the manipulative policies carried out by candidate make voters lulled to absurd performance that ends in the Bandar Lampung City budget crisis after the policy is rolled out.",['JC'],2019-11-04 07:37:30,archive,show,6,4,"Hasil scan similarity artikel ""Distributive Politics and Manipulative Policy in Local Election""",['FISIP2'],article,disk0/00/01/49/16,2019-07-25 00:00:00.000000000,"2477-8060, 2503-4456","[{'name': {'family': 'Hermawan', 'honourific': None, 'lineage': None, 'given': 'Dedy'}, 'id': 'hermawan.dedy@yahoo.com'}, {'id': 'robi_ck@yahoo.com', 'name': {'family': 'Cahyadi', 'honourific': None, 'lineage': None, 'given': 'Robi'}}]",Politik Indonesia: Indonesian Political Science Review,180-190,2019-11-04 07:37:30,659,2019-11-04 07:37:30,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/14916,"[{'files': [{'objectid': 28036, 'uri': 'http://repository.lppm.unila.ac.id/id/file/128682', 'mime_type': 'application/pdf', 'fileid': 128682, 'filename': 'Jurnal_Indonesia_Political_Science.pdf', 'hash': '01651f98ede515b101cbd31fbcd48a90', 'hash_type': 'MD5', 'mtime': '2019-11-01 05:41:21', 'datasetid': 'document', 'filesize': 2978994}], 'main': 'Jurnal_Indonesia_Political_Science.pdf', 'docid': 28036, 'uri': 'http://repository.lppm.unila.ac.id/id/document/28036', 'rev_number': 1, 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 14916, 'language': 'en', 'mime_type': 'application/pdf'}]",Universitas Negeri Semarang,2,pub,,,,,,,https://journal.unnes.ac.id/nju/index.php/jpi/article/view/19122/9441,,,,,,,,,,,,,,
24,,14942,"Partisipasi adalah pendekatan yang menjadi tren dalam desain program pemerintah yang terkait dengan kesejahteraan sosial. Melalui partisipasi dampak pemberdayaan masyarakat diharapkan dapat muncul di samping pencapaian keluaran program. Penelitian ini bertujuan untuk menguji model partisipasi masyarakat berbasis perilaku. Jenis penelitian yang digunakan dalam penelitian ini adalah penelitian kuantitatif dengan menggunakan penelitian eksperimen yang dilakukan dengan menggunakan model Pretest-Posttest Control Group Design dengan satu macam perlakuan pada satu kelompok eksperimen dan satu kelompok pembanding. Hasil penelitian ini menyimpulkan pemberian perlakuan pada kelompok eksperimen memberikan peningkatan yang lebih tinggi daripada kelompok control, artinya model partisipasi berbasis perilaku dapat diterima dan merubah pengetahuan kelompok sasaran. Selain kemampuan personal menguat dengan model berbasis penguatan inisiatif partisipasi ini, masyarakat memiliki kemampuan social kelompok yang menguat yaitu: menghargai orang lain, mampu bekerja sama dengan orang lain, mandiri, memiliki kemampuan tampil di depan umum (public speaking), peduli dengan sesama, dan memiliki kemelekan terhadap informasi kelompok.",['JS'],2019-11-04 08:29:05,archive,show,8,,Hasil Scan Similarity Makalah: MENJEMBATANI PARTISIPASI: PENGELOLAAN PROGRAM PARTISIPATIF BERBASIS PERILAKU PADA PEMERINTAH DAERAH DI PROVINSI LAMPUNG,['FISIP2'],conference_item,disk0/00/01/49/42,1970-01-01 00:00:00.000002019,,"[{'id': 'hermawan.dedy@yahoo.com', 'name': {'given': 'Dedy', 'lineage': None, 'family': 'Hermawan', 'honourific': None}}, {'name': {'given': 'Simon', 'honourific': None, 'family': 'Hutagalung', 'lineage': None}, 'id': 'simon.sumanjoyo@fisip.unila.ac.id'}]",,,2019-11-04 08:29:05,659,2019-11-04 08:29:05,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/14942,"[{'eprintid': 14942, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en', 'main': 'Prosiding_Polinela_2019.pdf', 'docid': 28063, 'files': [{'objectid': 28063, 'uri': 'http://repository.lppm.unila.ac.id/id/file/128860', 'datasetid': 'document', 'filesize': 5433004, 'mime_type': 'application/pdf', 'fileid': 128860, 'filename': 'Prosiding_Polinela_2019.pdf', 'hash': '0a7c2b1b0402802dd32f586ef5bcefc5', 'hash_type': 'MD5', 'mtime': '2019-11-01 07:40:15'}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/28063'}]",,,pub,Seminar Nasional Teknologi Pertanian VII Politeknik Negeri Lampung,"Bukit randu, Bandar lampung",conference,11 Oktober 2018,,paper,,,,,,,,,,,,,,,
25,published,11301,"Participation is the approach that has become a trend in the design of government programs related to social welfare. Through different events. This study aims to examine the behavior-based community interaction model. The type of research used in this study is quantitative research using experimental research conducted using the Pretest-Posttest Design Group Control model with one kind of observation in one experimental group and one comparison group. The results of this study were conducted in the experimental group which gave a higher speed than the control group, including the model used to find and change the knowledge of the target group. In addition to strengthening personal abilities with community-based models, the community has the ability to strengthen social groups: others, are able to work with others, are independent, have the ability to appear in public (public speaking), care for others, and have an attitude towards group information.",['JS'],2019-05-02 04:20:31,archive,show,7,,Partisipasi Berbasis Perilaku dalam Pengelolaan Program Partisipatif di Provinsi Lampung,['FISIP2'],conference_item,disk0/00/01/13/01,2019-04-10 00:00:00.000000000,,"[{'name': {'given': 'Dedy', 'lineage': None, 'honourific': None, 'family': 'Hermawan'}, 'id': 'hermawan.dedy@yahoo.com'}, {'id': 'simon.sumanjoyo@fisip.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Hutagalung', 'given': 'Simon'}}]",,,2019-05-02 04:20:31,659,2019-05-02 04:20:31,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/11301,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 11301, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/24305', 'rev_number': 1, 'docid': 24305, 'main': 'prosiding polinela.pdf', 'files': [{'objectid': 24305, 'uri': 'http://repository.lppm.unila.ac.id/id/file/102936', 'fileid': 102936, 'mime_type': 'application/pdf', 'mtime': '2019-04-25 08:10:42', 'hash_type': 'MD5', 'filename': 'prosiding polinela.pdf', 'hash': '4ef4f1229940e53c6d99ea218aadb18e', 'datasetid': 'document', 'filesize': 1692431}]}]",,,pub,Prosiding Seminar Nasional Pengembangan Teknologi Pertanian,"Hotel Bukit Randu, Bandar Lampung",conference,8 Oktober 2018,,paper,,,,,,,,,,,,,,,
26,published,14529,"The government uses the participation approach in the efforts to overcome the socio-economic problem capacity within the community since it was able to increase community empowerment indirectly, even though to the probability of fake participation in the program implementation still exist. The purpose of this research is to find out the participation form that raised by the government programs, by looking at the community behaviour factors that determine the success of participation and a behaviour-based model of community participation to overcome the participation problem. The research type is descriptive with a qualitative approach through the application of several methods of data collection, in-depth interviews, secondary data studies and observations. The informants of this study were 20 people from local government, program implementers and target groups. The analysis data is using the qualitative technique. The results identified the typology of participation that emerged in the management of community participation programs in Lampung Province in the area of non-participation, delegation of authority and partnerships. The conditions of participation that occur driven by community behaviour factors. Consist of three factors, namely: 1) Trust or opportunity to participate; 2) Ability to participate, and 3) Willingness to participate in each activity determined by the presence or absence of the interests concerned. In the end, a behaviour-based participation management model built by adopting the concept of community engagement and personal engagement.",['JS'],2019-11-04 02:36:56,archive,show,6,32,Development of community participation based on behaviour in managing participative programs,['FISIP2'],article,disk0/00/01/45/29,2019-10-10 00:00:00.000000000,2088-7050,"[{'name': {'family': 'Hermawan', 'honourific': None, 'lineage': None, 'given': 'Dedy'}, 'id': 'hermawan.dedy@yahoo.com'}, {'name': {'family': 'Hutagalung', 'honourific': None, 'lineage': None, 'given': 'Simon Sumanjoyo'}, 'id': 'simon.sumanjoyo@fisip.unila.ac.id'}]","Masyarakat, Kebudayaan dan Politik",311-322,2019-11-04 02:36:56,659,2019-11-04 02:36:56,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/14529,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 14529, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/27612', 'docid': 27612, 'main': '5685-56161-2-PB.pdf', 'files': [{'filesize': 542503, 'datasetid': 'document', 'hash': '36ffd4a713ffaccf07f72cae38760c24', 'filename': '5685-56161-2-PB.pdf', 'hash_type': 'MD5', 'mtime': '2019-10-10 20:48:13', 'mime_type': 'application/pdf', 'fileid': 125873, 'uri': 'http://repository.lppm.unila.ac.id/id/file/125873', 'objectid': 27612}]}]",Universitas Airlangga,3,pub,,,,,,,https://e-journal.unair.ac.id/MKP/article/view/5685,,,,,,,,,,,,,,
27,published,33371,"This  study  aims  to  determine  and  analyze  how  the  role  of  civil  society  as  a  non-State  actor  and  publik  sphere  in environmental governance in Bandarlampung. This research is motivated by the amount of environmental pollution and the inportance of the role of a civil society. This study focuses on 4 main issues concerning the role of civil society thich are of concern to researchers namely the collection and dissemination of information about the environment, assessment and monitoring of the environment; advocacy for environmental justice and the community has full rights to every public activity. The result of this study are the implementation of the role of civil society going well but there are several indicators that are not optimal in carryng out their role to cooperate with the community in maintaining  environmental  conditions.  The  researcher’s  suggestion  for  the  role  of  civil  society  as  a  non-State  actor  and  public sphere  in  environmental  governance  is  that  it  is  often  best  to  conduct  socialization  and  discussion  related  to environmental issues with the community and increase public access through community empowerment so that the community will be more active and aware of their environmental potential.",['H1'],2021-08-10 01:29:46,archive,show,6,1,Dinamika Peran Civil Society dalam Ruang Publik: Studi WALHI Lampung,['FISIP2'],article,disk0/00/03/33/71,2019-09-01 00:00:00.000000000,2714-7673,"[{'id': 'Efendi', 'name': {'given': 'Nur', 'lineage': None, 'family': 'Herni', 'honourific': None}}, {'id': 'yulianto@fisip.unila.ac.id', 'name': {'given': 'Yulianto', 'honourific': None, 'family': 'Yulianto', 'lineage': None}}, {'name': {'given': 'Ita', 'lineage': None, 'honourific': None, 'family': 'Prihantika'}, 'id': 'itaprihantika@fisip.unila.ac.id'}]","Administrativa: Jurnal Birokrasi, Kebijakan dan Pelayanan Publik",19-28,2021-08-10 01:29:46,307,2021-08-10 01:29:46,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/33371,"[{'files': [{'datasetid': 'document', 'filesize': 520380, 'fileid': 395752, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2021-08-09 23:22:14', 'filename': '3 DINAMIKA PERAN CIVIL SOCIETY DALAM RUANG PUBLIK STUDI WALHI LAMPUNG.pdf', 'hash': '30c12d0bfe1dcebebf8d1e04df15aad3', 'objectid': 152776, 'uri': 'http://repository.lppm.unila.ac.id/id/file/395752'}], 'main': '3 DINAMIKA PERAN CIVIL SOCIETY DALAM RUANG PUBLIK STUDI WALHI LAMPUNG.pdf', 'docid': 152776, 'uri': 'http://repository.lppm.unila.ac.id/id/document/152776', 'rev_number': 1, 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 33371, 'language': 'en', 'mime_type': 'application/pdf'}]",Jurusan Administrasi Negara,1,pub,,,,,"['Universitas Lampung', 'Universitas Lampung', 'Universitas Lampung']",,,,"[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}]",,,,,,,,,,,,
