,eprintid,status_changed,eprint_status,subjects,title,rev_number,metadata_visibility,type,divisions,creators,dir,date,lastmod,userid,datestamp,ispublished,documents,publisher,full_text_status,uri,abstract,official_url,volume,date_type,pagerange,number,refereed,issn,publication,id_number,contributors,related_url,pages,book_title,isbn,place_of_pub
10,51255,2023-05-09 03:06:09,archive,['Q1'],Similarity check Immobilization and Stabilization of Aspergillus Fumigatus α-Amylase by Adsorption on a Chitin,7,show,other,['FMIPA2'],"[{'name': {'given': 'Bambang', 'family': 'Irawan', 'honourific': None, 'lineage': None}, 'id': 'bambang.irawan@fmipa.unila.ac.id'}]",disk0_bak/00/05/12/55,1970-01-01 00:00:00.000002023,2023-05-09 03:06:09,730,2023-05-09 03:06:09,unpub,"[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 51255, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/191026', 'rev_number': 1, 'main': 'SI_Yandri and Hadi_2022_1305-4241-1-PB.pdf.pdf', 'docid': 191026, 'files': [{'hash_type': 'MD5', 'mtime': '2023-05-08 23:20:18', 'filename': 'SI_Yandri and Hadi_2022_1305-4241-1-PB.pdf.pdf', 'hash': '9fce00e39ac62cb423a4accbecd281dc', 'fileid': 550628, 'mime_type': 'application/pdf', 'filesize': 1432329, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/550628', 'objectid': 191026}]}]",Emerging Science Journal,public,http://repository.lppm.unila.ac.id/id/eprint/51255,,,,,,,,,,,,,,,,
11,51262,2023-05-09 03:09:39,archive,['Q1'],The use of cellulolytic Aspergillus sp. inoculum to improve the quality of Pineapple compost,7,show,article,['FMIPA2'],"[{'name': {'given': 'Bambang', 'lineage': None, 'family': 'Irawan', 'honourific': None}, 'id': 'bambang.irawan@fmipa.unila.ac.id'}, {'id': None, 'name': {'family': 'Saputra', 'honourific': None, 'lineage': None, 'given': 'Andi'}}, {'id': 'alfarisi.mdr@gmail.com', 'name': {'lineage': None, 'family': 'Farisi', 'honourific': None, 'given': 'Salman'}}, {'name': {'given': 'yuli', 'lineage': None, 'honourific': None, 'family': 'Yulianty'}, 'id': 'yoelisoeradji@yahoo.co.id'}, {'id': 'wahyu6125@yahoo.co.id', 'name': {'given': 'Sri', 'family': 'Wahyuningsih', 'honourific': None, 'lineage': None}}, {'name': {'honourific': None, 'family': 'Noviany', 'lineage': None, 'given': 'Noviany'}, 'id': 'noviany@fmipa.unila.ac.id'}, {'name': {'given': 'Yandri', 'lineage': None, 'family': 'Yandri', 'honourific': None}, 'id': 'yandri.as@fmipa.unila.ac.id'}, {'id': 'sutopo.hadi@fmipa.unila.ac.id', 'name': {'honourific': None, 'family': 'Hadi', 'lineage': None, 'given': 'Sutopo'}}]",disk0_bak/00/05/12/62,1970-01-01 00:00:00.000002023,2023-05-09 03:09:39,730,2023-05-09 03:09:39,pub,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/191033', 'format': 'text', 'pos': 1, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/550673', 'objectid': 191033, 'hash_type': 'MD5', 'mtime': '2023-05-08 23:52:22', 'hash': '86cf2fd0049f72aef8a86664206bb71b', 'filename': '7951.pdf', 'fileid': 550673, 'mime_type': 'application/pdf', 'filesize': 396799, 'datasetid': 'document'}], 'docid': 191033, 'main': '7951.pdf', 'language': 'en', 'mime_type': 'application/pdf', 'security': 'public', 'placement': 1, 'eprintid': 51262}]",,public,http://repository.lppm.unila.ac.id/id/eprint/51262,"Pineapple litter has a complex polymer of cellulose, hemicellulose, and lignin, which makes them difficult to decompose. However, pineapple litter has great potential to be a good organic material source for the soil when completely decomposed. The addition of inoculants can facilitate the
composting process. This study investigated whether the addition of cellulolytic fungi inoculants to
pineapple litters improves the efficiency of the composting processes. The treatments were KP1 = pineapple leaf litter: cow manure (2:1), KP2 = pineapple stem litter: cow manure (2:1), KP3 = pineapple leaf litter: pineapple stem litter: cow manure P1 (leaf litter and 1% inoculum), P2 (stem litter
and 1% inoculum), and P3 (leaf + stem litters and 1% inoculum). The result showed that the number of Aspergillus sp. spores on corn media was 5.64 x 107 spores/mL, with viability of 98.58%.
Aspergillus sp. inoculum improved the quality of pineapple litter compost, based on the enhanced contents of C, N, P, K, and the C/N ratio, during the seven weeks of composting. Moreover, the best treatment observed in this study was P1. The C/N ratios of compost at P1, P2, and P3 were within the
recommended range of organic fertilizer which was 15–25%, with a Carbon/Nitrogen proportion of 11.3%, 11.8%, and 12.4% (P1, P2, and P3), respectively.
Keywords: Aspergillus sp; cellulolytic; decomposition inoculum; pineapple litter",https://www.aimspress.com/article/doi/10.3934/microbiol.2023003,9.0,,,1.0,TRUE,2471-1888,AIMS Microbiology,,,,,,,
12,49341,2023-03-29 01:40:58,archive,['Q1'],"Edukasi Penanggulangan Limbah Organik dan Anorganik Bagi Siswa
SMA 1 Bandar Lampung",6,show,article,['FMIPA2'],"[{'name': {'given': 'Mohammad', 'lineage': None, 'honourific': None, 'family': 'Kanedi'}, 'id': 'wegayendi@yahoo.com'}]",disk0_bak/00/04/93/41,2023-03-01 00:00:00.000000000,2023-03-29 01:40:58,833,2023-03-29 01:40:58,pub,"[{'files': [{'objectid': 188886, 'uri': 'http://repository.lppm.unila.ac.id/id/file/535692', 'mime_type': 'application/pdf', 'fileid': 535692, 'hash': 'b51c2d7dd9fc3e02ff0d57c0f337bb8f', 'filename': 'PUBlIKASI PENGABDIAN -2.pdf', 'mtime': '2023-03-28 15:10:54', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 271773}], 'docid': 188886, 'main': 'PUBlIKASI PENGABDIAN -2.pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/188886', 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 49341, 'mime_type': 'application/pdf', 'language': 'en'}]",Institut Bakti Nusantara,public,http://repository.lppm.unila.ac.id/id/eprint/49341,"Upaya pelestarian dan pemeliharaan lingkungan agar terbebas dari limbah yaitu dengan cara pengolahan limbah
dengan pola 3R (Reduce, Reuse, Recycle). Konsep 3R mendorong masyarakat melakukan penanganan limbah
dari sumbernya seperti pemilahan limbah dan pengemasan limbah dengan benar, mendorong penerapan konsep
pemanfaatan sampah yang memiliki nilai ekonomi. Pengabdian ini merupakan kegiatan yang dilakukan utk
mengedukasi siswa mengenai pengolahan limbah organik dan limbah anorganik yang bertujuan untuk meningkatkan keterampilan dan kreatifitas siswa SMA dalam penanganan limbah sehingga menambah wawasan terhadap limbah yang dapat dijadikan kerajinan dan mempunyai nilai ekonomi. Limbah organik diolah menjadi ecoenzim dan sabun cuci, sedangkan limbah anorganik diolah menjadi ecobrick. Selama kegiatan berlangsung dapat dilihat atensi atau perhatian siswa terhadap materi yang disampaikan cukup tinggi. Hal ini dapat dilihat dari banyaknya pertanyaan yang diajukan, bahkan beberapa guru juga ikut bertanya.",http://jurnal.ibnus.ac.id/index.php/jurdian/index,1.0,,45-50,2.0,TRUE,-,JURDIAN: Jurnal Pengabdian Bakti Nusantara,-,"[{'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'id': 'kusumahandayani@yahoo.co.id', 'name': {'given': 'Kusuma', 'lineage': None, 'honourific': None, 'family': 'Handayani'}}, {'id': 'ecoli.lacto@gmail.com', 'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'name': {'family': 'Ekowati', 'honourific': None, 'lineage': None, 'given': 'CN'}}, {'name': {'lineage': None, 'family': 'Setiawan', 'honourific': None, 'given': 'Wawan'}, 'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'id': 'wawan.a.setiawan@gmail.com'}]",[{'url': 'https://jurnal.ibnus.ac.id/index.php/jurdian/article/view/16/12'}],,,,
13,49339,2023-03-29 01:40:51,archive,['Q1'],"Indonesian medicinal plants that have the potential to affect testicular function: A
Review",6,show,article,['FMIPA2'],"[{'id': 'wegayendi@yahoo.com', 'name': {'lineage': None, 'honourific': None, 'family': 'Kanedi', 'given': 'Mohammad'}}]",disk0_bak/00/04/93/39,2023-03-01 00:00:00.000000000,2023-03-29 01:40:51,833,2023-03-29 01:40:51,pub,"[{'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/535680', 'objectid': 188884, 'filesize': 866495, 'datasetid': 'document', 'filename': '91.Medicinal plants that affect testicular function_GSCARR-2023-0082.pdf', 'hash': 'a801564f882e93e9db15fe877a1b4567', 'hash_type': 'MD5', 'mtime': '2023-03-28 14:38:35', 'mime_type': 'application/pdf', 'fileid': 535680}], 'main': '91.Medicinal plants that affect testicular function_GSCARR-2023-0082.pdf', 'docid': 188884, 'uri': 'http://repository.lppm.unila.ac.id/id/document/188884', 'rev_number': 1, 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 49339, 'mime_type': 'application/pdf', 'language': 'en'}]",GSC Online Press,public,http://repository.lppm.unila.ac.id/id/eprint/49339,"The testes are two glandular organs in the male reproductive system responsible for producing gametes called sperm
and synthesizing androgen hormone called testosterone. The two functions of the testes are used as parameters for
fertility and sexual performance in males. This paper presents the results of research to find plant-derived ingredients
that are potential to treat disorders related to testicular function carried out in Indonesia in the last two decades. The
inclusions criteria of the papers compiled are: containing the results of research conducted in Indonesia, by Indonesian
researchers; have been published both in national and international journals that can be accessed using Google search
engine. The results indicated there are numerous plant species that were revealed to have potentials to be developed as contraceptive or anti-fertility agent, pro-fertility ingredient and sexual activity enhancer herbs in males. Given fertility, infertility, and sexual behavior in males are all determined by the function of testes, it can be concluded that the Indonesian medicinal plants studied are containing active substance that have an effect on the testes.",https://gsconlinepress.com/journals/gscarr/content/indonesian-medicinal-plants-have-potential-affect-testicular-function-review,14.0,,163-172,3.0,TRUE,2582-4597,GSC Advanced Research and Reviews,https://doi.org/10.30574/gscarr.2023.14.3.0082,"[{'id': 'sutyarso@yahoo.co.id', 'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'name': {'given': 'Sutyarso', 'family': 'Sutyarso', 'honourific': None, 'lineage': None}}, {'name': {'given': 'Amrina', 'lineage': None, 'honourific': None, 'family': 'Izzatika'}, 'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'id': 'amrina.izzatika@fkip.unila.ac.id'}]",[{'url': 'https://gsconlinepress.com/journals/gscarr/sites/default/files/GSCARR-2023-0082.pdf'}],,,,
14,49338,2023-03-29 01:40:53,archive,['Q1'],"Larvicide effects of Bacillus sp isolated from soil against fall armyworm Spodoptera
frugiperda (Lepidoptera: Noctuidae)",6,show,article,['FMIPA2'],"[{'id': 'wegayendi@yahoo.com', 'name': {'honourific': None, 'family': 'Kanedi', 'lineage': None, 'given': 'Mohammad'}}]",disk0_bak/00/04/93/38,2023-03-01 00:00:00.000000000,2023-03-29 01:40:53,833,2023-03-29 01:40:53,pub,"[{'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/188883', 'rev_number': 1, 'main': '90.Larvicide effect of Bacillus -GSCBPS-2023-0088.pdf', 'docid': 188883, 'files': [{'datasetid': 'document', 'filesize': 868438, 'mime_type': 'application/pdf', 'fileid': 535674, 'filename': '90.Larvicide effect of Bacillus -GSCBPS-2023-0088.pdf', 'hash': '0e1a5c1175c7cc7d72e9a621fbad9bdc', 'mtime': '2023-03-28 14:28:28', 'hash_type': 'MD5', 'objectid': 188883, 'uri': 'http://repository.lppm.unila.ac.id/id/file/535674'}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 49338, 'security': 'public', 'placement': 1}]",GSC Online Press,public,http://repository.lppm.unila.ac.id/id/eprint/49338,"Prolonged use of pesticides was known to have a negative impact on the environment, health, and living organisms.
Therefore alternative pest control techniques need to be developed continuously. One pest eradication techniques that
is believed to be safe for the environment is biological control. This study intended to evaluate the toxicity properties
of 7 different isolates suspension of Bacillus sp. isolated from soil in a botanical garden in West Lampung against
Spodoptera frugiperda larvae. Morphological characterization of protein crystals which are toxic to insects contained in
the suspension was carried out microscopically at a magnification of 1000x. Then, each isolate suspension was tested
for its toxicity properties on the 3rd instar larvae of S. frugiverda. The protein crystal morphology of the Bacillus sp
isolate coded TB7 was similar to that of L. sphaericus. While the other six isolates (TMA 26, TBA 4, TBA 7, TB 5, BP 14,
and TSR 6) had morphological characteristics similar to that found in the B. thuringiensis. The results of larvicide test
showed that Bacillus sp isolates coded TMA 26, TBA 7, BP 14 and TB 5 caused mortality on day 3. TBA 4 isolates killed
larvae on day 4, while isolates coded TSR 6 and TB 7 killed larvae on day 5. In conclusion, Bacillus sp isolate isolated
from soil has toxic properties to the larvae of S rugiperda. So it is suggested that the bacterial isolate Bacillus sp can be used as a biological control agent for insect pests.",https://gsconlinepress.com/journals/gscbps/content/larvicide-effects-bac...,22.0,,028-034,3.0,TRUE,2581-3250,"GSC Biological and Pharmaceutical Sciences,",https://doi.org/10.30574/gscbps.2023.22.3.0088,"[{'id': 'kusumahandayani@yahoo.co.id', 'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'name': {'given': 'Kusuma', 'lineage': None, 'honourific': None, 'family': 'Handayani'}}, {'name': {'family': 'Ekowati', 'honourific': None, 'lineage': None, 'given': 'CN'}, 'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'id': 'ecoli.lacto@gmail.com'}]",[{'url': 'https://gsconlinepress.com/journals/gscbps/sites/default/files/GSCBPS-2023-0088.pdf'}],,,,
15,49340,2023-03-29 01:40:56,archive,['Q1'],"Pemberdayaan Masyarakat Petani Kopi Melalui Budidaya Tumpang
Sari Tanaman Cabai Pada Perkebunan Kopi di Pekon Pagar Dewa
Kabupaten Lampung Barat",6,show,article,['FMIPA2'],"[{'name': {'given': 'Mohammad', 'honourific': None, 'family': 'Kanedi', 'lineage': None}, 'id': 'wegayendi@yahoo.com'}]",disk0_bak/00/04/93/40,2023-03-01 00:00:00.000000000,2023-03-29 01:40:56,833,2023-03-29 01:40:56,pub,"[{'files': [{'mime_type': 'application/pdf', 'fileid': 535686, 'filename': 'PUBLKASI JURNAL PENGABSIAN.pdf', 'hash': 'd7519cd7a744164ac016430202f8eab4', 'mtime': '2023-03-28 14:54:35', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 451576, 'objectid': 188885, 'uri': 'http://repository.lppm.unila.ac.id/id/file/535686'}], 'main': 'PUBLKASI JURNAL PENGABSIAN.pdf', 'docid': 188885, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/188885', 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 49340, 'mime_type': 'application/pdf', 'language': 'en'}]",Institut Bakti Nusantara,public,http://repository.lppm.unila.ac.id/id/eprint/49340,"The intercropping system is a cropping system that is carried out by planting two or more different types of plants
simultaneously at relatively the same time. One of the combinations in intercropping is coffee and chili plants
with coffee plants as the main crop and chili plants as intercrops. This activity was carried out in the Pekon Pagar
Dewa coffee area, Pagar Dewa District, West Lampung Regency. The purpose of this activity is to provide
direction to farmer residents that the intercropping system can be relied upon as a side income and increase public
knowledge about the intercropping system of coffee plants on chili plants. Writing this article uses a qualitative
approach with a descriptive-explanative model. The method used is assistance in the form of counseling and training. The results of this activity showed a positive response from coffee farmers, some of them immediately practiced making tumpeng sari plants among the coffee plants in their gardens.",https://jurnal.ibnus.ac.id/index.php/jurdian/issue/view/2,1.0,,51-56,2.0,TRUE,-,JURDIAN: Jurnal Pengabdian Bakti Nusantara,-,"[{'name': {'given': 'Wawan', 'honourific': None, 'family': 'Setiawan', 'lineage': None}, 'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'id': 'wawan.a.setiawan@gmail.com'}, {'id': 'kusumahandayani@yahoo.co.id', 'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'name': {'given': 'Kusuma', 'lineage': None, 'honourific': None, 'family': 'Handayani'}}]",[{'url': 'https://jurnal.ibnus.ac.id/index.php/jurdian/article/view/17/13'}],,,,
16,49336,2023-03-29 01:40:45,archive,['Q1'],"Repellent effect of plant leaves extract of tomato (Solanum lycopersicum L.) against
Aedes aegypti mosquitoes",6,show,article,['FMIPA2'],"[{'name': {'given': 'Mohammad', 'lineage': None, 'honourific': None, 'family': 'Kanedi'}, 'id': 'wegayendi@yahoo.com'}]",disk0_bak/00/04/93/36,2023-01-01 00:00:00.000000000,2023-03-29 01:40:45,833,2023-03-29 01:40:45,pub,"[{'eprintid': 49336, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en', 'docid': 188881, 'main': '88. Repellent effect of Tomato-WJBPHS-2023-0024.pdf', 'files': [{'objectid': 188881, 'uri': 'http://repository.lppm.unila.ac.id/id/file/535662', 'datasetid': 'document', 'filesize': 812331, 'mime_type': 'application/pdf', 'fileid': 535662, 'filename': '88. Repellent effect of Tomato-WJBPHS-2023-0024.pdf', 'hash': 'c4b6a49992ea1e5abde7054c60e9fcb3', 'hash_type': 'MD5', 'mtime': '2023-03-28 14:02:41'}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/188881'}]",World Journal of Advanced Research and Reviews,public,http://repository.lppm.unila.ac.id/id/eprint/49336,"Avoiding the bites of Aedes aegypti is the best way to prevent transmission of dengue hemorrhagic fever (DHF). One
effective way to avoid mosquito bites is to apply a repellent lotion. This research is an effort to find natural ingredients
for mosquito repellent lotions. The purpose of this research is to determine the repellent effect of the ethanol extract of
tomato (Solanum lycopersicum L.) leaves, known to rich in alkaloids and saponin, against Aedes mosquitoes. The
repellent lotion of tomato leaves extract was prepared in five concentration levels namely 0% (control), 10%, 20%,
30%, 40% and 50%. By applying a completely randomized design, five cages were prepared with 25 mosquitoes each,
into which volunteers were asked to put their bare hands.The results showed that tomato leaf extract had a repellent
effect on Aedes aegypti mosquito in a concentration-dependent manner.At the concentration of 10% the extract repels mosquito bites by 36%, while the extract with a concentration of 50% able to repel mosquito bites by up to 83%. It can be concluded that tomato leaf extract has a repellent effect on Aedes aegypti mosquitoes and has the potential to be developed as a mosquito repellent lotion.",https://wjarr.com/,13.0,,198-202,1.0,TRUE,2582-5542,World Journal of Biology Pharmacy and Health Sciences,https://doi.org/10.30574/wjbphs.2023.13.1.0024,"[{'name': {'lineage': None, 'honourific': None, 'family': 'Setyaningrum', 'given': 'Endah'}, 'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'id': 'endahsetyaningrum375@gmail.com'}, {'name': {'honourific': None, 'family': 'Pratami', 'lineage': None, 'given': 'Gina Dania'}, 'id': 'ginadaniapratami@gmail.com', 'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'id': 'unihas9343@gmail.com', 'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'name': {'lineage': None, 'honourific': None, 'family': 'HS', 'given': 'Unih'}}]",[{'url': 'https://wjbphs.com/content/repellent-effect-plant-leaves-extract-tomato-solanum-lycopersicum-l-against-aedes-aegypti'}],,,,
17,49337,2023-03-29 01:40:48,archive,['Q1'],"Studies on the antimicrobial potential of plant extract of banana (Genus Musa) in
Indonesia",6,show,article,['FMIPA2'],"[{'id': 'wegayendi@yahoo.com', 'name': {'family': 'Kanedi', 'honourific': None, 'lineage': None, 'given': 'Mohammad'}}]",disk0_bak/00/04/93/37,2023-02-01 00:00:00.000000000,2023-03-29 01:40:48,833,2023-03-29 01:40:48,pub,"[{'main': '89. Antimicrobial of banana plant extract-WJARR-2023-0252.pdf', 'docid': 188882, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/535668', 'objectid': 188882, 'hash': '3813c9eee443d6ee43ac9fbccdce280a', 'filename': '89. Antimicrobial of banana plant extract-WJARR-2023-0252.pdf', 'hash_type': 'MD5', 'mtime': '2023-03-28 14:17:00', 'mime_type': 'application/pdf', 'fileid': 535668, 'filesize': 761992, 'datasetid': 'document'}], 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/188882', 'eprintid': 49337, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en'}]",World Journal of Advanced Research and Reviews,public,http://repository.lppm.unila.ac.id/id/eprint/49337,"The positive impact of the discovery of antibiotics coupled with advances in the development of antimicrobial drugs has
improved human health. Unfortunately, prolonged use of antibiotics has increased microbial resistance. That is why
research to find natural ingredients that have the potential to be developed into plant-derived antimicrobial drugs
continues to be carried out throughout the world. Among the plants that have been intensively studied for their
antimicrobial properties are bananas of the Genus Musa (family Musaceae). In Indonesia, in the last decade there have
been quite a lot of studies on the antimicrobial properties of banana plant extracts. Bananas are known to contain a
variety of bioactive compounds that are antimicrobial, such as: lycopene, saponins, alkaloids, flavonoids, tannins,
phenols, terpenoids, anthocyanins. Microbes that have been proven to be affected with crude extracts of banana plants
are fungi such as Trichophyton rubrum, Candida albicans and Pityrosporum ovale and bacteria such as Enterococcus
faecalis, Porphyromonas gingivalis, Staphylococcus aureus, Escherichia coli, Lactobacillus plantarum, Klebsiella
pneumonia, and Enterococcus faecalis. Therefore it can be concluded that banana plants can be used as a source of plantderived antimicrobial medicine.",https://wjarr.com/,13.0,,386-392,2.0,TRUE,2581-9615,"World Journal of Advanced Research and Reviews,",https://doi.org/10.30574/wjarr.2023.17.2.0252,"[{'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'id': 'kusumahandayani@yahoo.co.id', 'name': {'given': 'Kusuma', 'family': 'Handayani', 'honourific': None, 'lineage': None}}, {'name': {'given': 'Wawan', 'honourific': None, 'family': 'Setiawan', 'lineage': None}, 'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'id': 'wawan.a.setiawan@gmail.com'}]",[{'url': 'https://wjarr.com/sites/default/files/WJARR-2023-0252.pdf'}],,,,
18,51389,2023-05-11 03:22:56,archive,['QK'],"Konsep Konservasi Anggrek Alam Di Kebun Raya Liwa
Berbasis Tiga Bidang Ilmu (Biologi, Proteksi Tanaman, Dan
Kecerdasan Buatan)",7,show,book_section,['FMIPA2'],"[{'name': {'given': 'Mahfut', 'lineage': None, 'family': 'Mahfut', 'honourific': None}, 'id': 'mahfut.mipa@fmipa.unila.ac.id'}]",disk0_bak/00/05/13/89,2023-04-03 00:00:00.000000000,2023-05-11 03:22:56,1126,2023-05-11 03:22:56,pub,"[{'files': [{'datasetid': 'document', 'filesize': 4301657, 'mime_type': 'application/pdf', 'fileid': 608790, 'filename': 'Bunga Rampai - Chapter 9 Mahfut.pdf', 'hash': '45f4ad3a3bf56213ce761142daeb70e4', 'hash_type': 'MD5', 'mtime': '2023-05-10 11:40:22', 'objectid': 248317, 'uri': 'http://repository.lppm.unila.ac.id/id/file/608790'}], 'docid': 248317, 'main': 'Bunga Rampai - Chapter 9 Mahfut.pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/248317', 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 51389, 'language': 'en', 'mime_type': 'application/pdf'}]",Pusaka Media,public,http://repository.lppm.unila.ac.id/id/eprint/51389,"Pembangunan Kebun Raya Liwa sejalan dengan komitmen
Pemerintah Kabupaten Lampung Barat dalam hal mencanangkan
daerahnya sebagai kabupaten konservasi. Pembangunan Kebun Raya
Liwa sebagai kawasan konservasi ex situ ini sesuai dengan agenda 21
Pemerintah Kabupaten Lampung Barat dan merupakan tindak nyata
dalam upaya pelestarian keanekaragaman flora, khususnya flora
endemik daerah.Kebun Raya Liwa mengangkat konsep konservasi
tumbuhan Penelitian ini bertujuan untuk mengexprolasi konservasi
tumbuhan eks-situ, pusat penelitian flora, pendidikan lingkungan,
wisata, dan jasa lingkungan di kebun raya Liwa.",https://www.pusakamedia.my.id/,,published,113-133,,TRUE,,,,,[{'url': 'https://www.pusakamedia.my.id/2023/04/pengembangan-sdm-untuk-meningkatkan.html'}],155.0,Pengembangan SDM Untuk meningkatkan Daya Saing Lampung,978-623-418-198-2,Bandar Lampung
19,50890,2023-05-02 01:43:00,archive,['QK'],Study of Orchid Resistance Induction Using Rhizoctonia Against ORSV Infection Based on Anatomical Characters of Roots and Leaves,6,show,article,['FMIPA2'],"[{'id': 'mahfut.mipa@fmipa.unila.ac.id', 'name': {'honourific': None, 'family': 'Mahfut', 'lineage': None, 'given': 'Mahfut'}}, {'name': {'given': 'Mauli Maro', 'lineage': None, 'honourific': None, 'family': 'Hidayat'}, 'id': None}, {'id': None, 'name': {'honourific': None, 'family': 'Arifannisa', 'lineage': None, 'given': 'Sahira Josy'}}]",disk0_bak/00/05/08/90,2023-04-01 00:00:00.000000000,2023-05-02 01:43:00,1126,2023-05-02 01:43:00,pub,"[{'placement': 1, 'security': 'public', 'eprintid': 50890, 'mime_type': 'application/pdf', 'language': 'en', 'files': [{'objectid': 190604, 'uri': 'http://repository.lppm.unila.ac.id/id/file/547808', 'mime_type': 'application/pdf', 'fileid': 547808, 'filename': '239-249.pdf', 'hash': '686ee5cb21d2b5c1912522994aa03c3d', 'hash_type': 'MD5', 'mtime': '2023-05-01 10:15:18', 'datasetid': 'document', 'filesize': 1497246}], 'main': '239-249.pdf', 'docid': 190604, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/190604', 'pos': 1, 'format': 'text'}]",Science Alert,public,http://repository.lppm.unila.ac.id/id/eprint/50890,"Background and Objective: Phalaenopsis amabilis and Dendrobium discolor are orchids that are widely cultivated in Indonesia. Orchid cultivation has several problems, one of which is infection with Odontoglossum ringspot virus (ORSV). Rhizoctonia can be used in the induction of orchid resistance by triggering lignification in roots and leaves. However, there is little information about the induction of mycorrhizal resistance. It is necessary to study to determine of orchids resistance to virus through analysis of anatomical character on root and leave. Materials and Methods: Factorial block random design. The factor I: Orchids types: P. amabilis (A1) dan D. discolor (A2). Factor II: Inoculation treatment: Control (K), Mycorrhiza (M), Virus (V) and Mycorrhiza-Virus (MV). Parameters observed were root anatomical structure includes lignification and the presence of peloton and leaf anatomical structure includes leaf damage and thickness. Results: All types of experimental plants experienced root and leaf tissue damage due to virus inoculation and mycorrhiza. The anatomy of the treated roots had differences in the thickness of the epidermal lignin and the thickness of the carrier bundle lignin. Meanwhile, changes in the anatomical character of leaves as a result of virus inoculation showed damage to the epidermis and stomata tissue. Conclusion: Based on the anatomical observations of roots and leaves, D. discolor was more resistant to ORSV infection than P. amabilis. The results of this study become a recommendation for the types of orchids cultivated in ORSV endemic area.",,22.0,published,239-249,2.0,TRUE,eISSN: 1812-5697 pISSN: 1682-3974,Asian Journal of Plant Sciences,10.3923/ajps.2023.239.249,,,,,,
