,eprintid,date_type,eprint_status,status_changed,abstract,subjects,official_url,title,metadata_visibility,volume,rev_number,type,divisions,issn,creators,publication,dir,date,userid,lastmod,datestamp,pagerange,documents,ispublished,refereed,uri,full_text_status,corp_creators,publisher,number,contributors,contact_email,related_url,pages,book_title,editors,place_of_pub,isbn,id_number,referencetext,event_type,event_title,event_location,pres_type,funders,succeeds,event_dates,projects
46,33422,published,archive,2021-08-12 06:14:13,"Business development with a background of
syariah is growing and mushrooming along with the
growing Muslim population. Apart from banking,
education, insurance, and others, the concept of Syariah
was also born in the world of hospitality. The presence of
halal tourism in Syariah hotels must show its distinctive
(unique) character, which distinguishes it from
conventional hotels. This uniqueness by itself can be
observed by how the management system and its various
attractions illustrate the nuances of religiosity so that
employees with high spirituality will show higher job
satisfaction and performance. This study aims to
determine (1) the effect of Islamic attributes on affective
commitment, (2) the effect of Islamic attributes on job
satisfaction, (3) the effect of job satisfaction on affective
commitment, and (4) the effect of Islamic attributes on
employee affective commitment mediated by job
satisfaction. This research was conducted on all
employees of Syariah Hotels in Lampung Province. The
sampling technique used was stratified random sampling
with a sample of 122 employees. The analytical tool used
is path Analysis with SPSS version 25.0 program. The
results showed that (1) Islamic attributes has a positive
and significant effect on affective commitment, (2) Islamic
attributes has a positive and significant effect on job
satisfaction, (3) job satisfaction has a positif and
significant effect on affective commitment, and (4) job
satisfaction has no significant effect in mediating Islamic
attributes on employee affective commitment.",['H1'],http://www.internationaljournalssrg.org/IJEMS/paper-details?Id=798,"Uji Similarity: The Effect of Islamic Attributes On The
Organization To Affective Commitments With Job
Satisfaction Dimediation By The Employees of
Syariah Hotel In Lampung Province",show,8,6,article,['FEB6'],ISSN: 2393 – 9125,"[{'name': {'family': 'Mutmainah', 'honourific': None, 'lineage': None, 'given': 'Mutmainah'}, 'id': None}, {'id': 'habibullah.jimad@gmail.com,', 'name': {'family': 'Jimad', 'honourific': None, 'lineage': None, 'given': 'Habibullah'}}, {'name': {'given': 'Keumala', 'lineage': None, 'family': 'Hayati', 'honourific': None}, 'id': 'umi_asra@yahoo.co.id'}]",SSRG International Journal of Economics and Management Studies (SSRG-IJEMS),disk0/00/03/34/22,2021-02-01 00:00:00.000000000,588,2021-08-12 06:14:13,2021-08-12 06:14:13,62-65,"[{'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 33422, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/153050', 'format': 'text', 'pos': 1, 'files': [{'fileid': 396371, 'mime_type': 'application/pdf', 'mtime': '2021-08-12 06:03:16', 'hash_type': 'MD5', 'hash': 'fe1b3dec75badd7661e4df2e2dbc688f', 'filename': 'Uji Similarity_The_Effect_of_Islamic_Attributes_On_The__Organizat.pdf', 'datasetid': 'document', 'filesize': 1377766, 'objectid': 153050, 'uri': 'http://repository.lppm.unila.ac.id/id/file/396371'}], 'docid': 153050, 'main': 'Uji Similarity_The_Effect_of_Islamic_Attributes_On_The__Organizat.pdf'}]",pub,TRUE,http://repository.lppm.unila.ac.id/id/eprint/33422,public,,SSRG-IJEMS,2.0,,,,,,,,,,,,,,,,,,
47,40605,published,archive,2022-03-30 09:31:54,"The rapid advancement of information technology encourages business needs to use technology to serve
consumers. Electronic transaction in the form of internet banking is a new way of transfer that changes the form of
services from human technology to information technology. This study aims to examine the capability model of the
intention to use internet banking in Indonesia. This study is quantitative in the form of a survey study. The sample in
this study were non-user customers and prospective internet banking users in both private and state-owned banks. The
data were analyzed using the partial least square (PLS). This study contributes to the development of internet banking
marketing to improve features, security and service quality. The results show that all hypotheses indicate a positive
and significant effect.
Keywords : Capability, Perceived Ease of Use, TAM, and Internet Banking",['H1'],https://turcomat.org/index.php/turkbilmat/issue/view/39,The Model Of Capability Toward The Intention To Use Internet Banking In Indonesia,show,12,8,article,['FEB6'],DOI: https://doi.org/10.17762/turcomat.v12i4.540,"[{'name': {'honourific': None, 'family': 'Nurbaiti', 'lineage': None, 'given': 'Nurbaiti'}}, {'name': {'lineage': None, 'honourific': None, 'family': 'Dharmmesta', 'given': 'Basu Swastha'}}, {'name': {'given': 'Ayi', 'lineage': None, 'honourific': None, 'family': 'Ahadiat'}}, {'name': {'given': 'Ribhan', 'family': 'Ribhan', 'honourific': None, 'lineage': None}}]",Turkish Journal of Computer and Mathematics Education,disk0/00/04/06/05,2021-04-05 00:00:00.000000000,404,2022-03-30 09:31:54,2022-03-30 09:31:54,585-592,"[{'security': 'public', 'placement': 1, 'eprintid': 40605, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'objectid': 161969, 'uri': 'http://repository.lppm.unila.ac.id/id/file/452279', 'mime_type': 'application/pdf', 'fileid': 452279, 'filename': 'The Model Of Capability Toward The Intention To Use Internet Banking In Indonesia.pdf', 'hash': '1c23fcfdce5442afe0afb76faccdfe60', 'hash_type': 'MD5', 'mtime': '2022-03-28 06:36:50', 'datasetid': 'document', 'filesize': 298171}], 'docid': 161969, 'main': 'The Model Of Capability Toward The Intention To Use Internet Banking In Indonesia.pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/161969', 'format': 'text', 'pos': 1}]",pub,TRUE,http://repository.lppm.unila.ac.id/id/eprint/40605,public,,Turkish Journal of Computer and Mathematics Education,5.0,,,[{'url': 'https://turcomat.org/index.php/turkbilmat/issue/view/39'}],,,,,,,,,,,,,,,
48,40583,published,archive,2022-03-29 08:28:45,"The rapid advancement of information technology encourages business needs to use technology to serve
consumers. Electronic transaction in the form of internet banking is a new way of transfer that changes the form of
services from human technology to information technology. This study aims to examine the capability model of the
intention to use internet banking in Indonesia. This study is quantitative in the form of a survey study. The sample in
this study were non-user customers and prospective internet banking users in both private and state-owned banks. The
data were analyzed using the partial least square (PLS). This study contributes to the development of internet banking
marketing to improve features, security and service quality. The results show that all hypotheses indicate a positive
and significant effect.
Keywords : Capability, Perceived Ease of Use, TAM, and Internet Banking",['H1'],https://turcomat.org/index.php/turkbilmat/article/view/540,The Model Of Capability Toward The Intention To Use Internet Banking In Indonesia,show,12,8,article,['FEB6'],DOI: https://doi.org/10.17762/turcomat.v12i4.540,"[{'name': {'honourific': None, 'family': 'Nurbaiti', 'lineage': None, 'given': 'Nurbaiti'}}, {'name': {'family': 'Dharmmesta', 'honourific': None, 'lineage': None, 'given': 'Basu Swastha'}}, {'name': {'lineage': None, 'family': 'Ahadiyat', 'honourific': None, 'given': 'Ayi'}}, {'name': {'given': 'Ribhan', 'lineage': None, 'family': 'Ribhan', 'honourific': None}}]",Turkish Journal of Computer and Mathematics Education,disk0/00/04/05/83,2021-04-05 00:00:00.000000000,404,2022-03-29 08:28:45,2022-03-28 06:57:14,585-592,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/161902', 'rev_number': 1, 'format': 'text', 'pos': 1, 'files': [{'datasetid': 'document', 'filesize': 298171, 'mime_type': 'application/pdf', 'fileid': 452023, 'filename': 'The Model Of Capability Toward The Intention To Use Internet Banking In Indonesia.pdf', 'hash': '1c23fcfdce5442afe0afb76faccdfe60', 'mtime': '2022-03-28 02:03:30', 'hash_type': 'MD5', 'objectid': 161902, 'uri': 'http://repository.lppm.unila.ac.id/id/file/452023'}], 'docid': 161902, 'main': 'The Model Of Capability Toward The Intention To Use Internet Banking In Indonesia.pdf', 'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 40583}]",pub,TRUE,http://repository.lppm.unila.ac.id/id/eprint/40583,public,['University of Lampung'],Turkish Journal of Computer and Mathematics Education,4.0,,,,,,,,,,,,,,,,,,
49,40576,published,archive,2022-03-30 09:31:45,"The rapid advancement of information technology encourages business needs to use technology to serve
consumers. Electronic transaction in the form of internet banking is a new way of transfer that changes the form of
services from human technology to information technology. This study aims to examine the capability model of the
intention to use internet banking in Indonesia. This study is quantitative in the form of a survey study. The sample in
this study were non-user customers and prospective internet banking users in both private and state-owned banks. The
data were analyzed using the partial least square (PLS). This study contributes to the development of internet banking
marketing to improve features, security and service quality. The results show that all hypotheses indicate a positive
and significant effect.
Keywords : Capability, Perceived Ease of Use, TAM, and Internet Banking",['H1'],https://turcomat.org/index.php/turkbilmat/issue/view/39,similarity_The Model of Capability,show,,8,other,['FEB6'],,"[{'name': {'family': 'Nurbaiti,', 'honourific': None, 'lineage': None, 'given': 'Nurbaiti'}}, {'name': {'given': 'Basu Swastha', 'family': 'Dharmmesta', 'honourific': None, 'lineage': None}}, {'name': {'lineage': None, 'family': 'Ahadiyat', 'honourific': None, 'given': 'Ayi'}}, {'name': {'lineage': None, 'family': 'Ribhan', 'honourific': None, 'given': 'Ribhan'}}]",,disk0/00/04/05/76,2021-04-05 00:00:00.000000000,404,2022-03-30 09:31:45,2022-03-30 09:31:45,,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 40576, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/161898', 'rev_number': 1, 'docid': 161898, 'main': 'Similarity_The Model of Capability.pdf', 'files': [{'mime_type': 'application/pdf', 'fileid': 451990, 'filename': 'Similarity_The Model of Capability.pdf', 'hash': 'e298d1ae1b7dbb6942a0ce4371ffde70', 'hash_type': 'MD5', 'mtime': '2022-03-28 01:34:36', 'datasetid': 'document', 'filesize': 1854377, 'objectid': 161898, 'uri': 'http://repository.lppm.unila.ac.id/id/file/451990'}]}]",pub,,http://repository.lppm.unila.ac.id/id/eprint/40576,public,['University of Lampung'],Turkish Journal of Computer and Mathematics Education,,,,,,,,,,,,,,,,,,,
50,31216,published,archive,2021-05-29 00:36:32,"Abstract. The purpose of this research was conducted to determine the effect of Work From Home on 
purchasing decisions via e-commerce during lockdown to reduce the chain of the corona virus. The number 
of positive patients infected with the Corona Virus in Indonesia, amounting to 1,790 people as of April 1st
, 
2020, underlies several freight forwarding companies to take anticipatory steps to minimize the spread of the 
virus while continuing to carry out operational activities. Although online trading activities are considered to 
be the best solution that can be done to reduce consumer concerns and also prevent the risk of human-to�human transmission, of course there are special regulations and preventive measures imposed by freight 
companies in pandemic conditions like this.
Keywords: Purchasing Decision, Corona Virus, E-Commerce, Work From Home.",['AC'],https://eudl.eu/proceedings/ICEBE/2020?articles_page=7,"The Allegation of Working From Home in Influencing Consumer 
Purchasing Decisions Through E-Commerce",show,,6,article,['FEB6'],2593-7650,"[{'id': 'dorothy_rouly@yahoo.com', 'name': {'given': 'Dorothy Rouly H.', 'honourific': None, 'family': 'Pandjaitan', 'lineage': None}}]","Proceedings of the First International Conference of Economics, Business & Entrepreneurship",disk0/00/03/12/16,2021-04-19 00:00:00.000000000,253,2021-05-29 00:36:32,2021-05-29 00:36:32,,"[{'security': 'public', 'placement': 1, 'eprintid': 31216, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'objectid': 141039, 'uri': 'http://repository.lppm.unila.ac.id/id/file/370016', 'datasetid': 'document', 'filesize': 148901, 'mime_type': 'application/pdf', 'fileid': 370016, 'hash': '970d8a263c52c3d9b1f6b79c334b1ec1', 'filename': 'eai.1-10-2020.2304907.pdf', 'hash_type': 'MD5', 'mtime': '2021-05-28 15:25:15'}], 'main': 'eai.1-10-2020.2304907.pdf', 'docid': 141039, 'uri': 'http://repository.lppm.unila.ac.id/id/document/141039', 'rev_number': 1, 'format': 'text', 'pos': 1}]",pub,TRUE,http://repository.lppm.unila.ac.id/id/eprint/31216,public,,EAI,,,,,,,,,,,,,,,,,,,
51,42624,published,archive,2022-06-20 01:21:45,"The purpose of this research was conducted to determine the effect of Work From Home on purchasing decisions via e-commerce during lockdown to reduce the chain of the corona virus. The number of positive patients infected with the Corona Virus in Indonesia, amounting to 1,790 people as of April 1st, 2020, underlies several freight forwarding companies to take anticipatory steps to minimize the spread of the virus while continuing to carry out operational activities. Although online trading activities are considered to be the best solution that can be done to reduce consumer concerns and also prevent the risk of human-to- human transmission, of course there are special regulations and preventive measures imposed by freight companies in pandemic conditions like this.",['AC'],https://eudl.eu/pdf/10.4108/eai.1-10-2020.2304907,The Allegation of Working From Home in Influencing Consumer Purchasing Decisions Through E-Commerce,show,,6,article,['FEB6'],,"[{'id': 'dorothy_rouly@yahoo.com', 'name': {'honourific': None, 'family': 'Pandjaitan', 'lineage': None, 'given': 'Dorothy Rouly H.'}}]",The Allegation of Working From Home in Influencing Consumer Purchasing Decisions Through E-Commerce,disk0/00/04/26/24,1970-01-01 00:00:00.000002021,253,2022-06-20 01:21:45,2022-06-20 01:21:45,,"[{'security': 'public', 'placement': 1, 'eprintid': 42624, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'fileid': 467733, 'mime_type': 'application/pdf', 'mtime': '2022-06-19 10:51:06', 'hash_type': 'MD5', 'filename': 'turnitin THE ALLEGATION OF WORKING FROM HOME IN INFLUENCING CONSUMER PURCHASING DECISIONS THROUGH E-COMMERCE.pdf', 'hash': '87a8b6b1cde8b31a284a6ff72bf3bf84', 'datasetid': 'document', 'filesize': 1090879, 'objectid': 164334, 'uri': 'http://repository.lppm.unila.ac.id/id/file/467733'}], 'main': 'turnitin THE ALLEGATION OF WORKING FROM HOME IN INFLUENCING CONSUMER PURCHASING DECISIONS THROUGH E-COMMERCE.pdf', 'docid': 164334, 'uri': 'http://repository.lppm.unila.ac.id/id/document/164334', 'rev_number': 1, 'format': 'text', 'pos': 1}]",pub,TRUE,http://repository.lppm.unila.ac.id/id/eprint/42624,public,,EAI,,,,,,,,,,,,,,,,,,,
52,34788,published,archive,2021-11-02 01:22:37,"Purpose: Technology induces the virtual distribution channel to exist, especially for booking a room online. This situation, indeed, provides an alternative for the customers to book based on their budget through digital platforms. One platform offering competitive prices is virtual hotel operators, such as Airbnb, OYO, RedDoorz, and Airy Rooms. Preferably, after using their platform, the user should be satisfied and loyal. Hence, this investigation aims to prove some associations. The first is between e-satisfaction and e-loyalty. The second is between website quality and e-satisfaction. The final is between website quality and e-loyalty. Research design, data, and methodology: This study is quantitatively designed with the sample of 350 users of the virtual hotel operator applications in Bandar Lampung: Airbnb, OYO, RedDoorz, and Airy, as the samples. Therefore, by denoting this sample size, the structural equation model based on covariance is utilized to examine the three hypotheses proposed. Also, to get the responses, this study uses a survey through a questionnaire. Result: This investigation demonstrates the positive relationship between e-satisfaction and e-loyalty. Additionally, website quality positively associates with e-satisfaction and e-loyalty. Conclusion: The virtual hotel operators must have the superiority on their website-based application to update the information based on the room availability and price, ensure online transaction safety, and facilitate its utilization to maintain long-term satisfaction and loyalty virtually.
Keywords: E-loyalty, E-satisfaction, Virtual Distribution Channel, Website Superiority",['AC'],http://koreascience.or.kr/article/JAKO202119453006143.page,"Website Quality, E-satisfaction, and E-loyalty of Users Based on The Virtual Distribution Channel",show,7,7,article,['FEB6'],Print ISSN: 1738-3110 / Online ISSN 2093-7717,"[{'id': 'dorothy_rouly@yahoo.com', 'name': {'given': 'Dorothy Rouly H.', 'lineage': None, 'family': 'Pandjaitan', 'honourific': None}}, {'name': {'given': 'MAHRINASARI', 'lineage': None, 'honourific': None, 'family': 'MS'}, 'id': 'pr1nch1t4@yahoo.com'}]",Journal of Distribution Science 19-7 (2021) 113-121,disk0/00/03/47/88,1970-01-01 00:00:00.000002021,253,2021-11-02 01:22:37,2021-11-02 01:22:37,113-121,"[{'security': 'public', 'placement': 1, 'eprintid': 34788, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'filename': 'Website Quality, E-satisfaction, and E-loyalty of Users Based on The Virtual Distribution Channel (1).pdf', 'hash': 'd8f56da31e676a9ab1dcd21872dfee4a', 'mtime': '2021-11-01 15:02:12', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 408092, 'filesize': 466108, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/408092', 'objectid': 155462}], 'main': 'Website Quality, E-satisfaction, and E-loyalty of Users Based on The Virtual Distribution Channel (1).pdf', 'docid': 155462, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/155462', 'format': 'text', 'pos': 1}]",pub,TRUE,http://repository.lppm.unila.ac.id/id/eprint/34788,public,,"Korea Institute of Science and Technology Information, 245, Daehak-ro, Yuseong-gu, Daejeon TEL 042)869-1004 Copyright (C) KISTI. All Rights Reserved.",19.0,,,,,,,,,http://dx.doi.org/10.15722/ jds.19.7.202107.113,,,,,,,,,
53,46464,published,archive,2022-11-11 01:01:46,"Abstract
Purpose: Technology induces the virtual distribution channel to exist, especially for booking a room online. This situation, indeed, provides an alternative for the customers to book based on their budget through digital platforms. One platform offering competitive prices is virtual hotel operators, such as Airbnb, OYO, RedDoorz, and Airy Rooms. Preferably, after using their platform, the user should be satisfied and loyal. Hence, this investigation aims to prove some associations. The first is between e-satisfaction and e-loyalty. The second is between website quality and e-satisfaction. The final is between website quality and e-loyalty. Research design, data, and methodology: This study is quantitatively designed with the sample of 350 users of the virtual hotel operator applications in Bandar Lampung: Airbnb, OYO, RedDoorz, and Airy, as the samples. Therefore, by denoting this sample size, the structural equation model based on covariance is utilized to examine the three hypotheses proposed. Also, to get the responses, this study uses a survey through a questionnaire. Result: This investigation demonstrates the positive relationship between e-satisfaction and e-loyalty. Additionally, website quality positively associates with e-satisfaction and e-loyalty. Conclusion: The virtual hotel operators must have the superiority on their website-based application to update the information based on the room availability and price, ensure online transaction safety, and facilitate its utilization to maintain long-term satisfaction and loyalty virtually.
Keywords: E-loyalty, E-satisfaction, Virtual Distribution Channel, Website Superiority",['AC'],,"Website Quality, E-satisfaction, and E-loyalty of Users Based on The Virtual Distribution Channel*(KORESPONDENSI)",show,,6,article,['FEB6'],ISSN 2093-7717,"[{'id': 'dorothy_rouly@yahoo.com', 'name': {'given': 'Dorothy Rouly H.', 'lineage': None, 'family': 'Pandjaitan', 'honourific': None}}, {'id': 'mahrinasari@feb.unila.ac.id', 'name': {'given': 'Mahrinasari', 'lineage': None, 'honourific': None, 'family': 'Mahrinasari'}}]",Journal of Distribution Science,disk0/00/04/64/64,1970-01-01 00:00:00.000002021,253,2022-11-11 01:01:46,2022-11-11 01:01:46,113-121,"[{'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/185337', 'main': 'Hasil review JDS.pdf', 'docid': 185337, 'files': [{'objectid': 185337, 'uri': 'http://repository.lppm.unila.ac.id/id/file/512615', 'datasetid': 'document', 'filesize': 512201, 'mime_type': 'application/pdf', 'fileid': 512615, 'filename': 'Hasil review JDS.pdf', 'hash': '010f725b707e0f53d87b6f446cc76874', 'mtime': '2022-11-10 05:54:28', 'hash_type': 'MD5'}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 46464, 'security': 'public', 'placement': 1}]",pub,TRUE,http://repository.lppm.unila.ac.id/id/eprint/46464,public,,Journal of Distribution Science,,,,,,,,,,,,,,,,,,,
54,42586,published,archive,2022-06-20 01:20:15,"Purpose: Technology induces the virtual distribution channel to exist, especially for booking a room online. This situation, indeed, provides an alternative for the customers to book based on their budget through digital platforms. One platform offering competitive prices is virtual hotel operators, such as Airbnb, OYO, RedDoorz, and Airy Rooms. Preferably, after using their platform, the user should be satisfied and loyal. Hence, this investigation aims to prove some associations. The first is between e-satisfaction and e-loyalty. The second is between website quality and e-satisfaction. The final is between website quality and e-loyalty. Research design, data, and methodology: This study is quantitatively designed with the sample of 350 users of the virtual hotel operator applications in Bandar Lampung: Airbnb, OYO, RedDoorz, and Airy, as the samples. Therefore, by denoting this sample size, the structural equation model based on covariance is utilized to examine the three hypotheses proposed. Also, to get the responses, this study uses a survey through a questionnaire. Result: This investigation demonstrates the positive relationship between e-satisfaction and e-loyalty. Additionally, website quality positively associates with e-satisfaction and e-loyalty. Conclusion: The virtual hotel operators must have the superiority on their website-based application to update the information based on the room availability and price, ensure online transaction safety, and facilitate its utilization to maintain long-term satisfaction and loyalty virtually.",['AC'],https://www.koreascience.or.kr/article/JAKO202119453006143.view?orgId=kodisa,"Reviwer Website Quality, E-satisfaction, and E-loyalty of Users Based on
The Virtual Distribution Channel",show,19,6,article,['FEB6'],1738-3110,"[{'id': 'dorothy_rouly@yahoo.com', 'name': {'given': 'Dorothy Rouly H.', 'family': 'Pandjaitan', 'honourific': None, 'lineage': None}}, {'id': 'mahrinasari@feb.unila.ac.id', 'name': {'given': 'Mahrinasari', 'family': 'Mahrinasari', 'honourific': None, 'lineage': None}}, {'id': 'm.bramsah@gmail.com', 'name': {'lineage': None, 'honourific': None, 'family': 'Bramsah', 'given': 'M'}}]",Journal of Distribution Science,disk0/00/04/25/86,1970-01-01 00:00:00.000002021,253,2022-06-20 01:20:15,2022-06-20 01:20:15,113-121,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/164301', 'pos': 1, 'format': 'text', 'files': [{'filesize': 644574, 'datasetid': 'document', 'hash': '6f97894bdfed58553c71bd8d968e6b7d', 'filename': 'reviwer Website Quality, E-satisfaction, and E-loyalty of Users Based on The Virtual Distribution Channel.pdf', 'mtime': '2022-06-17 07:25:10', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 467513, 'uri': 'http://repository.lppm.unila.ac.id/id/file/467513', 'objectid': 164301}], 'docid': 164301, 'main': 'reviwer Website Quality, E-satisfaction, and E-loyalty of Users Based on The Virtual Distribution Channel.pdf', 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 42586}]",pub,TRUE,http://repository.lppm.unila.ac.id/id/eprint/42586,public,,Korean Distribution Science Association,7.0,,,,,,,,,,,,,,,,,,
55,42583,published,archive,2022-06-20 01:20:12,"Purpose: Technology induces the virtual distribution channel to exist, especially for booking a room online. This situation, indeed, provides an alternative for the customers to book based on their budget through digital platforms. One platform offering competitive prices is virtual hotel operators, such as Airbnb, OYO, RedDoorz, and Airy Rooms. Preferably, after using their platform, the user should be satisfied and loyal. Hence, this investigation aims to prove some associations. The first is between e-satisfaction and e-loyalty. The second is between website quality and e-satisfaction. The final is between website quality and e-loyalty. Research design, data, and methodology: This study is quantitatively designed with the sample of 350 users of the virtual hotel operator applications in Bandar Lampung: Airbnb, OYO, RedDoorz, and Airy, as the samples. Therefore, by denoting this sample size, the structural equation model based on covariance is utilized to examine the three hypotheses proposed. Also, to get the responses, this study uses a survey through a questionnaire. Result: This investigation demonstrates the positive relationship between e-satisfaction and e-loyalty. Additionally, website quality positively associates with e-satisfaction and e-loyalty. Conclusion: The virtual hotel operators must have the superiority on their website-based application to update the information based on the room availability and price, ensure online transaction safety, and facilitate its utilization to maintain long-term satisfaction and loyalty virtually.",['AC'],https://www.koreascience.or.kr/article/JAKO202119453006143.view?orgId=kodisa,"Website Quality, E-satisfaction, and E-loyalty of Users Based on
The Virtual Distribution Channel",show,19,10,article,['FEB6'],1738-3110,"[{'id': 'dorothy_rouly@yahoo.com', 'name': {'honourific': None, 'family': 'Pandjaitan', 'lineage': None, 'given': 'Dorothy Rouly H.'}}, {'name': {'given': 'Mahrinasari', 'family': 'Mahrinasari', 'honourific': None, 'lineage': None}, 'id': 'mahrinasari@feb.unila.ac.id'}, {'id': 'm.bramsah@gmail.com', 'name': {'given': 'M', 'honourific': None, 'family': 'Bramsah', 'lineage': None}}]",Journal of Distribution Science,disk0/00/04/25/83,1970-01-01 00:00:00.000002021,253,2022-06-20 01:20:12,2022-06-20 01:20:12,113-121,"[{'eprintid': 42583, 'security': 'public', 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf', 'main': '5.Website Quality, E-satisfaction, and E-loyalty of Users Based on The Virtual Distribution Channel.pdf', 'docid': 164296, 'files': [{'datasetid': 'document', 'filesize': 639745, 'fileid': 467492, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2022-06-17 06:52:26', 'filename': '5.Website Quality, E-satisfaction, and E-loyalty of Users Based on The Virtual Distribution Channel.pdf', 'hash': '6d503ecef1bf3e158371b168eaf0de71', 'objectid': 164296, 'uri': 'http://repository.lppm.unila.ac.id/id/file/467492'}], 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/164296'}, {'security': 'public', 'placement': 3, 'eprintid': 42583, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'fileid': 467497, 'mime_type': 'application/pdf', 'mtime': '2022-06-17 06:58:14', 'hash_type': 'MD5', 'filename': 'turnitin Website Quality, E-satisfaction, and E-loyalty of Users Based on  The Virtual Distribution Channel  .pdf', 'hash': '2de2ecb055cfa77cb76d732e9cdb3b8a', 'datasetid': 'document', 'filesize': 2472569, 'objectid': 164298, 'uri': 'http://repository.lppm.unila.ac.id/id/file/467497'}], 'docid': 164298, 'main': 'turnitin Website Quality, E-satisfaction, and E-loyalty of Users Based on  The Virtual Distribution Channel  .pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/164298', 'rev_number': 1, 'format': 'text', 'pos': 3}, {'pos': 4, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/164299', 'docid': 164299, 'main': 'reviwer Website Quality, E-satisfaction, and E-loyalty of Users Based on The Virtual Distribution Channel.pdf', 'files': [{'mime_type': 'application/pdf', 'fileid': 467500, 'filename': 'reviwer Website Quality, E-satisfaction, and E-loyalty of Users Based on The Virtual Distribution Channel.pdf', 'hash': '6f97894bdfed58553c71bd8d968e6b7d', 'hash_type': 'MD5', 'mtime': '2022-06-17 07:00:31', 'datasetid': 'document', 'filesize': 644574, 'objectid': 164299, 'uri': 'http://repository.lppm.unila.ac.id/id/file/467500'}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 42583, 'placement': 4, 'security': 'public'}]",pub,TRUE,http://repository.lppm.unila.ac.id/id/eprint/42583,public,,Journal of Distribution Science,7.0,,,,,,,,,,,,,,,,,,
