,date_type,eprintid,place_of_pub,metadata_visibility,rev_number,official_url,title,abstract,subjects,related_url,status_changed,eprint_status,id_number,date,dir,creators,divisions,type,uri,full_text_status,publisher,documents,ispublished,contributors,datestamp,lastmod,corp_creators,userid,pages,editors,refereed,isbn,volume,number,pagerange,issn,publication,event_location,event_title,event_type,event_dates,pres_type,funders,department,institution,projects,monograph_type,contact_email,patent_applicant,succeeds,book_title
10,submitted,12165,,show,12,,HUBUNGAN DEWAN DIREKSI DAN KINERJA KEUANGAN PERUSAHAAN KAPITALISASI KECIL DI BEI,"This study aims to see the relation between the number of board directors and the financial performance of small companies that have small capital values on the Indonesia Stock Exchange. The observation was carried out in the year of 2012 to 2014. The research population was all public companies in Indonesia. The samples were sorted out from the highest to the lowest capital values by using the 2015 data. A number of 50 shares that have the lowest capital value were used as samples. As many as 27 companies had fulfilled the selection requirements and became the research samples. The result of the study shows that the company's financial performance in generating profits is quite high (25%). With an average number of three board directors, the small capital firms are able to contribute positively to the company's financial performance.",['HG'],,2020-02-17 03:45:36,archive,,2018-11-01 00:00:00.000000000,disk0/00/01/21/65,"[{'name': {'given': 'Sri', 'lineage': None, 'family': 'Hasnawati', 'honourific': None}, 'id': 'sri.hasnawati.feb.unila.ac.id'}]",['FEB6'],conference_item,http://repository.lppm.unila.ac.id/id/eprint/12165,public,,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/25146', 'rev_number': 2, 'format': 'text', 'pos': 1, 'files': [{'objectid': 25146, 'uri': 'http://repository.lppm.unila.ac.id/id/file/108846', 'datasetid': 'document', 'filesize': 420146, 'fileid': 108846, 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'mtime': '2019-05-09 03:42:30', 'hash_type': 'MD5', 'hash': '4333c034a34f3f1906fbdf63d34c70f5', 'filename': 'SEMINAR NASIONAL FMI KE 10 Sri Hasna.docx'}], 'docid': 25146, 'main': 'SEMINAR NASIONAL FMI KE 10 Sri Hasna.docx', 'content': 'submitted', 'language': 'en', 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'security': 'public', 'placement': 1, 'eprintid': 12165}]",submitted,,2020-02-17 03:45:36,2020-02-17 03:45:36,['FEB UNIVERSITY OF LAMPUNG'],1031,,,TRUE,,,,1-9,,,Palembang,FMI 10,conference,7-8 November 2018,speech,,,,,,,,,
11,published,23259,Palembang,show,7,http://repository.lppm.unila.ac.id/id/eprint/12165,HUBUNGAN DEWAN DIREKSI DAN KINERJA KEUANGAN PERUSAHAAN KAPITALISASI KECIL DI BEI.,"SIMILARITY CHECK:

This study aims to see the relation between the number of board directors and the financial performance of small companies that have small capital values on the Indonesia Stock Exchange. The observation was carried out in the year of 2012 to 2014. The research population was all public companies in Indonesia. The samples were sorted out from the highest to the lowest capital values by using the 2015 data. A number of 50 shares that have the lowest capital value were used as samples. As many as 27 companies had fulfilled the selection requirements and became the research samples. The result of the study shows that the company's financial performance in generating profits is quite high (25%). With an average number of three board directors, the small capital firms are able to contribute positively to the company's financial performance.",['HG'],[{'url': 'http://repository.lppm.unila.ac.id/id/eprint/12165'}],2020-07-21 02:16:07,archive,,2018-11-01 00:00:00.000000000,disk0/00/02/32/59,"[{'id': 'sri.hasnawati@feb.unila.ac.id', 'name': {'honourific': None, 'family': 'Hasnawati', 'lineage': None, 'given': 'Sri'}}]",['FEB6'],other,http://repository.lppm.unila.ac.id/id/eprint/23259,public,FMI- FEB Universitas Mulawarman,"[{'security': 'public', 'placement': 1, 'eprintid': 23259, 'mime_type': 'application/pdf', 'language': 'en', 'files': [{'mime_type': 'application/pdf', 'fileid': 212913, 'filename': 'Similiarity Check HUBUNGAN DEWAN DIREKSI DAN KINERJA KEUANGAN PERUSAHAAN KAPITALISASI KECIL DI BEI.pdf', 'hash': '8071c7d687445ccce8c60bcc3a5e0aed', 'hash_type': 'MD5', 'mtime': '2020-07-20 14:34:46', 'datasetid': 'document', 'filesize': 3263629, 'objectid': 36821, 'uri': 'http://repository.lppm.unila.ac.id/id/file/212913'}], 'docid': 36821, 'main': 'Similiarity Check HUBUNGAN DEWAN DIREKSI DAN KINERJA KEUANGAN PERUSAHAAN KAPITALISASI KECIL DI BEI.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/36821', 'rev_number': 1, 'format': 'text', 'pos': 1}]",pub,,2020-07-21 02:16:07,2020-07-21 02:16:07,['Universitas lampung'],1031,,,,,,,,,,,,,,,,,,,,,,,
12,,49286,,show,8,http://ijebe.com/journal/index.php/ijebe/issue/view/2,HISTORY OF PUBLICATION MANUSCRIPT CAN ISLAMIC WORK ETHICS AND ETHICAL CLIMATE REDUCE COUNTERPRODUCTIVE WORK BEHAVIOR?,"This study examines the effect of Islamic Work Ethic (IWE) and Ethical Climate (EC) on Counterproductive Work Behavior (CWB). The sample was 115 employees of Islamic financial institutions in Lampung, Indonesia. The analysis shows that IWE has a negative effect on CWB, EC also has a negative effect on CWB. This finding shows that CWB can be reduced by IWE and EC. EC influence is slightly higher than IWE shows that although IWE plays a good role in reducing CWB, the role of the ethical climate in the organization has slightly greater in reducing CWB",['HD28'],,2023-03-27 04:18:23,archive,,1970-01-01 00:00:00.000002018,disk0_bak/00/04/92/86,"[{'name': {'given': 'Keumala', 'family': 'Hayati', 'honourific': None, 'lineage': None}, 'id': 'umi_asra@yahoo.co.id'}]",['FEB6'],other,http://repository.lppm.unila.ac.id/id/eprint/49286,restricted,IJEBE,"[{'format': 'text', 'pos': 1, 'rev_number': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/188834', 'docid': 188834, 'main': '2018_ijebe korespondensi.pdf', 'files': [{'objectid': 188834, 'uri': 'http://repository.lppm.unila.ac.id/id/file/535289', 'datasetid': 'document', 'filesize': 387068, 'fileid': 535289, 'mime_type': 'application/pdf', 'mtime': '2023-03-27 03:53:52', 'hash_type': 'MD5', 'filename': '2018_ijebe korespondensi.pdf', 'hash': '859015a61ee9189d4d6745024b3aaffe'}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 49286, 'security': 'validuser', 'placement': 1}]",pub,,2023-03-27 04:18:23,2023-03-27 04:18:23,,108,,,,,,,,,,,,,,,,,,,,,,,
13,published,12694,,show,14,,Pelatihan Pemanfaatan Limbah Tali Strapping Menjadi Produk Kreatif Dan Inovatif Dan Pelatihan E-Commerce Di Desa Hanura Kecamatan Teluk Pandan Kabupaten Pesawaran,"Kelompok usaha mikro yang ada di Lampung cukup beragam, seperti UKM Tapis, UKM Sulam, UKM Batik
Lampung, UKM Tenun Lampung, UKM Rotan, UKM Ban Bekas dan masih banyak lagi. Atas dasar itulah
Tim pengusul memiliki gagasan untuk mengajak salah satu UKM yang masih belum dikenal seperti UKM
Anyaman Limbah Tali Strapping yang ada di daerah Jagabaya Bandar Lampung untuk dapat bekerjasama
dalam pemanfaatan limbah tali strapping menjadi produk anyaman yang berdaya jual seperti tas belanja,
tikar, keranjang pakaian, keranjang makanan, tempat tissue, dan lain-lain. Tujuan pelaksanaaan pengabdian
bagi masyarakat ini adalah meningkatkan pengetahuan dan pemahaman tentang penentuan harga pokok dan
pemasaran produk dan meningkatkan pengetahuan, pemahaman tentang memanfaatkan limbah tali strapping,
pemasaran dengan menggunakan teknologi informasi, dan membantu perekonomian keluarga di kedua
wilayah. Perbandingan hasil pre-test dan post-test pelatihan, peserta menunjukkan peningkatan 50 %
pengetahuan dan pemahaman tentang manajemen keuangan yang meliputi pemahaman pengelolaan keuangan
dan penyusunan proposal kredit, serta mengetahui teknik pengemasan produk dan promosi penjualan dengan
model e-business. Output pelatihan ini adalah masyarakat memiliki pengetahuan menentukan Harga produk,
memiliki ketrampilan membuat produk kerajinan tangan serta memasarkan produk melalui pemasaran konvensional maupun menggunakan e-commerce seperti melalui toko on line mauun melalui media. Pada masa yang akan datang perlu kegiatan pelatihan lanjutan untuk meningkatkan motivasi serta kesadaran pelaku usaha akan pentingnya mengelola usaha secara profesional.
Kata kunci: : Harga pokok produksi, e-commerce , limbah tali strapping.",['H1'],[{'url': 'http://feb.unila.ac.id/id/semnasfeb/'}],2019-05-14 08:14:22,archive,,1970-01-01 00:00:00.000002018,disk0/00/01/26/94,"[{'name': {'honourific': None, 'family': 'Hendrawaty', 'lineage': None, 'given': 'Ernie'}, 'id': 'ehendrawaty@gmail.com'}, {'id': 'pr1ncht14@yahoo.com', 'name': {'lineage': None, 'honourific': None, 'family': 'MS', 'given': 'Mahrinasari'}}, {'id': None, 'name': {'honourific': None, 'family': 'Andriani', 'lineage': None, 'given': 'Lis'}}, {'name': {'family': 'wiryawan', 'honourific': None, 'lineage': None, 'given': 'driya'}, 'id': 'driyawiryawan@gmail.com'}]",['FEB6'],article,http://repository.lppm.unila.ac.id/id/eprint/12694,public,,"[{'docid': 25673, 'main': '27.Pelatihan-Pemanfaatan-Limbah-Tali-Strapping-Menjadi-Produk-Kreatif-Dan-Inovatif-Dan-Pelatihan-E-Commerce-Di-Desa-Hanura-KecTeluk-PandanErnie-Hendrawaty.pdf', 'files': [{'filesize': 420799, 'datasetid': 'document', 'filename': '27.Pelatihan-Pemanfaatan-Limbah-Tali-Strapping-Menjadi-Produk-Kreatif-Dan-Inovatif-Dan-Pelatihan-E-Commerce-Di-Desa-Hanura-KecTeluk-PandanErnie-Hendrawaty.pdf', 'hash': '3b53d3579dab83520264ba747a8ebc82', 'hash_type': 'MD5', 'mtime': '2019-05-10 14:30:13', 'mime_type': 'application/pdf', 'fileid': 112300, 'uri': 'http://repository.lppm.unila.ac.id/id/file/112300', 'objectid': 25673}], 'format': 'text', 'pos': 1, 'rev_number': 4, 'uri': 'http://repository.lppm.unila.ac.id/id/document/25673', 'eprintid': 12694, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en', 'content': 'published'}]",pub,,2019-05-14 08:14:22,2019-05-14 08:14:22,,667,,,TRUE,,,,,9786025343612,Seminar Nasional dan Call for Paper Fakultas Ekonomi dan Bisnis Universitas Lampung,,,,,,,,,,,,,,
14,published,12689,,show,7,,Studi Eksperimen Perilaku Efek Disposisi Pada Investor,"Efek disposisi pada investor cenderung dilakukan pada investasi saham dimana perilaku investor cenderung
mencari gain (keuntungan) daripada merealisasikan loss (kerugian). Alasan investor untuk melakukan efek
disposisi adalah ketakutan atau kekhawatiran tentang kerugian yang akan dihadapi dalam waktu dekat.
Penelitian ini bertujuan untuk melihat ada atau tidaknya perilaku efek disposisi yang diindikasikan dengan
reaksi investor yang menjual saham ketika saham dalam keadaan untung dan menahan ketika dalam keadaan
rugi. Hasil penelitian menunjukkan terdapat efek disposisi pada investor, dan perilaku gender (wanita) lebih
mendominasi dalam melakukan efek disposisi dibandingkan pria",['HG'],,2019-05-14 08:13:58,archive,,1970-01-01 00:00:00.000002018,disk0/00/01/26/89,"[{'id': 'ehendrawaty@gmail.com', 'name': {'family': 'Hendrawaty', 'honourific': None, 'lineage': None, 'given': 'Ernie'}}, {'id': 'prakarsapanjinegara@gmail.com', 'name': {'given': 'PRAKARSA', 'family': 'PANJINEGARA', 'honourific': None, 'lineage': None}}]",['FEB6'],article,http://repository.lppm.unila.ac.id/id/eprint/12689,public,"Fakultas Ekonomi dan Bisnis, Universitas Lampung","[{'language': 'en', 'mime_type': 'application/pdf', 'content': 'presentation', 'eprintid': 12689, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/25671', 'rev_number': 3, 'docid': 25671, 'main': '15.Studi-Eksperimen-Perilaku-Efek-Disposisi-Pada-InvestorErnie-Hendrawaty-Prakarsa-Panjinegara.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/112288', 'objectid': 25671, 'mtime': '2019-05-10 14:11:25', 'hash_type': 'MD5', 'filename': '15.Studi-Eksperimen-Perilaku-Efek-Disposisi-Pada-InvestorErnie-Hendrawaty-Prakarsa-Panjinegara.pdf', 'hash': 'a52779707227dba9f8191d6e652d0ef5', 'fileid': 112288, 'mime_type': 'application/pdf', 'filesize': 568825, 'datasetid': 'document'}]}]",pub,,2019-05-14 08:13:58,2019-05-14 08:13:58,,667,,,FALSE,,,,,9786025343612,Prosiding Seminar Nasional dan Call For Paper 2018 Fakultas Ekonomi dan Bisnis Universitas Lampung Tema: “Pengabdian Pada Masyarakat Melalui Desiminasi Hasil - Hasil Penelitian Terapan”,,,,,,,,,,,,,,
15,published,17630,,show,11,,"PELATIHAN PERENCANAAN KEUANGAN KELUARGA PETANI DAN UMKM DENGAN MENGGUNAKAN APLIKASI FINANCIAL BERBASIS TEKNOLOGI INFORMASI DI DESA LUMBIREJO
KECAMATAN GEDONG TATAAN, KABUPATEN PESAWARAN","Aspek perencanaan keuangan adalah salah satu aspek penting dalam pengelolaan sebuah usaha, termasuk dalam pertanian dan usaha mikro, kecil dan menengah (UMKM). Tanpa perencanaan keuangan yang baik maka pemilik usaha tidak dapat menilai kinerja keuangan usahanya dan tidak dapat membuat perencanaan pengembangan usahanya di masa yang akan datang.
Setiap usaha tentu memiliki siklus keuangan yang berbeda-beda. Pola pendapatan dan pengeluaran keuangan petani, dan UMKM tentu berbeda dengan usaha yang lain. Oleh karena itu perlu proses pengelolaan keuangannya juga harus berbeda agar mendapatkan hasil yang optimal. Perencanaan keuangan adalah langkah awal dalam pengelolaan keuangan. Tanpa perencanaan yang baik, maka akan sulit untuk mendapatkan tujuan keuangan usaha.
Sebagian masyarakat Desa Lumbirejo, Kecamatan Gedong Tataan, Kabupaten Pesawaran berasal dari pertanian dan UMKM. Salah satu permasalahan pengelolaan keuangan di masyarakat petani dan UMKM adalah tidak adanya perencanaan sebagai pedoman, padahal tanpa pedoman maka pengelolaan keuangan menjadi tidak efisien. Pada era digital informasi saat ini, pelaku usaha dapat memanfaatkan teknologi informasi dalam perencanaan usaha, termasuk perencanaan keuangannya untuk mendapatkan hasil pengelolaan usaha yang lebih optimal. Namun masih banyak pelaku usaha yang belum memanfaatkan teknologi informasi tersebut dalam pengelolaan keuangan usahanya.
Tujuan kegiatan pengabdian ini adalah untuk meningkatkan wawasan dan kemampuan masyarakat Desa Lumbirejo, Kecamatan Gedong Tataan, Pesawaran dalam merencanakan keuangan usahanya dengan memanfaatkan teknologi informasi.",['AC'],,2020-02-11 09:07:56,archive,,2018-03-20 00:00:00.000000000,disk0/00/01/76/30,"[{'name': {'given': 'Hidayah', 'honourific': None, 'family': 'Hidayah Wiweko, S.E., M.Si.', 'lineage': None}, 'id': 'hidayatwiweko@yahoo.com'}, {'id': None, 'name': {'given': 'Irham', 'honourific': None, 'family': 'Dr. Irham Lihan, S.E., M.Si', 'lineage': None}}, {'id': 'igofebrianto@gmail.com', 'name': {'lineage': None, 'family': 'Igo Febrianto, S.E., M.Sc.', 'honourific': None, 'given': 'Igo'}}, {'name': {'lineage': None, 'honourific': None, 'family': 'Dina Safitri, S.E.,M.Inter,Bus.', 'given': 'Dina'}, 'id': None}]",['FEB6'],article,http://repository.lppm.unila.ac.id/id/eprint/17630,public,,"[{'files': [{'filesize': 172169, 'datasetid': 'document', 'mtime': '2020-01-20 02:58:01', 'hash_type': 'MD5', 'hash': 'b3ecbe07f9e276e068de34a199a9e6c8', 'filename': 'Proposal Pengabdian Hidayat DIPA FEB 2018.docx', 'fileid': 148949, 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/148949', 'objectid': 30768}], 'main': 'Proposal Pengabdian Hidayat DIPA FEB 2018.docx', 'docid': 30768, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30768', 'rev_number': 2, 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 17630, 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'language': 'en'}]",pub,,2020-02-11 09:07:56,2020-02-11 09:07:56,"['Universitas Lampung', 'Universitas lampung', 'Universitas Lampung', 'Universitas Lampung']",388,,,TRUE,,,,,,"PELATIHAN PERENCANAAN KEUANGAN KELUARGA PETANI DAN UMKM DENGAN MENGGUNAKAN APLIKASI FINANCIAL BERBASIS TEKNOLOGI INFORMASI DI DESA LUMBIREJO KECAMATAN GEDONG TATAAN, KABUPATEN PESAWARAN",,,,,,['DIPA BLU FEB UNILA'],,,,,,,,
16,published,26815,,show,9,,"Hasil Review Peer Group. ""Analysis of Situational Organization and Leadership in the Improvement of Institutional Performance of State Universities with Public Service in Indonesia""","AThis research aims to analyze situational organization and leadership in the performance 
improvement of State University (PTN) with Public Service (BLU) in Indonesia. The analysis 
was done by using descriptive statistics at three educational institutions based on the area 
and the PTN ranking of The Research and Technology and Higher Education Ministry 
(Kemenristekdikti) version in 2015-2017, i.e. Lampung University, Sebelas Maret University, 
and Gorontalo State University. A sampling collection method used a nonprobability 
sampling with purposive sampling technique. The research result shows that the 
transformation of PTN BLU gets a support and gives a positive impact on organizational 
improvement. However, the transformation has done still limits to the flexibility in financial 
management. Government and independence are still intervened by the government. 
Leaders’ behavior expected by their follower is an optimist transformational leader behavior 
about organizational future and believes that the organization’s goal can be achieved. Such a 
leadership expected by PTN BLU is a leader who is able to express an idea clearly and 
openly to other people to ease a goal achievement. A PTN BLU leader also has to have 
good academic competence, reflected from the ability to produce quality academic work.",['H1'],,2020-11-27 06:47:00,archive,,2018-12-01 00:00:00.000000000,disk0/00/02/68/15,"[{'name': {'lineage': None, 'honourific': None, 'family': 'Jimad', 'given': 'Habibullah'}, 'id': 'habibullah.jimad@gmail.com,'}, {'id': None, 'name': {'family': 'Maarif', 'honourific': None, 'lineage': None, 'given': 'M Syamsul'}}, {'name': {'family': 'Affandi', 'honourific': None, 'lineage': None, 'given': 'M Joko'}, 'id': None}, {'id': None, 'name': {'given': 'Anggraini', 'lineage': None, 'family': 'Sukmawati', 'honourific': None}}]",['FEB6'],article,http://repository.lppm.unila.ac.id/id/eprint/26815,public,,"[{'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/240876', 'objectid': 40812, 'filesize': 487519, 'datasetid': 'document', 'filename': 'Peer Review 1. Analysis of  Situasional Organization...pdf', 'hash': 'cdb20c9c653f7d3131598d1689b85a95', 'hash_type': 'MD5', 'mtime': '2020-11-27 05:31:52', 'mime_type': 'application/pdf', 'fileid': 240876}], 'docid': 40812, 'main': 'Peer Review 1. Analysis of  Situasional Organization...pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/40812', 'rev_number': 1, 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 26815, 'language': 'en', 'mime_type': 'application/pdf'}]",pub,,2020-11-27 06:47:00,2020-11-27 06:47:00,,588,,,TRUE,,12.0,84.0,143-152,2226-1184,Russian Journal of Agricultural and Socio-Economic Sciences,,,,,,,,,,,,,,
17,published,23226,,show,6,https://rjoas.com/issue-2018-12/,"ANALYSIS OF SITUATIONAL ORGANIZATION AND LEADERSHIP 
IN THE IMPROVEMENT OF INSTITUTIONAL PERFORMANCE OF STATE UNIVERSITIES WITH PUBLIC SERVICE IN INDONESIA","This research aims to analyze situational organization and leadership in the performance 
improvement of State University (PTN) with Public Service (BLU) in Indonesia. The analysis 
was done by using descriptive statistics at three educational institutions based on the area 
and the PTN ranking of The Research and Technology and Higher Education Ministry 
(Kemenristekdikti) version in 2015-2017, i.e. Lampung University, Sebelas Maret University, 
and Gorontalo State University. A sampling collection method used a nonprobability 
sampling with purposive sampling technique. The research result shows that the 
transformation of PTN BLU gets a support and gives a positive impact on organizational 
improvement. However, the transformation has done still limits to the flexibility in financial 
management. Government and independence are still intervened by the government. 
Leaders’ behavior expected by their follower is an optimist transformational leader behavior 
about organizational future and believes that the organization’s goal can be achieved. Such a 
leadership expected by PTN BLU is a leader who is able to express an idea clearly and 
openly to other people to ease a goal achievement. A PTN BLU leader also has to have 
good academic competence, reflected from the ability to produce quality academic work.",['H1'],,2020-07-17 02:17:13,archive,,2018-12-01 00:00:00.000000000,disk0/00/02/32/26,"[{'id': 'habibullah.jimad@gmail.com,', 'name': {'given': 'Habibullah', 'lineage': None, 'family': 'Jimad', 'honourific': None}}, {'name': {'lineage': None, 'honourific': None, 'family': 'Maarif', 'given': 'M. Syamsul'}, 'id': None}, {'name': {'honourific': None, 'family': 'Affandi', 'lineage': None, 'given': 'M. Joko'}, 'id': None}, {'id': None, 'name': {'lineage': None, 'family': 'Sukmawati', 'honourific': None, 'given': 'Anggraini'}}]",['FEB6'],article,http://repository.lppm.unila.ac.id/id/eprint/23226,public,,"[{'eprintid': 23226, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf', 'docid': 36786, 'main': 'RJOAS.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/212667', 'objectid': 36786, 'hash_type': 'MD5', 'mtime': '2020-07-16 13:18:02', 'hash': '04a6b2fd0bb640274804330955052209', 'filename': 'RJOAS.pdf', 'fileid': 212667, 'mime_type': 'application/pdf', 'filesize': 190264, 'datasetid': 'document'}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/36786', 'rev_number': 1}]",pub,,2020-07-17 02:17:13,2020-07-17 02:17:13,,588,,,TRUE,,12.0,84.0,143-152,2226-1184,Russian Journal of Agricultural and Socio-Economic Sciences,,,,,,,,,,,,,,
18,published,26817,,show,7,,Uji Similarity Jurnal Internasional. Analysis of Situational Organization and Leadership in the Improvement of Institutional Performance of State Universities with Public Service in Indonesia,"This research aims to analyze situational organization and leadership in the performance 
improvement of State University (PTN) with Public Service (BLU) in Indonesia. The analysis 
was done by using descriptive statistics at three educational institutions based on the area 
and the PTN ranking of The Research and Technology and Higher Education Ministry 
(Kemenristekdikti) version in 2015-2017, i.e. Lampung University, Sebelas Maret University, 
and Gorontalo State University. A sampling collection method used a nonprobability 
sampling with purposive sampling technique. The research result shows that the 
transformation of PTN BLU gets a support and gives a positive impact on organizational 
improvement. However, the transformation has done still limits to the flexibility in financial 
management. Government and independence are still intervened by the government. 
Leaders’ behavior expected by their follower is an optimist transformational leader behavior 
about organizational future and believes that the organization’s goal can be achieved. Such a 
leadership expected by PTN BLU is a leader who is able to express an idea clearly and 
openly to other people to ease a goal achievement. A PTN BLU leader also has to have 
good academic competence, reflected from the ability to produce quality academic work",['H1'],,2020-11-27 06:47:08,archive,,2018-12-01 00:00:00.000000000,disk0/00/02/68/17,"[{'name': {'lineage': None, 'honourific': None, 'family': 'Jimad', 'given': 'Habibullah'}, 'id': 'habibullah.jimad@gmail.com,'}, {'id': None, 'name': {'honourific': None, 'family': 'Maarif', 'lineage': None, 'given': 'M.Syamsul'}}, {'name': {'given': 'Affandi M', 'lineage': None, 'honourific': None, 'family': 'Joko'}, 'id': None}, {'name': {'lineage': None, 'honourific': None, 'family': 'Sukmawati', 'given': 'Anggraini'}, 'id': None}]",['FEB6'],article,http://repository.lppm.unila.ac.id/id/eprint/26817,public,,"[{'content': 'published', 'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 26817, 'rev_number': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/40816', 'pos': 1, 'format': 'text', 'files': [{'objectid': 40816, 'uri': 'http://repository.lppm.unila.ac.id/id/file/240893', 'mime_type': 'application/pdf', 'fileid': 240893, 'filename': 'ANALYSIS SITUATIONAL ORGANIZATION_1.PDF', 'hash': '82616f7d1da2f7a0d7442e84743a32d1', 'hash_type': 'MD5', 'mtime': '2020-11-27 06:23:28', 'datasetid': 'document', 'filesize': 2700801}], 'docid': 40816, 'main': 'ANALYSIS SITUATIONAL ORGANIZATION_1.PDF'}]",pub,,2020-11-27 06:47:08,2020-11-27 06:47:08,,588,,,TRUE,,12.0,84.0,143-152,2226-1184,Russian Journal of Agricultural and Socio-Economic Sciences,,,,,,,,,,,,,,
19,published,26826,,show,6,,"Hasil Uji Similarity. Pemberdayaan Perempuan  Dalam Rang Meningkatkan Ekonomi Keluarga: Pengenalan Usaha 
Rajutan Di Kelurahan Enggal, Kecamatan Enggal,  
Kota Bandar Lampung","Pemberdayaan perempuan dapat memperbaiki posisi tawar perempuan untuk meningkatkan kekuatan dan 
untuk merubah sendiri nasibnya. Masih banyaknya perempuan yang berprofesi sebagai ibu rumah tangga 
membuat sebagian perempuan yang ada di Kelurahan Enggal, Kecamatan Enggal, Bandar Lampung kurang 
mampu memaksimalkan potensi dirinya. Kegiatan pengabdian ini bertujuan untuk menambah pengetahuan 
perempuan tentang pentingnya pemberdayaan perempuan dalam rangka meningkatkan kualitas dan 
memaksimalkan potensi perempuan melalui kegiatan rajutan yang dapat dikerjakan di waktu senggang. 
Diharapkan hasil yang diperoleh nantinya dapat dipasarkan dan menambah pemasukan bagi keluarga. 
Kegiatan dilakukan dengan format pelatihan dengan memberikan materi untuk menambah pengetahuan 
peserta pelatihan serta mengenalkan usaha rajutan melalui pelatihan merajut. Kegiatan pengabdian kepada 
masyarakat di Kelurahan Enggal, Kecamatan Enggal, Bandar Lampung telah mampu mencapai hasil yang 
diinginkan yaitu meningkatnya pengetahuan masyarakat tentang pentingnya menambah pendapatan keluarga 
melalui kegiatan pemberdayaan perempuan. Selain itu, kegiatan pengenalan usaha rajutan juga menunjukkan 
hasil yang mengembirakan, yaitu semakin banyaknya perempuan yang bias merajut dan adanya perubahan 
perilaku perempuan di Kelurahan Enggal untuk mengisi waktu luang dengan merajut, sehingga dihasilkan 
beberapa produk dari kegiatan pelatihan yang telah dilakukan. Peserta juga menginginkan adanya tindak 
lanjut dari kegiatan yang dilakukan, dengan menambah penget",['H1'],,2020-11-27 07:28:49,archive,,2018-11-01 00:00:00.000000000,disk0/00/02/68/26,"[{'name': {'lineage': None, 'honourific': None, 'family': 'Jimad', 'given': 'Habibullah'}, 'id': 'habibullah.jimad@gmail.com,'}, {'id': 'ocha.lina77@gmail.com', 'name': {'family': 'Roslina', 'honourific': None, 'lineage': None, 'given': 'Roslina'}}, {'id': None, 'name': {'family': 'Bursan', 'honourific': None, 'lineage': None, 'given': 'Rinaldi'}}, {'name': {'family': 'M.Rusdi', 'honourific': None, 'lineage': None, 'given': 'Zainnur'}, 'id': 'zainnur@gmail.com'}]",['FEB6'],article,http://repository.lppm.unila.ac.id/id/eprint/26826,public,Fakultas Ekonomi dan Bisnis,"[{'placement': 1, 'security': 'public', 'eprintid': 26826, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'filesize': 1929032, 'datasetid': 'document', 'mtime': '2020-11-27 07:22:27', 'hash_type': 'MD5', 'hash': 'ad51fcab8b7d7a1fe1975a8e916a2b70', 'filename': 'Pemberdayaan Perempuan Dalam Rang Meningkatkan Ekonomi Keluarga Pengenalan Usaha Rajutan Di Kelurahan Enggal, Kecamatan Enggal, Kota Bandar Lampung.pdf', 'fileid': 240961, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/240961', 'objectid': 40825}], 'main': 'Pemberdayaan Perempuan Dalam Rang Meningkatkan Ekonomi Keluarga Pengenalan Usaha Rajutan Di Kelurahan Enggal, Kecamatan Enggal, Kota Bandar Lampung.pdf', 'docid': 40825, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/40825', 'pos': 1, 'format': 'text'}]",pub,,2020-11-27 07:28:49,2020-11-27 07:28:49,,588,,,TRUE,,,,121-128,9786025343605,Prosiding Pengabdian Kepada Masyarakat,,,,,,,,,,,,,,
