,creators,issn,publication,id_number,dir,date,type,divisions,publisher,documents,number,ispublished,refereed,full_text_status,uri,lastmod,userid,datestamp,pagerange,eprintid,date_type,title,official_url,metadata_visibility,rev_number,volume,eprint_status,status_changed,abstract,subjects,patent_applicant,contributors,pres_type,event_type,event_dates,event_location,event_title,referencetext
10,"[{'id': 'aristoteles.1981@fmipa.unila.ac.id', 'name': {'family': 'Aristoteles', 'honourific': None, 'lineage': None, 'given': 'Aristoteles'}}, {'id': None, 'name': {'honourific': None, 'family': 'Asteria', 'lineage': None, 'given': 'Maya'}}, {'id': 'yunda.heningtyas89@gmail.com', 'name': {'given': 'Yunda', 'family': 'Heningtyas', 'honourific': None, 'lineage': None}}, {'id': 'kurnia.muludi@fmipa.unila.ac.id', 'name': {'honourific': None, 'family': 'Muludi', 'lineage': None, 'given': 'Kurnia'}}, {'id': 'admi_syarif@yahoo.com', 'name': {'given': 'Admi', 'family': 'Syarif', 'honourific': None, 'lineage': None}}]",2774-3403,Jurnal Pepadun,,disk0/00/04/63/72,1970-01-01 00:00:00.000002022,article,['FMIPA3'],Jurusan Ilmu Komputer FMIPA Universitas Lampung,"[{'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 46372, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/185254', 'pos': 1, 'format': 'text', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/511971', 'objectid': 185254, 'mtime': '2022-11-08 23:56:02', 'hash_type': 'MD5', 'filename': 'COVER PUBLIKASI Jurnal Pepadun vol 3(1) .pdf', 'hash': 'b506b8acbc5f64c3709466922e76a42b', 'fileid': 511971, 'mime_type': 'application/pdf', 'filesize': 1443668, 'datasetid': 'document'}], 'main': 'COVER PUBLIKASI Jurnal Pepadun vol 3(1) .pdf', 'docid': 185254}]",1.0,pub,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/46372,2022-11-09 01:05:02,2423,2022-11-09 01:05:02,122-129,46372,published,Implementasi Teknologi Peta Virtual 3D Gedung E Teknik Sipil dan Gedung F Laboratorium Hidrolika Fakutas Teknik Universitas Lampung,https://pepadun.fmipa.unila.ac.id/index.php/jurnal/article/view/95,show,7,3.0,archive,2022-11-09 01:05:02,"Abstract —Lampung University doing out routine activities every new academic year for students especially for new
students college who majoring in Civil Engineering, Faculty of Engineering, Introduction about Campus Life for New
Students (PKKMB), one of the main agendas of PKKMB is introducing about everyvbuildings and public facilities in
Civil Engineering also every building and the room in it. The current state of the COVID-19 pandemic make the University
of Lampung conduct learning activy by network (online). So, it's make every students activities not possible to perform
direct tracing. Serving method information follows technological developments, one of which is 3D visualization
techniques. With using the Multimedia Development Life Cycle (MDLC) system development method, 3D virtual map
applications can be developed that can display building layouts and facilities in 3D. This research is Alpha Testing and
Customer satisfaction. Alpha Testing provides test results The application can operate on versions in operation android
system 7.1 to 10. The application can operate on smartphone with screen specifications from 5.0 inch to 6.5 inches. The
application can operate on smartphones from minimum 3GB RAM to 8GB RAM. Customer Satisfaction Respondents
stated that the 3D Virtual Map Application of Building E Civil Engineering and Building F of the Hydraulics Laboratory
get good results with a percentage index between 87.5% to 95%. 
Keywords: 3D virtual map; Android; Faculty of Engineering; MDLC; Unity.",['Q1'],,,,,,,,
11,"[{'name': {'given': 'Aristoteles', 'honourific': None, 'family': 'Aristoteles', 'lineage': None}, 'id': None}, {'name': {'lineage': None, 'honourific': None, 'family': 'Asterita', 'given': 'Maya'}, 'id': None}, {'name': {'lineage': None, 'honourific': None, 'family': 'Heningtyas', 'given': 'Yunda'}, 'id': 'yunda.heningtyas89@gmail.com'}, {'name': {'given': 'Kurnia', 'lineage': None, 'family': 'Muludi', 'honourific': None}, 'id': 'kurnia.muludi@fmipa.unila.ac.id'}, {'name': {'given': 'AS', 'lineage': None, 'family': 'Admi Syarif', 'honourific': None}, 'id': 'admi_syarif@yahoo.com'}]",2774-3403,Pepadun,,disk0/00/04/25/21,2022-04-01 00:00:00.000000000,article,['FMIPA3'],Jurusan Ilmu Komputer FMIPA Universitas Lampung,"[{'rev_number': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/164232', 'pos': 1, 'format': 'text', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/467089', 'objectid': 164232, 'filesize': 311012, 'datasetid': 'document', 'hash': 'ebec48ac96afd46c7f83023cb2c1e9f7', 'filename': '95-Article Text-503-1-10-20220614 (1).pdf', 'mtime': '2022-06-16 03:47:25', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 467089}], 'main': '95-Article Text-503-1-10-20220614 (1).pdf', 'docid': 164232, 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 42521}]",1.0,pub,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/42521,2022-06-16 07:21:22,215,2022-06-16 07:21:22,122-129,42521,published,Implementasi Teknologi Peta Virtual3D Gedung E Teknik Sipil dan Gedung F Laboratorium Hidrolika Fakutas Teknik Universitas Lampung,https://pepadun.fmipa.unila.ac.id/index.php/jurnal/article/view/95,show,10,3.0,archive,2022-06-16 07:21:22,"Lampung  University  doing  out  routine  activities  every  new  academic  year  for  students  especially  for  new students college who majoring in Civil Engineering, Faculty of Engineering, Introduction about Campus Life for New Students  (PKKMB),  one  of  the  main  agendas  of  PKKMB  is  introducing  about  everyvbuildings  and  public  facilities  in Civil Engineering also every building and the room in it. The current state of the COVID-19 pandemic make the University of Lampung conduct learning activy by network (online). So,it's make every students activities not possible to perform direct  tracing.  Serving  method  information  follows  technological  developments,  one  of  which  is  3D  visualization techniques.  With  using  the  Multimedia  Development  Life  Cycle  (MDLC)  system  development  method, 3D virtualmap applications can be developed that can display building layouts and facilities in 3D. This research is Alpha Testing and Customer satisfaction. Alpha Testing provides test results The application can operate on versions in operation android system 7.1 to 10. The application can operate on smartphone with screen specifications from 5.0 inch to 6.5 inches. The application  can  operate  on  smartphones  from  minimum  3GB  RAM  to  8GB  RAM.  Customer  Satisfaction  Respondents stated that the 3DVirtualMap Application of Building E Civil Engineering and Building F of the Hydraulics Laboratory get good results with a percentage index between 87.5% to 95%",['Q1'],,,,,,,,
12,"[{'id': None, 'name': {'lineage': None, 'family': 'Aristoteles', 'honourific': None, 'given': 'Aristoteles'}}, {'id': 'favorisen.lumbanraja@fmipa.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Lumbanraja', 'given': 'Favorisen R'}}, {'id': 'astria.hijriani@fmipa.unila.ac.id', 'name': {'given': 'Astria', 'lineage': None, 'honourific': None, 'family': 'Hijriani'}}, {'name': {'family': 'Nensi', 'honourific': None, 'lineage': None, 'given': 'Meria'}, 'id': None}]",p- 2406-7857 | e- 2443-406X,KLIK - KUMPULAN JURNAL ILMU KOMPUTER,http://dx.doi.org/10.20527/klik.v9i2.470,disk0/00/04/28/85,2022-07-01 00:00:00.000000000,article,['FMIPA3'],Computer Science Study Program at the University of Lambung Mangkurat,"[{'main': '470-1094-1-PB.pdf', 'docid': 164653, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/469688', 'objectid': 164653, 'mtime': '2022-07-02 11:53:45', 'hash_type': 'MD5', 'hash': '6d2d37707b49324bfe3a5dac77572e19', 'filename': '470-1094-1-PB.pdf', 'fileid': 469688, 'mime_type': 'application/pdf', 'filesize': 603190, 'datasetid': 'document'}], 'pos': 1, 'format': 'text', 'rev_number': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/164653', 'eprintid': 42885, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en'}]",2.0,pub,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/42885,2022-07-04 02:06:04,215,2022-07-04 02:06:04,307-328,42885,published,PENENTUAN GRADE BIJI KOPI ROBUSTA MENGGUNAKAN ANALYTICAL HIERARCHY PROCESS,http://klik.ulm.ac.id/index.php/klik/article/view/470,show,7,9.0,archive,2022-07-04 02:06:04,"offee beans are one of the raw materials as well as a result of planting by farmers which provides special benefits for the survival of the Indonesian people. Coffee is used as a refreshing drink ingredient and in today's life, coffee drinks have become a lifestyle for millennial people. The type of coffee that is widely cultivated is the robusta coffee bean type, because this robusta coffee is mostly produced in Indonesia, reaching 87.1% of the total coffee production in Indonesia. One of the largest producers of robusta coffee in Indonesia is the Dempo Pagar Alam Mountain Slope Coffee Plantation, South Sumatra. Therefore in this study using the type of robusta coffee beans which grade or quality will be determined according to the applied criteria. This study aims to determine the grade of robusta coffee beans in the Dempo Pagar Alam Mountain Slope Coffee Plantation in South Sumatra using the AHP (Analytical Hierarchy Process) method.

The stages in this research are the preparation of research data collection, namely primary and secondary which are stored in a text file (.txt) with tens of data and the second stage is determining criteria and alternatives, compiling a hierarchical structure, compiling a paired comparison matrix, looking for priority vector values and eigen vectors, alternative ranking results, and accuracy testing. The results of this study are expected to provide benefits to see the results of the robusta coffee bean grade ranking in the Slope Coffee Plantation of Mount Dempo Pagar Alam, South Sumatra by using the AHP method.",['QA76'],,,,,,,,
13,"[{'name': {'given': 'Aristoteles', 'lineage': None, 'family': 'Aristoteles', 'honourific': None}, 'id': 'aristoteles.1981@fmipa.unila.ac.id'}, {'name': {'given': 'Rahmat', 'lineage': None, 'family': ""Safe'i"", 'honourific': None}, 'id': 'rahmat.safei@fp.unila.ac.id'}, {'name': {'honourific': None, 'family': 'Syarif', 'lineage': None, 'given': 'Admi'}, 'id': 'admi_syarif@yahoo.com'}, {'name': {'given': 'Kurnia', 'lineage': None, 'honourific': None, 'family': 'Muludi'}, 'id': 'kurnia.muludi@fmipa.unila.ac.id'}, {'id': 'favorisen.lumbanraja@fmipa.unila.ac.id', 'name': {'family': 'Lumbanraja', 'honourific': None, 'lineage': None, 'given': 'Favorisen R'}}]",2808-1412,BUGUH : Jurnal Pengabdian Kepada Masyarakat,https://doi.org/10.23960/buguh.v2n3.1173,disk0_bak/00/04/94/97,2022-09-20 00:00:00.000000000,article,['FMIPA3'],Badan Pelaksana Kuliah Kerja Nyata Universitas,"[{'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/189128', 'rev_number': 2, 'docid': 189128, 'main': 'jb23-05.pdf', 'files': [{'hash_type': 'MD5', 'mtime': '2023-03-31 23:03:44', 'hash': '963319a0e8a2e2ea39df794563b4b8ff', 'filename': 'jb23-05.pdf', 'fileid': 537019, 'mime_type': 'application/pdf', 'filesize': 399547, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/537019', 'objectid': 189128}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 49497, 'placement': 1, 'security': 'public'}]",3.0,pub,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/49497,2023-04-03 00:53:59,215,2023-04-03 00:53:59,32-38,49497,published,"PENDAMPINGAN PENGEMBANGAN E-COMMERCE DI KWTH KARTINI, DESA KUBU BATU, KABUPATEN PESAWARAN PADA ERA DIGITALISASI DALAM PENINGKATAN EKONOMI MASYARAKAT",https://jurnalbuguh.unila.ac.id/index.php/buguh/article/view/1173,show,13,2.0,archive,2023-04-03 00:53:59,"Adanya kelompok atau komunitas merupakan keuntungan bagi masyarakat yang dapat dapat mendukung kesejahteraan dan perkembagan keberlangusngan hutan rakyat. Hal tersebut dapat diperkuat lagi dan didukung dengan adanya pemanfatan dan implementasi dari adanya teknologi pada era digitalisasi ini. Namun masih terdapat kendala dalam pelaksanaannya, seperti masih rendahnya pengetahuan masyarakat, masih kurangnya arus untuk mendapatkan informasi, dan masih kurangnya peran eksternal dalam membangun kapasitas masyarakat. Sasaran mitra dalam kegiatan pengabdian ini yaitu Kelompok Wanita Tani Hutan (KWTH) Kartini Desa Kubu Batu, Kabupaten Pesawaran. Pengabdian ini bertujuan untuk meningkatkan pengetahuan, keterampilan, dan kemampuan mitra dalam proses implementasi tekonologi. Untuk mencapai hal tersebut maka rangkaian kegiatan pengabdian ini antara lain: tahap persiapan, meliputi: sosialisasi kegiatan pengabdian berisi program dan tujuan pengabdian serta manfaat dan sasaran. Untuk mengukur pengetahuan peserta dilakukan evaluasi pre-test dan post-test dengan cara pemberian kuesioner. Hasil menunjukkan bahwa adanya peningkatan pengetahuan peserta tentang materi memanfaatkan dan mengelola website. Rerata nilai pre-test dan post-test masing-masing sebesar 50,3%. dan 75,6%. Adanya kenaikan pengetahuan peserta dari hasil pre-test dan post-test adalah 25,3. Oleh karena itu, pemanfaatan dan pengelolaan website merupakan media yang tepat untuk mempromosikan produk yang ditawarkan oleh KWTH Kartini.","['QA75', 'QA76']",,,,,,,,
14,"[{'name': {'family': 'Aristoteles', 'honourific': None, 'lineage': None, 'given': 'Aristoteles'}, 'id': None}, {'id': 'admi_syarif@yahoo.com', 'name': {'lineage': None, 'honourific': None, 'family': 'Syarif', 'given': 'Admi'}}, {'name': {'given': 'Sutyarso', 'lineage': None, 'honourific': None, 'family': 'Sutyarso'}, 'id': 'sutyarso@yahoo.co.id'}, {'name': {'given': 'Favorisen R', 'lineage': None, 'family': 'Lumbanraja', 'honourific': None}, 'id': 'favorisen.lumbanraja@fmipa.unila.ac.id'}]","2156-5570 (online), 2158-107X(Print)",International Journal of Advanced Computer Science and Applications,https://dx.doi.org/10.14569/IJACSA.2022.0130752,disk0/00/04/37/38,2022-08-01 00:00:00.000000000,article,['FMIPA3'],The Science and Information (SAI) Organization,"[{'pos': 1, 'format': 'text', 'rev_number': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/165675', 'docid': 165675, 'main': 'Paper_52-Identification_of_Human_Sperm_based_on_Morphology.pdf', 'files': [{'objectid': 165675, 'uri': 'http://repository.lppm.unila.ac.id/id/file/476704', 'mime_type': 'application/pdf', 'fileid': 476704, 'hash': '5629a9d85da844dba049edc973c3ff89', 'filename': 'Paper_52-Identification_of_Human_Sperm_based_on_Morphology.pdf', 'mtime': '2022-08-01 02:58:09', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 612617}], 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 43738, 'placement': 1, 'security': 'public'}]",7.0,pub,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/43738,2022-08-01 06:45:09,215,2022-08-01 06:45:09,424-431,43738,published,Identification of Human Sperm based on Morphology Using the You Only Look Once Version 4 Algorithm,https://thesai.org/Publications/ViewPaper?Volume=13&Issue=7&Code=IJACSA&SerialNo=52,show,8,13.0,archive,2022-08-01 06:45:09,"Infertility is a crucial reproductive problem experienced by both men and women. Infertility is the inability to get pregnant within one year of sexual intercourse. This study focuses on infertility in men. Many causes that can cause infertility in men including sperm quality. Currently, identification of human sperm is still done manually by observing the sperm with the help of humans through a microscope, so it requires time and high costs. Therefore, high technology is needed to determine sperm quality in the form of deep learning technology based on video. Deep learning algorithms support this research in identifying human sperm cells. So deep learning can help detect sperm video automatically in the process of evaluating sperm cells to determine infertility. We use deep learning technology to identify sperm using the You Only Look Once version 4 (YOLOv4) algorithm. Purpose of this study was to analyze the level of accuracy of the YOLOv4 algorithm. The dataset used is sourced from a VISEM dataset of 85 videos. The results obtained are 90.31% AP (Average Precision) for sperm objects and 68.19% AP (Average Precision) for non-sperm objects, then for the results of the training obtained by the model 79.58% mAP (Mean Average Precision). Our research show result about identification of human sperm using YOLOv4. The results obtained by the YOLOv4 model can identify sperm and non-sperm objects. The output on the YOLOv4 model is able to identify objects in the test data in the form of video and image.",['QA76'],,,,,,,,
15,"[{'name': {'given': 'Aristoteles', 'family': 'Aristoteles', 'honourific': None, 'lineage': None}, 'id': None}, {'name': {'given': 'Admi', 'lineage': None, 'honourific': None, 'family': 'Syarif'}, 'id': 'admi_syarif@yahoo.com'}, {'name': {'given': 'Sutyarso', 'family': 'Sutyarso', 'honourific': None, 'lineage': None}, 'id': 'sutyarso@yahoo.co.id'}, {'name': {'given': 'Favorisen R', 'lineage': None, 'family': 'Lumbanraja', 'honourific': None}, 'id': 'favorisen.lumbanraja@fmipa.unila.ac.id'}, {'name': {'given': 'Arbi', 'lineage': None, 'honourific': None, 'family': 'Hidayatullah'}, 'id': None}]",,,https://dx.doi.org/10.14569/IJACSA.2022.0130752,disk0/00/04/38/48,2022-08-01 00:00:00.000000000,other,['FMIPA3'],The Science and Information (SAI) Organization,"[{'eprintid': 43848, 'security': 'public', 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf', 'docid': 165806, 'main': 'Similarity.pdf', 'files': [{'datasetid': 'document', 'filesize': 854611, 'fileid': 477539, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2022-08-03 03:44:24', 'hash': '7ee347025c5f355a1ccd065743ae44c9', 'filename': 'Similarity.pdf', 'objectid': 165806, 'uri': 'http://repository.lppm.unila.ac.id/id/file/477539'}], 'format': 'text', 'pos': 1, 'rev_number': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/165806'}]",,pub,,public,http://repository.lppm.unila.ac.id/id/eprint/43848,2022-08-03 06:59:52,215,2022-08-03 06:59:52,,43848,published,Similarity Check Result : Identification of Human Sperm based on Morphology Using the You Only Look Once Version 4 Algorithm,https://thesai.org/Publications/ViewPaper?Volume=13&Issue=7&Code=IJACSA&SerialNo=52,show,9,,archive,2022-08-03 06:59:52,"Infertility is a crucial reproductive problem experienced by both men and women. Infertility is the inability to get pregnant within one year of sexual intercourse. This study focuses on infertility in men. Many causes that can cause infertility in men including sperm quality. Currently, identification of human sperm is still done manually by observing the sperm with the help of humans through a microscope, so it requires time and high costs. Therefore, high technology is needed to determine sperm quality in the form of deep learning technology based on video. Deep learning algorithms support this research in identifying human sperm cells. So deep learning can help detect sperm video automatically in the process of evaluating sperm cells to determine infertility. We use deep learning technology to identify sperm using the You Only Look Once version 4 (YOLOv4) algorithm. Purpose of this study was to analyze the level of accuracy of the YOLOv4 algorithm. The dataset used is sourced from a VISEM dataset of 85 videos. The results obtained are 90.31% AP (Average Precision) for sperm objects and 68.19% AP (Average Precision) for non-sperm objects, then for the results of the training obtained by the model 79.58% mAP (Mean Average Precision). Our research show result about identification of human sperm using YOLOv4. The results obtained by the YOLOv4 model can identify sperm and non-sperm objects. The output on the YOLOv4 model is able to identify objects in the test data in the form of video and image.",['QA76'],,,,,,,,
16,"[{'id': 'bambang.hermanto@fmipa.unila.ac.id', 'name': {'honourific': None, 'family': 'Bambang Hermanto', 'lineage': None, 'given': 'Bambang'}}]",,,,disk0/00/04/61/37,1970-01-01 00:00:00.000002022,other,['FMIPA3'],Kemenkumham,"[{'files': [{'fileid': 510195, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2022-10-31 10:25:53', 'filename': 'Hak Cipta ARitme (Augmented Reality For Indonesian Traditional Music Instrument).pdf', 'hash': '64496b372e72305f84bd823cd83e9d43', 'datasetid': 'document', 'filesize': 859104, 'objectid': 184963, 'uri': 'http://repository.lppm.unila.ac.id/id/file/510195'}], 'main': 'Hak Cipta ARitme (Augmented Reality For Indonesian Traditional Music Instrument).pdf', 'docid': 184963, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/184963', 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 46137, 'language': 'en', 'mime_type': 'application/pdf'}]",,unpub,,public,http://repository.lppm.unila.ac.id/id/eprint/46137,2022-11-01 00:59:12,2400,2022-11-01 00:59:12,,46137,,Peer Review ARitme (Augmented Reality For Indonesian Traditional Music Instrument),,show,7,,archive,2022-11-01 00:59:12,,['QA75'],,,,,,,,
17,"[{'id': 'bambang.hermanto@fmipa.unila.ac.id', 'name': {'given': 'Bambang', 'lineage': None, 'family': 'Bambang Hermanto', 'honourific': None}}]",,,,disk0/00/04/61/44,1970-01-01 00:00:00.000002022,other,['FMIPA3'],Jurnal Pepadun,"[{'main': 'Jurnal Aplikasi Pencarian Letak Gudang Koperasi dengan Metode K-means Cluster Menggunakan Framework Laravel .pdf', 'docid': 184970, 'files': [{'objectid': 184970, 'uri': 'http://repository.lppm.unila.ac.id/id/file/510244', 'datasetid': 'document', 'filesize': 2214941, 'fileid': 510244, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2022-10-31 11:16:02', 'filename': 'Jurnal Aplikasi Pencarian Letak Gudang Koperasi dengan Metode K-means Cluster Menggunakan Framework Laravel .pdf', 'hash': '0b12f6f51f3da0635bfba1bf95ac98fd'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/184970', 'rev_number': 1, 'eprintid': 46144, 'security': 'public', 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",,unpub,,public,http://repository.lppm.unila.ac.id/id/eprint/46144,2022-11-01 00:59:34,2400,2022-11-01 00:59:34,,46144,,"Peer Review Aplikasi Pencarian Letak Gudang Koperasi Dengan Metode K-Means Cluster Menggunakan Framework Laravel,",,show,8,,archive,2022-11-01 00:59:34,,['QA75'],,,,,,,,
18,"[{'id': 'bambang.hermanto@fmipa.unila.ac.id', 'name': {'family': 'Bambang Hermanto', 'honourific': None, 'lineage': None, 'given': 'Bambang'}}]",,,,disk0/00/04/61/38,1970-01-01 00:00:00.000002022,other,['FMIPA3'],Kemenkumham,"[{'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 46138, 'uri': 'http://repository.lppm.unila.ac.id/id/document/184964', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/510202', 'objectid': 184964, 'filesize': 864344, 'datasetid': 'document', 'hash': '89565282084b55a10ce3a2b227bc9a47', 'filename': 'Hak Cipta Augmented Reality Identifikasi Onderdil Sepeda Motor Bebek Kopling Ototmatis Menggunakan VuMark Berbasis Android.pdf', 'mtime': '2022-10-31 10:27:43', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 510202}], 'docid': 184964, 'main': 'Hak Cipta Augmented Reality Identifikasi Onderdil Sepeda Motor Bebek Kopling Ototmatis Menggunakan VuMark Berbasis Android.pdf'}]",,unpub,,public,http://repository.lppm.unila.ac.id/id/eprint/46138,2022-11-01 00:59:08,2400,2022-11-01 00:59:08,,46138,,Peer Review Augmented Reality Identifikasi Onderdil Sepeda Motor Bebek Kopling Otomatis Menggunakan VuMark Berbasis Android,,show,7,,archive,2022-11-01 00:59:08,,['QA75'],,,,,,,,
19,"[{'id': 'bambang.hermanto@fmipa.unila.ac.id', 'name': {'lineage': None, 'family': 'Bambang Hermanto', 'honourific': None, 'given': 'Bambang'}}]",,,,disk0/00/04/61/39,1970-01-01 00:00:00.000002022,other,['FMIPA3'],Kemenkumham,"[{'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 46139, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/184965', 'pos': 1, 'format': 'text', 'files': [{'objectid': 184965, 'uri': 'http://repository.lppm.unila.ac.id/id/file/510209', 'datasetid': 'document', 'filesize': 1265929, 'fileid': 510209, 'mime_type': 'application/pdf', 'mtime': '2022-10-31 10:29:17', 'hash_type': 'MD5', 'hash': 'a3b48eebd1ecb9df97e7a21e90188162', 'filename': 'Hak Cipta Augmented Reality Identifikasi Sparepart Sepeda Motor Automatik Menggunakan Katalog Berbasis Android.pdf'}], 'main': 'Hak Cipta Augmented Reality Identifikasi Sparepart Sepeda Motor Automatik Menggunakan Katalog Berbasis Android.pdf', 'docid': 184965}]",,unpub,,public,http://repository.lppm.unila.ac.id/id/eprint/46139,2022-11-01 00:59:16,2400,2022-11-01 00:59:16,,46139,,Peer Review Augmented Reality Identifikasi Sparepart Sepeda Motor Automatik Menggunakan Katalog Berbasis Android,,show,7,,archive,2022-11-01 00:59:16,,['QA75'],,,,,,,,
20,"[{'id': 'bambang.hermanto@fmipa.unila.ac.id', 'name': {'given': 'Bambang', 'honourific': None, 'family': 'Bambang Hermanto', 'lineage': None}}]",,,,disk0/00/04/61/36,1970-01-01 00:00:00.000002022,other,['FMIPA3'],Kemenkumham,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/184962', 'rev_number': 1, 'format': 'text', 'pos': 1, 'files': [{'objectid': 184962, 'uri': 'http://repository.lppm.unila.ac.id/id/file/510186', 'fileid': 510186, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2022-10-31 10:21:21', 'filename': 'Hak Cipta Analisis Perancangan UI Sistem Informasi Sirkulasi Barang Starlog Bank BRI Cabang Tanjung Karang.pdf', 'hash': '3ec079fe1984afc19e4250dc9de24b1e', 'datasetid': 'document', 'filesize': 436414}], 'main': 'Hak Cipta Analisis Perancangan UI Sistem Informasi Sirkulasi Barang Starlog Bank BRI Cabang Tanjung Karang.pdf', 'docid': 184962, 'language': 'en', 'mime_type': 'application/pdf', 'security': 'public', 'placement': 1, 'eprintid': 46136}]",,unpub,,public,http://repository.lppm.unila.ac.id/id/eprint/46136,2022-11-01 00:59:05,2400,2022-11-01 00:59:05,,46136,,Peer Review Hak Cipta Analisis Perancangan UI Sistem Informasi Sirkulasi Barang Starlog Bank BRI Cabang Tanjung Karang,,show,9,,archive,2022-11-01 00:59:05,,['QA75'],,,,,,,,
21,"[{'id': 'bambang.hermanto@fmipa.unila.ac.id', 'name': {'given': 'Bambang', 'honourific': None, 'family': 'Bambang Hermanto', 'lineage': None}}]",,,,disk0/00/04/61/45,1970-01-01 00:00:00.000002022,other,['FMIPA3'],Kumpulan jurnaL Ilmu Komputer (KLIK),"[{'files': [{'objectid': 184971, 'uri': 'http://repository.lppm.unila.ac.id/id/file/510252', 'datasetid': 'document', 'filesize': 2098793, 'fileid': 510252, 'mime_type': 'application/pdf', 'mtime': '2022-10-31 11:19:22', 'hash_type': 'MD5', 'filename': 'Jurnal Implementasi Metode Analytical Hierarchy Process (AHP) Pada Sistem Pendukung Keputusan Pembelian Mobil di Bandar Lampung.pdf', 'hash': 'c8192f8480fd5bb73442e6ef75d25481'}], 'main': 'Jurnal Implementasi Metode Analytical Hierarchy Process (AHP) Pada Sistem Pendukung Keputusan Pembelian Mobil di Bandar Lampung.pdf', 'docid': 184971, 'uri': 'http://repository.lppm.unila.ac.id/id/document/184971', 'rev_number': 1, 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 46145, 'language': 'en', 'mime_type': 'application/pdf'}]",,unpub,,public,http://repository.lppm.unila.ac.id/id/eprint/46145,2022-11-01 00:59:39,2400,2022-11-01 00:59:39,,46145,,Peer Review Implementasi Metode Analytical Hierarchy Process (AHP) Pada Sistem Pendukung Keputusan Pembelian Mobil Di Bandar Lampung,,show,7,,archive,2022-11-01 00:59:39,,['QA75'],,,,,,,,
